iter	RMSE
889	2.883932535
890	2.883239476
891	2.879853239
892	2.877640973
893	2.876331145
894	2.87441174
895	2.870250153
896	2.867927282
897	2.865452111
898	2.86352874
899	2.861700541
900	2.857901857
901	2.855363141
902	2.854572706
903	2.854105503
904	2.851433424
905	2.849346224
906	2.844870276
907	2.841644312
908	2.839226802
909	2.835921049
910	2.834318392
911	2.831097314
912	2.829788778
913	2.8291173
914	2.82670226
915	2.822720977
916	2.819224234
917	2.816392676
918	2.81466386
919	2.813930436
920	2.810718019
921	2.809798251
922	2.807837507
923	2.804181855
924	2.801746182
925	2.80037285
926	2.798141518
927	2.797646341
928	2.796199016
929	2.794377133
930	2.790285717
931	2.788509905
932	2.787771674
933	2.786710158
934	2.786303138
935	2.78504772
936	2.783072435
937	2.780289926
938	2.777629768
939	2.77391147
940	2.769629366
941	2.767714417
942	2.766936611
943	2.765929593
944	2.764199564
945	2.762539561
946	2.761529343
947	2.758773705
948	2.757514975
949	2.755345071
950	2.75354092
951	2.751437229
952	2.748766605
953	2.748078725
954	2.747666998
955	2.746833722
956	2.746128601
957	2.744412739
958	2.743494606
959	2.741547323
960	2.740637349
961	2.73986035
962	2.738857698
963	2.737215048
964	2.736654142
965	2.733123691
966	2.730650061
967	2.729385721
968	2.728991402
969	2.728071848
970	2.726811637
971	2.726385483
972	2.725095628
973	2.723858132
974	2.720431194
975	2.717736725
976	2.715156855
977	2.713163228
978	2.710525029
979	2.7064096
980	2.703336541
981	2.701865931
982	2.700273727
983	2.699922445
984	2.698928568
985	2.697240637
986	2.696185963
987	2.695836514
988	2.693520285
989	2.690548184
990	2.6869638
991	2.685809812
992	2.682532925
993	2.679616564
994	2.678365984
995	2.676708799
996	2.675171066
997	2.672910056
998	2.671280873
999	2.669455265
