NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;NAC_SEIS;NOTA_PLINEAL;NOTA_IECONOMICA;NOTA_DISENO;NOTA_METODOS;NOTA_EI_TRES;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MERCADOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO
556;34.51111111111111;33.64705882352941;36.0;31.22222222222222;25.66666666666667;31.0;47;35.11764705882353;32.0;40.0;48.0;35.0;34.0;35.35294117647059;8;25.66666666666667;31.0;38.0;36.0;45;36.73333333333333;1;15;13;2;8;7;1;2;27.0;2;2;35.0;1;2;41.0;1;2;33.0;1;2;44.0;1;2;41.0;1;1;38.0;1;2;37.0;1;2;2;38.85714285714285
559;32.73333333333333;34.29411764705883;37.0;32.72222222222222;32.0;35.0;36;32.41176470588236;37.0;34.0;15.5;43.0;32.5;36.11764705882353;8;35.0;37.0;38.0;32.0;45;36.13333333333333;0;15;15;0;8;8;0;2;30.0;1;2;39.0;1;2;37.0;1;2;32.0;1;2;39.0;1;2;40.0;1;1;44.0;1;2;30.0;1;2;2;34.71428571428572
561;33.93333333333333;31.20588235294118;42.0;32.30555555555556;20.0;23.66666666666667;44;32.47058823529412;24.66666666666667;38.0;44.0;34.0;33.0;31.88235294117647;8;26.0;25.5;38.0;34.0;31;36.8;2;15;15;0;8;8;0;2;39.0;2;2;36.0;1;2;32.0;1;2;30.5;2;2;40.0;1;2;41.0;1;1;44.0;1;2;34.0;1;2;2;33.32142857142857
563;33.4;34.35294117647059;47.0;34.11111111111111;36.0;37.0;37;35.73529411764706;33.0;44.0;50.0;34.0;34.0;36.05882352941177;8;38.0;31.0;35.0;39.0;36;37.46666666666667;0;15;15;0;8;8;0;2;30.0;1;2;41.0;1;2;37.0;1;2;33.0;1;2;41.0;1;2;42.0;1;1;37.0;1;2;41.0;1;2;2;38.21428571428572
565;35.26666666666667;38.11764705882353;42.0;36.75;38.0;34.0;0;39.0;42.0;40.0;47.0;36.0;48.0;40.23529411764706;8;38.0;37.0;39.0;36.0;46;36.6;0;15;15;0;8;8;0;2;37.0;1;2;42.0;1;2;33.0;1;2;32.0;1;2;42.0;1;2;41.0;1;1;30.0;1;2;38.0;1;2;3;41.28571428571428
575;38.26666666666667;33.70588235294117;44.0;30.77777777777778;30.0;35.0;50;36.58823529411764;42.0;41.0;36.0;30.0;47.0;35.11764705882353;8;31.0;38.0;24.0;39.0;45;38.8;1;15;13;2;8;7;1;2;41.0;1;2;42.0;1;2;40.0;1;2;37.0;1;2;44.0;1;2;36.0;1;1;46.0;1;2;23.0;2;2;3;41.71428571428572
590;35.2;36.05882352941177;40.0;36.4375;36.0;30.0;0;38.41176470588236;41.0;39.0;45.5;38.0;35.0;41.8235294117647;8;41.0;36.0;48.0;41.0;49;39.8;0;15;15;0;8;8;0;2;40.0;1;2;33.0;1;2;41.0;1;2;34.0;1;2;38.0;1;2;39.0;1;1;47.0;1;2;46.0;1;2;2;38.75
591;31.26666666666667;33.79411764705883;45.0;31.80555555555556;27.5;30.0;0;36.94117647058823;33.0;38.0;45.0;37.0;44.0;35.05882352941177;8;30.0;28.5;42.0;34.0;40;37.26666666666667;0;15;15;0;8;8;0;2;38.0;1;2;34.0;1;2;37.0;1;2;37.0;1;2;43.0;1;2;39.0;1;1;41.0;1;2;30.0;1;2;2;34.71428571428572
595;28.93333333333333;32.5;33.0;35.75;27.5;32.0;0;36.07142857142857;30.0;40.0;0.0;38.0;44.0;29.375;4;18.0;0.0;0.0;0.0;30;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
596;34.8;32.8235294117647;39.0;31.11111111111111;23.5;32.0;46;39.35294117647059;39.0;37.0;43.0;45.0;50.0;33.38235294117647;8;26.5;29.5;41.0;37.0;32;41.2;0;15;15;0;8;8;0;2;42.0;1;2;43.0;1;2;30.0;1;2;43.0;1;2;42.0;1;2;42.0;1;1;46.0;1;2;42.0;1;2;2;36.57142857142857
598;35.86666666666667;35.73529411764706;40.0;37.72222222222222;38.0;34.0;50;38.58823529411764;38.0;40.0;46.0;43.0;46.0;35.20588235294117;8;29.5;40.0;32.0;32.0;37;38.33333333333334;1;15;13;2;8;7;1;2;35.0;1;2;35.0;1;2;43.0;1;2;25.5;2;2;38.0;1;2;40.0;1;1;48.0;1;2;43.0;1;2;2;37.64285714285715
601;29.69230769230769;35.46666666666667;0.0;34.3125;25.5;32.0;0;30.5;31.0;0.0;0.0;0.0;0.0;34.0;2;33.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
602;33.96666666666667;35.23529411764706;41.0;34.83333333333334;31.0;34.0;38;35.52941176470588;30.0;44.0;44.0;41.0;35.0;34.47058823529412;8;34.0;42.0;41.0;31.0;24;36.06666666666667;1;15;13;2;8;7;1;2;25.0;2;2;46.0;1;2;33.0;1;2;36.0;1;2;39.0;1;2;37.0;1;1;41.0;1;2;32.0;1;2;2;38.71428571428572
603;34.26666666666667;36.44117647058823;47.0;34.72222222222222;32.0;37.0;37;36.64705882352941;39.0;40.0;47.0;37.0;35.0;40.23529411764706;8;38.0;35.0;48.0;38.0;47;38.6;0;15;15;0;8;8;0;2;40.0;1;2;41.0;1;2;35.0;1;2;33.0;1;2;42.0;1;2;37.0;1;1;38.0;1;2;42.0;1;2;2;37.03571428571428
610;36.83333333333334;34.79411764705883;49.0;35.63888888888889;31.0;33.0;46;39.41176470588236;41.0;38.0;48.0;43.0;38.0;36.1764705882353;8;30.0;32.0;35.0;33.0;44;39.46666666666667;0;15;15;0;8;8;0;2;32.0;1;2;40.0;1;2;45.0;1;2;35.0;1;2;41.0;1;2;42.0;1;1;40.0;1;2;42.0;1;2;2;32.0
612;30.42424242424243;29.55;0.0;43.0;0.0;0.0;0;33.0;0.0;38.0;0.0;48.0;32.0;37.33333333333334;2;0.0;0.0;0.0;0.0;37;37.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;37.0;1;2;0.0;0;2;0;0.0
613;32.0;35.35294117647059;42.0;36.80555555555556;28.5;34.0;50;37.52941176470588;35.0;42.0;50.0;44.0;34.0;33.29411764705883;8;25.66666666666667;25.5;33.0;30.0;42;38.86666666666667;0;15;15;0;8;8;0;2;42.0;1;2;47.0;1;2;41.0;1;2;33.0;1;2;38.0;1;2;41.0;1;1;37.0;1;2;33.0;1;2;2;39.35714285714285
616;35.4;32.44117647058823;30.0;37.94444444444444;34.0;36.0;42;39.88235294117647;38.0;40.0;50.0;44.0;43.0;39.64705882352941;8;37.0;35.0;40.0;35.0;44;39.13333333333333;0;15;15;0;8;8;0;2;39.0;1;2;45.0;1;2;43.0;1;2;31.0;1;2;40.0;1;2;43.0;1;1;38.0;1;2;36.0;1;2;2;38.67857142857143
626;34.2;36.52941176470588;41.0;40.05555555555556;38.0;38.0;43;38.88235294117647;38.0;40.0;44.0;43.0;34.0;39.58823529411764;8;39.0;36.0;39.0;39.0;45;40.06666666666667;0;15;15;0;8;8;0;2;34.0;1;2;42.0;1;2;43.0;1;2;35.0;1;2;37.0;1;2;43.0;1;1;43.0;1;2;45.0;1;2;3;40.78571428571428
643;34.0;33.6764705882353;48.0;35.66666666666666;26.5;31.0;49;37.47058823529412;38.0;39.0;44.0;36.0;50.0;35.38235294117647;8;27.5;30.0;48.0;34.0;40;39.33333333333334;0;15;15;0;8;8;0;2;43.0;1;2;39.0;1;2;42.0;1;2;39.0;1;2;44.0;1;2;42.0;1;1;35.0;1;2;32.0;1;2;2;39.92857142857143
645;35.12222222222222;33.64705882352941;33.0;37.0;36.0;36.0;38;33.23529411764706;30.0;40.0;37.0;35.0;30.0;35.88235294117647;8;32.0;34.0;42.0;34.0;37;37.33333333333334;1;15;15;0;8;8;0;2;42.0;1;2;38.0;1;2;30.0;2;2;34.0;1;2;40.0;1;2;42.0;1;1;34.0;1;2;41.0;1;2;2;35.71428571428572
646;36.6;36.35294117647059;49.0;38.27777777777778;40.0;35.0;41;35.35294117647059;30.0;39.0;48.0;40.0;38.0;39.52941176470588;8;31.0;37.0;45.0;34.0;48;37.86666666666667;0;15;15;0;8;8;0;2;35.0;1;2;42.0;1;2;39.0;1;2;31.0;1;2;37.0;1;2;42.0;1;1;42.0;1;2;37.0;1;2;3;42.07142857142857
647;33.33333333333334;33.08823529411764;36.0;33.41666666666666;22.33333333333333;26.0;20;36.3235294117647;30.0;39.0;48.0;36.0;37.0;33.94117647058823;8;33.0;26.5;38.0;30.0;43;38.26666666666667;0;15;15;0;8;8;0;2;30.0;1;2;40.0;1;2;38.0;1;2;35.0;1;2;41.0;1;2;42.0;1;1;44.0;1;2;38.0;1;2;2;36.28571428571428
651;32.8;35.3235294117647;40.0;29.88888888888889;23.66666666666667;31.0;50;31.47058823529412;32.0;37.0;39.0;33.0;31.0;35.55882352941177;8;26.5;30.0;38.0;38.0;46;37.33333333333334;0;15;15;0;8;8;0;2;42.0;1;2;35.0;1;2;40.0;1;2;34.0;1;2;43.0;1;2;38.0;1;1;30.0;1;2;37.0;1;2;2;34.67857142857143
660;31.9;28.05882352941176;10.0;29.125;29.5;16.0;0;30.44444444444444;0.0;29.0;42.0;30.0;23.5;44.0;1;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;3;41.0
661;39.43333333333333;33.94117647058823;40.0;35.22222222222222;30.0;33.0;38;37.20588235294117;30.0;44.0;40.0;38.0;42.0;38.64705882352941;8;36.0;31.0;44.0;36.0;37;36.86666666666667;0;15;15;0;8;8;0;2;30.0;1;2;40.0;1;2;34.0;1;2;32.0;1;2;37.0;1;2;45.0;1;1;44.0;1;2;37.0;1;2;2;35.21428571428572
664;35.8;41.76470588235294;45.0;39.88888888888889;37.0;46.0;0;42.35294117647059;41.0;48.0;47.0;47.0;41.0;41.23529411764706;8;37.0;38.0;45.0;38.0;41;43.6;0;15;15;0;8;8;0;2;46.0;1;2;45.0;1;2;42.0;1;2;43.0;1;2;40.0;1;2;44.0;1;1;45.0;1;2;44.0;1;2;3;40.57142857142857
666;38.0;36.94117647058823;46.0;39.0;31.0;36.0;32;36.6764705882353;39.0;37.0;37.0;44.0;44.0;36.52941176470588;8;33.0;34.0;44.0;33.0;43;41.0;0;15;15;0;8;8;0;2;37.0;1;2;47.0;1;2;45.0;1;2;34.0;1;2;39.0;1;2;43.0;1;1;44.0;1;2;40.0;1;2;2;35.57142857142857
670;35.6;35.23529411764706;44.0;38.0;39.0;36.0;45;39.29411764705883;44.0;42.0;45.0;32.0;37.0;36.41176470588236;8;30.0;36.0;37.0;35.0;35;38.0;0;15;15;0;8;8;0;2;32.0;1;2;40.0;1;2;36.0;1;2;32.0;1;2;44.0;1;2;40.0;1;1;42.0;1;2;39.0;1;2;2;37.46428571428572
671;32.66666666666666;27.1;0.0;34.625;30.0;31.0;0;30.26470588235294;28.0;32.0;47.0;30.0;36.0;31.38235294117647;8;30.0;24.5;34.0;31.0;36;30.73333333333333;2;15;11;4;8;6;2;2;13.5;2;2;34.0;1;2;36.0;1;2;39.0;1;2;30.0;1;2;46.0;1;1;39.0;1;2;16.0;2;2;1;18.71428571428572
674;31.53333333333333;25.56666666666667;0.0;38.0;0.0;0.0;0;38.28571428571428;0.0;39.0;0.0;40.0;40.0;39.57142857142857;4;0.0;0.0;0.0;0.0;38;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
680;36.8;35.73529411764706;38.0;38.83333333333334;30.0;32.0;34;40.8235294117647;41.0;45.0;45.0;40.0;45.0;39.64705882352941;8;35.0;40.0;44.0;39.0;40;41.13333333333333;0;15;15;0;8;8;0;2;46.0;1;2;49.0;1;2;36.0;1;2;34.0;1;2;42.0;1;2;39.0;1;1;45.0;1;2;37.0;1;2;2;38.60714285714285
686;37.46666666666667;35.58823529411764;43.0;34.55555555555556;26.0;31.0;50;38.64705882352941;38.0;35.0;45.0;44.0;46.0;39.23529411764706;8;37.0;39.0;39.0;35.0;43;40.2;0;15;15;0;8;8;0;2;42.0;1;2;45.0;1;2;40.0;1;2;35.0;1;2;37.0;1;2;43.0;1;1;42.0;1;2;39.0;1;2;2;39.35714285714285
689;36.8;36.11764705882353;40.0;37.1875;30.0;38.0;0;36.76470588235294;34.0;39.0;50.0;36.0;32.0;38.41176470588236;8;36.0;39.0;41.0;37.0;38;39.26666666666667;0;15;15;0;8;8;0;2;30.0;1;2;49.0;1;2;43.0;1;2;36.0;1;2;42.0;1;2;43.0;1;1;34.0;1;2;39.0;1;2;2;38.64285714285715
691;33.2;40.1764705882353;44.0;38.77777777777778;35.0;42.0;42;38.64705882352941;34.0;39.0;48.0;39.0;39.0;41.05882352941177;8;37.0;41.0;39.0;40.0;46;40.86666666666667;0;15;15;0;8;8;0;2;42.0;1;2;34.0;1;2;45.0;1;2;40.0;1;2;43.0;1;2;41.0;1;1;45.0;1;2;37.0;1;2;3;42.14285714285715
693;33.8;40.52941176470588;45.0;35.11111111111111;32.0;34.0;50;38.64705882352941;35.0;38.0;47.0;39.0;42.0;39.41176470588236;8;42.0;35.0;39.0;36.0;45;41.6;0;15;15;0;8;8;0;2;42.0;1;2;42.0;1;2;44.0;1;2;40.0;1;2;44.0;1;2;44.0;1;1;39.0;1;2;39.0;1;2;2;37.82142857142857
694;33.63333333333333;35.5;44.0;36.16666666666666;30.0;35.0;44;38.88235294117647;34.0;40.0;47.0;42.0;48.0;41.52941176470588;8;40.0;43.0;48.0;39.0;38;42.06666666666667;0;15;15;0;8;8;0;2;39.0;1;2;49.0;1;2;42.0;1;2;32.0;1;2;44.0;1;2;41.0;1;1;49.0;1;2;40.0;1;2;2;38.53571428571428
696;31.01666666666667;33.35294117647059;48.0;33.27777777777778;31.0;35.0;0;35.26470588235294;33.5;32.0;42.0;36.0;39.0;35.88235294117647;8;36.0;27.5;38.0;42.0;30;38.66666666666666;0;15;15;0;8;8;0;2;38.0;1;2;38.0;1;2;45.0;1;2;30.0;1;2;44.0;1;2;44.0;1;1;33.0;1;2;40.0;1;2;2;38.64285714285715
697;35.2;37.0;47.0;39.27777777777778;36.0;42.0;45;40.05882352941177;38.0;42.0;43.0;39.0;47.0;38.35294117647059;8;30.0;38.0;48.0;41.0;42;40.33333333333334;0;15;15;0;8;8;0;2;30.0;1;2;49.0;1;2;40.0;1;2;36.0;1;2;44.0;1;2;41.0;1;1;43.0;1;2;40.0;1;2;3;42.5
698;33.16666666666666;37.1764705882353;42.0;37.19444444444444;32.0;40.0;44;37.35294117647059;38.0;40.0;45.0;41.0;36.0;40.0;8;43.0;40.0;41.0;38.0;45;37.93333333333333;0;15;15;0;8;8;0;2;34.0;1;2;34.0;1;2;42.0;1;2;42.0;1;2;41.0;1;2;41.0;1;1;38.0;1;2;33.0;1;2;3;40.85714285714285
699;36.73333333333333;35.0;41.0;38.11111111111111;30.0;39.0;48;40.29411764705883;38.0;44.0;42.0;42.0;36.0;42.47058823529412;8;45.0;37.0;45.0;35.0;49;39.86666666666667;0;15;15;0;8;8;0;2;33.0;1;2;50.0;1;2;30.0;1;2;42.0;1;2;44.0;1;2;44.0;1;1;40.0;1;2;38.0;1;2;3;40.14285714285715
703;36.46666666666667;34.94117647058823;34.0;34.91666666666666;27.5;30.0;50;38.76470588235294;31.0;40.0;44.0;42.0;43.0;40.11764705882353;8;39.0;47.0;41.0;35.0;46;43.66666666666666;0;15;15;0;8;8;0;2;46.0;1;2;48.0;1;2;42.0;1;2;34.0;1;2;45.0;1;2;43.0;1;1;46.0;1;2;45.0;1;2;2;40.0
706;34.11111111111111;35.37254901960784;45.0;33.30555555555556;31.0;31.0;43;33.1764705882353;35.0;38.0;40.0;24.5;44.0;36.41176470588236;8;35.0;34.0;39.0;34.0;42;38.26666666666667;1;15;13;2;8;7;1;2;27.5;2;2;44.0;1;2;37.0;1;2;39.0;1;2;41.0;1;2;43.0;1;1;46.0;1;2;31.0;1;2;2;37.35714285714285
707;33.46666666666667;31.14705882352941;47.0;33.11111111111111;32.0;34.0;43;35.46078431372549;36.0;36.0;40.0;33.0;45.0;34.76470588235294;8;30.0;34.0;33.0;38.0;36;36.93333333333333;0;15;15;0;8;8;0;2;43.0;1;2;39.0;1;2;38.0;1;2;42.0;1;2;31.0;1;2;38.0;1;1;35.0;1;2;30.0;1;2;2;39.57142857142857
708;34.53333333333333;35.55882352941177;36.0;35.77777777777778;32.0;31.0;0;34.76470588235294;34.0;32.0;37.0;32.0;43.0;32.24509803921568;8;28.5;27.5;26.33333333333333;35.0;43;38.06666666666667;0;15;15;0;8;8;0;2;30.0;1;2;39.0;1;2;38.0;1;2;43.0;1;2;40.0;1;2;41.0;1;1;36.0;1;2;39.0;1;2;2;35.14285714285715
710;38.93333333333333;42.52941176470588;47.0;41.88888888888889;40.0;43.0;50;42.94117647058823;36.0;42.0;47.0;40.0;45.0;43.1764705882353;8;39.0;42.0;48.0;42.0;48;41.73333333333333;0;15;15;0;8;8;0;2;38.0;1;2;50.0;1;2;43.0;1;2;42.0;1;2;43.0;1;2;42.0;1;1;38.0;1;2;38.0;1;2;3;41.42857142857143
711;35.33333333333334;32.19607843137254;50.0;35.22222222222222;43.0;30.0;38;38.11764705882353;37.0;41.0;39.0;39.0;41.0;35.26470588235294;8;32.5;30.0;40.0;31.0;42;38.2;0;15;15;0;8;8;0;2;30.0;1;2;40.0;1;2;39.0;1;2;41.0;1;2;41.0;1;2;39.0;1;1;37.0;1;2;39.0;1;2;2;39.42857142857143
715;34.1;36.1764705882353;36.0;37.44444444444444;31.0;41.0;46;39.52941176470588;34.0;42.0;50.0;42.0;37.0;39.94117647058823;8;39.0;38.0;46.0;37.0;46;40.93333333333333;0;15;15;0;8;8;0;2;32.0;1;2;50.0;1;2;47.0;1;2;41.0;1;2;40.0;1;2;42.0;1;1;38.0;1;2;38.0;1;2;3;41.71428571428572
717;34.06666666666667;34.8235294117647;39.0;33.25;32.0;38.0;45;40.1764705882353;39.0;41.0;44.0;46.0;36.0;37.70588235294117;8;34.0;35.0;45.0;36.0;45;41.53333333333333;0;15;15;0;8;8;0;2;34.0;1;2;40.0;1;2;47.0;1;2;42.0;1;2;44.0;1;2;39.0;1;1;39.0;1;2;46.0;1;2;3;43.0
719;35.93333333333333;32.29411764705883;37.0;35.11111111111111;0.0;0.0;42;36.0;0.0;38.0;34.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;2;37.0
722;37.4;37.70588235294117;37.0;37.86111111111111;32.0;39.0;44;39.52941176470588;35.0;43.0;50.0;40.0;39.0;38.70588235294117;8;31.0;35.0;46.0;39.0;44;42.8;0;15;15;0;8;8;0;2;44.0;1;2;47.0;1;2;44.0;1;2;42.0;1;2;36.0;1;2;40.0;1;1;46.0;1;2;42.0;1;2;3;40.5
723;38.93333333333333;38.41176470588236;45.0;39.5;39.0;40.0;0;39.70588235294117;35.0;41.0;48.0;44.0;33.0;38.58823529411764;8;41.0;38.0;42.0;37.0;44;40.13333333333333;0;15;15;0;8;8;0;2;41.0;1;2;49.0;1;2;42.0;1;2;35.0;1;2;43.0;1;2;44.0;1;1;34.0;1;2;35.0;1;2;2;37.39285714285715
727;30.95555555555556;34.11764705882353;41.0;31.11111111111111;25.5;41.0;43;38.76470588235294;38.0;37.0;40.0;38.0;45.0;35.41176470588236;8;28.0;36.0;37.0;34.0;39;39.53333333333333;0;15;15;0;8;8;0;2;30.0;1;2;46.0;1;2;41.0;1;2;33.0;1;2;42.0;1;2;41.0;1;1;42.0;1;2;42.0;1;2;2;35.42857142857143
729;36.13333333333333;36.88235294117647;44.0;36.61111111111111;30.0;38.0;48;38.88235294117647;42.0;39.0;41.0;36.0;43.0;36.88235294117647;8;35.0;41.0;39.0;35.0;35;43.0;0;15;15;0;8;8;0;2;31.0;1;2;49.0;1;2;46.0;1;2;40.0;1;2;44.0;1;2;43.0;1;1;47.0;1;2;44.0;1;2;2;37.78571428571428
730;37.13333333333333;34.35294117647059;39.0;36.08333333333334;32.0;35.0;50;40.58823529411764;37.0;42.0;46.0;42.0;36.0;37.11764705882353;8;31.0;41.0;39.0;35.0;46;42.86666666666667;0;15;15;0;8;8;0;2;40.0;1;2;47.0;1;2;46.0;1;2;41.0;1;2;43.0;1;2;41.0;1;1;42.0;1;2;42.0;1;2;3;41.21428571428572
731;34.73333333333333;32.91176470588236;41.0;33.88888888888889;35.0;36.0;43;35.94117647058823;39.0;31.0;42.0;39.0;42.0;37.64705882352941;8;32.0;37.0;44.0;39.0;42;39.53333333333333;0;15;15;0;8;8;0;2;30.0;1;2;45.0;1;2;44.0;1;2;42.0;1;2;41.0;1;2;39.0;1;1;34.0;1;2;41.0;1;2;2;39.14285714285715
732;35.13333333333333;34.08823529411764;37.0;35.13888888888889;29.5;35.0;36;36.1764705882353;30.0;32.0;50.0;33.0;41.0;35.41176470588236;8;32.0;34.0;39.0;39.0;30;41.53333333333333;0;15;15;0;8;8;0;2;40.0;1;2;43.0;1;2;41.0;1;2;45.0;1;2;41.0;1;2;39.0;1;1;44.0;1;2;38.0;1;2;2;36.71428571428572
733;34.66666666666666;32.73333333333333;0.0;33.375;28.0;0.0;0;29.66666666666667;28.0;0.0;22.0;0.0;0.0;39.0;2;0.0;0.0;43.0;0.0;0;30.0;0;2;2;0;1;1;0;2;30.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0;0.0
735;38.4;37.29411764705883;38.0;35.3125;31.0;28.5;0;36.47058823529412;42.0;35.0;37.0;40.0;30.0;33.88235294117647;8;24.0;40.0;47.0;37.0;14;38.2;1;15;15;0;8;8;0;2;35.0;1;2;49.0;1;2;34.0;1;2;32.0;2;2;37.0;1;2;45.0;1;1;39.0;1;2;38.0;1;2;2;34.41666666666666
738;38.66666666666666;37.23529411764706;35.0;37.47222222222222;34.5;39.0;37;38.88235294117647;32.0;42.0;44.0;41.0;42.0;39.47058823529412;8;37.0;42.0;41.0;39.0;42;42.06666666666667;0;15;15;0;8;8;0;2;42.0;1;2;43.0;1;2;43.0;1;2;34.0;1;2;47.0;1;2;43.0;1;1;40.0;1;2;45.0;1;2;3;40.71428571428572
739;37.6;42.0;43.0;38.94444444444444;37.0;40.0;50;40.58823529411764;38.0;43.0;46.0;47.0;37.0;43.1764705882353;8;44.0;38.0;45.0;39.0;46;44.8;0;15;15;0;8;8;0;2;30.0;1;2;50.0;1;2;50.0;1;2;50.0;1;2;42.0;1;2;42.0;1;1;49.0;1;2;44.0;1;2;3;43.78571428571428
740;36.26666666666667;35.88235294117647;30.0;36.88888888888889;33.0;44.0;47;40.1764705882353;32.0;44.0;50.0;43.0;50.0;38.47058823529412;8;32.0;34.0;39.0;38.0;42;38.06666666666667;0;15;15;0;8;8;0;2;30.0;1;2;50.0;1;2;37.0;1;2;36.0;1;2;41.0;1;2;43.0;1;1;33.0;1;2;37.0;1;2;2;37.92857142857143
741;36.93333333333333;35.1764705882353;45.0;37.77777777777778;30.0;38.0;37;40.35294117647059;39.0;44.0;42.0;35.0;45.0;37.64705882352941;8;28.0;37.0;44.0;38.0;42;39.0;0;15;15;0;8;8;0;2;31.0;1;2;47.0;1;2;44.0;1;2;35.0;1;2;37.0;1;2;41.0;1;1;33.0;1;2;45.0;1;2;2;39.71428571428572
742;34.46666666666667;36.23529411764706;47.0;39.16666666666666;34.0;39.0;43;41.94117647058823;37.0;41.0;50.0;40.0;45.0;36.35294117647059;8;32.0;38.0;41.0;37.0;34;37.86666666666667;0;15;15;0;8;8;0;2;30.0;1;2;47.0;1;2;40.0;1;2;32.0;1;2;42.0;1;2;42.0;1;1;33.0;1;2;39.0;1;2;3;43.0
743;37.26666666666667;38.64705882352941;42.0;40.11111111111111;35.0;43.0;50;42.0;35.0;43.0;44.0;50.0;46.0;42.0;8;40.0;43.0;46.0;38.0;45;43.4;0;15;15;0;8;8;0;2;42.0;1;2;43.0;1;2;46.0;1;2;40.0;1;2;42.0;1;2;41.0;1;1;45.0;1;2;47.0;1;2;3;40.78571428571428
744;32.6;33.55882352941177;44.0;36.61111111111111;31.0;35.0;0;38.88235294117647;38.0;41.0;40.0;38.0;50.0;37.29411764705883;8;34.0;32.0;39.0;33.0;47;38.93333333333333;0;15;15;0;8;8;0;2;44.0;1;2;33.0;1;2;38.0;1;2;40.0;1;2;38.0;1;2;42.0;1;1;41.0;1;2;37.0;1;2;2;39.85714285714285
747;33.03333333333333;38.41176470588236;38.0;37.05555555555556;30.0;38.0;44;39.1764705882353;38.0;44.0;40.0;43.0;46.0;36.58823529411764;8;38.0;29.0;32.0;36.0;34;39.8;0;15;15;0;8;8;0;2;40.0;1;2;42.0;1;2;37.0;1;2;30.0;1;2;42.0;1;2;43.0;1;1;46.0;1;2;40.0;1;2;2;39.57142857142857
750;39.93333333333333;38.88235294117647;44.0;38.94444444444444;37.0;38.0;50;40.23529411764706;35.0;41.0;46.0;41.0;46.0;41.1764705882353;8;42.0;45.0;40.0;37.0;46;41.6;0;15;15;0;8;8;0;2;30.0;1;2;50.0;1;2;41.0;1;2;38.0;1;2;43.0;1;2;44.0;1;1;44.0;1;2;44.0;1;2;3;40.5
753;35.4;33.1764705882353;38.0;35.94444444444444;30.0;38.0;40;37.94117647058823;33.0;37.0;50.0;40.0;34.0;38.41176470588236;8;39.0;38.0;39.0;35.0;37;41.53333333333333;0;15;15;0;8;8;0;2;34.0;1;2;43.0;1;2;47.0;1;2;38.0;1;2;43.0;1;2;41.0;1;1;42.0;1;2;44.0;1;2;3;40.57142857142857
758;34.8;36.58823529411764;43.0;37.55555555555556;33.0;31.0;42;36.44117647058823;32.0;37.0;45.0;42.0;44.0;35.64705882352941;8;24.0;34.0;45.0;34.0;38;40.6;0;15;15;0;8;8;0;2;32.0;1;2;40.0;1;2;39.0;1;2;36.0;1;2;45.0;1;2;43.0;1;1;47.0;1;2;44.0;1;2;2;37.21428571428572
