NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;NAC_SEIS;NOTA_PLINEAL;NOTA_IECONOMICA;NOTA_DISENO;NOTA_METODOS;NOTA_EI_TRES;PROMEDIO_SIETE;CAR_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MERCADOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;RENDIMIENTO_OCHO;PROMEDIO_OCHO
831;39.6;33.29411764705883;32.0;33.1574074074074;34.0;32.0;50;34.76470588235294;30.0;38.0;45.0;42.0;32.0;36.85294117647059;8;29.5;32.0;41.0;37.0;37;40.92307692307692;0;13;13;0;7;7;0;2;43.0;1;2;33.0;1;2;40.0;1;2;42.0;1;2;44.0;1;2;38.0;1;1;45.0;1;2;0.0;0;2;2;35.2
1250;35.5;34.8235294117647;30.0;37.22222222222222;40.0;38.0;45;38.0;36.0;43.0;46.0;45.0;38.0;39.0;8;38.0;46.0;31.0;35.0;38;38.66666666666666;0;15;15;0;8;8;0;2;30.0;1;2;30.0;1;2;43.0;1;2;42.0;1;2;44.0;1;2;38.0;1;1;41.0;1;2;41.0;1;2;2;38.28571428571428
1466;38.6;33.61764705882353;40.0;35.34375;31.0;37.0;0;37.58823529411764;35.0;40.0;47.0;41.0;41.0;35.1764705882353;8;27.33333333333333;35.0;39.0;37.0;37;37.86666666666667;1;15;13;2;8;7;1;2;26.5;2;2;34.0;1;2;41.0;1;2;42.0;1;2;38.0;1;2;41.0;1;1;38.0;1;2;44.0;1;2;2;34.125
2;31.8;31.65625;32.0;37.93333333333333;35.0;30.0;30;36.33333333333334;40.0;27.5;42.5;45.0;0.0;32.4;7;30.0;40.0;30.0;30.0;0;33.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;31.0;1;2;33.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;30.0
6;35.33333333333334;35.0;35.0;40.73333333333333;35.0;30.0;44;41.81818181818182;45.0;40.0;0.0;0.0;0.0;38.46666666666667;7;30.0;40.0;40.0;40.0;0;39.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;50.0;1;2;35.0;1;2;35.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;3;40.66666666666666
9;38.66666666666666;34.3125;37.0;40.73333333333333;35.0;35.0;40;35.38461538461539;30.0;30.0;42.5;0.0;0.0;36.26666666666667;7;35.0;30.0;35.0;40.0;0;40.11111111111111;0;9;9;0;5;5;0;2;0.0;0;2;45.0;1;2;45.0;1;2;33.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;37.72727272727273
10;33.66666666666666;34.5625;38.0;37.53333333333333;35.0;35.0;43;33.40909090909091;40.0;35.0;0.0;0.0;0.0;34.66666666666666;7;30.0;30.0;35.0;40.0;0;39.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;45.0;1;2;30.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;38.66666666666666
11;32.53333333333333;30.83333333333333;38.0;30.30769230769231;25.0;30.0;32;32.2;31.0;35.0;0.0;35.0;30.0;33.16666666666667;8;29.5;21.66666666666667;40.0;36.0;40;37.66666666666666;0;9;9;0;5;5;0;2;0.0;0;2;37.0;1;2;41.0;1;2;33.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;35.11111111111111
15;37.93333333333333;39.0625;50.0;40.33333333333334;40.0;40.0;45;43.53846153846154;45.0;45.0;45.5;0.0;0.0;42.13333333333333;7;35.0;40.0;35.0;50.0;0;43.33333333333334;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;45.0;1;2;45.0;1;2;45.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;4;45.27272727272727
20;37.2;36.375;46.0;42.2;35.0;40.0;45;36.61538461538461;35.0;35.0;0.0;48.0;0.0;36.66666666666666;7;30.0;40.0;35.0;35.0;0;40.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;40.0;1;2;42.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;3;41.55555555555556
22;41.66666666666666;40.89285714285715;50.0;43.125;40.0;0.0;0;36.66666666666666;0.0;0.0;0.0;0.0;0.0;35.0;2;0.0;0.0;35.0;35.0;0;15.0;0;1;0;1;1;0;1;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;15.0;1;1;0.0;0;2;0.0;0;2;0;0.0
24;35.33333333333334;32.3125;33.0;33.15384615384615;25.0;30.0;0;27.88461538461538;35.0;40.0;0.0;0.0;0.0;27.71428571428572;6;8.333333333333334;35.0;30.0;35.0;0;31.85714285714286;1;7;5;2;4;3;1;2;0.0;0;2;0.0;0;2;45.0;1;2;9.0;2;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;15.5
27;38.33333333333334;36.625;38.0;38.06666666666667;30.0;35.0;40;35.45454545454545;30.0;40.0;0.0;0.0;0.0;33.06666666666667;7;25.0;35.0;40.0;30.0;0;32.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;33.0;1;2;30.0;1;2;30.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.0
28;37.0;38.0;39.0;37.53333333333333;30.0;45.0;44;36.23076923076923;35.0;40.0;0.0;38.0;0.0;36.66666666666666;7;30.0;45.0;40.0;30.0;0;39.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;45.0;1;2;40.0;1;2;34.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;3;42.45454545454545
31;33.13333333333333;30.46875;45.0;37.73333333333333;40.0;30.0;41;40.61538461538461;40.0;40.0;46.5;0.0;0.0;35.96666666666667;7;22.5;35.0;30.0;45.0;0;40.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;38.0;1;2;41.0;1;2;40.0;1;2;45.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.63636363636363
32;37.66666666666666;34.25;37.0;37.66666666666666;30.0;30.0;43;34.15384615384615;35.0;35.0;44.5;0.0;0.0;34.46666666666667;7;35.0;27.5;40.0;30.0;0;34.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;31.0;1;2;37.0;1;2;31.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;35.63636363636363
40;33.6;33.125;35.0;41.13333333333333;40.0;35.0;45;37.13333333333333;35.0;40.0;43.5;40.0;0.0;35.83333333333334;7;27.5;40.0;40.0;38.0;0;38.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;36.0;1;2;40.0;1;2;37.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.88888888888889
41;36.33333333333334;30.25;32.0;34.66666666666666;30.0;35.0;32;32.8;30.0;35.0;0.0;45.0;31.0;32.16666666666666;7;22.5;35.0;35.0;35.0;0;31.55555555555556;1;9;9;0;5;5;0;2;0.0;0;2;32.5;2;2;30.0;1;2;32.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;36.77777777777778
44;33.46666666666667;30.15625;30.0;32.0;21.66666666666667;30.0;38;36.16666666666666;35.0;45.0;0.0;45.0;40.0;33.26666666666667;7;19.0;30.0;35.0;40.0;0;37.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;33.0;1;2;34.0;1;2;45.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;36.22222222222222
45;38.0;32.90625;37.0;40.4;35.0;35.0;45;33.46153846153846;30.0;30.0;40.0;0.0;0.0;37.26666666666667;7;35.0;35.0;40.0;40.0;0;40.0;0;9;9;0;5;5;0;2;0.0;0;2;35.0;1;2;45.0;1;2;45.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.27272727272727
46;36.33333333333334;40.625;40.0;41.46666666666667;35.0;40.0;45;38.23076923076923;30.0;40.0;0.0;41.0;0.0;35.73333333333333;7;35.0;40.0;35.0;30.0;0;37.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;45.0;1;2;40.0;1;2;35.0;1;2;30.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;3;40.88888888888889
52;34.66666666666666;32.40625;43.0;35.2;30.0;35.0;44;34.76666666666667;32.0;35.0;44.0;40.0;0.0;33.4;7;31.0;30.0;35.0;33.0;0;40.66666666666666;0;9;9;0;5;5;0;2;0.0;0;2;43.0;1;2;38.0;1;2;40.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.59090909090909
53;38.0;35.40625;42.0;39.4;40.0;40.0;45;35.45454545454545;35.0;35.0;0.0;0.0;0.0;38.66666666666666;7;30.0;45.0;40.0;30.0;0;42.11111111111111;0;9;9;0;5;5;0;2;0.0;0;2;50.0;1;2;44.0;1;2;33.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;38.22222222222222
60;37.66666666666666;35.75;36.0;39.2;35.0;30.0;40;38.15384615384615;35.0;40.0;45.5;0.0;0.0;34.2;7;35.0;30.0;40.0;30.0;0;35.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;33.0;1;2;42.0;1;2;30.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;35.88888888888889
61;36.33333333333334;34.71875;34.0;38.93333333333333;30.0;30.0;40;35.86666666666667;35.0;40.0;35.0;44.0;0.0;33.0;7;25.0;30.0;30.0;40.0;0;37.66666666666666;0;9;9;0;5;5;0;2;0.0;0;2;38.0;1;2;35.0;1;2;39.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;34.5
62;38.0;36.1875;42.0;40.86666666666667;35.0;40.0;45;36.23076923076923;30.0;40.0;0.0;43.0;0.0;37.8;7;30.0;35.0;40.0;30.0;0;41.11111111111111;0;9;9;0;5;5;0;2;0.0;0;2;50.0;1;2;42.0;1;2;33.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;3;42.55555555555556
63;31.37777777777778;32.78125;45.0;31.53333333333333;35.0;35.0;36;33.84615384615385;35.0;35.0;0.0;35.0;0.0;33.63333333333333;7;30.5;30.0;30.0;35.0;0;31.33333333333333;1;9;7;2;5;4;1;2;0.0;0;2;35.0;1;2;32.0;1;2;21.5;2;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;20.27777777777778
66;33.66666666666666;35.15625;45.0;40.93333333333333;35.0;30.0;39;40.46153846153846;40.0;40.0;45.5;0.0;0.0;33.66666666666666;7;25.0;35.0;45.0;30.0;0;38.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;43.0;1;2;40.0;1;2;39.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;39.88888888888889
70;32.11111111111111;33.6875;32.0;35.4;25.0;30.0;36;31.0;30.0;30.0;44.0;0.0;0.0;31.7;7;25.0;35.0;27.5;30.5;0;35.66666666666666;0;9;9;0;5;5;0;2;0.0;0;2;38.0;1;2;33.0;1;2;37.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;29.77777777777778
74;30.42222222222222;29.53125;30.0;36.0;30.0;35.0;36;31.66666666666667;30.0;30.0;43.0;33.0;0.0;35.2;7;25.0;35.0;40.0;40.0;0;38.0;0;9;9;0;5;5;0;2;0.0;0;2;48.0;1;2;30.0;1;2;33.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;31.88888888888889
78;35.66666666666666;35.78125;35.0;39.8;30.0;30.0;39;39.87179487179488;35.0;40.0;46.66666666666666;0.0;0.0;31.56666666666667;7;27.5;30.0;27.5;35.0;0;40.11111111111111;0;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;34.0;1;2;40.0;1;2;45.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;38.54545454545455
79;33.24444444444445;36.09375;40.0;39.4;45.0;35.0;40;34.15384615384615;35.0;35.0;42.0;0.0;0.0;31.5;7;22.5;30.0;30.0;35.0;0;39.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;44.0;1;2;39.0;1;2;40.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.33333333333334
81;30.26666666666667;34.375;40.0;33.1;27.5;35.0;30;35.46666666666667;27.5;40.0;40.0;41.0;0.0;32.9;7;21.5;35.0;35.0;35.0;0;35.22222222222222;1;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;31.0;1;2;31.0;2;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;35.11111111111111
82;39.93333333333333;40.3125;45.0;42.0;50.0;35.0;39;40.75555555555556;35.0;40.0;45.66666666666666;45.0;0.0;35.96666666666667;7;30.0;35.0;45.0;32.5;0;40.0;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;40.0;1;2;40.0;1;2;40.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;3;40.90909090909091
84;37.33333333333334;31.60714285714286;30.0;34.44444444444444;23.33333333333333;35.0;0;33.4375;0.0;40.0;0.0;0.0;0.0;33.33333333333334;3;0.0;35.0;25.0;0.0;0;40.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;2;0;0.0
89;36.66666666666666;33.6875;37.0;38.53333333333333;40.0;40.0;37;38.66666666666666;30.0;40.0;0.0;43.0;42.0;32.93333333333333;7;30.0;30.0;40.0;30.0;0;37.66666666666666;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;40.0;1;2;32.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;2;34.66666666666666
90;32.8;33.78125;42.0;43.46666666666667;45.0;35.0;37;35.1;45.0;35.0;0.0;37.0;35.0;35.8;7;30.0;40.0;30.0;35.0;0;42.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;42.0;1;2;43.0;1;2;38.0;1;2;50.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;33.77777777777778
91;37.46666666666667;39.375;50.0;38.46666666666667;30.0;40.0;43;38.84615384615385;30.0;40.0;45.0;0.0;0.0;34.86666666666667;7;30.0;40.0;35.0;30.0;0;40.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;40.0;1;2;45.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;3;44.72727272727273
95;30.4;32.78125;45.0;36.4;35.0;35.0;37;34.88235294117647;40.0;38.0;45.0;35.0;34.0;31.6;7;26.0;30.0;30.0;32.0;0;33.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;32.0;1;2;32.0;1;2;33.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;1;29.55555555555556
98;33.0;34.375;45.0;33.23333333333333;25.0;35.0;41;36.15384615384615;35.0;40.0;50.0;0.0;0.0;35.26666666666667;7;30.0;35.0;35.0;40.0;0;38.22222222222222;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;38.0;1;2;32.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;39.81818181818182
100;36.2;30.09375;36.0;34.2;30.0;35.0;41;30.45454545454545;30.0;35.0;0.0;0.0;0.0;31.76666666666667;7;27.5;35.0;22.5;36.0;0;36.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;35.0;1;2;33.0;1;2;38.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;27.44444444444444
102;34.0;33.5625;40.0;35.06666666666667;25.0;30.0;36;33.65384615384615;35.0;27.5;0.0;45.0;0.0;34.0;7;30.0;30.0;35.0;35.0;0;37.33333333333334;0;9;9;0;5;5;0;2;0.0;0;2;49.0;1;2;38.0;1;2;31.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;31.33333333333333
107;37.33333333333334;34.6875;40.0;33.93333333333333;30.0;35.0;35;30.90909090909091;35.0;30.0;0.0;0.0;0.0;31.0;7;30.0;22.5;40.0;30.0;0;35.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;31.0;1;2;34.0;1;2;40.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;35.11111111111111
108;31.33333333333333;33.1875;31.0;36.66666666666666;30.0;30.0;43;31.13636363636364;35.0;30.0;0.0;0.0;0.0;31.16666666666667;7;22.5;30.0;30.0;35.0;0;34.22222222222222;1;9;7;2;5;4;1;2;0.0;0;2;28.5;2;2;35.0;1;2;34.0;1;2;39.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;34.66666666666666
110;35.0;31.71875;40.0;34.6;30.0;40.0;31;35.93333333333333;35.0;35.0;42.0;40.0;0.0;33.7;7;27.5;40.0;30.0;35.0;0;33.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;32.0;1;2;30.0;1;2;30.0;1;2;39.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;34.44444444444444
112;31.83333333333333;34.15625;44.0;35.33333333333334;20.0;20.0;36;32.88461538461539;30.0;30.0;0.0;45.0;0.0;39.6;7;37.0;30.0;40.0;48.0;0;38.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;36.0;1;2;41.0;1;2;35.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;36.55555555555556
113;34.0;32.875;38.0;34.4;40.0;35.0;32;37.15384615384615;35.0;40.0;0.0;44.0;0.0;34.6;7;30.0;30.0;35.0;40.0;0;41.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;40.0;1;2;45.0;1;2;43.0;1;2;45.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;3;40.66666666666666
126;34.46666666666667;35.0625;44.0;40.13333333333333;35.0;30.0;40;34.76923076923077;35.0;35.0;41.0;0.0;0.0;38.13333333333333;7;32.0;30.0;40.0;45.0;0;37.77777777777778;0;9;9;0;5;5;0;2;0.0;0;2;37.0;1;2;37.0;1;2;35.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.44444444444444
129;24.1;26.83333333333333;0.0;28.19230769230769;22.5;31.0;0;28.83333333333333;27.0;36.0;0.0;0.0;0.0;31.44444444444445;6;0.0;29.0;31.0;36.0;0;29.57142857142857;0;7;5;2;4;3;1;1;0.0;0;2;0.0;0;2;18.0;1;2;35.0;1;2;33.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;5.0
131;35.46666666666667;33.125;41.0;41.13333333333333;40.0;35.0;44;38.46153846153846;35.0;40.0;47.5;0.0;0.0;37.53333333333333;7;32.0;45.0;35.0;35.0;0;39.11111111111111;0;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;39.0;1;2;34.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.22222222222222
132;35.0;34.08823529411764;41.0;38.13333333333333;30.0;35.0;40;34.15384615384615;35.0;35.0;44.5;0.0;0.0;35.33333333333334;7;34.0;35.0;45.0;35.0;0;35.33333333333334;0;9;9;0;5;5;0;2;0.0;0;2;31.0;1;2;40.0;1;2;33.0;1;2;35.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;37.09090909090909
140;33.66666666666666;34.25;37.0;34.9;27.5;27.5;42;31.13636363636364;30.0;35.0;0.0;0.0;0.0;34.7;7;26.5;35.0;35.0;30.0;0;38.0;0;9;9;0;5;5;0;2;0.0;0;2;32.0;1;2;37.0;1;2;40.0;1;2;42.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;34.83333333333334
141;32.06666666666667;37.35294117647059;50.0;33.66666666666666;25.0;35.0;40;31.59090909090909;40.0;30.0;0.0;0.0;0.0;31.36666666666667;7;23.5;30.0;35.0;30.0;0;32.83333333333334;2;9;6;3;5;3;2;2;0.0;0;2;42.0;1;2;33.0;1;2;22.5;2;2;39.0;1;2;22.5;2;1;0.0;0;2;0.0;0;2;2;30.94444444444444
142;36.8;38.625;36.0;40.33333333333334;45.0;35.0;50;35.07692307692308;35.0;35.0;0.0;38.0;0.0;32.9;7;24.5;35.0;30.0;30.0;0;36.33333333333334;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;36.0;1;2;34.0;1;2;35.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;1;27.66666666666667
145;31.77777777777778;31.96428571428572;40.0;35.0;32.0;5.0;0;29.23076923076923;30.0;30.0;0.0;40.0;0.0;33.33333333333334;4;0.0;27.5;40.0;35.0;0;30.2;0;5;3;2;3;2;1;2;0.0;0;2;0.0;0;2;0.0;0;2;18.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;0;0.0
154;30.6;29.625;35.0;33.86666666666667;30.0;30.0;33;34.07692307692308;35.0;30.0;46.0;0.0;0.0;31.62222222222222;7;28.0;23.66666666666667;40.0;33.0;0;38.33333333333334;0;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;32.0;1;2;40.0;1;2;44.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;30.77777777777778
155;31.94444444444445;31.84375;40.0;35.2;30.0;30.0;40;34.3235294117647;30.0;35.0;41.0;41.0;41.0;31.86666666666667;7;24.0;30.0;35.0;30.0;0;39.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;42.0;1;2;34.0;1;2;41.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;2;35.33333333333334
158;32.0;36.6875;39.0;36.4;30.0;35.0;49;34.5;29.0;25.0;50.0;0.0;0.0;32.66666666666666;7;32.0;27.0;35.0;36.0;0;38.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;45.0;1;2;38.0;1;2;32.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;30.95454545454545
161;33.66666666666666;34.21875;30.0;35.30769230769231;30.0;35.0;50;37.30769230769231;40.0;35.0;0.0;45.0;0.0;38.5;6;37.0;40.0;40.0;40.0;0;40.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;45.0;1;2;38.0;1;2;35.0;1;2;44.0;1;2;40.0;1;1;0.0;0;2;0.0;0;2;1;18.55555555555556
162;31.0;31.375;47.0;36.53333333333333;40.0;35.0;41;32.69230769230769;35.0;35.0;0.0;37.0;0.0;33.48333333333333;7;24.75;37.0;40.0;34.0;0;35.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;33.0;1;2;32.0;1;2;41.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;32.0
164;39.33333333333334;37.4375;40.0;39.22222222222221;35.0;21.33333333333333;35;29.75384615384615;30.0;40.0;0.0;31.0;0.0;31.0;7;22.0;30.0;40.0;29.0;0;34.33333333333334;2;9;5;4;5;3;2;2;0.0;0;2;29.5;2;2;31.0;1;2;50.0;1;2;26.5;2;2;35.0;1;1;0.0;0;2;0.0;0;2;1;28.44444444444444
166;30.66666666666667;33.125;35.0;33.0;25.0;29.5;33;33.26923076923077;38.0;33.0;43.0;0.0;0.0;33.13333333333333;7;31.33333333333333;25.5;35.0;32.0;0;38.22222222222222;0;9;9;0;5;5;0;2;0.0;0;2;47.0;1;2;33.0;1;2;36.0;1;2;41.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;36.77777777777778
168;32.66666666666666;32.84375;34.0;32.63333333333333;22.5;30.0;30;32.0;35.0;34.0;44.0;0.0;0.0;36.13333333333333;7;31.0;35.0;45.0;31.0;0;37.44444444444444;0;9;9;0;5;5;0;2;0.0;0;2;41.0;1;2;38.0;1;2;32.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;34.09090909090909
173;30.5;29.39583333333333;38.0;35.33333333333334;35.0;26.0;49;32.72727272727273;30.0;35.0;0.0;0.0;0.0;36.06666666666667;7;34.0;30.0;40.0;36.0;0;36.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;37.0;1;2;30.0;1;2;41.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;30.88888888888889
177;36.66666666666666;39.6875;45.0;41.93333333333333;40.0;40.0;50;42.92307692307692;45.0;45.0;46.5;0.0;0.0;37.13333333333333;7;25.0;45.0;45.0;35.0;0;41.55555555555556;0;9;9;0;5;5;0;2;0.0;0;2;48.0;1;2;40.0;1;2;34.0;1;2;40.0;1;2;50.0;1;1;0.0;0;2;0.0;0;2;2;38.45454545454545
181;33.66666666666666;31.25;35.0;30.0;27.5;21.0;0;29.27272727272727;32.0;30.0;0.0;0.0;0.0;16.66666666666667;3;0.0;8.0;7.0;0.0;0;33.0;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;2;0.0;0;2;32.0;1;2;0.0;0;2;35.0;1;1;0.0;0;2;0.0;0;2;0;0.0
183;39.33333333333334;42.8125;40.0;39.53333333333333;35.0;40.0;45;41.53846153846154;45.0;40.0;42.5;0.0;0.0;35.86666666666667;7;30.0;40.0;40.0;35.0;0;37.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;39.0;1;2;40.0;1;2;33.0;1;2;36.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;3;40.36363636363637
186;36.66666666666666;36.6875;41.0;40.33333333333334;35.0;40.0;42;41.0;40.0;40.0;0.0;44.0;0.0;37.73333333333333;7;30.0;45.0;45.0;35.0;0;43.88888888888889;0;9;9;0;5;5;0;2;0.0;0;2;45.0;1;2;48.0;1;2;42.0;1;2;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;3;40.55555555555556
187;37.2;36.5625;45.0;35.66666666666666;35.0;40.0;39;36.2;35.0;30.0;44.5;47.0;0.0;35.4;7;29.0;35.0;30.0;40.0;0;38.66666666666666;0;9;9;0;5;5;0;2;0.0;0;2;43.0;1;2;40.0;1;2;41.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;2;38.18181818181818
188;32.55555555555556;31.28125;36.0;36.0;28.33333333333333;45.0;30;31.45454545454545;30.0;35.0;0.0;0.0;0.0;34.43333333333333;7;30.5;39.0;30.0;34.0;0;34.63636363636363;0;11;11;0;6;6;0;2;30.0;1;2;41.0;1;2;32.0;1;2;30.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;2;34.55555555555556
189;32.53333333333333;28.4375;37.0;35.2;30.0;24.0;38;31.69230769230769;30.0;36.0;50.0;0.0;0.0;30.68333333333333;7;27.75;22.5;30.0;32.0;0;35.22222222222222;1;9;8;1;5;4;1;2;0.0;0;2;35.0;1;2;31.0;1;2;36.0;1;2;42.0;1;2;29.0;2;1;0.0;0;2;0.0;0;2;2;33.0
