EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_HIST;LITERATURA_ICFES;NOTA_INT;VECES_TOP;NCA_UNO;IDIOMA_ICFES;NAP_UNO;VECES_HIST;NOTA_EYB;NOTA_DIF;BIOLOGIA_ICFES;NCP_UNO;NOTA_DITO;NAA_DOS;NCA_DOS;CAR_DOS;NOTA_SEM;VECES_PROGB;VECES_INT;CON_MAT_ICFES;VECES_ALGEBRA;NAC_DOS;NAA_UNO;NAP_DOS;NOTA_ALGEBRA;NOTA_CD&C;NCP_DOS;NOTA_ASES;NCC_DOS;VECES_FIS_UNO;NOTA_TEXTOS;QUIMICA_ICFES;FILOSOFIA_ICFES;VECES_ASES;GENERO;VECES_EYB;CREDITOS_ASES;CREDITOS_EYB;CREDITOS_FIS_UNO;CREDITOS_PROGB;CREDITOS_TOP;PROMEDIO_DOS;PROMEDIO_UNO;CREDITOS_INT;RENDIMIENTO_TRES;PROMEDIO_TRES
2;37;33;33;38;57.0;30;1;15.0;47.0;0;1;42;30;56.0;0.0;42;6;17.0;0;34;1;1;75.0;1;6;7;0;41;46;0.0;33;17.0;1;42;68.0;61.0;1;0;1;3;2;3;3;3;34.23529411764706;37.8;3;2.0;36.72222222222222
2;33;31;33;41;91.0;31;1;15.0;49.0;0;1;38;39;68.0;0.0;37;6;17.0;0;35;1;1;63.0;1;6;7;0;33;42;0.0;32;17.0;1;37;47.0;69.0;1;0;1;3;2;3;3;3;32.705882352941174;37.46666666666667;3;2.0;35.0
2;40;39;43;43;67.0;41;1;15.0;77.0;0;1;42;42;69.0;0.0;43;6;17.0;0;40;1;1;80.0;1;6;7;0;43;45;0.0;46;17.0;1;45;66.0;60.0;1;1;1;3;2;3;3;3;41.8235294117647;42.93333333333333;3;3.0;41.0
2;32;35;32;42;67.0;37;1;15.0;74.0;0;1;39;33;57.0;0.0;33;6;17.0;3;38;2;3;59.0;2;6;7;0;30;32;0.0;33;17.0;2;41;69.0;48.0;1;1;1;3;2;3;3;3;34.411764705882355;34.93333333333333;3;2.0;37.111111111111114
2;30;34;34;42;71.0;32;1;15.0;80.0;0;1;45;30;62.0;0.0;39;6;17.0;3;41;2;3;68.0;3;6;7;0;43;43;0.0;31;17.0;2;41;65.0;70.0;1;1;1;3;2;3;3;3;33.705882352941174;38.46666666666667;3;2.0;35.27777777777778
2;37;36;42;43;65.0;36;1;15.0;60.0;0;1;42;41;59.0;0.0;38;6;17.0;1;38;1;2;71.0;1;6;7;0;41;39;0.0;30;17.0;1;41;65.0;59.0;1;1;1;3;2;3;3;3;36.88235294117647;40.53333333333333;3;2.0;34.05555555555556
2;30;41;36;41;58.0;30;1;15.0;43.0;0;1;36;38;63.0;0.0;41;6;17.0;0;31;1;1;86.0;1;6;7;0;33;40;0.0;39;17.0;1;42;58.0;44.0;1;0;1;3;2;3;3;3;35.294117647058826;38.0;3;2.0;32.888888888888886
2;30;30;33;41;67.0;36;1;15.0;94.0;0;1;33;36;55.0;0.0;43;6;17.0;2;35;2;1;65.0;1;6;7;0;36;31;0.0;30;17.0;2;38;62.0;62.0;1;0;1;3;2;3;3;3;31.941176470588236;37.46666666666667;3;2.0;36.94444444444444
2;40;41;37;42;65.0;39;1;15.0;57.0;0;1;40;39;62.0;0.0;43;6;17.0;0;42;1;1;78.0;1;6;7;0;36;37;0.0;40;17.0;1;44;70.0;51.0;1;1;1;3;2;3;3;3;39.470588235294116;40.06666666666667;3;3.0;41.388888888888886
2;39;44;32;48;52.0;33;1;15.0;77.0;0;1;42;34;51.0;0.0;44;6;17.0;1;42;1;1;68.0;1;6;7;0;45;47;0.0;43;17.0;2;43;61.0;65.0;1;0;1;3;2;3;3;3;38.64705882352941;42.0;3;2.0;38.0
2;39;31;31;43;58.0;39;1;15.0;53.0;0;1;35;35;55.0;0.0;40;6;17.0;1;39;1;2;76.0;2;6;7;0;40;47;0.0;40;17.0;1;45;55.0;48.0;1;1;1;3;2;3;3;3;35.88235294117647;40.13333333333333;3;2.0;36.666666666666664
2;32;30;44;40;58.0;30;1;15.0;58.0;0;1;38;35;59.0;0.0;40;6;17.0;1;33;1;2;71.0;2;6;7;0;30;35;0.0;31;17.0;1;31;65.0;61.0;1;0;1;3;2;3;3;3;33.94117647058823;34.666666666666664;3;2.0;39.77777777777778
2;40;40;33;37;63.0;33;1;15.0;66.0;0;1;44;30;63.0;0.0;36;6;17.0;2;33;1;1;64.0;1;6;7;0;44;40;0.0;39;17.0;2;37;62.0;60.0;2;0;1;3;2;3;3;3;37.8235294117647;36.333333333333336;3;2.0;35.05555555555556
2;34;45;43;42;62.0;31;1;15.0;58.0;0;1;41;31;53.0;0.0;32;6;17.0;2;33;2;3;71.0;1;6;7;0;40;32;0.0;31;17.0;1;34;69.0;37.0;1;0;1;3;2;3;3;3;37.294117647058826;35.0;3;2.0;37.55555555555556
2;36;31;37;42;64.0;33;1;15.0;80.0;0;1;42;30;57.0;0.0;42;6;17.0;0;37;1;1;65.0;2;6;7;0;39;36;0.0;32;17.0;1;37;52.0;48.0;1;0;1;3;2;3;3;3;34.76470588235294;36.8;3;3.0;41.22222222222222
2;41;34;38;42;60.0;34;1;15.0;56.0;0;1;44;38;59.0;0.0;38;6;17.0;0;42;1;1;68.0;1;6;7;0;32;43;0.0;37;17.0;1;43;69.0;59.0;1;1;1;3;2;3;3;3;37.64705882352941;38.6;3;2.0;39.611111111111114
2;39;30;32;42;68.0;42;1;15.0;71.0;0;1;46;30;53.0;0.0;39;6;17.0;2;40;1;2;71.0;2;6;7;0;35;41;0.0;41;17.0;2;38;54.0;55.0;1;1;1;3;2;3;3;3;37.88235294117647;36.266666666666666;3;2.0;37.5
2;38;34;35;41;58.0;31;1;15.0;60.0;0;1;39;36;57.0;0.0;39;6;17.0;1;38;1;1;62.0;2;6;7;0;32;34;0.0;40;17.0;2;42;65.0;59.0;1;0;1;3;2;3;3;3;36.0;37.06666666666667;3;2.0;37.27777777777778
2;30;32;49;42;66.0;36;1;15.0;65.0;0;1;45;30;56.0;0.0;38;6;17.0;0;34;1;1;71.0;1;6;7;0;31;44;0.0;32;17.0;1;36;68.0;58.0;1;0;1;3;2;3;3;3;36.88235294117647;34.86666666666667;3;2.0;36.72222222222222
2;30;40;33;43;67.0;30;1;15.0;56.0;0;1;37;32;51.0;0.0;33;6;17.0;4;32;2;2;68.0;2;6;7;0;30;32;0.0;33;17.0;2;42;56.0;52.0;2;1;1;3;2;3;3;3;33.64705882352941;34.53333333333333;3;2.0;33.166666666666664
2;35;30;34;41;56.0;32;1;15.0;83.0;0;1;37;32;53.0;0.0;40;6;17.0;2;40;1;2;71.0;1;6;7;0;33;36;0.0;33;17.0;1;37;62.0;59.0;2;0;1;3;2;3;3;3;33.294117647058826;35.93333333333333;3;2.0;34.111111111111114
2;36;37;31;43;62.0;35;1;15.0;66.0;0;1;48;30;62.0;0.0;39;6;17.0;0;41;1;1;68.0;1;6;7;0;30;40;0.0;30;17.0;1;41;77.0;53.0;1;0;1;3;2;3;3;3;35.470588235294116;35.8;3;2.0;37.72222222222222
2;31;32;0;37;60.0;0;1;11.0;58.0;1;1;0;25;51.0;4.0;38;3;9.0;1;32;1;0;74.0;2;3;6;0;39;36;0.0;40;9.0;0;33;59.0;53.0;2;0;0;3;2;3;3;3;34.333333333333336;33.4;3;1.0;26.0
1;26;19;0;36;62.0;0;1;8.0;51.0;2;1;0;20;65.0;7.0;33;0;0.0;0;37;1;0;57.0;2;3;5;3;24;37;9.0;6;9.0;0;37;70.0;49.0;1;0;0;3;2;3;3;3;17.0;29.2;3;1.0;9.0
2;39;39;40;43;58.0;34;1;15.0;56.0;0;1;33;42;59.0;0.0;40;6;17.0;0;35;1;1;74.0;3;6;7;0;33;41;0.0;38;17.0;1;34;65.0;50.0;1;0;1;3;2;3;3;3;37.411764705882355;38.46666666666667;3;2.0;38.72222222222222
2;37;30;30;36;57.0;30;1;15.0;75.0;0;1;30;31;56.0;0.0;36;6;17.0;3;37;2;2;67.0;1;6;7;0;43;39;0.0;33;17.0;2;35;62.0;42.0;1;1;1;3;2;3;3;3;31.764705882352942;36.2;3;2.0;33.611111111111114
2;35;31;32;37;60.0;30;1;15.0;58.0;0;1;33;32;55.0;0.0;39;6;17.0;2;40;1;2;62.0;1;6;7;0;33;34;0.0;31;17.0;1;38;66.0;51.0;2;0;1;3;2;3;3;3;31.941176470588236;35.266666666666666;3;2.0;32.611111111111114
2;30;33;33;36;58.0;36;1;15.0;58.0;0;1;37;32;59.0;0.0;37;6;17.0;4;38;1;3;76.0;1;6;7;0;33;35;0.0;36;17.0;2;31;52.0;60.0;3;0;2;3;2;3;3;3;34.0;33.86666666666667;3;2.0;34.833333333333336
2;36;37;30;41;62.0;18;1;15.0;63.0;0;1;48;30;58.0;0.0;31;5;14.0;0;36;1;1;65.0;2;6;7;1;30;42;3.0;35;17.0;1;31;57.0;53.0;1;0;1;3;2;3;3;3;33.1764705882353;32.93333333333333;3;2.0;39.888888888888886
2;33;32;35;42;52.0;32;1;15.0;66.0;0;1;36;35;60.0;0.0;40;6;17.0;3;36;1;3;71.0;2;6;7;0;31;40;0.0;30;17.0;2;36;59.0;51.0;2;0;1;3;2;3;3;3;32.8235294117647;36.333333333333336;3;2.0;35.0
2;38;32;34;41;65.0;30;1;15.0;43.0;0;1;30;35;53.0;0.0;37;6;17.0;0;37;1;1;62.0;1;6;7;0;43;40;0.0;41;17.0;1;37;59.0;66.0;1;0;1;3;2;3;3;3;34.411764705882355;38.4;3;2.0;39.05555555555556
2;36;30;35;42;50.0;34;1;15.0;89.0;0;1;30;39;51.0;0.0;45;6;17.0;0;37;1;1;80.0;1;6;7;0;36;39;0.0;46;17.0;1;37;65.0;55.0;1;0;1;3;2;3;3;3;35.470588235294116;39.2;3;2.0;36.0
2;32;30;35;34;62.0;32;2;15.0;71.0;0;1;47;33;61.0;0.0;38;6;17.0;3;37;3;2;71.0;1;6;7;0;48;43;0.0;30;17.0;1;41;65.0;55.0;1;1;1;3;2;3;3;3;33.588235294117645;38.8;3;2.0;36.27777777777778
2;38;30;30;40;62.0;30;1;15.0;77.0;0;1;33;34;49.0;0.0;37;6;17.0;0;34;1;1;65.0;2;6;7;0;46;43;0.0;42;17.0;1;38;61.0;50.0;1;1;1;3;2;3;3;3;33.88235294117647;38.733333333333334;3;2.0;37.5
2;36;34;38;30;62.0;31;1;15.0;71.0;0;1;33;39;58.0;0.0;33;6;17.0;2;37;2;1;65.0;1;6;7;0;33;39;0.0;43;17.0;2;38;59.0;59.0;1;0;1;3;2;3;3;3;36.0;35.53333333333333;3;2.0;36.166666666666664
2;31;37;35;42;68.0;31;1;15.0;47.0;0;1;44;31;58.0;0.0;32;6;17.0;4;33;3;2;63.0;1;6;7;0;30;43;0.0;31;17.0;3;32;59.0;45.0;2;0;1;3;2;3;3;3;34.294117647058826;33.46666666666667;3;2.0;36.166666666666664
2;41;31;30;42;60.0;36;1;15.0;60.0;0;1;32;40;51.0;0.0;41;6;17.0;1;37;1;2;68.0;1;6;7;0;37;42;0.0;42;17.0;1;39;62.0;51.0;1;1;1;3;2;3;3;3;35.529411764705884;39.6;3;2.0;37.111111111111114
1;31;29;0;35;54.0;0;1;8.0;59.0;2;2;42;0;58.0;7.0;35;2;5.0;2;32;2;0;52.0;2;4;5;2;10;40;6.0;7;11.0;0;36;57.0;53.0;2;0;1;3;2;3;3;3;25.90909090909091;20.933333333333334;3;1.0;9.0
2;37;42;40;43;53.0;32;1;15.0;52.0;0;1;48;33;69.0;0.0;43;6;17.0;2;36;2;2;70.0;1;6;7;0;37;45;0.0;35;17.0;1;42;59.0;54.0;1;1;1;3;2;3;3;3;38.470588235294116;38.666666666666664;3;2.0;39.44444444444444
2;34;38;30;43;56.0;30;1;15.0;60.0;0;1;41;33;62.0;0.0;37;6;17.0;0;38;1;1;62.0;1;6;7;0;41;42;0.0;34;17.0;1;41;54.0;66.0;1;0;1;3;2;3;3;3;34.11764705882353;38.46666666666667;3;3.0;41.888888888888886
2;38;36;34;42;71.0;30;1;15.0;80.0;0;1;30;31;64.0;0.0;39;6;17.0;0;35;1;1;68.0;1;6;7;0;30;44;0.0;39;17.0;1;36;62.0;53.0;1;0;1;3;2;3;3;3;34.76470588235294;35.13333333333333;3;2.0;35.72222222222222
2;34;44;34;41;62.0;31;2;15.0;57.0;0;1;40;32;51.0;0.0;39;6;17.0;4;38;2;3;71.0;3;6;7;0;34;39;0.0;40;17.0;1;34;56.0;51.0;2;0;1;3;2;3;3;3;37.0;35.666666666666664;3;2.0;38.94444444444444
2;30;33;32;41;69.0;30;1;15.0;77.0;0;1;42;35;58.0;0.0;34;6;17.0;4;38;3;3;56.0;1;6;7;0;30;31;0.0;39;17.0;1;34;46.0;44.0;2;0;2;3;2;3;3;3;33.88235294117647;34.46666666666667;3;2.0;33.666666666666664
1;21;0;0;40;58.0;0;1;8.0;53.0;2;1;41;28;53.0;7.0;30;2;5.0;1;31;0;0;59.0;3;3;5;1;24;41;3.0;31;8.0;0;32;62.0;62.0;2;0;1;3;2;3;3;3;29.75;30.666666666666668;3;1.0;19.0
2;40;39;45;42;50.0;37;1;15.0;58.0;0;1;40;36;64.0;0.0;38;6;17.0;1;42;1;1;79.0;1;6;7;0;36;37;0.0;36;17.0;2;42;50.0;48.0;1;1;1;3;2;3;3;3;39.470588235294116;38.333333333333336;3;3.0;40.388888888888886
2;30;30;30;41;56.0;30;2;15.0;63.0;0;1;45;30;57.0;0.0;37;6;17.0;3;34;2;1;57.0;3;6;7;0;30;36;0.0;30;17.0;1;38;59.0;41.0;2;1;1;3;2;3;3;3;31.764705882352942;34.13333333333333;3;1.0;25.5
2;34;39;34;37;46.0;34;1;15.0;75.0;0;1;40;30;63.0;0.0;41;6;17.0;2;39;1;2;77.0;2;6;7;0;36;34;0.0;37;17.0;1;35;60.0;53.0;2;0;1;3;2;3;3;3;36.11764705882353;35.13333333333333;3;3.0;40.888888888888886
2;32;45;41;41;54.0;31;1;15.0;43.0;0;1;30;34;67.0;0.0;34;6;17.0;2;38;1;2;74.0;2;6;7;0;36;36;0.0;32;17.0;2;37;62.0;37.0;1;1;1;3;2;3;3;3;35.470588235294116;36.13333333333333;3;2.0;35.833333333333336
1;28;26;0;38;54.0;0;2;15.0;50.0;0;1;35;31;55.0;0.0;30;2;5.0;3;40;2;0;76.0;3;4;7;2;37;30;6.0;30;11.0;0;33;55.0;53.0;2;1;1;3;2;3;3;3;29.272727272727273;33.8;3;2.0;31.0
2;30;34;33;40;56.0;32;2;15.0;50.0;0;1;42;42;51.0;0.0;32;6;17.0;5;31;2;2;62.0;2;6;7;0;34;32;0.0;34;17.0;2;31;56.0;46.0;1;0;2;3;2;3;3;3;33.705882352941174;35.93333333333333;3;2.0;32.888888888888886
2;39;34;34;33;54.28;30;1;15.0;67.41;0;1;36;42;59.89;0.0;39;6;17.0;1;40;1;2;69.96;1;6;7;0;33;34;0.0;36;17.0;1;31;55.8;48.75;1;0;1;3;2;3;3;3;34.76470588235294;36.46666666666667;3;2.0;32.5
2;37;30;39;38;54.0;34;1;15.0;56.0;0;1;41;34;47.0;0.0;47;6;17.0;3;41;1;2;60.0;2;6;7;0;36;32;0.0;40;17.0;2;31;59.0;58.0;1;0;2;3;2;3;3;3;36.588235294117645;36.6;3;2.0;35.27777777777778
2;40;35;34;43;61.0;30;1;15.0;75.0;0;1;31;30;60.0;0.0;37;6;17.0;1;43;1;1;67.0;1;6;7;0;32;37;0.0;37;17.0;2;40;57.0;50.0;1;1;1;3;2;3;3;3;34.705882352941174;35.733333333333334;3;3.0;40.27777777777778
1;17;18;0;35;68.0;0;1;6.0;58.0;3;1;0;20;55.0;9.0;32;0;0.0;0;36;1;0;64.0;1;2;4;2;5;32;6.0;0;6.0;0;13;49.0;40.0;0;0;0;3;2;3;3;3;17.5;21.533333333333335;3;1.0;8.0
2;35;32;35;45;54.0;35;1;15.0;56.0;0;1;44;32;47.0;0.0;42;6;17.0;0;37;1;1;74.0;1;6;7;0;41;47;0.0;35;17.0;1;38;59.0;48.0;1;0;1;3;2;3;3;3;35.529411764705884;39.0;3;2.0;33.611111111111114
2;37;36;32;42;62.0;35;1;15.0;63.0;0;1;38;32;60.0;0.0;37;6;17.0;2;39;1;3;68.0;1;6;7;0;40;41;0.0;30;17.0;1;43;53.0;66.0;1;1;2;3;2;3;3;3;34.470588235294116;38.13333333333333;3;2.0;36.5
2;36;35;39;34;58.0;31;1;15.0;43.0;0;1;33;34;49.0;0.0;35;6;17.0;4;36;2;2;63.0;1;6;7;0;41;42;0.0;40;17.0;2;31;62.0;40.0;2;1;1;3;2;3;3;3;35.8235294117647;35.8;3;2.0;34.833333333333336
2;28;45;0;33;56.0;0;2;15.0;60.0;0;1;18;41;48.0;0.0;37;2;6.0;3;30;2;0;59.0;3;4;7;2;30;37;5.0;37;11.0;0;40;62.0;45.0;1;0;2;3;2;3;3;3;33.27272727272727;36.06666666666667;3;1.0;8.0
2;30;30;39;36;48.0;35;2;15.0;43.0;0;1;40;30;53.0;0.0;35;6;17.0;3;34;3;2;58.0;1;6;7;0;31;40;0.0;30;17.0;1;33;65.0;46.0;1;0;1;3;2;3;3;3;33.64705882352941;33.0;3;2.0;35.05555555555556
2;35;30;34;42;58.0;30;1;15.0;43.0;0;1;32;31;49.0;0.0;33;6;17.0;2;34;3;1;74.0;3;6;7;0;30;47;0.0;31;17.0;1;35;53.0;49.0;2;1;1;3;2;3;3;3;32.0;34.333333333333336;3;2.0;37.5
2;38;30;44;42;58.0;34;1;15.0;50.0;0;1;43;33;60.0;0.0;39;6;17.0;2;43;1;2;57.0;1;6;7;0;33;38;0.0;44;17.0;3;45;49.0;54.0;1;1;1;3;2;3;3;3;38.588235294117645;37.6;3;2.0;38.111111111111114
2;30;36;31;42;60.0;30;1;15.0;59.0;0;1;41;33;57.0;0.0;31;6;17.0;0;40;1;1;68.0;1;6;7;0;30;40;0.0;30;17.0;1;42;50.0;40.0;1;1;1;3;2;3;3;3;32.529411764705884;35.46666666666667;3;2.0;33.888888888888886
2;31;35;31;39;62.0;31;1;15.0;53.0;0;1;46;32;60.0;0.0;39;6;17.0;3;33;2;2;60.0;2;6;7;0;30;42;0.0;34;17.0;1;32;57.0;51.0;1;1;2;3;2;3;3;3;34.0;34.2;3;2.0;36.27777777777778
1;26;27;0;34;65.0;0;1;15.0;89.0;0;1;0;30;53.0;0.0;34;0;0.0;0;31;1;0;63.0;1;3;7;3;38;42;9.0;27;9.0;0;40;59.0;51.0;1;0;0;3;2;3;3;3;26.666666666666668;34.86666666666667;3;1.0;30.0
2;37;37;34;36;60.0;35;1;15.0;42.0;0;1;39;35;48.0;0.0;32;6;17.0;0;37;1;1;54.0;1;6;7;0;40;40;0.0;32;17.0;1;45;62.0;51.0;1;0;1;3;2;3;3;3;35.470588235294116;37.53333333333333;3;2.0;36.94444444444444
2;34;30;30;44;61.0;31;1;15.0;70.0;0;1;38;30;64.0;0.0;32;6;17.0;2;40;1;1;58.0;1;6;7;0;45;44;0.0;32;17.0;3;39;55.0;56.0;2;1;1;3;2;3;3;3;32.1764705882353;37.93333333333333;3;2.0;34.666666666666664
2;33;30;38;40;58.0;33;1;15.0;77.0;0;1;33;30;55.0;0.0;40;6;17.0;1;42;1;2;65.0;1;6;7;0;42;47;0.0;33;17.0;1;40;56.0;48.0;1;0;1;3;2;3;3;3;33.35294117647059;38.333333333333336;3;2.0;36.22222222222222
2;32;38;33;34;54.0;15;1;15.0;50.0;0;1;35;33;63.0;0.0;35;5;14.0;2;31;2;1;68.0;2;6;7;1;31;32;3.0;30;17.0;1;43;53.0;49.0;2;0;1;3;2;3;3;3;30.235294117647058;34.13333333333333;3;1.0;28.333333333333332
1;15;10;0;32;56.0;0;1;11.0;45.0;1;1;0;0;71.0;4.0;41;0;0.0;0;33;1;0;58.0;1;4;6;4;35;42;11.0;7;11.0;0;33;69.0;50.0;1;0;1;3;2;3;3;3;8.727272727272727;26.133333333333333;3;1.0;8.0
2;30;31;30;39;56.0;33;1;15.0;54.0;0;1;41;36;55.0;0.0;38;6;17.0;1;33;1;2;59.0;1;6;7;0;30;33;0.0;38;17.0;1;33;56.0;48.0;1;0;1;3;2;3;3;3;33.411764705882355;34.666666666666664;3;2.0;35.27777777777778
2;36;37;35;43;62.0;33;1;15.0;50.0;0;1;34;30;63.0;0.0;41;6;17.0;2;44;3;1;59.0;1;6;7;0;32;44;0.0;32;17.0;1;35;56.0;60.0;1;1;2;3;2;3;3;3;34.529411764705884;36.13333333333333;3;2.0;34.166666666666664
1;11;0;0;33;56.0;0;1;5.0;43.0;4;1;0;15;59.0;10.0;30;0;0.0;0;26;0;0;68.0;2;2;3;2;18;33;6.0;2;6.0;0;11;62.0;48.0;1;0;0;3;2;3;3;3;6.5;21.4;3;1.0;6.0
2;34;43;35;40;50.0;50;1;15.0;49.0;0;1;36;32;63.0;0.0;44;6;17.0;1;39;1;1;76.0;1;6;7;0;38;40;0.0;42;17.0;2;37;44.0;49.0;1;0;1;3;2;3;3;3;40.23529411764706;37.53333333333333;3;2.0;39.0
1;19;10;0;40;56.0;0;1;11.0;75.0;1;1;43;18;55.0;4.0;31;1;2.0;0;33;1;0;62.0;1;4;6;3;37;44;9.0;22;11.0;0;40;54.0;73.0;1;1;1;3;2;3;3;3;21.727272727272727;32.13333333333333;3;1.0;27.0
2;33;35;36;41;56.0;31;1;15.0;59.0;0;1;41;30;58.0;0.0;32;6;17.0;2;44;1;2;52.0;2;6;7;0;30;33;0.0;37;17.0;1;35;66.0;53.0;2;0;1;3;2;3;3;3;35.1764705882353;33.53333333333333;3;2.0;36.22222222222222
1;30;41;12;41;60.0;8;1;12.0;74.0;1;1;0;35;62.0;3.0;36;2;6.0;0;33;1;1;52.0;2;5;6;3;18;40;9.0;27;15.0;1;37;62.0;53.0;1;0;0;3;2;3;3;3;23.6;33.0;3;2.0;32.0
1;36;22;39;35;60.0;12;1;15.0;60.0;0;1;0;32;60.0;0.0;30;3;9.0;3;38;3;2;55.0;2;5;7;2;33;36;6.0;30;15.0;1;30;57.0;70.0;2;0;0;3;2;3;3;3;27.8;32.733333333333334;3;1.0;27.5
2;41;40;36;40;56.0;31;1;15.0;57.0;0;1;40;32;59.0;0.0;47;6;17.0;0;42;1;1;68.0;1;6;7;0;41;42;0.0;37;17.0;1;40;54.0;44.0;1;1;1;3;2;3;3;3;37.35294117647059;39.266666666666666;3;3.0;40.55555555555556
2;40;28;20;40;64.0;33;1;12.0;63.0;1;1;40;30;45.0;3.0;40;4;11.0;2;40;3;1;52.0;3;6;6;2;23;43;6.0;32;17.0;1;33;59.0;48.0;2;1;1;3;2;3;3;3;31.705882352941178;33.2;3;1.0;29.0
1;38;18;0;38;62.0;0;1;15.0;68.0;0;1;42;32;58.0;0.0;44;2;5.0;0;34;1;0;68.0;1;4;7;2;38;37;6.0;6;11.0;0;40;53.0;51.0;1;1;1;3;2;3;3;3;24.545454545454547;37.13333333333333;3;2.0;36.0
2;36;36;36;40;63.0;33;1;15.0;61.0;0;1;31;32;68.0;0.0;36;6;17.0;3;31;3;1;57.0;1;6;7;0;30;44;0.0;35;17.0;2;36;52.0;46.0;2;0;1;3;2;3;3;3;34.705882352941174;34.46666666666667;3;2.0;34.5
2;37;32;32;42;46.16;36;1;15.0;59.67;0;1;31;43;55.79;0.0;43;6;17.0;2;39;1;2;55.27;1;6;7;0;36;36;0.0;39;17.0;2;30;61.55;46.43;1;0;1;3;2;3;3;3;34.705882352941174;39.0;3;2.0;33.72222222222222
2;31;30;34;39;48.0;30;1;15.0;48.0;0;1;42;33;53.0;0.0;40;6;17.0;1;37;1;1;67.0;2;6;7;0;31;45;0.0;30;17.0;1;44;57.0;48.0;2;0;1;3;2;3;3;3;32.294117647058826;36.86666666666667;3;2.0;34.666666666666664
2;30;40;35;40;46.0;34;1;15.0;30.0;0;1;32;32;51.0;0.0;30;6;17.0;3;35;3;2;49.0;2;6;7;0;30;43;0.0;33;17.0;2;43;50.0;49.0;1;0;1;3;2;3;3;3;34.11764705882353;34.8;3;2.0;30.055555555555557
2;31;33;32;40;52.0;30;2;15.0;46.0;0;1;32;35;50.0;0.0;34;6;17.0;3;35;3;2;49.0;3;6;7;0;30;45;0.0;35;17.0;1;40;58.0;61.0;1;1;1;3;2;3;3;3;32.1764705882353;35.86666666666667;3;2.0;34.833333333333336
2;30;36;36;49;60.0;30;1;15.0;89.0;0;1;33;33;68.0;0.0;38;6;17.0;0;39;1;1;59.0;1;6;7;0;34;44;0.0;35;17.0;1;43;89.0;56.0;1;0;1;3;2;3;3;3;33.35294117647059;38.46666666666667;3;2.0;36.833333333333336
2;35;35;42;39;59.0;33;1;15.0;63.0;0;1;36;41;54.0;0.0;40;6;17.0;1;34;4;1;74.0;1;6;7;0;46;47;0.0;37;17.0;1;45;67.0;50.0;1;0;1;3;2;3;3;3;36.35294117647059;42.06666666666667;3;2.0;36.666666666666664
2;36;30;34;40;66.0;32;2;15.0;80.0;0;1;30;37;54.0;0.0;30;6;17.0;2;38;1;2;71.0;2;6;7;0;34;39;0.0;33;17.0;1;30;64.0;65.0;1;1;1;3;2;3;3;3;32.64705882352941;35.13333333333333;3;2.0;34.0
2;30;33;34;41;58.0;37;1;15.0;66.0;0;1;30;33;62.0;0.0;40;6;17.0;1;42;1;2;74.0;3;6;7;0;40;38;0.0;43;17.0;1;42;62.0;43.0;1;0;1;3;2;3;3;3;34.76470588235294;38.53333333333333;3;2.0;33.166666666666664
2;35;30;31;41;62.0;40;2;15.0;52.0;0;1;33;30;60.0;0.0;34;6;17.0;4;33;2;2;71.0;2;6;7;0;30;38;0.0;35;17.0;2;43;59.0;51.0;1;1;1;3;2;3;3;3;34.05882352941177;34.46666666666667;3;2.0;37.666666666666664
2;38;30;30;40;54.0;30;1;15.0;71.0;0;1;44;37;53.0;0.0;42;6;17.0;1;40;1;2;79.0;2;6;7;0;35;41;0.0;42;17.0;1;41;62.0;56.0;1;0;1;3;2;3;3;3;35.1764705882353;38.666666666666664;3;2.0;34.666666666666664
2;39;33;31;43;56.0;33;1;15.0;57.0;0;1;38;30;59.0;0.0;42;6;17.0;1;42;1;2;62.0;3;6;7;0;36;41;0.0;44;17.0;1;41;77.0;66.0;1;0;1;3;2;3;3;3;36.23529411764706;37.53333333333333;3;2.0;37.72222222222222
2;35;30;32;40;65.0;30;1;15.0;51.0;0;1;35;37;53.0;0.0;30;6;17.0;2;36;2;1;71.0;1;6;7;0;31;38;0.0;36;17.0;2;41;59.0;59.0;1;1;1;3;2;3;3;3;32.88235294117647;35.8;3;2.0;39.0
2;36;30;36;42;58.0;34;1;15.0;54.0;0;1;43;30;51.0;0.0;48;6;17.0;1;43;1;2;71.0;2;6;7;0;35;41;0.0;42;17.0;1;42;62.0;62.0;1;1;1;3;2;3;3;3;36.470588235294116;38.2;3;2.0;38.05555555555556
2;36;41;43;43;60.0;36;1;15.0;100.0;0;1;40;30;61.0;0.0;41;6;17.0;0;40;1;1;71.0;1;6;7;0;32;41;0.0;32;17.0;1;42;59.0;41.0;1;0;1;3;2;3;3;3;37.88235294117647;36.6;3;2.0;39.705882352941174
2;33;31;30;38;55.0;34;1;15.0;65.0;0;1;34;33;56.0;0.0;35;6;17.0;1;43;1;2;71.0;1;6;7;0;42;40;0.0;31;17.0;1;41;67.0;46.0;1;1;1;3;2;3;3;3;32.05882352941177;37.93333333333333;3;2.0;39.666666666666664
2;36;30;30;41;66.0;31;1;15.0;53.0;0;1;48;33;60.0;0.0;40;6;17.0;1;41;1;2;63.0;2;6;7;0;30;41;0.0;40;17.0;1;41;59.0;50.0;1;1;1;3;2;3;3;3;35.11764705882353;36.53333333333333;3;2.0;35.611111111111114
