EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_HIST;LITERATURA_ICFES;NOTA_INT;VECES_TOP;NCA_UNO;IDIOMA_ICFES;NAP_UNO;VECES_HIST;NOTA_EYB;NOTA_DIF;BIOLOGIA_ICFES;NCP_UNO;NOTA_DITO;NAA_DOS;NCA_DOS;CAR_DOS;NOTA_SEM;VECES_PROGB;VECES_INT;CON_MAT_ICFES;VECES_ALGEBRA;NAC_DOS;NAA_UNO;NAP_DOS;NOTA_ALGEBRA;NOTA_CD&C;NCP_DOS;NOTA_ASES;NCC_DOS;VECES_FIS_UNO;NOTA_TEXTOS;QUIMICA_ICFES;FILOSOFIA_ICFES;VECES_ASES;GENERO;VECES_EYB;CREDITOS_ASES;CREDITOS_EYB;CREDITOS_FIS_UNO;CREDITOS_PROGB;CREDITOS_TOP;PROMEDIO_DOS;PROMEDIO_UNO;CREDITOS_INT;RENDIMIENTO_TRES;PROMEDIO_TRES
2;32;42;37;45;62.21;32;1;15.0;68.41;0;1;40;30;75.16;0.0;35;6;17.0;0;35;1;1;75.41;2;6;7;0;32;40;0.0;33;17.0;1;40;66.48;51.89;1;0;1;3;2;3;3;3;35.76470588235294;35.4;3;2.0;32.94444444444444
2;32;37;20;40;70.87;30;1;15.0;82.38;0;1;35;30;66.77;0.0;39;5;14.0;3;30;1;2;58.38;1;6;7;1;30;35;3.0;44;17.0;4;35;64.44;60.81;2;1;1;3;2;3;3;3;32.88235294117647;33.53333333333333;3;2.0;36.111111111111114
1;39;0;0;36;67.92;1;1;13.0;75.52;1;4;34;30;53.19;2.0;32;2;5.0;0;30;0;1;72.05;2;3;6;1;30;35;3.0;0;8.0;0;28;52.07;60.81;0;0;1;3;2;3;3;3;23.5;31.133333333333333;3;1.0;19.0
2;32;26;0;40;65.03;0;1;11.0;55.62;1;1;37;27;61.28;4.0;35;3;8.0;1;40;1;0;60.91;5;4;6;1;30;40;3.0;35;11.0;0;40;59.52;69.52;2;0;1;3;2;3;3;3;32.09090909090909;33.86666666666667;3;2.0;30.166666666666668
1;18;15;5;45;62.21;14;1;15.0;47.15;0;1;36;30;60.48;0.0;30;2;5.0;0;35;1;1;69.01;1;6;7;4;30;35;12.0;35;17.0;1;40;54.1;48.66;1;1;1;3;2;3;3;3;19.58823529411765;34.0;3;1.0;30.0
1;32;30;5;40;50.6;23;1;15.0;69.93;0;1;30;34;47.48;0.0;39;4;11.0;2;35;2;1;75.41;3;6;7;2;33;30;6.0;32;17.0;1;40;72.45;54.95;3;0;1;3;2;3;3;3;25.058823529411764;35.86666666666667;3;1.0;30.0
2;33;36;41;45;73.83;30;1;15.0;58.47;0;1;35;30;53.19;0.0;35;6;17.0;4;30;3;2;60.51;2;6;7;0;30;30;0.0;36;17.0;2;40;57.08;62.46;2;0;1;3;2;3;3;3;35.1764705882353;34.0;3;2.0;33.27777777777778
2;36;34;33;40;64.91;33;1;15.0;68.86;0;1;35;30;49.51;0.0;31;6;17.0;3;40;1;3;74.62;2;6;7;0;32;39;0.0;40;17.0;3;40;71.97;62.46;2;0;1;3;2;3;3;3;35.1764705882353;34.46666666666667;3;2.0;34.388888888888886
2;43;50;32;40;65.03;34;1;15.0;67.41;0;1;37;35;66.77;0.0;45;6;17.0;0;45;1;1;60.91;1;6;7;0;35;40;0.0;41;17.0;1;40;75.48;63.68;1;0;1;3;2;3;3;3;39.64705882352941;38.666666666666664;3;3.0;41.833333333333336
1;36;30;23;45;62.21;3;1;15.0;59.21;0;1;30;30;63.2;0.0;35;3;8.0;3;30;2;1;75.41;1;6;7;3;30;30;9.0;27;17.0;2;30;69.14;57.9;3;0;1;3;2;3;3;3;24.529411764705884;32.666666666666664;3;2.0;32.0
2;38;43;30;30;65.03;35;1;15.0;53.27;0;1;38;31;63.99;0.0;35;6;17.0;4;40;2;3;53.37;2;6;7;0;31;40;0.0;42;17.0;2;30;66.99;60.81;2;1;1;3;2;3;3;3;37.64705882352941;32.46666666666667;3;2.0;35.0
2;36;32;24;40;56.41;32;1;15.0;62.13;0;1;40;33;75.16;0.0;35;5;14.0;3;35;1;2;71.35;2;6;7;1;33;35;3.0;40;17.0;2;35;61.43;71.0;3;0;1;3;2;3;3;3;33.64705882352941;34.733333333333334;3;2.0;39.77777777777778
2;34;33;30;40;65.03;30;1;15.0;69.93;0;1;39;30;65.98;0.0;35;6;17.0;1;30;1;2;69.01;1;6;7;0;30;45;0.0;37;17.0;1;40;63.93;69.52;1;1;1;3;2;3;3;3;33.529411764705884;34.333333333333336;3;2.0;35.166666666666664
2;34;33;30;40;59.4;30;1;15.0;54.45;0;1;33;30;63.2;0.0;42;6;17.0;3;35;2;2;75.41;1;6;7;0;35;30;0.0;35;17.0;1;40;71.97;54.95;2;0;1;3;2;3;3;3;32.470588235294116;35.6;3;2.0;32.72222222222222
2;33;38;30;40;70.87;30;1;15.0;65.57;0;1;33;30;55.92;0.0;35;6;17.0;3;35;1;3;60.91;4;6;7;0;31;35;0.0;40;17.0;2;40;61.96;54.95;2;0;1;3;2;3;3;3;34.05882352941177;34.2;3;2.0;35.05555555555556
1;36;31;30;45;53.63;17;2;15.0;62.94;0;1;35;30;58.6;0.0;35;4;11.0;1;30;1;1;66.17;1;6;7;2;30;40;6.0;25;17.0;1;40;69.64;48.66;1;1;1;3;2;3;3;3;28.647058823529413;34.666666666666664;3;1.0;30.0
2;41;39;31;40;53.5;30;1;15.0;53.27;0;1;35;30;63.2;0.0;35;6;17.0;2;40;1;2;65.63;2;6;7;0;31;35;0.0;37;17.0;1;35;59.0;56.82;2;0;1;3;2;3;3;3;35.529411764705884;33.86666666666667;3;2.0;36.0
2;34;0;0;40;53.63;40;1;15.0;54.45;0;1;42;30;61.28;0.0;30;4;11.0;1;30;0;1;69.01;1;4;7;0;30;40;0.0;33;11.0;0;40;61.96;45.2;2;0;1;3;2;3;3;3;36.81818181818182;33.333333333333336;3;2.0;35.833333333333336
2;36;33;30;45;59.4;33;1;15.0;81.98;0;1;42;30;63.99;0.0;35;6;17.0;0;40;1;1;72.05;1;6;7;0;35;45;0.0;32;17.0;1;45;69.64;57.9;1;1;1;3;2;3;3;3;33.88235294117647;37.333333333333336;3;2.0;34.888888888888886
2;35;35;36;40;67.8;31;1;15.0;65.57;0;1;35;30;68.87;0.0;30;6;17.0;3;35;2;2;71.35;1;6;7;0;30;40;0.0;36;17.0;1;35;63.93;71.0;2;1;1;3;2;3;3;3;34.64705882352941;33.0;3;2.0;37.333333333333336
2;37;32;32;45;64.91;31;1;15.0;64.24;0;1;40;30;58.6;0.0;30;6;17.0;2;40;1;1;53.16;1;6;7;0;30;35;0.0;38;17.0;3;40;69.64;62.46;3;1;1;3;2;3;3;3;34.705882352941174;34.333333333333336;3;2.0;36.611111111111114
2;40;50;36;45;73.83;40;1;15.0;68.41;0;1;38;35;82.9;0.0;45;6;17.0;1;40;1;2;58.05;1;6;7;0;35;45;0.0;41;17.0;1;40;63.93;71.0;1;1;1;3;2;3;3;3;41.0;39.333333333333336;3;2.0;39.05555555555556
2;33;40;31;40;67.8;30;1;15.0;71.98;0;1;49;30;63.99;0.0;35;6;17.0;0;45;1;1;60.51;4;6;7;0;33;45;0.0;39;17.0;1;40;59.52;62.46;1;1;1;3;2;3;3;3;36.294117647058826;35.93333333333333;3;2.0;34.94444444444444
2;39;32;32;45;70.74;30;1;15.0;77.13;0;1;45;37;60.48;0.0;30;6;17.0;3;40;1;2;65.63;1;6;7;0;30;30;0.0;38;17.0;2;40;71.97;71.0;2;1;1;3;2;3;3;3;35.470588235294116;35.86666666666667;3;2.0;36.77777777777778
2;30;45;33;45;56.55;34;1;15.0;58.47;0;1;33;30;66.77;0.0;30;6;17.0;1;35;1;2;66.17;3;6;7;0;37;35;0.0;38;17.0;1;40;64.44;66.58;1;0;1;3;2;3;3;3;35.64705882352941;35.4;3;2.0;33.22222222222222
2;32;30;30;45;62.11;36;1;15.0;54.45;0;1;33;36;69.65;0.0;35;6;17.0;2;40;2;1;71.35;1;6;7;0;35;40;0.0;36;17.0;2;40;72.45;59.66;1;0;1;3;2;3;3;3;32.8235294117647;37.93333333333333;3;1.0;24.6
1;31;0;0;45;62.21;0;1;8.0;50.87;2;1;33;15;47.48;7.0;30;2;5.0;1;40;0;0;45.38;5;3;5;1;25;45;3.0;0;8.0;0;40;57.08;63.68;1;0;2;3;2;3;3;3;19.875;30.0;3;1.0;10.333333333333334
2;38;27;30;45;56.55;30;1;15.0;58.01;0;1;37;31;68.87;0.0;35;5;14.0;1;30;3;1;69.01;2;6;7;1;34;45;3.0;30;17.0;1;40;59.0;51.89;1;0;1;3;2;3;3;3;31.705882352941178;36.06666666666667;3;2.0;30.733333333333334
2;42;43;34;30;64.91;38;1;15.0;47.58;0;1;38;39;49.51;0.0;40;6;17.0;1;40;1;2;58.05;1;6;7;0;30;45;0.0;31;17.0;1;40;61.43;65.24;1;0;1;3;2;3;3;3;37.64705882352941;36.733333333333334;3;2.0;37.77777777777778
1;32;5;0;40;59.4;0;1;11.0;56.82;1;1;30;23;69.65;4.0;35;2;5.0;2;35;2;0;55.89;1;4;6;2;30;35;6.0;21;11.0;0;30;66.99;60.81;3;0;1;3;2;3;3;3;21.272727272727273;30.8;3;2.0;32.6
2;37;22;36;45;73.83;35;1;15.0;62.94;0;1;0;30;63.2;0.0;40;4;12.0;2;36;2;2;71.35;1;5;7;1;40;45;3.0;34;15.0;1;45;59.0;53.93;1;0;0;3;2;3;3;3;32.8;38.733333333333334;3;1.0;24.88888888888889
2;30;38;31;40;70.87;19;1;15.0;73.68;0;1;32;32;75.95;0.0;30;5;14.0;4;40;2;3;55.89;2;6;7;1;30;30;3.0;33;17.0;2;40;66.99;63.68;2;0;1;3;2;3;3;3;30.41176470588235;33.86666666666667;3;2.0;33.833333333333336
2;34;35;34;30;64.91;32;1;15.0;58.47;0;1;32;30;58.6;0.0;40;6;17.0;0;30;1;1;60.51;1;6;7;0;30;40;0.0;31;17.0;1;40;59.52;50.93;1;0;1;3;2;3;3;3;33.05882352941177;33.333333333333336;3;2.0;34.111111111111114
1;30;12;0;40;62.11;0;1;11.0;58.01;1;1;32;20;60.48;4.0;30;2;5.0;1;30;1;0;78.36;3;4;6;2;30;45;6.0;29;11.0;0;35;51.58;50.93;3;0;1;3;2;3;3;3;25.181818181818183;30.333333333333332;3;1.0;14.2
2;35;36;30;45;64.91;31;1;15.0;48.42;0;1;38;31;58.6;0.0;30;6;17.0;3;30;1;3;63.02;4;6;7;0;30;40;0.0;35;17.0;2;40;66.99;62.46;2;1;1;3;2;3;3;3;33.94117647058823;34.266666666666666;3;2.0;35.333333333333336
2;30;33;0;47;60.16;0;1;15.0;68.31;0;1;36;35;54.16;0.0;37;4;11.0;2;32;2;0;81.33;1;4;7;0;31;38;0.0;35;11.0;0;39;58.82;32.21;2;0;1;3;2;3;3;3;33.27272727272727;36.6;3;1.0;25.166666666666668
2;32;33;37;47;58.33;30;1;15.0;69.93;0;1;43;38;61.52;0.0;37;6;17.0;2;37;1;2;67.28;1;6;7;0;37;39;0.0;39;17.0;1;37;76.27;52.03;2;0;1;3;2;3;3;3;35.23529411764706;38.733333333333334;3;2.0;33.94444444444444
2;35;38;30;47;58.33;31;1;15.0;66.95;0;1;38;31;55.21;0.0;38;6;17.0;1;41;1;2;64.12;1;6;7;0;33;38;0.0;34;17.0;1;37;65.81;61.84;1;1;1;3;2;3;3;3;34.11764705882353;36.4;3;2.0;37.27777777777778
2;33;41;36;42;64.85;32;1;15.0;68.41;0;1;37;30;47.34;0.0;33;6;17.0;3;38;2;2;61.16;1;6;7;0;34;37;0.0;30;17.0;2;35;61.2;52.03;1;1;1;3;2;3;3;3;34.705882352941174;34.46666666666667;3;2.0;32.666666666666664
2;38;31;30;40;64.17;30;1;15.0;87.56;0;1;30;38;58.75;0.0;40;6;17.0;3;33;2;2;68.85;1;6;7;0;30;37;0.0;33;17.0;1;36;51.07;48.56;1;0;2;3;2;3;3;3;32.11764705882353;36.266666666666666;3;2.0;38.55555555555556
2;34;41;30;42;56.32;36;1;15.0;73.24;0;1;46;37;59.32;0.0;37;6;17.0;1;43;3;1;74.79;1;6;7;0;36;38;0.0;32;17.0;1;37;63.39;36.96;1;1;1;3;2;3;3;3;35.94117647058823;37.93333333333333;3;2.0;37.44444444444444
1;30;14;5;45;54.28;0;1;15.0;67.41;0;1;38;35;59.89;0.0;30;3;8.0;2;35;2;0;69.96;1;5;7;2;32;39;6.0;32;14.0;1;37;55.8;48.75;2;0;1;3;2;3;3;3;22.785714285714285;35.6;3;1.0;25.333333333333332
1;36;46;0;40;50.37;5;1;12.0;56.48;2;1;14;39;56.82;3.0;35;3;9.0;2;38;1;2;88.88;1;6;5;3;34;10;8.0;43;17.0;2;0;54.3;46.77;1;0;1;3;2;3;3;3;24.58823529411765;30.4;3;1.0;14.0
2;32;31;31;44;52.42;33;1;15.0;50.86;0;1;42;31;67.79;0.0;34;6;17.0;3;43;1;2;76.1;1;6;7;0;31;35;0.0;39;17.0;3;38;56.55;46.79;2;1;1;3;2;3;3;3;34.23529411764706;35.13333333333333;3;2.0;33.611111111111114
2;31;40;31;45;64.85;36;1;15.0;61.66;0;1;37;37;59.89;0.0;37;6;17.0;3;38;2;2;67.28;1;6;7;0;42;37;0.0;33;17.0;1;39;57.63;44.91;2;0;1;3;2;3;3;3;34.529411764705884;39.4;3;2.0;36.22222222222222
2;34;38;31;37;56.23;47;1;15.0;81.98;0;1;37;36;61.52;0.0;36;6;17.0;2;41;2;2;66.56;1;6;7;0;41;38;0.0;30;17.0;1;33;53.65;48.75;1;1;1;3;2;3;3;3;36.11764705882353;37.2;3;2.0;37.72222222222222
2;37;30;30;40;59.95;34;1;15.0;62.69;0;1;37;31;47.62;0.0;39;6;17.0;4;34;2;2;65.46;2;6;7;0;33;38;0.0;31;17.0;3;36;56.55;46.79;3;0;1;3;2;3;3;3;32.94117647058823;35.0;3;2.0;31.555555555555557
2;33;30;32;40;58.33;30;1;15.0;59.21;0;1;36;30;66.5;0.0;33;6;17.0;3;36;2;3;67.28;2;6;7;0;30;36;0.0;36;17.0;2;36;55.44;39.78;1;0;1;3;2;3;3;3;32.64705882352941;33.333333333333336;3;2.0;36.22222222222222
2;44;41;31;48;58.25;33;1;15.0;56.82;0;1;50;31;55.21;0.0;43;6;17.0;2;33;1;2;55.27;1;6;7;0;42;37;0.0;40;17.0;1;40;59.17;46.43;2;0;1;3;2;3;3;3;39.23529411764706;38.8;3;2.0;38.111111111111114
2;30;36;32;40;60.38;23;1;15.0;73.24;0;1;37;32;67.08;0.0;30;5;14.0;3;35;2;2;61.16;1;6;7;1;31;40;3.0;37;17.0;1;31;54.03;52.03;2;0;1;3;2;3;3;3;32.23529411764706;33.2;3;2.0;31.666666666666668
1;36;34;22;40;61.03;11;1;15.0;56.48;0;1;50;31;54.77;0.0;30;3;8.0;3;33;3;2;61.49;2;6;7;3;32;37;9.0;26;17.0;1;33;50.85;55.96;3;1;1;3;2;3;3;3;28.647058823529413;33.06666666666667;3;2.0;36.833333333333336
2;43;34;34;44;52.31;37;1;15.0;69.93;0;1;38;40;55.79;0.0;38;6;17.0;1;38;1;2;55.27;1;6;7;0;37;38;0.0;42;17.0;1;40;59.53;44.08;1;1;1;3;2;3;3;3;38.0;39.4;3;2.0;39.0
2;38;35;33;48;54.35;33;1;15.0;68.86;0;1;48;34;55.79;0.0;38;6;17.0;1;37;1;2;70.78;1;6;7;0;30;40;0.0;32;17.0;1;40;61.55;52.03;1;1;1;3;2;3;3;3;35.8235294117647;37.0;3;2.0;37.166666666666664
2;38;40;32;39;58.05;31;1;15.0;45.94;0;1;40;34;54.13;0.0;37;6;17.0;0;43;1;1;65.93;1;6;7;0;42;39;0.0;36;17.0;1;40;56.98;51.21;1;0;1;3;2;3;3;3;35.94117647058823;38.4;3;3.0;40.388888888888886
2;37;32;30;48;62.78;33;1;15.0;71.12;0;1;40;33;65.04;0.0;39;6;17.0;3;31;2;2;63.76;1;6;7;0;40;39;0.0;32;17.0;1;36;51.89;47.29;2;0;1;3;2;3;3;3;33.64705882352941;37.86666666666667;3;2.0;36.888888888888886
2;33;30;30;42;62.45;33;1;15.0;94.05;0;1;41;33;55.21;0.0;39;6;17.0;2;38;1;2;60.6;1;6;7;0;33;37;0.0;30;17.0;1;34;57.27;53.3;2;1;1;3;2;3;3;3;32.35294117647059;35.733333333333334;3;2.0;33.888888888888886
2;33;31;31;44;56.32;34;1;15.0;65.57;0;1;43;32;55.79;0.0;42;6;17.0;1;41;1;2;74.79;1;6;7;0;32;37;0.0;36;17.0;1;40;54.03;54.39;1;1;1;3;2;3;3;3;34.1764705882353;36.93333333333333;3;2.0;39.666666666666664
2;33;35;33;44;54.35;31;1;15.0;61.66;0;1;43;31;49.94;0.0;39;6;17.0;2;38;1;2;61.16;1;6;7;0;34;37;0.0;35;17.0;3;40;55.8;56.79;1;1;1;3;2;3;3;3;34.529411764705884;36.46666666666667;3;2.0;36.166666666666664
2;40;44;35;43;60.38;37;1;15.0;75.1;0;1;37;40;57.23;0.0;44;6;17.0;2;39;2;2;61.16;1;6;7;0;41;41;0.0;35;17.0;1;44;57.27;49.69;1;1;1;3;2;3;3;3;38.05882352941177;41.666666666666664;3;3.0;41.5
2;30;34;34;44;52.4;31;1;15.0;45.84;0;1;34;31;57.8;0.0;33;6;17.0;1;36;1;2;58.38;1;6;7;0;30;37;0.0;31;17.0;1;34;50.53;52.03;1;0;1;3;2;3;3;3;32.23529411764706;33.93333333333333;3;2.0;36.388888888888886
2;37;36;34;39;58.25;30;1;15.0;79.81;0;1;33;32;55.21;0.0;30;6;17.0;1;38;1;2;66.56;1;6;7;0;31;39;0.0;41;17.0;1;38;57.27;46.43;1;1;1;3;2;3;3;3;35.294117647058826;34.13333333333333;3;2.0;36.888888888888886
2;36;30;30;47;50.31;31;1;15.0;54.92;0;1;42;32;49.34;0.0;40;6;17.0;1;38;1;2;60.6;1;6;7;0;31;41;0.0;31;17.0;1;37;55.44;65.95;1;1;1;3;2;3;3;3;32.8235294117647;36.53333333333333;3;2.0;38.388888888888886
2;39;50;40;45;52.31;30;1;15.0;81.98;0;1;47;36;55.79;0.0;39;6;17.0;0;42;1;1;63.47;1;6;7;0;40;39;0.0;43;17.0;1;38;59.53;48.75;1;1;1;3;2;3;3;3;41.1764705882353;39.266666666666666;3;2.0;37.888888888888886
2;33;33;31;36;54.54;30;1;15.0;39.05;0;1;41;30;50.78;0.0;44;6;17.0;2;30;2;1;56.46;3;6;7;0;36;39;0.0;30;17.0;2;37;49.12;64.01;1;0;1;3;2;3;3;3;32.529411764705884;35.4;3;2.0;34.666666666666664
2;38;32;36;45;52.31;35;1;15.0;53.27;0;1;38;30;51.3;0.0;33;6;17.0;2;34;1;3;63.47;1;6;7;0;32;36;0.0;35;17.0;3;39;63.39;60.48;1;1;1;3;2;3;3;3;35.529411764705884;34.666666666666664;3;2.0;38.55555555555556
1;16;8;30;35;52.97;30;1;12.0;53.32;1;1;0;30;51.94;3.0;31;2;6.0;1;33;1;1;61.4;3;4;6;2;20;36;6.0;0;12.0;2;40;57.36;51.65;0;0;0;3;2;3;3;3;21.0;30.733333333333334;3;2.0;34.0
1;0;14;0;43;54.35;0;0;11.0;77.55;1;1;38;21;51.3;4.0;30;1;2.0;2;32;2;0;64.12;2;3;6;2;30;38;6.0;10;8.0;0;38;48.39;47.31;2;0;1;3;2;3;3;3;18.5;31.066666666666666;3;1.0;17.0
2;34;32;37;40;52.31;35;1;15.0;57.29;0;1;43;30;59.89;0.0;45;6;17.0;1;35;1;2;60.6;2;6;7;0;30;39;0.0;31;17.0;1;39;52.28;46.43;1;0;1;3;2;3;3;3;34.88235294117647;35.46666666666667;3;2.0;35.0
2;34;32;32;42;56.37;31;1;15.0;59.9;0;1;40;33;54.13;0.0;42;6;17.0;1;39;1;2;54.94;1;6;7;0;33;36;0.0;34;17.0;1;37;51.26;51.21;1;0;1;3;2;3;3;3;33.470588235294116;36.53333333333333;3;2.0;34.888888888888886
2;34;35;33;40;46.27;36;1;15.0;60.44;0;1;37;30;59.32;0.0;32;6;17.0;4;32;2;2;67.28;2;6;7;0;30;37;0.0;32;17.0;3;36;57.27;39.78;3;0;1;3;2;3;3;3;34.35294117647059;33.0;3;2.0;31.75
2;35;35;0;41;55.57;0;1;12.0;54.64;1;1;41;30;64.2;3.0;30;4;11.0;1;36;2;0;68.85;3;4;6;0;26;32;0.0;30;11.0;0;38;52.9;38.84;1;1;1;3;2;3;3;3;34.72727272727273;32.266666666666666;3;3.0;44.0
2;33;30;0;39;56.23;30;1;12.0;75.52;1;1;38;30;35.73;3.0;48;5;14.0;0;37;1;1;66.56;3;5;6;0;26;43;0.0;33;14.0;0;38;57.27;39.03;1;0;1;3;2;3;3;3;32.42857142857143;35.2;3;3.0;45.0
2;31;38;35;41;58.33;31;1;15.0;54.45;0;1;35;39;49.34;0.0;35;6;17.0;1;43;1;1;61.16;2;6;7;0;40;35;0.0;41;17.0;2;40;53.65;47.31;1;1;1;3;2;3;3;3;35.1764705882353;39.06666666666667;3;2.0;39.166666666666664
2;37;36;31;43;60.29;31;1;15.0;68.41;0;1;45;35;51.3;0.0;45;6;17.0;1;42;1;2;63.47;1;6;7;0;33;42;0.0;43;17.0;1;40;51.9;55.62;1;1;1;3;2;3;3;3;36.705882352941174;38.6;3;2.0;36.44444444444444
2;36;33;42;40;56.18;35;1;15.0;48.4;0;1;35;31;45.5;0.0;34;6;17.0;2;41;2;1;57.27;2;6;7;0;33;38;0.0;38;17.0;1;38;49.27;46.1;2;1;1;3;2;3;3;3;36.588235294117645;35.06666666666667;3;2.0;37.166666666666664
2;34;30;34;40;52.31;30;1;15.0;89.24;0;1;30;30;59.32;0.0;42;6;17.0;4;31;2;1;60.6;2;6;7;0;30;34;0.0;32;17.0;3;33;48.39;51.03;2;1;2;3;2;3;3;3;31.764705882352942;33.666666666666664;3;2.0;34.333333333333336
2;34;34;38;43;56.37;36;1;15.0;58.59;0;1;43;31;51.9;0.0;44;6;17.0;1;32;1;2;65.93;3;6;7;0;32;37;0.0;35;17.0;1;39;53.09;46.38;1;1;1;3;2;3;3;3;36.294117647058826;36.06666666666667;3;2.0;39.77777777777778
2;30;38;34;35;55.57;36;1;15.0;31.34;0;1;38;36;47.62;0.0;35;6;17.0;3;31;2;2;59.77;1;6;7;0;30;37;0.0;33;17.0;1;35;52.62;57.15;2;0;1;3;2;3;3;3;34.64705882352941;34.13333333333333;3;2.0;34.388888888888886
2;37;35;33;44;54.35;30;1;15.0;62.13;0;1;35;34;55.79;0.0;44;6;17.0;0;40;1;1;55.69;1;6;7;0;36;41;0.0;45;17.0;1;40;55.8;56.79;1;1;1;3;2;3;3;3;35.88235294117647;38.733333333333334;3;2.0;36.72222222222222
1;30;0;0;34;52.31;0;1;11.0;58.01;1;1;29;27;55.21;4.0;30;1;3.0;1;35;0;0;60.6;1;3;6;2;30;31;5.0;23;8.0;0;36;55.44;46.43;2;0;1;3;2;3;3;3;27.125;30.933333333333334;3;3.0;42.0
2;33;34;37;40;56.32;36;1;15.0;53.27;0;1;41;31;59.32;0.0;41;6;17.0;2;39;2;2;61.16;3;6;7;0;35;35;0.0;33;17.0;1;39;48.39;47.31;1;0;1;3;2;3;3;3;35.35294117647059;36.2;3;2.0;35.166666666666664
2;31;0;0;35;54.35;0;1;12.0;69.93;1;1;43;30;64.45;3.0;37;3;8.0;1;30;0;0;64.12;3;3;6;0;25;35;0.0;32;8.0;0;39;54.03;39.78;2;0;1;3;2;3;3;3;34.375;32.13333333333333;3;2.0;31.0
2;35;36;36;41;50.31;33;1;15.0;54.45;0;1;35;30;62.09;0.0;39;6;17.0;1;34;1;2;73.85;3;6;7;0;37;38;0.0;33;17.0;1;33;46.93;48.75;1;0;1;3;2;3;3;3;34.64705882352941;35.266666666666666;3;2.0;32.94444444444444
2;35;33;41;41;54.32;35;1;15.0;47.17;0;1;39;30;51.95;0.0;42;6;17.0;0;36;1;1;57.11;2;6;7;0;33;39;0.0;30;17.0;1;40;52.62;49.23;1;0;1;3;2;3;3;3;35.294117647058826;36.0;3;2.0;36.611111111111114
2;42;32;30;40;53.22;32;1;15.0;52.09;0;1;33;31;40.94;0.0;41;6;17.0;1;30;1;3;60.49;2;6;7;0;31;35;0.0;34;17.0;1;39;48.97;50.76;1;0;1;3;2;3;3;3;33.88235294117647;34.8;3;2.0;35.05555555555556
2;31;42;33;38;50.31;37;1;15.0;55.62;0;1;37;31;43.82;0.0;37;6;17.0;0;35;1;1;50.18;3;6;7;0;40;37;0.0;30;17.0;1;37;52.28;48.75;1;0;1;3;2;3;3;3;34.88235294117647;36.0;3;2.0;35.0
2;30;33;34;40;56.23;35;1;15.0;54.45;0;1;37;30;49.94;0.0;36;6;17.0;3;36;2;3;60.6;2;6;7;0;31;34;0.0;32;17.0;1;38;46.93;46.43;2;1;1;3;2;3;3;3;33.294117647058826;34.06666666666667;3;2.0;34.666666666666664
2;34;44;30;41;56.32;26;1;15.0;70.37;0;1;46;34;59.32;0.0;44;5;14.0;2;36;2;3;61.16;2;6;7;1;30;36;3.0;30;17.0;1;35;55.44;47.31;1;1;1;3;2;3;3;3;34.35294117647059;35.86666666666667;3;2.0;39.111111111111114
2;38;36;0;39;62.45;0;1;12.0;66.03;1;1;33;31;51.3;3.0;34;4;11.0;0;31;1;0;60.6;3;4;6;0;27;36;0.0;32;11.0;0;35;55.44;55.62;1;0;1;3;2;3;3;3;34.90909090909091;32.53333333333333;3;2.0;32.75
2;36;34;33;42;54.35;30;1;15.0;44.51;0;1;41;30;53.82;0.0;40;6;17.0;3;37;2;3;61.16;1;6;7;0;30;34;0.0;35;17.0;1;40;46.93;54.39;2;1;1;3;2;3;3;3;34.470588235294116;35.0;3;2.0;35.05555555555556
2;41;35;30;42;56.32;31;1;15.0;53.27;0;1;33;30;55.79;0.0;35;6;17.0;2;36;1;2;55.69;2;6;7;0;32;40;0.0;31;17.0;1;38;50.53;47.31;2;1;1;3;2;3;3;3;33.529411764705884;34.8;3;2.0;34.27777777777778
2;36;36;34;42;58.25;30;1;15.0;60.9;0;1;41;34;53.82;0.0;30;6;17.0;2;36;3;1;55.27;3;6;7;0;31;37;0.0;31;17.0;2;39;57.63;41.63;1;1;1;3;2;3;3;3;34.294117647058826;34.93333333333333;3;2.0;35.5
2;45;30;30;41;56.37;30;1;15.0;41.43;0;1;44;30;41.07;0.0;38;6;17.0;2;33;3;1;59.77;2;6;7;0;35;39;0.0;34;17.0;2;38;48.96;51.75;1;1;1;3;2;3;3;3;35.0;35.4;3;2.0;35.111111111111114
2;36;32;31;42;48.29;30;1;15.0;44.51;0;1;35;30;53.24;0.0;35;6;17.0;2;30;2;2;52.71;2;6;7;0;40;38;0.0;32;17.0;1;36;59.17;41.63;1;0;1;3;2;3;3;3;32.529411764705884;35.6;3;2.0;31.27777777777778
2;30;31;0;42;54.35;0;1;12.0;59.67;1;1;33;30;47.34;3.0;43;4;11.0;0;40;1;0;64.12;3;4;6;0;27;41;0.0;33;11.0;0;40;46.58;47.31;1;0;1;3;2;3;3;3;31.636363636363637;35.46666666666667;3;2.0;32.666666666666664
2;38;35;43;38;54.28;32;1;15.0;56.82;0;1;31;42;57.8;0.0;39;6;17.0;1;38;1;2;55.27;2;6;7;0;40;37;0.0;45;17.0;1;41;54.03;48.75;1;0;1;3;2;3;3;3;37.705882352941174;39.93333333333333;3;2.0;35.888888888888886
2;35;39;31;42;56.32;35;1;15.0;58.01;0;1;36;33;55.79;0.0;32;6;17.0;1;36;1;2;67.28;3;6;7;0;41;33;0.0;34;17.0;1;37;45.05;52.03;1;0;1;3;2;3;3;3;34.94117647058823;36.4;3;2.0;36.22222222222222
