NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;BIOLOGIA_ICFES;NOTA_HIST;QUIMICA_ICFES;NOTA_SEM;FILOSOFIA_ICFES;IDIOMA_ICFES;LITERATURA_ICFES;NOTA_DIF;CON_MAT_ICFES;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;GENERO;EPA_UNO;VECES_DIF;VECES_DITO;VECES_SEM;VECES_CD&C;VECES_TEXTOS;CAR_UNO;LOCALIDAD;NAC_UNO;CREDITOS_DIF;NCC_UNO;CREDITOS_TEXTOS;CREDITOS_SEM;CREDITOS_ALGEBRA;PROMEDIO_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
30;40;35;40;15.0;7;66.77;35;69.64;40;72.54;69.93;59.4;30;60.91;0;1;1;0.0;1;2;1;1;1;1;1;0;9;7;4;15.0;2;1;3;34.0;2.0;34.94117647058823
30;38;35;15;10.0;5;60.48;40;59.0;30;44.32;58.01;59.27;24;78.36;2;1;4;5.0;0;2;4;2;2;4;2;6;1;7;4;15.0;2;1;3;30.466666666666665;2.0;32.45454545454545
21;44;35;45;12.0;6;52.34;35;63.93;35;65.24;68.86;67.8;31;53.16;1;1;4;3.0;0;2;3;2;1;1;1;3;20;7;4;15.0;2;1;3;33.0;1.0;19.823529411764707
24;15;15;15;1.0;1;57.8;23;66.48;30;59.66;52.08;59.27;23;65.63;6;3;3;14.0;0;1;3;3;2;1;2;6;20;7;4;15.0;2;1;3;21.0;1.0;22.0
30;30;40;35;15.0;7;68.87;40;63.93;35;56.82;61.66;62.11;30;65.63;0;1;1;0.0;1;2;2;1;1;1;1;1;8;7;4;15.0;2;1;3;33.333333333333336;2.0;32.470588235294116
37;35;40;35;15.0;7;60.48;40;69.14;40;66.58;62.94;77.28;35;83.87;0;1;2;0.0;1;2;2;1;1;1;1;2;16;7;4;15.0;2;1;3;37.06666666666667;2.0;34.529411764705884
30;40;45;45;15.0;7;63.99;40;66.99;30;57.9;64.7;56.55;30;66.17;0;1;1;0.0;1;2;1;1;1;1;1;0;19;7;4;15.0;2;1;3;35.666666666666664;2.0;39.470588235294116
40;35;40;45;15.0;7;65.98;45;69.14;40;79.06;71.98;65.03;32;79.26;0;1;2;0.0;1;2;2;1;1;1;1;2;7;7;4;15.0;2;1;3;38.2;2.0;36.705882352941174
34;42;30;40;15.0;7;66.77;35;69.64;36;60.81;44.51;56.55;30;69.01;0;1;2;0.0;0;2;2;2;2;1;1;4;20;7;4;15.0;2;1;3;34.13333333333333;2.0;34.8235294117647
30;30;40;35;15.0;7;60.48;35;66.48;30;63.68;44.51;59.4;30;63.5;0;1;1;0.0;0;2;2;1;1;1;1;1;20;7;4;15.0;2;1;3;32.333333333333336;2.0;34.588235294117645
34;30;35;40;15.0;7;60.48;40;63.93;35;69.52;79.4;62.21;34;69.01;0;1;4;0.0;0;2;3;1;1;1;1;2;11;7;4;15.0;2;1;3;34.86666666666667;2.0;32.1764705882353
30;40;40;40;15.0;7;66.77;40;66.99;35;72.54;58.47;56.55;30;63.5;0;1;1;0.0;1;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;35.0;2.0;35.529411764705884
36;30;35;35;15.0;7;63.2;40;61.43;30;62.46;61.66;62.11;30;60.51;0;1;4;0.0;1;2;4;1;1;1;1;2;11;7;4;15.0;2;1;3;33.53333333333333;2.0;34.294117647058826
35;35;45;45;15.0;7;53.19;40;72.45;35;62.46;61.66;77.1;40;71.35;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;39.0;2.0;38.88235294117647
30;30;30;40;15.0;7;52.34;30;54.1;40;60.81;69.93;65.03;38;66.17;0;1;1;0.0;0;2;2;1;1;1;1;1;20;7;4;15.0;2;1;3;33.46666666666667;2.0;33.705882352941174
30;35;30;40;11.0;6;60.48;30;63.93;30;75.71;57.29;65.03;25;60.91;1;2;3;4.0;0;2;4;1;1;1;1;3;8;7;4;15.0;2;1;3;30.0;2.0;32.36363636363637
25;20;40;45;6.0;4;55.92;40;66.99;40;53.93;59.21;56.41;15;58.05;3;1;2;9.0;0;1;2;2;1;1;1;3;20;7;4;15.0;2;1;3;28.0;1.0;1.0
32;35;40;40;15.0;7;75.16;45;66.48;35;51.89;68.41;62.21;30;75.41;0;1;2;0.0;0;2;1;1;1;1;1;1;10;7;4;15.0;2;1;3;35.4;2.0;35.76470588235294
30;39;35;35;15.0;7;66.77;40;64.44;30;60.81;82.38;70.87;30;58.38;0;1;1;0.0;1;2;2;2;1;1;1;2;6;7;4;15.0;2;1;3;33.53333333333333;2.0;32.88235294117647
30;32;28;35;13.0;6;53.19;36;52.07;30;60.81;75.52;67.92;30;72.05;1;4;2;2.0;0;2;3;2;1;1;4;5;9;7;4;15.0;2;1;3;31.133333333333333;1.0;23.5
30;35;40;40;11.0;6;61.28;40;59.52;40;69.52;55.62;65.03;27;60.91;1;1;5;4.0;0;2;5;1;1;1;1;2;11;7;4;15.0;2;1;3;33.86666666666667;2.0;32.09090909090909
30;30;40;35;15.0;7;60.48;45;54.1;35;48.66;47.15;62.21;30;69.01;0;1;1;0.0;1;2;2;2;1;1;1;2;11;7;4;15.0;2;1;3;34.0;1.0;19.58823529411765
33;39;40;30;15.0;7;47.48;40;72.45;35;54.95;69.93;50.6;34;75.41;0;1;3;0.0;0;2;3;2;1;1;1;3;11;7;4;15.0;2;1;3;35.86666666666667;1.0;25.058823529411764
30;35;40;30;15.0;7;53.19;45;57.08;30;62.46;58.47;73.83;30;60.51;0;1;2;0.0;0;2;2;1;1;1;1;2;10;7;4;15.0;2;1;3;34.0;2.0;35.1764705882353
32;31;40;39;15.0;7;49.51;40;71.97;40;62.46;68.86;64.91;30;74.62;0;1;2;0.0;0;2;2;2;1;2;1;4;11;7;4;15.0;2;1;3;34.46666666666667;2.0;35.1764705882353
35;45;40;40;15.0;7;66.77;40;75.48;45;63.68;67.41;65.03;35;60.91;0;1;1;0.0;0;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;38.666666666666664;2.0;39.64705882352941
30;35;30;30;15.0;7;63.2;45;69.14;30;57.9;59.21;62.21;30;75.41;0;1;1;0.0;0;2;3;1;2;1;1;2;8;7;4;15.0;2;1;3;32.666666666666664;1.0;24.529411764705884
31;35;30;40;15.0;7;63.99;30;66.99;40;60.81;53.27;65.03;31;53.37;0;1;2;0.0;1;2;2;1;1;1;1;2;8;7;4;15.0;2;1;3;32.46666666666667;2.0;37.64705882352941
33;35;35;35;15.0;7;75.16;40;61.43;35;71.0;62.13;56.41;33;71.35;0;1;2;0.0;0;2;3;1;1;1;1;2;19;7;4;15.0;2;1;3;34.733333333333334;2.0;33.64705882352941
30;35;40;45;15.0;7;65.98;40;63.93;30;69.52;69.93;65.03;30;69.01;0;1;1;0.0;1;2;1;1;1;1;1;0;7;7;4;15.0;2;1;3;34.333333333333336;2.0;33.529411764705884
35;42;40;30;15.0;7;63.2;40;71.97;35;54.95;54.45;59.4;30;75.41;0;1;1;0.0;0;2;2;2;2;1;1;3;9;7;4;15.0;2;1;3;35.6;2.0;32.470588235294116
31;35;40;35;15.0;7;55.92;40;61.96;35;54.95;65.57;70.87;30;60.91;0;1;4;0.0;0;2;1;1;1;1;1;1;8;7;4;15.0;2;1;3;34.2;2.0;34.05882352941177
30;35;40;40;15.0;7;58.6;45;69.64;30;48.66;62.94;53.63;30;66.17;0;1;1;0.0;1;2;3;1;2;1;1;2;16;7;4;15.0;2;1;3;34.666666666666664;1.0;28.647058823529413
31;35;35;35;15.0;7;63.2;40;59.0;40;56.82;53.27;53.5;30;65.63;0;1;2;0.0;0;2;2;1;1;1;1;2;11;7;4;15.0;2;1;3;33.86666666666667;2.0;35.529411764705884
30;30;40;40;15.0;7;61.28;40;61.96;30;45.2;54.45;53.63;30;69.01;0;1;1;0.0;0;2;3;1;1;1;1;1;20;7;4;15.0;2;1;3;33.333333333333336;2.0;36.81818181818182
35;35;45;45;15.0;7;63.99;45;69.64;40;57.9;81.98;59.4;30;72.05;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;37.333333333333336;2.0;33.88235294117647
30;30;35;40;15.0;7;68.87;40;63.93;35;71.0;65.57;67.8;30;71.35;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;33.0;2.0;34.64705882352941
30;30;40;35;15.0;7;58.6;45;69.64;40;62.46;64.24;64.91;30;53.16;0;1;1;0.0;1;2;3;1;1;1;1;1;20;7;4;15.0;2;1;3;34.333333333333336;2.0;34.705882352941174
35;45;40;45;15.0;7;82.9;45;63.93;40;71.0;68.41;73.83;35;58.05;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;39.333333333333336;3.0;41.0
33;35;40;45;15.0;7;63.99;40;59.52;45;62.46;71.98;67.8;30;60.51;0;1;4;0.0;1;2;2;1;1;1;1;2;7;7;4;15.0;2;1;3;35.93333333333333;2.0;36.294117647058826
30;30;40;30;15.0;7;60.48;45;71.97;40;71.0;77.13;70.74;37;65.63;0;1;1;0.0;1;2;2;1;1;1;1;1;18;7;4;15.0;2;1;3;35.86666666666667;2.0;35.470588235294116
37;30;40;35;15.0;7;66.77;45;64.44;35;66.58;58.47;56.55;30;66.17;0;1;3;0.0;0;2;2;1;1;1;1;2;7;7;4;15.0;2;1;3;35.4;2.0;35.64705882352941
35;35;40;40;15.0;7;69.65;45;72.45;40;59.66;54.45;62.11;36;71.35;0;1;1;0.0;0;2;4;1;1;1;1;1;16;7;4;15.0;2;1;3;37.93333333333333;2.0;32.8235294117647
25;30;40;45;8.0;5;47.48;45;57.08;40;63.68;50.87;62.21;15;45.38;2;1;5;7.0;0;2;4;1;1;1;1;2;20;7;4;15.0;2;1;3;30.0;1.0;19.875
34;35;40;45;15.0;7;68.87;45;59.0;30;51.89;58.01;56.55;31;69.01;0;1;2;0.0;0;2;3;1;1;1;1;2;20;7;4;15.0;2;1;3;36.06666666666667;2.0;31.705882352941178
15;30;15;15;5.0;3;75.16;40;69.14;31;56.82;69.93;64.91;22;71.35;4;1;4;10.0;0;1;4;3;3;4;4;6;7;7;4;15.0;2;1;3;23.266666666666666;1.0;9.25
30;40;40;45;15.0;7;49.51;30;61.43;40;65.24;47.58;64.91;39;58.05;0;1;1;0.0;0;2;2;1;1;1;1;1;8;7;4;15.0;2;1;3;36.733333333333334;2.0;37.64705882352941
30;35;30;35;11.0;6;69.65;40;66.99;35;60.81;56.82;59.4;23;55.89;1;1;1;4.0;0;2;4;1;1;1;1;1;8;7;4;15.0;2;1;3;30.8;1.0;21.272727272727273
20;35;40;40;8.0;5;60.48;40;59.0;40;56.82;45.84;59.27;15;60.51;2;1;2;7.0;0;1;2;1;1;1;1;2;4;7;4;15.0;2;1;3;28.666666666666668;1.0;7.8
40;40;45;45;15.0;7;63.2;45;59.0;36;53.93;62.94;73.83;30;71.35;0;1;1;0.0;0;2;1;1;2;1;1;1;7;7;4;15.0;2;1;3;38.733333333333334;2.0;32.8
30;30;40;30;15.0;7;75.95;40;66.99;40;63.68;73.68;70.87;32;55.89;0;1;2;0.0;0;2;3;1;1;1;1;2;7;7;4;15.0;2;1;3;33.86666666666667;2.0;30.41176470588235
30;40;40;40;15.0;7;58.6;30;59.52;30;50.93;58.47;64.91;30;60.51;0;1;1;0.0;0;2;3;1;1;1;1;1;4;7;4;15.0;2;1;3;33.333333333333336;2.0;33.05882352941177
30;30;35;40;11.0;6;53.19;40;54.61;35;53.93;55.62;67.8;26;71.35;1;1;1;4.0;0;2;2;1;1;1;1;1;13;7;4;15.0;2;1;3;31.933333333333334;1.0;23.25
17;30;30;30;8.0;5;53.19;30;66.99;33;53.93;50.1;59.27;28;65.63;2;1;2;7.0;1;1;3;1;2;1;1;3;19;7;4;15.0;2;1;3;27.066666666666666;1.0;19.333333333333332
30;30;35;45;11.0;6;60.48;40;51.58;30;50.93;58.01;62.11;20;78.36;1;1;3;4.0;0;2;4;1;2;1;1;3;19;7;4;15.0;2;1;3;30.333333333333332;1.0;25.181818181818183
30;30;40;40;15.0;7;58.6;45;66.99;30;62.46;48.42;64.91;31;63.02;0;1;4;0.0;1;2;2;1;1;1;1;2;8;7;4;15.0;2;1;3;34.266666666666666;2.0;33.94117647058823
31;37;39;38;15.0;7;54.16;47;58.82;32;32.21;68.31;60.16;35;81.33;0;1;1;0.0;0;2;4;2;1;1;1;2;20;7;4;15.0;2;1;3;36.6;2.0;33.27272727272727
37;37;37;39;15.0;7;61.52;47;76.27;37;52.03;69.93;58.33;38;67.28;0;1;1;0.0;0;2;1;1;1;1;1;0;16;7;4;15.0;2;1;3;38.733333333333334;2.0;35.23529411764706
33;38;37;38;15.0;7;55.21;47;65.81;41;61.84;66.95;58.33;31;64.12;0;1;1;0.0;1;2;1;1;1;1;1;0;7;7;4;15.0;2;1;3;36.4;2.0;34.11764705882353
34;33;35;37;15.0;7;47.34;42;61.2;38;52.03;68.41;64.85;30;61.16;0;1;1;0.0;1;2;1;1;1;1;1;0;5;7;4;15.0;2;1;3;34.46666666666667;2.0;34.705882352941174
30;40;36;37;15.0;7;58.75;40;51.07;33;48.56;87.56;64.17;38;68.85;0;1;1;0.0;0;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;36.266666666666666;2.0;32.11764705882353
36;37;37;38;15.0;7;59.32;42;63.39;43;36.96;73.24;56.32;37;74.79;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;37.93333333333333;2.0;35.94117647058823
32;30;37;39;15.0;7;59.89;45;55.8;35;48.75;67.41;54.28;35;69.96;0;1;1;0.0;0;2;3;1;1;1;1;1;11;7;4;15.0;2;1;3;35.6;1.0;22.785714285714285
34;35;0;10;12.0;5;56.82;40;54.3;38;46.77;56.48;50.37;39;88.88;2;1;1;3.0;0;2;2;1;1;4;1;2;20;7;4;15.0;2;1;3;30.4;1.0;24.58823529411765
31;34;38;35;15.0;7;67.79;44;56.55;43;46.79;50.86;52.42;31;76.1;0;1;1;0.0;1;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;35.13333333333333;2.0;34.23529411764706
42;37;39;37;15.0;7;59.89;45;57.63;38;44.91;61.66;64.85;37;67.28;0;1;1;0.0;0;2;1;1;1;1;1;0;4;7;4;15.0;2;1;3;39.4;2.0;34.529411764705884
41;36;33;38;15.0;7;61.52;37;53.65;41;48.75;81.98;56.23;36;66.56;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;37.2;2.0;36.11764705882353
33;39;36;38;15.0;7;47.62;40;56.55;34;46.79;62.69;59.95;31;65.46;0;1;2;0.0;0;2;1;1;1;1;1;1;11;7;4;15.0;2;1;3;35.0;2.0;32.94117647058823
30;33;36;36;15.0;7;66.5;40;55.44;36;39.78;59.21;58.33;30;67.28;0;1;2;0.0;0;2;3;1;2;1;1;3;20;7;4;15.0;2;1;3;33.333333333333336;2.0;32.64705882352941
42;43;40;37;15.0;7;55.21;48;59.17;33;46.43;56.82;58.25;31;55.27;0;1;1;0.0;0;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;38.8;2.0;39.23529411764706
31;30;31;40;15.0;7;67.08;40;54.03;35;52.03;73.24;60.38;32;61.16;0;1;1;0.0;0;2;4;2;1;1;1;2;10;7;4;15.0;2;1;3;33.2;2.0;32.23529411764706
21;27;27;37;4.0;3;49.94;42;52.28;30;48.75;48.86;43.93;20;66.56;4;1;3;11.0;0;1;3;1;1;1;2;3;3;7;4;15.0;2;1;3;26.8;2.0;35.0
32;30;33;37;15.0;7;54.77;40;50.85;33;55.96;56.48;61.03;31;61.49;0;1;2;0.0;1;2;2;1;1;1;1;2;8;7;4;15.0;2;1;3;33.06666666666667;1.0;28.647058823529413
37;38;40;38;15.0;7;55.79;44;59.53;38;44.08;69.93;52.31;40;55.27;0;1;1;0.0;1;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;39.4;2.0;38.0
30;38;40;40;15.0;7;55.79;48;61.55;37;52.03;68.86;54.35;34;70.78;0;1;1;0.0;1;2;2;1;1;1;1;1;7;7;4;15.0;2;1;3;37.0;2.0;35.8235294117647
42;37;40;39;15.0;7;54.13;39;56.98;43;51.21;45.94;58.05;34;65.93;0;1;1;0.0;0;2;1;1;1;1;1;0;7;7;4;15.0;2;1;3;38.4;2.0;35.94117647058823
40;39;36;39;15.0;7;65.04;48;51.89;31;47.29;71.12;62.78;33;63.76;0;1;1;0.0;0;2;1;1;1;1;1;0;14;7;4;15.0;2;1;3;37.86666666666667;2.0;33.64705882352941
33;39;34;37;15.0;7;55.21;42;57.27;38;53.3;94.05;62.45;33;60.6;0;1;1;0.0;1;2;1;1;1;1;1;0;16;7;4;15.0;2;1;3;35.733333333333334;2.0;32.35294117647059
32;42;40;37;15.0;7;55.79;44;54.03;41;54.39;65.57;56.32;32;74.79;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;36.93333333333333;2.0;34.1764705882353
34;39;40;37;15.0;7;49.94;44;55.8;38;56.79;61.66;54.35;31;61.16;0;1;1;0.0;1;2;1;1;1;1;1;0;19;7;4;15.0;2;1;3;36.46666666666667;2.0;34.529411764705884
41;44;44;41;15.0;7;57.23;43;57.27;39;49.69;75.1;60.38;40;61.16;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;41.666666666666664;2.0;38.05882352941177
30;33;34;37;15.0;7;57.8;44;50.53;36;52.03;45.84;52.4;31;58.38;0;1;1;0.0;0;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;33.93333333333333;2.0;32.23529411764706
31;30;38;39;15.0;7;55.21;39;57.27;38;46.43;79.81;58.25;32;66.56;0;1;1;0.0;1;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;34.13333333333333;2.0;35.294117647058826
31;40;37;41;15.0;7;49.34;47;55.44;38;65.95;54.92;50.31;32;60.6;0;1;1;0.0;1;2;1;1;1;1;1;0;7;7;4;15.0;2;1;3;36.53333333333333;2.0;32.8235294117647
40;39;38;39;15.0;7;55.79;45;59.53;42;48.75;81.98;52.31;36;63.47;0;1;1;0.0;1;2;1;1;1;1;1;0;9;7;4;15.0;2;1;3;39.266666666666666;3.0;41.1764705882353
36;44;37;39;15.0;7;50.78;36;49.12;30;64.01;39.05;54.54;30;56.46;0;1;3;0.0;0;2;3;1;1;1;1;2;11;7;4;15.0;2;1;3;35.4;2.0;32.529411764705884
32;33;39;36;15.0;7;51.3;45;63.39;34;60.48;53.27;52.31;30;63.47;0;1;1;0.0;1;2;1;1;1;1;1;0;5;7;4;15.0;2;1;3;34.666666666666664;2.0;35.529411764705884
20;31;40;36;12.0;6;51.94;35;57.36;33;51.65;53.32;52.97;30;61.4;1;1;3;3.0;0;2;1;1;3;1;1;2;18;7;4;15.0;2;1;3;30.733333333333334;1.0;21.0
30;30;38;38;11.0;6;51.3;43;48.39;32;47.31;77.55;54.35;21;64.12;1;1;2;4.0;0;2;2;1;1;1;1;2;16;7;4;15.0;2;1;3;31.066666666666666;1.0;18.5
30;45;39;39;15.0;7;59.89;40;52.28;35;46.43;57.29;52.31;30;60.6;0;1;2;0.0;0;2;1;1;1;1;1;1;16;7;4;15.0;2;1;3;35.46666666666667;2.0;34.88235294117647
33;42;37;36;15.0;7;54.13;42;51.26;39;51.21;59.9;56.37;33;54.94;0;1;1;0.0;0;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;36.53333333333333;2.0;33.470588235294116
30;32;36;37;15.0;7;59.32;40;57.27;32;39.78;60.44;46.27;30;67.28;0;1;2;0.0;0;2;2;1;1;1;1;2;20;7;4;15.0;2;1;3;33.0;2.0;34.35294117647059
26;30;38;32;12.0;6;64.2;41;52.9;36;38.84;54.64;55.57;30;68.85;1;1;3;3.0;1;2;2;1;2;1;1;3;19;7;4;15.0;2;1;3;32.266666666666666;2.0;34.72727272727273
26;48;38;43;12.0;6;35.73;39;57.27;37;39.03;75.52;56.23;30;66.56;1;1;3;3.0;0;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;35.2;2.0;32.42857142857143
40;35;40;35;15.0;7;49.34;41;53.65;43;47.31;54.45;58.33;39;61.16;0;1;2;0.0;1;2;1;1;1;1;1;1;16;7;4;15.0;2;1;3;39.06666666666667;2.0;35.1764705882353
33;45;40;42;15.0;7;51.3;43;51.9;42;55.62;68.41;60.29;35;63.47;0;1;1;0.0;1;2;1;1;1;1;1;0;19;7;4;15.0;2;1;3;38.6;2.0;36.705882352941174
33;34;38;38;15.0;7;45.5;40;49.27;41;46.1;48.4;56.18;31;57.27;0;1;2;0.0;1;2;2;1;1;1;1;2;10;7;4;15.0;2;1;3;35.06666666666667;2.0;36.588235294117645
30;42;33;34;15.0;7;59.32;40;48.39;31;51.03;89.24;52.31;30;60.6;0;1;2;0.0;1;2;3;1;1;1;1;2;13;7;4;15.0;2;1;3;33.666666666666664;2.0;31.764705882352942
10;30;35;39;8.0;5;55.79;42;52.28;32;49.69;66.03;56.32;9;67.28;2;1;3;7.0;1;1;2;1;1;1;1;2;8;7;4;15.0;2;1;3;23.4;1.0;24.625
32;44;39;37;15.0;7;51.9;43;53.09;32;46.38;58.59;56.37;31;65.93;0;1;3;0.0;1;2;1;1;1;1;1;1;8;7;4;15.0;2;1;3;36.06666666666667;2.0;36.294117647058826
30;35;35;37;15.0;7;47.62;35;52.62;31;57.15;31.34;55.57;36;59.77;0;1;1;0.0;0;2;3;1;1;1;1;1;19;7;4;15.0;2;1;3;34.13333333333333;2.0;34.64705882352941
36;44;40;41;15.0;7;55.79;44;55.8;40;56.79;62.13;54.35;34;55.69;0;1;1;0.0;1;2;2;1;1;1;1;1;15;7;4;15.0;2;1;3;38.733333333333334;2.0;35.88235294117647
30;30;36;31;11.0;6;55.21;34;55.44;35;46.43;58.01;52.31;27;60.6;1;1;1;4.0;0;2;3;1;2;1;1;2;11;7;4;15.0;2;1;3;30.933333333333334;1.0;27.125
35;41;39;35;15.0;7;59.32;40;48.39;39;47.31;53.27;56.32;31;61.16;0;1;3;0.0;0;2;2;1;1;1;1;2;6;7;4;15.0;2;1;3;36.2;2.0;35.35294117647059
23;31;35;36;8.0;5;53.07;41;60.27;34;53.46;44.71;61.07;23;58.94;2;1;3;7.0;0;1;3;1;2;1;1;3;20;7;4;15.0;2;1;3;29.666666666666668;1.0;20.5
25;37;39;35;12.0;6;64.45;35;54.03;30;39.78;69.93;54.35;30;64.12;1;1;3;3.0;0;2;3;1;1;1;1;2;12;7;4;15.0;2;1;3;32.13333333333333;2.0;34.375
37;39;33;38;15.0;7;62.09;41;46.93;34;48.75;54.45;50.31;30;73.85;0;1;3;0.0;0;2;2;1;1;1;1;2;16;7;4;15.0;2;1;3;35.266666666666666;2.0;34.64705882352941
33;42;40;39;15.0;7;51.95;41;52.62;36;49.23;47.17;54.32;30;57.11;0;1;2;0.0;0;2;2;1;1;1;1;2;10;7;4;15.0;2;1;3;36.0;2.0;35.294117647058826
31;41;39;35;15.0;7;40.94;40;48.97;30;50.76;52.09;53.22;31;60.49;0;1;2;0.0;0;2;1;1;1;1;1;1;11;7;4;15.0;2;1;3;34.8;2.0;33.88235294117647
40;37;37;37;15.0;7;43.82;38;52.28;35;48.75;55.62;50.31;31;50.18;0;1;3;0.0;0;2;3;1;1;1;1;2;8;7;4;15.0;2;1;3;36.0;2.0;34.88235294117647
16;44;40;38;8.0;5;59.89;39;61.55;31;49.69;65.57;56.32;5;58.38;2;1;2;7.0;0;1;2;1;1;1;1;2;11;7;4;15.0;2;1;3;25.533333333333335;1.0;0.5454545454545454
4;30;38;36;8.0;5;49.34;39;48.39;31;48.75;58.47;62.45;17;60.6;2;1;2;7.0;0;1;3;1;2;1;1;3;7;7;4;15.0;2;1;3;24.066666666666666;1.0;20.0
31;36;38;34;15.0;7;49.94;40;46.93;36;46.43;54.45;56.23;30;60.6;0;1;2;0.0;1;2;2;1;2;1;1;3;7;7;4;15.0;2;1;3;34.06666666666667;2.0;33.294117647058826
30;44;35;36;15.0;7;59.32;41;55.44;36;47.31;70.37;56.32;34;61.16;0;1;2;0.0;1;2;3;1;1;1;1;2;16;7;4;15.0;2;1;3;35.86666666666667;2.0;34.35294117647059
27;34;35;36;12.0;6;51.3;39;55.44;31;55.62;66.03;62.45;31;60.6;1;1;3;3.0;0;2;2;1;1;1;1;2;18;7;4;15.0;2;1;3;32.53333333333333;2.0;34.90909090909091
30;40;40;34;15.0;7;53.82;42;46.93;37;54.39;44.51;54.35;30;61.16;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;35.0;2.0;34.470588235294116
32;35;38;40;15.0;7;55.79;42;50.53;36;47.31;53.27;56.32;30;55.69;0;1;2;0.0;1;2;2;1;2;1;1;3;11;7;4;15.0;2;1;3;34.8;2.0;33.529411764705884
16;30;37;36;8.0;5;55.21;38;48.39;36;44.91;42.07;56.32;16;55.69;2;1;3;7.0;0;1;2;1;2;1;1;3;4;7;4;15.0;2;1;3;26.266666666666666;1.0;21.818181818181817
31;30;39;37;15.0;7;53.82;42;57.63;36;41.63;60.9;58.25;34;55.27;0;1;3;0.0;1;2;3;1;2;1;1;3;20;7;4;15.0;2;1;3;34.93333333333333;2.0;34.294117647058826
35;38;38;39;15.0;7;41.07;41;48.96;33;51.75;41.43;56.37;30;59.77;0;1;2;0.0;1;2;2;1;2;1;1;3;20;7;4;15.0;2;1;3;35.4;2.0;35.0
40;35;36;38;15.0;7;53.24;42;59.17;30;41.63;44.51;48.29;30;52.71;0;1;2;0.0;0;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;35.6;2.0;32.529411764705884
27;43;40;41;12.0;6;47.34;42;46.58;40;47.31;59.67;54.35;30;64.12;1;1;3;3.0;0;2;3;1;1;1;1;2;20;7;4;15.0;2;1;3;35.46666666666667;2.0;31.636363636363637
40;39;41;37;15.0;7;57.8;38;54.03;38;48.75;56.82;54.28;42;55.27;0;1;2;0.0;0;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;39.93333333333333;2.0;37.705882352941174
23;30;24;34;6.0;4;46.76;38;54.3;34;49.02;62.69;52.54;23;58.94;3;1;2;9.0;0;1;3;1;2;1;2;4;11;7;4;15.0;2;1;3;27.533333333333335;1.0;10.363636363636363
41;32;37;33;15.0;7;55.79;42;45.05;36;52.03;58.01;56.32;33;67.28;0;1;3;0.0;0;2;3;1;2;3;1;4;11;7;4;15.0;2;1;3;36.4;2.0;34.94117647058823
10;14;40;27;4.0;2;51.3;38;48.39;26;49.69;62.13;50.41;15;58.38;5;1;3;11.0;0;1;3;3;3;2;1;5;19;7;4;15.0;2;1;3;21.8;1.0;18.0
33;44;46;43;15.0;7;56.51;47;50.78;37;49.23;48.4;52.56;38;65.46;0;1;1;0.0;1;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;40.333333333333336;2.0;35.05882352941177
31;36;38;37;15.0;7;59.32;40;57.27;33;51.03;58.01;58.25;30;55.27;0;1;1;0.0;0;2;3;1;1;1;1;1;7;7;4;15.0;2;1;3;34.06666666666667;2.0;33.705882352941174
30;39;38;36;15.0;7;55.21;40;59.17;31;52.03;53.27;52.4;30;64.12;0;1;2;0.0;1;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;34.06666666666667;2.0;34.529411764705884
15;39;40;11;5.0;3;51.88;14;43.06;37;53.3;55.62;50.31;15;60.6;4;2;2;10.0;1;1;3;2;2;2;2;7;8;7;4;15.0;2;1;3;22.6;1.0;16.0
30;30;36;34;15.0;7;49.94;38;46.93;30;47.31;60.9;50.41;30;53.05;0;1;1;0.0;0;2;3;1;1;1;1;1;8;7;4;15.0;2;1;3;32.13333333333333;2.0;31.41176470588235
