NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;BIOLOGIA_ICFES;NOTA_HIST;QUIMICA_ICFES;NOTA_SEM;FILOSOFIA_ICFES;IDIOMA_ICFES;LITERATURA_ICFES;NOTA_DIF;CON_MAT_ICFES;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;GENERO;EPA_UNO;VECES_DIF;VECES_DITO;VECES_SEM;VECES_CD&C;VECES_TEXTOS;CAR_UNO;LOCALIDAD;NAC_UNO;CREDITOS_DIF;NCC_UNO;CREDITOS_TEXTOS;CREDITOS_SEM;CREDITOS_ALGEBRA;PROMEDIO_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
41;39;47;42;15.0;7;66.0;38;57.0;35;54.0;51.0;57.0;30;58.0;0;1;3;0.0;1;2;1;1;1;1;1;1;8;7;4;15.0;2;1;3;37.86666666666667;2.0;38.23529411764706
38;37;39;42;15.0;7;41.0;42;56.0;38;53.0;59.0;57.0;33;58.0;0;1;3;0.0;0;2;1;1;1;1;1;1;11;7;4;15.0;2;1;3;37.46666666666667;2.0;32.64705882352941
31;36;40;43;15.0;7;51.0;41;63.0;37;60.0;75.0;53.0;32;61.0;0;1;1;0.0;0;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;35.666666666666664;2.0;32.05882352941177
31;35;33;37;15.0;7;47.0;37;56.0;30;48.0;72.0;57.0;30;58.0;0;1;2;0.0;0;2;1;1;1;1;1;1;11;7;4;15.0;2;1;3;32.666666666666664;2.0;32.64705882352941
33;40;38;33;15.0;7;50.0;41;54.0;30;48.0;50.0;52.0;30;58.0;0;1;1;0.0;1;2;2;1;2;1;1;2;8;7;4;15.0;2;1;3;34.666666666666664;2.0;34.64705882352941
30;30;38;39;15.0;7;52.0;41;49.0;33;45.0;58.0;56.0;33;62.0;0;1;3;0.0;1;2;2;1;2;1;1;3;20;7;4;15.0;2;1;3;34.13333333333333;2.0;34.11764705882353
30;39;35;42;15.0;7;54.0;41;34.0;38;46.0;48.0;63.0;31;61.0;0;1;3;0.0;0;2;1;1;1;1;1;1;10;7;4;15.0;2;1;3;34.93333333333333;2.0;34.64705882352941
32;42;33;32;15.0;7;54.0;42;54.0;31;45.0;61.0;50.0;30;67.0;0;1;1;0.0;0;2;2;1;1;1;1;1;4;7;4;15.0;2;1;3;34.2;2.0;32.07142857142857
24;31;36;30;6.0;4;51.0;27;50.0;32;56.0;47.0;78.0;14;55.0;3;2;2;9.0;0;1;2;1;1;1;1;3;20;7;4;15.0;2;1;3;25.2;1.0;9.0
31;32;36;37;15.0;7;54.0;42;49.0;36;63.0;56.0;55.0;30;58.0;0;1;2;0.0;1;2;2;1;1;1;1;2;10;7;4;15.0;2;1;3;33.733333333333334;2.0;34.470588235294116
19;30;37;41;11.0;5;48.0;41;53.0;24;60.0;45.0;69.0;32;55.0;2;1;2;4.0;1;2;2;1;2;1;1;3;11;7;4;15.0;2;1;3;31.066666666666666;1.0;29.666666666666668
38;41;33;37;15.0;7;53.82;43;46.93;35;42.41;56.82;46.27;36;61.16;0;1;1;0.0;0;2;3;1;1;1;1;1;19;7;4;15.0;2;1;3;37.6;2.0;35.294117647058826
14;31;39;42;8.0;5;52.0;37;54.0;32;38.0;57.0;74.0;20;48.0;2;1;2;7.0;1;1;2;1;1;1;1;2;13;7;4;15.0;2;1;3;27.333333333333332;2.0;34.8
32;34;34;35;15.0;7;54.0;41;54.0;33;50.0;50.0;55.0;30;64.0;0;1;3;0.0;0;2;2;1;1;1;1;2;7;7;4;15.0;2;1;3;33.46666666666667;2.0;33.23529411764706
34;36;34;32;15.0;7;53.24;35;51.9;30;53.3;73.24;50.31;36;63.47;0;1;1;0.0;0;2;3;1;2;1;1;2;10;7;4;15.0;2;1;3;34.53333333333333;2.0;32.76470588235294
16;34;34;28;6.0;3;49.94;43;48.76;29;44.91;50.87;52.4;20;64.12;4;1;2;9.0;0;1;2;1;2;2;1;4;1;7;4;15.0;2;1;3;27.133333333333333;1.0;8.333333333333334
31;36;35;36;15.0;7;54.0;42;55.0;31;59.0;50.0;55.0;33;64.0;0;1;2;0.0;0;2;3;1;1;1;1;2;8;7;4;15.0;2;1;3;34.53333333333333;2.0;32.529411764705884
37;38;45;47;15.0;7;71.0;43;69.0;37;61.0;74.0;65.0;32;83.0;0;1;1;0.0;1;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;38.333333333333336;2.0;37.94117647058823
33;43;47;39;15.0;7;55.0;38;65.0;39;69.0;57.0;64.0;32;68.0;0;1;1;0.0;0;2;2;1;1;1;1;1;11;7;4;15.0;2;1;3;37.4;2.0;34.0
37;38;32;39;15.0;7;64.0;40;62.0;32;66.0;58.0;75.0;31;68.0;0;1;2;0.0;0;2;2;1;2;1;1;3;8;7;4;15.0;2;1;3;35.06666666666667;2.0;34.35294117647059
41;42;42;46;15.0;7;56.0;38;68.0;34;61.0;47.0;57.0;30;75.0;0;1;1;0.0;0;2;1;1;1;1;1;0;16;7;4;15.0;2;1;3;37.8;2.0;34.23529411764706
33;37;37;42;15.0;7;68.0;41;47.0;35;69.0;49.0;91.0;39;63.0;0;1;1;0.0;0;2;1;1;1;1;1;0;7;7;4;15.0;2;1;3;37.46666666666667;2.0;32.705882352941174
25;34;37;43;8.0;5;62.0;42;69.0;35;46.0;54.0;67.0;29;63.0;2;1;2;7.0;0;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;33.0;1.0;24.272727272727273
43;43;45;45;15.0;7;69.0;43;66.0;40;60.0;77.0;67.0;42;80.0;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;42.93333333333333;3.0;41.8235294117647
30;33;41;32;15.0;7;57.0;42;69.0;38;48.0;74.0;67.0;33;59.0;0;1;2;0.0;1;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;34.93333333333333;2.0;34.411764705882355
38;18;33;42;9.0;5;65.0;42;66.0;30;66.0;80.0;64.0;21;68.0;2;1;1;6.0;0;2;2;2;1;1;2;3;11;7;4;15.0;2;1;3;30.4;2.0;30.6
43;39;41;43;15.0;7;62.0;42;65.0;41;70.0;80.0;71.0;30;68.0;0;1;3;0.0;1;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;38.46666666666667;2.0;33.705882352941174
41;38;41;39;15.0;7;59.0;43;65.0;38;59.0;60.0;65.0;41;71.0;0;1;1;0.0;1;2;2;1;1;1;1;1;11;7;4;15.0;2;1;3;40.53333333333333;2.0;36.88235294117647
33;41;42;40;15.0;7;63.0;41;58.0;31;44.0;43.0;58.0;38;86.0;0;1;1;0.0;0;2;2;1;1;1;1;1;11;7;4;15.0;2;1;3;38.0;2.0;35.294117647058826
0;30;17;0;5.0;3;62.0;38;69.0;33;51.0;47.0;56.0;0;62.0;4;1;1;10.0;0;1;1;1;1;1;2;1;5;7;4;15.0;2;1;3;13.533333333333333;1.0;0.375
36;43;38;31;15.0;7;55.0;41;62.0;35;62.0;94.0;67.0;36;65.0;0;1;1;0.0;0;2;1;1;1;1;1;0;6;7;4;15.0;2;1;3;37.46666666666667;2.0;31.941176470588236
36;43;44;37;15.0;7;62.0;42;70.0;42;51.0;57.0;65.0;39;78.0;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;40.06666666666667;2.0;39.470588235294116
45;44;43;47;15.0;7;51.0;48;61.0;42;65.0;77.0;52.0;34;68.0;0;1;1;0.0;0;2;1;1;1;1;1;0;19;7;4;15.0;2;1;3;42.0;2.0;38.64705882352941
40;40;45;47;15.0;7;55.0;43;55.0;39;48.0;53.0;58.0;35;76.0;0;1;2;0.0;1;2;1;1;1;1;1;1;19;7;4;15.0;2;1;3;40.13333333333333;2.0;35.88235294117647
30;40;31;35;15.0;7;59.0;40;65.0;33;61.0;58.0;58.0;35;71.0;0;1;2;0.0;0;2;1;1;1;1;1;1;10;7;4;15.0;2;1;3;34.666666666666664;2.0;33.94117647058823
44;36;37;40;15.0;7;63.0;37;62.0;33;60.0;66.0;63.0;30;64.0;0;1;1;0.0;0;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;36.333333333333336;2.0;37.8235294117647
40;32;34;32;15.0;7;53.0;42;69.0;33;37.0;58.0;62.0;31;71.0;0;1;1;0.0;0;2;1;1;1;1;1;0;18;7;4;15.0;2;1;3;35.0;2.0;37.294117647058826
39;42;37;36;15.0;7;57.0;42;52.0;37;48.0;80.0;64.0;30;65.0;0;1;2;0.0;0;2;1;1;1;1;1;1;4;7;4;15.0;2;1;3;36.8;2.0;34.76470588235294
32;38;43;43;15.0;7;59.0;42;69.0;42;59.0;56.0;60.0;38;68.0;0;1;1;0.0;1;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;38.6;2.0;37.64705882352941
35;39;38;41;15.0;7;53.0;42;54.0;40;55.0;71.0;68.0;30;71.0;0;1;2;0.0;1;2;1;1;1;1;1;1;10;7;4;15.0;2;1;3;36.266666666666666;2.0;37.88235294117647
32;39;42;34;15.0;7;57.0;41;65.0;38;59.0;60.0;58.0;36;62.0;0;1;2;0.0;0;2;1;1;1;1;1;1;11;7;4;15.0;2;1;3;37.06666666666667;2.0;36.0
31;38;36;44;15.0;7;56.0;42;68.0;34;58.0;65.0;66.0;30;71.0;0;1;1;0.0;0;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;34.86666666666667;2.0;36.88235294117647
23;37;34;30;12.0;6;62.0;34;57.0;36;48.0;59.0;64.0;38;71.0;1;1;2;3.0;0;2;3;1;1;1;1;2;1;7;4;15.0;2;1;3;33.13333333333333;1.0;20.818181818181817
30;33;42;32;15.0;7;51.0;43;56.0;32;52.0;56.0;67.0;32;68.0;0;1;2;0.0;1;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;34.53333333333333;2.0;33.64705882352941
33;40;37;36;15.0;7;53.0;41;62.0;40;59.0;83.0;56.0;32;71.0;0;1;1;0.0;0;2;1;1;1;1;1;0;4;7;4;15.0;2;1;3;35.93333333333333;2.0;33.294117647058826
30;39;41;40;15.0;7;62.0;43;77.0;41;53.0;66.0;62.0;30;68.0;0;1;1;0.0;0;2;1;1;1;1;1;0;7;7;4;15.0;2;1;3;35.8;2.0;35.470588235294116
39;38;33;36;11.0;6;51.0;37;59.0;32;53.0;58.0;60.0;25;74.0;1;1;2;4.0;0;2;3;1;1;1;1;2;7;7;4;15.0;2;1;3;33.4;2.0;34.333333333333336
30;40;43;42;15.0;7;55.0;47;69.0;34;51.0;66.0;67.0;30;63.0;0;1;1;0.0;0;2;2;1;1;1;1;1;4;7;4;15.0;2;1;3;36.4;1.0;27.181818181818183
24;33;37;37;8.0;5;65.0;36;70.0;37;49.0;51.0;62.0;20;57.0;2;1;2;7.0;0;1;2;1;1;1;1;2;19;7;4;15.0;2;1;3;29.2;1.0;17.0
33;40;34;41;15.0;7;59.0;43;65.0;35;50.0;56.0;58.0;42;74.0;0;1;3;0.0;0;2;2;1;1;1;1;2;16;7;4;15.0;2;1;3;38.46666666666667;2.0;37.411764705882355
43;36;35;39;15.0;7;56.0;36;62.0;37;42.0;75.0;57.0;31;67.0;0;1;1;0.0;1;2;1;1;2;1;1;1;11;7;4;15.0;2;1;3;36.2;2.0;31.764705882352942
39;44;44;37;15.0;7;68.0;43;59.0;38;48.0;63.0;58.0;42;68.0;0;1;1;0.0;0;2;1;1;1;1;1;0;19;7;4;15.0;2;1;3;41.46666666666667;1.0;11.411764705882353
33;39;38;34;15.0;7;55.0;37;66.0;40;51.0;58.0;60.0;32;62.0;0;1;1;0.0;0;2;1;1;1;1;1;0;18;7;4;15.0;2;1;3;35.266666666666666;2.0;31.941176470588236
0;31;30;40;8.0;5;69.0;42;55.0;33;53.0;52.0;53.0;7;70.0;2;1;1;7.0;0;1;1;1;1;1;2;1;20;7;4;15.0;2;1;3;20.466666666666665;1.0;12.666666666666666
33;37;31;35;15.0;7;59.0;36;52.0;38;60.0;58.0;58.0;32;76.0;0;1;1;0.0;0;2;1;1;1;1;1;0;18;7;4;15.0;2;1;3;33.86666666666667;2.0;34.0
5;20;34;27;5.0;3;55.0;33;66.0;32;51.0;47.0;50.0;25;71.0;4;1;1;10.0;0;1;2;2;1;2;1;3;1;7;4;15.0;2;1;3;23.2;1.0;5.0
9;34;31;33;12.0;6;47.0;32;61.0;34;44.0;42.0;71.0;30;62.0;1;1;1;3.0;0;1;2;1;1;1;1;1;20;7;4;15.0;2;1;3;27.2;1.0;24.0
18;38;35;30;8.0;5;51.0;39;55.0;34;60.0;52.0;52.0;28;77.0;2;1;1;7.0;0;2;2;1;1;1;1;1;10;7;4;15.0;2;1;3;30.266666666666666;1.0;14.181818181818182
30;31;31;42;15.0;7;58.0;41;57.0;36;53.0;63.0;62.0;30;65.0;0;1;2;0.0;0;2;1;1;1;1;1;1;10;7;4;15.0;2;1;3;32.93333333333333;2.0;33.1764705882353
31;40;36;40;15.0;7;60.0;42;59.0;36;51.0;66.0;52.0;35;71.0;0;1;2;0.0;0;2;1;1;1;1;1;1;8;7;4;15.0;2;1;3;36.333333333333336;2.0;32.8235294117647
43;37;37;40;15.0;7;53.0;41;59.0;37;66.0;43.0;65.0;35;62.0;0;1;1;0.0;0;2;2;1;1;1;1;1;8;7;4;15.0;2;1;3;38.4;2.0;34.411764705882355
36;45;37;39;15.0;7;51.0;42;65.0;37;55.0;89.0;50.0;39;80.0;0;1;1;0.0;0;2;1;1;1;1;1;0;20;7;4;15.0;2;1;3;39.2;2.0;35.470588235294116
6;39;40;38;12.0;6;53.0;42;57.0;35;51.0;83.0;60.0;36;71.0;1;1;1;3.0;0;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;31.8;1.0;26.6
48;38;41;43;15.0;7;61.0;34;65.0;37;55.0;71.0;62.0;33;71.0;0;1;1;0.0;1;2;2;1;1;1;1;1;11;7;4;15.0;2;1;3;38.8;2.0;33.588235294117645
6;20;30;31;10.0;5;58.0;39;55.0;35;58.0;60.0;59.0;33;67.0;2;1;2;5.0;0;1;1;3;1;1;1;2;6;7;4;15.0;2;1;3;26.266666666666666;1.0;14.727272727272727
46;37;38;43;15.0;7;49.0;40;61.0;34;50.0;77.0;62.0;34;65.0;0;1;2;0.0;1;2;2;1;1;1;1;2;9;7;4;15.0;2;1;3;38.733333333333334;2.0;33.88235294117647
33;33;38;39;15.0;7;58.0;30;59.0;37;59.0;71.0;62.0;39;65.0;0;1;1;0.0;0;2;3;1;1;1;1;1;8;7;4;15.0;2;1;3;35.53333333333333;2.0;36.0
5;8;30;26;4.0;2;65.0;35;77.0;10;49.0;43.0;48.0;18;65.0;5;1;1;11.0;0;1;2;2;2;2;1;4;19;7;4;15.0;2;1;3;17.933333333333334;1.0;2.0
30;32;32;43;15.0;7;58.0;42;59.0;33;45.0;47.0;68.0;31;63.0;0;1;1;0.0;0;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;33.46666666666667;2.0;34.294117647058826
37;41;39;42;15.0;7;51.0;42;62.0;37;51.0;60.0;60.0;40;68.0;0;1;1;0.0;1;2;2;1;1;1;1;1;1;7;4;15.0;2;1;3;39.6;2.0;35.529411764705884
10;35;36;40;8.0;5;58.0;35;57.0;32;53.0;59.0;54.0;0;52.0;2;2;2;7.0;0;1;1;1;1;1;1;2;11;7;4;15.0;2;1;3;20.933333333333334;1.0;25.90909090909091
37;43;42;45;15.0;7;69.0;43;59.0;36;54.0;52.0;53.0;33;70.0;0;1;1;0.0;1;2;1;1;1;1;1;0;9;7;4;15.0;2;1;3;38.666666666666664;2.0;38.470588235294116
41;37;41;42;15.0;7;62.0;43;54.0;38;66.0;60.0;56.0;33;62.0;0;1;1;0.0;0;2;1;1;1;1;1;0;15;7;4;15.0;2;1;3;38.46666666666667;2.0;34.11764705882353
30;39;36;44;15.0;7;64.0;42;62.0;35;53.0;80.0;71.0;31;68.0;0;1;1;0.0;0;2;2;1;1;1;1;1;10;7;4;15.0;2;1;3;35.13333333333333;2.0;34.76470588235294
34;39;34;39;15.0;7;51.0;41;56.0;38;51.0;57.0;62.0;32;71.0;0;1;3;0.0;0;2;1;1;1;1;1;1;7;7;4;15.0;2;1;3;35.666666666666664;2.0;37.0
30;34;34;31;15.0;7;58.0;41;46.0;38;44.0;77.0;69.0;35;56.0;0;1;1;0.0;0;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;34.46666666666667;2.0;33.88235294117647
24;30;32;41;8.0;5;53.0;40;62.0;31;62.0;53.0;58.0;28;59.0;2;1;3;7.0;0;2;3;3;1;1;2;4;8;7;4;15.0;2;1;3;30.666666666666668;1.0;29.75
36;38;42;37;15.0;7;64.0;42;50.0;42;48.0;58.0;50.0;36;79.0;0;1;1;0.0;1;2;1;1;1;1;1;0;9;7;4;15.0;2;1;3;38.333333333333336;2.0;39.470588235294116
30;37;38;36;15.0;7;57.0;41;59.0;34;41.0;63.0;56.0;30;57.0;0;1;3;0.0;1;2;3;1;1;1;1;2;1;7;4;15.0;2;1;3;34.13333333333333;2.0;31.764705882352942
36;41;35;34;15.0;7;63.0;37;60.0;39;53.0;75.0;46.0;30;77.0;0;1;2;0.0;0;2;1;2;1;1;1;2;8;7;4;15.0;2;1;3;35.13333333333333;2.0;36.11764705882353
36;34;37;36;15.0;7;67.0;41;62.0;38;37.0;43.0;54.0;34;74.0;0;1;2;0.0;1;2;1;1;1;1;1;1;20;7;4;15.0;2;1;3;36.13333333333333;2.0;35.470588235294116
27;32;35;37;12.0;6;62.0;42;66.0;37;49.0;80.0;65.0;32;68.0;1;1;1;3.0;0;2;1;1;1;1;1;0;9;7;4;15.0;2;1;3;33.4;1.0;28.0
37;30;33;30;15.0;7;55.0;38;55.0;40;53.0;50.0;54.0;31;76.0;0;1;3;0.0;1;2;3;2;1;1;1;3;8;7;4;15.0;2;1;3;33.8;1.0;29.272727272727273
34;32;31;32;15.0;7;51.0;40;56.0;31;46.0;50.0;56.0;42;62.0;0;1;2;0.0;0;2;1;1;1;1;1;1;1;7;4;15.0;2;1;3;35.93333333333333;2.0;33.705882352941174
10;30;39;37;12.0;6;55.0;41;62.0;37;51.0;57.0;52.0;36;63.0;1;1;1;3.0;1;2;2;1;2;1;1;2;8;7;4;15.0;2;1;3;31.2;1.0;22.0
33;39;31;34;15.0;7;59.89;33;55.8;40;48.75;67.41;54.28;42;69.96;0;1;1;0.0;0;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;36.46666666666667;2.0;34.76470588235294
36;47;31;32;15.0;7;47.0;38;59.0;41;58.0;56.0;54.0;34;60.0;0;1;2;0.0;0;2;1;1;1;1;1;1;6;7;4;15.0;2;1;3;36.6;2.0;36.588235294117645
32;37;40;37;15.0;7;60.0;43;57.0;43;50.0;75.0;61.0;30;67.0;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;35.733333333333334;2.0;34.705882352941174
5;32;13;32;6.0;4;55.0;35;49.0;36;40.0;58.0;68.0;20;64.0;3;1;1;9.0;0;1;2;1;1;1;2;2;8;7;4;15.0;2;1;3;21.533333333333335;1.0;17.5
41;42;38;47;15.0;7;47.0;45;59.0;37;48.0;56.0;54.0;32;74.0;0;1;1;0.0;0;2;2;1;1;1;1;1;10;7;4;15.0;2;1;3;39.0;2.0;35.529411764705884
40;37;43;41;15.0;7;60.0;42;53.0;39;66.0;63.0;62.0;32;68.0;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;38.13333333333333;2.0;34.470588235294116
41;35;31;42;15.0;7;49.0;34;62.0;36;40.0;43.0;58.0;34;63.0;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;35.8;2.0;35.8235294117647
30;37;40;37;15.0;7;48.0;33;62.0;30;45.0;60.0;56.0;41;59.0;0;1;3;0.0;0;2;2;1;1;1;1;2;7;7;4;15.0;2;1;3;36.06666666666667;2.0;33.27272727272727
31;35;33;40;15.0;7;53.0;36;65.0;34;46.0;43.0;48.0;30;58.0;0;1;1;0.0;0;2;2;1;1;1;1;1;4;7;4;15.0;2;1;3;33.0;2.0;33.64705882352941
30;33;35;47;15.0;7;49.0;42;53.0;34;49.0;43.0;58.0;31;74.0;0;1;3;0.0;1;2;2;1;1;1;1;2;11;7;4;15.0;2;1;3;34.333333333333336;2.0;32.0
33;39;45;38;15.0;7;60.0;42;49.0;43;54.0;50.0;58.0;33;57.0;0;1;1;0.0;1;2;1;1;1;1;1;0;8;7;4;15.0;2;1;3;37.6;2.0;38.588235294117645
30;31;42;40;15.0;7;57.0;42;50.0;40;40.0;59.0;60.0;33;68.0;0;1;1;0.0;1;2;3;1;1;1;1;1;19;7;4;15.0;2;1;3;35.46666666666667;2.0;32.529411764705884
25;30;37;45;8.0;5;55.0;36;62.0;36;59.0;53.0;60.0;22;65.0;2;1;2;7.0;0;2;2;1;1;1;1;2;20;7;4;15.0;2;1;3;30.0;1.0;26.875
30;39;32;42;15.0;7;60.0;39;57.0;33;51.0;53.0;62.0;32;60.0;0;1;2;0.0;1;2;2;1;1;1;1;2;11;7;4;15.0;2;1;3;34.2;2.0;34.0
38;34;40;42;15.0;7;53.0;34;59.0;31;51.0;89.0;65.0;30;63.0;0;1;1;0.0;0;2;2;1;2;1;1;2;16;7;4;15.0;2;1;3;34.86666666666667;1.0;26.666666666666668
40;32;45;40;15.0;7;48.0;36;62.0;37;51.0;42.0;60.0;35;54.0;0;1;1;0.0;0;2;2;1;1;1;1;1;1;7;4;15.0;2;1;3;37.53333333333333;2.0;35.470588235294116
45;32;39;44;15.0;7;64.0;44;55.0;40;56.0;70.0;61.0;30;58.0;0;1;1;0.0;1;2;2;1;1;1;1;1;20;7;4;15.0;2;1;3;37.93333333333333;2.0;32.1764705882353
42;40;40;47;15.0;7;55.0;40;56.0;42;48.0;77.0;58.0;30;65.0;0;1;1;0.0;0;2;1;1;1;1;1;0;9;7;4;15.0;2;1;3;38.333333333333336;2.0;33.35294117647059
31;35;43;32;15.0;7;63.0;34;53.0;31;49.0;50.0;54.0;33;68.0;0;1;2;0.0;0;2;2;2;1;1;1;3;8;7;4;15.0;2;1;3;34.13333333333333;2.0;30.235294117647058
35;41;33;42;11.0;6;71.0;32;69.0;33;50.0;45.0;56.0;0;58.0;1;1;1;4.0;0;1;1;1;1;1;1;0;8;7;4;15.0;2;1;3;26.133333333333333;1.0;8.727272727272727
30;38;33;33;15.0;7;55.0;39;56.0;33;48.0;54.0;56.0;36;59.0;0;1;1;0.0;0;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;34.666666666666664;2.0;33.411764705882355
32;41;35;44;15.0;7;63.0;43;56.0;44;60.0;50.0;62.0;30;59.0;0;1;1;0.0;1;2;2;1;1;1;1;1;10;7;4;15.0;2;1;3;36.13333333333333;2.0;34.529411764705884
33;32;38;43;15.0;7;59.0;44;65.0;34;48.0;63.0;67.0;32;55.0;0;1;1;0.0;1;2;1;1;1;1;1;0;10;7;4;15.0;2;1;3;35.46666666666667;1.0;22.636363636363637
18;30;11;33;5.0;3;59.0;33;62.0;26;48.0;43.0;56.0;15;68.0;4;1;2;10.0;0;1;2;1;2;1;2;4;7;7;4;15.0;2;1;3;21.4;1.0;6.5
38;44;37;40;15.0;7;63.0;40;44.0;39;49.0;49.0;50.0;32;76.0;0;1;1;0.0;0;2;1;1;1;1;1;0;11;7;4;15.0;2;1;3;37.53333333333333;3.0;40.23529411764706
37;31;40;44;11.0;6;55.0;40;54.0;33;73.0;75.0;56.0;18;62.0;1;1;1;4.0;1;2;2;1;1;1;1;1;8;7;4;15.0;2;1;3;32.13333333333333;1.0;21.727272727272727
30;32;35;33;15.0;7;58.0;41;66.0;44;53.0;59.0;56.0;30;52.0;0;1;2;0.0;0;2;2;2;1;1;1;3;20;7;4;15.0;2;1;3;33.53333333333333;2.0;35.1764705882353
18;36;37;40;12.0;6;62.0;41;62.0;33;53.0;74.0;60.0;35;52.0;1;1;2;3.0;0;2;1;1;1;1;1;1;8;7;4;15.0;2;1;3;33.0;1.0;23.6
33;30;30;36;15.0;7;60.0;35;57.0;38;70.0;60.0;60.0;32;55.0;0;1;2;0.0;0;2;1;1;1;1;1;1;16;7;4;15.0;2;1;3;32.733333333333334;1.0;27.8
41;47;40;42;15.0;7;59.0;40;54.0;42;44.0;57.0;56.0;32;68.0;0;1;1;0.0;1;2;1;1;1;1;1;0;18;7;4;15.0;2;1;3;39.266666666666666;2.0;37.35294117647059
23;40;33;43;12.0;6;45.0;40;59.0;40;48.0;63.0;64.0;30;52.0;1;1;3;3.0;1;2;2;1;1;1;1;2;8;7;4;15.0;2;1;3;33.2;2.0;31.705882352941178
38;44;40;37;15.0;7;58.0;38;53.0;34;51.0;68.0;62.0;32;68.0;0;1;1;0.0;1;2;2;1;1;1;1;1;8;7;4;15.0;2;1;3;37.13333333333333;1.0;24.545454545454547
30;36;36;44;15.0;7;68.0;40;52.0;31;46.0;61.0;63.0;32;57.0;0;1;1;0.0;0;2;2;1;1;1;1;1;10;7;4;15.0;2;1;3;34.46666666666667;2.0;34.705882352941174
36;43;30;36;15.0;7;55.79;42;61.55;39;46.43;59.67;46.16;43;55.27;0;1;1;0.0;0;2;1;1;1;1;1;0;4;7;4;15.0;2;1;3;39.0;2.0;34.705882352941174
31;40;44;45;15.0;7;53.0;39;57.0;37;48.0;48.0;48.0;33;67.0;0;1;2;0.0;0;2;1;1;1;1;1;1;2;7;4;15.0;2;1;3;36.86666666666667;2.0;32.294117647058826
30;30;43;43;15.0;7;51.0;40;50.0;35;49.0;30.0;46.0;32;49.0;0;1;2;0.0;0;2;1;1;2;1;2;3;20;7;4;15.0;2;1;3;34.8;2.0;34.11764705882353
30;34;40;45;15.0;7;50.0;40;58.0;35;61.0;46.0;52.0;35;49.0;0;1;3;0.0;1;2;1;1;1;1;1;1;7;7;4;15.0;2;1;3;35.86666666666667;2.0;32.1764705882353
34;38;43;44;15.0;7;68.0;49;89.0;39;56.0;89.0;60.0;33;59.0;0;1;1;0.0;0;2;2;1;1;1;1;1;10;7;4;15.0;2;1;3;38.46666666666667;2.0;33.35294117647059
46;40;45;47;15.0;7;54.0;39;67.0;34;50.0;63.0;59.0;41;74.0;0;1;1;0.0;0;2;1;1;1;1;1;0;19;7;4;15.0;2;1;3;42.06666666666667;2.0;36.35294117647059
34;30;30;39;15.0;7;54.0;40;64.0;38;65.0;80.0;66.0;37;71.0;0;1;2;0.0;1;2;2;1;1;1;1;2;19;7;4;15.0;2;1;3;35.13333333333333;2.0;32.64705882352941
9;42;27;30;6.0;4;59.0;41;63.0;32;51.0;59.0;55.0;25;81.0;3;1;3;9.0;0;1;3;1;1;1;3;3;6;7;4;15.0;2;1;3;27.266666666666666;1.0;6.0
40;40;42;38;15.0;7;62.0;41;62.0;42;43.0;66.0;58.0;33;74.0;0;1;3;0.0;0;2;1;1;1;1;1;1;7;7;4;15.0;2;1;3;38.53333333333333;2.0;34.76470588235294
30;34;43;38;15.0;7;60.0;41;59.0;33;51.0;52.0;62.0;30;71.0;0;1;2;0.0;1;2;2;1;1;1;1;2;20;7;4;15.0;2;1;3;34.46666666666667;2.0;34.05882352941177
35;42;41;41;15.0;7;53.0;40;62.0;40;56.0;71.0;54.0;37;79.0;0;1;2;0.0;0;2;1;1;1;1;1;1;1;7;4;15.0;2;1;3;38.666666666666664;2.0;35.1764705882353
36;42;41;41;15.0;7;59.0;43;77.0;42;66.0;57.0;56.0;30;62.0;0;1;3;0.0;0;2;1;1;1;1;1;1;8;7;4;15.0;2;1;3;37.53333333333333;2.0;36.23529411764706
