NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIA;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS;PROMEDIO_SEIS
716;36.9;43.0;35.73333333333333;29.0;35.0;41.0;0.0;42.0;2;0.0;0.0;42.0;0.0;0.0;0.0;24.0;0.0;0;41.75;0;8;8;0;4;4;0;2;30.0;1;1;44.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;45.0;1;2;41.0;1;2;0.0;0;2;0;0.0
717;34.06666666666667;38.0;34.8235294117647;31.0;30.0;30.0;39.0;33.25;6;32.0;30.0;42.0;30.0;34.0;38.0;32.0;43.0;45;40.1764705882353;0;17;17;0;8;8;0;2;43.0;1;1;35.0;1;3;42.0;1;2;39.0;1;3;41.0;1;2;44.0;1;2;46.0;1;2;36.0;1;2;2;37.70588235294117
719;35.93333333333333;50.0;32.29411764705883;27.5;30.0;31.0;37.0;35.11111111111111;4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42;36.0;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;38.0;1;2;34.0;1;2;0.0;0;2;0.0;0;2;0;0.0
720;33.30769230769231;31.0;29.96666666666667;34.0;24.5;23.0;0.0;31.78571428571428;2;0.0;0.0;21.5;0.0;0.0;0.0;0.0;0.0;0;31.33333333333333;0;6;2;4;3;1;2;2;26.0;1;1;28.0;1;3;0.0;0;2;0.0;0;3;39.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2;35.0
722;37.4;46.0;37.70588235294117;38.0;30.0;41.0;37.0;37.86111111111111;7;32.0;32.5;44.0;40.0;41.0;39.0;40.0;46.0;44;39.52941176470588;1;17;17;0;8;8;0;2;40.0;1;1;35.0;1;3;39.0;1;2;35.0;2;3;43.0;1;2;50.0;1;2;40.0;1;2;39.0;1;2;2;38.70588235294117
723;38.93333333333333;39.0;38.41176470588236;38.0;36.0;29.5;45.0;39.5;7;39.0;38.0;46.0;36.0;46.0;40.0;42.0;31.0;0;39.70588235294117;0;17;17;0;8;8;0;2;34.0;1;1;36.0;1;3;48.0;1;2;35.0;1;3;41.0;1;2;48.0;1;2;44.0;1;2;33.0;1;2;2;38.58823529411764
725;37.13333333333333;36.0;37.46666666666667;34.0;38.0;38.0;0.0;37.09090909090909;3;36.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0;50.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;50.0;1;2;0.0;0;2;0.0;0;2;0;0.0
727;30.95555555555556;35.0;34.11764705882353;23.33333333333333;33.0;34.0;41.0;31.11111111111111;5;25.5;30.0;31.0;41.0;36.0;41.0;30.0;45.0;43;38.76470588235294;0;17;17;0;8;8;0;2;31.0;1;1;44.0;1;3;31.0;1;2;38.0;1;3;37.0;1;2;40.0;1;2;38.0;1;2;45.0;1;2;2;35.41176470588236
729;36.13333333333333;42.0;36.88235294117647;32.0;30.0;35.0;44.0;36.61111111111111;7;30.0;31.0;40.0;46.0;34.0;38.0;37.0;30.0;48;38.88235294117647;0;17;17;0;8;8;0;2;34.0;1;1;33.0;1;3;42.0;1;2;42.0;1;3;39.0;1;2;41.0;1;2;36.0;1;2;43.0;1;2;2;36.88235294117647
730;37.13333333333333;43.0;34.35294117647059;30.0;30.0;36.0;39.0;36.08333333333334;7;32.0;33.5;36.0;43.0;33.0;35.0;35.0;37.0;50;40.58823529411764;0;17;17;0;8;8;0;2;40.0;1;1;43.0;1;3;39.0;1;2;37.0;1;3;42.0;1;2;46.0;1;2;42.0;1;2;36.0;1;2;2;37.11764705882353
731;34.73333333333333;42.0;32.91176470588236;26.33333333333333;27.5;31.5;41.0;33.88888888888889;6;35.0;29.5;32.0;32.0;37.0;36.0;25.5;43.0;43;35.94117647058823;0;17;17;0;8;8;0;2;30.0;1;1;30.0;1;3;33.0;1;2;39.0;1;3;31.0;1;2;42.0;1;2;39.0;1;2;42.0;1;2;2;37.64705882352941
732;35.13333333333333;41.0;34.08823529411764;31.5;35.0;31.0;37.0;35.13888888888889;6;29.5;38.0;37.0;42.0;34.0;35.0;35.0;44.0;36;36.1764705882353;0;17;17;0;8;8;0;2;42.0;1;1;35.0;1;3;33.0;1;2;30.0;1;3;32.0;1;2;50.0;1;2;33.0;1;2;41.0;1;2;2;35.41176470588236
733;34.66666666666666;40.0;32.73333333333333;24.0;28.66666666666667;34.0;0.0;33.375;3;28.0;35.0;36.0;0.0;0.0;0.0;26.0;30.0;0;29.66666666666667;1;9;4;5;4;2;2;1;43.0;1;1;32.0;1;3;0.0;0;2;28.0;2;3;0.0;0;2;22.0;1;2;0.0;0;2;0.0;0;2;2;39.0
735;38.4;33.0;37.29411764705883;36.0;37.0;29.0;38.0;35.3125;6;31.0;30.0;32.0;31.0;33.0;28.5;37.0;41.0;0;36.47058823529412;1;17;17;0;8;8;0;2;31.0;2;1;39.0;1;3;31.0;1;2;42.0;1;3;35.0;1;2;37.0;1;2;40.0;1;2;30.0;1;2;2;33.88235294117647
738;38.66666666666666;45.0;37.23529411764706;35.0;35.0;36.0;35.0;37.47222222222222;7;34.5;32.0;35.0;35.0;34.0;39.0;34.0;31.0;37;38.88235294117647;0;17;17;0;8;8;0;2;45.0;1;1;40.0;1;3;31.0;1;2;32.0;1;3;42.0;1;2;44.0;1;2;41.0;1;2;42.0;1;2;2;39.47058823529412
739;37.6;50.0;42.0;38.0;39.0;40.0;43.0;38.94444444444444;7;37.0;31.0;47.0;35.0;41.0;40.0;38.0;49.0;50;40.58823529411764;0;17;17;0;8;8;0;2;45.0;1;1;35.0;1;3;40.0;1;2;38.0;1;3;43.0;1;2;46.0;1;2;47.0;1;2;37.0;1;2;3;43.1764705882353
740;36.26666666666667;41.0;35.88235294117647;34.0;34.0;32.5;30.0;36.88888888888889;7;33.0;31.0;42.0;30.0;37.0;44.0;25.5;48.0;47;40.1764705882353;0;17;17;0;8;8;0;2;33.0;1;1;40.0;1;3;30.0;1;2;32.0;1;3;44.0;1;2;50.0;1;2;43.0;1;2;50.0;1;2;2;38.47058823529412
741;36.93333333333333;43.0;35.1764705882353;30.0;31.0;31.5;45.0;37.77777777777778;7;30.0;39.0;34.0;30.0;39.0;38.0;30.0;43.0;37;40.35294117647059;0;17;17;0;8;8;0;2;39.0;1;1;40.0;1;3;39.0;1;2;39.0;1;3;44.0;1;2;42.0;1;2;35.0;1;2;45.0;1;2;2;37.64705882352941
742;34.46666666666667;39.0;36.23529411764706;33.0;30.0;30.0;47.0;39.16666666666666;7;34.0;32.0;41.0;36.0;42.0;39.0;32.0;47.0;43;41.94117647058823;0;17;17;0;8;8;0;2;32.0;1;1;46.0;1;3;40.0;1;2;37.0;1;3;41.0;1;2;50.0;1;2;40.0;1;2;45.0;1;2;2;36.35294117647059
743;37.26666666666667;46.0;38.64705882352941;33.0;38.0;38.0;42.0;40.11111111111111;7;35.0;36.0;44.0;32.0;34.0;43.0;43.0;44.0;50;42.0;0;17;17;0;8;8;0;2;43.0;1;1;40.0;1;3;40.0;1;2;35.0;1;3;43.0;1;2;44.0;1;2;50.0;1;2;46.0;1;2;3;42.0
744;32.6;39.0;33.55882352941177;22.66666666666667;27.5;35.5;44.0;36.61111111111111;7;31.0;35.0;30.0;32.0;35.0;35.0;34.0;32.0;0;38.88235294117647;0;17;17;0;8;8;0;2;46.0;1;1;33.0;1;3;32.0;1;2;38.0;1;3;41.0;1;2;40.0;1;2;38.0;1;2;50.0;1;2;2;37.29411764705883
745;32.8;41.0;33.1;27.5;25.5;33.5;0.0;31.0;5;31.0;15.0;31.0;0.0;0.0;0.0;30.0;0.0;0;31.625;1;8;5;3;4;3;1;2;30.0;1;1;23.0;2;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;40.0;1;2;37.0;1;2;0;0.0
747;33.03333333333333;40.0;38.41176470588236;36.0;37.0;35.0;38.0;37.05555555555556;7;30.0;34.0;33.0;42.0;40.0;38.0;29.5;48.0;44;39.1764705882353;0;17;17;0;8;8;0;2;34.0;1;1;32.0;1;3;38.0;1;2;38.0;1;3;44.0;1;2;40.0;1;2;43.0;1;2;46.0;1;2;2;36.58823529411764
750;39.93333333333333;44.0;38.88235294117647;42.0;30.0;34.0;44.0;38.94444444444444;7;37.0;30.0;42.0;40.0;38.0;38.0;39.0;35.0;50;40.23529411764706;0;17;17;0;8;8;0;2;30.0;1;1;39.0;1;3;42.0;1;2;35.0;1;3;41.0;1;2;46.0;1;2;41.0;1;2;46.0;1;2;3;41.1764705882353
753;35.4;45.0;33.1764705882353;30.0;28.0;35.0;38.0;35.94444444444444;7;30.0;31.0;38.0;36.0;38.0;38.0;33.0;38.0;40;37.94117647058823;0;17;17;0;8;8;0;2;33.0;1;1;41.0;1;3;34.0;1;2;33.0;1;3;37.0;1;2;50.0;1;2;40.0;1;2;34.0;1;2;2;38.41176470588236
758;34.8;50.0;36.58823529411764;33.0;28.0;39.0;43.0;37.55555555555556;7;33.0;32.0;32.0;35.0;34.0;31.0;30.0;39.0;42;36.44117647058823;1;17;14;3;8;7;1;2;31.0;1;1;27.5;2;3;37.0;1;2;32.0;1;3;37.0;1;2;45.0;1;2;42.0;1;2;44.0;1;2;2;35.64705882352941
759;34.86666666666667;47.0;36.52941176470588;31.0;30.0;36.0;44.0;38.16666666666666;7;31.0;41.0;37.0;31.0;32.0;41.0;36.0;47.0;42;38.64705882352941;1;17;17;0;8;8;0;2;41.0;1;1;34.0;2;3;40.0;1;2;32.0;1;3;37.0;1;2;45.0;1;2;43.0;1;2;44.0;1;2;2;39.47058823529412
760;35.8;38.0;36.47058823529412;30.0;29.0;35.0;43.0;37.86111111111111;6;33.0;35.0;43.0;35.0;47.0;33.0;36.0;45.0;42;37.05882352941177;0;17;17;0;8;8;0;2;32.0;1;1;30.0;1;3;36.0;1;2;32.0;1;3;37.0;1;2;43.0;1;2;45.0;1;2;45.0;1;2;2;39.47058823529412
763;29.95;41.0;33.38235294117647;28.5;24.66666666666667;30.0;41.0;38.0;6;29.0;32.0;36.0;30.0;39.0;33.0;29.5;44.0;50;35.76470588235294;0;17;17;0;8;8;0;2;42.0;1;1;33.0;1;3;36.0;1;2;31.0;1;3;31.0;1;2;40.0;1;2;43.0;1;2;37.0;1;2;2;38.91176470588236
764;27.22435897435897;0.0;33.6;31.0;33.0;39.0;0.0;27.40625;3;20.0;21.5;23.5;0.0;0.0;0.0;31.0;0.0;0;13.45833333333333;2;12;0;12;5;0;5;1;0.0;0;1;14.5;2;3;2.0;1;2;19.0;1;3;0.0;0;2;0.0;0;2;14.0;1;2;14.5;2;2;1;18.0
765;33.53333333333333;45.0;31.17647058823529;23.0;30.0;29.0;50.0;31.61111111111111;5;31.0;26.33333333333333;34.0;36.0;32.0;40.0;30.0;42.0;43;40.29411764705883;0;17;17;0;8;8;0;2;40.0;1;1;43.0;1;3;32.0;1;2;42.0;1;3;38.0;1;2;45.0;1;2;34.0;1;2;46.0;1;2;2;35.5
766;30.76666666666667;39.0;30.0;30.5;24.66666666666667;33.0;32.0;35.88888888888889;7;30.0;41.0;30.0;30.0;30.0;31.0;35.0;38.0;46;36.70588235294117;1;17;17;0;8;8;0;2;41.0;1;1;38.0;1;3;32.5;2;2;32.0;1;3;37.0;1;2;41.0;1;2;39.0;1;2;37.0;1;2;2;37.41176470588236
768;37.6;50.0;39.1764705882353;32.0;46.0;42.0;46.0;38.55555555555556;7;36.0;37.0;38.0;45.0;44.0;44.0;39.0;36.0;50;41.05882352941177;0;17;17;0;8;8;0;2;30.0;1;1;35.0;1;3;42.0;1;2;43.0;1;3;43.0;1;2;46.0;1;2;40.0;1;2;46.0;1;2;2;38.88235294117647
771;34.46666666666667;48.0;37.11764705882353;32.0;26.0;38.0;43.0;35.97222222222222;6;29.5;33.0;35.0;29.0;37.0;33.0;40.0;38.0;45;34.5;2;17;11;6;8;6;2;2;31.0;1;1;27.0;2;3;30.0;1;2;29.5;2;3;40.0;1;2;40.0;1;2;38.0;1;2;45.0;1;2;2;34.47058823529412
772;32.53333333333333;43.0;33.35294117647059;36.0;23.33333333333333;34.0;40.0;40.94444444444444;7;35.0;45.0;41.0;27.5;42.0;36.0;41.0;34.0;46;35.23529411764706;1;17;14;3;8;7;1;2;34.0;1;1;27.0;2;3;42.0;1;2;30.0;1;3;35.0;1;2;43.0;1;2;43.0;1;2;34.0;1;2;2;37.76470588235294
773;36.13333333333333;50.0;37.8235294117647;33.0;31.0;36.0;46.0;38.61111111111111;7;34.0;33.0;30.0;30.0;40.0;41.0;38.0;34.0;0;41.1764705882353;0;17;17;0;8;8;0;2;35.0;1;1;31.0;1;3;44.0;1;2;42.0;1;3;46.0;1;2;50.0;1;2;34.0;1;2;49.0;1;2;2;39.47058823529412
774;35.0;48.0;32.38235294117647;29.5;27.0;35.0;46.0;35.63888888888889;6;41.0;28.5;39.0;34.0;31.0;33.0;26.0;42.0;48;35.47058823529412;1;17;14;3;8;7;1;2;40.0;1;1;36.0;1;3;33.0;1;2;25.0;2;3;37.0;1;2;43.0;1;2;41.0;1;2;36.0;1;2;2;36.11764705882353
776;37.66666666666666;45.0;34.23529411764706;26.5;26.5;37.0;49.0;34.83333333333334;6;27.5;32.66666666666666;35.0;36.0;44.0;36.0;27.5;43.0;50;38.29411764705883;0;17;17;0;8;8;0;2;30.0;1;1;36.0;1;3;34.0;1;2;39.0;1;3;40.0;1;2;47.0;1;2;39.0;1;2;38.0;1;2;2;38.70588235294117
777;36.13333333333333;43.0;36.94117647058823;38.0;32.0;36.0;34.0;39.0;7;33.0;38.0;37.0;45.0;35.0;38.0;35.0;46.0;43;41.23529411764706;0;17;17;0;8;8;0;2;42.0;1;1;46.0;1;3;38.0;1;2;31.0;1;3;46.0;1;2;48.0;1;2;39.0;1;2;43.0;1;2;2;39.64705882352941
779;36.26666666666667;46.0;37.3235294117647;29.5;30.0;37.0;50.0;36.0;6;25.5;31.5;30.0;32.0;30.0;38.0;33.0;44.0;50;36.76470588235294;1;17;17;0;8;8;0;2;41.0;1;1;30.0;2;3;34.0;1;2;30.0;1;3;43.0;1;2;50.0;1;2;38.0;1;2;37.0;1;2;2;39.47058823529412
783;34.66666666666666;42.0;34.55882352941177;26.5;30.0;40.0;39.0;39.44444444444444;7;33.0;41.0;41.0;36.0;47.0;34.0;32.0;43.0;50;38.47058823529412;0;17;17;0;8;8;0;2;42.0;1;1;41.0;1;3;31.0;1;2;33.0;1;3;40.0;1;2;45.0;1;2;35.0;1;2;44.0;1;2;2;36.70588235294117
785;35.4;46.0;33.8235294117647;25.0;27.66666666666667;38.0;39.0;36.83333333333334;7;34.0;32.0;35.0;38.0;48.0;39.0;30.0;38.0;49;39.64705882352941;0;17;17;0;8;8;0;2;31.0;1;1;42.0;1;3;39.0;1;2;39.0;1;3;42.0;1;2;50.0;1;2;38.0;1;2;31.0;1;2;2;36.88235294117647
789;30.06666666666667;37.0;34.29411764705883;31.0;32.0;28.0;40.0;32.80555555555556;5;31.0;31.0;35.0;31.0;44.0;22.66666666666667;30.0;36.0;0;33.58823529411764;2;17;15;2;8;7;1;2;37.0;1;1;31.0;1;3;23.5;2;2;33.0;1;3;39.0;1;2;41.0;1;2;37.0;1;2;30.5;2;2;2;35.41176470588236
791;35.73333333333333;45.0;38.76470588235294;42.0;35.0;31.0;44.0;37.5;7;30.0;40.0;39.0;36.0;38.0;36.0;38.0;40.0;35;40.1764705882353;0;17;17;0;8;8;0;2;38.0;1;1;34.0;1;3;37.0;1;2;37.0;1;3;43.0;1;2;50.0;1;2;45.0;1;2;41.0;1;2;2;38.29411764705883
793;42.26666666666667;45.0;39.64705882352941;35.0;41.0;31.0;45.0;40.94444444444444;7;39.0;34.0;36.0;31.0;38.0;40.0;39.0;44.0;41;41.58823529411764;0;17;17;0;8;8;0;2;39.0;1;1;46.0;1;3;39.0;1;2;38.0;1;3;44.0;1;2;50.0;1;2;42.0;1;2;33.0;1;2;2;38.94117647058823
794;36.8;36.0;35.6;34.0;34.0;33.0;0.0;37.5;6;30.0;30.0;33.0;0.0;36.0;0.0;0.0;42.0;0;37.8;1;15;15;0;7;7;0;2;35.0;2;1;32.0;1;3;41.0;1;2;38.0;1;3;36.0;1;2;0.0;0;2;42.0;1;2;42.0;1;2;2;35.07692307692308
800;40.13333333333333;42.0;34.58823529411764;31.0;30.0;30.0;41.0;37.16666666666666;7;31.0;35.0;42.0;30.0;40.0;39.0;31.0;40.0;49;40.11764705882353;0;17;17;0;8;8;0;2;40.0;1;1;39.0;1;3;40.0;1;2;33.0;1;3;41.0;1;2;42.0;1;2;43.0;1;2;47.0;1;2;2;35.6764705882353
811;38.93333333333333;42.0;37.88235294117647;29.5;38.5;41.0;38.0;41.16666666666666;7;33.0;46.0;45.0;38.0;42.0;44.0;30.0;45.0;47;42.11764705882353;0;17;17;0;8;8;0;2;37.0;1;1;37.0;1;3;38.0;1;2;44.0;1;3;44.0;1;2;50.0;1;2;41.0;1;2;45.0;1;2;3;40.11764705882353
816;34.73333333333333;41.0;28.2;30.0;36.0;13.5;0.0;24.15625;3;15.5;12.0;34.0;0.0;0.0;0.0;0.0;0.0;0;25.71428571428572;2;7;2;5;3;1;2;1;0.0;0;1;25.0;2;3;0.0;0;2;0.0;0;3;0.0;0;2;44.0;1;2;8.5;2;2;0.0;0;2;0;0.0
819;39.0;41.0;40.23529411764706;38.0;32.0;43.0;42.0;40.83333333333334;7;33.0;48.0;37.0;40.0;44.0;41.0;32.0;42.0;45;40.58823529411764;0;17;17;0;8;8;0;2;43.0;1;1;39.0;1;3;37.0;1;2;40.0;1;3;40.0;1;2;48.0;1;2;46.0;1;2;34.0;1;2;3;44.11764705882353
820;38.86666666666667;41.0;35.61764705882353;31.0;25.5;36.0;40.0;36.83333333333334;7;36.0;32.0;37.0;36.0;48.0;34.0;38.0;42.0;47;40.29411764705883;0;17;17;0;8;8;0;2;40.0;1;1;45.0;1;3;37.0;1;2;36.0;1;3;38.0;1;2;44.0;1;2;43.0;1;2;39.0;1;2;2;37.94117647058823
826;40.26666666666667;46.0;36.85294117647059;36.0;25.5;41.0;39.0;36.55555555555556;7;31.0;35.0;35.0;37.0;44.0;37.0;33.0;44.0;47;37.29411764705883;0;17;17;0;8;8;0;2;39.0;1;1;38.0;1;3;32.0;1;2;31.0;1;3;39.0;1;2;42.0;1;2;35.0;1;2;46.0;1;2;2;38.05882352941177
827;40.73333333333333;50.0;36.55882352941177;27.5;32.0;42.0;46.0;36.55555555555556;7;30.0;30.0;40.0;33.0;40.0;41.0;28.0;36.0;46;42.23529411764706;0;17;17;0;8;8;0;2;45.0;1;1;37.0;1;3;42.0;1;2;42.0;1;3;42.0;1;2;45.0;1;2;43.0;1;2;46.0;1;2;2;38.64705882352941
834;36.2;44.0;31.05882352941176;31.0;24.0;30.5;47.0;32.90625;5;27.5;34.0;35.0;33.0;45.0;31.0;30.5;42.0;0;36.23529411764706;1;17;17;0;8;8;0;2;40.0;1;1;38.0;1;3;31.0;1;2;31.0;1;3;30.0;1;2;46.5;2;2;38.0;1;2;39.0;1;2;2;38.64705882352941
839;36.46666666666667;46.0;34.8235294117647;31.0;39.0;22.0;46.0;39.27777777777778;7;30.0;42.0;31.0;38.0;39.0;40.0;30.0;39.0;0;37.47058823529412;2;17;15;2;8;7;1;2;41.0;1;1;36.0;1;3;27.5;2;2;33.0;1;3;33.0;1;2;43.0;2;2;46.0;1;2;45.0;1;2;2;37.94117647058823
851;37.03333333333333;46.0;34.94117647058823;29.5;33.0;33.0;42.0;40.38888888888889;7;32.0;45.0;39.0;39.0;31.0;31.5;30.0;37.0;47;37.64705882352941;0;17;17;0;8;8;0;2;34.0;1;1;37.0;1;3;36.0;1;2;35.0;1;3;38.0;1;2;46.0;1;2;40.0;1;2;35.0;1;2;2;38.70588235294117
854;40.8;49.0;38.52941176470588;35.0;35.0;44.0;43.0;36.55555555555556;7;34.0;34.0;44.0;34.0;35.0;45.0;36.0;46.0;44;39.23529411764706;0;17;17;0;8;8;0;2;45.0;1;1;32.0;1;3;36.0;1;2;32.0;1;3;45.0;1;2;45.0;1;2;41.0;1;2;48.0;1;2;3;41.05882352941177
860;36.66666666666666;47.0;38.23529411764706;34.0;31.0;39.0;42.0;37.38888888888889;7;31.0;42.0;40.0;37.0;48.0;40.0;41.0;46.0;44;40.94117647058823;0;17;17;0;8;8;0;2;43.0;1;1;35.0;1;3;40.0;1;2;36.0;1;3;41.0;1;2;47.0;1;2;44.0;1;2;48.0;1;2;3;42.05882352941177
868;37.6;50.0;38.8235294117647;41.0;39.0;33.0;45.0;35.83333333333334;7;35.0;32.0;39.0;39.0;42.0;37.0;34.0;45.0;46;43.11764705882353;0;17;17;0;8;8;0;2;42.0;1;1;40.0;1;3;43.0;1;2;39.0;1;3;43.0;1;2;47.0;1;2;46.0;1;2;48.0;1;2;2;39.23529411764706
876;38.2;45.0;37.3235294117647;33.0;30.5;38.0;49.0;41.27777777777778;7;41.0;43.0;39.0;44.0;50.0;37.0;30.0;34.0;46;41.64705882352941;0;17;17;0;8;8;0;2;43.0;1;1;42.0;1;3;36.0;1;2;39.0;1;3;43.0;1;2;45.0;1;2;48.0;1;2;39.0;1;2;3;40.58823529411764
881;38.73333333333333;44.0;40.29411764705883;40.0;37.0;34.0;45.0;38.22222222222222;7;32.0;31.0;48.0;37.0;39.0;47.0;41.0;47.0;0;42.88235294117647;0;17;17;0;8;8;0;2;41.0;1;1;40.0;1;3;38.0;1;2;40.0;1;3;46.0;1;2;47.0;1;2;43.0;1;2;50.0;1;2;3;41.58823529411764
885;33.76666666666667;40.0;36.8235294117647;35.0;36.0;39.0;32.0;42.77777777777778;7;50.0;38.0;40.0;48.0;48.0;30.0;40.0;43.0;48;37.52941176470588;0;17;17;0;8;8;0;2;30.0;1;1;38.0;1;3;33.0;1;2;34.0;1;3;38.0;1;2;45.0;1;2;39.0;1;2;41.0;1;2;3;40.88235294117647
887;35.4;45.0;39.88235294117647;39.0;31.0;35.0;46.0;38.38888888888889;7;30.0;34.0;44.0;39.0;39.0;42.0;36.0;47.0;47;43.23529411764706;0;17;17;0;8;8;0;2;40.0;1;1;43.0;1;3;44.0;1;2;38.0;1;3;46.0;1;2;47.0;1;2;39.0;1;2;50.0;1;2;2;39.52941176470588
890;32.6;38.0;34.79411764705883;32.0;30.0;42.0;42.0;35.83333333333334;6;29.0;38.0;41.0;32.5;43.0;32.0;40.0;44.0;0;38.0;0;17;17;0;8;8;0;2;37.0;1;1;37.0;1;3;36.0;1;2;32.0;1;3;40.0;1;2;40.0;1;2;40.0;1;2;45.0;1;2;2;39.1764705882353
891;32.73333333333333;46.0;33.97058823529412;30.5;40.0;30.0;36.0;36.38888888888889;7;32.0;38.0;38.0;25.5;35.0;33.0;23.5;40.0;37;34.76470588235294;0;17;17;0;8;8;0;2;30.0;1;1;34.0;1;3;30.0;1;2;33.0;1;3;36.0;1;2;44.0;1;2;32.0;1;2;38.0;1;2;2;36.0
894;34.33333333333334;35.0;35.58823529411764;32.0;30.0;40.0;44.0;35.72222222222222;6;28.66666666666667;37.0;39.0;31.0;48.0;36.0;38.0;42.0;47;36.29411764705883;0;17;17;0;8;8;0;2;45.0;1;1;32.0;1;3;30.0;1;2;32.0;1;3;36.0;1;2;38.0;1;2;45.0;1;2;41.0;1;2;2;36.79411764705883
895;33.2;50.0;20.28571428571428;15.33333333333333;9.0;0.0;20.0;18.5;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;38.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;38.0;1;2;0.0;0;2;0.0;0;2;0;0.0
896;31.33333333333333;36.0;35.8235294117647;31.0;28.0;38.0;41.0;37.69444444444444;7;30.0;38.0;34.0;19.5;5.0;34.0;14.0;31.0;0;35.0;0;11;11;0;5;5;0;2;0.0;0;1;33.0;1;3;34.0;1;2;0.0;0;3;0.0;0;2;37.0;1;2;33.0;1;2;39.0;1;2;1;29.33333333333333
902;32.84615384615385;0.0;28.58888888888889;23.5;27.66666666666667;9.666666666666666;0.0;31.26041666666667;3;26.0;35.0;36.0;0.0;0.0;0.0;0.0;0.0;0;32.3;2;10;6;4;5;3;2;2;25.0;3;1;26.0;3;3;0.0;0;2;0.0;0;3;0.0;0;2;34.0;1;2;45.0;1;2;31.0;1;2;2;40.0
903;32.8;39.0;34.35294117647059;29.0;32.0;31.0;38.0;40.05555555555556;7;30.0;47.0;33.0;38.0;43.0;37.0;35.0;33.0;50;37.05882352941177;0;17;17;0;8;8;0;2;30.0;1;1;32.0;1;3;32.0;1;2;36.0;1;3;35.0;1;2;43.0;1;2;43.0;1;2;45.0;1;2;2;36.58823529411764
911;39.26666666666667;46.0;37.52941176470588;36.0;33.0;36.0;47.0;38.63888888888889;6;29.5;42.0;46.0;34.5;35.0;37.0;27.0;38.0;49;40.0;1;17;17;0;8;8;0;2;41.0;1;1;33.0;2;3;40.0;1;2;32.0;1;3;43.0;1;2;49.0;1;2;45.0;1;2;45.0;1;2;3;41.3235294117647
912;36.73333333333333;49.0;40.41176470588236;32.0;50.0;40.0;39.0;38.16666666666666;7;31.0;35.0;39.0;32.0;41.0;31.0;39.0;31.0;49;40.41176470588236;0;17;17;0;8;8;0;2;33.0;1;1;45.0;1;3;37.0;1;2;33.0;1;3;41.0;1;2;41.0;1;2;47.0;1;2;44.0;1;2;2;36.35294117647059
919;38.2;38.0;40.94117647058823;38.0;44.0;37.0;45.0;39.0;7;38.0;33.0;38.0;39.0;44.0;31.0;33.0;43.0;48;38.76470588235294;0;17;17;0;8;8;0;2;36.0;1;1;39.0;1;3;30.0;1;2;38.0;1;3;37.0;1;2;46.0;1;2;38.0;1;2;45.0;1;2;3;41.05882352941177
922;39.4;46.0;39.94117647058823;36.0;38.0;42.0;41.0;42.11111111111111;7;39.0;48.0;42.0;45.0;45.0;47.0;35.0;45.0;46;44.35294117647059;0;17;17;0;8;8;0;2;40.0;1;1;46.0;1;3;50.0;1;2;40.0;1;3;43.0;1;2;45.0;1;2;45.0;1;2;45.0;1;2;3;43.35294117647059
927;33.8;32.0;36.11764705882353;29.0;33.0;44.0;41.0;38.5;7;32.0;45.0;36.0;34.5;30.0;39.0;30.0;43.0;0;35.0;2;17;13;4;8;6;2;2;45.0;1;1;35.0;1;3;25.0;3;2;36.0;1;3;28.5;2;2;43.0;1;2;38.0;1;2;34.0;1;2;2;34.35294117647059
