NUMERO;PROMEDIO_UNO;NOTA_EE_UNO;PROMEDIO_DOS;NOTA_ALGEBRA;NOTA_INTEGRAL;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NAA_TRES;NOTA_MULTIVARIADO;NOTA_TERMODINAMICA;NOTA_ECONOMIA_UNO;NOTA_ECUACIONES;NOTA_ESTADISTICA_DOS;NOTA_FISICA_DOS;NOTA_MECANICA;NOTA_PROCESOSQ;NOTA_EE_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIA;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;RENDIMIENTO_SEIS;PROMEDIO_SEIS
637;38.2;44.0;36.23529411764706;35.0;30.0;40.0;38.0;34.63888888888889;6;30.0;26.5;42.0;32.0;33.5;34.0;35.0;42.0;42;36.1764705882353;0;17;17;0;8;8;0;2;32.0;1;1;33.0;1;3;35.0;1;2;32.0;1;3;36.0;1;2;50.0;1;2;42.0;1;2;31.0;1;2;3;40.64705882352941
639;33.53333333333333;44.0;35.3235294117647;30.0;33.0;32.5;45.0;37.83333333333334;7;33.0;34.0;41.0;33.0;34.0;33.0;36.0;30.0;43;37.08823529411764;1;17;17;0;8;8;0;2;41.0;1;1;34.5;2;3;36.0;1;2;38.0;1;3;39.0;1;2;30.0;1;2;44.0;1;2;37.0;1;2;2;39.58823529411764
641;37.0;46.0;38.58823529411764;40.0;30.0;40.0;43.0;39.88888888888889;7;40.0;30.0;41.0;39.0;41.0;46.0;33.0;43.0;0;40.94117647058823;0;17;17;0;8;8;0;2;37.0;1;1;38.0;1;3;42.0;1;2;39.0;1;3;48.0;1;2;46.0;1;2;44.0;1;2;34.0;1;2;2;39.23529411764706
644;31.53846153846154;0.0;33.38666666666667;30.0;40.0;25.4;0.0;27.07692307692308;3;16.0;20.66666666666667;30.0;0.0;0.0;0.0;0.0;0.0;0;27.0;0;3;0;3;1;0;1;1;0.0;0;1;27.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
648;36.2;47.0;36.29411764705883;33.0;35.0;35.0;45.0;36.47222222222222;6;33.0;28.5;31.0;40.0;45.0;40.0;36.0;46.0;43;40.41176470588236;0;17;17;0;8;8;0;2;32.0;1;1;43.0;1;3;38.0;1;2;32.0;1;3;41.0;1;2;46.0;1;2;46.0;1;2;44.0;1;2;3;40.05882352941177
650;34.67777777777778;43.0;33.85294117647059;33.0;27.5;35.0;46.0;39.33333333333334;7;44.0;39.0;42.0;35.0;44.0;46.0;30.0;43.0;48;34.1764705882353;1;17;17;0;8;8;0;2;31.0;1;1;31.0;1;3;33.0;1;2;30.0;1;3;39.0;1;2;41.0;1;2;37.0;1;2;33.5;2;2;2;39.29411764705883
652;35.86666666666667;45.0;35.3235294117647;27.5;31.0;40.0;46.0;36.72222222222222;6;26.33333333333333;33.0;35.0;33.0;38.0;38.0;34.0;46.0;50;40.29411764705883;0;17;17;0;8;8;0;2;43.0;1;1;36.0;1;3;35.0;1;2;32.0;1;3;49.0;1;2;44.0;1;2;44.0;1;2;47.0;1;2;2;38.8235294117647
662;32.46666666666667;42.0;30.17647058823529;25.0;22.5;28.5;48.0;30.63888888888889;3;28.0;38.0;41.0;31.0;30.0;30.0;28.0;45.0;0;35.47058823529412;2;17;14;3;8;7;1;2;31.0;1;1;34.0;1;3;30.0;1;2;28.33333333333333;3;3;38.0;1;2;35.5;2;2;39.0;1;2;50.0;1;2;2;34.58823529411764
668;34.43333333333333;37.0;34.6078431372549;35.0;35.0;27.66666666666667;40.0;34.44444444444444;6;36.0;28.0;36.0;27.0;43.0;33.0;38.0;29.0;48;35.38235294117647;1;17;17;0;8;8;0;2;33.0;1;1;33.0;1;3;35.0;1;2;30.5;2;3;36.0;1;2;46.0;1;2;32.0;1;2;40.0;1;2;2;35.76470588235294
675;28.38461538461538;10.0;25.296875;35.0;7.75;20.25;37.0;40.0;1;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0;5.666666666666667;1;3;0;3;1;0;1;1;0.0;0;1;5.666666666666667;3;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
681;30.0;0.0;20.63095238095238;14.75;16.75;17.66666666666667;0.0;32.5;2;0.0;0.0;25.0;0.0;0.0;0.0;18.0;28.0;0;26.0;0;7;2;5;3;1;2;1;0.0;0;1;18.0;1;3;24.0;1;2;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;2;0.0;0;2;0;0.0
683;35.13333333333333;33.0;36.88235294117647;30.0;35.0;35.0;41.0;31.33333333333333;7;30.0;30.0;35.0;27.0;27.0;34.0;33.0;34.0;40;36.70588235294117;0;17;17;0;8;8;0;2;30.0;1;1;36.0;1;3;30.0;1;2;34.0;1;3;41.0;1;2;50.0;1;2;36.0;1;2;35.0;1;2;2;34.88235294117647
685;35.66666666666666;47.0;35.8235294117647;36.0;33.0;33.0;45.0;33.0;5;30.0;28.5;37.0;37.0;30.0;27.66666666666667;36.0;42.0;0;37.88235294117647;0;17;17;0;8;8;0;2;41.0;1;1;30.0;1;3;38.0;1;2;33.0;1;3;45.0;1;2;40.0;1;2;38.0;1;2;46.0;1;2;2;37.94117647058823
704;36.06666666666667;44.0;39.52941176470588;39.0;40.0;35.0;43.0;36.16666666666666;7;35.0;35.0;44.0;30.0;31.0;35.0;35.0;42.0;50;37.94117647058823;0;17;17;0;8;8;0;2;32.0;1;1;36.0;1;3;33.0;1;2;37.0;1;3;46.0;1;2;39.0;1;2;39.0;1;2;40.0;1;2;2;37.11764705882353
749;36.56410256410256;0.0;33.83333333333334;35.0;31.0;30.0;0.0;33.75;5;31.0;30.0;31.0;32.5;27.0;33.0;35.0;46.0;0;28.78888888888889;3;15;9;6;7;4;3;1;19.0;3;1;32.0;1;3;30.0;1;2;20.5;2;3;34.0;1;2;0.0;0;2;17.66666666666667;3;2;46.0;1;2;1;12.43055555555556
751;36.53333333333333;45.0;39.70588235294117;42.0;39.0;41.0;41.0;41.0;7;44.0;38.0;46.0;38.0;39.0;44.0;40.0;35.0;42;39.94117647058823;0;17;17;0;8;8;0;2;32.0;1;1;41.0;1;3;42.0;1;2;32.0;1;3;41.0;1;2;40.0;1;2;42.0;1;2;49.0;1;2;3;42.76470588235294
803;37.8;45.0;35.58823529411764;38.0;28.0;33.0;42.0;37.88888888888889;7;41.0;32.0;42.0;43.0;45.0;36.0;32.0;43.0;41;38.88235294117647;0;17;17;0;8;8;0;2;31.0;1;1;41.0;1;3;30.0;1;2;33.0;1;3;39.0;1;2;46.0;1;2;41.0;1;2;48.0;1;2;2;35.76470588235294
806;33.53333333333333;37.0;32.4;28.0;22.0;35.0;0.0;35.57142857142857;2;0.0;0.0;14.0;0.0;0.0;0.0;0.0;35.0;0;16.71428571428572;0;7;2;5;3;1;2;1;0.0;0;1;11.0;1;3;10.0;1;2;0.0;0;3;0.0;0;2;32.0;1;2;0.0;0;2;0.0;0;2;0;0.0
807;35.6;31.0;35.79411764705883;31.5;33.0;32.0;42.0;36.52777777777778;6;28.5;35.0;36.0;30.0;45.0;37.0;30.0;34.0;50;38.23529411764706;0;17;17;0;8;8;0;2;30.0;1;1;39.0;1;3;32.0;1;2;39.0;1;3;42.0;1;2;40.0;1;2;34.0;1;2;45.0;1;2;2;37.52941176470588
808;43.07692307692308;0.0;38.26666666666667;37.0;35.0;41.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
809;38.0;44.0;36.41176470588236;30.0;30.0;41.0;46.0;38.0;7;39.0;31.0;46.0;40.0;40.0;45.0;41.0;42.0;50;40.64705882352941;0;17;17;0;8;8;0;2;44.0;1;1;38.0;1;3;41.0;1;2;41.0;1;3;44.0;1;2;35.0;1;2;39.0;1;2;46.0;1;2;2;38.58823529411764
810;39.46666666666667;43.0;38.70588235294117;30.0;41.0;36.0;41.0;37.11111111111111;7;36.0;39.0;33.0;33.0;37.0;35.0;30.0;35.0;38;36.08823529411764;2;17;14;3;8;7;1;2;45.0;1;1;23.5;2;3;38.0;1;2;34.0;1;3;39.0;1;2;38.0;2;2;38.0;1;2;45.0;1;2;2;36.8235294117647
812;38.6;38.0;32.06666666666667;34.0;34.0;26.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
813;39.93333333333333;43.0;37.58823529411764;34.0;34.0;40.0;41.0;37.38888888888889;7;30.0;33.0;41.0;37.0;39.0;44.0;36.0;38.0;46;41.05882352941177;0;17;17;0;8;8;0;2;44.0;1;1;41.0;1;3;40.0;1;2;39.0;1;3;47.0;1;2;37.0;1;2;37.0;1;2;46.0;1;2;2;39.94117647058823
821;40.73333333333333;50.0;36.1764705882353;31.0;31.0;41.0;46.0;38.94444444444444;7;31.0;48.0;34.0;39.0;40.0;42.0;32.0;47.0;39;40.1764705882353;0;17;17;0;8;8;0;2;43.0;1;1;32.0;1;3;35.0;1;2;44.0;1;3;43.0;1;2;42.0;1;2;43.0;1;2;43.0;1;2;3;41.58823529411764
825;36.13333333333333;34.0;36.1764705882353;33.0;32.66666666666666;35.0;47.0;36.80555555555556;6;29.5;41.0;35.0;37.0;39.0;37.0;27.0;46.0;50;34.8235294117647;1;17;15;2;8;7;1;2;41.0;1;1;32.0;1;3;38.0;1;2;33.0;1;3;42.0;1;2;46.0;1;2;41.0;1;2;11.0;2;2;2;36.20588235294117
829;38.6;50.0;32.86666666666667;30.0;30.0;31.0;0.0;36.03125;5;23.5;41.0;33.0;0.0;45.0;23.0;23.5;36.0;0;33.58333333333334;0;12;10;2;6;5;1;2;43.0;1;1;36.0;1;3;22.0;1;2;0.0;0;3;30.0;1;2;0.0;0;2;35.0;1;2;39.0;1;2;2;34.2
832;38.2;48.0;35.52941176470588;30.0;30.0;36.0;45.0;35.05555555555556;5;28.0;37.0;30.0;34.0;46.0;44.0;23.0;39.0;45;38.0;0;17;17;0;8;8;0;2;42.0;1;1;32.0;1;3;32.0;1;2;34.0;1;3;40.0;1;2;41.0;1;2;42.0;1;2;48.0;1;2;2;38.76470588235294
840;34.86666666666667;43.0;35.85294117647059;26.5;35.0;34.0;43.0;38.88888888888889;7;30.0;36.0;43.0;42.0;41.0;37.0;32.0;42.0;0;39.8235294117647;0;17;17;0;8;8;0;2;44.0;1;1;36.0;1;3;44.0;1;2;33.0;1;3;41.0;1;2;40.0;1;2;46.0;1;2;42.0;1;2;2;36.26470588235294
841;34.03333333333333;41.0;33.94117647058823;24.5;30.5;32.0;46.0;38.0625;6;35.0;35.0;36.0;32.0;27.5;39.0;24.0;35.0;0;32.76470588235294;1;17;13;4;8;6;2;2;42.0;1;1;30.0;1;3;35.0;1;2;36.0;1;3;43.0;1;2;15.5;2;2;26.0;1;2;39.0;1;2;2;38.23529411764706
842;38.93333333333333;49.0;37.70588235294117;34.0;33.0;42.0;44.0;35.44444444444444;6;38.0;32.0;48.0;31.0;46.0;40.0;34.0;45.0;47;40.5;2;17;17;0;8;8;0;2;41.0;1;1;35.0;2;3;44.0;1;2;33.5;2;3;44.0;1;2;43.0;1;2;45.0;1;2;45.0;1;2;2;39.70588235294117
844;38.73333333333333;40.0;40.41176470588236;44.0;38.0;30.0;46.0;38.63888888888889;7;32.5;41.0;40.0;35.0;35.0;44.0;29.5;46.0;48;40.41176470588236;0;17;17;0;8;8;0;2;42.0;1;1;38.0;1;3;36.0;1;2;37.0;1;3;43.0;1;2;43.0;1;2;43.0;1;2;45.0;1;2;3;41.47058823529412
846;32.95;44.0;32.0;25.0;28.5;35.0;27.0;33.30555555555556;7;31.5;32.0;32.0;36.0;44.0;39.0;30.0;45.0;37;35.70588235294117;0;17;17;0;8;8;0;2;32.0;1;1;31.0;1;3;34.0;1;2;34.0;1;3;37.0;1;2;39.0;1;2;41.0;1;2;39.0;1;2;2;37.94117647058823
847;36.75555555555555;44.0;34.47058823529412;35.0;26.5;31.0;46.0;41.61111111111111;7;32.0;41.0;34.0;40.0;33.0;41.0;30.0;39.0;48;41.05882352941177;0;17;17;0;8;8;0;2;43.0;1;1;39.0;1;3;33.0;1;2;40.0;1;3;43.0;1;2;47.0;1;2;41.0;1;2;45.0;1;2;3;41.47058823529412
850;37.13333333333333;44.0;34.41176470588236;31.0;33.0;34.0;39.0;38.33333333333334;6;36.0;46.0;40.0;36.0;48.0;37.0;33.0;41.0;0;37.88235294117647;0;17;17;0;8;8;0;2;32.0;1;1;33.0;1;3;35.0;1;2;41.0;1;3;40.0;1;2;44.0;1;2;34.0;1;2;42.0;1;2;2;38.35294117647059
874;34.53333333333333;36.0;25.67647058823529;14.66666666666667;16.0;30.0;45.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;41.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;41.0;1;2;0.0;0;2;0;0.0
879;39.86666666666667;47.0;42.88235294117647;37.0;47.0;38.0;49.0;42.11111111111111;7;50.0;35.0;33.0;40.0;50.0;50.0;39.0;47.0;50;42.05882352941177;0;17;17;0;8;8;0;2;44.0;1;1;39.0;1;3;36.0;1;2;36.0;1;3;43.0;1;2;44.0;1;2;50.0;1;2;50.0;1;2;3;43.47058823529412
883;36.0;44.0;38.29411764705883;34.0;37.0;40.0;47.0;36.33333333333334;7;31.0;30.0;38.0;39.0;41.0;42.0;30.0;43.0;46;40.52941176470588;0;17;17;0;8;8;0;2;45.0;1;1;36.0;1;3;37.0;1;2;36.0;1;3;45.0;1;2;49.0;1;2;38.0;1;2;45.0;1;2;2;37.85294117647059
898;30.6;39.0;34.29411764705883;24.33333333333333;36.0;40.0;42.0;33.33333333333334;5;26.33333333333333;30.0;31.5;24.5;25.0;34.0;23.66666666666667;30.0;46;32.64705882352941;3;17;12;5;8;6;2;2;36.0;2;1;32.0;1;3;25.0;2;2;29.66666666666667;3;3;37.0;1;2;39.0;1;2;31.0;1;2;35.0;1;2;2;34.8235294117647
913;34.33333333333334;17.0;41.26666666666667;35.0;40.0;42.0;0.0;38.0;6;40.0;36.0;31.0;39.0;21.0;36.0;33.0;30.0;0;35.57142857142857;0;14;14;0;7;7;0;2;30.0;1;1;32.0;1;3;33.0;1;2;0.0;0;3;40.0;1;2;34.0;1;2;35.0;1;2;44.0;1;2;2;31.66666666666667
914;35.86666666666667;44.0;37.58823529411764;45.0;33.0;30.0;35.0;33.83333333333334;6;40.0;28.5;42.0;38.0;42.0;28.5;33.0;41.0;49;38.35294117647059;0;17;17;0;8;8;0;2;40.0;1;1;40.0;1;3;37.0;1;2;30.0;1;3;38.0;1;2;45.0;1;2;40.0;1;2;41.0;1;2;2;35.58823529411764
915;36.86666666666667;44.0;39.64705882352941;50.0;30.0;34.0;46.0;37.25;6;40.0;32.5;31.0;40.0;45.0;33.0;30.0;41.0;47;38.44117647058823;1;17;17;0;8;8;0;2;45.0;1;1;31.5;2;3;30.0;1;2;36.0;1;3;44.0;1;2;42.0;1;2;41.0;1;2;46.0;1;2;2;36.52941176470588
985;38.46666666666667;42.0;43.05882352941177;36.0;40.0;46.0;50.0;40.25;5;42.0;30.0;42.0;40.0;39.0;40.0;35.0;41.0;0;41.8235294117647;1;17;17;0;8;8;0;2;31.0;1;1;41.0;1;3;50.0;1;2;38.0;1;3;46.0;1;2;43.5;2;2;38.0;1;2;44.0;1;2;2;37.0
1044;38.2;44.0;40.11764705882353;36.0;35.0;38.0;41.0;39.83333333333334;7;38.0;39.0;48.0;42.0;34.0;34.0;38.0;36.0;41;38.41176470588236;0;17;17;0;8;8;0;2;41.0;1;1;42.0;1;3;33.0;1;2;36.0;1;3;38.0;1;2;41.0;1;2;35.0;1;2;42.0;1;2;2;36.79411764705883
1045;33.93333333333333;45.0;32.33333333333334;38.0;32.0;0.0;0.0;30.09090909090909;1;27.0;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1046;32.63333333333333;31.0;32.79411764705883;30.5;26.5;31.0;43.0;35.33333333333334;7;41.0;38.0;32.0;24.0;26.0;32.0;37.0;33.0;47;33.35294117647059;2;17;15;2;8;7;1;2;34.0;1;1;30.0;1;3;28.5;2;2;30.0;2;3;39.0;1;2;46.0;1;2;30.0;1;2;33.0;1;2;2;37.0
1047;33.9;34.0;37.85294117647059;42.0;30.0;35.0;43.0;39.33333333333334;7;33.0;40.0;34.0;30.0;35.0;35.0;32.0;38.0;48;33.64705882352941;0;17;17;0;8;8;0;2;30.0;1;1;30.0;1;3;30.0;1;2;30.0;1;3;39.0;1;2;44.0;1;2;37.0;1;2;31.0;1;2;2;37.52941176470588
1050;34.63333333333333;32.0;33.02941176470588;36.0;27.0;32.0;32.0;37.5;7;36.0;36.0;38.0;38.0;42.0;43.0;28.5;42.0;48;34.41176470588236;0;17;17;0;8;8;0;2;40.0;1;1;30.0;1;3;30.0;1;2;31.0;1;3;37.0;1;2;43.0;1;2;32.0;1;2;39.0;1;2;2;38.0
1051;36.4;40.0;38.05882352941177;44.0;41.0;33.0;42.0;38.61111111111111;7;32.0;40.0;39.0;41.0;42.0;38.0;35.0;46.0;49;39.05882352941177;0;17;17;0;8;8;0;2;37.0;1;1;40.0;1;3;36.0;1;2;37.0;1;3;36.0;1;2;46.0;1;2;36.0;1;2;44.0;1;2;2;38.8235294117647
1055;37.13333333333333;36.0;31.0;26.0;24.0;40.0;0.0;31.90625;5;34.0;41.0;8.0;31.0;12.0;27.5;17.0;35.0;0;22.4;1;5;3;2;2;1;1;1;0.0;0;1;32.0;1;3;8.0;2;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1056;39.06666666666667;50.0;37.52941176470588;32.0;38.0;32.0;48.0;40.88888888888889;7;40.0;48.0;35.0;47.0;33.0;34.0;30.0;42.0;49;39.11764705882353;0;17;17;0;8;8;0;2;40.0;1;1;41.0;1;3;34.0;1;2;30.0;1;3;36.0;1;2;48.0;1;2;41.0;1;2;47.0;1;2;2;39.29411764705883
1060;37.73333333333333;45.0;38.08823529411764;45.0;30.5;32.0;47.0;38.80555555555556;6;25.5;44.0;34.0;35.0;31.0;34.0;28.66666666666667;43.0;50;40.05882352941177;1;17;17;0;8;8;0;2;46.0;1;1;32.0;2;3;42.0;1;2;35.0;1;3;40.0;1;2;46.0;1;2;45.0;1;2;44.0;1;2;2;34.23529411764706
1061;36.26666666666667;42.0;37.52941176470588;30.0;36.0;34.0;47.0;39.0;7;33.0;48.0;32.0;42.0;43.0;40.0;44.0;44.0;50;38.58823529411764;0;17;17;0;8;8;0;2;48.0;1;1;37.0;1;3;30.0;1;2;33.0;1;3;40.0;1;2;50.0;1;2;34.0;1;2;45.0;1;2;2;36.79411764705883
1065;33.13333333333333;35.0;30.9;14.0;25.5;30.0;0.0;28.40625;4;33.0;8.0;35.0;0.0;0.0;0.0;0.0;30.0;0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1075;33.6;42.0;36.79411764705883;26.5;39.0;40.0;33.0;37.0;7;35.0;37.0;38.0;39.0;35.0;35.0;32.0;48.0;47;35.29411764705883;0;17;17;0;8;8;0;2;37.0;1;1;34.0;1;3;30.0;1;2;33.0;1;3;35.0;1;2;41.0;1;2;39.0;1;2;36.0;1;2;2;38.58823529411764
1081;34.03333333333333;43.0;32.26470588235294;25.66666666666667;22.0;32.0;33.0;39.11111111111111;7;30.0;37.0;35.0;35.0;29.0;40.0;25.0;44.0;42;35.8235294117647;0;17;17;0;8;8;0;2;41.0;1;1;40.0;1;3;30.0;1;2;34.0;1;3;35.0;1;2;30.0;1;2;38.0;1;2;40.0;1;2;2;34.0
1085;36.73333333333333;49.0;37.0;40.0;30.0;0.0;0.0;32.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;34.2;0;5;5;0;2;2;0;2;0.0;0;1;33.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;36.0;1;2;0.0;0;2;0.0;0;2;0;0.0
1087;30.95555555555556;37.0;30.5;27.33333333333333;27.0;30.0;0.0;32.96875;4;24.5;37.0;30.0;0.0;30.0;31.0;28.5;36.0;0;29.87777777777778;3;15;8;7;7;4;3;1;36.0;1;1;22.5;2;3;28.33333333333333;3;2;30.0;1;3;27.0;2;2;0.0;0;2;40.0;1;2;32.0;1;2;2;35.23529411764706
1089;32.15384615384615;0.0;34.0;33.0;22.33333333333333;41.0;0.0;24.85714285714286;2;0.0;0.0;16.0;0.0;0.0;0.0;0.0;26.0;0;21.25;0;4;0;4;2;0;2;1;19.0;1;1;22.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1091;36.15555555555555;42.0;35.88235294117647;39.0;30.0;27.5;43.0;37.55555555555556;7;37.0;43.0;30.0;41.0;30.0;35.0;30.0;43.0;38;34.88235294117647;0;17;17;0;8;8;0;2;43.0;1;1;30.0;1;3;30.0;1;2;30.0;1;3;32.0;1;2;50.0;1;2;39.0;1;2;34.0;1;2;2;36.41176470588236
1100;34.76666666666667;44.0;35.41176470588236;30.0;35.0;32.0;40.0;39.16666666666666;7;36.0;47.0;47.0;47.0;48.0;30.0;32.5;43.0;49;42.58823529411764;0;17;17;0;8;8;0;2;36.0;1;1;39.0;1;3;50.0;1;2;37.0;1;3;42.0;1;2;44.0;1;2;46.0;1;2;48.0;1;2;2;38.64705882352941
1111;34.55555555555555;43.0;35.94117647058823;34.0;32.0;30.0;48.0;37.02777777777778;6;22.5;40.0;43.0;35.0;27.5;34.0;23.0;38.0;50;34.23529411764706;1;17;17;0;8;8;0;2;40.0;1;1;30.33333333333333;3;3;30.0;1;2;35.0;1;3;38.0;1;2;33.0;1;2;30.0;1;2;42.0;1;2;2;36.41176470588236
1115;37.16666666666666;50.0;36.0;31.0;33.0;30.0;44.0;38.88888888888889;7;36.0;48.0;47.0;46.0;45.0;40.0;32.0;38.0;50;39.29411764705883;0;17;17;0;8;8;0;2;46.0;1;1;36.0;1;3;37.0;1;2;38.0;1;3;41.0;1;2;36.0;1;2;47.0;1;2;39.0;1;2;2;38.47058823529412
1116;32.46153846153846;0.0;31.73333333333333;27.0;33.0;32.0;0.0;32.0;2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;24.0;0;3;0;3;1;0;1;1;0.0;0;1;24.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1122;32.86666666666667;41.0;39.94117647058823;40.0;39.0;33.0;44.0;38.16666666666666;7;35.0;33.0;40.0;47.0;33.0;48.0;30.0;42.0;50;40.8235294117647;0;17;17;0;8;8;0;2;46.0;1;1;34.0;1;3;50.0;1;2;38.0;1;3;34.0;1;2;49.0;1;2;47.0;1;2;36.0;1;2;3;40.94117647058823
1132;34.6;42.0;35.29411764705883;33.0;36.0;32.5;38.0;38.44444444444444;7;39.0;35.0;46.0;47.0;48.0;42.0;30.0;37.0;44;38.1764705882353;0;17;17;0;8;8;0;2;42.0;1;1;39.0;1;3;44.0;1;2;32.0;1;3;40.0;1;2;35.0;1;2;39.0;1;2;39.0;1;2;2;35.79411764705883
1138;36.46666666666667;43.0;42.23529411764706;39.0;47.0;26.0;49.0;37.1875;6;35.0;34.0;39.0;35.0;30.0;36.0;27.33333333333333;38.0;0;34.29411764705883;0;17;17;0;8;8;0;2;35.0;1;1;31.0;1;3;30.0;1;2;33.0;1;3;38.0;1;2;46.0;1;2;30.0;1;2;34.0;1;2;2;36.64705882352941
1148;33.9;49.0;35.88235294117647;31.0;32.0;40.0;42.0;39.22222222222222;7;32.0;42.0;38.0;33.0;28.5;43.0;32.0;39.0;49;34.76470588235294;1;17;17;0;8;8;0;2;33.0;1;1;30.0;1;3;30.0;1;2;34.0;2;3;34.0;1;2;37.0;1;2;36.0;1;2;46.0;1;2;3;40.52941176470588
1151;33.3;43.0;34.52941176470588;33.5;28.0;31.0;43.0;36.77777777777778;7;34.0;41.0;33.0;36.0;31.0;32.0;39.0;38.0;44;35.23529411764706;0;17;17;0;8;8;0;2;42.0;1;1;31.0;1;3;34.0;1;2;30.0;1;3;30.0;1;2;41.0;1;2;38.0;1;2;44.0;1;2;2;37.29411764705883
1153;30.8;44.0;34.14705882352941;37.0;42.0;30.5;38.0;30.75;5;36.0;31.0;36.0;38.0;30.0;28.5;30.0;37.0;32;36.58823529411764;1;17;14;3;8;7;1;2;45.0;1;1;35.0;1;3;36.0;1;2;28.0;2;3;42.0;1;2;41.0;1;2;34.0;1;2;41.0;1;2;2;36.20588235294117
1154;33.3;44.0;32.05882352941177;30.0;31.0;27.5;39.0;33.94444444444444;7;34.0;33.0;44.0;39.0;27.5;30.0;24.33333333333333;37.0;45;34.91176470588236;1;17;14;3;8;7;1;2;43.0;1;1;36.0;1;3;30.0;1;2;29.5;2;3;35.0;1;2;45.0;1;2;34.0;1;2;33.0;1;2;2;36.64705882352941
1155;41.86666666666667;50.0;39.05882352941177;40.0;39.0;30.0;45.0;37.05555555555556;6;30.0;29.0;32.0;31.0;41.0;35.0;33.0;40.0;50;39.88235294117647;0;17;17;0;8;8;0;2;32.0;1;1;37.0;1;3;37.0;1;2;41.0;1;3;40.0;1;2;50.0;1;2;38.0;1;2;41.0;1;2;2;37.44117647058823
1157;32.9;49.0;35.05882352941177;30.0;30.0;34.0;43.0;39.66666666666666;7;36.0;39.0;32.0;39.0;27.0;39.0;29.5;44.0;49;33.29411764705883;0;17;17;0;8;8;0;2;42.0;1;1;30.0;1;3;31.0;1;2;34.0;1;3;31.0;1;2;34.0;1;2;34.0;1;2;36.0;1;2;2;34.55882352941177
1170;32.25555555555555;39.0;34.26470588235294;43.0;26.5;30.0;40.0;37.72222222222222;6;36.0;41.0;38.0;28.5;30.0;0.0;29.0;34.0;37;34.94117647058823;1;17;17;0;8;8;0;2;45.0;1;1;31.0;1;3;32.0;1;2;32.0;2;3;36.0;1;2;30.0;1;2;35.0;1;2;47.0;1;2;2;33.44444444444444
1229;37.0;46.0;38.58823529411764;35.0;32.0;30.0;46.0;40.22222222222222;6;36.0;42.0;49.0;39.0;32.0;31.5;28.0;41.0;47;35.88235294117647;1;17;15;2;8;7;1;2;45.0;1;1;33.0;1;3;28.5;2;2;35.0;1;3;37.0;1;2;38.0;1;2;42.0;1;2;35.0;1;2;2;37.76470588235294
