CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CUATRO;NOTA_GEOGEO;NCA_CUATRO;NOTA_PRII;EPA_CUATRO;NOTA_PROB;PROMEDIO_CINCO;NOTAS_SISC;VECES_BD;NOTA_ME;CAR_CINCO;NOTA_CARTO;VECES_CARTO;PROMEDIO_SEIS;NOTA_GEO_FIS;NOTA_L_DOS;NOTA_LEGIC;NOTA_INGECO;VECES_L_DOS;PROMEDIO_SIETE;NOTA_ECONOMET;NOTA_AVAP;NOTA_EI_UNO;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
64.09;48.65;54.55;0;56.81;20;53.24;51.64;447.83;33.86666666666667;31;30;40;35;15.0;7;40;40;30;0;1;4;0.0;36.294117647058826;2;38;30;41;39;2;40;35.5;31;39;37;37;18.0;37;34;1;35.529411764705884;36;17.0;32;2;32;32.611111111111114;34;1;30;3;34;1;35.0;31;0;40;30;0;36.4375;35;30;39;34.75;2.0
61.53;67.51;44.9;1;44.29;4;58.8;54.59;409.24;33.666666666666664;35;35;30;30;15.0;7;40;40;30;0;1;4;0.0;33.05882352941177;2;30;32;35;37;1;35;35.22222222222222;32;45;30;40;18.0;35;33;1;41.11764705882353;38;17.0;42;2;44;36.5;35;1;32;0;44;1;39.666666666666664;40;43;41;32;1;38.5;37;35;44;40.3;3.0
49.14;35.81;50.78;0;44.51;8;52.45;47.38;406.88;34.333333333333336;30;40;35;35;15.0;7;40;40;30;0;1;4;0.0;31.764705882352942;2;30;35;30;32;1;30;33.333333333333336;33;30;32;31;18.0;41;44;2;38.705882352941174;40;17.0;36;2;45;33.333333333333336;30;2;30;4;42;1;34.0;30;35;33;33;1;35.8125;32;30;45;38.46153846153846;2.0
52.17;50.66;41.48;0;53.66;11;44.17;48.74;403.47;34.0;30;35;35;35;15.0;7;40;45;30;0;1;1;0.0;35.8235294117647;2;39;50;34;30;2;30;35.72222222222222;36;43;32;38;18.0;30;43;1;36.11764705882353;38;17.0;33;2;46;35.0;31;1;32;0;40;1;36.666666666666664;30;41;39;39;1;38.5625;31;36;43;38.8;2.0
54.03;53.32;54.77;1;44.51;20;48.37;52.57;420.82;36.666666666666664;35;30;40;45;15.0;7;40;40;35;0;1;1;0.0;34.411764705882355;2;30;43;39;31;1;30;33.388888888888886;32;30;33;36;18.0;34;35;1;39.64705882352941;40;17.0;39;2;30;34.44444444444444;36;1;33;1;35;1;37.8;40;46;44;30;1;39.0;34;36;45;43.0;3.0
58.94;48.4;40.21;0;44.51;10;52.54;50.85;398.3;34.0;32;40;45;30;15.0;7;32;30;30;0;1;3;0.0;35.05882352941177;2;31;41;31;30;1;43;34.888888888888886;35;41;31;32;18.0;35;39;1;40.529411764705884;42;17.0;46;2;43;36.77777777777778;38;1;40;1;34;1;37.53333333333333;30;35;35;43;1;36.5625;36;37;40;39.72727272727273;2.0
79.26;66.03;68.87;1;54.95;20;65.03;69.14;462.49;35.2;35;30;40;35;15.0;7;45;38;30;0;1;1;0.0;38.529411764705884;2;32;40;32;43;1;38;43.94444444444444;46;50;39;42;18.0;41;31;1;41.588235294117645;40;17.0;46;2;40;35.05555555555556;35;1;30;0;38;1;41.13333333333333;43;50;36;31;1;41.0;41;40;44;43.6;3.0
63.5;59.67;68.87;0;60.81;8;59.4;66.48;448.91;36.86666666666667;42;35;35;40;15.0;7;30;35;38;0;1;2;0.0;34.411764705882355;2;30;38;30;37;1;45;36.333333333333336;33;43;34;38;18.0;39;39;1;35.705882352941174;41;17.0;32;2;36;37.77777777777778;35;1;41;2;35;1;38.53333333333333;35;37;42;38;1;41.125;36;39;39;41.2;3.0
69.01;64.24;63.99;1;57.9;20;62.21;59.52;433.07;35.666666666666664;35;45;30;40;15.0;7;30;40;35;0;1;1;0.0;35.64705882352941;2;36;32;38;35;1;39;36.5;44;34;34;37;18.0;35;35;1;37.294117647058826;38;17.0;33;2;30;39.0;37;1;44;1;41;1;42.46666666666667;42;42;40;38;1;42.5625;30;40;45;41.0;3.0
66.17;52.54;53.19;0;45.2;4;70.87;61.96;416.95;32.46666666666667;30;35;30;35;15.0;7;35;30;33;0;1;1;0.0;34.705882352941174;2;39;38;35;30;1;37;37.666666666666664;35;44;39;38;18.0;39;39;1;37.705882352941174;34;17.0;39;2;30;35.55555555555556;33;2;37;2;32;1;36.666666666666664;31;38;40;37;1;36.8125;35;30;33;38.07692307692308;2.0
68.39;59.21;61.28;0;47.74;11;62.11;59.52;439.82;35.666666666666664;30;35;40;35;15.0;7;40;40;35;0;1;1;0.0;39.529411764705884;2;35;48;42;34;1;42;42.611111111111114;46;47;39;43;18.0;38;40;1;43.11764705882353;39;17.0;45;2;48;41.44444444444444;38;1;38;0;44;1;43.13333333333333;41;43;43;48;1;41.0625;40;34;43;44.3;3.0
63.02;44.51;75.95;0;62.46;8;56.41;57.08;438.87;34.733333333333334;30;35;35;45;15.0;7;40;30;34;0;1;4;0.0;32.705882352941174;2;35;33;34;30;1;32;32.388888888888886;31;36;30;30;18.0;40;32;1;32.64705882352941;30;17.0;30;2;38;36.22222222222222;32;2;30;2;39;1;35.2;30;36;42;32;1;35.625;30;30;42;39.1;2.0
63.5;64.24;50.4;0;51.89;11;56.55;64.44;414.1;35.06666666666667;33;30;35;40;15.0;7;40;45;33;0;1;2;0.0;30.11764705882353;2;31;30;31;22;1;40;33.22222222222222;34;34;0;0;9.0;31;33;1;37.57142857142857;0;7.0;35;2;0;35.27272727272727;37;1;0;0;41;1;36.6;0;0;0;32;0;0.0;0;0;0;41.0;3.0
72.05;58.01;75.95;0;75.71;3;77.28;72.45;504.6;33.333333333333336;30;40;35;40;15.0;7;30;40;30;0;1;1;0.0;35.294117647058826;2;41;31;39;31;1;42;35.611111111111114;36;31;38;38;18.0;37;42;1;40.1764705882353;39;17.0;37;2;47;37.94444444444444;38;1;30;0;44;1;39.0;30;41;41;41;1;39.0;37;38;39;45.8;4.0
72.05;85.05;83.7;1;69.52;16;56.55;69.64;461.97;38.333333333333336;40;45;35;45;15.0;7;35;40;35;0;1;1;0.0;40.294117647058826;2;41;50;35;31;1;38;39.833333333333336;37;49;34;43;18.0;47;41;1;37.470588235294116;38;17.0;39;2;30;39.05555555555556;37;1;36;1;43;1;40.93333333333333;34;47;42;34;1;41.4375;39;34;46;45.6;4.0
60.51;81.98;68.87;1;65.24;11;62.11;61.43;447.9;32.0;30;35;30;40;15.0;7;30;40;30;0;1;1;0.0;35.411764705882355;2;33;38;31;36;1;40;32.0;31;40;30;30;18.0;30;33;1;35.1764705882353;35;17.0;35;2;31;33.0;32;1;30;1;30;1;36.86666666666667;30;43;37;35;1;39.6875;34;37;46;41.23076923076923;3.0
69.01;41.66;65.98;0;54.95;9;59.4;75.02;443.54;33.6;30;35;35;40;15.0;7;35;40;31;0;1;1;0.0;32.588235294117645;2;31;30;32;35;1;40;33.44444444444444;31;37;34;31;18.0;34;45;1;35.470588235294116;33;17.0;39;2;30;33.72222222222222;31;1;31;3;37;1;37.2;30;31;33;40;1;38.125;31;40;48;40.0;2.0
66.17;48.42;65.98;0;60.81;10;59.4;69.14;442.63;35.0;35;45;35;40;15.0;7;30;40;30;0;1;1;0.0;39.294117647058826;2;36;42;37;37;1;37;37.0;33;50;42;31;18.0;35;35;1;40.35294117647059;38;17.0;39;2;48;35.94444444444444;38;1;30;0;41;1;40.733333333333334;34;41;38;38;1;41.125;42;34;47;45.6;4.0
72.05;71.98;75.16;0;54.95;20;67.92;75.02;478.06;36.2;35;41;44;40;15.0;7;39;30;30;0;2;1;0.0;35.05882352941177;2;35;38;33;30;1;37;36.0;46;33;33;34;18.0;42;30;1;38.1764705882353;32;17.0;32;2;39;36.0;34;1;31;0;39;1;37.06666666666667;38;36;42;31;1;39.375;36;34;41;41.0;3.0
63.5;54.92;79.57;1;41.38;20;70.87;59.52;439.89;32.0;30;35;30;40;15.0;7;30;40;30;0;1;1;0.0;32.23529411764706;2;31;30;31;34;1;40;34.5;34;35;33;39;18.0;30;39;2;42.05882352941177;37;17.0;45;2;44;34.77777777777778;37;1;30;1;40;1;35.53333333333333;34;30;37;38;1;40.3125;39;41;50;39.375;2.0
75.41;43.11;57.8;0;60.81;10;50.6;56.56;418.06;30.733333333333334;30;30;31;35;15.0;7;30;30;31;0;1;2;0.0;32.64705882352941;2;34;31;31;31;1;42;31.5;31;33;32;34;15.0;36;30;1;38.142857142857146;39;14.0;31;2;42;35.6875;34;1;0;0;43;1;34.0;0;31;39;33;1;33.22222222222222;0;38;40;36.0;2.0
72.05;65.57;57.8;1;63.68;20;70.87;66.48;453.13;36.666666666666664;40;45;35;35;15.0;7;35;45;30;0;1;1;0.0;35.8235294117647;2;33;33;37;37;1;42;36.94444444444444;45;44;35;30;18.0;38;34;1;37.94117647058823;36;17.0;35;2;44;34.666666666666664;37;1;31;2;34;1;38.666666666666664;30;32;40;45;1;41.0625;35;32;42;41.46153846153846;3.0
65.63;59.67;61.28;1;59.66;20;59.27;59.52;436.22;34.0;30;40;35;40;15.0;7;35;40;30;0;1;1;0.0;35.705882352941174;2;31;41;33;38;1;44;38.888888888888886;44;50;34;40;18.0;38;30;1;33.8235294117647;38;17.0;34;2;34;33.27777777777778;37;1;30;3;33;1;37.13333333333333;32;41;40;35;1;38.8125;35;38;45;38.1;2.0
74.62;53.27;61.28;1;74.04;11;62.11;72.45;458.93;38.0;40;45;35;40;15.0;7;35;40;35;0;1;1;0.0;38.1764705882353;2;42;37;39;33;1;41;38.0;41;45;36;30;18.0;33;36;1;41.470588235294116;40;17.0;44;2;46;42.22222222222222;38;1;36;0;40;1;42.666666666666664;40;45;43;44;1;40.4375;38;37;46;41.3;3.0
71.35;88.85;58.6;0;59.66;8;64.91;72.45;471.92;31.0;30;35;30;35;15.0;7;30;30;30;0;1;1;0.0;33.05882352941177;2;30;32;32;31;1;38;33.611111111111114;35;32;35;31;18.0;38;34;1;39.411764705882355;38;17.0;34;2;32;36.05555555555556;35;1;30;1;34;1;36.86666666666667;32;43;39;35;1;36.25;30;37;33;42.8;3.0
66.17;59.21;61.28;0;72.54;20;53.63;66.99;456.17;34.0;35;40;30;40;15.0;7;30;45;30;0;1;1;0.0;36.64705882352941;2;32;41;38;33;1;40;32.333333333333336;32;30;35;35;18.0;32;32;1;35.588235294117645;36;17.0;34;2;30;35.77777777777778;36;1;43;2;43;1;39.2;38;41;41;35;1;37.8125;31;32;34;41.15384615384615;3.0
79.26;64.24;63.2;0;69.52;3;62.21;75.02;469.84;34.4;32;35;40;35;15.0;7;40;35;30;0;1;2;0.0;33.8235294117647;2;38;30;30;30;1;40;35.166666666666664;38;40;36;32;18.0;33;39;1;35.23529411764706;36;17.0;32;2;38;32.833333333333336;33;2;30;4;31;1;33.666666666666664;30;38;35;33;1;36.6875;35;38;41;37.5;2.0
60.51;75.1;63.99;0;74.04;18;67.8;72.45;470.33;39.733333333333334;43;35;45;45;15.0;7;45;40;33;0;1;2;0.0;36.588235294117645;2;31;39;30;39;1;44;41.77777777777778;47;50;40;43;18.0;38;37;1;39.529411764705884;40;17.0;43;2;30;36.77777777777778;34;1;33;0;41;1;40.13333333333333;44;39;40;41;1;42.625;40;39;41;40.7;3.0
68.39;59.67;68.87;1;62.46;16;56.41;86.89;470.25;37.86666666666667;35;35;35;45;15.0;7;45;40;37;0;1;1;0.0;37.294117647058826;2;38;36;42;32;1;32;37.666666666666664;43;38;40;38;18.0;30;39;1;36.94117647058823;34;17.0;31;2;30;37.5;32;2;30;3;43;1;37.666666666666664;33;39;45;34;1;38.9375;39;41;46;38.84615384615385;2.0
65.63;64.24;57.8;1;65.24;18;67.8;63.93;433.81;35.46666666666667;34;35;40;35;15.0;7;45;35;30;0;1;3;0.0;35.94117647058823;2;36;38;37;31;1;37;34.333333333333336;44;36;31;31;18.0;33;36;1;32.88235294117647;30;17.0;33;2;36;35.77777777777778;30;1;36;1;38;1;36.733333333333334;30;38;38;33;1;39.25;38;46;46;39.0;2.0
75.41;48.86;58.6;1;57.9;18;59.4;82.67;459.03;35.0;34;35;30;40;15.0;7;45;35;32;0;1;3;0.0;35.1764705882353;2;32;42;30;36;1;35;32.77777777777778;36;32;30;30;18.0;43;30;1;35.705882352941174;30;17.0;35;2;36;33.611111111111114;37;1;31;0;42;1;37.46666666666667;30;43;41;34;1;40.125;39;39;42;43.6;3.0
63.02;50.1;52.34;0;56.82;10;64.91;59.0;420.25;38.4;30;40;40;40;15.0;7;45;40;39;0;1;1;0.0;38.64705882352941;2;41;50;31;37;1;39;37.0;38;41;36;34;18.0;41;38;1;35.88235294117647;36;17.0;36;2;31;38.55555555555556;31;1;39;0;44;1;40.666666666666664;44;44;41;32;1;43.125;44;38;46;40.38461538461539;3.0
66.17;54.92;68.87;0;63.68;7;62.21;71.97;457.43;35.2;30;40;40;40;15.0;7;40;30;32;0;1;1;0.0;36.0;2;34;47;30;30;1;45;35.888888888888886;33;37;34;43;18.0;35;39;2;37.76470588235294;33;17.0;34;2;43;35.0;37;1;35;0;30;1;37.8;35;41;39;33;1;37.4375;42;34;38;41.4;3.0
72.05;56.09;87.87;0;69.52;20;59.4;69.14;485.61;41.0;35;40;40;40;15.0;7;45;40;45;0;1;1;0.0;43.05882352941177;2;45;41;48;38;1;42;42.05555555555556;46;47;38;38;18.0;42;40;1;37.705882352941174;40;17.0;37;2;31;39.166666666666664;38;1;44;0;42;1;40.86666666666667;43;37;38;43;1;43.625;45;45;46;43.0;3.0
75.41;79.4;83.7;1;72.54;16;65.03;57.08;481.89;37.6;30;40;40;40;15.0;7;40;30;41;0;1;1;0.0;34.411764705882355;2;32;31;30;30;1;42;37.388888888888886;42;41;37;34;18.0;34;35;1;40.470588235294116;41;17.0;31;2;41;40.05555555555556;39;1;38;0;42;1;39.266666666666666;33;41;43;36;1;43.4375;39;41;48;43.0;3.0
65.63;73.24;72.69;1;62.46;11;56.41;69.64;463.14;35.0;30;30;40;40;15.0;7;45;45;30;0;1;1;0.0;34.705882352941174;2;38;34;37;30;1;37;37.27777777777778;35;50;35;35;18.0;36;32;1;35.1764705882353;39;17.0;31;2;32;39.27777777777778;38;1;37;2;38;1;37.2;32;43;42;32;1;40.75;41;42;37;37.0;2.0
69.01;55.62;71.9;0;48.66;19;59.4;71.97;439.3;42.333333333333336;40;40;40;45;15.0;7;45;40;45;0;1;1;0.0;44.588235294117645;2;45;44;43;46;1;40;43.833333333333336;43;44;39;45;18.0;46;40;1;38.8235294117647;42;17.0;33;2;37;38.0;38;1;33;0;41;1;42.4;43;39;42;47;1;43.5625;43;45;38;41.2;3.0
60.91;69.93;66.77;1;72.54;9;59.4;69.64;463.46;34.0;30;40;35;40;15.0;7;35;40;30;0;1;1;0.0;34.94117647058823;2;33;36;36;30;1;42;37.111111111111114;36;45;38;34;18.0;36;38;1;39.411764705882355;35;17.0;45;2;31;37.666666666666664;33;1;40;1;43;1;38.8;30;38;41;37;1;39.0;39;32;46;44.6;3.0
65.63;61.66;68.87;1;56.82;8;62.11;63.93;442.37;33.333333333333336;30;30;40;35;15.0;7;40;35;30;0;1;1;0.0;32.470588235294116;2;30;30;30;34;1;39;36.0;44;33;38;37;18.0;32;38;1;37.1764705882353;37;17.0;32;2;45;41.05555555555556;38;1;44;0;40;1;38.6;40;39;38;33;1;42.3125;41;35;40;39.38461538461539;2.0
83.87;62.94;60.48;1;66.58;16;77.28;69.14;470.26;37.06666666666667;37;35;40;35;15.0;7;40;40;35;0;1;2;0.0;34.529411764705884;2;44;31;30;30;1;37;36.111111111111114;38;37;36;35;18.0;37;39;1;39.529411764705884;37;17.0;44;2;45;37.388888888888886;37;1;43;0;37;1;39.53333333333333;42;41;39;33;1;41.8125;41;35;42;42.0;3.0
66.17;64.7;63.99;1;57.9;19;56.55;66.99;446.54;35.666666666666664;30;40;45;45;15.0;7;40;30;30;0;1;1;0.0;39.470588235294116;2;41;48;40;30;1;43;41.0;46;47;42;38;18.0;36;39;1;38.1764705882353;39;17.0;37;2;44;40.833333333333336;39;1;35;0;43;1;41.86666666666667;42;44;37;41;1;43.6875;39;43;47;42.1;3.0
79.26;71.98;65.98;1;79.06;7;65.03;69.14;483.02;38.2;40;35;40;45;15.0;7;45;40;32;0;1;2;0.0;36.705882352941174;2;40;33;33;30;1;42;38.666666666666664;46;50;30;39;18.0;32;35;1;39.05882352941177;40;17.0;40;2;33;35.5;30;1;35;0;39;1;40.0;38;47;41;30;1;38.5625;42;32;32;39.76923076923077;2.0
69.01;44.51;66.77;0;60.81;20;56.55;69.64;437.78;34.13333333333333;34;42;30;40;15.0;7;35;36;30;0;1;2;0.0;34.8235294117647;2;40;42;30;32;1;35;35.611111111111114;43;41;37;30;18.0;34;30;1;35.470588235294116;42;17.0;34;2;30;31.77777777777778;30;1;32;1;30;1;33.46666666666667;34;37;32;31;2;37.6875;36;31;45;34.5;2.0
63.5;44.51;60.48;0;63.68;20;59.4;66.48;447.34;32.333333333333336;30;30;40;35;15.0;7;35;30;30;0;1;1;0.0;34.588235294117645;2;38;38;30;32;1;33;33.72222222222222;40;37;31;30;18.0;36;31;1;37.588235294117645;38;17.0;40;2;30;34.22222222222222;30;1;36;1;36;1;35.8;30;33;41;32;1;37.625;37;31;46;36.07692307692308;2.0
63.5;58.47;66.77;1;72.54;11;56.55;66.99;455.19;35.0;30;40;40;40;15.0;7;40;35;30;0;1;1;0.0;35.529411764705884;2;31;39;43;30;1;35;38.44444444444444;44;40;40;37;18.0;36;35;1;41.411764705882355;39;17.0;45;2;42;39.833333333333336;38;1;45;0;37;1;37.13333333333333;32;41;37;30;1;41.4375;42;35;42;42.4;3.0
60.51;61.66;63.2;1;62.46;11;62.11;61.43;435.33;33.53333333333333;36;30;35;35;15.0;7;40;30;30;0;1;4;0.0;34.294117647058826;2;30;37;38;33;1;35;33.388888888888886;31;37;34;34;18.0;32;39;1;37.705882352941174;36;17.0;37;2;33;34.05555555555556;30;1;34;1;38;1;40.86666666666667;42;39;39;46;1;37.0625;36;38;45;40.25;3.0
71.35;61.66;53.19;1;62.46;10;77.1;72.45;475.05;39.0;35;35;45;45;15.0;7;40;35;40;0;1;1;0.0;38.88235294117647;2;31;49;46;34;1;38;40.888888888888886;46;43;39;41;18.0;37;41;1;40.1764705882353;41;17.0;37;2;44;42.166666666666664;39;1;42;0;44;1;42.93333333333333;42;45;36;48;1;42.875;36;43;47;41.9;3.0
66.17;69.93;52.34;0;60.81;20;65.03;54.1;422.18;33.46666666666667;30;30;30;40;15.0;7;30;40;38;0;1;1;0.0;33.705882352941174;2;38;30;31;32;1;45;32.27777777777778;34;31;30;30;18.0;35;37;1;34.76470588235294;34;17.0;40;2;37;32.05555555555556;38;3;30;2;31;1;34.53333333333333;30;34;39;33;1;34.5;30;32;42;37.23076923076923;2.0
75.41;68.41;75.16;0;51.89;10;62.21;66.48;441.74;35.4;32;35;40;40;15.0;7;45;35;30;0;1;2;0.0;35.76470588235294;2;32;42;37;32;1;40;32.94444444444444;31;37;32;33;18.0;33;35;1;39.705882352941174;39;17.0;35;2;49;37.0;30;2;43;1;39;1;37.733333333333334;30;41;36;38;1;37.8125;43;39;46;38.4;2.0
69.01;47.15;60.48;1;48.66;11;62.21;54.1;417.38;34.0;30;30;40;35;15.0;7;45;35;30;0;1;1;0.0;19.58823529411765;1;18;15;5;14;1;36;30.0;30;0;0;0;3.0;0;0;1;35.0;0;2.0;0;2;0;0.0;0;0;0;0;0;0;33.0;0;0;0;0;0;0.0;0;0;0;39.0;2.0
60.51;58.47;53.19;0;62.46;10;73.83;57.08;434.85;34.0;30;35;40;30;15.0;7;45;30;30;0;1;2;0.0;35.1764705882353;2;33;36;41;30;1;35;33.27777777777778;34;33;34;34;18.0;30;35;1;36.94117647058823;33;17.0;38;2;33;32.833333333333336;37;2;30;2;39;1;35.2;31;40;36;30;1;39.9375;40;35;47;35.1;2.0
74.62;68.86;49.51;0;62.46;11;64.91;71.97;456.4;34.46666666666667;32;31;40;39;15.0;7;40;40;30;0;1;2;0.0;35.1764705882353;2;36;34;33;33;1;35;34.388888888888886;30;42;32;37;18.0;33;40;1;37.11764705882353;31;17.0;37;2;39;32.55555555555556;30;2;32;3;39;1;37.93333333333333;35;42;38;34;1;37.0625;30;31;36;39.15384615384615;2.0
60.91;67.41;66.77;0;63.68;10;65.03;75.48;453.75;38.666666666666664;35;45;40;40;15.0;7;40;45;35;0;1;1;0.0;39.64705882352941;2;43;50;32;34;1;37;41.833333333333336;39;50;37;43;18.0;42;36;1;42.1764705882353;40;17.0;45;2;46;40.77777777777778;38;1;46;0;46;1;43.8;42;45;40;42;1;42.5625;44;38;44;45.7;4.0
75.41;59.21;63.2;0;57.9;8;62.21;69.14;457.96;32.666666666666664;30;35;30;30;15.0;7;45;30;30;0;1;1;0.0;24.529411764705884;1;36;30;23;3;1;30;32.0;29;0;0;0;1.0;0;41;1;0.0;0;0.0;0;1;0;0.0;0;0;0;0;0;0;40.0;0;0;0;0;0;0.0;0;0;0;16.0;1.0
53.37;53.27;63.99;1;60.81;8;65.03;66.99;444.73;32.46666666666667;31;35;30;40;15.0;7;30;40;31;0;1;2;0.0;37.64705882352941;2;38;43;30;35;1;38;35.0;36;35;35;33;18.0;38;38;1;38.411764705882355;33;17.0;44;2;36;34.888888888888886;37;1;32;1;41;1;39.2;35;37;43;33;1;39.375;37;36;45;38.84615384615385;2.0
69.01;69.93;65.98;1;69.52;7;65.03;63.93;460.27;34.333333333333336;30;35;40;45;15.0;7;40;30;30;0;1;1;0.0;33.529411764705884;2;34;33;30;30;1;39;35.166666666666664;32;34;32;45;18.0;30;39;1;33.76470588235294;36;17.0;30;2;30;34.44444444444444;31;1;35;0;34;1;36.0;33;30;34;40;1;36.25;31;34;39;33.81818181818182;2.0
75.41;54.45;63.2;0;54.95;9;59.4;71.97;447.18;35.6;35;42;40;30;15.0;7;40;35;30;0;1;1;0.0;32.470588235294116;2;34;33;30;30;1;33;32.72222222222222;30;33;31;36;18.0;37;35;1;34.11764705882353;33;17.0;35;2;34;36.111111111111114;33;1;35;2;40;1;37.0;30;41;40;33;1;39.8125;39;38;36;37.07692307692308;2.0
60.91;65.57;55.92;0;54.95;8;70.87;61.96;432.05;34.2;31;35;40;35;15.0;7;40;35;30;0;1;4;0.0;34.05882352941177;2;33;38;30;30;1;33;35.05555555555556;33;42;32;36;18.0;40;32;1;38.76470588235294;41;17.0;40;2;39;32.166666666666664;33;1;33;1;31;1;34.0;33;37;34;33;1;35.25;38;38;7;37.23076923076923;2.0
65.63;53.27;63.2;0;56.82;11;53.5;59.0;426.21;33.86666666666667;31;35;35;35;15.0;7;40;40;30;0;1;2;0.0;35.529411764705884;2;41;39;31;30;1;35;36.0;31;37;38;37;18.0;39;33;1;39.411764705882355;34;17.0;34;2;48;38.5;36;2;41;2;43;1;36.4;33;36;43;31;1;37.8125;34;34;46;41.0;3.0
72.05;81.98;63.99;1;57.9;8;59.4;69.64;461.5;37.333333333333336;35;35;45;45;15.0;7;45;40;30;0;1;1;0.0;33.88235294117647;2;36;33;30;33;1;42;34.888888888888886;35;47;30;30;18.0;30;40;1;38.588235294117645;40;17.0;43;2;36;38.27777777777778;38;1;32;0;42;1;39.733333333333334;33;44;39;35;1;42.125;37;35;38;42.46153846153846;3.0
71.35;65.57;68.87;1;71.0;8;67.8;63.93;469.38;33.0;30;30;35;40;15.0;7;40;35;30;0;1;1;0.0;34.64705882352941;2;35;35;36;31;1;35;37.333333333333336;44;50;36;30;18.0;30;39;1;37.588235294117645;33;17.0;42;2;40;35.0;32;1;38;2;38;1;38.93333333333333;44;47;36;30;1;37.4375;33;38;45;41.5;3.0
53.16;64.24;58.6;1;62.46;20;64.91;69.64;417.49;34.333333333333336;30;30;40;35;15.0;7;45;40;30;0;1;1;0.0;34.705882352941174;2;37;32;32;31;1;40;36.611111111111114;31;44;39;31;18.0;43;42;1;37.529411764705884;36;17.0;39;2;38;35.388888888888886;36;2;31;2;30;1;38.8;33;37;38;50;1;36.375;34;33;42;40.9;3.0
58.05;68.41;82.9;1;71.0;10;73.83;63.93;476.14;39.333333333333336;35;45;40;45;15.0;7;45;40;35;0;1;1;0.0;41.0;2;40;50;36;40;1;38;39.05555555555556;32;50;37;41;18.0;46;38;1;37.64705882352941;33;17.0;38;2;33;36.77777777777778;38;1;36;0;41;1;40.666666666666664;30;43;43;45;1;41.25;42;45;38;46.5;4.0
60.51;71.98;63.99;1;62.46;7;67.8;59.52;452.79;35.93333333333333;33;35;40;45;15.0;7;40;45;30;0;1;4;0.0;36.294117647058826;2;33;40;31;30;1;49;34.94444444444444;36;39;31;32;18.0;35;37;1;38.11764705882353;32;17.0;39;2;43;34.888888888888886;38;1;33;4;32;1;35.733333333333334;30;39;38;43;1;37.1875;45;36;42;34.75;2.0
65.63;77.13;60.48;1;71.0;18;70.74;71.97;475.48;35.86666666666667;30;30;40;30;15.0;7;45;40;37;0;1;1;0.0;35.470588235294116;2;39;32;32;30;1;45;36.77777777777778;32;50;33;30;18.0;46;39;1;39.88235294117647;41;17.0;45;2;42;35.166666666666664;38;1;31;1;40;1;39.733333333333334;36;46;40;38;1;40.8125;44;38;44;39.7;2.0
66.17;58.47;66.77;0;66.58;7;56.55;64.44;456.53;35.4;37;30;40;35;15.0;7;45;35;30;0;1;3;0.0;35.64705882352941;2;30;45;33;34;1;33;33.22222222222222;36;32;35;31;18.0;31;32;1;34.470588235294116;31;17.0;34;2;35;34.666666666666664;30;2;35;4;38;1;32.86666666666667;30;31;37;30;3;38.9375;35;32;39;36.38461538461539;2.0
58.05;47.58;49.51;0;65.24;8;64.91;61.43;427.2;36.733333333333334;30;40;40;45;15.0;7;30;40;39;0;1;1;0.0;37.64705882352941;2;42;43;34;38;1;38;37.77777777777778;35;44;31;41;18.0;30;41;1;37.705882352941174;36;17.0;40;2;30;36.833333333333336;32;1;33;0;43;1;37.333333333333336;36;39;38;37;1;41.0;42;38;39;40.76923076923077;3.0
60.51;58.47;58.6;0;50.93;4;64.91;59.52;420.69;33.333333333333336;30;40;40;40;15.0;7;30;30;30;0;1;1;0.0;33.05882352941177;2;34;35;34;32;1;32;34.111111111111114;44;32;31;30;18.0;31;45;2;37.529411764705884;36;17.0;36;2;40;33.05555555555556;31;1;32;1;34;1;34.06666666666667;32;37;35;31;2;34.75;32;41;41;38.5;2.0
63.02;48.42;58.6;1;62.46;8;64.91;66.99;438.79;34.266666666666666;30;30;40;40;15.0;7;45;30;31;0;1;4;0.0;33.94117647058823;2;35;36;30;31;1;38;35.333333333333336;38;43;36;31;18.0;30;36;2;37.529411764705884;31;17.0;35;2;33;34.333333333333336;30;1;37;1;42;1;38.4;43;39;36;35;1;38.375;34;35;48;39.5;2.0
