CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CUATRO;NOTA_GEOGEO;NCA_CUATRO;NOTA_PRII;EPA_CUATRO;NOTA_PROB;PROMEDIO_CINCO;NOTAS_SISC;VECES_BD;NOTA_ME;CAR_CINCO;NOTA_CARTO;VECES_CARTO;PROMEDIO_SEIS;NOTA_GEO_FIS;NOTA_L_DOS;NOTA_LEGIC;NOTA_INGECO;VECES_L_DOS;PROMEDIO_SIETE;NOTA_ECONOMET;NOTA_AVAP;NOTA_EI_UNO;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
59.0;56.0;55.0;0;60.0;8;53.0;53.0;401.0;38.666666666666664;37;44;42;44;15.0;7;44;37;32;0;1;2;0.0;34.64705882352941;2;31;38;31;36;1;41;36.333333333333336;39;47;32;32;18.0;42;30;2;39.1764705882353;37;17.0;33;2;39;33.333333333333336;32;1;32;1;37;1;38.333333333333336;37;42;38;37;1;35.625;39;31;40;42.8;3.0
55.0;45.0;58.0;0;53.0;18;78.0;44.0;407.0;35.53333333333333;34;35;43;41;15.0;7;39;36;30;0;1;2;0.0;34.411764705882355;2;30;36;30;38;1;42;32.05555555555556;32;30;30;31;18.0;42;34;1;35.8235294117647;31;17.0;33;2;35;34.166666666666664;35;1;33;3;40;1;36.86666666666667;30;41;43;39;1;37.875;35;34;37;42.30769230769231;3.0
64.0;43.0;48.0;1;40.0;1;68.0;52.0;385.0;35.06666666666667;33;39;40;36;15.0;7;39;35;30;0;1;2;0.0;34.35294117647059;2;32;35;30;40;1;40;41.166666666666664;40;48;31;40;18.0;39;39;1;41.35294117647059;39;17.0;46;2;45;38.27777777777778;36;1;42;0;43;1;36.266666666666666;30;37;40;40;1;42.5;35;39;34;38.61538461538461;2.0
63.0;50.0;55.0;1;60.0;20;54.0;59.0;412.0;38.53333333333333;33;41;41;38;15.0;7;43;39;38;0;1;1;0.0;38.470588235294116;2;36;36;45;35;1;42;37.22222222222222;36;41;38;39;18.0;41;33;1;41.94117647058823;41;17.0;48;2;30;40.833333333333336;40;1;46;0;45;1;41.666666666666664;30;48;45;44;1;47.4375;48;46;46;41.07692307692308;3.0
76.0;41.0;51.0;1;36.0;13;50.0;50.0;375.0;38.46666666666667;33;42;40;38;15.0;7;42;40;38;0;1;1;0.0;36.94117647058823;2;39;34;32;34;1;41;36.111111111111114;36;50;32;32;18.0;30;38;1;36.0;38;17.0;41;2;30;32.666666666666664;36;2;31;2;37;1;37.6;30;34;42;49;1;36.875;39;37;38;42.5;3.0
76.0;49.0;48.0;0;53.0;10;50.0;47.0;383.0;35.333333333333336;37;40;36;34;15.0;7;38;37;30;0;1;3;0.0;32.11764705882353;2;31;30;32;33;1;33;36.388888888888886;35;36;30;38;18.0;45;34;1;39.529411764705884;38;17.0;35;2;44;36.94444444444444;35;1;32;1;40;1;34.6;32;31;41;36;1;36.875;41;36;33;41.0;3.0
68.0;43.0;58.0;0;49.0;20;58.0;59.0;398.0;32.86666666666667;30;36;34;34;15.0;7;38;33;30;0;1;3;0.0;35.88235294117647;2;36;36;42;30;1;38;36.77777777777778;38;47;30;32;18.0;38;37;1;39.529411764705884;37;17.0;46;2;32;34.833333333333336;37;2;30;2;40;1;35.733333333333334;30;40;36;41;1;38.3125;42;30;44;39.2;2.0
69.0;49.0;59.0;0;69.0;16;53.0;52.0;412.0;36.2;38;33;35;35;15.0;7;40;38;35;0;1;2;0.0;34.705882352941174;2;34;30;42;30;1;40;33.44444444444444;36;33;30;32;18.0;40;30;2;40.35294117647059;33;17.0;41;2;30;35.166666666666664;30;1;36;1;39;1;38.4;30;43;37;42;1;38.75;34;36;35;41.6;3.0
69.0;47.0;55.0;1;36.0;10;54.0;55.0;380.0;35.6;30;40;41;36;15.0;7;43;40;30;0;1;1;0.0;35.0;2;32;46;30;31;1;38;39.72222222222222;41;46;44;39;18.0;41;33;1;41.11764705882353;35;17.0;37;2;46;36.55555555555556;36;1;31;1;42;1;39.266666666666666;31;42;42;33;1;41.75;39;41;41;40.25;3.0
55.0;50.0;51.0;0;37.0;20;53.0;59.0;384.0;35.6;31;39;43;34;15.0;7;42;35;31;0;1;2;0.0;34.05882352941177;2;30;33;31;32;1;42;38.611111111111114;41;45;35;37;18.0;42;38;1;37.529411764705884;33;17.0;42;2;34;34.44444444444444;30;1;32;2;42;1;36.0;31;44;37;32;1;36.3125;30;30;36;40.1;3.0
52.0;49.0;76.0;0;53.0;8;57.0;52.0;423.0;35.333333333333336;30;41;43;32;15.0;7;42;36;30;0;1;2;0.0;34.0;2;36;30;31;36;1;37;37.22222222222222;36;48;34;38;18.0;41;30;1;38.470588235294116;32;17.0;36;2;30;35.833333333333336;30;1;31;1;44;1;40.733333333333334;36;46;42;31;1;38.625;37;31;30;41.5;3.0
68.0;60.0;59.0;1;60.0;19;58.0;53.0;405.0;38.2;30;41;42;39;15.0;7;45;40;37;0;1;1;0.0;35.0;2;30;45;35;30;1;35;38.666666666666664;41;49;33;30;18.0;42;39;1;45.76470588235294;47;17.0;46;2;50;41.388888888888886;40;1;33;0;47;1;42.2;38;38;43;44;1;44.875;47;42;45;44.38461538461539;3.0
59.0;50.0;55.0;1;54.0;8;58.0;53.0;399.0;35.86666666666667;35;38;41;31;15.0;7;43;38;30;0;1;3;0.0;33.35294117647059;2;31;30;40;35;1;30;35.72222222222222;40;34;35;33;18.0;48;31;1;38.705882352941174;32;17.0;40;2;44;37.22222222222222;30;1;43;0;46;1;37.13333333333333;35;41;40;32;1;37.5625;36;30;43;37.6;2.0
63.0;49.0;48.0;0;45.0;11;50.0;50.0;381.0;36.2;34;38;42;34;15.0;7;37;37;34;0;1;2;0.0;33.470588235294116;2;35;31;35;32;2;37;35.5;30;47;30;35;18.0;39;36;1;38.411764705882355;34;17.0;38;2;39;38.166666666666664;40;1;35;0;45;1;35.86666666666667;34;32;37;37;1;38.0;30;33;42;40.9;3.0
60.0;56.0;51.0;1;40.0;10;69.0;55.0;387.0;35.6;36;34;42;35;15.0;7;41;37;30;0;1;3;0.0;32.76470588235294;2;30;37;30;34;1;37;37.611111111111114;37;45;33;37;18.0;46;33;1;39.0;35;17.0;39;2;30;36.666666666666664;36;1;37;0;42;1;35.93333333333333;31;41;35;35;1;38.1875;34;31;42;38.5;2.0
59.0;71.0;55.0;0;49.0;14;63.0;59.0;402.0;34.46666666666667;34;33;38;33;15.0;7;39;38;31;0;1;3;0.0;34.8235294117647;2;35;41;35;30;2;35;33.833333333333336;35;40;30;36;18.0;31;34;2;37.23529411764706;30;17.0;33;2;43;35.27777777777778;33;1;36;0;44;1;35.733333333333334;35;35;37;34;1;36.9375;40;36;32;39.3;2.0
51.0;60.0;55.0;0;69.0;18;63.0;56.0;414.0;34.86666666666667;30;38;34;35;15.0;7;34;38;37;0;1;2;0.0;34.64705882352941;2;31;35;40;32;1;38;37.72222222222222;40;43;32;37;18.0;48;37;1;39.0;30;17.0;37;2;36;35.888888888888886;30;2;38;1;43;1;39.93333333333333;37;39;40;37;1;37.0625;44;33;42;40.6;3.0
64.0;50.0;59.0;1;44.0;11;69.0;55.0;394.0;34.13333333333333;30;38;40;35;15.0;7;37;37;30;0;1;3;0.0;33.64705882352941;2;32;38;31;32;1;31;39.833333333333336;40;45;30;39;18.0;40;31;1;42.64705882352941;36;17.0;45;2;43;35.0;30;1;34;2;41;1;37.0;30;42;42;40;1;39.6875;39;30;45;41.2;3.0
59.0;58.0;63.0;1;69.0;20;63.0;56.0;419.0;39.86666666666667;39;47;45;37;15.0;7;45;42;32;0;1;1;0.0;42.529411764705884;2;50;40;38;38;1;42;40.5;44;42;36;43;18.0;42;33;1;43.529411764705884;40;17.0;45;2;45;41.388888888888886;38;1;46;0;45;1;40.6;34;41;39;44;1;45.5625;49;41;42;45.2;4.0
64.0;53.0;55.0;0;59.0;11;58.0;52.0;400.0;33.93333333333333;30;36;40;32;15.0;7;37;37;31;0;1;2;0.0;34.705882352941174;2;35;32;38;31;2;40;35.77777777777778;33;42;34;39;18.0;36;35;1;40.35294117647059;40;17.0;47;2;41;34.611111111111114;35;1;30;2;34;1;33.13333333333333;30;34;35;37;1;36.875;35;39;37;40.6;3.0
76.0;30.0;45.0;0;36.0;11;54.0;55.0;371.0;34.46666666666667;30;30;32;31;15.0;7;39;34;40;0;1;2;0.0;35.23529411764706;2;31;34;35;40;1;43;37.77777777777778;37;40;32;40;18.0;45;41;1;35.470588235294116;31;17.0;38;2;30;33.94444444444444;30;1;30;0;43;1;38.06666666666667;30;42;37;35;1;36.25;33;38;36;36.76923076923077;2.0
64.0;39.0;48.0;0;53.0;20;63.0;50.0;390.0;33.13333333333333;30;32;38;34;15.0;7;35;39;31;0;1;1;0.0;38.0;2;37;41;33;36;1;41;36.77777777777778;37;33;36;39;18.0;43;30;1;39.294117647058826;32;17.0;43;2;40;35.05555555555556;32;1;34;0;42;1;37.6;30;34;33;42;1;41.0625;38;41;45;42.1;3.0
68.0;58.0;48.0;1;49.0;10;63.0;56.0;386.0;34.46666666666667;30;41;39;34;15.0;7;33;39;32;0;1;3;0.0;33.11764705882353;2;35;30;38;30;1;34;35.833333333333336;40;45;31;33;18.0;36;33;1;36.705882352941174;39;17.0;31;2;33;32.77777777777778;36;1;31;1;34;1;34.2;32;36;30;36;1;33.0625;34;30;31;38.5;2.0
60.0;55.0;55.0;1;60.0;20;57.0;55.0;436.0;40.266666666666666;40;38;48;43;15.0;7;37;43;38;0;1;1;0.0;37.1764705882353;2;46;34;33;30;1;40;37.77777777777778;43;34;31;44;18.0;40;33;1;43.35294117647059;41;17.0;46;2;45;38.611111111111114;32;1;44;0;46;1;38.333333333333336;30;42;42;42;1;39.0;36;33;43;40.4;3.0
69.0;55.0;68.0;0;53.0;5;78.0;59.0;454.0;36.46666666666667;31;36;46;44;15.0;7;37;40;33;0;1;1;0.0;34.411764705882355;2;32;30;37;31;1;45;36.611111111111114;39;33;38;39;18.0;41;34;1;44.470588235294116;38;17.0;48;2;45;39.5;32;1;37;0;45;1;38.0;30;41;40;31;1;42.0;43;42;45;43.5;3.0
79.0;56.0;55.0;0;69.0;10;63.0;54.0;444.0;34.13333333333333;33;32;37;40;15.0;7;34;39;32;0;1;1;0.0;33.64705882352941;2;35;31;30;33;1;37;34.666666666666664;41;30;31;30;18.0;44;35;1;37.588235294117645;32;17.0;31;2;32;34.05555555555556;30;2;34;3;41;1;36.0;30;43;39;33;1;35.25;34;35;42;36.5;2.0
75.0;56.0;68.0;1;60.0;18;63.0;56.0;448.0;36.266666666666666;32;37;41;43;15.0;7;38;37;34;0;1;1;0.0;34.588235294117645;2;36;33;31;35;1;45;41.833333333333336;37;48;38;44;18.0;43;31;1;39.529411764705884;38;17.0;40;2;46;41.111111111111114;37;1;40;1;42;1;38.46666666666667;36;38;42;35;1;41.375;42;32;45;37.3;2.0
75.0;88.0;55.0;0;48.0;6;61.0;56.0;420.0;36.266666666666666;39;38;40;42;15.0;7;34;41;30;0;1;1;0.0;34.529411764705884;2;38;32;30;35;1;37;36.333333333333336;40;35;31;39;18.0;36;30;1;36.05882352941177;31;17.0;33;2;30;38.5;37;1;44;1;44;1;36.733333333333334;32;43;40;30;1;39.6875;41;42;34;43.3;3.0
65.0;60.0;56.0;1;57.0;9;63.0;57.0;428.0;35.0;30;35;43;44;15.0;7;36;43;30;0;1;1;0.0;34.88235294117647;2;37;32;38;32;1;37;36.27777777777778;33;48;34;38;18.0;34;33;1;42.705882352941174;39;17.0;42;2;46;38.0;34;1;30;0;44;1;35.8;31;37;36;35;1;38.3125;32;40;43;43.7;3.0
67.28;73.24;63.88;0;61.84;20;64.85;71.9;446.33;34.666666666666664;31;30;39;41;15.0;7;34;36;36;0;1;2;0.0;34.64705882352941;2;34;30;31;41;1;38;33.05555555555556;38;38;30;31;18.0;30;34;1;39.411764705882355;38;17.0;38;2;32;33.111111111111114;30;1;30;1;34;1;38.6;35;44;43;30;1;34.375;33;30;37;40.125;3.0
62.0;48.0;61.0;1;57.0;10;63.0;59.0;428.0;37.333333333333336;40;43;41;43;15.0;7;35;39;30;0;1;2;0.0;35.88235294117647;2;46;33;35;34;1;38;36.166666666666664;36;48;31;31;18.0;38;38;1;39.8235294117647;37;17.0;39;2;44;37.5;33;1;37;0;42;1;39.8;41;36;39;39;1;43.0625;43;45;39;43.8;3.0
62.0;65.0;60.0;0;55.0;11;59.0;62.0;426.0;32.8;31;30;37;41;15.0;7;35;34;30;0;1;2;0.0;33.470588235294116;2;32;45;30;30;1;34;31.0;30;32;30;30;18.0;35;32;1;37.23529411764706;39;17.0;31;2;39;34.333333333333336;30;1;32;1;43;1;36.333333333333336;34;41;41;36;3;33.9375;38;30;32;37.875;2.0
63.0;60.0;55.0;0;49.0;19;69.0;63.0;424.0;37.46666666666667;42;38;43;42;15.0;7;37;38;30;0;1;1;0.0;34.294117647058826;2;38;30;34;32;2;35;34.666666666666664;33;31;37;36;18.0;39;39;1;41.64705882352941;38;17.0;40;2;40;39.05555555555556;37;1;42;1;41;1;37.666666666666664;35;36;43;32;1;40.6875;39;37;42;41.0;3.0
90.0;56.0;48.0;0;37.0;11;52.0;54.0;389.0;34.86666666666667;35;32;39;42;15.0;7;37;36;31;0;1;1;0.0;32.1764705882353;2;35;30;30;30;1;38;35.166666666666664;41;31;36;33;18.0;40;37;1;38.1764705882353;37;17.0;33;2;41;35.111111111111114;30;1;33;1;42;1;37.53333333333333;36;38;35;38;1;37.125;30;32;30;37.54545454545455;2.0
60.0;50.0;55.0;0;60.0;2;63.0;67.0;425.0;35.46666666666667;36;32;44;42;15.0;7;33;40;31;0;1;1;0.0;34.1764705882353;2;35;32;35;31;1;40;36.0;34;40;30;42;18.0;41;38;1;37.23529411764706;42;17.0;30;2;34;36.111111111111114;30;1;31;3;41;1;36.333333333333336;21;37;38;38;1;35.69230769230769;39;33;39;40.375;3.0
65.0;68.0;58.0;1;60.0;20;72.0;53.0;420.0;35.46666666666667;30;42;44;43;15.0;7;34;39;30;0;1;1;0.0;32.94117647058823;2;32;38;31;31;1;37;32.888888888888886;35;32;30;35;18.0;31;32;1;40.76470588235294;39;17.0;37;2;40;38.72222222222222;30;1;43;1;46;1;41.2;33;46;42;38;1;39.8125;46;31;42;39.375;2.0
65.0;68.0;53.0;1;55.0;18;59.0;56.0;408.0;36.06666666666667;30;41;46;42;15.0;7;36;43;30;0;1;1;0.0;35.705882352941174;2;35;37;32;32;1;38;38.72222222222222;42;40;30;38;18.0;46;41;1;44.470588235294116;43;17.0;48;2;44;38.44444444444444;37;1;34;0;42;1;38.4;30;49;40;32;1;42.875;41;43;41;42.7;3.0
76.0;45.0;68.0;0;53.0;20;58.0;50.0;415.0;36.4;43;35;35;43;15.0;7;35;36;32;0;1;1;0.0;33.470588235294116;2;39;32;33;35;1;31;32.55555555555556;34;31;30;33;18.0;39;34;1;38.76470588235294;43;17.0;31;2;33;36.833333333333336;30;1;32;0;41;1;36.86666666666667;35;34;34;32;1;39.0625;45;30;45;41.5;3.0
69.0;55.0;51.0;1;44.0;19;63.0;47.0;392.0;33.86666666666667;30;37;41;41;15.0;7;34;33;30;0;1;1;0.0;34.64705882352941;2;36;36;36;35;1;35;37.77777777777778;37;44;33;42;18.0;39;32;1;41.94117647058823;37;17.0;46;2;36;35.611111111111114;30;1;41;2;41;1;35.666666666666664;30;40;41;30;2;36.1875;46;30;33;34.75;2.0
72.36;45.94;56.34;0;48.56;20;52.56;56.77;403.51;37.4;39;34;38;41;15.0;7;37;41;36;0;1;1;0.0;34.0;2;34;30;36;32;1;37;34.0;35;42;31;30;18.0;37;34;1;41.35294117647059;34;17.0;46;2;46;35.888888888888886;36;1;31;1;42;1;34.266666666666666;30;37;38;31;1;35.6875;34;40;42;39.0;2.0
65.0;47.0;51.0;0;48.0;16;56.0;55.0;399.0;35.53333333333333;31;39;44;42;15.0;7;34;40;31;0;1;1;0.0;33.8235294117647;2;34;32;33;31;1;37;36.94444444444444;35;32;37;41;18.0;47;31;1;39.11764705882353;37;17.0;35;2;36;35.05555555555556;30;1;33;1;44;1;38.53333333333333;32;40;42;48;1;35.125;34;30;38;39.0;2.0
69.96;54.45;55.79;0;53.3;9;46.16;50.53;401.78;33.666666666666664;35;32;35;39;15.0;7;36;35;30;0;1;2;0.0;32.1764705882353;2;34;30;30;30;1;35;33.0;33;35;35;30;18.0;30;39;2;40.05882352941177;37;17.0;42;2;42;35.22222222222222;30;1;30;2;40;1;31.8;17;38;42;36;1;35.84615384615385;36;31;43;37.75;2.0
60.0;56.0;63.0;1;53.0;20;62.0;50.0;410.0;37.0;39;32;41;36;15.0;7;37;42;35;0;1;2;0.0;34.05882352941177;2;38;34;31;32;1;39;38.333333333333336;40;47;33;39;18.0;39;39;1;41.0;35;17.0;41;2;32;35.888888888888886;30;1;31;1;47;1;43.61538461538461;44;47;41;46;1;40.5625;39;35;41;36.333333333333336;2.0
62.0;60.0;55.0;1;55.0;20;59.0;56.0;408.0;33.6;30;30;40;36;15.0;7;40;34;31;0;1;1;0.0;32.11764705882353;2;30;33;32;33;1;36;35.333333333333336;30;47;35;34;18.0;30;39;1;37.35294117647059;31;17.0;33;2;44;36.72222222222222;32;1;32;2;43;1;36.8;32;32;31;32;1;37.875;37;32;38;37.333333333333336;2.0
56.0;58.0;63.0;0;40.0;11;78.0;49.0;406.0;33.93333333333333;33;35;37;30;15.0;7;39;38;30;0;1;1;0.0;35.411764705882355;2;38;38;30;32;1;37;36.111111111111114;36;40;30;38;18.0;46;30;1;39.294117647058826;34;17.0;37;2;33;36.166666666666664;36;1;34;1;43;1;37.86666666666667;33;41;40;44;1;38.5625;36;32;36;43.2;3.0
63.0;50.0;63.0;1;69.0;20;57.0;50.0;423.0;38.13333333333333;37;37;41;33;15.0;7;39;30;41;0;1;1;0.0;38.05882352941177;2;44;39;30;37;1;37;36.611111111111114;37;44;30;39;18.0;31;36;1;39.8235294117647;34;17.0;43;2;41;36.666666666666664;37;1;34;0;40;1;39.333333333333336;36;45;41;45;1;40.4375;33;39;43;40.63636363636363;3.0
65.0;47.0;53.0;0;47.0;10;59.0;57.0;400.0;35.13333333333333;33;30;40;39;15.0;7;44;41;30;0;1;2;0.0;36.470588235294116;2;41;35;38;34;1;43;39.333333333333336;37;48;36;36;18.0;40;43;1;44.529411764705884;43;17.0;46;2;45;37.888888888888886;37;1;32;0;49;1;41.6;39;42;42;41;1;43.75;45;43;41;38.84615384615385;2.0
59.0;45.0;59.0;0;45.0;20;63.0;67.0;410.0;35.733333333333334;32;38;39;37;15.0;7;40;37;33;0;1;2;0.0;34.94117647058823;2;34;30;38;35;1;36;37.111111111111114;34;47;33;33;18.0;43;30;1;36.1764705882353;30;17.0;34;2;45;36.111111111111114;38;2;35;1;42;1;41.06666666666667;44;35;40;44;2;38.5;41;42;36;39.45454545454545;2.0
59.0;43.0;63.0;0;53.0;11;69.0;59.0;420.0;32.46666666666667;32;31;34;33;15.0;7;34;32;32;0;2;3;0.0;36.23529411764706;2;31;39;30;32;1;44;32.333333333333336;30;30;32;33;18.0;40;34;1;38.529411764705884;40;17.0;33;2;44;34.44444444444444;30;1;35;3;36;1;36.8;30;38;37;48;1;33.84615384615385;30;33;36;31.0;2.0
52.0;60.0;55.0;0;60.0;11;78.0;55.0;423.0;33.13333333333333;30;32;36;30;15.0;7;34;33;35;0;2;2;0.0;34.8235294117647;2;32;38;30;37;1;38;36.611111111111114;35;42;31;37;18.0;41;40;1;37.0;31;17.0;30;2;46;35.44444444444444;30;1;30;0;40;1;37.06666666666667;30;41;39;32;1;36.375;36;30;38;39.23076923076923;2.0
71.0;42.0;57.0;1;46.0;7;52.0;58.0;399.0;37.06666666666667;39;33;40;43;15.0;7;41;44;31;0;1;1;0.0;35.05882352941177;2;43;37;32;32;1;37;38.72222222222222;42;44;37;38;18.0;35;42;1;41.76470588235294;37;17.0;42;2;46;39.77777777777778;38;1;40;1;47;1;40.86666666666667;36;42;42;37;1;40.125;37;37;37;43.6;3.0
65.0;60.0;55.0;0;48.0;5;59.0;56.0;402.0;34.6;37;30;42;38;15.0;7;33;40;30;0;1;2;0.0;34.529411764705884;2;40;34;34;30;1;34;34.27777777777778;37;30;34;31;18.0;43;39;1;39.0;35;17.0;40;2;30;36.166666666666664;31;1;35;1;46;1;39.4;30;43;35;49;1;38.75;36;30;38;40.625;3.0
69.0;55.0;53.0;1;55.0;9;61.0;54.0;404.0;36.333333333333336;39;33;39;37;15.0;7;42;39;31;0;1;1;0.0;34.294117647058826;2;34;32;30;33;1;38;35.833333333333336;34;35;37;43;18.0;31;31;1;40.11764705882353;35;17.0;39;2;45;38.166666666666664;30;1;36;1;42;1;40.13333333333333;35;43;39;33;1;41.1875;40;33;39;41.0;3.0
65.0;72.0;60.0;1;53.0;20;57.0;62.0;409.0;36.8;38;30;41;43;15.0;7;44;37;32;0;1;1;0.0;35.705882352941174;2;39;34;34;32;1;35;39.94444444444444;37;46;38;37;18.0;47;37;1;42.35294117647059;40;17.0;40;2;45;39.111111111111114;36;1;43;0;46;1;39.266666666666666;40;39;38;36;1;41.125;42;42;30;44.3;3.0
68.0;46.0;51.0;1;53.0;20;59.0;50.0;395.0;35.4;34;40;37;36;15.0;7;40;39;30;0;1;1;0.0;35.05882352941177;2;37;33;30;34;1;37;37.611111111111114;35;40;38;37;18.0;42;32;1;41.470588235294116;34;17.0;43;2;44;36.0;35;1;41;1;43;1;36.8;30;36;41;36;1;41.4375;43;43;44;41.0;3.0
68.0;43.0;45.0;0;41.0;20;58.0;56.0;385.0;36.333333333333336;36;32;39;35;15.0;7;43;38;34;0;1;2;0.0;34.8235294117647;2;36;30;37;30;1;47;35.27777777777778;39;33;38;39;18.0;30;35;1;40.05882352941177;33;17.0;40;2;31;36.388888888888886;38;1;33;1;41;1;39.0;34;38;39;49;1;38.75;39;42;44;38.375;2.0
59.0;65.0;58.0;1;65.0;11;54.0;56.0;410.0;35.4;38;39;38;37;15.0;7;37;32;30;0;1;2;0.0;35.8235294117647;2;38;33;31;36;1;42;37.111111111111114;45;37;31;36;18.0;42;38;1;39.23529411764706;36;17.0;40;2;31;36.44444444444444;30;2;40;3;44;1;39.266666666666666;32;45;39;48;1;36.5625;37;32;31;40.4;3.0
75.0;52.0;53.0;1;39.0;20;41.0;47.0;372.0;35.86666666666667;30;36;41;34;15.0;7;44;36;34;0;1;1;0.0;37.1764705882353;2;39;31;40;30;1;40;34.27777777777778;31;40;32;34;18.0;36;38;1;42.11764705882353;35;17.0;39;2;44;38.166666666666664;30;1;30;0;46;1;37.86666666666667;32;46;42;41;1;42.9375;40;44;42;40.30769230769231;3.0
63.0;77.0;73.0;0;57.0;18;46.0;61.0;415.0;35.8;40;34;35;31;15.0;7;43;38;31;0;1;2;0.0;34.88235294117647;2;39;30;36;32;1;40;39.166666666666664;41;45;30;39;18.0;41;44;1;43.0;40;17.0;44;2;44;33.72222222222222;30;1;35;0;45;1;35.333333333333336;30;39;38;32;1;35.75;40;31;42;38.30769230769231;2.0
69.0;49.0;59.0;0;49.0;11;53.0;41.0;390.0;35.0;33;35;41;37;15.0;7;38;33;32;0;1;3;0.0;37.05882352941177;2;36;40;30;37;1;39;35.5;33;36;35;38;18.0;38;47;1;40.11764705882353;34;17.0;43;2;40;36.388888888888886;35;1;32;1;40;1;38.93333333333333;32;43;40;33;1;34.4375;38;30;43;39.5;2.0
69.0;45.0;48.0;0;44.0;20;54.0;52.0;379.0;37.733333333333334;41;41;38;37;15.0;7;43;42;30;0;1;1;0.0;35.35294117647059;2;39;32;35;33;1;35;38.833333333333336;41;38;34;43;18.0;46;34;1;36.8235294117647;36;17.0;35;2;34;41.94444444444444;37;1;45;0;46;1;39.4;30;37;40;43;1;44.0;45;41;41;42.53846153846154;3.0
55.0;71.0;55.0;0;49.0;20;63.0;59.0;400.0;41.6;43;43;43;35;15.0;7;40;40;42;0;1;1;0.0;37.11764705882353;2;41;41;34;37;1;38;45.833333333333336;41;50;40;48;18.0;48;45;1;44.94117647058823;45;17.0;46;2;45;40.05555555555556;38;1;49;0;46;1;41.53333333333333;34;45;43;39;1;40.375;38;35;46;40.7;3.0
56.0;43.0;58.0;0;48.0;8;57.0;55.0;397.0;32.46666666666667;30;36;40;33;15.0;7;30;32;30;0;1;3;0.0;33.88235294117647;2;32;33;32;37;1;42;33.666666666666664;30;43;33;32;18.0;35;32;2;35.23529411764706;37;17.0;30;2;36;34.166666666666664;30;1;34;2;39;1;36.53333333333333;31;35;39;43;1;36.0625;36;30;38;36.09090909090909;2.0
60.0;50.0;48.0;0;60.0;5;54.0;47.0;393.0;34.53333333333333;31;38;40;36;15.0;7;37;39;30;0;1;2;0.0;35.705882352941174;2;38;30;36;38;1;35;35.666666666666664;40;32;41;30;18.0;42;39;1;40.411764705882355;34;17.0;46;2;39;36.333333333333336;34;1;36;0;41;1;36.8;30;47;42;30;1;39.25;36;30;41;42.6;3.0
54.0;75.0;55.0;1;64.0;20;59.0;60.0;413.0;36.6;33;41;42;37;15.0;7;43;37;31;0;1;1;0.0;35.88235294117647;2;36;37;33;32;1;38;37.72222222222222;38;46;37;34;18.0;41;39;1;42.88235294117647;42;17.0;43;2;43;40.05555555555556;36;1;43;0;46;1;40.8;40;42;40;39;1;41.9375;40;46;35;44.4;3.0
53.0;41.0;58.0;1;59.0;4;69.0;44.0;402.0;35.4;30;42;41;36;15.0;7;37;37;32;0;1;2;0.0;35.294117647058826;2;40;31;36;33;1;33;36.166666666666664;42;33;32;32;18.0;45;45;1;38.23529411764706;34;17.0;35;2;40;33.111111111111114;30;1;40;0;38;1;36.733333333333334;36;39;36;33;1;35.5625;38;30;30;42.2;3.0
63.0;53.0;48.0;0;53.0;7;58.0;50.0;385.0;32.733333333333334;31;33;36;31;15.0;7;35;39;30;0;1;3;0.0;32.529411764705884;2;40;31;32;30;1;32;34.111111111111114;38;31;30;30;18.0;39;35;2;37.86666666666667;37;15.0;36;2;31;33.22222222222222;30;1;30;1;36;1;31.923076923076923;24;0;37;32;0;37.30769230769231;36;30;43;37.333333333333336;2.0
59.0;68.0;53.0;1;53.0;4;63.0;52.0;392.0;32.13333333333333;30;37;36;30;15.0;7;33;30;30;0;1;2;0.0;33.88235294117647;2;37;35;30;36;1;33;34.77777777777778;38;32;37;34;18.0;37;30;1;39.470588235294116;38;17.0;42;2;30;34.611111111111114;33;1;34;2;46;1;37.333333333333336;32;40;45;38;1;36.4375;30;36;34;37.4;2.0
75.0;45.0;41.0;1;33.0;11;63.0;50.0;364.0;32.13333333333333;30;30;35;32;15.0;7;38;34;30;0;1;3;0.0;33.35294117647059;2;32;30;32;31;1;39;32.388888888888886;31;30;36;29;15.0;36;40;1;38.214285714285715;41;14.0;41;2;35;30.444444444444443;31;1;10;1;39;1;37.583333333333336;0;34;36;45;2;29.666666666666668;12;30;0;42.0;3.0
