CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CINCO;RENDIMIENTO_CINCO
69.01;64.24;63.99;1;57.9;20;62.21;59.52;433.07;35.666666666666664;35;45;30;40;15.0;7;30;40;35;0;1;1;0.0;35.64705882352941;2;36;32;38;35;1;39;36.5;44;34;34;37;18.0;35;35;1;39.0;2.0
66.17;52.54;53.19;0;45.2;4;70.87;61.96;416.95;32.46666666666667;30;35;30;35;15.0;7;35;30;33;0;1;1;0.0;34.705882352941174;2;39;38;35;30;1;37;37.666666666666664;35;44;39;38;18.0;39;39;1;35.55555555555556;2.0
68.39;59.21;61.28;0;47.74;11;62.11;59.52;439.82;35.666666666666664;30;35;40;35;15.0;7;40;40;35;0;1;1;0.0;39.529411764705884;2;35;48;42;34;1;42;42.611111111111114;46;47;39;43;18.0;38;40;1;41.44444444444444;3.0
63.02;44.51;75.95;0;62.46;8;56.41;57.08;438.87;34.733333333333334;30;35;35;45;15.0;7;40;30;34;0;1;4;0.0;32.705882352941174;2;35;33;34;30;1;32;32.388888888888886;31;36;30;30;18.0;40;32;1;36.22222222222222;2.0
63.5;64.24;50.4;0;51.89;11;56.55;64.44;414.1;35.06666666666667;33;30;35;40;15.0;7;40;45;33;0;1;2;0.0;30.11764705882353;2;31;30;31;22;1;40;33.22222222222222;34;34;0;0;9.0;31;33;1;35.27272727272727;2.0
72.05;58.01;75.95;0;75.71;3;77.28;72.45;504.6;33.333333333333336;30;40;35;40;15.0;7;30;40;30;0;1;1;0.0;35.294117647058826;2;41;31;39;31;1;42;35.611111111111114;36;31;38;38;18.0;37;42;1;37.94444444444444;2.0
72.05;85.05;83.7;1;69.52;16;56.55;69.64;461.97;38.333333333333336;40;45;35;45;15.0;7;35;40;35;0;1;1;0.0;40.294117647058826;2;41;50;35;31;1;38;39.833333333333336;37;49;34;43;18.0;47;41;1;39.05555555555556;2.0
60.51;81.98;68.87;1;65.24;11;62.11;61.43;447.9;32.0;30;35;30;40;15.0;7;30;40;30;0;1;1;0.0;35.411764705882355;2;33;38;31;36;1;40;32.0;31;40;30;30;18.0;30;33;1;33.0;2.0
69.01;41.66;65.98;0;54.95;9;59.4;75.02;443.54;33.6;30;35;35;40;15.0;7;35;40;31;0;1;1;0.0;32.588235294117645;2;31;30;32;35;1;40;33.44444444444444;31;37;34;31;18.0;34;45;1;33.72222222222222;2.0
69.01;88.85;57.8;0;75.71;11;70.87;59.0;469.24;31.066666666666666;32;30;30;35;15.0;7;30;35;30;0;1;3;0.0;35.785714285714285;2;38;0;36;30;1;36;28.666666666666668;36;0;0;0;4.0;16;32;1;30.0;1.0
66.17;48.42;65.98;0;60.81;10;59.4;69.14;442.63;35.0;35;45;35;40;15.0;7;30;40;30;0;1;1;0.0;39.294117647058826;2;36;42;37;37;1;37;37.0;33;50;42;31;18.0;35;35;1;35.94444444444444;2.0
72.05;71.98;75.16;0;54.95;20;67.92;75.02;478.06;36.2;35;41;44;40;15.0;7;39;30;30;0;2;1;0.0;35.05882352941177;2;35;38;33;30;1;37;36.0;46;33;33;34;18.0;42;30;1;36.0;2.0
55.89;57.29;52.34;0;45.2;4;50.6;56.56;375.82;31.933333333333334;30;35;30;40;15.0;7;30;35;31;0;1;1;0.0;32.705882352941174;2;34;27;30;27;1;47;41.166666666666664;41;0;0;0;6.0;40;44;1;33.0;2.0
63.5;54.92;79.57;1;41.38;20;70.87;59.52;439.89;32.0;30;35;30;40;15.0;7;30;40;30;0;1;1;0.0;32.23529411764706;2;31;30;31;34;1;40;34.5;34;35;33;39;18.0;30;39;2;34.77777777777778;2.0
68.39;49.66;65.98;0;47.74;20;59.27;63.93;440.15;35.2;34;40;41;40;15.0;7;30;40;31;0;1;2;0.0;37.64705882352941;2;39;34;30;44;1;35;35.5;33;44;32;33;18.0;37;40;1;33.611111111111114;2.0
75.41;43.11;57.8;0;60.81;10;50.6;56.56;418.06;30.733333333333334;30;30;31;35;15.0;7;30;30;31;0;1;2;0.0;32.64705882352941;2;34;31;31;31;1;42;31.5;31;33;32;34;15.0;36;30;1;35.6875;2.0
99.33;83.41;61.56;0;48.86;11;63.4;34.86;439.23;37.93333333333333;35;37;48;30;15.0;7;42;40;35;0;3;1;0.0;38.8;2;36;38;38;40;3;0;35.0;0;35;32;35;12.0;0;0;0;17.555555555555557;1.0
72.05;65.57;57.8;1;63.68;20;70.87;66.48;453.13;36.666666666666664;40;45;35;35;15.0;7;35;45;30;0;1;1;0.0;35.8235294117647;2;33;33;37;37;1;42;36.94444444444444;45;44;35;30;18.0;38;34;1;34.666666666666664;2.0
65.63;59.67;61.28;1;59.66;20;59.27;59.52;436.22;34.0;30;40;35;40;15.0;7;35;40;30;0;1;1;0.0;35.705882352941174;2;31;41;33;38;1;44;38.888888888888886;44;50;34;40;18.0;38;30;1;33.27777777777778;2.0
74.62;53.27;61.28;1;74.04;11;62.11;72.45;458.93;38.0;40;45;35;40;15.0;7;35;40;35;0;1;1;0.0;38.1764705882353;2;42;37;39;33;1;41;38.0;41;45;36;30;18.0;33;36;1;42.22222222222222;3.0
71.35;88.85;58.6;0;59.66;8;64.91;72.45;471.92;31.0;30;35;30;35;15.0;7;30;30;30;0;1;1;0.0;33.05882352941177;2;30;32;32;31;1;38;33.611111111111114;35;32;35;31;18.0;38;34;1;36.05555555555556;2.0
65.63;58.01;61.28;0;62.46;7;67.8;61.96;442.89;30.533333333333335;28;35;30;40;8.0;5;30;40;26;2;1;4;7.0;35.27272727272727;2;34;36;0;0;1;38;33.0;31;0;0;0;5.0;36;0;1;49.0;4.0
66.17;59.21;61.28;0;72.54;20;53.63;66.99;456.17;34.0;35;40;30;40;15.0;7;30;45;30;0;1;1;0.0;36.64705882352941;2;32;41;38;33;1;40;32.333333333333336;32;30;35;35;18.0;32;32;1;35.77777777777778;2.0
79.26;64.24;63.2;0;69.52;3;62.21;75.02;469.84;34.4;32;35;40;35;15.0;7;40;35;30;0;1;2;0.0;33.8235294117647;2;38;30;30;30;1;40;35.166666666666664;38;40;36;32;18.0;33;39;1;32.833333333333336;2.0
60.51;75.1;63.99;0;74.04;18;67.8;72.45;470.33;39.733333333333334;43;35;45;45;15.0;7;45;40;33;0;1;2;0.0;36.588235294117645;2;31;39;30;39;1;44;41.77777777777778;47;50;40;43;18.0;38;37;1;36.77777777777778;2.0
65.63;69.93;52.34;0;62.46;11;62.11;71.97;433.63;35.6;33;35;40;45;15.0;7;45;30;30;0;1;2;0.0;22.176470588235293;1;33;44;7;1;1;37;23.333333333333332;0;0;0;0;1.0;13;44;0;2.0;1.0
68.39;59.67;68.87;1;62.46;16;56.41;86.89;470.25;37.86666666666667;35;35;35;45;15.0;7;45;40;37;0;1;1;0.0;37.294117647058826;2;38;36;42;32;1;32;37.666666666666664;43;38;40;38;18.0;30;39;1;37.5;2.0
65.63;64.24;57.8;1;65.24;18;67.8;63.93;433.81;35.46666666666667;34;35;40;35;15.0;7;45;35;30;0;1;3;0.0;35.94117647058823;2;36;38;37;31;1;37;34.333333333333336;44;36;31;31;18.0;33;36;1;35.77777777777778;2.0
75.41;48.86;58.6;1;57.9;18;59.4;82.67;459.03;35.0;34;35;30;40;15.0;7;45;35;32;0;1;3;0.0;35.1764705882353;2;32;42;30;36;1;35;32.77777777777778;36;32;30;30;18.0;43;30;1;33.611111111111114;2.0
68.39;69.93;61.28;0;62.46;18;67.8;66.99;459.21;36.0;35;40;40;40;15.0;7;35;45;30;0;1;2;0.0;32.588235294117645;2;35;31;35;26;1;40;40.666666666666664;47;41;0;0;9.0;36;30;1;30.0;1.0
63.02;50.1;52.34;0;56.82;10;64.91;59.0;420.25;38.4;30;40;40;40;15.0;7;45;40;39;0;1;1;0.0;38.64705882352941;2;41;50;31;37;1;39;37.0;38;41;36;34;18.0;41;38;1;38.55555555555556;2.0
66.17;54.92;68.87;0;63.68;7;62.21;71.97;457.43;35.2;30;40;40;40;15.0;7;40;30;32;0;1;1;0.0;36.0;2;34;47;30;30;1;45;35.888888888888886;33;37;34;43;18.0;35;39;2;35.0;2.0
72.05;56.09;87.87;0;69.52;20;59.4;69.14;485.61;41.0;35;40;40;40;15.0;7;45;40;45;0;1;1;0.0;43.05882352941177;2;45;41;48;38;1;42;42.05555555555556;46;47;38;38;18.0;42;40;1;39.166666666666664;2.0
75.41;79.4;83.7;1;72.54;16;65.03;57.08;481.89;37.6;30;40;40;40;15.0;7;40;30;41;0;1;1;0.0;34.411764705882355;2;32;31;30;30;1;42;37.388888888888886;42;41;37;34;18.0;34;35;1;40.05555555555556;3.0
65.63;73.24;72.69;1;62.46;11;56.41;69.64;463.14;35.0;30;30;40;40;15.0;7;45;45;30;0;1;1;0.0;34.705882352941174;2;38;34;37;30;1;37;37.27777777777778;35;50;35;35;18.0;36;32;1;39.27777777777778;2.0
69.01;55.62;71.9;0;48.66;19;59.4;71.97;439.3;42.333333333333336;40;40;40;45;15.0;7;45;40;45;0;1;1;0.0;44.588235294117645;2;45;44;43;46;1;40;43.833333333333336;43;44;39;45;18.0;46;40;1;38.0;2.0
60.91;69.93;66.77;1;72.54;9;59.4;69.64;463.46;34.0;30;40;35;40;15.0;7;35;40;30;0;1;1;0.0;34.94117647058823;2;33;36;36;30;1;42;37.111111111111114;36;45;38;34;18.0;36;38;1;37.666666666666664;2.0
65.63;61.66;68.87;1;56.82;8;62.11;63.93;442.37;33.333333333333336;30;30;40;35;15.0;7;40;35;30;0;1;1;0.0;32.470588235294116;2;30;30;30;34;1;39;36.0;44;33;38;37;18.0;32;38;1;41.05555555555556;3.0
83.87;62.94;60.48;1;66.58;16;77.28;69.14;470.26;37.06666666666667;37;35;40;35;15.0;7;40;40;35;0;1;2;0.0;34.529411764705884;2;44;31;30;30;1;37;36.111111111111114;38;37;36;35;18.0;37;39;1;37.388888888888886;2.0
66.17;64.7;63.99;1;57.9;19;56.55;66.99;446.54;35.666666666666664;30;40;45;45;15.0;7;40;30;30;0;1;1;0.0;39.470588235294116;2;41;48;40;30;1;43;41.0;46;47;42;38;18.0;36;39;1;40.833333333333336;3.0
79.26;71.98;65.98;1;79.06;7;65.03;69.14;483.02;38.2;40;35;40;45;15.0;7;45;40;32;0;1;2;0.0;36.705882352941174;2;40;33;33;30;1;42;38.666666666666664;46;50;30;39;18.0;32;35;1;35.5;2.0
69.01;44.51;66.77;0;60.81;20;56.55;69.64;437.78;34.13333333333333;34;42;30;40;15.0;7;35;36;30;0;1;2;0.0;34.8235294117647;2;40;42;30;32;1;35;35.611111111111114;43;41;37;30;18.0;34;30;1;31.77777777777778;2.0
63.5;44.51;60.48;0;63.68;20;59.4;66.48;447.34;32.333333333333336;30;30;40;35;15.0;7;35;30;30;0;1;1;0.0;34.588235294117645;2;38;38;30;32;1;33;33.72222222222222;40;37;31;30;18.0;36;31;1;34.22222222222222;2.0
63.5;58.47;66.77;1;72.54;11;56.55;66.99;455.19;35.0;30;40;40;40;15.0;7;40;35;30;0;1;1;0.0;35.529411764705884;2;31;39;43;30;1;35;38.44444444444444;44;40;40;37;18.0;36;35;1;39.833333333333336;2.0
60.51;61.66;63.2;1;62.46;11;62.11;61.43;435.33;33.53333333333333;36;30;35;35;15.0;7;40;30;30;0;1;4;0.0;34.294117647058826;2;30;37;38;33;1;35;33.388888888888886;31;37;34;34;18.0;32;39;1;34.05555555555556;2.0
71.35;61.66;53.19;1;62.46;10;77.1;72.45;475.05;39.0;35;35;45;45;15.0;7;40;35;40;0;1;1;0.0;38.88235294117647;2;31;49;46;34;1;38;40.888888888888886;46;43;39;41;18.0;37;41;1;42.166666666666664;3.0
66.17;69.93;52.34;0;60.81;20;65.03;54.1;422.18;33.46666666666667;30;30;30;40;15.0;7;30;40;38;0;1;1;0.0;33.705882352941174;2;38;30;31;32;1;45;32.27777777777778;34;31;30;30;18.0;35;37;1;32.05555555555556;2.0
75.41;68.41;75.16;0;51.89;10;62.21;66.48;441.74;35.4;32;35;40;40;15.0;7;45;35;30;0;1;2;0.0;35.76470588235294;2;32;42;37;32;1;40;32.94444444444444;31;37;32;33;18.0;33;35;1;37.0;2.0
58.38;82.38;66.77;1;60.81;6;70.87;64.44;448.01;33.53333333333333;30;39;35;35;15.0;7;40;30;30;0;1;1;0.0;32.88235294117647;2;32;37;20;30;1;35;36.111111111111114;34;41;0;0;9.0;30;40;1;27.2;1.0
60.91;55.62;61.28;0;69.52;11;65.03;59.52;442.07;33.86666666666667;30;35;40;40;11.0;6;40;40;27;1;1;5;4.0;32.09090909090909;2;32;26;0;0;1;37;30.166666666666668;29;0;0;0;3.0;30;34;1;18.0;1.0
75.41;69.93;47.48;0;54.95;11;50.6;72.45;425.16;35.86666666666667;33;39;40;30;15.0;7;40;35;34;0;1;3;0.0;25.058823529411764;1;32;30;5;23;1;30;30.0;30;0;0;0;5.0;35;20;1;14.0;1.0
60.51;58.47;53.19;0;62.46;10;73.83;57.08;434.85;34.0;30;35;40;30;15.0;7;45;30;30;0;1;2;0.0;35.1764705882353;2;33;36;41;30;1;35;33.27777777777778;34;33;34;34;18.0;30;35;1;32.833333333333336;2.0
74.62;68.86;49.51;0;62.46;11;64.91;71.97;456.4;34.46666666666667;32;31;40;39;15.0;7;40;40;30;0;1;2;0.0;35.1764705882353;2;36;34;33;33;1;35;34.388888888888886;30;42;32;37;18.0;33;40;1;32.55555555555556;2.0
60.91;67.41;66.77;0;63.68;10;65.03;75.48;453.75;38.666666666666664;35;45;40;40;15.0;7;40;45;35;0;1;1;0.0;39.64705882352941;2;43;50;32;34;1;37;41.833333333333336;39;50;37;43;18.0;42;36;1;40.77777777777778;3.0
53.37;53.27;63.99;1;60.81;8;65.03;66.99;444.73;32.46666666666667;31;35;30;40;15.0;7;30;40;31;0;1;2;0.0;37.64705882352941;2;38;43;30;35;1;38;35.0;36;35;35;33;18.0;38;38;1;34.888888888888886;2.0
69.01;69.93;65.98;1;69.52;7;65.03;63.93;460.27;34.333333333333336;30;35;40;45;15.0;7;40;30;30;0;1;1;0.0;33.529411764705884;2;34;33;30;30;1;39;35.166666666666664;32;34;32;45;18.0;30;39;1;34.44444444444444;2.0
75.41;54.45;63.2;0;54.95;9;59.4;71.97;447.18;35.6;35;42;40;30;15.0;7;40;35;30;0;1;1;0.0;32.470588235294116;2;34;33;30;30;1;33;32.72222222222222;30;33;31;36;18.0;37;35;1;36.111111111111114;2.0
60.91;65.57;55.92;0;54.95;8;70.87;61.96;432.05;34.2;31;35;40;35;15.0;7;40;35;30;0;1;4;0.0;34.05882352941177;2;33;38;30;30;1;33;35.05555555555556;33;42;32;36;18.0;40;32;1;32.166666666666664;2.0
65.63;53.27;63.2;0;56.82;11;53.5;59.0;426.21;33.86666666666667;31;35;35;35;15.0;7;40;40;30;0;1;2;0.0;35.529411764705884;2;41;39;31;30;1;35;36.0;31;37;38;37;18.0;39;33;1;38.5;2.0
72.05;81.98;63.99;1;57.9;8;59.4;69.64;461.5;37.333333333333336;35;35;45;45;15.0;7;45;40;30;0;1;1;0.0;33.88235294117647;2;36;33;30;33;1;42;34.888888888888886;35;47;30;30;18.0;30;40;1;38.27777777777778;2.0
71.35;65.57;68.87;1;71.0;8;67.8;63.93;469.38;33.0;30;30;35;40;15.0;7;40;35;30;0;1;1;0.0;34.64705882352941;2;35;35;36;31;1;35;37.333333333333336;44;50;36;30;18.0;30;39;1;35.0;2.0
53.16;64.24;58.6;1;62.46;20;64.91;69.64;417.49;34.333333333333336;30;30;40;35;15.0;7;45;40;30;0;1;1;0.0;34.705882352941174;2;37;32;32;31;1;40;36.611111111111114;31;44;39;31;18.0;43;42;1;35.388888888888886;2.0
58.05;68.41;82.9;1;71.0;10;73.83;63.93;476.14;39.333333333333336;35;45;40;45;15.0;7;45;40;35;0;1;1;0.0;41.0;2;40;50;36;40;1;38;39.05555555555556;32;50;37;41;18.0;46;38;1;36.77777777777778;2.0
60.51;71.98;63.99;1;62.46;7;67.8;59.52;452.79;35.93333333333333;33;35;40;45;15.0;7;40;45;30;0;1;4;0.0;36.294117647058826;2;33;40;31;30;1;49;34.94444444444444;36;39;31;32;18.0;35;37;1;34.888888888888886;2.0
65.63;77.13;60.48;1;71.0;18;70.74;71.97;475.48;35.86666666666667;30;30;40;30;15.0;7;45;40;37;0;1;1;0.0;35.470588235294116;2;39;32;32;30;1;45;36.77777777777778;32;50;33;30;18.0;46;39;1;35.166666666666664;2.0
66.17;58.47;66.77;0;66.58;7;56.55;64.44;456.53;35.4;37;30;40;35;15.0;7;45;35;30;0;1;3;0.0;35.64705882352941;2;30;45;33;34;1;33;33.22222222222222;36;32;35;31;18.0;31;32;1;34.666666666666664;2.0
58.05;47.58;49.51;0;65.24;8;64.91;61.43;427.2;36.733333333333334;30;40;40;45;15.0;7;30;40;39;0;1;1;0.0;37.64705882352941;2;42;43;34;38;1;38;37.77777777777778;35;44;31;41;18.0;30;41;1;36.833333333333336;2.0
60.51;58.47;58.6;0;50.93;4;64.91;59.52;420.69;33.333333333333336;30;40;40;40;15.0;7;30;30;30;0;1;1;0.0;33.05882352941177;2;34;35;34;32;1;32;34.111111111111114;44;32;31;30;18.0;31;45;2;33.05555555555556;2.0
63.02;48.42;58.6;1;62.46;8;64.91;66.99;438.79;34.266666666666666;30;30;40;40;15.0;7;45;30;31;0;1;4;0.0;33.94117647058823;2;35;36;30;31;1;38;35.333333333333336;38;43;36;31;18.0;30;36;2;34.333333333333336;2.0
67.28;69.93;61.52;0;52.03;16;58.33;76.27;432.88;38.733333333333334;37;37;37;39;15.0;7;47;37;38;0;1;1;0.0;35.23529411764706;2;32;33;37;30;1;43;33.94444444444444;34;42;30;31;18.0;37;36;1;34.111111111111114;2.0
64.12;66.95;55.21;1;61.84;7;58.33;65.81;426.17;36.4;33;38;37;38;15.0;7;47;41;31;0;1;1;0.0;34.11764705882353;2;35;38;30;31;1;38;37.27777777777778;36;40;33;38;18.0;42;44;1;37.05555555555556;2.0
61.16;68.41;47.34;1;52.03;5;64.85;61.2;412.56;34.46666666666667;34;33;35;37;15.0;7;42;38;30;0;1;1;0.0;34.705882352941174;2;33;41;36;32;1;37;32.666666666666664;31;38;34;30;18.0;30;30;1;33.666666666666664;2.0
68.85;87.56;58.75;0;48.56;20;64.17;51.07;405.71;36.266666666666666;30;40;36;37;15.0;7;40;33;38;0;1;1;0.0;32.11764705882353;2;38;31;30;30;1;30;38.55555555555556;41;34;35;39;18.0;44;30;1;33.611111111111114;2.0
74.79;73.24;59.32;1;36.96;10;56.32;63.39;397.55;37.93333333333333;36;37;37;38;15.0;7;42;43;37;0;1;1;0.0;35.94117647058823;2;34;41;30;36;1;46;37.44444444444444;38;43;30;40;18.0;39;41;2;35.833333333333336;2.0
76.1;50.86;67.79;1;46.79;20;52.42;56.55;404.6;35.13333333333333;31;34;38;35;15.0;7;44;43;31;0;1;1;0.0;34.23529411764706;2;32;31;31;33;1;42;33.611111111111114;32;34;31;31;18.0;36;44;1;37.611111111111114;2.0
67.28;61.66;59.89;0;44.91;4;64.85;57.63;403.12;39.4;42;37;39;37;15.0;7;45;38;37;0;1;1;0.0;34.529411764705884;2;31;40;31;36;1;37;36.22222222222222;30;46;43;30;18.0;34;38;2;39.611111111111114;2.0
66.56;81.98;61.52;1;48.75;10;56.23;53.65;399.16;37.2;41;36;33;38;15.0;7;37;41;36;0;1;1;0.0;36.11764705882353;2;34;38;31;47;1;37;37.72222222222222;39;45;35;32;18.0;40;44;1;37.611111111111114;2.0
65.46;62.69;47.62;0;46.79;11;59.95;56.55;388.6;35.0;33;39;36;38;15.0;7;40;34;31;0;1;2;0.0;32.94117647058823;2;37;30;30;34;1;37;31.555555555555557;35;33;30;30;18.0;32;30;2;33.611111111111114;2.0
67.28;59.21;66.5;0;39.78;20;58.33;55.44;398.6;33.333333333333336;30;33;36;36;15.0;7;40;36;30;0;1;2;0.0;32.64705882352941;2;33;30;32;30;1;36;36.22222222222222;38;40;35;32;18.0;41;30;1;30.27777777777778;2.0
55.27;56.82;55.21;0;46.43;10;58.25;59.17;396.06;38.8;42;43;40;37;15.0;7;48;33;31;0;1;1;0.0;39.23529411764706;2;44;41;31;33;1;50;38.111111111111114;34;45;37;33;18.0;42;38;2;39.55555555555556;2.0
61.16;73.24;67.08;0;52.03;10;60.38;54.03;406.64;33.2;31;30;31;40;15.0;7;40;35;32;0;1;1;0.0;32.23529411764706;2;30;36;32;23;1;37;31.666666666666668;33;30;0;0;9.0;32;32;2;35.5;2.0
55.27;69.93;55.79;1;44.08;20;52.31;59.53;390.96;39.4;37;38;40;38;15.0;7;44;38;40;0;1;1;0.0;38.0;2;43;34;34;37;1;38;39.0;38;50;38;34;18.0;43;40;1;38.77777777777778;2.0
70.78;68.86;55.79;1;52.03;7;54.35;61.55;395.67;37.0;30;38;40;40;15.0;7;48;37;34;0;1;1;0.0;35.8235294117647;2;38;35;33;33;1;48;37.166666666666664;38;40;32;38;18.0;39;42;1;38.666666666666664;2.0
65.93;45.94;54.13;0;51.21;7;58.05;56.98;394.91;38.4;42;37;40;39;15.0;7;39;43;34;0;1;1;0.0;35.94117647058823;2;38;40;32;31;1;40;40.388888888888886;38;45;40;37;18.0;44;33;1;41.166666666666664;3.0
63.76;71.12;65.04;0;47.29;14;62.78;51.89;398.73;37.86666666666667;40;39;36;39;15.0;7;48;31;33;0;1;1;0.0;33.64705882352941;2;37;32;30;33;1;40;36.888888888888886;32;50;37;32;18.0;40;38;1;37.333333333333336;2.0
60.6;94.05;55.21;1;53.3;16;62.45;57.27;400.35;35.733333333333334;33;39;34;37;15.0;7;42;38;33;0;1;1;0.0;32.35294117647059;2;33;30;30;33;1;41;33.888888888888886;31;40;34;30;18.0;37;35;1;40.0;2.0
74.79;65.57;55.79;1;54.39;10;56.32;54.03;391.98;36.93333333333333;32;42;40;37;15.0;7;44;41;32;0;1;1;0.0;34.1764705882353;2;33;31;31;34;1;43;39.666666666666664;45;50;37;32;18.0;43;46;1;36.166666666666664;2.0
61.16;61.66;49.94;1;56.79;19;54.35;55.8;392.4;36.46666666666667;34;39;40;37;15.0;7;44;38;31;0;1;1;0.0;34.529411764705884;2;33;35;33;31;1;43;36.166666666666664;45;39;34;31;18.0;33;45;1;37.5;2.0
61.16;75.1;57.23;1;49.69;8;60.38;57.27;393.94;41.666666666666664;41;44;44;41;15.0;7;43;39;40;0;1;1;0.0;38.05882352941177;2;40;44;35;37;1;37;41.5;48;43;34;42;18.0;41;47;1;39.5;2.0
58.38;45.84;57.8;0;52.03;10;52.4;50.53;392.02;33.93333333333333;30;33;34;37;15.0;7;44;36;31;0;1;1;0.0;32.23529411764706;2;30;34;34;31;1;34;36.388888888888886;34;43;37;33;18.0;40;44;1;35.94444444444444;2.0
66.56;79.81;55.21;1;46.43;11;58.25;57.27;389.24;34.13333333333333;31;30;38;39;15.0;7;39;38;32;0;1;1;0.0;35.294117647058826;2;37;36;34;30;1;33;36.888888888888886;36;40;38;30;18.0;37;44;1;40.611111111111114;3.0
60.6;54.92;49.34;1;65.95;7;50.31;55.44;395.05;36.53333333333333;31;40;37;41;15.0;7;47;38;32;0;1;1;0.0;32.8235294117647;2;36;30;30;31;1;42;38.388888888888886;39;40;38;39;18.0;42;43;1;36.833333333333336;2.0
63.47;81.98;55.79;1;48.75;9;52.31;59.53;391.24;39.266666666666666;40;39;38;39;15.0;7;45;42;36;0;1;1;0.0;41.1764705882353;2;39;50;40;30;1;47;37.888888888888886;45;42;36;37;18.0;35;39;1;39.27777777777778;2.0
56.46;39.05;50.78;0;64.01;11;54.54;49.12;396.43;35.4;36;44;37;39;15.0;7;36;30;30;0;1;3;0.0;32.529411764705884;2;33;33;31;30;1;41;34.666666666666664;34;38;31;33;18.0;41;44;1;35.22222222222222;2.0
63.47;53.27;51.3;1;60.48;5;52.31;63.39;396.47;34.666666666666664;32;33;39;36;15.0;7;45;34;30;0;1;1;0.0;35.529411764705884;2;38;32;36;35;1;38;38.55555555555556;45;43;36;34;18.0;42;37;1;34.166666666666664;2.0
60.6;57.29;59.89;0;46.43;16;52.31;52.28;382.83;35.46666666666667;30;45;39;39;15.0;7;40;35;30;0;1;2;0.0;34.88235294117647;2;34;32;37;35;1;43;35.0;35;41;34;33;18.0;38;35;1;37.388888888888886;2.0
54.94;59.9;54.13;0;51.21;11;56.37;51.26;384.68;36.53333333333333;33;42;37;36;15.0;7;42;39;33;0;1;1;0.0;33.470588235294116;2;34;32;32;31;1;40;34.888888888888886;37;39;32;30;18.0;43;35;1;38.388888888888886;2.0
67.28;60.44;59.32;0;39.78;20;46.27;57.27;379.6;33.0;30;32;36;37;15.0;7;40;32;30;0;1;2;0.0;34.35294117647059;2;34;35;33;36;1;37;31.75;31;42;19;0;9.0;34;37;1;32.0;2.0
66.56;75.52;35.73;0;39.03;20;56.23;57.27;361.51;35.2;26;48;38;43;12.0;6;39;37;30;1;1;3;3.0;32.42857142857143;2;33;30;0;30;1;38;45.0;0;0;0;0;1.0;0;45;0;33.0;2.0
61.16;54.45;49.34;1;47.31;16;58.33;53.65;381.06;39.06666666666667;40;35;40;35;15.0;7;41;43;39;0;1;2;0.0;35.1764705882353;2;31;38;35;31;1;35;39.166666666666664;34;41;41;42;18.0;44;41;1;36.94444444444444;2.0
63.47;68.41;51.3;1;55.62;19;60.29;51.9;387.44;38.6;33;45;40;42;15.0;7;43;42;35;0;1;1;0.0;36.705882352941174;2;37;36;31;31;1;45;36.44444444444444;34;42;37;30;18.0;44;40;1;34.611111111111114;2.0
57.27;48.4;45.5;1;46.1;10;56.18;49.27;372.7;35.06666666666667;33;34;38;38;15.0;7;40;41;31;0;1;2;0.0;36.588235294117645;2;36;33;42;35;1;35;37.166666666666664;39;40;40;33;18.0;41;41;1;38.55555555555556;2.0
60.6;89.24;59.32;1;51.03;13;52.31;48.39;381.27;33.666666666666664;30;42;33;34;15.0;7;40;31;30;0;1;2;0.0;31.764705882352942;2;34;30;34;30;1;30;34.333333333333336;39;31;39;31;18.0;35;32;2;35.72222222222222;2.0
65.93;58.59;51.9;1;46.38;8;56.37;53.09;377.98;36.06666666666667;32;44;39;37;15.0;7;43;32;31;0;1;3;0.0;36.294117647058826;2;34;34;38;36;1;43;39.77777777777778;38;43;31;35;18.0;41;43;1;39.05555555555556;2.0
59.77;31.34;47.62;0;57.15;19;55.57;52.62;383.83;34.13333333333333;30;35;35;37;15.0;7;35;31;36;0;1;1;0.0;34.64705882352941;2;30;38;34;36;1;38;34.388888888888886;31;45;30;32;18.0;39;37;1;34.44444444444444;2.0
55.69;62.13;55.79;1;56.79;15;54.35;55.8;388.86;38.733333333333334;36;44;40;41;15.0;7;44;40;34;0;1;1;0.0;35.88235294117647;2;37;35;33;30;1;35;36.72222222222222;37;38;32;40;18.0;46;38;1;37.05555555555556;2.0
61.16;53.27;59.32;0;47.31;6;56.32;48.39;380.21;36.2;35;41;39;35;15.0;7;40;39;31;0;1;3;0.0;35.35294117647059;2;33;34;37;36;1;41;35.166666666666664;34;37;30;38;18.0;35;44;1;37.44444444444444;2.0
