CON_MAT_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;FILOSOFIA_ICFES;LOCALIDAD;LITERATURA_ICFES;QUIMICA_ICFES;PG_ICFES;PROMEDIO_UNO;NOTA_ALGEBRA;NOTA_DITO;NOTA_TEXTOS;NOTA_CD&C;NCA_UNO;NAA_UNO;NOTA_HIST;NOTA_SEM;NOTA_DIF;NAP_UNO;VECES_HIST;VECES_ALGEBRA;NCP_UNO;PROMEDIO_DOS;EPA_DOS;NOTA_TOP;NOTA_PROGB;NOTA_FIS_UNO;NOTA_INT;VECES_TOP;NOTA_EYB;PROMEDIO_TRES;NOTA_SUELOS;NOTA_POO;NOTA_FIS_DOS;NOTA_ECUA;NCA_TRES;NOTA_FOTO;NOTA_CFJC;VECES_SUELOS;PROMEDIO_CINCO;RENDIMIENTO_CINCO
66.0;65.0;77.0;0;0.0;15;63.0;0.0;343.0;35.06666666666667;31;39;41;38;15.0;7;35;37;32;0;1;1;0.0;34.05882352941177;2;31;35;40;30;1;33;36.55555555555556;33;37;33;43;18.0;44;36;1;33.77777777777778;2.0
72.0;55.0;72.0;0;0.0;8;61.0;0.0;340.0;35.333333333333336;30;39;40;40;15.0;7;36;38;33;0;1;1;0.0;37.76470588235294;2;32;42;38;39;2;39;33.888888888888886;31;34;36;31;18.0;41;36;1;32.8;2.0
72.0;82.0;69.0;0;0.0;10;60.0;0.0;341.0;34.266666666666666;30;35;43;38;15.0;7;35;32;32;0;1;1;0.0;33.23529411764706;2;31;33;33;30;1;41;36.111111111111114;33;48;33;31;18.0;40;30;1;35.44444444444444;2.0
72.0;64.0;72.0;1;0.0;11;63.0;0.0;336.0;38.53333333333333;41;36;38;42;15.0;7;40;37;37;0;1;1;0.0;36.588235294117645;2;30;35;37;36;1;47;34.5;34;30;34;35;18.0;43;31;1;35.77777777777778;2.0
74.0;59.0;67.0;0;0.0;19;60.0;0.0;339.0;36.666666666666664;32;33;40;34;15.0;7;36;34;42;0;1;2;0.0;36.470588235294116;2;40;31;39;31;1;46;38.94444444444444;41;38;41;41;18.0;42;44;1;41.72222222222222;3.0
72.0;68.0;70.0;0;0.0;4;65.0;0.0;337.0;35.86666666666667;31;38;33;40;15.0;7;43;33;36;0;1;2;0.0;34.294117647058826;2;32;30;43;30;1;38;33.833333333333336;35;35;32;33;18.0;38;38;1;34.44444444444444;2.0
66.0;41.0;76.0;0;0.0;5;63.0;0.0;339.0;33.93333333333333;30;41;39;36;15.0;7;36;31;30;0;1;1;0.0;36.588235294117645;2;34;41;42;33;1;38;32.44444444444444;30;37;36;24;15.0;37;39;1;30.666666666666668;2.0
70.0;57.0;70.0;0;0.0;20;65.0;0.0;336.0;34.733333333333334;30;33;39;40;15.0;7;36;35;35;0;1;1;0.0;35.76470588235294;2;35;44;35;30;1;40;35.72222222222222;33;39;35;41;18.0;36;34;1;36.22222222222222;2.0
74.0;64.0;70.0;1;0.0;8;63.0;0.0;328.0;38.266666666666666;34;43;42;33;15.0;7;37;39;39;0;1;1;0.0;36.76470588235294;2;39;42;31;39;1;35;35.44444444444444;37;35;31;34;18.0;43;39;1;36.388888888888886;2.0
66.0;59.0;69.0;0;0.0;11;72.0;0.0;341.0;35.266666666666666;30;40;38;30;15.0;7;38;37;35;0;1;1;0.0;35.11764705882353;2;33;42;34;30;1;39;34.94444444444444;32;38;35;32;18.0;39;41;1;34.166666666666664;2.0
72.0;71.0;68.0;1;0.0;20;61.0;0.0;332.0;39.06666666666667;40;43;43;38;15.0;7;40;36;35;0;1;2;0.0;34.64705882352941;2;40;37;31;30;2;32;32.86666666666667;35;30;30;0;15.0;41;36;1;35.0;2.0
72.0;59.0;65.0;1;0.0;16;70.0;0.0;335.0;36.333333333333336;30;44;41;37;15.0;7;43;34;32;0;1;1;0.0;35.529411764705884;2;37;38;40;30;1;35;39.05555555555556;43;42;40;32;18.0;41;33;1;36.166666666666664;2.0
63.0;75.0;71.0;1;0.0;7;72.0;0.0;342.0;36.13333333333333;30;33;37;47;15.0;7;40;33;38;0;1;2;0.0;35.529411764705884;2;30;43;33;35;1;41;35.785714285714285;32;37;0;35;14.0;42;0;1;36.27777777777778;2.0
67.0;73.0;68.0;1;0.0;8;72.0;0.0;338.0;36.53333333333333;35;41;40;41;15.0;7;42;36;30;0;1;1;0.0;38.1764705882353;2;36;43;39;41;1;38;37.388888888888886;44;40;35;33;18.0;48;31;1;39.0;2.0
64.0;61.0;71.0;1;0.0;11;72.0;0.0;340.0;37.86666666666667;34;39;46;35;15.0;7;42;37;35;0;1;2;0.0;37.05882352941177;2;36;37;33;31;1;45;42.22222222222222;45;42;43;43;18.0;45;49;1;36.72222222222222;2.0
74.0;62.0;66.0;0;0.0;7;61.0;0.0;327.0;32.8;30;30;32;30;15.0;7;39;34;34;0;1;1;0.0;40.64705882352941;2;40;39;37;44;1;50;32.0;30;30;30;42;18.0;30;30;1;30.923076923076923;2.0
70.0;59.0;68.0;0;0.0;10;57.0;0.0;331.0;35.06666666666667;30;41;39;33;15.0;7;40;35;32;0;1;2;0.0;38.05882352941177;2;36;42;42;31;2;40;32.22222222222222;30;30;32;31;18.0;40;41;1;30.27777777777778;2.0
70.0;75.0;67.0;1;0.0;18;61.0;0.0;331.0;36.4;30;39;45;40;15.0;7;42;36;32;0;1;1;0.0;33.88235294117647;2;34;36;34;30;1;39;41.22222222222222;44;43;41;43;18.0;44;45;1;39.166666666666664;2.0
69.0;61.0;64.0;1;0.0;8;72.0;0.0;335.0;38.6;34;44;39;41;15.0;7;43;40;36;0;1;1;0.0;40.23529411764706;2;39;45;38;46;1;33;37.5;35;43;30;37;18.0;45;36;1;36.55555555555556;2.0
69.0;65.0;67.0;0;0.0;8;58.0;0.0;328.0;33.666666666666664;30;37;38;35;15.0;7;37;36;30;0;1;2;0.0;35.23529411764706;2;32;40;34;33;1;40;37.46666666666667;36;41;0;40;15.0;45;31;1;33.55555555555556;2.0
69.0;61.0;65.0;0;0.0;18;65.0;0.0;330.0;34.53333333333333;30;39;40;38;15.0;7;39;34;30;0;1;1;0.0;35.05882352941177;2;33;31;40;35;1;40;35.111111111111114;30;32;33;36;18.0;43;39;1;32.888888888888886;2.0
64.0;50.0;67.0;1;0.0;7;79.0;0.0;335.0;36.4;30;40;41;40;15.0;7;44;38;32;0;1;1;0.0;32.88235294117647;2;32;34;30;30;1;35;39.833333333333336;38;39;37;40;18.0;44;41;1;38.77777777777778;2.0
61.0;75.0;63.0;1;0.0;11;79.0;0.0;344.0;34.6;30;30;44;37;15.0;7;39;34;33;0;1;2;0.0;33.470588235294116;2;35;32;41;31;1;31;33.388888888888886;30;36;38;30;18.0;36;31;1;36.111111111111114;2.0
69.0;58.0;69.0;0;0.0;4;61.0;0.0;323.0;36.06666666666667;30;37;37;33;15.0;7;37;32;41;0;1;2;0.0;36.705882352941174;2;34;37;44;33;1;39;35.77777777777778;30;30;39;42;18.0;44;37;1;39.0;2.0
74.0;53.0;63.0;0;0.0;10;63.0;0.0;323.0;36.733333333333334;32;43;39;39;15.0;7;41;38;33;0;1;2;0.0;36.1764705882353;2;38;31;37;30;2;36;36.5;30;42;42;34;18.0;38;41;1;34.44444444444444;2.0
66.0;84.0;66.0;0;0.0;20;60.0;0.0;331.0;31.6;30;37;32;32;15.0;7;30;30;31;0;1;2;0.0;36.8235294117647;2;30;43;31;36;1;46;33.05555555555556;30;33;32;42;18.0;30;34;1;36.15384615384615;2.0
75.0;53.0;62.0;0;53.0;5;56.0;69.0;435.0;33.733333333333334;34;37;30;36;15.0;7;38;30;32;0;1;1;0.0;34.529411764705884;2;33;34;30;33;2;43;33.388888888888886;30;34;31;38;18.0;36;37;1;29.583333333333332;1.0
84.0;58.0;64.0;0;47.0;11;58.0;51.0;416.0;37.266666666666666;38;47;37;40;15.0;7;34;33;34;0;1;1;0.0;34.64705882352941;2;34;35;37;35;1;32;39.72222222222222;40;43;41;40;18.0;43;38;1;39.166666666666664;2.0
60.0;53.0;58.0;1;66.0;11;54.0;62.0;431.0;36.86666666666667;34;47;39;31;15.0;7;41;38;32;0;1;2;0.0;36.11764705882353;2;39;34;36;33;1;40;36.22222222222222;37;43;33;34;18.0;38;33;1;35.333333333333336;2.0
76.0;49.0;68.0;0;53.0;8;49.0;52.0;421.0;36.93333333333333;32;42;37;31;15.0;7;39;35;39;0;1;1;0.0;34.705882352941174;2;37;34;38;37;2;31;34.888888888888886;30;38;33;40;18.0;41;30;1;38.5;2.0
64.0;61.0;54.0;1;56.0;19;70.0;64.0;420.0;35.2;38;39;40;34;15.0;7;36;30;30;0;1;1;0.0;35.8235294117647;2;30;30;36;34;1;48;31.72222222222222;30;31;32;34;18.0;30;40;1;34.09090909090909;2.0
62.0;60.0;72.0;0;59.0;20;56.0;55.0;427.0;33.46666666666667;30;36;38;35;15.0;7;31;35;33;0;1;1;0.0;36.705882352941174;2;32;39;41;33;2;36;38.111111111111114;33;44;36;42;18.0;37;33;1;36.388888888888886;2.0
60.0;52.0;53.0;1;51.0;20;67.0;59.0;414.0;35.666666666666664;38;30;41;38;15.0;7;40;37;31;0;1;4;0.0;31.529411764705884;2;31;30;33;32;1;34;34.833333333333336;41;30;30;33;18.0;42;36;1;38.46153846153846;2.0
69.96;44.93;59.32;0;60.48;18;54.28;68.57;419.3;42.13333333333333;36;43;43;41;15.0;7;42;39;47;0;1;1;0.0;37.88235294117647;2;40;41;38;37;1;31;40.166666666666664;37;39;44;43;18.0;42;36;1;38.5;2.0
56.0;75.0;50.0;1;53.0;11;55.0;59.0;405.0;39.8;42;38;45;41;15.0;7;37;30;40;0;1;1;0.0;33.411764705882355;2;31;34;31;35;1;41;37.5;31;44;31;41;18.0;45;45;1;39.4375;2.0
60.0;53.0;55.0;0;41.0;16;56.0;70.0;401.0;38.733333333333334;31;42;42;38;15.0;7;40;34;42;0;1;1;0.0;37.23529411764706;2;38;43;38;32;1;36;37.72222222222222;35;40;41;33;18.0;41;36;1;34.44444444444444;2.0
65.0;68.0;68.0;0;46.0;4;52.0;59.0;406.0;35.46666666666667;32;40;40;37;15.0;7;43;33;30;0;1;1;0.0;35.8235294117647;2;32;38;36;37;1;39;34.888888888888886;30;34;39;35;18.0;36;34;1;34.611111111111114;2.0
57.0;46.0;61.0;0;47.0;9;52.0;50.0;398.0;35.0;31;33;43;35;15.0;7;35;31;36;0;1;3;0.0;32.529411764705884;2;37;28;30;26;1;50;36.333333333333336;33;0;0;0;6.0;43;33;2;16.0;1.0
67.0;70.0;61.0;0;37.0;8;55.0;66.0;401.0;38.13333333333333;31;37;45;38;15.0;7;44;33;39;0;1;1;0.0;33.1764705882353;2;36;30;32;37;1;30;35.166666666666664;40;31;32;34;18.0;36;30;1;34.22222222222222;2.0
73.0;51.0;57.0;0;59.0;20;53.0;57.0;406.0;35.733333333333334;44;30;32;31;15.0;7;41;31;34;0;1;3;0.0;32.94117647058823;2;32;30;38;31;1;37;30.5;32;32;24;0;9.0;35;32;1;33.5;2.0
77.0;48.0;59.0;0;47.0;20;53.0;52.0;393.0;36.0;35;41;37;36;15.0;7;42;39;30;0;1;1;0.0;32.8235294117647;2;33;33;37;31;2;30;31.22222222222222;31;32;30;31;18.0;35;30;1;35.44444444444444;2.0
57.0;56.0;55.0;0;59.0;10;64.0;59.0;408.0;33.8;32;41;33;32;15.0;7;36;35;31;0;1;2;0.0;39.470588235294116;2;35;38;42;44;1;37;35.333333333333336;36;36;31;0;15.0;39;38;1;24.23076923076923;1.0
68.0;43.0;57.0;0;40.0;20;50.0;54.0;385.0;37.333333333333336;31;40;40;40;15.0;7;43;37;36;0;1;1;0.0;35.11764705882353;2;38;42;32;30;1;30;36.166666666666664;32;38;40;35;18.0;42;33;1;39.833333333333336;2.0
68.0;74.0;57.0;0;51.0;20;58.0;59.0;404.0;31.333333333333332;31;35;30;31;15.0;7;32;32;30;0;1;2;0.0;36.23529411764706;2;32;33;38;44;1;41;35.22222222222222;35;35;30;41;18.0;41;36;1;37.6;2.0
67.0;71.0;67.0;1;0.0;7;63.0;0.0;325.0;34.8;31;41;39;35;15.0;7;41;32;30;0;1;2;0.0;36.35294117647059;2;37;36;36;36;1;42;36.888888888888886;34;39;39;30;18.0;42;43;1;36.388888888888886;2.0
58.0;60.0;54.0;0;0.0;18;62.0;0.0;308.0;36.93333333333333;30;37;46;40;15.0;7;43;40;33;0;1;1;0.0;34.588235294117645;2;36;30;30;45;1;30;39.666666666666664;44;40;40;36;18.0;47;32;1;38.05555555555556;2.0
61.0;57.0;77.0;1;0.0;10;57.0;0.0;323.0;35.333333333333336;30;42;39;37;15.0;7;41;39;30;0;1;1;0.0;37.470588235294116;2;37;36;35;34;1;47;35.666666666666664;33;40;31;36;18.0;42;39;1;35.27777777777778;2.0
58.0;48.0;47.0;0;50.0;18;54.0;52.0;374.0;37.8;30;35;44;36;15.0;7;40;35;42;0;1;2;0.0;34.411764705882355;2;35;41;30;30;1;33;38.333333333333336;36;34;34;40;18.0;45;36;1;36.111111111111114;2.0
69.0;68.0;69.0;0;0.0;20;48.0;0.0;320.0;39.733333333333334;46;40;42;35;15.0;7;40;39;35;0;1;3;0.0;38.94117647058823;2;34;35;42;33;1;43;36.888888888888886;37;32;38;34;18.0;41;39;1;37.94444444444444;2.0
61.0;50.0;56.0;1;62.0;8;67.0;62.0;430.0;34.46666666666667;31;39;38;32;15.0;7;36;46;30;0;1;1;0.0;34.411764705882355;2;33;37;41;30;1;36;31.333333333333332;41;33;18;32;15.0;31;40;1;33.22222222222222;2.0
66.0;60.0;70.0;1;0.0;3;65.0;0.0;323.0;36.93333333333333;31;33;46;40;15.0;7;39;33;38;0;1;1;0.0;35.8235294117647;2;41;31;37;32;1;33;38.77777777777778;43;38;34;43;18.0;45;32;1;38.55555555555556;2.0
63.0;69.0;66.0;0;0.0;8;63.0;0.0;328.0;34.53333333333333;38;30;37;30;15.0;7;39;30;33;0;1;2;0.0;36.588235294117645;2;31;35;43;36;2;41;33.72222222222222;37;32;30;36;18.0;36;40;1;34.0;2.0
67.0;58.0;64.0;1;0.0;11;65.0;0.0;322.0;38.6;30;32;44;39;15.0;7;45;40;42;0;1;1;0.0;36.88235294117647;2;36;31;40;35;1;45;39.166666666666664;38;43;36;37;18.0;35;44;1;37.22222222222222;2.0
79.0;78.0;79.0;0;0.0;8;68.0;0.0;251.5;40.53333333333333;40;41;43;39;15.0;7;39;35;42;0;1;1;0.0;38.8235294117647;2;49;37;35;37;1;45;40.166666666666664;37;37;47;40;18.0;41;47;1;36.27777777777778;2.0
66.0;48.0;69.0;1;0.0;19;70.0;0.0;325.0;36.86666666666667;32;36;41;43;15.0;7;45;34;34;0;1;1;0.0;35.88235294117647;2;30;37;36;37;1;41;37.72222222222222;39;38;38;31;18.0;45;43;1;38.27777777777778;2.0
67.0;69.0;67.0;0;0.0;10;61.0;0.0;324.0;36.8;48;35;31;30;15.0;7;39;36;33;0;1;3;0.0;35.470588235294116;2;33;32;40;34;1;45;38.166666666666664;33;40;40;41;18.0;40;31;1;37.22222222222222;2.0
67.0;65.0;70.0;1;0.0;10;54.0;0.0;323.0;35.2;30;42;38;42;15.0;7;39;38;30;0;1;1;0.0;34.23529411764706;2;31;35;34;30;1;48;38.111111111111114;33;48;40;34;18.0;45;35;1;35.5;2.0
100.0;85.0;81.0;0;0.0;11;83.0;0.0;450.0;39.8;46;32;33;46;15.0;7;30;39;46;0;3;1;0.0;39.11764705882353;2;36;45;31;45;1;49;29.444444444444443;9;38;12;41;11.0;43;0;1;32.0;2.0
81.0;85.0;78.0;0;0.0;13;75.0;0.0;389.0;41.06666666666667;44;40;42;42;15.0;7;42;38;39;0;1;1;0.0;38.294117647058826;2;31;40;43;33;1;33;33.5;30;31;36;35;18.0;36;33;1;36.94444444444444;2.0
83.0;80.0;76.0;1;0.0;10;67.0;0.0;373.0;36.333333333333336;35;40;37;38;15.0;7;35;38;35;0;1;2;0.0;33.23529411764706;2;37;30;30;31;1;44;36.611111111111114;35;36;30;48;18.0;42;35;1;38.92307692307692;2.0
81.0;65.0;82.0;0;0.0;6;64.0;0.0;367.0;36.86666666666667;31;40;39;39;15.0;7;47;37;33;0;1;1;0.0;35.588235294117645;2;30;44;32;32;1;40;35.27777777777778;34;39;30;34;18.0;42;35;1;35.90909090909091;2.0
86.0;67.0;69.0;1;0.0;11;67.0;0.0;359.0;31.666666666666668;30;32;33;32;15.0;7;30;31;33;0;1;2;0.0;31.470588235294116;2;30;32;31;30;2;35;29.416666666666668;30;30;0;0;8.0;31;27;1;32.0;2.0
86.0;57.0;76.0;0;0.0;11;59.0;0.0;348.0;36.333333333333336;32;39;42;39;15.0;7;46;36;30;0;1;1;0.0;36.11764705882353;2;30;43;34;34;1;37;36.22222222222222;30;41;33;48;18.0;30;40;1;37.53333333333333;2.0
86.0;52.0;70.0;0;0.0;10;69.0;0.0;351.0;39.4;39;42;40;45;15.0;7;45;39;34;0;1;1;0.0;33.1764705882353;2;33;31;30;32;1;42;34.5;35;37;16;45;15.0;42;36;1;39.72727272727273;2.0
75.0;90.0;70.0;1;0.0;20;67.0;0.0;365.0;37.666666666666664;38;34;45;40;15.0;7;41;35;34;0;1;1;0.0;35.0;2;33;31;40;32;2;41;35.388888888888886;32;47;35;31;18.0;39;34;1;31.2;2.0
71.0;62.0;74.0;1;0.0;10;76.0;0.0;364.0;40.666666666666664;45;45;39;42;15.0;7;49;39;32;0;1;1;0.0;35.529411764705884;2;31;38;32;37;1;41;39.72222222222222;37;47;43;41;18.0;35;42;1;36.666666666666664;2.0
70.0;55.0;81.0;0;0.0;8;64.0;0.0;357.0;38.0;40;46;38;37;15.0;7;36;37;34;0;1;1;0.0;35.705882352941174;2;30;37;38;30;1;32;37.22222222222222;33;40;35;41;18.0;42;40;1;35.388888888888886;2.0
71.0;62.0;76.0;0;0.0;11;65.0;0.0;358.0;40.4;46;41;43;45;15.0;7;47;41;30;0;1;1;0.0;39.23529411764706;2;35;38;30;45;1;44;37.611111111111114;33;39;39;42;18.0;42;44;1;38.5;2.0
79.0;55.0;76.0;1;0.0;7;56.0;0.0;341.0;40.06666666666667;49;44;42;43;15.0;7;35;41;32;0;1;1;0.0;38.8235294117647;2;38;44;33;33;1;42;38.611111111111114;31;50;35;43;18.0;44;34;1;38.27777777777778;2.0
81.0;61.0;65.0;1;0.0;15;65.0;0.0;349.0;38.06666666666667;34;45;42;39;15.0;7;34;40;37;0;1;1;0.0;38.294117647058826;2;35;38;34;36;1;39;40.666666666666664;37;39;40;46;18.0;44;41;1;37.166666666666664;2.0
75.0;53.0;76.0;1;0.0;1;61.0;0.0;345.0;33.13333333333333;30;30;35;37;15.0;7;31;38;35;0;1;2;0.0;35.588235294117645;2;30;33;33;32;1;40;31.444444444444443;30;30;30;31;18.0;31;45;1;33.81818181818182;2.0
81.0;81.0;67.0;0;0.0;7;60.0;0.0;343.0;39.666666666666664;40;39;44;39;15.0;7;39;36;39;0;1;1;0.0;37.411764705882355;2;34;44;33;34;1;36;37.333333333333336;40;42;34;32;18.0;39;42;1;37.55555555555556;2.0
71.0;55.0;78.0;0;0.0;20;61.0;0.0;340.0;37.86666666666667;36;47;40;42;15.0;7;38;36;33;0;1;1;0.0;37.11764705882353;2;30;44;33;34;1;41;36.111111111111114;31;40;39;35;18.0;37;36;1;37.22222222222222;2.0
73.0;54.0;70.0;0;0.0;16;67.0;0.0;345.0;37.4;37;39;34;35;15.0;7;34;33;42;0;1;2;0.0;36.411764705882355;2;39;36;31;39;1;44;36.888888888888886;33;39;36;36;18.0;42;40;1;37.46666666666667;2.0
79.0;58.0;75.0;1;0.0;20;53.0;0.0;329.0;40.666666666666664;44;42;45;45;15.0;7;43;41;33;0;1;1;0.0;33.705882352941174;2;36;32;30;30;1;39;37.72222222222222;36;37;42;42;18.0;40;35;1;40.22222222222222;3.0
77.0;61.0;69.0;1;0.0;4;65.0;0.0;336.0;33.93333333333333;31;38;42;33;15.0;7;34;35;30;0;1;1;0.0;39.0;2;33;42;40;35;1;36;35.5;34;37;30;41;18.0;40;40;1;37.5;2.0
62.0;93.0;75.0;0;0.0;8;67.0;0.0;351.0;35.333333333333336;33;34;38;40;15.0;7;35;37;35;0;1;2;0.0;34.94117647058823;2;33;34;32;31;1;42;34.27777777777778;30;38;31;35;18.0;42;41;1;35.93333333333333;2.0
74.0;85.0;69.0;1;0.0;4;60.0;0.0;337.0;34.4;31;38;40;39;15.0;7;35;34;31;0;1;1;0.0;34.76470588235294;2;30;41;33;31;1;39;33.611111111111114;33;33;35;30;18.0;42;38;1;35.05555555555556;2.0
70.0;67.0;68.0;1;0.0;1;61.0;0.0;343.0;38.06666666666667;34;37;39;44;15.0;7;43;31;39;0;1;1;0.0;36.64705882352941;2;34;38;33;36;1;40;34.72222222222222;39;34;30;40;18.0;35;33;1;31.666666666666668;2.0
73.0;55.0;72.0;1;0.0;10;59.0;0.0;333.0;43.86666666666667;48;39;43;44;15.0;7;50;42;41;0;1;1;0.0;39.35294117647059;2;37;41;32;37;1;42;43.44444444444444;38;50;44;43;18.0;45;41;1;38.94444444444444;2.0
68.0;54.0;69.0;0;0.0;20;64.0;0.0;343.0;36.2;39;35;41;34;15.0;7;41;34;31;0;1;2;0.0;34.411764705882355;2;30;37;33;32;1;33;33.94444444444444;36;32;30;32;18.0;39;32;1;33.07692307692308;2.0
60.0;60.0;76.0;1;0.0;10;65.0;0.0;345.0;42.06666666666667;45;37;41;45;15.0;7;48;39;40;0;1;1;0.0;35.05882352941177;2;35;42;34;30;1;37;34.27777777777778;34;35;30;37;18.0;35;34;1;37.611111111111114;2.0
73.0;57.0;69.0;1;0.0;20;61.0;0.0;332.0;34.6;30;38;37;38;15.0;7;35;31;35;0;1;2;0.0;35.470588235294116;2;30;37;32;33;1;39;35.666666666666664;33;32;33;38;18.0;42;33;1;36.125;2.0
62.0;80.0;74.0;0;0.0;11;67.0;0.0;341.0;34.46666666666667;35;36;38;36;15.0;7;37;34;30;0;1;2;0.0;34.11764705882353;2;31;36;30;38;1;38;36.888888888888886;35;47;35;30;18.0;41;36;1;38.666666666666664;2.0
70.0;44.0;66.0;0;0.0;11;75.0;0.0;338.0;34.733333333333334;34;40;40;32;15.0;7;35;33;31;0;1;3;0.0;31.823529411764707;2;31;30;30;30;1;38;34.611111111111114;34;37;30;38;18.0;36;41;1;35.38461538461539;2.0
67.0;52.0;76.0;0;0.0;11;59.0;0.0;327.0;36.333333333333336;33;38;38;39;15.0;7;36;35;37;0;1;1;0.0;34.23529411764706;2;32;33;33;35;1;33;35.44444444444444;31;39;31;40;18.0;32;40;1;35.13333333333333;2.0
70.0;71.0;72.0;0;0.0;20;58.0;0.0;326.0;38.2;40;34;47;32;15.0;7;38;39;36;0;1;2;0.0;38.23529411764706;2;41;41;33;31;1;43;35.53333333333333;36;40;0;30;15.0;35;37;1;40.4;3.0
66.0;89.0;71.0;0;0.0;6;60.0;0.0;333.0;39.266666666666666;42;35;49;37;15.0;7;46;38;32;0;1;2;0.0;35.529411764705884;2;33;34;37;37;1;35;36.44444444444444;38;41;31;35;18.0;33;41;1;37.888888888888886;2.0
72.0;65.0;67.0;0;0.0;8;65.0;0.0;328.0;37.13333333333333;35;36;41;37;15.0;7;41;39;35;0;1;2;0.0;41.705882352941174;2;39;50;41;40;1;35;37.333333333333336;39;39;35;41;18.0;41;35;1;36.72222222222222;2.0
67.0;55.0;69.0;1;0.0;20;64.0;0.0;332.0;34.53333333333333;34;31;30;37;15.0;7;37;31;38;0;2;2;0.0;33.88235294117647;2;30;38;34;31;2;33;32.27777777777778;30;40;33;17;15.0;41;37;1;39.0;2.0
68.0;55.0;69.0;0;0.0;20;61.0;0.0;329.0;38.93333333333333;30;42;43;39;15.0;7;48;41;37;0;1;1;0.0;37.76470588235294;2;35;36;38;31;1;42;43.0;38;50;42;44;18.0;44;41;1;39.0;2.0
61.0;69.0;66.0;1;0.0;7;75.0;0.0;343.0;36.333333333333336;33;32;32;33;15.0;7;45;39;39;0;1;2;0.0;34.8235294117647;2;34;44;30;30;3;44;31.666666666666668;24;30;0;0;9.0;43;36;1;28.0;1.0
70.0;55.0;68.0;0;0.0;6;67.0;0.0;326.0;34.333333333333336;30;33;35;35;15.0;7;41;32;35;0;1;2;0.0;35.11764705882353;2;31;36;33;30;1;48;36.388888888888886;35;38;36;37;18.0;32;30;1;47.0;4.0
73.0;47.0;69.0;0;0.0;8;55.0;0.0;319.0;34.13333333333333;35;30;37;37;15.0;7;42;32;30;0;1;2;0.0;36.76470588235294;2;40;39;39;30;1;32;35.55555555555556;36;33;37;38;18.0;43;32;1;30.875;2.0
75.0;49.0;68.0;0;0.0;7;52.0;0.0;315.0;38.46666666666667;30;42;39;39;15.0;7;46;34;40;0;1;2;0.0;33.23529411764706;2;31;35;34;31;1;41;34.0;38;30;32;35;18.0;39;39;1;30.375;2.0
73.0;57.0;63.0;0;0.0;20;61.0;0.0;323.0;32.6;31;31;32;40;15.0;7;36;38;30;0;1;1;0.0;35.05882352941177;2;32;30;36;33;1;34;36.0;39;34;30;41;18.0;39;39;1;35.888888888888886;2.0
75.0;52.0;68.0;1;0.0;5;58.0;0.0;311.0;34.86666666666667;30;37;34;32;15.0;7;42;31;36;0;1;1;0.0;39.8235294117647;2;40;39;33;39;1;40;36.55555555555556;35;32;31;46;18.0;36;40;1;39.388888888888886;2.0
65.0;57.0;72.0;0;0.0;7;62.0;0.0;321.0;39.2;30;34;43;40;15.0;7;45;38;44;0;1;1;0.0;37.470588235294116;2;32;38;36;30;1;50;37.22222222222222;40;39;34;35;18.0;43;38;1;37.27777777777778;2.0
68.0;43.0;72.0;1;0.0;11;55.0;0.0;315.0;34.666666666666664;32;38;37;40;15.0;7;42;30;30;0;1;3;0.0;35.529411764705884;2;32;37;34;30;1;41;31.22222222222222;33;38;36;17;15.0;30;40;2;34.0;2.0
69.0;58.0;61.0;1;0.0;11;70.0;0.0;323.0;38.06666666666667;42;38;47;40;15.0;7;40;35;30;0;1;2;0.0;36.8235294117647;2;32;40;36;36;1;37;35.333333333333336;38;42;31;30;18.0;38;41;1;36.888888888888886;2.0
68.0;71.0;64.0;0;0.0;8;54.0;0.0;322.0;35.4;37;34;37;38;15.0;7;42;32;31;0;1;2;0.0;37.8235294117647;2;38;40;36;33;1;41;37.666666666666664;40;33;40;44;18.0;36;39;1;37.94444444444444;2.0
66.0;69.0;60.0;0;0.0;20;69.0;0.0;329.0;34.93333333333333;31;31;38;37;15.0;7;45;34;33;0;1;2;0.0;38.11764705882353;2;35;46;37;32;1;36;36.94444444444444;36;43;36;40;18.0;40;30;1;29.72222222222222;1.0
69.0;56.0;67.0;0;0.0;20;58.0;0.0;316.0;37.0;35;42;36;39;15.0;7;41;37;34;0;1;1;0.0;34.8235294117647;2;36;30;40;36;1;32;39.55555555555556;39;47;31;43;18.0;43;38;1;33.666666666666664;2.0
73.0;58.0;49.0;1;69.0;11;74.0;54.0;435.0;33.86666666666667;42;34;30;34;15.0;7;32;36;30;0;2;2;0.0;37.35294117647059;2;30;43;42;36;2;31;36.166666666666664;35;43;40;34;18.0;32;35;1;32.0;2.0
59.0;68.0;49.0;0;49.0;7;61.0;61.0;411.0;42.06666666666667;41;40;41;36;15.0;7;39;36;49;0;1;2;0.0;35.529411764705884;2;40;41;33;30;1;35;26.866666666666667;32;0;33;0;12.0;33;34;2;31.0;2.0
63.0;80.0;47.0;1;58.0;8;63.0;50.0;415.0;38.13333333333333;34;40;47;38;15.0;7;42;38;34;0;1;2;0.0;37.11764705882353;2;38;34;32;30;1;50;34.0;37;37;32;32;18.0;32;44;1;34.625;2.0
