NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS_SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
1976;33.63333333333333;34.06666666666667;30.0;0.0;31.90625;36.0;0.0;0;32.4;35.0;35.0;0.0;0.0;0.0;31.5;0;6;3;3;3;2;1;2;0.0;0;2;22.0;1;3;45.0;1;1;39.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.0
1977;40.63333333333333;32.33333333333334;31.0;0.0;42.0;45.0;39.0;0;38.61538461538461;35.0;42.0;0.0;41.0;0.0;38.08333333333334;0;12;12;0;5;5;0;2;0.0;0;2;35.0;1;3;0.0;0;1;44.0;1;2;40.0;1;2;32.0;1;3;44.0;1;2;0;0;2;3;43.8
1987;41.0;40.35294117647059;38.0;42.0;42.11111111111111;44.0;36.0;0;39.46666666666667;34.0;37.0;50.0;41.0;0.0;38.30769230769231;0;13;13;0;6;6;0;2;0.0;0;2;36.0;1;3;38.0;1;1;44.0;1;2;40.0;1;2;34.0;1;3;41.0;1;2;0;0;2;3;43.0
1991;35.73333333333333;33.6;32.0;0.0;39.5;0.0;0.0;0;34.83333333333334;0.0;40.0;37.0;0.0;0.0;45.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;45.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
1996;32.1;28.6;27.5;0.0;36.30769230769231;0.0;0.0;0;34.36363636363637;0.0;40.0;36.0;34.0;0.0;49.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;49.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;35.66666666666666
1997;39.56666666666667;34.93333333333333;35.0;0.0;38.53125;37.0;37.0;0;38.30769230769231;38.0;42.0;0.0;40.0;0.0;35.0;0;4;4;0;2;2;0;2;0.0;0;2;30.0;1;3;50.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.33333333333334
1998;40.4;37.23529411764706;33.0;50.0;38.0625;36.0;35.0;0;38.0;38.0;41.0;0.0;35.0;46.0;41.4;0;5;5;0;3;3;0;2;0.0;0;2;0.0;0;3;43.0;1;1;46.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;36;1;2;3;42.2
1999;35.4;31.36666666666667;28.0;0.0;34.65625;28.5;33.0;0;36.0;0.0;38.0;42.0;33.0;39.0;29.8;1;5;3;2;3;2;1;1;0.0;0;2;0.0;0;3;31.0;1;1;24.0;2;2;0.0;0;2;0.0;0;3;0.0;0;2;35;1;2;0;0.0
2001;38.6;37.35294117647059;35.0;48.0;40.0;43.0;37.0;0;43.35294117647059;41.0;41.0;45.0;45.0;38.0;45.66666666666666;0;6;6;0;3;3;0;2;0.0;0;2;42.0;1;3;50.0;1;1;49.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;4;45.5
2004;32.07692307692308;33.32142857142857;30.0;0.0;35.0;39.0;0.0;0;34.72727272727273;0.0;0.0;40.0;34.0;39.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;33.0
2005;33.86666666666667;30.63333333333333;28.0;0.0;30.3125;33.0;0.0;0;28.58333333333334;0.0;38.0;14.75;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;40.0
2008;37.53333333333333;38.08823529411764;38.0;41.0;40.9375;38.0;36.0;0;36.53333333333333;37.0;33.0;0.0;42.0;37.0;41.0;0;5;5;0;2;2;0;2;0.0;0;2;35.0;1;3;0.0;0;1;50.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;38.33333333333334
2009;37.33333333333334;35.02941176470588;33.0;48.0;40.0;0.0;0.0;0;32.0;0.0;0.0;0.0;32.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2010;39.26666666666667;40.47058823529412;35.0;47.0;41.77777777777778;42.0;41.0;0;37.21428571428572;31.0;34.0;48.0;36.0;0.0;35.33333333333334;0;6;6;0;3;3;0;2;0.0;0;2;33.0;1;3;43.0;1;1;35.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.0
2011;36.43333333333333;31.4;30.0;0.0;28.78125;26.5;0.0;0;32.0;0.0;0.0;0.0;34.0;0.0;11.0;0;2;0;2;1;0;1;1;0.0;0;2;0.0;0;3;0.0;0;1;11.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;1;25.0
2013;34.73076923076923;35.6;32.0;0.0;35.73076923076923;30.5;36.0;0;30.75;31.0;28.0;0.0;27.0;0.0;35.7;0;10;10;0;5;5;0;2;0.0;0;2;0.0;0;3;41.0;1;1;35.0;1;2;34.0;1;2;34.0;1;3;38.0;1;2;0;0;2;3;40.66666666666666
2015;37.46153846153846;32.03333333333333;31.5;0.0;33.0625;31.0;37.0;0;36.9;0.0;40.0;0.0;39.0;0.0;30.625;0;8;5;3;4;3;1;2;30.0;1;2;22.0;1;3;35.0;1;1;42.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.0
2019;40.8;39.1764705882353;36.0;37.0;41.625;43.0;41.0;0;39.33333333333334;38.0;37.0;0.0;38.0;42.0;36.61538461538461;0;13;13;0;6;6;0;2;36.0;1;2;33.0;1;3;41.0;1;1;0.0;0;2;38.0;1;2;34.0;1;3;43.0;1;2;0;0;2;2;35.0
2020;38.33333333333334;33.6;38.0;0.0;35.3125;35.0;34.0;0;36.94117647058823;35.0;30.0;42.0;33.0;42.0;35.6;0;5;5;0;2;2;0;2;0.0;0;2;30.0;1;3;0.0;0;1;44.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;37.5
2022;38.53333333333333;35.36666666666667;38.0;0.0;38.3125;40.0;0.0;0;39.33333333333334;41.0;43.0;45.0;43.0;0.0;36.5;0;8;8;0;4;4;0;2;32.0;1;2;37.0;1;3;45.0;1;1;36.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;40.4
2024;34.23076923076923;39.2;32.0;0.0;40.875;39.0;39.0;0;38.26666666666667;31.0;44.0;0.0;38.0;40.0;36.125;0;8;8;0;4;4;0;2;36.0;1;2;38.0;1;3;37.0;1;1;33.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.4
2025;37.2;35.76470588235294;30.0;47.0;39.3125;39.0;35.0;0;35.84615384615385;34.0;34.0;0.0;43.0;0.0;31.5;0;8;6;2;4;3;1;2;35.0;1;2;30.0;1;3;46.0;1;1;23.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;43.0
2026;41.2;35.0;32.0;0.0;36.3125;28.0;28.0;0;39.16666666666666;0.0;42.0;0.0;38.0;40.0;38.5;0;4;4;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;1;40.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;37;1;2;2;36.6
2029;38.73333333333333;30.41176470588235;31.0;35.0;25.84615384615385;16.0;0.0;0;30.71428571428572;0.0;30.0;0.0;32.0;0.0;24.4;0;5;1;4;3;1;2;1;17.0;1;2;0.0;0;3;42.0;1;1;23.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;34.0
2030;36.96666666666667;30.2;33.0;0.0;33.21875;28.5;0.0;0;30.86363636363636;0.0;32.5;0.0;30.0;44.0;39.0;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;45.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;36;1;2;0;0.0
2032;38.13333333333333;36.88235294117647;33.0;49.0;38.375;33.0;35.0;0;35.41176470588236;34.0;44.0;34.0;37.0;34.0;31.57142857142857;1;7;4;3;3;2;1;2;34.0;1;2;28.0;1;3;0.0;0;1;34.5;2;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.0
2034;40.33333333333334;38.02941176470588;35.0;41.0;45.83333333333334;48.0;39.0;0;39.35294117647059;37.0;33.0;41.0;37.0;44.0;39.14285714285715;0;7;7;0;3;3;0;2;42.0;1;2;30.0;1;3;0.0;0;1;50.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.33333333333334
2036;32.56666666666667;30.73529411764706;23.5;50.0;37.0;0.0;0.0;0;31.5;0.0;22.0;34.0;34.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;32.0
2039;37.93333333333333;33.94117647058823;33.0;38.0;37.72222222222222;41.0;0.0;41;31.53846153846154;20.0;37.0;0.0;41.0;0.0;33.33333333333334;1;6;4;2;3;2;1;2;0.0;0;2;34.0;1;3;42.0;1;1;28.0;2;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;41.0
2040;38.66666666666666;36.8235294117647;37.0;45.0;36.5625;37.0;39.0;0;39.47058823529412;37.0;43.0;43.0;35.0;40.0;39.33333333333334;0;6;6;0;3;3;0;2;0.0;0;2;34.0;1;3;50.0;1;1;42.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.4
2042;40.16666666666666;32.94117647058823;21.5;39.0;36.76923076923077;35.0;31.0;0;35.73333333333333;34.0;33.0;39.0;45.0;0.0;31.16666666666667;0;6;3;3;3;2;1;2;0.0;0;2;23.0;1;3;40.0;1;1;39.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;41.66666666666666
2043;38.46666666666667;33.52941176470588;28.0;47.0;38.375;29.0;0.0;0;34.93333333333333;26.0;43.0;47.0;31.5;0.0;32.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;1;32.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2044;38.46666666666667;34.46666666666667;31.0;0.0;37.8125;37.0;0.0;0;33.06666666666667;30.0;35.0;0.0;33.0;33.0;36.85;1;10;10;0;5;5;0;2;37.0;1;2;30.5;2;3;45.0;1;1;44.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;35;1;2;3;41.2
2045;37.46666666666667;35.3;37.0;0.0;39.5;35.0;0.0;0;39.46666666666667;30.0;49.0;0.0;41.0;45.0;38.875;0;8;8;0;4;4;0;2;0.0;0;2;37.0;1;3;48.0;1;1;30.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;46;1;2;3;40.33333333333334
2048;38.69230769230769;35.66666666666666;37.0;0.0;38.125;32.0;0.0;0;38.0;0.0;0.0;0.0;0.0;0.0;35.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;1;35.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;33.0
2049;37.13333333333333;36.47058823529412;31.0;49.0;36.4375;34.0;0.0;0;35.63636363636363;0.0;35.0;42.0;38.0;0.0;34.4;0;5;5;0;3;3;0;2;37.0;1;2;0.0;0;3;34.0;1;1;32.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.4
2051;35.23076923076923;26.11111111111111;20.33333333333333;0.0;32.0;31.0;0.0;0;36.57142857142857;0.0;40.0;42.0;0.0;0.0;27.0;0;3;1;2;2;1;1;1;0.0;0;2;0.0;0;3;43.0;1;1;19.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;37.0
2054;37.2;33.88235294117647;30.0;35.0;38.0;37.0;0.0;0;34.09090909090909;0.0;36.0;0.0;30.0;40.0;36.71428571428572;0;7;7;0;4;4;0;2;35.0;1;2;0.0;0;3;41.0;1;1;33.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;40;1;2;2;39.0
2055;33.46153846153846;30.06666666666667;30.0;0.0;43.0;0.0;0.0;0;30.9;0.0;0.0;0.0;32.0;38.0;24.66666666666667;0;3;1;2;2;1;1;1;0.0;0;2;0.0;0;3;32.0;1;1;21.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;41.33333333333334
2056;36.53333333333333;28.11764705882353;27.0;31.0;31.71428571428572;0.0;0.0;0;25.44444444444444;0.0;0.0;0.0;39.0;30.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;37.0
2057;35.23076923076923;31.93333333333333;30.0;0.0;37.8125;38.0;39.0;0;36.53846153846154;34.0;32.0;0.0;45.0;0.0;38.0;0;8;8;0;4;4;0;2;35.0;1;2;33.0;1;3;43.0;1;1;46.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;43.0
2058;36.7;34.55882352941177;30.0;36.0;37.5;45.0;33.0;0;33.42857142857143;31.0;41.0;0.0;31.0;33.0;37.66666666666666;0;6;6;0;3;3;0;2;0.0;0;2;32.0;1;3;50.0;1;1;40.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2064;39.93333333333333;33.94117647058823;29.0;44.0;36.1875;39.0;40.0;0;37.1764705882353;30.0;45.0;45.0;35.0;40.0;33.16666666666666;0;6;6;0;3;3;0;2;0.0;0;2;32.0;1;3;41.0;1;1;31.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;40.0
2065;39.86666666666667;38.26470588235294;36.0;48.0;42.33333333333334;39.0;34.0;0;37.53333333333333;36.0;40.0;0.0;45.0;34.0;39.75;0;8;8;0;4;4;0;2;33.0;1;2;36.0;1;3;48.0;1;1;48.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;43.0
2067;36.03846153846154;33.3;34.0;0.0;35.9375;32.0;31.0;0;34.54166666666666;0.0;32.0;0.0;34.0;40.0;32.4;0;5;5;0;2;2;0;2;0.0;0;2;30.0;1;3;0.0;0;1;36.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.33333333333334
2071;35.6;35.8;36.0;0.0;39.75;39.0;37.0;0;36.9;0.0;34.0;48.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2073;32.76923076923077;35.76666666666667;31.0;0.0;31.25;26.0;0.0;0;31.83333333333333;0.0;30.0;33.0;30.0;0.0;41.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;41.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2075;32.43333333333333;37.4;34.0;0.0;36.8125;34.0;35.0;0;35.0;0.0;0.0;0.0;35.0;0.0;45.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;45.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2076;34.13333333333333;35.16666666666666;31.0;0.0;34.625;34.0;0.0;0;36.72222222222222;0.0;40.0;48.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2079;35.5;35.47058823529412;34.0;46.0;32.83333333333334;27.0;0.0;0;33.55555555555556;0.0;32.0;44.0;0.0;0.0;38.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;38.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2080;34.86666666666667;35.53333333333333;35.0;0.0;36.375;35.0;0.0;0;38.88888888888889;0.0;39.0;50.0;0.0;0.0;43.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;43.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2081;35.03333333333333;32.83333333333334;33.0;0.0;31.3125;28.0;28.0;0;32.66666666666666;0.0;32.0;0.0;0.0;0.0;35.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;35.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2083;30.43589743589743;31.53333333333333;33.0;0.0;31.46875;31.0;0.0;0;33.85714285714285;0.0;33.0;0.0;31.0;39.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;34.0
2086;32.66666666666666;35.33333333333334;30.0;0.0;37.0;30.0;0.0;0;31.0;0.0;0.0;0.0;0.0;0.0;48.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;48.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2087;29.23076923076923;27.46666666666667;30.0;0.0;38.0;0.0;0.0;0;39.0;0.0;0.0;44.0;34.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;33.0
2088;32.4;33.06666666666667;33.0;0.0;34.0625;35.0;0.0;0;35.33333333333334;0.0;38.0;0.0;35.0;0.0;33.0;0;2;2;0;1;1;0;2;0.0;0;2;0.0;0;3;0.0;0;1;33.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;34.0
2090;37.5;39.73333333333333;41.0;0.0;40.75;32.0;38.0;0;37.63636363636363;0.0;0.0;35.0;43.0;40.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.0
2091;34.03333333333333;31.43333333333333;37.0;0.0;29.875;19.0;0.0;0;29.7;0.0;0.0;39.0;37.0;0.0;29.66666666666667;0;3;1;2;2;1;1;1;0.0;0;2;0.0;0;3;31.0;1;1;29.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2093;33.26666666666667;35.44117647058823;33.0;47.0;35.46666666666667;0.0;0.0;0;31.83333333333333;0.0;0.0;0.0;0.0;0.0;37.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;37.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.0
2097;36.2;35.56666666666667;33.0;0.0;37.0625;36.0;0.0;0;36.0;0.0;41.0;0.0;39.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;42.5
2099;32.42307692307692;37.63333333333333;37.0;0.0;39.0;35.0;0.0;0;32.83333333333334;0.0;0.0;0.0;0.0;0.0;44.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;44.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;36.5
2101;32.53333333333333;33.64705882352941;32.0;40.0;37.3;34.0;0.0;0;28.57142857142857;0.0;34.0;0.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2102;32.83333333333334;33.7;36.0;0.0;32.53125;24.0;0.0;0;34.0;0.0;0.0;41.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2104;33.84615384615385;35.66666666666666;37.0;0.0;37.125;33.0;0.0;0;35.45454545454545;36.0;0.0;43.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2105;37.92307692307692;34.16666666666666;31.0;0.0;34.1875;36.0;0.0;0;36.125;0.0;0.0;44.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2109;32.46153846153846;36.4;37.0;0.0;37.21875;36.0;29.0;0;36.55555555555556;0.0;0.0;48.0;38.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2110;37.8;39.94117647058823;34.0;49.0;36.3125;32.0;37.0;0;37.66666666666666;31.0;41.0;41.0;35.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2116;33.26666666666667;34.8;34.0;0.0;37.90625;38.0;31.0;0;33.4;0.0;34.0;0.0;34.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;3;41.0
2117;39.73333333333333;35.38235294117647;32.0;42.0;38.86666666666667;36.0;0.0;0;36.0;0.0;0.0;47.0;35.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2118;32.61538461538461;31.73333333333333;33.0;0.0;35.1875;38.0;0.0;0;35.42857142857143;0.0;0.0;49.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2120;38.38461538461539;36.5;32.0;0.0;38.875;48.0;0.0;0;35.6;0.0;0.0;46.0;36.0;0.0;38.66666666666666;0;3;3;0;2;2;0;2;0.0;0;2;0.0;0;3;44.0;1;1;36.0;1;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2121;39.30769230769231;36.93333333333333;32.0;0.0;37.6875;32.0;0.0;0;30.1;26.0;0.0;0.0;31.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2125;35.66666666666666;30.0;32.0;0.0;34.23076923076923;0.0;36.0;0;29.83333333333333;0.0;0.0;14.75;37.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;39.0
2126;31.5;35.96666666666667;39.0;0.0;37.125;34.0;0.0;0;33.28571428571428;0.0;0.0;0.0;37.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2127;37.36666666666667;37.5;35.0;50.0;37.625;35.0;0.0;0;36.85714285714285;0.0;0.0;47.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2129;37.83333333333334;33.9;37.0;0.0;34.875;35.0;0.0;0;36.22222222222222;0.0;42.0;40.0;33.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2132;38.53333333333333;35.64705882352941;35.0;41.0;39.875;35.0;41.0;0;37.58333333333334;34.0;35.0;44.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2134;37.23076923076923;31.66666666666667;34.0;0.0;31.5625;13.0;0.0;0;28.85714285714286;0.0;0.0;37.0;40.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2138;33.76923076923077;32.03333333333333;29.0;0.0;36.59375;35.0;0.0;0;35.4;0.0;42.0;39.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2139;34.69230769230769;35.43333333333333;38.0;0.0;35.15625;27.0;0.0;0;32.71428571428572;0.0;0.0;0.0;43.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2140;36.66666666666666;33.86666666666667;34.0;0.0;32.21875;33.0;0.0;0;35.5;0.0;41.0;44.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2141;36.86666666666667;36.73529411764706;35.0;49.0;37.40625;36.0;0.0;0;35.0;0.0;0.0;39.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;32.0
2144;29.88461538461538;33.86666666666667;31.0;0.0;35.25;29.0;0.0;0;33.25;0.0;32.0;35.0;33.0;0.0;37.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;37.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;31.0
2145;32.0;33.76666666666667;30.0;0.0;34.875;35.0;0.0;0;31.1;0.0;35.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
2146;28.84615384615385;29.86666666666667;27.0;0.0;30.42857142857143;0.0;0.0;0;28.61111111111111;0.0;36.0;30.0;30.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0;0.0
