NUMERO;PROMEDIO_UNO;PROMEDIO_DOS;NOTA_MATERIALES;NOTA_EE_DOS;PROMEDIO_TRES;NOTA_MULTIVARIADO;NOTA_FISICA_DOS;NOTA_EE_CUATRO;PROMEDIO_CINCO;NOTA_PROCESOSM;NOTA_ADMINISTRACION;NOTA_LENGUA_UNO;NOTA_EI_UNO;NOTA_EI_DOS;PROMEDIO_SEIS;CAR_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS_SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;RENDIMIENTO_SIETE;PROMEDIO_SIETE
831;39.6;33.29411764705883;30.0;32.0;33.1574074074074;34.0;32.0;50;34.76470588235294;30.0;38.0;45.0;42.0;32.0;36.85294117647059;1;17;14;3;8;7;1;2;43.0;1;2;29.5;2;3;43.0;1;1;32.0;1;2;41.0;1;2;37.0;1;3;39.0;1;2;37;1;2;3;40.92307692307692
1250;35.5;34.8235294117647;38.0;30.0;37.22222222222222;40.0;38.0;45;38.0;36.0;43.0;46.0;45.0;38.0;39.0;0;17;17;0;8;8;0;2;46.0;1;2;38.0;1;3;38.0;1;1;46.0;1;2;31.0;1;2;35.0;1;3;42.0;1;2;38;1;2;2;38.66666666666666
1265;30.15384615384615;31.4;34.0;0.0;32.28571428571428;0.0;0.0;0;25.45;0.0;30.0;25.0;0.0;0.0;41.0;0;1;1;0;1;1;0;2;0.0;0;2;0.0;0;3;41.0;1;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;2;37.0
1466;38.6;33.61764705882353;34.0;40.0;35.34375;31.0;37.0;0;37.58823529411764;35.0;40.0;47.0;41.0;41.0;35.1764705882353;1;17;14;3;8;7;1;2;41.0;1;2;27.33333333333333;3;3;39.0;1;1;35.0;1;2;39.0;1;2;37.0;1;3;31.0;1;2;37;1;2;2;37.86666666666667
2;31.8;31.65625;30.0;32.0;37.93333333333333;35.0;30.0;30;36.33333333333334;40.0;27.5;42.5;45.0;0.0;32.4;1;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;42.0;1;1;40.0;1;2;30.0;1;2;30.0;1;3;32.0;2;2;0;0;2;2;33.88888888888889
6;35.33333333333334;35.0;35.0;35.0;40.73333333333333;35.0;30.0;44;41.81818181818182;45.0;40.0;0.0;0.0;0.0;38.46666666666667;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;47.0;1;1;40.0;1;2;40.0;1;2;40.0;1;3;45.0;1;2;0;0;2;2;39.44444444444444
9;38.66666666666666;34.3125;35.0;37.0;40.73333333333333;35.0;35.0;40;35.38461538461539;30.0;30.0;42.5;0.0;0.0;36.26666666666667;1;15;15;0;7;7;0;2;40.0;1;2;35.0;1;3;35.0;1;1;30.0;2;2;35.0;1;2;40.0;1;3;37.0;1;2;0;0;2;3;40.11111111111111
10;33.66666666666666;34.5625;28.5;38.0;37.53333333333333;35.0;35.0;43;33.40909090909091;40.0;35.0;0.0;0.0;0.0;34.66666666666666;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;46.0;1;1;30.0;1;2;35.0;1;2;40.0;1;3;32.0;1;2;0;0;2;2;39.44444444444444
11;32.53333333333333;30.83333333333333;28.66666666666667;38.0;30.30769230769231;25.0;30.0;32;32.2;31.0;35.0;0.0;35.0;30.0;33.16666666666667;3;17;10;7;8;5;3;1;27.5;2;2;29.5;2;3;37.0;1;1;21.66666666666667;3;2;40.0;1;2;36.0;1;3;36.0;1;2;40;1;2;2;37.66666666666666
15;37.93333333333333;39.0625;45.0;50.0;40.33333333333334;40.0;40.0;45;43.53846153846154;45.0;45.0;45.5;0.0;0.0;42.13333333333333;0;15;15;0;7;7;0;2;50.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;35.0;1;2;50.0;1;3;41.0;1;2;0;0;2;3;43.33333333333334
20;37.2;36.375;35.0;46.0;42.2;35.0;40.0;45;36.61538461538461;35.0;35.0;0.0;48.0;0.0;36.66666666666666;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;49.0;1;1;40.0;1;2;35.0;1;2;35.0;1;3;43.0;1;2;0;0;2;3;40.44444444444444
22;41.66666666666666;40.89285714285715;0.0;50.0;43.125;40.0;0.0;0;36.66666666666666;0.0;0.0;0.0;0.0;0.0;35.0;0;5;5;0;2;2;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;35.0;1;2;35.0;1;3;0.0;0;2;0;0;2;1;15.0
24;35.33333333333334;32.3125;38.0;33.0;33.15384615384615;25.0;30.0;0;27.88461538461538;35.0;40.0;0.0;0.0;0.0;27.71428571428572;2;14;11;3;6;5;1;1;30.0;1;2;8.333333333333334;3;3;0.0;0;1;35.0;1;2;30.0;2;2;35.0;1;3;34.0;1;2;0;0;2;2;31.85714285714286
27;38.33333333333334;36.625;30.0;38.0;38.06666666666667;30.0;35.0;40;35.45454545454545;30.0;40.0;0.0;0.0;0.0;33.06666666666667;2;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;47.0;1;1;35.0;1;2;40.0;1;2;30.0;2;3;32.0;1;2;0;0;2;2;32.88888888888889
28;37.0;38.0;40.0;39.0;37.53333333333333;30.0;45.0;44;36.23076923076923;35.0;40.0;0.0;38.0;0.0;36.66666666666666;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;2;30.0;1;3;45.0;1;2;0;0;2;2;39.77777777777778
31;33.13333333333333;30.46875;30.0;45.0;37.73333333333333;40.0;30.0;41;40.61538461538461;40.0;40.0;46.5;0.0;0.0;35.96666666666667;1;15;12;3;7;6;1;2;40.0;1;2;22.5;2;3;49.0;1;1;35.0;1;2;30.0;1;2;45.0;1;3;39.0;1;2;0;0;2;3;40.88888888888889
32;37.66666666666666;34.25;42.0;37.0;37.66666666666666;30.0;30.0;43;34.15384615384615;35.0;35.0;44.5;0.0;0.0;34.46666666666667;1;15;13;2;7;6;1;2;35.0;1;2;35.0;1;3;45.0;1;1;27.5;2;2;40.0;1;2;30.0;1;3;36.0;1;2;0;0;2;2;34.77777777777778
40;33.6;33.125;35.0;35.0;41.13333333333333;40.0;35.0;45;37.13333333333333;35.0;40.0;43.5;40.0;0.0;35.83333333333334;1;15;12;3;7;6;1;2;35.0;1;2;27.5;2;3;37.0;1;1;40.0;1;2;40.0;1;2;38.0;1;3;37.0;1;2;0;0;2;2;38.44444444444444
41;36.33333333333334;30.25;30.0;32.0;34.66666666666666;30.0;35.0;32;32.8;30.0;35.0;0.0;45.0;31.0;32.16666666666666;1;15;12;3;7;6;1;2;30.0;1;2;22.5;2;3;40.0;1;1;35.0;1;2;35.0;1;2;35.0;1;3;35.0;1;2;0;0;2;2;31.55555555555556
44;33.46666666666667;30.15625;35.0;30.0;32.0;21.66666666666667;30.0;38;36.16666666666666;35.0;45.0;0.0;45.0;40.0;33.26666666666667;1;15;12;3;7;6;1;2;35.0;1;2;19.0;2;3;38.0;1;1;30.0;1;2;35.0;1;2;40.0;1;3;42.0;1;2;0;0;2;2;37.88888888888889
45;38.0;32.90625;35.0;37.0;40.4;35.0;35.0;45;33.46153846153846;30.0;30.0;40.0;0.0;0.0;37.26666666666667;1;15;15;0;7;7;0;2;35.0;1;2;35.0;1;3;40.0;1;1;35.0;2;2;40.0;1;2;40.0;1;3;37.0;1;2;0;0;2;2;40.0
46;36.33333333333334;40.625;45.0;40.0;41.46666666666667;35.0;40.0;45;38.23076923076923;30.0;40.0;0.0;41.0;0.0;35.73333333333333;1;15;15;0;7;7;0;2;35.0;1;2;35.0;1;3;45.0;1;1;40.0;1;2;35.0;1;2;30.0;2;3;38.0;1;2;0;0;2;2;37.77777777777778
52;34.66666666666666;32.40625;35.0;43.0;35.2;30.0;35.0;44;34.76666666666667;32.0;35.0;44.0;40.0;0.0;33.4;0;15;15;0;7;7;0;2;30.0;1;2;31.0;1;3;37.0;1;1;30.0;1;2;35.0;1;2;33.0;1;3;41.0;1;2;0;0;2;3;40.66666666666666
53;38.0;35.40625;35.0;42.0;39.4;40.0;40.0;45;35.45454545454545;35.0;35.0;0.0;0.0;0.0;38.66666666666666;0;15;15;0;7;7;0;2;45.0;1;2;30.0;1;3;40.0;1;1;45.0;1;2;40.0;1;2;30.0;1;3;50.0;1;2;0;0;2;3;42.11111111111111
60;37.66666666666666;35.75;40.0;36.0;39.2;35.0;30.0;40;38.15384615384615;35.0;40.0;45.5;0.0;0.0;34.2;0;15;15;0;7;7;0;2;35.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;40.0;1;2;30.0;1;3;34.0;1;2;0;0;2;2;35.55555555555556
61;36.33333333333334;34.71875;30.0;34.0;38.93333333333333;30.0;30.0;40;35.86666666666667;35.0;40.0;35.0;44.0;0.0;33.0;1;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;42.0;1;1;30.0;1;2;30.0;1;2;40.0;1;3;34.0;1;2;0;0;2;2;37.66666666666666
62;38.0;36.1875;30.0;42.0;40.86666666666667;35.0;40.0;45;36.23076923076923;30.0;40.0;0.0;43.0;0.0;37.8;0;15;15;0;7;7;0;2;45.0;1;2;30.0;1;3;47.0;1;1;35.0;1;2;40.0;1;2;30.0;1;3;50.0;1;2;0;0;2;3;41.11111111111111
63;31.37777777777778;32.78125;41.0;45.0;31.53333333333333;35.0;35.0;36;33.84615384615385;35.0;35.0;0.0;35.0;0.0;33.63333333333333;1;15;15;0;7;7;0;2;35.0;1;2;30.5;2;3;44.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;31.33333333333333
66;33.66666666666666;35.15625;30.0;45.0;40.93333333333333;35.0;30.0;39;40.46153846153846;40.0;40.0;45.5;0.0;0.0;33.66666666666666;1;15;12;3;7;6;1;2;35.0;1;2;25.0;3;3;40.0;1;1;35.0;1;2;45.0;1;2;30.0;1;3;35.0;1;2;0;0;2;2;38.77777777777778
70;32.11111111111111;33.6875;35.0;32.0;35.4;25.0;30.0;36;31.0;30.0;30.0;44.0;0.0;0.0;31.7;3;15;10;5;7;5;2;2;30.0;1;2;25.0;2;3;46.0;1;1;35.0;1;2;27.5;2;2;30.5;2;3;39.0;1;2;0;0;2;2;35.66666666666666
74;30.42222222222222;29.53125;25.0;30.0;36.0;30.0;35.0;36;31.66666666666667;30.0;30.0;43.0;33.0;0.0;35.2;1;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;37.0;1;1;35.0;1;2;40.0;1;2;40.0;1;3;38.0;1;2;0;0;2;2;38.0
78;35.66666666666666;35.78125;30.0;35.0;39.8;30.0;30.0;39;39.87179487179488;35.0;40.0;46.66666666666666;0.0;0.0;31.56666666666667;2;15;10;5;7;5;2;2;30.0;1;2;27.5;2;3;45.0;1;1;30.0;1;2;27.5;2;2;35.0;1;3;33.0;1;2;0;0;2;3;40.11111111111111
79;33.24444444444445;36.09375;35.0;40.0;39.4;45.0;35.0;40;34.15384615384615;35.0;35.0;42.0;0.0;0.0;31.5;1;15;12;3;7;6;1;2;35.0;1;2;22.5;2;3;38.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;36.0;1;2;0;0;2;2;39.55555555555556
81;30.26666666666667;34.375;40.0;40.0;33.1;27.5;35.0;30;35.46666666666667;27.5;40.0;40.0;41.0;0.0;32.9;1;15;12;3;7;6;1;2;30.0;1;2;21.5;2;3;46.0;1;1;35.0;1;2;35.0;1;2;35.0;1;3;39.0;1;2;0;0;2;2;35.22222222222222
82;39.93333333333333;40.3125;30.0;45.0;42.0;50.0;35.0;39;40.75555555555556;35.0;40.0;45.66666666666666;45.0;0.0;35.96666666666667;1;15;15;0;7;7;0;2;45.0;1;2;30.0;1;3;34.0;1;1;35.0;1;2;45.0;1;2;32.5;2;3;34.0;1;2;0;0;2;2;40.0
84;37.33333333333334;31.60714285714286;0.0;30.0;34.44444444444444;23.33333333333333;35.0;0;33.4375;0.0;40.0;0.0;0.0;0.0;33.33333333333334;1;6;4;2;3;2;1;2;40.0;1;2;0.0;0;3;0.0;0;1;35.0;1;2;25.0;2;2;0.0;0;3;0.0;0;2;0;0;2;2;40.0
89;36.66666666666666;33.6875;30.0;37.0;38.53333333333333;40.0;40.0;37;38.66666666666666;30.0;40.0;0.0;43.0;42.0;32.93333333333333;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;34.0;1;1;30.0;1;2;40.0;1;2;30.0;1;3;35.0;1;2;0;0;2;2;37.66666666666666
90;32.8;33.78125;37.0;42.0;43.46666666666667;45.0;35.0;37;35.1;45.0;35.0;0.0;37.0;35.0;35.8;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;50.0;1;1;40.0;1;2;30.0;1;2;35.0;1;3;41.0;1;2;0;0;2;3;42.88888888888889
91;37.46666666666667;39.375;40.0;50.0;38.46666666666667;30.0;40.0;43;38.84615384615385;30.0;40.0;45.0;0.0;0.0;34.86666666666667;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;45.0;1;1;40.0;1;2;35.0;1;2;30.0;1;3;39.0;1;2;0;0;2;3;40.55555555555556
95;30.4;32.78125;41.0;45.0;36.4;35.0;35.0;37;34.88235294117647;40.0;38.0;45.0;35.0;34.0;31.6;1;15;12;3;7;6;1;2;30.0;1;2;26.0;3;3;38.0;1;1;30.0;1;2;30.0;1;2;32.0;1;3;41.0;1;2;0;0;2;2;33.77777777777778
98;33.0;34.375;35.0;45.0;33.23333333333333;25.0;35.0;41;36.15384615384615;35.0;40.0;50.0;0.0;0.0;35.26666666666667;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;37.0;1;1;35.0;1;2;35.0;1;2;40.0;1;3;41.0;1;2;0;0;2;2;38.22222222222222
100;36.2;30.09375;28.5;36.0;34.2;30.0;35.0;41;30.45454545454545;30.0;35.0;0.0;0.0;0.0;31.76666666666667;2;15;10;5;7;5;2;2;30.0;1;2;27.5;2;3;43.0;1;1;35.0;1;2;22.5;2;2;36.0;1;3;34.0;1;2;0;0;2;2;36.88888888888889
102;34.0;33.5625;41.0;40.0;35.06666666666667;25.0;30.0;36;33.65384615384615;35.0;27.5;0.0;45.0;0.0;34.0;1;15;15;0;7;7;0;2;35.0;1;2;30.0;2;3;43.0;1;1;30.0;1;2;35.0;1;2;35.0;1;3;36.0;1;2;0;0;2;2;37.33333333333334
107;37.33333333333334;34.6875;45.0;40.0;33.93333333333333;30.0;35.0;35;30.90909090909091;35.0;30.0;0.0;0.0;0.0;31.0;1;15;13;2;7;6;1;2;30.0;1;2;30.0;1;3;38.0;1;1;22.5;2;2;40.0;1;2;30.0;1;3;31.0;1;2;0;0;2;2;35.77777777777778
108;31.33333333333333;33.1875;32.0;31.0;36.66666666666666;30.0;30.0;43;31.13636363636364;35.0;30.0;0.0;0.0;0.0;31.16666666666667;2;15;10;5;7;5;2;2;27.5;2;2;22.5;2;3;46.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;34.22222222222222
110;35.0;31.71875;30.0;40.0;34.6;30.0;40.0;31;35.93333333333333;35.0;35.0;42.0;40.0;0.0;33.7;1;15;12;3;7;6;1;2;35.0;1;2;27.5;2;3;34.0;1;1;40.0;1;2;30.0;1;2;35.0;1;3;37.0;1;2;0;0;2;2;33.55555555555556
112;31.83333333333333;34.15625;38.0;44.0;35.33333333333334;20.0;20.0;36;32.88461538461539;30.0;30.0;0.0;45.0;0.0;39.6;0;15;15;0;7;7;0;2;35.0;1;2;37.0;1;3;45.0;1;1;30.0;1;2;40.0;1;2;48.0;1;3;42.0;1;2;0;0;2;2;38.44444444444444
113;34.0;32.875;30.0;38.0;34.4;40.0;35.0;32;37.15384615384615;35.0;40.0;0.0;44.0;0.0;34.6;0;15;15;0;7;7;0;2;30.0;1;2;30.0;1;3;45.0;1;1;30.0;1;2;35.0;1;2;40.0;1;3;37.0;1;2;0;0;2;3;41.77777777777778
126;34.46666666666667;35.0625;26.5;44.0;40.13333333333333;35.0;30.0;40;34.76923076923077;35.0;35.0;41.0;0.0;0.0;38.13333333333333;0;15;15;0;7;7;0;2;40.0;1;2;32.0;1;3;37.0;1;1;30.0;1;2;40.0;1;2;45.0;1;3;42.0;1;2;0;0;2;2;37.77777777777778
129;24.1;26.83333333333333;0.0;0.0;28.19230769230769;22.5;31.0;0;28.83333333333333;27.0;36.0;0.0;0.0;0.0;31.44444444444445;2;12;8;4;6;4;2;2;25.66666666666667;3;2;0.0;0;3;38.0;1;1;29.0;2;2;31.0;1;2;36.0;1;3;30.0;1;2;0;0;2;1;29.57142857142857
131;35.46666666666667;33.125;29.0;41.0;41.13333333333333;40.0;35.0;44;38.46153846153846;35.0;40.0;47.5;0.0;0.0;37.53333333333333;0;15;15;0;7;7;0;2;40.0;1;2;32.0;1;3;40.0;1;1;45.0;1;2;35.0;1;2;35.0;1;3;41.0;1;2;0;0;2;2;39.11111111111111
132;35.0;34.08823529411764;30.0;41.0;38.13333333333333;30.0;35.0;40;34.15384615384615;35.0;35.0;44.5;0.0;0.0;35.33333333333334;0;15;15;0;7;7;0;2;30.0;1;2;34.0;1;3;37.0;1;1;35.0;1;2;45.0;1;2;35.0;1;3;33.0;1;2;0;0;2;2;35.33333333333334
140;33.66666666666666;34.25;34.5;37.0;34.9;27.5;27.5;42;31.13636363636364;30.0;35.0;0.0;0.0;0.0;34.7;1;15;12;3;7;6;1;2;40.0;1;2;26.5;2;3;41.0;1;1;35.0;1;2;35.0;1;2;30.0;1;3;45.0;1;2;0;0;2;2;38.0
141;32.06666666666667;37.35294117647059;30.0;50.0;33.66666666666666;25.0;35.0;40;31.59090909090909;40.0;30.0;0.0;0.0;0.0;31.36666666666667;2;15;12;3;7;6;1;2;33.0;2;2;23.5;2;3;44.0;1;1;30.0;1;2;35.0;1;2;30.0;1;3;35.0;1;2;0;0;2;2;32.83333333333334
142;36.8;38.625;33.0;36.0;40.33333333333334;45.0;35.0;50;35.07692307692308;35.0;35.0;0.0;38.0;0.0;32.9;1;15;12;3;7;6;1;2;35.0;1;2;24.5;2;3;44.0;1;1;35.0;1;2;30.0;1;2;30.0;1;3;43.0;1;2;0;0;2;2;36.33333333333334
145;31.77777777777778;31.96428571428572;0.0;40.0;35.0;32.0;5.0;0;29.23076923076923;30.0;30.0;0.0;40.0;0.0;33.33333333333334;1;9;7;2;4;3;1;2;30.0;1;2;0.0;0;3;0.0;0;1;27.5;2;2;40.0;1;2;35.0;1;3;0.0;0;2;0;0;2;2;30.2
154;30.6;29.625;29.5;35.0;33.86666666666667;30.0;30.0;33;34.07692307692308;35.0;30.0;46.0;0.0;0.0;31.62222222222222;4;15;8;7;7;4;3;1;25.0;2;2;28.0;2;3;44.0;1;1;23.66666666666667;3;2;40.0;1;2;33.0;1;3;35.0;2;2;0;0;2;2;38.33333333333334
155;31.94444444444445;31.84375;31.0;40.0;35.2;30.0;30.0;40;34.3235294117647;30.0;35.0;41.0;41.0;41.0;31.86666666666667;1;15;12;3;7;6;1;2;30.0;1;2;24.0;3;3;46.0;1;1;30.0;1;2;35.0;1;2;30.0;1;3;40.0;1;2;0;0;2;2;39.55555555555556
158;32.0;36.6875;37.0;39.0;36.4;30.0;35.0;49;34.5;29.0;25.0;50.0;0.0;0.0;32.66666666666666;3;15;11;4;7;5;2;2;23.0;3;2;32.0;2;3;36.0;1;1;27.0;2;2;35.0;1;2;36.0;1;3;40.0;1;2;0;0;2;2;38.55555555555556
161;33.66666666666666;34.21875;30.0;30.0;35.30769230769231;30.0;35.0;50;37.30769230769231;40.0;35.0;0.0;45.0;0.0;38.5;0;14;14;0;6;6;0;2;35.0;1;2;37.0;1;3;0.0;0;1;40.0;1;2;40.0;1;2;40.0;1;3;39.0;1;2;0;0;2;3;40.44444444444444
162;31.0;31.375;39.0;47.0;36.53333333333333;40.0;35.0;41;32.69230769230769;35.0;35.0;0.0;37.0;0.0;33.48333333333333;1;15;12;3;7;6;1;2;30.0;1;2;24.75;4;3;30.0;1;1;37.0;1;2;40.0;1;2;34.0;1;3;41.0;1;2;0;0;2;2;35.55555555555556
164;39.33333333333334;37.4375;19.5;40.0;39.22222222222221;35.0;21.33333333333333;35;29.75384615384615;30.0;40.0;0.0;31.0;0.0;31.0;2;15;9;6;7;5;2;2;35.0;1;2;22.0;3;3;34.0;1;1;30.0;1;2;40.0;1;2;29.0;2;3;34.0;1;2;0;0;2;2;34.33333333333334
166;30.66666666666667;33.125;35.0;35.0;33.0;25.0;29.5;33;33.26923076923077;38.0;33.0;43.0;0.0;0.0;33.13333333333333;3;15;11;4;7;5;2;2;27.5;2;2;31.33333333333333;3;3;45.0;1;1;25.5;2;2;35.0;1;2;32.0;1;3;43.0;1;2;0;0;2;2;38.22222222222222
168;32.66666666666666;32.84375;30.0;34.0;32.63333333333333;22.5;30.0;30;32.0;35.0;34.0;44.0;0.0;0.0;36.13333333333333;1;15;15;0;7;7;0;2;32.5;2;2;31.0;1;3;45.0;1;1;35.0;1;2;45.0;1;2;31.0;1;3;43.0;1;2;0;0;2;2;37.44444444444444
173;30.5;29.39583333333333;24.66666666666667;38.0;35.33333333333334;35.0;26.0;49;32.72727272727273;30.0;35.0;0.0;0.0;0.0;36.06666666666667;0;15;15;0;7;7;0;2;35.0;1;2;34.0;1;3;43.0;1;1;30.0;1;2;40.0;1;2;36.0;1;3;39.0;1;2;0;0;2;2;36.55555555555556
177;36.66666666666666;39.6875;40.0;45.0;41.93333333333333;40.0;40.0;50;42.92307692307692;45.0;45.0;46.5;0.0;0.0;37.13333333333333;1;15;12;3;7;6;1;2;40.0;1;2;25.0;2;3;37.0;1;1;45.0;1;2;45.0;1;2;35.0;1;3;40.0;1;2;0;0;2;3;41.55555555555556
181;33.66666666666666;31.25;0.0;35.0;30.0;27.5;21.0;0;29.27272727272727;32.0;30.0;0.0;0.0;0.0;16.66666666666667;1;6;2;4;3;1;2;1;35.0;2;2;0.0;0;3;0.0;0;1;8.0;1;2;7.0;1;2;0.0;0;3;0.0;0;2;0;0;2;2;33.0
183;39.33333333333334;42.8125;40.0;40.0;39.53333333333333;35.0;40.0;45;41.53846153846154;45.0;40.0;42.5;0.0;0.0;35.86666666666667;1;15;15;0;7;7;0;2;35.0;1;2;30.0;2;3;41.0;1;1;40.0;1;2;40.0;1;2;35.0;1;3;36.0;1;2;0;0;2;2;37.88888888888889
186;36.66666666666666;36.6875;35.0;41.0;40.33333333333334;35.0;40.0;42;41.0;40.0;40.0;0.0;44.0;0.0;37.73333333333333;0;15;15;0;7;7;0;2;35.0;1;2;30.0;1;3;41.0;1;1;45.0;1;2;45.0;1;2;35.0;1;3;40.0;1;2;0;0;2;3;43.88888888888889
187;37.2;36.5625;30.0;45.0;35.66666666666666;35.0;40.0;39;36.2;35.0;30.0;44.5;47.0;0.0;35.4;1;15;12;3;7;6;1;2;35.0;1;2;29.0;2;3;42.0;1;1;35.0;1;2;30.0;1;2;40.0;1;3;41.0;1;2;0;0;2;2;38.66666666666666
188;32.55555555555556;31.28125;31.0;36.0;36.0;28.33333333333333;45.0;30;31.45454545454545;30.0;35.0;0.0;0.0;0.0;34.43333333333333;1;15;15;0;7;7;0;2;31.0;1;2;30.5;2;3;39.0;1;1;39.0;1;2;30.0;1;2;34.0;1;3;42.0;1;2;0;0;2;2;34.63636363636363
189;32.53333333333333;28.4375;33.0;37.0;35.2;30.0;24.0;38;31.69230769230769;30.0;36.0;50.0;0.0;0.0;30.68333333333333;2;15;10;5;7;5;2;2;30.0;1;2;27.75;4;3;38.0;1;1;22.5;2;2;30.0;1;2;32.0;1;3;39.0;1;2;0;0;2;2;35.22222222222222
199;34.55555555555555;32.75;30.0;37.0;35.33333333333334;30.0;28.0;30;33.46153846153846;31.0;35.0;0.0;41.0;0.0;33.36666666666667;1;15;12;3;7;6;1;2;30.0;1;2;25.5;2;3;42.0;1;1;30.0;1;2;35.0;1;2;38.0;1;3;39.0;1;2;0;0;2;2;36.09090909090909
202;30.51282051282051;29.42307692307692;0.0;0.0;22.89285714285714;10.5;0.0;0;32.5;0.0;30.0;0.0;0.0;0.0;29.0;0;4;2;2;2;1;1;1;13.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;45.0;1;2;0.0;0;3;0.0;0;2;0;0;2;2;35.0
204;34.33333333333334;38.88235294117647;40.0;43.0;41.33333333333334;40.0;35.0;40;40.0;45.0;45.0;42.5;0.0;0.0;37.8;1;15;12;3;7;6;1;2;35.0;1;2;25.0;2;3;41.0;1;1;45.0;1;2;50.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;37.44444444444444
218;28.97435897435897;28.33333333333333;0.0;0.0;28.27272727272727;21.5;0.0;0;22.83333333333333;0.0;0.0;0.0;40.0;0.0;35.83333333333334;1;4;4;0;2;2;0;2;31.66666666666667;3;2;0.0;0;3;0.0;0;1;0.0;0;2;40.0;1;2;0.0;0;3;0.0;0;2;0;0;2;1;22.5
230;32.8;33.78125;39.0;40.0;35.36666666666667;30.0;30.5;49;30.90909090909091;32.0;30.0;0.0;0.0;0.0;30.86666666666667;1;15;12;3;7;6;1;2;35.0;1;2;19.0;3;3;39.0;1;1;30.0;1;2;40.0;1;2;31.0;1;3;32.0;1;2;0;0;2;2;39.11111111111111
236;34.0;32.5625;39.0;34.0;37.26666666666667;30.0;30.0;33;37.5;38.0;35.0;46.0;39.0;45.0;37.66666666666666;0;15;15;0;7;7;0;2;50.0;1;2;30.0;1;3;48.0;1;1;30.0;1;2;41.0;1;2;37.0;1;3;37.0;1;2;0;0;2;2;37.22222222222222
238;37.93333333333333;35.15625;35.0;40.0;36.8;35.0;40.0;44;35.53846153846154;35.0;35.0;44.0;0.0;0.0;34.56666666666667;1;15;12;3;7;6;1;2;40.0;1;2;26.5;2;3;48.0;1;1;30.0;1;2;30.0;1;2;35.0;1;3;43.0;1;2;0;0;2;2;37.88888888888889
245;38.33333333333334;35.78125;30.0;50.0;38.66666666666666;35.0;30.5;46;35.76923076923077;38.0;30.0;45.5;0.0;0.0;34.13333333333333;0;15;15;0;7;7;0;2;30.0;1;2;31.0;1;3;44.0;1;1;30.0;1;2;35.0;1;2;35.0;1;3;40.0;1;2;0;0;2;2;39.77777777777778
251;39.4;37.9375;31.0;40.0;34.6;35.0;30.0;40;34.36363636363637;36.0;30.0;0.0;0.0;0.0;35.43333333333333;1;15;12;3;7;6;1;2;35.0;1;2;27.5;2;3;43.0;1;1;30.0;1;2;40.0;1;2;38.0;1;3;41.0;1;2;0;0;2;2;37.77777777777778
252;33.16666666666666;30.125;9.5;36.0;31.27272727272727;15.0;30.0;0;31.73076923076923;25.5;30.0;0.0;44.0;0.0;35.57142857142857;0;7;7;0;3;3;0;2;30.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;45.0;1;2;33.0;1;3;0.0;0;2;0;0;2;2;34.6
253;34.56666666666667;31.44117647058824;31.5;37.0;34.16666666666666;25.0;35.0;0;37.11764705882353;45.0;35.0;50.0;36.0;33.0;38.0;1;17;17;0;8;8;0;2;40.0;1;2;30.0;1;3;48.0;1;1;33.0;2;2;43.0;1;2;40.0;1;3;42.0;1;2;36;1;2;2;39.8
