NOTA_EL_DOS;NOTA_MPI;NOTA_ME;NOTA_PYE;NOTA_ELD;VECES_ME;VECES_EL_DOS;NOTA_GEE;NOTA_CIR_TRES;VECES_PYE;PROMEDIO_DOS;VECES_ECUA;NCP_TRES;NOTA_ECUA;VECES_MPI;PROMEDIO_TRES;VECES_CIR_TRES;VECES_ELD;NOTA_CIR_DOS;NAP_TRES;NAC_TRES;NAA_TRES;NOTA_TERMO;NOTA_EL_UNO;NOTA_MULTI;VECES_GEE;NCA_TRES;CAR_TRES;NCP_DOS;NCC_TRES;NCA_DOS;EPA_TRES;VECES_TERMO;NOTA_FIS_TRES;NOTA_FIS_DOS;CREDITOS_CIR_TRES;CREDITOS_EL_DOS;CREDITOS_ELD;CREDITOS_PYE;CREDITOS_MPI;CREDITOS_ME;CREDITOS_GEE;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
31;42;41;41;37;1;1;31;36;1;38.625;1;0.0;44;1;39.333333333333336;1;1;31;0;6;6;41;43;36;1;18.0;0;0.0;18.0;16.0;2;1;41;41;2;3;3;2;2;3;2;2.0;36.88235294117647
0;24;0;0;0;0;0;0;0;0;32.8125;1;6.0;1;2;18.0;0;0;0;2;4;2;39;0;2;0;6.0;1;3.0;12.0;13.0;1;2;30;30;2;3;3;2;2;3;2;1.0;24.0
0;0;0;10;0;0;0;0;0;2;25.384615384615383;0;6.0;0;0;18.5;0;0;0;2;2;0;0;0;20;0;0.0;2;6.0;6.0;7.0;1;0;17;17;2;3;3;2;2;3;2;1.0;10.0
40;40;39;37;35;1;1;35;45;1;40.875;1;0.0;37;1;39.5;2;1;41;0;6;6;45;36;35;1;18.0;0;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;38.588235294117645
41;39;40;35;43;1;1;33;36;1;45.5;1;0.0;41;1;44.666666666666664;1;1;47;0;6;6;45;42;46;1;18.0;0;0.0;18.0;16.0;2;1;47;47;2;3;3;2;2;3;2;2.0;38.705882352941174
36;41;32;30;37;2;2;36;37;1;37.0625;1;0.0;32;1;36.0;1;1;39;0;6;6;44;34;32;2;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.470588235294116
37;40;33;31;35;1;1;34;36;1;37.75;1;0.0;37;1;38.0;1;1;44;0;6;6;31;37;34;2;18.0;1;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;35.11764705882353
34;40;39;44;31;1;1;30;37;2;33.5625;1;0.0;35;1;34.333333333333336;1;1;30;0;6;6;38;35;38;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.11764705882353
39;40;30;32;42;1;1;36;46;1;38.4375;1;0.0;37;1;40.166666666666664;2;1;43;0;6;6;45;41;41;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;37.705882352941174
36;38;42;30;39;1;2;34;39;1;42.0625;1;0.0;37;1;38.666666666666664;1;1;30;0;6;6;44;36;46;1;18.0;0;0.0;18.0;16.0;2;1;39;39;2;3;3;2;2;3;2;2.0;37.23529411764706
38;41;30;34;36;1;1;38;38;1;40.5625;1;0.0;32;1;37.166666666666664;1;1;36;0;6;6;44;35;32;1;18.0;0;0.0;18.0;16.0;2;1;44;44;2;3;3;2;2;3;2;2.0;36.11764705882353
41;43;44;38;44;1;1;37;45;1;39.75;1;0.0;44;1;41.666666666666664;1;1;36;0;6;6;45;40;48;1;18.0;0;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;3.0;41.94117647058823
33;36;34;32;35;1;1;30;31;1;34.8125;1;0.0;32;1;36.5;1;1;36;0;6;6;42;36;41;1;18.0;0;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;33.1764705882353
35;40;37;31;36;1;1;31;45;1;36.3125;1;0.0;35;1;37.666666666666664;2;1;44;0;6;6;45;30;39;1;18.0;0;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;36.35294117647059
30;38;39;39;30;1;1;32;42;2;38.1875;1;0.0;33;1;38.5;1;1;46;0;6;6;43;40;35;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;35.23529411764706
36;43;48;34;43;1;2;35;39;1;38.0;1;0.0;33;1;36.333333333333336;1;1;39;0;6;6;37;42;33;1;18.0;0;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;3.0;40.1764705882353
0;38;30;30;4;2;0;0;0;2;36.375;1;3.0;31;1;31.166666666666668;0;1;20;1;6;5;31;31;31;0;15.0;3;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;1.0;23.8
39;33;30;38;38;1;2;31;30;2;35.6875;2;0.0;31;1;33.833333333333336;2;1;33;0;6;6;43;31;31;1;18.0;2;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;34.411764705882355
0;34;0;0;37;0;0;0;0;0;32.4375;1;9.0;0;1;24.2;0;1;23;3;5;2;27;41;0;0;6.0;2;0.0;15.0;16.0;1;3;30;30;2;3;3;2;2;3;2;2.0;35.8
0;41;0;0;0;0;0;0;0;0;32.8125;0;3.0;0;1;29.0;0;0;0;1;2;1;24;0;0;0;3.0;0;3.0;6.0;13.0;1;1;34;34;2;3;3;2;2;3;2;3.0;41.0
38;37;0;0;32;0;1;0;0;0;35.5;1;3.0;31;1;31.0;0;1;32;1;6;5;31;31;26;0;15.0;3;0.0;18.0;16.0;2;2;35;35;2;3;3;2;2;3;2;2.0;35.5
0;32;0;0;0;0;0;0;0;0;33.0;0;6.0;0;1;18.25;0;0;7;2;4;2;32;3;0;0;6.0;2;3.0;12.0;13.0;1;1;31;31;2;3;3;2;2;3;2;2.0;32.0
0;42;0;0;0;0;0;0;0;0;35.4375;0;0.0;0;1;32.0;0;0;0;0;1;1;0;0;0;0;3.0;0;3.0;3.0;13.0;2;0;32;32;2;3;3;2;2;3;2;3.0;42.0
37;41;30;36;35;1;1;30;45;2;37.125;1;0.0;40;1;38.833333333333336;1;1;44;0;6;6;34;40;39;1;18.0;1;0.0;18.0;16.0;2;2;36;36;2;3;3;2;2;3;2;2.0;35.88235294117647
0;30;0;0;0;0;0;0;0;0;28.6875;0;3.0;0;1;19.0;0;0;0;1;2;1;6;0;0;0;3.0;0;9.0;6.0;7.0;1;1;32;32;2;3;3;2;2;3;2;1.0;30.0
33;39;43;38;30;1;1;35;33;2;39.125;2;0.0;31;1;34.0;1;1;33;0;6;6;42;33;30;2;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;35.76470588235294
39;42;37;31;39;2;2;34;34;1;35.6875;2;0.0;31;1;33.333333333333336;2;1;35;0;6;6;30;34;30;1;18.0;2;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;36.88235294117647
39;38;44;42;40;2;1;37;30;1;41.1875;1;0.0;32;1;37.333333333333336;1;1;31;0;6;6;45;38;33;1;18.0;2;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;39.0
30;37;39;34;35;1;1;31;40;1;38.0;1;0.0;36;1;37.5;1;1;44;0;6;6;37;37;38;1;18.0;0;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;35.05882352941177
38;0;0;0;42;0;1;0;0;0;36.23076923076923;2;9.0;20;0;27.4;0;2;17;3;5;2;0;38;21;0;6.0;4;0.0;15.0;13.0;1;0;41;41;2;3;3;2;2;3;2;2.0;40.0
34;41;39;32;14;1;3;0;0;2;34.9375;1;3.0;36;1;31.166666666666668;0;2;17;1;6;5;33;32;30;0;15.0;3;0.0;18.0;16.0;2;3;39;39;2;3;3;2;2;3;2;2.0;31.307692307692307
37;36;3;0;0;1;1;0;0;0;37.125;2;3.0;40;1;35.166666666666664;0;0;21;1;6;5;30;48;30;0;15.0;5;0.0;18.0;16.0;2;1;42;42;2;3;3;2;2;3;2;1.0;24.0
22;32;31;23;37;1;2;0;0;1;39.4375;1;3.0;30;1;31.833333333333332;0;1;21;1;6;5;36;30;31;0;15.0;2;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;1.0;29.23076923076923
35;36;33;35;36;1;1;30;39;1;34.3125;1;0.0;37;1;37.666666666666664;1;1;35;0;6;6;44;32;42;1;18.0;1;0.0;18.0;16.0;2;1;36;36;2;3;3;2;2;3;2;2.0;34.8235294117647
0;39;0;0;0;0;0;0;0;0;31.5;1;0.0;32;1;31.0;0;0;0;0;3;3;0;0;30;0;9.0;2;3.0;9.0;9.0;2;0;31;31;2;3;3;2;2;3;2;2.0;39.0
38;41;38;30;32;1;1;30;8;1;37.0;1;0.0;33;1;35.166666666666664;2;1;33;0;6;6;35;37;31;1;18.0;1;0.0;18.0;16.0;2;1;42;42;2;3;3;2;2;3;2;2.0;31.88235294117647
38;43;35;38;41;1;1;33;37;1;42.6875;1;0.0;37;1;38.5;1;1;31;0;6;6;35;45;38;1;18.0;1;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;37.88235294117647
0;37;0;0;0;0;0;0;0;0;34.69230769230769;0;3.0;0;1;18.5;0;0;0;1;2;1;0;0;0;0;3.0;1;3.0;6.0;10.0;1;1;37;37;2;3;3;2;2;3;2;2.0;37.0
41;39;0;0;31;0;2;26;0;0;35.625;2;0.0;36;1;34.333333333333336;0;1;38;0;6;6;36;33;32;1;18.0;3;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;34.6
38;42;32;36;39;1;1;31;30;1;38.625;1;0.0;32;1;36.0;1;1;36;0;6;6;34;35;35;1;18.0;1;0.0;18.0;16.0;2;1;44;44;2;3;3;2;2;3;2;2.0;35.588235294117645
48;45;37;37;42;1;1;37;49;1;40.5;1;0.0;33;1;39.833333333333336;1;1;44;0;6;6;39;39;37;1;18.0;0;0.0;18.0;16.0;2;1;47;47;2;3;3;2;2;3;2;3.0;42.1764705882353
31;34;37;30;35;1;2;35;30;1;38.125;2;0.0;34;1;34.833333333333336;2;1;30;0;6;6;42;34;34;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;33.35294117647059
43;41;41;31;35;1;1;32;49;1;41.1875;1;0.0;37;1;38.5;1;1;41;0;6;6;35;34;37;1;18.0;0;0.0;18.0;16.0;2;1;47;47;2;3;3;2;2;3;2;2.0;39.0
46;41;37;34;40;1;1;36;42;1;41.0625;1;0.0;40;1;39.166666666666664;1;1;33;0;6;6;44;34;40;1;18.0;2;0.0;18.0;16.0;2;1;44;44;2;3;3;2;2;3;2;2.0;39.705882352941174
0;0;0;31;0;0;0;0;0;3;36.733333333333334;2;0.0;34;0;35.4;0;0;0;0;5;5;33;31;36;0;15.0;3;0.0;15.0;15.0;2;1;43;43;2;3;3;2;2;3;2;2.0;31.0
43;40;30;36;44;1;1;42;31;1;39.875;2;0.0;32;1;39.0;2;1;30;0;6;6;47;37;43;1;18.0;3;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;38.1764705882353
36;32;34;34;40;1;1;32;30;2;39.375;1;0.0;39;2;36.5;1;2;32;0;6;6;33;38;33;2;18.0;2;0.0;18.0;16.0;2;1;44;44;2;3;3;2;2;3;2;2.0;34.470588235294116
37;40;36;35;41;1;1;36;47;1;37.1875;1;0.0;38;1;37.5;1;1;36;0;6;6;35;47;36;2;18.0;0;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;38.705882352941174
34;41;0;0;37;0;1;0;0;0;36.1875;1;3.0;40;1;36.0;0;1;28;1;6;5;35;40;35;0;15.0;3;0.0;18.0;16.0;2;3;38;38;2;3;3;2;2;3;2;2.0;36.875
43;40;34;35;47;1;1;34;32;1;35.375;1;0.0;31;1;33.833333333333336;1;1;33;0;6;6;32;34;41;1;18.0;1;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;38.470588235294116
43;41;37;43;45;1;1;38;48;1;39.5625;1;0.0;36;1;41.833333333333336;1;1;45;0;6;6;44;42;41;1;18.0;1;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;3.0;42.05882352941177
11;0;6;13;0;1;1;0;0;1;34.625;2;3.0;30;0;33.166666666666664;0;1;26;1;6;5;42;39;32;0;15.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;1.0;7.0
0;38;0;0;0;0;0;0;0;0;35.8125;2;9.0;28;1;32.5;0;1;26;3;6;3;40;34;25;0;9.0;4;0.0;18.0;16.0;1;1;42;42;2;3;3;2;2;3;2;1.0;15.2
31;44;37;40;39;1;1;33;44;2;36.25;2;0.0;40;1;34.166666666666664;1;1;39;0;6;6;32;31;32;1;18.0;2;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;37.8235294117647
41;42;33;31;31;1;1;35;41;1;37.125;1;0.0;31;1;33.833333333333336;1;1;36;0;6;6;31;39;36;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.05882352941177
0;0;0;12;0;0;0;0;0;1;33.6875;1;3.0;42;0;33.333333333333336;0;0;0;1;3;2;0;0;28;0;6.0;0;0.0;9.0;16.0;2;0;30;30;2;3;3;2;2;3;2;1.0;12.0
44;43;48;40;40;1;1;30;42;1;42.625;1;0.0;40;1;39.5;1;1;33;0;6;6;44;35;40;1;18.0;1;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;3.0;41.529411764705884
44;44;40;35;47;1;1;30;45;1;37.5;1;0.0;34;1;35.0;1;1;33;0;6;6;35;47;30;1;18.0;1;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;3.0;41.23529411764706
40;40;40;30;42;1;1;32;47;1;41.3125;1;0.0;35;1;41.166666666666664;1;1;36;0;6;6;44;48;37;1;18.0;2;0.0;18.0;16.0;2;1;47;47;2;3;3;2;2;3;2;2.0;39.05882352941177
39;36;39;33;46;1;1;38;38;1;39.5625;1;0.0;42;1;39.166666666666664;1;1;36;0;6;6;38;43;41;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;38.94117647058823
39;40;41;40;44;1;1;31;30;1;41.375;1;0.0;40;1;40.166666666666664;1;1;42;0;6;6;39;40;35;1;18.0;1;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;38.470588235294116
1;37;0;0;0;0;1;0;0;0;34.3125;2;6.0;19;1;29.5;0;1;6;2;6;4;35;31;41;0;12.0;2;0.0;18.0;16.0;1;1;45;45;2;3;3;2;2;3;2;1.0;9.625
0;31;0;0;0;0;0;0;0;0;25.923076923076923;0;0.0;0;1;30.0;0;0;0;0;1;1;0;0;0;0;3.0;1;6.0;3.0;7.0;2;0;30;30;2;3;3;2;2;3;2;2.0;31.0
0;39;0;20;0;0;0;0;0;1;36.1875;1;6.0;19;1;28.75;0;0;0;2;4;2;36;0;17;0;6.0;0;3.0;12.0;13.0;1;1;43;43;2;3;3;2;2;3;2;1.0;29.5
48;43;32;40;34;1;1;35;30;2;37.625;2;0.0;32;1;34.833333333333336;3;1;32;0;6;6;34;36;30;1;18.0;2;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;37.529411764705884
37;42;32;36;37;1;2;30;32;1;40.25;1;0.0;38;1;36.166666666666664;2;1;31;0;6;6;32;39;32;1;18.0;1;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;35.1764705882353
0;39;0;0;0;0;0;0;0;0;35.8125;1;15.0;27;1;24.5;0;0;15;5;6;1;21;21;27;0;3.0;1;0.0;18.0;16.0;1;1;36;36;2;3;3;2;2;3;2;2.0;39.0
40;45;44;38;44;1;1;37;50;1;37.0;1;0.0;35;1;37.0;1;1;34;0;6;6;39;39;45;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;3.0;42.588235294117645
34;43;40;32;40;2;1;39;35;2;36.0625;1;0.0;37;1;34.666666666666664;1;1;31;0;6;6;32;47;30;1;18.0;0;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;37.64705882352941
0;41;0;24;0;0;0;0;0;1;35.4375;2;6.0;24;1;29.0;0;0;26;2;6;4;30;31;30;0;12.0;5;0.0;18.0;16.0;1;2;33;33;2;3;3;2;2;3;2;2.0;32.5
39;43;35;38;42;1;2;30;30;2;36.375;1;0.0;30;1;32.833333333333336;2;1;31;0;6;6;36;36;33;1;18.0;2;0.0;18.0;16.0;2;2;31;31;2;3;3;2;2;3;2;2.0;37.05882352941177
40;41;30;40;34;1;1;35;32;2;35.625;1;0.0;30;1;33.5;1;1;30;0;6;6;33;42;35;1;18.0;2;0.0;18.0;16.0;2;2;31;31;2;3;3;2;2;3;2;2.0;35.76470588235294
37;41;36;38;39;1;2;32;30;2;38.75;1;0.0;33;1;38.0;2;1;37;0;6;6;37;46;41;1;18.0;1;0.0;18.0;16.0;2;1;34;34;2;3;3;2;2;3;2;2.0;36.35294117647059
30;43;33;33;37;1;1;43;25;1;34.3125;1;0.0;33;1;34.333333333333336;1;1;32;0;6;6;31;36;39;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;34.588235294117645
0;37;0;17;0;0;0;0;0;1;34.9375;1;6.0;14;1;23.75;0;0;0;2;4;2;35;0;12;0;6.0;1;3.0;12.0;13.0;1;1;34;34;2;3;3;2;2;3;2;1.0;27.0
0;42;0;21;0;0;0;0;0;1;33.625;0;6.0;0;1;25.333333333333332;0;0;0;2;3;1;28;0;17;0;3.0;0;3.0;9.0;13.0;1;1;31;31;2;3;3;2;2;3;2;2.0;31.5
36;41;0;32;45;0;1;34;31;2;37.1875;2;0.0;38;1;34.5;2;1;32;0;6;6;32;41;34;1;18.0;2;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;37.07142857142857
0;37;31;32;40;1;0;0;0;1;38.4375;1;3.0;36;1;35.333333333333336;0;1;27;1;6;5;33;43;30;0;15.0;1;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;35.1
42;39;32;33;42;1;1;30;42;1;37.75;1;0.0;39;1;37.333333333333336;1;1;32;0;6;6;44;41;33;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;37.411764705882355
36;38;31;34;38;1;1;33;40;1;35.625;2;0.0;35;1;37.666666666666664;1;1;37;0;6;6;37;43;36;2;18.0;2;0.0;18.0;16.0;2;1;38;38;2;3;3;2;2;3;2;2.0;35.588235294117645
42;38;32;30;37;1;1;36;44;1;37.875;2;0.0;36;1;38.333333333333336;1;1;42;0;6;6;36;35;43;2;18.0;3;0.0;18.0;16.0;2;2;38;38;2;3;3;2;2;3;2;2.0;37.0
37;32;30;32;35;1;1;30;25;2;37.4375;2;0.0;36;1;35.833333333333336;2;1;33;0;6;6;43;33;30;2;18.0;2;0.0;18.0;16.0;2;1;40;40;2;3;3;2;2;3;2;2.0;32.0
34;35;41;37;46;1;1;38;25;1;33.9375;1;0.0;33;1;32.833333333333336;1;1;31;0;6;6;39;30;31;1;18.0;3;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;37.23529411764706
39;40;38;40;47;1;1;31;36;2;42.6875;1;0.0;35;1;37.166666666666664;1;1;40;0;6;6;41;38;34;1;18.0;2;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;39.1764705882353
32;34;41;32;36;1;1;37;44;2;38.375;1;0.0;32;1;34.5;1;1;30;0;6;6;41;34;33;1;18.0;0;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;2.0;36.529411764705884
34;40;39;43;44;1;1;33;42;1;37.6875;1;0.0;30;1;35.166666666666664;1;1;31;0;6;6;44;36;35;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;39.23529411764706
0;38;37;37;0;1;0;0;0;1;39.2;1;0.0;30;1;34.666666666666664;0;0;30;0;6;6;44;36;36;0;18.0;0;0.0;18.0;15.0;2;1;32;32;2;3;3;2;2;3;2;2.0;37.285714285714285
0;32;0;0;0;0;0;0;0;0;32.25;0;0.0;0;1;32.5;0;0;0;0;2;2;32;0;0;0;6.0;1;3.0;6.0;13.0;2;1;33;33;2;3;3;2;2;3;2;2.0;32.0
36;0;31;30;41;1;1;0;30;2;37.125;1;0.0;30;0;35.0;1;1;36;0;6;6;43;36;35;0;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;34.15384615384615
38;36;33;31;38;1;2;38;36;2;35.9375;2;0.0;31;2;34.0;2;1;42;0;6;6;37;34;30;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;35.8235294117647
40;41;30;41;43;1;1;37;43;1;39.25;1;0.0;36;1;38.166666666666664;2;1;34;0;6;6;45;35;36;1;18.0;1;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;39.0
39;40;30;30;33;3;1;31;30;1;36.1875;1;0.0;30;1;32.5;2;3;33;0;6;6;35;37;30;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;33.411764705882355
0;27;0;0;0;0;0;0;0;0;29.6875;0;0.0;0;1;33.5;0;0;0;0;2;2;33;0;0;0;6.0;1;6.0;6.0;10.0;2;1;34;34;2;3;3;2;2;3;2;1.0;27.0
40;40;35;40;47;1;1;33;37;1;39.5625;1;0.0;32;1;34.5;1;1;30;0;6;6;30;38;40;1;18.0;0;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;2.0;39.1764705882353
39;40;35;37;45;1;1;34;42;1;40.3125;1;0.0;33;1;37.0;1;1;30;0;6;6;43;41;37;1;18.0;0;0.0;18.0;16.0;2;1;38;38;2;3;3;2;2;3;2;2.0;39.0
40;40;36;36;40;1;1;38;46;1;38.9375;1;0.0;37;1;37.5;1;1;35;0;6;6;43;38;37;1;18.0;1;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;39.294117647058826
40;39;35;31;39;1;2;32;34;2;39.5625;1;0.0;35;1;36.166666666666664;2;1;30;0;6;6;45;39;35;1;18.0;1;0.0;18.0;16.0;2;1;33;33;2;3;3;2;2;3;2;2.0;36.11764705882353
39;36;34;38;45;1;1;33;30;1;37.5;1;0.0;34;1;36.833333333333336;1;1;31;0;6;6;42;42;41;1;18.0;0;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;36.94117647058823
32;30;34;33;38;1;1;36;31;1;37.3125;1;0.0;30;1;34.166666666666664;2;1;36;0;6;6;42;35;31;1;18.0;3;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;33.64705882352941
39;38;44;40;46;1;1;33;42;1;42.375;1;0.0;31;1;39.5;1;1;30;0;6;6;46;39;42;1;18.0;0;0.0;18.0;16.0;2;1;49;49;2;3;3;2;2;3;2;3.0;40.76470588235294
41;34;37;33;30;1;1;0;0;1;35.4375;1;3.0;43;1;35.5;0;2;22;1;6;5;37;46;33;0;15.0;1;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;35.23076923076923
39;30;35;38;45;1;1;43;49;1;37.25;1;0.0;43;2;39.0;1;1;45;0;6;6;41;34;41;1;18.0;1;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;39.8235294117647
33;36;37;30;40;1;1;43;30;1;39.6875;1;0.0;33;1;33.833333333333336;1;1;33;0;6;6;35;36;30;1;18.0;3;0.0;18.0;16.0;2;2;36;36;2;3;3;2;2;3;2;2.0;35.76470588235294
36;35;33;30;30;1;1;30;32;1;33.875;1;0.0;35;2;34.666666666666664;1;1;32;0;6;6;40;34;37;1;18.0;4;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;32.411764705882355
32;40;34;30;36;1;1;41;30;1;31.75;1;0.0;31;1;34.166666666666664;1;1;45;0;6;6;36;31;30;1;18.0;4;0.0;18.0;16.0;2;2;32;32;2;3;3;2;2;3;2;2.0;34.588235294117645
32;30;35;35;34;2;1;31;31;3;33.5;1;0.0;30;1;34.333333333333336;2;1;34;0;6;6;46;33;33;1;18.0;4;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;32.76470588235294
0;40;0;0;0;0;0;0;0;0;38.9375;1;0.0;44;1;38.5;0;0;36;0;6;6;43;37;36;0;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;40.0
41;38;38;39;42;2;1;33;30;1;37.625;1;0.0;30;1;36.833333333333336;1;1;33;0;6;6;34;41;46;1;18.0;0;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;2.0;37.8235294117647
0;36;0;0;0;0;0;0;0;0;36.6875;1;6.0;37;1;26.0;0;0;11;2;6;4;32;31;6;0;12.0;1;0.0;18.0;16.0;1;2;39;39;2;3;3;2;2;3;2;2.0;36.0
33;30;34;30;31;1;1;38;30;1;34.6875;3;0.0;35;1;32.333333333333336;3;1;30;0;6;6;30;31;33;1;18.0;4;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;2.0;32.35294117647059
36;35;36;30;39;1;1;37;30;2;33.5625;2;0.0;32;3;33.166666666666664;1;1;43;0;6;6;33;30;30;1;18.0;3;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;35.11764705882353
33;30;31;30;44;1;1;35;38;2;34.6875;1;0.0;35;2;36.5;2;3;39;0;6;6;33;48;32;1;18.0;2;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;34.705882352941174
32;35;42;32;35;1;1;43;37;2;35.0625;2;0.0;30;1;35.0;2;1;34;0;6;6;33;46;30;1;18.0;3;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;2.0;36.529411764705884
0;0;32;30;0;1;0;0;0;1;36.75;1;0.0;34;0;35.833333333333336;0;0;32;0;6;6;36;37;39;0;18.0;0;0.0;18.0;16.0;2;1;37;37;2;3;3;2;2;3;2;2.0;31.2
39;41;40;37;40;1;1;31;50;1;39.5625;1;0.0;40;1;40.333333333333336;1;1;36;0;6;6;42;45;36;1;18.0;0;0.0;18.0;16.0;2;1;43;43;2;3;3;2;2;3;2;2.0;39.705882352941174
37;33;34;36;39;2;1;33;36;1;35.625;1;0.0;36;1;34.333333333333336;2;1;31;0;6;6;42;35;30;1;18.0;2;0.0;18.0;16.0;2;1;32;32;2;3;3;2;2;3;2;2.0;35.64705882352941
36;32;32;30;31;1;1;43;34;1;34.5;3;0.0;36;1;33.5;3;1;30;0;6;6;39;32;34;1;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;33.8235294117647
41;35;32;30;37;1;1;32;30;1;34.25;1;0.0;30;1;32.166666666666664;2;2;30;0;6;6;40;32;30;1;18.0;1;0.0;18.0;16.0;2;1;31;31;2;3;3;2;2;3;2;2.0;34.35294117647059
32;41;36;37;39;1;1;31;44;1;39.625;1;0.0;34;1;36.666666666666664;1;1;36;0;6;6;37;37;31;1;18.0;0;0.0;18.0;16.0;2;1;45;45;2;3;3;2;2;3;2;2.0;36.88235294117647
47;33;30;38;39;1;2;32;30;1;35.6875;2;0.0;38;1;35.333333333333336;2;1;30;0;6;6;41;33;40;2;18.0;3;0.0;18.0;16.0;2;1;30;30;2;3;3;2;2;3;2;2.0;36.11764705882353
31;39;40;31;8;2;2;30;30;1;37.375;1;0.0;35;1;35.5;2;2;30;0;6;6;36;47;30;1;18.0;0;0.0;18.0;16.0;2;1;35;35;2;3;3;2;2;3;2;1.0;29.235294117647058
