NOTA_L_DOS;NOTA_ECONOMET;NOTA_AVAP;CAR_CINCO;NOTA_POO;NOTA_ECUA;NOTA_FOTO;NOTA_GEOGEO;NOTA_EI_UNO;VECES_ECONOMET;NOTA_PDI;NOTA_INGECO;NOTA_CFJC;NOTA_CARTO;NOTA_SUELOS;NOTA_EI_DOS;NAC_SIETE;NCA_SIETE;NAP_SIETE;NAA_SIETE;VECES_PDI;VECES_EI_UNO;NOTA_LEGIC;NCC_SIETE;VECES_EI_DOS;VECES_GEO_SAL;CAR_SIETE;VECES_AVAP;VECES_L_DOS;NOTA_PROCC;NCP_SIETE;NOTA_GEO_SAL;EPA_SIETE;NOTA_GEO_FIS;PROMEDIO_DOS;PROMEDIO_CINCO;PROMEDIO_SEIS;PROMEDIO_SIETE;VECES_PROCC;CREDITOS_AVAP;CREDITOS_EI_DOS;CREDITOS_ECONOMET;CREDITOS_EI_UNO;CREDITOS_PDI;CREDITOS_PROCC;CREDITOS_GEO_SAL;RENDIMIENTO_OCHO;PROMEDIO_OCHO
36;32;46;1;45;40;40;42;42;1;31;39;45;36;30;37;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;37;0.0;48;2;42;33.23529411764706;34.72222222222222;38.0;39.0625;1;2;2;2;2;3;2;3;2.0;35.92857142857143
37;42;38;2;50;40;45;30;43;1;34;41;39;42;35;30;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;40;0.0;35;2;39;31.705882352941178;37.77777777777778;41.06666666666667;37.0625;1;2;2;2;2;3;2;3;3.0;40.57142857142857
39;35;31;3;50;36;34;30;48;1;32;38;43;42;40;41;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;46;0.0;36;2;32;31.823529411764707;38.05555555555556;35.8;37.875;1;2;2;2;2;3;2;3;2.0;36.285714285714285
44;43;37;0;42;44;45;33;44;2;42;40;40;43;35;43;7;16.0;0;7;1;1;42;16.0;1;1;1;1;1;41;0.0;42;2;30;35.588235294117645;39.44444444444444;40.8;41.75;1;2;2;2;2;3;2;3;2.0;39.5
40;40;39;0;35;39;43;33;35;1;42;31;45;41;35;37;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;43;0.0;38;2;32;36.1764705882353;39.55555555555556;37.4;39.25;1;2;2;2;2;3;2;3;2.0;39.857142857142854
44;40;32;2;43;30;33;35;43;1;42;33;40;37;32;47;7;16.0;0;7;1;1;32;16.0;1;1;0;1;1;40;0.0;32;2;30;32.705882352941174;34.333333333333336;34.06666666666667;39.125;1;2;2;2;2;3;2;3;2.0;35.42857142857143
44;39;38;1;45;30;40;30;43;1;43;32;35;43;33;43;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;42;0.0;30;2;31;32.94117647058823;38.611111111111114;38.86666666666667;39.3125;1;2;2;2;2;3;2;3;2.0;39.714285714285715
35;36;36;3;33;30;31;31;45;1;34;34;30;39;30;35;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;48;0.0;30;2;30;31.470588235294116;34.05555555555556;35.46666666666667;37.0;1;2;2;2;2;3;2;3;2.0;35.785714285714285
41;39;38;1;40;38;30;35;47;2;31;39;33;41;31;36;7;16.0;0;7;1;1;36;16.0;1;1;2;2;1;49;0.0;44;2;43;35.35294117647059;35.166666666666664;38.6;40.1875;1;2;2;2;2;3;2;3;2.0;37.785714285714285
33;30;43;1;45;35;35;34;33;1;36;41;35;37;30;47;7;16.0;0;7;1;1;42;16.0;1;1;0;1;2;39;0.0;30;2;38;32.94117647058823;34.5;38.4;36.375;1;2;2;2;2;3;2;3;2.0;35.642857142857146
40;39;38;1;31;36;41;37;44;3;37;45;30;39;35;36;7;16.0;0;7;1;1;42;16.0;1;1;1;1;1;39;0.0;48;2;36;35.0;38.94444444444444;39.93333333333333;40.4375;1;2;2;2;2;3;2;3;2.0;38.42857142857143
45;35;38;1;45;30;39;37;35;1;37;40;31;44;30;36;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;40;0.0;32;2;30;34.705882352941174;37.55555555555556;40.2;35.9375;1;2;2;2;2;3;2;3;2.0;38.357142857142854
43;31;34;2;45;37;40;30;43;1;43;34;40;38;30;39;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;37;0.0;32;2;34;32.35294117647059;34.611111111111114;38.13333333333333;37.0625;1;2;2;2;2;3;2;3;2.0;35.714285714285715
39;36;36;1;40;37;40;37;47;1;30;39;40;40;30;39;6;14.0;0;6;1;2;38;14.0;1;1;1;1;1;0;0.0;43;2;31;33.23529411764706;36.888888888888886;38.4;38.214285714285715;0;2;2;2;2;3;2;3;1.0;28.714285714285715
46;38;30;1;30;30;30;40;45;2;36;41;45;40;30;44;7;16.0;0;7;1;1;40;16.0;1;1;1;1;1;49;0.0;48;2;39;34.705882352941174;36.22222222222222;39.93333333333333;41.5;1;2;2;2;2;3;2;3;2.0;38.0
40;40;38;3;41;31;30;33;42;2;36;34;30;36;31;41;7;16.0;0;7;2;1;39;16.0;1;1;2;1;1;40;0.0;36;2;33;35.529411764705884;33.833333333333336;36.4;38.625;1;2;2;2;2;3;2;3;2.0;34.714285714285715
43;34;36;1;37;33;43;31;45;1;43;36;50;44;35;33;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;40;0.0;35;2;36;37.705882352941174;36.27777777777778;38.93333333333333;38.125;1;2;2;2;2;3;2;3;2.0;36.142857142857146
41;40;33;0;31;37;30;36;33;2;31;37;44;39;39;43;7;16.0;0;7;1;1;34;16.0;1;1;1;1;1;49;0.0;37;2;32;31.647058823529413;34.166666666666664;36.06666666666667;37.5;1;2;2;2;2;3;2;3;2.0;33.214285714285715
45;43;39;2;40;32;35;31;44;1;37;39;45;38;35;30;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;41;0.0;42;2;39;32.64705882352941;37.44444444444444;40.86666666666667;39.4375;1;2;2;2;2;3;2;3;2.0;37.57142857142857
45;42;33;0;50;34;36;42;45;1;44;38;34;44;30;38;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;45;0.0;35;2;43;35.588235294117645;37.666666666666664;42.4;40.1875;1;2;2;2;2;3;2;3;2.0;38.42857142857143
42;41;41;1;35;39;40;30;37;1;40;42;30;43;30;42;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;38;0.0;37;2;32;32.94117647058823;39.111111111111114;40.53333333333333;39.3125;1;2;2;2;2;3;2;3;2.0;37.642857142857146
45;32;39;3;39;34;34;35;42;1;33;35;45;44;30;39;7;16.0;0;7;2;1;39;16.0;1;1;1;1;1;49;0.0;39;2;30;35.05882352941177;36.44444444444444;38.46666666666667;38.625;1;2;2;2;2;3;2;3;2.0;36.142857142857146
45;45;38;0;39;42;42;41;45;2;36;42;40;47;35;44;7;16.0;0;7;1;1;42;16.0;1;1;1;1;1;37;0.0;42;2;39;34.411764705882355;40.55555555555556;42.06666666666667;40.75;1;2;2;2;2;3;2;3;3.0;40.07142857142857
41;37;42;1;42;40;31;37;44;1;32;35;50;35;35;32;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;46;0.0;39;2;42;34.411764705882355;34.833333333333336;40.53333333333333;38.4375;1;2;2;2;2;3;2;3;2.0;35.07142857142857
39;31;33;2;34;30;40;35;34;1;31;36;35;34;38;39;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;37;0.0;37;2;30;32.05882352941177;32.94444444444444;35.4;34.5;1;2;2;2;2;3;2;3;2.0;34.07142857142857
38;36;32;1;50;45;36;37;48;1;35;43;50;44;30;44;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;47;0.0;44;2;30;35.588235294117645;36.55555555555556;37.8;40.6875;1;2;2;2;2;3;2;3;2.0;37.57142857142857
33;35;40;0;43;37;40;30;35;1;43;44;45;42;35;45;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;43;0.0;38;2;30;34.705882352941174;37.44444444444444;37.06666666666667;39.9375;1;2;2;2;2;3;2;3;3.0;40.5
38;39;37;1;40;36;32;38;31;1;34;33;30;31;37;44;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;48;0.0;41;2;30;32.94117647058823;34.888888888888886;36.333333333333336;38.9375;1;2;2;2;2;3;2;3;2.0;36.785714285714285
34;37;40;1;38;36;34;39;45;2;38;39;40;39;35;35;7;16.0;0;7;1;1;42;16.0;1;1;1;1;1;48;0.0;44;2;34;31.470588235294116;38.111111111111114;35.86666666666667;41.0;1;2;2;2;2;3;2;3;2.0;37.5
33;34;38;1;34;37;34;34;40;1;31;38;40;34;30;42;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;38;0.0;45;2;32;34.705882352941174;34.888888888888886;36.266666666666666;38.25;1;2;2;2;2;3;2;3;2.0;38.92857142857143
33;44;41;0;45;39;40;30;39;1;44;45;40;45;35;45;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;45;0.0;38;2;34;40.0;41.166666666666664;39.06666666666667;42.125;1;2;2;2;2;3;2;3;3.0;41.5
37;33;36;0;35;38;40;37;47;1;44;37;35;41;35;35;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;36;0.0;46;2;39;35.294117647058826;38.0;40.46666666666667;40.25;1;2;2;2;2;3;2;3;2.0;37.42857142857143
40;32;39;3;30;31;35;34;34;1;38;33;31;40;36;47;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;50;0.0;39;2;31;31.529411764705884;35.05555555555556;38.2;39.6875;1;2;2;2;2;3;2;3;2.0;39.357142857142854
41;40;36;2;39;33;35;39;37;1;36;35;47;39;36;44;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;50;0.0;48;2;30;34.8235294117647;35.888888888888886;37.666666666666664;41.625;1;2;2;2;2;3;2;3;2.0;38.07142857142857
44;38;35;0;39;42;35;35;44;1;33;43;40;40;35;39;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;44;0.0;32;2;36;37.35294117647059;36.388888888888886;40.733333333333334;37.1875;1;2;2;2;2;3;2;3;3.0;41.92857142857143
41;30;40;2;30;36;33;34;40;1;35;41;40;46;30;32;7;16.0;0;7;2;1;40;16.0;1;1;1;1;1;43;0.0;39;2;40;33.23529411764706;39.22222222222222;41.13333333333333;37.0;1;2;2;2;2;3;2;3;2.0;37.142857142857146
46;34;33;2;43;30;35;38;45;2;37;39;45;41;30;44;7;16.0;0;7;1;1;42;16.0;1;1;1;1;1;48;0.0;48;2;36;32.94117647058823;34.666666666666664;38.8;41.4375;1;2;2;2;2;3;2;3;2.0;37.07142857142857
45;38;33;1;33;30;40;33;33;1;36;36;45;39;47;44;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;46;0.0;48;2;44;37.35294117647059;35.166666666666664;42.53333333333333;40.0;1;2;2;2;2;3;2;3;3.0;41.642857142857146
32;33;39;2;35;30;40;30;34;1;33;36;40;41;35;30;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;39;0.0;43;2;37;35.588235294117645;32.833333333333336;36.2;36.125;1;2;2;2;2;3;2;3;2.0;36.785714285714285
35;34;39;2;35;31;44;33;35;2;30;32;39;43;31;39;7;16.0;0;7;1;2;42;16.0;1;1;2;1;1;38;0.0;42;2;34;31.470588235294116;35.27777777777778;37.8;36.625;1;2;2;2;2;3;2;3;2.0;37.357142857142854
40;42;39;0;35;41;40;37;49;1;42;47;45;45;30;40;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;42;0.0;42;2;31;32.35294117647059;36.44444444444444;41.6;42.25;1;2;2;2;2;3;2;3;2.0;37.07142857142857
39;37;38;2;45;39;35;30;41;1;38;41;40;44;35;30;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;39;0.0;37;2;30;35.0;38.05555555555556;39.333333333333336;37.1875;1;2;2;2;2;3;2;3;2.0;40.0
36;35;32;2;50;32;38;40;42;1;35;35;38;40;32;43;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;35;0.0;40;2;30;35.705882352941174;38.333333333333336;36.6;37.4375;1;2;2;2;2;3;2;3;2.0;38.285714285714285
43;42;41;0;50;30;35;39;45;1;37;39;45;43;35;38;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;43;0.0;42;2;34;33.8235294117647;37.5;40.266666666666666;40.9375;1;2;2;2;2;3;2;3;3.0;41.5
40;32;36;1;50;30;30;32;38;1;30;40;40;38;30;44;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;39;0.0;48;2;40;32.35294117647059;34.72222222222222;39.86666666666667;38.25;1;2;2;2;2;3;2;3;2.0;37.285714285714285
38;38;41;0;39;33;39;30;45;1;36;38;31;43;31;33;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;40;0.0;45;2;38;31.11764705882353;36.94444444444444;36.13333333333333;39.8125;1;2;2;2;2;3;2;3;2.0;35.357142857142854
34;38;35;0;30;36;43;37;44;1;42;35;35;40;35;35;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;40;0.0;35;2;34;34.11764705882353;36.22222222222222;37.46666666666667;38.4375;1;2;2;2;2;3;2;3;2.0;38.714285714285715
46;41;41;0;45;40;40;32;43;1;41;44;45;42;40;43;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;44;0.0;38;2;33;36.76470588235294;38.611111111111114;40.86666666666667;41.3125;1;2;2;2;2;3;2;3;3.0;41.0
33;45;37;2;43;30;35;30;40;2;35;34;35;41;35;43;7;16.0;0;7;1;1;38;16.0;1;1;1;1;1;41;0.0;45;2;39;33.529411764705884;36.166666666666664;37.666666666666664;40.75;1;2;2;2;2;3;2;3;2.0;39.214285714285715
43;35;36;2;50;30;31;38;39;1;34;40;37;34;34;43;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;49;0.0;43;2;37;32.705882352941174;34.166666666666664;39.0;39.6875;1;2;2;2;2;3;2;3;2.0;37.285714285714285
44;34;32;1;35;32;41;34;38;1;46;43;35;37;30;43;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;40;0.0;34;2;30;35.0;38.333333333333336;40.8;38.375;1;2;2;2;2;3;2;3;2.0;37.07142857142857
39;40;31;1;35;35;40;30;41;2;38;44;40;36;35;33;7;16.0;0;7;1;1;40;16.0;1;1;1;1;1;43;0.0;48;2;33;37.588235294117645;36.5;39.46666666666667;39.625;1;2;2;2;2;3;2;3;2.0;36.785714285714285
36;30;40;0;50;39;35;37;43;1;36;42;30;38;35;37;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;42;0.0;37;2;39;32.35294117647059;33.833333333333336;40.06666666666667;37.6875;1;2;2;2;2;3;2;3;2.0;39.714285714285715
35;31;43;4;30;31;31;40;36;1;31;36;45;33;35;31;7;16.0;0;7;2;1;35;16.0;1;1;1;1;1;44;0.0;45;2;30;35.470588235294116;33.72222222222222;35.266666666666666;37.375;1;2;2;2;2;3;2;3;2.0;37.42857142857143
47;34;38;2;38;32;38;38;48;2;44;31;36;32;36;37;7;16.0;0;7;1;1;39;16.0;1;1;1;1;1;46;0.0;36;2;37;34.1764705882353;36.888888888888886;40.46666666666667;40.375;1;2;2;2;2;3;2;3;2.0;38.642857142857146
38;39;37;2;43;32;30;37;37;1;34;37;47;36;30;43;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;49;0.0;46;2;37;32.470588235294116;35.27777777777778;36.733333333333334;40.625;1;2;2;2;2;3;2;3;2.0;38.714285714285715
43;34;38;0;38;30;44;35;44;1;40;34;30;32;31;35;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;50;0.0;47;2;30;34.23529411764706;34.5;37.86666666666667;41.4375;1;2;2;2;2;3;2;3;2.0;37.785714285714285
35;32;30;0;43;40;37;38;42;1;39;34;36;36;33;31;7;16.0;0;7;2;1;34;16.0;1;1;2;2;2;36;0.0;44;2;30;34.64705882352941;32.94444444444444;33.266666666666666;36.9375;1;2;2;2;2;3;2;3;2.0;36.142857142857146
37;42;38;1;42;32;35;40;35;1;34;34;38;41;30;40;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;44;0.0;45;2;38;37.588235294117645;35.05555555555556;38.0;39.6875;1;2;2;2;2;3;2;3;2.0;38.857142857142854
39;37;32;1;44;40;37;36;45;1;36;33;38;38;32;43;7;16.0;0;7;2;1;40;16.0;1;1;1;1;1;47;0.0;44;2;30;34.94117647058823;36.333333333333336;37.2;40.5;1;2;2;2;2;3;2;3;2.0;38.92857142857143
47;33;43;0;42;44;38;33;41;1;39;42;47;39;35;44;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;46;0.0;37;2;43;36.470588235294116;38.0;41.4;40.125;1;2;2;2;2;3;2;3;3.0;41.857142857142854
38;39;36;3;45;37;35;33;39;1;32;30;38;37;37;42;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;38;0.0;45;2;35;36.35294117647059;37.888888888888886;35.0;38.6875;1;2;2;2;2;3;2;3;2.0;36.5
36;37;37;2;45;35;36;34;41;1;36;37;48;37;35;35;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;50;0.0;40;2;32;34.64705882352941;35.111111111111114;37.333333333333336;39.25;1;2;2;2;2;3;2;3;2.0;36.714285714285715
39;37;41;1;31;31;39;37;42;2;38;32;37;37;41;33;7;16.0;0;7;1;1;40;16.0;1;2;2;1;1;46;0.0;37;2;32;31.058823529411764;34.833333333333336;36.733333333333334;38.9375;1;2;2;2;2;3;2;3;2.0;34.642857142857146
47;40;42;2;34;38;40;37;33;1;38;38;41;40;33;47;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;44;0.0;33;2;30;34.94117647058823;36.22222222222222;39.6;39.0625;1;2;2;2;2;3;2;3;2.0;38.214285714285715
45;33;41;1;40;30;37;32;43;1;32;33;47;39;44;44;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;39;0.0;40;2;35;34.0;37.27777777777778;36.53333333333333;38.5;1;2;2;2;2;3;2;3;2.0;37.0
39;33;38;0;30;36;40;42;39;1;30;34;38;36;31;46;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;45;0.0;34;2;41;33.64705882352941;35.833333333333336;38.2;37.125;1;2;2;2;2;3;2;3;2.0;39.785714285714285
43;41;36;1;43;30;30;37;42;1;30;36;33;38;39;37;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;50;0.0;42;2;30;33.94117647058823;36.27777777777778;36.13333333333333;39.25;1;2;2;2;2;3;2;3;2.0;37.07142857142857
40;34;37;3;31;31;32;40;33;1;36;38;40;33;30;41;7;16.0;0;7;1;1;39;16.0;1;1;1;2;1;44;0.0;40;2;35;32.76470588235294;34.666666666666664;38.13333333333333;37.875;1;2;2;2;2;3;2;3;2.0;37.5
33;31;36;2;40;32;35;40;45;2;36;32;33;34;45;39;7;16.0;0;7;1;1;37;16.0;1;1;1;1;1;38;0.0;44;2;33;36.8235294117647;34.55555555555556;34.733333333333334;38.625;1;2;2;2;2;3;2;3;2.0;38.285714285714285
46;41;33;0;47;34;38;36;45;1;42;37;46;38;31;45;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;46;0.0;47;2;31;35.0;34.611111111111114;37.86666666666667;42.9375;1;2;2;2;2;3;2;3;2.0;39.857142857142854
37;32;31;0;42;40;33;37;45;2;37;37;33;43;35;31;7;16.0;0;7;2;1;45;16.0;1;1;3;2;1;38;0.0;39;2;30;33.35294117647059;35.44444444444444;36.86666666666667;36.375;1;2;2;2;2;3;2;3;2.0;35.285714285714285
44;34;42;2;45;36;32;34;38;1;39;50;30;36;35;35;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;37;0.0;48;2;43;34.294117647058826;35.44444444444444;43.13333333333333;39.5625;1;2;2;2;2;3;2;3;2.0;37.785714285714285
43;36;40;1;41;39;40;32;43;1;33;36;40;40;33;30;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;50;0.0;44;2;37;33.05882352941177;34.888888888888886;38.733333333333334;39.3125;1;2;2;2;2;3;2;3;2.0;38.42857142857143
41;34;41;0;35;38;32;40;41;1;40;37;40;38;31;42;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;39;0.0;35;2;43;31.235294117647058;39.111111111111114;41.666666666666664;38.6875;1;2;2;2;2;3;2;3;2.0;39.714285714285715
43;38;41;2;45;32;45;37;41;1;35;41;30;45;34;36;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;39;0.0;42;2;30;31.705882352941178;40.111111111111114;37.666666666666664;38.8125;1;2;2;2;2;3;2;3;3.0;40.357142857142854
42;32;30;3;35;37;32;34;42;1;36;31;35;40;38;31;7;16.0;0;7;1;1;33;16.0;1;1;1;2;1;37;0.0;45;2;31;31.88235294117647;33.72222222222222;36.2;36.6875;1;2;2;2;2;3;2;3;2.0;33.42857142857143
40;40;38;0;48;33;40;38;38;1;43;35;40;42;34;41;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;45;0.0;48;2;42;32.705882352941174;36.5;40.86666666666667;42.3125;1;2;2;2;2;3;2;3;2.0;37.642857142857146
37;42;38;0;42;34;36;31;43;2;40;32;40;41;44;31;7;16.0;0;7;1;1;37;16.0;1;1;1;1;1;50;0.0;39;2;35;32.8235294117647;37.0;35.4;40.3125;1;2;2;2;2;3;2;3;2.0;35.0
45;45;37;2;44;36;40;41;46;2;38;34;40;39;33;33;7;16.0;0;7;2;1;45;16.0;1;1;2;1;1;50;0.0;45;2;32;35.1764705882353;37.77777777777778;39.13333333333333;41.9375;1;2;2;2;2;3;2;3;3.0;40.142857142857146
42;39;33;3;31;30;31;31;43;1;32;30;35;38;41;36;7;16.0;0;7;1;1;42;16.0;1;1;1;2;1;47;0.0;43;2;30;35.0;35.833333333333336;35.46666666666667;38.8125;1;2;2;2;2;3;2;3;2.0;37.285714285714285
37;34;35;0;33;31;37;36;38;1;33;31;35;31;31;40;7;16.0;0;7;2;1;39;16.0;1;1;2;2;1;35;0.0;38;2;30;31.823529411764707;33.94444444444444;35.93333333333333;36.0625;1;2;2;2;2;3;2;3;2.0;37.714285714285715
39;34;40;2;50;30;31;39;40;1;44;32;30;32;31;39;7;16.0;0;7;1;1;32;16.0;1;1;0;1;1;48;0.0;46;2;38;31.764705882352942;36.888888888888886;39.733333333333334;42.0;1;2;2;2;2;3;2;3;2.0;36.642857142857146
31;33;37;0;37;31;36;41;37;1;50;40;46;44;31;46;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;40;0.0;48;2;30;35.11764705882353;39.0;38.2;42.5;1;2;2;2;2;3;2;3;2.0;38.07142857142857
38;39;39;4;36;37;30;39;46;1;45;36;34;43;38;30;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;47;0.0;42;2;34;35.11764705882353;35.44444444444444;38.0;41.4375;1;2;2;2;2;3;2;3;2.0;35.285714285714285
38;33;38;2;48;30;38;32;44;1;33;36;34;40;33;30;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;50;0.0;41;2;30;35.35294117647059;36.5;35.8;38.25;1;2;2;2;2;3;2;3;2.0;36.916666666666664
46;39;31;0;37;31;41;42;37;1;41;30;43;30;33;46;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;49;0.0;46;2;37;36.35294117647059;33.27777777777778;38.53333333333333;41.5625;1;2;2;2;2;3;2;3;2.0;37.785714285714285
40;34;34;0;45;40;36;31;35;1;44;40;43;42;37;42;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;34;0.0;47;2;39;34.23529411764706;36.888888888888886;39.6;39.4375;1;2;2;2;2;3;2;3;2.0;38.357142857142854
31;36;34;0;40;30;36;40;31;1;37;30;37;30;30;41;7;16.0;0;7;1;1;34;16.0;1;1;0;1;1;43;0.0;44;2;37;31.470588235294116;33.166666666666664;34.0;38.3125;1;2;2;2;2;3;2;3;2.0;36.92857142857143
39;38;39;2;39;41;37;39;45;1;33;30;38;41;35;38;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;50;0.0;42;2;32;34.64705882352941;34.94444444444444;37.266666666666666;40.3125;1;2;2;2;2;3;2;3;2.0;37.5
31;37;38;2;34;30;30;37;38;1;30;39;40;34;30;34;7;16.0;0;7;2;1;37;16.0;1;1;1;1;1;48;0.0;39;2;42;32.470588235294116;34.05555555555556;36.733333333333334;37.3125;1;2;2;2;2;3;2;3;2.0;34.142857142857146
42;40;30;1;45;33;43;35;35;1;37;34;40;32;32;43;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;50;0.0;42;2;30;36.0;37.5;39.2;39.5625;1;2;2;2;2;3;2;3;2.0;36.785714285714285
39;40;34;2;34;33;40;35;42;1;30;34;31;38;32;33;7;16.0;0;7;2;1;40;16.0;1;1;1;1;1;49;0.0;40;2;37;32.411764705882355;36.388888888888886;39.13333333333333;37.875;1;2;2;2;2;3;2;3;2.0;40.0
39;31;38;1;40;30;32;34;33;1;32;33;34;37;32;39;7;16.0;0;7;1;1;37;16.0;1;1;1;2;1;48;0.0;46;2;34;32.88235294117647;35.22222222222222;35.8;38.25;1;2;2;2;2;3;2;3;2.0;36.07142857142857
40;39;30;3;34;33;35;39;33;1;32;40;40;38;36;39;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;46;0.0;41;2;38;35.1764705882353;40.0;37.8;37.0625;1;2;2;2;2;3;2;3;2.0;37.42857142857143
47;31;39;1;44;34;33;30;39;1;33;35;34;40;37;30;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;30;0.0;40;2;30;34.294117647058826;36.833333333333336;36.4;34.8125;1;2;2;2;2;3;2;3;2.0;35.714285714285715
33;37;35;2;42;32;30;30;39;1;33;39;39;37;33;34;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;42;0.0;40;2;30;32.76470588235294;36.77777777777778;36.6;37.0625;1;2;2;2;2;3;2;3;2.0;37.285714285714285
37;35;35;1;33;38;33;37;42;1;32;37;40;39;30;37;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;45;0.0;43;2;31;33.0;35.388888888888886;36.666666666666664;38.3125;1;2;2;2;2;3;2;3;2.0;37.357142857142854
46;47;41;2;34;40;36;44;43;1;30;34;37;42;31;41;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;48;0.0;40;2;32;33.23529411764706;35.166666666666664;38.266666666666666;40.625;1;2;2;2;2;3;2;3;2.0;38.42857142857143
41;0;0;2;45;31;36;38;0;0;4;34;32;36;31;0;1;0.0;1;0;1;0;30;3.0;0;0;0;0;1;0;3.0;0;1;0;32.88235294117647;30.11111111111111;35.0;4.0;0;2;2;2;2;3;2;3;2.0;33.0
37;30;31;3;42;35;37;32;40;1;34;30;34;39;39;33;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;46;0.0;37;2;36;32.529411764705884;34.166666666666664;34.86666666666667;35.8125;1;2;2;2;2;3;2;3;2.0;36.92857142857143
42;0;0;2;40;31;37;34;0;0;31;35;39;38;34;0;1;3.0;0;1;1;0;0;3.0;0;0;0;0;1;0;0.0;0;2;0;30.941176470588236;29.77777777777778;39.0;31.0;0;2;2;2;2;3;2;3;2.0;38.0
0;35;30;3;39;37;37;36;39;3;31;30;34;34;31;49;7;16.0;0;7;2;1;40;16.0;1;1;2;1;0;44;0.0;32;2;31;36.294117647058826;32.611111111111114;35.0;36.4375;1;2;2;2;2;3;2;3;2.0;32.083333333333336
43;37;35;0;45;40;35;38;44;1;37;32;33;44;32;45;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;42;0.0;33;2;40;33.05882352941177;36.5;39.666666666666664;38.5;1;2;2;2;2;3;2;3;3.0;40.57142857142857
35;32;30;4;30;31;41;40;45;1;34;33;44;42;33;43;7;16.0;0;7;1;1;33;16.0;1;1;0;1;1;30;0.0;37;2;30;31.764705882352942;33.333333333333336;34.0;35.8125;1;2;2;2;2;3;2;3;2.0;38.214285714285715
