NOTA_L_DOS;NOTA_ECONOMET;NOTA_AVAP;CAR_CINCO;NOTA_POO;NOTA_ECUA;NOTA_FOTO;NOTA_GEOGEO;NOTA_EI_UNO;VECES_ECONOMET;NOTA_PDI;NOTA_INGECO;NOTA_CFJC;NOTA_CARTO;NOTA_SUELOS;NOTA_EI_DOS;NAC_SIETE;NCA_SIETE;NAP_SIETE;NAA_SIETE;VECES_PDI;VECES_EI_UNO;NOTA_LEGIC;NCC_SIETE;VECES_EI_DOS;VECES_GEO_SAL;CAR_SIETE;VECES_AVAP;VECES_L_DOS;NOTA_PROCC;NCP_SIETE;NOTA_GEO_SAL;EPA_SIETE;NOTA_GEO_FIS;PROMEDIO_DOS;PROMEDIO_CINCO;PROMEDIO_SEIS;PROMEDIO_SIETE;VECES_PROCC;CREDITOS_AVAP;CREDITOS_EI_DOS;CREDITOS_ECONOMET;CREDITOS_EI_UNO;CREDITOS_PDI;CREDITOS_PROCC;CREDITOS_GEO_SAL;RENDIMIENTO_OCHO;PROMEDIO_OCHO
41;31;36;0;43;38;30;38;43;2;31;39;43;40;36;38;7;16.0;0;7;1;1;39;16.0;1;1;1;1;1;48;0.0;44;2;30;35.8235294117647;35.0;36.666666666666664;38.5625;1;2;2;2;2;3;2;3;2.0;38.714285714285715
46;34;36;1;30;36;34;40;45;1;33;30;35;35;32;42;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;50;0.0;37;2;40;34.411764705882355;34.44444444444444;37.8;39.0;1;2;2;2;2;3;2;3;2.0;35.07142857142857
35;36;37;1;41;32;35;42;40;2;30;43;39;34;35;46;7;16.0;0;7;1;1;35;16.0;1;2;2;1;1;42;0.0;31;2;30;35.05882352941177;36.77777777777778;37.53333333333333;36.5625;1;2;2;2;2;3;2;3;2.0;38.57142857142857
50;41;40;0;50;42;41;40;44;1;32;31;31;38;46;39;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;44;0.0;48;2;43;38.529411764705884;35.05555555555556;41.13333333333333;41.0;1;2;2;2;2;3;2;3;2.0;38.92857142857143
37;36;39;2;43;38;39;41;39;1;38;38;39;35;33;45;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;50;0.0;42;2;35;34.411764705882355;37.77777777777778;38.53333333333333;41.125;1;2;2;2;2;3;2;3;2.0;38.285714285714285
42;30;40;1;34;37;35;38;45;1;45;38;35;41;44;41;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;45;0.0;48;2;42;35.64705882352941;39.0;42.46666666666667;42.5625;1;2;2;2;2;3;2;3;3.0;40.57142857142857
38;35;30;2;44;38;39;34;33;1;32;37;39;32;35;43;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;38;0.0;45;2;31;34.705882352941174;35.55555555555556;36.666666666666664;36.8125;1;2;2;2;2;3;2;3;3.0;40.214285714285715
43;40;34;0;47;43;38;39;43;1;40;48;40;44;46;46;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;50;0.0;37;2;41;39.529411764705884;41.44444444444444;43.13333333333333;41.0625;1;2;2;2;2;3;2;3;3.0;40.857142857142854
36;30;30;2;36;30;40;30;42;2;35;32;32;39;31;43;7;16.0;0;7;1;1;42;16.0;1;1;1;1;1;35;0.0;35;2;30;32.705882352941174;36.22222222222222;35.2;35.625;1;2;2;2;2;3;2;3;2.0;34.92857142857143
41;37;38;0;31;38;37;39;39;1;40;41;42;44;36;38;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;46;0.0;36;2;30;35.294117647058826;37.94444444444444;39.0;39.0;1;2;2;2;2;3;2;3;3.0;41.785714285714285
47;39;34;1;49;43;47;38;46;1;42;34;41;43;37;34;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;45;0.0;47;2;34;40.294117647058826;39.05555555555556;40.93333333333333;41.4375;1;2;2;2;2;3;2;3;2.0;38.142857142857146
43;34;37;1;40;30;30;35;46;1;43;35;33;30;31;39;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;34;0.0;42;2;30;35.411764705882355;33.0;36.86666666666667;39.6875;1;2;2;2;2;3;2;3;2.0;36.642857142857146
31;31;40;3;37;31;34;33;48;2;31;40;45;37;31;30;7;16.0;0;7;1;1;33;16.0;1;1;1;1;1;48;0.0;41;2;30;32.588235294117645;33.72222222222222;37.2;38.125;1;2;2;2;2;3;2;3;2.0;36.42857142857143
41;42;34;0;50;31;35;38;47;1;42;38;35;41;33;46;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;46;0.0;34;2;34;39.294117647058826;35.94444444444444;40.733333333333334;41.125;1;2;2;2;2;3;2;3;3.0;40.857142857142854
36;36;34;0;33;34;42;32;41;1;41;31;30;39;46;31;7;16.0;0;7;1;1;42;16.0;1;1;2;2;1;50;0.0;41;2;38;35.05882352941177;36.0;37.06666666666667;39.375;2;2;2;2;2;3;2;3;2.0;35.357142857142854
30;39;41;1;35;39;30;37;50;1;41;38;39;40;34;43;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;40;0.0;32;2;34;32.23529411764706;34.77777777777778;35.53333333333333;40.3125;1;2;2;2;2;3;2;3;2.0;37.357142857142854
0;35;30;3;44;33;37;30;36;1;30;33;40;45;33;0;5;11.0;0;5;2;1;34;11.0;0;0;1;1;0;40;0.0;0;2;0;37.64705882352941;33.611111111111114;33.625;33.81818181818182;1;2;2;2;2;3;2;3;3.0;40.5
31;0;38;0;33;34;36;39;40;0;25;33;30;43;31;0;4;6.0;1;3;1;1;39;9.0;0;0;0;1;1;34;3.0;0;2;0;32.64705882352941;35.6875;34.0;33.22222222222222;1;2;2;2;2;3;2;3;1.0;27.0
32;35;32;2;44;30;38;36;42;1;43;45;34;34;45;42;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;50;0.0;42;2;30;35.8235294117647;34.666666666666664;38.666666666666664;41.0625;1;2;2;2;2;3;2;3;2.0;37.92857142857143
41;35;38;3;50;40;38;38;45;1;30;35;30;33;44;39;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;47;0.0;41;2;32;35.705882352941174;33.27777777777778;37.13333333333333;38.8125;1;2;2;2;2;3;2;3;2.0;37.142857142857146
45;38;37;0;45;30;33;40;46;1;38;44;36;40;41;40;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;50;0.0;37;2;40;38.1764705882353;42.22222222222222;42.666666666666664;40.4375;1;2;2;2;2;3;2;3;3.0;40.714285714285715
43;30;37;1;32;31;38;38;33;1;38;35;34;34;35;41;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;47;0.0;30;2;32;33.05882352941177;36.05555555555556;36.86666666666667;36.25;1;2;2;2;2;3;2;3;2.0;33.285714285714285
41;31;32;2;30;35;32;36;34;1;38;35;32;43;32;40;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;44;0.0;43;2;38;36.64705882352941;35.77777777777778;39.2;37.8125;1;2;2;2;2;3;2;3;2.0;35.214285714285715
38;35;38;4;40;32;33;36;41;1;32;33;39;31;38;38;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;35;0.0;39;2;30;33.8235294117647;32.833333333333336;33.666666666666664;36.6875;1;2;2;2;2;3;2;3;2.0;36.142857142857146
39;40;39;0;50;43;38;40;41;1;38;41;37;41;47;44;7;16.0;0;7;2;1;40;16.0;2;1;2;1;1;48;0.0;48;2;44;36.588235294117645;36.77777777777778;40.13333333333333;42.625;1;2;2;2;2;3;2;3;2.0;38.5
39;39;41;3;38;38;30;34;46;1;34;34;39;43;43;30;7;16.0;0;7;1;1;45;16.0;1;1;0;1;1;34;0.0;47;2;33;37.294117647058826;37.5;37.666666666666664;38.9375;1;2;2;2;2;3;2;3;2.0;34.357142857142854
38;38;46;1;36;31;33;30;46;1;40;33;36;38;44;30;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;34;0.0;40;2;30;35.94117647058823;35.77777777777778;36.733333333333334;39.25;1;2;2;2;2;3;2;3;2.0;37.642857142857146
43;39;39;0;32;30;43;30;42;1;38;34;30;42;36;34;7;16.0;0;7;2;1;41;16.0;1;1;1;1;1;47;0.0;42;2;30;35.1764705882353;33.611111111111114;37.46666666666667;40.125;1;2;2;2;2;3;2;3;2.0;38.07142857142857
44;44;38;0;41;34;41;36;46;1;40;32;38;44;38;41;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;47;0.0;46;2;44;38.64705882352941;38.55555555555556;40.666666666666664;43.125;1;2;2;2;2;3;2;3;2.0;39.42857142857143
41;42;34;0;37;43;35;33;38;1;31;33;39;30;33;41;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;50;0.0;32;2;35;36.0;35.0;37.8;37.4375;1;2;2;2;2;3;2;3;3.0;41.57142857142857
37;45;45;0;47;38;42;40;46;1;38;43;40;42;46;42;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;42;0.0;48;2;43;43.05882352941177;39.166666666666664;40.86666666666667;43.625;1;2;2;2;2;3;2;3;3.0;40.142857142857146
41;39;41;0;41;34;34;41;48;1;40;36;35;42;42;40;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;49;0.0;47;2;33;34.411764705882355;40.05555555555556;39.266666666666666;43.4375;1;2;2;2;2;3;2;3;2.0;39.714285714285715
43;41;42;2;50;35;36;39;37;1;31;32;32;38;35;43;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;49;0.0;45;2;32;34.705882352941174;39.27777777777778;37.2;40.75;1;2;2;2;2;3;2;3;2.0;38.214285714285715
39;43;45;0;44;45;46;42;38;1;41;47;40;41;43;45;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;44;0.0;48;2;43;44.588235294117645;38.0;42.4;43.5625;1;2;2;2;2;3;2;3;3.0;44.357142857142854
38;39;32;1;45;34;36;35;46;1;33;37;38;43;36;30;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;45;0.0;47;2;30;34.94117647058823;37.666666666666664;38.8;39.0;1;2;2;2;2;3;2;3;2.0;38.857142857142854
39;41;35;0;33;37;32;37;40;1;41;33;38;40;44;42;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;47;0.0;48;2;40;32.470588235294116;41.05555555555556;38.6;42.3125;1;2;2;2;2;3;2;3;2.0;39.214285714285715
41;41;35;0;37;35;37;37;42;1;41;33;39;37;38;35;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;48;0.0;48;2;42;34.529411764705884;37.388888888888886;39.53333333333333;41.8125;1;2;2;2;2;3;2;3;3.0;40.57142857142857
44;39;43;0;47;38;36;39;47;1;43;41;39;43;46;45;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;39;0.0;48;2;42;39.470588235294116;40.833333333333336;41.86666666666667;43.6875;1;2;2;2;2;3;2;3;3.0;42.07142857142857
47;42;32;0;50;39;32;40;32;1;35;30;35;39;46;38;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;46;0.0;44;2;38;36.705882352941174;35.5;40.0;38.5625;1;2;2;2;2;3;2;3;2.0;36.642857142857146
37;36;31;1;41;30;34;42;45;1;30;31;30;30;43;36;7;16.0;0;7;1;1;32;16.0;2;1;1;1;2;47;0.0;41;2;34;34.8235294117647;31.77777777777778;33.46666666666667;37.6875;1;2;2;2;2;3;2;3;2.0;34.285714285714285
33;37;31;1;37;30;36;38;46;1;30;32;31;36;40;46;7;16.0;0;7;1;1;41;16.0;1;1;0;1;1;45;0.0;34;2;30;34.588235294117645;34.22222222222222;35.8;37.625;1;2;2;2;2;3;2;3;2.0;32.57142857142857
41;42;35;0;40;37;36;39;42;1;33;30;35;37;44;42;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;49;0.0;48;2;32;35.529411764705884;39.833333333333336;37.13333333333333;41.4375;1;2;2;2;2;3;2;3;3.0;40.714285714285715
39;36;38;1;37;34;32;36;45;1;33;46;39;38;31;30;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;50;0.0;32;2;42;34.294117647058826;34.05555555555556;40.86666666666667;37.0625;1;2;2;2;2;3;2;3;2.0;35.857142857142854
45;36;43;0;43;41;37;41;47;1;40;48;41;44;46;45;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;40;0.0;48;2;42;38.88235294117647;42.166666666666664;42.93333333333333;42.875;1;2;2;2;2;3;2;3;3.0;41.285714285714285
34;30;32;2;31;30;35;34;42;2;30;33;37;31;34;37;7;16.0;0;7;3;1;39;16.0;1;1;2;1;1;33;0.0;38;2;30;33.705882352941174;32.05555555555556;34.53333333333333;34.5;1;2;2;2;2;3;2;3;2.0;31.642857142857142
41;43;39;1;37;33;33;39;46;1;34;38;35;39;31;30;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;47;0.0;31;2;30;35.76470588235294;37.0;37.733333333333334;37.8125;1;2;2;2;2;3;2;3;3.0;42.142857142857146
40;40;35;2;33;34;30;33;47;1;34;30;35;39;34;42;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;40;0.0;43;2;31;35.1764705882353;32.833333333333336;35.2;39.9375;1;2;2;2;2;3;2;3;2.0;34.42857142857143
42;30;31;3;42;37;33;31;36;1;31;34;40;39;30;44;7;16.0;0;7;2;1;38;16.0;1;1;1;1;1;46;0.0;42;2;35;35.1764705882353;32.55555555555556;37.93333333333333;37.0625;1;2;2;2;2;3;2;3;2.0;37.357142857142854
45;44;38;0;50;43;42;40;44;1;42;42;36;46;39;50;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;46;0.0;37;2;42;39.64705882352941;40.77777777777778;43.8;42.5625;1;2;2;2;2;3;2;3;3.0;43.92857142857143
37;37;36;1;35;33;38;33;45;1;33;33;38;41;36;36;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;50;0.0;41;2;35;37.64705882352941;34.888888888888886;39.2;39.375;1;2;2;2;2;3;2;3;2.0;37.714285714285715
30;31;34;0;34;45;30;36;39;1;34;40;39;34;32;36;7;16.0;0;7;1;1;34;16.0;2;1;1;1;1;30;0.0;46;2;33;33.529411764705884;34.44444444444444;36.0;36.25;1;2;2;2;2;3;2;3;2.0;34.785714285714285
41;39;38;2;33;36;37;33;36;1;39;33;35;40;30;33;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;48;0.0;44;2;30;32.470588235294116;36.111111111111114;37.0;39.8125;1;2;2;2;2;3;2;3;2.0;36.57142857142857
37;38;38;1;42;36;40;41;7;3;32;33;32;31;33;38;7;14.0;1;6;1;1;34;16.0;1;1;1;1;1;47;2.0;44;2;33;34.05882352941177;32.166666666666664;34.0;35.25;1;2;2;2;2;3;2;3;2.0;33.0
36;34;34;2;37;37;39;34;46;1;37;31;33;43;31;32;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;47;0.0;36;2;33;35.529411764705884;38.5;36.4;37.8125;1;2;2;2;2;3;2;3;2.0;39.357142857142854
44;37;35;0;47;30;30;40;38;1;41;35;40;42;35;50;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;45;0.0;47;2;33;33.88235294117647;38.27777777777778;39.733333333333334;42.125;1;2;2;2;2;3;2;3;2.0;37.5
47;33;38;2;50;30;30;33;45;1;32;30;39;38;44;30;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;50;0.0;37;2;44;34.64705882352941;35.0;38.93333333333333;37.4375;1;2;2;2;2;3;2;3;2.0;38.357142857142854
37;34;33;2;44;31;43;36;42;1;36;50;42;30;31;43;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;34;0.0;34;2;33;34.705882352941174;35.388888888888886;38.8;36.375;1;2;2;2;2;3;2;3;2.0;38.142857142857146
43;42;45;0;50;41;46;33;38;1;40;45;38;41;32;44;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;50;0.0;34;2;30;41.0;36.77777777777778;40.666666666666664;41.25;1;2;2;2;2;3;2;3;2.0;38.0
39;45;36;4;39;32;35;32;42;1;36;43;37;32;36;31;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;37;0.0;35;2;30;36.294117647058826;34.888888888888886;35.733333333333334;37.1875;1;2;2;2;2;3;2;3;2.0;37.5
46;44;38;1;50;30;46;41;44;1;33;38;39;40;32;39;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;49;0.0;42;2;36;35.470588235294116;35.166666666666664;39.733333333333334;40.8125;1;2;2;2;2;3;2;3;3.0;42.714285714285715
31;35;32;4;32;31;31;31;39;1;31;30;32;38;36;45;7;16.0;0;7;2;1;37;16.0;1;1;1;1;3;48;0.0;44;2;30;35.64705882352941;34.666666666666664;32.86666666666667;38.9375;1;2;2;2;2;3;2;3;2.0;36.07142857142857
39;42;38;0;44;41;30;36;39;1;38;37;41;43;35;38;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;45;0.0;46;2;36;37.64705882352941;36.833333333333336;37.333333333333336;41.0;1;2;2;2;2;3;2;3;2.0;36.785714285714285
37;32;41;1;32;30;31;36;41;1;31;31;45;34;44;37;7;16.0;0;7;1;1;35;16.0;1;1;0;1;2;34;0.0;31;2;32;33.05882352941177;33.05555555555556;34.06666666666667;34.75;1;2;2;2;2;3;2;3;2.0;33.714285714285715
39;34;35;1;43;31;30;31;48;1;42;35;36;42;38;33;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;46;0.0;32;2;43;33.94117647058823;34.333333333333336;38.4;38.375;1;2;2;2;2;3;2;3;2.0;36.333333333333336
41;43;43;1;42;31;37;32;39;1;38;41;36;36;34;37;7;16.0;0;7;2;1;43;16.0;1;1;1;1;2;46;0.0;36;2;30;35.23529411764706;34.111111111111114;37.4;39.875;1;2;2;2;2;3;2;3;2.0;37.42857142857143
45;31;40;0;40;38;42;41;45;1;40;36;44;44;36;46;7;16.0;0;7;1;1;45;16.0;1;1;0;1;1;50;0.0;45;2;30;34.11764705882353;37.05555555555556;40.4;42.4375;1;2;2;2;2;3;2;3;3.0;40.142857142857146
40;30;41;3;38;30;30;32;36;1;31;36;30;41;31;36;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;36;0.0;31;2;32;34.705882352941174;33.666666666666664;37.0;34.0;1;2;2;2;2;3;2;3;2.0;36.785714285714285
49;36;33;3;34;39;44;31;37;1;30;35;30;38;41;47;7;16.0;0;7;2;1;37;16.0;1;1;2;2;1;36;0.0;32;2;30;32.11764705882353;33.611111111111114;35.46666666666667;35.25;1;2;2;2;2;3;2;3;2.0;36.357142857142854
33;31;33;0;43;40;39;37;44;1;37;48;41;39;38;43;7;16.0;0;7;2;1;40;16.0;1;1;1;1;1;36;0.0;43;2;34;35.94117647058823;35.833333333333336;38.4;38.375;1;2;2;2;2;3;2;3;2.0;36.142857142857146
31;30;31;2;34;31;36;39;30;1;38;32;44;41;32;50;7;16.0;0;7;1;1;33;16.0;1;1;0;1;1;32;0.0;46;2;30;34.23529411764706;37.611111111111114;33.13333333333333;37.375;1;2;2;2;2;3;2;3;2.0;37.214285714285715
46;46;38;1;46;30;34;30;40;1;40;37;38;44;30;35;7;16.0;0;7;1;1;43;16.0;1;1;0;1;1;46;0.0;46;2;39;34.529411764705884;39.611111111111114;40.46666666666667;41.75;1;2;2;2;2;3;2;3;3.0;44.57142857142857
50;38;36;1;45;32;40;33;44;1;37;34;44;42;39;34;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;50;0.0;40;2;33;36.11764705882353;37.611111111111114;37.4;39.6875;1;2;2;2;2;3;2;3;2.0;40.0
32;0;0;4;40;32;41;30;0;0;25;20;30;45;38;0;3;2.0;2;1;4;0;37;7.0;0;0;1;1;1;30;5.0;0;1;0;32.64705882352941;30.27777777777778;30.4;19.285714285714285;1;2;2;2;2;3;2;3;2.0;31.0
37;42;41;2;45;33;42;32;30;3;35;36;38;44;34;40;7;16.0;0;7;2;1;35;16.0;1;1;2;1;1;47;0.0;35;2;31;39.23529411764706;39.55555555555556;35.46666666666667;38.125;1;2;2;2;2;3;2;3;2.0;36.142857142857146
40;41;39;2;50;34;43;35;33;2;34;37;40;41;38;42;7;16.0;0;7;1;1;38;16.0;1;1;1;1;1;47;0.0;32;2;36;38.0;38.77777777777778;37.06666666666667;37.625;1;2;2;2;2;3;2;3;2.0;35.0
37;39;46;0;40;38;39;30;39;1;40;39;42;43;38;42;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;50;0.0;45;2;44;35.8235294117647;38.666666666666664;41.13333333333333;42.9375;1;2;2;2;2;3;2;3;2.0;39.357142857142854
36;37;40;1;45;37;44;40;37;1;37;39;33;41;38;39;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;35;0.0;46;2;40;35.94117647058823;41.166666666666664;38.266666666666666;39.0625;1;2;2;2;2;3;2;3;2.0;36.42857142857143
47;35;33;0;50;32;40;30;44;1;37;33;38;38;32;32;7;16.0;0;7;1;1;34;16.0;1;1;0;1;1;46;0.0;32;2;31;33.64705882352941;37.333333333333336;36.333333333333336;36.6875;1;2;2;2;2;3;2;3;2.0;35.357142857142854
44;34;40;2;40;30;37;30;44;1;36;31;35;42;31;32;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;36;0.0;43;2;35;32.35294117647059;40.0;38.46666666666667;38.0625;1;2;2;2;2;3;2;3;2.0;38.5
41;38;34;0;50;32;43;36;40;1;30;34;46;40;45;40;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;47;0.0;47;2;37;34.1764705882353;36.166666666666664;38.8;39.3125;1;2;2;2;2;3;2;3;2.0;39.785714285714285
43;31;39;1;39;31;33;33;43;2;33;30;45;35;45;35;7;16.0;0;7;1;1;43;16.0;1;1;1;1;1;36;0.0;45;2;30;34.529411764705884;37.5;38.333333333333336;37.625;1;2;2;2;2;3;2;3;2.0;38.357142857142854
48;45;38;0;43;42;41;40;43;1;39;36;47;42;48;42;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;48;0.0;47;2;44;38.05882352941177;39.5;43.06666666666667;43.125;1;2;2;2;2;3;2;3;3.0;40.785714285714285
39;31;34;2;43;33;40;32;41;1;41;31;44;42;34;39;7;16.0;0;7;1;1;36;16.0;1;1;0;1;1;33;0.0;35;2;32;32.23529411764706;35.94444444444444;37.06666666666667;36.5;1;2;2;2;2;3;2;3;2.0;35.5
46;39;40;0;40;30;37;33;44;1;35;34;44;42;36;37;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;47;0.0;47;2;33;35.294117647058826;40.611111111111114;38.46666666666667;41.25;1;2;2;2;2;3;2;3;2.0;39.642857142857146
40;38;40;2;40;39;42;40;40;1;41;34;43;43;39;46;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;50;0.0;43;2;30;32.8235294117647;36.833333333333336;38.93333333333333;42.5;1;2;2;2;2;3;2;3;3.0;40.142857142857146
48;35;33;0;42;37;35;35;41;1;46;38;39;33;45;38;7;16.0;0;7;1;1;44;16.0;1;1;0;1;1;45;0.0;42;2;43;41.1764705882353;39.27777777777778;44.6;40.5;1;2;2;2;2;3;2;3;2.0;40.0
37;36;32;1;38;33;41;36;42;2;37;35;44;38;34;42;7;16.0;0;7;1;1;39;16.0;1;1;1;1;1;40;0.0;38;2;18;32.529411764705884;35.22222222222222;33.8;38.0625;1;2;2;2;2;3;2;3;2.0;36.57142857142857
39;38;31;1;43;34;42;33;44;1;37;36;37;37;45;40;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;41;0.0;44;2;32;35.529411764705884;34.166666666666664;39.0;39.4375;1;2;2;2;2;3;2;3;2.0;39.0
39;37;32;1;41;33;38;31;47;1;36;30;35;37;35;45;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;46;0.0;35;2;39;34.88235294117647;37.388888888888886;37.53333333333333;39.1875;1;2;2;2;2;3;2;3;2.0;37.0
37;36;36;1;39;30;43;40;46;1;38;32;35;34;37;44;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;45;0.0;42;2;30;33.470588235294116;38.388888888888886;36.333333333333336;40.875;1;2;2;2;2;3;2;3;2.0;38.285714285714285
40;40;33;0;41;42;44;42;48;2;30;41;41;44;34;40;7;16.0;0;7;1;1;43;16.0;1;1;1;1;1;45;0.0;45;2;30;35.1764705882353;36.94444444444444;39.53333333333333;39.8125;1;2;2;2;2;3;2;3;2.0;38.857142857142854
33;38;40;1;42;30;44;37;30;1;32;35;40;37;34;42;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;47;0.0;30;2;30;36.705882352941174;34.611111111111114;36.86666666666667;36.25;1;2;2;2;2;3;2;3;2.0;36.57142857142857
41;37;41;0;40;33;41;40;40;1;32;35;41;43;39;42;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;47;0.0;46;2;30;36.588235294117645;38.55555555555556;37.266666666666666;40.5;1;2;2;2;2;3;2;3;2.0;37.57142857142857
42;32;35;1;31;31;35;35;44;2;31;34;32;41;39;39;7;16.0;0;7;1;1;40;16.0;1;1;1;1;1;45;0.0;30;2;30;31.764705882352942;35.72222222222222;35.8;35.8125;1;2;2;2;2;3;2;3;2.0;35.714285714285715
40;42;39;1;43;35;41;36;40;1;30;34;43;41;38;43;7;16.0;0;7;1;1;39;16.0;1;1;0;1;1;47;0.0;35;2;33;36.294117647058826;39.05555555555556;35.266666666666666;38.5625;1;2;2;2;2;3;2;3;2.0;36.785714285714285
41;30;33;0;45;32;39;31;34;1;30;30;37;39;31;48;7;16.0;0;7;1;1;32;16.0;1;1;0;1;1;47;0.0;39;2;30;34.64705882352941;34.44444444444444;34.46666666666667;36.9375;1;2;2;2;2;3;2;3;2.0;34.92857142857143
43;45;36;0;38;40;46;44;40;1;30;35;38;42;37;45;7;16.0;0;7;1;1;40;16.0;1;1;0;1;1;48;0.0;47;2;30;35.88235294117647;37.05555555555556;38.333333333333336;41.1875;1;2;2;2;2;3;2;3;3.0;41.285714285714285
34;38;32;1;37;38;35;35;35;1;37;36;44;42;34;45;7;16.0;0;7;1;1;38;16.0;1;1;0;1;1;50;0.0;39;2;30;35.35294117647059;37.44444444444444;35.666666666666664;39.25;1;2;2;2;2;3;2;3;2.0;37.857142857142854
36;36;37;2;34;30;33;37;31;1;31;32;41;41;36;45;7;16.0;0;7;1;1;42;16.0;1;1;0;1;1;30;0.0;45;2;30;34.64705882352941;38.388888888888886;35.666666666666664;36.625;1;2;2;2;2;3;2;3;2.0;36.857142857142854
45;32;40;1;46;33;42;36;41;1;39;34;35;42;34;30;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;47;0.0;47;2;35;35.294117647058826;36.5;39.2;39.875;1;2;2;2;2;3;2;3;2.0;36.0
44;37;40;0;41;36;38;30;41;1;33;33;36;40;35;43;7;16.0;0;7;1;1;37;16.0;1;1;0;1;1;47;0.0;44;2;30;33.88235294117647;36.666666666666664;36.13333333333333;40.4375;1;2;2;2;2;3;2;3;2.0;35.142857142857146
40;44;37;0;40;30;43;43;40;1;35;33;34;39;36;45;7;16.0;0;7;1;1;35;16.0;1;1;0;1;1;45;0.0;45;2;35;34.88235294117647;36.72222222222222;37.46666666666667;41.375;1;2;2;2;2;3;2;3;2.0;38.285714285714285
31;34;30;2;45;32;42;30;39;3;32;41;36;35;30;41;7;16.0;0;7;1;1;38;16.0;1;1;2;3;1;45;0.0;33;2;40;33.294117647058826;34.55555555555556;35.93333333333333;35.8125;1;2;2;2;2;3;2;3;2.0;30.857142857142858
37;0;0;2;37;0;36;0;0;0;0;30;40;35;43;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0.0;0;1;0;34.35294117647059;32.45454545454545;36.8;0.0;0;2;2;2;2;3;2;3;2.0;38.0
32;38;34;2;40;31;36;32;42;2;31;30;32;45;34;42;7;16.0;0;7;1;1;37;16.0;1;1;1;1;1;48;0.0;35;2;30;33.529411764705884;35.05555555555556;32.53333333333333;37.875;1;2;2;2;2;3;2;3;2.0;35.357142857142854
