NOTA_SISDIN;NOTA_ELECPOT;PROMEDIO_SIETE;PROMEDIO_TRES;NOTA_COMDIG;NOTA_FDS;NOTA_VARCOM;CON_MAT_ICFES;NOTA_TFM;PROMEDIO_SEIS;NCC_SIETE;NOTA_COMANA;NAA_SIETE;NOTA_ECO;NCA_SIETE;VECES_COMANA;PG_ICFES;VECES_ELECPOT;NOTA_CCON;VECES_COMDIG;VECES_ADMICRO;NOTA_L_TRES;NCP_SIETE;PROMEDIO_CINCO;NAC_SIETE;CAR_SIETE;NOTA_HSE;NAP_SIETE;VECES_ECO;VECES_FDS;VECES_SISDIN;EPA_SIETE;VECES_DDM;VECES_L_TRES;CREDITOS_ELECPOT;VECES_HSE;RENDIMIENTO_OCHO;PROMEDIO_OCHO
15.66666667;24.66666667;25.916666667499996;30.5;35.0;25.0;35.0;70.42;36.0;35.166666667142856;12.0;30.0;1;25.33333333;3.0;2;433.07;3;38.0;1;1;0.0;9.0;34.0;5;4;0.0;4;3;3;3;1;1;0;3;0;2.0;31.055555555555557
27.0;33.0;32.333333333333336;32.294117647647056;35.0;35.0;19.5;69.93;37.0;35.57142857142857;12.0;30.0;4;30.0;10.0;2;423.89;1;41.0;1;1;0.0;2.0;31.777777777333334;5;1;0.0;1;1;1;2;2;1;0;3;0;2.0;36.638888888888886
35.0;31.0;32.916666666666664;33.8235294117647;34.0;30.0;30.0;74.44;45.0;32.107142857142854;12.0;32.0;5;35.0;12.0;2;481.06;1;45.0;1;1;0.0;0.0;37.86666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;38.72222222222222
40.0;36.0;37.916666666666664;34.705882352941174;37.0;31.0;30.0;75.27;48.0;42.92857142857143;12.0;39.0;5;47.0;12.0;1;495.38;1;40.0;1;1;0.0;0.0;44.2;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;40.333333333333336
0.0;0.0;16.66666667;28.647058823529413;0.0;0.0;1.666666667;62.84;0.0;13.0;2.0;0.0;0;16.66666667;0.0;0;475.57;0;39.0;0;3;0.0;2.0;0.6;1;1;0.0;1;3;0;0;1;0;0;3;0;2.0;33.0
30.0;31.0;33.666666666666664;33.38235294117647;37.0;30.0;35.0;79.12;44.0;37.714285714285715;12.0;30.0;5;40.0;12.0;1;476.04;1;40.0;1;1;0.0;0.0;37.31066666666666;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;33.611111111111114
30.0;30.0;30.25;32.94117647058823;31.0;27.0;32.5;74.44;43.0;41.142857142857146;12.0;38.0;4;33.0;10.0;1;436.01;1;45.0;1;1;0.0;2.0;40.666666666666664;5;2;0.0;1;1;2;2;2;1;0;3;0;2.0;37.55555555555556
34.0;37.0;34.916666666666664;28.29411764764706;38.0;30.0;22.33333333;60.49;49.0;34.142857142857146;12.0;26.0;5;33.0;12.0;2;441.84;1;40.0;1;2;0.0;0.0;35.36666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;33.05555555555556
30.0;35.0;36.666666666666664;38.529411764705884;39.0;40.0;40.0;57.98;47.0;40.357142857142854;12.0;35.0;5;39.0;12.0;1;445.43;1;50.0;1;1;0.0;0.0;43.733333333333334;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.833333333333336
30.0;40.0;36.0;32.11764705882353;42.0;30.0;30.0;62.82;49.0;38.82142857142857;12.0;29.5;5;33.0;12.0;2;456.07;1;40.0;1;2;0.0;0.0;36.53333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;37.05555555555556
35.0;34.0;33.75;34.705882352941174;37.0;30.0;30.0;72.55;48.0;36.42857142857143;12.0;30.0;5;31.0;12.0;1;496.58;1;45.0;1;1;0.0;0.0;41.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.111111111111114
30.0;15.66666667;29.083333334166667;34.117647059411766;39.0;27.5;25.0;67.54;41.0;34.892857142857146;12.0;30.0;3;35.0;7.0;1;430.82;3;40.0;1;2;0.0;5.0;36.86666666666667;5;2;0.0;2;1;2;1;1;2;0;3;0;2.0;37.611111111111114
30.0;36.0;36.5;33.205882352941174;42.0;38.0;35.0;65.16;48.0;37.142857142857146;12.0;30.0;5;34.0;12.0;1;421.63;1;40.0;1;1;0.0;0.0;39.2;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;40.888888888888886
35.0;48.0;42.083333333333336;35.294117647058826;37.0;43.0;35.0;79.16;46.0;37.214285714285715;12.0;35.0;5;47.0;12.0;1;440.5;1;40.0;1;1;0.0;0.0;41.666666666666664;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;43.666666666666664
30.0;31.0;32.75;35.588235294117645;40.0;28.5;30.0;69.99;34.0;34.107142857142854;12.0;27.0;4;31.5;10.0;2;472.57;1;40.0;1;1;0.0;2.0;31.633333333333333;5;2;0.0;1;2;2;1;2;1;0;3;0;2.0;35.97222222222222
30.0;22.25;30.5625;34.411764705882355;32.0;39.0;35.0;72.55;42.0;26.892857142857142;12.0;25.5;4;33.0;9.0;2;487.42;4;45.0;1;3;0.0;3.0;34.66666666733333;5;1;0.0;1;1;1;1;2;2;0;3;0;2.0;35.5
35.0;47.0;42.416666666666664;36.1764705882353;42.0;45.0;35.0;67.54;50.0;38.214285714285715;12.0;40.0;5;41.0;12.0;1;447.78;1;40.0;1;1;0.0;0.0;43.333333333333336;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;44.333333333333336
35.0;16.66666667;29.750000000833335;35.88235294117647;31.0;32.0;25.0;53.2;48.0;34.964285714285715;12.0;30.0;4;40.0;9.0;1;408.67;3;40.0;1;1;0.0;3.0;37.666666666;5;2;0.0;1;1;2;1;1;2;0;3;0;2.0;32.22222222222222
25.0;31.0;34.916666666666664;39.8235294117647;44.0;32.0;45.0;79.12;50.0;40.57142857142857;12.0;39.0;4;40.0;10.0;1;489.69;1;40.0;1;1;0.0;2.0;44.333333333333336;5;1;0.0;1;1;1;2;2;1;0;3;0;3.0;40.833333333333336
30.0;39.0;33.583333333333336;32.205882352941174;34.0;30.0;30.0;75.27;43.0;37.035714285714285;12.0;28.5;5;32.0;12.0;2;492.62;1;45.0;1;1;0.0;0.0;43.93333333333333;5;1;0.0;0;2;1;1;2;1;0;3;0;2.0;33.111111111111114
30.0;37.0;37.0;33.23529411764706;37.0;40.0;35.0;79.12;49.0;39.57142857142857;12.0;30.0;5;41.0;12.0;1;493.35;1;50.0;1;1;0.0;0.0;41.13333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;38.97222222222222
25.5;30.0;31.916666666666668;28.529411764705884;40.0;30.0;30.0;58.18;30.0;35.857142857142854;12.0;34.0;4;31.0;10.0;1;471.81;1;45.0;1;2;0.0;2.0;32.166666666666664;5;1;0.0;1;1;1;2;2;1;0;3;0;2.0;30.194444444444443
35.0;25.0;34.333333333333336;32.55882352941177;41.0;35.0;30.0;65.16;40.0;36.07142857142857;12.0;30.0;4;37.0;9.0;1;468.9;2;50.0;1;1;0.0;3.0;36.666666666666664;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;36.888888888888886
30.0;28.66666667;29.6666666675;30.852941175882354;40.0;19.0;35.0;74.38;36.0;28.285714285714285;12.0;30.5;2;26.0;5.0;2;452.3;3;40.0;1;2;0.0;7.0;31.166666666;5;3;0.0;3;2;3;1;1;2;0;3;0;2.0;32.69444444444444
0.0;0.0;0.0;17.000000000058822;0.0;0.0;0.0;67.05;0.0;12.666666666666666;0.0;0.0;0;0.0;0.0;0;455.94;0;38.0;0;2;0.0;0.0;1.8;0;0;0.0;0;0;0;0;1;0;0;3;0;1.0;4.5
35.0;37.0;38.916666666666664;39.705882352941174;44.0;37.0;30.0;75.27;48.0;34.642857142857146;12.0;30.0;5;40.0;12.0;1;482.77;1;45.0;1;1;0.0;0.0;43.6;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;42.333333333333336
22.5;35.0;33.75;31.176470588235293;41.0;30.0;30.0;74.38;43.0;39.857142857142854;12.0;30.0;4;36.0;10.0;1;429.7;1;40.0;1;1;0.0;2.0;41.86666666666667;5;1;0.0;1;1;1;2;2;1;0;3;0;2.0;37.055555555
30.0;34.5;37.125;37.35294117647059;44.0;35.0;30.0;65.25;48.0;35.357142857142854;12.0;40.0;5;40.0;12.0;1;487.73;2;45.0;1;1;0.0;0.0;40.93333333333333;5;2;0.0;0;1;1;2;2;1;0;3;0;3.0;41.02777777777778
33.0;26.33333333;33.49999999916667;29.38235294117647;37.0;39.0;31.0;67.54;39.0;33.61904761857143;12.0;31.0;4;34.0;9.0;1;473.47;3;45.0;1;3;0.0;3.0;31.066666666666666;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;35.47222222222222
1.0;0.0;5.5;27.821428572857144;0.0;0.0;0.0;53.42;0.0;45.0;4.0;0.0;0;10.0;0.0;0;485.81;0;45.0;0;0;0.0;4.0;30.0;2;0;0.0;2;1;0;1;1;0;0;3;0;3.0;41.0
30.0;6.0;19.77777777777778;30.735294117647058;0.0;15.0;40.0;62.82;0.0;34.392857142857146;9.0;24.5;2;35.0;4.0;2;447.37;2;40.0;0;1;0.0;5.0;35.833333333333336;4;2;0.0;2;1;3;1;1;1;0;3;0;2.0;35.0
30.0;27.5;30.458333333333332;31.529411764705884;33.0;31.0;30.0;79.12;38.0;27.321428571428573;12.0;31.5;4;31.0;9.0;2;481.89;2;35.0;1;1;0.0;3.0;34.13333333333333;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;36.94444444388889
33.0;0.0;33.0;30.235294117647058;0.0;0.0;40.0;66.94;0.0;19.75;2.0;16.5;1;0.0;2.0;2;428.94;0;0.0;0;3;0.0;0.0;19.583333331666665;1;0;0.0;0;0;0;1;2;0;0;3;0;2.0;37.0
33.0;7.0;25.666666666666668;30.029411764705884;0.0;36.0;23.0;69.99;0.0;32.63636363636363;9.0;24.0;3;36.0;6.0;2;431.32;1;40.0;0;1;0.0;3.0;32.2;4;0;0.0;1;1;1;1;1;1;0;3;0;2.0;37.0
30.0;38.0;36.25;31.91176470588235;37.0;35.0;40.0;65.16;43.0;30.285714285714285;12.0;30.0;5;40.0;12.0;1;451.96;1;45.0;1;1;0.0;0.0;40.86666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;37.333333333333336
30.0;32.0;35.25;26.61764705882353;39.0;36.0;35.0;60.97;41.0;27.642857142857142;12.0;31.0;5;39.0;12.0;1;441.64;1;30.0;1;1;0.0;0.0;39.86666666666667;5;0;0.0;0;1;1;1;2;2;0;3;0;2.0;38.666666666666664
30.0;37.0;35.416666666666664;36.470588235294116;36.0;31.0;30.0;55.29;44.0;32.285714285714285;12.0;35.0;5;42.0;12.0;1;435.82;1;50.0;1;1;0.0;0.0;41.13333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.55555555555556
30.0;32.0;32.583333333333336;32.35294117647059;35.0;35.0;40.0;74.44;42.0;41.285714285714285;12.0;38.0;5;30.0;12.0;1;452.11;1;40.0;1;1;0.0;0.0;38.266666666666666;5;1;0.0;0;1;1;2;2;1;0;3;0;2.0;32.583333333333336
30.0;35.5;32.375;29.264705882352942;35.0;28.5;30.0;63.9;42.0;34.92857142857143;12.0;34.0;4;30.0;10.0;1;415.69;2;45.0;1;1;0.0;2.0;35.86666666666667;5;2;0.0;1;1;2;1;2;1;0;3;0;2.0;35.611111111111114
30.0;0.0;21.333333333333332;29.08823529411765;0.0;34.0;22.5;60.82;0.0;23.545454546363636;9.0;14.66666667;3;32.0;6.0;3;446.86;2;35.0;0;4;0.0;3.0;21.3125;4;1;0.0;1;1;1;1;1;0;0;3;0;4.0;46.5
30.0;35.0;35.75;33.8235294117647;40.0;32.0;35.0;67.54;42.0;27.071428572142857;12.0;37.0;5;40.0;12.0;1;430.3;1;40.0;1;1;0.0;0.0;37.0;5;1;0.0;0;1;2;1;2;6;0;3;0;2.0;36.833333333333336
23.0;16.5;27.291666666666668;28.235294117058825;36.0;30.0;25.5;57.98;43.0;36.67857142857143;12.0;26.5;3;32.0;7.0;2;438.79;4;40.0;1;1;0.0;5.0;40.0;5;2;0.0;2;1;1;2;1;1;0;3;0;2.0;36.333333333333336
30.0;0.0;30.0;27.058823529411764;0.0;0.0;13.5;60.49;0.0;32.22222222222222;4.0;0.0;2;30.0;4.0;0;452.2;0;38.0;0;1;0.0;0.0;17.444444444444443;2;0;0.0;0;1;0;1;2;1;0;3;0;1.0;27.0
30.0;39.0;34.083333333333336;28.676470588235293;35.0;30.0;30.0;65.25;48.0;36.142857142857146;12.0;24.0;5;33.5;12.0;2;442.95;1;40.0;1;1;0.0;0.0;37.86666666666667;5;1;0.0;0;2;1;1;2;1;0;3;0;2.0;35.55555555611111
35.0;39.0;36.166666666666664;32.5;33.0;33.0;32.5;58.15;50.0;32.57142857142857;12.0;40.0;5;41.0;12.0;1;447.55;1;45.0;1;1;0.0;0.0;39.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;41.333333333333336
30.0;29.0;31.22222222166667;32.05882352941177;37.0;28.33333333;40.0;63.73;41.0;37.857142857142854;12.0;36.0;3;30.0;7.0;1;480.79;2;45.0;1;1;0.0;5.0;35.73333333266667;5;2;0.0;2;1;3;1;2;1;0;3;0;2.0;36.0
27.0;42.0;36.083333333333336;33.26470588294118;40.0;31.5;30.0;56.59;33.0;27.214285713571428;12.0;26.33333333;4;35.0;10.0;3;445.38;1;40.0;1;2;0.0;2.0;30.533333333333335;5;2;0.0;1;1;2;2;2;1;0;3;0;2.0;34.333333333333336
30.0;23.0;32.916666666666664;33.38235294117647;40.0;35.0;35.0;80.4;48.0;39.857142857142854;12.0;35.0;4;38.0;9.0;1;476.38;2;45.0;1;1;0.0;3.0;39.06666666666667;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;39.166666666666664
30.0;34.0;36.666666666666664;35.588235294117645;42.0;31.0;40.0;59.02;50.0;42.5;12.0;41.0;5;45.0;12.0;1;475.13;1;45.0;1;1;0.0;0.0;43.53333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;43.0
25.5;0.0;22.88888888888889;30.58823529411765;27.0;1.0;28.33333333;58.89;0.0;25.714285715;9.0;30.0;1;36.0;2.0;1;484.91;0;45.0;2;2;0.0;7.0;23.4583333325;4;2;0.0;3;1;1;2;1;1;0;3;0;1.0;21.7
40.0;40.0;41.75;37.94117647058823;41.0;42.0;40.0;67.05;46.0;33.0;12.0;37.0;5;47.0;12.0;1;471.28;1;45.0;1;1;0.0;0.0;37.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;42.166666666666664
35.0;48.0;43.166666666666664;39.11764705882353;46.0;45.0;45.0;76.15;44.0;37.57142857142857;12.0;38.0;5;38.0;12.0;1;462.93;1;45.0;1;1;0.0;0.0;35.8;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;41.388888888888886
31.0;37.0;37.083333333333336;33.8235294117647;44.0;30.0;30.0;59.02;49.0;43.285714285714285;12.0;34.0;5;40.0;12.0;1;443.4;1;40.0;1;1;0.0;0.0;41.06666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;40.72222222222222
30.0;50.0;43.333333333333336;37.35294117647059;46.0;44.0;45.0;70.42;44.0;38.0;12.0;40.0;5;42.0;12.0;1;471.29;1;45.0;1;1;0.0;0.0;37.06666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;42.77777777777778
30.0;29.0;32.083333333333336;34.1764705882353;40.0;29.0;30.0;66.35;35.0;27.25;12.0;32.0;3;30.0;7.0;2;482.77;2;41.0;1;1;0.0;5.0;36.5;5;2;0.0;2;1;2;1;2;2;0;3;0;2.0;38.333333333333336
34.0;39.0;40.333333333333336;38.23529411764706;45.0;39.0;35.0;76.15;48.0;39.142857142857146;12.0;41.0;5;43.0;12.0;1;454.79;1;45.0;1;1;0.0;0.0;41.06666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;41.833333333333336
30.0;28.0;31.75;29.411764705294118;37.0;33.0;31.0;69.18;20.0;26.285714286428572;12.0;26.66666667;4;30.0;9.0;3;440.96;2;32.0;1;1;0.0;3.0;30.399999999333332;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;36.333333333333336
28.0;15.5;24.041666666666668;32.35294117647059;31.0;16.5;21.0;63.73;37.0;30.5;12.0;24.0;2;30.0;5.0;2;486.24;4;45.0;1;1;0.0;7.0;34.46666666666667;5;3;0.0;3;1;2;2;1;2;0;3;0;2.0;37.30555555555556
24.0;0.0;26.5;29.911764705294118;0.0;0.0;15.33333333;60.97;0.0;22.333333333333332;4.0;0.0;0;29.0;0.0;0;479.81;0;35.0;0;1;0.0;4.0;35.55555555555556;2;2;0.0;2;2;0;2;1;1;0;3;0;4.0;46.0
32.0;38.0;35.75;33.088235294117645;41.0;31.0;30.0;72.34;40.0;41.42857142857143;12.0;39.0;5;33.0;12.0;1;492.57;1;40.0;1;1;0.0;0.0;39.13333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;37.333333333333336
30.0;34.0;37.333333333333336;35.588235294117645;43.0;29.5;35.0;61.4;47.0;34.214285714285715;12.0;36.0;4;49.0;10.0;1;485.35;1;40.0;1;1;0.0;2.0;39.333333333333336;5;1;0.0;1;1;2;1;2;1;0;3;0;2.0;39.166666666666664
30.0;33.0;32.666666666666664;32.35294117647059;31.0;36.0;30.0;60.82;48.0;35.5;12.0;28.0;5;34.0;12.0;2;478.54;1;45.0;1;2;0.0;0.0;35.53333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;34.22222222166667
32.5;27.0;31.166666666666668;34.3235294117647;32.0;34.0;32.5;53.42;35.0;25.857142857142858;12.0;24.5;4;32.0;9.0;2;424.92;2;45.0;1;2;0.0;3.0;34.233333333333334;5;2;0.0;1;1;1;2;2;2;0;3;0;3.0;40.666666666666664
26.5;25.33333333;33.0833333325;34.11764705882353;44.0;30.0;30.0;66.5;32.0;35.035714285714285;12.0;29.5;3;38.0;7.0;2;458.65;3;40.0;1;1;0.0;5.0;31.4;5;2;0.0;2;1;1;2;2;1;0;3;0;2.0;38.888888888888886
30.0;26.66666667;31.4166666675;33.647058822941176;31.0;40.0;22.0;66.5;0.0;27.714285714285715;12.0;30.0;4;32.0;9.0;1;452.56;3;40.0;1;3;0.0;3.0;33.416666666666664;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;36.888888888888886
35.0;34.0;34.25;33.23529411764706;37.0;34.0;30.0;75.98;37.0;28.071428570714286;12.0;25.0;5;30.0;12.0;3;475.61;1;40.0;1;1;0.0;0.0;32.13333333333333;5;1;0.0;0;1;2;1;2;1;0;3;0;2.0;32.333333333333336
25.5;26.0;30.5;32.44117647058823;37.0;32.0;30.0;61.4;36.0;30.714285714285715;12.0;31.0;3;31.0;7.0;2;475.17;2;40.0;1;1;0.0;5.0;35.8;5;2;0.0;2;1;1;2;2;1;0;3;0;2.0;37.27777777777778
33.0;26.5;34.1;34.111111111111114;40.0;35.0;41.0;72.5;22.5;37.375;15.0;26.0;6;31.0;12.0;2;497.46;2;40.0;1;1;39.0;3.0;27.766666666666666;7;2;36.0;1;1;1;2;2;1;1;3;1;2.0;36.40625
40.0;34.0;35.583333333333336;38.529411764705884;37.0;30.0;30.0;69.34;33.0;37.285714285714285;12.0;19.0;5;37.0;12.0;3;463.93;1;40.0;1;1;0.0;0.0;33.333333333333336;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.611111111111114
30.0;21.5;31.291666666666668;37.05882352941177;38.0;24.5;30.0;58.15;48.0;33.535714285714285;12.0;30.5;3;44.0;7.0;2;512.24;2;45.0;1;1;0.0;5.0;38.733333333333334;5;2;0.0;2;1;2;1;2;1;0;3;0;2.0;37.166666666666664
30.0;39.0;34.333333333333336;34.411764705882355;33.0;31.0;40.0;69.18;45.0;32.642857142857146;12.0;36.0;5;37.0;12.0;1;465.98;1;40.0;1;1;0.0;0.0;37.46666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.55555555555556
30.0;30.0;35.166666666666664;31.91176470588235;44.0;37.0;35.0;63.73;46.0;37.392857142857146;12.0;42.0;5;33.0;12.0;1;428.87;1;50.0;1;1;0.0;0.0;33.333333333333336;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;40.27777777777778
26.0;23.66666667;28.750000000833335;32.5;34.0;30.0;26.5;69.34;0.0;19.205128204615384;12.0;23.0;3;30.0;7.0;3;454.01;3;0.0;1;2;0.0;5.0;23.7;5;2;0.0;2;1;1;2;1;3;0;3;0;1.0;16.5
34.0;20.25;29.0625;29.441176470588236;32.0;30.0;19.5;62.52;36.0;28.321428572142857;12.0;18.5;4;32.0;9.0;2;469.59;4;31.0;2;1;0.0;3.0;32.36666666666667;5;2;0.0;1;1;1;1;1;3;0;3;0;2.0;31.666666666666668
21.0;4.5;15.791666666666666;31.352941176470587;2.0;30.0;26.0;75.27;0.0;23.642857143642857;12.0;24.66666667;2;34.0;4.0;3;465.03;2;40.0;1;1;0.0;8.0;22.25;5;2;0.0;3;1;1;3;1;1;0;3;0;1.0;29.499999999
35.0;6.0;26.583333333333332;30.029411764705884;47.0;17.0;25.0;72.5;0.0;35.464285714285715;12.0;31.0;2;28.0;5.0;1;485.94;3;40.0;1;2;0.0;7.0;29.083333333333332;5;3;0.0;3;2;3;1;1;1;0;3;0;2.0;35.25
30.0;41.0;38.25;32.35294117647059;45.0;27.5;30.0;79.16;42.0;39.642857142857146;12.0;32.0;4;43.0;10.0;1;444.29;1;40.0;1;1;0.0;2.0;40.93333333333333;5;1;0.0;1;1;2;1;2;1;0;3;0;2.0;39.27777777777778
24.0;25.66666667;28.638888889166665;31.29411764764706;34.0;30.0;24.33333333;60.48;36.0;30.857142857142858;12.0;30.0;2;28.33333333;5.0;1;482.5;3;40.0;1;2;0.0;7.0;31.211111110666668;5;3;0.0;3;3;1;2;1;2;0;3;0;2.0;34.083333333333336
30.0;48.0;39.75;37.94117647058823;41.0;36.0;30.0;61.26;36.0;36.5;12.0;33.0;5;39.0;12.0;1;458.16;1;40.0;1;1;0.0;0.0;40.13333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;36.22222222277778
25.5;0.0;19.25;31.470588234705883;0.0;0.0;27.5;61.4;0.0;14.928571429285714;4.0;0.0;0;13.0;0.0;1;451.52;0;45.0;0;2;0.0;4.0;26.574074073333335;2;1;0.0;2;1;0;2;1;3;0;3;0;1.0;17.4
22.0;13.0;22.555555555555557;29.58823529352941;0.0;30.0;22.0;70.42;0.0;25.14285714142857;9.0;21.33333333;2;30.0;4.0;3;459.47;2;45.0;0;2;0.0;5.0;30.59722222166667;4;2;0.0;2;1;1;3;1;3;0;3;0;1.0;25.571428571428573
30.0;34.0;28.541666666666668;29.70588235352941;31.5;17.5;18.25;65.16;25.5;31.571428571428573;12.0;26.0;3;25.5;8.0;3;441.97;1;18.0;2;1;0.0;4.0;32.166666666666664;5;3;0.0;2;2;2;1;1;1;0;3;0;2.0;31.5
35.0;19.0;31.75;31.470588234705883;42.0;30.0;35.0;69.34;48.0;29.428571428571427;12.0;32.0;4;34.0;9.0;1;454.75;3;40.0;1;2;0.0;3.0;36.4;5;1;0.0;1;1;1;1;2;1;0;3;0;2.0;33.75
35.0;47.0;43.0;36.1764705882353;45.0;43.0;40.0;53.42;47.0;43.642857142857146;12.0;42.0;5;42.0;12.0;1;455.88;1;45.0;1;1;0.0;0.0;37.53333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;40.111111111111114
32.5;21.5;34.375;30.294117647058822;49.0;35.0;22.5;72.5;50.0;34.125;12.0;31.0;4;33.0;9.0;2;447.37;2;40.0;1;1;0.0;3.0;38.2;5;2;0.0;1;1;1;2;2;1;0;3;0;3.0;40.888888888888886
30.0;0.0;28.666666666666668;33.44117647058823;0.0;26.0;30.0;69.18;0.0;18.12499999875;6.0;0.0;2;30.0;4.0;0;489.39;0;40.0;0;1;0.0;2.0;25.333333333333332;3;1;0.0;1;1;3;1;1;3;0;3;0;2.0;34.0
30.0;49.0;39.5;33.23529411764706;39.0;39.0;30.0;58.15;45.0;34.642857142857146;12.0;34.0;5;36.0;12.0;1;460.85;1;40.0;1;1;0.0;0.0;37.4;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.833333333333336
30.0;46.0;39.916666666666664;34.23529411764706;47.0;32.0;30.0;72.55;49.0;41.07142857142857;12.0;34.0;5;38.0;12.0;1;513.32;1;40.0;1;1;0.0;0.0;37.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;38.55555555555556
30.0;38.0;37.5;34.85294117647059;44.0;35.0;32.5;59.02;39.0;36.285714285714285;12.0;39.0;5;37.0;12.0;1;456.32;1;50.0;1;1;0.0;0.0;38.4;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;37.22222222222222
35.0;40.0;39.75;36.1764705882353;45.0;36.0;35.0;75.98;39.0;39.57142857142857;12.0;22.0;5;40.0;12.0;2;480.03;1;40.0;1;1;0.0;0.0;37.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;39.0
30.0;40.0;39.333333333333336;35.294117647058826;44.0;37.0;40.0;58.89;42.0;36.857142857142854;12.0;39.0;5;43.0;12.0;1;449.33;1;50.0;1;1;0.0;0.0;38.46666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;37.27777777777778
30.0;45.0;36.77777777833333;34.411764705882355;47.0;21.66666667;35.0;63.73;49.0;32.57142857142857;12.0;35.0;4;31.0;10.0;1;427.5;1;40.0;1;2;0.0;2.0;33.93333333333333;5;2;0.0;1;2;3;1;2;1;0;3;0;2.0;38.77777777777778
35.0;47.0;45.083333333333336;42.35294117647059;48.0;46.0;45.0;80.4;47.0;36.285714285714285;12.0;41.0;5;47.0;12.0;1;496.37;1;45.0;1;1;0.0;0.0;36.2;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;45.0
18.5;31.0;28.666666666666668;31.852941176470587;35.0;30.0;29.0;72.34;37.0;35.285714285714285;12.0;30.0;3;24.5;8.0;1;454.19;1;40.0;1;3;0.0;4.0;31.7;5;2;0.0;2;2;1;2;1;1;0;3;0;2.0;39.22222222222222
40.0;46.0;42.583333333333336;38.8235294117647;47.0;36.0;45.0;58.18;47.0;37.07142857142857;12.0;41.0;5;40.0;12.0;1;450.08;1;50.0;1;1;0.0;0.0;36.2;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;41.77777777777778
35.0;48.0;44.25;41.470588235294116;47.0;44.0;50.0;76.15;47.0;36.57142857142857;12.0;44.0;5;44.0;12.0;1;462.76;1;40.0;1;1;0.0;0.0;37.86666666666667;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;44.611111111111114
29.0;24.33333333;33.8333333325;32.14705882352941;45.0;34.0;31.0;74.44;38.0;30.821428571428573;12.0;29.5;3;36.0;7.0;2;482.14;3;35.0;1;1;0.0;5.0;33.11111111066667;5;2;0.0;2;1;1;2;2;1;0;3;0;2.0;40.0
30.0;32.0;31.916666666666668;30.941176470588236;33.0;32.0;20.66666667;66.5;39.0;29.928571428571427;12.0;42.0;5;32.0;12.0;1;430.04;1;35.0;1;1;0.0;0.0;28.566666666666666;5;0;0.0;0;1;1;1;2;1;0;3;0;2.0;37.72222222222222
35.0;49.0;42.75;40.588235294117645;46.0;44.0;45.0;69.34;48.0;41.857142857142854;12.0;37.0;5;35.0;12.0;1;475.4;1;40.0;1;1;0.0;0.0;41.93333333333333;5;0;0.0;0;1;1;1;2;1;0;3;0;3.0;42.77777777777778
