NOTA_TG_UNO;NOTA_L_DOS;NOTA_AVAP;NOTA_EI_CINCO;NOTA_ECONOMET;NOTA_AVAM;NOTA_FOTO;NOTA_FGEP;NOTA_EI_SEIS;NOTA_EE_DOS;NOTA_ECUA;NOTA_EI_UNO;NOTA_L_TRES;NOTA_GEOGEO;NOTA_ORD_TER;NCC_NUEVE;NOTA_POO;NCA_NUEVE;NAC_NUEVE;NAA_NUEVE;VECES_EE_DOS;NOTA_FOTOD;VECES_EI_CINCO;VECES_ORD_TER;NOTA_EI_CUATRO;VECES_TG_UNO;EPA_NUEVE;VECES_EI_SEIS;PROMEDIO_CINCO;PROMEDIO_SEIS;PROMEDIO_SIETE;PROMEDIO_NUEVE;NCP_NUEVE;NAP_NUEVE;CREDITOS_EI_CINCO;CREDITOS_TG_UNO;CREDITOS_ORD_TER;CREDITOS_EI_SEIS;CREDITOS_EE_DOS;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
50;37;31;33;32;34;33;38;0;33;40;45;43;37;43;10.0;42;10.0;4;4;1;33;1;1;36;1;2;0;35.44444444444444;36.86666666666667;36.375;39.4;0.0;0;3;2;3;3;2;2.0;38.09090909090909
44;44;42;39;34;43;32;40;0;45;36;38;40;34;39;10.0;45;10.0;4;4;1;32;1;1;38;1;2;0;35.44444444444444;43.13333333333333;39.5625;41.2;0.0;0;3;2;3;3;2;3.0;43.45454545454545
39;43;40;35;36;40;40;38;30;34;39;43;41;32;44;13.0;41;13.0;5;5;1;39;1;1;37;1;2;1;34.888888888888886;38.733333333333334;39.3125;36.38461538461539;0.0;0;3;2;3;3;2;3.0;41.72727272727273
42;41;41;39;34;45;32;37;0;50;38;41;44;40;39;10.0;35;10.0;4;4;1;38;1;1;37;1;2;0;39.111111111111114;41.666666666666664;38.6875;41.8;0.0;0;3;2;3;3;2;3.0;42.54545454545455
50;43;41;40;38;40;45;46;38;41;32;41;47;37;44;13.0;45;13.0;5;5;1;49;1;1;37;1;2;1;40.111111111111114;37.666666666666664;38.8125;42.15384615384615;0.0;0;3;2;3;3;2;3.0;41.45454545454545
0;42;30;34;32;37;32;30;0;34;37;42;38;34;44;8.0;35;8.0;3;3;1;30;1;1;32;0;2;0;33.72222222222222;36.2;36.6875;37.75;0.0;0;3;2;3;3;2;2.0;35.625
43;40;38;41;40;40;40;39;39;43;33;38;46;38;44;13.0;48;13.0;5;5;1;38;1;1;37;1;2;1;36.5;40.86666666666667;42.3125;41.84615384615385;0.0;0;3;2;3;3;2;3.0;43.45454545454545
50;37;38;37;42;40;36;33;33;45;34;43;43;31;31;13.0;42;13.0;5;5;1;30;1;1;35;1;2;1;37.0;35.4;40.3125;37.92307692307692;0.0;0;3;2;3;3;2;3.0;40.5
50;45;37;38;45;40;40;40;0;45;36;46;45;41;47;10.0;44;10.0;4;4;1;36;1;1;38;1;2;0;37.77777777777778;39.13333333333333;41.9375;44.5;0.0;0;3;2;3;3;2;3.0;40.36363636363637
49;42;33;33;39;39;31;36;0;43;30;43;45;31;43;10.0;31;10.0;4;4;1;36;1;1;37;1;2;0;35.833333333333336;35.46666666666667;38.8125;41.2;0.0;0;3;2;3;3;2;3.0;41.18181818181818
45;37;35;35;34;40;37;43;0;39;31;38;40;36;42;10.0;33;10.0;4;4;1;33;1;1;38;1;2;0;33.94444444444444;35.93333333333333;36.0625;39.9;0.0;0;3;2;3;3;2;2.0;38.27272727272727
50;39;40;38;34;42;31;33;40;40;30;40;40;39;41;13.0;50;13.0;5;5;1;35;1;1;32;1;2;1;36.888888888888886;39.733333333333334;42.0;41.30769230769231;0.0;0;3;2;3;3;2;3.0;42.27272727272727
50;31;37;38;33;45;36;32;39;50;31;37;36;41;45;13.0;37;13.0;5;5;1;32;1;1;42;1;2;1;39.0;38.2;42.5;43.53846153846154;0.0;0;3;2;3;3;2;3.0;42.54545454545455
37;38;39;35;39;32;30;37;36;45;37;46;38;39;39;13.0;36;13.0;5;5;1;35;1;1;37;1;2;1;35.44444444444444;38.0;41.4375;38.0;0.0;0;3;2;3;3;2;3.0;41.0
48;38;38;33;33;40;38;37;41;38;30;44;0;32;43;13.0;48;13.0;5;5;1;35;1;1;36;1;2;1;36.5;35.8;38.25;40.23076923076923;0.0;0;3;2;3;3;2;2.0;38.72727272727273
50;46;31;40;39;41;41;37;41;0;31;37;44;42;42;11.0;37;11.0;4;4;0;33;1;1;38;1;2;1;33.27777777777778;38.53333333333333;41.5625;42.63636363636363;0.0;0;3;2;3;3;2;3.0;43.75
46;40;34;33;34;45;36;39;0;45;40;35;43;31;44;10.0;45;10.0;4;4;1;35;1;1;34;1;2;0;36.888888888888886;39.6;39.4375;41.3;0.0;0;3;2;3;3;2;3.0;44.18181818181818
36;31;34;33;36;41;36;35;0;44;30;31;37;40;42;10.0;40;10.0;4;4;1;33;1;1;38;1;2;0;33.166666666666664;34.0;38.3125;38.5;0.0;0;3;2;3;3;2;2.0;38.81818181818182
45;39;39;39;38;41;37;32;38;43;41;45;42;39;37;13.0;39;13.0;5;5;1;44;1;1;37;1;2;1;34.94444444444444;37.266666666666666;40.3125;39.84615384615385;0.0;0;3;2;3;3;2;3.0;41.18181818181818
35;31;38;37;37;32;30;37;37;42;30;38;33;37;41;13.0;34;13.0;5;5;1;35;1;1;33;1;2;1;34.05555555555556;36.733333333333334;37.3125;38.38461538461539;0.0;0;3;2;3;3;2;2.0;38.63636363636363
45;42;30;37;40;38;43;33;0;34;33;35;40;35;42;10.0;45;10.0;4;4;1;31;1;1;36;1;2;0;37.5;39.2;39.5625;39.5;0.0;0;3;2;3;3;2;4.0;45.18181818181818
38;39;34;31;40;40;40;39;0;38;33;42;42;35;45;10.0;34;10.0;4;4;1;42;1;1;41;1;2;0;36.388888888888886;39.13333333333333;37.875;38.0;0.0;0;3;2;3;3;2;2.0;37.09090909090909
45;39;38;38;31;40;32;33;30;50;30;33;40;34;41;13.0;40;13.0;5;5;1;33;1;1;36;1;2;1;35.22222222222222;35.8;38.25;39.76923076923077;0.0;0;3;2;3;3;2;3.0;41.72727272727273
41;40;30;34;39;38;35;39;0;36;33;33;43;39;44;10.0;34;10.0;4;4;1;37;2;1;38;1;2;0;40.0;37.8;37.0625;38.8;0.0;0;3;2;3;3;2;3.0;40.63636363636363
45;47;39;42;31;39;33;36;37;34;34;39;31;30;43;13.0;44;13.0;5;5;1;36;1;1;37;1;2;1;36.833333333333336;36.4;34.8125;40.30769230769231;0.0;0;3;2;3;3;2;2.0;38.72727272727273
48;33;35;39;37;38;30;39;36;40;32;39;47;30;43;13.0;42;13.0;5;5;1;32;1;1;38;1;2;1;36.77777777777778;36.6;37.0625;40.76923076923077;0.0;0;3;2;3;3;2;3.0;42.0
39;37;35;38;35;38;33;36;37;49;38;42;44;37;45;13.0;33;13.0;5;5;1;37;1;1;31;1;2;1;35.388888888888886;36.666666666666664;38.3125;41.23076923076923;0.0;0;3;2;3;3;2;3.0;43.36363636363637
50;46;41;39;47;40;36;33;40;49;40;43;39;44;44;13.0;34;13.0;5;5;1;43;1;1;38;1;2;1;35.166666666666664;38.266666666666666;40.625;43.61538461538461;0.0;0;3;2;3;3;2;4.0;45.72727272727273
0;41;0;0;0;0;36;36;0;44;31;0;30;38;44;5.0;45;5.0;2;2;1;0;0;1;0;0;2;0;30.11111111111111;35.0;4.0;44.0;0.0;0;3;2;3;3;2;4.0;49.0
50;37;31;33;30;38;37;35;0;43;35;40;40;32;39;10.0;42;10.0;4;4;1;30;1;1;39;1;2;0;34.166666666666664;34.86666666666667;35.8125;40.2;0.0;0;3;2;3;3;2;3.0;40.63636363636363
0;0;30;30;35;34;37;30;0;31;37;39;0;36;42;8.0;39;8.0;3;3;1;34;2;1;30;0;2;0;32.611111111111114;35.0;36.4375;34.75;0.0;0;3;2;3;3;2;3.0;41.0
42;43;35;36;37;35;35;40;0;41;40;44;45;38;43;10.0;45;10.0;4;4;1;32;1;1;39;1;2;0;36.5;39.666666666666664;38.5;40.3;0.0;0;3;2;3;3;2;3.0;41.54545454545455
50;35;30;40;32;37;41;38;32;32;31;45;37;40;40;13.0;30;13.0;5;5;1;43;1;1;37;1;2;1;33.333333333333336;34.0;35.8125;38.46153846153846;0.0;0;3;2;3;3;2;3.0;40.125
50;41;36;32;31;36;30;40;0;33;38;43;46;38;42;10.0;43;10.0;4;4;1;35;1;1;39;1;2;0;35.0;36.666666666666664;38.5625;38.8;0.0;0;3;2;3;3;2;3.0;41.18181818181818
50;46;36;40;34;36;34;32;38;45;36;45;41;40;45;13.0;30;13.0;5;5;1;30;1;1;36;1;2;1;34.44444444444444;37.8;39.0;43.0;0.0;0;3;2;3;3;2;3.0;40.36363636363637
0;35;37;39;36;34;35;48;31;49;32;40;39;42;43;11.0;41;11.0;4;4;1;32;1;1;41;0;2;1;36.77777777777778;37.53333333333333;36.5625;39.72727272727273;0.0;0;3;2;3;3;2;2.0;34.875
48;50;40;41;41;44;41;35;0;44;42;44;44;40;43;10.0;50;10.0;4;4;1;37;1;1;36;1;2;0;35.05555555555556;41.13333333333333;41.0;43.6;0.0;0;3;2;3;3;2;3.0;43.18181818181818
