NOTA_TG_UNO;NOTA_L_DOS;NOTA_AVAP;NOTA_EI_CINCO;NOTA_ECONOMET;NOTA_AVAM;NOTA_FOTO;NOTA_FGEP;NOTA_EI_SEIS;NOTA_EE_DOS;NOTA_ECUA;NOTA_EI_UNO;NOTA_L_TRES;NOTA_GEOGEO;NOTA_ORD_TER;NCC_NUEVE;NOTA_POO;NCA_NUEVE;NAC_NUEVE;NAA_NUEVE;VECES_EE_DOS;NOTA_FOTOD;VECES_EI_CINCO;VECES_ORD_TER;NOTA_EI_CUATRO;VECES_TG_UNO;EPA_NUEVE;VECES_EI_SEIS;PROMEDIO_CINCO;PROMEDIO_SEIS;PROMEDIO_SIETE;PROMEDIO_NUEVE;NCP_NUEVE;NAP_NUEVE;CREDITOS_EI_CINCO;CREDITOS_TG_UNO;CREDITOS_ORD_TER;CREDITOS_EI_SEIS;CREDITOS_EE_DOS;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
47;43;41;41;30;40;35;34;0;46;31;34;47;33;44;10.0;35;10.0;4;4;1;38;1;1;43;1;2;0;37.5;39.4;39.6875;44.1;0.0;0;3;2;3;3;2;4.0;46.45454545454545
0;39;33;35;37;32;40;37;0;35;34;45;40;32;43;8.0;34;8.0;3;3;1;36;1;1;37;0;2;0;36.72222222222222;37.266666666666666;38.0625;38.0;0.0;0;3;2;3;3;2;2.0;38.5
39;47;39;41;30;38;40;40;37;48;40;38;39;32;41;13.0;35;13.0;5;5;1;41;1;1;37;1;2;1;38.111111111111114;40.46666666666667;36.125;40.84615384615385;0.0;0;3;2;3;3;2;3.0;41.90909090909091
0;34;32;32;40;33;39;35;0;0;33;41;44;33;43;9.0;32;6.0;3;2;0;30;1;1;35;0;1;1;35.05555555555556;36.13333333333333;37.6875;25.0;3.0;1;3;2;3;3;2;2.0;37.2
36;33;35;30;30;40;36;31;0;42;33;39;39;30;45;10.0;40;10.0;4;4;1;36;1;1;36;1;2;0;32.333333333333336;36.4;37.4375;38.1;0.0;0;3;2;3;3;2;2.0;38.72727272727273
47;45;34;40;34;43;33;44;0;39;34;45;46;37;47;10.0;30;10.0;4;4;1;36;1;1;36;1;2;0;35.111111111111114;43.333333333333336;39.125;43.3;0.0;0;3;2;3;3;2;3.0;40.09090909090909
47;47;40;41;30;41;40;40;42;46;35;36;48;33;45;13.0;40;13.0;5;5;1;35;1;1;43;1;2;1;37.666666666666664;40.733333333333334;40.375;43.84615384615385;0.0;0;3;2;3;3;2;3.0;45.0
44;47;37;42;40;42;35;37;0;50;34;38;47;36;43;10.0;32;10.0;4;4;1;41;1;1;39;1;2;0;40.611111111111114;40.93333333333333;41.5;44.3;0.0;0;3;2;3;3;2;3.0;41.18181818181818
50;36;33;36;31;42;36;36;36;50;30;39;40;39;37;13.0;34;13.0;5;5;1;31;1;1;38;1;2;1;33.166666666666664;33.8;35.1875;40.53846153846154;0.0;0;3;2;3;3;2;2.0;37.5
35;34;36;37;41;32;42;34;0;50;30;39;34;30;34;10.0;43;10.0;4;4;1;40;1;1;33;2;2;0;34.666666666666664;35.666666666666664;38.0;38.3;0.0;0;3;2;3;3;2;3.0;40.09090909090909
46;43;40;31;38;35;35;38;40;0;30;35;44;34;41;11.0;50;11.0;4;4;0;32;1;1;43;1;2;1;38.0;40.733333333333334;39.0625;38.90909090909091;0.0;0;3;2;3;3;2;3.0;43.0
50;40;36;37;38;35;35;48;0;48;36;30;34;34;40;10.0;33;10.0;4;4;1;33;1;1;30;1;2;0;37.44444444444444;37.733333333333334;37.4375;42.7;0.0;0;3;2;3;3;2;3.0;41.72727272727273
49;36;42;34;36;46;40;45;0;39;35;48;39;32;40;10.0;32;10.0;4;4;1;35;1;1;37;1;2;0;36.55555555555556;38.06666666666667;42.9375;39.8;0.0;0;3;2;3;3;2;3.0;43.0
0;0;30;0;30;25;34;35;0;0;33;30;0;38;39;3.0;30;3.0;1;1;0;34;0;1;0;0;2;0;32.22222222222222;30.0;33.84615384615385;39.0;0.0;0;3;2;3;3;2;2.0;35.0
34;30;31;38;34;39;35;41;41;40;34;43;42;31;37;13.0;40;13.0;5;5;1;32;1;1;36;1;2;1;38.111111111111114;37.266666666666666;38.625;38.15384615384615;0.0;0;3;2;3;3;2;3.0;43.18181818181818
34;41;35;32;37;41;35;43;33;49;45;46;44;42;43;13.0;30;13.0;5;5;1;31;1;1;39;1;2;1;39.44444444444444;39.266666666666666;38.8125;37.69230769230769;0.0;0;3;2;3;3;2;2.0;39.875
39;36;34;36;30;38;36;41;30;42;35;37;32;30;42;13.0;37;13.0;5;5;1;30;1;1;37;1;2;1;37.166666666666664;36.666666666666664;35.75;37.38461538461539;0.0;0;3;2;3;3;2;3.0;41.36363636363637
47;42;42;31;34;46;36;35;0;44;30;47;42;33;37;10.0;45;10.0;4;4;1;37;1;1;32;1;2;0;35.388888888888886;39.666666666666664;41.4375;38.6;0.0;0;3;2;3;3;2;3.0;41.09090909090909
44;37;36;41;38;35;40;41;0;37;38;47;43;32;41;10.0;35;10.0;4;4;1;31;1;1;37;1;2;0;35.05555555555556;37.53333333333333;39.75;40.8;0.0;0;3;2;3;3;2;3.0;41.90909090909091
34;40;38;39;38;41;40;39;31;50;40;44;37;37;47;13.0;45;13.0;5;5;1;44;1;1;41;1;2;1;39.0;37.733333333333334;37.6875;39.92307692307692;0.0;0;3;2;3;3;2;3.0;41.875
50;37;43;31;38;38;30;37;0;50;38;43;43;30;38;10.0;30;10.0;4;4;1;40;1;1;36;1;2;0;35.72222222222222;37.2;37.9375;40.7;0.0;0;3;2;3;3;2;3.0;41.45454545454545
50;43;41;39;37;36;36;38;38;40;31;43;48;38;45;13.0;35;13.0;5;5;1;30;1;1;36;1;2;1;36.55555555555556;37.4;39.4375;42.0;0.0;0;3;2;3;3;2;3.0;44.72727272727273
50;32;34;37;33;31;33;34;30;39;30;40;32;37;34;13.0;43;13.0;5;5;1;31;1;1;36;1;2;2;34.611111111111114;34.4;36.875;37.0;0.0;0;3;2;3;3;2;3.0;44.72727272727273
50;31;30;35;37;35;35;33;0;45;33;46;42;34;36;10.0;36;10.0;4;4;1;35;1;1;30;1;2;0;35.333333333333336;34.266666666666666;37.75;40.3;0.0;0;3;2;3;3;2;3.0;44.09090909090909
49;35;35;35;37;43;32;30;0;36;30;44;40;35;38;10.0;39;10.0;4;4;1;31;1;1;30;1;2;0;36.388888888888886;34.0;39.625;38.9;0.0;0;3;2;3;3;2;3.0;42.09090909090909
7;33;35;37;34;40;36;32;0;35;30;40;37;39;37;10.0;30;8.0;4;3;1;34;1;1;30;1;2;0;35.94444444444444;35.266666666666666;35.5;30.6;2.0;1;3;2;3;3;2;2.0;33.0
37;38;35;30;31;39;40;41;0;42;40;41;33;32;34;10.0;40;10.0;4;4;1;37;1;1;41;1;2;0;38.166666666666664;39.53333333333333;39.0;35.0;0.0;0;3;2;3;3;2;3.0;40.09090909090909
39;42;36;35;31;39;34;31;0;37;35;47;35;38;42;10.0;40;10.0;4;4;1;32;1;1;37;1;2;0;34.0;39.4;39.6875;38.3;0.0;0;3;2;3;3;2;2.0;37.63636363636363
36;37;32;34;37;40;30;43;0;50;31;39;38;40;46;10.0;40;10.0;4;4;1;35;1;1;37;1;2;0;33.94444444444444;35.2;36.875;41.2;0.0;0;3;2;3;3;2;2.0;39.18181818181818
43;32;36;31;37;41;35;33;0;38;35;46;41;34;44;10.0;40;10.0;4;4;1;35;1;1;34;1;2;0;34.5;33.53333333333333;38.625;38.7;0.0;0;3;2;3;3;2;3.0;42.18181818181818
50;32;38;40;37;34;30;36;0;46;39;41;37;33;41;10.0;38;10.0;4;4;1;33;1;1;36;1;2;0;37.166666666666664;37.53333333333333;37.375;43.5;0.0;0;3;2;3;3;2;3.0;41.45454545454545
43;44;47;42;41;46;36;48;0;46;35;44;37;36;47;10.0;38;10.0;4;4;1;39;1;1;41;1;2;0;38.05555555555556;41.13333333333333;40.8125;44.5;0.0;0;3;2;3;3;2;3.0;42.63636363636363
36;39;38;31;32;41;45;45;0;39;30;43;41;36;37;10.0;35;10.0;4;4;1;32;1;1;38;1;2;0;35.166666666666664;41.666666666666664;40.4375;35.4;0.0;0;3;2;3;3;2;2.0;36.54545454545455
42;46;38;38;39;38;45;38;0;45;33;43;45;42;48;10.0;42;10.0;4;4;1;33;1;1;35;1;2;0;38.5;40.93333333333333;38.4375;43.2;0.0;0;3;2;3;3;2;3.0;42.81818181818182
45;43;38;36;35;40;39;45;41;41;36;37;44;40;44;13.0;44;13.0;5;5;1;37;1;1;34;1;2;1;36.333333333333336;39.2;38.25;41.15384615384615;0.0;0;3;2;3;3;2;3.0;40.90909090909091
47;48;41;36;40;35;30;37;0;42;31;42;41;32;39;10.0;40;10.0;4;4;1;36;1;1;39;1;2;0;37.666666666666664;38.2;42.25;40.3;0.0;0;3;2;3;3;2;3.0;44.72727272727273
42;35;31;37;30;38;30;30;0;44;46;36;39;36;36;10.0;40;10.0;4;4;1;30;1;1;39;2;2;0;35.833333333333336;39.86666666666667;36.6875;39.1;0.0;0;3;2;3;3;2;4.0;45.36363636363637
47;44;36;38;39;38;34;43;34;41;39;37;43;39;44;13.0;37;13.0;5;5;1;36;1;1;40;1;2;1;37.111111111111114;39.733333333333334;39.625;40.30769230769231;0.0;0;3;2;3;3;2;3.0;44.45454545454545
45;44;40;33;33;41;45;43;38;45;35;32;43;31;44;13.0;43;13.0;5;5;1;33;1;1;37;1;2;1;38.166666666666664;39.733333333333334;37.9375;40.38461538461539;0.0;0;3;2;3;3;2;3.0;40.5
46;45;44;40;37;38;30;42;0;50;32;35;43;36;38;10.0;38;10.0;4;4;1;39;1;1;43;1;2;0;41.55555555555556;41.266666666666666;39.5;42.6;0.0;0;3;2;3;3;2;2.0;40.0
34;31;38;35;40;36;39;46;31;42;36;38;34;32;35;13.0;50;13.0;5;5;1;31;1;1;37;1;2;1;38.05555555555556;37.2;38.25;35.0;0.0;0;3;2;3;3;2;3.0;41.27272727272727
50;44;40;41;44;47;36;40;0;43;32;42;42;42;41;10.0;41;10.0;4;4;1;37;1;1;40;1;2;0;37.05555555555556;40.2;41.375;43.2;0.0;0;3;2;3;3;2;4.0;45.45454545454545
42;41;37;39;40;38;40;46;0;49;37;39;42;30;46;10.0;50;10.0;4;4;1;36;1;1;41;1;2;0;41.111111111111114;41.53333333333333;39.9375;43.7;0.0;0;3;2;3;3;2;3.0;43.90909090909091
45;39;37;38;41;40;30;31;32;37;33;43;45;33;44;13.0;44;13.0;5;5;1;43;1;1;37;1;2;1;33.77777777777778;36.733333333333334;39.1875;38.92307692307692;0.0;0;3;2;3;3;2;3.0;40.625
0;43;31;37;35;44;33;35;32;47;33;41;42;36;36;11.0;30;11.0;4;4;1;30;1;1;34;0;2;1;40.111111111111114;38.2;37.375;37.18181818181818;0.0;0;3;2;3;3;2;3.0;40.75
42;33;42;40;42;46;38;32;0;43;37;32;32;34;37;10.0;43;10.0;4;4;1;34;1;1;34;1;2;0;37.72222222222222;37.266666666666666;39.5625;40.1;0.0;0;3;2;3;3;2;3.0;40.72727272727273
48;43;36;39;35;38;32;37;41;50;38;41;44;34;45;13.0;43;13.0;5;5;1;38;1;1;39;1;2;1;34.111111111111114;38.2;36.3125;43.92307692307692;0.0;0;3;2;3;3;2;3.0;43.81818181818182
50;34;39;41;34;34;40;39;0;42;30;38;43;33;43;10.0;43;10.0;4;4;1;38;1;1;37;1;2;0;34.94444444444444;36.93333333333333;36.125;43.6;0.0;0;3;2;3;3;2;3.0;44.0
50;42;42;38;32;43;30;34;32;39;36;38;31;36;44;13.0;36;13.0;5;5;1;37;1;1;37;1;2;1;34.72222222222222;35.666666666666664;39.125;40.0;0.0;0;3;2;3;3;2;3.0;42.625
0;0;34;0;7;0;40;0;0;41;38;33;0;35;0;2.0;36;2.0;1;1;1;0;0;0;0;0;2;0;39.27777777777778;29.1;30.727272727272727;41.0;0.0;0;3;2;3;3;2;4.0;50.0
43;36;46;41;32;47;40;30;0;42;40;42;33;42;47;10.0;45;10.0;4;4;1;32;1;1;35;1;2;0;34.72222222222222;38.0;39.0625;43.4;0.0;0;3;2;3;3;2;2.0;39.72727272727273
43;37;38;30;42;39;45;49;0;35;40;43;43;30;48;10.0;50;10.0;4;4;1;36;1;1;39;1;2;0;37.77777777777778;41.06666666666667;37.0625;39.0;0.0;0;3;2;3;3;2;3.0;44.09090909090909
37;39;31;32;35;38;34;38;30;44;36;48;34;30;43;13.0;50;13.0;5;5;1;30;1;1;40;1;2;1;38.05555555555556;35.8;37.875;36.69230769230769;0.0;0;3;2;3;3;2;3.0;42.25
47;44;37;43;43;41;45;44;39;47;44;44;43;33;46;13.0;42;13.0;5;5;1;36;1;1;39;1;2;1;39.44444444444444;40.8;41.75;44.0;0.0;0;3;2;3;3;2;2.0;39.375
41;40;39;39;40;38;43;49;0;46;39;35;37;33;47;10.0;35;10.0;4;4;1;38;1;1;38;1;2;0;39.55555555555556;37.4;39.25;43.2;0.0;0;3;2;3;3;2;3.0;41.45454545454545
38;44;32;38;40;37;33;37;0;35;30;43;39;35;39;10.0;43;10.0;4;4;1;39;1;1;34;1;2;0;34.333333333333336;34.06666666666667;39.125;37.7;0.0;0;3;2;3;3;2;3.0;42.36363636363637
31;44;38;31;39;41;40;44;0;47;30;43;40;30;42;10.0;45;10.0;4;4;1;39;1;1;39;1;2;0;38.611111111111114;38.86666666666667;39.3125;37.5;0.0;0;3;2;3;3;2;3.0;41.72727272727273
49;35;36;37;36;36;31;33;0;36;30;45;44;31;42;10.0;33;10.0;4;4;1;34;1;1;37;1;2;0;34.05555555555556;35.46666666666667;37.0;40.7;0.0;0;3;2;3;3;2;3.0;42.27272727272727
43;41;38;37;39;42;30;33;30;47;38;47;40;35;43;13.0;40;13.0;5;5;1;34;1;1;40;1;2;1;35.166666666666664;38.6;40.1875;39.23076923076923;0.0;0;3;2;3;3;2;2.0;38.625
38;33;43;39;30;43;35;38;35;40;35;33;38;34;45;13.0;45;13.0;5;5;1;36;1;1;33;1;2;1;34.5;38.4;36.375;39.46153846153846;0.0;0;3;2;3;3;2;3.0;43.0
35;40;38;35;39;41;41;39;0;42;36;44;38;37;35;10.0;31;10.0;4;4;1;34;1;1;37;1;2;0;38.94444444444444;39.93333333333333;40.4375;36.4;0.0;0;3;2;3;3;2;2.0;39.18181818181818
38;45;38;33;35;43;39;39;41;42;30;35;41;37;42;13.0;45;13.0;5;5;1;36;1;1;30;1;2;1;37.55555555555556;40.2;35.9375;39.07692307692308;0.0;0;3;2;3;3;2;3.0;41.125
50;43;34;39;31;38;40;39;0;46;37;43;35;30;37;10.0;45;10.0;4;4;1;33;1;1;39;1;2;0;34.611111111111114;38.13333333333333;37.0625;42.0;0.0;0;3;2;3;3;2;3.0;41.36363636363637
0;39;36;30;36;37;40;32;32;33;37;47;39;37;43;11.0;40;11.0;4;4;1;30;1;3;30;0;2;2;36.888888888888886;38.4;38.214285714285715;34.63636363636363;0.0;0;3;2;3;3;2;2.0;30.875
47;46;30;42;38;35;30;38;0;38;30;45;37;40;35;10.0;30;10.0;4;4;1;36;1;1;38;1;2;0;36.22222222222222;39.93333333333333;41.5;40.1;0.0;0;3;2;3;3;2;3.0;42.72727272727273
50;40;38;31;40;34;30;41;30;30;31;42;35;33;45;13.0;41;13.0;5;5;1;31;1;1;37;1;2;1;33.833333333333336;36.4;38.625;36.76923076923077;0.0;0;3;2;3;3;2;2.0;39.54545454545455
50;43;36;32;34;38;43;37;0;38;33;45;42;31;40;10.0;37;10.0;4;4;1;31;1;1;33;1;2;0;36.27777777777778;38.93333333333333;38.125;39.2;0.0;0;3;2;3;3;2;3.0;43.54545454545455
50;41;33;31;40;36;30;31;30;47;37;33;34;36;34;13.0;31;13.0;5;5;1;31;1;1;37;1;2;2;34.166666666666664;36.06666666666667;37.5;36.84615384615385;0.0;0;3;2;3;3;2;3.0;41.90909090909091
38;45;39;34;43;38;35;41;0;49;32;44;42;31;38;10.0;40;10.0;4;4;1;31;1;1;37;1;2;0;37.44444444444444;40.86666666666667;39.4375;39.0;0.0;0;3;2;3;3;2;3.0;42.25
50;45;33;38;42;39;36;39;0;41;34;45;34;42;45;10.0;50;10.0;4;4;1;40;1;1;41;1;2;0;37.666666666666664;42.4;40.1875;43.1;0.0;0;3;2;3;3;2;3.0;41.18181818181818
42;42;41;35;41;41;40;43;0;47;39;37;43;30;44;10.0;35;10.0;4;4;1;33;1;1;34;1;2;0;39.111111111111114;40.53333333333333;39.3125;41.5;0.0;0;3;2;3;3;2;3.0;42.90909090909091
50;45;39;36;32;39;34;35;0;47;34;42;33;35;34;10.0;39;10.0;4;4;1;35;1;1;42;1;2;0;36.44444444444444;38.46666666666667;38.625;40.4;0.0;0;3;2;3;3;2;3.0;41.625
46;45;38;43;45;43;42;44;37;44;42;45;42;41;46;13.0;39;13.0;5;5;1;39;1;1;39;1;2;1;40.55555555555556;42.06666666666667;40.75;42.92307692307692;0.0;0;3;2;3;3;2;2.0;40.0
48;41;42;35;37;42;31;33;40;0;40;44;39;37;43;11.0;42;11.0;4;4;0;31;1;1;36;1;2;1;34.833333333333336;40.53333333333333;38.4375;40.90909090909091;0.0;0;3;2;3;3;2;3.0;42.375
48;39;33;37;31;36;40;36;37;44;30;34;30;35;41;13.0;34;13.0;5;5;1;30;1;1;41;1;2;1;32.94444444444444;35.4;34.5;40.69230769230769;0.0;0;3;2;3;3;2;3.0;43.45454545454545
47;38;32;39;36;40;36;33;35;50;45;48;42;37;36;13.0;50;13.0;5;5;1;37;1;1;37;1;2;1;36.55555555555556;37.8;40.6875;40.30769230769231;0.0;0;3;2;3;3;2;3.0;41.18181818181818
45;33;40;36;35;43;40;41;37;43;37;35;38;30;46;13.0;43;13.0;5;5;1;40;1;1;41;1;2;1;37.44444444444444;37.06666666666667;39.9375;41.0;0.0;0;3;2;3;3;2;3.0;43.45454545454545
45;38;37;37;39;42;32;32;32;0;36;31;37;38;45;11.0;40;11.0;4;4;0;34;1;1;38;1;2;1;34.888888888888886;36.333333333333336;38.9375;39.27272727272727;0.0;0;3;2;3;3;2;3.0;43.25
49;34;40;36;37;39;34;35;30;42;36;45;37;39;40;13.0;38;13.0;5;5;1;30;1;1;41;1;2;1;38.111111111111114;35.86666666666667;41.0;38.46153846153846;0.0;0;3;2;3;3;2;3.0;41.25
0;33;38;0;34;33;34;46;0;36;37;40;43;34;44;5.0;34;5.0;2;2;1;35;0;1;41;0;2;0;34.888888888888886;36.266666666666666;38.25;40.8;0.0;0;3;2;3;3;2;2.0;36.0
46;33;41;41;44;44;40;43;43;45;39;39;40;30;46;13.0;45;13.0;5;5;1;42;1;1;41;1;2;1;41.166666666666664;39.06666666666667;42.125;44.0;0.0;0;3;2;3;3;2;3.0;42.36363636363637
42;37;36;40;33;44;40;35;30;42;38;47;35;37;39;13.0;35;13.0;5;5;1;37;1;1;40;1;2;1;38.0;40.46666666666667;40.25;38.07692307692308;0.0;0;3;2;3;3;2;2.0;39.875
44;40;39;42;32;41;35;39;0;47;31;34;42;34;44;10.0;30;10.0;4;4;1;35;1;1;41;1;2;0;35.05555555555556;38.2;39.6875;44.0;0.0;0;3;2;3;3;2;3.0;42.72727272727273
42;41;36;36;40;40;35;38;40;43;33;37;40;39;44;13.0;39;13.0;5;5;1;30;1;1;37;1;2;1;35.888888888888886;37.666666666666664;41.625;40.76923076923077;0.0;0;3;2;3;3;2;3.0;43.18181818181818
38;44;35;41;38;38;35;45;0;47;42;44;42;35;44;10.0;39;10.0;4;4;1;32;1;1;41;1;2;0;36.388888888888886;40.733333333333334;37.1875;42.5;0.0;0;3;2;3;3;2;3.0;42.54545454545455
37;41;40;38;30;35;33;37;35;39;36;40;43;34;38;13.0;30;13.0;5;5;1;34;1;1;36;1;2;1;39.22222222222222;41.13333333333333;37.0;37.30769230769231;0.0;0;3;2;3;3;2;3.0;43.0
47;46;33;38;34;35;35;33;0;43;30;45;33;38;41;10.0;43;10.0;4;4;1;34;1;1;36;1;2;0;34.666666666666664;38.8;41.4375;41.7;0.0;0;3;2;3;3;2;3.0;41.0
39;45;33;30;38;37;40;43;0;43;30;33;48;33;44;10.0;33;10.0;4;4;1;33;1;1;44;1;2;0;35.166666666666664;42.53333333333333;40.0;38.6;0.0;0;3;2;3;3;2;3.0;44.18181818181818
35;32;39;34;33;34;40;36;0;42;30;34;39;30;33;10.0;35;10.0;4;4;1;33;2;1;36;2;2;0;32.833333333333336;36.2;36.125;35.5;0.0;0;3;2;3;3;2;3.0;44.09090909090909
43;35;39;36;34;47;44;40;0;0;31;35;37;33;36;8.0;35;8.0;3;3;0;34;1;1;35;1;2;0;35.27777777777778;37.8;36.625;37.75;0.0;0;3;2;3;3;2;2.0;33.2
40;40;39;42;42;41;40;41;33;38;41;49;39;37;42;13.0;35;13.0;5;5;1;38;1;1;37;1;2;1;36.44444444444444;41.6;42.25;39.0;0.0;0;3;2;3;3;2;3.0;43.72727272727273
46;39;38;36;37;42;35;42;0;30;39;41;43;30;45;10.0;45;10.0;4;4;1;36;1;1;41;1;2;0;38.05555555555556;39.333333333333336;37.1875;39.5;0.0;0;3;2;3;3;2;3.0;40.09090909090909
50;36;32;39;35;40;38;47;42;36;32;42;46;40;45;13.0;50;13.0;5;5;1;30;1;1;37;1;2;1;38.333333333333336;36.6;37.4375;42.30769230769231;0.0;0;3;2;3;3;2;3.0;40.625
37;43;41;36;42;38;35;45;0;48;30;45;39;39;40;10.0;50;10.0;4;4;1;47;1;1;38;1;2;0;37.5;40.266666666666666;40.9375;39.8;0.0;0;3;2;3;3;2;3.0;40.09090909090909
43;40;36;40;32;40;30;37;34;39;30;38;42;32;40;13.0;50;13.0;5;5;1;31;1;1;37;1;2;1;34.72222222222222;39.86666666666667;38.25;38.92307692307692;0.0;0;3;2;3;3;2;2.0;39.72727272727273
50;38;41;37;38;35;39;36;33;0;33;45;39;30;43;11.0;39;11.0;4;4;0;34;1;1;38;1;2;1;36.94444444444444;36.13333333333333;39.8125;39.90909090909091;0.0;0;3;2;3;3;2;3.0;42.875
36;34;35;30;38;36;43;40;0;50;36;44;41;37;39;10.0;30;10.0;4;4;1;34;1;1;40;1;2;0;36.22222222222222;37.46666666666667;38.4375;37.9;0.0;0;3;2;3;3;2;3.0;42.36363636363637
43;46;41;38;41;40;40;43;42;0;40;43;38;32;45;11.0;45;11.0;4;4;0;40;1;1;44;1;2;1;38.611111111111114;40.86666666666667;41.3125;41.90909090909091;0.0;0;3;2;3;3;2;3.0;42.25
35;33;37;37;45;43;35;44;0;38;30;40;39;30;47;10.0;43;10.0;4;4;1;36;1;1;37;1;2;0;36.166666666666664;37.666666666666664;40.75;39.8;0.0;0;3;2;3;3;2;3.0;43.90909090909091
36;43;36;37;35;42;31;33;39;0;30;39;42;38;41;11.0;50;11.0;4;4;0;30;1;1;36;1;2;1;34.166666666666664;39.0;39.6875;38.45454545454545;0.0;0;3;2;3;3;2;3.0;41.125
0;0;0;0;0;0;35;0;0;33;0;0;0;0;0;2.0;0;2.0;1;1;1;0;0;0;0;0;2;0;45.0;38.0;0.0;33.0;0.0;0;3;2;3;3;2;2.0;33.0
50;44;32;44;34;38;41;41;0;41;32;38;43;34;41;10.0;35;10.0;4;4;1;37;1;1;30;1;2;0;38.333333333333336;40.8;38.375;43.7;0.0;0;3;2;3;3;2;3.0;41.90909090909091
44;39;31;33;40;40;40;40;0;46;35;41;39;30;45;10.0;35;10.0;4;4;1;35;1;1;32;1;2;0;36.5;39.46666666666667;39.625;41.4;0.0;0;3;2;3;3;2;3.0;40.36363636363637
46;36;40;34;30;41;35;42;0;43;39;43;43;37;45;10.0;50;10.0;4;4;1;38;1;1;39;1;2;0;33.833333333333336;40.06666666666667;37.6875;41.5;0.0;0;3;2;3;3;2;3.0;43.90909090909091
50;35;43;34;31;38;31;39;0;50;31;36;39;40;42;10.0;30;10.0;4;4;1;35;1;1;40;1;2;0;33.72222222222222;35.266666666666666;37.375;42.8;0.0;0;3;2;3;3;2;2.0;39.375
50;47;38;41;34;42;38;32;42;45;32;48;41;38;47;13.0;38;13.0;5;5;1;43;1;1;36;1;2;1;36.888888888888886;40.46666666666667;40.375;44.61538461538461;0.0;0;3;2;3;3;2;4.0;45.90909090909091
45;38;37;35;39;41;30;45;35;40;32;37;38;37;42;13.0;43;13.0;5;5;1;42;1;1;37;1;2;1;35.27777777777778;36.733333333333334;40.625;38.92307692307692;0.0;0;3;2;3;3;2;3.0;44.63636363636363
44;43;38;36;34;37;44;30;0;44;30;44;46;35;44;10.0;38;10.0;4;4;1;39;1;1;36;1;2;0;34.5;37.86666666666667;41.4375;41.6;0.0;0;3;2;3;3;2;3.0;43.18181818181818
0;35;30;9;32;38;37;36;30;36;40;42;43;38;36;11.0;43;8.0;4;3;1;34;1;1;37;0;1;1;32.94444444444444;33.266666666666666;36.9375;27.0;3.0;1;3;2;3;3;2;2.0;36.625
50;37;38;36;42;41;35;45;38;42;32;35;41;40;44;13.0;42;13.0;5;5;1;43;1;1;33;1;2;1;35.05555555555556;38.0;39.6875;41.38461538461539;0.0;0;3;2;3;3;2;3.0;41.72727272727273
42;39;32;39;37;37;37;43;40;49;40;45;44;36;41;13.0;44;13.0;5;5;1;39;1;1;37;1;2;1;36.333333333333336;37.2;40.5;41.69230769230769;0.0;0;3;2;3;3;2;2.0;39.27272727272727
46;47;43;38;33;44;38;33;0;45;44;41;45;33;39;10.0;42;10.0;4;4;1;39;1;1;46;1;2;0;38.0;41.4;40.125;41.3;0.0;0;3;2;3;3;2;3.0;42.54545454545455
36;38;36;37;39;41;35;31;38;48;37;39;42;33;44;13.0;45;13.0;5;5;1;38;1;1;33;1;2;1;37.888888888888886;35.0;38.6875;40.38461538461539;0.0;0;3;2;3;3;2;3.0;42.90909090909091
46;36;37;43;37;42;36;34;38;50;35;41;39;34;43;13.0;45;13.0;5;5;1;31;1;1;38;1;2;1;35.111111111111114;37.333333333333336;39.25;43.38461538461539;0.0;0;3;2;3;3;2;3.0;42.875
50;39;41;40;37;42;39;30;32;41;31;42;40;37;48;13.0;31;13.0;5;5;1;30;1;1;36;1;2;1;34.833333333333336;36.733333333333334;38.9375;41.69230769230769;0.0;0;3;2;3;3;2;2.0;39.375
37;47;42;39;40;32;40;37;37;44;38;33;47;37;45;13.0;34;13.0;5;5;1;36;1;1;39;1;2;1;36.22222222222222;39.6;39.0625;40.38461538461539;0.0;0;3;2;3;3;2;3.0;43.27272727272727
48;45;41;31;33;31;37;34;36;48;30;43;41;32;43;13.0;40;13.0;5;5;1;42;1;1;33;1;2;1;37.27777777777778;36.53333333333333;38.5;40.15384615384615;0.0;0;3;2;3;3;2;3.0;43.625
47;39;38;38;33;41;40;44;35;40;36;39;39;42;44;13.0;30;13.0;5;5;1;30;1;1;41;1;2;1;35.833333333333336;38.2;37.125;40.38461538461539;0.0;0;3;2;3;3;2;3.0;40.625
43;43;36;32;41;36;30;46;0;42;30;42;31;37;39;10.0;43;10.0;4;4;1;34;2;1;33;2;2;0;36.27777777777778;36.13333333333333;39.25;38.3;0.0;0;3;2;3;3;2;2.0;39.0
50;40;37;33;34;41;32;33;35;0;31;33;47;40;48;11.0;31;11.0;4;4;0;35;1;1;39;1;2;1;34.666666666666664;38.13333333333333;37.875;40.72727272727273;0.0;0;3;2;3;3;2;3.0;41.25
46;33;36;40;31;40;35;48;0;34;32;45;36;40;42;10.0;40;10.0;4;4;1;33;1;1;37;1;2;0;34.55555555555556;34.733333333333334;38.625;40.6;0.0;0;3;2;3;3;2;2.0;39.0
44;46;33;35;41;37;38;45;0;45;34;45;34;36;45;10.0;47;10.0;4;4;1;40;1;1;40;1;2;0;34.611111111111114;37.86666666666667;42.9375;41.8;0.0;0;3;2;3;3;2;3.0;44.18181818181818
