GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;DISTANCIA;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;ESTADO_FINAL;NOTA_DIF;VECES_DIF;CREDITOS_DIF;NOTA_FIS_UNO;VECES_FIS_UNO;CREDITOS_FIS_UNO;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEM;VECES_SEM;CREDITOS_SEM;NOTA_PROGB;VECES_PROGB;CREDITOS_PROGB;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INT;VECES_INT;CREDITOS_INT;NOTA_HIST;VECES_HIST;CREDITOS_HIST;NOTA_POO;VECES_POO;CREDITOS_POO;NOTA_FIS_DOS;VECES_FIS_DOS;CREDITOS_FIS_DOS;NOTA_CIR_UNO;VECES_CIR_UNO;CREDITOS_CIR_UNO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_DEM;VECES_DEM;CREDITOS_DEM;NOTA_MULTI;VECES_MULTI;CREDITOS_MULTI;NOTA_CIR_DOS;VECES_CIR_DOS;CREDITOS_CIR_DOS;NOTA_FIS_TRES;VECES_FIS_TRES;CREDITOS_FIS_TRES;NOTA_ECUA;VECES_ECUA;CREDITOS_ECUA;NOTA_EL_UNO;VECES_EL_UNO;CREDITOS_EL_UNO;NOTA_L_UNO;VECES_L_UNO;CREDITOS_L_UNO;NOTA_PYE_UNO;VECES_PYE_UNO;CREDITOS_PYE_UNO;NOTA_VARCOM;VECES_VARCOM;CREDITOS_VARCOM;NOTA_EL_DOS;VECES_EL_DOS;CREDITOS_EL_DOS;NOTA_PROGAPL;VECES_PROGAPL;CREDITOS_PROGAPL;NOTA_CAMPOS;VECES_CAMPOS;CREDITOS_CAMPOS;NOTA_FCD;VECES_FCD;CREDITOS_FCD;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_ONDAS;VECES_ONDAS;CREDITOS_ONDAS;NOTA_FOU;VECES_FOU;CREDITOS_FOU;NOTA_TFM;VECES_TFM;CREDITOS_TFM;NOTA_EL_TRES;VECES_EL_TRES;CREDITOS_EL_TRES;NOTA_ADMICRO;VECES_ADMICRO;CREDITOS_ADMICRO;NOTA_L_DOS;VECES_L_DOS;CREDITOS_L_DOS;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_COMANA;VECES_COMANA;CREDITOS_COMANA;NOTA_MOYGE;VECES_COYGE;CREDITOS_COYGE;NOTA_DDM;VECES_DDM;CREDITOS_DDM;NOTAS_SYS;VECES_SYS;CREDITOS_SYS;NOTA_CCON;VECES_CCON;CREDITOS_CCON;NOTA_L_TRES;VECES_L_TRES;CREDITOS_L_TRES;NOTA_COMDIG;VECES_COMDIG;CREDITOS_COMDIG;NOTA_FDS;VECES_FDS;CREDITOS_FDS;NOTA_HSE;VECES_HSE;CREDITOS_HSE;NOTA_SISDIN;VECES_SISDIN;CREDITOS_SISDIN;NOTA_ELECPOT;VECES_ELECPOT;CREDITOS_ELECPOT;NOTA_ECO;VECES_ECO;CREDITOS_ECO;NOTA_TELEC_UNO;VECES_TELEC_UNO;CREDITOS_TELEC_UNO;NOTA_TELEMA_UNO;VECES_TELEMA_UNO;CREDITOS_TELEMA_UNO;NOTA_C_UNO;VECES_C_UNO;CREDITOS_C_UNO;NOTA_INSIND;VECES_INSIND;CREDITOS_INSIND;NOTA_BIOING_UNO;VECES_BIOING_UNO;CREDITOS_BIOING_UNO;NOTA_INGECO;VECES_INGECO;CREDITOS_INGECO;NOTA_STG;VECES_STG;CREDITOS_STG;NOTAS_BDATOS;VECES_BDATOS;CREDITOS_BDATOS;NOTA_EI_IA;VECES_EI_IA;CREDITOS_EI_IA;NOTA_EI_IIA;VECES_EI_IIA;CREDITOS_EI_IIA;NOTA_EI_IIIA;VECES_EI_IIIA;CREDITOS_EI_IIIA;NOTA_TRABGRAD;VECES_TRABGRAD;CREDITOS_TRABGRAD;NOTA_TV;VECES_TV;CREDITOS_TV;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;NOTA_EI_IB;VECES_EI_IB;CREDITOS_EI_IB;NOTA_EI_IIB;VECES_EI_IIB;CREDITOS_EI_IIB;NOTA_EI_IIIB;VECES_EI_IIIB;CREDITOS_EI_IIIB;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;NOTA_EYB;VECES_EYB;CREDITOS_EYB;NOTA_ELEC_IND;VECES_ELEC_IND;CREDITOS_ELEC_IND;NOTA_TGDOS;VECES_TGDOS;CREDITOS_TGDOS;PROMEDIO_UNO;CAR_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;NCC_UNO;NCA_UNO;NCP_UNO;RENDIMIENTO_UNO;PROMEDIO_DOS;CAR_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NCC_DOS;NCA_DOS;NCP_DOS;RENDIMIENTO_DOS;PROMEDIO_TRES;CAR_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NCC_TRES;NCA_TRES;NCP_TRES;RENDIMIENTO_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;RENDIMIENTO_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;RENDIMIENTO_CINCO;PROMEDIO_SEIS;CAR_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;RENDIMIENTO_SEIS;PROMEDIO_SIETE;CAR_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;RENDIMIENTO_SIETE;PROMEDIO_OCHO;CAR_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;RENDIMIENTO_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;RENDIMIENTO_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;RENDIMIENTO_DIEZ
0;0;20;0;0;0;407.37;56.59;56.59;57.26;47.67;48.95;48.95;50.09;0;42.25;26.13;5;6;7;99;2009;1;9;27.5;2;4;22.5;2;3;30.0;1;1;0.0;0;2;50.0;2;1;25.0;2;3;19.0;5;3;23.33333333;3;3;0.0;0;2;25.0;3;3;25.0;2;3;23.66666667;3;3;35.0;1;2;0.0;0;1;18.0;3;3;9.0;1;3;20.66666667;3;3;15.0;3;3;0.0;1;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;25.0;3;3;6.0;1;2;9.666666667;3;3;0.0;1;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;27.708333333333332;4;5;2;3;1;12.0;2.0;10.0;1.0;23.2;5;5;0;5;1;15.0;0.0;15.0;1.0;15.17647058882353;3;6;1;5;1;17.0;2.0;15.0;1.0;14.500000000124999;2;3;0;3;1;8.0;0.0;8.0;1.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
1;0;20;0;0;0;444.29;79.16;79.16;54.31;54.13;57.57;57.57;55.49;0;49.11;49.51;10;6;10;2;2009;1;5;30.0;1;4;30.0;1;3;40.0;1;1;0.0;0;2;40.0;2;1;45.0;1;3;35.0;1;3;30.0;1;3;42.0;1;2;50.0;1;3;30.0;2;3;32.5;2;3;35.0;1;2;0.0;0;1;30.0;1;3;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;3;0.0;0;2;0.0;0;2;30.0;1;2;30.0;1;3;50.0;1;3;30.0;1;2;45.0;1;3;45.0;1;2;45.0;1;2;40.0;1;2;42.0;1;3;36.0;1;3;40.0;1;3;0.0;0;2;50.0;1;2;32.0;1;3;38.0;1;3;47.0;1;3;32.0;1;2;40.0;1;1;0.0;0;2;45.0;1;3;27.5;2;2;0.0;0;1;30.0;1;2;41.0;1;3;43.0;1;2;32.0;1;3;39.0;1;2;34.0;1;3;41.0;1;3;43.0;1;2;44.0;1;2;44.0;1;1;45.0;1;2;44.0;2;3;42.0;1;3;45.0;2;3;44.0;2;3;38.0;1;3;43.0;1;2;32.0;2;3;42.0;1;3;42.0;1;3;0;1;1;47.0;1;2;50.0;1;3;0.0;0;3;35.416666666666664;1;5;5;0;2;12.0;12.0;0.0;2.0;36.26470588235294;2;6;6;0;2;17.0;17.0;0.0;2.0;32.35294117647059;0;6;6;0;2;17.0;17.0;0.0;2.0;38.07692307692308;0;5;5;0;2;13.0;13.0;0.0;2.0;40.93333333333333;0;6;6;0;2;15.0;15.0;0.0;3.0;39.642857142857146;0;6;6;0;2;14.0;14.0;0.0;2.0;38.25;1;5;4;1;2;12.0;10.0;2.0;2.0;39.27777777777778;0;8;8;0;2;18.0;18.0;0.0;2.0;42.64705882352941;3;6;6;0;2;17.0;17.0;0.0;3.0;39.46666666666667;1;6;5;1;2;15.0;14.0;1.0;2.0
0;2;21;1;131;7;482.5;60.48;60.48;58.68;59.03;59.11;59.11;65.51;0;60.49;45.71;7;6;10;2;2009;1;5;32.5;2;4;35.0;1;3;40.0;1;1;0.0;0;2;40.0;2;1;40.0;1;3;32.5;2;3;30.0;1;3;45.0;1;2;45.0;1;3;30.0;1;3;27.5;4;3;40.0;1;2;0.0;0;1;26.66666667;3;3;33.0;1;3;30.0;1;3;30.0;1;3;31.0;1;3;0.0;0;2;0.0;0;2;24.33333333;3;2;25.0;2;3;45.0;1;3;42.0;1;2;45.0;1;3;38.0;1;2;40.0;1;2;26.33333333;3;2;36.0;1;3;25.5;2;3;25.0;2;3;0.0;0;2;50.0;1;2;30.0;1;3;31.0;1;3;18.0;2;3;27.5;2;2;40.0;1;1;0.0;0;2;34.0;1;3;30.0;1;2;0.0;0;1;24.0;2;2;25.66666667;3;3;28.33333333;3;2;32.0;1;3;30.0;1;2;21.0;2;3;29.5;2;3;49.0;1;2;35.0;1;2;48.0;1;1;45.0;1;2;36.0;2;3;34.0;1;3;34.0;2;3;48.0;2;3;40.0;1;3;32.0;2;2;34.0;3;3;30.0;1;3;25.0;2;3;42;1;1;41.0;1;2;46.0;1;3;0.0;0;3;36.25;2;5;5;0;2;12.0;12.0;0.0;2.0;34.411764705882355;2;6;5;1;2;17.0;14.0;3.0;2.0;31.29411764764706;1;6;5;1;2;17.0;14.0;3.0;2.0;36.743589743076924;2;5;3;2;2;13.0;8.0;5.0;2.0;31.211111110666668;3;6;3;3;1;15.0;7.0;8.0;2.0;30.857142857142858;2;6;4;2;2;14.0;9.0;5.0;2.0;28.638888889166665;3;5;2;3;1;12.0;5.0;7.0;1.0;34.083333333333336;2;8;6;2;2;18.0;12.0;6.0;2.0;37.64705882352941;4;6;6;0;2;17.0;17.0;0.0;2.0;35.266666666666666;2;6;5;1;2;15.0;12.0;3.0;2.0
0;1;20;1;1;21;444.72;57.98;57.98;65.58;60.51;56.52;56.52;56.94;0;46.43;56.01;18;6;10;1;2009;1;10;35.0;1;4;40.0;1;3;30.0;1;1;0.0;0;2;40.0;1;1;40.0;1;3;45.0;1;3;15.0;1;3;15.0;1;2;15.0;1;3;15.0;1;3;15.0;1;3;50.0;1;2;0.0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;3;0.0;1;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;37.5;0;5;5;0;2;12.0;12.0;0.0;2.0;20.294117647058822;0;6;1;5;1;17.0;3.0;14.0;1.0;50.0;0;1;1;0;2;2.0;2.0;0.0;4.0;15.0;0;1;0;1;1;3.0;0.0;3.0;1.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
0;2;19;1;20;5;458.16;61.26;61.26;61.99;59.94;52.77;52.77;60.0;0;41.86;47.21;20;5;10;3;2009;1;5;27.5;2;4;35.0;1;3;45.0;1;1;0.0;0;2;45.0;2;1;40.0;1;3;30.0;1;3;30.0;1;3;45.0;1;2;40.0;1;3;35.0;1;3;30.0;2;3;45.0;1;2;0.0;0;1;35.0;1;3;35.0;1;3;40.0;1;3;40.0;1;3;35.0;1;3;0.0;0;2;0.0;0;2;30.0;1;2;31.0;1;3;40.0;1;3;30.0;1;2;45.0;1;3;45.0;1;2;38.0;1;2;38.0;1;2;36.0;2;3;39.0;1;3;45.0;1;3;0.0;0;2;50.0;1;2;33.0;1;3;33.0;1;3;37.0;1;3;31.0;1;2;40.0;1;1;0.0;0;2;41.0;1;3;36.0;1;2;0.0;0;1;30.0;1;2;48.0;1;3;39.0;1;2;42.0;1;3;40.0;1;2;23.66666667;3;3;34.0;1;3;48.0;1;2;22.0;2;2;47.0;1;1;43.0;1;2;46.0;1;3;36.0;1;3;36.0;4;3;47.0;3;3;35.0;1;3;40.0;1;2;35.0;1;3;32.0;1;3;39.0;2;3;0;1;1;45.0;1;2;34.0;1;3;0.0;0;3;35.416666666666664;2;5;4;1;2;12.0;8.0;4.0;2.0;34.411764705882355;1;6;6;0;2;17.0;17.0;0.0;2.0;37.94117647058823;0;6;6;0;2;17.0;17.0;0.0;2.0;36.0;0;5;5;0;2;13.0;13.0;0.0;2.0;40.13333333333333;1;6;6;0;2;15.0;15.0;0.0;3.0;36.5;0;6;6;0;2;14.0;14.0;0.0;2.0;39.75;0;5;5;0;2;12.0;12.0;0.0;2.0;36.22222222277778;2;8;6;2;2;18.0;13.0;5.0;2.0;40.0;2;6;6;0;2;17.0;17.0;0.0;2.0;34.0;1;6;5;1;2;15.0;14.0;1.0;2.0
0;2;11;1;20;5;417.38;89.86;89.86;58.93;54.01;55.25;55.25;58.09;0;32.22;57.13;20;3;10;3;2009;1;10;16.66666667;3;4;20.0;2;3;22.5;2;1;0.0;0;2;15.0;2;1;35.0;1;3;15.0;3;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;27.5;1;2;0.0;0;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;1;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;22.430555556666665;4;5;1;4;1;12.0;3.0;9.0;1.0;15.0;1;1;0;1;1;3.0;0.0;3.0;1.0;27.5;0;1;0;1;1;2.0;0.0;2.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
0;1;7;1;20;5;435.89;58.89;58.89;54.91;47.67;46.97;46.97;60.0;0;51.25;57.13;11;5;6;2;2009;1;9;25.0;2;4;30.0;1;3;40.0;1;1;0.0;0;2;35.0;1;1;35.0;1;3;35.0;1;3;30.0;1;3;45.0;1;2;35.0;1;3;35.0;1;3;30.0;1;3;40.0;1;2;0.0;0;1;30.0;1;3;30.0;1;3;30.0;1;3;23.5;2;3;16.5;4;3;0.0;0;2;0.0;0;2;0.0;0;2;23.0;1;3;35.0;1;3;46.0;1;2;7.0;3;3;45.0;1;2;2.0;2;2;7.0;3;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;45.0;1;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;1;11.66666667;3;2;0.0;0;3;23.0;2;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;30.833333333333332;1;5;4;1;2;12.0;8.0;4.0;2.0;34.411764705882355;0;6;6;0;2;17.0;17.0;0.0;2.0;27.647058823529413;2;6;4;2;1;17.0;11.0;6.0;1.0;26.09090909090909;1;4;2;2;1;11.0;5.0;6.0;1.0;18.0;2;3;1;2;1;6.0;2.0;4.0;1.0;15.0;0;2;1;1;1;3.0;1.0;2.0;1.0;17.333333335;2;2;0;2;1;4.0;0.0;4.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
0;2;11;1;20;5;451.52;61.4;61.4;60.61;61.3;58.76;58.76;46.32;0;58.57;49.65;11;3;10;2;2009;1;10;30.0;1;4;35.0;1;3;35.0;1;1;0.0;0;2;40.0;2;1;40.0;1;3;30.0;1;3;35.0;1;3;45.0;1;2;27.5;2;3;35.0;1;3;30.0;1;3;45.0;1;2;0.0;0;1;30.0;1;3;30.0;1;3;30.0;2;3;23.33333333;3;3;35.0;1;3;0.0;0;2;0.0;0;2;27.5;2;2;45.0;1;3;27.5;2;3;35.0;1;2;45.0;1;3;40.0;1;2;26.33333333;4;2;18.0;3;2;0.0;0;3;0.0;0;3;23.5;2;3;0.0;0;2;0.0;1;2;0.0;1;3;30.0;1;3;11.66666667;3;3;19.5;2;2;45.0;1;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;1;25.5;2;2;0.0;0;3;13.0;1;2;0.0;0;3;0.0;0;2;5.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;1;36.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;35.0;1;5;5;0;2;12.0;12.0;0.0;2.0;33.088235294117645;1;6;5;1;2;17.0;14.0;3.0;2.0;31.470588234705883;2;6;5;1;2;17.0;14.0;3.0;2.0;36.73076923076923;2;5;3;2;2;13.0;8.0;5.0;2.0;26.574074073333335;3;4;1;3;1;9.0;2.0;7.0;1.0;14.928571429285714;2;6;2;4;1;14.0;4.0;10.0;1.0;19.25;1;2;0;2;1;4.0;0.0;4.0;1.0;17.4;0;2;1;1;1;5.0;2.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
0;1;20;1;20;5;462.91;55.09;55.09;55.5;50.65;75.15;75.15;49.88;0;54.21;56.31;20;5;10;2;2009;1;9;27.5;2;4;30.0;1;3;40.0;1;1;0.0;0;2;35.0;2;1;40.0;1;3;30.0;1;3;30.0;1;3;45.0;1;2;40.0;1;3;15.0;3;3;25.0;2;3;50.0;1;2;0.0;0;1;0.0;1;3;0.0;1;3;0.0;0;3;15.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;40.0;1;3;0.0;0;2;0.0;0;3;0.0;1;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;32.916666666666664;2;5;4;1;2;12.0;8.0;4.0;2.0;30.0;2;6;4;2;2;17.0;11.0;6.0;1.0;13.181818181818182;0;4;1;3;1;11.0;2.0;9.0;1.0;40.0;0;1;1;0;2;3.0;3.0;0.0;2.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;1;0;1;1;2.0;0.0;2.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
0;1;20;1;178;15;459.47;70.42;70.42;56.34;54.05;51.38;51.38;63.27;0;60.49;47.66;8;6;10;3;2009;1;9;27.5;2;4;40.0;1;3;35.0;1;1;0.0;0;2;40.0;1;1;45.0;1;3;35.0;1;3;35.0;1;3;40.0;1;2;35.0;1;3;30.0;1;3;28.33333333;3;3;50.0;1;2;0.0;0;1;35.0;1;3;30.0;3;3;30.0;1;3;16.33333333;3;3;23.0;3;3;0.0;0;2;0.0;0;2;22.0;2;2;34.0;1;3;35.0;1;3;28.5;2;2;30.0;2;3;45.0;1;2;18.33333333;3;2;28.0;2;2;0.0;0;3;32.0;1;3;29.5;2;3;0.0;0;2;0.0;1;2;21.33333333;3;3;35.0;1;3;19.33333333;3;3;40.0;1;2;45.0;1;1;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;1;22.0;3;2;13.0;2;3;30.0;1;2;0.0;0;3;0.0;0;2;7.0;1;3;0.0;0;3;43.0;1;2;0.0;0;2;0.0;0;1;36.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;36.666666666666664;1;5;4;1;2;12.0;8.0;4.0;2.0;33.52941176411765;1;6;5;1;2;17.0;14.0;3.0;2.0;29.58823529352941;3;6;4;2;1;17.0;11.0;6.0;1.0;30.615384615384617;3;5;3;2;2;13.0;9.0;4.0;2.0;30.59722222166667;3;5;2;3;1;12.0;5.0;7.0;2.0;25.14285714142857;2;6;3;3;1;14.0;6.0;8.0;1.0;22.555555555555557;2;4;2;2;1;9.0;4.0;5.0;1.0;25.571428571428573;0;3;2;1;1;7.0;4.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;1;0;1;1;1.0;0.0;1.0;0.0
0;0;10;0;0;0;441.97;65.16;65.16;61.41;54.01;55.25;55.25;55.99;0;38.35;61.22;20;5;10;3;2009;1;5;30.0;1;4;35.0;1;3;40.0;1;1;0.0;0;2;40.0;2;1;45.0;1;3;35.0;1;3;35.0;1;3;45.0;1;2;40.0;1;3;30.0;1;3;30.0;1;3;40.0;1;2;0.0;0;1;35.0;1;3;21.66666667;3;3;30.0;1;3;25.0;2;3;30.0;1;3;0.0;0;2;0.0;0;2;18.25;4;2;28.0;3;3;40.0;1;3;21.5;2;2;45.0;1;3;41.0;1;2;42.0;1;2;30.0;1;2;25.5;2;3;30.0;1;3;30.0;1;3;0.0;0;2;48.0;1;2;26.0;3;3;30.0;1;3;30.0;1;3;35.0;1;2;18.0;2;1;0.0;0;2;31.5;2;3;17.5;2;2;0.0;0;1;30.0;1;2;34.0;1;3;25.5;2;2;26.0;2;3;39.0;1;2;30.0;1;3;30.0;1;3;47.0;1;2;26.5;2;2;19.0;2;1;32.5;2;2;25.5;7;3;15.7;0;3;27.5;4;3;19.0;4;3;34.0;0;3;23.5;1;2;25.0;4;3;17.0;0;3;30.0;1;3;0;1;1;34.0;1;2;38.0;1;3;0.0;0;3;36.666666666666664;1;5;5;0;2;12.0;12.0;0.0;2.0;35.294117647058826;0;6;6;0;2;17.0;17.0;0.0;2.0;29.70588235352941;2;6;4;2;1;17.0;11.0;6.0;1.0;32.19230769230769;3;5;2;3;1;13.0;6.0;7.0;2.0;32.166666666666664;1;6;5;1;2;15.0;12.0;3.0;2.0;31.571428571428573;2;6;4;2;2;14.0;10.0;4.0;2.0;28.541666666666668;3;5;3;2;1;12.0;8.0;4.0;1.0;31.5;4;8;5;3;1;18.0;12.0;6.0;2.0;23.90909090909091;3;4;1;3;1;11.0;3.0;8.0;1.0;28.916666666666668;1;5;3;2;1;12.0;8.0;4.0;1.0
