NOTA_PROB;NOTA_CIENCIAS_COMP_UNO;NOTA_MOD_PROG_DOS;NOTA_ARQ_COMP;NOTA_INV_OP_UNO;NOTA_FISICA_TRES;VECES_INV_OP_UNO;VECES_PROB;NOTA_METODOS_NUM;NOTA_MOD_PROG_UNO;VECES_MOD_PROG_DOS;VECES_FISICA_TRES;NOTA_EE_TRES;VECES_CIENCIAS_COMP_UNO;VECES_ARQ_COMP;VECES_EE_TRES;NCC_CUATRO;NCA_CUATRO;NAP_CUATRO;NOTA_MAT_DIS;NOTA_A_SISTEMAS;NAC_TRES;NAA_DOS;VECES_A_SISTEMAS;NOTA_GT_DOS;CAR_CUATRO;NAA_CUATRO;NOTA_FUND_BASES;NCC_TRES;NOTA_HOMBRE;NCP_CUATRO;NAA_TRES;VECES_HOMBRE;NAC_CUATRO;EPA_CUATRO;CREDITOS_PROB;CREDITOS_INV_OP_UNO;PROMEDIO_CINCO;CREDITOS_EE_TRES;CREDITOS_MOD_PROG_DOS;CREDITOS_CIENCIAS_COMP_UNO;CREDITOS_FISICA_TRES;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;CREDITOS_ARQ_COMP;RENDIMIENTO_CINCO
34.0;20.66666667;42.0;50.0;33.0;37.0;1;1;30.5;30.0;1;1;41;3;1;1;18.0;12.0;2;24.0;32.0;7;4;1;50;3;7;34.0;18.0;47.0;6.0;6;1;9;2;3;3;35.89473684263158;2;3;3;3;33.666666666666664;30.473684210526315;35.05555555555556;2;2.0
0.0;0.0;40.0;0.0;0.0;28.0;0;0;38.0;38.0;1;2;0;0;0;0;12.0;4.0;3;18.0;0.0;5;4;0;0;2;2;28.0;14.0;0.0;8.0;4;0;5;1;3;3;34.0;2;3;3;3;35.666666666666664;30.687500000625;31.357142857142858;2;2.0
30.0;36.0;33.0;48.0;34.0;28.0;1;1;41.0;33.0;1;2;46;1;1;1;18.0;15.0;1;38.0;35.0;7;7;1;50;1;8;38.0;18.0;44.0;3.0;7;1;9;2;3;3;35.31578947368421;2;3;3;3;36.05555555555556;35.39473684210526;38.94444444444444;2;2.0
30.5;33.0;36.0;32.0;29.0;24.5;2;2;39.0;44.0;1;2;0;1;1;0;16.0;8.0;3;22.75;30.0;6;6;1;0;3;4;29.0;16.0;0.0;8.0;4;0;7;1;3;3;30.764705882352942;2;3;3;3;36.111111111111114;32.333333333333336;29.96875;2;2.0
37.0;30.0;42.0;38.0;38.0;33.5;1;1;37.0;44.0;1;2;46;1;2;1;18.0;15.0;1;34.0;36.0;7;8;1;50;1;8;39.0;18.0;40.0;3.0;7;1;9;2;3;3;37.3421052631579;2;3;3;3;38.94444444444444;35.473684210526315;38.22222222222222;2;2.0
0.0;0.0;0.0;34.0;0.0;38.0;0;0;34.0;46.0;0;1;0;0;2;0;9.0;6.0;1;26.0;35.0;3;3;1;0;1;3;0.0;8.0;0.0;3.0;3;0;4;2;3;3;36.4;2;3;3;3;36.55555555555556;29.142857142142855;33.5;2;2.0
30.0;18.0;35.0;31.0;30.0;29.0;1;1;41.0;43.0;1;2;45;2;1;1;18.0;14.0;2;34.0;30.0;7;7;1;49;3;7;30.5;18.0;24.0;4.0;7;2;9;2;3;3;30.42105263157895;2;3;3;3;39.44444444444444;36.05263157894737;38.22222222222222;2;2.0
30.0;26.5;40.0;47.0;32.0;43.0;1;1;36.0;50.0;1;1;50;2;1;1;18.0;18.0;0;41.0;36.0;7;6;1;50;0;9;35.0;18.0;43.0;0.0;7;1;9;2;3;3;37.28947368421053;2;3;3;3;35.55555555555556;32.3421052631579;40.166666666666664;2;2.0
37.0;34.0;47.0;32.0;36.0;30.0;1;1;36.0;43.0;1;1;46;1;1;1;18.0;18.0;0;34.0;39.0;7;8;1;40;0;9;33.0;18.0;43.0;0.0;7;1;9;2;3;3;37.26315789473684;2;3;3;3;40.44444444444444;39.0;39.44444444444444;2;2.0
36.0;35.0;35.0;41.0;31.0;34.0;1;1;42.0;31.0;1;1;44;1;1;1;18.0;16.0;1;30.0;20.5;7;7;2;50;1;8;33.0;18.0;33.0;2.0;5;1;9;2;3;3;35.94736842105263;2;3;3;3;35.79629629611111;34.421052631578945;31.833333334444447;2;2.0
43.0;37.0;43.0;41.0;37.0;38.0;1;1;35.0;47.0;1;1;45;1;1;1;18.0;18.0;0;31.5;30.0;7;7;1;50;1;9;34.0;18.0;41.0;0.0;7;1;9;2;3;3;40.31578947368421;2;3;3;3;36.111111111111114;36.1578947368421;38.05555555555556;2;3.0
30.0;29.5;39.0;46.0;33.0;42.0;1;1;35.0;49.0;1;1;47;2;1;1;18.0;18.0;0;36.0;38.0;7;7;1;50;0;9;37.0;18.0;41.0;0.0;6;1;9;2;3;3;37.18421052631579;2;3;3;3;38.111111111111114;32.36842105263158;40.77777777777778;2;2.0
37.0;36.0;44.0;44.0;34.0;36.0;1;1;36.0;45.0;1;1;50;1;1;1;18.0;12.0;2;24.0;31.0;7;8;1;50;2;7;38.0;18.0;40.0;6.0;7;1;9;2;3;3;39.421052631578945;2;3;3;3;38.583333333333336;39.21052631578947;35.27777777777778;2;2.0
30.0;29.5;29.0;33.0;29.5;18.0;2;1;39.0;35.0;2;2;44;2;1;1;18.0;13.0;2;17.5;43.0;7;7;1;50;2;7;38.0;18.0;35.0;5.0;6;1;9;2;3;3;29.57894736842105;2;3;3;3;35.71296296222223;32.55263157894737;34.52777777777778;2;1.0
0.0;0.0;0.0;0.0;0.0;0.0;0;0;31.0;0.0;0;0;39;0;0;1;1.0;1.0;0;0.0;0.0;7;2;0;0;0;1;0.0;18.0;0.0;0.0;3;0;1;2;3;3;39.0;2;3;3;3;32.96296296222223;31.142857142142855;22.611111110555555;2;2.0
31.0;29.5;39.0;38.0;36.0;23.25;1;1;42.0;35.0;1;4;42;2;1;1;18.0;15.0;1;31.0;31.0;7;4;1;30;1;8;33.0;18.0;40.0;3.0;6;1;9;2;3;3;33.48684210526316;2;3;3;3;34.72222222222222;29.421052631052632;32.49999999944444;2;2.0
34.0;37.0;19.0;38.0;36.0;33.0;1;1;33.0;32.0;2;1;48;1;1;1;18.0;15.0;1;32.0;30.0;7;6;1;50;1;8;35.0;18.0;40.0;3.0;6;1;9;2;3;3;34.1578947368421;2;3;3;3;32.611111111111114;33.94736842157895;31.13888888888889;2;2.0
33.0;38.0;45.0;42.0;28.5;30.0;2;1;38.0;34.5;1;1;44;1;1;1;18.0;16.0;1;30.0;38.0;7;7;1;50;2;8;28.0;18.0;38.0;2.0;6;1;9;2;3;3;36.60526315789474;2;3;3;3;36.02777777777778;34.26315789473684;35.944444445;2;2.0
0.0;0.0;0.0;0.0;0.0;30.0;0;0;37.0;30.0;0;1;0;0;0;0;14.0;11.0;1;32.0;43.0;5;6;1;0;0;5;37.0;13.0;0.0;3.0;5;0;6;1;3;3;30.0;2;3;3;3;34.333333333333336;35.0;37.38461538461539;2;1.0
35.0;34.0;45.0;40.0;32.5;28.0;2;1;41.0;29.5;1;2;47;1;1;1;18.0;12.0;2;25.5;35.0;7;7;1;47;2;7;30.0;18.0;43.0;6.0;6;1;9;2;3;3;36.71052631578947;2;3;3;3;30.620370371111107;35.6578947368421;36.166666666666664;2;2.0
39.0;35.0;46.0;42.0;30.0;38.0;1;1;31.0;30.0;1;1;41;2;1;1;18.0;15.0;1;30.0;30.5;7;6;2;40;2;8;41.0;18.0;43.0;3.0;5;1;9;2;3;3;38.421052631578945;2;3;3;3;34.166666666666664;33.3421052631579;35.55555555555556;2;2.0
23.5;41.0;48.0;43.0;41.0;38.0;1;2;31.0;26.0;1;1;45;1;1;1;18.0;12.0;2;29.5;37.0;7;5;1;50;2;7;42.0;18.0;43.0;6.0;5;1;9;2;3;3;39.5;2;3;3;3;34.388888888888886;32.23684210526316;33.833333333333336;2;2.0
29.0;35.0;42.0;41.0;30.0;30.0;1;2;38.0;49.0;1;1;43;1;1;1;18.0;14.0;2;27.66666667;30.0;7;7;1;50;2;7;33.0;18.0;27.0;4.0;6;2;9;2;3;3;35.05263157894737;2;3;3;3;40.833333333333336;35.421052631578945;35.94444444444444;2;2.0
28.0;32.0;35.0;39.0;30.0;30.0;2;2;42.0;32.0;1;1;41;1;1;1;18.0;18.0;0;32.5;32.0;7;7;1;50;2;9;37.0;18.0;44.0;0.0;7;1;9;2;3;3;32.89473684210526;2;3;3;3;35.0;37.44736842105263;37.77777777777778;2;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0.0;0;0;15;0;0;1;0.0;0.0;0;0.0;0.0;1;0;0;0;0;0;0.0;2.0;0.0;0.0;0;0;0;1;3;3;15.0;2;3;3;3;32.64705882352941;15.0;15.0;2;1.0
30.0;32.0;0.0;38.0;37.0;0.0;1;1;41.0;31.0;0;0;42;1;1;1;12.0;12.0;0;30.0;37.0;7;5;1;0;0;6;0.0;18.0;43.0;0.0;5;1;6;2;3;3;35.15384615384615;2;3;3;3;37.48148148166667;34.25;32.27777777833333;2;2.0
32.0;33.0;49.0;41.0;35.0;30.0;1;1;34.0;30.0;1;1;43;1;1;1;18.0;15.0;1;30.0;32.0;7;7;1;45;1;8;39.0;18.0;44.0;3.0;6;1;9;2;3;3;37.10526315789474;2;3;3;3;33.02777777777778;36.39473684210526;33.611111110555555;2;2.0
30.0;34.0;50.0;48.0;38.0;32.0;1;1;44.0;39.0;1;1;46;1;1;1;18.0;18.0;0;36.0;42.0;7;7;1;50;0;9;43.0;18.0;50.0;0.0;7;1;9;2;3;3;38.94736842105263;2;3;3;3;36.05555555555556;37.21052631578947;38.52777777777778;2;2.0
0.0;0.0;0.0;0.0;0.0;25.0;0;0;42.0;36.0;0;1;0;0;0;0;11.0;6.0;2;25.66666667;31.0;5;6;1;0;2;3;23.0;14.0;0.0;5.0;3;0;5;2;3;3;25.0;2;3;3;3;33.8235294117647;31.764705882352942;30.928571429285714;2;1.0
38.0;33.0;43.0;49.0;40.0;43.0;1;1;37.0;50.0;1;1;46;1;1;1;18.0;18.0;0;40.0;38.0;7;8;1;50;0;9;40.0;18.0;44.0;0.0;7;1;9;2;3;3;41.10526315789474;2;3;3;3;41.388888888888886;40.36842105263158;45.27777777777778;2;3.0
32.0;41.0;47.0;47.0;36.0;31.0;1;1;37.0;34.0;1;1;49;1;1;1;18.0;18.0;0;36.0;41.0;7;8;1;50;1;9;41.0;18.0;42.0;0.0;7;1;9;2;3;3;39.63157894736842;2;3;3;3;36.833333333333336;36.473684210526315;39.166666666666664;2;2.0
33.0;32.0;46.0;46.0;28.5;30.0;2;1;42.0;49.0;1;1;43;1;1;1;18.0;18.0;0;37.0;40.0;7;8;1;50;0;9;30.0;18.0;42.0;0.0;6;1;9;2;3;3;36.13157894736842;2;3;3;3;35.861111111111114;33.68421052631579;35.77777777777778;2;2.0
21.0;24.5;37.0;38.0;30.5;32.0;2;2;31.0;36.0;1;1;49;2;1;1;16.0;16.0;0;32.0;34.0;6;7;1;50;0;8;36.0;16.0;43.0;0.0;5;1;8;2;3;3;32.05263157894737;2;3;3;3;32.72222222222222;34.587719297894736;31.187500000625;2;2.0
37.0;31.0;39.0;46.0;30.0;30.0;1;1;33.0;49.0;1;1;46;1;1;1;18.0;16.0;1;34.0;32.0;7;8;1;50;1;8;35.0;18.0;41.0;2.0;6;1;9;2;3;3;36.05263157894737;2;3;3;3;34.55555555555556;33.05263157894737;34.75;2;2.0
30.0;0.0;0.0;0.0;0.0;0.0;0;1;40.0;0.0;0;0;0;0;0;0;6.0;3.0;1;23.0;40.0;4;5;1;0;1;2;0.0;11.0;0.0;3.0;2;0;3;2;3;3;30.0;2;3;3;3;29.91176470588235;36.533333332666665;30.318181818181817;2;1.0
33.0;30.33333333;33.0;35.0;30.0;39.0;1;1;35.0;21.5;1;1;50;3;1;1;18.0;10.0;3;33.0;22.0;7;6;2;50;4;6;33.0;18.0;39.0;8.0;5;1;9;1;3;3;35.05263157842105;2;3;3;3;30.944444443888887;34.421052631578945;31.52777777777778;2;2.0
32.0;35.0;39.0;45.0;30.0;31.0;1;1;34.0;49.0;1;1;42;1;1;1;18.0;18.0;0;32.0;35.0;7;8;1;50;0;9;36.0;18.0;46.0;0.0;6;1;9;2;3;3;35.526315789473685;2;3;3;3;37.22222222222222;35.63157894736842;35.166666666666664;2;2.0
36.0;39.0;38.0;43.0;42.0;35.0;1;1;41.0;43.0;1;1;45;1;1;1;18.0;18.0;0;31.0;37.0;7;8;1;47;0;9;34.0;18.0;42.0;0.0;6;1;9;2;3;3;39.26315789473684;2;3;3;3;37.666666666666664;40.36842105263158;34.47222222222222;2;2.0
30.0;23.5;46.0;30.0;41.0;38.0;1;2;39.0;30.0;1;1;43;2;1;1;18.0;12.0;2;28.0;40.0;7;8;1;50;2;7;31.0;18.0;37.0;6.0;5;1;9;2;3;3;35.86842105263158;2;3;3;3;42.44444444444444;35.05263157894737;32.666666666666664;2;2.0
41.0;39.0;33.0;41.0;41.0;33.0;1;1;39.0;38.0;1;1;44;1;1;1;18.0;18.0;0;33.0;44.0;7;8;1;40;0;9;34.0;18.0;44.0;0.0;7;1;9;2;3;3;38.473684210526315;2;3;3;3;35.833333333333336;38.73684210526316;36.833333333333336;2;2.0
49.0;42.0;47.0;44.0;42.0;35.0;1;1;41.0;40.0;1;1;46;1;1;1;18.0;18.0;0;34.0;44.0;7;8;1;50;0;9;40.0;18.0;39.0;0.0;7;1;9;2;3;3;43.421052631578945;2;3;3;3;42.27777777777778;43.0;41.611111111111114;2;3.0
23.5;0.0;0.0;31.0;0.0;0.0;0;2;34.0;0.0;0;0;0;0;1;0;4.0;1.0;1;18.0;0.0;2;2;0;0;1;1;0.0;4.0;0.0;3.0;1;0;2;1;3;3;26.5;2;3;3;3;29.240740740000003;25.545454545454547;31.5;2;1.0
26.5;32.0;41.0;41.0;31.0;33.0;1;2;41.0;32.0;1;1;0;1;1;0;18.0;18.0;0;30.0;37.0;5;8;1;45;1;9;32.0;13.0;39.0;0.0;3;1;9;2;3;3;33.6764705882353;2;3;3;3;38.90625;38.78947368421053;29.384615384615383;2;2.0
20.33333333;29.0;29.0;40.0;34.0;22.5;1;3;33.0;32.0;2;2;34;2;1;1;18.0;15.0;1;32.0;38.0;7;8;1;30;1;8;40.0;18.0;38.0;3.0;6;1;9;2;3;3;29.078947367894738;2;3;3;3;36.44444444444444;36.78947368421053;32.47222222222222;2;1.0
42.0;37.0;30.0;41.0;38.0;34.0;1;1;41.0;39.0;1;1;42;1;1;1;18.0;18.0;0;32.0;40.0;7;8;1;50;1;9;34.0;18.0;43.0;0.0;7;1;9;2;3;3;37.31578947368421;2;3;3;3;39.611111111111114;37.78947368421053;38.166666666666664;2;2.0
30.0;37.0;37.0;45.0;38.0;30.0;1;1;36.0;36.0;1;1;43;1;1;1;18.0;18.0;0;32.0;43.0;7;8;1;50;0;9;33.0;18.0;46.0;0.0;7;1;9;2;3;3;36.421052631578945;2;3;3;3;39.111111111111114;39.73684210526316;37.333333333333336;2;2.0
30.0;36.0;40.0;43.0;39.0;32.0;1;1;41.0;41.0;1;1;45;1;1;1;18.0;18.0;0;31.0;38.0;7;8;1;50;0;9;33.0;18.0;42.0;0.0;7;1;9;2;3;3;37.21052631578947;2;3;3;3;39.5;39.60526315789474;34.888888888888886;2;2.0
30.0;17.0;43.0;36.0;25.5;30.0;2;1;37.0;37.0;1;2;50;3;1;1;14.0;14.0;0;30.0;30.0;7;3;1;0;1;6;41.0;18.0;0.0;0.0;7;0;6;2;3;3;32.026315789473685;2;3;3;3;32.388888888888886;31.28125;33.083333333333336;2;2.0
40.0;43.0;44.0;34.0;39.0;37.0;1;1;33.0;38.0;1;1;43;1;1;1;18.0;15.0;2;36.0;40.0;7;7;1;50;3;7;26.5;18.0;22.0;3.0;6;2;9;2;3;3;40.1578947368421;2;3;3;3;30.805555555555557;36.8421052631579;36.47222222222222;2;3.0
30.0;36.0;39.0;32.0;39.0;30.0;1;2;48.0;29.0;1;2;38;1;2;1;18.0;7.0;4;26.0;37.0;7;6;1;50;4;5;18.0;18.0;43.0;11.0;6;1;9;1;3;3;34.8421052631579;2;3;3;3;35.388888888888886;36.526315789473685;33.69444444444444;2;2.0
41.0;35.0;34.0;44.0;41.0;30.0;1;1;33.0;32.0;1;1;45;1;1;1;18.0;15.0;1;29.0;37.0;7;7;1;50;1;8;39.0;18.0;39.0;3.0;6;1;9;2;3;3;37.94736842105263;2;3;3;3;39.22222222222222;36.78947368421053;33.05555555555556;2;2.0
35.0;37.0;39.0;43.0;39.0;36.0;1;2;48.0;36.0;1;1;49;1;1;1;18.0;18.0;0;30.0;40.0;7;7;1;50;0;9;35.0;18.0;45.0;0.0;7;1;9;2;3;3;39.05263157894737;2;3;3;3;38.111111111111114;40.31578947368421;37.388888888888886;2;2.0
0.0;6.0;35.0;42.0;23.5;0.0;2;0;39.0;30.0;1;0;0;1;1;0;13.0;10.0;1;25.0;37.0;7;5;1;0;1;5;31.0;18.0;0.0;3.0;4;0;6;2;3;3;25.227272727272727;2;3;3;3;35.088235294117645;35.85294117647059;34.611111111111114;2;1.0
0.0;37.0;0.0;40.0;0.0;27.0;0;0;0.0;37.0;0;1;40;1;1;1;13.0;8.0;2;30.0;0.0;7;6;1;0;0;3;0.0;18.0;0.0;5.0;7;0;5;1;3;3;35.2;2;3;3;3;30.38888888888889;36.125;35.69444444444444;2;2.0
0.0;0.0;0.0;39.0;0.0;0.0;0;0;42.0;0.0;0;0;50;0;1;1;2.0;2.0;0;0.0;0.0;6;4;0;50;0;2;0.0;16.0;0.0;0.0;5;0;2;2;3;3;44.5;2;3;3;3;32.44444444444444;33.088235294117645;32.0625;2;3.0
41.0;39.0;38.0;39.0;30.0;30.0;1;1;41.0;30.0;1;1;46;1;1;1;18.0;18.0;0;36.0;43.0;7;8;1;50;0;9;33.0;18.0;41.0;0.0;7;1;9;2;3;3;37.05263157894737;2;3;3;3;34.166666666666664;36.05263157894737;37.22222222222222;2;2.0
27.0;30.0;42.0;43.0;34.0;30.0;1;2;34.0;32.0;1;1;42;1;1;1;18.0;18.0;0;40.0;32.0;7;7;1;50;0;9;31.0;18.0;37.0;0.0;7;1;9;2;3;3;34.68421052631579;2;3;3;3;34.833333333333336;37.44736842105263;36.166666666666664;2;2.0
45.0;44.0;50.0;43.0;42.0;40.0;1;1;39.0;49.0;1;1;45;1;1;1;18.0;15.0;1;33.0;41.0;7;8;1;50;1;8;32.0;18.0;43.0;3.0;7;1;9;2;3;3;44.1578947368421;2;3;3;3;40.27777777777778;40.68421052631579;40.22222222222222;2;3.0
35.0;36.0;32.0;36.0;27.0;0.0;2;1;41.0;43.0;1;0;40;1;1;1;16.0;16.0;0;38.0;30.0;7;6;1;40;0;8;34.0;18.0;39.0;0.0;6;1;8;2;3;3;33.875;2;3;3;3;36.22222222222222;29.57894736842105;34.916666666666664;2;2.0
34.0;37.0;36.0;34.0;34.0;36.0;1;1;38.0;45.0;1;1;44;1;1;1;18.0;15.0;1;32.0;31.0;7;7;1;43;1;8;43.0;18.0;45.0;3.0;7;1;9;2;3;3;36.1578947368421;2;3;3;3;38.611111111111114;34.94736842105263;35.0;2;2.0
37.0;37.0;0.0;0.0;0.0;0.0;0;1;27.0;0.0;0;0;0;1;0;0;1.0;0.0;1;0.0;0.0;5;7;0;0;0;0;0.0;14.0;0.0;1.0;2;0;1;1;3;3;37.0;2;3;3;3;33.76470588235294;35.88235294117647;23.535714285714285;2;2.0
30.0;35.0;34.0;37.0;38.0;35.0;1;1;41.0;35.0;1;1;44;1;1;1;18.0;15.0;1;30.0;33.0;7;7;1;50;2;8;31.5;18.0;47.0;3.0;7;1;9;2;3;3;35.68421052631579;2;3;3;3;36.55555555555556;35.1578947368421;34.0;2;2.0
38.0;36.0;35.0;44.0;33.0;35.0;1;1;30.0;45.0;1;1;43;1;1;1;18.0;18.0;0;30.0;35.0;7;7;1;50;2;9;33.5;18.0;38.0;0.0;5;1;9;2;3;3;37.10526315789474;2;3;3;3;36.27777777777778;35.1578947368421;32.94444444444444;2;2.0
12.0;0.0;0.0;30.0;0.0;31.0;0;1;42.0;31.0;0;1;0;0;2;0;12.0;7.0;2;26.33333333;20.0;6;3;1;37;1;4;0.0;16.0;0.0;5.0;3;0;6;1;3;3;23.625;2;3;3;3;32.916666666666664;30.966666666;29.875;2;1.0
0.0;30.0;33.0;37.0;0.0;0.0;0;0;42.0;45.0;1;0;0;1;1;0;13.0;10.0;1;33.0;43.0;5;6;1;50;0;5;0.0;13.0;0.0;3.0;3;0;6;2;3;3;32.875;2;3;3;3;35.333333333333336;34.0735294117647;31.615384615384617;2;2.0
32.5;36.0;40.0;40.0;32.0;32.0;1;2;42.0;49.0;1;1;47;1;1;1;18.0;15.0;1;27.0;40.0;7;8;1;50;1;8;37.0;18.0;45.0;3.0;5;1;9;2;3;3;36.39473684210526;2;3;3;3;38.44444444444444;37.60526315789474;35.55555555555556;2;2.0
32.0;35.0;42.0;38.0;31.0;30.0;1;1;42.0;30.0;1;2;42;1;1;1;18.0;18.0;0;33.0;42.0;7;7;1;50;1;9;39.0;18.0;47.0;0.0;7;1;9;2;3;3;35.26315789473684;2;3;3;3;37.05555555555556;36.921052631578945;34.666666666666664;2;2.0
0.0;0.0;0.0;42.0;0.0;0.0;0;0;43.0;32.0;0;0;0;0;1;0;7.0;7.0;0;0.0;30.0;3;3;1;50;0;4;0.0;8.0;0.0;0.0;2;0;4;2;3;3;42.0;2;3;3;3;30.25;28.90000000066667;29.5;2;3.0
37.0;35.0;49.0;37.0;33.0;35.0;1;1;42.0;34.0;1;1;44;1;1;1;18.0;18.0;0;41.0;31.5;7;8;2;50;1;9;39.0;18.0;39.0;0.0;7;1;9;2;3;3;38.36842105263158;2;3;3;3;31.444444444444443;36.8421052631579;36.361111111111114;2;2.0
45.0;37.0;43.0;40.0;30.5;39.0;2;1;33.0;32.0;1;1;44;1;1;1;18.0;18.0;0;35.0;38.0;7;6;1;47;0;9;43.0;18.0;38.0;0.0;7;1;9;2;3;3;39.55263157894737;2;3;3;3;35.27777777777778;33.078947367894735;32.80555555555556;2;2.0
34.0;39.0;47.0;44.0;35.0;44.0;1;1;36.0;40.0;1;1;47;1;1;1;18.0;18.0;0;35.0;41.0;7;8;1;50;0;9;33.0;18.0;42.0;0.0;7;1;9;2;3;3;41.0;2;3;3;3;42.27777777777778;36.23684210526316;38.333333333333336;2;3.0
35.0;40.0;32.0;44.0;38.0;36.0;1;1;41.0;32.0;1;1;48;1;1;1;18.0;18.0;0;30.0;36.0;7;8;1;50;0;9;43.0;18.0;43.0;0.0;7;1;9;2;3;3;38.26315789473684;2;3;3;3;40.77777777777778;39.94736842105263;36.388888888888886;2;2.0
25.0;0.0;0.0;0.0;0.0;0.0;0;1;41.0;1.0;0;0;0;0;0;0;8.0;3.0;2;0.0;32.0;5;7;2;0;2;2;23.0;14.0;0.0;5.0;2;0;4;1;3;3;25.0;2;3;3;3;33.0;32.94117647058823;27.0;2;1.0
0.0;23.0;38.0;41.0;17.0;16.5;1;0;42.0;35.0;1;2;42;3;1;1;16.0;10.0;2;22.5;43.0;7;6;1;0;2;5;34.0;18.0;0.0;6.0;6;0;7;2;3;3;28.09375;2;3;3;3;34.611111111111114;34.44117647058823;34.77777777888889;2;1.0
44.0;37.0;32.0;38.0;33.0;28.0;1;1;41.0;34.0;1;2;36;1;1;1;18.0;18.0;0;30.0;31.0;7;7;1;50;0;9;42.0;18.0;46.0;0.0;5;1;9;2;3;3;35.26315789473684;2;3;3;3;37.22222222222222;34.973684210526315;30.97222222222222;2;2.0
30.0;32.0;36.0;37.0;29.0;17.0;2;1;42.0;33.0;1;2;43;1;1;1;18.0;15.0;1;30.0;40.0;7;6;1;50;2;8;30.0;18.0;38.0;3.0;5;1;9;2;3;3;31.157894736842106;2;3;3;3;35.72222222222222;34.131578946842104;31.805555555555557;2;2.0
45.0;32.0;48.0;44.0;36.0;38.0;1;1;41.0;35.0;1;1;46;1;1;1;18.0;18.0;0;38.0;36.0;7;7;1;50;1;9;31.0;18.0;38.0;0.0;6;1;9;2;3;3;40.89473684210526;2;3;3;3;35.77777777777778;34.86842105263158;33.55555555555556;2;3.0
41.0;31.0;33.0;30.0;30.0;26.5;1;1;36.0;33.0;1;2;42;1;1;1;18.0;18.0;0;40.0;38.0;7;5;1;50;0;9;30.0;18.0;41.0;0.0;5;1;9;2;3;3;33.078947368421055;2;3;3;3;37.388888888888886;34.0;35.416666666666664;2;2.0
36.0;40.0;47.0;42.0;32.0;32.0;1;1;42.0;34.0;1;1;45;1;1;1;18.0;18.0;0;31.0;40.0;7;8;1;50;0;9;32.0;18.0;40.0;0.0;4;1;9;2;3;3;38.68421052631579;2;3;3;3;31.944444444444443;37.0;32.638888888888886;2;2.0
30.0;37.0;44.0;44.0;40.0;34.0;1;1;37.0;35.0;1;1;50;1;1;1;18.0;18.0;0;38.0;42.0;7;7;1;45;0;9;37.0;18.0;44.0;0.0;7;1;9;2;3;3;39.10526315789474;2;3;3;3;44.111111111111114;40.73684210526316;36.94444444444444;2;2.0
33.0;30.0;36.0;43.0;36.0;32.0;1;1;40.0;43.0;1;1;44;1;1;1;18.0;18.0;0;38.0;39.0;7;6;1;50;0;9;40.0;18.0;43.0;0.0;7;1;9;2;3;3;35.526315789473685;2;3;3;3;37.77777777777778;35.078947368421055;35.52777777777778;2;2.0
46.0;41.0;43.0;37.0;27.0;30.0;2;1;44.0;38.0;1;1;46;1;1;1;18.0;18.0;0;41.0;32.0;7;7;1;50;0;9;33.0;18.0;44.0;0.0;7;1;9;2;3;3;38.26315789473684;2;3;3;3;36.94444444444444;34.078947368421055;37.5;2;2.0
0.0;0.0;0.0;0.0;0.0;0.0;0;0;24.0;11.0;0;0;42;0;0;1;8.0;4.0;2;0.0;50.0;5;3;1;0;2;2;0.0;12.0;0.0;4.0;2;0;4;1;3;3;42.0;2;3;3;3;27.75;23.124999999375;19.083333333333332;2;3.0
38.0;35.0;35.5;38.0;31.0;35.0;1;1;41.0;30.0;2;1;47;1;1;1;18.0;15.0;1;37.0;41.0;7;7;1;50;1;8;32.0;18.0;42.0;3.0;6;1;9;2;3;3;36.5;2;3;3;3;33.361111111111114;35.1578947368421;35.833333333333336;2;2.0
44.0;33.0;48.0;47.0;37.0;31.0;1;1;42.0;38.0;1;1;47;2;1;1;18.0;12.0;2;26.5;42.0;7;7;1;50;2;7;30.0;18.0;45.0;6.0;6;1;9;2;3;3;40.36842105263158;2;3;3;3;35.44444444444444;37.736842104736844;35.72222222222222;2;3.0
34.0;0.0;0.0;0.0;0.0;0.0;0;1;33.0;0.0;0;0;0;0;0;0;1.0;1.0;0;0.0;0.0;4;3;0;0;0;1;0.0;11.0;0.0;0.0;2;0;1;2;3;3;34.0;2;3;3;3;28.26851851777778;26.3124999993125;19.136363636363637;2;2.0
28.0;38.0;48.0;45.0;26.5;33.0;2;2;44.0;35.0;1;1;42;1;1;1;18.0;18.0;0;38.0;37.0;7;7;1;50;1;9;31.0;18.0;41.0;0.0;5;1;9;2;3;3;36.55263157894737;2;3;3;3;31.583333333333332;36.18421052631579;34.638888889444445;2;2.0
30.0;30.0;45.0;45.0;31.0;30.0;1;2;43.0;34.0;1;1;39;2;1;1;18.0;15.0;1;24.0;40.0;7;6;1;50;2;8;30.0;18.0;39.0;3.0;7;1;9;2;3;3;35.05263157894737;2;3;3;3;34.333333333333336;33.68421052631579;34.833333333333336;2;2.0
31.0;32.0;44.0;36.0;30.0;23.0;1;1;45.0;33.0;1;3;46;1;1;1;18.0;18.0;0;31.0;38.0;7;6;1;50;0;9;36.0;18.0;42.0;0.0;3;1;9;2;3;3;33.89473684210526;2;3;3;3;35.24074074000001;33.63157894736842;30.333333333333332;2;2.0
