PROMEDIO_UNO;NOTA_DIF;CON_MAT_ICFES;EPA_UNO;FISICA_ICFES;PG_ICFES;NOTA_PROGB;NOTA_FIS_UNO;BIOLOGIA_ICFES;IDIOMA_ICFES;LITERATURA_ICFES;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;NOTA_SEM;NCC_UNO;GENERO;LOCALIDAD;VECES_TEXTOS;NAA_UNO;NCA_UNO;VECES_DIF;VECES_SEM;NAC_UNO;CAR_UNO;QUIMICA_ICFES;VECES_CFJC;VECES_FIS_UNO;VECES_PROGB;RENDIMIENTO_DOS;PROMEDIO_DOS
30.785714286428572;30.0;77.8;2;45.15;449.45;30.0;23.66666667;57.16;61.22;54.54;3.0;40.0;35.0;1;35.0;14.0;0;7;1;5;11.0;1;1;6;1;47.62;1;3;1;1.0;22.5416666675
36.42857142857143;35.0;71.12;2;58.78;407.27;40.0;30.0;55.46;43.48;54.57;0.0;40.0;40.0;0;40.0;14.0;0;8;1;6;14.0;1;1;6;1;53.91;1;2;1;1.0;28.63235294117647
36.785714285714285;30.0;62.48;2;55.56;439.9;45.0;30.0;39.49;54.64;64.83;0.0;45.0;40.0;0;40.0;14.0;1;18;1;6;14.0;1;1;6;0;55.55;1;1;1;2.0;30.205882352941178
28.389285714285712;19.8;70.26;1;50.58;454.97;40.0;12.75;49.05;58.06;50.37;7.0;45.0;40.0;2;30.0;14.0;1;18;1;4;7.0;5;1;6;2;54.59;1;4;1;1.0;24.75
29.185714285714287;8.4;70.5;1;49.23;460.73;45.0;30.0;59.44;57.27;59.82;4.0;40.0;35.0;1;35.0;14.0;0;7;1;5;10.0;5;1;6;1;45.74;1;1;1;1.0;5.4545454544545455
30.0;25.0;58.3;2;63.27;461.02;30.0;30.0;61.56;51.23;65.43;4.0;35.0;35.0;1;35.0;14.0;0;7;1;5;10.0;2;1;6;1;55.14;1;1;1;1.0;29.5
37.142857142857146;35.0;62.56;2;58.78;440.57;40.0;35.0;47.62;59.9;58.49;0.0;35.0;45.0;0;40.0;14.0;0;8;1;6;14.0;1;1;6;0;53.91;1;1;1;2.0;31.470588235294116
26.410714285714285;24.0;71.12;1;61.34;475.43;25.25;16.0;51.5;55.95;62.61;10.0;40.0;35.0;3;35.0;14.0;0;19;1;3;4.0;3;1;6;3;57.67;1;5;4;1.0;11.833333333250001
35.0;35.0;72.5;2;58.23;487.14;35.0;30.0;84.33;73.83;60.8;0.0;40.0;35.0;0;40.0;14.0;0;9;1;6;14.0;1;1;6;0;61.3;1;1;1;1.0;27.17647058764706
42.5;40.0;54.74;2;63.26;459.55;45.0;40.0;47.86;47.79;62.61;0.0;45.0;45.0;0;45.0;14.0;0;8;1;6;14.0;1;1;6;0;53.73;1;1;1;3.0;42.64705882352941
33.035714285714285;30.0;65.27;2;61.34;460.44;32.5;30.0;55.46;42.76;60.51;0.0;40.0;35.0;0;40.0;14.0;1;6;1;6;14.0;1;1;6;1;52.15;1;1;2;2.0;30.911764705294118
20.14285714357143;15.0;57.34;1;58.78;447.43;13.0;12.66666667;57.54;50.66;60.74;10.0;30.0;45.0;3;40.0;14.0;0;4;1;3;4.0;4;1;6;3;47.05;1;3;3;1.0;14.25
38.214285714285715;35.0;46.45;2;50.58;416.32;40.0;35.0;49.05;45.94;52.45;0.0;40.0;45.0;0;45.0;14.0;0;11;1;6;14.0;1;1;6;0;51.1;1;1;1;2.0;36.470588235294116
27.142857142857142;20.0;70.11;1;55.86;450.58;30.0;20.0;52.77;72.32;52.45;7.0;35.0;40.0;2;40.0;14.0;0;5;1;4;7.0;2;1;6;1;54.3;1;1;1;1.0;15.0
34.642857142857146;35.0;64.24;2;55.56;430.05;35.0;30.0;47.0;54.9;48.26;0.0;40.0;35.0;0;35.0;14.0;0;19;1;6;14.0;1;1;6;0;67.52;1;1;1;2.0;35.588235294117645
40.0;35.0;79.77;2;48.79;465.08;45.0;40.0;53.91;53.84;58.39;0.0;40.0;45.0;0;40.0;14.0;0;8;1;6;14.0;1;1;6;0;57.72;1;1;1;2.0;33.23529411764706
32.142857142857146;30.0;67.13;2;62.86;435.76;30.0;30.0;55.09;50.86;56.64;0.0;35.0;40.0;0;40.0;14.0;0;7;1;6;14.0;1;1;6;0;52.83;1;1;1;2.0;32.6764705882353
33.035714285714285;40.0;65.27;2;56.25;469.58;27.5;30.0;55.46;52.09;56.52;3.0;35.0;30.0;1;30.0;14.0;0;20;1;5;11.0;1;1;6;1;59.76;1;1;2;2.0;30.941176471176473
35.357142857142854;30.0;61.4;2;55.85;431.92;40.0;30.0;51.94;45.98;56.79;0.0;40.0;40.0;0;45.0;14.0;0;8;1;6;14.0;1;1;6;0;57.36;1;1;1;2.0;36.470588235294116
28.557142857142857;30.0;68.11;1;45.94;457.85;30.0;11.6;47.62;57.27;62.61;3.0;40.0;40.0;1;35.0;14.0;0;10;1;5;11.0;1;1;6;1;55.74;1;5;1;1.0;28.892857142857142
36.785714285714285;30.0;62.82;2;64.0;449.52;45.0;35.0;60.25;79.55;53.22;0.0;40.0;35.0;0;40.0;14.0;0;20;1;6;14.0;1;1;6;0;61.18;1;1;1;3.0;41.1764705882353
36.785714285714285;35.0;58.94;2;58.27;442.66;35.0;35.0;48.79;59.64;56.64;0.0;40.0;45.0;0;40.0;14.0;0;9;1;6;14.0;1;1;6;0;50.85;1;1;1;2.0;35.294117647058826
29.595238094285715;27.33333333;64.16;1;53.43;448.18;32.5;27.5;50.78;52.09;54.54;8.0;35.0;25.0;3;30.0;14.0;0;16;1;3;6.0;3;1;6;4;57.93;2;2;2;2.0;35.125
34.285714285714285;30.0;82.16;2;45.3;448.93;40.0;30.0;64.77;69.92;64.83;0.0;35.0;40.0;0;40.0;14.0;1;8;1;6;14.0;1;1;6;0;51.98;1;1;1;2.0;30.32352941117647
43.92857142857143;50.0;67.13;2;55.56;443.6;50.0;35.0;63.98;39.05;52.45;0.0;40.0;45.0;0;35.0;14.0;0;11;1;6;14.0;1;1;6;0;45.83;1;1;1;1.0;15.0
29.107142857142858;35.0;65.27;1;58.78;429.11;20.0;17.5;64.74;43.48;48.57;6.0;35.0;45.0;2;40.0;14.0;0;8;1;4;8.0;1;1;6;2;52.15;1;2;2;1.0;17.5
43.214285714285715;40.0;74.32;2;58.4;459.19;50.0;40.0;56.75;66.91;51.14;0.0;45.0;40.0;0;45.0;14.0;0;10;1;6;14.0;1;1;6;0;53.36;1;1;1;3.0;43.64705882352941
34.285714285714285;30.0;61.49;2;58.27;444.4;40.0;30.0;48.79;59.64;54.54;0.0;35.0;40.0;0;40.0;14.0;0;20;1;6;14.0;1;1;6;0;57.93;1;1;1;2.0;31.11764705882353
34.392857142857146;32.5;64.16;2;53.43;461.65;35.0;30.5;56.82;59.64;58.84;0.0;35.0;45.0;0;40.0;14.0;0;11;1;6;14.0;2;1;6;2;62.0;1;2;1;2.0;34.94117647058823
34.642857142857146;25.0;62.48;2;60.63;452.27;45.0;35.0;59.85;43.48;56.52;4.0;35.0;40.0;1;35.0;14.0;0;21;1;5;10.0;2;1;6;1;59.56;1;1;1;2.0;30.08823529411765
29.202380952142857;25.0;73.57;1;53.43;463.25;35.0;32.5;56.82;72.32;50.37;6.0;30.0;23.0;3;23.33333333;14.0;0;10;1;3;8.0;2;3;6;4;59.89;3;2;1;1.0;26.88235294117647
33.07142857214286;35.0;68.03;2;60.63;429.6;30.0;27.66666667;51.72;43.48;56.52;3.0;35.0;40.0;1;40.0;14.0;0;16;1;5;11.0;1;1;6;2;50.26;1;3;2;1.0;22.441176470588236
35.42857142928572;35.0;67.01;2;58.27;440.54;40.0;23.66666667;52.77;72.32;52.45;3.0;40.0;45.0;1;40.0;14.0;1;21;1;5;11.0;1;1;6;1;56.08;1;3;1;1.0;27.750000000714287
35.714285714285715;45.0;62.52;2;63.26;438.34;25.0;30.0;56.94;50.67;44.61;3.0;35.0;45.0;1;40.0;14.0;0;20;1;5;11.0;1;1;6;1;60.51;1;1;2;1.0;29.529411764705884
34.464285714285715;27.5;69.99;2;58.93;460.21;45.0;27.5;55.99;52.09;61.76;7.0;35.0;45.0;2;40.0;14.0;0;8;1;4;7.0;2;1;6;2;52.34;1;2;1;2.0;32.44117647058823
36.607142857142854;35.0;64.24;2;50.58;453.25;45.0;27.5;51.06;56.48;54.6;3.0;35.0;45.0;1;40.0;14.0;0;6;1;5;11.0;1;1;6;1;54.59;1;2;1;2.0;34.23529411764706
32.50000000071429;30.0;62.48;2;55.56;464.21;35.0;26.66666667;51.72;43.48;62.61;3.0;30.0;45.0;1;45.0;14.0;0;1;1;5;11.0;1;1;6;1;53.73;1;3;1;1.0;28.91176470588235
38.214285714285715;35.0;64.16;2;60.67;442.88;50.0;30.0;50.78;47.17;46.1;0.0;35.0;45.0;0;40.0;14.0;0;12;1;6;14.0;1;1;6;0;56.08;1;1;1;2.0;30.5
42.142857142857146;40.0;59.86;2;60.63;457.37;45.0;40.0;53.65;65.1;50.62;0.0;45.0;40.0;0;45.0;14.0;1;4;1;6;14.0;1;1;6;0;67.7;1;1;1;2.0;37.35294117647059
37.142857142857146;30.0;73.57;2;45.57;477.59;45.0;30.0;66.19;67.51;54.54;0.0;50.0;45.0;0;30.0;14.0;0;10;1;6;14.0;1;1;6;0;62.0;1;1;1;2.0;30.647058824705883
40.357142857142854;30.0;61.53;2;57.99;448.1;50.0;40.0;53.07;83.41;54.54;0.0;45.0;45.0;0;40.0;14.0;1;19;1;6;14.0;1;1;6;0;54.59;1;1;1;2.0;31.852941176470587
39.642857142857146;35.0;57.29;2;60.63;430.25;45.0;35.0;43.87;52.09;56.52;0.0;45.0;45.0;0;40.0;14.0;0;20;1;6;14.0;1;1;6;0;57.48;1;1;1;1.0;29.941176470588236
31.666666665714285;23.33333333;71.12;2;56.25;429.44;35.0;30.0;49.56;61.22;52.61;4.0;40.0;40.0;1;35.0;14.0;0;7;1;5;10.0;3;1;6;1;57.67;1;1;1;2.0;30.044117647058822
35.0;30.0;54.74;2;47.97;431.83;40.0;25.0;57.69;43.48;50.62;3.0;45.0;45.0;1;40.0;14.0;0;6;1;5;11.0;1;1;6;1;59.56;1;2;1;1.0;28.558823529411764
27.414285714285715;12.2;71.05;1;45.3;474.0;40.0;35.0;59.85;50.66;58.71;6.0;15.0;40.0;2;40.0;14.0;0;6;2;4;8.0;5;1;6;2;57.48;1;1;1;1.0;12.68181818190909
19.641025640923075;9.833333333;64.24;1;45.15;480.94;40.0;9.2;61.56;47.17;58.8;8.0;30.0;0.0;3;8.4;13.0;1;14;1;2;5.0;6;5;5;3;51.1;0;5;1;1.0;8.772727272818182
38.57142857142857;35.0;64.16;2;53.43;440.62;45.0;35.0;46.76;61.22;58.8;0.0;40.0;45.0;0;35.0;14.0;0;15;1;6;14.0;1;1;6;0;57.93;1;1;1;2.0;39.11764705882353
35.0;30.0;58.94;2;55.56;461.13;40.0;30.0;53.07;58.06;54.6;0.0;40.0;40.0;0;40.0;14.0;0;20;1;6;14.0;1;1;6;0;58.28;1;1;1;2.0;31.852941176470587
24.000000000714287;18.8;61.53;1;53.11;486.4;26.66666667;13.6;61.56;74.73;52.45;10.0;35.0;40.0;3;30.0;14.0;0;16;1;3;4.0;5;1;6;3;60.27;1;5;3;1.0;5.0
33.57142857142857;30.0;61.49;2;58.27;467.45;40.0;30.0;56.82;67.51;61.03;0.0;35.0;30.0;0;40.0;14.0;0;6;1;6;14.0;1;1;6;1;57.93;1;2;1;1.0;17.5
35.75;35.0;63.73;2;52.53;444.24;40.0;27.5;53.85;55.84;56.57;3.0;40.0;33.0;1;45.0;14.0;0;11;1;5;11.0;1;1;6;1;59.94;1;2;1;2.0;30.970588235294116
36.785714285714285;30.0;71.05;2;60.63;440.37;45.0;35.0;51.72;57.27;58.49;0.0;40.0;40.0;0;35.0;14.0;0;19;1;6;14.0;1;1;6;0;41.56;1;1;1;2.0;34.411764705882355
38.214285714285715;27.5;56.43;2;55.56;446.64;45.0;40.0;57.16;72.32;56.64;4.0;45.0;40.0;1;40.0;14.0;0;16;1;5;10.0;2;1;6;1;70.81;1;1;1;2.0;33.911764705882355
43.214285714285715;40.0;70.23;2;57.57;495.36;50.0;40.0;57.49;71.12;62.78;0.0;45.0;45.0;0;40.0;14.0;0;4;1;6;14.0;1;1;6;0;64.14;1;1;1;2.0;37.35294117647059
35.714285714285715;30.0;68.11;2;48.62;453.1;40.0;30.0;57.54;77.14;56.52;0.0;45.0;40.0;0;40.0;14.0;1;8;1;6;14.0;1;1;6;0;57.67;1;1;1;2.0;30.735294117647058
37.142857142857146;30.0;77.8;2;47.95;473.28;45.0;35.0;66.64;88.94;56.64;0.0;45.0;30.0;0;40.0;14.0;0;20;1;6;14.0;1;1;6;0;60.27;1;1;1;1.0;15.0
32.142857142857146;32.5;64.24;2;57.99;452.93;30.0;30.0;51.06;40.45;58.84;0.0;30.0;40.0;0;40.0;14.0;0;4;1;6;14.0;2;1;6;1;58.28;1;1;1;2.0;31.11764705882353
27.321428571428573;17.5;67.13;1;53.11;472.48;40.0;17.5;59.3;83.41;63.4;7.0;30.0;40.0;2;40.0;14.0;0;19;1;4;7.0;2;1;6;2;58.28;1;2;1;1.0;15.0
33.214285714285715;30.0;61.4;2;58.23;463.15;35.0;30.0;62.36;49.65;58.76;0.0;40.0;30.0;0;40.0;14.0;0;10;1;6;14.0;1;1;6;0;41.62;1;1;1;1.0;28.86764705882353
30.892857142857142;35.0;65.19;2;47.97;443.56;22.5;25.0;59.85;43.48;62.61;6.0;35.0;40.0;2;40.0;14.0;0;13;1;4;8.0;1;1;6;2;57.48;1;2;2;1.0;23.0
35.714285714285715;35.0;58.94;2;55.56;448.43;40.0;30.0;57.16;40.45;50.37;0.0;35.0;45.0;0;35.0;14.0;1;8;1;6;14.0;1;1;6;0;62.42;1;1;1;1.0;28.38235294117647
32.285714285714285;30.0;61.49;2;48.33;451.32;30.0;29.0;54.77;52.09;65.94;3.0;35.0;45.0;1;40.0;14.0;0;8;1;5;11.0;1;1;6;1;54.3;1;4;1;2.0;30.823529411764707
30.714285714285715;30.0;64.24;2;50.58;451.1;25.0;35.0;51.06;49.63;54.54;3.0;30.0;35.0;1;35.0;14.0;0;20;1;5;11.0;1;1;6;1;52.83;1;1;2;1.0;12.705882352941176
31.428571428571427;30.0;51.6;2;58.27;443.98;27.5;27.5;52.77;56.48;65.94;6.0;35.0;45.0;2;40.0;14.0;0;6;1;4;8.0;1;1;6;2;52.57;1;2;2;2.0;34.911764705882355
33.392857142857146;30.0;64.24;2;50.58;438.39;40.0;27.5;53.07;59.64;58.8;3.0;35.0;40.0;1;35.0;14.0;0;6;1;5;11.0;1;1;6;1;54.59;1;2;1;1.0;27.058823529411764
31.785714285714285;30.0;59.93;2;53.74;437.04;27.5;27.5;51.5;74.73;60.51;6.0;40.0;40.0;2;40.0;14.0;0;17;1;4;8.0;1;1;6;2;52.15;1;2;2;2.0;37.0
39.285714285714285;32.5;99.48;2;75.93;509.71;45.0;35.0;66.77;89.24;59.4;0.0;45.0;50.0;0;40.0;14.0;1;8;1;6;14.0;2;1;6;1;69.64;1;1;1;2.0;35.529411764705884
35.0;27.5;69.01;2;69.72;480.0;35.0;30.0;63.99;58.47;70.87;4.0;45.0;50.0;1;45.0;14.0;0;20;1;5;10.0;2;1;6;1;61.96;1;1;1;2.0;30.88235294117647
36.42857142857143;30.0;66.17;2;76.27;484.84;40.0;30.0;68.87;71.98;59.4;0.0;45.0;50.0;0;40.0;14.0;0;8;1;6;14.0;1;1;6;0;86.89;1;1;1;2.0;33.11764705882353
37.857142857142854;35.0;74.62;2;69.72;509.44;40.0;30.0;83.7;94.05;70.74;0.0;45.0;50.0;0;40.0;14.0;1;13;1;6;14.0;1;1;6;0;72.45;1;1;1;2.0;32.911764705882355
35.357142857142854;30.0;75.41;2;66.68;488.94;35.0;30.0;75.95;79.81;70.87;0.0;45.0;50.0;0;40.0;14.0;0;20;1;6;14.0;1;1;6;0;64.44;1;1;1;2.0;35.73529411764706
33.142857143571426;24.75;79.26;2;69.72;478.89;40.0;26.66666667;72.69;60.44;77.28;7.0;45.0;45.0;2;30.0;14.0;0;20;1;4;7.0;4;1;6;2;64.44;1;3;1;2.0;32.26470588235294
29.714285714285715;18.5;69.01;1;69.72;505.79;35.0;24.0;72.69;88.85;67.92;7.0;45.0;40.0;2;35.0;14.0;0;8;1;4;7.0;2;1;6;2;78.83;1;2;1;1.0;25.333333333333332
35.357142857142854;30.0;66.17;2;76.27;507.21;35.0;30.0;78.77;71.98;65.03;0.0;45.0;45.0;0;45.0;14.0;0;20;1;6;14.0;1;1;6;0;78.39;1;1;1;2.0;35.0
36.07142857142857;30.0;68.39;2;76.27;477.23;40.0;30.0;71.9;75.1;62.11;0.0;45.0;45.0;0;40.0;14.0;0;15;1;6;14.0;1;1;6;0;63.93;1;1;1;2.0;33.55882352941177
37.5;30.0;78.36;2;69.72;535.95;40.0;35.0;95.26;69.93;73.83;0.0;45.0;50.0;0;40.0;14.0;0;8;1;6;14.0;2;1;6;1;66.99;1;1;1;2.0;32.529411764705884
39.285714285714285;35.0;71.35;2;66.93;478.36;40.0;35.0;65.98;58.01;77.1;0.0;45.0;50.0;0;45.0;14.0;0;16;1;6;14.0;1;1;6;0;71.97;1;1;1;2.0;34.294117647058826
32.92857142928572;24.0;66.17;2;69.72;516.49;35.0;26.66666667;79.57;58.01;65.03;7.0;45.0;50.0;2;40.0;14.0;0;8;1;4;7.0;3;1;6;2;82.67;1;3;1;1.0;23.235294117647058
33.07142857142857;22.0;79.26;2;66.93;476.83;35.0;30.0;65.98;68.41;67.92;4.0;45.0;45.0;1;45.0;14.0;0;8;1;5;10.0;3;1;6;2;71.97;1;2;1;1.0;7.9999999990909085
35.714285714285715;27.5;75.41;2;72.78;491.82;40.0;30.0;79.57;47.15;65.03;4.0;45.0;50.0;1;40.0;14.0;0;16;1;5;10.0;2;1;6;1;75.48;1;1;1;1.0;27.588235294705882
36.42857142857143;30.0;82.87;2;76.27;490.85;40.0;30.0;71.9;79.4;59.27;0.0;45.0;45.0;0;45.0;14.0;0;20;1;6;14.0;1;1;6;0;82.24;1;1;1;2.0;32.88235294117647
36.07142857142857;30.0;74.62;2;66.68;475.72;35.0;35.0;66.77;59.21;77.1;0.0;45.0;45.0;0;40.0;14.0;1;20;1;6;14.0;1;1;6;0;66.99;1;1;1;2.0;33.88235294117647
33.785714285714285;35.0;75.41;2;69.98;464.76;35.0;16.0;60.48;54.45;67.92;3.0;45.0;45.0;1;45.0;14.0;0;21;1;5;11.0;1;1;6;1;71.97;1;2;1;1.0;14.333333333333334
33.92857142857143;30.0;72.05;2;75.93;490.32;30.0;30.0;75.95;49.66;59.4;0.0;45.0;45.0;0;40.0;14.0;0;13;1;6;14.0;1;1;6;0;78.83;1;1;1;2.0;36.11764705882353
36.42857142857143;35.0;78.36;2;69.72;468.03;35.0;30.0;69.65;62.94;67.8;0.0;45.0;45.0;0;40.0;14.0;0;18;1;6;14.0;1;1;6;0;61.96;1;1;1;2.0;33.294117647058826
36.07142857142857;30.0;79.26;2;63.86;486.04;40.0;30.0;65.98;58.01;70.87;0.0;45.0;45.0;0;40.0;14.0;0;10;1;6;14.0;1;1;6;0;78.39;1;1;1;2.0;31.0
31.142857142857142;23.5;71.35;2;76.27;470.26;30.0;25.0;78.77;45.84;64.91;7.0;45.0;45.0;2;42.0;14.0;0;8;1;4;7.0;4;1;6;2;59.0;1;2;1;2.0;30.18181818090909
35.714285714285715;40.0;98.19;2;60.76;487.23;30.0;35.0;55.09;75.1;73.83;0.0;40.0;35.0;0;30.0;14.0;1;16;1;6;14.0;1;1;6;0;82.24;1;1;1;2.0;32.142857142857146
36.42857142857143;40.0;71.35;2;66.68;525.8;30.0;30.0;72.69;102.61;70.74;0.0;45.0;45.0;0;35.0;14.0;1;11;1;6;14.0;1;1;6;0;82.67;1;1;1;2.0;35.94117647117647
33.57142857142857;30.0;75.41;2;76.27;503.48;35.0;30.0;78.77;77.13;70.87;0.0;40.0;45.0;0;30.0;14.0;0;10;1;6;14.0;1;1;6;0;69.14;1;1;1;2.0;32.38235294117647
35.714285714285715;30.0;82.87;2;66.68;485.76;35.0;35.0;63.99;67.41;62.11;0.0;45.0;45.0;0;35.0;14.0;0;20;1;6;14.0;1;1;6;0;75.48;1;1;1;2.0;35.05882352941177
30.064285713571426;23.6;66.17;1;60.76;430.78;27.5;26.33333333;52.34;59.67;59.4;10.0;45.0;45.0;3;30.0;14.0;0;1;1;3;4.0;5;1;6;3;69.14;1;3;2;1.0;24.558823529411764
28.785714285714285;13.25;68.39;1;86.86;462.5;30.0;30.0;63.2;61.66;64.91;4.0;45.0;50.0;1;30.0;14.0;0;20;1;5;10.0;4;1;6;1;66.48;1;1;1;1.0;9.777777777666667
33.107142857142854;30.0;82.87;2;72.78;467.54;30.0;29.5;66.77;64.24;56.41;3.0;45.0;45.0;1;30.0;14.0;0;11;1;5;11.0;1;1;6;1;75.48;1;2;1;1.0;22.58823529411765
33.57142857142857;30.0;75.41;2;79.58;448.37;30.0;30.0;52.34;50.87;67.92;0.0;45.0;45.0;0;35.0;14.0;0;8;1;6;14.0;1;1;6;0;69.14;1;1;1;2.0;33.3235294117647
34.32142857142857;30.0;74.62;2;73.09;481.3;35.0;28.5;75.16;61.66;64.91;3.0;45.0;50.0;1;30.0;14.0;0;11;1;5;11.0;1;1;6;1;61.43;1;2;1;2.0;30.441176469411765
41.07142857142857;40.0;79.26;2;76.27;510.03;40.0;40.0;63.2;77.13;80.86;0.0;45.0;50.0;0;35.0;14.0;0;20;1;6;14.0;1;1;6;0;86.89;1;1;1;3.0;40.35294117647059
37.5;35.0;65.63;2;73.09;478.52;35.0;35.0;71.9;102.61;77.1;0.0;45.0;50.0;0;35.0;14.0;0;9;1;6;14.0;1;1;6;0;63.93;1;1;1;2.0;39.0
26.5;30.0;75.41;1;69.98;480.17;8.0;19.0;65.98;56.82;70.87;6.0;45.0;45.0;2;35.0;14.0;0;11;1;4;8.0;1;1;6;2;63.93;1;3;3;1.0;7.5
38.57142857142857;35.0;78.36;2;63.65;487.89;35.0;40.0;69.65;55.62;67.8;0.0;45.0;45.0;0;40.0;14.0;1;19;1;6;14.0;1;1;6;0;75.48;1;1;1;2.0;35.94117647058823
34.642857142857146;30.0;75.41;2;73.09;471.33;35.0;30.0;60.48;88.85;67.92;0.0;45.0;45.0;0;35.0;14.0;0;20;1;6;14.0;1;1;6;0;69.14;1;1;1;2.0;30.705882352941178
38.214285714285715;40.0;78.36;2;76.27;492.33;30.0;40.0;65.98;60.44;67.8;0.0;45.0;45.0;0;30.0;14.0;0;11;1;6;14.0;1;1;6;0;82.24;1;1;1;2.0;34.588235294117645
37.142857142857146;35.0;65.63;2;75.93;527.12;35.0;35.0;79.57;77.13;70.74;0.0;45.0;45.0;0;35.0;14.0;0;11;1;6;14.0;1;1;6;0;87.29;1;1;1;2.0;34.6764705882353
33.92857142857143;27.5;71.35;2;69.98;476.66;30.0;35.0;60.48;61.66;62.11;4.0;45.0;45.0;1;35.0;14.0;0;10;1;5;10.0;2;1;6;1;75.02;1;1;1;1.0;27.352941177058824
37.285714285714285;35.0;99.48;2;79.22;522.16;34.0;35.0;61.28;68.41;53.63;0.0;45.0;45.0;0;40.0;14.0;0;9;1;6;14.0;1;1;6;1;87.29;1;1;2;1.0;29.676470588235293
37.142857142857146;35.0;74.62;2;76.27;469.5;35.0;35.0;71.9;62.13;64.91;0.0;45.0;45.0;0;35.0;14.0;0;11;1;6;14.0;1;1;6;0;69.14;1;1;1;1.0;11.411764705882353
37.857142857142854;30.0;65.63;2;66.93;489.59;40.0;40.0;68.87;79.81;73.83;0.0;45.0;50.0;0;30.0;14.0;1;11;1;6;14.0;1;1;6;0;82.24;1;1;1;2.0;33.705882352941174
30.547619048571427;22.66666667;71.35;2;75.93;469.09;29.0;30.0;63.99;56.82;70.74;7.0;35.0;50.0;2;40.0;14.0;0;10;1;4;7.0;3;1;6;2;69.64;1;1;3;1.0;24.8
37.142857142857146;35.0;82.87;2;69.98;527.58;35.0;35.0;71.9;88.85;80.64;0.0;40.0;45.0;0;45.0;14.0;1;7;1;6;14.0;1;1;6;0;86.89;1;1;1;2.0;33.44117647058823
35.0;30.0;63.02;2;63.86;511.61;30.0;35.0;71.9;88.85;89.07;0.0;40.0;50.0;0;45.0;14.0;0;20;1;6;14.0;1;1;6;0;71.97;1;1;1;2.0;34.411764705882355
13.892857142857142;7.5;83.87;1;69.72;533.58;9.0;9.0;75.95;73.68;73.98;11.0;30.0;40.0;4;10.5;14.0;0;20;1;2;3.0;2;2;6;4;75.48;1;2;2;1.0;3.0
33.57142857142857;30.0;74.62;2;66.93;490.87;35.0;30.0;71.9;64.24;53.5;0.0;35.0;50.0;0;35.0;14.0;1;20;1;6;14.0;1;1;6;0;75.02;1;1;1;2.0;34.0
36.42857142857143;35.0;68.39;2;60.57;499.32;35.0;30.0;75.95;73.24;84.56;0.0;40.0;50.0;0;45.0;14.0;1;20;1;6;14.0;1;1;6;0;69.64;1;1;1;1.0;9.882352941176471
30.035714285714285;20.0;79.26;2;73.09;480.54;30.0;28.5;60.48;69.93;70.87;7.0;40.0;45.0;2;40.0;14.0;0;7;1;4;7.0;3;1;6;2;75.02;1;2;1;2.0;36.294117647058826
31.464285714285715;27.5;68.39;2;79.22;459.54;28.5;30.0;63.99;58.01;59.27;7.0;35.0;50.0;2;35.0;14.0;0;11;1;4;7.0;2;1;6;2;66.99;1;1;2;1.0;29.352941176470587
35.357142857142854;30.0;75.41;2;79.58;496.12;35.0;40.0;75.16;56.82;62.21;0.0;30.0;50.0;0;40.0;14.0;1;9;1;6;14.0;1;1;6;0;75.02;1;1;1;2.0;37.35294117647059
29.428571428571427;27.5;65.63;1;63.65;471.11;22.5;26.5;66.77;60.9;56.41;10.0;35.0;45.0;3;40.0;14.0;0;12;1;3;4.0;2;1;6;3;69.64;1;2;2;2.0;30.666666666666668
37.142857142857146;30.0;79.26;2;72.78;518.23;30.0;45.0;72.69;85.05;59.4;0.0;40.0;50.0;0;45.0;14.0;1;9;1;6;14.0;1;1;6;0;103.04;1;1;1;2.0;39.470588235294116
33.92857142857143;35.0;71.35;2;79.58;475.42;30.0;30.0;63.2;71.53;64.91;0.0;35.0;50.0;0;35.0;14.0;0;11;1;6;14.0;1;1;6;0;63.93;1;1;1;2.0;32.470588235294116
35.5;25.5;79.26;2;66.93;486.35;40.0;35.0;65.98;94.05;73.98;4.0;40.0;45.0;1;45.0;14.0;0;7;1;5;10.0;2;1;6;1;69.14;1;1;1;3.0;40.23529411764706
30.928571428571427;25.0;71.35;2;79.22;509.72;26.0;30.0;75.95;94.05;67.8;7.0;40.0;45.0;2;40.0;14.0;0;9;1;4;7.0;2;1;6;2;72.45;1;1;2;1.0;28.823529411764707
41.785714285714285;40.0;66.17;2;63.65;472.73;40.0;45.0;79.57;81.98;67.92;0.0;40.0;45.0;0;45.0;14.0;0;10;1;6;14.0;1;1;6;0;72.45;1;1;1;3.0;42.705882352941174
40.357142857142854;45.0;75.41;2;73.09;468.19;35.0;40.0;60.48;62.94;70.87;0.0;35.0;50.0;0;40.0;14.0;0;11;1;6;14.0;1;1;6;0;71.97;1;1;1;2.0;39.11764705882353
38.92857142857143;40.0;75.41;2;79.58;532.06;35.0;35.0;87.87;79.4;62.21;0.0;40.0;50.0;0;45.0;14.0;0;11;1;6;14.0;1;1;6;0;92.99;1;1;1;2.0;38.470588235294116
35.357142857142854;35.0;78.36;2;73.09;492.59;30.0;35.0;65.98;55.62;70.74;0.0;35.0;50.0;0;40.0;14.0;0;11;1;6;14.0;1;1;6;0;71.97;1;1;1;2.0;31.029411764705884
