LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCA_UNO;NCP_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;CREDITOS_DIFERENCIAL;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
0;340.0;69.0;0.0;62.0;78.0;10;37.66666666666666;0;15;15;0;7;7;0;2;4;2;30.0;1;34.0;1;2;41.0;1;3;41.0;1;1;41.0;1;2;43.0;1;1;44.0;1;2;1;29.63333333333333
0;339.0;68.0;0.0;65.0;60.0;8;36.61538461538461;0;13;13;0;6;6;0;2;4;2;37.0;1;35.0;1;2;39.0;1;3;31.0;1;1;36.0;1;2;38.0;1;1;0.0;0;2;2;34.3
0;336.0;70.0;0.0;65.0;64.0;7;32.73076923076923;2;13;10;3;6;5;1;2;4;11;31.0;1;31.5;2;2;23.5;2;3;35.0;1;1;43.0;1;2;47.0;1;1;0.0;0;2;2;30.81818181818182
0;335.0;68.0;0.0;67.0;72.0;8;20.0;5;13;3;10;6;1;5;1;4;13;10.0;2;19.5;2;2;38.0;1;3;18.0;2;1;17.5;2;2;14.0;2;1;0.0;0;2;1;4.2
0;329.0;68.0;0.0;71.0;64.0;4;37.30769230769231;0;13;13;0;6;6;0;2;4;2;36.0;1;37.0;1;2;42.0;1;3;40.0;1;1;33.0;1;2;35.0;1;1;0.0;0;2;2;32.26666666666667
0;255.0;69.0;0.0;67.0;60.0;20;32.06666666666667;0;15;12;3;7;5;2;2;4;1;35.0;1;12.0;1;2;39.0;1;3;8.0;1;1;37.0;1;2;38.0;1;1;40.0;1;2;1;26.2
0;292.0;60.0;0.0;60.0;57.0;7;21.80769230769231;3;13;4;9;6;3;3;1;4;11;18.0;2;18.5;2;2;12.5;2;3;33.0;1;1;32.0;1;2;40.0;1;1;0.0;0;2;1;14.85714285714286
0;333.0;77.0;0.0;73.0;63.0;20;31.69230769230769;1;13;9;4;6;5;1;2;4;11;27.5;2;34.0;1;2;30.0;1;3;32.0;1;1;36.0;1;2;40.0;1;1;0.0;0;2;2;35.0
0;354.0;76.0;0.0;68.0;65.0;10;33.84615384615385;1;13;13;0;6;6;0;2;4;11;30.5;2;32.0;1;2;36.0;1;3;34.0;1;1;35.0;1;2;42.0;1;1;0.0;0;2;2;35.77777777777778
0;358.0;71.0;0.0;77.0;74.0;7;34.69230769230769;1;13;13;0;6;6;0;2;4;2;32.0;1;34.0;1;2;30.0;2;3;33.0;1;1;46.0;1;2;40.0;1;1;0.0;0;2;2;36.0
0;347.0;74.0;0.0;74.0;76.0;18;36.61538461538461;1;13;13;0;6;6;0;2;4;2;33.0;1;40.0;1;2;32.0;2;3;35.0;1;1;47.0;1;2;39.0;1;1;0.0;0;2;2;38.2
0;368.0;82.0;0.0;72.0;74.0;10;28.23076923076923;2;13;7;6;6;4;2;1;4;11;19.0;2;26.5;2;2;30.0;1;3;32.0;1;1;39.0;1;2;38.0;1;1;0.0;0;2;2;30.57142857142857
0;366.0;77.0;0.0;73.0;75.0;4;27.76923076923077;2;13;6;7;6;4;2;1;4;11;17.5;2;32.0;1;2;27.0;2;3;34.0;1;1;36.0;1;2;40.0;1;1;0.0;0;2;2;35.42857142857143
0;341.0;76.0;0.0;70.0;77.0;16;32.30769230769231;1;13;10;3;6;5;1;2;4;11;32.0;1;30.0;1;2;29.0;2;3;34.0;1;1;36.0;1;2;39.0;1;1;0.0;0;2;2;39.8
0;354.0;69.0;0.0;69.0;77.0;8;37.80769230769231;1;13;13;0;6;6;0;2;4;2;36.0;1;39.0;1;2;34.5;2;3;33.0;1;1;46.0;1;2;41.0;1;1;0.0;0;2;3;42.0
0;350.0;71.0;0.0;75.0;73.0;9;10.46153846153846;0;13;0;13;6;0;6;1;4;3;11.0;1;12.0;1;2;0.0;1;3;20.0;1;1;13.0;1;2;22.0;1;1;0.0;0;2;0;0.0
0;364.0;81.0;0.0;69.0;83.0;10;35.26923076923077;1;13;10;3;6;5;1;2;4;2;31.0;1;41.0;1;2;29.5;2;3;34.0;1;1;45.0;1;2;40.0;1;1;0.0;0;2;2;35.92307692307692
0;360.0;73.0;0.0;70.0;68.0;10;31.69230769230769;2;13;6;7;6;4;2;2;4;11;26.5;2;33.0;1;2;28.0;2;3;33.0;1;1;42.0;1;2;39.0;1;1;0.0;0;2;2;35.4
0;361.0;71.0;0.0;76.0;77.0;18;15.76923076923077;0;13;0;13;6;0;6;1;4;12;18.0;1;16.0;1;2;13.0;1;3;18.0;1;1;13.0;1;2;18.0;1;1;0.0;0;2;0;0.0
0;356.0;75.0;0.0;75.0;61.0;9;14.61538461538461;0;13;0;13;6;0;6;1;4;12;12.0;1;13.0;1;2;6.0;1;3;24.0;1;1;26.0;1;2;22.0;1;1;0.0;0;2;0;0.0
0;353.0;77.0;0.0;73.0;52.0;20;34.53846153846154;1;13;9;4;6;5;1;2;4;2;28.0;2;42.0;1;2;32.0;1;3;34.0;1;1;39.0;1;2;45.0;1;1;0.0;0;2;2;35.25
0;346.0;72.0;0.0;71.0;72.0;19;18.53846153846154;3;13;4;9;6;3;3;1;4;11;10.5;2;17.5;2;2;9.0;2;3;34.0;1;1;32.0;1;2;39.0;1;1;0.0;0;2;1;11.66666666666667
0;362.0;75.0;0.0;72.0;76.0;6;26.84615384615385;0;13;4;9;6;3;3;1;4;13;22.0;1;26.0;1;2;15.0;1;3;35.0;1;1;45.0;1;2;39.0;1;1;0.0;0;2;0;0.0
0;350.0;73.0;0.0;71.0;80.0;10;24.46153846153846;1;13;6;7;6;4;2;1;4;11;13.0;1;34.0;1;2;22.0;2;3;34.0;1;1;30.0;1;2;38.0;1;1;0.0;0;2;1;27.33333333333333
0;364.0;66.0;0.0;71.0;71.0;20;30.34615384615385;3;13;4;9;6;3;3;1;4;2;29.5;2;29.5;2;2;28.5;2;3;33.0;1;1;31.0;1;2;37.0;1;1;0.0;0;2;2;32.0
0;352.0;74.0;0.0;70.0;67.0;18;33.92307692307692;2;13;9;4;6;5;1;2;4;11;28.0;2;35.0;1;2;33.0;2;3;33.0;1;1;44.0;1;2;39.0;1;1;0.0;0;2;2;39.71428571428572
0;355.0;79.0;0.0;72.0;74.0;1;32.26923076923077;2;13;9;4;6;5;1;2;4;11;29.0;2;31.0;1;2;32.5;2;3;33.0;1;1;36.0;1;2;39.0;1;1;0.0;0;2;2;33.5
0;351.0;70.0;0.0;72.0;67.0;16;30.84615384615385;2;13;6;7;6;4;2;2;4;11;23.0;2;32.0;1;2;29.0;2;3;32.0;1;1;44.0;1;2;38.0;1;1;0.0;0;2;2;32.3
0;352.0;73.0;0.0;69.0;74.0;7;35.0;0;13;13;0;6;6;0;2;4;2;33.0;1;36.0;1;2;30.0;1;3;33.0;1;1;44.0;1;2;40.0;1;1;0.0;0;2;3;42.06666666666667
0;354.0;76.0;0.0;75.0;63.0;4;28.69230769230769;2;13;6;7;6;4;2;1;4;11;23.0;2;31.0;1;2;27.0;2;3;32.0;1;1;32.0;1;2;42.0;1;1;0.0;0;2;1;26.66666666666667
0;350.0;78.0;0.0;69.0;56.0;20;31.34615384615385;2;13;6;7;6;4;2;2;4;11;24.0;2;35.0;1;2;28.5;2;3;32.0;1;1;43.0;1;2;38.0;1;1;0.0;0;2;2;31.85714285714286
0;365.0;88.0;0.0;61.0;67.0;18;9.384615384615385;0;13;1;12;6;1;5;1;4;12;4.0;1;11.0;1;2;5.0;1;3;30.0;1;1;10.0;1;2;19.0;1;1;0.0;0;2;0;0.0
0;353.0;74.0;0.0;74.0;67.0;20;34.38461538461539;0;13;13;0;6;6;0;2;4;2;33.0;1;39.0;1;2;33.0;1;3;34.0;1;1;30.0;1;2;44.0;1;1;0.0;0;2;3;40.86666666666667
0;360.0;81.0;0.0;69.0;72.0;20;27.96153846153846;3;13;6;7;6;4;2;1;4;11;24.0;2;32.0;2;2;23.5;2;3;33.0;1;1;33.0;1;2;34.0;1;1;0.0;0;2;1;30.0
0;347.0;72.0;0.0;70.0;67.0;11;31.46153846153846;2;13;6;7;6;4;2;2;4;11;26.0;2;32.0;1;2;29.0;2;3;34.0;1;1;40.0;1;2;40.0;1;1;0.0;0;2;2;33.8
0;352.0;83.0;0.0;69.0;68.0;8;31.38461538461538;1;13;9;4;6;5;1;2;4;2;21.5;2;38.0;1;2;31.0;1;3;34.0;1;1;40.0;1;2;39.0;1;1;0.0;0;2;1;12.0
0;350.0;77.0;0.0;71.0;55.0;8;31.84615384615385;2;13;6;7;6;4;2;2;4;2;25.0;2;34.0;1;2;25.0;2;3;38.0;1;1;43.0;1;2;47.0;1;1;0.0;0;2;2;34.61538461538461
0;347.0;72.0;0.0;73.0;67.0;10;35.30769230769231;2;13;10;3;6;5;1;2;4;2;30.5;2;35.0;1;2;27.0;2;3;39.0;1;1;50.0;1;2;47.0;1;1;0.0;0;2;2;38.15384615384615
0;355.0;74.0;0.0;73.0;67.0;7;33.30769230769231;2;13;6;7;6;4;2;2;4;2;28.5;2;31.0;1;2;28.0;2;3;39.0;1;1;44.0;1;2;46.0;1;1;0.0;0;2;2;38.30769230769231
0;340.0;74.0;0.0;70.0;63.0;15;32.0;2;13;6;7;6;4;2;2;4;2;25.0;2;30.0;1;2;24.0;2;3;40.0;1;1;50.0;1;2;44.0;1;1;0.0;0;2;2;38.0
0;345.0;72.0;0.0;71.0;64.0;10;37.42307692307692;2;13;10;3;6;5;1;2;4;2;36.5;2;40.0;1;2;23.5;2;3;42.0;1;1;50.0;1;2;48.0;1;1;0.0;0;2;2;36.71428571428572
0;370.0;75.0;0.0;72.0;77.0;10;33.07692307692308;1;13;9;4;6;5;1;2;4;2;25.0;2;30.0;1;2;30.0;1;3;38.0;1;1;50.0;1;2;42.0;1;1;0.0;0;2;2;35.4
0;367.0;77.0;0.0;67.0;89.0;9;33.76923076923077;2;13;6;7;6;4;2;2;4;2;23.0;2;38.0;1;2;28.0;2;3;41.0;1;1;50.0;1;2;46.0;1;1;0.0;0;2;3;43.25
0;343.0;72.0;0.0;71.0;74.0;11;31.15384615384615;3;13;4;9;6;3;3;1;4;11;25.0;2;28.5;2;2;27.0;2;3;39.0;1;1;44.0;1;2;40.0;1;1;0.0;0;2;2;36.75
0;372.0;74.0;0.0;73.0;72.0;19;30.23076923076923;1;13;9;4;6;5;1;2;4;11;21.0;2;37.0;1;2;30.0;1;3;32.0;1;1;36.0;1;2;41.0;1;1;0.0;0;2;2;37.42857142857143
0;295.0;57.0;0.0;60.0;57.0;18;25.58974358974359;3;13;6;7;6;4;2;1;4;11;15.66666666666667;3;30.5;2;2;21.0;2;3;41.0;1;1;35.0;1;2;35.0;1;1;0.0;0;2;2;33.5
0;355.0;79.0;0.0;70.0;67.0;11;29.76923076923077;3;13;4;9;6;3;3;1;4;11;26.0;2;29.0;2;2;24.0;2;3;37.0;1;1;36.0;1;2;44.0;1;1;0.0;0;2;2;39.75
0;357.0;73.0;0.0;69.0;64.0;10;22.38461538461538;0;13;4;9;6;3;3;1;4;13;9.0;1;28.0;1;2;14.0;1;3;35.0;1;1;40.0;1;2;42.0;1;1;0.0;0;2;0;0.0
0;353.0;71.0;0.0;70.0;74.0;16;36.88461538461539;1;13;13;0;6;6;0;2;4;2;30.0;1;33.0;1;2;35.5;2;3;41.0;1;1;50.0;1;2;46.0;1;1;0.0;0;2;2;38.07692307692308
0;350.0;78.0;0.0;72.0;58.0;20;32.5;2;13;10;3;6;5;1;2;4;2;35.0;2;31.0;1;2;28.5;2;3;33.0;1;1;31.0;1;2;40.0;1;1;0.0;0;2;2;35.15384615384615
0;373.0;74.0;0.0;79.0;76.0;8;32.15384615384615;3;13;10;3;6;5;1;2;4;11;30.5;2;32.0;2;2;29.0;2;3;35.0;1;1;34.0;1;2;42.0;1;1;0.0;0;2;2;35.33333333333334
0;372.0;72.0;0.0;63.0;59.0;5;34.0;2;13;6;7;6;4;2;2;4;2;27.0;2;33.0;1;2;26.0;2;3;43.0;1;1;50.0;1;2;47.0;1;1;0.0;0;2;2;38.53846153846154
0;361.0;80.0;0.0;66.0;77.0;9;31.57692307692308;2;13;6;7;6;4;2;2;4;11;26.5;2;33.0;1;2;23.5;2;3;37.0;1;1;44.0;1;2;43.0;1;1;0.0;0;2;2;34.75
0;360.0;77.0;0.0;70.0;68.0;8;35.11538461538461;2;13;6;7;6;4;2;2;4;2;28.0;2;35.0;1;2;27.5;2;3;44.0;1;1;50.0;1;2;48.0;1;1;0.0;0;2;2;33.5
0;295.0;55.0;0.0;55.0;53.0;19;26.23076923076923;3;13;4;9;6;3;3;1;4;11;21.5;2;29.0;2;2;19.0;2;3;33.0;1;1;35.0;1;2;37.0;1;1;0.0;0;2;1;30.0
0;336.0;77.0;0.0;85.0;44.0;6;3.769230769230769;0;13;0;13;6;0;6;1;4;12;2.0;1;0.0;1;2;0.0;1;3;16.0;1;1;4.0;1;2;17.0;1;1;0.0;0;2;0;0.0
0;357.0;73.0;0.0;69.0;78.0;11;10.61538461538461;0;13;1;12;6;1;5;1;4;12;9.0;1;9.0;1;2;5.0;1;3;17.0;1;1;11.0;1;2;30.0;1;1;0.0;0;2;0;0.0
0;354.0;70.0;0.0;72.0;71.0;10;23.53846153846154;0;13;4;9;6;3;3;1;4;3;12.0;1;21.0;1;2;16.0;1;3;38.0;1;1;43.0;1;2;44.0;1;1;0.0;0;2;0;0.0
0;384.0;79.0;0.0;73.0;75.0;1;38.57692307692308;1;13;13;0;6;6;0;2;4;2;34.0;1;39.0;1;2;35.5;2;3;41.0;1;1;50.0;1;2;40.0;1;1;0.0;0;2;2;39.61538461538461
0;361.0;73.0;0.0;73.0;66.0;9;26.15384615384615;0;13;4;9;6;3;3;1;4;3;12.0;1;25.0;1;2;20.0;1;3;38.0;1;1;50.0;1;2;44.0;1;1;0.0;0;2;0;0.0
0;350.0;75.0;0.0;69.0;74.0;10;34.53846153846154;2;13;9;4;6;5;1;2;4;2;26.5;2;33.0;1;2;33.0;2;3;36.0;1;1;50.0;1;2;42.0;1;1;0.0;0;2;1;27.8
0;362.0;82.0;0.0;69.0;74.0;10;26.53846153846154;0;13;6;7;6;4;2;1;4;12;14.0;1;35.0;1;2;17.0;1;3;38.0;1;1;50.0;1;2;30.0;1;1;0.0;0;2;0;0.0
0;355.0;72.0;0.0;66.0;86.0;8;18.76923076923077;0;13;4;9;6;3;3;1;4;12;7.0;1;18.0;1;2;13.0;1;3;39.0;1;1;31.0;1;2;40.0;1;1;0.0;0;2;0;0.0
0;334.0;65.0;0.0;69.0;67.0;10;28.92307692307692;2;13;4;9;6;3;3;1;4;11;23.5;2;28.0;2;2;17.0;1;3;38.0;1;1;47.0;1;2;43.0;1;1;0.0;0;2;2;39.5
0;375.0;71.0;0.0;76.0;70.0;8;30.76923076923077;2;13;9;4;6;5;1;2;4;11;15.0;2;30.0;1;2;31.0;2;3;41.0;1;1;50.0;1;2;46.0;1;1;0.0;0;2;2;39.25
0;353.0;70.0;0.0;73.0;65.0;20;31.30769230769231;2;13;6;7;6;4;2;2;4;11;26.0;2;32.0;1;2;24.0;2;3;38.0;1;1;44.0;1;2;41.0;1;1;0.0;0;2;3;41.0
0;350.0;71.0;0.0;71.0;60.0;5;28.46153846153846;3;13;6;7;6;4;2;1;4;11;18.0;2;30.5;2;2;28.0;2;3;38.0;1;1;37.0;1;2;41.0;1;1;0.0;0;2;2;40.0
0;329.0;63.0;0.0;70.0;63.0;20;21.57692307692308;3;13;4;9;6;3;3;1;4;11;13.5;2;18.0;2;2;14.5;2;3;33.0;1;1;37.0;1;2;40.0;1;1;0.0;0;2;0;0.0
0;329.0;67.0;0.0;67.0;73.0;8;29.53846153846154;2;13;6;7;6;4;2;1;4;11;9.0;2;43.0;1;2;24.0;2;3;41.0;1;1;50.0;1;2;49.0;1;1;0.0;0;2;3;41.25
0;353.0;81.0;0.0;71.0;70.0;20;31.07692307692308;1;13;9;4;6;5;1;2;4;11;29.0;2;31.0;1;2;31.0;1;3;33.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;2;30.71428571428572
0;358.0;82.0;0.0;70.0;80.0;17;18.84615384615385;3;13;4;9;6;3;3;1;4;11;12.5;2;29.0;2;2;0.0;1;3;41.0;1;1;32.0;1;2;32.0;2;1;0.0;0;2;2;39.0
0;348.0;75.0;0.0;70.0;52.0;14;31.11538461538462;3;13;4;9;6;3;3;1;4;11;22.0;2;29.0;2;2;28.5;2;3;43.0;1;1;44.0;1;2;42.0;1;1;0.0;0;2;1;30.0
0;359.0;70.0;0.0;71.0;79.0;8;23.26923076923077;2;13;6;7;6;4;2;1;4;11;11.5;2;32.0;1;2;8.5;2;3;36.0;1;1;45.0;1;2;41.0;1;1;0.0;0;2;0;0.0
0;346.0;81.0;0.0;68.0;63.0;20;34.15384615384615;1;13;13;0;6;6;0;2;4;2;33.5;2;31.0;1;2;35.0;1;3;34.0;1;1;36.0;1;2;37.0;1;1;0.0;0;2;2;35.6
0;361.0;73.0;0.0;67.0;77.0;13;34.4;0;15;15;0;7;7;0;2;4;2;31.0;1;30.0;1;2;31.0;1;3;32.0;1;1;35.0;1;2;41.0;1;1;48.0;1;2;2;35.83333333333334
0;354.0;74.0;0.0;73.0;59.0;10;29.07692307692308;1;13;9;4;6;5;1;1;4;11;21.5;2;31.0;1;2;30.0;1;3;34.0;1;1;33.0;1;2;40.0;1;1;0.0;0;2;2;34.0
0;368.0;79.0;0.0;67.0;71.0;10;26.53846153846154;0;13;4;9;6;3;3;1;4;12;17.0;1;27.0;1;2;24.0;1;3;33.0;1;1;39.0;1;2;40.0;1;1;0.0;0;2;0;0.0
0;349.0;77.0;0.0;68.0;65.0;4;25.96153846153846;3;13;4;9;6;3;3;1;4;11;15.0;2;29.5;2;2;28.5;2;3;34.0;1;1;31.0;1;2;37.0;1;1;0.0;0;2;2;30.75
0;355.0;79.0;0.0;66.0;79.0;10;32.61538461538461;0;13;9;4;6;5;1;2;4;16;28.0;1;37.0;1;2;31.0;1;3;34.0;1;1;35.0;1;2;41.0;1;1;0.0;0;2;0;0.0
0;291.0;58.0;0.0;61.0;52.0;20;10.23076923076923;0;13;0;13;6;0;6;1;4;12;8.0;1;8.0;1;2;7.0;1;3;19.0;1;1;15.0;1;2;15.0;1;1;0.0;0;2;0;0.0
0;358.0;72.0;0.0;69.0;71.0;4;32.96153846153846;3;13;11;2;6;5;1;2;4;2;32.5;2;29.0;2;2;31.5;2;3;33.0;1;1;36.0;1;2;41.0;1;1;0.0;0;2;4;45.5
0;313.0;67.0;0.0;66.0;62.0;11;32.76923076923077;1;13;9;4;6;5;1;2;4;11;27.0;2;38.0;1;2;30.0;1;3;35.0;1;1;37.0;1;2;43.0;1;1;0.0;0;2;2;37.66666666666666
0;349.0;74.0;0.0;71.0;59.0;20;32.38461538461539;1;13;13;0;6;6;0;2;4;11;31.0;2;30.0;1;2;31.0;1;3;34.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;2;36.88888888888889
0;354.0;78.0;0.0;71.0;69.0;10;30.34615384615385;3;13;4;9;6;3;3;1;4;11;27.5;2;27.5;2;2;28.5;2;3;35.0;1;1;33.0;1;2;43.0;1;1;0.0;0;2;2;36.0
0;286.0;62.0;0.0;56.0;53.0;11;30.19230769230769;2;13;6;7;6;4;2;2;4;11;25.5;2;30.0;1;2;25.5;2;3;33.0;1;1;39.0;1;2;43.0;1;1;0.0;0;2;2;36.71428571428572
0;356.0;72.0;0.0;74.0;59.0;18;34.46153846153846;1;13;13;0;6;6;0;2;4;2;30.0;1;30.0;1;2;34.0;2;3;35.0;1;1;45.0;1;2;41.0;1;1;0.0;0;2;2;38.1
0;380.0;76.0;0.0;72.0;80.0;8;10.92307692307692;0;13;0;13;6;0;6;1;4;11;6.0;1;7.0;1;2;15.0;1;3;22.0;1;1;11.0;1;2;15.0;1;1;0.0;0;2;0;0.0
0;352.0;79.0;0.0;68.0;64.0;4;32.30769230769231;0;13;13;0;6;6;0;2;4;16;30.0;1;30.0;1;2;32.0;1;3;34.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;0;0.0
0;358.0;76.0;0.0;68.0;75.0;20;28.53846153846154;2;13;6;7;6;4;2;1;4;11;21.0;2;30.0;1;2;28.0;2;3;32.0;1;1;35.0;1;2;41.0;1;1;0.0;0;2;1;29.14285714285714
0;345.0;64.0;0.0;70.0;81.0;8;28.0;2;13;7;6;6;4;2;1;4;11;17.0;2;29.0;2;2;31.0;1;3;33.0;1;1;36.0;1;2;40.0;1;1;0.0;0;2;2;30.83333333333333
0;338.0;71.0;0.0;65.0;77.0;8;27.53846153846154;2;13;7;6;6;4;2;1;4;11;20.5;2;26.5;2;2;30.0;1;3;30.0;1;1;31.0;1;2;41.0;1;1;0.0;0;2;1;26.7
0;344.0;75.0;0.0;70.0;67.0;18;32.03846153846154;3;13;13;0;6;6;0;2;4;2;30.0;2;31.5;2;2;30.5;2;3;34.0;1;1;33.0;1;2;42.0;1;1;0.0;0;2;3;41.0
0;366.0;74.0;0.0;71.0;69.0;20;31.76923076923077;1;13;9;4;6;5;1;2;4;11;27.5;2;30.0;1;2;31.0;1;3;35.0;1;1;35.0;1;2;45.0;1;1;0.0;0;2;2;38.0
0;360.0;79.0;0.0;69.0;77.0;10;35.69230769230769;1;13;13;0;6;6;0;2;4;2;30.0;2;37.0;1;2;41.0;1;3;32.0;1;1;36.0;1;2;43.0;1;1;0.0;0;2;2;33.5
0;353.0;70.0;0.0;72.0;67.0;9;40.84615384615385;0;13;13;0;6;6;0;2;4;2;42.0;1;38.0;1;2;42.0;1;3;33.0;1;1;40.0;1;2;48.0;1;1;0.0;0;2;2;36.06666666666667
0;349.0;76.0;0.0;66.0;59.0;4;34.84615384615385;1;13;9;4;6;5;1;2;4;2;29.5;2;36.0;1;2;35.0;1;3;34.0;1;1;39.0;1;2;46.0;1;1;0.0;0;2;1;29.33333333333333
0;350.0;74.0;0.0;70.0;70.0;11;35.23076923076923;0;13;13;0;6;6;0;2;4;2;30.0;1;35.0;1;2;40.0;1;3;30.0;1;1;35.0;1;2;48.0;1;1;0.0;0;2;1;10.8
0;337.0;69.0;0.0;70.0;66.0;19;38.69230769230769;1;13;9;4;6;5;1;2;4;2;28.5;2;33.0;1;2;45.0;1;3;43.0;1;1;50.0;1;2;45.0;1;1;0.0;0;2;2;34.6
0;354.0;76.0;0.0;67.0;62.0;20;31.15384615384615;0;13;9;4;6;5;1;2;4;12;26.0;1;35.0;1;2;30.0;1;3;33.0;1;1;33.0;1;2;42.0;1;1;0.0;0;2;0;0.0
0;349.0;77.0;0.0;69.0;67.0;16;18.92307692307692;0;13;1;12;6;1;5;1;4;11;17.0;1;24.0;1;2;25.0;1;3;31.0;1;1;12.0;1;2;0.0;1;1;0.0;0;2;0;0.0
0;352.0;81.0;0.0;68.0;75.0;7;36.30769230769231;1;13;13;0;6;6;0;2;4;2;32.0;2;33.0;1;2;40.0;1;3;33.0;1;1;39.0;1;2;47.0;1;1;0.0;0;2;2;32.83333333333334
0;375.0;72.0;0.0;70.0;74.0;11;32.92307692307692;1;13;9;4;6;5;1;2;4;2;24.0;2;35.0;1;2;39.0;1;3;34.0;1;1;34.0;1;2;43.0;1;1;0.0;0;2;0;0.0
0;352.0;70.0;0.0;70.0;78.0;20;26.5;2;13;8;5;6;4;2;1;4;11;30.0;1;17.5;2;2;15.5;2;3;34.0;1;1;37.0;1;2;35.0;1;1;0.0;0;2;0;0.0
0;363.0;76.0;0.0;68.0;76.0;11;38.69230769230769;1;13;13;0;6;6;0;2;4;2;32.5;2;36.0;1;2;46.0;1;3;36.0;1;1;39.0;1;2;49.0;1;1;0.0;0;2;2;35.41666666666666
0;358.0;72.0;0.0;71.0;73.0;20;28.76923076923077;1;13;9;4;6;5;1;1;4;11;21.0;2;32.0;1;2;31.0;1;3;33.0;1;1;32.0;1;2;36.0;1;1;0.0;0;2;2;34.2
0;354.0;74.0;0.0;70.0;74.0;19;36.69230769230769;0;13;11;2;6;5;1;2;4;16;34.0;1;36.0;1;2;45.0;1;3;33.0;1;1;26.0;1;2;49.0;1;1;0.0;0;2;0;0.0
0;357.0;71.0;0.0;68.0;72.0;10;33.76923076923077;0;13;13;0;6;6;0;2;4;2;31.0;1;30.0;1;2;37.0;1;3;32.0;1;1;36.0;1;2;40.0;1;1;0.0;0;2;1;24.91666666666667
0;353.0;72.0;0.0;66.0;75.0;8;37.92307692307692;0;13;13;0;6;6;0;2;4;2;36.0;1;38.0;1;2;41.0;1;3;34.0;1;1;34.0;1;2;48.0;1;1;0.0;0;2;2;33.83333333333334
0;348.0;75.0;0.0;66.0;69.0;10;34.30769230769231;0;13;13;0;6;6;0;2;4;2;30.0;1;36.0;1;2;37.0;1;3;32.0;1;1;32.0;1;2;47.0;1;1;0.0;0;2;2;36.75
0;347.0;74.0;0.0;74.0;65.0;8;14.53846153846154;0;13;1;12;6;1;5;1;4;13;8.0;1;6.0;1;2;21.0;1;3;34.0;1;1;16.0;1;2;16.0;1;1;0.0;0;2;0;0.0
0;352.0;81.0;0.0;68.0;75.0;11;35.07692307692308;0;13;13;0;6;6;0;2;4;2;31.0;1;34.0;1;2;38.0;1;3;33.0;1;1;36.0;1;2;45.0;1;1;0.0;0;2;1;24.0
0;337.0;79.0;0.0;67.0;69.0;20;36.07692307692308;1;13;13;0;6;6;0;2;4;2;37.0;2;30.0;1;2;40.0;1;3;33.0;1;1;34.0;1;2;40.0;1;1;0.0;0;2;2;35.73333333333333
0;334.0;72.0;0.0;74.0;62.0;11;24.07692307692308;3;13;4;9;6;3;3;1;4;11;19.0;2;30.0;1;2;21.0;2;3;30.0;1;1;26.5;2;2;31.0;1;1;0.0;0;2;0;0.0
0;342.0;74.0;0.0;70.0;56.0;11;34.38461538461539;1;13;13;0;6;6;0;2;4;2;30.0;1;30.0;2;2;40.0;1;3;34.0;1;1;34.0;1;2;45.0;1;1;0.0;0;2;2;31.75
0;341.0;76.0;0.0;66.0;71.0;8;35.26666666666667;1;15;15;0;7;7;0;2;4;2;31.0;1;31.0;2;2;38.0;1;3;33.0;1;1;35.0;1;2;46.0;1;1;40.0;1;2;2;33.88888888888889
0;351.0;71.0;0.0;69.0;75.0;10;35.84615384615385;1;13;11;2;6;5;1;2;4;2;33.0;1;28.5;2;2;41.0;1;3;33.0;1;1;39.0;1;2;43.0;1;1;0.0;0;2;2;34.58333333333334
0;351.0;68.0;0.0;71.0;72.0;11;15.30769230769231;0;13;0;13;6;0;6;1;4;12;9.0;1;11.0;1;2;18.0;1;3;23.0;1;1;20.0;1;2;24.0;1;1;0.0;0;2;0;0.0
0;345.0;75.0;0.0;67.0;72.0;11;34.76923076923077;0;13;9;4;6;5;1;2;4;2;27.0;1;30.0;1;2;38.0;1;3;33.0;1;1;45.0;1;2;47.0;1;1;0.0;0;2;0;0.0
0;350.0;66.0;0.0;73.0;75.0;7;16.30769230769231;0;13;0;13;6;0;6;1;4;13;11.0;1;13.0;1;2;18.0;1;3;22.0;1;1;25.0;1;2;16.0;1;1;0.0;0;2;0;0.0
