CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_CINCO;RENDIMIENTO_CINCO
67.28;65.57;4;47.96;48.76;385.76;58.33;31.212962962777777;33.0;19.33333333;40.0;6;2;43.0;26.5;43.0;2;9;18.0;12.0;3;0.0;3;1;42.0;1;32.8235294117647;38.0;42.0;32.0;32.5;33.0;1;32;1;6;1;15.0;2;32.0;7;42.0;38.0;30.0;27.5;39.0;40;1;1;18.0;7;32.0;7;35.88235294117647;2.0
67.28;81.98;5;55.79;63.72;398.89;54.35;35.833333333333336;30.0;43.0;35.0;9;0;45.0;33.0;40.0;1;9;18.0;18.0;1;30.0;0;1;47.0;1;38.421052631578945;44.0;34.0;30.0;32.0;45.0;1;37;1;8;1;19.0;1;33.0;8;35.0;31.0;35.0;29.0;43.0;43;1;1;18.0;7;32.0;7;35.578947368421055;2.0
70.78;73.68;12;55.21;57.27;390.63;48.38;33.55555555555556;29.5;37.0;30.0;8;1;32.0;30.0;45.0;1;9;18.0;14.0;1;38.0;1;2;44.0;1;31.894736842105264;36.0;28.5;33.0;24.5;41.0;1;45;2;5;1;10.0;2;26.5;8;45.0;38.0;18.0;42.0;39.0;50;1;1;18.0;4;45.0;7;39.421052631578945;2.0
65.93;70.18;8;58.91;61.4;403.6;52.56;33.1764705882353;30.0;34.0;35.0;7;0;46.0;35.0;35.0;1;8;17.0;15.0;1;17.0;1;1;0.0;1;31.166666666666668;42.0;25.5;0.0;27.0;0.0;0;40;2;4;1;9.0;2;0.0;6;37.0;42.0;0.0;0.0;0.0;0;1;0;10.0;2;0.0;4;37.285714285714285;2.0
70.78;64.24;20;55.21;63.39;401.38;62.55;38.166666666666664;34.0;41.0;40.0;9;0;45.0;38.0;35.0;1;9;18.0;18.0;1;30.0;0;1;48.0;1;36.60526315789474;42.0;33.0;27.5;28.33333333;38.0;2;38;1;7;1;16.0;3;32.0;8;42.0;35.0;34.0;31.0;50.0;50;1;1;18.0;5;30.0;7;32.55263157894737;2.0
64.12;85.05;6;59.32;57.27;389.06;52.4;38.611111111111114;38.0;44.0;34.0;9;0;45.0;32.0;40.0;1;9;18.0;18.0;1;44.0;0;1;42.0;1;34.526315789473685;45.0;34.0;38.0;33.0;49.0;1;47;1;6;1;13.0;1;34.0;8;34.0;41.0;43.0;45.0;45.0;50;1;1;18.0;7;31.0;7;39.68421052631579;2.0
62.92;59.9;10;54.16;54.64;386.21;50.6;32.22222222222222;31.0;31.0;34.0;6;4;45.0;27.0;20.5;2;9;18.0;13.0;2;32.0;3;1;29.5;1;32.86842105263158;31.5;26.5;31.0;31.0;0.0;1;37;2;6;2;13.0;1;31.0;8;42.0;36.0;42.0;31.0;0.0;50;1;0;16.0;5;34.0;6;28.821428571428573;1.0
64.12;68.86;20;59.32;53.65;409.16;58.33;34.77777777777778;31.0;43.0;32.0;9;0;43.0;30.0;40.0;1;9;18.0;18.0;1;30.0;0;1;44.0;1;35.5;38.0;29.0;37.0;19.66666667;38.0;1;37;2;7;1;16.0;3;27.0;8;42.0;39.0;32.0;30.0;38.0;50;1;1;18.0;4;30.0;7;32.078947368421055;2.0
61.49;49.63;8;56.82;57.93;391.67;56.64;37.8235294117647;31.0;41.0;39.0;8;0;45.0;40.0;30.0;1;8;17.0;17.0;1;40.0;0;1;0.0;1;33.714285714285715;36.0;30.0;31.0;18.5;0.0;1;0;1;4;1;11.0;2;17.5;5;42.0;35.0;18.5;25.0;0.0;0;1;0;14.0;3;21.0;5;18.75;1.0
70.78;71.53;8;59.32;57.27;385.03;44.05;39.333333333333336;30.0;46.0;44.0;9;1;48.0;33.0;35.0;1;9;18.0;18.0;1;45.0;0;1;41.0;1;37.71875;43.0;0.0;30.0;0.0;0.0;1;46;0;5;1;13.0;0;32.0;6;0.0;48.0;0.0;0.0;0.0;0;1;0;10.0;4;0.0;4;39.285714285714285;2.0
73.85;54.45;18;53.24;48.39;387.71;54.28;33.72222222222222;27.5;41.0;30.0;8;1;42.0;30.0;30.0;1;9;18.0;14.0;1;37.0;1;2;45.0;1;33.28125;42.0;30.0;30.0;30.0;40.0;1;45;1;6;1;16.0;1;36.0;6;42.0;32.0;30.0;31.0;0.0;0;1;0;18.0;7;30.0;7;29.5;1.0
64.12;73.24;13;59.89;50.53;405.95;56.32;39.05555555555556;36.0;47.0;38.0;9;0;45.0;33.0;50.0;1;9;18.0;18.0;1;37.0;0;1;46.0;1;40.78947368421053;46.0;32.0;35.0;30.0;48.0;1;44;1;8;1;19.0;1;31.0;8;46.0;40.0;35.0;31.5;47.0;50;1;1;18.0;7;36.0;7;41.78947368421053;3.0
67.28;50.87;10;57.8;55.8;394.04;56.32;37.5;30.0;41.0;39.0;9;0;46.0;36.0;40.0;1;9;18.0;18.0;1;37.0;0;1;39.0;1;40.578947368421055;36.0;42.0;46.0;33.0;47.0;1;45;1;8;1;19.0;1;30.0;8;35.0;36.0;34.0;32.0;43.0;50;1;1;18.0;7;31.0;7;43.68421052631579;3.0
66.56;57.29;22;57.23;55.44;390.42;52.31;31.61111111111111;25.0;34.0;32.0;8;2;43.0;31.0;30.0;1;9;18.0;14.0;1;33.0;1;3;31.0;1;28.657894736842106;37.0;33.0;30.5;26.0;33.0;2;34;1;3;1;6.0;2;28.0;8;45.0;34.0;39.0;28.5;30.0;0;1;1;18.0;5;37.0;7;32.57142857142857;2.0
67.28;63.4;9;53.24;53.65;388.39;52.4;35.47222222222222;33.5;39.0;32.5;8;2;43.0;40.0;35.0;1;9;18.0;16.0;1;22.0;1;2;38.0;1;35.05263157894737;35.0;34.0;30.0;35.0;37.0;1;40;1;7;1;16.0;1;32.5;8;35.0;43.0;40.0;27.5;42.0;50;1;1;18.0;7;45.0;7;36.73684210526316;2.0
58.38;77.55;3;57.23;59.17;407.22;54.35;36.72222222222222;31.0;48.0;34.0;9;1;44.0;31.0;50.0;2;9;18.0;18.0;1;38.0;0;1;41.0;1;35.921052631578945;43.0;41.0;28.5;30.0;44.0;2;43;1;6;1;13.0;1;35.0;8;45.0;42.0;42.0;33.0;46.0;50;1;1;18.0;6;39.0;7;37.078947368421055;2.0
64.12;53.27;4;57.23;57.27;392.84;52.4;33.35294117647059;29.5;35.0;35.0;6;2;32.0;27.0;50.0;2;8;17.0;10.0;1;36.0;2;2;0.0;1;29.79411764647059;35.0;35.0;0.0;23.0;0.0;0;45;1;4;1;8.0;2;40.0;7;43.0;37.0;0.0;32.0;0.0;0;1;0;13.0;4;34.0;5;22.5;1.0
67.13;59.64;4;49.05;56.4;396.4;56.64;40.111111111111114;32.0;48.0;41.0;9;0;45.0;40.0;45.0;1;9;18.0;18.0;1;41.0;0;1;44.0;1;40.26315789473684;42.0;33.0;30.0;39.0;47.0;1;45;1;8;1;19.0;1;35.0;8;36.0;38.0;43.0;32.0;47.0;50;1;1;18.0;7;36.0;7;41.21052631578947;3.0
60.6;55.62;7;63.88;59.17;392.46;52.31;36.111111111111114;30.0;39.0;43.0;8;0;42.0;33.0;46.0;1;9;18.0;16.0;1;25.0;1;1;40.0;1;36.529411764705884;40.0;36.0;31.0;29.66666667;45.0;1;0;1;7;1;17.0;3;31.0;7;34.0;0.0;32.0;28.5;0.0;50;0;0;16.0;5;32.0;6;42.75;3.0
62.72;83.41;10;51.87;49.27;386.88;56.37;33.729166667499996;25.66666667;31.0;43.0;6;2;29.5;30.0;47.0;1;8;16.0;10.0;1;0.0;2;3;36.0;0;34.357142857142854;30.0;45.0;27.0;32.0;0.0;2;0;1;3;1;8.0;1;36.0;5;30.5;42.0;2.0;30.0;0.0;0;1;0;14.0;4;0.0;5;1.25;1.0
57.88;54.45;20;49.94;55.8;388.0;54.28;29.555555555555557;19.0;36.0;36.0;7;1;36.0;37.0;39.0;1;9;18.0;12.0;1;10.0;2;3;33.0;1;29.28125;38.0;35.0;0.0;0.0;31.0;0;0;1;3;1;7.0;0;0.0;6;30.0;39.0;30.0;0.0;0.0;0;1;0;7.0;3;29.0;3;42.0;3.0
65.67;58.59;22;56.34;49.27;384.95;46.37;42.333333333333336;37.0;42.0;43.0;9;0;42.0;45.0;48.0;1;9;18.0;18.0;1;44.0;0;1;45.0;1;42.473684210526315;40.0;35.0;39.0;39.0;42.0;1;45;1;8;1;19.0;1;30.0;8;34.0;37.0;36.0;32.5;47.0;50;1;1;18.0;7;30.0;7;42.73684210526316;3.0
63.47;58.01;11;53.82;50.53;391.95;56.23;38.77777777777778;34.0;40.0;39.0;9;0;39.0;43.0;41.0;1;9;18.0;18.0;1;35.0;0;1;44.0;1;39.526315789473685;40.0;43.0;38.0;40.0;43.0;1;43;1;8;1;19.0;1;34.0;8;42.0;42.0;39.0;32.0;43.0;47;1;1;18.0;7;40.0;7;38.578947368421055;2.0
60.6;64.24;19;49.34;68.57;398.41;56.23;35.333333333333336;25.0;45.0;34.0;8;1;48.0;32.0;45.0;1;9;18.0;14.0;1;30.0;1;2;50.0;1;32.3235294117647;40.0;39.0;21.33333333;30.0;45.0;3;0;1;6;1;14.0;1;37.0;7;40.0;40.0;41.0;27.0;0.0;45;1;0;16.0;5;39.0;6;30.11764705882353;2.0
56.46;59.64;10;46.76;52.57;386.53;43.99;35.333333333333336;36.0;36.0;32.0;9;0;39.0;31.0;36.0;1;9;18.0;18.0;1;37.0;0;1;35.0;1;34.81578947368421;39.0;31.0;31.0;27.5;40.0;1;40;1;7;1;16.0;2;30.0;8;34.0;30.0;31.0;30.0;41.0;50;1;1;18.0;6;32.0;7;36.94736842105263;2.0
64.12;88.85;18;59.32;61.2;400.59;58.33;37.611111111111114;34.0;32.0;40.0;9;0;42.0;33.0;42.0;1;9;18.0;18.0;1;37.0;0;1;43.0;1;39.0;42.0;35.0;36.0;32.0;43.0;1;40;1;8;1;19.0;1;32.0;8;35.0;42.0;32.0;30.5;40.0;46;1;1;18.0;7;30.0;7;38.578947368421055;2.0
55.69;94.05;10;51.3;63.39;390.28;56.32;33.583333333333336;27.0;40.0;37.0;7;2;34.0;25.5;45.0;2;9;18.0;11.0;1;35.0;2;2;45.0;1;33.92105263105263;30.0;41.0;33.0;32.0;46.0;1;42;1;6;1;13.0;1;34.0;8;42.0;33.0;30.0;30.0;39.0;50;1;1;18.0;7;28.0;7;35.73684210526316;2.0
63.87;54.57;4;55.79;59.25;378.37;54.87;36.1875;31.0;40.0;39.0;8;0;39.0;38.0;36.0;1;8;16.0;16.0;1;0.0;0;1;31.0;0;30.59999999933333;29.33333333;33.0;0.0;23.0;0.0;0;0;1;4;3;9.0;1;0.0;6;42.0;36.0;39.0;0.0;0.0;0;1;0;8.0;1;0.0;3;30.0;1.0
55.27;68.41;10;55.79;57.63;393.72;54.28;34.22222222222222;29.0;35.0;37.0;7;2;39.0;25.0;41.0;2;9;18.0;11.0;1;38.0;2;3;46.0;1;34.6578947368421;33.0;31.0;33.0;33.0;40.0;1;40;1;7;1;16.0;2;32.0;8;42.0;30.0;31.0;40.0;45.0;50;1;1;18.0;7;30.0;7;36.94736842105263;2.0
67.28;66.03;20;49.94;63.72;378.49;50.41;32.75;21.0;35.0;36.0;7;2;39.0;24.5;39.0;2;9;18.0;11.0;1;43.0;2;3;43.0;1;32.5;36.0;41.0;20.0;28.0;38.0;1;0;1;4;1;10.0;1;0.0;6;42.0;0.0;16.0;0.0;0.0;0;0;0;13.0;3;0.0;5;38.0;2.0
65.86;51.01;18;54.16;49.03;387.0;53.51;41.05555555555556;35.0;41.0;41.0;9;0;47.0;47.0;48.0;1;9;18.0;18.0;1;40.0;0;1;32.0;1;37.89473684210526;44.0;36.0;31.0;31.0;20.0;1;42;1;8;1;19.0;1;32.5;8;35.0;45.0;32.0;31.0;43.0;50;1;1;18.0;6;30.5;7;38.31578947368421;2.0
59.94;73.93;8;49.73;56.77;381.99;61.89;36.333333333333336;29.5;32.0;44.0;8;1;40.0;31.0;46.0;1;9;18.0;14.0;1;37.0;1;2;39.0;1;38.18421052631579;42.0;31.0;26.5;36.0;42.0;2;39;1;8;1;19.0;1;33.0;8;34.0;36.0;33.0;29.5;41.0;50;1;1;18.0;6;31.0;7;38.10526315789474;2.0
66.56;66.95;13;51.3;65.81;383.37;46.16;39.77777777777778;37.0;41.0;42.0;9;0;41.0;40.0;46.0;1;9;18.0;18.0;1;36.0;0;1;34.0;1;37.18421052631579;40.0;38.0;31.0;29.0;47.0;1;45;1;7;1;16.0;2;30.5;8;35.0;37.0;32.0;32.0;45.0;50;1;1;18.0;6;30.0;7;35.578947368421055;2.0
68.85;70.18;15;43.36;45.69;375.6;63.91;40.27777777777778;35.0;40.0;43.0;9;0;45.0;42.0;47.0;1;9;18.0;18.0;1;38.0;0;1;37.0;1;36.473684210526315;40.0;32.0;30.0;32.0;46.0;1;46;1;7;1;16.0;2;29.0;8;35.0;37.0;32.0;39.0;42.0;50;1;1;18.0;6;30.0;7;39.63157894736842;2.0
63.47;77.13;11;57.23;46.58;376.14;56.23;37.888888888888886;33.0;41.0;41.0;9;2;44.0;39.0;46.0;1;9;18.0;18.0;1;33.0;0;2;32.0;2;38.18421052631579;42.0;30.0;31.0;29.5;32.0;1;31;1;7;1;16.0;2;32.0;8;35.0;36.0;32.0;33.5;39.0;50;1;1;18.0;6;31.0;7;36.94736842105263;2.0
72.11;41.43;8;56.51;52.62;383.74;48.55;38.388888888888886;31.0;46.0;42.0;9;0;38.0;36.0;43.0;1;9;18.0;18.0;1;42.0;0;1;45.0;1;35.8421052631579;40.0;33.0;33.0;37.0;46.0;1;42;1;7;1;16.0;1;31.0;8;35.0;37.0;43.0;42.0;44.0;50;1;1;18.0;7;37.0;7;36.26315789473684;2.0
52.71;56.82;11;53.24;55.44;370.7;52.31;36.0;29.5;35.0;40.0;8;1;37.0;34.0;44.0;1;9;18.0;14.0;1;40.0;1;2;39.0;1;40.578947368421055;39.0;31.0;34.0;32.0;43.0;1;42;1;8;1;19.0;1;34.0;8;35.0;40.0;36.0;38.0;40.0;50;1;1;18.0;7;39.0;7;41.473684210526315;3.0
69.0;66.0;1;58.0;49.0;457.0;77.0;33.833333333333336;30.0;39.0;42.0;8;0;40.0;35.0;33.0;1;9;18.0;16.0;1;7.0;1;1;47.0;1;33.10526315789474;18.66666667;34.0;23.66666667;24.66666667;46.0;3;35;1;7;3;16.0;3;31.0;8;45.0;30.0;25.0;32.0;41.0;45;1;1;18.0;4;28.33333333;7;32.526315789473685;2.0
63.0;63.0;14;63.0;63.0;456.0;78.0;37.916666666666664;31.0;33.5;46.0;9;1;36.0;40.0;38.0;1;9;18.0;18.0;2;34.0;0;1;47.0;1;34.111111111111114;38.0;30.0;30.5;26.0;40.0;2;38;1;7;1;18.0;2;25.5;7;36.0;30.0;32.0;30.0;40.0;0;1;1;18.0;5;33.0;7;34.44736842105263;2.0
75.0;49.0;18;55.0;50.0;440.0;78.0;35.59259259333333;23.66666667;34.0;44.0;8;2;44.0;31.0;40.0;1;9;18.0;14.0;1;36.0;1;3;46.0;2;32.60526315789474;30.0;27.5;25.66666667;34.0;35.0;3;36;2;5;1;10.0;2;30.0;8;43.0;42.0;29.0;32.0;23.5;50;1;2;18.0;5;30.0;7;36.21052631578947;2.0
86.0;45.0;11;68.0;46.0;428.0;50.0;33.98148148222222;21.66666667;30.0;42.0;8;1;30.0;33.0;47.0;1;9;18.0;14.0;1;36.0;1;3;48.0;1;31.342105263157894;28.5;30.0;27.0;32.0;36.0;2;38;1;4;2;7.0;2;32.0;8;42.0;40.0;36.0;32.0;34.0;50;1;1;18.0;5;26.0;7;33.421052631578945;2.0
69.0;49.0;7;68.0;67.0;447.0;63.0;34.083333333333336;30.0;26.5;39.0;8;1;33.0;30.0;37.0;1;9;18.0;17.0;2;36.0;1;1;47.0;1;30.684210525789474;30.0;29.5;33.0;30.0;41.0;1;40;2;5;1;11.0;1;31.0;8;44.0;41.0;41.0;35.0;41.0;50;1;1;18.0;6;37.0;7;38.0;2.0
76.0;66.0;7;58.0;62.0;442.0;62.0;37.833333333333336;31.0;38.0;42.0;9;0;40.0;35.0;49.0;1;9;18.0;18.0;1;34.0;0;1;50.0;1;34.68421052631579;40.0;44.0;36.0;30.0;42.0;1;46;1;6;1;13.0;1;40.0;8;43.0;41.0;35.0;38.0;44.0;50;1;1;18.0;7;33.0;7;37.78947368421053;2.0
76.0;63.0;9;51.0;59.0;427.0;58.0;42.94444444444444;36.0;34.0;48.0;9;0;40.0;48.0;48.0;1;9;18.0;18.0;1;43.0;0;1;47.0;1;42.94736842105263;42.0;43.0;38.0;42.0;48.0;1;46;1;8;1;19.0;1;31.0;8;43.0;43.0;43.0;39.0;48.0;38;1;1;18.0;7;38.0;7;42.8421052631579;3.0
68.0;43.0;7;55.0;47.0;444.0;63.0;38.05555555555556;32.0;36.0;42.0;9;0;50.0;30.0;40.0;1;9;18.0;18.0;1;37.0;0;1;46.0;1;34.578947367894735;39.0;40.0;42.0;38.0;38.0;1;41;1;6;1;13.0;1;39.0;8;44.0;46.0;44.0;35.0;41.0;45;1;1;18.0;7;34.0;7;36.8421052631579;2.0
75.0;49.0;10;63.0;59.0;441.0;58.0;38.22222222222222;30.0;33.0;42.0;9;0;40.0;30.0;48.0;1;9;18.0;18.0;1;50.0;0;1;49.0;1;32.499999999375;36.0;40.0;19.66666667;0.0;43.0;3;0;1;5;1;13.0;1;0.0;6;43.0;41.0;31.0;8.0;0.0;0;1;0;16.0;3;33.0;6;10.5;1.0
85.0;77.0;9;69.0;59.0;449.0;54.0;41.888888888888886;32.0;37.0;48.0;9;0;50.0;39.0;48.0;1;9;18.0;18.0;1;45.0;0;1;47.0;1;39.8421052631579;43.0;32.0;39.0;34.0;47.0;1;50;1;8;1;19.0;1;39.0;8;43.0;43.0;43.0;32.0;47.0;50;1;1;18.0;7;44.0;7;41.31578947368421;3.0
86.0;61.0;20;59.0;62.0;438.0;50.0;43.0;39.0;44.0;46.0;9;0;50.0;37.0;48.0;1;9;18.0;18.0;1;42.0;0;1;49.0;1;43.78947368421053;47.0;36.0;37.0;32.0;46.0;1;44;1;8;1;19.0;1;38.0;8;38.0;38.0;43.0;43.0;48.0;50;1;1;18.0;7;42.0;7;42.94736842105263;3.0
69.0;49.0;20;51.0;50.0;438.0;77.0;38.5;30.0;38.0;43.0;9;0;47.0;35.0;40.0;1;9;18.0;18.0;1;39.0;0;1;47.0;1;34.473684211052635;47.0;37.0;37.0;24.0;42.0;1;41;1;7;1;16.0;2;32.0;8;37.0;35.0;38.0;37.0;42.0;50;1;1;18.0;6;42.0;7;37.421052631578945;2.0
69.0;56.0;8;68.0;55.0;437.0;69.0;36.611111111111114;35.0;25.0;30.0;8;1;36.0;45.0;39.0;1;9;18.0;17.0;2;35.0;1;1;49.0;1;35.578947368421055;37.0;30.0;27.0;31.0;26.0;3;45;1;8;1;19.0;1;39.0;8;43.0;35.0;30.0;33.0;42.0;48;1;1;18.0;5;37.0;7;37.421052631578945;2.0
86.0;49.0;17;55.0;49.0;422.0;54.0;35.03125;32.0;29.5;34.0;7;1;36.0;34.0;40.0;1;8;16.0;15.0;2;0.0;1;1;48.0;0;27.71875;30.33333333;16.0;23.0;12.0;0.0;1;0;2;2;3;5.0;2;5.333333333;6;44.0;39.0;7.0;40.0;0.0;0;1;0;14.0;1;14.0;5;25.0;1.0
80.88;66.91;2;58.96;56.55;433.0;61.41;37.416666666666664;31.0;31.5;40.0;9;1;40.0;37.0;47.0;1;9;18.0;18.0;2;40.0;0;1;37.0;1;35.26470588235294;36.0;36.0;30.0;30.0;0.0;1;41;1;6;2;14.0;1;36.0;7;37.0;40.0;35.0;42.0;39.0;50;1;1;16.0;6;34.0;6;31.657894736842106;2.0
69.0;80.0;20;63.0;67.0;447.0;63.0;38.6875;30.5;34.0;50.0;8;1;43.0;35.0;30.0;1;8;16.0;16.0;1;0.0;0;2;47.0;0;35.88235294117647;29.0;35.0;18.33333333;22.33333333;34.0;3;0;1;6;2;15.0;3;30.0;7;42.0;35.0;30.0;0.0;41.0;0;1;1;16.0;3;34.0;6;48.0;4.0
56.0;74.0;2;76.0;58.0;431.0;63.0;36.44444444444444;36.0;26.0;35.0;8;1;33.0;34.0;48.0;1;9;18.0;17.0;2;37.0;1;1;49.0;1;36.0;27.5;17.33333333;28.33333333;28.5;46.0;3;50;3;6;2;16.0;2;25.5;6;36.0;35.0;31.5;25.5;0.0;0;1;0;18.0;2;25.66666667;7;31.318181818181817;2.0
56.0;63.0;18;55.0;58.0;422.0;58.0;39.111111111111114;26.5;38.0;50.0;8;1;47.0;34.0;48.0;1;9;18.0;14.0;1;37.0;1;2;48.0;1;35.71052631578947;34.0;42.0;28.5;38.0;40.0;2;42;1;7;2;16.0;1;29.5;8;42.0;31.0;30.0;33.0;44.0;50;1;1;18.0;5;29.33333333;7;36.86842105263158;2.0
69.0;58.0;16;51.0;59.0;412.0;58.0;35.27777777777778;30.0;35.0;32.0;9;0;36.0;31.0;47.0;1;9;18.0;18.0;1;39.0;0;1;50.0;1;34.31578947368421;34.0;30.0;30.0;30.0;45.0;1;44;1;7;2;16.0;2;28.0;8;42.0;37.0;30.0;37.0;44.0;50;1;1;18.0;6;32.0;7;38.3421052631579;2.0
64.0;61.0;11;68.0;55.0;445.0;69.0;40.111111111111114;32.0;44.0;39.0;9;0;40.0;41.0;50.0;1;9;18.0;18.0;1;41.0;0;1;48.0;1;38.578947368421055;45.0;34.0;29.0;37.0;46.0;2;42;1;8;1;19.0;1;43.0;8;39.0;43.0;43.0;31.0;46.0;45;1;1;18.0;6;38.0;7;40.26315789473684;3.0
86.0;49.0;5;55.0;49.0;417.0;63.0;37.361111111111114;32.0;39.0;39.0;8;2;38.0;39.0;20.5;1;9;18.0;17.0;1;40.0;1;2;50.0;1;39.81578947368421;30.0;41.0;35.0;34.0;43.0;1;42;1;7;1;16.0;1;40.0;8;43.0;42.0;30.5;37.0;47.0;50;1;1;18.0;7;31.0;7;45.05263157894737;4.0
86.0;39.0;10;55.0;52.0;421.0;54.0;35.55555555555556;29.0;43.0;34.0;7;2;39.0;37.0;40.0;1;9;18.0;12.0;1;29.0;2;2;49.0;2;35.73684210526316;30.0;45.0;30.0;23.0;40.0;1;31;1;6;1;13.0;2;34.0;8;44.0;30.0;32.5;26.5;39.0;50;1;1;18.0;6;31.0;7;32.21052631526316;2.0
64.0;56.0;7;59.0;62.0;424.0;58.0;33.55555555555556;25.0;39.0;36.0;7;2;38.0;34.0;18.0;1;9;18.0;13.0;1;35.0;2;2;50.0;1;33.05882352941177;28.0;40.0;26.5;37.0;0.0;2;35;1;6;2;14.0;1;32.0;7;32.0;44.0;41.0;30.0;42.0;50;1;1;16.0;4;30.0;6;33.031250000625;2.0
64.0;58.0;17;58.0;67.0;428.0;63.0;33.40740740722222;30.0;36.0;40.0;8;2;38.0;30.0;12.33333333;1;9;18.0;17.0;1;30.0;1;1;49.0;2;32.55263157894737;30.0;34.0;16.5;30.0;35.0;2;30;1;6;1;13.0;1;22.0;8;22.0;41.0;38.0;30.0;34.5;47;1;2;18.0;5;39.0;7;34.94736842105263;2.0
86.0;39.0;18;51.0;47.0;416.0;53.0;32.611111111111114;21.0;42.0;32.0;8;2;41.0;30.0;30.0;1;9;18.0;14.0;1;36.0;1;2;49.0;2;33.94736842157895;31.0;43.0;30.0;30.0;41.0;1;34;1;7;1;16.0;1;32.0;8;43.0;30.0;31.0;30.0;39.0;45;2;1;18.0;7;24.0;7;36.26315789473684;2.0
76.0;36.0;11;63.0;50.0;421.0;69.0;35.22222222222222;24.0;43.0;30.0;8;1;39.0;39.0;40.0;1;9;18.0;14.0;1;41.0;1;2;47.0;1;34.28947368421053;43.0;34.0;30.0;30.0;40.0;2;44;1;7;1;16.0;2;43.0;8;44.0;38.0;40.0;40.0;42.0;45;1;1;18.0;7;34.0;7;37.578947368421055;2.0
63.0;43.0;8;58.0;53.0;424.0;63.0;37.55555555555556;29.5;43.0;31.0;8;1;40.0;39.0;50.0;1;9;18.0;14.0;1;42.0;1;2;47.0;1;36.10526315789474;38.0;31.0;31.5;30.0;44.0;2;43;1;8;1;19.0;1;33.0;8;38.0;42.0;35.5;30.0;44.0;50;1;1;18.0;7;42.0;7;39.526315789473685;2.0
76.0;50.0;8;59.0;62.0;432.0;69.0;34.27777777777778;29.0;35.0;30.0;8;1;40.0;33.0;40.0;1;9;18.0;14.0;1;32.0;1;2;50.0;1;32.357142857142854;35.0;38.0;30.0;42.0;30.0;1;44;1;4;1;11.0;1;30.0;5;38.0;38.0;35.0;33.0;0.0;0;1;0;18.0;7;32.0;7;31.789473684736844;2.0
59.0;47.0;7;68.0;63.0;456.0;68.0;38.5;32.0;42.0;35.0;9;1;40.0;40.0;50.0;1;9;18.0;18.0;1;39.0;0;2;47.0;1;36.8421052631579;44.0;33.0;31.0;30.0;37.0;2;40;1;8;1;19.0;1;32.0;8;34.0;40.0;38.0;35.0;42.0;50;1;1;18.0;7;30.0;7;38.94736842105263;2.0
59.0;53.0;8;63.0;53.0;432.0;78.0;37.0;30.0;46.0;33.0;9;1;38.0;30.0;50.0;1;9;18.0;18.0;1;43.0;0;2;50.0;1;35.60526315789474;47.0;41.0;34.0;33.0;38.0;1;43;1;6;1;13.0;1;32.0;8;44.0;46.0;43.0;39.0;41.0;50;1;1;18.0;7;40.0;7;39.68421052631579;2.0
64.0;55.0;6;63.0;62.0;418.0;68.0;37.77777777777778;33.5;41.0;35.0;9;1;40.0;34.0;50.0;1;9;18.0;18.0;1;36.0;0;2;49.0;1;34.26315789473684;46.0;46.0;33.0;31.0;39.0;1;38;1;6;1;14.0;1;45.0;8;29.5;45.0;41.0;38.0;38.0;50;1;1;18.0;7;36.0;7;37.73684210526316;2.0
56.0;55.0;1;45.0;55.0;424.0;63.0;36.74074074000001;24.33333333;43.0;36.0;8;1;40.0;42.0;50.0;1;9;18.0;14.0;1;32.0;1;3;48.0;1;36.21052631578947;33.0;27.5;30.0;32.0;41.0;1;40;2;7;1;16.0;1;32.5;8;32.0;32.0;34.0;33.0;40.0;40;1;1;18.0;6;34.0;7;36.89473684210526;2.0
68.0;66.0;8;77.0;50.0;436.0;58.0;37.0;27.5;44.0;37.0;8;1;41.0;37.0;48.0;1;9;18.0;14.0;1;33.0;1;2;49.0;1;35.89473684210526;42.0;39.0;30.0;28.0;35.0;2;42;1;8;1;19.0;2;33.0;8;44.0;30.0;34.0;33.0;44.0;50;1;1;18.0;6;37.0;7;37.473684210526315;2.0
