CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_CINCO;RENDIMIENTO_CINCO
85.0;68.0;10;62.0;54.0;416.0;57.0;29.0;24.0;34.0;38.0;7;1;32.0;30.0;45.0;1;9;18.0;12.0;1;0.0;2;2;33.0;1;35.10526315789474;39.0;41.0;30.0;31.0;37.0;1;21;1;7;1;16.0;1;32.0;8;32.0;37.0;45.0;37.0;40.0;43;1;1;18.0;6;32.0;7;34.73684210526316;2.0
73.0;56.0;8;56.0;58.0;408.0;60.0;37.55555555555556;31.0;36.0;40.0;9;1;40.0;34.0;39.0;1;9;18.0;18.0;1;48.0;0;2;38.0;1;36.36842105263158;33.0;38.0;43.0;31.0;43.0;1;48;1;7;1;16.0;1;34.0;8;42.0;38.0;35.0;0.0;44.0;0;1;1;18.0;7;27.0;7;37.8;2.0
75.0;30.0;7;59.0;53.0;432.0;68.0;28.52777777777778;24.0;40.0;35.0;6;3;34.0;31.5;41.0;2;9;18.0;11.0;1;2.0;3;2;27.0;1;33.78947368368421;42.0;41.0;28.66666667;29.33333333;38.0;3;32;1;7;1;16.0;3;31.0;8;42.0;37.0;41.0;40.0;42.0;50;1;1;18.0;5;46.0;7;34.89473684210526;2.0
69.0;60.0;10;47.0;60.0;433.0;67.0;37.166666666666664;30.0;31.0;41.0;9;0;46.0;38.0;35.0;1;9;18.0;18.0;1;38.0;0;1;34.0;1;37.0;40.0;41.0;30.5;31.0;0.0;2;38;1;8;1;19.0;1;36.0;8;44.0;41.0;34.0;40.0;39.0;50;1;1;16.0;6;31.5;6;39.578947368421055;2.0
73.0;61.0;7;47.0;62.0;417.0;54.0;33.94444444444444;30.0;39.0;41.0;8;0;42.0;31.0;42.0;1;9;18.0;16.0;1;14.0;1;1;37.0;1;39.578947368421055;45.0;39.0;30.0;30.0;45.0;1;41;1;8;1;19.0;1;40.0;8;41.0;38.0;39.0;42.0;43.0;50;1;1;18.0;7;42.0;7;40.1578947368421;3.0
77.0;52.0;7;57.0;55.0;402.0;53.0;33.791666667499996;25.66666667;38.0;37.0;7;1;36.0;32.0;44.0;1;8;16.0;12.0;1;0.0;1;3;35.0;0;31.42105263157895;43.0;37.0;33.0;30.0;0.0;1;0;1;6;1;13.0;1;14.5;8;34.5;35.0;44.0;33.0;0.0;40;1;0;14.0;4;34.0;5;38.142857142857146;2.0
58.0;57.0;18;46.0;62.0;412.0;67.0;32.361111111111114;30.0;36.0;28.5;7;1;50.0;41.0;42.0;1;9;18.0;13.0;1;0.0;2;1;30.0;1;38.73684210526316;45.0;31.0;29.0;42.0;39.0;2;41;1;8;1;19.0;1;33.0;8;43.0;50.0;48.0;44.0;43.0;50;1;1;18.0;6;34.0;7;42.10526315789474;3.0
70.0;75.0;20;59.0;55.0;421.0;70.0;31.805555555555557;31.0;38.0;33.5;8;1;39.0;37.0;45.0;1;9;18.0;16.0;1;0.0;1;1;33.0;1;34.21052631631579;41.0;40.0;31.0;43.0;39.0;1;28;1;7;1;16.0;1;35.0;8;45.0;38.0;37.0;42.0;45.0;43;1;1;18.0;6;43.0;7;36.05263157894737;2.0
72.0;63.0;11;62.0;57.0;414.0;53.0;32.22222222222222;30.0;35.0;35.0;8;0;34.0;35.0;39.0;1;9;18.0;16.0;1;11.0;1;1;41.0;1;36.411764705882355;31.0;31.0;37.0;25.0;0.0;1;0;1;6;1;15.0;3;29.0;7;45.0;33.0;30.0;37.0;38.0;50;1;1;14.0;3;39.0;5;27.035714285714285;1.0
64.0;72.0;8;56.0;60.0;407.0;53.0;33.861111111111114;30.0;32.0;36.0;9;2;30.0;31.5;33.0;2;9;18.0;18.0;1;45.0;0;1;30.0;1;35.42105263105263;31.0;30.0;37.0;32.0;46.0;1;50;1;6;1;13.0;1;30.5;8;40.0;37.0;39.0;34.0;44.0;48;1;1;18.0;7;38.0;7;39.78947368421053;2.0
51.0;50.0;11;56.0;65.0;422.0;70.0;33.5;30.0;38.0;35.0;8;0;46.0;35.0;45.0;1;9;18.0;16.0;1;9.0;1;1;37.0;1;34.94736842105263;46.0;31.0;32.5;0.0;39.0;2;32;1;6;1;13.0;0;0.0;8;43.0;50.0;38.0;40.0;41.0;50;1;1;12.0;5;28.0;5;37.9375;2.0
78.0;61.0;4;39.0;41.0;379.0;70.0;31.916666666666668;25.5;30.0;38.0;7;3;30.5;28.5;40.0;2;9;18.0;11.0;1;40.0;2;2;31.0;1;32.99999999944444;44.0;41.0;30.0;30.0;42.0;1;0;1;5;1;12.0;1;28.33333333;7;43.0;33.0;45.0;0.0;31.0;0;1;1;16.0;5;28.0;6;37.92857142857143;2.0
67.0;60.0;8;60.0;58.0;403.0;52.0;35.611111111111114;27.0;33.0;42.0;8;1;32.0;37.0;41.0;1;9;18.0;14.0;1;43.0;1;2;35.0;1;41.1578947368421;43.0;39.0;40.0;36.0;38.0;1;45;1;8;1;19.0;1;33.0;8;40.0;39.0;38.0;35.0;44.0;50;1;1;18.0;7;38.0;7;42.0;3.0
58.0;72.0;10;67.0;64.0;423.0;58.0;35.27777777777778;27.0;39.0;37.0;8;1;32.0;39.0;39.0;1;9;18.0;14.0;1;33.0;1;2;44.0;1;41.36842105263158;41.0;49.0;34.0;31.0;42.0;1;33;1;8;1;19.0;1;40.0;8;43.0;38.0;43.0;39.0;42.0;50;1;1;18.0;7;35.0;7;41.1578947368421;3.0
73.0;51.0;9;46.0;50.0;380.0;54.0;34.0;26.5;35.0;41.0;6;4;29.0;40.0;38.0;1;9;18.0;11.0;1;36.0;3;2;32.5;1;31.710526315789473;31.0;25.0;29.5;31.0;33.0;2;0;2;5;1;10.0;1;33.0;8;30.0;32.0;34.0;33.0;42.0;50;1;1;16.0;4;39.0;6;40.294117647058826;3.0
65.0;45.0;11;52.0;54.0;416.0;67.0;34.5;23.0;39.0;43.0;8;1;31.0;38.0;37.0;1;9;18.0;14.0;1;40.0;1;2;30.0;1;38.81578947368421;37.0;34.0;40.0;32.0;43.0;1;42;1;8;1;19.0;1;32.0;8;42.0;40.0;37.0;41.0;41.0;45;1;1;18.0;7;41.0;7;39.78947368421053;2.0
58.0;59.0;14;59.0;60.0;416.0;78.0;35.5;27.0;44.0;38.0;8;1;37.0;32.0;45.0;1;9;18.0;14.0;1;42.0;1;2;36.0;1;38.21052631578947;40.0;42.0;37.0;34.0;49.0;1;44;1;8;1;19.0;1;36.0;8;40.0;42.0;48.0;35.0;39.0;50;1;1;18.0;7;30.0;7;38.0;2.0
61.0;48.0;4;46.0;58.0;396.0;70.0;34.5;22.5;30.0;41.0;8;1;36.0;38.0;37.0;1;9;18.0;14.0;1;39.0;1;2;40.0;1;37.31578947368421;42.0;34.0;31.0;32.0;40.0;1;49;1;7;1;16.0;1;32.0;8;33.0;37.0;32.0;40.0;46.0;48;1;1;18.0;7;43.0;7;41.78947368421053;3.0
61.0;50.0;10;65.0;54.0;397.0;63.0;38.388888888888886;31.0;32.0;39.0;9;0;36.0;45.0;45.0;1;9;18.0;18.0;1;45.0;0;1;38.0;1;41.36842105263158;31.0;39.0;33.0;36.0;42.0;1;45;1;8;1;19.0;1;40.0;8;42.0;44.0;39.0;42.0;42.0;50;1;1;18.0;7;46.0;7;41.526315789473685;3.0
81.0;56.0;16;54.0;52.0;384.0;55.0;32.0;23.5;45.0;43.0;6;2;27.0;46.0;43.0;1;9;18.0;10.0;1;0.0;3;2;33.0;1;40.73684210526316;44.0;33.0;34.0;29.5;42.0;1;40;1;8;1;19.0;2;35.0;8;37.0;40.0;32.0;33.0;34.0;50;1;1;18.0;6;45.0;7;40.578947368421055;3.0
68.0;54.0;6;66.0;61.0;405.0;51.0;34.5;22.0;37.0;43.0;8;1;32.0;37.0;42.0;1;9;18.0;14.0;1;40.0;1;2;33.0;1;41.10526315789474;43.0;38.0;31.0;32.0;39.0;1;45;1;7;1;16.0;1;30.0;8;40.0;41.0;41.0;40.0;44.0;50;1;1;18.0;7;44.0;7;40.21052631578947;3.0
67.0;48.0;11;66.0;54.0;408.0;53.0;30.444444444444443;24.5;43.0;31.0;7;1;30.0;30.0;44.0;1;9;18.0;12.0;1;24.0;2;2;32.0;1;40.76315789473684;42.0;40.0;35.0;38.0;36.0;1;34;1;7;1;16.0;1;43.0;8;42.0;41.0;48.0;40.0;44.0;50;1;1;18.0;7;46.0;7;40.68421052631579;3.0
67.0;68.0;17;57.0;52.0;391.0;50.0;31.555555555555557;29.5;32.0;27.0;7;3;31.0;35.0;38.0;2;9;18.0;11.0;1;30.0;2;2;35.0;1;37.13157894736842;32.0;30.0;32.0;35.0;0.0;1;42;1;7;1;16.0;1;33.0;8;42.0;45.0;36.0;42.0;0.0;50;1;0;16.0;6;44.0;6;35.0;2.0
61.0;60.0;20;56.0;58.0;406.0;64.0;39.77777777777778;34.0;44.0;35.0;9;1;39.0;46.0;40.0;1;9;18.0;18.0;1;47.0;0;2;38.0;1;40.526315789473685;39.0;42.0;36.0;44.0;45.0;1;47;1;8;1;19.0;1;43.0;8;42.0;39.0;40.0;46.0;44.0;48;1;1;18.0;7;44.0;7;42.36842105263158;3.0
51.0;52.0;1;51.0;50.0;385.0;57.0;31.694444444444443;29.0;36.0;25.5;7;3;30.5;37.0;38.0;1;9;18.0;11.0;1;30.0;2;2;34.0;1;34.10526315789474;43.0;35.0;40.0;35.0;20.0;1;41;1;6;1;13.0;1;25.5;8;38.0;43.0;42.0;41.0;0.0;50;1;0;18.0;5;45.0;7;38.76470588235294;2.0
69.96;43.11;8;64.45;59.53;391.02;54.28;35.72222222222222;30.0;36.0;42.0;8;0;36.0;48.0;42.0;1;9;18.0;16.0;1;18.0;1;1;33.0;1;31.944444444444443;34.0;43.0;33.0;13.5;0.0;1;43;1;4;1;11.0;2;28.0;7;44.0;20.0;21.5;38.0;0.0;0;2;0;16.0;4;37.0;6;33.92857142857143;2.0
58.0;83.0;20;56.0;60.0;399.0;57.0;34.111111111111114;34.0;39.0;37.0;8;0;38.0;49.0;41.0;1;9;18.0;16.0;1;1.0;1;1;30.0;1;37.8421052631579;37.0;31.0;28.5;36.0;43.0;2;35;2;7;1;16.0;1;34.0;8;39.0;35.0;35.0;38.0;31.5;50;1;2;18.0;6;42.0;7;39.31578947368421;2.0
56.0;47.0;20;58.0;58.0;399.0;58.0;28.25;23.5;30.0;30.0;5;6;29.5;31.0;30.5;2;8;16.0;9.0;1;0.0;3;2;24.0;0;28.843750000625;36.0;39.0;13.0;24.0;24.0;1;0;1;2;1;5.0;1;31.0;6;40.0;31.0;5.0;0.0;0.0;0;2;0;16.0;3;35.0;6;37.0;2.0
68.0;68.0;4;51.0;41.0;379.0;50.0;31.666666666666668;28.5;36.0;35.0;7;2;30.5;44.0;44.0;1;9;18.0;12.0;1;4.0;2;2;35.0;1;41.10526315789474;40.0;43.0;39.0;31.0;47.0;1;30;1;8;1;19.0;1;40.0;8;42.0;38.0;41.0;39.0;45.0;49;1;1;18.0;7;34.0;7;40.78947368421053;3.0
60.6;52.08;22;55.79;57.63;384.64;54.28;28.125;19.5;32.0;34.0;6;2;22.5;30.0;33.0;1;8;16.0;10.0;1;0.0;2;2;30.0;0;30.736842105263158;33.0;37.0;35.0;34.0;0.0;1;0;1;5;1;10.0;1;35.0;8;30.0;28.0;34.0;31.0;0.0;0;2;0;14.0;5;27.0;5;36.411764705882355;2.0
70.0;52.0;19;53.0;48.0;389.0;59.0;28.055555555555557;24.5;32.0;30.0;5;3;42.0;29.0;17.0;2;9;18.0;8.0;1;12.0;4;2;38.0;1;35.23684210526316;32.0;30.0;25.5;26.0;44.0;2;24;2;7;1;16.0;2;31.0;8;41.0;33.0;31.0;36.0;0.0;50;1;0;18.0;4;39.0;7;33.921052631578945;2.0
67.0;43.0;20;61.0;63.0;398.0;50.0;32.361111111111114;29.0;41.0;33.0;7;3;34.0;34.5;15.0;2;9;18.0;13.0;1;33.0;2;2;44.0;1;30.21875;38.0;18.5;33.0;24.0;35.0;1;39;2;4;1;10.0;2;22.33333333;6;34.0;35.0;31.0;30.0;0.0;0;1;0;18.0;4;0.0;7;30.25;2.0
59.0;47.0;5;45.0;53.0;379.0;62.0;28.38888888888889;23.0;40.0;34.0;7;1;37.0;31.0;30.0;1;9;18.0;12.0;1;0.0;2;2;44.0;1;38.36842105263158;42.0;32.0;37.0;28.0;0.0;1;40;1;7;1;16.0;3;29.0;8;44.0;40.0;40.0;36.0;40.0;50;1;1;16.0;4;44.0;6;38.1875;2.0
74.12;50.37;8;55.27;57.25;399.58;53.5;32.69444444444444;28.5;32.0;30.0;7;2;34.0;36.0;31.0;1;9;18.0;13.0;1;40.0;2;2;37.0;1;37.94736842105263;36.0;35.0;42.0;33.0;40.0;1;44;1;7;1;17.0;1;37.0;8;37.0;34.0;33.0;38.0;42.0;50;1;1;18.0;7;43.0;7;39.73684210526316;2.0
52.0;50.0;7;62.0;52.0;372.0;52.0;34.0;22.5;42.0;38.0;8;1;37.0;31.0;33.0;1;9;18.0;14.0;1;42.0;1;2;47.0;1;35.60526315842105;40.0;33.0;34.0;32.0;48.0;1;44;1;6;1;13.0;1;35.0;8;42.0;36.0;35.5;35.0;41.0;50;1;1;18.0;7;33.0;7;41.1764705882353;3.0
58.0;51.0;11;48.0;57.0;378.0;50.0;27.555555555555557;25.5;31.0;37.0;5;3;36.0;29.5;17.5;2;9;18.0;8.0;1;0.0;4;2;42.0;1;37.578947368421055;0.0;24.5;37.0;30.0;43.0;1;36;2;7;0;16.0;1;43.0;8;41.0;45.0;44.0;36.0;0.0;50;1;0;16.0;5;30.0;6;38.5;2.0
61.0;55.0;11;61.0;55.0;392.0;59.0;33.111111111111114;30.0;45.0;34.0;8;1;40.0;38.0;43.0;1;9;18.0;16.0;1;4.0;1;2;45.0;1;38.078947368421055;45.0;39.0;38.0;34.0;40.0;1;47;1;7;1;16.0;1;34.0;8;36.0;41.0;42.0;38.0;44.0;50;1;1;18.0;7;43.0;7;42.26315789473684;3.0
65.0;72.0;19;55.0;59.0;385.0;53.0;34.111111111111114;25.0;46.0;30.0;8;1;40.0;32.0;50.0;1;9;18.0;14.0;1;34.0;1;2;44.0;1;37.57894736894737;42.0;39.0;33.0;31.0;41.0;1;39;1;7;1;16.0;1;34.0;8;37.0;40.0;39.0;41.0;47.0;50;1;1;18.0;7;33.0;7;39.21052631578947;2.0
61.0;60.0;4;61.0;60.0;391.0;55.0;30.037037036111112;23.33333333;30.0;32.0;7;4;35.0;30.0;20.33333333;1;9;18.0;13.0;2;36.0;2;3;37.0;1;34.1578947368421;42.0;38.0;30.0;30.0;37.0;1;40;1;6;1;13.0;1;30.0;8;32.0;38.0;44.0;34.0;45.0;50;1;1;18.0;7;31.5;7;37.470588235294116;2.0
67.0;59.0;10;52.0;51.0;377.0;55.0;30.833333333333332;30.0;33.0;36.0;6;4;36.0;35.0;17.0;1;9;18.0;14.0;1;20.0;3;2;42.0;2;36.18421052631579;42.0;31.0;30.5;33.0;50.0;2;37;2;7;1;17.0;1;32.0;8;39.0;35.0;40.0;41.0;38.0;50;1;1;18.0;7;43.0;7;37.13157894736842;2.0
55.0;56.0;12;62.0;54.0;386.0;57.0;32.875;24.0;39.0;30.0;7;1;38.0;32.0;50.0;1;8;16.0;12.0;1;0.0;1;2;41.0;0;25.77777777777778;33.0;5.0;28.0;31.0;48.0;2;0;1;4;1;10.0;1;33.0;7;42.0;37.0;0.0;9.0;40.0;0;1;1;16.0;4;6.0;6;31.2;2.0
61.0;63.0;10;57.0;54.0;389.0;57.0;32.44444444444444;28.5;49.0;34.0;7;1;41.0;33.0;50.0;1;9;18.0;12.0;1;1.0;2;2;46.0;1;34.10526315736842;42.0;38.0;13.66666667;16.5;46.0;3;38;1;5;1;10.0;2;0.0;8;34.0;39.0;42.0;38.0;42.0;0;1;1;15.0;4;39.0;6;37.6875;2.0
61.0;52.0;8;52.0;50.0;383.0;60.0;30.38888888888889;24.5;44.0;30.0;7;1;41.0;36.0;50.0;1;9;18.0;12.0;1;0.0;2;2;42.0;1;36.026315789473685;40.0;49.0;42.0;35.0;42.0;1;44;1;7;1;16.0;1;33.0;8;32.0;50.0;42.0;37.0;31.0;50;1;1;18.0;7;30.0;7;40.78947368421053;3.0
64.0;47.0;18;48.0;50.0;361.0;58.0;35.5;24.5;47.0;32.0;8;1;37.0;36.0;50.0;1;9;18.0;14.0;1;45.0;1;2;42.0;1;39.63157894736842;39.0;49.0;33.0;31.5;33.0;1;48;1;8;1;19.0;2;30.0;8;39.0;43.0;40.0;45.0;40.0;35;1;1;18.0;7;45.0;7;41.78947368421053;3.0
60.0;47.0;8;51.0;52.0;377.0;50.0;32.875;23.5;38.0;35.0;7;2;36.0;30.0;50.0;1;8;16.0;12.0;1;0.0;1;2;40.0;0;31.75;0.0;49.0;0.0;0.0;36.0;0;0;1;4;0;8.0;0;0.0;6;0.0;0.0;0.0;0.0;0.0;0;0;0;5.0;2;0.0;2;35.0;2.0
70.0;48.0;4;59.0;54.0;377.0;52.0;31.61111111111111;27.0;34.0;31.0;7;3;37.0;34.0;21.5;1;9;18.0;13.0;1;34.0;2;2;34.0;1;35.526315789473685;47.0;30.0;30.0;26.66666667;38.0;1;0;1;8;1;19.0;3;30.0;8;37.0;38.0;29.0;36.0;0.0;0;1;0;16.0;5;28.0;6;34.3235294117647;2.0
68.0;54.0;7;59.0;62.0;438.0;58.0;34.77777777777778;35.0;33.0;39.0;8;5;45.0;38.0;31.0;1;9;18.0;16.0;2;7.0;1;2;45.0;1;37.39473684210526;42.0;0.0;31.0;26.33333333;43.0;1;36;0;8;1;19.0;3;38.0;8;43.0;42.0;0.0;0.0;0.0;0;1;0;15.0;5;17.5;6;35.2;2.0
90.0;46.0;10;53.0;62.0;436.0;56.0;31.333333333333332;31.0;37.0;40.0;7;1;40.0;29.0;38.0;2;9;18.0;13.0;1;3.0;2;1;35.0;1;33.473684210526315;43.0;50.0;31.5;20.5;0.0;2;37;1;5;1;11.0;2;25.66666667;8;33.0;46.0;34.0;35.0;31.0;50;1;1;16.0;4;35.0;6;37.10526315736842;2.0
65.0;58.0;20;71.0;77.0;480.0;60.0;32.05555555555556;27.5;38.0;43.0;7;1;43.0;32.0;40.0;1;9;18.0;12.0;1;3.0;2;2;32.0;1;40.05263157894737;42.0;38.0;30.0;28.0;46.0;1;40;1;8;1;19.0;2;32.0;8;38.0;42.0;40.0;38.0;45.0;50;1;1;18.0;6;31.0;7;43.68421052631579;3.0
90.0;68.0;3;53.0;69.0;454.0;62.0;33.22222222222222;33.0;33.0;35.0;8;1;25.5;32.0;47.0;1;9;18.0;16.0;1;34.0;1;1;30.0;1;34.81578947368421;38.0;39.0;30.0;31.0;43.0;1;50;1;7;1;16.0;2;31.0;8;38.0;43.0;33.0;43.0;42.0;50;1;1;18.0;7;43.0;7;40.35294117647059;3.0
74.0;83.0;18;62.0;69.0;455.0;56.0;34.94444444444444;35.0;35.0;41.0;8;0;50.0;31.0;39.0;1;9;18.0;16.0;1;14.0;1;1;34.0;1;34.44444444444444;32.0;43.0;36.0;24.5;30.0;1;38;1;5;1;12.0;2;30.0;7;37.0;43.0;32.5;23.66666667;0.0;0;1;0;18.0;6;37.0;7;32.21875;2.0
80.0;57.0;7;58.0;59.0;444.0;55.0;34.333333333333336;36.0;32.0;44.0;8;0;37.0;31.0;48.0;1;9;18.0;16.0;1;9.0;1;1;35.0;1;40.31578947368421;40.0;42.0;30.0;40.0;45.0;1;47;1;8;1;19.0;1;38.0;8;38.0;33.0;32.0;38.0;35.0;50;1;1;18.0;7;37.0;7;41.64705882352941;3.0
79.0;59.0;10;55.0;61.0;439.0;64.0;29.47222222222222;38.0;19.5;37.0;6;2;22.5;32.0;36.0;1;9;18.0;13.0;2;1.0;3;1;30.0;1;43.1578947368421;33.0;36.0;31.0;34.0;42.0;1;33;1;8;1;19.0;1;37.0;8;38.0;45.0;33.0;38.0;44.0;50;1;1;18.0;7;31.0;7;36.73684210526316;2.0
74.0;51.0;8;62.0;62.0;459.0;65.0;32.333333333333336;35.0;33.0;44.0;8;0;30.0;33.0;40.0;1;9;18.0;16.0;1;2.0;1;1;36.0;1;38.55882352941177;37.0;50.0;30.5;32.0;0.0;2;41;1;7;1;17.0;1;30.0;7;38.0;35.0;44.0;40.0;42.0;50;1;1;16.0;6;40.0;6;40.10526315789474;3.0
74.0;58.0;7;64.0;69.0;454.0;65.0;33.111111111111114;30.0;35.0;46.0;8;1;37.0;36.0;44.0;1;9;18.0;16.0;1;5.0;1;2;30.0;1;35.421052631578945;39.0;37.0;32.0;27.66666667;32.0;1;33;1;5;1;11.0;3;32.0;8;30.0;39.0;34.0;38.0;0.0;50;1;0;18.0;6;38.0;7;36.75;2.0
68.0;60.0;20;64.0;62.0;453.0;60.0;33.0;36.0;27.0;31.0;7;4;31.5;27.5;33.0;2;9;18.0;14.0;2;41.0;2;1;37.5;1;29.535714286428572;32.0;25.33333333;31.0;31.0;0.0;1;42;3;3;1;8.0;1;30.0;5;42.0;37.0;29.5;30.0;0.0;0;1;0;16.0;5;34.0;6;36.75;2.0
65.0;89.0;11;62.0;59.0;452.0;65.0;37.05555555555556;35.0;36.0;39.0;9;1;37.0;35.0;38.0;2;9;18.0;18.0;1;44.0;0;1;33.0;1;34.8421052631579;36.0;35.0;39.0;35.0;0.0;1;46;1;5;1;10.0;1;30.0;8;38.0;44.0;41.0;35.0;45.0;50;1;1;16.0;6;37.0;6;36.23529411764706;2.0
74.0;71.0;10;59.0;77.0;450.0;65.0;34.65625;31.0;33.0;44.0;8;1;30.0;33.5;38.0;2;8;16.0;16.0;1;0.0;0;1;30.0;0;35.529411764705884;0.0;37.0;17.0;35.0;0.0;2;0;1;5;0;11.0;1;38.0;7;43.0;0.0;30.0;36.0;0.0;40;0;0;12.0;3;37.0;4;34.6;2.0
78.0;68.0;10;57.0;69.0;446.0;58.0;37.27777777777778;35.0;30.0;43.0;9;0;43.0;36.0;39.0;1;9;18.0;18.0;1;33.0;0;1;34.0;1;39.578947368421055;40.0;35.0;38.0;35.0;38.0;1;44;1;8;1;19.0;1;37.0;8;38.0;40.0;38.0;40.0;41.0;50;1;1;18.0;7;33.0;7;41.421052631578945;3.0
49.0;66.0;20;72.0;66.0;453.0;65.0;39.166666666666664;32.0;39.0;50.0;9;0;37.0;32.0;47.0;1;9;18.0;18.0;1;44.0;0;1;37.0;1;39.8421052631579;43.0;43.0;41.0;40.0;49.0;1;49;1;8;1;19.0;1;31.0;8;40.0;41.0;46.0;45.0;45.0;50;1;1;18.0;7;47.0;7;43.78947368421053;3.0
71.0;83.0;22;56.0;65.0;437.0;63.0;31.88888888888889;28.5;35.0;41.0;7;1;37.0;30.0;36.0;1;9;18.0;12.0;1;14.0;2;2;35.0;1;39.78947368421053;34.0;33.0;19.5;33.0;48.0;2;41;1;8;1;19.0;1;31.0;8;40.0;40.0;38.0;44.0;42.0;40;1;1;18.0;6;44.0;7;40.21052631578947;3.0
75.0;68.0;22;60.0;70.0;449.0;62.0;35.333333333333336;34.0;40.0;42.0;8;0;50.0;32.0;40.0;1;9;18.0;16.0;1;13.0;1;1;35.0;1;43.94736842105263;39.0;39.0;40.0;42.0;49.0;1;41;1;8;1;19.0;1;40.0;8;41.0;39.0;40.0;41.0;44.0;50;1;1;18.0;7;35.0;7;44.05263157894737;3.0
68.0;83.0;20;62.0;65.0;460.0;75.0;43.611111111111114;37.0;42.0;50.0;9;0;50.0;41.0;47.0;1;9;18.0;18.0;1;46.0;0;1;40.0;1;43.473684210526315;34.0;43.0;41.0;42.0;45.0;1;50;1;8;1;19.0;1;46.0;8;40.0;42.0;47.0;46.0;45.0;50;1;1;18.0;7;41.0;7;46.578947368421055;4.0
79.0;80.0;9;65.0;70.0;443.0;60.0;33.30555555555556;36.0;42.0;42.0;8;1;35.0;32.5;40.0;2;9;18.0;16.0;1;7.0;1;1;30.0;1;36.36842105263158;37.0;36.0;35.0;41.0;49.0;1;43;1;7;1;16.0;1;35.0;8;42.0;43.0;41.0;31.0;45.0;50;1;1;18.0;7;45.0;7;38.421052631578945;2.0
71.0;77.0;10;61.0;76.0;438.0;52.0;38.55555555555556;42.0;41.0;50.0;8;0;47.0;40.0;46.0;1;9;18.0;16.0;1;4.0;1;1;31.0;1;40.31578947368421;37.0;42.0;36.0;42.0;44.0;1;41;1;8;1;19.0;1;38.0;8;40.0;43.0;44.0;40.0;45.0;50;1;1;18.0;7;40.0;7;43.526315789473685;3.0
73.0;47.0;15;57.0;62.0;430.0;50.0;40.27777777777778;31.0;40.0;44.0;9;0;40.0;46.0;44.0;1;9;18.0;18.0;1;49.0;0;1;31.0;1;35.44736842105263;36.0;49.0;37.0;32.5;34.0;1;0;1;7;1;16.0;2;35.0;8;40.0;42.0;40.0;40.0;44.0;50;1;1;16.0;6;31.0;6;35.142857142857146;2.0
71.0;77.0;8;56.0;51.0;411.0;57.0;35.5;34.0;36.0;46.0;8;0;31.0;39.0;36.0;1;9;18.0;16.0;1;24.0;1;1;30.0;1;37.78947368421053;36.0;48.0;32.0;37.0;30.0;1;42;1;7;1;16.0;1;34.0;8;35.0;40.0;43.0;42.0;47.0;50;1;1;18.0;7;35.0;7;41.421052631578945;3.0
83.0;60.0;20;60.0;57.0;426.0;62.0;26.25;31.0;26.0;32.0;6;3;31.0;19.5;36.0;2;9;18.0;12.0;2;2.0;3;1;30.0;1;32.794117647058826;35.0;34.0;31.0;27.0;0.0;1;30;1;6;1;14.0;2;24.0;7;33.0;49.0;31.5;27.0;21.5;50;1;2;16.0;4;30.0;6;32.0;2.0
63.0;54.0;6;62.0;65.0;437.0;62.0;31.333333333333332;27.0;30.0;42.0;7;1;35.0;40.0;34.0;1;9;18.0;12.0;1;3.0;2;2;32.0;1;35.64705882411765;30.0;35.0;32.0;29.0;42.0;2;33;1;6;1;14.0;2;21.0;7;37.0;41.0;35.0;32.0;45.0;50;1;1;18.0;5;34.0;7;37.5625;2.0
62.0;77.0;20;55.0;77.0;439.0;60.0;36.44444444444444;26.0;39.0;44.0;8;1;34.0;43.0;44.0;1;9;18.0;14.0;1;34.0;1;2;30.0;1;35.421052631578945;40.0;49.0;20.0;22.5;0.0;2;43;1;7;1;16.0;2;0.0;8;28.5;43.0;36.0;0.0;44.0;45;1;1;16.0;3;43.0;6;29.647058823529413;1.0
