NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;NOTA_INV_OP_DOS;NOTA_F_ING_SOF;VECES_REDES_COM_TRES;NAP_SIETE;NOTA_GI_DOS;NOTA_EI_OP_BI;NOTA_INV_OP_TRES;NCA_SIETE;NOTA_REDES_COM_DOS;VECES_CIBERNETICA_DOS;NOTA_MOD_PROG_DOS;CAR_SIETE;NOTA_EI_DOS;NOTA_CIBERNETICA_UDOS;NAA_SIETE;NCC_SIETE;NOTA_ESTADISTICA;NOTA_GT_TRES;NOTA_HISTORIA_COL;VECES_REDES_COM_DOS;NCP_SEIS;NOTA_ECONOMIA;VECES_EI_DOS;NAC_SIETE;VECES_ECONOMIA;EPA_SIETE;NOTA_METODOS_NUM;NCP_SIETE;CREDITOS_CIBERNETICA_TRES;CREDITOS_EE_CUATRO;VECES_F_ING_SOF;NOTA_EE_CUATRO;CREDITOS_ING_ECONOMICA;CREDITOS_EI_OP_BI;CREDITOS_EI_OP_AI;CREDITOS_DIS_ARQ_SOFT;CREDITOS_REDES_COM_TRES;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;PROMEDIO_CINCO;PROMEDIO_SEIS;RENDIMIENTO_OCHO;PROMEDIO_OCHO
44.0;46.0;42.0;38.0;41.0;1;1;1;0;1;46.0;34.0;1;0;50.0;0.0;46;19.0;39;1;42.0;0;38.0;40.0;9;19.0;40.0;50;39.0;1;0.0;31.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;38.94444444444444;35.473684210526315;38.22222222222222;37.3421052631579;41.833333333333336;3.0;42.76923076923077
42.0;46.0;28.0;31.0;33.0;1;1;2;1;1;44.0;32.0;1;1;50.0;40.0;35;17.0;33;1;35.0;0;24.5;39.0;8;19.0;38.0;50;25.0;1;2.0;30.0;1;9;1;2;41.0;2.0;2;2;1;0;2;3;3;4;2;39.44444444444444;36.05263157894737;38.22222222222222;30.42105263157895;39.111111111111114;2.0;38.125
50.0;42.0;42.0;48.0;42.0;1;1;1;1;1;48.0;41.0;1;0;50.0;38.0;46;19.0;41;1;40.0;0;39.0;48.0;9;19.0;43.0;50;45.0;1;0.0;37.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;35.55555555555556;32.3421052631579;40.166666666666664;37.28947368421053;43.388888888888886;3.0;44.0
45.0;46.0;38.0;48.0;50.0;1;1;1;0;1;48.0;43.0;1;0;50.0;0.0;48;19.0;35;1;47.0;0;40.0;40.0;9;19.0;34.0;50;43.0;1;0.0;37.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;40.44444444444444;39.0;39.44444444444444;37.26315789473684;42.666666666666664;4.0;45.38461538461539
46.0;28.0;41.0;43.0;46.0;2;1;1;1;1;37.0;44.0;1;0;50.0;37.0;41;19.0;39;1;35.0;1;31.0;37.0;9;19.0;32.0;50;35.0;1;0.0;32.5;1;9;2;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.79629629611111;34.421052631578945;31.833333334444447;35.94736842105263;36.388888888888886;2.0;39.9375
46.0;45.0;46.0;36.0;42.0;1;1;1;0;1;39.0;40.0;1;0;50.0;0.0;48;19.0;39;1;43.0;0;41.0;46.0;9;19.0;42.0;50;44.0;1;0.0;41.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;36.111111111111114;36.1578947368421;38.05555555555556;40.31578947368421;41.888888888888886;3.0;43.61538461538461
50.0;43.0;41.0;48.0;43.0;1;1;1;1;1;47.0;36.0;1;0;45.0;40.0;43;19.0;41;1;39.0;0;35.0;48.0;9;19.0;40.0;50;34.0;1;0.0;40.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;38.111111111111114;32.36842105263158;40.77777777777778;37.18421052631579;40.666666666666664;3.0;44.5625
43.0;46.0;25.5;35.0;18.0;1;1;2;0;2;42.0;39.0;1;0;50.0;0.0;48;19.0;33;1;44.0;0;41.0;44.0;9;19.0;30.0;50;33.0;1;0.0;31.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;38.583333333333336;39.21052631578947;35.27777777777778;39.421052631578945;40.111111111111114;2.0;35.92307692307692
44.0;43.0;37.0;39.0;23.5;1;1;1;3;2;30.0;44.0;1;1;0.0;17.33333333;34;13.0;33;1;29.0;0;29.5;39.0;6;15.0;33.0;0;24.66666667;1;4.0;30.0;1;7;1;2;39.0;2.0;2;2;1;0;2;3;3;4;2;35.71296296222223;32.55263157894737;34.52777777777778;29.57894736842105;33.155555555999996;2.0;34.749999999375
41.0;30.0;30.0;35.0;40.0;1;1;1;0;1;41.0;35.0;1;0;45.0;0.0;35;19.0;38;1;39.0;1;33.0;36.0;9;19.0;35.0;35;41.0;1;0.0;34.5;1;9;2;2;42.0;0.0;2;2;1;0;2;3;3;4;2;34.72222222222222;29.421052631052632;32.49999999944444;33.48684210526316;37.166666666666664;2.0;35.69230769230769
38.0;40.0;48.0;45.0;47.0;1;1;1;1;1;40.0;36.0;1;0;50.0;41.0;43;19.0;42;1;19.0;0;36.0;37.0;9;19.0;45.0;50;44.0;1;3.0;42.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;32.611111111111114;33.94736842157895;31.13888888888889;34.1578947368421;40.666666666666664;3.0;42.1875
48.0;38.0;31.0;46.0;35.0;1;1;1;0;1;42.0;45.0;1;0;50.0;0.0;46;19.0;43;1;45.0;0;40.0;38.0;9;19.0;44.0;50;44.0;1;0.0;43.0;1;9;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;36.02777777777778;34.26315789473684;35.944444445;36.60526315789474;41.77777777777778;3.0;40.76923076923077
48.0;41.0;34.0;36.0;43.0;1;1;2;0;1;43.0;44.0;1;0;50.0;0.0;47;19.0;35;1;45.0;0;36.0;30.0;9;19.0;40.0;50;43.0;1;0.0;38.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;30.620370371111107;35.6578947368421;36.166666666666664;36.71052631578947;38.833333333333336;3.0;41.61538461538461
49.0;41.0;34.0;45.0;45.0;1;1;1;0;1;36.0;37.0;1;0;0.0;0.0;40;16.0;42;2;46.0;1;35.0;32.0;8;16.0;34.0;50;34.5;1;0.0;32.0;1;8;1;2;31.0;0.0;2;2;1;0;2;3;3;4;2;34.166666666666664;33.3421052631579;35.55555555555556;38.421052631578945;36.94444444444444;3.0;43.61538461538461
50.0;43.0;32.0;45.0;45.0;1;1;1;1;1;45.0;36.0;1;0;50.0;37.0;41;19.0;44;1;48.0;0;43.0;43.0;9;19.0;42.0;50;42.0;1;0.0;36.0;1;9;1;2;31.0;0.0;2;2;1;0;2;3;3;4;2;34.388888888888886;32.23684210526316;33.833333333333336;39.5;44.111111111111114;3.0;42.75
43.0;40.0;32.5;31.0;38.0;1;1;2;0;1;46.0;40.0;1;1;50.0;0.0;32;17.0;32;1;42.0;1;34.0;39.0;8;19.0;33.0;50;42.0;1;0.0;20.5;1;9;2;2;38.0;2.0;2;2;1;0;2;3;3;4;2;40.833333333333336;35.421052631578945;35.94444444444444;35.05263157894737;39.22222222222222;2.0;38.07692307692308
45.0;44.0;39.0;38.0;44.0;1;1;1;1;1;43.0;34.0;1;0;50.0;35.0;41;19.0;39;1;35.0;0;39.0;32.0;9;19.0;36.0;50;31.0;1;0.0;39.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.0;37.44736842105263;37.77777777777778;32.89473684210526;41.77777777777778;3.0;41.1875
0.0;12.33333333;41.0;0.0;0.0;3;0;1;0;0;37.0;0.0;0;0;0.0;0.0;0;4.0;45;0;0.0;0;0.0;0.0;2;4.0;17.5;0;34.0;1;5.0;0.0;0;2;0;2;41.0;0.0;2;2;0;0;2;3;3;4;2;37.48148148166667;34.25;32.27777777833333;35.15384615384615;30.7;1.0;23.799999997999997
40.0;30.0;30.0;48.0;44.0;1;1;1;0;1;34.0;33.0;1;0;50.0;0.0;31;19.0;42;1;49.0;0;35.0;45.0;9;19.0;30.0;50;45.0;1;0.0;33.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;33.02777777777778;36.39473684210526;33.611111110555555;37.10526315789474;37.166666666666664;2.0;38.0
50.0;45.0;39.0;49.0;44.0;1;1;1;1;1;48.0;41.0;1;0;50.0;38.0;45;19.0;42;1;50.0;0;37.0;47.0;9;19.0;40.0;50;43.0;1;2.0;42.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;36.05555555555556;37.21052631578947;38.52777777777778;38.94736842105263;41.833333333333336;3.0;44.5625
47.0;43.0;41.0;41.0;49.0;1;1;1;1;1;46.0;42.0;1;0;50.0;37.0;46;19.0;46;1;43.0;0;40.0;33.0;9;19.0;39.0;50;41.0;1;0.0;45.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;41.388888888888886;40.36842105263158;45.27777777777778;41.10526315789474;43.333333333333336;3.0;43.125
46.0;43.0;32.0;47.0;50.0;1;1;1;1;1;47.0;41.0;1;0;50.0;35.0;43;19.0;38;1;47.0;0;37.0;44.0;9;19.0;42.0;50;37.0;1;0.0;40.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;36.833333333333336;36.473684210526315;39.166666666666664;39.63157894736842;44.72222222222222;3.0;42.25
47.0;43.0;35.0;41.0;42.0;1;1;1;1;1;46.0;40.0;1;0;50.0;39.0;42;19.0;37;1;46.0;0;31.0;37.0;9;19.0;36.0;50;43.0;1;0.0;31.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.861111111111114;33.68421052631579;35.77777777777778;36.13157894736842;38.833333333333336;3.0;41.875
50.0;41.0;37.0;40.0;44.0;1;1;1;1;1;42.0;33.5;1;0;45.0;36.0;37;19.0;32;1;37.0;1;30.5;40.0;9;19.0;39.0;45;45.0;1;0.0;38.0;1;9;1;2;31.0;0.0;2;2;2;0;2;3;3;4;2;32.72222222222222;34.587719297894736;31.187500000625;32.05263157894737;40.388888888888886;3.0;42.0625
46.0;43.0;37.0;41.0;49.0;1;1;1;1;1;37.0;40.0;1;0;50.0;39.0;33;19.0;42;1;39.0;0;32.0;45.0;9;19.0;35.0;50;39.0;1;0.0;41.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;34.55555555555556;33.05263157894737;34.75;36.05263157894737;37.666666666666664;3.0;42.75
32.0;35.0;20.5;48.0;44.0;1;1;2;1;1;35.0;39.0;1;1;50.0;40.0;32;17.0;39;1;33.0;0;16.5;32.0;8;19.0;30.0;50;30.0;1;0.0;42.0;1;9;1;2;35.0;2.0;2;2;1;0;2;3;3;4;2;30.944444443888887;34.421052631578945;31.52777777777778;35.05263157842105;37.55555555555556;2.0;36.125
47.0;43.0;33.0;40.0;42.0;1;1;1;1;1;39.0;40.0;1;0;50.0;39.0;34;19.0;42;1;39.0;1;32.0;32.0;9;19.0;35.0;50;40.0;1;0.0;41.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;37.22222222222222;35.63157894736842;35.166666666666664;35.526315789473685;37.888888888888886;3.0;41.5
48.0;43.0;36.0;43.0;48.0;1;1;1;1;1;49.0;42.0;1;0;50.0;41.0;45;19.0;43;1;38.0;0;45.0;42.0;9;19.0;42.0;50;40.0;1;0.0;43.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;37.666666666666664;40.36842105263158;34.47222222222222;39.26315789473684;45.833333333333336;3.0;43.625
48.0;0.0;39.0;45.0;45.0;0;1;1;1;1;36.0;40.0;1;1;50.0;42.0;32;17.0;32;1;46.0;1;40.0;30.0;8;19.0;37.0;50;41.0;1;3.0;26.0;1;9;2;2;39.0;2.0;2;2;1;0;2;3;3;4;2;42.44444444444444;35.05263157894737;32.666666666666664;35.86842105263158;35.52777777777778;3.0;44.30769230769231
48.0;46.0;47.0;50.0;49.0;1;1;1;0;1;42.0;45.0;1;0;50.0;0.0;44;19.0;45;1;33.0;0;40.0;42.0;9;19.0;35.0;45;41.0;1;0.0;40.0;1;9;1;2;39.0;0.0;2;2;1;0;2;3;3;4;2;35.833333333333336;38.73684210526316;36.833333333333336;38.473684210526315;40.166666666666664;4.0;47.84615384615385
50.0;44.0;44.0;48.0;49.0;1;1;1;1;1;48.0;48.0;1;0;50.0;42.0;45;19.0;48;1;47.0;0;44.0;47.0;9;19.0;44.0;50;41.0;1;0.0;50.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;42.27777777777778;43.0;41.611111111111114;43.421052631578945;44.72222222222222;4.0;46.25
40.0;42.0;46.0;0.0;40.0;1;1;1;0;1;39.0;46.0;0;0;45.0;0.0;40;16.0;0;1;41.0;0;36.0;31.0;8;16.0;18.5;45;0.0;0;3.0;43.0;1;8;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;38.90625;38.78947368421053;29.384615384615383;33.6764705882353;34.9375;3.0;41.63636363636363
48.0;42.0;37.0;33.0;45.0;1;1;1;1;1;42.0;36.0;1;1;50.0;39.0;40;17.0;30;2;29.0;2;37.0;35.5;8;19.0;34.0;50;27.0;1;2.0;17.66666667;1;9;3;2;33.0;2.0;2;2;1;0;2;3;3;4;2;36.44444444444444;36.78947368421053;32.47222222222222;29.078947367894738;38.72222222222222;3.0;41.5625
50.0;43.0;42.0;46.0;49.0;1;1;1;1;1;48.0;43.0;1;0;50.0;38.0;44;19.0;48;1;30.0;0;37.0;47.0;9;19.0;40.0;50;41.0;1;0.0;38.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;39.611111111111114;37.78947368421053;38.166666666666664;37.31578947368421;42.0;3.0;44.8125
47.0;46.0;30.0;45.0;46.0;1;1;1;0;1;46.0;41.0;1;0;50.0;0.0;50;19.0;44;1;37.0;0;42.0;44.0;9;19.0;40.0;45;43.0;1;0.0;41.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;39.111111111111114;39.73684210526316;37.333333333333336;36.421052631578945;44.5;3.0;43.69230769230769
47.0;37.0;41.0;43.0;48.0;1;1;1;1;1;45.0;39.0;1;0;50.0;35.0;42;19.0;44;1;40.0;0;45.0;42.0;9;19.0;34.0;50;31.0;1;0.0;36.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;39.5;39.60526315789474;34.888888888888886;37.21052631578947;41.72222222222222;3.0;41.75
0.0;0.0;30.0;0.0;0.0;0;0;1;0;0;42.0;13.0;0;2;0.0;0.0;0;0.0;0;0;43.0;2;0.0;0.0;0;5.0;37.0;0;36.0;0;2.0;15.5;0;2;2;1;37.0;5.0;2;2;2;0;2;3;3;4;2;32.388888888888886;31.28125;33.083333333333336;32.026315789473685;34.5;1.0;30.0
43.0;44.0;47.0;35.0;41.0;1;1;1;0;1;33.0;38.0;1;0;47.0;0.0;41;19.0;43;1;44.0;0;43.0;45.0;9;19.0;32.0;50;44.0;1;0.0;44.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;30.805555555555557;36.8421052631579;36.47222222222222;40.1578947368421;38.166666666666664;3.0;42.30769230769231
39.0;40.0;33.0;35.0;42.0;1;1;1;1;1;38.0;39.0;1;1;45.0;41.0;38;17.0;32;1;39.0;0;29.5;32.0;8;19.0;40.0;36;30.0;1;0.0;36.0;1;9;1;2;48.0;2.0;2;2;1;0;2;3;3;4;2;35.388888888888886;36.526315789473685;33.69444444444444;34.8421052631579;37.05555555555556;2.0;38.6875
41.0;44.0;45.0;48.0;49.0;1;1;1;1;1;44.0;36.0;1;0;40.0;38.0;42;19.0;46;1;34.0;0;50.0;37.0;9;19.0;37.0;40;49.0;1;0.0;37.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;39.22222222222222;36.78947368421053;33.05555555555556;37.94736842105263;42.27777777777778;3.0;43.375
46.0;42.0;41.0;46.0;45.0;1;1;1;1;1;50.0;38.0;1;0;45.0;36.0;44;19.0;44;1;39.0;1;30.0;48.0;9;19.0;39.0;50;44.0;1;0.0;34.0;1;9;2;2;48.0;0.0;2;2;1;0;2;3;3;4;2;38.111111111111114;40.31578947368421;37.388888888888886;39.05263157894737;43.27777777777778;3.0;42.625
48.0;44.0;33.0;46.0;46.0;1;1;1;1;1;38.0;36.0;1;0;50.0;36.0;43;19.0;38;1;38.0;0;44.0;47.0;9;19.0;30.0;50;30.5;1;2.0;38.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;34.166666666666664;36.05263157894737;37.22222222222222;37.05263157894737;37.388888888888886;3.0;42.625
45.0;33.0;31.0;39.0;44.0;1;1;1;0;1;50.0;37.0;1;0;45.0;0.0;48;19.0;42;1;42.0;0;38.0;33.0;9;19.0;37.0;50;42.0;1;0.0;30.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;34.833333333333336;37.44736842105263;36.166666666666664;34.68421052631579;41.166666666666664;2.0;39.0
47.0;44.0;45.0;50.0;44.0;1;1;1;1;1;50.0;36.0;1;1;45.0;39.0;43;17.0;44;1;50.0;0;21.0;33.0;8;19.0;46.0;50;40.0;1;0.0;42.0;1;9;1;2;39.0;2.0;2;2;1;0;2;3;3;4;2;40.27777777777778;40.68421052631579;40.22222222222222;44.1578947368421;44.0;3.0;44.6875
0.0;0.0;14.5;0.0;0.0;0;0;2;0;0;40.0;0.0;0;1;0.0;0.0;38;8.0;31;1;32.0;0;0.0;21.0;4;10.0;40.0;0;36.0;1;0.0;41.0;0;5;1;2;41.0;2.0;2;2;0;0;2;3;3;4;2;36.22222222222222;29.57894736842105;34.916666666666664;33.875;36.53846153846154;1.0;14.5
47.0;42.0;30.0;39.0;34.0;1;1;2;1;1;42.0;40.0;1;0;50.0;35.0;40;19.0;40;1;36.0;0;33.0;49.0;9;19.0;45.0;40;45.0;1;0.0;39.0;1;9;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;38.611111111111114;34.94736842105263;35.0;36.1578947368421;43.333333333333336;2.0;39.0625
49.0;39.0;30.0;46.0;43.0;1;1;1;1;1;40.0;47.0;1;0;47.0;39.0;45;19.0;39;1;34.0;0;37.0;43.0;9;19.0;35.0;50;35.0;1;0.0;36.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;36.55555555555556;35.1578947368421;34.0;35.68421052631579;40.0;3.0;41.75
44.0;44.0;34.0;32.0;40.0;1;1;1;0;1;38.0;33.0;1;0;0.0;0.0;35;16.0;31;1;35.0;0;40.0;33.0;8;16.0;30.0;50;31.0;1;0.0;36.0;1;8;1;2;30.0;0.0;2;2;1;0;2;3;3;4;2;36.27777777777778;35.1578947368421;32.94444444444444;37.10526315789474;38.05555555555556;2.0;40.0
45.0;30.0;33.0;46.0;37.0;1;1;1;1;1;41.0;33.0;1;0;50.0;35.0;34;19.0;39;1;40.0;0;31.0;47.0;9;19.0;30.0;40;38.0;1;0.0;32.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;38.44444444444444;37.60526315789474;35.55555555555556;36.39473684210526;37.55555555555556;2.0;37.9375
47.0;42.0;40.0;42.0;40.0;1;1;1;1;1;41.0;39.0;1;0;50.0;40.0;34;19.0;42;1;42.0;0;39.0;43.0;9;19.0;41.0;50;37.0;1;0.0;37.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;37.05555555555556;36.921052631578945;34.666666666666664;35.26315789473684;41.77777777777778;3.0;42.375
0.0;0.0;22.0;0.0;0.0;0;0;1;0;0;0.0;0.0;0;0;0.0;0.0;0;1.0;0;0;0.0;0;0.0;0.0;1;1.0;0.0;50;0.0;0;0.0;0.0;0;1;0;2;43.0;0.0;2;2;0;0;2;3;3;4;2;30.25;28.90000000066667;29.5;42.0;0.0;1.0;22.0
44.0;44.0;34.0;38.0;44.0;1;1;1;0;1;42.0;36.0;1;0;45.0;0.0;43;19.0;40;1;49.0;0;42.0;33.0;9;19.0;37.0;50;38.0;1;0.0;33.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;31.444444444444443;36.8421052631579;36.361111111111114;38.36842105263158;37.0;3.0;41.53846153846154
46.0;42.0;43.0;38.0;47.0;1;1;1;0;1;36.0;44.0;1;0;45.0;0.0;42;19.0;36;1;43.0;0;42.0;32.0;9;19.0;38.0;38;43.0;1;3.0;44.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;35.27777777777778;33.078947367894735;32.80555555555556;39.55263157894737;37.97222222222222;3.0;43.53846153846154
47.0;46.0;43.0;40.0;44.0;1;1;1;1;1;50.0;40.0;1;0;50.0;40.0;50;19.0;39;1;47.0;0;41.0;42.0;9;19.0;41.0;50;42.0;1;0.0;41.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;42.27777777777778;36.23684210526316;38.333333333333336;41.0;45.388888888888886;3.0;43.75
50.0;46.0;44.0;50.0;41.0;1;1;1;0;1;48.0;43.0;1;0;50.0;0.0;46;19.0;46;1;32.0;0;44.0;44.0;9;19.0;43.0;50;39.0;1;0.0;44.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;40.77777777777778;39.94736842105263;36.388888888888886;38.26315789473684;45.888888888888886;4.0;46.76923076923077
50.0;44.0;37.0;43.0;48.0;1;1;1;1;1;43.0;38.0;1;1;45.0;39.0;37;17.0;46;2;32.0;1;36.0;16.0;8;19.0;35.0;45;35.0;1;0.0;42.0;1;9;1;2;41.0;2.0;2;2;1;0;2;3;3;4;2;37.22222222222222;34.973684210526315;30.97222222222222;35.26315789473684;41.02777777777778;3.0;44.0625
44.0;40.0;41.0;35.0;40.0;1;1;1;0;1;35.0;46.0;1;0;0.0;0.0;40;16.0;40;1;36.0;0;34.0;31.0;8;16.0;32.0;50;27.5;1;2.0;37.0;1;8;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.72222222222222;34.131578946842104;31.805555555555557;31.157894736842106;35.611111111111114;3.0;40.61538461538461
48.0;43.0;42.0;47.0;37.0;1;1;1;1;1;41.0;35.0;1;1;50.0;35.0;45;17.0;44;1;48.0;1;35.0;46.0;8;19.0;32.0;50;33.0;1;0.0;27.5;1;9;2;2;41.0;2.0;2;2;1;0;2;3;3;4;2;35.77777777777778;34.86842105263158;33.55555555555556;40.89473684210526;38.05555555555556;3.0;42.375
30.0;30.0;32.0;36.0;36.0;1;1;1;1;1;36.0;38.0;1;0;48.0;35.0;39;19.0;42;2;33.0;1;42.0;30.0;9;19.0;41.0;50;36.0;1;0.0;44.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;37.388888888888886;34.0;35.416666666666664;33.078947368421055;38.111111111111114;2.0;32.6875
44.0;45.0;42.0;40.0;44.0;1;1;1;1;1;44.0;34.0;1;0;50.0;42.0;41;19.0;47;1;47.0;0;44.0;48.0;9;19.0;39.0;50;42.0;1;0.0;42.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;31.944444444444443;37.0;32.638888888888886;38.68421052631579;38.833333333333336;3.0;43.0625
50.0;44.0;43.0;48.0;45.0;1;1;1;0;1;50.0;40.0;1;0;50.0;0.0;50;19.0;48;1;44.0;0;41.0;42.0;9;19.0;43.0;50;38.0;1;0.0;43.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;44.111111111111114;40.73684210526316;36.94444444444444;39.10526315789474;45.611111111111114;4.0;46.46153846153846
46.0;43.0;30.0;48.0;48.0;1;1;1;1;1;46.0;41.0;1;0;50.0;32.0;43;19.0;44;1;36.0;0;31.0;47.0;9;19.0;43.0;41;30.0;1;0.0;30.0;1;9;1;2;40.0;0.0;2;2;1;0;2;3;3;4;2;37.77777777777778;35.078947368421055;35.52777777777778;35.526315789473685;43.77777777777778;3.0;41.3125
47.0;42.0;38.0;47.0;45.0;1;1;1;1;1;41.0;35.0;1;1;45.0;35.0;44;17.0;45;1;43.0;1;39.0;43.0;8;19.0;36.0;50;47.0;1;0.0;29.5;1;9;2;2;44.0;2.0;2;2;1;0;2;3;3;4;2;36.94444444444444;34.078947368421055;37.5;38.26315789473684;42.22222222222222;3.0;42.4375
50.0;43.0;42.0;47.0;45.0;1;1;1;1;1;40.0;38.0;1;0;47.0;37.0;43;19.0;45;1;35.5;0;44.0;43.0;9;19.0;36.0;50;35.0;1;0.0;37.0;1;9;1;2;41.0;0.0;2;2;1;0;2;3;3;4;2;33.361111111111114;35.1578947368421;35.833333333333336;36.5;37.888888888888886;3.0;44.25
50.0;38.0;35.0;49.0;45.0;1;1;1;1;1;47.0;36.0;1;0;47.0;37.0;41;19.0;45;1;48.0;0;44.0;47.0;9;19.0;33.0;50;48.0;1;0.0;35.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.44444444444444;37.736842104736844;35.72222222222222;40.36842105263158;41.111111111111114;3.0;42.6875
50.0;43.0;45.0;50.0;43.0;1;1;1;1;1;39.0;40.0;1;0;47.0;40.0;42;19.0;45;1;48.0;0;34.0;42.0;9;19.0;34.0;50;45.0;1;0.0;35.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;31.583333333333332;36.18421052631579;34.638888889444445;36.55263157894737;38.20370370333333;4.0;45.3125
44.0;44.0;34.5;48.0;46.0;1;1;2;0;1;40.0;38.0;1;1;45.0;0.0;38;17.0;38;1;45.0;1;41.0;39.0;8;19.0;33.0;48;38.0;1;0.0;23.5;1;9;2;2;43.0;2.0;2;2;1;0;2;3;3;4;2;34.333333333333336;33.68421052631579;34.833333333333336;35.05263157894737;38.388888888888886;3.0;43.46153846153846
49.0;44.0;32.0;38.0;44.0;1;1;1;1;1;43.0;43.0;1;1;45.0;38.0;45;17.0;33;1;44.0;1;31.0;33.0;8;19.0;29.5;45;39.0;1;3.0;29.5;1;9;2;2;45.0;2.0;2;2;1;0;2;3;3;4;2;35.24074074000001;33.63157894736842;30.333333333333332;33.89473684210526;40.97222222222222;3.0;41.875
46.0;40.0;38.0;42.0;39.0;1;1;1;0;1;41.0;37.0;1;0;50.0;0.0;31;18.0;35;1;40.0;0;38.0;36.0;8;18.0;43.0;0;46.0;1;0.0;40.0;1;8;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;32.50000000055556;34.473684210526315;35.19444444444444;38.1578947368421;43.44444444444444;3.0;41.69230769230769
46.0;43.0;40.0;42.0;47.0;1;1;1;0;1;41.0;41.0;1;1;50.0;0.0;45;16.0;44;2;40.0;1;40.0;28.5;7;18.0;23.0;0;30.0;1;6.0;40.0;1;8;1;2;44.0;2.0;2;2;1;0;2;3;3;4;2;39.05555555555556;38.36842105263158;34.83333333388889;37.28947368421053;37.388888888888886;3.0;43.92307692307692
0.0;0.0;30.0;31.0;0.0;0;0;1;0;0;31.0;11.5;1;2;0.0;0.0;0;3.0;30;0;48.0;2;0.0;0.0;1;8.0;0.0;0;21.5;1;2.0;14.0;0;3;2;1;35.0;5.0;2;2;2;0;2;3;3;4;2;28.97222222222222;32.23684210526316;31.944444444444443;27.941176470588236;32.666666666666664;2.0;30.5
46.0;40.0;32.0;42.0;41.0;1;1;1;1;1;39.0;42.0;1;1;45.0;37.0;40;17.0;40;1;40.0;0;26.5;32.0;8;19.0;32.0;50;39.0;1;0.0;41.0;1;9;1;2;33.0;2.0;2;2;1;0;2;3;3;4;2;37.166666666666664;33.23684210526316;33.22222222222222;35.31578947368421;37.55555555555556;3.0;40.3125
