NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;NOTA_INV_OP_DOS;NOTA_F_ING_SOF;VECES_REDES_COM_TRES;NAP_SIETE;NOTA_GI_DOS;NOTA_EI_OP_BI;NOTA_INV_OP_TRES;NCA_SIETE;NOTA_REDES_COM_DOS;VECES_CIBERNETICA_DOS;NOTA_MOD_PROG_DOS;CAR_SIETE;NOTA_EI_DOS;NOTA_CIBERNETICA_UDOS;NAA_SIETE;NCC_SIETE;NOTA_ESTADISTICA;NOTA_GT_TRES;NOTA_HISTORIA_COL;VECES_REDES_COM_DOS;NCP_SEIS;NOTA_ECONOMIA;VECES_EI_DOS;NAC_SIETE;VECES_ECONOMIA;EPA_SIETE;NOTA_METODOS_NUM;NCP_SIETE;CREDITOS_CIBERNETICA_TRES;CREDITOS_EE_CUATRO;VECES_F_ING_SOF;NOTA_EE_CUATRO;CREDITOS_ING_ECONOMICA;CREDITOS_EI_OP_BI;CREDITOS_EI_OP_AI;CREDITOS_DIS_ARQ_SOFT;CREDITOS_REDES_COM_TRES;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;PROMEDIO_CINCO;PROMEDIO_SEIS;RENDIMIENTO_OCHO;PROMEDIO_OCHO
0.0;0.0;32.0;42.0;26.0;0;0;1;0;2;42.0;34.0;1;0;0.0;0.0;44;13.0;43;1;40.0;0;0.0;42.0;6;13.0;38.0;0;0.0;1;3.0;32.0;0;6;1;2;30.0;0.0;2;2;1;0;2;3;3;4;2;38.111111111111114;36.63157894736842;33.5;35.285714285714285;35.5;2.0;33.333333333333336
32.0;0.0;31.0;48.0;43.0;1;1;1;0;1;40.0;39.0;1;0;0.0;0.0;35;15.0;41;1;49.0;0;32.0;45.0;7;15.0;40.0;0;39.0;1;0.0;37.0;1;7;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;37.27777777777778;34.473684211052635;32.25;33.578947368421055;41.333333333333336;1.0;28.615384615384617
32.0;41.0;44.0;47.0;38.0;1;1;1;0;1;44.0;35.0;1;0;0.0;0.0;37;15.0;36;1;42.0;0;38.0;37.0;7;15.0;30.5;0;30.0;1;0.0;39.0;1;7;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;34.22222222222222;34.05263157894737;32.44444444444444;39.078947368421055;38.03333333333333;2.0;39.15384615384615
0.0;40.0;20.0;32.5;42.0;1;0;1;1;1;43.0;38.0;2;0;0.0;42.0;43;13.0;45;1;41.0;0;0.0;47.0;6;13.0;39.0;0;35.0;1;0.0;32.0;0;6;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;41.72222222222222;38.94736842105263;35.44444444444444;40.285714285714285;38.733333333333334;2.0;36.25
0.0;23.0;25.0;46.0;0.0;2;0;2;0;0;32.0;40.0;1;0;0.0;0.0;0;13.0;39;1;36.0;0;34.0;34.0;6;13.0;36.0;0;43.0;1;0.0;32.0;1;6;1;2;22.5;0.0;2;2;1;0;2;3;3;4;2;32.5;32.30555555555556;35.888888888888886;31.75;34.93333333333333;2.0;30.142857142857142
46.0;34.0;30.0;46.0;41.0;1;1;1;1;1;43.0;37.0;1;0;45.0;40.0;44;19.0;44;1;41.0;0;37.0;41.0;9;19.0;36.0;50;41.0;1;0.0;36.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;38.611111111111114;36.81578947368421;34.05555555611111;39.68421052631579;41.666666666666664;2.0;40.0
40.0;29.5;32.0;39.0;25.0;2;1;1;0;3;37.0;35.0;1;0;50.0;0.0;36;19.0;36;1;36.0;0;38.0;32.0;9;19.0;32.0;50;41.0;1;0.0;35.0;1;9;1;2;33.0;0.0;2;2;1;0;2;3;3;4;2;42.166666666666664;36.8421052631579;36.416666666666664;35.1578947368421;38.22222222222222;2.0;33.88461538461539
49.0;38.0;46.0;50.0;45.0;1;1;1;1;1;37.0;41.0;1;0;50.0;38.0;43;19.0;41;1;40.0;1;44.0;44.0;9;19.0;37.0;48;50.0;1;0.0;35.0;1;9;2;2;37.0;0.0;2;2;1;0;2;3;3;4;2;37.111111111111114;35.368421053157896;37.388888888888886;39.31578947368421;41.888888888888886;3.0;44.125
48.0;37.0;30.0;36.0;45.0;1;1;1;0;1;37.0;37.0;1;0;50.0;0.0;40;19.0;37;1;46.0;0;39.0;36.0;9;19.0;38.0;45;32.0;1;0.0;45.0;1;9;1;2;32.0;0.0;2;2;1;0;2;3;3;4;2;34.111111111111114;35.36842105210526;33.111111111111114;38.78947368421053;40.666666666666664;3.0;40.38461538461539
45.0;31.0;35.0;43.0;41.0;1;1;1;0;1;32.0;45.0;1;0;50.0;0.0;41;19.0;39;1;45.0;0;42.0;37.0;9;19.0;32.0;50;45.0;1;0.0;39.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;37.833333333333336;34.21052631526316;24.416666666111112;39.55263157894737;39.333333333333336;2.0;39.30769230769231
50.0;35.0;40.0;48.0;46.0;1;1;1;0;1;43.0;46.0;1;0;50.0;0.0;40;19.0;40;1;45.0;0;40.0;45.0;9;19.0;36.0;50;49.0;1;0.0;36.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.833333333333336;38.31578947368421;35.138888888888886;37.526315789473685;43.5;3.0;44.07692307692308
0.0;13.5;39.0;0.0;0.0;2;0;1;0;0;40.0;42.0;0;0;0.0;0.0;0;7.0;0;0;39.0;0;0.0;0.0;4;7.0;35.0;40;38.0;0;3.0;38.0;0;4;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;31.11111111111111;34.294117647058826;31.5;23.823529411705884;32.76923076923077;1.0;23.7
34.0;0.0;41.0;47.0;0.0;0;1;1;0;0;35.0;46.0;1;1;0.0;0.0;37;11.0;31;2;41.0;1;0.0;18.0;5;13.0;37.0;0;42.0;1;3.0;37.0;0;6;1;2;42.0;2.0;2;2;1;0;2;3;3;4;2;31.212962962777777;32.8235294117647;34.52777777777778;35.88235294117647;34.03333333333333;2.0;39.0
42.0;47.0;42.0;45.0;44.0;1;1;1;0;1;40.0;36.0;1;0;50.0;0.0;43;19.0;33;1;41.0;0;40.0;41.0;9;19.0;36.0;40;40.0;1;0.0;30.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;35.833333333333336;38.421052631578945;35.5;35.578947368421055;38.55555555555556;3.0;43.92307692307692
50.0;47.0;47.0;43.0;50.0;1;1;1;1;1;44.0;45.0;1;0;50.0;37.0;46;19.0;42;1;50.0;0;36.0;41.0;9;19.0;32.0;50;30.0;1;0.0;44.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;33.55555555555556;31.894736842105264;32.30555555555556;39.421052631578945;38.111111111111114;4.0;45.75
0.0;0.0;26.5;0.0;0.0;0;0;2;0;0;0.0;0.0;0;0;0.0;0.0;0;2.0;0;0;0.0;0;0.0;0.0;1;2.0;32.0;0;36.0;0;0.0;48.0;0;1;1;2;37.0;0.0;2;2;0;0;2;3;3;4;2;33.1764705882353;31.166666666666668;32.15;37.285714285714285;33.6;1.0;26.5
48.0;40.0;29.5;38.0;30.0;1;1;2;0;1;36.0;38.0;1;0;47.0;0.0;38;19.0;34;1;31.0;0;39.0;44.0;9;19.0;39.0;50;38.0;1;0.0;41.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;38.166666666666664;36.60526315789474;33.24999999944444;32.55263157894737;39.05555555555556;2.0;39.0
50.0;45.0;45.0;47.0;44.0;1;1;1;0;1;44.0;45.0;1;0;50.0;0.0;48;19.0;40;1;47.0;0;46.0;50.0;9;19.0;42.0;50;31.0;1;0.0;45.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;38.611111111111114;34.526315789473685;38.833333333333336;39.68421052631579;42.833333333333336;4.0;46.69230769230769
43.0;45.0;32.5;37.0;42.0;1;1;2;0;1;36.0;46.0;1;0;0.0;0.0;46;16.0;37;1;26.0;0;31.0;37.0;8;16.0;35.0;45;32.0;1;0.0;44.0;1;8;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;34.77777777777778;35.5;31.333333333888888;32.078947368421055;37.06666666666667;3.0;40.76923076923077
50.0;45.0;45.0;50.0;48.0;1;1;1;1;1;47.0;48.0;1;0;50.0;42.0;47;19.0;48;1;46.0;0;44.0;48.0;9;19.0;37.0;50;40.0;1;0.0;38.0;1;9;1;2;46.0;0.0;2;2;1;0;2;3;3;4;2;39.05555555555556;40.78947368421053;36.666666666666664;41.78947368421053;44.388888888888886;4.0;46.6875
49.0;40.0;38.0;47.0;50.0;1;1;1;1;1;43.0;37.0;1;0;50.0;42.0;42;19.0;42;1;46.0;0;41.0;42.0;9;19.0;41.0;50;39.0;1;0.0;32.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;37.5;40.578947368421055;39.388888888888886;43.68421052631579;43.0;3.0;44.5
0.0;44.0;41.0;42.0;42.0;1;0;1;0;1;28.5;38.0;1;1;0.0;0.0;35;14.0;41;1;35.0;1;30.0;38.0;6;15.0;36.0;0;33.0;1;3.0;38.0;1;7;1;2;45.0;1.0;2;2;1;0;2;3;3;4;2;31.61111111111111;28.657894736842106;31.13888888888889;32.57142857142857;32.43333333333333;3.0;42.44444444444444
46.0;43.0;34.0;41.0;50.0;1;1;1;1;1;36.0;39.0;1;0;46.0;37.0;45;19.0;44;1;48.0;1;37.0;47.0;9;19.0;40.0;39;36.0;1;2.0;30.5;1;9;2;2;35.0;0.0;2;2;1;0;2;3;3;4;2;35.47222222222222;35.05263157894737;34.361111111111114;36.73684210526316;38.388888888888886;3.0;42.125
50.0;45.0;39.0;48.0;50.0;1;1;1;0;1;41.0;46.0;1;0;50.0;0.0;48;19.0;46;1;50.0;0;46.0;50.0;9;19.0;34.0;45;35.0;1;0.0;45.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;36.72222222222222;35.921052631578945;36.861111111111114;37.078947368421055;40.44444444444444;4.0;46.84615384615385
50.0;45.0;42.0;50.0;50.0;1;1;1;0;1;45.0;44.0;1;0;50.0;0.0;46;19.0;41;1;43.0;0;44.0;50.0;9;19.0;50.0;42;40.0;1;0.0;36.0;1;9;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;40.111111111111114;40.26315789473684;37.72222222222222;41.21052631578947;46.111111111111114;4.0;47.61538461538461
45.0;42.0;41.0;47.0;50.0;1;1;1;1;1;45.0;39.0;1;0;50.0;42.0;44;19.0;44;1;46.0;0;38.0;42.0;9;19.0;36.0;50;39.0;1;0.0;38.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;42.333333333333336;42.473684210526315;37.94444444444444;42.73684210526316;42.55555555555556;3.0;44.25
46.0;44.0;30.0;47.0;47.0;1;1;1;1;1;45.0;35.0;1;0;50.0;38.0;41;19.0;47;1;47.0;0;35.0;40.0;9;19.0;40.0;50;36.0;1;0.0;36.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;38.77777777777778;39.526315789473685;39.833333333333336;38.578947368421055;43.166666666666664;3.0;42.375
45.0;45.0;29.0;36.0;36.0;1;1;2;1;1;35.0;39.0;1;0;45.0;39.0;44;19.0;41;1;45.0;1;32.0;46.0;9;19.0;30.0;50;41.0;1;0.0;32.0;1;9;2;2;34.0;0.0;2;2;1;0;2;3;3;4;2;35.333333333333336;34.81578947368421;33.138888888888886;36.94736842105263;36.611111111111114;2.0;39.625
49.0;43.0;40.0;48.0;46.0;1;1;1;0;1;40.0;43.0;1;0;50.0;0.0;42;19.0;40;1;46.0;0;40.0;46.0;9;19.0;41.0;40;49.0;1;0.0;42.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;37.611111111111114;39.0;36.388888888888886;38.578947368421055;42.166666666666664;4.0;45.61538461538461
30.0;45.0;45.0;36.0;36.0;1;1;1;1;1;37.0;37.0;1;0;45.0;38.0;42;19.0;40;1;48.0;0;32.0;43.0;9;19.0;33.0;50;32.0;1;0.0;39.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;33.583333333333336;33.92105263105263;36.44444444444444;35.73684210526316;38.333333333333336;2.0;37.6875
49.0;46.0;43.0;42.0;47.0;1;1;1;1;1;37.0;43.0;1;0;45.0;40.0;38;19.0;45;1;45.0;0;42.0;45.0;9;19.0;40.0;50;38.0;1;0.0;33.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;34.22222222222222;34.6578947368421;34.05555555555556;36.94736842105263;38.94444444444444;3.0;44.875
42.0;35.0;44.0;39.0;45.0;1;1;1;1;1;43.0;33.0;1;0;50.0;42.0;45;19.0;40;1;41.0;0;37.0;32.0;9;19.0;37.0;50;40.0;1;0.0;34.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;41.05555555555556;37.89473684210526;33.52777777777778;38.31578947368421;39.333333333333336;3.0;40.9375
48.0;45.0;35.0;48.0;40.0;1;1;1;1;1;40.0;47.0;1;1;45.0;37.0;43;17.0;39;1;38.0;0;27.5;30.0;8;19.0;40.0;49;41.0;1;0.0;37.0;1;9;1;2;34.0;2.0;2;2;1;0;2;3;3;4;2;36.333333333333336;38.18421052631579;34.75;38.10526315789474;41.5;3.0;42.75
45.0;46.0;44.0;44.0;46.0;1;1;1;1;1;41.0;46.0;1;0;47.0;39.0;42;19.0;43;1;32.0;0;34.0;50.0;9;19.0;35.0;50;44.0;1;0.0;37.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;39.77777777777778;37.18421052631579;36.083333333333336;35.578947368421055;40.55555555555556;3.0;43.9375
46.0;46.0;50.0;44.0;46.0;1;1;1;1;1;40.0;48.0;1;0;47.0;40.0;43;19.0;43;1;35.0;0;36.0;40.0;9;19.0;37.0;50;44.0;1;0.0;36.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;40.27777777777778;36.473684210526315;35.166666666666664;39.63157894736842;42.5;4.0;45.125
34.0;50.0;37.0;37.0;40.0;1;1;1;1;1;37.0;35.0;1;0;47.0;37.0;33;19.0;39;1;40.0;1;37.0;46.0;9;19.0;37.0;50;31.0;1;0.0;36.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;37.888888888888886;38.18421052631579;32.083333333333336;36.94736842105263;37.55555555555556;2.0;39.0625
41.0;31.5;39.0;37.0;21.5;2;1;1;0;2;36.0;35.0;1;0;50.0;0.0;38;19.0;36;1;36.0;0;38.0;35.0;9;19.0;39.0;50;43.0;1;0.0;32.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;38.388888888888886;35.8421052631579;36.55555555555556;36.26315789473684;40.888888888888886;2.0;34.88461538461539
46.0;40.0;50.0;46.0;45.0;1;1;1;1;1;48.0;39.0;1;0;45.0;42.0;44;19.0;46;1;43.0;0;37.0;37.0;9;19.0;41.0;50;45.0;1;0.0;41.0;1;9;1;2;35.0;0.0;2;2;1;0;2;3;3;4;2;36.0;40.578947368421055;35.611111111111114;41.473684210526315;44.111111111111114;3.0;44.5
47.0;23.0;36.0;37.0;38.0;2;1;2;0;1;38.0;37.0;1;2;0.0;0.0;37;12.0;32;1;30.0;1;0.5;42.0;5;15.0;33.0;0;43.0;1;0.0;40.0;1;7;1;2;45.0;3.0;2;2;1;0;2;3;3;4;2;33.833333333333336;33.10526315789474;29.96296296444445;32.526315789473685;39.0;2.0;36.84615384615385
35.5;33.0;33.0;35.0;15.5;1;2;1;0;2;38.0;47.0;1;0;50.0;0.0;32;18.0;35;1;42.0;0;31.0;36.0;8;18.0;35.0;0;25.5;1;4.0;39.0;1;8;1;2;36.0;0.0;2;2;1;0;2;3;3;4;2;37.916666666666664;34.111111111111114;31.555555555555557;34.44736842105263;34.74074074111112;2.0;31.384615384615383
47.0;37.0;35.0;37.0;42.0;1;1;1;1;1;41.0;45.0;1;0;0.0;34.0;46;16.0;41;1;43.0;0;31.0;37.0;8;16.0;38.0;48;39.0;1;0.0;34.0;1;8;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;35.59259259333333;32.60526315789474;30.750000000555556;36.21052631578947;40.5;2.0;39.3125
49.0;41.0;42.0;41.0;40.0;1;1;1;1;1;41.0;47.0;1;0;0.0;34.0;45;16.0;42;1;42.0;0;32.0;36.0;8;16.0;38.0;48;34.0;1;0.0;36.0;1;8;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;33.98148148222222;31.342105263157894;31.555555555555557;33.421052631578945;41.333333333333336;3.0;41.6875
50.0;41.0;46.0;41.0;32.0;1;1;1;1;1;44.0;45.0;1;0;50.0;36.0;46;19.0;42;1;38.0;0;31.0;42.0;9;19.0;33.0;50;26.5;1;2.0;41.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;34.083333333333336;30.684210525789474;32.916666666666664;38.0;39.666666666666664;3.0;41.8125
50.0;33.0;45.0;46.0;46.0;1;1;1;1;1;40.0;46.0;1;0;50.0;39.0;46;19.0;40;1;47.0;0;42.0;38.0;9;19.0;40.0;50;41.0;1;0.0;40.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;37.833333333333336;34.68421052631579;39.22222222222222;37.78947368421053;40.94444444444444;3.0;43.125
50.0;47.0;47.0;49.0;46.0;1;1;1;1;1;42.0;49.0;1;0;50.0;42.0;46;19.0;48;1;50.0;0;40.0;44.0;9;19.0;46.0;50;47.0;1;0.0;40.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;42.94444444444444;42.94736842105263;40.77777777777778;42.8421052631579;46.44444444444444;4.0;46.9375
47.0;44.0;36.5;43.0;44.0;1;1;2;0;1;41.0;40.0;1;0;50.0;0.0;46;19.0;44;1;47.0;0;39.0;49.0;9;19.0;32.0;50;36.0;1;0.0;46.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;38.05555555555556;34.578947367894735;39.611111111111114;36.8421052631579;39.611111111111114;3.0;43.61538461538461
50.0;47.0;48.0;46.0;46.0;1;1;1;1;1;47.0;41.0;1;0;50.0;42.0;47;19.0;47;1;49.0;0;44.0;45.0;9;19.0;34.0;50;37.0;1;0.0;41.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;41.888888888888886;39.8421052631579;39.55555555555556;41.31578947368421;43.55555555555556;4.0;46.6875
50.0;40.0;41.0;47.0;46.0;1;1;1;0;1;45.0;49.0;1;0;50.0;0.0;46;19.0;42;1;49.0;0;39.0;41.0;9;19.0;43.0;50;47.0;1;0.0;40.0;1;9;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;43.0;43.78947368421053;39.05555555555556;42.94736842105263;46.72222222222222;4.0;45.23076923076923
48.0;40.0;39.0;46.0;44.0;1;1;1;1;1;41.0;46.0;1;0;50.0;39.0;46;19.0;39;1;47.0;0;35.0;40.0;9;19.0;42.0;50;41.0;1;0.0;40.0;1;9;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;38.5;34.473684211052635;36.111111111111114;37.421052631578945;44.55555555555556;3.0;42.9375
48.0;44.0;41.0;46.0;44.0;1;1;1;0;1;41.0;45.0;1;0;50.0;0.0;37;19.0;34;1;30.0;0;37.0;39.0;9;19.0;37.0;50;46.0;1;5.0;39.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;36.611111111111114;35.578947368421055;33.166666666666664;37.421052631578945;38.05555555555556;4.0;45.07692307692308
20.66666667;0.0;43.0;0.0;23.0;1;3;1;1;2;38.0;34.0;0;0;0.0;36.0;36;15.0;39;1;39.0;0;35.0;32.0;7;15.0;36.0;50;40.0;1;3.0;39.0;1;7;1;2;37.0;0.0;2;2;1;0;2;3;3;4;2;37.416666666666664;35.26470588235294;34.375;31.657894736842106;36.166666666666664;1.0;23.047619048571427
0.0;0.0;45.0;0.0;0.0;0;0;1;0;0;0.0;18.0;0;2;0.0;0.0;0;0.0;0;0;0.0;1;0.0;0.0;0;5.0;30.0;0;0.0;0;5.0;20.5;0;2;2;1;36.0;5.0;2;2;1;0;2;3;3;4;2;36.44444444444444;36.0;30.33333333222222;31.318181818181817;14.5;3.0;45.0
47.0;40.0;36.0;41.0;40.0;1;1;1;1;1;41.0;34.0;1;0;50.0;38.0;41;19.0;35;1;37.0;0;38.0;40.0;9;19.0;42.0;50;33.0;1;0.0;40.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;39.111111111111114;35.71052631578947;35.888888888888886;36.86842105263158;40.388888888888886;3.0;41.0
36.0;45.0;46.0;41.0;41.0;1;1;1;1;1;40.0;46.0;1;0;50.0;38.0;45;19.0;39;1;50.0;0;34.0;33.0;9;19.0;43.0;50;45.0;1;0.0;34.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;35.27777777777778;34.31578947368421;33.333333333333336;38.3421052631579;40.22222222222222;3.0;40.5625
48.0;50.0;47.0;48.0;45.0;1;1;1;0;1;45.0;40.0;1;0;50.0;0.0;47;19.0;48;1;50.0;0;43.0;40.0;9;19.0;43.0;50;41.0;1;0.0;42.0;1;9;1;2;39.0;0.0;2;2;1;0;2;3;3;4;2;40.111111111111114;38.578947368421055;38.611111111111114;40.26315789473684;44.888888888888886;4.0;47.84615384615385
50.0;43.0;47.0;50.0;47.0;1;1;1;1;1;45.0;47.0;1;0;46.0;41.0;45;19.0;47;1;49.0;0;37.0;50.0;9;19.0;37.0;50;36.0;1;0.0;42.0;1;9;1;2;43.0;0.0;2;2;1;0;2;3;3;4;2;37.361111111111114;39.81578947368421;37.77777777777778;45.05263157894737;40.05555555555556;4.0;46.25
43.0;33.0;30.0;40.0;36.0;1;1;1;1;1;45.0;45.0;1;1;45.0;37.0;39;16.0;40;1;34.0;0;17.0;30.0;7;18.0;43.0;0;36.0;1;0.0;38.0;1;8;1;2;44.0;2.0;2;2;1;0;2;3;3;4;2;35.55555555555556;35.73684210526316;33.22222222222222;32.21052631526316;41.72222222222222;2.0;37.125
48.0;37.0;10.0;5.0;0.0;1;1;2;0;0;44.0;31.0;1;2;0.0;0.0;34;11.0;35;2;38.0;1;24.0;0.0;5;15.0;35.0;50;19.66666667;1;4.0;37.0;1;7;1;1;32.0;4.0;2;2;1;0;2;3;3;4;2;33.55555555555556;33.05882352941177;33.28125;33.031250000625;33.194444444999995;2.0;30.272727272727273
36.0;40.0;32.0;37.0;46.0;1;1;1;0;1;36.0;32.0;1;0;0.0;0.0;38;16.0;38;1;38.0;0;37.0;33.0;8;16.0;33.0;45;31.0;1;0.0;31.0;1;8;1;2;22.0;0.0;2;2;1;0;2;3;3;4;2;33.40740740722222;32.55263157894737;27.63888888888889;34.94736842105263;35.53333333333333;2.0;38.0
45.0;27.0;27.0;34.0;41.0;2;1;4;1;1;31.0;30.0;1;2;46.0;37.0;42;14.0;29;1;41.0;1;28.0;33.0;7;19.0;29.5;45;39.0;2;6.0;30.0;1;9;1;2;43.0;5.0;2;2;1;0;2;3;3;4;2;32.611111111111114;33.94736842157895;34.27777777777778;36.26315789473684;33.08333333388889;2.0;36.0
48.0;50.0;48.0;48.0;33.0;1;1;1;0;1;42.0;48.0;1;0;45.0;0.0;47;19.0;42;1;44.0;0;37.0;41.0;9;19.0;30.0;49;40.0;1;0.0;42.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;35.22222222222222;34.28947368421053;36.94444444444444;37.578947368421055;39.5;4.0;46.15384615384615
50.0;44.0;50.0;44.0;34.0;1;1;1;0;1;43.0;47.0;1;0;50.0;0.0;45;19.0;45;1;40.0;0;41.0;44.0;9;19.0;39.0;50;44.0;1;0.0;47.0;1;9;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;37.55555555555556;36.10526315789474;34.80555555555556;39.526315789473685;43.44444444444444;4.0;45.23076923076923
0.0;0.0;30.0;0.0;0.0;0;0;1;0;0;0.0;0.0;0;0;0.0;0.0;0;0.0;0;0;40.0;0;0.0;0.0;0;0.0;31.0;0;33.0;0;2.0;0.0;0;0;0;1;38.0;0.0;2;2;0;0;2;3;3;4;2;34.27777777777778;32.357142857142854;35.44444444444444;31.789473684736844;30.555555555555557;1.0;30.0
47.0;45.0;48.0;45.0;40.0;1;1;1;1;1;40.0;41.0;1;0;50.0;36.0;43;19.0;41;1;49.0;0;39.0;37.0;9;19.0;34.0;50;44.0;1;0.0;42.0;1;9;1;2;34.0;0.0;2;2;1;0;2;3;3;4;2;38.5;36.8421052631579;34.44444444444444;38.94736842105263;40.888888888888886;3.0;43.5625
49.0;44.0;47.0;47.0;49.0;1;1;1;1;1;43.0;43.0;1;0;50.0;39.0;48;19.0;47;1;50.0;0;30.0;38.0;9;19.0;35.0;50;42.0;1;0.0;43.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;37.0;35.60526315789474;37.55555555555556;39.68421052631579;41.77777777777778;4.0;45.6875
48.0;34.0;34.0;33.0;41.0;1;1;1;0;1;44.0;43.0;1;0;50.0;0.0;33;19.0;31;1;42.0;0;39.0;35.0;9;19.0;49.0;50;35.0;1;0.0;39.0;1;9;1;2;29.5;0.0;2;2;1;0;2;3;3;4;2;37.77777777777778;34.26315789473684;39.5;37.73684210526316;41.72222222222222;2.0;39.23076923076923
37.0;35.0;40.0;37.0;40.0;1;1;1;1;1;36.0;45.0;1;0;50.0;34.0;34;19.0;38;1;44.0;0;30.0;41.0;9;19.0;30.0;50;41.0;1;0.0;44.0;1;9;1;2;32.0;0.0;2;2;1;0;2;3;3;4;2;36.74074074000001;36.21052631578947;33.0;36.89473684210526;37.22222222222222;2.0;36.8125
45.0;44.0;37.0;43.0;40.0;1;1;1;1;1;39.0;46.0;1;0;45.0;36.0;43;19.0;40;1;44.0;0;38.0;31.0;9;19.0;36.0;47;40.0;1;0.0;41.0;1;9;1;2;44.0;0.0;2;2;1;0;2;3;3;4;2;37.0;35.89473684210526;34.888888888888886;37.473684210526315;39.166666666666664;3.0;41.25
44.0;39.0;26.66666667;50.0;40.0;1;1;3;1;1;41.0;46.0;1;0;45.0;34.0;34;19.0;39;1;50.0;0;31.0;33.0;9;19.0;37.0;50;32.0;1;0.0;35.0;1;9;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;34.388888888888886;29.315789474210526;32.361111111111114;35.526315789473685;38.111111111111114;2.0;39.270833333750005
49.0;40.0;50.0;45.0;49.0;1;1;1;0;1;42.0;46.0;1;0;50.0;0.0;44;19.0;45;1;44.0;0;44.0;49.0;9;19.0;47.0;50;47.0;1;0.0;43.0;1;9;1;2;38.0;0.0;2;2;1;0;2;3;3;4;2;40.27777777777778;39.0;38.44444444444444;42.473684210526315;45.611111111111114;4.0;46.46153846153846
50.0;47.0;45.0;49.0;45.0;1;1;1;0;1;45.0;41.0;1;0;50.0;0.0;47;19.0;48;1;50.0;0;43.0;39.0;9;19.0;40.0;50;47.0;1;0.0;42.0;1;9;1;2;42.0;0.0;2;2;1;0;2;3;3;4;2;38.94444444444444;37.78947368421053;38.333333333333336;39.05263157894737;46.05555555555556;4.0;47.61538461538461
0.0;0.0;25.0;0.0;0.0;0;0;2;0;0;38.0;44.0;0;0;0.0;0.0;36;12.0;0;1;42.0;0;32.0;33.0;6;12.0;39.0;0;19.5;0;4.0;32.0;1;6;1;2;45.0;0.0;2;2;1;0;2;3;3;4;2;35.388888888888886;28.263157894210526;30.75;34.875;32.46666666666667;1.0;25.0
