NOTA_GEOGEO;NOTA_TOP;NCA_CUATRO;NOTA_SUELOS;NOTA_POO;NOTA_PRII;NOTA_FOTO;EPA_CUATRO;LITERATURA_ICFES;NOTA_PROGB;NOTA_PROB;NOTA_ECUA;NOTA_CFJC;NOTA_FIS_UNO;NCC_CUATRO;NOTA_L_UNO;NAA_CUATRO;NAC_CUATRO;NCP_CUATRO;NOTA_CCON;IDIOMA_ICFES;VECES_FIS_TRES;VECES_GEOGEO;VECES_PROB;NOTA_HIST;VECES_GH&F;VECES_L_UNO;VECES_PRII;NOTA_FIS_DOS;VECES_SUELOS;NOTA_GH&F;NOTA_FIS_TRES;NOTA_EYB;NOTA_DIF;NCA_TRES;NAP_CUATRO;VECES_CCON;CAR_CUATRO;CREDITOS_L_UNO;CREDITOS_CCON;CREDITOS_PROB;CREDITOS_PRII;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;PROMEDIO_CUATRO;CREDITOS_GH&F;CREDITOS_GEOGEO;CREDITOS_FIS_TRES;RENDIMIENTO_CINCO;PROMEDIO_CINCO
43;36;17.0;36;45;34;32;2;58.0;34;46;32;33;34;17.0;38;7;7;0.0;47;43.0;1;1;2;39;1;1;1;33;1;42;30;33;32;18.0;0;1;1;2;1;2;3;34.23529411764706;34.2;34.72222222222222;38.94117647058823;3;3;3;2.0;36.27777777777778
36;33;17.0;38;47;37;45;2;57.0;30;44;40;34;42;17.0;40;7;7;0.0;41;57.0;1;1;1;39;1;1;1;39;1;46;31;33;30;18.0;0;1;0;2;1;2;3;34.76470588235294;35.2;39.55555555555556;38.76470588235294;3;3;3;2.0;36.888888888888886
36;44;17.0;41;38;47;41;2;48.0;41;41;37;34;43;17.0;50;7;7;0.0;44;70.0;1;1;1;41;1;1;1;39;1;48;33;36;34;18.0;0;1;0;2;1;2;3;40.05882352941177;37.333333333333336;38.94444444444444;42.23529411764706;3;3;3;2.0;37.55555555555556
36;31;17.0;33;30;40;38;2;53.0;32;36;35;34;32;17.0;42;7;7;0.0;30;45.0;1;1;1;34;1;1;1;34;1;43;30;34;34;18.0;0;1;0;2;1;2;3;32.94117647058823;34.13333333333333;33.111111111111114;37.23529411764706;3;3;3;2.0;37.05555555555556
37;43;17.0;40;42;45;45;2;56.0;38;36;43;40;40;17.0;38;7;7;0.0;46;59.0;2;1;1;43;1;1;1;37;1;50;32;44;32;18.0;0;1;1;2;1;2;3;38.1764705882353;37.266666666666666;39.22222222222222;40.35294117647059;3;3;3;2.0;39.77777777777778
40;30;17.0;34;42;33;38;2;53.0;42;35;39;34;30;17.0;46;7;7;0.0;42;57.0;1;1;1;39;1;1;1;30;1;46;40;38;37;18.0;0;1;0;2;1;2;3;33.76470588235294;38.0;36.44444444444444;40.05882352941177;3;3;3;2.0;33.0
37;36;17.0;30;39;33;35;2;55.0;44;48;34;37;38;17.0;37;7;7;0.0;34;52.0;1;1;1;43;1;2;1;36;1;39;30;33;38;18.0;0;1;1;2;1;2;3;37.05882352941177;37.6;34.44444444444444;36.529411764705884;3;3;3;2.0;39.72222222222222
36;30;17.0;33;36;37;30;2;58.0;31;40;32;40;35;17.0;44;7;7;0.0;48;53.0;1;1;1;41;1;1;1;33;1;46;36;31;30;18.0;0;1;0;2;1;2;3;33.64705882352941;33.53333333333333;33.55555555555556;40.05882352941177;3;3;3;2.0;36.94444444444444
44;35;17.0;46;42;45;46;2;51.0;42;41;45;41;37;17.0;40;7;7;0.0;46;56.0;1;1;1;42;1;1;1;43;1;49;34;37;37;18.0;0;1;0;2;1;2;3;38.23529411764706;39.86666666666667;43.888888888888886;42.588235294117645;3;3;3;3.0;40.22222222222222
41;31;17.0;36;47;35;41;2;53.0;38;38;42;30;40;17.0;44;7;7;0.0;49;72.0;1;1;1;39;1;1;1;30;1;46;38;37;38;18.0;0;1;0;2;1;2;3;35.05882352941177;36.266666666666666;38.22222222222222;40.76470588235294;3;3;3;2.0;39.0
34;30;14.0;39;32;36;43;2;57.0;39;30;30;42;42;17.0;46;6;7;3.0;31;58.0;2;1;1;32;1;1;1;30;1;46;26;43;30;18.0;1;2;2;2;1;2;3;36.11764705882353;32.266666666666666;33.94444444444444;35.8235294117647;3;3;3;2.0;32.888888888888886
42;41;17.0;44;44;45;46;2;64.0;36;42;36;41;34;17.0;47;7;7;0.0;46;57.0;1;1;1;41;1;1;1;43;1;49;33;39;35;18.0;0;1;0;2;1;2;3;36.1764705882353;38.333333333333336;40.888888888888886;43.0;3;3;3;3.0;43.166666666666664
35;31;17.0;38;42;36;40;2;57.0;31;30;30;41;30;17.0;34;7;7;0.0;48;61.0;1;1;1;37;1;1;1;41;1;46;40;39;33;18.0;0;1;0;2;1;2;3;32.470588235294116;34.266666666666666;37.55555555555556;38.05882352941177;3;3;3;2.0;34.5
35;38;17.0;36;38;35;45;2;55.0;41;44;35;39;43;17.0;44;7;7;0.0;45;57.0;1;1;1;40;1;1;1;32;1;49;31;37;39;18.0;0;1;0;2;1;2;3;38.23529411764706;39.46666666666667;36.5;39.470588235294116;3;3;3;2.0;39.27777777777778
38;39;17.0;42;47;44;37;2;58.0;37;37;40;35;34;17.0;42;7;7;0.0;44;58.0;1;1;1;39;1;1;1;35;1;50;30;40;37;18.0;0;1;0;2;1;2;3;36.294117647058826;37.13333333333333;39.55555555555556;40.470588235294116;3;3;3;2.0;37.111111111111114
36;36;17.0;35;47;39;44;2;58.0;38;40;35;38;39;17.0;43;7;7;0.0;46;52.0;1;1;1;41;1;1;1;36;1;44;30;38;34;18.0;0;1;0;2;1;2;3;36.23529411764706;38.0;38.166666666666664;38.76470588235294;3;3;3;3.0;40.05555555555556
30;37;17.0;33;42;33;41;2;57.0;31;43;36;30;46;17.0;44;7;7;0.0;47;68.0;1;1;1;41;1;1;1;37;1;44;30;32;31;18.0;0;1;0;2;1;2;3;34.64705882352941;37.266666666666666;35.888888888888886;37.1764705882353;3;3;3;2.0;36.27777777777778
38;39;17.0;40;37;46;42;2;58.0;32;41;34;36;36;17.0;43;7;7;0.0;45;63.0;1;1;1;42;1;1;1;37;1;47;32;35;34;18.0;0;1;0;2;1;2;3;35.88235294117647;37.4;36.5;41.294117647058826;3;3;3;2.0;35.77777777777778
38;37;17.0;46;32;46;47;2;48.0;35;49;37;37;35;17.0;50;7;7;0.0;48;72.0;1;1;1;41;1;1;1;37;1;49;36;35;34;18.0;0;1;0;2;1;2;3;37.470588235294116;38.6;38.44444444444444;44.294117647058826;3;3;3;2.0;38.05555555555556
32;32;17.0;43;36;35;40;2;54.0;47;33;32;36;34;17.0;44;7;7;0.0;49;94.0;1;1;1;42;1;1;2;31;1;42;30;40;42;18.0;0;1;1;2;1;2;3;36.11764705882353;38.4;35.44444444444444;36.470588235294116;3;3;3;2.0;35.05555555555556
38;35;17.0;38;39;43;42;2;54.0;30;32;41;40;31;17.0;37;7;7;0.0;39;63.0;1;1;1;30;1;1;1;32;1;45;37;42;33;18.0;0;1;0;2;1;2;3;33.529411764705884;35.0;37.55555555555556;39.1764705882353;3;3;3;2.0;35.111111111111114
30;36;17.0;38;38;36;34;2;55.0;32;37;31;38;31;17.0;42;7;7;0.0;44;59.0;1;1;1;40;1;1;2;30;1;44;30;35;37;18.0;0;1;1;2;1;2;3;33.76470588235294;36.86666666666667;34.05555555555556;36.588235294117645;3;3;3;2.0;36.388888888888886
32;30;17.0;32;31;34;36;2;57.0;36;39;35;38;36;17.0;41;7;7;0.0;45;48.0;1;1;1;36;1;1;1;31;1;43;35;30;36;18.0;0;1;0;2;1;2;3;32.11764705882353;35.4;32.611111111111114;37.470588235294116;3;3;3;2.0;35.611111111111114
38;30;17.0;39;41;34;41;2;52.0;34;44;40;33;31;17.0;41;7;7;0.0;45;56.0;1;1;1;32;1;1;1;35;1;44;36;36;32;18.0;0;1;0;2;1;2;3;33.35294117647059;36.666666666666664;37.22222222222222;39.470588235294116;3;3;3;2.0;33.166666666666664
39;35;17.0;41;39;46;43;2;52.0;39;44;38;33;34;17.0;42;7;7;0.0;47;53.0;1;1;1;40;1;1;1;35;1;50;32;35;37;18.0;0;1;0;2;1;2;3;36.411764705882355;39.2;37.611111111111114;42.35294117647059;3;3;3;2.0;37.833333333333336
38;38;12.0;37;42;39;40;2;54.0;43;33;32;36;33;12.0;0;5;5;0.0;39;45.0;0;2;1;38;1;0;2;33;1;50;0;23;35;15.0;0;1;2;2;1;2;3;34.11764705882353;36.333333333333336;34.94444444444444;40.5;3;3;3;2.0;34.714285714285715
0;33;8.0;33;33;32;34;2;50.0;42;40;17;20;36;8.0;0;3;3;0.0;0;47.0;0;0;1;37;1;0;1;30;1;38;0;30;30;11.0;0;0;0;2;1;2;3;34.76470588235294;31.333333333333332;26.88888888888889;36.25;3;3;3;2.0;31.0
37;36;17.0;34;39;35;41;2;70.0;32;44;35;34;33;17.0;42;7;7;0.0;45;65.0;1;1;1;36;1;1;1;34;1;42;41;43;32;18.0;0;1;0;2;1;2;3;34.705882352941174;34.6;35.77777777777778;40.11764705882353;3;3;3;2.0;35.27777777777778
40;40;17.0;36;36;36;45;2;57.0;34;44;34;36;40;17.0;40;7;7;0.0;50;59.0;1;1;2;43;1;1;1;31;1;50;41;40;37;18.0;0;1;1;2;1;2;3;37.529411764705884;38.93333333333333;34.833333333333336;42.294117647058826;3;3;3;2.0;37.55555555555556
40;31;17.0;34;44;35;30;2;59.0;35;46;42;37;35;17.0;39;7;7;0.0;46;46.0;1;1;2;35;1;1;1;31;1;50;37;37;36;18.0;0;1;1;2;1;2;3;33.8235294117647;33.93333333333333;37.22222222222222;41.294117647058826;3;3;3;2.0;39.333333333333336
0;31;9.0;39;36;36;42;2;55.0;33;0;0;34;35;9.0;32;4;4;0.0;44;55.0;0;0;0;39;1;1;1;0;1;46;0;35;32;9.0;0;1;0;2;1;2;3;33.23529411764706;34.4;38.111111111111114;39.333333333333336;3;3;3;2.0;31.0
38;34;17.0;32;34;41;32;2;58.33;37;43;31;39;36;17.0;43;7;7;0.0;46;50.1;1;2;2;31;1;1;1;34;1;45;31;35;30;18.0;0;1;2;2;1;2;3;35.0;33.333333333333336;32.55555555555556;40.1764705882353;3;3;3;2.0;35.27777777777778
36;30;17.0;42;34;33;40;2;59.0;31;44;33;37;34;17.0;36;7;7;0.0;44;51.0;1;1;2;40;1;1;1;30;1;47;39;36;30;18.0;0;1;1;2;1;2;3;31.941176470588236;34.86666666666667;34.666666666666664;39.35294117647059;3;3;3;2.0;35.22222222222222
40;39;17.0;40;33;45;33;2;48.26;39;42;40;36;31;17.0;44;7;7;0.0;45;54.9;1;1;1;39;1;1;1;39;1;49;32;33;30;18.0;0;1;0;2;1;2;3;35.294117647058826;34.6;36.166666666666664;42.05882352941177;3;3;3;2.0;37.72222222222222
47;43;17.0;38;41;47;46;2;60.56;40;48;41;45;40;17.0;47;7;7;0.0;35;49.65;1;2;1;45;1;2;1;35;1;42;39;41;50;18.0;0;2;3;2;1;2;3;40.11764705882353;47.06666666666667;40.111111111111114;44.11764705882353;3;3;3;3.0;40.333333333333336
39;39;14.0;41;38;40;46;2;65.0;34;45;41;34;31;14.0;45;6;6;0.0;44;80.0;0;1;1;44;1;1;1;36;1;48;0;30;32;15.0;0;1;0;2;1;2;3;35.64705882352941;35.46666666666667;37.333333333333336;43.214285714285715;3;3;3;2.0;31.846153846153847
38;32;17.0;34;47;42;32;2;59.0;32;45;33;37;30;17.0;43;7;7;0.0;44;56.0;1;1;1;42;1;1;1;32;1;48;32;42;31;18.0;0;1;0;2;1;2;3;34.23529411764706;35.86666666666667;36.111111111111114;41.1764705882353;3;3;3;2.0;35.111111111111114
38;37;17.0;36;30;38;41;2;60.0;33;31;32;36;38;17.0;50;7;7;0.0;42;61.0;1;3;1;38;1;1;1;33;1;46;32;47;38;18.0;0;1;1;2;1;2;3;36.23529411764706;37.733333333333334;33.388888888888886;39.1764705882353;3;3;3;2.0;38.611111111111114
42;39;17.0;34;42;43;36;2;61.0;36;45;33;44;36;17.0;44;7;7;0.0;34;75.0;1;1;2;42;1;1;1;41;1;48;30;40;30;18.0;0;1;1;2;1;2;3;36.11764705882353;36.06666666666667;36.77777777777778;41.23529411764706;3;3;3;2.0;34.55555555555556
31;37;17.0;43;33;39;38;2;68.0;38;42;30;43;34;17.0;38;7;7;0.0;44;59.0;1;1;1;43;1;1;1;34;1;40;43;45;43;18.0;0;1;0;2;1;2;3;37.411764705882355;41.666666666666664;34.94444444444444;39.0;3;3;3;2.0;35.833333333333336
39;33;17.0;36;33;42;45;2;60.0;45;38;35;34;37;17.0;40;7;7;0.0;47;75.0;1;1;1;44;1;1;1;32;1;46;44;42;30;18.0;0;1;0;2;1;2;3;36.529411764705884;37.6;34.888888888888886;42.11764705882353;3;3;3;2.0;36.94444444444444
38;30;17.0;44;30;44;36;2;68.0;35;33;37;36;32;17.0;44;7;7;0.0;33;50.0;1;1;1;41;1;1;1;39;1;45;34;40;31;18.0;0;1;0;2;1;2;3;36.294117647058826;35.46666666666667;36.166666666666664;39.411764705882355;3;3;3;2.0;33.388888888888886
40;37;17.0;34;34;33;43;2;57.0;38;46;38;35;33;17.0;39;7;7;0.0;42;59.0;1;1;1;39;1;1;1;35;1;41;38;42;30;18.0;0;1;0;2;1;2;3;37.23529411764706;36.2;35.388888888888886;39.294117647058826;3;3;3;2.0;38.388888888888886
34;38;17.0;49;37;40;43;2;67.0;42;32;30;37;36;17.0;33;7;7;0.0;46;50.0;1;1;2;42;1;1;1;33;1;48;43;44;30;18.0;0;1;1;2;1;2;3;37.294117647058826;36.733333333333334;37.333333333333336;39.470588235294116;3;3;3;2.0;39.94444444444444
36;36;17.0;34;35;34;34;2;54.0;35;31;36;43;30;17.0;42;7;7;0.0;45;60.0;1;1;1;42;1;1;1;35;1;41;42;40;35;18.0;0;1;0;2;1;2;3;36.294117647058826;37.733333333333334;35.0;38.23529411764706;3;3;3;2.0;36.44444444444444
42;30;17.0;37;36;37;45;2;50.0;32;33;32;36;37;17.0;42;7;7;0.0;40;58.0;1;1;1;45;1;1;1;37;1;49;35;42;30;18.0;0;1;0;2;1;2;3;34.23529411764706;37.0;35.666666666666664;39.94117647058823;3;3;3;2.0;35.22222222222222
40;38;17.0;44;32;38;42;2;60.0;36;34;38;38;40;17.0;44;7;7;0.0;40;52.0;1;1;1;46;1;1;1;37;1;38;42;47;37;18.0;0;1;0;2;1;2;3;36.94117647058823;39.46666666666667;37.94444444444444;39.411764705882355;3;3;3;2.0;39.166666666666664
32;31;17.0;34;32;35;33;2;56.64;31;37;30;41;34;17.0;34;7;7;0.0;30;42.76;2;2;2;42;1;1;1;38;1;38;35;39;31;18.0;0;1;3;2;1;2;3;34.05882352941177;36.06666666666667;33.44444444444444;34.8235294117647;3;3;3;2.0;33.666666666666664
39;33;17.0;36;39;40;41;2;54.0;36;33;38;31;32;17.0;40;7;7;0.0;47;61.0;1;1;1;45;1;1;1;32;1;46;38;42;30;18.0;0;1;0;2;1;2;3;35.294117647058826;37.266666666666666;35.611111111111114;40.11764705882353;3;3;3;2.0;37.44444444444444
43;33;17.0;39;38;36;43;2;59.0;31;36;38;43;30;17.0;42;7;7;0.0;33;63.0;1;1;1;44;1;1;1;36;1;48;37;34;30;18.0;0;1;0;2;1;2;3;32.588235294117645;36.46666666666667;37.333333333333336;40.05882352941177;3;3;3;2.0;35.111111111111114
41;35;17.0;40;40;35;36;2;55.0;34;44;40;34;35;17.0;41;7;7;0.0;45;56.0;1;2;1;44;1;1;1;41;1;46;35;42;33;18.0;0;2;2;2;1;2;3;34.411764705882355;36.733333333333334;39.72222222222222;40.35294117647059;3;3;3;2.0;37.5
42;40;17.0;32;38;42;42;2;64.0;34;37;30;38;36;17.0;45;7;7;0.0;36;65.0;1;1;1;43;1;1;1;36;1;39;43;40;33;18.0;0;1;0;2;1;2;3;35.411764705882355;37.666666666666664;34.611111111111114;41.05882352941177;3;3;3;2.0;39.388888888888886
41;35;17.0;37;32;44;39;2;52.0;33;41;43;45;43;17.0;45;7;7;0.0;46;63.0;1;1;1;45;1;1;1;43;1;40;31;44;41;18.0;0;1;0;2;1;2;3;36.411764705882355;41.13333333333333;37.833333333333336;40.35294117647059;3;3;3;2.0;39.77777777777778
39;36;17.0;34;30;44;37;2;50.0;30;40;33;43;33;17.0;38;7;7;0.0;45;49.0;1;1;1;42;1;1;1;32;1;45;31;45;31;18.0;0;1;0;2;1;2;3;37.05882352941177;35.46666666666667;33.833333333333336;39.88235294117647;3;3;3;2.0;36.611111111111114
39;35;17.0;36;41;36;38;2;53.0;38;34;36;35;31;17.0;44;7;7;0.0;46;51.0;1;1;1;44;1;1;1;36;1;45;43;43;39;18.0;0;1;0;2;1;2;3;37.0;40.53333333333333;36.166666666666664;40.64705882352941;3;3;3;2.0;35.94444444444444
37;30;17.0;33;31;44;42;2;52.0;30;45;32;31;36;17.0;45;7;7;0.0;31;57.0;1;1;1;42;1;1;1;36;1;46;37;39;32;18.0;0;1;0;2;1;2;3;32.64705882352941;37.666666666666664;33.388888888888886;41.35294117647059;3;3;3;2.0;37.5
41;40;17.0;36;37;40;42;2;57.0;34;34;40;35;32;17.0;47;7;7;0.0;45;65.0;1;1;1;40;1;1;1;34;1;47;43;40;34;18.0;0;1;0;2;1;2;3;35.94117647058823;36.06666666666667;36.611111111111114;42.35294117647059;3;3;3;2.0;38.5
42;40;17.0;39;34;42;42;2;70.0;38;38;36;34;41;17.0;48;7;7;0.0;38;65.0;1;1;1;44;1;1;1;32;1;46;45;42;32;18.0;0;1;0;2;1;2;3;40.411764705882355;37.6;35.22222222222222;43.23529411764706;3;3;3;3.0;40.22222222222222
37;32;17.0;32;45;33;38;2;61.0;40;44;33;30;30;17.0;37;7;7;0.0;47;43.0;1;1;1;39;1;1;1;32;1;45;41;42;30;18.0;0;1;0;2;1;2;3;33.529411764705884;35.0;34.888888888888886;39.8235294117647;3;3;3;2.0;34.27777777777778
42;30;17.0;33;37;45;32;2;62.0;33;32;42;38;30;17.0;45;7;7;0.0;44;52.0;1;1;2;46;1;1;1;32;1;45;42;43;30;18.0;0;1;1;2;1;2;3;32.411764705882355;37.6;34.666666666666664;42.35294117647059;3;3;3;2.0;35.77777777777778
36;38;17.0;31;34;37;33;2;50.0;31;44;39;30;38;17.0;42;7;7;0.0;45;57.0;1;1;1;44;1;1;1;33;2;46;33;39;48;18.0;0;1;0;2;1;2;3;36.1764705882353;40.4;34.666666666666664;39.588235294117645;3;3;3;2.0;34.77777777777778
0;31;11.0;35;30;40;41;2;65.0;30;30;0;32;31;11.0;50;5;5;0.0;46;77.0;0;0;1;44;1;1;1;37;1;45;0;40;30;15.0;0;1;0;2;1;2;3;31.705882352941178;35.0;35.2;41.90909090909091;3;3;3;2.0;33.0
40;38;17.0;42;32;35;36;2;50.0;35;40;34;33;38;17.0;42;7;7;0.0;36;49.0;1;2;1;48;1;1;1;37;1;45;31;42;30;18.0;0;1;1;2;1;2;3;37.05882352941177;35.4;36.0;38.411764705882355;3;3;3;2.0;35.888888888888886
40;34;17.0;44;34;35;43;2;57.0;37;50;33;38;37;17.0;44;7;7;0.0;47;60.0;1;1;1;44;1;1;1;30;1;42;40;42;38;18.0;0;1;0;2;1;2;3;36.1764705882353;37.2;36.22222222222222;41.529411764705884;3;3;3;2.0;38.611111111111114
35;30;17.0;42;33;34;38;2;58.0;36;40;31;30;32;17.0;40;7;7;0.0;36;55.0;1;1;2;41;1;1;1;37;1;42;30;31;34;18.0;0;1;1;2;1;2;3;32.588235294117645;35.6;34.888888888888886;36.411764705882355;3;3;3;2.0;33.05555555555556
33;37;17.0;36;35;41;39;2;50.0;40;30;34;32;37;17.0;40;7;7;0.0;48;58.0;1;1;1;43;1;1;1;36;1;46;42;36;30;18.0;0;1;0;2;1;2;3;38.8235294117647;35.2;34.77777777777778;39.64705882352941;3;3;3;2.0;35.72222222222222
41;36;17.0;38;39;44;39;2;57.0;33;34;41;35;37;17.0;43;7;7;0.0;47;68.0;1;1;1;45;1;1;1;39;1;45;39;45;43;18.0;0;1;0;2;1;2;3;38.11764705882353;39.06666666666667;38.611111111111114;41.64705882352941;3;3;3;2.0;39.666666666666664
37;30;17.0;33;38;35;40;2;52.0;32;41;31;35;36;17.0;44;7;7;0.0;45;72.0;1;1;1;37;1;1;1;41;1;43;34;41;45;18.0;0;1;0;2;1;2;3;34.11764705882353;37.86666666666667;35.388888888888886;38.94117647058823;3;3;3;2.0;37.166666666666664
41;31;17.0;36;43;40;40;2;74.0;46;30;41;34;33;17.0;44;7;7;0.0;46;60.0;1;1;1;43;1;1;1;36;1;45;41;44;30;18.0;0;1;0;2;1;2;3;36.588235294117645;38.0;37.333333333333336;40.88235294117647;3;3;3;2.0;34.611111111111114
43;32;17.0;34;30;37;42;2;54.0;32;44;31;36;30;17.0;42;7;7;0.0;47;45.0;1;1;2;43;1;1;1;35;1;45;43;35;38;18.0;0;1;1;2;1;2;3;31.294117647058822;38.8;33.333333333333336;42.529411764705884;3;3;3;2.0;35.77777777777778
38;33;17.0;30;42;43;39;2;53.0;30;50;36;33;30;17.0;40;7;7;0.0;45;52.0;1;1;1;38;1;1;1;32;1;45;42;31;39;18.0;0;1;0;2;1;2;3;32.588235294117645;38.53333333333333;36.166666666666664;42.88235294117647;3;3;3;2.0;37.44444444444444
36;37;17.0;33;35;43;38;2;59.0;31;44;36;32;35;17.0;41;7;7;0.0;36;55.0;1;3;1;40;1;1;1;32;1;34;33;35;30;18.0;0;2;2;2;1;2;3;34.64705882352941;34.0;35.333333333333336;37.88235294117647;3;3;3;2.0;36.22222222222222
35;30;17.0;31;40;40;43;2;58.25;46;31;37;38;37;17.0;42;7;7;0.0;48;62.69;1;1;1;41;1;1;1;35;1;48;37;43;30;18.0;0;1;0;2;1;2;3;35.94117647058823;36.733333333333334;35.72222222222222;39.64705882352941;3;3;3;2.0;34.05555555555556
39;30;17.0;36;34;41;40;2;70.0;40;39;37;32;31;17.0;38;7;7;0.0;48;45.0;1;1;1;42;1;1;1;37;1;45;37;43;30;18.0;0;1;0;2;1;2;3;33.470588235294116;37.13333333333333;35.388888888888886;40.470588235294116;3;3;3;2.0;33.666666666666664
40;36;17.0;31;33;31;38;2;52.97;32;35;32;38;35;17.0;46;7;7;0.0;33;48.43;1;2;1;39;1;1;1;30;1;41;37;40;30;18.0;0;1;1;2;1;2;3;34.0;36.13333333333333;33.5;37.76470588235294;3;3;3;2.0;33.55555555555556
43;37;17.0;38;34;47;41;2;53.0;34;39;38;40;37;17.0;47;7;7;0.0;45;59.0;1;1;1;44;1;1;1;32;1;47;43;43;34;18.0;0;1;0;2;1;2;3;35.411764705882355;41.0;35.77777777777778;44.529411764705884;3;3;3;2.0;38.77777777777778
30;34;17.0;38;37;36;33;2;69.0;30;42;39;40;41;17.0;30;7;7;0.0;49;43.0;1;1;2;47;1;1;1;35;1;45;43;45;40;18.0;0;1;1;2;1;2;3;37.588235294117645;38.86666666666667;36.22222222222222;38.529411764705884;3;3;3;2.0;35.833333333333336
35;38;17.0;33;38;35;37;2;55.0;30;44;38;33;35;17.0;34;7;7;0.0;48;51.0;1;1;1;36;1;1;1;41;1;36;30;36;35;18.0;0;1;0;2;1;2;3;35.294117647058826;35.733333333333334;36.111111111111114;36.0;3;3;3;2.0;33.72222222222222
40;33;17.0;31;47;36;40;2;52.0;39;41;37;38;35;17.0;35;7;7;0.0;44;40.0;1;1;1;45;1;1;1;38;1;41;34;43;32;18.0;0;1;0;2;1;2;3;35.94117647058823;35.0;37.388888888888886;38.1764705882353;3;3;3;2.0;38.166666666666664
38;33;17.0;34;38;47;41;2;57.0;37;41;32;40;36;17.0;39;7;7;0.0;45;60.0;1;1;1;30;1;1;1;34;1;39;33;40;35;18.0;0;1;0;2;1;2;3;35.588235294117645;35.46666666666667;34.77777777777778;39.76470588235294;3;3;3;2.0;35.833333333333336
40;35;17.0;36;42;39;43;2;83.0;32;44;37;36;33;17.0;43;7;7;0.0;44;75.0;1;1;1;45;1;1;1;32;1;46;37;43;30;18.0;0;1;0;2;1;2;3;35.411764705882355;37.333333333333336;37.44444444444444;41.411764705882355;3;3;3;2.0;37.333333333333336
35;42;17.0;49;42;38;44;2;61.0;35;40;45;32;30;17.0;50;7;7;0.0;48;63.0;1;1;1;41;1;1;1;33;1;48;39;36;31;18.0;0;1;0;2;1;2;3;36.529411764705884;37.2;41.166666666666664;41.64705882352941;3;3;3;3.0;40.333333333333336
0;31;9.0;42;42;41;39;2;47.0;42;47;34;44;30;9.0;0;4;4;0.0;47;60.0;0;0;1;40;1;0;1;35;1;48;0;47;32;15.0;0;1;0;2;1;2;3;37.8235294117647;36.2;35.27777777777778;45.333333333333336;3;3;3;2.0;35.45454545454545
36;36;17.0;44;37;36;44;2;52.31;39;48;39;46;30;17.0;44;7;7;0.0;44;56.82;2;1;1;41;1;1;1;35;1;45;40;36;30;18.0;0;1;1;2;1;2;3;34.05882352941177;36.46666666666667;38.27777777777778;41.11764705882353;3;3;3;2.0;37.111111111111114
44;32;17.0;36;32;45;41;2;46.0;43;44;40;36;30;17.0;40;7;7;0.0;47;42.0;1;1;1;43;1;1;1;32;1;47;45;37;30;18.0;0;1;0;2;1;2;3;35.05882352941177;34.86666666666667;35.05555555555556;44.588235294117645;3;3;3;2.0;39.5
42;36;17.0;47;48;43;42;2;58.0;31;32;39;33;44;17.0;44;7;7;0.0;47;94.0;1;1;1;44;1;1;1;41;1;45;37;43;32;18.0;0;1;0;2;1;2;3;35.76470588235294;37.8;40.666666666666664;41.1764705882353;3;3;3;2.0;37.388888888888886
43;36;17.0;43;45;35;42;2;48.0;34;36;38;33;39;17.0;38;7;7;0.0;43;42.0;1;1;1;41;1;1;1;32;1;44;35;38;38;18.0;0;1;0;2;1;2;3;36.411764705882355;38.333333333333336;38.0;38.94117647058823;3;3;3;2.0;38.72222222222222
30;33;17.0;35;35;31;39;2;57.0;39;30;34;31;40;17.0;33;7;7;0.0;41;60.0;1;1;2;42;1;1;1;42;1;45;33;42;32;18.0;0;1;1;2;1;2;3;36.35294117647059;34.06666666666667;35.72222222222222;34.35294117647059;3;3;3;2.0;34.94444444444444
30;40;14.0;36;30;30;30;2;50.0;36;30;40;37;33;17.0;42;6;7;3.0;45;48.0;1;2;1;40;1;2;1;30;1;36;26;36;37;18.0;1;1;2;2;1;2;3;35.11764705882353;35.86666666666667;33.05555555555556;32.64705882352941;3;3;3;2.0;32.27272727272727
36;32;17.0;37;32;45;45;2;58.33;46;46;39;41;33;17.0;40;7;7;0.0;45;50.1;1;1;1;42;1;1;1;30;1;47;44;37;32;18.0;0;1;0;2;1;2;3;35.94117647058823;36.8;35.44444444444444;43.11764705882353;3;3;3;2.0;36.5
41;40;17.0;37;34;35;44;2;57.0;46;33;36;34;30;17.0;36;7;7;0.0;44;54.0;1;1;1;42;1;1;1;39;1;45;39;43;33;18.0;0;1;0;2;1;2;3;39.294117647058826;36.4;36.111111111111114;38.94117647058823;3;3;3;2.0;34.94444444444444
40;37;17.0;36;31;35;37;2;63.0;30;32;31;32;31;17.0;43;7;7;0.0;44;83.0;1;1;1;45;1;1;1;36;1;45;30;46;30;18.0;0;1;0;2;1;2;3;33.294117647058826;36.4;33.388888888888886;37.88235294117647;3;3;3;2.0;33.94444444444444
41;32;17.0;33;33;31;37;2;58.52;33;37;37;33;41;17.0;35;7;7;0.0;47;48.43;1;1;1;40;1;1;1;32;1;43;30;43;41;18.0;0;1;0;2;1;2;3;35.94117647058823;39.4;34.94444444444444;36.8235294117647;3;3;3;2.0;36.05555555555556
