NOTA_GEOGEO;NOTA_TOP;NCA_CUATRO;NOTA_SUELOS;NOTA_POO;NOTA_PRII;NOTA_FOTO;EPA_CUATRO;LITERATURA_ICFES;NOTA_PROGB;NOTA_PROB;NOTA_ECUA;NOTA_CFJC;NOTA_FIS_UNO;NCC_CUATRO;NOTA_L_UNO;NAA_CUATRO;NAC_CUATRO;NCP_CUATRO;NOTA_CCON;IDIOMA_ICFES;VECES_FIS_TRES;VECES_GEOGEO;VECES_PROB;NOTA_HIST;VECES_GH&F;VECES_L_UNO;VECES_PRII;NOTA_FIS_DOS;VECES_SUELOS;NOTA_GH&F;NOTA_FIS_TRES;NOTA_EYB;NOTA_DIF;NCA_TRES;NAP_CUATRO;VECES_CCON;CAR_CUATRO;CREDITOS_L_UNO;CREDITOS_CCON;CREDITOS_PROB;CREDITOS_PRII;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;PROMEDIO_CUATRO;CREDITOS_GH&F;CREDITOS_GEOGEO;CREDITOS_FIS_TRES;RENDIMIENTO_CINCO;PROMEDIO_CINCO
40;43;17.0;39;50;45;42;2;65.03;50;46;43;36;32;17.0;45;7;7;0.0;37;67.41;1;1;1;40;1;1;1;37;1;40;41;37;35;18.0;0;1;0;2;1;2;3;39.64705882352941;38.666666666666664;41.833333333333336;42.1764705882353;3;3;3;3.0;40.77777777777778
33;38;17.0;36;35;44;38;2;65.03;43;36;33;38;30;17.0;34;7;7;0.0;45;53.27;1;1;1;30;1;1;1;35;1;40;39;38;31;18.0;0;1;0;2;1;2;3;37.64705882352941;32.46666666666667;35.0;38.411764705882355;3;3;3;2.0;34.888888888888886
36;34;17.0;32;34;30;30;2;65.03;33;30;45;39;30;17.0;37;7;7;0.0;41;69.93;1;1;1;40;1;1;1;32;1;36;31;39;30;18.0;0;1;0;2;1;2;3;33.529411764705884;34.333333333333336;35.166666666666664;33.76470588235294;3;3;3;2.0;34.44444444444444
33;34;17.0;30;33;35;37;2;59.4;33;34;36;35;30;17.0;32;7;7;0.0;37;54.45;1;2;1;40;1;1;1;31;1;35;34;33;30;18.0;0;1;1;2;1;2;3;32.470588235294116;35.6;32.72222222222222;34.11764705882353;3;3;3;2.0;36.111111111111114
41;33;17.0;33;42;40;40;2;70.87;38;39;36;32;30;17.0;33;7;7;0.0;38;65.57;1;1;1;40;1;1;1;32;1;39;39;33;30;18.0;0;1;0;2;1;2;3;34.05882352941177;34.2;35.05555555555556;38.76470588235294;3;3;3;2.0;32.166666666666664
34;41;17.0;31;37;34;39;2;53.5;39;48;37;33;31;17.0;42;7;7;0.0;40;53.27;1;1;1;40;2;1;2;38;1;44;38;35;30;18.0;0;1;2;2;1;2;3;35.529411764705884;33.86666666666667;36.0;39.411764705882355;3;3;3;2.0;38.5
40;36;17.0;35;47;43;30;2;59.4;33;36;30;40;30;17.0;45;7;7;0.0;44;81.98;1;1;1;45;1;1;1;30;1;35;32;42;30;18.0;0;1;0;2;1;2;3;33.88235294117647;37.333333333333336;34.888888888888886;38.588235294117645;3;3;3;2.0;38.27777777777778
33;35;17.0;44;50;42;30;2;67.8;35;40;30;39;36;17.0;40;7;7;0.0;35;65.57;1;1;2;40;1;1;1;36;1;43;30;35;30;18.0;0;1;1;2;1;2;3;34.64705882352941;33.0;37.333333333333336;37.588235294117645;3;3;3;2.0;35.0
36;37;17.0;31;44;39;43;2;64.91;32;38;31;42;32;17.0;43;7;7;0.0;35;64.24;1;1;1;45;1;1;1;39;1;39;33;40;30;18.0;0;1;0;2;1;2;3;34.705882352941174;34.333333333333336;36.611111111111114;37.529411764705884;3;3;3;2.0;35.388888888888886
33;40;17.0;32;50;38;46;2;73.83;50;33;41;38;36;17.0;44;7;7;0.0;48;68.41;1;1;1;45;1;1;1;37;1;43;32;38;35;18.0;0;1;0;2;1;2;3;41.0;39.333333333333336;39.05555555555556;37.64705882352941;3;3;3;2.0;36.77777777777778
32;33;17.0;36;39;39;35;2;67.8;40;43;32;37;31;17.0;38;7;7;0.0;39;71.98;1;1;1;40;1;1;1;31;1;42;36;49;30;18.0;0;2;1;2;1;2;3;36.294117647058826;35.93333333333333;34.94444444444444;38.11764705882353;3;3;3;2.0;34.888888888888886
41;39;17.0;32;50;45;46;2;70.74;32;42;30;39;32;17.0;47;7;7;0.0;35;77.13;1;1;1;45;1;1;1;33;1;39;30;45;37;18.0;0;1;0;2;1;2;3;35.470588235294116;35.86666666666667;36.77777777777778;39.88235294117647;3;3;3;2.0;35.166666666666664
31;30;17.0;36;32;34;31;2;56.55;45;35;31;32;33;17.0;35;7;7;0.0;41;58.47;1;1;1;45;1;1;1;35;1;39;31;33;30;18.0;0;1;0;2;1;2;3;35.64705882352941;35.4;33.22222222222222;34.470588235294116;3;3;3;2.0;34.666666666666664
36;42;17.0;35;44;40;30;2;64.91;43;30;41;41;34;17.0;40;7;7;0.0;42;47.58;1;1;1;30;1;1;1;31;1;39;38;38;39;18.0;0;1;0;2;1;2;3;37.64705882352941;36.733333333333334;37.77777777777778;37.705882352941174;3;3;3;2.0;36.833333333333336
36;34;17.0;44;32;36;31;2;64.91;35;40;30;45;34;17.0;41;7;7;0.0;44;58.47;2;1;1;30;1;1;1;31;2;40;32;32;30;18.0;0;1;1;2;1;2;3;33.05882352941177;33.333333333333336;34.111111111111114;37.529411764705884;3;3;3;2.0;33.05555555555556
31;35;17.0;38;43;35;30;2;64.91;36;33;31;36;30;17.0;44;7;7;0.0;46;48.42;1;1;2;45;1;1;1;36;2;42;38;38;31;18.0;0;1;1;2;1;2;3;33.94117647058823;34.266666666666666;35.333333333333336;37.529411764705884;3;3;3;2.0;34.333333333333336
32;32;17.0;34;42;41;37;2;58.33;33;42;31;36;37;17.0;49;7;7;0.0;43;69.93;1;1;2;47;1;1;1;30;1;43;34;43;38;18.0;0;1;1;2;1;2;3;35.23529411764706;38.733333333333334;33.94444444444444;39.705882352941174;3;3;3;2.0;34.111111111111114
41;35;17.0;36;40;35;42;2;58.33;38;30;38;44;30;17.0;45;7;7;0.0;40;66.95;1;2;1;47;1;1;1;33;1;36;35;38;31;18.0;0;1;1;2;1;2;3;34.11764705882353;36.4;37.27777777777778;37.11764705882353;3;3;3;2.0;37.05555555555556
32;33;17.0;31;38;31;30;2;64.85;41;41;30;30;36;17.0;42;7;7;0.0;34;68.41;1;2;1;42;1;1;1;34;1;43;30;37;30;18.0;0;1;1;2;1;2;3;34.705882352941174;34.46666666666667;32.666666666666664;35.76470588235294;3;3;3;2.0;33.666666666666664
31;38;17.0;41;34;30;44;2;64.17;31;30;39;30;30;17.0;46;7;7;0.0;49;87.56;1;1;1;40;1;1;1;35;1;43;36;30;38;18.0;0;1;0;2;1;2;3;32.11764705882353;36.266666666666666;38.55555555555556;36.529411764705884;3;3;3;2.0;33.611111111111114
37;34;17.0;38;43;42;39;2;56.32;41;30;40;41;30;17.0;42;7;7;0.0;42;73.24;1;1;1;42;1;1;1;30;2;42;40;46;37;18.0;0;1;0;2;1;2;3;35.94117647058823;37.93333333333333;37.44444444444444;39.35294117647059;3;3;3;2.0;35.833333333333336
39;32;17.0;32;34;35;36;2;52.42;31;30;31;44;31;17.0;31;7;7;0.0;38;50.86;1;1;1;44;1;1;1;31;1;44;33;42;31;18.0;0;1;0;2;1;2;3;34.23529411764706;35.13333333333333;33.611111111111114;36.05882352941177;3;3;3;2.0;37.611111111111114
30;31;17.0;30;46;43;34;2;64.85;40;42;30;38;31;17.0;43;7;7;0.0;38;61.66;1;1;1;45;2;1;1;43;2;48;32;37;37;18.0;0;1;1;2;1;2;3;34.529411764705884;39.4;36.22222222222222;39.23529411764706;3;3;3;2.0;39.611111111111114
33;34;17.0;39;45;43;40;2;56.23;38;34;32;44;31;17.0;50;7;7;0.0;38;81.98;1;1;1;37;1;1;1;35;1;30;36;37;36;18.0;0;1;0;2;1;2;3;36.11764705882353;37.2;37.72222222222222;37.1764705882353;3;3;3;2.0;37.611111111111114
34;37;15.0;35;33;31;32;2;59.95;30;39;30;30;30;15.0;0;6;6;0.0;35;62.69;1;1;1;40;2;0;1;30;2;48;31;37;31;18.0;0;1;1;2;1;2;3;32.94117647058823;35.0;31.555555555555557;36.333333333333336;3;3;3;2.0;33.611111111111114
30;33;14.0;38;40;39;41;2;58.33;30;32;32;30;32;17.0;39;6;7;3.0;45;59.21;1;1;1;40;1;1;1;35;1;41;0;36;30;18.0;1;1;0;2;1;2;3;32.64705882352941;33.333333333333336;36.22222222222222;30.41176470588235;3;3;3;2.0;30.27777777777778
32;44;17.0;34;45;46;42;2;58.25;41;41;33;38;31;17.0;42;7;7;0.0;40;56.82;1;1;2;48;1;1;1;37;2;50;31;50;31;18.0;0;1;1;2;1;2;3;39.23529411764706;38.8;38.111111111111114;40.1764705882353;3;3;3;2.0;39.55555555555556
0;30;9.0;33;30;46;32;2;60.38;36;0;0;32;32;9.0;41;4;4;0.0;47;73.24;0;0;0;40;1;1;1;0;2;47;0;37;32;9.0;0;1;0;2;1;2;3;32.23529411764706;33.2;31.666666666666668;45.333333333333336;3;3;3;2.0;35.5
35;43;17.0;38;50;36;43;2;52.31;34;35;34;40;34;17.0;37;7;7;0.0;42;69.93;1;1;2;44;1;1;1;38;1;49;36;38;40;18.0;0;1;1;2;1;2;3;38.0;39.4;39.0;38.470588235294116;3;3;3;2.0;38.77777777777778
30;38;17.0;38;40;39;39;2;54.35;35;36;38;42;33;17.0;42;7;7;0.0;42;68.86;1;1;1;48;1;1;1;32;1;46;41;48;34;18.0;0;1;0;2;1;2;3;35.8235294117647;37.0;37.166666666666664;39.1764705882353;3;3;3;2.0;38.666666666666664
40;38;17.0;38;45;46;44;2;58.05;40;45;37;33;32;17.0;41;7;7;0.0;45;45.94;1;1;1;39;1;1;1;40;1;42;33;40;34;18.0;0;1;0;2;1;2;3;35.94117647058823;38.4;40.388888888888886;41.1764705882353;3;3;3;3.0;41.166666666666664
30;37;17.0;32;50;43;40;2;62.78;32;32;32;38;30;17.0;42;7;7;0.0;42;71.12;1;1;2;48;1;1;1;37;1;43;37;40;33;18.0;0;1;1;2;1;2;3;33.64705882352941;37.86666666666667;36.888888888888886;38.1764705882353;3;3;3;2.0;37.333333333333336
30;33;17.0;31;40;32;37;2;62.45;30;30;30;35;30;17.0;44;7;7;0.0;39;94.05;1;1;1;42;1;1;1;34;1;45;30;41;33;18.0;0;1;0;2;1;2;3;32.35294117647059;35.733333333333334;33.888888888888886;35.1764705882353;3;3;3;2.0;40.0
36;33;17.0;45;50;44;43;2;56.32;31;37;32;46;31;17.0;46;7;7;0.0;38;65.57;1;1;2;44;1;1;1;37;1;31;36;43;32;18.0;0;1;1;2;1;2;3;34.1764705882353;36.93333333333333;39.666666666666664;37.94117647058823;3;3;3;2.0;36.166666666666664
33;33;17.0;45;39;40;33;2;54.35;35;36;31;45;33;17.0;46;7;7;0.0;39;61.66;2;1;1;44;1;1;1;34;1;30;40;43;31;18.0;0;1;1;2;1;2;3;34.529411764705884;36.46666666666667;36.166666666666664;37.1764705882353;3;3;3;2.0;37.5
40;40;17.0;48;43;47;41;2;60.38;44;45;42;47;35;17.0;46;7;7;0.0;43;75.1;1;1;1;43;1;1;1;34;1;42;33;37;40;18.0;0;1;0;2;1;2;3;38.05882352941177;41.666666666666664;41.5;41.8235294117647;3;3;3;2.0;39.5
32;30;17.0;34;43;33;40;2;52.4;34;43;33;44;34;17.0;43;7;7;0.0;36;45.84;1;1;2;44;1;1;1;37;1;42;38;34;31;18.0;0;1;1;2;1;2;3;32.23529411764706;33.93333333333333;36.388888888888886;37.8235294117647;3;3;3;2.0;35.94444444444444
33;37;17.0;36;40;44;37;2;58.25;36;33;30;44;34;17.0;50;7;7;0.0;45;79.81;1;1;1;39;1;1;1;38;1;46;36;33;32;18.0;0;1;0;2;1;2;3;35.294117647058826;34.13333333333333;36.888888888888886;40.470588235294116;3;3;3;3.0;40.611111111111114
40;36;17.0;39;40;34;42;2;50.31;30;30;39;43;30;17.0;48;7;7;0.0;44;54.92;2;1;1;47;1;1;1;38;1;38;32;42;32;18.0;0;1;1;2;1;2;3;32.8235294117647;36.53333333333333;38.388888888888886;37.1764705882353;3;3;3;2.0;36.833333333333336
35;39;17.0;45;42;38;35;2;52.31;50;40;37;39;40;17.0;48;7;7;0.0;44;81.98;1;1;1;45;1;1;1;36;1;46;36;47;36;18.0;0;1;0;2;1;2;3;41.1764705882353;39.266666666666666;37.888888888888886;40.294117647058826;3;3;3;2.0;39.27777777777778
36;33;17.0;34;38;45;41;2;54.54;33;44;33;44;31;17.0;40;7;7;0.0;41;39.05;1;1;1;36;1;3;2;31;1;42;31;41;30;18.0;0;1;2;2;1;2;3;32.529411764705884;35.4;34.666666666666664;39.470588235294116;3;3;3;2.0;35.22222222222222
33;38;17.0;45;43;41;42;2;52.31;32;40;34;37;36;17.0;39;7;7;0.0;42;53.27;1;1;2;45;1;1;1;36;1;42;33;38;30;18.0;0;1;1;2;1;2;3;35.529411764705884;34.666666666666664;38.55555555555556;38.05882352941177;3;3;3;2.0;34.166666666666664
31;34;17.0;35;41;40;38;2;52.31;32;32;33;35;37;17.0;31;7;7;0.0;44;57.29;1;1;2;40;1;1;1;34;1;43;38;43;30;18.0;0;1;1;2;1;2;3;34.88235294117647;35.46666666666667;35.0;36.8235294117647;3;3;3;2.0;37.388888888888886
40;34;17.0;37;39;45;43;2;56.37;32;31;30;35;32;17.0;35;7;7;0.0;39;59.9;1;1;1;42;1;1;1;32;1;43;42;40;33;18.0;0;1;0;2;1;2;3;33.470588235294116;36.53333333333333;34.888888888888886;40.05882352941177;3;3;3;2.0;38.388888888888886
0;34;9.0;31;42;32;34;2;46.27;35;0;0;37;33;9.0;39;4;4;0.0;42;60.44;0;0;0;40;1;1;1;19;1;34;0;37;30;9.0;0;1;0;2;1;2;3;34.35294117647059;33.0;31.75;35.333333333333336;3;3;3;2.0;32.0
0;33;2.0;0;0;0;0;2;56.23;30;0;0;45;0;2.0;39;1;1;0.0;0;75.52;0;0;0;39;0;1;0;0;0;0;0;38;30;1.0;0;0;0;2;1;2;3;32.42857142857143;35.2;45.0;39.0;3;3;3;2.0;33.0
42;31;17.0;34;41;33;44;2;58.33;38;38;42;41;35;17.0;44;7;7;0.0;39;54.45;1;1;2;41;1;1;1;41;1;32;39;35;39;18.0;0;1;1;2;1;2;3;35.1764705882353;39.06666666666667;39.166666666666664;37.705882352941174;3;3;3;2.0;36.94444444444444
37;37;17.0;34;42;40;44;2;60.29;36;33;30;40;31;17.0;40;7;7;0.0;44;68.41;2;2;1;43;1;1;1;37;1;42;30;45;35;18.0;0;1;2;2;1;2;3;36.705882352941174;38.6;36.44444444444444;37.470588235294116;3;3;3;2.0;34.611111111111114
40;36;17.0;39;40;38;41;2;56.18;33;39;33;41;42;17.0;40;7;7;0.0;46;48.4;1;1;1;40;1;1;1;40;1;30;39;35;31;18.0;0;1;0;2;1;2;3;36.588235294117645;35.06666666666667;37.166666666666664;37.94117647058823;3;3;3;2.0;38.55555555555556
35;34;17.0;39;31;39;35;2;52.31;30;46;31;32;34;17.0;45;7;7;0.0;38;89.24;1;1;1;40;1;1;1;39;2;43;38;30;30;18.0;0;1;0;2;1;2;3;31.764705882352942;33.666666666666664;34.333333333333336;40.294117647058826;3;3;3;2.0;35.72222222222222
36;34;17.0;38;43;47;41;2;56.37;34;40;35;43;38;17.0;43;7;7;0.0;45;58.59;1;1;1;43;1;1;1;31;1;43;33;43;31;18.0;0;1;0;2;1;2;3;36.294117647058826;36.06666666666667;39.77777777777778;40.470588235294116;3;3;3;2.0;39.05555555555556
31;30;17.0;31;45;33;39;2;55.57;38;42;32;37;34;17.0;40;7;7;0.0;37;31.34;1;1;1;35;1;1;1;30;1;30;36;38;36;18.0;0;1;0;2;1;2;3;34.64705882352941;34.13333333333333;34.388888888888886;34.76470588235294;3;3;3;2.0;34.44444444444444
44;37;17.0;37;38;40;46;2;54.35;35;33;40;38;33;17.0;38;7;7;0.0;37;62.13;1;1;1;44;1;1;1;32;1;33;31;35;34;18.0;0;1;0;2;1;2;3;35.88235294117647;38.733333333333334;36.72222222222222;36.64705882352941;3;3;3;2.0;37.05555555555556
35;33;17.0;34;37;41;35;2;56.32;34;32;38;44;37;17.0;40;7;7;0.0;41;53.27;1;1;1;40;1;1;1;30;1;30;36;41;31;18.0;0;1;0;2;1;2;3;35.35294117647059;36.2;35.166666666666664;35.94117647058823;3;3;3;2.0;37.44444444444444
37;35;17.0;36;34;38;33;2;50.31;36;33;30;41;36;17.0;35;7;7;0.0;43;54.45;2;2;1;41;1;1;1;31;1;43;31;35;30;18.0;0;1;2;2;1;2;3;34.64705882352941;35.266666666666666;32.94444444444444;36.8235294117647;3;3;3;2.0;38.388888888888886
36;35;17.0;34;46;33;42;2;54.32;33;30;33;35;41;17.0;42;7;7;0.0;41;47.17;1;1;1;41;1;1;1;37;1;40;36;39;30;18.0;0;1;0;2;1;2;3;35.294117647058826;36.0;36.611111111111114;36.470588235294116;3;3;3;2.0;36.5
30;42;17.0;35;41;33;38;2;53.22;32;32;36;36;30;17.0;40;7;7;0.0;36;52.09;1;1;1;40;1;1;1;30;1;32;32;33;31;18.0;0;1;0;2;1;2;3;33.88235294117647;34.8;35.05555555555556;33.0;3;3;3;2.0;36.666666666666664
43;31;17.0;36;40;37;43;2;50.31;42;33;30;34;33;17.0;38;7;7;0.0;36;55.62;1;1;1;38;1;1;1;34;1;43;42;37;31;18.0;0;1;0;2;1;2;3;34.88235294117647;36.0;35.0;39.588235294117645;3;3;3;2.0;36.72222222222222
30;30;15.0;30;45;30;42;2;56.23;33;30;32;36;34;15.0;0;6;6;0.0;50;54.45;1;1;3;40;1;0;1;30;1;30;31;37;30;18.0;0;1;1;2;1;2;3;33.294117647058826;34.06666666666667;34.666666666666664;31.533333333333335;3;3;3;2.0;34.55555555555556
0;34;9.0;43;37;39;36;2;56.32;44;0;0;40;30;9.0;42;4;4;0.0;36;70.37;0;0;0;41;1;1;1;0;1;36;0;46;34;9.0;0;1;0;2;1;2;3;34.35294117647059;35.86666666666667;39.111111111111114;38.333333333333336;3;3;3;2.0;32.45454545454545
23;36;1.0;32;45;0;38;1;54.35;34;0;30;30;33;4.0;0;1;2;3.0;42;44.51;0;1;0;42;0;0;0;38;1;0;0;41;30;18.0;1;1;0;2;1;2;3;34.470588235294116;35.0;35.05555555555556;27.75;3;3;3;1.0;22.0
32;41;17.0;34;40;31;36;2;56.32;35;34;31;32;30;17.0;41;7;7;0.0;34;53.27;1;1;2;42;1;1;1;34;1;31;37;33;30;18.0;0;1;1;2;1;2;3;33.529411764705884;34.8;34.27777777777778;33.94117647058823;3;3;3;2.0;35.05555555555556
35;36;17.0;44;42;35;36;2;58.25;36;38;30;36;34;17.0;41;7;7;0.0;35;60.9;1;1;2;42;1;1;1;31;1;33;37;41;34;18.0;0;1;1;2;1;2;3;34.294117647058826;34.93333333333333;35.5;36.05882352941177;3;3;3;2.0;35.333333333333336
33;45;17.0;35;43;41;32;2;56.37;30;42;35;40;30;17.0;39;7;7;0.0;41;41.43;1;1;2;41;1;1;1;31;1;49;31;44;30;18.0;0;1;1;2;1;2;3;35.0;35.4;35.111111111111114;39.11764705882353;3;3;3;2.0;34.0
36;36;17.0;34;30;30;33;2;48.29;32;30;30;32;31;17.0;41;7;7;0.0;40;44.51;3;1;1;42;1;1;1;31;1;30;35;35;30;18.0;0;1;1;2;1;2;3;32.529411764705884;35.6;31.27777777777778;33.8235294117647;3;3;3;2.0;36.72222222222222
38;38;17.0;36;45;32;37;2;54.28;35;42;30;41;43;17.0;50;7;7;0.0;45;56.82;1;1;1;38;1;1;1;31;1;41;37;31;42;18.0;0;1;0;2;1;2;3;37.705882352941174;39.93333333333333;35.888888888888886;39.588235294117645;3;3;3;2.0;35.55555555555556
32;35;17.0;30;44;30;32;2;56.32;39;42;36;42;31;17.0;37;7;7;0.0;35;58.01;1;1;1;42;1;2;1;39;2;42;32;36;33;18.0;0;1;1;2;1;2;3;34.94117647058823;36.4;36.22222222222222;35.35294117647059;3;3;3;2.0;34.77777777777778
40;37;17.0;38;33;40;39;2;52.56;30;35;31;36;30;17.0;40;7;7;0.0;39;48.4;1;1;1;47;1;1;1;36;1;31;30;40;38;18.0;0;1;0;2;1;2;3;35.05882352941177;40.333333333333336;34.333333333333336;36.0;3;3;3;2.0;38.111111111111114
30;31;17.0;32;42;35;30;2;58.25;37;32;33;38;30;17.0;40;7;7;0.0;33;58.01;1;1;1;40;1;1;1;34;1;33;30;33;30;18.0;0;1;0;2;1;2;3;33.705882352941174;34.06666666666667;34.27777777777778;33.0;3;3;3;2.0;37.611111111111114
37;37;17.0;33;35;30;32;2;52.4;30;41;30;41;40;17.0;36;7;7;0.0;48;53.27;2;1;1;40;1;1;1;40;1;42;39;43;30;18.0;0;1;1;2;1;2;3;34.529411764705884;34.06666666666667;34.5;38.0;3;3;3;2.0;33.388888888888886
34;32;17.0;31;32;32;36;2;50.41;30;31;40;37;30;17.0;31;7;7;0.0;50;60.9;1;1;1;38;1;1;1;33;1;42;30;36;30;18.0;0;1;0;2;1;2;3;31.41176470588235;32.13333333333333;33.72222222222222;34.588235294117645;3;3;3;2.0;34.5
38;40;17.0;38;47;35;45;2;58.25;40;43;39;44;31;17.0;41;7;7;0.0;45;61.66;1;1;1;43;1;1;1;42;1;38;40;45;34;18.0;0;1;0;2;1;2;3;37.76470588235294;37.6;41.111111111111114;39.1764705882353;3;3;3;3.0;40.166666666666664
32;37;17.0;38;50;40;30;2;48.29;34;37;40;39;31;17.0;35;7;7;0.0;37;56.82;1;2;1;38;1;1;1;34;1;34;31;33;31;18.0;0;1;1;2;1;2;3;33.88235294117647;33.93333333333333;38.5;34.8235294117647;3;3;3;2.0;33.77777777777778
44;41;17.0;32;41;42;38;2;56.23;36;32;35;38;37;17.0;38;7;7;0.0;44;67.41;1;1;1;40;1;1;1;31;1;35;39;33;31;18.0;0;1;0;2;1;2;3;37.05882352941177;34.733333333333334;35.0;39.05882352941177;3;3;3;2.0;37.44444444444444
41;45;17.0;34;30;45;39;2;48.29;39;43;37;36;33;17.0;41;7;7;0.0;43;40.54;1;1;1;43;1;1;1;34;1;35;39;42;31;18.0;0;1;0;2;1;2;3;39.705882352941174;36.4;34.666666666666664;40.64705882352941;3;3;3;3.0;43.0
34;32;17.0;36;34;30;30;2;56.74;30;31;33;46;34;17.0;43;7;7;0.0;46;55.95;1;1;1;41;1;1;1;35;1;30;34;36;33;18.0;0;1;0;2;1;2;3;34.05882352941177;33.13333333333333;35.22222222222222;34.0;3;3;3;2.0;34.666666666666664
42;35;17.0;31;37;35;39;2;56.23;30;40;37;43;44;17.0;48;7;7;0.0;42;64.24;1;1;1;40;1;1;1;33;1;41;42;46;35;18.0;0;1;0;2;1;2;3;36.64705882352941;36.6;34.72222222222222;41.05882352941177;3;3;3;2.0;37.94444444444444
31;40;17.0;31;31;40;42;2;52.31;34;42;30;34;33;17.0;39;7;7;0.0;41;52.08;3;1;1;39;1;1;1;31;1;34;36;35;30;18.0;0;1;1;2;1;2;3;35.1764705882353;34.46666666666667;32.05555555555556;36.8235294117647;3;3;3;2.0;38.0
40;35;17.0;34;45;35;40;2;58.25;45;46;37;48;33;17.0;30;7;7;0.0;41;66.95;1;1;1;44;2;1;1;32;1;46;35;30;32;18.0;0;1;1;2;1;2;3;35.8235294117647;35.53333333333333;37.111111111111114;38.88235294117647;3;3;3;2.0;37.0
35;38;17.0;34;47;34;30;2;62.55;36;41;31;43;30;17.0;42;7;7;0.0;42;56.82;1;1;2;42;1;1;1;31;1;47;30;42;31;18.0;0;1;1;2;1;2;3;33.88235294117647;36.93333333333333;35.388888888888886;38.0;3;3;3;2.0;35.69230769230769
33;33;17.0;34;39;31;45;2;50.41;34;44;32;30;31;17.0;35;7;7;0.0;41;0.0;1;1;2;42;1;1;1;30;1;44;33;31;35;18.0;0;1;1;2;1;2;3;33.294117647058826;36.0;34.666666666666664;36.588235294117645;3;3;3;2.0;37.05555555555556
36;41;17.0;43;49;46;37;2;91.0;33;35;37;42;31;17.0;40;7;7;0.0;43;43.0;1;2;1;43;1;1;1;40;1;46;36;40;36;18.0;0;1;1;2;1;2;3;35.76470588235294;38.333333333333336;39.94444444444444;40.294117647058826;3;3;3;2.0;39.22222222222222
34;30;17.0;32;31;39;38;2;77.0;35;44;30;36;34;17.0;41;7;7;0.0;42;41.0;1;1;1;37;1;1;1;37;1;40;40;42;32;18.0;0;1;0;2;1;2;3;34.76470588235294;32.333333333333336;33.72222222222222;39.470588235294116;3;3;3;2.0;34.611111111111114
42;32;17.0;34;45;44;41;2;53.0;30;43;36;37;30;17.0;41;7;7;0.0;35;55.0;1;1;1;35;1;1;1;38;1;43;31;37;30;18.0;0;1;0;2;1;2;3;32.23529411764706;33.4;38.27777777777778;40.1764705882353;3;3;3;2.0;36.77777777777778
31;36;17.0;35;42;30;40;2;58.0;32;38;37;37;32;17.0;37;7;7;0.0;43;50.0;1;1;1;41;1;1;1;37;1;37;37;35;31;18.0;0;1;0;2;1;2;3;33.23529411764706;35.0;37.333333333333336;35.1764705882353;3;3;3;2.0;35.166666666666664
39;32;17.0;39;33;39;38;2;91.0;45;32;32;30;30;17.0;46;7;7;0.0;39;49.0;1;1;1;38;1;1;1;33;1;46;33;33;30;18.0;0;1;0;2;1;2;3;34.76470588235294;34.0;34.72222222222222;39.1764705882353;3;3;3;2.0;34.333333333333336
0;32;6.0;35;34;8;40;2;68.0;30;0;4;30;30;9.0;46;3;4;3.0;42;63.0;0;0;0;36;1;1;2;13;1;39;0;31;30;9.0;1;1;1;2;1;2;3;31.88235294117647;33.13333333333333;21.77777777777778;30.555555555555557;3;3;3;1.0;4.0
38;34;17.0;36;39;46;37;2;63.0;34;42;39;30;40;17.0;38;7;7;0.0;41;55.0;1;1;1;31;1;1;1;33;1;35;39;41;30;18.0;0;1;0;2;1;2;3;35.1764705882353;32.733333333333334;35.44444444444444;39.705882352941174;3;3;3;2.0;34.388888888888886
37;39;17.0;39;38;37;42;2;57.0;40;40;39;32;36;17.0;38;7;7;0.0;36;60.0;1;1;1;41;1;1;1;33;1;36;30;40;30;18.0;0;1;0;2;1;2;3;36.64705882352941;36.333333333333336;36.27777777777778;36.0;3;3;3;2.0;36.833333333333336
32;32;17.0;40;48;33;30;2;78.0;30;43;30;35;31;17.0;47;7;7;0.0;41;43.0;1;1;1;39;1;1;1;33;1;37;30;30;31;18.0;0;1;0;2;1;2;3;31.058823529411764;33.666666666666664;35.44444444444444;36.294117647058826;3;3;3;2.0;34.666666666666664
31;46;17.0;40;50;46;48;2;69.0;42;40;44;47;46;17.0;48;7;7;0.0;42;58.0;1;1;1;37;1;1;1;41;1;42;40;44;38;18.0;0;1;0;2;1;2;3;44.0;35.06666666666667;43.77777777777778;40.88235294117647;3;3;3;3.0;40.77777777777778
35;30;17.0;39;40;43;41;2;68.0;44;32;39;34;31;17.0;42;7;7;0.0;47;58.0;1;1;1;44;1;1;1;33;1;42;41;38;35;18.0;0;1;0;2;1;2;3;37.11764705882353;37.46666666666667;37.77777777777778;39.88235294117647;3;3;3;2.0;38.27777777777778
36;42;17.0;48;43;48;48;2;63.0;41;49;50;38;50;17.0;50;7;7;0.0;45;58.0;1;1;1;42;1;1;1;49;1;42;45;47;38;18.0;0;1;0;2;1;2;3;42.05882352941177;37.8;45.44444444444444;44.470588235294116;3;3;3;3.0;40.55555555555556
39;45;17.0;43;30;34;32;2;58.0;37;44;38;31;33;17.0;34;7;7;0.0;40;56.0;1;1;1;37;1;1;1;42;1;32;38;31;31;18.0;0;1;0;2;1;2;3;37.1764705882353;33.06666666666667;36.27777777777778;36.76470588235294;3;3;3;2.0;34.77777777777778
