iter	MultiClass
213	1.142074382
214	1.140985542
215	1.139976619
216	1.13904829
217	1.137528069
218	1.136926313
219	1.136133965
220	1.134809708
221	1.133764285
222	1.132903562
223	1.131860424
224	1.130999297
225	1.130132817
226	1.129397546
227	1.128170807
228	1.127279639
229	1.125475035
230	1.12459555
231	1.123519179
232	1.121699543
233	1.120692262
234	1.119793509
235	1.118851434
236	1.117231399
237	1.116608397
238	1.115474132
239	1.11476687
240	1.113260215
241	1.112163585
242	1.110929161
243	1.109947108
244	1.108958813
245	1.108067355
246	1.107021528
247	1.106021179
248	1.105027538
249	1.104094858
250	1.103081069
251	1.102010279
252	1.100639533
253	1.099672823
254	1.099027331
255	1.098200718
256	1.097142741
257	1.095689572
258	1.094620503
259	1.093590162
260	1.092525648
261	1.091382978
262	1.090339631
263	1.089372402
264	1.088722122
265	1.087771958
266	1.0868188
267	1.086076689
268	1.085109333
269	1.084027848
270	1.083036694
271	1.082274257
272	1.080359271
273	1.079415165
274	1.078591806
275	1.07785541
276	1.077150705
277	1.076332755
278	1.075342574
279	1.074250367
280	1.073547762
281	1.07256812
282	1.071097465
283	1.070065047
284	1.069036914
285	1.068231428
286	1.067411004
287	1.066471889
288	1.065269396
289	1.06434626
290	1.062990472
291	1.06207786
292	1.061282692
293	1.06059773
294	1.059934186
295	1.059039382
296	1.058021448
297	1.056524158
298	1.055829522
299	1.054947033
300	1.054067521
301	1.053217366
302	1.052495924
303	1.051854129
304	1.051365546
305	1.050533772
306	1.049803593
307	1.04881793
308	1.048190372
309	1.047293586
310	1.046401623
311	1.045362219
312	1.044585313
313	1.043969038
314	1.04350363
315	1.042907216
316	1.042144148
317	1.041392933
318	1.040891546
319	1.040153663
320	1.039433795
321	1.03883474
322	1.03816855
323	1.037192584
324	1.036559601
325	1.035821984
326	1.034928996
327	1.033729187
328	1.032804377
329	1.032357177
330	1.031498855
331	1.030880139
332	1.029651245
333	1.02866504
334	1.027998734
335	1.027415258
336	1.026514667
337	1.026000058
338	1.025245933
339	1.024590459
340	1.023807122
341	1.023010987
342	1.022371826
343	1.021734897
344	1.021204371
345	1.020099197
346	1.019556445
347	1.018887627
348	1.01802584
349	1.017411871
350	1.016610776
351	1.015816271
352	1.015039067
353	1.014582905
354	1.014090519
355	1.013204888
356	1.012244245
357	1.011534731
358	1.01086952
359	1.01046509
360	1.00999938
361	1.009520277
362	1.008844796
363	1.008412906
364	1.00733334
365	1.006838039
366	1.006227557
367	1.005280166
368	1.004554941
369	1.00371512
370	1.002684271
371	1.00189371
372	1.001143152
373	1.000156951
374	0.9996200419
375	0.9990727226
376	0.9983646687
377	0.9973559077
378	0.9969020636
379	0.996159598
380	0.9956545159
381	0.9948233326
382	0.9941580215
383	0.9934972081
384	0.993112303
385	0.9926815486
386	0.9920962962
387	0.9913233088
388	0.9906546331
389	0.9901220268
390	0.9896317717
391	0.9886233439
392	0.9879517945
393	0.9873445078
394	0.98696823
395	0.9864122965
396	0.9857679581
397	0.9849515778
398	0.9844572788
399	0.9841385163
400	0.9834779852
401	0.9827678793
402	0.9823341153
403	0.9818427542
404	0.9814069995
405	0.9808716236
406	0.9802841061
407	0.9797244356
408	0.9791135985
409	0.9785636149
410	0.9780364835
411	0.977584881
412	0.9771523535
413	0.9766241984
414	0.9759551961
415	0.9754631334
416	0.9747889521
417	0.9740992713
418	0.973555695
419	0.9729182878
420	0.9724757
421	0.972020729
422	0.9716421125
423	0.9710154926
424	0.970579647
425	0.970072621
426	0.9696815601
427	0.9690612623
428	0.968521773
429	0.9675877051
430	0.9671850674
431	0.9668029238
432	0.9662673356
433	0.9657447365
434	0.9653306523
435	0.9647776189
436	0.9642660781
437	0.9639108311
438	0.963252435
439	0.9625288481
440	0.9619795612
441	0.9616267501
442	0.9611082908
443	0.9605241006
444	0.9600383343
445	0.9594918061
446	0.9592041882
447	0.9587518155
448	0.9581773908
449	0.957490126
450	0.9569074576
451	0.9565389907
452	0.955979028
453	0.9553915491
454	0.9548779839
455	0.9544661429
456	0.9534388856
457	0.9530526069
458	0.9525237137
459	0.9519111183
460	0.9510454733
461	0.9507226829
462	0.9503400761
463	0.9498044755
464	0.949379925
465	0.9488566689
466	0.948518108
467	0.9480588275
468	0.947432126
469	0.9469288251
470	0.9463440235
471	0.9458812557
472	0.9453861024
473	0.9450176175
474	0.9444995199
475	0.9437326763
476	0.9431088623
477	0.942608255
478	0.9423136433
479	0.9419871782
480	0.9416597298
481	0.9412827725
482	0.9409484585
483	0.9404159534
484	0.9399788761
485	0.939610513
486	0.9392562529
487	0.9388531878
488	0.9385717135
489	0.9378303772
490	0.9374345954
491	0.9371395234
492	0.9367704533
493	0.9364502098
494	0.9361615879
495	0.9357195589
496	0.9353656344
497	0.9350588698
498	0.9346332424
499	0.9342849083
500	0.9338570793
501	0.9333719369
502	0.9323507032
503	0.9318902336
504	0.9314666042
505	0.9310797268
506	0.930681974
507	0.9303361473
508	0.9298394276
509	0.9293184933
510	0.9289186356
511	0.9284720273
512	0.927940531
513	0.9274262466
514	0.9270660261
515	0.9265290223
516	0.9260106666
517	0.9256069876
518	0.9252541867
519	0.9249262389
520	0.9245149773
521	0.9240986927
522	0.9235151295
523	0.9230392843
524	0.9226059455
525	0.922132513
526	0.9215924711
527	0.9212763349
528	0.9209233673
529	0.9204836238
530	0.9201320598
531	0.9197967476
532	0.9194266254
533	0.9191238357
534	0.9187336195
535	0.9184424102
536	0.9181205113
537	0.9176542834
538	0.9174029301
539	0.9169500696
540	0.9166198722
541	0.9162729057
542	0.915919708
543	0.9154881151
544	0.9151818343
545	0.9149059428
546	0.914558999
547	0.9141922403
548	0.9139103031
549	0.9136346103
550	0.9132572776
551	0.912820377
552	0.9125460388
553	0.9122256278
554	0.9119429591
555	0.9116118302
556	0.911048717
557	0.910674315
558	0.9102279054
559	0.9096049335
560	0.9093561894
561	0.9089871644
562	0.9087183702
563	0.9084818945
564	0.9079604742
565	0.9076267855
566	0.9073239165
567	0.9068937046
568	0.9066066941
569	0.9063099628
570	0.9059121531
571	0.9056195285
572	0.9053527425
573	0.9050498679
574	0.9047026852
575	0.9043066531
576	0.9039733899
577	0.9036703083
578	0.9033823764
579	0.9030812394
580	0.9027632339
581	0.9023543897
582	0.901920166
583	0.901663531
584	0.9013671133
585	0.9007610331
586	0.9003208933
587	0.8999356281
588	0.8996941076
589	0.8994188716
590	0.8991334795
591	0.8988215532
592	0.898386069
593	0.8979422308
594	0.8976814076
595	0.8974080486
596	0.8971303141
597	0.8968221282
598	0.8963780155
599	0.8959943842
600	0.8957328315
601	0.8954835566
602	0.8952552828
603	0.8949718423
604	0.8946960415
605	0.8944125434
606	0.8941645058
607	0.8938076272
608	0.8934628212
609	0.8931749392
610	0.892839255
611	0.8925862064
612	0.8921335157
613	0.8916791941
614	0.8913353877
615	0.8910369224
616	0.8906171463
617	0.890338355
618	0.8899771596
619	0.8897556997
620	0.889524094
621	0.8892080723
622	0.8889218304
623	0.888520674
624	0.8882787005
625	0.8879783282
626	0.887791392
627	0.8875570712
628	0.8873257295
629	0.8870221154
630	0.8867606303
631	0.8864443388
632	0.8861478611
633	0.8858959463
634	0.8855838139
635	0.8852469107
636	0.8849226868
637	0.8845114195
638	0.8841629353
639	0.8839265507
640	0.8836606555
641	0.883399496
642	0.8830364772
643	0.8827863611
644	0.8825431426
645	0.8823164215
646	0.8820024051
647	0.8816843733
648	0.881412501
649	0.8811505225
650	0.8809560016
651	0.8806141696
652	0.8803937968
653	0.8801574206
654	0.8798036509
655	0.8795938551
656	0.8793568105
657	0.8791325248
658	0.8785307916
659	0.8782465964
660	0.8780214959
661	0.8777762444
662	0.8775836556
663	0.8773449949
664	0.8771144938
665	0.8768732853
666	0.8766288951
667	0.8763769886
668	0.8760564293
669	0.87565734
670	0.875427274
671	0.8751954909
672	0.8749796897
673	0.8747467511
674	0.8744389989
675	0.8742266524
676	0.8740156106
677	0.8737904079
678	0.8735777498
679	0.8733637894
680	0.8730863914
681	0.8727908663
682	0.8725557921
683	0.8722901724
684	0.8720433078
685	0.8718290516
686	0.8715843462
687	0.8713812681
688	0.8711087558
689	0.8709279428
690	0.8706677233
691	0.8704763768
692	0.8701974477
693	0.8700119231
694	0.8697904175
695	0.8695181666
696	0.869285078
697	0.8690255213
698	0.8688324869
699	0.8685837567
700	0.8683005176
701	0.8681314089
702	0.8679582184
703	0.8676346912
704	0.8674150199
705	0.8672452536
706	0.8670548219
707	0.8668083866
708	0.8665411414
709	0.8661614322
710	0.8659239235
711	0.8657082482
712	0.8654727528
713	0.8652804652
714	0.8650826219
715	0.8647120773
716	0.8643665913
717	0.8641677891
718	0.8639171099
719	0.8636640479
720	0.8633657459
721	0.8631788447
722	0.862914258
723	0.8626976625
724	0.8624265119
725	0.862191511
726	0.8620244243
727	0.8618518756
728	0.8616186064
729	0.8614214299
730	0.8612141115
731	0.8609440759
732	0.8607533625
733	0.8605124695
734	0.8603048403
735	0.8600847435
736	0.8598832183
737	0.8597157183
738	0.8595094237
739	0.8593403637
740	0.8591592715
741	0.8589885938
742	0.8587456343
743	0.8584511402
744	0.8582628511
745	0.8579686621
746	0.8577723948
747	0.8575207412
748	0.8572687423
749	0.8570498629
750	0.8568431447
751	0.8566475292
752	0.8564049916
753	0.8562101637
754	0.8559774163
755	0.8557523823
756	0.8555258531
757	0.8552903792
758	0.8550167556
759	0.854775349
760	0.8545703622
761	0.8543605573
762	0.8541513437
763	0.8539256778
764	0.8537272735
765	0.8535144199
766	0.8533046848
767	0.8530624941
768	0.8528641587
769	0.8526433552
770	0.8524781312
771	0.8522818076
772	0.8521032693
773	0.8518937576
774	0.8516466786
775	0.8514557042
776	0.8512573655
777	0.8509938215
778	0.850806099
779	0.8506118767
780	0.8504271201
781	0.8502343484
782	0.8500600667
783	0.8498611016
784	0.8496873439
785	0.8495028819
786	0.8492987712
787	0.8491043568
788	0.8488951367
789	0.8486711356
790	0.8484629186
791	0.8482466951
792	0.8480800514
793	0.8478943757
794	0.8476941077
795	0.8475238452
796	0.8473025356
797	0.8471211108
798	0.8468654745
799	0.8466453051
800	0.8464564139
801	0.8462641338
802	0.8460736925
803	0.8458738904
804	0.8456746465
805	0.8454796079
806	0.845332674
807	0.8450836046
808	0.8449177053
809	0.8447438865
810	0.8444710441
811	0.8443171694
812	0.8441479276
813	0.8439722446
814	0.843664382
815	0.8435145622
816	0.8432586341
817	0.8430618614
818	0.8428414218
819	0.8426554208
820	0.8425055388
821	0.8423365192
822	0.8421565554
823	0.8419758839
824	0.8417840109
825	0.8416252035
826	0.8414505739
827	0.8412244378
828	0.8410523447
829	0.8408581613
830	0.8405240392
831	0.8403402628
832	0.8401743242
833	0.839980912
834	0.8397859424
835	0.8395942449
836	0.8393895597
837	0.839215029
838	0.8390240803
839	0.8388315357
840	0.8386127142
841	0.8384201323
842	0.8382502811
843	0.8380622239
844	0.8378577996
845	0.8376127141
846	0.8373723463
847	0.83714448
848	0.8369951632
849	0.8368117943
850	0.8366185718
851	0.8364461263
852	0.8362327446
853	0.8360342589
854	0.8358416701
855	0.8356421093
856	0.8354740843
857	0.835287972
858	0.8351257663
859	0.8349383828
860	0.8347259269
861	0.8345036037
862	0.8343211183
863	0.8340877433
864	0.8338362586
865	0.8335981118
866	0.8334044623
867	0.8331790552
868	0.8329887009
869	0.8327891693
870	0.8326253585
871	0.8324535144
872	0.8322197501
873	0.8320706715
874	0.8319093647
875	0.8317169321
876	0.8315422733
877	0.8313805658
878	0.8311767341
879	0.8310200819
880	0.8308448504
881	0.8306748909
882	0.8304743432
883	0.8302941739
884	0.8300216013
885	0.8298652824
886	0.8297046563
887	0.8295052843
888	0.8292647987
889	0.8290946843
890	0.8289309164
891	0.8287918949
892	0.8286233614
893	0.8284450743
894	0.8282882925
895	0.8280974557
896	0.8279532995
897	0.8277730505
898	0.8275951149
899	0.8273987998
900	0.8271298349
901	0.8269493316
902	0.8267516217
903	0.8266153588
904	0.8264503051
905	0.826274057
906	0.8261210639
907	0.8259703942
908	0.8258098808
909	0.8256519004
910	0.8254837308
911	0.8253248304
912	0.8251308555
913	0.8249683039
914	0.8247383675
915	0.8245114734
916	0.8243278792
917	0.8241617475
918	0.8239890157
919	0.8238196717
920	0.8236596891
921	0.8234856512
922	0.8232743098
923	0.8230777338
924	0.8229172183
925	0.8227061315
926	0.822529098
927	0.8223247916
928	0.8221667765
929	0.8220034511
930	0.8218277794
931	0.8216821888
932	0.8214746759
933	0.8212976794
934	0.8211404626
935	0.8209746308
936	0.8207674625
937	0.8205907687
938	0.8204307777
939	0.8202376234
940	0.8200901641
941	0.8199338545
942	0.819763545
943	0.8195753274
944	0.8194298909
945	0.8192651757
946	0.8190477518
947	0.8188981508
948	0.8187289374
949	0.8185331771
950	0.8183400698
951	0.8181749291
952	0.8180298608
953	0.8177890276
954	0.8176336146
955	0.817470862
956	0.817304247
957	0.8171057494
958	0.8169484671
959	0.8167654558
960	0.8166285146
961	0.8164188235
962	0.8162518148
963	0.8160450412
964	0.8159053063
965	0.8157610289
966	0.8156162197
967	0.8154873968
968	0.8153091045
969	0.8151430772
970	0.8149957616
971	0.8148438509
972	0.8146842273
973	0.814463681
974	0.8143111506
975	0.8141129751
976	0.813954766
977	0.8138129781
978	0.8136379322
979	0.813498522
980	0.8133341174
981	0.8130988893
982	0.8129252914
983	0.8127864021
984	0.8126585775
985	0.8124244108
986	0.8121774964
987	0.8119848275
988	0.8118126154
989	0.8116638483
990	0.8114972893
991	0.811353836
992	0.8111987598
993	0.8110312763
994	0.8108341319
995	0.810651057
996	0.810486955
997	0.8103194065
998	0.8101691421
999	0.8100232898
