CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;ANO_INGRESO;FILOSOFIA_ICFES;APT_VERB_ICFES;FISICA_ICFES;MUNICIPIO;GENERO;APT_MAT_ICFES;LOCALIDAD;DEPARTAMENTO;SOCIALES_ICFES;ESTRATO;CALENDARIO;TIPO_COLEGIO;DISTANCIA;INSCRIPCION;CORTE_INGRESO;RENDIMIENTO_UNO;PROMEDIO_UNO
75.41;70.37;20;69.65;72.45;482.44;70.87;2011;63.68;70.87;72.78;43;0;75.41;20;7;0;2;1;1;6;10;1;2.0;37.857142857142854
74.62;69.93;20;69.65;78.83;489.4;59.27;2011;65.24;59.27;79.22;96;0;74.62;6;15;0;3;1;2;6;10;1;2.0;35.714285714285715
69.01;77.13;20;68.87;82.24;493.62;65.03;2011;66.58;65.03;69.98;127;0;69.01;12;15;0;2;1;1;6;10;1;2.0;30.607142857142858
83.87;73.24;7;75.16;75.02;494.49;67.92;2011;54.95;67.92;73.09;20;0;83.87;20;5;0;2;1;1;5;10;1;3.0;42.857142857142854
79.26;77.55;11;65.98;69.14;474.16;65.03;2011;57.9;65.03;69.98;20;0;79.26;8;5;0;2;1;2;5;10;1;3.0;41.785714285714285
71.35;61.66;7;61.28;69.64;483.13;64.91;2011;71.0;64.91;72.78;20;0;71.35;8;5;0;4;1;2;4;10;1;3.0;41.785714285714285
65.63;71.53;2;71.9;71.97;509.04;73.83;2011;77.27;73.83;76.27;20;1;65.63;19;5;0;3;1;2;3;10;1;2.0;37.857142857142854
68.39;75.1;21;58.6;82.67;479.27;67.8;2011;62.46;67.8;69.72;20;0;68.39;1;5;0;2;1;2;4;10;1;2.0;37.5
43.17;36.79;20;53.88;50.65;375.32;45.42;2011;54.21;45.42;46.63;7;0;43.17;11;30;0;3;1;1;5;7;1;1.0;15.0
83.87;55.62;7;69.65;72.45;453.28;67.92;2011;24.85;67.92;79.22;0;0;83.87;10;0;0;2;0;0;5;10;1;1.0;29.166666666666668
79.26;85.05;20;75.16;66.48;483.59;65.03;2011;60.81;65.03;69.98;0;0;79.26;19;0;0;3;0;0;4;10;1;2.0;37.857142857142854
72.05;66.95;10;71.9;75.02;495.3;73.98;2011;66.58;73.98;63.86;20;0;72.05;9;5;0;2;1;1;3;10;1;2.0;35.357142857142854
79.26;81.98;11;72.69;75.48;506.97;77.28;2011;75.71;77.28;66.68;20;0;79.26;20;5;0;2;1;2;5;10;1;3.0;41.42857142857143
72.05;60.44;11;79.57;69.64;475.83;70.87;2011;57.9;70.87;72.78;20;0;72.05;19;5;0;3;1;1;5;10;1;1.0;22.928571428571427
88.79;66.95;10;65.98;69.14;470.26;56.41;2011;59.66;56.41;69.98;0;0;88.79;4;0;0;3;0;0;5;10;1;3.0;43.92857142857143
79.26;73.24;10;68.87;66.48;480.4;70.87;2011;66.58;70.87;63.86;20;0;79.26;14;5;0;2;1;2;3;10;1;3.0;40.357142857142854
72.05;57.29;14;75.95;75.48;491.38;73.98;2011;57.9;73.98;66.68;20;0;72.05;20;5;0;2;1;1;4;10;1;2.0;35.357142857142854
72.05;62.13;11;75.16;75.02;476.62;59.4;2011;66.58;59.4;73.09;20;1;72.05;10;5;0;3;1;2;5;10;1;2.0;35.607142857142854
89.92;75.1;9;82.9;102.71;550.03;77.28;2011;57.9;77.28;69.98;20;0;89.92;3;5;0;2;1;2;4;10;1;3.0;40.714285714285715
71.35;66.03;10;66.77;72.45;506.55;77.1;2011;68.09;77.1;75.93;20;1;71.35;7;5;0;3;1;2;4;10;1;3.0;43.57142857142857
83.87;81.98;9;69.65;66.99;496.93;80.86;2011;63.68;80.86;69.72;20;0;83.87;8;5;0;4;1;2;4;10;1;2.0;35.357142857142854
72.05;48.42;6;69.65;66.99;487.98;73.98;2011;63.68;73.98;69.72;20;0;72.05;7;5;0;2;1;1;5;10;1;1.0;27.464285714285715
58.38;48.42;20;55.09;59.0;396.95;59.4;2011;48.66;59.4;54.26;176;0;58.38;10;24;0;1;1;1;6;5;1;1.0;16.785714285714285
74.62;63.4;6;82.9;86.89;502.71;59.27;2011;62.46;59.27;76.27;20;0;74.62;7;5;0;2;1;1;5;10;1;2.0;35.0
89.92;75.1;1;63.99;87.29;515.18;65.03;2011;63.68;65.03;75.93;20;0;89.92;10;5;0;3;1;2;3;10;1;3.0;40.714285714285715
71.35;69.93;20;66.77;93.36;472.92;62.11;2011;36.19;62.11;75.93;48;0;71.35;20;15;0;2;1;1;6;10;1;3.0;43.57142857142857
73.29;74.16;14;59.24;60.85;454.29;63.33;2011;56.09;63.33;77.52;0;0;73.29;7;0;0;3;0;0;3;10;1;1.0;15.0
72.05;68.41;17;75.16;78.39;483.15;65.03;2011;54.95;65.03;73.09;20;0;72.05;7;5;0;3;1;2;3;10;1;2.0;35.642857142857146
82.87;60.9;19;71.9;78.39;468.3;59.27;2011;53.93;59.27;63.86;20;0;82.87;11;5;0;1;1;2;5;10;1;2.0;36.964285714285715
69.01;79.4;1;55.09;82.24;473.85;56.55;2011;75.71;56.55;73.09;20;1;69.01;8;5;0;3;1;2;5;10;1;2.0;33.57142857142857
69.01;66.95;11;75.95;75.48;480.05;62.21;2011;60.81;62.21;69.72;20;0;69.01;1;5;0;3;1;1;5;10;1;2.0;39.642857142857146
71.35;44.51;10;69.65;75.48;474.07;59.27;2011;65.24;59.27;72.78;20;0;71.35;8;5;0;2;1;1;3;10;1;2.0;30.285714286428572
68.39;62.13;19;58.6;57.08;455.26;70.74;2011;59.66;70.74;75.93;20;0;68.39;7;5;0;2;1;1;5;10;1;1.0;20.357142857142858
69.01;68.41;9;66.77;66.99;476.88;77.28;2011;60.81;77.28;66.68;20;0;69.01;11;5;0;2;1;1;4;10;1;2.0;36.07142857142857
74.62;58.47;20;63.99;61.96;461.3;64.91;2011;53.93;64.91;69.72;52;0;74.62;8;21;0;3;1;1;6;10;1;1.0;30.0
68.39;54.92;7;75.16;75.02;474.49;59.27;2011;53.93;59.27;73.09;20;0;68.39;4;5;0;3;1;2;5;10;1;2.0;37.5
82.87;89.24;18;69.65;72.45;468.59;64.91;2011;50.93;64.91;60.57;20;1;82.87;10;5;0;2;1;1;4;10;1;2.0;30.714285714285715
66.17;62.94;20;63.99;66.99;475.5;70.87;2011;72.54;70.87;72.78;217;0;66.17;20;15;0;2;1;1;2;10;1;2.0;36.07142857142857
