NOTA_L_TRES;NOTA_HSE;NOTA_ADMIN;NOTA_TGUNO;VECES_HSE;NOTA_EI_TRES;NOTA_EE_DOS;NOTA_PROTELEC;NCC_OCHO;VECES_L_TRES;VECES_PROTELEC;CAR_OCHO;VECES_ADMIN;PROMEDIO_SIETE;NOTA_L_UNO;NOTA_L_DOS;VECES_EI_TRES;PROMEDIO_OCHO;NOTA_EI_CUATRO;VECES_EE_DOS;VECES_TGUNO;NAA_OCHO;NOTA_AIELEC;NCA_OCHO;NOTA_CCON;VECES_L_DOS;VECES_FGEP;NOTA_FGEP;EPA_OCHO;NOTA_HIST;NAC_OCHO;NOTA_SUBEL;NCP_OCHO;VECES_HIST;VECES_EI_CUATRO;VECES_SUBEL;CREDITOS_EE_DOS;CREDITOS_EI_TRES;CREDITOS_PROTELEC;CREDITOS_L_TRES;NAP_OCHO;CREDITOS_TGUNO;VECES_CCON;CREDITOS_ADMIN;CREDITOS_EI_CUATRO;CREDITOS_HSE;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
0;30;32;39;2;0;0;0;9.0;0;0;1;1;32.06666666666667;30;22;0;31.555555555555557;0;0;1;4;36;7.0;42;2;1;32;2;31;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;34.4
45;39;34;39;1;0;0;30;12.0;1;1;0;1;33.06666666666667;40;43;0;36.333333333333336;0;0;1;6;36;12.0;38;1;1;41;2;34;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.22222222222222
47;41;48;43;1;0;0;39;12.0;1;1;0;1;40.4;45;46;0;38.75;0;0;1;6;36;12.0;41;1;1;35;2;44;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;43.888888888888886
35;42;45;39;1;0;0;31;12.0;1;1;0;1;32.93333333333333;30;39;0;36.833333333333336;0;0;1;6;36;12.0;42;1;1;34;2;46;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.0
38;38;48;40;1;0;0;31;12.0;1;1;1;1;36.2;44;31;0;35.75;0;0;1;6;35;12.0;46;2;1;40;2;36;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.111111111111114
40;42;40;41;1;0;0;30;12.0;1;1;0;1;37.333333333333336;45;37;0;39.833333333333336;0;0;1;6;41;12.0;49;1;1;43;2;44;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.22222222222222
38;42;40;44;1;0;0;34;12.0;1;1;0;1;40.53333333333333;45;38;0;37.083333333333336;0;0;1;6;36;12.0;43;1;1;35;2;44;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.333333333333336
0;41;0;0;1;0;0;0;5.0;0;0;1;0;38.0;38;39;0;42.0;0;0;0;3;0;5.0;44;2;0;0;2;44;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.0
42;40;0;36;1;0;0;0;7.0;1;0;0;0;36.333333333333336;42;45;0;42.0;0;0;1;4;0;7.0;38;1;1;37;2;46;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.2
0;41;0;0;1;0;0;0;0.0;0;0;0;0;23.5;47;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;41.0
35;43;42;40;1;0;0;36;12.0;1;1;0;1;37.666666666666664;32;35;0;38.166666666666664;0;0;1;6;38;12.0;43;1;1;37;2;45;6;35;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.77777777777778
0;41;0;0;1;0;0;0;7.0;0;0;0;0;19.0;38;30;0;40.142857142857146;0;0;0;4;0;7.0;41;1;1;50;2;40;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.0
0;0;31;0;0;0;0;0;0.0;0;0;0;1;0.0;0;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;2.0;31.0
41;38;46;40;1;0;0;33;12.0;1;1;0;1;34.93333333333333;37;39;0;35.583333333333336;0;0;1;6;36;12.0;33;1;1;32;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.77777777777778
40;43;38;36;1;0;0;32;12.0;1;2;1;1;38.13333333333333;36;41;0;39.416666666666664;0;0;1;6;35;12.0;45;1;1;36;2;42;6;40;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;37.22222222222222
42;33;43;30;1;0;0;31;12.0;1;1;1;1;33.06666666666667;39;36;0;36.25;0;0;1;6;36;12.0;42;1;1;38;2;34;6;35;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;36.111111111111114
41;33;42;34;1;0;0;35;12.0;1;2;1;1;36.46666666666667;39;44;0;37.0;0;0;1;6;33;12.0;36;1;2;38;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.44444444444444
42;43;48;42;1;0;0;31;12.0;1;1;1;1;36.13333333333333;39;48;0;41.75;0;0;1;6;41;12.0;44;1;1;38;2;46;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;41.0
44;30;35;36;1;0;0;36;12.0;1;1;0;1;33.666666666666664;31;34;0;36.833333333333336;0;0;1;6;33;12.0;36;1;1;47;2;41;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;36.888888888888886
34;40;43;43;1;0;0;33;12.0;1;1;0;1;37.666666666666664;48;37;0;39.166666666666664;0;0;1;6;41;12.0;47;1;1;42;2;45;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.44444444444444
45;40;43;42;1;0;0;34;12.0;1;1;1;1;38.4;46;46;0;38.416666666666664;0;0;1;6;36;12.0;33;1;1;40;2;47;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;40.888888888888886
40;39;36;0;1;0;0;0;7.0;1;0;0;1;16.0;32;39;0;38.57142857142857;0;0;0;4;0;7.0;32;1;1;47;2;33;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.2
0;0;26;0;0;0;0;0;0.0;0;0;0;1;36.0;36;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;1.0;26.0
41;35;42;42;1;0;0;0;9.0;1;0;0;1;19.5;39;39;0;37.888888888888886;0;0;1;5;31;9.0;41;1;1;32;2;48;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.714285714285715
41;49;48;39;1;0;0;27;12.0;1;2;1;1;33.86666666666667;40;41;0;37.0;0;0;1;6;34;12.0;44;1;1;34;2;43;6;32;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;39.888888888888886
35;43;41;39;1;0;0;30;12.0;1;2;1;1;36.13333333333333;46;40;0;37.75;0;0;1;6;38;12.0;45;1;1;37;2;44;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;37.0
34;43;36;40;1;0;0;31;12.0;1;1;4;1;34.2;34;40;0;36.166666666666664;0;0;1;6;41;12.0;31;2;2;38;2;30;6;35;0.0;2;0;2;2;3;2;2;0;2;1;2;3;1;2.0;36.111111111111114
38;42;43;41;1;0;0;32;12.0;1;2;1;1;38.13333333333333;36;41;0;37.583333333333336;0;0;1;6;36;12.0;49;1;1;39;2;37;6;32;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;38.888888888888886
35;42;45;39;1;0;0;30;12.0;1;1;0;1;37.6;48;46;0;40.083333333333336;0;0;1;6;38;12.0;45;1;1;47;2;36;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.77777777777778
42;38;44;42;1;0;0;33;12.0;1;2;0;1;35.0;44;44;0;41.583333333333336;0;0;1;6;41;12.0;42;1;1;36;2;46;6;41;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;40.0
47;40;44;41;1;0;0;33;12.0;1;1;0;1;36.4;39;38;0;36.333333333333336;0;0;1;6;37;12.0;39;1;1;41;2;33;6;33;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.111111111111114
35;34;41;40;1;0;0;30;12.0;1;3;0;1;33.86666666666667;33;38;0;38.25;0;0;1;6;38;12.0;42;1;1;49;2;37;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;36.22222222222222
41;42;46;42;1;0;0;34;12.0;1;1;0;1;41.266666666666666;37;40;0;38.75;0;0;1;6;34;12.0;47;1;1;44;2;46;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.888888888888886
36;35;41;40;1;0;0;33;12.0;1;1;1;1;34.86666666666667;37;36;0;36.416666666666664;0;0;1;6;38;12.0;42;1;1;30;2;38;6;37;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;37.22222222222222
41;30;36;36;1;0;0;16;12.0;1;2;1;1;37.333333333333336;47;44;0;38.25;0;0;1;6;39;12.0;47;1;1;34;2;44;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;32.0
0;41;43;35;1;0;0;30;12.0;0;2;3;1;38.53333333333333;41;8;0;33.833333333333336;0;0;1;5;37;10.0;37;2;1;50;2;43;6;31;2.0;2;0;2;2;3;2;2;1;2;1;2;3;1;2.0;36.714285714285715
0;41;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;42.333333333333336;0;0;0;2;0;3.0;45;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.0
38;38;43;36;1;0;0;0;12.0;1;0;1;1;37.266666666666666;41;44;0;37.333333333333336;0;0;1;6;36;12.0;36;1;1;36;2;45;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;38.857142857142854
44;45;41;39;1;0;0;36;12.0;1;1;0;1;41.06666666666667;43;42;0;41.416666666666664;0;0;1;6;42;12.0;48;1;1;47;2;47;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.55555555555556
36;41;49;39;1;0;0;38;12.0;1;1;0;1;41.13333333333333;38;40;0;41.0;0;0;1;6;43;12.0;43;1;1;39;2;44;6;39;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.55555555555556
31;43;44;42;1;0;0;33;12.0;1;1;0;1;35.86666666666667;37;48;0;40.416666666666664;0;0;1;6;34;12.0;45;1;1;47;2;40;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.111111111111114
41;46;43;40;1;0;0;0;12.0;1;0;1;1;35.06666666666667;39;44;0;37.416666666666664;0;0;1;6;34;12.0;37;1;1;39;2;44;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;42;0;0;1;0;0;0;3.0;0;0;0;0;0.0;0;0;0;40.666666666666664;0;0;0;2;0;3.0;32;0;0;0;2;45;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;39;44;43;1;0;0;0;9.0;0;0;0;1;23.666666666666668;40;38;0;39.22222222222222;0;0;1;5;31;9.0;47;1;1;42;2;42;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.6
45;50;45;43;1;0;0;0;7.0;1;0;0;1;28.333333333333332;46;50;0;43.42857142857143;0;0;1;4;0;7.0;38;1;1;37;2;46;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;4.0;45.142857142857146
40;43;44;43;1;0;0;34;12.0;1;1;0;1;36.93333333333333;41;40;0;38.583333333333336;0;0;1;6;34;12.0;35;1;1;50;2;42;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.55555555555556
40;40;37;32;1;0;0;30;12.0;1;1;0;1;35.86666666666667;42;33;0;34.25;0;0;1;6;34;12.0;40;1;1;34;2;38;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;35.333333333333336
44;38;36;43;1;0;0;35;12.0;1;1;0;1;40.266666666666666;41;35;0;39.0;0;0;1;6;42;12.0;46;1;1;47;2;42;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.333333333333336
41;43;46;41;1;0;0;33;12.0;1;1;0;1;34.53333333333333;46;40;0;39.0;0;0;1;6;38;12.0;40;1;1;50;2;35;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.55555555555556
0;42;0;0;2;0;0;0;3.0;0;0;0;0;36.0;36;20;0;27.333333333333332;0;0;0;1;0;1.0;42;1;0;0;1;0;2;0;2.0;0;0;0;2;3;2;2;1;2;1;2;3;1;3.0;42.0
38;41;40;40;1;0;0;0;10.0;1;0;1;1;33.46666666666667;42;0;0;35.5;0;0;1;5;30;10.0;39;0;1;38;2;45;5;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;2.0;39.57142857142857
35;0;45;0;0;0;0;0;5.0;1;0;0;2;36.0;36;35;0;39.0;0;0;0;3;0;5.0;39;1;0;0;2;43;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;40.0
43;47;40;41;1;0;0;30;12.0;1;2;0;1;34.333333333333336;39;42;0;37.583333333333336;0;0;1;6;38;12.0;42;1;1;36;2;42;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.44444444444444
0;43;0;0;1;0;49;0;6.0;0;0;0;0;32.53846153846154;35;0;0;34.833333333333336;0;1;0;3;0;6.0;43;0;0;0;2;38;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;4.0;47.0
39;41;48;39;1;0;0;35;12.0;1;1;0;1;37.6;41;42;0;39.166666666666664;0;0;1;6;38;12.0;39;1;1;41;2;48;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.333333333333336
43;42;44;40;1;0;0;35;12.0;1;1;0;1;39.266666666666666;37;42;0;41.5;0;0;1;6;40;12.0;37;1;1;41;2;49;6;39;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.666666666666664
43;46;40;36;1;0;0;41;12.0;1;1;1;1;43.46666666666667;50;43;0;40.916666666666664;0;0;1;6;40;12.0;47;1;1;40;2;48;6;34;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;40.666666666666664
31;47;0;0;1;0;0;0;5.0;1;0;0;0;20.0;40;33;0;41.6;0;0;0;3;0;5.0;48;1;0;0;2;47;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;36.333333333333336
47;46;37;39;1;0;0;0;9.0;1;0;1;1;34.8;45;47;0;39.333333333333336;0;0;1;5;33;9.0;36;1;1;41;2;38;5;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;3.0;41.714285714285715
44;46;42;39;1;0;0;34;12.0;1;1;0;1;36.86666666666667;44;43;0;41.0;0;0;1;6;40;12.0;46;1;1;42;2;44;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.44444444444444
37;34;39;42;1;0;0;0;12.0;1;0;0;1;36.8;40;42;0;35.416666666666664;0;0;1;6;36;12.0;30;1;1;35;2;38;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.57142857142857
42;40;48;38;1;45;49;34;13.0;1;2;0;1;40.94444444444444;44;0;1;38.84615384615385;41;1;1;6;39;13.0;42;0;1;48;2;44;6;30;0.0;1;1;1;2;3;2;2;0;2;1;2;3;1;3.0;42.35294117647059
35;30;39;44;1;0;0;0;9.0;1;0;0;1;35.5;44;47;0;40.0;0;0;1;5;39;9.0;46;1;1;33;2;38;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.0
34;32;39;31;1;0;0;34;12.0;1;1;0;1;35.266666666666666;36;40;0;37.666666666666664;0;0;1;6;30;12.0;38;1;1;50;2;42;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;34.22222222222222
0;30;0;0;1;0;0;0;3.0;0;0;0;0;15.5;31;0;0;45.0;0;0;0;2;0;3.0;43;0;0;0;2;46;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;1.0;30.0
37;47;40;38;1;0;0;0;7.0;1;0;1;1;32.916666666666664;45;41;0;37.285714285714285;0;0;1;4;0;7.0;47;1;1;31;2;35;4;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;2.0;39.57142857142857
31;32;35;32;1;0;0;31;12.0;1;1;1;1;35.0;42;31;0;34.166666666666664;0;0;1;6;34;12.0;45;1;1;39;2;32;6;31;0.0;1;0;1;2;3;2;2;0;2;2;2;3;1;2.0;32.22222222222222
0;5;0;0;1;0;0;0;3.0;0;0;1;0;19.0;38;0;0;41.0;0;0;0;2;0;3.0;41;0;0;0;2;41;2;0;0.0;1;0;0;2;3;2;2;0;2;2;2;3;1;1.0;5.0
0;0;0;32;0;0;0;0;2.0;0;0;0;0;12.5;0;0;0;44.0;0;0;1;1;0;2.0;0;0;0;0;2;44;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;32.0
41;44;46;45;1;0;0;38;12.0;1;1;0;1;39.93333333333333;36;43;0;38.5;0;0;1;6;41;12.0;44;1;1;36;2;44;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;42.666666666666664
45;45;42;45;1;0;0;34;12.0;1;1;0;1;36.2;39;41;0;40.916666666666664;0;0;1;6;42;12.0;45;1;1;50;2;45;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.888888888888886
0;32;0;0;1;0;0;0;2.0;0;0;0;0;42.0;42;0;0;32.0;0;0;0;1;0;2.0;0;0;0;0;2;32;1;0;0.0;1;0;0;2;3;2;2;0;2;0;2;3;1;2.0;32.0
0;42;0;0;1;0;0;0;5.0;0;0;1;0;20.5;41;33;0;35.0;0;0;0;3;0;5.0;31;2;0;0;2;39;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;42.0
0;44;0;0;1;0;0;0;3.0;0;0;0;0;38.0;38;0;0;38.0;0;0;0;2;0;3.0;44;0;0;0;2;35;2;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;44.0
44;36;42;32;1;0;0;0;12.0;1;0;0;1;32.46666666666667;41;42;0;35.5;0;0;1;5;32;9.0;44;1;1;39;2;45;6;22;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.857142857142854
45;45;0;41;1;0;0;0;9.0;1;0;0;0;37.2;45;40;0;37.44444444444444;0;0;1;5;36;9.0;43;1;1;33;2;38;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;43.4
33;45;40;38;1;0;0;0;12.0;1;0;0;1;32.8;40;34;0;31.0;0;0;1;5;37;9.0;38;1;1;30;2;30;6;24;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;38.142857142857146
41;35;0;44;1;0;0;18;12.0;1;1;1;0;34.0;38;40;0;37.666666666666664;0;0;1;6;30;12.0;47;1;1;35;2;45;6;35;0.0;1;0;1;2;3;2;2;0;2;2;2;3;1;2.0;34.42857142857143
30;43;42;34;1;0;0;34;12.0;1;2;0;1;36.4;37;35;0;34.5;0;0;1;6;36;12.0;36;1;1;36;2;37;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;35.888888888888886
37;35;46;32;1;0;0;0;9.0;1;0;0;1;33.2;41;41;0;36.111111111111114;0;0;1;5;30;9.0;49;1;1;33;2;34;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;37.857142857142854
46;44;43;32;1;0;0;37;10.0;1;1;0;1;36.733333333333334;47;0;0;35.2;0;0;1;5;31;10.0;39;0;1;37;2;42;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;40.0
41;41;35;39;1;0;0;0;7.0;1;0;0;1;35.13333333333333;46;36;0;37.285714285714285;0;0;1;4;0;7.0;31;1;1;36;2;43;4;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.714285714285715
46;47;48;40;1;0;0;0;12.0;1;0;1;1;36.8;49;48;0;40.833333333333336;0;0;1;6;39;12.0;48;1;1;41;2;48;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;45.0
40;43;47;40;1;0;0;31;12.0;1;1;0;1;34.86666666666667;46;45;0;39.75;0;0;1;6;37;12.0;41;1;1;41;2;44;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.888888888888886
43;45;48;42;1;0;0;33;12.0;1;1;0;1;38.8;45;43;0;39.333333333333336;0;0;1;6;42;12.0;48;1;1;42;2;37;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.888888888888886
0;42;0;0;1;0;0;0;0.0;0;0;0;0;24.0;24;0;0;0.0;0;0;0;0;0;0.0;0;0;0;0;1;0;0;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;3.0;42.0
40;43;36;47;1;0;0;32;12.0;1;1;0;1;38.0;39;37;0;37.416666666666664;0;0;1;6;35;12.0;39;1;1;42;2;46;6;30;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;39.22222222222222
42;45;48;42;1;0;0;37;12.0;1;1;0;1;41.86666666666667;39;49;0;39.333333333333336;0;0;1;6;42;12.0;48;1;1;36;2;37;6;32;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;42.55555555555556
42;44;41;39;1;0;0;0;9.0;1;0;0;1;34.666666666666664;43;39;0;38.44444444444444;0;0;1;5;34;9.0;48;1;1;35;2;41;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;41.142857142857146
0;40;35;41;1;0;0;0;9.0;0;0;0;1;26.0;43;39;0;37.111111111111114;0;0;1;5;30;9.0;40;1;1;35;2;43;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;38.4
32;37;43;34;1;0;0;0;9.0;1;0;1;1;30.6;38;46;0;32.888888888888886;0;0;1;4;26;7.0;32;1;1;30;2;30;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;36.42857142857143
38;46;48;41;1;0;0;0;12.0;1;0;0;1;35.2;48;41;0;33.666666666666664;0;0;1;5;31;9.0;44;1;1;35;2;43;6;20;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;42.857142857142854
39;36;0;41;1;0;0;0;9.0;1;0;0;0;26.0;39;38;0;37.333333333333336;0;0;1;5;31;9.0;48;1;1;33;2;42;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.2
45;0;0;0;0;0;0;0;5.0;1;0;0;0;17.0;34;43;0;40.2;0;0;0;3;0;5.0;37;1;0;0;2;39;3;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;45.0
41;35;38;37;1;0;0;0;12.0;1;0;1;1;36.2;35;46;0;36.333333333333336;0;0;1;5;36;9.0;42;1;1;41;2;47;6;18;3.0;1;0;2;2;3;2;2;1;2;1;2;3;1;2.0;38.142857142857146
46;31;40;44;1;0;0;0;12.0;1;0;1;1;36.733333333333334;46;42;0;37.5;0;0;1;6;30;12.0;44;1;1;38;2;48;6;30;0.0;1;0;2;2;3;2;2;0;2;1;2;3;1;3.0;41.57142857142857
44;36;41;39;1;0;0;0;9.0;1;0;0;1;23.0;47;35;0;37.333333333333336;0;0;1;5;30;9.0;48;1;1;33;2;46;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;3.0;40.57142857142857
0;41;0;31;1;0;0;0;9.0;0;0;0;0;22.8;35;46;0;34.0;0;0;1;4;16;7.0;34;1;1;37;2;37;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;34.333333333333336
40;43;44;37;1;0;0;38;12.0;1;2;0;1;38.53333333333333;39;38;0;36.25;0;0;1;6;38;12.0;41;1;1;36;2;34;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.111111111111114
41;34;0;35;2;0;0;0;9.0;1;0;1;0;31.866666666666667;50;40;0;33.55555555555556;0;0;1;4;27;7.0;36;1;1;30;2;36;5;0;2.0;1;0;0;2;3;2;2;1;2;1;2;3;1;2.0;37.2
0;42;48;35;1;0;0;0;12.0;0;0;0;1;33.0;35;37;0;33.916666666666664;0;0;1;5;37;9.0;39;1;1;36;2;35;6;26;3.0;1;0;1;2;3;2;2;1;2;1;2;3;1;3.0;41.6
0;0;34;40;0;0;0;38;12.0;0;1;0;1;35.733333333333334;32;43;0;36.583333333333336;0;0;1;6;34;12.0;48;1;1;30;2;36;6;35;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.333333333333336
0;31;0;0;1;0;0;0;3.0;0;0;1;0;34.0;34;0;0;38.333333333333336;0;0;0;2;0;3.0;41;0;0;0;2;37;2;0;0.0;2;0;0;2;3;2;2;0;2;1;2;3;1;2.0;31.0
0;10;0;0;1;0;0;0;3.0;0;0;1;0;15.0;15;0;0;13.0;0;0;0;0;0;0.0;9;0;0;0;1;15;2;0;3.0;2;0;0;2;3;2;2;2;2;1;2;3;1;1.0;10.0
41;37;42;39;1;0;0;0;12.0;1;0;0;1;34.6;36;38;0;37.333333333333336;0;0;1;6;36;12.0;47;1;1;33;2;47;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;40.142857142857146
0;30;0;0;1;0;0;0;1.0;0;0;0;0;0.0;0;0;0;42.0;0;0;0;1;0;1.0;42;0;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;1;2;3;1;1.0;30.0
43;40;47;40;1;0;0;37;12.0;1;1;0;1;44.733333333333334;50;46;0;41.666666666666664;0;0;1;6;40;12.0;44;1;1;44;2;44;6;36;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.55555555555556
41;36;37;40;1;0;0;32;12.0;1;1;0;1;36.6;44;43;0;38.666666666666664;0;0;1;6;38;12.0;35;1;1;42;2;45;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.333333333333336
0;37;31;30;1;0;0;0;12.0;0;0;2;1;32.13333333333333;31;42;0;33.666666666666664;0;0;1;5;33;9.0;43;1;2;37;2;37;6;21;3.0;2;0;1;2;3;2;2;1;2;1;2;3;1;2.0;31.8
38;30;41;42;1;0;0;31;12.0;1;1;0;1;41.733333333333334;49;34;0;35.5;0;0;1;6;38;12.0;46;1;1;32;2;35;6;34;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;37.111111111111114
20;0;0;0;0;0;0;0;2.0;1;0;0;0;38.0;38;34;0;34.0;0;0;0;1;0;2.0;0;1;0;0;2;0;1;0;0.0;0;0;0;2;3;2;2;0;2;0;2;3;1;1.0;20.0
0;35;0;30;1;0;0;0;12.0;0;0;1;0;37.5;39;40;0;34.0;0;0;1;5;31;10.0;40;1;2;40;2;28;6;30;2.0;1;0;1;2;3;2;2;1;2;1;2;3;1;2.0;31.666666666666668
42;42;45;33;1;0;0;33;12.0;1;1;1;1;35.333333333333336;36;43;0;37.583333333333336;0;0;1;6;32;12.0;42;1;1;42;2;41;6;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;2.0;38.666666666666664
0;39;0;42;1;0;0;0;10.0;0;0;0;0;38.23076923076923;0;0;0;39.2;0;0;1;5;36;10.0;47;0;1;43;2;47;5;31;0.0;1;0;1;2;3;2;2;0;2;1;2;3;1;3.0;41.0
39;45;40;36;1;0;0;0;9.0;1;0;0;1;33.083333333333336;41;41;0;41.888888888888886;0;0;1;5;37;9.0;45;1;1;39;2;49;5;0;0.0;1;0;0;2;3;2;2;0;2;1;2;3;1;2.0;39.285714285714285
