NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NOTA_DIFERENCIAL;NAC_DOS;NCP_DOS;VECES_SEGUNDA_LENGUA_DOS;VECES_EE_DOS;VECES_ECUACIONES;PG_ICFES;NOTA_TEXTOS;CAR_DOS;NCC_DOS;NAP_DOS;NAP_UNO;NOTA_SEMINARIO;VECES_LOGICA;VECES_EE_UNO;NAA_UNO;VECES_DIFERENCIAL;VECES_CATEDRA_DEM;NCA_UNO;NOTA_CATEDRA_CON;NCC_UNO;NOTA_EE_UNO;NAC_UNO;NOTA_CATEDRA_DEM;NOTA_LOGICA;CAR_UNO;NOTA_PROG_BASICA;EPA_DOS;IDIOMA_ICFES;CON_MAT_ICFES;CREDITOS_EE_DOS;CREDITOS_ECUACIONES;CREDITOS_MULTIVARIADO;CREDITOS_TGS;CREDITOS_SEGUNDA_LENGUA_DOS;CREDITOS_FISICA_DOS;PROMEDIO_UNO;PROMEDIO_DOS;CREDITOS_PROG_AVANZADA;RENDIMIENTO_TRES;PROMEDIO_TRES
42.0;35.0;36.0;32.0;43.0;1;40;1;8;1;19.0;1;32.0;34.0;8;0.0;1;1;1;400.59;42.0;1;19.0;0;0;42.0;1;1;9;1;1;18.0;43.0;18.0;37.0;9;32.0;33.0;0;40.0;2;88.85;64.12;2;3;3;2;2;3;37.611111111111114;39.0;3;2.0;36.388888888888886
34.0;34.0;11.0;16.0;0.0;1;0;1;5;1;13.0;2;0.0;31.0;6;3.0;0;0;0;387.38;39.0;1;16.0;1;0;48.0;2;1;9;1;1;18.0;50.0;18.0;50.0;9;41.0;33.5;1;39.0;2;77.13;60.6;2;3;3;2;2;3;39.19444444444444;32.96875;3;1.0;22.818181818181817
30.0;41.0;33.0;32.0;46.0;1;42;1;6;1;13.0;1;34.0;27.0;8;6.0;1;1;1;390.28;34.0;2;19.0;2;2;45.0;2;1;7;2;1;11.0;45.0;18.0;35.0;9;40.0;25.5;2;37.0;2;94.05;55.69;2;3;3;2;2;3;33.583333333333336;33.92105263105263;3;2.0;36.44444444444444
25.0;0.0;0.0;0.0;0.0;0;0;0;2;1;5.0;0;0.0;22.0;6;11.0;0;0;0;387.73;30.0;2;16.0;4;1;33.0;1;0;7;3;2;12.0;35.0;16.0;0.0;8;36.5;34.0;2;30.0;1;64.24;63.47;2;3;3;2;2;3;30.21875;28.8125;3;1.0;25.0
29.33333333;33.0;0.0;23.0;0.0;0;0;1;4;3;9.0;1;0.0;31.0;6;6.0;0;0;0;378.37;39.0;4;15.0;2;0;36.0;1;0;8;1;1;16.0;31.0;16.0;0.0;8;40.0;38.0;0;39.0;2;54.57;63.87;2;3;3;2;2;3;36.1875;30.59999999933333;3;1.0;28.3333333325
39.0;0.0;0.0;0.0;0.0;0;0;0;6;1;16.0;1;0.0;39.0;6;0.0;1;0;1;383.41;41.0;0;16.0;0;0;46.0;1;0;7;1;1;15.0;0.0;15.0;0.0;7;37.0;42.0;0;43.0;2;54.45;66.56;2;3;3;2;2;3;41.2;39.9375;3;1.0;7.8
35.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0;0.0;19.25;3;9.0;0;0;0;394.92;26.0;2;9.0;3;5;23.5;2;0;2;4;2;4.0;0.0;15.0;0.0;7;20.0;21.5;5;35.0;1;75.8;62.92;2;3;3;2;2;3;25.466666666666665;11.666666666666666;3;2.0;35.0
33.0;31.0;33.0;33.0;40.0;1;40;1;7;1;16.0;2;32.0;29.0;8;3.0;1;1;1;393.72;39.0;1;19.0;1;2;41.0;2;1;7;3;1;11.0;46.0;18.0;38.0;9;35.0;25.0;2;37.0;2;68.41;55.27;2;3;3;2;2;3;34.22222222222222;34.6578947368421;3;2.0;34.05555555555556
36.0;41.0;20.0;28.0;38.0;1;0;1;4;1;10.0;1;0.0;21.0;6;6.0;1;0;0;378.49;39.0;2;16.0;2;2;39.0;2;1;7;3;1;11.0;43.0;18.0;43.0;9;35.0;24.5;2;36.0;2;66.03;67.28;2;3;3;2;2;3;32.75;32.5;3;2.0;31.923076923076923
44.0;36.0;31.0;31.0;20.0;1;42;1;8;1;19.0;1;32.5;35.0;8;0.0;2;1;2;387.0;47.0;0;19.0;0;0;48.0;1;1;9;1;1;18.0;32.0;18.0;40.0;9;41.0;47.0;0;41.0;2;51.01;65.86;2;3;3;2;2;3;41.05555555555556;37.89473684210526;3;2.0;33.52777777777778
42.0;31.0;26.5;36.0;42.0;2;39;1;8;1;19.0;1;33.0;29.5;8;0.0;1;1;1;381.99;40.0;1;19.0;0;1;46.0;1;1;8;2;1;14.0;39.0;18.0;37.0;9;32.0;31.0;1;44.0;2;73.93;59.94;2;3;3;2;2;3;36.333333333333336;38.18421052631579;3;2.0;34.75
40.0;38.0;31.0;29.0;47.0;1;45;1;7;1;16.0;2;30.5;37.0;8;3.0;1;1;2;383.37;41.0;1;19.0;1;0;46.0;1;1;9;1;1;18.0;34.0;18.0;36.0;9;41.0;40.0;0;42.0;2;66.95;66.56;2;3;3;2;2;3;39.77777777777778;37.18421052631579;3;2.0;36.083333333333336
40.0;32.0;30.0;32.0;46.0;1;46;1;7;1;16.0;2;29.0;35.0;8;3.0;1;1;2;375.6;45.0;1;19.0;1;0;47.0;1;1;9;1;1;18.0;37.0;18.0;38.0;9;40.0;42.0;0;43.0;2;70.18;68.85;2;3;3;2;2;3;40.27777777777778;36.473684210526315;3;2.0;35.166666666666664
33.0;30.0;22.0;0.0;0.0;2;0;1;2;1;5.0;0;0.0;28.0;6;11.0;0;0;0;391.9;35.0;3;16.0;4;2;35.0;2;0;5;2;1;8.0;0.0;15.0;0.0;7;37.0;27.5;2;37.0;1;45.94;59.77;2;3;3;2;2;3;31.966666666666665;27.156250000625;3;1.0;27.75
42.0;30.0;31.0;29.5;32.0;1;31;1;7;1;16.0;2;32.0;33.0;8;3.0;1;2;1;376.14;44.0;1;19.0;1;0;46.0;1;2;9;2;1;18.0;32.0;18.0;33.0;9;41.0;39.0;2;41.0;2;77.13;63.47;2;3;3;2;2;3;37.888888888888886;38.18421052631579;3;2.0;32.083333333333336
25.0;15.0;0.0;0.0;15.0;0;0;2;2;2;5.0;0;0.0;24.0;5;9.0;1;0;0;398.94;42.0;3;14.0;3;2;46.0;2;0;5;2;1;8.0;0.0;15.0;0.0;7;30.0;28.0;2;35.0;1;62.94;67.28;2;3;3;2;2;3;32.4;24.321428571428573;3;1.0;17.857142857142858
40.0;33.0;33.0;37.0;46.0;1;42;1;7;1;16.0;1;31.0;31.0;8;3.0;1;1;2;383.74;38.0;1;19.0;1;0;43.0;1;1;9;1;1;18.0;45.0;18.0;42.0;9;46.0;36.0;0;42.0;2;41.43;72.11;2;3;3;2;2;3;38.388888888888886;35.8421052631579;3;2.0;36.55555555555556
39.0;31.0;34.0;32.0;43.0;1;42;1;8;1;19.0;1;34.0;29.5;8;0.0;1;1;1;370.7;37.0;0;19.0;0;1;44.0;1;1;8;2;1;14.0;39.0;18.0;40.0;9;35.0;34.0;1;40.0;2;56.82;52.71;2;3;3;2;2;3;36.0;40.578947368421055;3;2.0;35.611111111111114
34.0;27.0;19.0;30.0;42.0;2;0;2;4;1;11.0;1;32.0;22.66666667;6;5.0;1;0;2;456.0;40.0;4;16.0;2;3;48.0;1;1;6;3;2;11.0;46.0;18.0;24.0;9;25.5;33.0;2;34.0;2;68.0;76.0;2;3;3;2;2;3;32.12037037111111;31.687499999375;3;1.0;29.75
18.66666667;34.0;23.66666667;24.66666667;46.0;3;35;1;7;3;16.0;3;31.0;30.0;8;3.0;1;1;1;457.0;40.0;1;19.0;1;1;33.0;1;1;8;1;1;16.0;47.0;18.0;7.0;9;39.0;35.0;0;42.0;2;66.0;69.0;2;3;3;2;2;3;33.833333333333336;33.10526315789474;3;1.0;29.96296296444445
7.0;0.0;0.0;0.0;0.0;0;0;0;1;2;2.0;0;0.0;12.66666667;4;8.0;0;0;0;453.0;37.0;1;10.0;3;3;40.0;2;1;6;3;1;9.0;49.0;18.0;3.0;9;31.0;22.0;2;39.0;1;47.0;59.0;2;3;3;2;2;3;26.425925926666665;11.0;3;1.0;7.0
38.0;30.0;30.5;26.0;40.0;2;38;1;7;1;18.0;2;25.5;31.0;7;0.0;1;1;2;456.0;36.0;0;18.0;0;0;38.0;1;1;9;1;2;18.0;47.0;18.0;34.0;9;33.5;40.0;1;46.0;2;63.0;63.0;2;3;3;2;2;3;37.916666666666664;34.111111111111114;3;2.0;31.555555555555557
0.0;5.0;0.0;0.0;0.0;0;0;1;6;1;14.0;0;0.0;18.33333333;7;3.0;0;0;0;453.0;36.0;1;17.0;1;1;40.0;2;0;7;3;1;12.0;47.0;16.0;0.0;8;35.0;35.5;2;45.0;2;71.0;75.0;2;3;3;2;2;3;34.427083332500004;31.441176470588236;3;1.0;3.0
30.0;27.5;25.66666667;34.0;35.0;3;36;2;5;1;10.0;2;30.0;23.66666667;8;9.0;1;2;2;440.0;44.0;3;19.0;3;1;40.0;1;2;8;3;1;14.0;46.0;18.0;36.0;9;34.0;31.0;2;44.0;1;49.0;75.0;2;3;3;2;2;3;35.59259259333333;32.60526315789474;3;2.0;30.750000000555556
43.0;45.0;31.0;32.0;0.0;1;0;1;7;1;17.0;1;16.0;30.0;7;0.0;0;0;1;467.0;43.0;0;17.0;0;0;40.0;1;1;9;1;1;18.0;47.0;18.0;47.0;9;42.0;35.0;0;50.0;2;60.0;76.0;2;3;3;2;2;3;40.55555555555556;41.94117647058823;3;2.0;32.714285714285715
28.5;30.0;27.0;32.0;36.0;2;38;1;4;2;7.0;2;32.0;21.66666667;8;12.0;1;1;1;428.0;30.0;4;19.0;4;1;47.0;1;1;8;3;1;14.0;48.0;18.0;36.0;9;30.0;33.0;1;42.0;1;45.0;86.0;2;3;3;2;2;3;33.98148148222222;31.342105263157894;3;2.0;31.555555555555557
30.0;29.5;33.0;30.0;41.0;1;40;2;5;1;11.0;1;31.0;30.0;8;8.0;1;1;1;447.0;33.0;4;19.0;3;1;37.0;1;1;8;1;2;17.0;47.0;18.0;36.0;9;26.5;30.0;1;39.0;1;49.0;69.0;2;3;3;2;2;3;34.083333333333336;30.684210525789474;3;2.0;32.916666666666664
40.0;44.0;36.0;30.0;42.0;1;46;1;6;1;13.0;1;40.0;31.0;8;6.0;1;1;1;442.0;40.0;2;19.0;2;0;49.0;1;1;9;1;1;18.0;50.0;18.0;34.0;9;38.0;35.0;0;42.0;2;66.0;76.0;2;3;3;2;2;3;37.833333333333336;34.68421052631579;3;2.0;39.22222222222222
42.0;43.0;38.0;42.0;48.0;1;46;1;8;1;19.0;1;31.0;36.0;8;0.0;1;1;1;427.0;40.0;0;19.0;0;0;48.0;1;1;9;1;1;18.0;47.0;18.0;43.0;9;34.0;48.0;0;48.0;2;63.0;76.0;2;3;3;2;2;3;42.94444444444444;42.94736842105263;3;3.0;40.77777777777778
39.0;40.0;42.0;38.0;38.0;1;41;1;6;1;13.0;1;39.0;32.0;8;6.0;1;1;1;444.0;50.0;2;19.0;2;0;40.0;1;1;9;1;1;18.0;46.0;18.0;37.0;9;36.0;30.0;0;42.0;2;43.0;68.0;2;3;3;2;2;3;38.05555555555556;34.578947367894735;3;2.0;39.611111111111114
0.0;9.5;4.0;14.0;37.0;1;0;2;6;1;15.0;2;34.0;30.0;7;2.0;1;0;1;436.14;29.5;0;17.0;1;2;39.0;2;1;7;1;2;14.0;47.0;18.0;15.0;9;31.0;31.5;3;37.0;2;111.94;81.5;2;3;3;2;2;3;31.916666666666668;34.470588235294116;3;1.0;16.15625
36.0;40.0;19.66666667;0.0;43.0;3;0;1;5;1;13.0;1;0.0;30.0;6;3.0;1;0;1;441.0;40.0;1;16.0;1;0;48.0;1;1;9;1;1;18.0;49.0;18.0;50.0;9;33.0;30.0;0;42.0;2;49.0;75.0;2;3;3;2;2;3;38.22222222222222;32.499999999375;3;1.0;21.062500000625
43.0;32.0;39.0;34.0;47.0;1;50;1;8;1;19.0;1;39.0;32.0;8;0.0;1;1;1;449.0;50.0;0;19.0;0;0;48.0;1;1;9;1;1;18.0;47.0;18.0;45.0;9;37.0;39.0;0;48.0;2;77.0;85.0;2;3;3;2;2;3;41.888888888888886;39.8421052631579;3;2.0;39.55555555555556
47.0;36.0;37.0;32.0;46.0;1;44;1;8;1;19.0;1;38.0;39.0;8;0.0;1;1;1;438.0;50.0;0;19.0;0;0;48.0;1;1;9;1;1;18.0;49.0;18.0;42.0;9;44.0;37.0;0;46.0;2;61.0;86.0;2;3;3;2;2;3;43.0;43.78947368421053;3;2.0;39.05555555555556
47.0;37.0;37.0;24.0;42.0;1;41;1;7;1;16.0;2;32.0;30.0;8;3.0;1;1;1;438.0;47.0;1;19.0;1;0;40.0;1;1;9;1;1;18.0;47.0;18.0;39.0;9;38.0;35.0;0;43.0;2;49.0;69.0;2;3;3;2;2;3;38.5;34.473684211052635;3;2.0;36.111111111111114
37.0;30.0;27.0;31.0;26.0;3;45;1;8;1;19.0;1;39.0;35.0;8;0.0;3;1;1;437.0;36.0;0;19.0;0;1;39.0;1;1;8;1;2;17.0;49.0;18.0;35.0;9;25.0;45.0;1;30.0;2;56.0;69.0;2;3;3;2;2;3;36.611111111111114;35.578947368421055;3;2.0;33.166666666666664
30.33333333;16.0;23.0;12.0;0.0;1;0;2;2;3;5.0;2;5.333333333;32.0;6;11.0;0;0;3;422.0;36.0;4;16.0;4;1;40.0;1;0;7;1;2;15.0;48.0;16.0;0.0;8;29.5;34.0;1;34.0;1;49.0;86.0;2;3;3;2;2;3;35.03125;27.71875;3;1.0;16.404761904214286
36.0;36.0;30.0;30.0;0.0;1;41;1;6;2;14.0;1;36.0;31.0;7;3.0;0;1;1;433.0;40.0;3;17.0;1;0;47.0;1;1;9;1;2;18.0;37.0;18.0;40.0;9;31.5;37.0;1;40.0;2;66.91;80.88;2;3;3;2;2;3;37.416666666666664;35.26470588235294;3;2.0;34.375
25.66666667;0.0;0.0;0.0;0.0;0;0;0;2;3;6.0;0;4.0;23.33333333;5;7.0;0;0;1;401.0;34.0;3;13.0;3;4;32.0;3;0;4;3;3;5.0;37.0;16.0;0.0;8;21.0;19.0;4;24.66666667;1;36.0;85.0;2;3;3;2;2;3;26.520833333125;26.0;3;1.0;12.666666668000001
29.0;35.0;18.33333333;22.33333333;34.0;3;0;1;6;2;15.0;3;30.0;30.5;7;2.0;1;0;1;447.0;43.0;0;17.0;1;0;30.0;1;0;8;2;1;16.0;47.0;16.0;0.0;8;34.0;35.0;1;50.0;2;80.0;69.0;2;3;3;2;2;3;38.6875;35.88235294117647;3;1.0;27.68749999875
11.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0;0.0;6.5;2;5.0;0;0;0;469.0;30.0;0;5.0;2;4;47.0;2;0;4;2;2;5.0;48.0;16.0;0.0;8;16.5;10.0;4;21.0;1;50.0;76.0;2;3;3;2;2;3;20.65625;13.6;3;1.0;11.0
35.0;23.0;25.0;0.0;41.0;1;0;1;4;1;10.0;0;0.0;31.0;6;6.0;1;0;0;458.0;33.0;2;16.0;2;0;48.0;1;0;8;1;1;16.0;49.0;16.0;0.0;8;30.0;30.0;0;32.0;2;60.0;64.0;2;3;3;2;2;3;33.9375;31.15625;3;1.0;29.6
17.0;14.0;26.0;19.0;0.0;1;0;1;5;1;13.0;1;14.0;32.0;6;3.0;0;0;1;444.0;43.0;1;16.0;1;0;48.0;1;0;8;1;1;16.0;47.0;16.0;0.0;8;34.0;34.0;0;32.0;2;66.0;64.0;2;3;3;2;2;3;36.5625;32.15625;3;1.0;18.071428571428573
27.0;0.0;0.0;0.0;0.0;0;0;0;1;2;2.0;0;0.0;32.0;3;6.0;0;0;0;459.0;34.0;1;8.0;2;1;48.0;1;0;7;1;1;13.0;48.0;16.0;0.0;8;30.0;33.0;1;24.0;1;34.0;69.0;2;3;3;2;2;3;33.5;15.9375;3;1.0;27.0
27.5;17.33333333;28.33333333;28.5;46.0;3;50;3;6;2;16.0;2;25.5;36.0;6;0.0;1;1;2;431.0;33.0;0;16.0;0;1;48.0;1;1;8;1;2;17.0;49.0;18.0;37.0;9;26.0;34.0;1;35.0;2;74.0;56.0;2;3;3;2;2;3;36.44444444444444;36.0;3;2.0;30.33333333222222
34.0;42.0;28.5;38.0;40.0;2;42;1;7;2;16.0;1;29.5;26.5;8;3.0;1;1;2;422.0;47.0;1;19.0;1;1;48.0;1;1;8;2;1;14.0;48.0;18.0;37.0;9;38.0;34.0;1;50.0;2;63.0;56.0;2;3;3;2;2;3;39.111111111111114;35.71052631578947;3;2.0;35.888888888888886
34.0;30.0;30.0;30.0;45.0;1;44;1;7;2;16.0;2;28.0;30.0;8;3.0;1;1;2;412.0;36.0;2;19.0;1;0;47.0;1;1;9;1;1;18.0;50.0;18.0;39.0;9;35.0;31.0;0;32.0;2;58.0;69.0;2;3;3;2;2;3;35.27777777777778;34.31578947368421;3;2.0;33.333333333333336
45.0;34.0;29.0;37.0;46.0;2;42;1;8;1;19.0;1;43.0;32.0;8;0.0;1;1;1;445.0;40.0;0;19.0;0;0;50.0;1;1;9;1;1;18.0;48.0;18.0;41.0;9;44.0;41.0;0;39.0;2;61.0;64.0;2;3;3;2;2;3;40.111111111111114;38.578947368421055;3;2.0;38.611111111111114
13.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0;0.0;14.0;4;11.0;0;0;0;417.0;37.0;4;11.0;4;2;15.66666667;1;0;6;3;1;11.0;48.0;16.0;0.0;8;39.0;41.0;2;32.0;1;50.0;75.0;2;3;3;2;2;3;30.979166666875;9.196969696454547;3;1.0;13.0
30.0;41.0;35.0;34.0;43.0;1;42;1;7;1;16.0;1;40.0;32.0;8;3.0;1;1;1;417.0;38.0;1;19.0;1;1;20.5;1;1;8;2;1;17.0;50.0;18.0;40.0;9;39.0;39.0;2;39.0;2;49.0;86.0;2;3;3;2;2;3;37.361111111111114;39.81578947368421;3;2.0;37.77777777777778
30.0;45.0;30.0;23.0;40.0;1;31;1;6;1;13.0;2;34.0;29.0;8;6.0;1;2;1;421.0;39.0;2;19.0;2;2;40.0;1;2;7;2;1;12.0;49.0;18.0;29.0;9;43.0;37.0;2;34.0;2;39.0;86.0;2;3;3;2;2;3;35.55555555555556;35.73684210526316;3;2.0;33.22222222222222
11.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0;0.0;5.5;2;5.0;0;0;0;430.0;36.0;0;5.0;2;2;0.0;1;0;6;2;1;11.0;48.0;16.0;0.0;8;38.0;30.0;2;43.0;1;43.0;76.0;2;3;3;2;2;3;27.625;0.0;3;1.0;11.0
28.0;40.0;26.5;37.0;0.0;2;35;1;6;2;14.0;1;32.0;25.0;7;3.0;0;1;1;424.0;38.0;1;17.0;1;2;18.0;1;1;7;2;1;13.0;50.0;18.0;35.0;9;39.0;34.0;2;36.0;2;56.0;64.0;2;3;3;2;2;3;33.55555555555556;33.05882352941177;3;2.0;33.28125
24.0;0.0;0.0;0.0;42.0;0;0;0;2;1;4.0;0;0.0;14.0;3;3.0;1;0;0;430.0;37.0;1;7.0;1;4;18.5;1;1;5;3;1;8.0;48.0;18.0;3.0;9;37.0;37.0;3;27.0;1;60.0;68.0;2;3;3;2;2;3;26.583333333333332;28.642857142857142;3;2.0;33.0
30.0;34.0;16.5;30.0;35.0;2;30;1;6;1;13.0;1;22.0;30.0;8;6.0;1;2;2;428.0;38.0;2;19.0;2;1;12.33333333;1;2;8;1;1;17.0;49.0;18.0;30.0;9;36.0;30.0;2;40.0;2;58.0;64.0;2;3;3;2;2;3;33.40740740722222;32.55263157894737;3;1.0;27.63888888888889
31.0;43.0;30.0;30.0;41.0;1;34;1;7;1;16.0;1;32.0;21.0;8;3.0;1;2;1;416.0;41.0;2;19.0;1;1;30.0;1;2;8;2;1;14.0;49.0;18.0;36.0;9;42.0;30.0;2;32.0;2;39.0;86.0;2;3;3;2;2;3;32.611111111111114;33.94736842157895;3;2.0;34.27777777777778
43.0;34.0;30.0;30.0;40.0;2;44;1;7;1;16.0;2;43.0;24.0;8;3.0;1;1;1;421.0;39.0;3;19.0;1;1;40.0;1;1;8;2;1;14.0;47.0;18.0;41.0;9;43.0;39.0;1;30.0;2;36.0;76.0;2;3;3;2;2;3;35.22222222222222;34.28947368421053;3;2.0;36.94444444444444
28.0;0.0;0.0;0.0;0.0;0;47;0;2;1;4.0;0;0.0;21.33333333;4;6.0;0;1;0;416.0;38.0;1;10.0;2;2;18.5;1;1;7;3;1;13.0;50.0;18.0;41.0;9;43.0;43.0;2;30.0;1;39.0;85.0;2;3;3;2;2;3;34.26851851777778;21.5;3;2.0;37.5
39.0;0.0;0.0;0.0;0.0;0;0;0;3;1;7.0;0;0.0;24.5;6;9.0;0;0;0;426.53;41.0;1;16.0;3;1;40.0;1;0;7;2;1;12.0;47.0;16.0;0.0;8;45.0;34.0;1;41.0;1;66.95;70.78;2;3;3;2;2;3;36.0;28.125;3;2.0;39.0
38.0;31.0;31.5;30.0;44.0;2;43;1;8;1;19.0;1;33.0;29.5;8;0.0;1;1;1;424.0;40.0;0;19.0;0;1;50.0;1;1;8;2;1;14.0;47.0;18.0;42.0;9;43.0;39.0;1;31.0;2;43.0;63.0;2;3;3;2;2;3;37.55555555555556;36.10526315789474;3;2.0;34.80555555555556
19.0;0.0;0.0;0.0;0.0;0;0;0;0;2;0.0;0;0.0;13.66666667;2;5.0;0;0;0;424.0;33.0;2;5.0;2;3;40.0;3;0;5;3;1;6.0;49.0;16.0;0.0;8;30.0;14.0;3;16.33333333;1;52.0;69.0;2;3;3;2;2;3;23.166666666875;13.6;3;1.0;19.0
35.0;38.0;30.0;42.0;30.0;1;44;1;4;1;11.0;1;30.0;29.0;5;3.0;2;1;1;432.0;40.0;2;14.0;1;1;40.0;1;1;8;2;1;14.0;50.0;18.0;32.0;9;35.0;33.0;1;30.0;2;50.0;76.0;2;3;3;2;2;3;34.27777777777778;32.357142857142854;3;2.0;35.44444444444444
44.0;33.0;31.0;30.0;37.0;2;40;1;8;1;19.0;1;32.0;32.0;8;0.0;1;1;1;456.0;40.0;0;19.0;0;0;50.0;1;1;9;2;1;18.0;47.0;18.0;39.0;9;42.0;40.0;1;35.0;2;47.0;59.0;2;3;3;2;2;3;38.5;36.8421052631579;3;2.0;34.44444444444444
47.0;41.0;34.0;33.0;38.0;1;43;1;6;1;13.0;1;32.0;30.0;8;6.0;1;1;1;432.0;38.0;2;19.0;2;0;50.0;1;1;9;2;1;18.0;50.0;18.0;43.0;9;46.0;30.0;1;33.0;2;53.0;59.0;2;3;3;2;2;3;37.0;35.60526315789474;3;2.0;37.55555555555556
9.0;3.0;0.0;0.0;0.0;0;0;1;3;1;7.0;0;0.0;27.5;6;9.0;0;0;0;440.0;36.0;2;16.0;3;1;43.0;1;0;7;2;1;12.0;48.0;16.0;0.0;8;46.0;41.0;1;33.0;1;63.0;68.0;2;3;3;2;2;3;36.75;20.21875;3;1.0;5.4
46.0;46.0;33.0;31.0;39.0;1;38;1;6;1;14.0;1;45.0;33.5;8;5.0;1;1;1;418.0;40.0;3;19.0;2;0;50.0;1;1;9;2;1;18.0;49.0;18.0;36.0;9;41.0;34.0;1;35.0;2;55.0;64.0;2;3;3;2;2;3;37.77777777777778;34.26315789473684;3;2.0;39.5
0.0;43.0;0.0;0.0;38.0;1;0;1;4;0;10.0;0;0.0;24.5;6;6.0;1;0;0;443.0;37.0;1;16.0;2;1;45.0;1;0;7;2;1;12.0;50.0;16.0;0.0;8;45.0;36.0;1;32.0;1;66.0;63.0;2;3;3;2;2;3;34.9375;29.90625;3;1.0;25.625
33.0;27.5;30.0;32.0;41.0;1;40;2;7;1;16.0;1;32.5;24.33333333;8;3.0;1;1;2;424.0;40.0;2;19.0;1;1;50.0;1;1;8;3;1;14.0;48.0;18.0;32.0;9;43.0;42.0;1;36.0;2;55.0;56.0;2;3;3;2;2;3;36.74074074000001;36.21052631578947;3;2.0;33.0
42.0;39.0;30.0;28.0;35.0;2;42;1;8;1;19.0;2;33.0;27.5;8;0.0;1;1;1;436.0;41.0;0;19.0;0;1;48.0;1;1;8;2;1;14.0;49.0;18.0;33.0;9;44.0;37.0;1;37.0;2;66.0;68.0;2;3;3;2;2;3;37.0;35.89473684210526;3;2.0;34.888888888888886
29.5;0.0;20.0;0.0;30.0;1;36;0;2;2;4.0;0;0.0;24.0;6;12.0;1;1;0;440.0;36.0;4;16.0;4;3;30.0;1;1;6;2;1;9.0;45.0;18.0;21.0;9;31.0;31.0;2;29.0;1;53.0;63.0;2;3;3;2;2;3;29.555555555555557;23.46875;3;1.0;27.88888888888889
36.0;33.0;30.0;29.0;39.0;1;37;1;5;1;10.0;2;27.5;20.0;8;9.0;1;1;2;414.57;39.0;3;19.0;3;1;45.0;1;1;8;2;1;14.0;49.0;18.0;31.0;9;43.0;38.0;1;35.0;1;54.92;67.28;2;3;3;2;2;3;34.388888888888886;29.315789474210526;3;2.0;32.361111111111114
0.0;44.0;0.0;0.0;0.0;0;50;1;3;0;8.0;0;0.0;23.5;4;3.0;0;1;0;406.0;40.0;2;11.0;1;1;50.0;1;1;8;2;1;14.0;50.0;18.0;38.0;9;47.0;41.0;1;30.0;2;43.0;55.0;2;3;3;2;2;3;36.333333333333336;33.68181818181818;3;4.0;46.4
27.0;0.0;0.0;0.0;0.0;0;0;0;2;1;4.0;0;0.0;20.0;4;6.0;0;0;0;402.0;37.0;0;10.0;2;3;18.5;1;1;6;3;1;11.0;50.0;18.0;12.0;9;35.0;33.0;3;31.0;1;45.0;69.0;2;3;3;2;2;3;28.583333333333332;24.3;3;1.0;27.0
39.0;40.0;25.0;0.0;0.0;1;0;1;4;1;11.0;0;31.0;30.0;5;3.0;0;0;1;420.0;40.0;1;14.0;1;0;42.0;1;1;9;1;1;18.0;50.0;18.0;43.0;9;42.0;40.0;0;36.0;2;58.0;59.0;2;3;3;2;2;3;38.388888888888886;30.571428571428573;3;2.0;33.27272727272727
45.0;37.0;32.0;41.0;42.0;1;46;1;8;1;19.0;1;32.0;32.5;8;0.0;1;1;1;419.0;40.0;0;19.0;0;0;50.0;1;1;9;2;1;18.0;47.0;18.0;44.0;9;42.0;45.0;1;35.0;2;49.0;69.0;2;3;3;2;2;3;40.27777777777778;39.0;3;2.0;38.44444444444444
38.0;43.0;39.0;32.0;43.0;1;42;1;8;1;19.0;1;34.0;31.5;8;0.0;1;1;1;406.0;38.0;0;19.0;0;0;50.0;1;1;9;2;1;18.0;47.0;18.0;40.0;9;45.0;41.0;1;37.0;2;50.0;76.0;2;3;3;2;2;3;38.94444444444444;37.78947368421053;3;2.0;38.333333333333336
29.0;30.0;22.5;34.0;30.0;2;43;1;4;2;8.0;1;30.0;32.0;8;11.0;1;1;1;425.0;33.0;3;19.0;4;0;32.0;1;1;9;1;1;18.0;48.0;18.0;35.0;9;37.0;30.0;0;41.0;1;49.0;64.0;2;3;3;2;2;3;35.388888888888886;28.263157894210526;3;2.0;30.75
39.0;38.0;32.0;30.0;47.0;1;44;1;7;1;16.0;1;30.0;42.0;8;3.0;1;1;1;412.0;47.0;1;19.0;1;0;41.0;1;1;9;1;1;18.0;47.0;18.0;36.0;9;36.0;40.0;0;44.0;2;61.0;69.0;2;3;3;2;2;3;41.77777777777778;38.5;3;2.0;36.111111111111114
