NOTA_SUELOS;NOTAS_SISC;NOTA_TOP;NOTA_GEOGEO;NOTA_POO;VECES_BD;NOTA_ME;NOTA_ECUA;CAR_CINCO;NOTA_PROGB;NOTA_FOTO;NOTA_CARTO;LITERATURA_ICFES;VECES_CARTO;NOTA_CFJC;VECES_SISC;NCA_CUATRO;NOTA_PROB;NOTA_AGEO;NOTA_BD;NOTA_PRII;NOTA_ECO_UNO;VECES_ME;VECES_EST;NAC_CINCO;NCA_CINCO;NCC_CINCO;EPA_CINCO;EPA_CUATRO;NAP_CINCO;NAA_CINCO;VECES_ECO_UNO;VECES_AGEO;NOTA_EST;NCP_CINCO;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;PROMEDIO_CUATRO;PROMEDIO_CINCO;CREDITOS_ECO_UNO;CREDITOS_EST;CREDITOS_BD;CREDITOS_AGEO;CREDITOS_ME;CREDITOS_SISC;CREDITOS_CARTO;RENDIMIENTO_SEIS;PROMEDIO_SEIS
39;26;31;0;36;1;0;0;0;33;42;32;55.0;1;34;1;9.0;0;0;35;36;0;0;0;3;6.0;9.0;2;2;1;2;0;0;0;3.0;33.23529411764706;34.4;38.111111111111114;39.333333333333336;31.0;2;2;3;3;2;3;3;2.0;38.0
32;36;34;38;34;1;30;31;2;37;32;39;58.33;1;39;1;17.0;43;30;32;41;41;3;2;7;18.0;18.0;2;2;0;7;1;1;41;0.0;35.0;33.333333333333336;32.55555555555556;40.1764705882353;35.27777777777778;2;2;3;3;2;3;3;2.0;34.666666666666664
42;30;30;36;34;1;42;33;0;31;40;42;59.0;1;37;1;17.0;44;32;30;33;40;1;1;7;18.0;18.0;2;2;0;7;1;1;34;0.0;31.941176470588236;34.86666666666667;34.666666666666664;39.35294117647059;35.22222222222222;2;2;3;3;2;3;3;2.0;34.733333333333334
40;30;39;40;33;1;38;40;1;39;33;40;48.26;1;36;1;17.0;42;35;42;45;38;2;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;35.294117647058826;34.6;36.166666666666664;42.05882352941177;37.72222222222222;2;2;3;3;2;3;3;2.0;37.666666666666664
38;38;43;47;41;1;43;41;0;40;46;38;60.56;1;45;1;17.0;48;42;38;47;44;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;40.11764705882353;47.06666666666667;40.111111111111114;44.11764705882353;40.333333333333336;2;2;3;3;2;3;3;3.0;43.4
41;35;39;39;38;1;0;41;0;34;46;33;65.0;1;34;1;14.0;45;0;34;40;19;0;1;5;11.0;13.0;2;2;1;4;1;0;35;2.0;35.64705882352941;35.46666666666667;37.333333333333336;43.214285714285715;31.846153846153847;2;2;3;3;2;3;3;3.0;40.333333333333336
34;38;32;38;47;1;34;33;2;32;32;30;59.0;1;37;1;17.0;45;32;30;42;40;3;1;7;18.0;18.0;2;2;0;7;1;2;47;0.0;34.23529411764706;35.86666666666667;36.111111111111114;41.1764705882353;35.111111111111114;2;2;3;3;2;3;3;2.0;35.0
0;0;30;0;0;0;0;0;0;10;0;0;63.0;0;17;0;2.0;0;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;23.454545454545453;34.6;17.0;50.0;0.0;2;2;3;3;2;3;3;4.0;46.0
36;32;37;38;30;1;33;32;1;33;41;40;60.0;1;36;1;17.0;31;39;38;38;49;1;2;7;18.0;18.0;2;2;0;7;1;1;42;0.0;36.23529411764706;37.733333333333334;33.388888888888886;39.1764705882353;38.611111111111114;2;2;3;3;2;3;3;2.0;37.2
34;38;39;42;42;1;33;33;1;36;36;37;61.0;1;44;1;17.0;45;31;30;43;38;3;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;36.11764705882353;36.06666666666667;36.77777777777778;41.23529411764706;34.55555555555556;2;2;3;3;2;3;3;2.0;38.357142857142854
0;0;0;0;0;0;0;0;0;0;0;0;63.0;0;20;0;2.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;9.0;27.6;20.0;22.666666666666668;0.0;2;2;3;3;2;3;3;1.0;21.0
43;31;37;31;33;1;42;30;1;38;38;31;68.0;1;43;1;17.0;42;30;39;39;42;1;1;7;18.0;18.0;2;2;0;7;2;1;42;0.0;37.411764705882355;41.666666666666664;34.94444444444444;39.0;35.833333333333336;2;2;3;3;2;3;3;2.0;40.0
36;36;33;39;33;1;31;35;0;45;45;42;60.0;1;34;1;17.0;38;35;42;42;37;1;1;7;18.0;18.0;2;2;0;7;1;1;32;0.0;36.529411764705884;37.6;34.888888888888886;42.11764705882353;36.94444444444444;2;2;3;3;2;3;3;3.0;40.733333333333334
44;31;30;38;30;1;30;37;1;35;36;36;68.0;1;36;1;17.0;33;34;30;44;39;2;1;7;18.0;18.0;2;2;0;7;1;1;35;0.0;36.294117647058826;35.46666666666667;36.166666666666664;39.411764705882355;33.388888888888886;2;2;3;3;2;3;3;2.0;36.8
34;35;37;40;34;1;36;38;0;38;43;42;57.0;1;35;1;17.0;46;34;42;33;34;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;37.23529411764706;36.2;35.388888888888886;39.294117647058826;38.388888888888886;2;2;3;3;2;3;3;3.0;42.13333333333333
49;41;38;34;37;1;32;30;0;42;43;43;67.0;1;37;1;17.0;32;38;39;40;40;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;37.294117647058826;36.733333333333334;37.333333333333336;39.470588235294116;39.94444444444444;2;2;3;3;2;3;3;2.0;39.8
34;31;36;36;35;1;33;36;0;35;34;39;54.0;1;43;1;17.0;31;35;33;34;42;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;36.294117647058826;37.733333333333334;35.0;38.23529411764706;36.44444444444444;2;2;3;3;2;3;3;2.0;36.86666666666667
0;0;25;0;0;0;0;0;0;15;0;0;57.0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;22.454545454545453;33.86666666666667;0.0;0.0;0.0;2;2;3;3;2;3;3;1.0;7.0
37;31;30;42;36;1;41;32;0;32;45;42;50.0;1;36;1;17.0;33;35;30;37;35;1;1;7;18.0;18.0;2;2;0;7;1;1;34;0.0;34.23529411764706;37.0;35.666666666666664;39.94117647058823;35.22222222222222;2;2;3;3;2;3;3;2.0;38.6
44;42;38;40;32;1;38;38;0;36;42;44;60.0;1;38;1;17.0;34;34;33;38;40;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;36.94117647058823;39.46666666666667;37.94444444444444;39.411764705882355;39.166666666666664;2;2;3;3;2;3;3;2.0;39.8
34;35;31;32;32;1;33;30;3;31;33;38;56.64;1;41;1;17.0;37;35;30;35;31;3;2;7;18.0;18.0;2;2;0;7;1;2;32;0.0;34.05882352941177;36.06666666666667;33.44444444444444;34.8235294117647;33.666666666666664;2;2;3;3;2;3;3;2.0;30.357142857142858
0;0;0;0;0;0;0;0;0;0;0;0;62.0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;0.0;17.0;0.0;0.0;0.0;2;2;3;3;2;3;3;1.0;7.0
36;35;33;39;39;1;31;38;0;36;41;45;54.0;1;31;1;17.0;33;33;37;40;44;1;1;7;18.0;18.0;2;2;0;7;1;1;37;0.0;35.294117647058826;37.266666666666666;35.611111111111114;40.11764705882353;37.44444444444444;2;2;3;3;2;3;3;2.0;36.333333333333336
39;40;33;43;38;1;30;38;0;31;43;41;59.0;1;43;1;17.0;36;32;33;36;35;1;1;7;18.0;18.0;2;2;0;7;1;1;32;0.0;32.588235294117645;36.46666666666667;37.333333333333336;40.05882352941177;35.111111111111114;2;2;3;3;2;3;3;2.0;37.666666666666664
40;36;35;41;40;1;30;40;0;34;36;39;55.0;1;34;1;17.0;44;40;40;35;45;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;34.411764705882355;36.733333333333334;39.72222222222222;40.35294117647059;37.5;2;2;3;3;2;3;3;2.0;36.733333333333334
32;42;40;42;38;1;35;30;0;34;42;44;64.0;1;38;1;17.0;37;32;37;42;41;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;35.411764705882355;37.666666666666664;34.611111111111114;41.05882352941177;39.388888888888886;2;2;3;3;2;3;3;2.0;38.2
37;42;35;41;32;1;40;43;0;33;39;44;52.0;1;45;1;17.0;41;37;31;44;41;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;36.411764705882355;41.13333333333333;37.833333333333336;40.35294117647059;39.77777777777778;2;2;3;3;2;3;3;2.0;39.06666666666667
34;41;36;39;30;1;30;33;1;30;37;35;50.0;1;43;1;17.0;40;32;31;44;48;4;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;37.05882352941177;35.46666666666667;33.833333333333336;39.88235294117647;36.611111111111114;2;2;3;3;2;3;3;3.0;40.166666666666664
36;31;35;39;41;2;40;36;2;38;38;36;53.0;1;35;1;17.0;34;32;38;36;42;2;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;37.0;40.53333333333333;36.166666666666664;40.64705882352941;35.94444444444444;2;2;3;3;2;3;3;3.0;40.266666666666666
33;40;30;37;31;1;30;32;0;30;42;42;52.0;1;31;1;17.0;45;30;37;44;39;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;32.64705882352941;37.666666666666664;33.388888888888886;41.35294117647059;37.5;2;2;3;3;2;3;3;2.0;38.666666666666664
36;37;40;41;37;1;38;40;0;34;42;41;57.0;1;35;1;17.0;34;37;32;40;43;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;35.94117647058823;36.06666666666667;36.611111111111114;42.35294117647059;38.5;2;2;3;3;2;3;3;3.0;42.666666666666664
39;39;40;42;34;1;41;36;0;38;42;43;70.0;1;34;1;17.0;38;40;32;42;45;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;40.411764705882355;37.6;35.22222222222222;43.23529411764706;40.22222222222222;2;2;3;3;2;3;3;3.0;40.6
32;36;32;37;45;1;34;33;1;40;38;35;61.0;1;30;1;17.0;44;30;36;33;36;1;1;7;18.0;18.0;2;2;0;7;1;2;33;0.0;33.529411764705884;35.0;34.888888888888886;39.8235294117647;34.27777777777778;2;2;3;3;2;3;3;2.0;34.86666666666667
0;0;0;0;0;0;0;0;0;0;0;0;63.0;0;10;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;23.6;31.4;10.0;25.0;0.0;2;2;3;3;2;3;3;1.0;4.0
33;31;30;42;37;1;30;42;1;33;32;32;62.0;1;38;1;17.0;32;41;30;45;45;1;1;7;18.0;18.0;2;2;0;7;1;2;46;0.0;32.411764705882355;37.6;34.666666666666664;42.35294117647059;35.77777777777778;2;2;3;3;2;3;3;2.0;38.93333333333333
31;39;38;36;34;1;32;39;2;31;33;37;50.0;1;30;2;17.0;44;30;34;37;38;1;2;7;18.0;18.0;2;2;0;7;1;1;33;0.0;36.1764705882353;40.4;34.666666666666664;39.588235294117645;34.77777777777778;2;2;3;3;2;3;3;2.0;34.84615384615385
35;34;31;0;30;1;0;0;0;30;41;35;65.0;1;32;1;11.0;30;0;32;40;42;0;1;5;11.0;13.0;2;2;1;4;1;0;21;2.0;31.705882352941178;35.0;35.2;41.90909090909091;33.0;2;2;3;3;2;3;3;3.0;40.888888888888886
42;39;38;40;32;1;39;34;1;35;36;35;50.0;1;33;1;17.0;40;30;30;35;40;1;1;7;18.0;18.0;2;2;0;7;2;1;43;0.0;37.05882352941177;35.4;36.0;38.411764705882355;35.888888888888886;2;2;3;3;2;3;3;2.0;36.6
44;40;34;40;34;1;34;33;0;37;43;43;57.0;1;38;1;17.0;50;34;38;35;39;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;36.1764705882353;37.2;36.22222222222222;41.529411764705884;38.611111111111114;2;2;3;3;2;3;3;2.0;39.93333333333333
42;31;30;35;33;1;30;31;2;36;38;33;58.0;1;30;1;17.0;40;38;31;34;38;3;1;7;18.0;18.0;2;2;0;7;1;2;30;0.0;32.588235294117645;35.6;34.888888888888886;36.411764705882355;33.05555555555556;2;2;3;3;2;3;3;2.0;32.86666666666667
36;40;37;33;35;1;33;34;0;40;39;39;50.0;1;32;1;17.0;30;30;30;41;38;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;38.8235294117647;35.2;34.77777777777778;39.64705882352941;35.72222222222222;2;2;3;3;2;3;3;2.0;39.266666666666666
38;34;36;41;39;1;38;41;0;33;39;41;57.0;1;35;1;17.0;34;42;39;44;43;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;38.11764705882353;39.06666666666667;38.611111111111114;41.64705882352941;39.666666666666664;2;2;3;3;2;3;3;3.0;41.333333333333336
33;30;30;37;38;1;40;31;1;32;40;38;52.0;1;35;1;17.0;41;31;40;35;41;1;1;7;18.0;18.0;2;2;0;7;2;1;45;0.0;34.11764705882353;37.86666666666667;35.388888888888886;38.94117647058823;37.166666666666664;2;2;3;3;2;3;3;2.0;38.8
36;31;31;41;43;1;31;41;2;46;40;42;74.0;1;34;1;17.0;30;30;30;40;46;4;1;7;18.0;18.0;2;2;0;7;2;1;35;0.0;36.588235294117645;38.0;37.333333333333336;40.88235294117647;34.611111111111114;2;2;3;3;2;3;3;2.0;36.46666666666667
34;34;32;43;30;1;33;31;1;32;42;38;54.0;1;36;1;17.0;44;32;36;37;46;1;1;7;18.0;18.0;2;2;0;7;1;2;33;0.0;31.294117647058822;38.8;33.333333333333336;42.529411764705884;35.77777777777778;2;2;3;3;2;3;3;2.0;38.93333333333333
30;36;33;38;42;1;40;36;1;30;39;46;53.0;1;33;1;17.0;50;30;36;43;32;1;1;7;18.0;18.0;2;2;0;7;1;2;43;0.0;32.588235294117645;38.53333333333333;36.166666666666664;42.88235294117647;37.44444444444444;2;2;3;3;2;3;3;2.0;38.13333333333333
33;36;37;36;35;1;39;36;1;31;38;40;59.0;1;32;1;17.0;44;37;35;43;33;2;1;7;18.0;18.0;2;2;0;7;1;1;32;0.0;34.64705882352941;34.0;35.333333333333336;37.88235294117647;36.22222222222222;2;2;3;3;2;3;3;2.0;33.13333333333333
31;31;30;35;40;1;33;37;0;46;43;36;58.25;1;38;1;17.0;31;30;30;40;38;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;35.94117647058823;36.733333333333334;35.72222222222222;39.64705882352941;34.05555555555556;2;2;3;3;2;3;3;2.0;37.0
36;33;30;39;34;1;31;37;1;40;40;33;70.0;1;32;1;17.0;39;32;30;41;44;1;1;7;18.0;18.0;2;2;0;7;1;2;36;0.0;33.470588235294116;37.13333333333333;35.388888888888886;40.470588235294116;33.666666666666664;2;2;3;3;2;3;3;2.0;38.06666666666667
31;33;36;40;33;1;35;32;2;32;38;35;52.97;1;38;1;17.0;35;34;30;31;30;3;1;7;18.0;18.0;2;2;0;7;1;2;39;0.0;34.0;36.13333333333333;33.5;37.76470588235294;33.55555555555556;2;2;3;3;2;3;3;2.0;36.666666666666664
0;0;26;0;15;0;0;0;0;46;0;0;50.0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;31.363636363636363;33.86666666666667;15.0;0.0;0.0;2;2;3;3;2;3;3;1.0;27.0
38;38;37;43;34;1;37;38;0;34;41;41;53.0;1;40;1;17.0;39;34;35;47;45;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;35.411764705882355;41.0;35.77777777777778;44.529411764705884;38.77777777777778;2;2;3;3;2;3;3;3.0;42.733333333333334
0;0;0;0;0;0;0;0;0;0;0;0;59.0;0;4;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;17.2;30.266666666666666;4.0;0.0;0.0;2;2;3;3;2;3;3;1.0;19.0
38;30;34;30;37;1;42;39;1;30;33;40;69.0;1;40;1;17.0;42;35;38;36;36;1;1;7;18.0;18.0;2;2;0;7;1;2;30;0.0;37.588235294117645;38.86666666666667;36.22222222222222;38.529411764705884;35.833333333333336;2;2;3;3;2;3;3;2.0;38.13333333333333
33;35;38;35;38;1;32;38;1;30;37;33;55.0;1;33;1;17.0;44;33;34;35;33;1;1;7;18.0;18.0;2;2;0;7;1;2;36;0.0;35.294117647058826;35.733333333333334;36.111111111111114;36.0;33.72222222222222;2;2;3;3;2;3;3;2.0;36.333333333333336
31;37;33;40;47;1;34;37;1;39;40;39;52.0;1;38;1;17.0;41;38;35;36;39;2;1;7;18.0;18.0;2;2;0;7;1;1;47;0.0;35.94117647058823;35.0;37.388888888888886;38.1764705882353;38.166666666666664;2;2;3;3;2;3;3;2.0;37.6
34;34;33;38;38;1;31;32;1;37;41;37;57.0;1;40;1;17.0;41;32;38;47;45;3;1;7;18.0;18.0;2;2;0;7;1;1;35;0.0;35.588235294117645;35.46666666666667;34.77777777777778;39.76470588235294;35.833333333333336;2;2;3;3;2;3;3;2.0;38.1
29;0;33;0;0;0;0;0;0;6;26;0;47.0;0;31;0;1.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;26.529411764705884;35.0;28.333333333333332;14.0;0.0;2;2;3;3;2;3;3;2.0;34.0
36;37;35;40;42;1;38;37;0;32;43;39;83.0;1;36;1;17.0;44;33;37;39;39;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;35.411764705882355;37.333333333333336;37.44444444444444;41.411764705882355;37.333333333333336;2;2;3;3;2;3;3;2.0;39.46666666666667
49;40;42;35;42;1;44;45;0;35;44;43;61.0;1;32;1;17.0;40;40;37;38;44;1;1;7;18.0;18.0;2;2;0;7;1;1;35;0.0;36.529411764705884;37.2;41.166666666666664;41.64705882352941;40.333333333333336;2;2;3;3;2;3;3;3.0;41.46666666666667
42;30;31;0;42;2;0;34;1;42;39;35;47.0;1;44;1;9.0;47;0;35;41;45;0;0;4;11.0;11.0;2;2;0;4;1;0;0;0.0;37.8235294117647;36.2;35.27777777777778;45.333333333333336;35.45454545454545;2;2;3;3;2;3;3;2.0;38.0
44;32;36;36;37;2;30;39;2;39;44;33;52.31;1;46;1;17.0;48;38;43;36;39;3;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;34.05882352941177;36.46666666666667;38.27777777777778;41.11764705882353;37.111111111111114;2;2;3;3;2;3;3;2.0;35.666666666666664
37;0;30;0;0;0;0;0;0;16;40;0;53.0;0;33;0;6.0;0;0;0;46;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;27.454545454545453;32.266666666666666;37.333333333333336;41.833333333333336;0.0;2;2;3;3;2;3;3;2.0;39.0
36;40;32;44;32;1;40;40;0;43;41;43;46.0;1;36;1;17.0;44;38;42;45;39;1;1;7;18.0;18.0;2;2;0;7;1;1;32;0.0;35.05882352941177;34.86666666666667;35.05555555555556;44.588235294117645;39.5;2;2;3;3;2;3;3;2.0;38.06666666666667
47;40;36;42;48;1;30;39;0;31;42;42;58.0;1;33;1;17.0;32;31;40;43;41;1;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;35.76470588235294;37.8;40.666666666666664;41.1764705882353;37.388888888888886;2;2;3;3;2;3;3;3.0;41.333333333333336
0;0;30;0;0;0;0;0;0;0;0;0;58.0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;24.0;30.8;0.0;0.0;0.0;2;2;3;3;2;3;3;2.0;33.0
43;40;36;43;45;1;42;38;0;34;42;41;48.0;1;33;1;17.0;36;30;40;35;37;1;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;36.411764705882355;38.333333333333336;38.0;38.94117647058823;38.72222222222222;2;2;3;3;2;3;3;2.0;37.666666666666664
35;35;33;30;35;1;30;34;2;39;39;37;57.0;1;31;1;17.0;30;31;38;31;37;3;1;7;18.0;18.0;2;2;0;7;1;2;36;0.0;36.35294117647059;34.06666666666667;35.72222222222222;34.35294117647059;34.94444444444444;2;2;3;3;2;3;3;2.0;34.06666666666667
36;30;40;30;30;1;0;40;2;36;30;33;50.0;2;37;1;14.0;30;0;28;30;41;0;0;4;8.0;11.0;2;2;1;3;2;0;0;3.0;35.11764705882353;35.86666666666667;33.05555555555556;32.64705882352941;32.27272727272727;2;2;3;3;2;3;3;1.0;26.8
37;34;32;36;32;1;32;39;1;46;45;39;58.33;1;41;1;17.0;46;39;33;45;33;2;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;35.94117647058823;36.8;35.44444444444444;43.11764705882353;36.5;2;2;3;3;2;3;3;2.0;38.733333333333334
37;35;40;41;34;2;32;36;2;46;44;39;57.0;1;34;1;17.0;33;34;33;35;40;2;1;7;18.0;18.0;2;2;0;7;1;1;31;0.0;39.294117647058826;36.4;36.111111111111114;38.94117647058823;34.94444444444444;2;2;3;3;2;3;3;2.0;35.06666666666667
36;32;37;40;31;1;37;31;1;30;37;32;63.0;1;32;1;17.0;32;32;35;35;39;3;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;33.294117647058826;36.4;33.388888888888886;37.88235294117647;33.94444444444444;2;2;3;3;2;3;3;2.0;39.75
33;35;32;41;33;1;31;37;0;33;37;39;58.52;1;33;1;17.0;37;41;30;31;38;1;1;7;18.0;18.0;2;2;0;7;1;1;38;0.0;35.94117647058823;39.4;34.94444444444444;36.8235294117647;36.05555555555556;2;2;3;3;2;3;3;1.0;18.846153846153847
0;0;27;0;0;0;0;0;0;29;0;0;52.0;0;38;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;26.11764705882353;34.46666666666667;38.0;0.0;0.0;2;2;3;3;2;3;3;2.0;33.0
35;0;36;0;15;0;0;25;0;40;41;40;63.0;1;32;0;9.0;2;0;0;31;0;0;0;1;3.0;3.0;2;2;0;1;0;0;0;0.0;35.05882352941177;33.266666666666666;29.333333333333332;30.454545454545453;40.0;2;2;3;3;2;3;3;1.0;18.666666666666668
44;39;33;42;42;1;34;40;0;47;44;42;70.0;1;37;1;17.0;50;32;40;37;47;1;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;35.529411764705884;37.46666666666667;40.44444444444444;41.05882352941177;39.27777777777778;2;2;3;3;2;3;3;3.0;40.733333333333334
41;50;36;38;44;1;33;40;0;43;43;38;49.0;1;42;1;17.0;41;32;40;47;35;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;35.35294117647059;35.53333333333333;39.77777777777778;40.76470588235294;38.666666666666664;2;2;3;3;2;3;3;2.0;34.86666666666667
33;30;31;41;30;1;39;30;1;30;36;33;62.0;1;37;1;15.0;42;31;30;42;30;1;1;7;18.0;18.0;2;2;0;7;1;2;42;0.0;32.76470588235294;36.733333333333334;32.888888888888886;39.733333333333334;33.0;2;2;3;3;2;3;3;2.0;31.4
35;37;34;41;48;1;34;38;0;30;36;35;57.0;1;37;1;17.0;44;34;41;38;40;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;32.94117647058823;37.666666666666664;37.888888888888886;40.05882352941177;37.611111111111114;2;2;3;3;2;3;3;2.0;38.6
0;0;0;0;0;0;0;0;0;0;0;0;58.0;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;0.0;27.133333333333333;0.0;0.0;0.0;2;2;3;3;2;3;3;1.0;24.0
45;40;35;40;50;1;41;37;0;31;42;44;56.0;1;38;1;17.0;35;38;41;45;38;1;1;7;18.0;18.0;2;2;0;7;1;1;37;0.0;32.11764705882353;37.0;39.77777777777778;42.05882352941177;40.05555555555556;2;2;3;3;2;3;3;3.0;41.6
45;30;33;39;35;1;33;35;1;47;39;33;69.0;1;36;1;17.0;40;30;42;42;34;2;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;36.529411764705884;36.666666666666664;36.166666666666664;42.0;34.833333333333336;2;2;3;3;2;3;3;2.0;36.0
43;39;33;33;35;1;32;43;1;41;39;40;61.41;1;33;1;17.0;33;39;40;37;36;2;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;35.294117647058826;35.86666666666667;37.833333333333336;38.1764705882353;37.888888888888886;2;2;3;3;2;3;3;2.0;37.2
34;38;42;36;40;1;32;37;0;48;43;40;57.0;1;37;1;17.0;30;39;36;33;45;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;38.23529411764706;37.86666666666667;35.833333333333336;38.8235294117647;37.388888888888886;2;2;3;3;2;3;3;2.0;38.733333333333334
35;39;30;42;34;1;37;36;0;35;43;44;57.0;1;42;1;17.0;50;30;35;46;45;1;1;7;18.0;18.0;2;2;0;7;1;1;32;0.0;32.64705882352941;37.46666666666667;35.77777777777778;44.76470588235294;37.333333333333336;2;2;3;3;2;3;3;3.0;40.2
36;36;30;32;43;2;0;0;1;30;38;38;53.0;1;32;1;12.0;42;0;36;31;0;0;0;3;9.0;9.0;2;2;0;3;0;0;0;0.0;32.05882352941177;35.666666666666664;35.2;37.083333333333336;36.666666666666664;2;2;3;3;2;3;3;2.0;34.0
33;32;36;38;31;1;33;31;2;33;41;42;52.0;2;35;1;17.0;39;30;32;35;45;2;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;34.64705882352941;34.666666666666664;33.166666666666664;39.23529411764706;36.333333333333336;2;2;3;3;2;3;3;1.0;29.733333333333334
30;34;33;39;47;1;30;38;2;35;40;37;56.0;1;30;1;17.0;42;32;31;37;30;2;1;7;18.0;18.0;2;2;0;7;1;2;42;0.0;34.11764705882353;34.13333333333333;36.111111111111114;38.35294117647059;33.666666666666664;2;2;3;3;2;3;3;2.0;35.733333333333334
33;33;30;35;35;1;30;35;0;43;34;37;63.0;1;43;1;17.0;43;31;30;37;46;1;1;7;18.0;18.0;2;2;0;7;1;1;38;0.0;34.64705882352941;34.93333333333333;34.333333333333336;38.88235294117647;34.5;2;2;3;3;2;3;3;2.0;36.76923076923077
31;30;30;0;0;0;0;0;0;32;39;0;50.0;0;36;1;9.0;41;0;0;45;0;0;1;2;3.0;5.0;1;2;1;1;0;0;2;2.0;32.07142857142857;34.2;23.0;41.888888888888886;18.8;2;2;3;3;2;3;3;1.0;10.0
47;36;38;40;43;1;32;35;0;30;40;39;55.0;1;36;1;17.0;36;36;36;39;38;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;34.470588235294116;33.733333333333334;38.77777777777778;39.76470588235294;37.27777777777778;2;2;3;3;2;3;3;2.0;35.666666666666664
33;38;35;41;45;1;30;30;1;35;35;37;46.27;1;44;1;17.0;32;30;35;31;41;2;1;7;18.0;18.0;2;2;0;7;1;1;34;0.0;35.294117647058826;37.6;36.0;37.294117647058826;35.0;2;2;3;3;2;3;3;2.0;35.46666666666667
34;0;39;0;34;1;0;0;0;42;31;0;50.31;0;32;0;2.0;0;0;34;0;0;0;0;1;3.0;3.0;2;1;0;1;0;0;0;0.0;32.76470588235294;34.53333333333333;33.111111111111114;20.833333333333332;34.0;2;2;3;3;2;3;3;1.0;22.0
31;35;32;30;35;1;34;25;2;31;38;34;55.0;1;30;1;14.0;30;0;31;36;31;3;0;5;13.0;13.0;2;2;0;5;3;0;0;0.0;32.529411764705884;34.53333333333333;32.388888888888886;35.714285714285715;33.07692307692308;2;2;3;3;2;3;3;2.0;34.25
37;39;38;30;43;1;43;38;1;37;34;46;65.0;1;31;1;17.0;33;38;38;37;48;1;1;7;18.0;18.0;2;2;0;7;2;1;36;0.0;37.94117647058823;38.333333333333336;36.833333333333336;36.35294117647059;40.94444444444444;2;2;3;3;2;3;3;3.0;42.53333333333333
40;37;35;35;45;1;30;37;2;35;40;41;64.0;1;30;1;15.0;38;30;36;33;33;2;1;7;18.0;18.0;2;2;0;7;1;2;39;0.0;34.0;37.4;38.77777777777778;37.2;35.333333333333336;2;2;3;3;2;3;3;2.0;33.30769230769231
