NOTA_SUELOS;NOTAS_SISC;NOTA_TOP;NOTA_GEOGEO;NOTA_POO;VECES_BD;NOTA_ME;NOTA_ECUA;CAR_CINCO;NOTA_PROGB;NOTA_FOTO;NOTA_CARTO;LITERATURA_ICFES;VECES_CARTO;NOTA_CFJC;VECES_SISC;NCA_CUATRO;NOTA_PROB;NOTA_AGEO;NOTA_BD;NOTA_PRII;NOTA_ECO_UNO;VECES_ME;VECES_EST;NAC_CINCO;NCA_CINCO;NCC_CINCO;EPA_CINCO;EPA_CUATRO;NAP_CINCO;NAA_CINCO;VECES_ECO_UNO;VECES_AGEO;NOTA_EST;NCP_CINCO;PROMEDIO_DOS;PROMEDIO_UNO;PROMEDIO_TRES;PROMEDIO_CUATRO;PROMEDIO_CINCO;CREDITOS_ECO_UNO;CREDITOS_EST;CREDITOS_BD;CREDITOS_AGEO;CREDITOS_ME;CREDITOS_SISC;CREDITOS_CARTO;RENDIMIENTO_SEIS;PROMEDIO_SEIS
31;0;30;0;45;2;0;0;2;45;32;36;54.57;2;44;0;6.0;0;0;34;37;37;0;0;3;8.0;8.0;2;2;0;3;1;0;0;0.0;33.35294117647059;36.333333333333336;37.333333333333336;36.5;35.5;2;2;3;3;2;3;3;1.0;20.428571428571427
36;31;39;38;43;1;32;38;0;50;30;40;44.17;1;43;1;17.0;46;33;38;33;30;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;35.8235294117647;34.0;35.72222222222222;36.11764705882353;35.0;2;2;3;3;2;3;3;2.0;36.666666666666664
32;36;30;40;30;1;33;36;1;43;34;35;48.37;1;35;1;17.0;30;30;37;39;32;1;1;7;18.0;18.0;2;2;0;7;2;1;38;0.0;34.411764705882355;36.666666666666664;33.388888888888886;39.64705882352941;34.44444444444444;2;2;3;3;2;3;3;2.0;37.8
35;38;31;42;41;1;40;32;1;41;35;34;52.54;1;39;1;17.0;43;30;38;46;36;1;1;7;18.0;18.0;2;2;0;7;2;1;45;0.0;35.05882352941177;34.0;34.888888888888886;40.529411764705884;36.77777777777778;2;2;3;3;2;3;3;2.0;37.53333333333333
35;0;34;0;0;0;0;0;0;28;33;0;56.64;0;37;0;3.0;0;0;0;30;0;0;0;1;0.0;2.0;1;1;1;0;1;0;0;2.0;30.545454545454547;28.533333333333335;34.666666666666664;27.5;0.0;2;2;3;3;2;3;3;2.0;35.0
46;35;32;40;50;1;30;42;0;40;41;38;65.03;1;31;1;17.0;40;36;30;46;33;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;38.529411764705884;35.2;43.94444444444444;41.588235294117645;35.05555555555556;2;2;3;3;2;3;3;3.0;41.13333333333333
33;35;30;41;43;1;41;38;2;38;39;35;59.4;1;39;1;17.0;36;41;37;32;40;1;1;7;18.0;18.0;2;2;0;7;3;2;37;0.0;34.411764705882355;36.86666666666667;36.333333333333336;35.705882352941174;37.77777777777778;2;2;3;3;2;3;3;2.0;38.53333333333333
44;37;36;38;34;1;44;37;1;32;35;41;62.21;1;35;1;17.0;30;34;44;33;34;1;1;7;18.0;18.0;2;2;0;7;2;1;39;0.0;35.64705882352941;35.666666666666664;36.5;37.294117647058826;39.0;2;2;3;3;2;3;3;3.0;42.46666666666667
35;33;39;34;44;2;37;38;2;38;39;32;70.87;1;39;1;17.0;30;36;37;39;39;2;1;7;18.0;18.0;2;2;0;7;1;1;37;0.0;34.705882352941174;32.46666666666667;37.666666666666664;37.705882352941174;35.55555555555556;2;2;3;3;2;3;3;2.0;36.666666666666664
46;38;35;39;47;1;38;43;0;48;38;44;62.11;1;40;1;17.0;48;38;46;45;40;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;39.529411764705884;35.666666666666664;42.611111111111114;43.11764705882353;41.44444444444444;2;2;3;3;2;3;3;3.0;43.13333333333333
31;32;35;30;36;2;30;30;2;33;40;39;56.41;1;32;1;17.0;38;41;30;30;36;1;1;7;18.0;18.0;2;2;0;7;2;1;47;0.0;32.705882352941174;34.733333333333334;32.388888888888886;32.64705882352941;36.22222222222222;2;2;3;3;2;3;3;2.0;35.2
34;37;31;0;34;1;0;0;0;30;31;41;56.55;1;33;1;7.0;0;0;30;35;32;0;0;4;11.0;11.0;2;2;0;4;1;0;0;0.0;30.11764705882353;35.06666666666667;33.22222222222222;37.57142857142857;35.27272727272727;2;2;3;3;2;3;3;2.0;36.6
36;38;41;39;31;1;30;38;0;31;37;44;77.28;1;42;1;17.0;47;30;45;37;32;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;35.294117647058826;33.333333333333336;35.611111111111114;40.1764705882353;37.94444444444444;2;2;3;3;2;3;3;2.0;39.0
37;37;41;38;49;1;36;43;1;50;47;43;56.55;1;41;1;17.0;30;41;38;39;35;1;1;7;18.0;18.0;2;2;0;7;1;2;42;0.0;40.294117647058826;38.333333333333336;39.833333333333336;37.470588235294116;39.05555555555556;2;2;3;3;2;3;3;3.0;40.93333333333333
31;32;33;35;40;1;30;30;1;38;30;30;62.11;1;33;1;17.0;31;32;30;35;48;2;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;35.411764705882355;32.0;32.0;35.1764705882353;33.0;2;2;3;3;2;3;3;2.0;36.86666666666667
31;31;31;33;37;1;31;31;3;30;34;37;59.4;1;45;1;17.0;30;34;31;39;38;2;1;7;18.0;18.0;2;2;0;7;3;2;35;0.0;32.588235294117645;33.6;33.44444444444444;35.470588235294116;33.72222222222222;2;2;3;3;2;3;3;2.0;37.2
36;0;38;0;0;0;0;0;1;0;16;0;70.87;0;32;0;0.0;0;0;0;0;30;0;0;1;2.0;2.0;2;1;0;1;2;0;0;0.0;35.785714285714285;31.066666666666666;28.666666666666668;25.0;30.0;2;2;3;3;2;3;3;1.0;15.0
33;38;36;38;50;1;30;31;0;42;35;41;59.4;1;35;1;17.0;48;32;36;39;34;1;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;39.294117647058826;35.0;37.0;40.35294117647059;35.94444444444444;2;2;3;3;2;3;3;3.0;40.733333333333334
46;34;35;32;33;1;31;34;0;38;42;39;67.92;1;30;1;17.0;39;37;40;32;35;1;1;7;18.0;18.0;2;2;0;7;1;1;33;0.0;35.05882352941177;36.2;36.0;38.1764705882353;36.0;2;2;3;3;2;3;3;2.0;37.06666666666667
41;0;34;0;0;0;0;0;1;27;40;33;50.6;1;44;0;9.0;0;0;0;36;33;0;0;2;5.0;5.0;2;2;0;2;2;0;0;0.0;32.705882352941174;31.933333333333334;41.166666666666664;36.44444444444444;33.0;2;2;3;3;2;3;3;2.0;34.0
34;37;31;37;35;1;30;39;1;30;30;40;70.87;1;39;1;17.0;44;30;31;45;35;1;1;7;18.0;18.0;2;2;0;7;1;2;41;0.0;32.23529411764706;32.0;34.5;42.05882352941177;34.77777777777778;2;2;3;3;2;3;3;2.0;35.53333333333333
33;30;39;30;44;1;24;33;3;34;37;45;59.27;1;40;1;17.0;41;30;30;44;30;4;2;7;16.0;18.0;2;2;1;6;1;2;46;2.0;37.64705882352941;35.2;35.5;37.529411764705884;33.611111111111114;2;2;3;3;2;3;3;2.0;33.625
31;34;34;39;33;1;0;34;0;31;36;43;50.6;1;30;1;14.0;42;35;31;31;31;0;1;6;16.0;16.0;2;2;0;6;1;1;40;0.0;32.64705882352941;30.733333333333334;31.5;38.142857142857146;35.6875;2;2;3;3;2;3;3;2.0;34.0
45;37;33;36;44;1;31;30;2;33;38;34;70.87;1;34;1;17.0;44;35;32;35;30;2;1;7;18.0;18.0;2;2;0;7;2;1;44;0.0;35.8235294117647;36.666666666666664;36.94444444444444;37.94117647058823;34.666666666666664;2;2;3;3;2;3;3;2.0;38.666666666666664
44;37;31;38;50;1;30;40;3;41;38;33;59.27;1;30;1;17.0;34;30;31;34;40;3;1;7;18.0;18.0;2;2;0;7;2;2;33;0.0;35.705882352941174;34.0;38.888888888888886;33.8235294117647;33.27777777777778;2;2;3;3;2;3;3;2.0;37.13333333333333
41;38;42;40;45;1;36;30;0;37;33;40;62.11;1;36;1;17.0;46;42;46;44;49;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;38.1764705882353;38.0;38.0;41.470588235294116;42.22222222222222;2;2;3;3;2;3;3;3.0;42.666666666666664
35;35;30;38;32;1;30;31;1;32;38;34;64.91;1;34;1;17.0;32;43;35;34;34;2;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;33.05882352941177;31.0;33.611111111111114;39.411764705882355;36.05555555555556;2;2;3;3;2;3;3;2.0;36.86666666666667
32;36;32;36;30;1;43;35;2;41;32;43;53.63;1;32;1;17.0;30;31;30;34;31;2;1;7;18.0;18.0;2;2;0;7;2;1;38;0.0;36.64705882352941;34.0;32.333333333333336;35.588235294117645;35.77777777777778;2;2;3;3;2;3;3;2.0;39.2
38;33;38;36;40;2;30;32;4;30;33;31;62.21;1;39;1;17.0;38;31;30;32;30;3;1;7;18.0;18.0;2;2;0;7;2;3;48;0.0;33.8235294117647;34.4;35.166666666666664;35.23529411764706;32.833333333333336;2;2;3;3;2;3;3;2.0;33.666666666666664
47;34;31;40;50;1;33;43;0;39;38;41;67.8;1;37;1;17.0;30;32;39;43;33;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;36.588235294117645;39.733333333333334;41.77777777777778;39.529411764705884;36.77777777777778;2;2;3;3;2;3;3;3.0;40.13333333333333
0;0;33;0;0;0;0;0;0;44;13;0;62.11;0;44;0;0.0;0;0;0;0;2;0;0;1;0.0;2.0;1;1;1;0;1;0;0;2.0;22.176470588235293;35.6;23.333333333333332;0.0;2.0;2;2;3;3;2;3;3;1.0;7.0
43;32;38;34;38;2;30;38;3;36;30;43;56.41;1;39;1;17.0;30;35;39;31;38;1;1;7;18.0;18.0;2;2;0;7;2;2;46;0.0;37.294117647058826;37.86666666666667;37.666666666666664;36.94117647058823;37.5;2;2;3;3;2;3;3;2.0;37.666666666666664
44;30;36;30;36;1;36;31;1;38;33;38;67.8;1;36;1;17.0;36;33;31;33;45;1;1;7;18.0;18.0;2;2;0;7;2;1;43;0.0;35.94117647058823;35.46666666666667;34.333333333333336;32.88235294117647;35.77777777777778;2;2;3;3;2;3;3;2.0;36.733333333333334
36;37;32;30;32;1;31;30;0;42;43;42;59.4;1;30;1;17.0;36;32;30;35;30;1;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;35.1764705882353;35.0;32.77777777777778;35.705882352941174;33.611111111111114;2;2;3;3;2;3;3;2.0;37.46666666666667
47;0;35;0;41;0;0;0;0;31;36;0;67.8;0;30;0;2.0;0;0;0;0;30;0;0;1;2.0;2.0;2;2;0;1;1;0;0;0.0;32.588235294117645;36.0;40.666666666666664;37.0;30.0;2;2;3;3;2;3;3;2.0;36.0
38;31;41;36;41;1;39;34;0;50;41;44;64.91;1;38;1;17.0;31;36;39;36;37;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;38.64705882352941;38.4;37.0;35.88235294117647;38.55555555555556;2;2;3;3;2;3;3;3.0;40.666666666666664
33;37;34;33;37;1;35;43;0;47;35;30;62.21;1;39;1;17.0;43;33;36;34;31;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;36.0;35.2;35.888888888888886;37.76470588235294;35.0;2;2;3;3;2;3;3;2.0;37.8
46;38;45;40;47;1;44;38;0;41;42;42;59.4;1;40;1;17.0;31;33;36;37;42;1;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;43.05882352941177;41.0;42.05555555555556;37.705882352941174;39.166666666666664;2;2;3;3;2;3;3;3.0;40.86666666666667
42;39;32;41;41;1;38;34;0;31;34;42;65.03;1;35;1;17.0;41;37;39;31;44;1;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;34.411764705882355;37.6;37.388888888888886;40.470588235294116;40.05555555555556;2;2;3;3;2;3;3;2.0;39.266666666666666
35;38;38;39;50;1;37;35;2;34;36;38;56.41;1;32;1;17.0;32;34;45;31;39;1;1;7;18.0;18.0;2;2;0;7;3;2;45;0.0;34.705882352941174;35.0;37.27777777777778;35.1764705882353;39.27777777777778;2;2;3;3;2;3;3;2.0;37.2
43;38;45;42;44;1;33;45;0;44;46;41;59.4;1;40;1;17.0;37;35;38;33;39;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;44.588235294117645;42.333333333333336;43.833333333333336;38.8235294117647;38.0;2;2;3;3;2;3;3;3.0;42.4
36;33;33;35;45;1;40;34;1;36;36;43;59.4;1;38;1;17.0;31;31;35;45;46;1;1;7;18.0;18.0;2;2;0;7;2;1;40;0.0;34.94117647058823;34.0;37.111111111111114;39.411764705882355;37.666666666666664;2;2;3;3;2;3;3;2.0;38.8
44;38;30;37;33;1;44;37;0;30;32;40;62.11;1;38;1;17.0;45;37;44;32;42;1;1;7;18.0;18.0;2;2;0;7;1;1;45;0.0;32.470588235294116;33.333333333333336;36.0;37.1764705882353;41.05555555555556;2;2;3;3;2;3;3;2.0;38.6
38;37;44;37;37;1;43;35;0;31;37;37;77.28;1;39;1;17.0;45;35;38;44;30;1;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;34.529411764705884;37.06666666666667;36.111111111111114;39.529411764705884;37.388888888888886;2;2;3;3;2;3;3;2.0;39.53333333333333
46;39;41;39;47;1;35;38;0;48;36;43;56.55;1;39;1;17.0;44;40;41;37;48;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;39.470588235294116;35.666666666666664;41.0;38.1764705882353;40.833333333333336;2;2;3;3;2;3;3;3.0;41.86666666666667
46;30;40;40;50;1;35;39;0;33;32;39;65.03;1;35;1;17.0;33;33;37;40;32;1;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;36.705882352941174;38.2;38.666666666666664;39.05882352941177;35.5;2;2;3;3;2;3;3;2.0;40.0
43;30;40;42;41;1;32;30;1;42;34;30;56.55;1;30;1;17.0;30;32;30;34;30;2;1;7;18.0;18.0;2;2;0;7;1;1;41;0.0;34.8235294117647;34.13333333333333;35.611111111111114;35.470588235294116;31.77777777777778;2;2;3;3;2;3;3;2.0;33.46666666666667
40;30;38;38;37;1;36;30;1;38;36;36;59.4;1;31;1;17.0;30;34;30;40;32;1;1;7;18.0;18.0;2;2;0;7;1;2;45;0.0;34.588235294117645;32.333333333333336;33.72222222222222;37.588235294117645;34.22222222222222;2;2;3;3;2;3;3;2.0;35.8
38;0;33;0;0;0;0;34;0;30;37;0;62.21;0;36;0;2.0;0;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;32.1764705882353;34.86666666666667;30.533333333333335;35.0;0.0;2;2;3;3;2;3;3;1.0;26.0
44;38;31;39;40;1;45;37;0;39;36;37;56.55;1;35;1;17.0;42;41;37;45;42;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;35.529411764705884;35.0;38.44444444444444;41.411764705882355;39.833333333333336;2;2;3;3;2;3;3;2.0;37.13333333333333
31;30;30;36;37;1;34;34;1;37;32;38;62.11;1;39;1;17.0;33;31;32;37;30;1;1;7;18.0;18.0;2;2;0;7;2;1;46;0.0;34.294117647058826;33.53333333333333;33.388888888888886;37.705882352941174;34.05555555555556;2;2;3;3;2;3;3;3.0;40.86666666666667
46;39;31;41;43;1;42;41;0;49;37;44;77.1;1;41;1;17.0;44;41;41;37;49;1;1;7;18.0;18.0;2;2;0;7;1;1;41;0.0;38.88235294117647;39.0;40.888888888888886;40.1764705882353;42.166666666666664;2;2;3;3;2;3;3;3.0;42.93333333333333
34;38;38;34;31;3;30;30;2;30;35;31;65.03;1;37;1;17.0;37;30;30;40;35;3;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;33.705882352941174;33.46666666666667;32.27777777777778;34.76470588235294;32.05555555555556;2;2;3;3;2;3;3;2.0;34.53333333333333
31;30;32;39;37;2;43;33;1;42;33;39;62.21;1;35;1;17.0;49;30;37;35;38;1;1;7;18.0;18.0;2;2;0;7;1;1;48;0.0;35.76470588235294;35.4;32.94444444444444;39.705882352941174;37.0;2;2;3;3;2;3;3;2.0;37.733333333333334
34;0;32;0;41;3;0;0;1;37;30;0;70.87;0;40;0;3.0;0;0;24;17;32;0;0;2;2.0;5.0;1;2;1;1;1;0;0;3.0;32.88235294117647;33.53333333333333;36.111111111111114;32.5;27.2;2;2;3;3;2;3;3;1.0;13.0
30;0;18;0;0;0;0;0;0;15;0;0;62.21;0;0;0;2.0;0;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;19.58823529411765;34.0;30.0;35.0;0.0;2;2;3;3;2;3;3;2.0;33.0
30;0;32;0;0;0;0;0;0;30;35;0;50.6;0;20;0;0.0;0;0;0;0;14;0;0;1;0.0;2.0;1;1;1;0;1;0;0;2.0;25.058823529411764;35.86666666666667;30.0;0.0;14.0;2;2;3;3;2;3;3;4.0;48.0
34;37;33;33;33;2;30;34;2;36;30;39;73.83;1;35;1;17.0;33;30;31;38;30;3;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;35.1764705882353;34.0;33.27777777777778;36.94117647058823;32.833333333333336;2;2;3;3;2;3;3;2.0;35.2
30;30;36;31;42;2;32;37;3;34;33;39;64.91;1;40;1;17.0;39;30;33;37;32;2;1;7;18.0;18.0;2;2;0;7;2;1;31;0.0;35.1764705882353;34.46666666666667;34.388888888888886;37.11764705882353;32.55555555555556;2;2;3;3;2;3;3;2.0;37.93333333333333
39;38;43;40;50;1;46;43;0;50;42;46;65.03;1;36;1;17.0;46;33;43;45;38;1;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;39.64705882352941;38.666666666666664;41.833333333333336;42.1764705882353;40.77777777777778;2;2;3;3;2;3;3;3.0;43.8
29;0;36;0;0;0;0;0;0;30;0;0;62.21;0;41;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;24.529411764705884;32.666666666666664;32.0;0.0;0.0;2;2;3;3;2;3;3;2.0;40.0
36;37;38;33;35;1;32;33;1;43;38;41;65.03;1;38;1;17.0;36;30;34;44;30;1;2;7;18.0;18.0;2;2;0;7;1;1;39;0.0;37.64705882352941;32.46666666666667;35.0;38.411764705882355;34.888888888888886;2;2;3;3;2;3;3;2.0;39.2
37;0;36;0;43;0;0;0;0;32;38;0;56.41;0;42;0;3.0;0;0;0;12;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;33.64705882352941;34.733333333333334;39.77777777777778;23.666666666666668;0.0;2;2;3;3;2;3;3;3.0;41.0
32;31;34;36;34;1;35;45;0;33;30;34;65.03;1;39;1;17.0;30;35;30;30;40;1;1;7;18.0;18.0;2;2;0;7;1;1;40;0.0;33.529411764705884;34.333333333333336;35.166666666666664;33.76470588235294;34.44444444444444;2;2;3;3;2;3;3;2.0;36.0
30;33;34;33;33;1;35;36;2;33;37;40;59.4;1;35;1;17.0;34;31;32;35;37;1;1;7;18.0;18.0;2;2;0;7;2;2;49;0.0;32.470588235294116;35.6;32.72222222222222;34.11764705882353;36.111111111111114;2;2;3;3;2;3;3;2.0;37.0
33;33;33;41;42;1;33;36;1;38;40;31;70.87;1;32;1;17.0;39;30;33;40;30;1;1;7;18.0;18.0;2;2;0;7;3;1;36;0.0;34.05882352941177;34.2;35.05555555555556;38.76470588235294;32.166666666666664;2;2;3;3;2;3;3;2.0;34.0
31;36;41;34;37;2;41;37;2;39;39;43;53.5;1;33;1;17.0;48;35;37;34;39;1;1;7;18.0;18.0;2;2;0;7;2;1;40;0.0;35.529411764705884;33.86666666666667;36.0;39.411764705882355;38.5;2;2;3;3;2;3;3;2.0;36.4
36;0;34;0;0;0;0;0;0;0;34;0;53.63;0;39;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;36.81818181818182;33.333333333333336;35.833333333333336;0.0;0.0;2;2;3;3;2;3;3;2.0;33.0
35;38;36;40;47;1;32;30;0;33;30;42;59.4;1;40;1;17.0;36;33;40;43;41;1;1;7;18.0;18.0;2;2;0;7;1;1;42;0.0;33.88235294117647;37.333333333333336;34.888888888888886;38.588235294117645;38.27777777777778;2;2;3;3;2;3;3;2.0;39.733333333333334
44;32;35;33;50;1;38;30;2;35;30;38;67.8;1;39;1;17.0;40;33;39;42;30;2;1;7;18.0;18.0;2;2;0;7;2;1;34;0.0;34.64705882352941;33.0;37.333333333333336;37.588235294117645;35.0;2;2;3;3;2;3;3;2.0;38.93333333333333
31;36;37;36;44;2;31;31;2;32;43;30;64.91;1;42;1;17.0;38;33;42;39;33;1;1;7;18.0;18.0;2;2;0;7;1;2;43;0.0;34.705882352941174;34.333333333333336;36.611111111111114;37.529411764705884;35.388888888888886;2;2;3;3;2;3;3;2.0;38.8
32;38;40;33;50;1;36;41;0;50;46;41;73.83;1;38;1;17.0;33;32;35;38;30;1;1;7;18.0;18.0;2;2;0;7;1;1;46;0.0;41.0;39.333333333333336;39.05555555555556;37.64705882352941;36.77777777777778;2;2;3;3;2;3;3;3.0;40.666666666666664
36;38;33;32;39;1;33;32;4;40;35;32;67.8;1;37;1;17.0;43;33;31;39;36;3;2;7;18.0;18.0;2;2;0;7;2;2;44;0.0;36.294117647058826;35.93333333333333;34.94444444444444;38.11764705882353;34.888888888888886;2;2;3;3;2;3;3;2.0;35.733333333333334
32;38;39;41;50;1;31;30;1;32;46;40;70.74;1;39;1;17.0;42;33;34;45;32;2;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;35.470588235294116;35.86666666666667;36.77777777777778;39.88235294117647;35.166666666666664;2;2;3;3;2;3;3;2.0;39.733333333333334
36;30;30;31;32;2;35;31;4;45;31;38;56.55;1;32;1;17.0;35;32;36;34;31;2;1;7;18.0;18.0;2;2;0;7;2;2;42;0.0;35.64705882352941;35.4;33.22222222222222;34.470588235294116;34.666666666666664;2;2;3;3;2;3;3;2.0;32.86666666666667
35;0;32;0;21;0;0;0;0;30;25;0;62.11;0;25;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;32.8235294117647;37.93333333333333;24.6;0.0;0.0;2;2;3;3;2;3;3;4.0;47.0
35;32;42;36;44;1;33;41;0;43;30;43;64.91;1;41;1;17.0;30;35;41;40;34;1;1;7;18.0;18.0;2;2;0;7;1;1;38;0.0;37.64705882352941;36.733333333333334;37.77777777777778;37.705882352941174;36.833333333333336;2;2;3;3;2;3;3;2.0;37.333333333333336
0;0;0;0;0;0;0;0;0;0;0;0;59.27;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;0.0;32.333333333333336;0.0;0.0;0.0;2;2;3;3;2;3;3;1.0;1.0
33;0;32;0;0;0;0;0;0;5;32;0;59.4;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;21.272727272727273;30.8;32.6;0.0;0.0;2;2;3;3;2;3;3;2.0;31.0
0;0;37;0;0;0;0;36;0;22;26;0;73.83;0;25;0;4.0;30;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;32.8;38.733333333333334;24.88888888888889;33.5;0.0;2;2;3;3;2;3;3;2.0;36.5
31;0;30;0;0;0;0;0;0;38;36;0;70.87;0;38;0;2.0;0;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;30.41176470588235;33.86666666666667;33.833333333333336;42.0;0.0;2;2;3;3;2;3;3;1.0;30.0
44;31;34;36;32;1;32;30;1;35;31;34;64.91;1;45;1;17.0;40;40;32;36;30;3;1;7;18.0;18.0;2;2;0;7;1;1;30;0.0;33.05882352941177;33.333333333333336;34.111111111111114;37.529411764705884;33.05555555555556;2;2;3;3;2;3;3;2.0;34.06666666666667
38;30;35;31;43;1;37;31;1;36;30;42;64.91;1;36;1;17.0;33;30;30;35;30;2;1;7;18.0;18.0;2;2;0;7;1;1;44;0.0;33.94117647058823;34.266666666666666;35.333333333333336;37.529411764705884;34.333333333333336;2;2;3;3;2;3;3;2.0;38.4
34;30;32;32;42;1;30;31;1;33;37;36;58.33;1;36;1;17.0;42;38;32;41;34;2;1;7;18.0;18.0;2;2;0;7;1;1;39;0.0;35.23529411764706;38.733333333333334;33.94444444444444;39.705882352941174;34.111111111111114;2;2;3;3;2;3;3;2.0;37.4
36;35;35;41;40;1;38;38;0;38;42;44;58.33;1;44;1;17.0;30;37;37;35;30;1;1;7;18.0;18.0;2;2;0;7;1;1;36;0.0;34.11764705882353;36.4;37.27777777777778;37.11764705882353;37.05555555555556;2;2;3;3;2;3;3;3.0;40.4
31;30;33;32;38;2;31;30;3;41;30;41;64.85;1;30;1;17.0;41;31;30;31;30;2;1;7;18.0;18.0;2;2;0;7;2;1;44;0.0;34.705882352941174;34.46666666666667;32.666666666666664;35.76470588235294;33.666666666666664;2;2;3;3;2;3;3;2.0;37.0
41;30;38;31;34;1;35;39;3;31;44;38;64.17;2;30;1;17.0;30;31;30;30;40;1;1;7;18.0;18.0;2;2;0;7;2;2;34;0.0;32.11764705882353;36.266666666666666;38.55555555555556;36.529411764705884;33.611111111111114;2;2;3;3;2;3;3;2.0;35.46666666666667
38;36;34;37;43;1;33;40;0;41;39;39;56.32;1;41;1;17.0;30;33;31;42;43;1;1;7;18.0;18.0;2;2;0;7;1;1;38;0.0;35.94117647058823;37.93333333333333;37.44444444444444;39.35294117647059;35.833333333333336;2;2;3;3;2;3;3;2.0;38.4
34;0;30;0;0;0;0;0;0;14;9;0;54.28;0;32;0;1.0;0;0;0;0;0;0;0;0;0.0;0.0;1;2;0;0;0;0;0;0.0;22.785714285714285;35.6;25.333333333333332;37.0;0.0;2;2;3;3;2;3;3;1.0;30.0
16;0;36;0;0;0;0;0;0;46;11;0;50.37;0;0;0;0.0;0;0;0;0;0;0;0;0;0.0;0.0;1;1;0;0;0;0;0;0.0;24.58823529411765;30.4;14.0;11.0;0.0;2;2;3;3;2;3;3;3.0;43.0
32;37;32;39;34;3;32;31;2;31;36;41;52.42;1;44;1;17.0;30;32;41;35;37;3;1;7;18.0;18.0;2;2;0;7;1;1;43;0.0;34.23529411764706;35.13333333333333;33.611111111111114;36.05882352941177;37.611111111111114;2;2;3;3;2;3;3;2.0;33.13333333333333
30;40;31;30;46;1;45;30;1;40;34;44;64.85;1;38;1;17.0;42;36;35;43;38;2;1;7;18.0;18.0;2;2;0;7;1;1;41;0.0;34.529411764705884;39.4;36.22222222222222;39.23529411764706;39.611111111111114;2;2;3;3;2;3;3;3.0;40.46666666666667
39;38;34;33;45;1;35;32;1;38;40;42;56.23;1;44;1;17.0;34;44;31;43;34;1;1;7;18.0;18.0;2;2;0;7;2;1;37;0.0;36.11764705882353;37.2;37.72222222222222;37.1764705882353;37.611111111111114;2;2;3;3;2;3;3;2.0;37.4
35;30;37;34;33;2;28;30;2;30;32;30;59.95;1;30;1;15.0;39;30;33;31;43;3;1;7;16.0;18.0;2;2;1;6;1;1;47;2.0;32.94117647058823;35.0;31.555555555555557;36.333333333333336;33.611111111111114;2;2;3;3;2;3;3;2.0;33.0
38;31;33;30;40;3;7;32;4;30;41;45;58.33;2;30;1;14.0;32;33;30;39;30;1;2;7;14.0;18.0;2;2;2;5;3;1;27;4.0;32.64705882352941;33.333333333333336;36.22222222222222;30.41176470588235;30.27777777777778;2;2;3;3;2;3;3;2.0;30.4
34;37;44;32;45;1;39;33;2;41;42;44;58.25;1;38;1;17.0;41;37;38;46;41;2;1;7;18.0;18.0;2;2;0;7;2;1;42;0.0;39.23529411764706;38.8;38.111111111111114;40.1764705882353;39.55555555555556;2;2;3;3;2;3;3;2.0;35.46666666666667
33;0;30;0;30;1;0;0;0;36;32;41;60.38;1;32;0;9.0;0;0;30;46;0;0;0;2;6.0;6.0;2;2;0;2;0;0;0;0.0;32.23529411764706;33.2;31.666666666666668;45.333333333333336;35.5;2;2;3;3;2;3;3;3.0;43.0
