NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;NOTA_INV_OP_DOS;NOTA_HISTORIA_COL;VECES_F_ING_SOF;VECES_REDES_COM_DOS;NOTA_METODOS_NUM;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NOTA_ESTADISTICA;NCP_SEIS;NOTA_MOD_PROG_DOS;NOTA_GI_DOS;NOTA_FUND_IA;CAR_CINCO;VECES_GT_TRES;NOTA_CIENCIAS_COMP_DOS;VECES_CIENCIAS_COMP_DOS;NAP_SEIS;NAC_SEIS;NAA_SEIS;EPA_SEIS;CAR_SEIS;VECES_FUND_IA;VECES_GI_DOS;VECES_INV_OP_TRES;VECES_GI_UNO;VECES_HISTORIA_COL;VECES_INV_OP_DOS;VECES_CIBERNETICA_UNO;NOTA_GI_UNO;NOTA_CIBERNETICA_UNO;NCC_SEIS;NCA_SEIS;NOTA_REDES_COM_UNO;VECES_REDES_COM_UNO;VECES_ESTADISTICA;VECES_FISICA_TRES;CREDITOS_GI_DOS;CREDITOS_ECONOMIA;CREDITOS_INV_OP_TRES;CREDITOS_GT_TRES;CREDITOS_F_ING_SOF;CREDITOS_FUND_IA;CREDITOS_EI_DOS;CREDITOS_REDES_COM_DOS;CREDITOS_CIBERNETICA_DOS;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;PROMEDIO_CINCO;RENDIMIENTO_SIETE;PROMEDIO_SIETE
31.0;0;35.0;37.0;35;1;35.0;35;41.0;31.0;1;1;31.0;1;1;35.0;0.0;48.0;50.0;37.0;1;0;32.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;30.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;35.25;35.89473684210526;33.666666666666664;34.55263157894737;2.0;37.166666666666664
40.0;50;29.33333333;41.0;33;3;30.0;35;40.0;49.0;1;1;42.0;1;2;31.5;0.0;44.0;50.0;41.0;0;1;31.0;1;0;7;7;2;1;1;1;1;1;1;1;1;50;44.0;18.0;18.0;40.0;1;2;1;3;2;2;1;3;1;2;3;2;34.09259259333333;34.28947368421053;31.52777777888889;36.421052631578945;2.0;38.45614035052632
46.0;48;44.0;43.0;44;1;30.0;46;41.0;48.0;1;1;41.0;1;1;39.0;0.0;48.0;47.0;39.0;1;1;30.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;47.0;18.0;18.0;32.0;1;1;2;3;2;2;1;3;1;2;3;2;34.0;34.05263157894737;33.305555555;39.0;3.0;43.36842105263158
31.5;50;37.0;42.0;22;1;12.0;37;41.0;27.0;2;2;31.0;1;4;31.0;4.0;41.0;50.0;34.0;1;1;32.5;2;2;7;5;2;3;1;1;1;1;3;1;3;41;17.66666667;18.0;14.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;37.0;35.21052631578947;34.916666666666664;36.578947368421055;2.0;34.23684210526316
45.0;40;37.0;38.0;38;1;31.5;36;36.0;27.0;1;1;30.5;1;2;27.0;5.0;42.0;50.0;40.0;1;1;33.5;2;2;7;5;2;3;1;1;1;1;2;1;1;50;30.0;18.0;13.0;34.0;1;2;1;3;2;2;1;3;1;2;3;2;33.666666666666664;30.473684210526315;35.05555555555556;35.89473684263158;3.0;40.21052631578947
36.0;50;39.0;40.0;42;1;37.0;43;50.0;30.0;1;1;41.0;1;1;40.0;0.0;33.0;45.0;38.0;1;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;33.0;18.0;18.0;45.0;1;1;2;3;2;2;1;3;1;2;3;2;36.05555555555556;35.39473684210526;38.94444444444444;35.31578947368421;3.0;40.78947368421053
0.0;0;0.0;0.0;32;0;0.0;39;37.0;20.0;0;1;39.0;0;0;37.0;2.0;36.0;0.0;0.0;3;0;32.0;1;1;5;4;2;1;0;0;1;0;2;1;0;0;0.0;13.0;11.0;39.0;1;1;2;3;2;2;1;3;1;2;3;2;36.111111111111114;32.333333333333336;29.96875;30.764705882352942;2.0;34.8
34.0;50;31.0;38.0;39;1;40.0;46;46.0;39.0;1;1;37.0;1;1;40.0;0.0;42.0;50.0;43.0;2;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;36.0;18.0;18.0;33.0;1;1;2;3;2;2;1;3;1;2;3;2;38.94444444444444;35.473684210526315;38.22222222222222;37.3421052631579;3.0;40.63157894736842
32.0;50;30.0;24.5;33;1;39.0;35;44.0;25.0;1;1;41.0;1;1;38.0;2.0;35.0;50.0;42.0;2;1;42.0;1;1;7;6;2;1;1;1;1;1;2;1;1;50;33.0;18.0;16.0;33.0;1;1;2;3;2;2;1;3;1;2;3;2;39.44444444444444;36.05263157894737;38.22222222222222;30.42105263157895;2.0;36.526315789473685
41.0;50;37.0;39.0;41;1;48.0;46;48.0;45.0;1;1;36.0;1;1;43.0;0.0;40.0;50.0;42.0;1;1;42.0;1;0;7;7;2;1;1;1;1;1;1;1;2;45;38.5;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;35.55555555555556;32.3421052631579;40.166666666666664;37.28947368421053;3.0;43.578947368421055
43.0;50;37.0;40.0;35;1;40.0;48;48.0;43.0;1;1;36.0;1;1;34.0;0.0;47.0;50.0;42.0;0;1;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;39.0;18.0;18.0;47.0;1;1;1;3;2;2;1;3;1;2;3;2;40.44444444444444;39.0;39.44444444444444;37.26315789473684;3.0;42.421052631578945
44.0;50;32.5;31.0;39;2;37.0;41;37.0;35.0;1;1;42.0;1;1;32.0;0.0;35.0;50.0;42.0;0;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;43;31.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;35.79629629611111;34.421052631578945;31.833333334444447;35.94736842105263;3.0;40.73684210526316
40.0;50;41.0;41.0;39;1;46.0;48;39.0;44.0;1;1;35.0;1;1;42.0;0.0;43.0;50.0;40.0;0;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;39.0;18.0;18.0;33.0;1;1;1;3;2;2;1;3;1;2;3;2;36.111111111111114;36.1578947368421;38.05555555555556;40.31578947368421;3.0;43.63157894736842
36.0;50;40.0;35.0;41;1;48.0;43;47.0;34.0;1;1;35.0;1;1;40.0;0.0;39.0;45.0;42.0;1;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;31.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;38.111111111111114;32.36842105263158;40.77777777777778;37.18421052631579;3.0;41.578947368421055
39.0;50;31.0;41.0;33;1;44.0;48;42.0;33.0;1;1;36.0;1;1;30.0;0.0;44.0;50.0;40.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;38.0;18.0;18.0;47.0;1;1;1;3;2;2;1;3;1;2;3;2;38.583333333333336;39.21052631578947;35.27777777777778;39.421052631578945;3.0;41.26315789473684
44.0;0;30.0;29.5;33;1;39.0;34;30.0;24.66666667;1;1;39.0;1;1;33.0;4.0;29.0;0.0;30.0;4;0;35.0;1;2;6;4;2;2;1;0;1;0;3;1;1;0;49.0;15.0;11.0;28.0;2;1;2;3;2;2;1;3;1;2;3;2;35.71296296222223;32.55263157894737;34.52777777777778;29.57894736842105;2.0;35.06666666666667
35.0;35;34.5;33.0;38;2;36.0;35;41.0;41.0;1;1;42.0;1;1;35.0;0.0;39.0;45.0;34.0;2;1;32.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;33.0;18.0;18.0;31.0;1;1;4;3;2;2;1;3;1;2;3;2;34.72222222222222;29.421052631052632;32.49999999944444;33.48684210526316;2.0;36.8421052631579
36.0;50;42.0;36.0;42;1;37.0;43;40.0;44.0;1;1;33.0;1;1;45.0;3.0;19.0;50.0;42.0;1;1;25.0;2;1;7;6;2;2;1;1;1;1;1;1;1;50;49.0;18.0;15.0;33.0;2;1;1;3;2;2;1;3;1;2;3;2;32.611111111111114;33.94736842157895;31.13888888888889;34.1578947368421;3.0;41.68421052631579
45.0;50;43.0;40.0;43;1;38.0;46;42.0;44.0;1;1;38.0;1;1;44.0;0.0;45.0;50.0;37.0;1;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;40.0;18.0;18.0;31.0;1;1;1;3;2;2;1;3;1;2;3;2;36.02777777777778;34.26315789473684;35.944444445;36.60526315789474;3.0;43.94736842105263
44.0;50;38.0;36.0;35;1;30.0;47;43.0;43.0;1;1;41.0;1;1;40.0;0.0;45.0;50.0;42.0;2;1;35.0;1;0;7;7;2;0;1;1;1;1;1;1;1;37;39.0;18.0;18.0;35.0;1;1;2;3;2;2;1;3;1;2;3;2;30.620370371111107;35.6578947368421;36.166666666666664;36.71052631578947;3.0;41.10526315789474
37.0;50;32.0;35.0;42;1;32.0;40;36.0;34.5;1;1;31.0;1;2;34.0;0.0;46.0;0.0;42.0;1;1;32.0;1;0;7;7;2;1;1;0;1;1;2;1;1;50;32.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;34.166666666666664;33.3421052631579;35.55555555555556;38.421052631578945;2.0;37.9375
36.0;50;36.0;43.0;44;1;43.0;41;45.0;42.0;1;1;31.0;1;1;42.0;0.0;48.0;50.0;40.0;1;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;47.0;18.0;18.0;44.0;1;1;1;3;2;2;1;3;1;2;3;2;34.388888888888886;32.23684210526316;33.833333333333336;39.5;3.0;42.421052631578945
40.0;50;20.5;34.0;32;2;39.0;32;46.0;42.0;1;1;38.0;1;1;33.0;0.0;42.0;50.0;36.0;1;1;44.0;1;0;7;7;2;1;1;1;1;1;1;1;1;43;32.0;18.0;18.0;30.0;2;1;1;3;2;2;1;3;1;2;3;2;40.833333333333336;35.421052631578945;35.94444444444444;35.05263157894737;2.0;37.0
34.0;50;39.0;39.0;39;1;32.0;41;43.0;31.0;1;1;42.0;1;1;36.0;0.0;35.0;50.0;40.0;2;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;48.0;18.0;18.0;45.0;1;1;1;3;2;2;1;3;1;2;3;2;35.0;37.44736842105263;37.77777777777778;32.89473684210526;3.0;40.05263157894737
0.0;0;0.0;0.0;45;0;0.0;0;37.0;34.0;0;1;41.0;0;0;17.5;5.0;0.0;0.0;38.0;0;0;43.0;1;2;6;4;2;1;1;0;0;0;1;1;1;0;9.0;15.0;10.0;41.0;1;2;0;3;2;2;1;3;1;2;3;2;37.48148148166667;34.25;32.27777777833333;35.15384615384615;3.0;43.25
33.0;50;33.0;35.0;42;1;45.0;31;34.0;45.0;1;1;34.0;1;1;30.0;0.0;49.0;50.0;42.0;0;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;40;34.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;33.02777777777778;36.39473684210526;33.611111110555555;37.10526315789474;2.0;39.73684210526316
41.0;50;42.0;37.0;42;1;47.0;45;48.0;43.0;1;1;44.0;1;1;40.0;2.0;50.0;50.0;39.0;0;1;40.0;1;1;7;6;2;1;1;1;1;1;1;1;1;45;46.0;18.0;16.0;28.0;2;1;1;3;2;2;1;3;1;2;3;2;36.05555555555556;37.21052631578947;38.52777777777778;38.94736842105263;3.0;43.68421052631579
42.0;50;45.0;40.0;46;1;33.0;46;46.0;41.0;1;1;37.0;1;1;39.0;0.0;43.0;50.0;42.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;39.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;41.388888888888886;40.36842105263158;45.27777777777778;41.10526315789474;3.0;43.89473684210526
41.0;50;40.0;37.0;38;1;44.0;43;47.0;37.0;1;1;37.0;1;1;42.0;0.0;47.0;50.0;38.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;48.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;36.833333333333336;36.473684210526315;39.166666666666664;39.63157894736842;3.0;42.26315789473684
40.0;50;31.0;31.0;37;1;37.0;42;46.0;43.0;1;1;42.0;1;1;36.0;0.0;46.0;50.0;36.0;1;1;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;37;40.0;18.0;18.0;31.0;1;1;1;3;2;2;1;3;1;2;3;2;35.861111111111114;33.68421052631579;35.77777777777778;36.13157894736842;2.0;39.421052631578945
33.5;45;38.0;30.5;32;1;40.0;37;42.0;45.0;2;1;31.0;1;1;39.0;0.0;37.0;45.0;40.0;3;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;30.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;32.72222222222222;34.587719297894736;31.187500000625;32.05263157894737;2.0;37.23684210526316
40.0;50;41.0;32.0;42;1;45.0;33;37.0;39.0;1;1;33.0;1;1;35.0;0.0;39.0;50.0;43.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;32.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;34.55555555555556;33.05263157894737;34.75;36.05263157894737;3.0;41.63157894736842
39.0;50;42.0;16.5;39;1;32.0;32;35.0;30.0;1;1;35.0;1;1;30.0;0.0;33.0;50.0;42.0;1;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;31.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;30.944444443888887;34.421052631578945;31.52777777777778;35.05263157842105;2.0;37.94736842105263
40.0;50;41.0;32.0;42;1;32.0;34;39.0;40.0;1;1;34.0;1;1;35.0;0.0;39.0;50.0;42.0;0;1;35.0;1;0;7;7;2;0;1;1;2;1;1;1;1;45;33.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;37.22222222222222;35.63157894736842;35.166666666666664;35.526315789473685;3.0;40.31578947368421
42.0;50;43.0;45.0;43;1;42.0;45;49.0;40.0;1;1;41.0;1;1;42.0;0.0;38.0;50.0;33.0;0;1;48.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;46.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;37.666666666666664;40.36842105263158;34.47222222222222;39.26315789473684;3.0;44.10526315789474
40.0;50;26.0;40.0;32;2;30.0;32;36.0;41.0;1;1;39.0;1;1;37.0;3.0;46.0;50.0;32.0;2;1;21.5;2;1;7;6;2;1;1;1;1;1;1;1;1;50;32.0;18.0;15.0;30.0;1;1;1;3;2;2;1;3;1;2;3;2;42.44444444444444;35.05263157894737;32.666666666666664;35.86842105263158;2.0;37.05263157894737
45.0;45;40.0;40.0;45;1;42.0;44;42.0;41.0;1;1;39.0;1;1;35.0;0.0;33.0;50.0;43.0;0;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;33.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;35.833333333333336;38.73684210526316;36.833333333333336;38.473684210526315;3.0;44.21052631578947
48.0;50;50.0;44.0;48;1;47.0;45;48.0;41.0;1;1;41.0;1;1;44.0;0.0;47.0;50.0;42.0;0;1;47.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;38.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;42.27777777777778;43.0;41.611111111111114;43.421052631578945;4.0;47.473684210526315
46.0;45;43.0;36.0;0;1;31.0;40;39.0;0.0;1;0;41.0;1;1;18.5;3.0;41.0;45.0;43.0;1;1;36.5;2;1;6;5;2;2;1;1;1;1;0;1;1;45;36.0;16.0;13.0;35.0;1;2;1;3;2;2;1;3;1;2;3;2;38.90625;38.78947368421053;29.384615384615383;33.6764705882353;3.0;41.3125
36.0;50;17.66666667;37.0;30;3;35.5;40;42.0;27.0;1;1;33.0;1;2;34.0;2.0;29.0;50.0;36.0;4;1;37.0;1;1;7;6;2;1;1;1;1;1;2;1;1;50;36.0;18.0;16.0;41.0;1;1;2;3;2;2;1;3;1;2;3;2;36.44444444444444;36.78947368421053;32.47222222222222;29.078947367894738;2.0;36.54385964947368
43.0;50;38.0;37.0;48;1;47.0;44;48.0;41.0;1;1;41.0;1;1;40.0;0.0;30.0;50.0;38.0;0;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;34.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;39.611111111111114;37.78947368421053;38.166666666666664;37.31578947368421;3.0;44.36842105263158
41.0;45;41.0;42.0;44;1;44.0;50;46.0;43.0;1;1;36.0;1;1;40.0;0.0;37.0;50.0;43.0;0;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;47.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;39.111111111111114;39.73684210526316;37.333333333333336;36.421052631578945;3.0;44.578947368421055
39.0;50;36.0;45.0;44;1;42.0;42;45.0;31.0;1;1;41.0;1;1;34.0;0.0;40.0;50.0;43.0;0;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;47.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;39.5;39.60526315789474;34.888888888888886;37.21052631578947;3.0;43.26315789473684
13.0;0;15.5;0.0;0;2;0.0;0;42.0;36.0;2;0;37.0;0;0;37.0;2.0;43.0;0.0;0.0;3;0;0.0;0;1;4;3;2;1;0;0;0;0;1;1;0;0;0.0;10.0;8.0;18.0;3;1;2;3;2;2;1;3;1;2;3;2;32.388888888888886;31.28125;33.083333333333336;32.026315789473685;1.0;14.0
38.0;50;44.0;43.0;43;1;45.0;41;33.0;44.0;1;1;33.0;1;1;32.0;0.0;44.0;47.0;38.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;37.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;30.805555555555557;36.8421052631579;36.47222222222222;40.1578947368421;3.0;43.05263157894737
39.0;36;36.0;29.5;32;1;32.0;38;38.0;30.0;1;1;48.0;1;1;40.0;0.0;39.0;45.0;37.0;3;1;34.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;33.0;18.0;18.0;35.0;1;1;2;3;2;2;1;3;1;2;3;2;35.388888888888886;36.526315789473685;33.69444444444444;34.8421052631579;2.0;36.421052631578945
36.0;40;37.0;50.0;46;1;37.0;42;44.0;49.0;1;1;33.0;1;1;37.0;0.0;34.0;40.0;41.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;38.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;39.22222222222222;36.78947368421053;33.05555555555556;37.94736842105263;3.0;41.0
38.0;50;34.0;30.0;44;2;48.0;44;50.0;44.0;1;1;48.0;1;1;39.0;0.0;39.0;45.0;42.0;1;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;40.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;38.111111111111114;40.31578947368421;37.388888888888886;39.05263157894737;3.0;41.31578947368421
0.0;0;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0;0.0;0;0;0.0;0.0;0.0;0.0;38.0;0;0;0.0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;1;3;2;2;1;3;1;2;3;2;30.38888888888889;36.125;35.69444444444444;35.2;2.0;38.0
36.0;50;38.0;44.0;38;1;47.0;43;38.0;30.5;1;1;41.0;1;1;30.0;2.0;38.0;50.0;41.0;0;1;34.0;1;1;7;6;2;2;1;1;1;1;2;1;1;50;49.0;18.0;16.0;29.0;2;1;1;3;2;2;1;3;1;2;3;2;34.166666666666664;36.05263157894737;37.22222222222222;37.05263157894737;3.0;42.473684210526315
37.0;50;30.0;38.0;42;1;33.0;48;50.0;42.0;1;1;34.0;1;1;37.0;0.0;42.0;45.0;35.0;1;1;39.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;30.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;34.833333333333336;37.44736842105263;36.166666666666664;34.68421052631579;2.0;39.73684210526316
0.0;0;21.0;0.0;0;1;0.0;0;0.0;5.0;0;0;0.0;0;0;0.0;2.0;0.0;0.0;0.0;0;0;0.0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0.0;2.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;34.76470588235294;26.733333333333334;14.0;0.0;1.0;21.0
36.0;50;42.0;21.0;44;1;33.0;43;50.0;40.0;1;1;39.0;1;1;46.0;0.0;50.0;45.0;39.0;0;1;46.0;1;0;7;7;2;0;1;1;1;1;1;1;1;44;35.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;40.27777777777778;40.68421052631579;40.22222222222222;44.1578947368421;2.0;39.05263157894737
0.0;0;41.0;0.0;31;1;21.0;38;40.0;36.0;0;1;41.0;0;1;40.0;0.0;32.0;0.0;41.0;1;0;31.0;1;0;5;5;2;0;1;0;1;0;1;1;0;0;0.0;13.0;13.0;35.0;1;1;0;3;2;2;1;3;1;2;3;2;36.22222222222222;29.57894736842105;34.916666666666664;33.875;2.0;33.4
40.0;40;39.0;33.0;40;1;49.0;40;42.0;45.0;1;1;38.0;1;1;45.0;0.0;36.0;50.0;41.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;46.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;38.611111111111114;34.94736842105263;35.0;36.1578947368421;3.0;41.73684210526316
47.0;50;36.0;37.0;39;1;43.0;45;40.0;35.0;1;1;41.0;1;1;35.0;0.0;34.0;47.0;41.0;0;1;41.0;1;0;7;7;2;1;1;1;1;1;1;1;2;50;35.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;36.55555555555556;35.1578947368421;34.0;35.68421052631579;3.0;42.73684210526316
33.0;50;36.0;40.0;31;1;33.0;35;38.0;31.0;1;1;30.0;1;1;30.0;0.0;35.0;0.0;33.0;0;1;40.0;1;0;7;7;2;1;1;0;1;1;1;1;1;41;43.0;18.0;18.0;45.0;1;2;1;3;2;2;1;3;1;2;3;2;36.27777777777778;35.1578947368421;32.94444444444444;37.10526315789474;2.0;35.1875
0.0;40;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0;42.0;0;0;0.0;0.0;33.0;0.0;0.0;0;1;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;35.333333333333336;34.0735294117647;31.615384615384617;32.875;2.0;40.0
33.0;40;32.0;31.0;39;1;47.0;34;41.0;38.0;1;1;42.0;1;1;30.0;0.0;40.0;50.0;40.0;1;1;31.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;30.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;38.44444444444444;37.60526315789474;35.55555555555556;36.39473684210526;2.0;38.63157894736842
39.0;50;37.0;39.0;42;1;43.0;34;41.0;37.0;1;1;42.0;1;1;41.0;0.0;42.0;50.0;34.0;1;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;38.0;18.0;18.0;40.0;1;1;2;3;2;2;1;3;1;2;3;2;37.05555555555556;36.921052631578945;34.666666666666664;35.26315789473684;3.0;41.21052631578947
0.0;50;0.0;0.0;0;0;0.0;0;0.0;0.0;0;0;43.0;0;0;0.0;0.0;0.0;0.0;0.0;0;1;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;30.25;28.90000000066667;29.5;42.0;4.0;50.0
36.0;50;33.0;42.0;40;1;33.0;43;42.0;38.0;1;1;42.0;1;1;37.0;0.0;49.0;45.0;33.0;0;1;33.0;1;0;7;7;2;0;1;1;1;1;1;1;1;32;38.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;31.444444444444443;36.8421052631579;36.361111111111114;38.36842105263158;2.0;39.36842105263158
44.0;38;44.0;42.0;36;1;32.0;42;36.0;43.0;1;1;33.0;1;1;38.0;3.0;43.0;45.0;39.0;1;1;23.5;2;1;7;6;2;1;1;1;1;1;1;1;1;45;48.0;18.0;15.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;35.27777777777778;33.078947367894735;32.80555555555556;39.55263157894737;3.0;40.63157894736842
40.0;50;41.0;41.0;39;1;42.0;50;50.0;42.0;1;1;36.0;1;1;41.0;0.0;47.0;50.0;39.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;42.27777777777778;36.23684210526316;38.333333333333336;41.0;3.0;43.36842105263158
43.0;50;44.0;44.0;46;1;44.0;46;48.0;39.0;1;1;41.0;1;1;43.0;0.0;32.0;50.0;42.0;0;1;49.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;44.0;18.0;18.0;45.0;1;1;1;3;2;2;1;3;1;2;3;2;40.77777777777778;39.94736842105263;36.388888888888886;38.26315789473684;4.0;45.526315789473685
38.0;45;42.0;36.0;46;1;16.0;37;43.0;35.0;1;1;41.0;1;2;35.0;0.0;32.0;45.0;37.0;1;1;33.5;2;0;7;7;2;1;1;1;1;1;1;1;1;50;48.0;18.0;18.0;44.0;1;1;2;3;2;2;1;3;1;2;3;2;37.22222222222222;34.973684210526315;30.97222222222222;35.26315789473684;2.0;38.473684210526315
46.0;50;37.0;34.0;40;1;31.0;40;35.0;27.5;1;1;42.0;1;1;32.0;2.0;36.0;0.0;39.0;2;1;35.0;1;1;7;6;2;2;1;0;1;1;2;1;1;50;32.0;18.0;16.0;33.0;2;1;2;3;2;2;1;3;1;2;3;2;35.72222222222222;34.131578946842104;31.805555555555557;31.157894736842106;2.0;39.4375
35.0;50;27.5;35.0;44;2;46.0;45;41.0;33.0;1;1;41.0;1;1;32.0;0.0;48.0;50.0;40.0;0;1;36.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;36.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;35.77777777777778;34.86842105263158;33.55555555555556;40.89473684210526;3.0;41.26315789473684
38.0;50;44.0;42.0;42;1;30.0;39;36.0;36.0;1;1;36.0;1;2;41.0;0.0;33.0;48.0;43.0;1;1;34.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;33.0;18.0;18.0;40.0;1;1;2;3;2;2;1;3;1;2;3;2;37.388888888888886;34.0;35.416666666666664;33.078947368421055;3.0;41.421052631578945
34.0;50;42.0;44.0;47;1;48.0;41;44.0;42.0;1;1;42.0;1;1;39.0;0.0;47.0;50.0;41.0;0;1;30.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;30.0;18.0;18.0;33.0;1;1;1;3;2;2;1;3;1;2;3;2;31.944444444444443;37.0;32.638888888888886;38.68421052631579;3.0;43.89473684210526
40.0;50;43.0;41.0;48;1;42.0;50;50.0;38.0;1;1;37.0;1;1;43.0;0.0;44.0;50.0;41.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;44.111111111111114;40.73684210526316;36.94444444444444;39.10526315789474;4.0;45.10526315789474
41.0;41;30.0;31.0;44;1;47.0;43;46.0;30.0;1;1;40.0;1;1;43.0;0.0;36.0;50.0;43.0;0;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;48.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;37.77777777777778;35.078947368421055;35.52777777777778;35.526315789473685;3.0;41.63157894736842
