NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;NOTA_INV_OP_DOS;NOTA_HISTORIA_COL;VECES_F_ING_SOF;VECES_REDES_COM_DOS;NOTA_METODOS_NUM;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NOTA_ESTADISTICA;NCP_SEIS;NOTA_MOD_PROG_DOS;NOTA_GI_DOS;NOTA_FUND_IA;CAR_CINCO;VECES_GT_TRES;NOTA_CIENCIAS_COMP_DOS;VECES_CIENCIAS_COMP_DOS;NAP_SEIS;NAC_SEIS;NAA_SEIS;EPA_SEIS;CAR_SEIS;VECES_FUND_IA;VECES_GI_DOS;VECES_INV_OP_TRES;VECES_GI_UNO;VECES_HISTORIA_COL;VECES_INV_OP_DOS;VECES_CIBERNETICA_UNO;NOTA_GI_UNO;NOTA_CIBERNETICA_UNO;NCC_SEIS;NCA_SEIS;NOTA_REDES_COM_UNO;VECES_REDES_COM_UNO;VECES_ESTADISTICA;VECES_FISICA_TRES;CREDITOS_GI_DOS;CREDITOS_ECONOMIA;CREDITOS_INV_OP_TRES;CREDITOS_GT_TRES;CREDITOS_F_ING_SOF;CREDITOS_FUND_IA;CREDITOS_EI_DOS;CREDITOS_REDES_COM_DOS;CREDITOS_CIBERNETICA_DOS;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;PROMEDIO_CINCO;RENDIMIENTO_SIETE;PROMEDIO_SIETE
35.0;50;29.5;39.0;45;2;43.0;44;41.0;47.0;1;1;44.0;1;1;36.0;0.0;43.0;45.0;42.0;1;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;42.0;18.0;18.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;36.94444444444444;34.078947368421055;37.5;38.26315789473684;3.0;40.94736842105263
38.0;50;37.0;44.0;45;1;43.0;43;40.0;35.0;1;1;41.0;1;1;36.0;0.0;35.5;47.0;41.0;1;1;31.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;40.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;33.361111111111114;35.1578947368421;35.833333333333336;36.5;3.0;42.89473684210526
36.0;50;35.0;44.0;45;1;47.0;41;47.0;48.0;1;1;42.0;1;1;33.0;0.0;48.0;47.0;39.0;1;1;33.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;47.0;18.0;18.0;35.0;1;1;1;3;2;2;1;3;1;2;3;2;35.44444444444444;37.736842104736844;35.72222222222222;40.36842105263158;3.0;42.473684210526315
40.0;50;35.0;34.0;45;1;42.0;42;39.0;45.0;1;1;44.0;1;1;34.0;0.0;48.0;47.0;42.0;2;1;31.0;1;0;7;7;2;1;1;1;1;1;1;1;3;47;32.33333333;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;31.583333333333332;36.18421052631579;34.638888889444445;36.55263157894737;3.0;41.78947368421053
38.0;48;23.5;41.0;38;2;39.0;38;40.0;38.0;1;1;43.0;1;1;33.0;0.0;45.0;45.0;40.0;2;1;33.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;44.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;34.333333333333336;33.68421052631579;34.833333333333336;35.05263157894737;2.0;38.63157894736842
43.0;45;29.5;31.0;33;2;33.0;45;43.0;39.0;1;1;45.0;1;1;29.5;3.0;44.0;45.0;41.0;1;1;34.0;1;1;7;6;2;1;1;1;1;1;1;1;1;50;45.0;18.0;15.0;50.0;1;2;3;3;2;2;1;3;1;2;3;2;35.24074074000001;33.63157894736842;30.333333333333332;33.89473684210526;2.0;38.21052631578947
37.0;0;40.0;38.0;35;1;36.0;31;41.0;46.0;1;1;36.0;1;1;43.0;0.0;40.0;50.0;30.0;0;0;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;45.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;32.50000000055556;34.473684210526315;35.19444444444444;38.1578947368421;2.0;38.111111111111114
41.0;0;40.0;40.0;44;1;28.5;45;41.0;30.0;1;1;44.0;1;2;23.0;6.0;40.0;50.0;37.0;1;0;27.0;2;2;7;5;2;2;1;1;1;1;1;1;1;50;49.0;18.0;12.0;46.0;1;2;1;3;2;2;1;3;1;2;3;2;39.05555555555556;38.36842105263158;34.83333333388889;37.28947368421053;3.0;41.611111111111114
11.5;0;14.0;0.0;30;2;0.0;0;31.0;21.5;2;1;35.0;0;0;0.0;2.0;48.0;0.0;0.0;3;0;30.0;1;1;5;4;2;1;0;0;0;0;2;1;1;0;41.0;12.0;10.0;42.0;1;0;2;3;2;2;1;3;1;2;3;2;28.97222222222222;32.23684210526316;31.944444444444443;27.941176470588236;1.0;19.0625
42.0;50;41.0;26.5;40;1;32.0;40;39.0;39.0;1;1;33.0;1;1;32.0;0.0;40.0;45.0;40.0;1;1;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;30.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;37.166666666666664;33.23684210526316;33.22222222222222;35.31578947368421;2.0;39.473684210526315
34.0;0;32.0;0.0;43;1;42.0;44;42.0;0.0;1;1;30.0;0;1;38.0;3.0;40.0;0.0;34.0;1;0;27.5;2;1;5;4;2;2;1;0;1;0;0;1;2;0;33.5;13.0;10.0;36.0;1;1;0;3;2;2;1;3;1;2;3;2;38.111111111111114;36.63157894736842;33.5;35.285714285714285;2.0;38.53846153846154
39.0;0;37.0;32.0;41;1;45.0;35;40.0;39.0;1;1;43.0;1;1;40.0;0.0;49.0;0.0;40.0;0;0;44.0;1;0;6;6;2;0;1;0;1;0;1;1;1;0;45.0;15.0;15.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;37.27777777777778;34.473684211052635;32.25;33.578947368421055;2.0;38.53333333333333
35.0;0;39.0;38.0;36;1;37.0;37;44.0;30.0;1;1;42.0;1;1;30.5;0.0;42.0;0.0;41.0;1;0;45.0;1;0;6;6;2;1;1;0;1;0;1;1;1;0;42.0;15.0;15.0;34.0;1;2;2;3;2;2;1;3;1;2;3;2;34.22222222222222;34.05263157894737;32.44444444444444;39.078947368421055;2.0;37.06666666666667
38.0;0;32.0;0.0;45;1;47.0;43;43.0;35.0;1;1;33.0;0;1;39.0;0.0;41.0;0.0;31.0;0;0;41.0;1;0;6;6;2;0;1;0;1;0;1;1;1;0;35.0;15.0;15.0;36.0;1;1;0;3;2;2;1;3;1;2;3;2;41.72222222222222;38.94736842105263;35.44444444444444;40.285714285714285;3.0;40.30769230769231
40.0;0;32.0;34.0;39;1;34.0;0;32.0;43.0;1;1;22.5;1;1;36.0;0.0;36.0;0.0;36.0;2;0;32.0;1;0;6;6;2;0;1;0;0;0;1;1;1;0;38.0;15.0;15.0;31.0;1;1;0;3;2;2;1;3;1;2;3;2;32.5;32.30555555555556;35.888888888888886;31.75;2.0;36.38461538461539
37.0;50;36.0;37.0;44;1;41.0;44;43.0;41.0;1;1;45.0;1;1;36.0;0.0;41.0;45.0;42.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;47.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;38.611111111111114;36.81578947368421;34.05555555611111;39.68421052631579;3.0;41.36842105263158
35.0;50;35.0;38.0;36;1;32.0;36;37.0;41.0;1;1;33.0;1;1;32.0;0.0;36.0;50.0;32.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;33.0;18.0;18.0;36.0;1;1;1;3;2;2;1;3;1;2;3;2;42.166666666666664;36.8421052631579;36.416666666666664;35.1578947368421;2.0;38.26315789473684
41.0;48;35.0;44.0;41;2;44.0;43;37.0;50.0;1;1;37.0;1;1;37.0;0.0;40.0;50.0;41.0;0;1;32.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;44.0;1;1;1;3;2;2;1;3;1;2;3;2;37.111111111111114;35.368421053157896;37.388888888888886;39.31578947368421;3.0;43.0
37.0;45;45.0;39.0;37;1;36.0;40;37.0;32.0;1;1;32.0;1;1;38.0;0.0;46.0;50.0;40.0;0;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;45.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;34.111111111111114;35.36842105210526;33.111111111111114;38.78947368421053;3.0;40.89473684210526
45.0;50;39.0;42.0;39;1;37.0;41;32.0;45.0;1;1;45.0;1;1;32.0;0.0;45.0;50.0;33.0;1;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;45.0;18.0;18.0;33.0;1;1;1;3;2;2;1;3;1;2;3;2;37.833333333333336;34.21052631526316;24.416666666111112;39.55263157894737;3.0;42.26315789473684
46.0;50;36.0;40.0;40;1;45.0;40;43.0;49.0;1;1;42.0;1;1;36.0;0.0;45.0;50.0;40.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;48;50.0;18.0;18.0;36.0;1;1;1;3;2;2;1;3;1;2;3;2;35.833333333333336;38.31578947368421;35.138888888888886;37.526315789473685;3.0;43.1578947368421
42.0;40;38.0;0.0;0;1;0.0;0;40.0;38.0;1;0;42.0;0;0;35.0;3.0;39.0;0.0;32.0;2;1;21.0;2;1;5;4;2;1;1;0;0;0;1;1;0;0;0.0;13.0;10.0;31.0;1;1;2;3;2;2;1;3;1;2;3;2;31.11111111111111;34.294117647058826;31.5;23.823529411705884;2.0;39.142857142857146
46.0;0;37.0;0.0;31;1;18.0;37;35.0;42.0;1;1;42.0;0;2;37.0;3.0;41.0;0.0;34.0;0;0;18.5;2;1;6;5;2;2;1;0;1;0;1;1;1;0;42.0;15.0;12.0;35.5;2;1;1;3;2;2;1;3;1;2;3;2;31.212962962777777;32.8235294117647;34.52777777777778;35.88235294117647;2.0;34.53846153846154
36.0;40;30.0;40.0;33;1;41.0;43;40.0;40.0;1;1;35.0;1;1;36.0;0.0;41.0;50.0;39.0;1;1;30.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;30.0;18.0;18.0;43.0;1;1;2;3;2;2;1;3;1;2;3;2;35.833333333333336;38.421052631578945;35.5;35.578947368421055;2.0;39.1578947368421
45.0;50;44.0;36.0;42;1;41.0;46;44.0;30.0;1;1;45.0;1;1;32.0;0.0;50.0;50.0;41.0;0;1;30.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;45.0;18.0;18.0;34.0;1;1;1;3;2;2;1;3;1;2;3;2;33.55555555555556;31.894736842105264;32.30555555555556;39.421052631578945;3.0;44.0
0.0;0;48.0;0.0;0;1;0.0;0;0.0;36.0;0;0;37.0;0;0;32.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;2;2;2;0;0;0;0;0;1;0;0;0;0.0;5.0;5.0;0.0;0;1;0;3;2;2;1;3;1;2;3;2;33.1764705882353;31.166666666666668;32.15;37.285714285714285;4.0;48.0
38.0;50;41.0;39.0;34;1;44.0;38;36.0;38.0;1;1;42.0;1;1;39.0;0.0;31.0;47.0;35.0;1;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;32.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;38.166666666666664;36.60526315789474;33.24999999944444;32.55263157894737;3.0;40.31578947368421
0.0;0;8.0;0.0;0;1;0.0;0;0.0;0.0;0;0;0.0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;16.636363636363637;36.0;0.0;0.0;1.0;8.0
45.0;50;45.0;46.0;40;1;50.0;48;44.0;31.0;1;1;34.0;1;1;42.0;0.0;47.0;50.0;43.0;0;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;42.0;18.0;18.0;47.0;1;1;1;3;2;2;1;3;1;2;3;2;38.611111111111114;34.526315789473685;38.833333333333336;39.68421052631579;4.0;46.10526315789474
0.0;0;0.0;0.0;4;0;0.0;0;0.0;3.0;0;1;42.0;0;0;28.0;10.0;34.0;0.0;0.0;1;0;5.0;1;4;5;1;1;1;0;0;0;0;1;0;1;0;3.0;12.0;2.0;42.0;1;2;2;3;2;2;1;3;1;2;3;2;32.22222222222222;32.86842105263158;30.96875;28.821428571428573;1.0;4.0
46.0;45;44.0;31.0;37;1;37.0;46;36.0;32.0;1;1;42.0;1;1;35.0;0.0;26.0;0.0;38.0;2;1;37.0;1;0;6;6;2;0;1;0;1;0;1;1;1;0;46.0;15.0;15.0;38.0;1;1;2;3;2;2;1;3;1;2;3;2;34.77777777777778;35.5;31.333333333888888;32.078947368421055;3.0;40.5
0.0;0;35.0;0.0;0;1;0.0;0;0.0;0.0;0;0;0.0;0;0;46.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0.0;3.0;3.0;0.0;0;1;0;3;2;2;1;3;1;2;3;2;39.333333333333336;37.71875;36.4;39.285714285714285;2.0;35.0
0.0;0;0.0;0.0;30;0;0.0;0;0.0;35.0;0;1;42.0;0;0;36.0;2.0;31.0;0.0;0.0;2;0;36.0;1;1;5;4;2;1;0;0;0;0;2;0;1;0;26.0;12.0;10.0;30.0;1;1;0;3;2;2;1;3;1;2;3;2;33.72222222222222;33.28125;35.111111111111114;29.5;1.0;30.0
48.0;50;38.0;44.0;48;1;48.0;47;47.0;40.0;1;1;46.0;1;1;37.0;0.0;46.0;50.0;40.0;0;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;44.0;1;1;1;3;2;2;1;3;1;2;3;2;39.05555555555556;40.78947368421053;36.666666666666664;41.78947368421053;4.0;46.421052631578945
37.0;50;32.0;41.0;42;1;42.0;42;43.0;39.0;1;1;35.0;1;1;41.0;0.0;46.0;50.0;40.0;0;1;47.0;1;0;6;6;2;0;1;1;1;0;1;1;1;0;45.0;15.0;15.0;42.0;1;1;1;3;2;2;1;3;1;2;3;2;37.5;40.578947368421055;39.388888888888886;43.68421052631579;3.0;41.63157894736842
38.0;0;38.0;30.0;41;1;38.0;35;28.5;33.0;1;1;45.0;1;1;36.0;3.0;35.0;0.0;22.0;1;0;32.0;2;1;6;5;2;4;2;0;1;0;1;2;2;0;32.0;15.0;12.0;33.5;2;1;0;3;2;2;1;3;1;2;3;2;31.61111111111111;28.657894736842106;31.13888888888889;32.57142857142857;2.0;36.06666666666667
39.0;39;30.5;37.0;44;2;47.0;45;36.0;36.0;1;1;35.0;1;1;40.0;2.0;48.0;46.0;41.0;0;1;46.0;1;1;7;6;2;1;1;1;1;1;1;1;2;45;23.0;18.0;16.0;36.0;1;1;1;3;2;2;1;3;1;2;3;2;35.47222222222222;35.05263157894737;34.361111111111114;36.73684210526316;3.0;41.36842105263158
46.0;45;45.0;46.0;46;1;50.0;48;41.0;35.0;1;1;45.0;1;1;34.0;0.0;50.0;50.0;42.0;1;1;45.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;37.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;36.72222222222222;35.921052631578945;36.861111111111114;37.078947368421055;4.0;46.89473684210526
0.0;0;32.0;0.0;0;1;0.0;0;0.0;35.0;0;0;43.0;0;0;0.0;0.0;0.0;0.0;0.0;1;0;0.0;0;0;1;1;2;0;0;0;0;0;1;0;0;0;0.0;2.0;2.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;33.35294117647059;29.79411764647059;34.92307692307692;22.5;2.0;32.0
44.0;42;36.0;44.0;41;1;50.0;46;45.0;40.0;1;1;36.0;1;1;50.0;0.0;43.0;50.0;38.0;0;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;44.0;1;1;1;3;2;2;1;3;1;2;3;2;40.111111111111114;40.26315789473684;37.72222222222222;41.21052631578947;3.0;44.05263157894737
39.0;50;38.0;38.0;44;1;42.0;44;45.0;39.0;1;1;34.0;1;1;36.0;0.0;46.0;50.0;43.0;0;1;41.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;42.333333333333336;42.473684210526315;37.94444444444444;42.73684210526316;3.0;42.94736842105263
35.0;50;36.0;35.0;47;1;40.0;41;45.0;36.0;1;1;42.0;1;1;40.0;0.0;47.0;50.0;37.0;0;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;40.0;1;1;1;3;2;2;1;3;1;2;3;2;38.77777777777778;39.526315789473685;39.833333333333336;38.578947368421055;3.0;41.421052631578945
0.0;0;0.0;0.0;0;0;19.0;0;37.0;34.0;0;0;40.0;0;1;34.0;0.0;43.0;0.0;27.0;1;0;0.0;0;0;5;5;2;0;1;0;0;0;1;1;1;0;47.0;12.0;12.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;35.333333333333336;32.3235294117647;34.499999999375;30.11764705882353;1.0;21.666666666666668
39.0;50;32.0;32.0;41;2;46.0;44;35.0;41.0;1;1;34.0;1;1;30.0;0.0;45.0;45.0;36.0;1;1;33.0;1;0;7;7;2;1;1;1;1;1;1;1;1;45;39.0;18.0;18.0;35.0;2;1;1;3;2;2;1;3;1;2;3;2;35.333333333333336;34.81578947368421;33.138888888888886;36.94736842105263;3.0;40.473684210526315
43.0;40;42.0;40.0;40;1;46.0;42;40.0;49.0;1;1;35.0;1;1;41.0;0.0;46.0;50.0;42.0;0;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;48;33.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;37.611111111111114;39.0;36.388888888888886;38.578947368421055;3.0;43.21052631578947
37.0;50;39.0;32.0;40;1;43.0;42;37.0;32.0;1;1;42.0;1;1;33.0;0.0;48.0;45.0;34.0;1;1;43.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;38.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;33.583333333333336;33.92105263105263;36.44444444444444;35.73684210526316;3.0;40.10526315789474
43.0;50;33.0;42.0;45;1;45.0;38;37.0;38.0;1;1;42.0;1;1;40.0;0.0;45.0;45.0;41.0;0;1;38.0;1;0;7;7;2;1;1;1;1;1;1;1;1;45;37.0;18.0;18.0;35.5;2;1;1;3;2;2;1;3;1;2;3;2;34.22222222222222;34.6578947368421;34.05555555555556;36.94736842105263;3.0;42.421052631578945
33.0;50;34.0;37.0;40;1;32.0;45;43.0;40.0;1;1;35.0;1;1;37.0;0.0;41.0;50.0;40.0;0;1;30.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;35.0;18.0;18.0;39.0;1;1;1;3;2;2;1;3;1;2;3;2;41.05555555555556;37.89473684210526;33.52777777777778;38.31578947368421;2.0;39.73684210526316
47.0;49;37.0;27.5;39;1;30.0;43;40.0;41.0;1;1;34.0;1;1;40.0;0.0;38.0;45.0;38.0;0;1;44.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;35.0;18.0;18.0;44.0;1;1;1;3;2;2;1;3;1;2;3;2;36.333333333333336;38.18421052631579;34.75;38.10526315789474;2.0;39.73684210526316
46.0;50;37.0;34.0;43;1;50.0;42;41.0;44.0;1;1;35.0;1;1;35.0;0.0;32.0;47.0;41.0;0;1;33.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;46.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;39.77777777777778;37.18421052631579;36.083333333333336;35.578947368421055;3.0;43.421052631578945
48.0;50;36.0;36.0;43;1;40.0;43;40.0;44.0;1;1;35.0;1;1;37.0;0.0;35.0;47.0;43.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;47;50.0;18.0;18.0;47.0;1;1;1;3;2;2;1;3;1;2;3;2;40.27777777777778;36.473684210526315;35.166666666666664;39.63157894736842;3.0;43.0
35.0;50;36.0;37.0;39;1;46.0;33;37.0;31.0;1;1;35.0;1;1;37.0;0.0;40.0;47.0;33.0;1;1;33.0;1;0;7;7;2;0;1;1;2;1;1;1;1;47;35.0;18.0;18.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;37.888888888888886;38.18421052631579;32.083333333333336;36.94736842105263;2.0;39.473684210526315
35.0;50;32.0;38.0;36;1;35.0;38;36.0;43.0;1;1;35.0;1;1;39.0;0.0;36.0;50.0;37.0;0;1;37.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;44.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;38.388888888888886;35.8421052631579;36.55555555555556;36.26315789473684;2.0;38.73684210526316
39.0;50;41.0;37.0;46;1;37.0;44;48.0;45.0;1;1;35.0;1;1;41.0;0.0;43.0;45.0;42.0;0;1;42.0;1;0;7;7;2;0;1;1;1;1;1;1;1;45;50.0;18.0;18.0;38.0;1;1;1;3;2;2;1;3;1;2;3;2;36.0;40.578947368421055;35.611111111111114;41.473684210526315;3.0;42.10526315789474
37.0;0;40.0;0.5;32;1;42.0;37;38.0;43.0;1;1;45.0;1;1;33.0;0.0;30.0;0.0;25.5;1;0;45.0;1;0;7;7;2;1;2;0;1;1;1;1;1;45;36.0;18.0;18.0;30.5;2;1;1;3;2;2;1;3;1;2;3;2;33.833333333333336;33.10526315789474;29.96296296444445;32.526315789473685;2.0;31.433333333333334
47.0;0;39.0;31.0;35;1;36.0;32;38.0;25.5;1;1;36.0;1;1;35.0;4.0;42.0;50.0;30.0;2;0;30.0;1;2;7;5;2;2;1;1;1;1;2;1;3;50;27.66666667;18.0;14.0;30.0;1;1;2;3;2;2;1;3;1;2;3;2;37.916666666666664;34.111111111111114;31.555555555555557;34.44736842105263;2.0;39.0
45.0;48;34.0;31.0;41;1;37.0;46;41.0;39.0;1;1;43.0;1;1;38.0;0.0;43.0;0.0;40.0;1;1;38.0;1;0;7;7;2;0;1;0;1;1;1;1;1;50;45.0;18.0;18.0;30.0;1;1;1;3;2;2;1;3;1;2;3;2;35.59259259333333;32.60526315789474;30.750000000555556;36.21052631578947;3.0;40.125
47.0;48;36.0;32.0;42;1;36.0;45;41.0;34.0;1;1;42.0;1;1;38.0;0.0;42.0;0.0;38.0;1;1;39.0;1;0;7;7;2;0;1;0;1;1;1;1;1;50;45.0;18.0;18.0;41.0;1;1;2;3;2;2;1;3;1;2;3;2;33.98148148222222;31.342105263157894;31.555555555555557;33.421052631578945;3.0;40.6875
45.0;50;41.0;31.0;42;1;42.0;46;44.0;26.5;1;1;44.0;1;1;33.0;2.0;38.0;50.0;37.0;0;1;40.0;1;1;7;6;2;1;1;1;1;1;2;1;1;50;39.0;18.0;16.0;41.0;1;1;1;3;2;2;1;3;1;2;3;2;34.083333333333336;30.684210525789474;32.916666666666664;38.0;3.0;43.05263157894737
46.0;50;40.0;42.0;40;1;38.0;46;40.0;41.0;1;1;43.0;1;1;40.0;0.0;47.0;50.0;41.0;1;1;33.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;46.0;18.0;18.0;37.0;1;1;1;3;2;2;1;3;1;2;3;2;37.833333333333336;34.68421052631579;39.22222222222222;37.78947368421053;3.0;43.73684210526316
49.0;50;40.0;40.0;48;1;44.0;46;42.0;47.0;1;1;43.0;1;1;46.0;0.0;50.0;50.0;42.0;0;1;46.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;49.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;42.94444444444444;42.94736842105263;40.77777777777778;42.8421052631579;4.0;45.94736842105263
40.0;50;46.0;39.0;44;1;49.0;46;41.0;36.0;1;1;44.0;1;1;32.0;0.0;47.0;50.0;42.0;1;1;40.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;35.0;18.0;18.0;41.0;1;1;2;3;2;2;1;3;1;2;3;2;38.05555555555556;34.578947367894735;39.611111111111114;36.8421052631579;3.0;44.94736842105263
41.0;50;41.0;44.0;47;1;45.0;47;47.0;37.0;1;1;43.0;1;1;34.0;0.0;49.0;50.0;41.0;0;1;47.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;44.0;18.0;18.0;44.0;1;1;1;3;2;2;1;3;1;2;3;2;41.888888888888886;39.8421052631579;39.55555555555556;41.31578947368421;4.0;45.21052631578947
49.0;50;40.0;39.0;42;1;41.0;46;45.0;47.0;1;1;38.0;1;1;43.0;0.0;49.0;50.0;43.0;0;1;47.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;46.0;1;1;1;3;2;2;1;3;1;2;3;2;43.0;43.78947368421053;39.05555555555556;42.94736842105263;3.0;44.63157894736842
46.0;50;40.0;35.0;39;1;40.0;46;41.0;41.0;1;1;37.0;1;1;42.0;0.0;47.0;50.0;42.0;0;1;47.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;47.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;38.5;34.473684211052635;36.111111111111114;37.421052631578945;3.0;43.10526315789474
45.0;50;39.0;37.0;34;1;39.0;37;41.0;46.0;1;1;43.0;1;1;37.0;5.0;30.0;50.0;33.0;0;1;24.0;2;2;7;5;2;2;1;1;1;1;1;1;1;50;40.0;18.0;13.0;28.5;2;1;1;3;2;2;1;3;1;2;3;2;36.611111111111114;35.578947368421055;33.166666666666664;37.421052631578945;3.0;40.73684210526316
34.0;50;39.0;35.0;39;1;32.0;36;38.0;40.0;1;1;37.0;1;1;36.0;3.0;39.0;0.0;0.0;3;1;25.5;2;1;6;5;2;1;0;0;1;0;1;1;1;0;43.0;15.0;12.0;39.0;1;1;2;3;2;2;1;3;1;2;3;2;37.416666666666664;35.26470588235294;34.375;31.657894736842106;2.0;36.86666666666667
0.0;50;0.0;0.0;0;0;0.0;0;0.0;15.0;0;0;42.0;0;0;0.0;2.0;48.0;0.0;0.0;0;1;0.0;0;1;1;0;1;0;0;0;0;0;1;0;0;0;0.0;2.0;0.0;0.0;0;0;0;3;2;2;1;3;1;2;3;2;38.6875;35.88235294117647;27.68749999875;48.0;4.0;50.0
18.0;0;20.5;0.0;0;2;0.0;0;0.0;0.0;1;0;36.0;0;0;30.0;5.0;0.0;0.0;0.0;1;0;0.0;1;2;3;1;1;1;0;0;0;0;0;0;0;0;0.0;8.0;3.0;13.0;2;1;2;3;2;2;1;3;1;2;3;2;36.44444444444444;36.0;30.33333333222222;31.318181818181817;1.0;19.0
34.0;50;40.0;38.0;35;1;40.0;41;41.0;33.0;1;1;42.0;1;1;42.0;0.0;37.0;50.0;43.0;2;1;34.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;37.0;18.0;18.0;43.0;1;1;1;3;2;2;1;3;1;2;3;2;39.111111111111114;35.71052631578947;35.888888888888886;36.86842105263158;3.0;40.421052631578945
46.0;50;34.0;34.0;39;1;33.0;45;40.0;45.0;1;1;42.0;1;1;43.0;0.0;50.0;50.0;40.0;1;1;38.0;1;0;7;7;2;0;1;1;1;1;1;1;1;43;35.0;18.0;18.0;36.0;1;1;2;3;2;2;1;3;1;2;3;2;35.27777777777778;34.31578947368421;33.333333333333336;38.3421052631579;3.0;41.421052631578945
40.0;50;42.0;43.0;48;1;40.0;47;45.0;41.0;1;1;39.0;1;1;43.0;0.0;50.0;50.0;43.0;0;1;50.0;1;0;7;7;2;0;1;1;1;1;1;1;1;50;50.0;18.0;18.0;31.0;1;1;1;3;2;2;1;3;1;2;3;2;40.111111111111114;38.578947368421055;38.611111111111114;40.26315789473684;3.0;44.78947368421053
