RENDIMIENTO_DOS;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_UNO;PG_ICFES;NCA_UNO;EPA_UNO;NAP_UNO;NCP_UNO;IDIOMA_ICFES;VECES_POO;NAA_UNO;VECES_CIR_UNO;VECES_EYB;VECES_DEM;CAR_UNO;QUIMICA_ICFES;ANO_INGRESO;GENERO;NCC_UNO;VECES_HCI;BIOLOGIA_ICFES;NAC_UNO;APT_VERB_ICFES;PROMEDIO_DOS;FILOSOFIA_ICFES;FISICA_ICFES;CREDITOS_HCI
1.0;0;11;35;0;0;25;50;1;1;33.1764705882353;401.84;12.0;1;3;5.0;55.84;0;4;1;1;0;2;50.66;2011;0;17.0;1;53.95;7;51.21;21.916666666666668;43.59;76.74;1
1.0;0;0;0;0;0;0;16;0;1;31.823529411764707;432.41;17.0;2;0;0.0;69.93;0;7;0;0;0;0;66.12;2011;0;17.0;1;53.82;7;70.13;4.0;49.69;47.05;1
2.0;42;40;45;41;43;30;42;2;2;35.529411764705884;411.79;17.0;2;0;0.0;62.69;1;7;2;1;1;0;67.0;2011;0;17.0;1;66.19;7;54.54;39.875;37.24;55.86;1
1.0;3;8;10;15;11;3;7;1;1;36.8235294117647;412.11;17.0;2;0;0.0;61.22;1;7;1;1;1;6;58.82;2011;0;17.0;1;56.48;7;64.17;7.5;54.22;55.73;1
2.0;48;30;44;40;38;36;38;1;2;35.588235294117645;421.38;17.0;2;0;0.0;47.58;1;7;1;1;1;1;71.9;2011;0;17.0;1;63.88;7;62.45;39.375;51.03;59.57;1
1.0;0;21;0;0;0;1;30;3;0;32.11764705882353;390.99;11.0;1;3;6.0;62.94;0;4;1;1;0;4;59.17;2011;0;17.0;2;51.3;7;52.31;10.666666666666666;39.03;59.57;1
2.0;34;41;33;44;43;30;50;1;1;38.529411764705884;397.65;17.0;2;0;0.0;52.09;1;7;1;1;1;0;49.03;2011;0;17.0;1;58.93;7;56.37;37.1875;49.2;60.87;1
2.0;37;30;38;40;43;32;45;1;1;35.23529411764706;400.71;17.0;2;0;0.0;54.64;1;7;1;1;1;1;61.02;2011;0;17.0;2;54.18;7;55.57;36.1875;54.37;63.99;1
2.0;41;36;32;33;43;30;40;2;1;34.1764705882353;394.11;17.0;2;0;0.0;47.17;1;7;2;1;1;0;61.4;2011;0;17.0;1;58.91;7;54.48;35.375;34.45;60.45;1
1.0;0;14;21;27;39;16;16;1;1;33.470588235294116;419.12;14.0;2;1;3.0;41.43;0;6;1;1;1;1;56.55;2011;0;17.0;1;61.6;7;58.25;20.153846153846153;57.15;51.27;1
2.0;46;31;43;45;50;32;37;1;1;35.23529411764706;414.87;17.0;2;0;0.0;60.9;1;7;1;1;1;1;55.44;2011;0;17.0;1;61.52;7;54.35;39.5625;56.79;52.29;1
2.0;40;30;30;35;50;32;38;2;2;34.470588235294116;409.46;17.0;2;0;0.0;69.93;1;7;3;1;1;2;57.27;2011;0;17.0;1;59.32;7;58.33;34.625;54.39;59.57;1
2.0;33;32;42;35;43;33;40;1;2;33.8235294117647;393.54;17.0;2;0;0.0;65.57;1;7;1;1;2;1;51.9;2011;0;17.0;1;53.24;7;56.32;35.8125;47.31;49.76;1
2.0;37;34;31;48;43;30;45;2;1;36.529411764705884;417.66;17.0;2;0;0.0;68.41;2;7;1;1;1;0;59.17;2011;1;17.0;1;63.88;7;52.4;36.25;61.84;54.74;1
1.0;21;0;8;43;37;0;47;0;1;34.294117647058826;390.8;13.0;2;1;4.0;50.1;1;6;0;1;1;2;50.53;2011;0;17.0;1;57.8;7;50.31;25.7;39.03;56.97;1
2.0;42;37;30;47;42;30;41;1;1;37.1764705882353;399.27;17.0;2;0;0.0;73.93;1;7;1;1;1;0;50.86;2011;1;17.0;1;61.57;7;62.12;37.125;46.81;55.73;1
2.0;42;33;30;42;37;27;44;1;1;37.411764705882355;389.9;17.0;2;0;0.0;51.01;2;7;2;1;1;3;52.72;2011;1;17.0;1;58.93;7;51.58;35.0625;42.11;58.25;1
2.0;36;32;30;36;39;31;41;2;1;33.294117647058826;391.08;17.0;2;0;0.0;56.82;2;7;3;1;1;1;55.8;2011;0;17.0;1;47.96;7;58.33;33.6875;52.03;59.37;1
3.0;48;39;45;45;40;40;36;1;2;40.11764705882353;420.02;17.0;2;0;0.0;62.13;1;7;1;1;1;0;63.72;2011;0;17.0;1;67.08;7;62.45;42.625;53.3;59.37;1
2.0;26;0;0;35;39;0;35;0;0;30.0;393.24;13.0;2;1;4.0;61.22;1;6;0;1;1;3;58.69;2011;0;17.0;1;58.96;7;49.71;31.714285714285715;46.79;61.23;1
1.0;18;0;3;35;37;0;43;0;1;33.35294117647059;395.98;13.0;2;1;4.0;45.94;1;6;0;2;1;2;56.08;2011;0;17.0;1;50.78;7;58.84;21.3;49.02;50.94;1
2.0;48;31;31;41;42;35;41;1;1;38.88235294117647;393.03;17.0;2;0;0.0;58.01;1;7;1;1;1;0;53.65;2011;0;17.0;1;61.52;7;50.31;37.5;48.75;59.57;1
3.0;43;41;47;47;43;30;41;1;2;36.411764705882355;390.78;17.0;2;0;0.0;69.93;1;7;1;1;1;0;48.76;2011;1;17.0;1;55.79;7;62.45;41.3125;51.03;64.28;1
2.0;47;42;35;41;39;30;50;2;1;36.0;377.04;17.0;2;0;0.0;60.44;1;7;1;1;1;1;51.9;2011;0;17.0;1;59.32;7;52.4;39.5625;36.96;59.57;1
3.0;38;44;45;42;37;43;31;2;2;37.11764705882353;389.12;17.0;2;0;0.0;48.86;1;7;2;1;1;0;59.53;2011;0;17.0;1;55.79;7;48.29;41.375;53.3;64.28;1
1.0;0;0;0;0;0;0;19;0;0;15.823529411764707;388.74;3.0;1;6;14.0;55.62;0;1;0;0;0;6;55.8;2011;0;17.0;1;51.88;7;56.32;19.0;44.91;49.63;1
2.0;30;31;45;32;38;31;36;2;2;36.88235294117647;378.31;17.0;2;0;0.0;53.32;1;7;2;1;1;2;50.78;2011;0;17.0;1;54.18;7;48.55;34.3125;44.38;56.13;1
1.0;11;23;30;32;40;0;41;3;2;34.470588235294116;385.79;14.0;2;1;3.0;47.17;3;6;0;3;1;1;45.4;2011;0;17.0;1;54.16;7;56.37;25.923076923076923;46.81;53.27;1
1.0;30;0;11;24;26;0;31;0;2;29.529411764705884;407.91;13.0;1;1;4.0;54.45;2;6;0;2;2;2;57.27;2011;0;17.0;1;63.88;7;62.55;22.8;52.03;52.29;1
2.0;36;32;43;44;45;23;44;1;1;37.94117647058823;396.72;17.0;2;0;0.0;58.01;2;7;1;1;1;1;63.72;2011;1;17.0;1;57.8;7;54.28;36.1875;53.3;56.97;1
2.0;31;0;20;44;43;0;36;0;2;30.705882352941178;396.46;13.0;2;1;4.0;41.43;2;6;0;1;1;1;63.77;2011;1;17.0;1;49.73;7;56.18;32.0;51.08;53.05;1
2.0;30;30;45;39;42;40;47;1;1;39.94117647058823;387.97;17.0;2;0;0.0;55.62;1;7;2;1;1;0;57.63;2011;0;17.0;1;49.94;7;54.28;37.625;53.3;61.79;1
3.0;43;31;45;47;47;36;38;2;1;37.0;382.27;17.0;2;0;0.0;57.29;1;7;3;1;1;0;54.03;2011;0;17.0;1;62.09;7;58.25;40.25;44.08;61.79;1
2.0;41;31;36;40;37;30;42;1;2;35.1764705882353;381.52;17.0;2;0;0.0;56.82;1;7;2;1;2;0;54.03;2011;0;17.0;1;51.88;7;50.41;35.8125;47.31;49.63;1
2.0;39;37;30;48;43;31;42;1;1;44.35294117647059;388.6;17.0;2;0;0.0;44.92;1;7;1;1;1;0;57.48;2011;0;17.0;1;47.86;7;44.17;37.0;58.95;58.08;1
2.0;35;33;37;36;12;0;35;2;2;33.94117647058823;388.31;11.0;1;3;6.0;48.43;2;4;0;1;1;2;57.44;2011;0;17.0;1;60.25;7;49.19;33.38461538461539;48.41;61.41;1
1.0;0;0;12;23;23;0;37;0;2;34.470588235294116;386.73;13.0;2;1;4.0;52.08;0;6;0;2;2;2;57.63;2011;0;17.0;1;53.82;7;60.29;20.285714285714285;48.75;49.63;1
2.0;30;36;31;42;47;37;44;2;1;41.64705882352941;391.38;17.0;2;0;0.0;59.21;1;7;3;1;1;0;57.27;2011;0;17.0;1;59.32;7;56.23;36.0625;46.43;57.16;1
2.0;30;38;33;47;41;30;39;3;1;36.1764705882353;371.28;17.0;2;0;0.0;48.4;1;7;2;1;1;1;45.4;2011;0;17.0;1;51.93;7;43.96;35.4375;49.2;60.87;1
2.0;30;35;31;42;44;41;43;2;1;35.529411764705884;375.01;17.0;2;0;0.0;56.82;1;7;2;1;1;1;46.58;2011;0;17.0;1;51.3;7;52.31;36.375;55.62;59.57;1
2.0;40;32;31;39;32;36;43;1;1;37.94117647058823;394.73;17.0;2;0;0.0;60.44;1;7;2;1;1;1;59.17;2011;0;17.0;1;47.34;7;54.35;35.625;64.57;49.76;1
2.0;43;35;34;37;40;40;50;1;1;36.94117647058823;386.99;17.0;2;0;0.0;42.76;1;7;1;1;3;2;56.4;2011;0;17.0;1;57.16;7;58.8;38.75;39.52;57.99;1
2.0;33;30;35;38;38;32;45;1;1;36.8235294117647;385.81;17.0;2;0;0.0;58.01;1;7;2;1;1;1;51.9;2011;0;17.0;1;61.52;7;58.25;34.3125;46.43;52.29;1
2.0;45;31;34;45;42;19;40;1;2;35.1764705882353;383.21;17.0;2;0;0.0;58.01;1;7;1;1;2;1;55.44;2011;1;17.0;1;53.24;7;52.31;34.9375;48.75;52.29;1
2.0;43;32;31;39;37;24;33;3;1;35.8235294117647;387.96;17.0;2;0;0.0;67.41;1;7;1;2;1;1;57.27;2011;0;17.0;1;57.23;7;58.33;33.625;47.31;54.74;1
2.0;45;33;30;42;47;33;41;3;1;37.64705882352941;383.75;17.0;2;0;0.0;60.9;1;7;2;1;1;0;48.76;2011;0;17.0;1;55.79;7;52.4;37.1875;52.03;56.97;1
3.0;0;0;0;42;0;0;0;0;0;15.4;382.52;1.0;1;5;14.0;44.71;0;1;0;2;0;6;56.08;2011;0;15.0;0;50.78;6;48.37;42.0;46.77;53.43;1
2.0;34;35;43;43;48;33;46;2;1;37.8235294117647;386.04;17.0;2;0;0.0;73.24;1;7;1;1;1;1;55.8;2011;1;17.0;1;55.79;7;60.29;38.4375;46.43;52.14;1
2.0;45;32;35;40;47;33;42;2;1;40.05882352941177;386.16;17.0;2;0;0.0;59.21;1;7;2;1;1;1;53.65;2011;0;17.0;1;51.3;7;58.25;37.75;51.03;52.29;1
2.0;42;17;44;42;49;30;41;2;1;39.35294117647059;380.81;17.0;2;0;0.0;44.71;1;7;1;1;1;0;49.03;2011;1;17.0;1;56.48;7;54.48;35.8125;49.2;58.25;1
1.0;0;0;0;34;40;0;47;0;0;31.176470588235293;376.52;13.0;2;1;4.0;66.44;1;6;0;1;1;5;52.72;2011;0;17.0;1;51.93;7;52.42;22.142857142857142;49.2;53.27;1
2.0;31;31;38;40;37;37;42;2;1;37.05882352941177;372.71;17.0;2;0;0.0;60.44;1;7;2;1;1;1;44.7;2011;0;17.0;1;59.32;7;50.41;35.625;44.91;59.57;1
2.0;41;32;38;48;35;33;43;1;1;40.11764705882353;366.16;17.0;2;0;0.0;48.4;1;7;1;1;1;0;48.96;2011;0;17.0;1;56.51;7;54.32;37.875;37.12;53.68;1
2.0;41;31;40;43;38;34;37;2;1;35.23529411764706;372.11;17.0;2;0;0.0;53.27;1;7;2;1;1;2;57.63;2011;0;17.0;1;53.82;7;54.35;37.4375;44.91;54.57;1
2.0;30;32;33;38;38;33;45;1;2;34.23529411764706;366.32;17.0;2;0;0.0;59.21;2;7;2;1;1;2;59.53;2011;0;17.0;2;51.88;7;43.93;33.9375;36.24;47.05;1
3.0;50;47;35;40;43;38;50;2;1;40.76470588235294;390.15;17.0;2;0;0.0;33.81;1;7;2;1;2;4;59.1;2011;0;17.0;1;43.22;7;56.37;42.6875;46.38;52.83;1
2.0;40;38;37;38;41;39;35;1;1;35.11764705882353;452.63;17.0;2;0;0.0;79.55;1;7;1;1;1;3;63.77;2012;0;17.0;1;67.75;7;52.42;38.375;54.22;60.87;1
2.0;35;31;35;35;40;48;46;1;1;35.411764705882355;453.0;17.0;2;0;0.0;58.0;1;7;2;1;1;1;59.0;2012;0;17.0;1;59.0;7;69.0;37.6875;60.0;63.0;1
2.0;40;36;32;47;0;41;47;1;1;36.0;443.0;17.0;2;0;0.0;43.0;1;7;1;1;0;2;53.0;2012;0;17.0;1;59.0;7;69.0;39.2;60.0;60.0;1
2.0;32;32;33;37;38;26;35;1;2;36.23529411764706;435.0;17.0;2;0;0.0;41.0;1;7;2;1;1;1;59.0;2012;0;17.0;1;55.0;7;69.0;32.25;49.0;65.0;1
2.0;44;36;30;43;38;36;32;1;2;32.470588235294116;429.0;17.0;2;0;0.0;43.0;1;7;2;1;1;2;44.0;2012;0;17.0;1;63.0;7;63.0;37.125;49.0;75.0;1
2.0;36;35;30;43;47;32;43;1;1;35.1764705882353;454.0;17.0;2;0;0.0;68.0;1;7;1;1;1;3;67.0;2012;0;17.0;1;63.0;7;78.0;35.9375;60.0;59.0;1
2.0;34;42;43;41;47;34;40;2;1;37.76470588235294;442.0;17.0;2;0;0.0;53.0;1;7;1;1;1;0;58.0;2012;0;17.0;1;58.0;7;58.0;39.25;53.0;63.0;1
1.0;38;24;31;38;43;15;34;1;1;34.1764705882353;436.0;17.0;2;0;0.0;43.0;1;7;1;1;1;2;50.0;2012;0;17.0;1;51.0;7;78.0;29.8125;60.0;56.0;1
2.0;32;36;30;41;45;37;47;2;2;36.0;433.0;17.0;2;0;0.0;52.0;1;7;3;1;1;4;55.0;2012;0;17.0;1;63.0;7;54.0;36.1875;53.0;63.0;1
1.0;30;27;34;30;36;22;40;1;2;31.470588235294116;437.0;17.0;2;0;0.0;58.0;1;7;1;1;1;1;55.0;2012;0;17.0;1;68.0;7;69.0;29.6875;48.0;59.0;1
2.0;38;35;37;43;46;41;48;2;1;35.411764705882355;415.02;17.0;2;0;0.0;43.48;1;7;1;1;1;0;67.0;2012;0;17.0;1;48.79;7;50.37;39.5625;49.02;63.1;1
3.0;48;36;38;44;45;35;41;1;1;38.0;441.0;17.0;2;0;0.0;60.0;1;7;1;1;1;0;63.0;2012;0;17.0;1;63.0;7;54.0;40.3125;69.0;52.0;1
2.0;31;17;37;37;45;33;36;2;2;34.11764705882353;414.0;17.0;2;0;0.0;49.0;1;7;1;1;1;1;63.0;2012;0;17.0;1;55.0;7;54.0;31.8125;45.0;65.0;1
2.0;45;36;35;45;41;34;42;1;1;34.76470588235294;438.0;17.0;2;0;0.0;55.0;1;7;1;1;1;0;50.0;2012;0;17.0;1;59.0;7;62.0;38.9375;69.0;49.0;1
2.0;49;33;33;44;45;36;47;1;1;36.35294117647059;425.0;17.0;2;0;0.0;50.0;1;7;2;1;1;1;62.0;2012;0;17.0;1;55.0;7;58.0;39.5625;53.0;63.0;1
2.0;45;38;31;31;41;36;47;2;1;37.64705882352941;422.0;17.0;2;0;0.0;55.0;1;7;1;1;1;0;59.0;2012;0;17.0;1;51.0;7;69.0;37.5;49.0;59.0;1
2.0;45;34;31;40;44;31;50;2;3;33.76470588235294;414.0;17.0;2;0;0.0;58.0;1;7;2;1;1;0;50.0;2012;1;17.0;2;55.0;7;62.0;37.3125;53.0;70.0;1
2.0;42;0;19;36;41;0;50;0;1;32.588235294117645;414.0;14.0;2;1;3.0;45.0;1;6;0;1;1;3;52.0;2012;0;17.0;2;51.0;7;63.0;34.6;48.0;75.0;1
3.0;42;38;49;46;44;39;38;1;1;39.588235294117645;410.0;17.0;2;0;0.0;49.0;1;7;1;1;1;0;55.0;2012;0;17.0;1;58.0;7;58.0;42.375;53.0;69.0;1
2.0;30;35;32;43;44;37;35;2;1;34.88235294117647;404.0;17.0;2;0;0.0;52.0;1;7;2;1;1;3;53.0;2012;1;17.0;1;51.0;7;58.0;35.4375;49.0;70.0;1
2.0;43;32;30;45;37;38;40;2;1;33.8235294117647;399.53;17.0;2;0;0.0;66.91;1;7;2;1;1;3;56.55;2012;0;17.0;1;47.62;7;55.41;37.25;46.79;61.23;1
3.0;0;0;0;0;44;0;40;0;0;31.235294117647058;412.0;13.0;2;1;4.0;58.0;0;6;0;0;1;5;55.0;2012;0;17.0;1;55.0;7;62.0;42.0;49.0;59.0;1
2.0;44;37;36;38;38;46;32;1;3;37.294117647058826;410.0;17.0;2;0;0.0;53.0;1;7;2;1;1;3;55.0;2012;1;17.0;1;48.0;7;62.0;39.6875;49.0;63.0;1
2.0;37;31;30;33;42;33;41;1;2;37.1764705882353;421.0;17.0;2;0;0.0;47.0;1;7;3;1;1;4;53.0;2012;0;17.0;1;63.0;7;69.0;33.875;53.0;56.0;1
2.0;30;30;32;35;32;30;40;1;3;32.411764705882355;424.0;17.0;2;0;0.0;45.0;1;7;2;1;1;1;56.0;2012;1;17.0;1;63.0;7;63.0;31.75;54.0;65.0;1
2.0;35;34;30;30;36;33;44;2;2;35.35294117647059;416.0;17.0;2;0;0.0;66.0;1;7;3;1;1;3;58.0;2012;0;17.0;1;68.0;7;54.0;33.5;48.0;69.0;1
2.0;44;36;35;40;46;37;41;1;1;40.705882352941174;421.0;17.0;2;0;0.0;61.0;1;7;1;1;1;0;55.0;2012;0;17.0;1;59.0;7;54.0;38.9375;53.0;59.0;1
2.0;0;32;23;32;30;0;42;1;1;32.76470588235294;419.0;14.0;2;1;3.0;45.0;0;6;0;1;1;4;53.0;2012;0;17.0;1;63.0;7;53.0;30.1;60.0;70.0;1
2.0;33;37;37;38;40;39;48;1;1;34.11764705882353;426.0;17.0;2;0;0.0;71.0;1;7;2;3;1;2;59.0;2012;0;17.0;1;55.0;7;50.0;37.625;69.0;70.0;1
1.0;0;30;17;31;41;9;0;1;2;33.470588235294116;414.0;17.0;2;0;0.0;45.0;0;7;1;1;1;2;59.0;2012;0;17.0;0;63.0;7;62.0;22.583333333333332;49.0;63.0;1
1.0;0;0;3;31;40;0;42;0;1;32.470588235294116;404.0;11.0;2;2;6.0;52.0;0;5;0;1;1;4;50.0;2012;0;17.0;1;45.0;7;63.0;21.857142857142858;49.0;59.0;1
2.0;33;35;39;41;41;34;41;2;1;34.705882352941174;427.88;17.0;2;0;0.0;70.18;2;7;2;2;2;0;58.69;2012;0;17.0;1;67.79;7;56.37;36.6875;57.15;56.13;1
2.0;30;30;35;43;38;35;41;1;3;34.0;442.0;17.0;2;0;0.0;47.0;1;7;3;1;1;3;53.0;2012;0;17.0;1;68.0;7;69.0;34.6875;69.0;56.0;1
2.0;30;32;31;37;45;33;40;1;1;33.11764705882353;401.0;17.0;2;0;0.0;45.0;1;7;1;1;1;2;44.0;2012;0;17.0;1;59.0;7;54.0;33.5625;44.0;68.0;1
2.0;36;34;32;39;45;32;30;1;1;33.294117647058826;432.0;17.0;2;0;0.0;55.0;1;7;1;1;1;3;59.0;2012;0;17.0;1;63.0;7;78.0;34.6875;53.0;56.0;1
2.0;40;31;37;37;30;34;31;1;1;36.05882352941177;421.87;17.0;2;0;0.0;61.66;1;7;3;1;1;1;59.17;2012;0;17.0;1;66.5;7;58.33;35.0625;56.79;59.57;1
2.0;36;30;37;39;45;38;42;1;1;35.35294117647059;390.0;17.0;2;0;0.0;47.0;1;7;2;1;1;0;47.0;2012;0;17.0;1;51.0;7;54.0;36.75;53.0;68.0;1
2.0;45;36;43;39;41;37;31;1;1;33.76470588235294;416.0;17.0;2;0;0.0;53.0;1;7;1;1;1;0;50.0;2012;0;17.0;1;63.0;7;58.0;39.5625;49.0;56.0;1
2.0;37;37;32;33;40;33;47;1;2;35.294117647058826;402.11;17.0;2;0;0.0;61.22;1;7;1;1;1;1;55.7;2012;0;17.0;1;60.25;7;59.48;35.625;38.35;56.51;1
2.0;44;33;30;33;35;30;40;1;2;32.294117647058826;421.0;17.0;2;0;0.0;53.0;1;7;2;1;1;3;56.0;2012;0;17.0;1;69.0;7;57.0;34.5;60.0;60.0;1
2.0;41;31;31;38;34;33;30;1;1;34.11764705882353;404.0;17.0;2;0;0.0;52.0;1;7;1;3;1;4;53.0;2012;0;17.0;1;58.0;7;63.0;34.25;53.0;65.0;1
1.0;31;31;0;41;34;17;31;2;0;33.05882352941177;417.11;14.0;2;1;3.0;50.1;1;6;1;1;1;3;61.2;2012;0;17.0;1;57.23;7;56.23;29.53846153846154;55.62;57.16;1
1.0;30;0;19;20;34;0;35;0;1;29.941176470588236;421.0;10.0;1;2;7.0;56.0;1;5;0;1;1;4;44.0;2012;0;17.0;1;63.0;7;57.0;25.6;69.0;56.0;1
2.0;38;22;40;31;30;26;44;1;1;35.23529411764706;401.0;17.0;2;0;0.0;43.0;1;7;1;1;1;0;52.0;2012;0;17.0;1;51.0;7;53.0;32.125;40.0;59.0;1
2.0;40;0;0;35;41;0;44;0;0;32.470588235294116;421.0;10.0;2;2;7.0;43.0;2;5;0;1;2;2;59.0;2012;1;17.0;2;58.0;7;69.0;39.285714285714285;60.0;52.0;1
2.0;49;32;45;40;41;34;33;1;1;35.705882352941174;413.0;17.0;2;0;0.0;89.0;1;7;1;1;1;2;47.0;2012;0;17.0;1;63.0;7;63.0;39.625;49.0;56.0;1
2.0;40;38;30;35;34;35;38;2;1;34.76470588235294;395.0;17.0;2;0;0.0;52.0;2;7;2;1;1;0;56.0;2012;1;17.0;1;51.0;7;63.0;35.6875;41.0;56.0;1
2.0;44;34;35;45;41;30;38;1;1;37.35294117647059;407.0;17.0;2;0;0.0;47.0;2;7;2;1;1;1;58.0;2012;0;17.0;1;58.0;7;58.0;37.375;53.0;59.0;1
2.0;42;32;31;39;38;30;47;1;1;37.529411764705884;406.0;17.0;2;0;0.0;55.0;1;7;1;1;1;1;56.0;2012;0;17.0;1;58.0;7;58.0;35.5;53.0;56.0;1
2.0;34;31;33;33;36;35;41;1;2;37.294117647058826;419.45;17.0;2;0;0.0;68.41;1;7;2;1;1;1;59.53;2012;0;17.0;1;62.09;7;60.38;33.875;52.03;49.63;1
2.0;38;31;30;40;40;33;39;1;2;36.23529411764706;402.0;17.0;2;0;0.0;43.0;1;7;2;1;1;1;58.0;2012;0;17.0;1;55.0;7;57.0;34.6875;53.0;63.0;1
2.0;30;30;37;38;43;31;45;3;1;35.411764705882355;416.0;17.0;2;0;0.0;39.0;1;7;3;1;1;2;59.0;2012;0;17.0;1;69.0;7;58.0;34.25;49.0;56.0;1
2.0;38;0;34;37;39;0;47;0;1;36.8235294117647;411.82;13.0;2;1;4.0;69.93;2;6;0;1;1;2;51.9;2012;0;17.0;1;57.23;7;64.72;37.6;58.0;54.74;1
2.0;30;40;35;43;39;24;45;1;1;36.64705882352941;412.0;17.0;2;0;0.0;49.0;1;7;3;1;1;3;44.0;2012;0;17.0;1;59.0;7;69.0;34.8125;69.0;59.0;1
1.0;2;0;2;0;20;0;31;0;1;31.0;417.0;11.0;2;2;6.0;43.0;1;5;0;0;1;4;53.0;2012;0;17.0;1;51.0;7;68.0;7.875;69.0;52.0;1
2.0;38;31;30;35;41;31;48;2;1;37.11764705882353;393.0;17.0;2;0;0.0;34.0;1;7;2;1;1;0;44.0;2012;0;17.0;1;55.0;7;54.0;34.3125;49.0;59.0;1
2.0;43;32;30;30;41;31;38;1;3;35.411764705882355;404.0;17.0;2;0;0.0;50.0;1;7;2;1;1;2;47.0;2012;0;17.0;1;63.0;7;62.0;34.1875;45.0;60.0;1
1.0;0;0;2;15;0;0;0;0;2;29.11764705882353;407.0;8.0;1;3;9.0;53.0;0;4;0;2;1;3;53.0;2012;0;17.0;0;59.0;7;54.0;6.0;60.0;56.0;1
2.0;43;13;35;30;40;29;33;2;2;38.35294117647059;408.0;17.0;2;0;0.0;47.0;1;7;2;1;1;2;56.0;2012;0;17.0;1;55.0;7;69.0;30.8125;54.0;49.0;1
2.0;42;0;19;31;40;0;47;0;2;33.8235294117647;385.0;13.0;2;1;4.0;41.0;2;6;0;1;2;2;41.0;2012;0;17.0;1;48.0;7;58.0;33.2;54.0;56.0;1
2.0;36;37;30;40;44;35;50;1;2;36.35294117647059;391.0;17.0;2;0;0.0;41.0;1;7;3;1;1;2;55.0;2012;0;17.0;1;58.0;7;58.0;36.75;40.0;51.0;1
2.0;41;30;34;35;32;30;37;1;2;37.88235294117647;393.0;17.0;2;0;0.0;43.0;2;7;2;1;1;1;53.0;2012;0;17.0;1;59.0;7;58.0;34.0;49.0;65.0;1
2.0;35;33;36;38;42;33;46;2;2;34.23529411764706;404.0;17.0;2;0;0.0;47.0;1;7;1;1;1;0;47.0;2012;0;17.0;1;63.0;7;54.0;35.9375;53.0;55.0;1
1.0;0;0;19;41;21;0;0;0;1;29.11764705882353;380.0;7.0;1;3;10.0;50.0;0;4;0;1;1;2;63.0;2012;1;17.0;0;44.0;7;49.0;26.666666666666668;37.0;60.0;1
2.0;43;32;38;46;44;32;44;1;1;39.05882352941177;400.0;17.0;2;0;0.0;50.0;1;7;1;1;1;1;52.0;2012;1;17.0;1;51.0;7;63.0;38.4375;60.0;63.0;1
2.0;42;33;31;43;44;33;40;3;3;35.294117647058826;404.0;17.0;2;0;0.0;36.0;2;7;1;1;1;2;67.0;2012;0;17.0;1;51.0;7;63.0;36.6875;45.0;52.0;1
2.0;38;36;41;37;39;30;33;2;1;36.05882352941177;380.0;17.0;2;0;0.0;49.0;1;7;1;1;1;0;56.0;2012;0;17.0;1;51.0;7;54.0;36.3125;41.0;65.0;1
2.0;34;32;45;41;46;42;48;1;1;39.11764705882353;401.0;17.0;2;0;0.0;53.0;1;7;2;1;1;0;53.0;2012;0;17.0;1;55.0;7;54.0;39.6875;60.0;56.0;1
2.0;41;31;35;30;39;35;37;1;1;34.11764705882353;397.0;17.0;2;0;0.0;45.0;1;7;2;1;1;2;53.0;2012;0;17.0;1;51.0;7;68.0;35.125;54.0;52.0;1
1.0;0;0;3;23;17;0;0;0;2;25.0;398.41;5.0;1;4;12.0;61.22;0;3;0;2;2;4;54.64;2012;0;17.0;0;54.16;7;56.18;12.0;54.22;60.87;1
2.0;49;30;0;42;44;24;45;1;0;33.64705882352941;405.0;14.0;2;1;3.0;43.0;1;6;1;1;1;2;49.0;2012;0;17.0;1;58.0;7;58.0;37.07692307692308;59.0;59.0;1
1.0;26;0;0;34;32;0;30;0;0;29.0;407.0;7.0;1;3;10.0;43.0;1;4;0;1;1;3;59.0;2012;0;17.0;1;58.0;7;58.0;29.714285714285715;49.0;52.0;1
2.0;46;34;30;41;45;31;50;1;2;36.11764705882353;391.0;17.0;2;0;0.0;47.0;1;7;3;1;1;3;55.0;2012;1;17.0;1;55.0;7;49.0;37.5;48.0;63.0;1
2.0;35;33;33;43;39;30;42;2;2;36.8235294117647;399.0;17.0;2;0;0.0;52.0;1;7;2;1;1;2;59.0;2012;0;17.0;1;55.0;7;53.0;35.0;49.0;55.0;1
2.0;42;30;30;41;44;32;40;1;2;36.94117647058823;407.0;17.0;2;0;0.0;60.0;1;7;2;1;1;3;53.0;2012;1;17.0;1;58.0;7;62.0;35.5;60.0;56.0;1
2.0;43;37;39;35;35;30;48;1;1;41.470588235294116;403.0;17.0;2;0;0.0;41.0;2;7;2;1;2;1;55.0;2012;0;17.0;1;55.0;7;54.0;37.5;60.0;55.0;1
2.0;33;32;43;44;42;31;38;2;1;37.0;404.0;17.0;2;0;0.0;63.0;1;7;2;1;1;1;53.0;2012;0;17.0;1;63.0;7;63.0;36.5625;53.0;56.0;1
1.0;32;9;31;20;12;14;23;1;1;38.35294117647059;391.0;17.0;2;0;0.0;36.0;1;7;1;1;1;0;46.0;2012;0;17.0;1;55.0;7;62.0;20.8125;44.0;63.0;1
