RENDIMIENTO_DOS;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_UNO;PG_ICFES;NCA_UNO;EPA_UNO;NAP_UNO;NCP_UNO;IDIOMA_ICFES;VECES_POO;NAA_UNO;VECES_CIR_UNO;VECES_EYB;VECES_DEM;CAR_UNO;QUIMICA_ICFES;ANO_INGRESO;GENERO;NCC_UNO;VECES_HCI;BIOLOGIA_ICFES;NAC_UNO;APT_VERB_ICFES;PROMEDIO_DOS;FILOSOFIA_ICFES;FISICA_ICFES;CREDITOS_HCI
1.0;0;0;0;0;0;0;1;0;0;23.235294117647058;394.0;5.0;1;5;12.0;47.0;0;2;0;0;0;5;59.0;2015;0;17.0;1;47.0;7;58.0;1.0;59.0;62.0;1
1.0;40;13;7;41;37;20;47;2;1;33.294117647058826;408.0;17.0;2;0;0.0;63.0;2;7;2;1;1;3;65.0;2015;0;17.0;1;60.0;7;59.0;25.375;50.0;50.0;1
2.0;38;38;33;48;41;31;50;1;2;34.94117647058823;400.0;17.0;2;0;0.0;45.0;1;7;1;1;1;5;52.0;2015;0;17.0;1;51.0;7;53.0;37.9375;69.0;55.0;1
2.0;36;30;33;45;41;35;44;1;1;36.35294117647059;400.0;17.0;2;0;0.0;53.0;1;7;2;1;1;2;55.0;2015;0;17.0;1;64.0;7;53.0;36.0625;53.0;53.0;1
2.0;34;36;31;38;37;30;47;1;1;35.35294117647059;387.0;17.0;2;0;0.0;59.0;1;7;1;1;1;3;54.0;2015;0;17.0;1;59.0;7;52.0;34.5625;47.0;59.0;1
2.0;32;34;34;35;36;34;41;1;1;35.470588235294116;361.0;17.0;2;0;0.0;39.0;1;7;1;1;1;4;59.0;2015;0;17.0;1;45.0;7;46.0;34.3125;33.0;59.0;1
2.0;39;30;31;42;38;33;50;3;3;37.8235294117647;371.28;17.0;2;0;0.0;48.4;1;7;1;1;1;3;45.4;2015;0;17.0;1;51.93;7;43.96;35.6875;49.2;60.87;1
1.0;0;30;0;0;0;0;0;1;0;32.1764705882353;357.0;17.0;2;0;0.0;52.0;0;7;0;0;0;0;0.0;2015;0;17.0;0;73.0;7;0.0;30.0;0.0;0.0;1
2.0;45;30;31;35;42;30;50;1;1;33.588235294117645;362.0;17.0;2;0;0.0;50.0;1;7;1;1;1;0;55.0;2015;0;17.0;1;46.0;7;52.0;35.625;34.0;57.0;1
1.0;0;0;0;14;32;2;0;0;0;29.705882352941178;293.0;12.0;1;2;5.0;48.0;2;5;1;2;1;4;0.0;2015;0;17.0;0;60.0;7;0.0;7.333333333333333;0.0;0.0;1
2.0;35;30;29;36;34;32;45;1;3;32.1764705882353;365.0;17.0;2;0;0.0;39.0;1;7;1;1;1;3;44.0;2015;0;17.0;1;48.0;7;53.0;33.0625;53.0;51.0;1
2.0;40;41;39;34;37;31;41;2;2;37.529411764705884;315.0;17.0;2;0;0.0;60.0;1;7;2;1;1;2;0.0;2015;1;17.0;1;61.0;7;0.0;37.4375;0.0;0.0;1
2.0;42;30;32;30;39;41;45;1;1;36.294117647058826;312.0;17.0;2;0;0.0;53.0;1;7;2;1;1;0;0.0;2015;0;17.0;1;64.0;7;0.0;36.1875;0.0;0.0;1
1.0;0;0;0;27;0;0;35;0;0;31.941176470588236;322.0;17.0;2;0;0.0;60.0;0;7;0;1;0;5;0.0;2015;0;17.0;1;63.0;7;0.0;29.666666666666668;0.0;0.0;1
2.0;43;34;38;40;40;36;40;2;2;35.05882352941177;330.0;17.0;2;0;0.0;85.0;1;7;1;1;1;2;0.0;2015;0;17.0;1;63.0;7;0.0;38.3125;0.0;0.0;1
2.0;33;33;34;42;43;33;40;1;1;37.411764705882355;318.0;17.0;2;0;0.0;75.0;1;7;3;1;1;0;0.0;2015;0;17.0;1;68.0;7;0.0;35.375;0.0;0.0;1
2.0;37;32;29;33;36;36;41;3;3;36.35294117647059;322.0;17.0;2;0;0.0;65.0;1;7;1;1;1;2;0.0;2015;0;17.0;1;57.0;7;0.0;34.0625;0.0;0.0;1
2.0;35;30;38;36;40;31;41;1;2;34.64705882352941;317.0;17.0;2;0;0.0;53.0;1;7;1;1;1;1;0.0;2015;0;17.0;1;67.0;7;0.0;34.6875;0.0;0.0;1
2.0;42;35;41;45;38;35;42;1;2;35.705882352941174;313.0;17.0;2;0;0.0;62.0;1;7;1;1;1;1;0.0;2015;0;17.0;1;67.0;7;0.0;39.3125;0.0;0.0;1
2.0;37;32;34;44;40;40;46;1;1;39.0;387.5;17.0;2;0;0.0;47.15;1;7;1;1;1;2;55.44;2015;0;17.0;1;59.32;7;54.28;37.6875;44.08;54.74;1
2.0;38;31;34;44;42;35;36;1;1;38.588235294117645;321.0;17.0;2;0;0.0;64.0;1;7;2;1;1;0;0.0;2015;0;17.0;1;64.0;7;0.0;36.25;0.0;0.0;1
2.0;33;30;0;39;35;18;41;1;0;37.64705882352941;312.0;17.0;2;0;0.0;59.0;1;7;1;1;1;3;0.0;2015;0;17.0;1;61.0;7;0.0;30.53846153846154;0.0;0.0;1
2.0;40;37;30;38;48;33;45;1;1;39.35294117647059;378.0;17.0;2;0;0.0;65.0;1;7;2;1;1;1;0.0;2015;0;17.0;1;83.0;7;0.0;36.8125;0.0;0.0;1
2.0;34;38;40;44;42;38;48;1;1;42.05882352941177;382.0;17.0;2;0;0.0;78.0;1;7;1;1;1;0;0.0;2015;0;17.0;1;87.0;7;0.0;39.25;0.0;0.0;1
2.0;39;31;31;45;43;33;48;1;1;42.411764705882355;365.0;17.0;2;0;0.0;67.0;1;7;1;1;1;0;0.0;2015;1;17.0;1;69.0;7;0.0;36.4375;0.0;0.0;1
2.0;35;34;30;39;43;33;47;1;1;35.94117647058823;364.0;17.0;2;0;0.0;62.0;1;7;2;1;1;1;0.0;2015;0;17.0;1;75.0;7;0.0;35.25;0.0;0.0;1
1.0;33;7;5;0;0;0;46;2;2;30.294117647058822;359.0;13.0;2;2;4.0;66.0;1;5;0;0;0;3;0.0;2015;0;17.0;1;68.0;7;0.0;18.1;0.0;0.0;1
2.0;38;30;36;31;46;31;42;2;3;36.588235294117645;321.0;17.0;2;0;0.0;40.0;3;7;1;1;1;1;0.0;2015;0;17.0;1;82.0;7;0.0;34.6875;0.0;0.0;1
2.0;36;43;31;41;43;33;49;1;1;41.35294117647059;350.0;17.0;2;0;0.0;77.0;1;7;1;1;1;0;0.0;2015;0;17.0;1;64.0;7;0.0;37.6875;0.0;0.0;1
1.0;41;34;23;35;30;1;43;2;3;36.35294117647059;340.0;17.0;2;0;0.0;64.0;1;7;3;2;1;2;0.0;2015;0;17.0;1;75.0;7;0.0;27.5;0.0;0.0;1
2.0;28;0;0;42;0;0;44;0;0;32.411764705882355;337.0;10.0;2;2;7.0;70.0;1;5;0;1;0;2;0.0;2015;0;17.0;1;71.0;7;0.0;35.333333333333336;0.0;0.0;1
1.0;40;30;26;34;0;11;37;1;1;35.411764705882355;339.0;17.0;2;0;0.0;47.0;1;7;1;1;0;2;0.0;2015;0;17.0;1;75.0;7;0.0;28.4;0.0;0.0;1
2.0;40;34;37;42;39;30;44;1;2;39.8235294117647;329.0;17.0;2;0;0.0;49.0;1;7;1;1;1;1;0.0;2015;1;17.0;1;67.0;7;0.0;36.875;0.0;0.0;1
2.0;41;35;30;38;44;33;46;1;1;37.294117647058826;323.0;17.0;2;0;0.0;68.0;1;7;1;2;1;1;0.0;2015;0;17.0;1;63.0;7;0.0;36.4375;0.0;0.0;1
3.0;40;49;37;35;46;35;48;1;2;37.411764705882355;336.0;17.0;2;0;0.0;60.0;1;7;1;1;1;0;0.0;2015;0;17.0;1;68.0;7;0.0;40.4375;0.0;0.0;1
2.0;37;35;36;40;37;33;48;1;1;37.294117647058826;333.0;17.0;2;0;0.0;54.0;1;7;1;1;1;2;0.0;2015;0;17.0;1;72.0;7;0.0;36.75;0.0;0.0;1
2.0;33;26;30;36;43;30;48;1;1;39.0;332.0;17.0;2;0;0.0;56.0;1;7;1;1;1;1;0.0;2015;0;17.0;1;73.0;7;0.0;32.5;0.0;0.0;1
1.0;38;32;26;33;44;9;46;1;2;33.705882352941174;323.0;17.0;2;0;0.0;68.0;1;7;2;1;1;2;0.0;2015;0;17.0;1;71.0;7;0.0;29.4375;0.0;0.0;1
1.0;37;8;19;35;40;1;41;2;2;37.470588235294116;324.0;16.0;2;1;1.0;66.0;1;6;1;1;1;3;0.0;2015;0;17.0;1;70.0;7;0.0;21.625;0.0;0.0;1
2.0;39;22;33;39;43;0;45;1;1;38.64705882352941;343.0;17.0;2;0;0.0;67.0;1;7;0;1;1;1;0.0;2015;1;17.0;1;65.0;7;0.0;34.46153846153846;0.0;0.0;1
2.0;43;36;34;43;43;34;48;1;2;35.88235294117647;320.0;17.0;2;0;0.0;52.0;1;7;3;1;1;3;0.0;2015;0;17.0;1;68.0;7;0.0;38.625;0.0;0.0;1
2.0;36;30;32;42;42;33;43;1;3;38.94117647058823;333.0;17.0;2;0;0.0;59.0;1;7;2;1;1;1;0.0;2015;0;17.0;1;62.0;7;0.0;35.125;0.0;0.0;1
1.0;36;15;9;50;35;15;26;3;3;39.1764705882353;445.0;17.0;2;0;0.0;51.0;1;7;3;1;1;3;70.0;2015;0;17.0;2;60.0;7;60.0;24.125;54.0;69.0;1
2.0;38;32;35;46;45;36;48;1;1;42.588235294117645;330.0;17.0;2;0;0.0;73.0;1;7;2;1;1;1;0.0;2015;1;17.0;1;65.0;7;0.0;38.0;0.0;0.0;1
2.0;34;36;34;35;44;23;45;1;2;35.294117647058826;310.0;17.0;2;0;0.0;47.0;1;7;2;1;1;2;0.0;2015;0;17.0;1;62.0;7;0.0;33.75;0.0;0.0;1
2.0;34;34;30;36;44;35;47;1;2;36.411764705882355;331.0;17.0;2;0;0.0;51.0;1;7;3;1;1;2;0.0;2015;0;17.0;1;61.0;7;0.0;35.125;0.0;0.0;1
3.0;41;0;0;47;40;0;44;0;0;40.88235294117647;334.0;17.0;2;0;0.0;58.0;1;7;0;1;1;1;0.0;2015;0;17.0;1;64.0;7;0.0;43.0;0.0;0.0;1
2.0;35;31;33;35;32;24;48;2;2;40.294117647058826;418.0;17.0;2;0;0.0;43.0;1;7;3;3;1;2;50.0;2015;0;17.0;3;55.0;7;58.0;32.4375;60.0;60.0;1
2.0;38;35;29;38;47;35;45;1;3;42.294117647058826;416.0;17.0;2;0;0.0;47.0;1;7;1;1;1;1;66.0;2015;0;17.0;1;55.0;7;50.0;36.1875;51.0;62.0;1
1.0;7;35;9;35;38;0;43;1;1;40.470588235294116;414.0;17.0;2;0;0.0;71.0;1;7;0;1;1;2;65.0;2015;0;17.0;1;53.0;7;58.0;23.384615384615383;52.0;62.0;1
1.0;31;26;12;47;22;27;43;2;1;36.23529411764706;399.0;17.0;2;0;0.0;40.0;1;7;2;1;2;4;53.0;2015;0;17.0;1;53.0;7;56.0;27.9375;45.0;59.0;1
2.0;43;27;29;31;0;36;44;3;3;34.529411764705884;388.0;17.0;2;0;0.0;56.0;1;7;1;1;0;2;61.0;2015;0;17.0;1;58.0;7;57.0;34.06666666666667;23.0;66.0;1
3.0;42;47;47;47;45;41;44;1;1;43.294117647058826;390.0;17.0;2;0;0.0;47.0;1;7;1;1;1;0;47.0;2015;0;17.0;1;51.0;7;54.0;44.625;53.0;68.0;1
2.0;38;39;41;40;36;32;46;1;1;36.23529411764706;382.0;17.0;2;0;0.0;43.0;1;7;1;1;1;1;50.0;2015;0;17.0;1;41.0;7;58.0;38.25;45.0;65.0;1
2.0;0;33;32;38;44;30;41;1;1;35.23529411764706;393.0;17.0;2;0;0.0;48.0;0;7;1;1;1;1;61.0;2015;1;17.0;1;49.0;7;62.0;34.30769230769231;44.0;59.0;1
1.0;0;14;4;37;0;10;0;2;2;31.58823529411765;418.0;13.0;2;2;4.0;61.0;0;5;2;1;0;4;57.0;2015;0;17.0;0;62.0;7;55.0;14.363636363636363;56.0;53.0;1
3.0;36;45;38;44;42;40;46;1;1;38.588235294117645;388.1;17.0;2;0;0.0;48.42;1;7;1;1;1;3;51.9;2015;0;17.0;1;51.3;7;54.28;40.8125;48.75;57.16;1
2.0;39;30;35;40;42;34;46;1;2;35.35294117647059;403.0;17.0;2;0;0.0;50.0;1;7;1;1;1;3;53.0;2015;0;17.0;1;41.0;7;53.0;36.375;69.0;60.0;1
2.0;0;0;0;30;32;0;48;0;0;34.588235294117645;409.8;17.0;2;0;0.0;50.87;0;7;0;1;1;2;63.72;2015;0;17.0;1;64.45;7;54.28;35.0;48.75;59.37;1
1.0;0;9;20;0;0;19;0;1;1;39.94117647058823;419.45;17.0;2;0;0.0;68.41;0;7;1;0;0;0;59.53;2015;0;17.0;0;62.09;7;60.38;16.0;52.03;49.63;1
2.0;34;31;28;50;39;20;45;1;2;33.35294117647059;400.0;17.0;2;0;0.0;54.0;1;7;2;1;1;2;61.0;2015;0;17.0;1;50.0;7;61.0;32.6875;53.0;56.0;1
2.0;35;37;35;0;39;28;46;1;1;35.64705882352941;330.0;17.0;2;0;0.0;69.0;1;7;1;0;1;0;0.0;2015;0;17.0;1;60.0;7;0.0;35.0;0.0;0.0;1
2.0;34;30;34;47;38;39;45;1;2;35.588235294117645;305.0;17.0;2;0;0.0;56.0;1;7;1;1;1;0;0.0;2015;1;17.0;1;61.0;7;0.0;36.75;0.0;0.0;1
2.0;39;31;43;39;42;33;46;1;2;40.76470588235294;320.0;17.0;2;0;0.0;77.0;1;7;3;1;1;1;0.0;2015;0;17.0;1;66.0;7;0.0;37.75;0.0;0.0;1
2.0;0;0;0;31;29;0;33;0;0;32.1764705882353;316.0;13.0;2;1;4.0;57.0;0;6;0;1;1;2;0.0;2015;0;17.0;1;70.0;7;0.0;31.0;0.0;0.0;1
2.0;38;30;38;32;39;31;44;1;2;37.1764705882353;320.0;17.0;2;0;0.0;74.0;1;7;3;1;1;2;0.0;2015;0;17.0;1;65.0;7;0.0;34.875;0.0;0.0;1
2.0;34;33;43;48;37;37;41;1;2;38.1764705882353;302.0;17.0;2;0;0.0;45.0;1;7;1;1;1;1;0.0;2015;0;17.0;1;66.0;7;0.0;38.4375;0.0;0.0;1
2.0;34;37;31;38;30;34;47;1;1;40.05882352941177;315.0;17.0;2;0;0.0;49.0;1;7;1;1;1;0;0.0;2015;0;17.0;1;58.0;7;0.0;35.0625;0.0;0.0;1
2.0;37;33;41;37;39;36;42;1;1;35.588235294117645;307.0;17.0;2;0;0.0;57.0;1;7;2;1;1;1;0.0;2015;0;17.0;1;68.0;7;0.0;37.25;0.0;0.0;1
1.0;39;0;3;0;10;0;48;1;1;35.05882352941177;327.0;16.0;2;1;1.0;58.0;1;6;1;1;1;3;0.0;2015;0;17.0;1;61.0;7;0.0;11.5;0.0;0.0;1
2.0;37;36;32;31;40;30;43;1;3;38.470588235294116;307.0;17.0;2;0;0.0;62.0;1;7;1;1;1;2;0.0;2015;0;17.0;1;65.0;7;0.0;34.375;0.0;0.0;1
2.0;30;41;37;43;37;34;50;1;1;37.23529411764706;306.0;17.0;2;0;0.0;49.0;1;7;1;1;1;0;0.0;2015;0;17.0;1;55.0;7;0.0;37.4375;0.0;0.0;1
2.0;35;31;37;42;41;32;46;1;2;36.23529411764706;322.0;17.0;2;0;0.0;54.0;3;7;2;1;1;1;0.0;2015;0;17.0;1;65.0;7;0.0;36.0;0.0;0.0;1
2.0;38;37;33;50;42;35;45;1;1;40.294117647058826;315.0;17.0;2;0;0.0;68.0;1;7;1;1;1;0;0.0;2015;1;17.0;1;63.0;7;0.0;38.5;0.0;0.0;1
2.0;41;33;40;39;42;16;47;2;2;37.8235294117647;401.0;17.0;2;0;0.0;43.0;1;7;2;1;1;2;55.0;2015;0;17.0;1;63.0;7;58.0;34.8125;53.0;55.0;1
2.0;38;36;34;39;36;40;45;1;1;37.1764705882353;385.79;17.0;2;0;0.0;47.17;1;7;1;1;1;0;45.4;2015;0;17.0;1;54.16;7;56.37;37.6875;46.81;53.27;1
2.0;34;34;33;37;30;31;44;1;2;36.529411764705884;364.0;17.0;2;0;0.0;45.0;1;7;1;3;1;1;54.0;2015;0;17.0;1;45.0;7;50.0;34.0;46.0;56.0;1
2.0;39;30;38;42;42;32;48;1;1;42.294117647058826;35.0;17.0;2;0;0.0;10.0;1;7;1;1;1;0;0.0;2015;1;17.0;1;10.0;7;0.0;36.9375;0.0;0.0;1
2.0;41;39;37;41;39;33;50;1;1;35.8235294117647;356.0;17.0;2;0;0.0;67.0;1;7;1;1;1;0;0.0;2016;0;17.0;1;83.0;7;0.0;38.8125;0.0;0.0;1
2.0;40;32;33;39;38;32;45;1;1;41.294117647058826;415.0;17.0;2;0;0.0;47.0;1;7;3;1;1;1;57.0;2016;0;17.0;1;59.0;7;57.0;35.75;39.0;60.0;1
2.0;42;40;33;48;39;33;50;1;1;41.11764705882353;406.0;17.0;2;0;0.0;53.0;1;7;1;1;1;1;59.0;2016;0;17.0;1;59.0;7;54.0;39.3125;46.0;74.0;1
1.0;30;12;29;33;34;24;48;2;2;38.294117647058826;403.0;17.0;2;0;0.0;43.0;2;7;2;2;1;1;67.0;2016;0;17.0;1;55.0;7;50.0;27.0625;41.0;60.0;1
1.0;30;24;15;41;42;10;43;1;1;35.64705882352941;351.0;17.0;2;0;0.0;88.0;1;7;1;1;1;2;0.0;2016;0;17.0;1;64.0;7;0.0;25.25;0.0;0.0;1
2.0;46;34;30;38;39;37;46;1;1;40.0;407.0;17.0;2;0;0.0;56.0;1;7;3;1;1;1;59.0;2016;1;17.0;1;57.0;7;60.0;37.625;55.0;66.0;1
1.0;39;22;7;31;34;5;47;1;1;34.294117647058826;400.0;17.0;2;0;0.0;45.0;1;7;1;1;1;2;56.0;2016;0;17.0;1;55.0;7;54.0;22.625;50.0;74.0;1
2.0;30;31;30;33;42;34;46;1;2;40.05882352941177;418.0;17.0;2;0;0.0;77.0;1;7;3;1;1;1;56.0;2016;0;17.0;1;54.0;7;63.0;33.0625;59.0;60.0;1
2.0;41;35;41;47;43;33;42;1;1;44.23529411764706;370.0;17.0;2;0;0.0;97.0;1;7;1;1;1;0;0.0;2016;0;17.0;1;76.0;7;0.0;39.3125;0.0;0.0;1
2.0;47;33;32;47;38;34;48;1;1;41.11764705882353;356.0;17.0;2;0;0.0;91.0;1;7;2;1;1;1;0.0;2016;0;17.0;1;64.0;7;0.0;38.625;0.0;0.0;1
1.0;31;12;13;43;39;5;48;1;1;36.294117647058826;373.0;17.0;2;0;0.0;77.0;1;7;1;1;1;1;0.0;2016;0;17.0;1;73.0;7;0.0;22.25;0.0;0.0;1
2.0;47;34;31;33;38;34;49;1;1;39.8235294117647;347.0;17.0;2;0;0.0;65.0;1;7;2;1;1;1;0.0;2016;0;17.0;1;68.0;7;0.0;36.9375;0.0;0.0;1
2.0;30;32;33;49;28;31;33;1;2;39.6;403.0;15.0;2;0;0.0;33.0;2;6;2;2;2;1;56.0;2016;0;15.0;1;52.0;6;57.0;33.5625;53.0;66.0;1
2.0;40;31;43;46;39;32;46;1;1;40.05882352941177;398.0;17.0;2;0;0.0;73.0;1;7;1;1;1;1;0.0;2016;0;17.0;1;73.0;7;0.0;38.4375;0.0;0.0;1
2.0;30;39;42;48;39;35;48;1;1;38.1764705882353;364.0;17.0;2;0;0.0;80.0;1;7;3;1;1;0;0.0;2016;0;17.0;1;73.0;7;0.0;38.8125;0.0;0.0;1
3.0;34;42;43;46;44;36;47;1;1;42.8235294117647;342.0;17.0;2;0;0.0;58.0;1;7;1;1;1;1;0.0;2016;0;17.0;1;72.0;7;0.0;40.5;0.0;0.0;1
3.0;49;32;46;48;44;35;49;1;1;41.470588235294116;355.0;17.0;2;0;0.0;76.0;1;7;1;1;1;0;0.0;2016;1;17.0;1;69.0;7;0.0;42.1875;0.0;0.0;1
1.0;0;30;36;33;0;7;0;1;1;34.333333333333336;415.0;12.0;2;1;3.0;80.0;0;5;2;1;0;0;55.0;2016;0;15.0;0;67.0;6;53.0;25.90909090909091;50.0;55.0;1
2.0;34;37;41;44;37;41;50;1;1;38.8235294117647;353.0;17.0;2;0;0.0;77.0;1;7;1;1;1;0;0.0;2016;0;17.0;1;73.0;7;0.0;39.625;0.0;0.0;1
2.0;35;0;0;36;39;0;30;0;0;34.76470588235294;385.0;13.0;2;1;4.0;91.0;2;6;0;1;1;1;0.0;2016;0;17.0;1;71.0;7;0.0;35.142857142857146;0.0;0.0;1
3.0;41;41;33;45;39;43;50;1;1;36.76470588235294;343.0;17.0;2;0;0.0;65.0;1;7;2;1;1;2;0.0;2016;0;17.0;1;64.0;7;0.0;40.8125;0.0;0.0;1
1.0;0;0;0;0;10;0;0;0;0;0.13333333333333333;356.0;0.0;1;5;15.0;55.0;0;0;0;0;1;0;0.0;2016;0;15.0;0;70.0;5;0.0;10.0;0.0;0.0;1
2.0;40;32;41;47;39;37;50;1;1;42.35294117647059;350.0;17.0;2;0;0.0;74.0;1;7;1;1;1;0;0.0;2016;1;17.0;1;76.0;7;0.0;39.5625;0.0;0.0;1
1.0;0;0;0;13;0;0;0;0;0;22.705882352941178;355.0;8.0;1;3;9.0;63.0;0;4;0;1;0;1;0.0;2016;0;17.0;0;68.0;7;0.0;13.0;0.0;0.0;1
1.0;13;0;0;0;0;0;0;0;0;20.235294117647058;393.0;5.0;1;4;12.0;65.0;1;3;0;0;0;0;0.0;2016;0;17.0;1;76.0;7;0.0;9.75;0.0;0.0;1
3.0;47;45;42;45;38;40;49;1;1;41.588235294117645;327.0;17.0;2;0;0.0;54.0;1;7;2;1;1;1;0.0;2016;0;17.0;1;78.0;7;0.0;43.6875;0.0;0.0;1
1.0;9;0;0;33;39;0;10;0;0;31.176470588235293;337.0;11.0;2;2;6.0;67.0;2;5;0;1;1;3;0.0;2016;0;17.0;1;72.0;7;0.0;20.285714285714285;0.0;0.0;1
2.0;35;33;31;38;43;34;48;1;1;38.88235294117647;359.0;17.0;2;0;0.0;64.0;2;7;2;1;1;1;0.0;2016;0;17.0;1;74.0;7;0.0;35.375;0.0;0.0;1
2.0;30;32;0;36;40;27;49;1;0;39.529411764705884;362.0;17.0;2;0;0.0;79.0;1;7;2;1;1;1;0.0;2016;1;17.0;1;76.0;7;0.0;32.92307692307692;0.0;0.0;1
3.0;46;37;41;42;43;41;50;1;1;42.05882352941177;338.0;17.0;2;0;0.0;67.0;1;7;1;1;1;0;0.0;2016;0;17.0;1;62.0;7;0.0;42.0;0.0;0.0;1
2.0;35;30;31;46;43;11;48;1;1;37.0;406.0;17.0;2;0;0.0;72.0;1;7;1;2;1;1;53.0;2016;0;17.0;1;53.0;7;61.0;31.5;49.0;62.0;1
1.0;31;19;18;40;44;21;49;2;2;39.8235294117647;363.0;17.0;2;0;0.0;59.0;1;7;2;1;1;1;0.0;2016;0;17.0;1;76.0;7;0.0;27.5;0.0;0.0;1
2.0;37;32;37;37;38;34;49;1;1;38.23529411764706;336.0;17.0;2;0;0.0;70.0;1;7;2;1;1;0;0.0;2016;0;17.0;1;68.0;7;0.0;36.3125;0.0;0.0;1
2.0;42;24;27;34;36;18;45;2;2;38.705882352941174;408.0;17.0;2;0;0.0;56.0;1;7;2;1;1;3;55.0;2016;0;17.0;1;55.0;7;52.0;30.125;53.0;62.0;1
2.0;41;41;42;42;43;31;40;2;1;36.94117647058823;347.0;17.0;2;0;0.0;77.0;1;7;1;1;1;2;0.0;2016;0;17.0;1;68.0;7;0.0;39.5;0.0;0.0;1
1.0;0;0;0;16;21;0;0;0;0;22.571428571428573;329.0;4.0;1;3;10.0;76.0;0;3;0;1;1;0;0.0;2016;0;14.0;0;69.0;6;0.0;17.666666666666668;0.0;0.0;1
2.0;46;30;35;41;43;31;49;2;2;38.05882352941177;349.0;17.0;2;0;0.0;64.0;1;7;1;1;1;1;0.0;2016;0;17.0;1;67.0;7;0.0;37.5;0.0;0.0;1
2.0;42;38;30;31;43;46;50;2;1;37.1764705882353;346.0;17.0;2;0;0.0;57.0;1;7;3;1;1;0;0.0;2016;0;17.0;1;73.0;7;0.0;38.9375;0.0;0.0;1
2.0;39;36;38;41;42;35;49;1;1;36.705882352941174;335.0;17.0;2;0;0.0;74.0;1;7;1;1;1;2;0.0;2016;1;17.0;1;66.0;7;0.0;38.5625;0.0;0.0;1
2.0;0;0;0;28;36;0;0;0;0;22.823529411764707;431.0;4.0;1;5;13.0;54.0;0;2;0;3;2;5;65.0;2016;0;17.0;0;64.0;7;52.0;30.666666666666668;52.0;66.0;1
2.0;37;32;32;33;35;33;35;1;1;39.2;357.0;15.0;2;0;0.0;52.0;1;6;2;2;1;0;0.0;2016;0;15.0;1;73.0;6;0.0;33.625;0.0;0.0;1
2.0;33;37;34;39;39;32;38;1;1;40.411764705882355;293.0;17.0;2;0;0.0;52.0;1;7;1;1;1;2;0.0;2016;0;17.0;1;57.0;7;0.0;35.1875;0.0;0.0;1
2.0;40;30;31;32;41;30;41;3;1;39.588235294117645;287.0;17.0;2;0;0.0;44.0;1;7;1;1;1;1;0.0;2016;0;17.0;1;55.0;7;0.0;33.6875;0.0;0.0;1
2.0;34;30;35;30;0;30;30;1;1;34.76470588235294;342.0;17.0;2;0;0.0;60.0;2;7;2;2;0;3;0.0;2016;0;17.0;1;73.0;7;0.0;31.8;0.0;0.0;1
2.0;44;35;33;50;42;28;46;2;1;37.64705882352941;325.0;17.0;2;0;0.0;67.0;1;7;2;1;1;0;0.0;2016;0;17.0;1;65.0;7;0.0;38.0;0.0;0.0;1
3.0;46;36;42;50;43;36;50;1;1;41.64705882352941;329.0;17.0;2;0;0.0;67.0;1;7;2;1;1;0;0.0;2016;0;17.0;1;70.0;7;0.0;42.0625;0.0;0.0;1
2.0;35;30;31;37;38;28;44;2;1;33.1764705882353;334.0;17.0;2;0;0.0;91.0;1;7;3;1;1;4;0.0;2016;0;17.0;1;71.0;7;0.0;33.0;0.0;0.0;1
2.0;30;31;31;39;39;31;34;1;1;35.88235294117647;336.0;17.0;2;0;0.0;64.0;2;7;1;1;1;1;0.0;2016;0;17.0;1;67.0;7;0.0;32.5;0.0;0.0;1
2.0;33;35;34;33;41;32;41;2;2;39.411764705882355;340.0;17.0;2;0;0.0;52.0;1;7;1;1;1;0;0.0;2016;0;17.0;1;71.0;7;0.0;34.375;0.0;0.0;1
2.0;31;37;32;40;39;31;49;1;1;38.1764705882353;340.0;17.0;2;0;0.0;58.0;2;7;1;1;1;2;0.0;2016;0;17.0;1;68.0;7;0.0;35.0625;0.0;0.0;1
2.0;39;31;32;43;36;34;45;1;1;36.529411764705884;408.0;17.0;2;0;0.0;83.0;1;7;1;1;1;2;65.0;2016;0;17.0;1;53.0;7;60.0;35.9375;52.0;50.0;1
2.0;33;41;33;30;33;23;49;1;2;34.94117647058823;416.0;17.0;2;0;0.0;42.0;1;7;3;1;1;0;65.0;2016;0;17.0;1;59.0;7;56.0;33.25;59.0;62.0;1
2.0;34;30;36;50;42;35;43;1;1;38.588235294117645;343.0;17.0;2;0;0.0;77.0;1;7;3;1;1;2;0.0;2016;0;17.0;1;67.0;7;0.0;36.875;0.0;0.0;1
2.0;48;30;33;50;43;30;50;1;1;39.294117647058826;337.0;17.0;2;0;0.0;64.0;1;7;1;1;1;0;0.0;2016;1;17.0;1;67.0;7;0.0;38.5;0.0;0.0;1
2.0;38;30;30;35;44;33;49;1;3;34.529411764705884;313.0;17.0;2;0;0.0;66.0;1;7;1;1;1;1;0.0;2016;0;17.0;1;68.0;7;0.0;34.75;0.0;0.0;1
2.0;34;38;35;42;38;38;50;1;1;39.76470588235294;327.0;17.0;2;0;0.0;76.0;1;7;1;1;1;0;0.0;2016;0;17.0;1;67.0;7;0.0;37.9375;0.0;0.0;1
