CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_TRES;NOTA_PROB;NOTA_CIENCIAS_COMP_UNO;NOTA_MOD_PROG_DOS;NOTA_ARQ_COMP;NOTA_INV_OP_UNO;NOTA_FISICA_TRES;VECES_INV_OP_UNO;VECES_PROB;VECES_MOD_PROG_DOS;VECES_FISICA_TRES;NOTA_HISTORIA_COL;NOTA_ESTADISTICA;NOTA_CIBERNETICA_UNO;NOTA_INV_OP_DOS;NOTA_REDES_COM_UNO;NOTA_GI_UNO;VECES_HISTORIA_COL;VECES_CIBERNETICA_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_REDES_COM_UNO;VECES_GI_UNO;VECES_ESTADISTICA;VECES_CIENCIAS_COMP_DOS;VECES_INV_OP_DOS;CAR_CINCO;PROMEDIO_CINCO;NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;VECES_F_ING_SOF;VECES_REDES_COM_DOS;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NCP_SEIS;NOTA_GI_DOS;PROMEDIO_SEIS;NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
74.0;43.0;8;59.0;54.0;412.0;58.0;6.2;2.0;0.0;6.0;0;0;0.0;16.0;0.0;1;7;15.0;0.0;0;0.0;7;1;19.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;35.0;2.0
71.0;68.0;22;55.0;65.0;419.0;56.0;36.05555555555556;30.0;40.0;34.0;9;0;37.0;39.0;41.0;1;9;18.0;18.0;1;38.0;0;1;43.0;1;35.10526315842105;40.0;39.0;26.0;31.0;28.0;3;42;1;7;1;16.0;1;33.0;8;42.0;48.0;33.0;42.0;45.0;50;1;1;18.0;5;36.0;7;33.72222222222222;35.0;34.0;44.0;36.0;33.0;30.0;1;1;1;1;28.5;40.0;36.0;38.0;44.0;0;2;1;33.0;1;0;1;1;1;0;35.294117647058826;34.0;50;36.0;30.0;44;1;41.0;40;1;1;1;1;2.0;0.0;36.666666666666664;47.0;43.0;41.0;42.0;43.0;1;1;1;0;1;37.0;2.0
57.0;50.0;7;59.0;59.0;415.0;54.0;35.94444444444444;31.0;46.0;41.0;8;0;43.0;45.0;48.0;1;9;18.0;16.0;1;2.0;1;1;44.0;1;36.13157894736842;38.0;50.0;37.0;21.5;34.0;1;42;1;6;1;13.0;2;34.0;8;38.0;45.0;33.0;37.0;44.0;50;1;1;18.0;6;33.0;7;36.416666666666664;37.0;46.0;45.0;38.0;38.0;35.0;1;1;1;2;50.0;33.0;33.0;43.0;34.0;50;1;1;39.0;1;1;1;1;1;1;40.1578947368421;46.0;48;39.0;36.0;42;1;39.0;47;1;1;1;1;0.0;45.0;40.5;47.0;33.0;30.0;42.0;46.0;1;1;1;1;1;40.333333333333336;3.0
60.0;46.0;8;62.0;59.0;420.0;54.0;30.0;0.0;41.0;33.0;4;0;37.0;21.0;20.0;1;7;12.0;7.0;1;0.0;3;0;39.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;42.0;3.0
71.0;47.0;6;59.0;65.0;420.0;52.0;36.05555555555556;26.0;43.0;40.0;8;1;41.0;38.0;47.0;1;9;18.0;14.0;1;31.0;1;2;44.0;1;33.31578947368421;31.0;32.0;34.0;30.0;27.5;1;0;1;6;1;13.0;1;24.0;8;34.0;42.0;49.0;33.0;40.0;50;1;1;16.0;4;43.0;6;29.8125;30.0;29.5;33.0;35.0;37.0;0.0;1;1;1;0;32.5;34.0;33.0;41.0;39.0;44;2;1;0.0;1;1;1;0;1;1;32.75;46.0;50;34.0;45.0;48;1;38.0;42;1;1;1;1;0.0;0.0;37.733333333333334;48.0;50.0;50.0;0.0;39.0;1;1;1;0;1;41.0;3.0
74.0;66.0;10;55.0;62.0;407.0;62.0;32.833333333333336;22.5;35.0;38.0;8;1;32.0;33.0;37.0;1;9;18.0;14.0;1;39.0;1;2;40.0;1;30.277777777222223;31.0;20.0;32.0;34.0;36.0;2;0;2;4;1;9.0;1;30.0;7;31.0;40.0;36.0;29.0;0.0;0;1;0;16.0;5;32.0;6;30.125;35.0;30.5;36.0;0.0;35.0;0.0;1;1;1;0;0.0;35.0;0.0;38.0;0.0;48;0;0;0.0;0;1;1;0;1;1;34.125;41.0;0;0.0;0.0;0;0;0.0;0;1;0;0;0;0.0;0.0;40.333333333333336;0.0;0.0;31.0;0.0;0.0;0;0;1;0;0;43.0;3.0
76.0;56.0;8;68.0;50.0;408.0;50.0;39.0;37.0;38.0;39.0;8;0;37.0;46.0;37.0;1;8;16.0;16.0;1;0.0;0;1;40.0;0;26.777777777222223;32.0;4.0;0.0;0.0;3.5;1;0;1;3;1;7.0;0;5.0;7;0.0;0.0;0.0;0.0;0.0;0;0;0;13.0;1;0.0;5;7.538461538461538;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
65.0;51.0;7;53.0;69.0;420.0;52.0;34.666666666666664;31.0;37.0;43.0;8;0;42.0;41.0;40.0;1;9;18.0;16.0;1;6.0;1;1;41.0;1;34.473684211052635;38.0;34.0;24.66666667;32.0;34.0;3;36;1;5;1;10.0;1;36.0;8;34.0;21.0;32.0;40.0;0.0;50;2;0;18.0;6;41.0;7;33.111111111666666;32.0;39.0;48.0;40.0;39.0;29.5;1;1;1;2;40.0;40.0;47.0;43.0;32.0;45;1;1;0.0;1;1;1;0;1;1;38.6578947368421;41.0;0;38.0;0.0;43;1;46.0;43;1;1;0;1;0.0;0.0;41.46666666666667;47.0;40.0;23.5;44.0;50.0;1;1;2;0;1;35.5;2.0
68.0;80.0;11;53.0;52.0;402.0;60.0;29.22222222222222;26.0;35.0;34.0;7;1;37.0;31.0;34.0;1;9;18.0;12.0;1;4.0;2;2;43.0;1;34.34210526263158;39.0;34.0;32.0;30.0;48.0;1;44;1;4;1;8.0;1;38.0;8;42.0;43.0;35.0;31.0;45.0;50;1;1;18.0;7;40.0;7;36.888888888888886;35.0;0.0;20.0;33.0;26.0;31.5;2;1;2;2;38.0;33.0;33.0;41.0;5.0;0;1;1;0.0;1;0;2;0;1;3;31.21875;46.0;0;45.0;0.0;28;1;34.0;0;1;2;0;1;2.0;0.0;31.166666666666668;0.0;0.0;32.0;0.0;0.0;0;0;1;0;0;41.666666666666664;3.0
75.0;57.0;1;55.0;54.0;396.0;48.0;31.083333333333332;31.0;33.0;34.0;7;1;33.0;43.0;27.5;1;9;18.0;15.0;1;2.0;2;1;44.0;1;35.8421052631579;37.0;35.0;30.66666667;36.0;32.5;3;38;1;7;1;16.0;1;30.0;8;42.0;30.0;35.0;44.0;45.0;50;1;1;18.0;7;31.0;7;33.888888889444445;39.0;38.0;44.0;37.0;30.0;32.0;1;1;1;1;24.0;37.0;36.0;38.0;36.0;0;2;1;36.0;1;0;1;1;1;0;37.10526315789474;37.0;50;40.0;45.0;45;1;36.0;41;1;1;1;1;2.0;0.0;35.0;47.0;33.0;41.0;39.0;45.0;1;1;1;0;1;34.0;2.0
71.0;53.0;7;55.0;65.0;408.0;52.0;33.888888888888886;24.5;43.0;32.0;8;1;39.0;36.0;48.0;1;9;18.0;14.0;1;32.0;1;2;44.0;1;39.526315789473685;36.0;33.0;30.0;34.0;45.0;1;34;1;8;1;19.0;1;30.0;8;42.0;38.0;35.0;38.0;43.0;50;1;1;18.0;7;42.0;7;33.94444444444444;44.0;39.0;48.0;38.0;39.0;31.0;1;1;1;2;38.0;36.0;37.0;40.0;32.0;46;1;1;38.0;1;1;1;1;1;1;40.36842105263158;40.0;48;33.0;50.0;47;1;40.0;48;1;1;1;1;0.0;46.0;38.55555555555556;0.0;42.0;32.0;45.0;42.0;1;0;1;0;1;39.6;2.0
71.0;71.0;17;58.0;66.0;431.0;52.0;35.0;41.0;40.0;39.0;8;0;38.0;40.0;35.0;1;9;18.0;16.0;1;2.0;1;1;42.0;1;37.5;33.0;41.0;35.0;31.0;46.0;1;42;1;7;1;16.0;1;26.0;8;42.0;50.0;44.0;43.0;42.0;42;1;1;18.0;6;32.0;7;35.611111111111114;48.0;33.0;46.0;40.0;43.0;30.0;1;1;1;1;40.0;40.0;38.0;36.0;34.0;50;1;1;0.0;1;1;1;0;1;0;40.31578947368421;40.0;48;40.0;31.0;43;1;35.0;47;1;1;1;1;0.0;0.0;40.13333333333333;48.0;0.0;50.0;30.0;43.0;0;1;1;0;1;36.25;2.0
71.0;63.0;7;64.0;59.0;426.0;65.0;37.94444444444444;29.0;38.0;39.0;8;1;38.0;46.0;41.0;1;9;18.0;14.0;1;42.0;1;2;41.0;1;38.36842105210526;41.0;31.0;39.0;34.0;46.0;1;34;1;7;1;16.0;1;32.0;8;31.0;50.0;42.0;36.0;46.0;50;1;1;18.0;7;30.0;7;36.111111111111114;44.0;26.5;39.0;33.0;34.0;30.0;1;1;1;1;37.0;34.0;26.5;33.0;0.0;50;1;2;0.0;0;1;1;0;1;1;35.5;0.0;0;31.0;0.0;30;1;0.0;0;0;1;0;0;2.0;50.0;36.76923076923077;0.0;0.0;36.0;0.0;0.0;0;0;1;0;0;33.0;2.0
65.0;53.0;8;57.0;59.0;415.0;58.0;38.0;27.5;49.0;36.0;8;1;41.0;44.0;49.0;1;9;18.0;14.0;1;36.0;1;2;44.0;1;37.89473684210526;39.0;38.0;32.0;35.0;44.0;1;45;1;7;1;16.0;1;36.0;8;40.0;50.0;38.0;49.0;44.0;50;1;1;18.0;7;38.0;7;37.72222222222222;35.0;43.0;50.0;44.0;36.0;30.0;1;1;1;1;34.0;37.0;42.0;40.0;33.0;45;1;1;42.0;1;1;1;1;1;0;39.411764705882355;48.0;0;37.0;32.0;39;1;36.0;48;1;1;1;1;0.0;0.0;39.44444444444444;48.0;43.0;47.0;38.0;43.0;1;1;1;0;1;40.75;3.0
60.0;45.0;7;60.0;53.0;407.0;56.0;31.0;23.5;37.0;30.0;7;2;33.0;30.0;41.0;1;8;16.0;12.0;1;0.0;1;2;46.0;0;36.16666666611111;36.0;39.0;31.0;28.0;30.0;1;0;1;5;1;12.0;2;31.5;7;42.0;34.0;40.0;26.0;40.0;0;1;1;16.0;5;38.0;6;32.53125;37.0;29.0;48.0;28.5;23.0;0.0;2;1;1;0;34.0;35.0;41.0;30.0;33.0;0;1;1;37.0;1;0;1;1;1;3;33.42857142857143;33.0;0;31.0;0.0;31;2;0.0;39;1;1;0;0;0.0;0.0;34.8;46.0;0.0;41.0;42.0;0.0;0;1;1;0;0;42.5;3.0
62.0;43.0;20;62.0;70.0;412.0;56.0;38.94444444444444;31.0;45.0;41.0;9;0;36.0;44.0;48.0;1;9;18.0;18.0;1;40.0;0;1;44.0;1;39.0;34.0;40.0;18.0;34.0;45.0;2;43;1;8;1;19.0;1;34.0;8;40.0;39.0;41.0;44.0;47.0;50;1;1;18.0;6;40.0;7;34.55555555555556;38.0;45.0;50.0;46.0;36.0;30.0;1;1;1;1;33.0;37.0;42.0;46.0;31.0;45;1;1;43.0;1;1;1;1;1;0;40.529411764705884;48.0;0;36.0;33.0;43;1;36.0;47;1;1;1;1;0.0;0.0;40.27777777777778;48.0;40.0;47.0;40.0;45.0;1;1;1;1;1;44.8;3.0
71.0;66.0;11;51.0;57.0;421.0;65.0;33.638888888888886;28.5;41.0;35.5;8;2;38.0;33.0;31.0;1;9;18.0;14.0;1;32.0;1;2;42.0;1;36.76315789473684;39.0;40.0;0.0;26.0;42.0;0;33;1;7;1;16.0;2;28.0;8;42.0;41.0;39.0;38.0;0.0;50;1;0;15.0;4;35.0;6;34.0;30.0;36.0;38.0;36.0;34.0;33.0;1;1;1;1;0.0;43.0;46.0;46.0;29.0;0;0;1;35.0;2;0;1;1;1;0;34.411764705882355;50.0;0;0.0;34.0;33;0;0.0;36;1;1;1;0;2.0;0.0;40.15384615384615;0.0;0.0;24.0;0.0;0.0;0;0;1;0;0;37.5;2.0
57.0;43.0;19;55.0;62.0;376.0;56.0;34.583333333125;37.0;40.0;39.0;7;2;36.0;32.0;30.0;2;8;16.0;15.0;1;0.0;1;1;35.0;0;11.5;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;4;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;39.0;2.0
55.0;43.0;4;51.0;53.0;368.0;54.0;38.666666666666664;30.5;39.0;44.0;9;1;38.0;40.0;40.0;1;9;18.0;18.0;1;45.0;0;2;42.0;1;40.63157894736842;34.0;39.0;33.0;33.0;48.0;1;45;1;8;1;19.0;1;33.0;8;39.0;47.0;40.0;40.0;41.0;50;1;1;18.0;7;37.0;7;37.111111111111114;40.0;41.0;38.0;38.0;37.0;33.0;1;1;1;1;38.0;33.0;47.0;46.0;32.0;50;1;1;35.0;1;1;1;1;1;0;37.8235294117647;50.0;50;41.0;45.0;43;1;36.0;44;1;1;1;1;0.0;0.0;40.333333333333336;47.0;0.0;39.0;44.0;43.0;0;1;1;1;1;41.333333333333336;3.0
60.0;71.0;3;62.0;55.0;393.0;54.0;34.5;26.5;41.0;30.0;8;1;39.0;35.0;48.0;1;9;18.0;14.0;1;36.0;1;2;46.0;1;37.921052631578945;38.0;33.0;30.0;38.0;44.0;1;45;1;7;1;16.0;1;33.0;8;40.0;45.0;38.0;39.0;44.0;50;1;1;18.0;7;46.0;7;36.44444444444444;39.0;44.0;48.0;45.0;30.0;33.0;1;1;1;1;32.0;33.0;39.0;44.0;34.0;49;1;1;36.0;1;1;1;1;1;0;40.21052631578947;40.0;0;30.0;42.0;42;1;32.0;42;1;1;1;1;0.0;0.0;38.666666666666664;46.0;41.0;37.0;42.0;40.0;1;1;1;0;1;40.25;3.0
68.0;60.0;7;60.0;66.0;427.0;54.0;30.11111111111111;26.0;39.0;31.0;7;1;40.0;37.0;30.0;1;9;18.0;12.0;1;4.0;2;2;44.0;1;36.5;36.0;40.0;32.0;31.0;43.0;1;30;1;6;1;13.0;2;30.0;8;34.0;46.0;42.0;30.0;30.0;0;1;1;18.0;7;31.0;7;34.27777777777778;31.0;31.0;42.0;41.0;32.0;40.0;1;1;1;1;35.0;47.0;43.0;40.0;37.0;0;1;1;40.0;1;0;1;1;1;0;35.89473684210526;36.0;0;38.0;30.0;44;1;37.0;45;1;1;1;1;0.0;0.0;40.733333333333334;0.0;0.0;32.0;40.0;45.0;0;0;1;0;1;37.0;2.0
55.0;26.0;20;46.0;46.0;358.0;56.0;26.5625;19.5;39.0;16.5;5;3;36.0;27.5;35.0;2;8;16.0;6.0;1;0.0;3;2;38.0;0;17.8;0.0;0.0;0.0;0.0;0.0;0;0;0;1;0;2.0;0;0.0;2;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
99.0;53.0;16;57.0;76.0;480.0;65.0;39.888888888888886;38.0;45.0;50.0;8;0;50.0;46.0;45.0;1;9;18.0;16.0;1;8.0;1;1;37.0;1;44.68421052631579;46.0;41.0;38.0;36.0;20.0;1;45;1;8;1;19.0;1;40.0;8;32.0;41.0;40.0;42.0;46.0;50;1;1;18.0;6;29.5;7;38.166666666666664;46.0;42.0;45.0;43.0;35.0;0.0;1;1;1;0;43.0;38.0;37.0;50.0;20.66666667;0;1;1;42.0;3;0;1;1;1;0;42.875;48.0;50;43.0;42.0;45;1;0.0;0;1;1;1;0;2.0;0.0;39.42222222266666;47.0;50.0;42.0;49.0;0.0;1;1;1;0;0;45.333333333333336;4.0
73.0;80.0;12;70.0;76.0;483.0;65.0;29.3125;23.0;33.0;32.0;6;0;19.0;35.0;42.0;1;8;16.0;10.0;1;0.0;2;1;32.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;49.0;4.0
81.0;75.0;10;50.0;67.0;455.0;71.0;35.0;33.0;37.0;45.0;8;0;43.0;40.0;41.0;1;9;18.0;16.0;1;5.0;1;1;30.0;1;39.63157894736842;41.0;32.0;22.0;30.0;35.0;2;32;1;8;1;19.0;1;36.0;8;39.0;42.0;44.0;41.0;42.0;50;1;1;18.0;6;34.0;7;32.0;46.0;44.0;42.0;45.0;35.0;33.0;1;1;1;1;46.0;36.0;43.0;45.0;44.0;50;1;1;35.0;1;1;1;1;1;0;41.05263157894737;42.0;50;45.0;32.0;45;1;47.0;45;1;1;1;1;0.0;50.0;42.44444444444444;34.0;0.0;30.0;44.0;46.0;0;1;1;0;1;34.5;2.0
63.0;75.0;4;65.0;71.0;456.0;61.0;31.125;18.0;37.0;38.0;7;1;33.0;36.0;37.0;1;8;16.0;12.0;1;0.0;1;2;32.0;0;17.9;0.0;0.0;0.0;0.0;0.0;0;0;0;1;0;2.0;0;0.0;4;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;41.0;3.0
65.0;58.0;3;58.0;70.0;457.0;75.0;32.44444444444444;31.0;35.0;38.0;8;1;40.0;38.0;40.0;1;9;18.0;16.0;1;0.0;1;2;40.0;1;37.473684210526315;42.0;38.0;39.0;30.0;0.0;1;39;1;8;1;19.0;2;30.0;8;37.0;41.0;43.0;40.0;39.0;50;1;1;16.0;6;34.0;6;35.8125;43.0;45.0;43.0;42.0;34.0;36.0;1;1;1;1;37.0;25.0;39.0;40.0;22.5;50;1;1;37.0;2;1;2;1;1;0;41.0;47.0;50;36.0;38.0;43;1;46.0;0;1;1;1;1;5.0;50.0;36.27777777777778;27.0;0.0;42.0;44.0;43.0;0;2;1;0;1;37.0;2.0
78.0;77.0;20;67.0;66.0;444.0;66.0;30.8125;22.5;32.0;34.0;6;2;26.5;35.0;44.0;1;8;16.0;10.0;1;0.0;2;2;34.0;0;26.571428571428573;40.0;21.0;0.0;0.0;0.0;0;0;1;3;1;8.0;0;1.0;5;0.0;0.0;0.0;0.0;0.0;0;0;0;8.0;1;0.0;3;18.25;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;32.0;2.0
71.0;57.0;10;53.0;54.0;419.0;62.0;32.94444444444444;30.0;32.0;37.0;8;0;33.0;36.0;45.0;1;9;18.0;16.0;1;25.0;1;1;30.0;1;32.763157895263156;34.0;31.0;33.0;30.0;29.5;1;34;1;5;1;11.0;1;33.0;8;32.0;31.0;42.0;35.0;0.0;50;1;0;18.0;6;30.0;7;32.0;32.0;34.0;35.0;33.0;32.0;25.33333333;1;1;1;3;33.0;42.0;0.0;46.0;0.0;43;1;0;37.0;0;1;1;1;1;1;31.82352941117647;43.0;0;35.0;37.0;0;1;0.0;36;1;0;1;0;0.0;0.0;40.714285714285715;0.0;0.0;29.5;0.0;0.0;0;0;2;0;0;30.75;2.0
78.0;52.0;15;62.0;65.0;436.0;60.0;30.61111111111111;25.0;39.0;38.0;7;1;32.0;39.0;44.0;1;9;18.0;12.0;1;4.0;2;2;30.0;1;35.6578947368421;42.0;36.0;34.0;34.0;22.5;1;36;1;6;1;13.0;1;33.0;8;42.0;39.0;33.0;30.0;41.0;50;1;1;18.0;6;34.0;7;34.0;35.0;38.0;35.0;39.0;31.0;34.0;1;1;1;1;38.0;37.0;46.0;37.0;36.0;0;1;1;34.0;1;0;1;1;1;0;36.05263157894737;38.0;50;35.0;31.0;41;1;49.0;41;1;1;1;1;0.0;0.0;37.6;44.0;0.0;41.0;39.0;43.0;0;1;1;0;1;42.0;3.0
68.0;47.0;10;63.0;57.0;427.0;53.0;40.77777777777778;35.0;40.0;48.0;9;0;50.0;43.0;41.0;1;9;18.0;18.0;1;37.0;0;1;33.0;1;39.473684210526315;44.0;42.0;38.0;36.0;0.0;1;49;1;8;1;19.0;1;30.0;8;43.0;40.0;39.0;36.0;36.0;50;1;1;16.0;6;28.5;6;39.0;34.0;42.0;46.0;39.0;30.0;31.0;1;1;1;1;41.0;37.0;40.0;45.0;36.0;50;1;1;39.0;1;1;1;1;1;0;36.88235294117647;47.0;38;43.0;50.0;43;1;39.0;45;1;1;1;1;0.0;50.0;41.5;47.0;41.0;32.0;44.0;46.0;1;1;1;0;1;37.333333333333336;2.0
71.0;68.0;15;55.0;65.0;427.0;62.0;26.25;3.5;32.0;35.0;7;1;30.0;34.0;43.0;1;8;16.0;12.0;1;0.0;1;2;32.0;0;1.6;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;2;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;49.0;4.0
75.0;49.0;3;55.0;63.0;414.0;54.0;33.77777777777778;29.5;38.0;44.0;7;1;40.0;39.0;45.0;1;9;18.0;12.0;1;4.0;2;2;34.0;1;41.421052631578945;41.0;37.0;38.0;36.0;0.0;1;44;1;7;1;16.0;1;35.0;8;43.0;44.0;44.0;46.0;44.0;50;1;1;16.0;6;43.0;6;38.0;46.0;44.0;47.0;42.0;37.0;0.0;1;1;1;0;37.0;39.0;41.0;45.0;50.0;50;1;1;44.0;1;1;1;1;1;0;43.5;48.0;50;47.0;41.0;44;1;42.0;46;1;1;1;1;0.0;50.0;43.888888888888886;47.0;40.0;30.0;36.0;43.0;1;1;1;1;1;39.0;2.0
68.0;46.0;6;55.0;65.0;430.0;71.0;23.4375;5.0;37.0;35.0;5;4;16.0;32.0;31.0;1;8;16.0;9.0;1;0.0;3;2;33.5;0;7.125;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;3;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;41.0;3.0
69.0;63.0;1;59.0;66.0;428.0;58.0;36.05555555555556;29.0;37.0;43.0;8;1;40.0;36.0;39.0;1;9;18.0;14.0;1;35.0;1;2;30.0;1;37.526315789473685;40.0;34.0;39.0;30.5;37.0;1;43;1;7;1;16.0;2;34.0;8;43.0;39.0;44.0;35.0;0.0;50;1;0;18.0;7;32.0;7;36.25;37.0;41.0;42.0;42.0;32.0;36.0;1;1;1;1;35.0;34.0;35.0;40.0;36.0;50;1;1;21.5;1;1;1;2;1;0;38.11764705882353;47.0;50;45.0;43.0;45;1;43.0;46;1;1;1;1;3.0;50.0;36.02777777777778;34.0;0.0;38.0;39.0;43.0;0;1;1;0;1;39.666666666666664;2.0
85.0;47.0;1;59.0;46.0;410.0;55.0;29.28125;25.5;16.5;28.5;4;5;28.5;36.0;38.0;1;8;16.0;6.0;2;0.0;4;2;30.5;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;2;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;44.0;3.0
