CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_DOS;NOTA_TGS;NOTA_PROG_AVANZADA;NOTA_FISICA_DOS;NOTA_MULTIVARIADO;NOTA_SEGUNDA_LENGUA_DOS;VECES_FISICA_DOS;NOTA_EE_DOS;VECES_PROG_AVANZADA;NAA_DOS;VECES_TGS;NCA_DOS;VECES_MULTIVARIADO;NOTA_ECUACIONES;NAC_DOS;NOTA_METODOS_NUM;NOTA_A_SISTEMAS;NOTA_MOD_PROG_UNO;NOTA_MAT_DIS;NOTA_HOMBRE;NOTA_GT_DOS;VECES_A_SISTEMAS;VECES_HOMBRE;NCC_TRES;NAA_TRES;NOTA_FUND_BASES;NAC_TRES;PROMEDIO_TRES;NOTA_PROB;NOTA_CIENCIAS_COMP_UNO;NOTA_MOD_PROG_DOS;NOTA_ARQ_COMP;NOTA_INV_OP_UNO;NOTA_FISICA_TRES;VECES_INV_OP_UNO;VECES_PROB;VECES_MOD_PROG_DOS;VECES_FISICA_TRES;NOTA_HISTORIA_COL;NOTA_ESTADISTICA;NOTA_CIBERNETICA_UNO;NOTA_INV_OP_DOS;NOTA_REDES_COM_UNO;NOTA_GI_UNO;VECES_HISTORIA_COL;VECES_CIBERNETICA_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_REDES_COM_UNO;VECES_GI_UNO;VECES_ESTADISTICA;VECES_CIENCIAS_COMP_DOS;VECES_INV_OP_DOS;CAR_CINCO;PROMEDIO_CINCO;NOTA_F_ING_SOF;NOTA_GT_TRES;NOTA_ECONOMIA;NOTA_EI_DOS;NOTA_REDES_COM_DOS;VECES_ECONOMIA;NOTA_CIBERNETICA_UDOS;NOTA_INV_OP_TRES;VECES_F_ING_SOF;VECES_REDES_COM_DOS;VECES_EI_DOS;VECES_CIBERNETICA_DOS;NCP_SEIS;NOTA_GI_DOS;PROMEDIO_SEIS;NOTA_DIS_ARQ_SOFT;NOTA_EI_OP_AI;NOTA_ING_ECONOMICA;NOTA_REDES_COM_TRES;NOTA_CIBERNETICA_TRES;VECES_EI_OP_AI;VECES_DIS_ARQ_SOFT;VECES_ING_ECONOMICA;VECES_EI_OP_BI;VECES_CIBERNETICA_TRES;PROMEDIO_NUEVE;RENDIMIENTO_NUEVE
72.05;77.13;3;83.7;82.67;486.29;70.87;36.44444444444444;35.0;40.0;40.0;8;0;45.0;40.0;40.0;1;9;18.0;16.0;1;13.0;1;1;40.0;1;36.78947368421053;44.0;17.5;39.0;30.0;39.0;1;30;2;8;1;19.0;1;33.0;8;33.0;38.0;32.0;32.0;38.0;30;1;1;18.0;6;40.0;7;32.47222222222222;20.33333333;29.0;29.0;40.0;34.0;22.5;1;3;2;2;27.0;34.0;36.0;42.0;41.0;50;2;1;37.0;1;1;1;1;1;4;29.078947367894738;36.0;50;17.66666667;37.0;30;3;35.5;40;1;1;1;2;2.0;50.0;38.72222222222222;48.0;42.0;37.0;33.0;45.0;1;1;1;1;1;40.25;3.0
69.01;48.86;10;63.2;69.14;441.21;53.63;39.611111111111114;32.5;40.0;40.0;9;1;45.0;40.0;45.0;1;9;18.0;18.0;1;39.0;0;2;50.0;1;37.78947368421053;36.0;38.0;31.0;40.0;47.0;2;40;1;8;1;19.0;1;38.0;8;41.0;40.0;39.0;32.0;43.0;50;1;1;18.0;7;34.0;7;38.166666666666664;42.0;37.0;30.0;41.0;38.0;34.0;1;1;1;1;41.0;40.0;34.0;48.0;42.0;50;1;1;36.0;1;1;1;1;1;0;37.31578947368421;43.0;50;38.0;37.0;48;1;47.0;44;1;1;1;1;0.0;50.0;42.0;50.0;43.0;42.0;46.0;49.0;1;1;1;1;1;45.5;4.0
71.35;77.13;22;72.69;66.99;480.9;70.74;36.411764705882355;27.0;40.0;40.0;6;1;45.0;40.0;40.0;1;8;17.0;11.0;1;28.0;2;3;0.0;1;29.1;0.0;0.0;0.0;0.0;0.0;0;0;0;1;0;2.0;0;0.0;2;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
72.05;79.4;10;61.28;75.48;470.74;73.98;39.111111111111114;30.0;45.0;35.0;9;0;45.0;40.0;50.0;1;9;18.0;18.0;1;42.0;0;1;45.0;1;39.73684210526316;40.0;40.0;31.0;30.0;49.0;1;43;1;8;1;19.0;1;35.0;8;36.0;43.0;36.0;32.0;46.0;50;1;1;18.0;7;33.0;7;37.333333333333336;30.0;37.0;37.0;45.0;38.0;30.0;1;1;1;1;43.0;40.0;47.0;46.0;42.0;50;1;1;43.0;1;1;1;1;1;0;36.421052631578945;41.0;45;41.0;42.0;44;1;44.0;50;1;1;1;1;0.0;50.0;44.5;47.0;46.0;30.0;45.0;46.0;1;1;1;0;1;46.0;4.0
78.36;81.98;11;71.9;82.24;490.98;56.41;39.5;30.0;35.0;45.0;9;0;45.0;45.0;45.0;1;9;18.0;18.0;1;38.0;0;1;35.0;1;39.60526315789474;39.0;38.0;30.0;30.0;45.0;1;38;1;8;1;19.0;1;30.0;8;41.0;38.0;41.0;31.0;42.0;50;1;1;18.0;7;33.0;7;34.888888888888886;30.0;36.0;40.0;43.0;39.0;32.0;1;1;1;1;31.0;34.0;47.0;45.0;41.0;50;1;1;42.0;1;1;1;1;1;0;37.21052631578947;39.0;50;36.0;45.0;44;1;42.0;42;1;1;1;1;0.0;50.0;41.72222222222222;47.0;37.0;41.0;43.0;48.0;1;1;1;1;1;36.6;2.0
66.17;48.42;7;53.19;61.96;417.88;47.41;30.805555555555557;25.5;35.0;27.5;5;4;23.0;35.0;40.0;1;9;18.0;8.0;1;39.0;4;2;26.0;1;36.8421052631579;32.0;46.0;26.0;30.5;38.0;2;43;1;7;1;16.0;2;41.0;8;33.0;40.0;38.0;36.0;22.0;50;1;2;18.0;6;26.5;7;36.47222222222222;40.0;43.0;44.0;34.0;39.0;37.0;1;1;1;1;44.0;32.0;37.0;33.0;39.0;47;1;1;37.0;1;1;1;1;1;0;40.1578947368421;38.0;50;44.0;43.0;43;1;45.0;41;1;1;1;1;0.0;47.0;38.166666666666664;43.0;44.0;47.0;35.0;41.0;1;1;1;0;1;42.75;3.0
69.01;59.21;20;69.65;59.52;476.25;73.98;35.388888888888886;28.0;40.0;40.0;8;1;40.0;30.0;45.0;1;9;18.0;14.0;1;32.0;1;2;46.0;1;36.526315789473685;36.0;31.0;33.0;36.0;40.0;1;36;1;6;1;13.0;1;27.5;8;48.0;37.0;29.0;26.0;43.0;50;1;1;18.0;6;18.0;7;33.69444444444444;30.0;36.0;39.0;32.0;39.0;30.0;1;2;1;2;30.0;40.0;33.0;38.0;35.0;45;1;1;34.0;1;1;1;1;1;3;34.8421052631579;39.0;36;36.0;29.5;32;1;32.0;38;1;1;1;1;0.0;45.0;37.05555555555556;39.0;40.0;33.0;35.0;42.0;1;1;1;1;1;36.625;2.0
66.17;60.44;10;68.87;59.0;461.78;67.92;22.166666666;16.5;30.0;29.0;2;6;22.5;19.33333333;16.0;3;7;15.0;2.0;1;0.0;5;4;0.0;0;14.633333333333333;0.0;0.0;0.0;0.0;0.0;0;0;0;1;0;1.0;0;0.0;6;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
68.39;67.41;9;69.65;57.08;473.17;70.74;39.22222222222222;29.0;40.0;40.0;8;1;45.0;40.0;45.0;1;9;18.0;14.0;1;44.0;1;2;47.0;1;36.78947368421053;35.0;42.0;34.0;30.0;37.0;1;44;1;7;1;16.0;1;15.0;8;33.0;37.0;32.0;29.0;39.0;50;1;1;18.0;6;39.0;7;33.05555555555556;41.0;35.0;34.0;44.0;41.0;30.0;1;1;1;1;49.0;37.0;38.0;44.0;37.0;50;1;1;40.0;1;1;1;1;1;0;37.94736842105263;36.0;40;37.0;50.0;46;1;37.0;42;1;1;1;1;0.0;40.0;42.27777777777778;41.0;44.0;45.0;48.0;49.0;1;1;1;1;1;40.8;3.0
66.17;71.98;10;53.19;61.96;455.56;77.28;38.111111111111114;30.0;40.0;40.0;9;0;40.0;40.0;45.0;1;9;18.0;18.0;1;39.0;0;1;38.0;1;40.31578947368421;37.0;50.0;31.0;31.0;38.0;2;44;1;7;1;16.0;1;33.0;8;48.0;40.0;36.0;30.0;45.0;50;1;1;18.0;7;35.0;7;37.388888888888886;35.0;37.0;39.0;43.0;39.0;36.0;1;2;1;1;44.0;39.0;40.0;50.0;46.0;45;1;1;39.0;1;1;1;1;1;1;39.05263157894737;38.0;50;34.0;30.0;44;2;48.0;44;1;1;1;1;0.0;45.0;43.27777777777778;46.0;42.0;41.0;46.0;45.0;1;1;1;1;1;42.375;3.0
71.35;60.44;8;58.6;82.67;469.8;62.11;8.7555555564;10.66666667;30.0;7.0;1;6;6.333333333;5.0;5.0;3;7;15.0;1.0;1;0.0;6;3;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;44.0;3.0
69.01;59.21;16;69.65;75.48;479.21;65.03;34.166666666666664;30.0;30.0;35.0;9;0;45.0;30.0;30.0;1;9;18.0;18.0;1;40.0;0;1;40.0;1;36.05263157894737;30.0;44.0;30.0;37.0;42.0;1;41;1;8;1;19.0;1;37.0;8;41.0;43.0;30.0;36.0;41.0;50;1;1;18.0;7;33.0;7;37.22222222222222;41.0;39.0;38.0;39.0;30.0;30.0;1;1;1;1;30.5;30.0;49.0;38.0;29.0;50;2;1;34.0;2;1;1;1;1;0;37.05263157894737;36.0;50;38.0;44.0;38;1;47.0;43;1;1;1;1;2.0;50.0;37.388888888888886;48.0;44.0;33.0;46.0;46.0;1;1;1;1;1;39.75;2.0
72.05;66.95;20;69.65;57.08;456.39;70.87;34.833333333333336;30.0;30.0;35.0;9;0;45.0;35.0;30.0;1;9;18.0;18.0;1;30.0;0;1;47.0;1;37.44736842105263;38.0;34.0;36.0;39.0;43.0;2;33;1;7;1;16.0;1;32.0;8;34.0;32.0;32.0;40.0;37.0;50;1;1;18.0;7;31.0;7;36.166666666666664;27.0;30.0;42.0;43.0;34.0;30.0;1;2;1;1;42.0;37.0;30.0;50.0;42.0;45;1;1;39.0;1;1;1;1;1;1;34.68421052631579;37.0;50;30.0;38.0;42;1;33.0;48;1;1;1;1;0.0;45.0;41.166666666666664;45.0;33.0;31.0;39.0;44.0;1;1;1;0;1;42.25;3.0
78.36;50.87;16;63.2;71.97;466.33;64.91;40.333333333333336;35.0;30.0;45.0;7;0;45.0;45.0;35.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;28.176470588235293;0.0;0.0;0.0;0.0;0.0;0;0;1;3;0;6.0;0;0.0;7;0.0;0.0;0.0;0.0;0.0;0;0;0;3.0;0;0.0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;34.0;2.0
58.05;63.4;8;60.48;54.1;408.18;53.5;33.937500000625;30.0;30.0;24.66666667;7;1;45.0;35.0;40.0;1;8;16.0;13.0;1;0.0;1;1;44.0;0;30.05882353;38.0;17.0;0.0;9.0;0.0;0;0;1;3;1;6.0;1;19.0;7;43.0;41.0;0.0;0.0;0.0;0;1;0;11.0;1;0.0;4;19.181818181818183;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;44.0;3.0
69.01;81.98;7;61.28;61.96;480.84;89.5;40.27777777777778;30.0;35.0;40.0;9;0;45.0;45.0;40.0;1;9;18.0;18.0;1;44.0;0;1;47.0;1;40.68421052631579;44.0;34.0;38.0;37.0;45.0;1;45;1;8;1;19.0;1;43.0;8;39.0;41.0;49.0;33.0;43.0;50;1;1;18.0;7;32.0;7;40.22222222222222;45.0;44.0;50.0;43.0;42.0;40.0;1;1;1;1;40.0;46.0;35.0;50.0;42.0;44;1;1;46.0;1;1;1;1;1;0;44.1578947368421;36.0;50;42.0;21.0;44;1;33.0;43;1;1;1;1;0.0;45.0;44.0;47.0;44.0;45.0;50.0;44.0;1;1;1;1;1;45.0;3.0
69.01;52.08;8;82.9;69.14;472.16;53.63;36.22222222222222;28.0;30.0;40.0;8;1;40.0;35.0;35.0;1;9;18.0;14.0;1;38.0;1;2;49.0;1;29.57894736842105;40.0;36.0;27.5;36.0;41.0;2;39;1;6;1;14.0;1;30.0;8;41.0;30.0;43.0;38.0;39.0;40;1;1;18.0;6;34.0;7;34.916666666666664;35.0;36.0;32.0;36.0;27.0;0.0;2;1;1;0;36.0;40.0;0.0;40.0;35.0;0;1;0;31.0;1;0;1;1;1;1;33.875;0.0;0;41.0;0.0;31;1;21.0;38;0;1;0;1;0.0;0.0;36.53846153846154;0.0;0.0;14.5;0.0;0.0;0;0;2;0;0;27.666666666666668;1.0
63.02;69.93;20;68.87;75.02;476.47;64.91;38.611111111111114;35.0;35.0;40.0;9;0;45.0;30.0;45.0;1;9;18.0;18.0;1;40.0;0;1;50.0;1;34.94736842105263;40.0;36.0;30.0;31.0;41.0;2;42;1;7;1;16.0;1;31.0;8;38.0;31.0;45.0;32.0;45.0;43;1;1;18.0;7;43.0;7;35.0;34.0;37.0;36.0;34.0;34.0;36.0;1;1;1;1;45.0;45.0;46.0;42.0;35.0;45;1;1;44.0;1;1;1;1;1;0;36.1578947368421;40.0;40;39.0;33.0;40;1;49.0;40;1;1;1;1;0.0;50.0;43.333333333333336;47.0;42.0;30.0;39.0;34.0;1;1;2;1;1;41.0;3.0
68.39;85.05;8;65.98;75.02;476.15;62.11;31.0;30.0;30.0;28.0;5;2;40.0;30.0;26.0;1;7;15.0;11.0;1;0.0;2;1;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
58.05;75.1;15;63.2;92.99;485.79;67.8;36.55555555555556;35.0;35.0;35.0;9;0;45.0;30.0;40.0;1;9;18.0;18.0;1;34.0;0;1;45.0;1;35.1578947368421;39.0;30.0;31.0;32.0;39.0;1;42;1;7;1;16.0;1;31.0;8;41.0;33.0;35.0;30.0;47.0;50;1;1;18.0;7;31.5;7;34.0;30.0;35.0;34.0;37.0;38.0;35.0;1;1;1;1;35.0;35.0;35.0;40.0;41.0;50;1;2;41.0;1;1;1;1;1;0;35.68421052631579;47.0;50;36.0;37.0;39;1;43.0;45;1;1;1;1;0.0;47.0;40.0;49.0;39.0;30.0;46.0;43.0;1;1;1;1;1;41.75;3.0
69.01;79.81;7;63.2;66.48;454.2;65.03;20.0;15.0;30.0;15.0;2;0;45.0;15.0;15.0;1;7;15.0;3.0;1;0.0;5;1;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;0.0;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;46.0;4.0
63.02;66.95;11;75.95;72.45;470.16;84.56;36.27777777777778;30.0;30.0;35.0;9;0;45.0;40.0;35.0;1;9;18.0;18.0;1;35.0;0;1;38.0;1;35.1578947368421;39.0;32.5;33.0;26.0;37.0;1;42;2;7;1;16.0;2;27.5;8;30.0;35.0;45.0;30.0;38.0;50;1;1;18.0;5;33.5;7;32.94444444444444;38.0;36.0;35.0;44.0;33.0;35.0;1;1;1;1;31.0;30.0;43.0;38.0;45.0;41;1;1;40.0;1;1;2;1;1;0;37.10526315789474;33.0;50;36.0;40.0;31;1;33.0;35;1;1;1;1;0.0;0.0;38.05555555555556;44.0;44.0;34.0;32.0;40.0;1;1;1;0;1;36.0;2.0
71.35;77.13;8;52.34;75.02;459.4;73.83;35.333333333333336;30.0;30.0;40.0;7;0;45.0;30.0;40.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;34.0735294117647;35.0;35.0;26.5;0.0;46.0;2;0;1;6;1;14.0;0;21.5;7;42.0;43.0;45.0;33.0;0.0;50;1;0;13.0;3;0.0;5;31.615384615384617;0.0;30.0;33.0;37.0;0.0;0.0;0;0;1;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0;0;0;0;0;0;32.875;0.0;40;0.0;0.0;0;0;0.0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;40.0;2.0
72.05;75.1;6;61.28;69.64;459.7;70.87;38.44444444444444;30.0;30.0;50.0;9;0;45.0;35.0;40.0;1;9;18.0;18.0;1;34.0;0;1;44.0;1;37.60526315789474;43.0;35.0;35.0;25.5;45.0;1;46;1;8;1;19.0;2;28.5;8;42.0;40.0;49.0;27.0;45.0;50;1;1;18.0;5;37.0;7;35.55555555555556;32.5;36.0;40.0;40.0;32.0;32.0;1;2;1;1;38.0;30.0;30.0;41.0;42.0;50;1;1;31.0;1;1;1;1;1;1;36.39473684210526;33.0;40;32.0;31.0;39;1;47.0;34;1;1;1;1;0.0;50.0;37.55555555555556;45.0;30.0;33.0;46.0;37.0;1;1;1;1;1;42.2;3.0
82.87;64.24;14;72.69;61.96;473.85;67.8;37.05555555555556;30.0;30.0;40.0;9;0;45.0;35.0;35.0;1;9;18.0;18.0;1;41.0;0;1;40.0;1;36.921052631578945;35.0;39.0;30.5;31.0;38.0;2;41;1;7;1;16.0;1;31.5;8;42.0;42.0;30.0;33.0;47.0;50;1;1;18.0;7;39.0;7;34.666666666666664;32.0;35.0;42.0;38.0;31.0;30.0;1;1;1;2;37.0;41.0;38.0;41.0;40.0;50;1;1;42.0;1;1;1;1;1;1;35.26315789473684;39.0;50;37.0;39.0;42;1;43.0;34;1;1;1;1;0.0;50.0;41.77777777777778;47.0;42.0;40.0;42.0;40.0;1;1;1;1;1;40.5;3.0
68.39;61.66;10;82.9;69.14;472.85;62.11;31.444444444444443;27.0;35.0;35.0;6;3;35.0;26.0;23.0;2;9;18.0;10.0;1;31.0;3;2;45.0;1;36.8421052631579;40.0;39.0;32.5;34.0;46.0;2;38;1;8;1;19.0;1;30.0;8;42.0;31.5;34.0;41.0;39.0;50;2;1;18.0;7;39.0;7;36.361111111111114;37.0;35.0;49.0;37.0;33.0;35.0;1;1;1;1;38.0;37.0;38.0;42.0;41.0;32;1;1;33.0;1;1;1;1;1;0;38.36842105263158;36.0;50;33.0;42.0;40;1;33.0;43;1;1;1;1;0.0;45.0;37.0;44.0;44.0;34.0;38.0;44.0;1;1;1;0;1;40.3;3.0
83.87;70.37;17;61.28;69.64;464.99;70.87;35.27777777777778;30.0;35.0;40.0;9;0;40.0;30.0;35.0;1;9;18.0;18.0;1;39.0;0;1;37.0;1;33.078947367894735;32.0;32.5;30.0;32.5;36.0;1;39;2;6;1;13.0;2;30.5;8;33.0;38.0;32.0;35.0;38.0;47;1;1;18.0;7;43.0;7;32.80555555555556;45.0;37.0;43.0;40.0;30.5;39.0;2;1;1;1;43.0;38.0;48.0;36.0;37.0;45;1;1;23.5;1;1;1;2;1;1;39.55263157894737;44.0;38;44.0;42.0;36;1;32.0;42;1;1;1;1;3.0;45.0;37.97222222222222;46.0;42.0;43.0;38.0;47.0;1;1;1;0;1;41.0;3.0
69.01;64.24;8;65.98;71.97;458.08;67.92;42.27777777777778;40.0;40.0;40.0;9;0;45.0;50.0;45.0;1;9;18.0;18.0;1;36.0;0;1;39.0;1;36.23684210526316;40.0;41.0;30.0;33.0;44.0;1;42;1;8;1;19.0;1;42.0;8;36.0;41.0;40.0;35.0;42.0;50;1;1;18.0;7;33.0;7;38.333333333333336;34.0;39.0;47.0;44.0;35.0;44.0;1;1;1;1;42.0;41.0;49.0;50.0;40.0;50;1;1;44.0;1;1;1;1;1;0;41.0;40.0;50;41.0;41.0;39;1;42.0;50;1;1;1;1;0.0;50.0;45.388888888888886;47.0;46.0;43.0;40.0;44.0;1;1;1;1;1;45.0;3.0
78.36;71.53;6;88.69;75.48;496.86;62.11;40.77777777777778;30.0;40.0;45.0;9;0;45.0;50.0;45.0;1;9;18.0;18.0;1;32.0;0;1;50.0;1;39.94736842105263;43.0;38.0;31.0;31.0;47.0;1;41;1;8;1;19.0;1;31.0;8;41.0;36.0;32.0;30.0;43.0;50;1;1;18.0;7;43.0;7;36.388888888888886;35.0;40.0;32.0;44.0;38.0;36.0;1;1;1;1;39.0;43.0;44.0;48.0;45.0;50;1;1;49.0;1;1;1;1;1;0;38.26315789473684;43.0;50;44.0;44.0;46;1;44.0;46;1;1;1;1;0.0;50.0;45.888888888888886;50.0;46.0;44.0;50.0;41.0;1;1;1;0;1;46.0;4.0
68.39;61.66;16;71.9;59.0;475.56;80.64;34.611111111111114;25.0;30.0;40.0;8;2;40.0;30.0;45.0;2;9;18.0;14.0;1;37.0;1;2;39.0;1;34.44117647058823;38.0;41.0;30.66666667;23.66666667;41.0;3;40;1;6;1;14.0;3;34.0;7;42.0;43.0;35.0;22.5;0.0;0;1;0;18.0;6;34.0;7;34.77777777888889;0.0;23.0;38.0;41.0;17.0;16.5;1;0;1;2;30.0;16.0;35.0;0.0;0.0;0;1;1;13.0;0;0;1;1;0;2;28.09375;0.0;0;0.0;0.0;0;0;0.0;0;0;0;0;0;6.0;0.0;21.7;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;47.0;4.0
75.41;68.86;14;68.87;82.24;483.94;67.92;37.22222222222222;40.0;35.0;45.0;8;0;40.0;45.0;45.0;1;9;18.0;16.0;1;0.5;1;1;39.0;1;34.973684210526315;42.0;32.0;32.0;29.0;30.0;1;32;1;7;1;16.0;2;23.5;8;41.0;31.0;34.0;30.0;46.0;50;1;1;18.0;5;42.0;7;30.97222222222222;44.0;37.0;32.0;38.0;33.0;28.0;1;1;1;2;35.0;35.0;48.0;43.0;44.0;50;1;1;33.5;1;1;1;2;1;1;35.26315789473684;38.0;45;42.0;36.0;46;1;16.0;37;1;1;1;2;0.0;45.0;41.02777777777778;50.0;44.0;37.0;43.0;48.0;1;1;1;1;1;32.1;2.0
69.01;60.9;10;69.65;72.45;484.33;65.03;35.72222222222222;35.0;35.0;40.0;9;0;35.0;30.0;40.0;1;9;18.0;18.0;1;30.0;0;1;48.0;1;34.131578946842104;39.0;32.5;25.0;30.0;22.5;2;41;2;6;1;13.0;1;35.0;8;42.0;40.0;33.0;30.0;38.0;50;1;1;18.0;5;30.0;7;31.805555555555557;30.0;32.0;36.0;37.0;29.0;17.0;2;1;1;2;27.5;32.0;32.0;35.0;33.0;50;2;1;35.0;2;1;1;1;1;2;31.157894736842106;46.0;50;37.0;34.0;40;1;31.0;40;1;1;1;1;2.0;0.0;35.611111111111114;44.0;40.0;41.0;35.0;40.0;1;1;1;0;1;39.333333333333336;2.0
71.35;60.44;20;78.77;69.14;493.61;56.41;35.77777777777778;30.0;35.0;40.0;9;0;35.0;35.0;35.0;1;9;18.0;18.0;1;40.0;0;1;39.0;1;34.86842105263158;40.0;22.5;34.0;33.0;41.0;1;41;2;7;1;16.0;2;30.5;8;41.0;36.0;35.0;38.0;38.0;50;1;1;18.0;6;31.0;7;33.55555555555556;45.0;32.0;48.0;44.0;36.0;38.0;1;1;1;1;33.0;32.0;36.0;41.0;35.0;50;1;1;36.0;1;1;1;1;1;0;40.89473684210526;35.0;50;27.5;35.0;44;2;46.0;45;1;1;1;1;0.0;50.0;38.05555555555556;48.0;43.0;42.0;47.0;37.0;1;1;1;1;1;45.75;4.0
83.87;66.95;10;57.8;61.43;468.56;70.87;37.388888888888886;30.0;40.0;40.0;9;0;45.0;35.0;40.0;1;9;18.0;18.0;1;34.0;0;1;45.0;1;34.0;39.0;41.0;29.5;41.0;35.0;2;40;1;5;1;10.0;1;25.0;8;36.0;38.0;33.0;40.0;41.0;50;1;1;18.0;5;30.0;7;35.416666666666664;41.0;31.0;33.0;30.0;30.0;26.5;1;1;1;2;36.0;41.0;33.0;36.0;40.0;45;1;1;34.0;1;1;1;1;1;1;33.078947368421055;38.0;50;44.0;42.0;42;1;30.0;39;1;1;1;2;0.0;48.0;38.111111111111114;30.0;30.0;32.0;36.0;36.0;1;1;1;1;1;40.1875;3.0
74.62;64.24;15;63.2;61.43;461.46;64.91;31.944444444444443;28.0;35.0;35.0;7;2;35.0;24.0;30.0;2;9;18.0;11.0;1;35.0;2;3;41.0;1;37.0;41.0;30.0;29.0;26.0;41.0;2;43;1;8;1;19.0;2;27.5;8;42.0;40.0;34.0;31.0;40.0;50;1;1;18.0;4;32.0;7;32.638888888888886;36.0;40.0;47.0;42.0;32.0;32.0;1;1;1;1;42.0;39.0;30.0;44.0;33.0;50;1;1;30.0;1;1;1;1;1;0;38.68421052631579;34.0;50;42.0;44.0;47;1;48.0;41;1;1;1;1;0.0;50.0;38.833333333333336;44.0;45.0;42.0;40.0;44.0;1;1;1;1;1;38.375;2.0
