PROMEDIO_TRES;PROMEDIO_DOS;NOTA_INT;NCA_DOS;NCA_TRES;NOTA_FIS_DOS;PG_ICFES;NOTA_FIS_TRES;BIOLOGIA_ICFES;VECES_FIS_TRES;CON_MAT_ICFES;PROMEDIO_UNO;FISICA_ICFES;NOTA_EL_UNO;NOTA_DEM;NAA_TRES;VECES_INT;NAA_DOS;NOTA_CIR_DOS;VECES_CIR_DOS;NAC_TRES;NAP_TRES;NCC_TRES;EPA_TRES;CAR_TRES;VECES_EL_UNO;VECES_MULTI;NCP_TRES;NOTA_EE_UNO;VECES_DEM;VECES_ECUA;NOTA_ECUA;CAR_DOS;NOTA_MULTI;CREDITOS_MULTI;CREDITOS_FIS_TRES;CREDITOS_EL_UNO;RENDIMIENTO_CUATRO;PROMEDIO_CUATRO
38.8235294117647;43.23529411764706;45.0;17.0;17.0;40.0;450.08;40.0;45.62;1;58.18;41.25;61.82;40.0;0.0;6;1;6;40.0;1;6;0;17.0;2;0;1;1;0.0;45.0;0;1;30.0;0;40.0;3;3;3;3.0;43.07692307692308
41.470588235294116;45.0;50.0;17.0;17.0;40.0;462.76;45.0;53.84;1;76.15;43.333333333333336;55.85;45.0;0.0;6;1;6;40.0;1;6;0;17.0;2;0;1;1;0.0;45.0;0;1;35.0;0;40.0;3;3;3;3.0;41.92307692307692
32.14705882352941;29.70588235235294;23.33333333;11.0;17.0;30.0;482.14;30.0;55.49;1;74.44;32.5;59.29;34.0;0.0;6;3;4;31.5;2;6;0;17.0;2;1;1;1;0.0;40.0;0;1;30.0;2;30.0;3;3;3;2.0;30.846153846153847
30.941176470588236;32.17647058764706;30.0;14.0;14.0;30.0;430.04;32.0;57.84;1;66.5;32.916666666666664;60.61;35.0;0.0;5;1;5;30.0;1;6;1;17.0;2;1;1;2;3.0;35.0;0;1;30.0;1;25.0;3;3;3;1.0;27.064102564615382
22.5;32.64705882352941;30.0;17.0;2.0;30.0;475.13;20.0;60.01;1;59.02;31.875;60.61;0.0;0.0;1;1;6;20.0;2;5;4;14.0;1;1;0;1;12.0;45.0;0;1;15.0;0;20.0;3;3;3;2.0;35.0
40.588235294117645;38.8235294117647;40.0;17.0;17.0;35.0;475.4;45.0;62.36;1;69.34;36.25;58.23;45.0;0.0;6;1;6;35.0;1;6;0;17.0;2;0;1;1;0.0;45.0;0;1;45.0;0;30.0;3;3;3;3.0;41.15384615384615
30.823529411764707;32.05882352941177;35.0;11.0;11.0;35.0;446.63;27.5;62.35;2;75.98;33.75;50.09;25.5;0.0;4;1;4;30.0;1;6;2;17.0;2;2;2;1;6.0;40.0;0;1;30.0;2;35.0;3;3;3;1.0;29.076923076923077
28.352941176470587;30.0;27.5;11.0;8.0;30.0;471.79;25.75;76.56;4;63.87;29.375;55.85;30.0;0.0;3;3;4;36.0;3;6;3;17.0;1;4;1;4;9.0;40.0;0;2;27.5;2;14.75;3;3;3;1.0;27.5
31.617647059411766;34.411764705882355;35.0;17.0;8.0;35.0;444.57;40.0;56.37;1;74.38;33.541666666666664;51.86;25.0;0.0;3;1;6;30.0;1;6;3;17.0;1;3;2;3;9.0;45.0;0;2;27.5;0;26.66666667;3;3;3;2.0;38.92307692307692
30.529411764705884;25.266666668000003;22.66666667;3.0;8.0;24.5;447.58;32.0;53.85;1;58.89;28.750000000833335;61.99;30.0;0.0;3;3;1;26.0;2;6;3;17.0;1;3;1;2;9.0;45.0;0;2;29.0;5;26.0;3;3;3;1.0;27.5
41.470588235294116;43.23529411764706;45.0;17.0;17.0;35.0;457.4;40.0;53.95;1;81.5;40.0;58.93;45.0;0.0;6;1;6;40.0;1;6;0;17.0;2;0;1;1;0.0;45.0;0;1;40.0;0;40.0;3;3;3;3.0;40.76923076923077
22.857142857142858;24.647058822941176;21.0;2.0;5.0;29.0;410.85;34.0;57.84;1;54.43;25.3125;48.41;9.0;0.0;2;3;1;0.0;0;5;3;14.0;1;2;1;2;9.0;40.0;0;2;22.5;5;14.5;3;3;3;1.0;21.166666664999997
36.76470588235294;38.8235294117647;35.0;17.0;17.0;35.0;468.98;30.0;57.84;1;61.4;39.166666666666664;55.85;40.0;0.0;6;1;6;30.0;1;6;0;17.0;2;0;1;1;0.0;35.0;0;1;45.0;0;40.0;3;3;3;2.0;35.73076923076923
34.11764705882353;35.294117647058826;35.0;17.0;17.0;30.0;469.13;35.0;68.01;1;52.15;33.333333333333336;55.85;35.0;0.0;6;1;6;30.0;1;6;0;17.0;2;0;1;1;0.0;50.0;0;1;30.0;0;30.0;3;3;3;2.0;36.15384615384615
28.823529411764707;32.35294117647059;25.0;14.0;11.0;30.0;453.5;22.5;53.85;2;66.35;41.25;54.91;30.0;0.0;4;2;5;30.0;1;6;2;17.0;1;2;1;2;6.0;35.0;0;1;35.0;2;22.5;3;3;3;2.0;33.43589743538461
38.38235294117647;39.11764705882353;40.0;17.0;17.0;35.0;473.77;35.0;62.36;1;54.43;40.0;50.98;45.0;0.0;6;1;6;40.0;1;6;0;17.0;2;1;1;2;0.0;45.0;0;1;30.0;0;37.5;3;3;3;3.0;42.30769230769231
36.05882352941177;38.8235294117647;40.0;17.0;17.0;40.0;446.23;35.0;55.8;1;66.35;35.833333333333336;54.91;35.0;0.0;6;1;6;35.0;1;6;0;17.0;2;0;1;1;0.0;50.0;0;1;36.0;0;30.0;3;3;3;2.0;33.58974358923077
35.0;33.18181818181818;0.0;8.0;2.0;0.0;456.32;0.0;57.36;0;60.48;31.38888889;56.34;0.0;0.0;1;0;3;0.0;0;1;0;2.0;2;0;0;0;0.0;35.0;0;0;0.0;1;0.0;3;3;3;2.0;40.0
29.61764705882353;33.0;35.0;14.0;12.0;36.0;455.21;31.0;60.0;1;63.73;24.791666665833333;54.91;33.0;0.0;4;1;5;32.0;1;6;2;17.0;1;1;1;2;5.0;27.5;0;1;30.0;2;23.5;3;3;3;2.0;30.533333333333335
5.0;9.132352941176471;0.0;0.0;0.0;0.0;467.99;0.0;55.79;0;66.5;28.750000000833335;45.69;0.0;0.0;0;2;0;0.0;0;1;1;2.0;1;0;0;0;2.0;5.0;0;0;0.0;4;0.0;3;3;3;1.0;6.75
35.705882352941174;28.676470588235293;30.0;12.0;17.0;30.0;473.74;34.0;68.01;1;54.43;29.7916666675;58.23;35.0;0.0;6;2;4;30.0;3;6;0;17.0;2;1;1;1;0.0;50.0;0;1;35.0;3;35.0;3;3;3;2.0;34.71111111066667
37.35294117647059;39.705882352941174;40.0;17.0;17.0;35.0;454.25;40.0;47.7;1;67.05;35.416666666666664;51.8;45.0;0.0;6;1;6;35.0;1;6;0;17.0;2;0;1;1;0.0;40.0;0;1;30.0;0;35.0;3;3;3;3.0;42.69230769230769
31.08823529411765;30.5;30.0;11.0;11.0;26.0;450.9;37.0;68.01;1;63.87;32.916666666666664;55.85;31.0;0.0;4;1;4;27.0;2;6;2;17.0;2;2;1;2;6.0;40.0;0;1;31.0;3;23.5;3;3;3;2.0;31.692307692307693
31.470588235294116;31.323529411764707;30.0;14.0;17.0;30.0;438.34;30.0;50.07;1;61.4;33.333333333333336;58.23;30.0;0.0;6;1;5;35.0;1;6;0;17.0;2;0;1;1;0.0;35.0;0;1;30.0;1;30.0;3;3;3;2.0;34.61538461538461
27.117647058235292;32.94117647058823;30.0;14.0;8.0;30.0;466.94;30.0;51.96;1;69.18;33.75;44.84;19.0;0.0;3;1;5;29.0;2;6;3;17.0;1;3;3;3;9.0;35.0;0;1;30.0;1;22.33333333;3;3;3;2.0;33.69230769230769
35.5;33.088235294117645;27.5;14.0;18.0;30.0;460.31;35.0;60.01;1;56.71;34.285714285714285;55.85;35.0;45.0;7;2;5;30.0;1;7;0;18.0;2;0;1;1;0.0;42.0;1;1;35.0;1;35.0;3;3;3;3.0;40.64705882352941
35.77777777777778;34.26470588235294;27.5;14.0;18.0;40.0;467.85;30.0;55.27;1;66.83;37.857142857142854;52.72;40.0;40.0;7;2;5;35.0;1;7;0;18.0;2;0;1;1;0.0;47.0;1;1;35.0;1;30.0;3;3;3;2.0;35.8235294117647
33.666666666666664;35.0;30.0;17.0;18.0;30.0;459.23;35.0;59.82;1;63.76;36.42857142857143;57.57;30.0;31.0;7;1;6;30.0;1;7;0;18.0;2;0;1;1;0.0;40.0;1;1;30.0;0;40.0;3;3;3;2.0;38.05882352941177
29.65277777777778;31.470588235294116;30.0;14.0;12.0;30.0;432.8;30.0;64.3;1;61.0;32.5;58.4;25.25;35.0;5;2;5;25.0;3;7;2;18.0;1;2;4;1;6.0;39.0;1;1;30.0;2;30.0;3;3;3;1.0;29.333333332941177
0.0;18.566666666;23.0;3.0;0.0;1.0;417.47;0.0;51.96;0;49.77;23.154761904285717;61.99;0.0;0.0;0;3;1;0.0;0;1;1;2.0;1;0;0;0;2.0;0.0;0;0;0.0;4;0.0;3;3;3;2.0;37.6
11.555555555555555;25.029411764764706;25.0;8.0;3.0;35.0;368.32;0.0;44.41;0;49.77;30.952380951428573;44.84;0.0;40.0;2;2;3;0.0;0;4;2;9.0;1;0;0;1;6.0;32.0;1;1;0.0;4;0.0;3;3;3;2.0;31.5
32.638888888888886;32.205882352941174;27.5;14.0;12.0;30.0;442.53;30.0;53.11;1;63.76;36.785714285714285;60.0;40.0;40.0;5;2;5;27.5;2;7;2;18.0;2;2;1;2;6.0;45.0;1;1;30.0;1;25.0;3;3;3;2.0;39.470588235294116
28.86111111111111;28.823529411764707;25.0;5.0;9.0;22.5;443.15;24.0;54.55;3;58.5;35.357142857142854;53.57;30.0;35.0;4;2;2;30.0;1;7;3;18.0;1;3;1;2;9.0;36.0;1;2;26.0;4;27.5;3;3;3;2.0;33.400000000666665
32.22222222277778;32.94117647058823;30.0;17.0;12.0;35.0;449.2;30.0;56.75;1;66.96;34.285714285714285;58.4;35.0;40.0;5;1;6;26.66666667;3;7;2;18.0;2;2;1;2;6.0;50.0;1;1;30.0;0;25.0;3;3;3;2.0;33.44117647058823
39.94444444444444;40.0;40.0;17.0;18.0;40.0;452.48;45.0;64.99;1;63.87;41.785714285714285;55.85;45.0;40.0;7;1;6;35.0;1;7;0;18.0;2;0;1;1;0.0;47.0;1;1;35.0;0;35.0;3;3;3;3.0;41.1764705882353
31.02777777777778;34.705882352941174;30.0;17.0;15.0;30.0;453.35;30.0;62.33;1;63.78;31.428571428571427;51.86;30.0;35.0;6;1;6;27.5;2;7;1;18.0;2;1;1;1;3.0;33.0;1;1;35.0;0;30.0;3;3;3;3.0;40.53333333333333
30.25;32.94117647058823;30.0;14.0;12.0;30.0;416.55;30.0;46.32;1;69.34;31.428571428571427;53.45;22.0;37.0;5;2;5;37.0;1;7;2;18.0;2;2;2;2;6.0;37.0;1;1;30.0;2;25.5;3;3;3;2.0;38.64705882352941
16.875;23.82352941117647;23.33333333;6.0;3.0;30.0;450.68;15.0;51.94;1;54.43;30.0;58.23;0.0;0.0;1;3;2;0.0;0;3;2;8.0;1;0;0;1;5.0;0.0;0;0;0.0;2;30.0;3;3;3;1.0;15.0
26.857142857142858;32.5;30.0;11.0;8.0;35.0;462.89;0.0;55.27;0;70.23;33.92857142857143;55.16;21.0;0.0;3;1;4;30.0;1;5;2;14.0;1;1;1;1;6.0;35.0;0;2;21.0;2;30.0;3;3;3;2.0;38.0
35.638888888888886;35.588235294117645;30.0;17.0;15.0;35.0;425.88;30.0;53.85;1;69.18;35.0;54.91;40.0;40.0;6;1;6;27.5;2;7;1;18.0;2;1;1;1;3.0;42.0;1;1;35.0;0;40.0;3;3;3;2.0;35.14705882352941
29.75;29.41176470588235;25.0;11.0;9.0;30.0;448.07;35.0;52.41;1;79.06;30.11904762;45.75;27.0;30.0;4;2;4;25.5;2;7;3;18.0;1;3;2;2;9.0;36.0;1;1;30.0;2;27.0;3;3;3;2.0;34.64705882352941
27.972222222777777;33.08823529352941;27.5;11.0;6.0;35.0;472.65;20.66666667;64.51;3;60.82;31.071428571428573;51.86;22.5;44.0;3;2;4;25.0;2;7;4;18.0;1;4;2;2;12.0;45.0;1;1;30.0;2;25.0;3;3;3;2.0;36.05882352941177
32.44444444444444;28.529411764117647;30.0;11.0;15.0;25.0;438.25;30.0;57.84;1;52.06;35.357142857142854;57.26;32.0;40.0;6;1;4;31.0;1;7;1;18.0;2;2;1;2;3.0;50.0;1;2;30.0;2;25.0;3;3;3;2.0;37.35294117647059
33.0;32.94117647058823;30.0;14.0;18.0;30.0;406.9;33.0;49.87;2;53.2;35.714285714285715;51.73;30.0;40.0;7;2;5;30.0;1;7;0;18.0;2;1;1;1;0.0;40.0;1;1;35.0;3;30.0;3;3;3;3.0;40.23529411764706
37.0;35.0;35.0;17.0;18.0;35.0;418.61;30.0;46.13;1;67.19;33.57142857142857;53.57;45.0;40.0;7;1;6;30.0;1;7;0;18.0;2;0;1;1;0.0;43.0;1;1;35.0;0;40.0;3;3;3;3.0;40.470588235294116
25.583333333888888;31.352941176470587;25.0;11.0;8.0;30.0;416.4;12.66666667;48.2;3;54.43;32.857142857142854;60.61;16.0;0.0;3;2;4;39.0;1;7;4;18.0;1;3;3;2;10.0;35.0;1;1;40.0;2;22.5;3;3;3;1.0;13.941176470588236
9.0;24.90909090909091;10.5;5.0;0.0;0.0;448.75;0.0;50.07;0;76.15;32.97619047714286;45.69;15.0;0.0;0;2;2;0.0;0;2;2;5.0;1;0;1;0;5.0;0.0;0;0;0.0;2;0.0;3;3;3;2.0;40.0
30.13888888888889;34.705882352941174;30.0;17.0;12.0;40.0;467.75;30.0;59.08;1;58.5;36.07142857142857;58.4;35.0;40.0;5;1;6;27.5;2;7;2;18.0;2;2;1;2;6.0;30.0;1;1;30.0;0;25.0;3;3;3;2.0;33.705882352941174
33.77777777777778;37.35294117647059;30.0;17.0;15.0;40.0;445.78;35.0;53.85;1;61.26;37.5;50.09;35.0;40.0;6;2;6;27.5;2;7;1;18.0;2;2;1;2;3.0;47.0;1;1;30.0;1;30.5;3;3;3;2.0;37.35294117647059
31.333333332777777;32.94117647058823;30.0;11.0;12.0;27.5;442.28;30.0;64.97;1;69.18;35.47619047714286;47.54;30.0;40.0;5;1;4;30.0;1;7;2;18.0;2;2;1;3;6.0;50.0;1;3;23.0;2;28.33333333;3;3;3;3.0;44.0
32.52777777777778;34.411764705882355;27.5;14.0;15.0;35.0;468.92;30.0;63.27;1;50.97;37.142857142857146;63.43;30.0;40.0;6;2;5;27.5;2;7;1;18.0;2;1;1;1;3.0;44.0;1;1;35.0;3;30.0;3;3;3;2.0;39.88235294117647
0.0;24.41176470588235;25.0;3.0;0.0;20.0;463.07;0.0;54.55;0;70.38;37.5;56.0;0.0;0.0;0;1;1;0.0;0;1;1;2.0;1;0;0;0;2.0;0.0;0;0;0.0;0;0.0;3;3;3;4.0;50.0
28.083333333333332;34.529411764705884;30.0;14.0;9.0;35.0;476.44;22.5;60.0;2;72.34;37.5;54.91;32.0;30.0;4;1;5;30.0;1;7;3;18.0;1;3;1;2;9.0;36.0;1;2;25.0;1;25.0;3;3;3;2.0;37.588235294117645
33.27777777777778;33.529411764705884;30.0;17.0;12.0;35.0;458.51;29.0;50.31;2;61.0;34.285714285714285;56.0;35.0;40.0;5;1;6;33.0;1;7;2;18.0;2;3;1;2;6.0;50.0;1;2;26.0;1;30.0;3;3;3;2.0;35.705882352941174
30.305555556111113;31.470588235294116;30.0;14.0;9.0;30.0;454.25;30.0;61.56;1;55.9;34.285714285714285;56.0;24.5;42.0;4;1;5;26.0;2;7;3;18.0;1;3;2;3;9.0;40.0;1;1;39.0;2;21.66666667;3;3;3;2.0;32.49019607882354
35.666666666666664;37.94117647058823;30.0;17.0;18.0;40.0;438.4;35.0;51.89;1;58.15;40.0;63.43;45.0;40.0;7;1;6;30.0;1;7;0;18.0;2;1;1;3;0.0;46.0;1;1;30.0;0;30.0;3;3;3;3.0;40.05882352941177
33.83333333388889;37.35294117647059;30.0;17.0;15.0;35.0;479.47;35.0;68.01;1;72.5;38.57142857142857;60.61;35.0;45.0;6;1;6;30.0;1;7;1;18.0;2;1;1;1;3.0;38.0;1;3;27.66666667;0;35.0;3;3;3;2.0;37.470588235294116
34.0;35.588235294117645;35.0;17.0;18.0;35.0;453.07;35.0;48.87;1;66.83;37.142857142857146;55.16;35.0;35.0;7;1;6;30.0;1;7;0;18.0;2;0;1;1;0.0;41.0;1;1;30.0;0;35.0;3;3;3;3.0;41.94117647058823
33.22222222277778;37.05882352941177;30.0;17.0;15.0;30.0;466.67;30.0;63.27;1;58.15;40.0;56.34;40.0;40.0;6;1;6;30.0;1;7;1;18.0;2;1;1;3;3.0;44.0;1;1;30.0;0;26.66666667;3;3;3;2.0;39.23529411764706
33.833333333333336;37.64705882352941;30.0;17.0;18.0;40.0;447.32;30.0;53.95;1;60.49;37.5;54.12;40.0;45.0;7;2;6;30.0;1;7;0;18.0;2;0;1;1;0.0;42.0;1;1;30.0;1;30.0;3;3;3;2.0;39.911764705882355
0.0;23.06249999875;0.0;2.0;0.0;0.0;457.54;0.0;53.57;0;55.48;26.226190477142858;56.8;0.0;0.0;0;0;1;0.0;0;1;1;2.0;1;0;0;0;2.0;0.0;0;0;0.0;2;0.0;3;3;3;1.0;6.5
34.666666666666664;30.000000000588237;26.66666667;14.0;18.0;30.0;447.59;30.0;56.75;2;66.96;34.642857142857146;56.0;35.0;40.0;7;3;5;30.0;1;7;0;18.0;2;1;1;1;0.0;37.0;1;1;40.0;2;35.0;3;3;3;2.0;36.470588235294116
30.63888888888889;35.588235294117645;35.0;17.0;14.0;35.0;451.84;30.0;44.56;1;78.81;37.5;50.22;35.0;15.0;5;1;6;27.5;2;7;2;18.0;2;2;1;1;4.0;32.0;2;1;35.0;1;30.0;3;3;3;2.0;38.05882352941177
44.27777777777778;43.23529411764706;40.0;17.0;18.0;40.0;475.99;40.0;55.53;1;58.15;45.0;56.34;45.0;45.0;7;1;6;45.0;1;7;0;18.0;2;0;1;1;0.0;46.0;1;1;50.0;0;40.0;3;3;3;3.0;44.05882352941177
30.666666666666668;31.470588235294116;32.5;12.0;15.0;27.5;444.24;32.0;55.27;1;74.12;33.92857142857143;44.88;22.5;35.0;6;2;4;30.0;1;7;1;18.0;2;2;2;2;3.0;41.0;1;1;30.0;3;30.5;3;3;3;2.0;38.11764705882353
36.888888888888886;32.35294117647059;30.0;17.0;18.0;30.0;467.38;32.0;57.44;1;52.82;40.0;54.31;37.0;45.0;7;1;6;30.0;1;7;0;18.0;2;0;1;1;0.0;47.0;1;1;41.0;0;35.0;3;3;3;2.0;32.205882352941174
33.69444444444444;33.52941176411765;30.0;14.0;15.0;35.0;446.8;30.0;59.82;1;74.12;33.92857142857143;44.88;46.0;30.0;6;1;5;27.5;2;7;1;18.0;2;1;1;1;3.0;43.0;1;1;30.0;1;30.0;3;3;3;2.0;35.61764705882353
32.50000000055556;34.411764705882355;30.0;17.0;15.0;35.0;440.19;30.0;48.87;1;66.83;38.214285714285715;55.16;40.0;45.0;6;1;6;30.0;1;7;1;18.0;2;1;1;3;3.0;35.0;1;1;30.0;0;26.66666667;3;3;3;2.0;35.94117647058823
24.88888888888889;35.294117647058826;30.0;17.0;13.0;35.0;446.08;30.0;56.75;1;70.62;36.42857142857143;53.57;12.0;40.0;5;2;6;34.0;1;7;2;18.0;1;1;2;1;5.0;0.0;1;1;30.0;1;30.0;3;3;3;2.0;33.45454545454545
0.0;21.0;15.0;6.0;0.0;15.0;441.66;0.0;57.49;0;63.76;33.57142857142857;52.72;0.0;0.0;0;1;2;0.0;0;1;1;2.0;1;0;0;0;2.0;0.0;0;0;0.0;2;0.0;3;3;3;1.0;30.0
31.138888888333334;36.1764705882353;35.0;17.0;12.0;30.0;458.75;31.0;51.96;1;72.34;31.25;54.91;30.0;40.0;5;1;6;24.33333333;3;7;2;18.0;2;2;1;2;6.0;37.0;1;1;35.0;0;28.5;3;3;3;2.0;38.45098039176471
45.94444444444444;42.94117647058823;40.0;17.0;18.0;35.0;470.23;40.0;61.19;1;70.42;42.142857142857146;56.34;50.0;45.0;7;1;6;45.0;1;7;0;18.0;2;0;1;1;0.0;46.0;1;1;50.0;0;45.0;3;3;3;3.0;41.588235294117645
36.94444444444444;38.529411764705884;30.0;17.0;18.0;35.0;443.1;40.0;53.85;1;63.73;37.142857142857146;57.26;35.0;40.0;7;1;6;30.0;1;7;0;18.0;2;0;1;1;0.0;50.0;1;1;40.0;0;30.0;3;3;3;3.0;42.0
21.805555555555557;33.8235294117647;25.0;14.0;7.0;30.0;425.04;30.0;50.31;1;74.32;32.142857142857146;53.57;25.0;40.0;3;3;5;22.5;2;7;4;18.0;1;2;2;1;11.0;0.0;1;1;10.0;1;30.0;3;3;3;2.0;35.84615384615385
31.22222222222222;35.294117647058826;40.0;14.0;15.0;40.0;450.26;35.0;61.56;1;66.96;41.07142857142857;58.4;22.5;40.0;6;1;5;30.0;2;7;1;18.0;2;3;2;1;3.0;36.0;1;2;32.5;1;30.0;3;3;3;2.0;31.970588235294116
33.55555555555556;34.26470588235294;30.0;17.0;15.0;35.0;444.98;37.0;57.49;1;74.12;30.357142857142858;52.72;30.0;40.0;6;1;6;30.0;1;7;1;18.0;2;1;1;2;3.0;48.0;1;1;30.0;2;29.0;3;3;3;2.0;37.705882352941174
35.44444444444444;35.0;30.0;17.0;18.0;35.0;436.03;35.0;53.85;1;63.73;35.357142857142854;52.53;40.0;40.0;7;1;6;30.0;2;7;0;18.0;2;1;1;1;0.0;44.0;1;1;30.0;0;35.0;3;3;3;2.0;36.62745098
31.22222222222222;30.294117647058822;22.5;11.0;12.0;35.0;460.74;30.0;54.55;1;74.56;36.42857142857143;58.4;30.0;40.0;5;2;4;35.0;1;7;2;18.0;2;2;1;3;6.0;45.0;1;2;25.0;2;24.0;3;3;3;2.0;36.23529411764706
24.750000000555556;26.41176470588235;21.66666667;6.0;6.0;30.0;426.22;11.0;55.79;1;66.5;36.07142857142857;55.85;30.0;40.0;3;3;2;24.0;2;7;4;18.0;1;3;1;3;12.0;39.0;1;2;22.5;4;21.66666667;3;3;3;2.0;38.46153846153846
43.72222222222222;40.88235294117647;40.0;17.0;18.0;35.0;443.43;40.0;49.7;1;74.44;43.92857142857143;49.23;45.0;50.0;7;1;6;40.0;1;7;0;18.0;2;0;1;1;0.0;46.0;1;1;50.0;0;40.0;3;3;3;3.0;41.23529411764706
33.24999999944444;37.94117647058823;30.0;17.0;12.0;40.0;467.9;37.0;57.36;1;60.48;28.690476190714286;49.04;26.5;40.0;5;1;6;34.0;2;7;2;18.0;2;3;2;1;6.0;47.0;1;3;27.33333333;0;30.0;3;3;3;2.0;37.6764705882353
24.916666666666668;34.26470588235294;27.5;14.0;7.0;40.0;443.98;30.0;50.99;1;70.23;31.428571428571427;47.62;26.33333333;40.0;3;2;5;25.0;3;7;4;18.0;1;4;3;3;11.0;10.0;1;2;30.5;1;17.66666667;3;3;3;1.0;18.9
30.38888888888889;32.05882352941177;30.0;11.0;15.0;35.0;449.36;36.0;53.71;1;58.15;36.785714285;56.34;37.0;40.0;6;1;4;30.0;1;7;1;18.0;2;1;1;1;3.0;30.0;1;2;16.0;2;30.0;3;3;3;2.0;35.85294117647059
15.9375;29.071428571428573;0.0;8.0;0.0;37.0;440.06;0.0;46.34;0;56.59;30.595238094285715;59.61;19.0;0.0;0;0;3;23.5;2;3;3;8.0;1;2;2;0;8.0;0.0;0;0;0.0;2;0.0;3;3;3;1.0;18.571428571428573
14.111111111222222;28.264705882352942;24.0;5.0;1.0;27.0;448.27;0.0;53.11;0;70.23;31.696428571428573;50.22;6.0;31.0;1;2;2;8.666666667;3;4;3;9.0;1;2;3;0;8.0;26.0;1;0;0.0;4;0.0;3;3;3;1.0;27.466666666800002
0.0;21.875;0.0;2.0;0.0;0.0;469.67;0.0;68.0;0;58.15;28.035714285714285;51.55;0.0;0.0;0;0;1;0.0;0;1;1;2.0;1;0;0;0;2.0;0.0;0;0;0.0;0;0.0;3;3;3;1.0;20.0
35.02777777777778;38.38235294117647;27.5;14.0;15.0;35.0;467.93;28.5;62.54;2;55.71;25.297619048571427;61.41;39.0;50.0;6;2;5;40.0;1;7;1;18.0;2;1;1;1;3.0;33.0;1;1;33.0;1;31.0;3;3;3;2.0;38.64705882352941
41.22222222222222;37.94117647058823;40.0;17.0;18.0;35.0;454.59;40.0;56.75;1;70.62;38.57142857142857;45.75;45.0;45.0;7;1;6;40.0;1;7;0;18.0;2;0;1;1;0.0;41.0;1;1;40.0;0;40.0;3;3;3;2.0;38.588235294117645
0.0;25.0;0.0;2.0;0.0;0.0;473.31;0.0;71.97;0;60.24;32.619047619999996;70.44;0.0;0.0;0;0;1;0.0;0;1;1;2.0;1;0;0;0;2.0;0.0;0;0;0.0;2;0.0;3;3;3;1.0;25.0
36.22222222222222;32.94117647058823;30.0;17.0;18.0;30.0;456.24;35.0;59.08;1;70.62;33.57142857142857;51.08;45.0;45.0;7;1;6;35.0;1;7;0;18.0;2;0;1;1;0.0;41.0;1;1;30.0;0;30.0;3;3;3;2.0;35.5
29.055555555555557;33.088235294117645;30.0;17.0;12.0;35.0;416.01;31.0;49.87;1;58.13;31.547619048571427;56.51;30.0;38.0;5;1;6;27.5;2;7;2;18.0;1;2;1;2;6.0;34.0;1;1;30.0;1;20.5;3;3;3;2.0;33.725490196470595
34.583333333333336;38.8235294117647;30.0;17.0;15.0;35.0;458.64;35.0;46.57;1;66.94;37.142857142857146;59.23;35.0;45.0;6;1;6;27.5;2;7;1;18.0;2;1;1;1;3.0;45.0;1;1;30.0;0;35.0;3;3;3;2.0;38.1764705882353
32.55882352941177;35.55882352941177;30.0;17.0;14.0;34.0;453.55;20.0;61.56;2;64.09;34.166666666428576;53.57;33.5;0.0;5;1;6;37.0;1;6;1;17.0;2;2;2;1;3.0;30.0;0;1;34.0;1;40.0;3;3;3;1.0;27.615384615384617
25.27777777777778;29.676470588235293;23.0;8.0;7.0;26.0;432.13;40.0;55.79;1;56.71;28.928571429285714;63.02;15.0;40.0;3;3;3;20.0;2;7;4;18.0;1;2;3;1;11.0;29.0;1;1;12.0;4;32.0;3;3;3;1.0;19.615384615384617
23.125000000125;21.11764705882353;5.0;5.0;5.0;13.5;425.48;0.0;44.0;0;70.38;28.071428571428573;53.57;32.0;0.0;2;2;2;5.666666667;3;3;1;8.0;1;1;1;0;3.0;36.0;0;0;0.0;4;0.0;3;3;3;2.0;34.0
24.220588235294116;30.58823529411765;25.0;11.0;6.0;35.0;438.09;35.0;50.09;1;61.26;34.285714285714285;57.26;15.0;0.0;2;2;4;35.0;1;6;4;17.0;1;3;3;4;11.0;0.0;0;2;29.5;3;22.75;3;3;3;1.0;24.333333333333332
31.583333333333332;32.5;27.5;14.0;15.0;30.0;421.5;30.0;44.56;1;53.09;30.952380952142857;55.16;27.5;40.0;6;2;5;32.0;1;7;1;18.0;2;1;2;1;3.0;40.0;1;1;30.0;1;30.0;3;3;3;2.0;34.01960784352941
31.444444444444443;31.61764705882353;27.5;14.0;12.0;30.0;430.87;30.0;53.11;1;66.83;34.285714285714285;60.0;30.0;40.0;5;2;5;27.5;2;7;2;18.0;2;2;1;1;6.0;44.0;1;2;28.5;1;30.0;3;3;3;2.0;35.35294117647059
32.00000000055556;31.176470588235293;30.0;11.0;9.0;30.0;461.75;29.66666667;57.36;3;58.15;33.92857142857143;63.43;35.0;40.0;4;1;4;26.0;2;7;3;18.0;1;3;1;2;9.0;42.0;1;1;31.0;2;29.0;3;3;3;2.0;35.44117647058823
24.666666666666668;32.720588235294116;30.0;14.0;7.0;30.0;433.97;16.0;54.55;3;70.38;31.428571428571427;48.49;24.0;30.0;3;1;5;0.0;0;6;3;15.0;1;2;1;2;8.0;20.0;1;1;30.0;2;30.0;3;3;3;2.0;31.714285714285715
