NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;IDIOMA_ICFES;VECES_CATEDRA_DEM;NOTA_EE_UNO;PG_ICFES;NAP_UNO;VECES_DIFERENCIAL;CON_MAT_ICFES;NOTA_CATEDRA_CON;VECES_EE_UNO;NOTA_CATEDRA_FJC;NCP_UNO;LOCALIDAD_COLEGIO;EPA_UNO;VECES_PROG_BASICA;BIOLOGIA_ICFES;LITERATURA_ICFES;VECES_TEXTOS;VECES_CATEDRA_CON;VECES_CATEDRA_FJC;VECES_SEMINARIO;QUIMICA_ICFES;CREDITOS_PROG_BASICA;CREDITOS_LOGICA;CREDITOS_CATEDRA_FJC;PROMEDIO_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
31.0;40.0;44.0;9;0;40.0;46.0;44.0;1;9;18.0;18.0;47.0;1;49.0;430.0;0;1;73.0;31.0;1;38.0;0.0;15;2;1;57.0;50.0;1;1;1;1;62.0;3;3;1;40.27777777777778;2.0;35.44736842105263
34.0;36.0;46.0;8;0;31.0;39.0;36.0;1;9;18.0;16.0;77.0;1;24.0;411.0;1;1;71.0;30.0;1;36.0;2.0;8;2;1;56.0;57.0;1;1;1;1;51.0;3;3;1;35.5;2.0;37.78947368421053
31.0;26.0;32.0;6;3;31.0;19.5;36.0;2;9;18.0;12.0;60.0;2;2.0;426.0;3;1;83.0;30.0;1;36.0;6.0;20;1;2;60.0;62.0;1;1;1;1;57.0;3;3;1;26.25;2.0;32.794117647058826
27.5;28.0;30.0;4;4;30.0;39.0;37.0;1;8;16.0;9.0;51.0;2;0.0;435.0;4;2;65.0;26.5;0;17.5;7.0;19;1;1;53.0;58.0;1;2;2;1;77.0;3;3;1;30.375;1.0;24.0
27.0;30.0;42.0;7;1;35.0;40.0;34.0;1;9;18.0;12.0;54.0;1;3.0;437.0;2;2;63.0;32.0;1;38.0;6.0;6;2;1;62.0;62.0;1;1;1;1;65.0;3;3;1;31.333333333333332;2.0;35.64705882411765
30.0;14.0;32.0;6;3;37.0;16.33333333;30.0;3;8;16.0;12.0;75.0;3;0.0;435.0;2;1;64.0;35.0;0;38.0;4.0;10;1;1;64.0;61.0;1;2;1;1;57.0;3;3;1;28.499999999375;1.0;8.136363636363637
26.0;39.0;44.0;8;1;34.0;43.0;44.0;1;9;18.0;14.0;77.0;1;34.0;439.0;1;2;62.0;30.0;1;42.0;4.0;20;2;1;55.0;60.0;1;1;1;1;77.0;3;3;1;36.44444444444444;2.0;35.421052631578945
30.0;41.0;38.0;8;0;37.0;33.0;43.0;1;9;18.0;16.0;80.0;1;5.0;429.0;1;1;62.0;33.0;1;38.0;2.0;11;2;1;55.0;71.0;1;1;1;1;65.0;3;3;1;31.77777777777778;2.0;35.31578947368421
25.5;22.0;43.0;6;3;31.5;32.0;35.0;1;9;18.0;11.0;52.0;3;6.0;438.0;3;2;73.0;31.0;1;35.0;7.0;7;1;1;65.0;59.0;2;1;1;1;62.0;3;3;1;29.166666666666668;2.0;31.470588234705883
25.0;31.0;39.0;8;1;36.0;35.0;39.0;1;9;18.0;14.0;68.0;1;48.0;422.0;1;2;65.0;36.0;1;37.0;4.0;16;2;1;59.0;62.0;1;1;1;1;61.0;3;3;1;35.166666666666664;2.0;33.17647058882353
30.0;40.0;38.0;9;1;39.0;43.0;42.0;1;9;18.0;18.0;60.0;1;43.0;427.0;0;2;71.0;30.0;1;38.0;0.0;9;2;1;53.0;67.0;1;1;1;1;62.0;3;3;1;37.611111111111114;2.0;36.8421052631579
32.0;31.0;43.0;9;0;33.0;32.0;36.0;1;9;18.0;18.0;47.0;1;44.0;408.0;0;1;60.0;30.0;1;35.0;0.0;7;2;1;55.0;56.0;1;1;1;1;54.0;3;3;1;35.5;2.0;30.27777777777778
30.0;32.0;41.0;7;1;30.0;21.0;38.0;2;9;18.0;13.0;60.0;1;29.0;404.0;2;1;83.0;36.0;1;30.0;5.0;9;2;1;64.0;47.0;1;1;1;1;56.0;3;3;1;31.11111111111111;1.0;7.0
14.0;16.0;32.0;4;5;26.5;41.0;25.0;1;8;16.0;8.0;60.0;2;0.0;423.0;4;2;60.0;32.0;0;37.0;8.0;11;1;2;53.0;58.0;2;1;1;2;62.0;3;3;1;27.375;1.0;15.307692307692308
27.0;30.0;39.0;5;4;31.0;23.0;36.0;2;9;18.0;8.0;53.0;1;0.0;426.0;4;2;68.0;29.5;1;38.0;10.0;16;1;1;55.0;62.0;2;2;1;1;59.0;3;3;1;27.194444444444443;2.0;33.73684210526316
31.0;41.0;42.0;8;0;35.0;39.0;44.0;1;8;16.0;16.0;48.0;1;0.0;421.0;0;1;68.0;30.0;0;38.0;0.0;8;2;1;59.0;67.0;1;1;1;1;59.0;3;3;1;36.875;2.0;33.388888889444445
21.0;30.0;28.66666667;4;4;31.0;29.0;34.0;2;8;16.0;5.0;58.0;1;0.0;404.0;4;2;71.0;29.0;0;36.0;11.0;18;1;3;51.0;62.0;1;2;1;1;56.0;3;3;1;28.000000000625;1.0;18.192307692307693
18.0;31.0;17.0;4;4;33.0;21.5;40.0;2;9;18.0;5.0;75.0;1;11.0;415.0;5;3;77.0;28.5;1;40.0;13.0;21;1;3;54.0;59.0;1;2;1;1;55.0;3;3;1;23.055555555555557;1.0;12.125
34.0;39.0;43.0;9;0;36.0;37.0;39.0;1;9;18.0;18.0;71.0;1;39.0;440.0;0;1;68.0;30.0;1;38.0;0.0;20;2;1;55.0;56.0;1;1;1;1;69.0;3;3;1;37.333333333333336;2.0;33.68421052631579
30.0;39.0;27.5;7;1;31.0;38.0;33.0;1;9;18.0;13.0;60.0;1;0.0;424.0;2;1;65.0;30.0;1;33.0;5.0;11;1;2;58.0;56.0;1;1;1;1;59.0;3;3;1;28.52777777777778;2.0;32.71052631578947
34.0;44.0;43.0;8;1;44.0;41.0;38.0;1;9;18.0;16.0;63.0;1;4.0;437.0;1;2;74.0;34.0;1;44.0;2.0;20;2;1;64.0;56.0;1;1;1;1;59.0;3;3;1;35.77777777777778;3.0;40.68421052631579
33.5;41.0;41.0;9;1;34.0;32.0;38.0;1;9;18.0;18.0;56.0;1;42.0;424.0;0;2;71.0;30.0;1;42.0;0.0;4;2;1;53.0;65.0;1;1;1;1;65.0;3;3;1;36.44444444444444;2.0;37.1578947368421
23.5;37.0;36.0;7;2;33.0;38.0;39.0;1;9;18.0;12.0;52.0;1;4.0;416.0;2;2;62.0;34.5;1;37.0;6.0;11;1;1;55.0;58.0;1;2;1;1;57.0;3;3;1;29.86111111111111;2.0;33.31578947315789
28.5;31.0;41.0;7;1;32.0;41.0;39.0;1;9;18.0;12.0;58.0;1;9.0;435.0;2;2;68.0;32.0;1;37.0;6.0;11;2;1;59.0;58.0;1;1;1;1;69.0;3;3;1;32.27777777777778;2.0;32.31578947368421
37.0;31.5;24.0;7;2;35.0;35.0;32.0;1;9;18.0;13.0;52.0;2;10.0;437.0;2;1;49.0;30.0;1;36.0;5.0;11;2;2;60.0;71.0;1;1;1;1;59.0;3;3;1;30.25;1.0;14.75
40.0;34.0;42.0;9;0;37.0;44.0;36.0;1;9;18.0;18.0;58.0;1;33.0;439.0;0;1;59.0;37.0;1;38.0;0.0;8;2;1;55.0;63.0;1;1;1;1;68.0;3;3;1;39.05555555555556;2.0;36.166666666666664
22.66666667;17.5;22.0;3;7;33.0;30.0;21.0;1;9;18.0;7.0;63.0;2;39.0;416.0;6;3;71.0;28.5;1;16.5;11.0;6;1;3;57.0;54.0;3;2;2;2;61.0;3;3;1;26.342592593333332;2.0;31.25
40.0;34.0;33.5;8;3;38.0;41.0;30.0;1;9;18.0;17.0;74.0;1;39.0;424.0;1;1;74.0;28.5;1;38.0;1.0;10;2;2;58.0;62.0;1;2;1;2;59.0;3;3;1;37.111111111111114;2.0;30.857142857142858
16.5;18.0;22.0;0;6;0.0;22.0;23.5;1;7;14.0;0.0;57.0;2;0.0;425.0;7;2;67.0;26.0;0;16.5;14.0;20;1;3;63.0;55.0;0;2;2;2;65.0;3;3;1;20.142857142857142;1.0;11.666666666666666
33.0;29.0;33.0;5;2;33.0;24.0;38.0;1;8;16.0;11.0;80.0;2;0.0;429.0;3;1;63.0;24.5;0;35.0;5.0;10;1;1;60.0;61.0;1;2;1;1;60.0;3;3;1;30.96875;1.0;23.57894736842105
28.5;38.0;39.0;8;2;30.0;37.0;37.0;1;9;18.0;14.0;43.0;1;38.0;399.0;1;2;71.0;36.0;1;44.0;4.0;11;2;1;51.0;52.0;1;2;1;1;59.0;3;3;1;35.166666666666664;2.0;31.363636363636363
13.33333333;17.5;21.33333333;1;8;23.5;20.5;24.33333333;2;8;16.0;1.0;77.0;2;0.0;409.0;7;3;68.0;31.0;0;16.5;15.0;21;1;3;57.0;56.0;2;2;2;3;59.0;3;3;1;19.697916665;1.0;17.6
21.5;3.0;8.333333333;1;7;22.5;30.0;0.0;1;8;16.0;3.0;52.0;3;0.0;424.0;7;2;69.0;3.5;0;17.33333333;13.0;10;1;3;59.0;69.0;2;2;3;3;50.0;3;3;1;16.8645833330625;1.0;14.958333333333334
12.33333333;21.5;23.66666667;3;6;22.0;18.0;30.0;2;8;16.0;3.0;83.0;2;0.0;426.0;5;3;78.0;30.5;0;31.0;13.0;8;1;3;55.0;50.0;2;2;1;1;65.0;3;3;1;20.708333333125;1.0;18.90909090909091
38.0;43.0;39.0;9;0;41.0;45.0;41.0;1;9;18.0;18.0;47.0;1;45.0;413.0;0;1;67.0;34.0;1;44.0;0.0;5;2;1;58.0;57.0;1;1;1;1;55.0;3;3;1;41.0;2.0;31.03125
22.33333333;24.0;35.0;4;5;32.5;22.5;21.5;2;9;18.0;7.0;56.0;2;27.0;423.0;5;3;65.0;30.0;1;36.0;11.0;20;1;1;60.0;65.0;2;1;1;2;59.0;3;3;1;27.35185185111111;1.0;28.583333333888888
35.0;41.0;37.0;8;0;35.0;42.0;41.0;1;9;18.0;16.0;56.0;1;3.0;414.0;1;1;63.0;30.0;1;42.0;2.0;3;2;1;57.0;50.0;1;1;1;1;62.0;3;3;1;33.72222222222222;2.0;35.63157894736842
26.0;38.0;37.0;8;1;30.0;37.0;39.0;1;9;18.0;14.0;71.0;1;34.0;443.0;1;3;63.0;31.0;1;35.0;4.0;11;2;1;61.0;65.0;1;1;1;1;76.0;3;3;1;33.166666666666664;1.0;29.657894737368423
19.5;31.0;33.0;6;2;32.0;30.0;36.0;1;8;16.0;11.0;74.0;1;0.0;415.0;2;2;62.0;25.5;0;34.0;5.0;3;1;1;55.0;54.0;1;2;1;1;65.0;3;3;1;28.59375;1.0;19.964285714285715
32.0;34.0;38.0;9;0;39.0;49.0;45.0;1;9;18.0;18.0;46.0;1;44.0;422.0;0;1;71.0;40.0;1;33.0;0.0;20;2;1;64.0;54.0;1;1;1;1;54.0;3;3;1;39.27777777777778;2.0;36.361111111111114
30.0;40.0;34.0;9;0;37.0;39.0;41.0;1;9;18.0;18.0;68.0;1;38.0;419.0;0;1;71.0;43.0;1;36.0;0.0;22;2;1;55.0;56.0;1;1;1;1;65.0;3;3;1;36.05555555555556;2.0;35.10526315842105
31.0;46.0;41.0;8;0;43.0;45.0;48.0;1;9;18.0;16.0;50.0;1;2.0;415.0;1;1;57.0;44.0;1;37.0;2.0;7;2;1;59.0;54.0;1;1;1;1;59.0;3;3;1;35.94444444444444;2.0;36.13157894736842
26.0;43.0;40.0;8;1;41.0;38.0;47.0;1;9;18.0;14.0;47.0;1;31.0;420.0;1;2;71.0;44.0;1;33.0;4.0;6;2;1;59.0;52.0;1;1;1;1;65.0;3;3;1;36.05555555555556;2.0;33.31578947368421
22.5;35.0;38.0;8;1;32.0;33.0;37.0;1;9;18.0;14.0;66.0;1;39.0;407.0;1;2;74.0;40.0;1;34.0;4.0;10;2;1;55.0;62.0;1;1;1;1;62.0;3;3;1;32.833333333333336;2.0;30.277777777222223
12.0;15.0;33.0;3;0;0.0;37.0;0.0;1;6;13.0;7.0;60.0;1;0.0;415.0;3;1;68.0;41.0;0;26.0;6.0;16;1;1;51.0;62.0;0;1;1;0;61.0;3;3;1;26.153846153846153;4.0;50.0
19.5;30.0;18.5;2;6;12.0;34.0;6.5;1;8;16.0;4.0;69.93;1;0.0;420.47;6;2;73.85;18.5;0;26.5;12.0;10;1;2;59.89;58.25;2;2;2;2;55.8;3;3;1;21.3125;1.0;4.0
37.0;38.0;39.0;8;0;37.0;46.0;37.0;1;8;16.0;16.0;56.0;1;0.0;408.0;0;1;76.0;40.0;0;32.0;0.0;8;2;1;68.0;50.0;1;1;1;1;50.0;3;3;1;39.0;1.0;26.777777777222223
31.0;37.0;43.0;8;0;42.0;41.0;40.0;1;9;18.0;16.0;51.0;1;6.0;420.0;1;1;65.0;41.0;1;34.0;2.0;7;2;1;53.0;52.0;1;1;1;1;69.0;3;3;1;34.666666666666664;2.0;34.473684211052635
26.0;35.0;34.0;7;1;37.0;31.0;34.0;1;9;18.0;12.0;80.0;1;4.0;402.0;2;2;68.0;43.0;1;33.0;6.0;11;1;1;53.0;60.0;1;1;1;1;52.0;3;3;1;29.22222222222222;2.0;34.34210526263158
31.0;33.0;34.0;7;1;33.0;43.0;27.5;1;9;18.0;15.0;57.0;1;2.0;396.0;2;1;75.0;44.0;1;30.0;3.0;1;2;1;55.0;48.0;1;1;1;2;54.0;3;3;1;31.083333333333332;2.0;35.8421052631579
23.0;35.0;38.0;7;1;37.0;30.0;30.0;1;8;16.0;12.0;46.0;1;0.0;413.0;1;2;60.0;31.0;0;31.0;4.0;18;2;1;60.0;56.0;1;1;1;1;62.0;3;3;1;31.0625;1.0;26.15625
21.0;39.0;34.0;6;2;39.0;28.5;30.0;2;8;16.0;9.0;58.0;1;0.0;402.0;2;3;68.0;35.0;0;32.0;7.0;10;2;1;53.0;54.0;1;1;1;1;56.0;3;3;1;30.34375;1.0;28.71875
19.0;36.0;36.0;7;1;33.0;32.0;34.0;1;8;16.0;12.0;58.0;1;0.0;404.0;1;3;60.0;39.0;0;34.0;4.0;8;2;1;55.0;62.0;1;1;1;1;56.0;3;3;1;30.5625;2.0;31.954545454545453
35.0;43.0;34.0;9;0;38.0;45.0;47.0;1;9;18.0;18.0;51.0;1;41.0;412.0;0;1;67.0;47.0;1;35.0;0.0;20;2;1;58.0;48.0;1;1;1;1;60.0;3;3;1;39.27777777777778;2.0;39.78947368421053
24.5;43.0;32.0;8;1;39.0;36.0;48.0;1;9;18.0;14.0;53.0;1;32.0;408.0;1;2;71.0;44.0;1;31.0;4.0;7;2;1;55.0;52.0;1;1;1;1;65.0;3;3;1;33.888888888888886;2.0;39.526315789473685
41.0;40.0;39.0;8;0;38.0;40.0;35.0;1;9;18.0;16.0;71.0;1;2.0;431.0;1;1;71.0;42.0;1;32.0;2.0;17;2;1;58.0;52.0;1;1;1;1;66.0;3;3;1;35.0;2.0;37.5
29.0;38.0;39.0;8;1;38.0;46.0;41.0;1;9;18.0;14.0;63.0;1;42.0;426.0;1;2;71.0;41.0;1;32.0;4.0;7;2;1;64.0;65.0;1;1;1;1;59.0;3;3;1;37.94444444444444;2.0;38.36842105210526
24.0;43.0;16.0;4;4;34.0;38.0;0.0;1;8;16.0;7.0;52.0;1;0.0;419.0;4;1;62.0;13.5;0;30.0;9.0;20;1;1;59.0;54.0;2;2;2;2;77.0;3;3;1;25.78125;1.0;21.8
27.5;49.0;36.0;8;1;41.0;44.0;49.0;1;9;18.0;14.0;53.0;1;36.0;415.0;1;2;65.0;44.0;1;38.0;4.0;8;2;1;57.0;58.0;1;1;1;1;59.0;3;3;1;38.0;2.0;37.89473684210526
23.5;37.0;30.0;7;2;33.0;30.0;41.0;1;8;16.0;12.0;45.0;1;0.0;407.0;1;2;60.0;46.0;0;32.0;4.0;7;2;1;60.0;56.0;1;1;2;1;53.0;3;3;1;31.0;2.0;36.16666666611111
31.0;45.0;41.0;9;0;36.0;44.0;48.0;1;9;18.0;18.0;43.0;1;40.0;412.0;0;1;62.0;44.0;1;33.0;0.0;20;2;1;62.0;56.0;1;1;1;1;70.0;3;3;1;38.94444444444444;2.0;39.0
28.5;41.0;35.5;8;2;38.0;33.0;31.0;1;9;18.0;14.0;66.0;1;32.0;421.0;1;2;71.0;42.0;1;32.0;4.0;11;2;2;51.0;65.0;1;1;1;1;57.0;3;3;1;33.638888888888886;2.0;36.76315789473684
18.66666667;19.5;30.0;4;3;30.0;30.0;30.0;1;7;15.0;9.0;53.0;2;0.0;384.0;3;3;57.0;15.5;0;0.0;6.0;8;1;1;51.0;58.0;1;2;0;1;62.0;3;3;1;25.311111112;1.0;15.285714285714286
37.0;40.0;39.0;7;2;36.0;32.0;30.0;2;8;16.0;15.0;43.0;1;0.0;376.0;1;1;57.0;35.0;0;15.33333333;1.0;19;2;1;55.0;56.0;1;1;3;1;62.0;3;3;1;34.583333333125;1.0;11.5
30.5;39.0;44.0;9;1;38.0;40.0;40.0;1;9;18.0;18.0;43.0;1;45.0;368.0;0;2;55.0;42.0;1;35.0;0.0;4;2;1;51.0;54.0;1;1;1;1;53.0;3;3;1;38.666666666666664;3.0;40.63157894736842
21.0;35.0;30.0;6;1;35.0;29.5;35.0;2;8;16.0;9.0;63.0;1;0.0;412.0;2;1;67.0;34.0;0;36.0;7.0;8;1;1;55.0;59.0;1;1;1;1;61.0;3;3;1;29.53125;1.0;19.25
13.0;41.0;38.0;7;2;35.0;33.5;33.0;2;8;16.0;12.0;51.0;1;0.0;361.0;1;3;55.0;38.0;0;36.0;4.0;18;2;1;53.0;50.0;1;1;1;1;59.0;3;3;1;30.28125;2.0;31.0
26.5;41.0;30.0;8;1;39.0;35.0;48.0;1;9;18.0;14.0;71.0;1;36.0;393.0;1;2;60.0;46.0;1;35.0;4.0;3;2;1;62.0;54.0;1;1;1;1;55.0;3;3;1;34.5;2.0;37.921052631578945
26.0;39.0;31.0;7;1;40.0;37.0;30.0;1;9;18.0;12.0;60.0;1;4.0;427.0;2;2;68.0;44.0;1;33.0;6.0;7;2;1;60.0;54.0;1;1;1;1;66.0;3;3;1;30.11111111111111;2.0;36.5
19.5;39.0;16.5;5;3;36.0;27.5;35.0;2;8;16.0;6.0;26.0;1;0.0;358.0;3;2;55.0;38.0;0;31.0;10.0;20;1;2;46.0;56.0;1;1;1;1;46.0;3;3;1;26.5625;1.0;17.8
38.0;45.0;50.0;8;0;50.0;46.0;45.0;1;9;18.0;16.0;53.0;1;8.0;480.0;1;1;99.0;37.0;1;35.0;2.0;16;2;1;57.0;65.0;1;1;1;1;76.0;3;3;1;39.888888888888886;3.0;44.68421052631579
33.0;37.0;45.0;8;0;43.0;40.0;41.0;1;9;18.0;16.0;75.0;1;5.0;455.0;1;1;81.0;30.0;1;39.0;2.0;10;2;1;50.0;71.0;1;1;1;1;67.0;3;3;1;35.0;2.0;39.63157894736842
18.0;37.0;38.0;7;1;33.0;36.0;37.0;1;8;16.0;12.0;75.0;1;0.0;456.0;1;2;63.0;32.0;0;32.0;4.0;4;2;1;65.0;61.0;1;1;1;1;71.0;3;3;1;31.125;1.0;17.9
31.0;35.0;38.0;8;1;40.0;38.0;40.0;1;9;18.0;16.0;58.0;1;0.0;457.0;1;2;65.0;40.0;1;37.0;2.0;3;2;1;58.0;75.0;1;1;1;1;70.0;3;3;1;32.44444444444444;2.0;37.473684210526315
22.5;32.0;34.0;6;2;26.5;35.0;44.0;1;8;16.0;10.0;77.0;1;0.0;444.0;2;2;78.0;34.0;0;33.0;6.0;20;2;1;67.0;66.0;2;1;1;1;66.0;3;3;1;30.8125;1.0;26.571428571428573
30.0;32.0;37.0;8;0;33.0;36.0;45.0;1;9;18.0;16.0;57.0;1;25.0;419.0;1;1;71.0;30.0;1;31.0;2.0;10;2;1;53.0;62.0;1;1;1;1;54.0;3;3;1;32.94444444444444;2.0;32.763157895263156
25.0;39.0;38.0;7;1;32.0;39.0;44.0;1;9;18.0;12.0;52.0;1;4.0;436.0;2;2;78.0;30.0;1;35.0;6.0;15;2;1;62.0;60.0;1;1;1;1;65.0;3;3;1;30.61111111111111;2.0;35.6578947368421
35.0;40.0;48.0;9;0;50.0;43.0;41.0;1;9;18.0;18.0;47.0;1;37.0;427.0;0;1;68.0;33.0;1;33.0;0.0;10;2;1;63.0;53.0;1;1;1;1;57.0;3;3;1;40.77777777777778;2.0;39.473684210526315
28.5;34.0;37.0;7;1;30.0;33.0;43.0;1;8;16.0;12.0;63.0;1;0.0;459.0;1;2;68.0;30.0;0;33.0;4.0;21;2;1;53.0;62.0;1;1;1;1;62.0;3;3;1;32.75;1.0;16.357142857142858
24.0;35.0;35.0;7;1;30.0;36.0;43.0;1;8;16.0;12.0;50.0;1;0.0;433.0;1;2;75.0;31.0;0;32.0;4.0;8;2;1;62.0;54.0;1;1;1;1;70.0;3;3;1;31.875;2.0;35.9
23.0;36.0;40.0;7;1;30.0;37.0;41.0;1;8;16.0;12.0;48.0;1;0.0;407.0;1;2;71.0;31.0;0;31.0;4.0;22;2;1;53.0;57.0;1;1;1;1;51.0;3;3;1;32.625;1.0;21.272727272727273
3.5;32.0;35.0;7;1;30.0;34.0;43.0;1;8;16.0;12.0;68.0;1;0.0;427.0;1;2;71.0;32.0;0;32.0;4.0;15;1;1;55.0;62.0;1;1;1;1;65.0;3;3;1;26.25;1.0;1.6
29.5;38.0;44.0;7;1;40.0;39.0;45.0;1;9;18.0;12.0;49.0;1;4.0;414.0;2;2;75.0;34.0;1;36.0;6.0;3;2;1;55.0;54.0;1;1;1;1;63.0;3;3;1;33.77777777777778;3.0;41.421052631578945
5.0;37.0;35.0;5;4;16.0;32.0;31.0;1;8;16.0;9.0;46.0;1;0.0;430.0;3;2;68.0;33.5;0;20.5;7.0;6;1;1;55.0;71.0;2;2;2;1;65.0;3;3;1;23.4375;1.0;7.125
29.0;37.0;43.0;8;1;40.0;36.0;39.0;1;9;18.0;14.0;63.0;1;35.0;428.0;1;2;69.0;30.0;1;40.0;4.0;1;2;1;59.0;58.0;1;1;1;1;66.0;3;3;1;36.05555555555556;2.0;37.526315789473685
30.0;43.0;39.0;9;0;37.0;37.0;41.0;1;9;18.0;18.0;47.0;1;33.0;436.0;0;1;77.0;32.0;1;32.0;0.0;11;2;1;63.0;57.0;1;1;1;1;59.0;3;3;1;35.333333333333336;2.0;37.78947368368421
30.0;46.0;40.0;9;0;43.0;38.0;40.0;1;9;18.0;18.0;83.0;1;35.0;428.0;0;1;68.0;32.0;1;36.0;0.0;7;2;1;49.0;67.0;1;1;1;1;69.0;3;3;1;36.888888888888886;2.0;35.1578947368421
14.5;37.0;39.0;7;1;30.0;37.0;39.0;1;8;16.0;12.0;71.0;1;0.0;424.0;1;2;63.0;36.0;0;31.0;4.0;8;2;1;54.0;68.0;1;1;1;1;61.0;3;3;1;30.5625;1.0;19.142857142857142
24.0;36.0;32.0;7;2;33.0;35.0;41.0;1;8;16.0;12.0;63.0;1;0.0;429.0;1;2;74.0;33.5;0;35.0;4.0;20;2;1;58.0;60.0;1;2;1;1;70.0;3;3;1;31.78125;2.0;31.210526315789473
24.0;35.0;38.0;7;2;33.0;37.0;40.0;1;9;18.0;12.0;46.0;1;8.0;398.0;2;3;89.0;34.5;1;33.0;6.0;8;2;1;53.0;65.0;1;2;1;1;52.0;3;3;1;30.305555555555557;1.0;27.605263158421053
0.0;4.5;8.5;3;5;6.0;11.0;38.0;2;8;16.0;3.0;52.0;2;0.0;417.0;5;2;68.0;30.0;0;33.0;13.0;4;1;2;51.0;58.0;2;1;1;1;62.0;3;3;1;11.0;1.0;10.5
34.0;38.0;30.0;8;0;37.0;37.0;44.0;1;9;18.0;16.0;59.0;1;17.0;407.0;1;1;68.0;38.0;1;37.0;2.0;8;2;1;47.0;63.0;1;1;1;1;59.0;3;3;1;33.44444444444444;2.0;36.5
33.0;35.0;40.0;9;0;30.0;37.0;33.0;1;9;18.0;18.0;54.0;1;36.0;423.0;0;1;57.0;36.0;1;32.0;0.0;20;2;1;68.0;64.0;1;1;1;1;55.0;3;3;1;35.05555555555556;2.0;38.078947368421055
32.0;37.0;25.5;7;2;30.0;38.0;44.0;1;8;16.0;13.0;50.0;1;0.0;399.0;1;2;74.0;32.0;0;32.0;3.0;20;2;2;54.0;59.0;1;1;1;1;64.0;3;3;1;32.71875;2.0;34.2
21.5;35.0;36.0;7;2;31.5;33.0;44.0;1;8;16.0;12.0;50.0;1;0.0;423.0;1;2;60.0;30.0;0;31.0;4.0;8;2;1;57.0;60.0;2;1;1;1;76.0;3;3;1;31.0;1.0;23.75
39.0;47.0;45.0;9;0;50.0;40.0;41.0;1;9;18.0;18.0;94.0;1;43.0;426.0;0;1;60.0;36.0;1;38.0;0.0;22;2;1;61.0;64.0;1;1;1;1;61.0;3;3;1;42.166666666666664;4.0;45.473684210526315
29.0;35.0;41.0;7;1;33.0;38.0;44.0;1;9;18.0;12.0;63.0;1;4.0;405.0;2;2;60.0;33.0;1;40.0;6.0;9;2;1;51.0;63.0;1;1;1;1;44.0;3;3;1;32.166666666666664;2.0;36.205882352941174
23.5;32.0;35.0;7;1;37.0;39.0;39.0;1;9;18.0;12.0;57.0;1;3.0;415.0;2;2;65.0;32.0;1;35.0;6.0;10;1;1;51.0;65.0;1;1;1;1;55.0;3;3;1;29.666666666666668;2.0;32.470588235294116
8.333333333;5.0;9.0;3;5;6.666666667;34.0;42.0;1;8;16.0;5.0;53.0;3;0.0;402.0;5;3;75.0;9.333333333;0;32.0;11.0;10;1;3;48.0;49.0;3;3;1;1;53.0;3;3;1;16.4999999999375;1.0;6.75
8.5;35.0;30.0;6;3;5.0;33.0;43.0;1;8;16.0;10.0;57.0;1;0.0;407.0;2;2;63.0;31.0;0;34.0;6.0;8;1;1;55.0;52.0;2;2;1;1;55.0;3;3;1;23.5;1.0;14.11111111111111
8.5;11.5;39.0;6;3;32.0;33.0;43.0;1;8;16.0;11.0;57.0;2;0.0;423.0;2;2;62.0;34.0;0;32.0;5.0;8;1;1;59.0;54.0;2;1;1;1;62.0;3;3;1;27.15625;1.0;29.375
34.0;46.0;38.0;9;0;50.0;47.0;45.0;1;9;18.0;18.0;89.0;1;37.0;410.0;0;1;65.0;34.0;1;33.0;0.0;7;2;1;57.0;62.0;1;1;1;1;54.0;3;3;1;40.166666666666664;2.0;38.86842105263158
24.5;33.0;34.0;7;2;30.0;33.0;41.0;1;8;16.0;12.0;43.0;1;0.0;398.0;1;2;62.0;31.5;0;34.0;4.0;18;2;1;51.0;60.0;1;2;1;1;55.0;3;3;1;31.15625;1.0;20.0
33.0;45.0;41.0;9;0;37.0;41.0;46.0;1;9;18.0;18.0;75.1;1;35.0;414.63;0;1;63.47;30.0;1;35.0;0.0;9;2;1;51.88;58.25;1;1;1;1;68.87;3;3;1;37.666666666666664;3.0;40.578947368421055
23.0;36.0;14.0;5;3;23.5;42.0;43.0;1;8;16.0;7.0;57.0;1;0.0;407.0;3;2;83.0;32.0;0;30.0;9.0;16;1;2;59.0;56.0;2;1;1;1;59.0;3;3;1;28.0;1.0;16.666666666666668
30.0;33.0;11.0;4;4;6.0;13.0;33.0;2;8;16.0;7.0;56.0;1;0.0;412.0;4;1;57.0;11.5;0;33.0;9.0;10;1;2;60.0;60.0;2;2;1;1;57.0;3;3;1;19.65625;1.0;1.75
30.0;35.0;38.0;8;0;31.0;30.0;37.0;1;8;16.0;16.0;58.0;1;0.0;408.0;0;1;65.0;34.0;0;33.0;0.0;11;2;1;57.0;52.0;1;1;1;1;61.0;3;3;1;32.8125;1.0;24.81578947368421
