NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;IDIOMA_ICFES;VECES_CATEDRA_DEM;NOTA_EE_UNO;PG_ICFES;NAP_UNO;VECES_DIFERENCIAL;CON_MAT_ICFES;NOTA_CATEDRA_CON;VECES_EE_UNO;NOTA_CATEDRA_FJC;NCP_UNO;LOCALIDAD_COLEGIO;EPA_UNO;VECES_PROG_BASICA;BIOLOGIA_ICFES;LITERATURA_ICFES;VECES_TEXTOS;VECES_CATEDRA_CON;VECES_CATEDRA_FJC;VECES_SEMINARIO;QUIMICA_ICFES;CREDITOS_PROG_BASICA;CREDITOS_LOGICA;CREDITOS_CATEDRA_FJC;PROMEDIO_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS
21.0;35.0;22.5;4;4;31.0;30.0;27.5;2;7;15.0;7.0;53.27;1;0.0;385.38;3;2;74.79;0.0;0;32.0;8.0;20;1;2;55.21;46.27;1;0;1;2;59.17;3;3;1;26.533333333333335;1.0;21.65625
4.0;41.0;0.0;3;1;44.0;0.0;5.0;0;6;11.0;4.0;83.41;1;0.0;394.0;3;1;62.82;0.0;1;33.0;7.0;7;1;0;58.09;61.76;1;0;1;2;54.01;3;3;1;16.636363636363637;2.0;36.0
38.0;44.0;34.0;9;0;45.0;32.0;40.0;1;9;18.0;18.0;85.05;1;44.0;389.06;0;1;64.12;42.0;1;41.0;0.0;6;2;1;59.32;52.4;1;1;1;1;57.27;3;3;1;38.611111111111114;2.0;34.526315789473685
31.0;31.0;34.0;6;4;45.0;27.0;20.5;2;9;18.0;13.0;59.9;2;32.0;386.21;3;1;62.92;29.5;1;38.0;5.0;10;1;1;54.16;50.6;1;2;1;2;54.64;3;3;1;32.22222222222222;2.0;32.86842105263158
31.0;43.0;32.0;9;0;43.0;30.0;40.0;1;9;18.0;18.0;68.86;1;30.0;409.16;0;1;64.12;44.0;1;43.0;0.0;20;2;1;59.32;58.33;1;1;1;1;53.65;3;3;1;34.77777777777778;2.0;35.5
21.66666667;44.0;31.0;6;3;45.0;22.5;30.0;2;8;16.0;9.0;56.82;1;0.0;394.66;2;3;69.96;35.0;0;36.0;7.0;20;2;1;59.89;54.28;1;1;1;2;55.8;3;3;1;30.1354166675;1.0;29.076923077692307
14.25;36.0;40.0;6;1;45.0;33.0;30.0;1;8;17.0;11.0;85.05;1;0.0;402.52;2;4;60.6;0.0;1;33.0;6.0;10;1;1;53.24;67.19;1;0;1;1;55.44;3;3;1;27.352941176470587;1.0;20.287878788727273
31.0;41.0;39.0;8;0;45.0;40.0;30.0;1;8;17.0;17.0;49.63;1;40.0;391.67;0;1;61.49;0.0;1;41.0;0.0;8;2;1;56.82;56.64;1;0;1;1;57.93;3;3;1;37.8235294117647;2.0;33.714285714285715
30.0;46.0;44.0;9;1;48.0;33.0;35.0;1;9;18.0;18.0;71.53;1;45.0;385.03;0;1;70.78;41.0;1;49.0;0.0;8;2;1;59.32;44.05;1;1;1;2;57.27;3;3;1;39.333333333333336;2.0;37.71875
27.5;41.0;30.0;8;1;42.0;30.0;30.0;1;9;18.0;14.0;54.45;1;37.0;387.71;1;2;73.85;45.0;1;43.0;4.0;18;2;1;53.24;54.28;1;1;1;1;48.39;3;3;1;33.72222222222222;2.0;33.28125
33.0;37.0;34.0;6;1;46.0;35.0;32.0;1;7;15.0;14.0;49.63;1;0.0;384.53;1;1;64.16;0.0;0;15.5;1.0;8;2;1;52.77;48.26;1;0;2;1;57.93;3;3;1;34.36666666666667;1.0;11.571428571428571
10.0;36.0;34.0;5;0;45.0;39.0;0.0;1;6;14.0;10.0;73.68;1;0.0;395.91;1;1;74.79;0.0;0;44.0;4.0;20;2;1;59.32;58.33;1;0;1;0;57.27;3;3;1;30.642857142857142;1.0;2.1818181818181817
36.0;47.0;38.0;9;0;45.0;33.0;50.0;1;9;18.0;18.0;73.24;1;37.0;405.95;0;1;64.12;46.0;1;39.0;0.0;13;2;1;59.89;56.32;1;1;1;1;50.53;3;3;1;39.05555555555556;3.0;40.78947368421053
30.0;41.0;39.0;9;0;46.0;36.0;40.0;1;9;18.0;18.0;50.87;1;37.0;394.04;0;1;67.28;39.0;1;44.0;0.0;10;2;1;57.8;56.32;1;1;1;1;55.8;3;3;1;37.5;3.0;40.578947368421055
9.0;35.0;32.0;5;3;45.0;21.5;42.0;2;7;15.0;8.0;53.73;1;0.0;404.94;2;2;61.16;0.0;0;31.5;7.0;20;1;1;59.89;52.4;1;0;2;1;50.53;3;3;1;26.333333333333332;1.0;7.454545454545454
41.0;45.0;42.0;7;0;45.0;40.0;30.0;1;7;15.0;15.0;74.73;1;0.0;397.24;0;1;67.13;0.0;0;41.0;0.0;14;2;1;53.07;61.03;1;0;1;1;60.27;3;3;1;41.06666666666667;1.0;12.357142857142858
33.0;38.0;31.0;6;2;43.0;38.0;27.5;1;8;16.0;14.0;54.45;1;0.0;396.42;2;1;67.28;15.0;0;33.0;2.0;11;2;2;57.23;56.32;1;1;1;2;55.44;3;3;1;33.65625;1.0;21.9218749999375
25.0;34.0;32.0;8;2;43.0;31.0;30.0;1;9;18.0;14.0;57.29;1;33.0;390.42;1;3;66.56;31.0;1;33.0;4.0;22;2;2;57.23;52.31;1;1;1;1;55.44;3;3;1;31.61111111111111;1.0;28.657894736842106
33.5;39.0;32.5;8;2;43.0;40.0;35.0;1;9;18.0;16.0;63.4;1;22.0;388.39;1;2;67.28;38.0;1;45.0;2.0;9;2;2;53.24;52.4;1;1;1;1;53.65;3;3;1;35.47222222222222;2.0;35.05263157894737
31.0;48.0;34.0;9;1;44.0;31.0;50.0;2;9;18.0;18.0;77.55;1;38.0;407.22;0;1;58.38;41.0;1;39.0;0.0;3;2;1;57.23;54.35;1;1;1;1;59.17;3;3;1;36.72222222222222;2.0;35.921052631578945
31.0;37.0;25.0;6;1;46.0;34.0;40.0;1;8;17.0;12.0;63.4;1;23.0;396.23;2;1;60.6;0.0;1;39.0;5.0;10;2;2;59.32;56.23;1;0;1;1;61.2;3;3;1;32.64705882352941;1.0;13.636363636363637
29.5;35.0;35.0;6;2;32.0;27.0;50.0;2;8;17.0;10.0;53.27;1;36.0;392.84;2;2;64.12;0.0;1;42.0;7.0;4;2;1;57.23;52.4;1;0;1;1;57.27;3;3;1;33.35294117647059;1.0;29.79411764647059
32.0;48.0;41.0;9;0;45.0;40.0;45.0;1;9;18.0;18.0;59.64;1;41.0;396.4;0;1;67.13;44.0;1;42.0;0.0;4;2;1;49.05;56.64;1;1;1;1;56.4;3;3;1;40.111111111111114;3.0;40.26315789473684
30.0;39.0;43.0;8;0;42.0;33.0;46.0;1;9;18.0;16.0;55.62;1;25.0;392.46;1;1;60.6;40.0;1;43.0;2.0;7;2;1;63.88;52.31;1;1;1;1;59.17;3;3;1;36.111111111111114;2.0;36.529411764705884
14.66666667;31.0;30.0;6;4;32.5;35.0;30.0;2;9;18.0;11.0;69.93;1;0.0;389.39;3;3;64.12;22.0;1;44.0;7.0;12;1;1;49.94;67.34;2;1;1;2;54.03;3;3;1;24.75925926;1.0;16.785714285714285
25.66666667;31.0;43.0;6;2;29.5;30.0;47.0;1;8;16.0;10.0;83.41;1;0.0;386.88;2;3;62.72;36.0;0;45.0;6.0;10;2;1;51.87;56.37;2;1;1;1;49.27;3;3;1;33.729166667499996;2.0;34.357142857142854
19.0;36.0;36.0;7;1;36.0;37.0;39.0;1;9;18.0;12.0;54.45;1;10.0;388.0;2;3;57.88;33.0;1;37.0;6.0;20;1;1;49.94;54.28;1;1;1;1;55.8;3;3;1;29.555555555555557;1.0;29.28125
37.0;42.0;43.0;9;0;42.0;45.0;48.0;1;9;18.0;18.0;58.59;1;44.0;384.95;0;1;65.67;45.0;1;43.0;0.0;22;2;1;56.34;46.37;1;1;1;1;49.27;3;3;1;42.333333333333336;3.0;42.473684210526315
34.0;40.0;39.0;9;0;39.0;43.0;41.0;1;9;18.0;18.0;58.01;1;35.0;391.95;0;1;63.47;44.0;1;43.0;0.0;11;2;1;53.82;56.23;1;1;1;1;50.53;3;3;1;38.77777777777778;2.0;39.526315789473685
14.75;13.25;14.0;2;6;31.0;19.33333333;29.0;3;7;15.0;3.0;54.45;4;0.0;398.06;5;4;63.47;0.0;0;37.0;12.0;20;1;4;63.88;56.23;2;0;1;2;63.39;3;3;1;20.016666666;1.0;16.75
21.66666667;30.0;36.0;8;1;35.0;36.0;41.0;1;9;18.0;14.0;53.32;1;45.0;389.67;1;3;62.92;36.0;1;34.0;4.0;9;2;1;58.93;56.18;1;1;1;1;54.64;3;3;1;33.53703703777777;1.0;27.035714285714285
25.0;45.0;34.0;8;1;48.0;32.0;45.0;1;9;18.0;14.0;64.24;1;30.0;398.41;1;2;60.6;50.0;1;42.0;4.0;19;2;1;49.34;56.23;1;1;1;1;68.57;3;3;1;35.333333333333336;2.0;32.3235294117647
23.33333333;30.5;37.0;5;3;39.0;23.0;33.0;2;8;17.0;8.0;70.37;2;11.0;399.3;3;3;63.47;0.0;1;41.0;9.0;10;1;1;61.52;50.31;1;0;1;1;61.2;3;3;1;28.10784313647059;1.0;26.28125
36.0;36.0;32.0;9;0;39.0;31.0;36.0;1;9;18.0;18.0;59.64;1;37.0;386.53;0;1;56.46;35.0;1;44.0;0.0;10;2;1;46.76;43.99;1;1;1;1;52.57;3;3;1;35.333333333333336;2.0;34.81578947368421
34.0;32.0;40.0;9;0;42.0;33.0;42.0;1;9;18.0;18.0;88.85;1;37.0;400.59;0;1;64.12;43.0;1;47.0;0.0;18;2;1;59.32;58.33;1;1;1;1;61.2;3;3;1;37.611111111111114;2.0;39.0
31.0;41.0;39.0;9;1;39.0;33.5;48.0;2;9;18.0;18.0;77.13;1;50.0;387.38;0;1;60.6;50.0;1;47.0;0.0;11;2;1;51.3;54.28;1;1;1;1;59.17;3;3;1;39.19444444444444;2.0;32.96875
27.0;40.0;37.0;7;2;34.0;25.5;45.0;2;9;18.0;11.0;94.05;1;35.0;390.28;2;2;55.69;45.0;1;41.0;7.0;10;2;1;51.3;56.32;1;1;1;1;63.39;3;3;1;33.583333333333336;2.0;33.92105263105263
22.0;36.5;30.0;7;2;30.0;34.0;33.0;1;8;16.0;12.0;64.24;2;0.0;387.73;1;3;63.47;35.0;0;39.0;4.0;10;2;1;59.32;54.28;1;1;1;1;50.15;3;3;1;30.21875;1.0;28.8125
31.0;40.0;39.0;8;0;39.0;38.0;36.0;1;8;16.0;16.0;54.57;1;0.0;378.37;0;1;63.87;31.0;0;39.0;0.0;4;2;1;55.79;54.87;1;1;1;1;59.25;3;3;1;36.1875;2.0;30.59999999933333
39.0;37.0;43.0;7;0;41.0;42.0;46.0;1;7;15.0;15.0;54.45;1;0.0;383.41;0;1;66.56;0.0;0;42.0;0.0;19;2;1;53.24;54.28;1;0;1;1;55.44;3;3;1;41.2;2.0;39.9375
19.25;20.0;35.0;2;5;26.0;21.5;23.5;2;7;15.0;4.0;75.8;2;0.0;394.92;5;4;62.92;0.0;0;40.0;11.0;15;1;1;64.46;54.48;3;0;1;2;56.66;3;3;1;25.466666666666665;1.0;11.666666666666666
29.0;35.0;37.0;7;2;39.0;25.0;41.0;2;9;18.0;11.0;68.41;1;38.0;393.72;2;3;55.27;46.0;1;38.0;7.0;10;2;1;55.79;54.28;1;1;1;1;57.63;3;3;1;34.22222222222222;2.0;34.6578947368421
21.0;35.0;36.0;7;2;39.0;24.5;39.0;2;9;18.0;11.0;66.03;1;43.0;378.49;2;3;67.28;43.0;1;43.0;7.0;20;2;1;49.94;50.41;1;1;1;1;63.72;3;3;1;32.75;2.0;32.5
35.0;41.0;41.0;9;0;47.0;47.0;48.0;1;9;18.0;18.0;51.01;1;40.0;387.0;0;1;65.86;32.0;1;40.0;0.0;18;2;1;54.16;53.51;1;1;1;1;49.03;3;3;1;41.05555555555556;2.0;37.89473684210526
29.5;32.0;44.0;8;1;40.0;31.0;46.0;1;9;18.0;14.0;73.93;1;37.0;381.99;1;2;59.94;39.0;1;40.0;4.0;8;2;1;49.73;61.89;1;1;1;1;56.77;3;3;1;36.333333333333336;2.0;38.18421052631579
37.0;41.0;42.0;9;0;41.0;40.0;46.0;1;9;18.0;18.0;66.95;1;36.0;383.37;0;1;66.56;34.0;1;47.0;0.0;13;2;1;51.3;46.16;1;1;1;1;65.81;3;3;1;39.77777777777778;2.0;37.18421052631579
35.0;40.0;43.0;9;0;45.0;42.0;47.0;1;9;18.0;18.0;70.18;1;38.0;375.6;0;1;68.85;37.0;1;40.0;0.0;15;2;1;43.36;63.91;1;1;1;1;45.69;3;3;1;40.27777777777778;2.0;36.473684210526315
28.0;37.0;37.0;5;2;35.0;27.5;35.0;2;7;15.0;8.0;45.94;1;0.0;391.9;2;2;59.77;0.0;0;32.0;7.0;11;2;1;49.77;52.56;1;0;1;1;58.69;3;3;1;31.966666666666665;1.0;27.156250000625
33.0;41.0;41.0;9;2;44.0;39.0;46.0;1;9;18.0;18.0;77.13;1;33.0;376.14;0;2;63.47;32.0;2;37.0;0.0;11;2;1;57.23;56.23;1;1;1;1;46.58;3;3;1;37.888888888888886;2.0;38.18421052631579
24.0;30.0;35.0;5;2;42.0;28.0;46.0;2;7;15.0;8.0;62.94;1;0.0;398.94;2;2;67.28;0.0;0;41.0;7.0;4;2;1;59.89;58.33;1;0;1;1;55.8;3;3;1;32.4;1.0;24.321428571428573
31.0;46.0;42.0;9;0;38.0;36.0;43.0;1;9;18.0;18.0;41.43;1;42.0;383.74;0;1;72.11;45.0;1;39.0;0.0;8;2;1;56.51;48.55;1;1;1;1;52.62;3;3;1;38.388888888888886;2.0;35.8421052631579
29.5;35.0;40.0;8;1;37.0;34.0;44.0;1;9;18.0;14.0;56.82;1;40.0;370.7;1;2;52.71;39.0;1;36.0;4.0;11;2;1;53.24;52.31;1;1;1;1;55.44;3;3;1;36.0;3.0;40.578947368421055
14.0;31.0;40.0;6;2;33.0;26.5;40.0;2;8;16.0;9.0;47.0;1;0.0;426.0;2;2;86.0;48.0;0;43.0;7.0;11;2;1;59.0;53.0;1;1;1;1;50.0;3;3;1;30.21875;1.0;24.857142857142858
22.66666667;25.5;34.0;6;2;40.0;33.0;48.0;1;9;18.0;11.0;68.0;2;24.0;456.0;3;3;76.0;46.0;1;39.0;7.0;6;1;1;63.0;58.0;1;1;1;1;50.0;3;3;1;32.12037037111111;2.0;31.687499999375
30.0;39.0;42.0;8;0;40.0;35.0;33.0;1;9;18.0;16.0;66.0;1;7.0;457.0;1;1;69.0;47.0;1;45.0;2.0;1;2;1;58.0;77.0;1;1;1;1;49.0;3;3;1;33.833333333333336;2.0;33.10526315789474
12.66666667;31.0;39.0;6;2;37.0;22.0;40.0;2;9;18.0;9.0;47.0;1;3.0;453.0;3;3;59.0;49.0;1;42.0;9.0;20;1;1;58.0;54.0;1;1;1;1;56.0;3;3;1;26.425925926666665;1.0;11.0
31.0;33.5;46.0;9;1;36.0;40.0;38.0;1;9;18.0;18.0;63.0;2;34.0;456.0;0;1;63.0;47.0;1;42.0;0.0;14;2;1;63.0;78.0;1;1;1;1;63.0;3;3;1;37.916666666666664;2.0;34.111111111111114
18.33333333;35.0;45.0;7;2;36.0;35.5;40.0;2;8;16.0;12.0;71.0;1;0.0;453.0;1;3;75.0;47.0;0;42.0;4.0;11;2;1;63.0;69.0;1;1;1;1;56.0;3;3;1;34.427083332500004;2.0;31.441176470588236
23.66666667;34.0;44.0;8;2;44.0;31.0;40.0;1;9;18.0;14.0;49.0;1;36.0;440.0;1;3;75.0;46.0;2;41.0;4.0;18;2;1;55.0;78.0;1;1;1;1;50.0;3;3;1;35.59259259333333;2.0;32.60526315789474
30.0;42.0;50.0;9;0;43.0;35.0;40.0;1;9;18.0;18.0;60.0;1;47.0;467.0;0;1;76.0;47.0;1;46.0;0.0;8;2;1;76.0;69.0;1;1;1;1;62.0;3;3;1;40.55555555555556;3.0;41.94117647058823
21.66666667;30.0;42.0;8;1;30.0;33.0;47.0;1;9;18.0;14.0;45.0;1;36.0;428.0;1;3;86.0;48.0;1;43.0;4.0;11;2;1;68.0;50.0;1;1;1;1;46.0;3;3;1;33.98148148222222;2.0;31.342105263157894
30.0;26.5;39.0;8;1;33.0;30.0;37.0;1;9;18.0;17.0;49.0;2;36.0;447.0;1;1;69.0;47.0;1;38.0;1.0;7;2;1;68.0;63.0;1;1;1;1;67.0;3;3;1;34.083333333333336;2.0;30.684210525789474
31.0;38.0;42.0;9;0;40.0;35.0;49.0;1;9;18.0;18.0;66.0;1;34.0;442.0;0;1;76.0;50.0;1;41.0;0.0;7;2;1;58.0;62.0;1;1;1;1;62.0;3;3;1;37.833333333333336;2.0;34.68421052631579
36.0;34.0;48.0;9;0;40.0;48.0;48.0;1;9;18.0;18.0;63.0;1;43.0;427.0;0;1;76.0;47.0;1;46.0;0.0;9;2;1;51.0;58.0;1;1;1;1;59.0;3;3;1;42.94444444444444;3.0;42.94736842105263
32.0;36.0;42.0;9;0;50.0;30.0;40.0;1;9;18.0;18.0;43.0;1;37.0;444.0;0;1;68.0;46.0;1;45.0;0.0;7;2;1;55.0;63.0;1;1;1;1;47.0;3;3;1;38.05555555555556;2.0;34.578947367894735
30.0;31.0;37.0;7;3;29.5;31.5;39.0;2;9;18.0;14.0;111.94;2;15.0;436.14;2;1;81.5;47.0;1;43.0;4.0;14;2;1;60.25;64.21;2;1;1;1;59.25;3;3;1;31.916666666666668;2.0;34.470588235294116
30.0;33.0;42.0;9;0;40.0;30.0;48.0;1;9;18.0;18.0;49.0;1;50.0;441.0;0;1;75.0;49.0;1;42.0;0.0;10;2;1;63.0;58.0;1;1;1;1;59.0;3;3;1;38.22222222222222;2.0;32.499999999375
32.0;37.0;48.0;9;0;50.0;39.0;48.0;1;9;18.0;18.0;77.0;1;45.0;449.0;0;1;85.0;47.0;1;43.0;0.0;9;2;1;69.0;54.0;1;1;1;1;59.0;3;3;1;41.888888888888886;2.0;39.8421052631579
39.0;44.0;46.0;9;0;50.0;37.0;48.0;1;9;18.0;18.0;61.0;1;42.0;438.0;0;1;86.0;49.0;1;44.0;0.0;20;2;1;59.0;50.0;1;1;1;1;62.0;3;3;1;43.0;3.0;43.78947368421053
30.0;38.0;43.0;9;0;47.0;35.0;40.0;1;9;18.0;18.0;49.0;1;39.0;438.0;0;1;69.0;47.0;1;42.0;0.0;20;2;1;51.0;77.0;1;1;1;1;50.0;3;3;1;38.5;2.0;34.473684211052635
35.0;25.0;30.0;8;1;36.0;45.0;39.0;1;9;18.0;17.0;56.0;2;35.0;437.0;1;1;69.0;49.0;1;39.0;1.0;8;2;1;68.0;69.0;1;1;1;1;55.0;3;3;1;36.611111111111114;2.0;35.578947368421055
32.0;29.5;34.0;7;1;36.0;34.0;40.0;1;8;16.0;15.0;49.0;2;0.0;422.0;1;1;86.0;48.0;0;39.0;1.0;17;2;1;55.0;54.0;1;1;1;1;49.0;3;3;1;35.03125;1.0;27.71875
31.0;31.5;40.0;9;1;40.0;37.0;47.0;1;9;18.0;18.0;66.91;2;40.0;433.0;0;1;80.88;37.0;1;43.0;0.0;2;2;1;58.96;61.41;1;1;1;1;56.55;3;3;1;37.416666666666664;2.0;35.26470588235294
23.33333333;21.0;24.66666667;4;4;34.0;19.0;32.0;3;8;16.0;5.0;36.0;3;0.0;401.0;4;3;85.0;37.0;0;42.0;11.0;6;1;3;33.0;63.0;1;1;1;1;44.0;3;3;1;26.520833333125;1.0;26.0
2.333333333;9.0;9.666666667;4;4;40.0;7.666666667;31.0;3;8;16.0;5.0;50.0;3;0.0;415.0;4;3;76.0;37.0;0;37.0;11.0;11;1;3;55.0;58.0;1;1;1;1;52.0;3;3;1;15.958333333374998;1.0;6.0
30.5;34.0;50.0;8;1;43.0;35.0;30.0;1;8;16.0;16.0;80.0;1;0.0;447.0;0;2;69.0;47.0;0;45.0;0.0;20;2;1;63.0;63.0;1;1;1;1;67.0;3;3;1;38.6875;2.0;35.88235294117647
14.5;16.5;6.0;4;4;40.0;13.0;41.0;2;8;16.0;5.0;50.0;2;0.0;438.0;4;2;86.0;47.0;0;40.0;11.0;8;1;2;68.0;54.0;1;1;1;1;62.0;3;3;1;21.21875;1.0;19.857142857142858
6.5;16.5;21.0;4;4;30.0;10.0;47.0;2;8;16.0;5.0;50.0;2;0.0;469.0;4;2;76.0;48.0;0;40.0;11.0;10;1;2;76.0;68.0;1;1;1;1;50.0;3;3;1;20.65625;1.0;13.6
18.33333333;26.0;14.66666667;6;3;36.0;30.0;42.0;1;9;18.0;10.0;39.0;2;30.0;391.0;3;3;86.0;47.0;1;40.0;8.0;8;1;3;51.0;50.0;1;1;1;1;49.0;3;3;1;27.462962962777777;1.0;16.1875
31.0;30.0;32.0;8;0;33.0;30.0;48.0;1;8;16.0;16.0;60.0;1;0.0;458.0;0;1;64.0;49.0;0;40.0;0.0;5;2;1;89.0;62.0;1;1;1;1;62.0;3;3;1;33.9375;2.0;31.15625
32.0;34.0;32.0;8;0;43.0;34.0;48.0;1;8;16.0;16.0;66.0;1;0.0;444.0;0;1;64.0;47.0;0;44.0;0.0;9;2;1;63.0;63.0;1;1;1;1;62.0;3;3;1;36.5625;2.0;32.15625
32.0;30.0;24.0;7;1;34.0;33.0;48.0;1;8;16.0;13.0;34.0;1;0.0;459.0;1;1;69.0;48.0;0;43.0;3.0;11;2;3;58.0;69.0;1;1;1;1;58.0;3;3;1;33.5;1.0;15.9375
36.0;26.0;35.0;8;1;33.0;34.0;48.0;1;9;18.0;17.0;74.0;2;37.0;431.0;1;1;56.0;49.0;1;42.0;1.0;2;2;1;76.0;63.0;1;1;1;1;58.0;3;3;1;36.44444444444444;2.0;36.0
26.5;38.0;50.0;8;1;47.0;34.0;48.0;1;9;18.0;14.0;63.0;1;37.0;422.0;1;2;56.0;48.0;1;44.0;4.0;18;2;1;55.0;58.0;1;1;1;1;58.0;3;3;1;39.111111111111114;2.0;35.71052631578947
30.0;35.0;32.0;9;0;36.0;31.0;47.0;1;9;18.0;18.0;58.0;1;39.0;412.0;0;1;69.0;50.0;1;44.0;0.0;16;2;1;51.0;58.0;1;1;1;1;59.0;3;3;1;35.27777777777778;2.0;34.31578947368421
32.0;44.0;39.0;9;0;40.0;41.0;50.0;1;9;18.0;18.0;61.0;1;41.0;445.0;0;1;64.0;48.0;1;50.0;0.0;11;2;1;68.0;69.0;1;1;1;1;55.0;3;3;1;40.111111111111114;2.0;38.578947368421055
12.33333333;34.0;36.0;6;2;37.0;30.0;16.5;1;8;16.0;11.0;49.0;1;0.0;424.0;2;3;76.0;49.0;0;42.0;5.0;17;1;1;58.0;63.0;1;1;1;2;52.0;3;3;1;28.9270833325;1.0;8.590909090909092
9.5;41.0;34.0;6;2;38.0;34.0;0.0;1;8;16.0;11.0;36.0;1;0.0;421.0;2;2;85.0;49.0;0;38.0;5.0;10;1;1;51.0;62.0;1;1;1;2;53.0;3;3;1;27.875;1.0;12.625
14.0;39.0;32.0;6;2;37.0;41.0;15.66666667;1;8;16.0;11.0;50.0;1;0.0;417.0;2;3;75.0;48.0;0;44.0;5.0;10;2;1;51.0;63.0;1;1;1;3;56.0;3;3;1;30.979166666875;1.0;9.196969696454547
32.0;39.0;39.0;8;2;38.0;39.0;20.5;1;9;18.0;17.0;49.0;1;40.0;417.0;1;2;86.0;50.0;1;45.0;1.0;5;2;1;55.0;63.0;1;1;1;2;49.0;3;3;1;37.361111111111114;2.0;39.81578947368421
29.0;43.0;34.0;7;2;39.0;37.0;40.0;1;9;18.0;12.0;39.0;1;29.0;421.0;2;2;86.0;49.0;2;43.0;6.0;10;2;1;55.0;54.0;1;1;1;1;52.0;3;3;1;35.55555555555556;2.0;35.73684210526316
25.0;39.0;36.0;7;2;38.0;34.0;18.0;1;9;18.0;13.0;56.0;1;35.0;424.0;2;2;64.0;50.0;1;41.0;5.0;7;2;1;59.0;58.0;1;1;1;3;62.0;3;3;1;33.55555555555556;2.0;33.05882352941177
14.0;37.0;27.0;5;3;37.0;37.0;18.5;1;9;18.0;8.0;60.0;1;3.0;430.0;4;3;68.0;48.0;1;47.0;10.0;18;1;2;51.0;53.0;1;1;1;2;56.0;3;3;1;26.583333333333332;1.0;28.642857142857142
30.0;36.0;40.0;8;2;38.0;30.0;12.33333333;1;9;18.0;17.0;58.0;1;30.0;428.0;1;1;64.0;49.0;2;38.0;1.0;17;2;1;58.0;63.0;1;1;1;3;67.0;3;3;1;33.40740740722222;2.0;32.55263157894737
23.0;41.0;10.66666667;6;2;40.0;30.0;38.0;1;8;16.0;9.0;55.0;1;0.0;431.0;2;2;63.0;49.0;0;38.0;7.0;19;1;3;63.0;78.0;1;1;1;1;63.0;3;3;1;28.750000000625;1.0;7.6250000001250005
25.0;36.0;0.0;4;2;28.0;34.5;0.0;2;9;18.0;6.0;47.0;1;29.0;421.0;5;2;76.0;50.0;1;30.0;12.0;20;1;1;55.0;50.0;1;1;1;1;67.0;3;3;1;24.083333333333332;2.0;35.6
21.0;42.0;32.0;8;2;41.0;30.0;30.0;1;9;18.0;14.0;39.0;1;36.0;416.0;1;2;86.0;49.0;2;42.0;4.0;18;2;1;51.0;53.0;1;1;1;1;47.0;3;3;1;32.611111111111114;2.0;33.94736842157895
24.0;43.0;30.0;8;1;39.0;39.0;40.0;1;9;18.0;14.0;36.0;1;41.0;421.0;1;2;76.0;47.0;1;41.0;4.0;11;2;1;63.0;69.0;1;1;1;1;50.0;3;3;1;35.22222222222222;2.0;34.28947368421053
22.0;43.0;39.0;7;1;38.0;39.0;38.0;1;8;16.0;12.0;60.0;1;0.0;436.0;1;2;68.0;46.0;0;41.0;4.0;15;2;1;69.0;63.0;1;1;1;1;56.0;3;3;1;35.375;1.0;17.90909090909091
21.33333333;43.0;30.0;7;2;38.0;43.0;18.5;1;9;18.0;13.0;39.0;1;41.0;416.0;2;3;85.0;50.0;1;43.0;5.0;3;2;1;51.0;50.0;1;1;1;2;59.0;3;3;1;34.26851851777778;1.0;21.5
24.5;45.0;41.0;7;1;41.0;34.0;40.0;1;8;16.0;12.0;66.95;1;0.0;426.53;1;2;70.78;47.0;0;39.0;4.0;20;2;1;53.82;62.55;1;1;1;1;68.87;3;3;1;36.0;1.0;28.125
29.5;43.0;31.0;8;1;40.0;39.0;50.0;1;9;18.0;14.0;43.0;1;42.0;424.0;1;2;63.0;47.0;1;44.0;4.0;8;2;1;58.0;63.0;1;1;1;1;53.0;3;3;1;37.55555555555556;2.0;36.10526315789474
13.66666667;30.0;16.33333333;5;3;33.0;14.0;40.0;3;8;16.0;6.0;52.0;1;0.0;424.0;3;3;69.0;49.0;0;40.0;10.0;10;1;3;59.0;69.0;1;1;1;1;50.0;3;3;1;23.166666666875;1.0;13.6
29.0;35.0;30.0;8;1;40.0;33.0;40.0;1;9;18.0;14.0;50.0;1;32.0;432.0;1;2;76.0;50.0;1;43.0;4.0;8;2;1;59.0;69.0;1;1;1;1;62.0;3;3;1;34.27777777777778;2.0;32.357142857142854
10.0;33.0;30.0;6;3;37.0;31.0;7.0;1;8;16.0;11.0;52.0;1;0.0;406.0;2;2;76.0;47.0;0;30.0;5.0;10;1;1;51.0;57.0;1;1;2;2;50.0;3;3;1;25.875;1.0;11.2
32.0;42.0;35.0;9;1;40.0;40.0;50.0;1;9;18.0;18.0;47.0;1;39.0;456.0;0;2;59.0;47.0;1;43.0;0.0;7;2;1;68.0;68.0;1;1;1;1;63.0;3;3;1;38.5;2.0;36.8421052631579
