NOTA_STG;PROMEDIO_SEIS;NOTA_C_UNO;NOTA_FDS;PROMEDIO_OCHO;NOTA_ELECPOT;NOTA_INSIND;NOTA_SISDIN;NAP_OCHO;NOTA_INGECO;NOTA_TFM;NOTA_EI_IA;VECES_EI_IA;CREDITOS_EI_IA;NOTA_EI_IIA;VECES_EI_IIA;CREDITOS_EI_IIA;NOTA_EI_IIIA;VECES_EI_IIIA;CREDITOS_EI_IIIA;NOTA_TRABGRAD;VECES_TRABGRAD;CREDITOS_TRABGRAD;NOTA_TV;VECES_TV;CREDITOS_TV;NOTA_FGEP;VECES_FGEP;CREDITOS_FGEP;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
44.0;26.892857142857142;33.0;39.0;35.5;22.25;36.0;30.0;1;44.0;42.0;41.0;2;3;42.0;1;3;32.0;2;3;44.0;2;3;38.0;1;3;43.0;1;2;39.8235294117647;3;17.0;17.0;0.0;6;6;0;2;2.0;31.0
46.0;38.214285714285715;35.0;45.0;44.333333333333336;47.0;45.0;35.0;0;44.0;50.0;46.0;1;3;50.0;1;3;40.0;3;3;46.0;2;3;35.0;1;3;43.0;1;2;43.35294117647059;2;17.0;17.0;0.0;6;6;0;2;2.0;38.733333333333334
45.0;34.964285714285715;21.0;32.0;32.22222222222222;16.66666667;35.0;35.0;2;30.0;48.0;44.0;2;3;48.0;1;3;42.0;2;3;45.0;3;3;37.0;1;3;50.0;1;2;44.0;3;17.0;17.0;0.0;6;6;0;2;2.0;39.8
43.0;40.57142857142857;40.0;32.0;40.833333333333336;31.0;37.0;25.0;0;45.0;50.0;50.0;3;3;38.0;0;3;46.0;2;3;43.0;2;3;38.0;1;3;48.0;1;2;44.785714285714285;3;14.0;17.0;3.0;5;6;1;2;3.0;40.5
45.0;37.035714285714285;21.0;30.0;33.111111111111114;39.0;30.0;30.0;1;33.0;43.0;47.0;2;3;43.0;1;3;36.0;2;3;45.0;2;3;43.0;1;3;44.0;1;2;42.94117647058823;3;17.0;17.0;0.0;6;6;0;2;2.0;39.4
47.0;39.57142857142857;29.5;40.0;38.97222222222222;37.0;41.0;30.0;1;40.0;49.0;46.0;1;3;49.0;1;3;40.0;3;3;47.0;2;3;43.0;1;3;48.0;1;2;45.35294117647059;2;17.0;17.0;0.0;6;6;0;2;2.0;37.8
30.0;35.857142857142854;19.0;30.0;30.194444444444443;30.0;32.5;25.5;3;31.0;30.0;44.0;1;3;30.0;1;3;36.0;3;3;30.0;2;3;40.0;0;3;48.0;2;2;36.857142857142854;3;14.0;17.0;3.0;5;6;1;2;2.0;34.53333333333333
42.0;36.07142857142857;31.0;35.0;36.888888888888886;25.0;32.0;35.0;0;31.0;40.0;46.0;3;3;40.0;1;3;29.5;2;3;42.0;2;3;41.0;1;3;40.0;1;2;39.73529411764706;3;17.0;14.0;3.0;6;5;1;2;2.0;36.6
43.0;28.285714285714285;16.5;19.0;32.69444444444444;28.66666667;36.0;30.0;2;36.0;36.0;36.0;3;3;46.0;0;3;34.0;2;3;43.0;2;3;36.0;1;3;43.0;1;2;38.07142857142857;3;14.0;17.0;3.0;5;6;1;2;1.0;28.083333333333332
0.0;12.666666666666666;0.0;0.0;4.5;0.0;0.0;0.0;1;0.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;1.0;24.666666666666668
46.0;34.642857142857146;36.0;37.0;42.333333333333336;37.0;34.0;35.0;0;44.0;48.0;45.0;1;3;48.0;1;3;40.0;3;3;46.0;2;3;42.0;1;3;48.0;1;2;44.64705882352941;2;17.0;17.0;0.0;6;6;0;2;2.0;38.666666666666664
45.0;39.857142857142854;24.33333333;30.0;37.055555555;35.0;32.0;22.5;1;35.0;43.0;43.0;1;3;36.0;1;3;37.0;1;3;45.0;2;3;35.0;1;3;45.0;1;2;39.88235294117647;1;17.0;17.0;0.0;6;6;0;2;1.0;29.5
45.0;35.357142857142854;27.5;35.0;41.02777777777778;34.5;47.0;30.0;1;45.0;48.0;48.0;3;3;34.5;0;3;45.0;2;3;45.0;2;3;41.0;1;3;47.0;1;2;45.07142857142857;3;14.0;17.0;3.0;5;6;1;2;3.0;41.333333333333336
47.0;33.61904761857143;21.5;39.0;35.47222222222222;26.33333333;30.0;33.0;1;39.0;39.0;39.0;2;3;38.0;1;3;43.0;2;3;47.0;2;3;39.0;1;3;45.0;1;2;41.64705882352941;3;17.0;17.0;0.0;6;6;0;2;2.0;35.93333333333333
50.0;27.321428571428573;26.33333333;31.0;36.94444444388889;27.5;41.0;30.0;1;34.0;38.0;38.0;2;3;36.0;1;3;37.0;2;3;50.0;2;3;42.0;1;3;19.0;1;2;38.05882352941177;3;17.0;15.0;2.0;6;5;1;2;2.0;34.93333333333333
0.0;32.63636363636363;0.0;36.0;37.0;7.0;0.0;33.0;0;34.0;0.0;39.0;1;3;0.0;0;3;0.0;0;3;0.0;1;3;0.0;0;3;43.0;0;2;19.5;0;6.0;5.0;1.0;2;2;0;1;1.0;23.333333333333332
42.0;30.285714285714285;38.0;35.0;37.333333333333336;38.0;34.0;30.0;0;30.0;43.0;50.0;2;3;43.0;1;3;45.0;2;3;42.0;2;3;33.0;1;3;45.0;1;2;42.88235294117647;3;17.0;17.0;0.0;6;6;0;2;2.0;36.266666666666666
45.0;27.642857142857142;32.0;36.0;38.666666666666664;32.0;40.0;30.0;0;34.0;41.0;41.0;2;3;31.0;0;3;30.0;3;3;45.0;2;3;40.0;1;3;45.0;1;2;39.857142857142854;3;14.0;17.0;3.0;5;6;1;2;2.0;35.25
49.0;32.285714285714285;37.0;31.0;39.55555555555556;37.0;36.0;30.0;0;38.0;44.0;48.0;2;3;44.0;1;3;34.0;2;3;49.0;2;3;40.0;1;3;44.0;1;2;43.11764705882353;3;17.0;17.0;0.0;6;6;0;2;2.0;36.53333333333333
25.5;41.285714285714285;23.0;35.0;32.583333333333336;32.0;30.0;30.0;3;31.0;42.0;40.0;1;3;42.0;1;3;39.0;1;3;25.5;2;3;31.0;1;3;45.0;2;2;36.61764705882353;2;17.0;14.0;3.0;6;5;1;2;1.0;28.0
44.0;34.92857142857143;32.0;28.5;35.611111111111114;35.5;31.0;30.0;0;34.0;42.0;43.0;3;3;42.0;1;3;31.5;2;3;44.0;2;3;38.0;1;3;44.0;1;2;40.205882352941174;3;17.0;17.0;0.0;6;6;0;2;2.0;34.1
12.0;27.071428572142857;40.0;32.0;36.833333333333336;35.0;35.0;30.0;1;35.0;42.0;41.0;2;3;42.0;2;3;30.0;3;3;12.0;2;3;38.0;1;3;44.0;1;2;33.94117647058823;4;17.0;14.0;3.0;6;5;1;2;1.0;25.866666666666667
34.5;36.67857142857143;35.0;30.0;36.333333333333336;16.5;41.0;23.0;1;38.0;43.0;43.0;3;3;30.5;1;3;40.0;1;3;34.5;2;3;31.0;1;3;33.0;1;2;35.470588235294116;2;17.0;17.0;0.0;6;6;0;2;2.0;36.083333333333336
42.0;36.142857142857146;22.66666667;30.0;35.55555555611111;39.0;32.0;30.0;1;38.0;48.0;42.0;1;3;48.0;2;3;40.0;1;3;42.0;2;3;30.0;1;3;26.0;1;2;38.705882352941174;2;17.0;15.0;2.0;6;5;1;2;2.0;33.041666666666664
45.0;32.57142857142857;33.0;33.0;41.333333333333336;39.0;32.0;35.0;0;46.0;50.0;50.0;2;3;42.0;1;3;38.0;1;3;45.0;2;3;39.0;1;3;47.0;1;2;43.294117647058826;2;17.0;17.0;0.0;6;6;0;2;3.0;40.083333333333336
40.0;37.857142857142854;26.0;28.33333333;36.0;29.0;38.0;30.0;1;30.0;41.0;41.0;3;3;43.0;0;3;38.0;2;3;40.0;2;3;39.0;1;3;45.0;1;2;40.285714285714285;3;14.0;17.0;3.0;5;6;1;2;2.0;36.583333333333336
40.0;27.214285713571428;31.0;31.5;34.333333333333336;42.0;29.0;27.0;1;38.0;33.0;43.0;2;3;33.0;2;3;35.0;1;3;40.0;2;3;39.0;1;3;37.0;2;2;37.88235294117647;4;17.0;17.0;0.0;6;6;0;2;2.0;37.416666666666664
50.0;39.857142857142854;32.0;35.0;39.166666666666664;23.0;43.0;30.0;0;38.0;48.0;48.0;2;3;48.0;1;3;46.0;2;3;50.0;2;3;38.0;1;3;48.0;1;2;46.23529411764706;3;17.0;17.0;0.0;6;6;0;2;3.0;40.86666666666667
48.0;42.5;37.0;31.0;43.0;34.0;42.0;30.0;0;44.0;50.0;50.0;2;3;41.0;1;3;35.0;3;3;48.0;2;3;38.0;1;3;38.0;1;2;41.88235294117647;3;17.0;17.0;0.0;6;6;0;2;3.0;40.8
49.0;33.0;40.0;42.0;42.166666666666664;40.0;42.0;40.0;0;44.0;46.0;46.0;2;3;45.0;1;3;41.0;1;3;49.0;2;3;41.0;1;3;48.0;1;2;44.8235294117647;2;17.0;17.0;0.0;6;6;0;2;3.0;42.333333333333336
49.0;37.57142857142857;39.0;45.0;41.388888888888886;48.0;36.0;35.0;0;42.0;44.0;44.0;2;3;42.0;1;3;38.0;1;3;49.0;2;3;41.0;1;3;45.0;1;2;43.05882352941177;2;17.0;17.0;0.0;6;6;0;2;2.0;39.13333333333333
44.0;43.285714285714285;31.0;30.0;40.72222222222222;37.0;36.0;31.0;0;43.0;49.0;40.0;1;3;49.0;1;3;31.0;2;3;44.0;2;3;32.0;1;3;45.0;1;2;39.88235294117647;2;17.0;17.0;0.0;6;6;0;2;2.0;35.13333333333333
49.0;38.0;41.0;44.0;42.77777777777778;50.0;41.0;30.0;0;44.0;44.0;44.0;2;3;41.0;1;3;40.0;1;3;49.0;2;3;42.0;1;3;45.0;1;2;43.411764705882355;2;17.0;17.0;0.0;6;6;0;2;2.0;39.733333333333334
50.0;27.25;34.0;29.0;38.333333333333336;29.0;39.0;30.0;0;48.0;35.0;35.0;3;3;27.5;1;3;37.0;1;3;50.0;2;3;37.0;1;3;47.0;1;2;38.44117647058823;2;17.0;14.0;3.0;6;5;1;2;3.0;41.0
45.0;39.142857142857146;38.0;39.0;41.833333333333336;39.0;44.0;34.0;0;42.0;48.0;48.0;3;3;44.0;0;3;39.0;2;3;45.0;2;3;43.0;1;3;47.0;1;2;44.214285714285715;3;14.0;17.0;3.0;5;6;1;2;3.0;41.083333333333336
45.0;26.285714286428572;19.0;33.0;36.333333333333336;28.0;42.0;30.0;1;37.0;20.0;20.0;3;3;35.0;0;3;42.0;3;3;45.0;2;3;37.0;2;3;29.5;1;2;35.07142857142857;4;14.0;12.0;2.0;5;4;1;2;2.0;34.083333333333336
41.0;30.5;42.0;16.5;37.30555555555556;15.5;33.0;28.0;0;33.0;37.0;36.0;2;3;37.0;1;3;31.0;2;3;41.0;2;3;41.0;1;3;41.0;1;2;37.64705882352941;3;17.0;17.0;0.0;6;6;0;2;2.0;31.233333333333334
0.0;22.333333333333332;0.0;0.0;46.0;0.0;0.0;24.0;0;0.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;0.0;0.0;0.0;0;0;0;1;2.0;36.333333333333336
49.0;41.42857142857143;31.0;31.0;37.333333333333336;38.0;30.0;32.0;0;41.0;40.0;35.0;2;3;40.0;1;3;38.0;2;3;49.0;2;3;42.0;1;3;46.0;1;2;41.411764705882355;3;17.0;17.0;0.0;6;6;0;2;2.0;37.666666666666664
46.0;34.214285714285715;33.0;29.5;39.166666666666664;34.0;33.0;30.0;0;42.0;47.0;47.0;1;3;38.0;1;3;47.0;2;3;46.0;2;3;38.0;1;3;45.0;1;2;43.411764705882355;2;17.0;17.0;0.0;6;6;0;2;2.0;38.5
41.0;35.5;19.33333333;36.0;34.22222222166667;33.0;36.0;30.0;2;22.0;48.0;38.0;1;3;48.0;1;3;44.0;3;3;41.0;3;3;34.0;1;3;40.0;1;2;40.88235294117647;2;17.0;17.0;0.0;6;6;0;2;2.0;31.166666666666668
45.0;25.857142857142858;31.0;34.0;40.666666666666664;27.0;43.0;32.5;0;34.0;35.0;43.0;2;3;35.0;1;3;36.0;1;3;45.0;2;3;39.0;1;3;27.5;1;2;38.1764705882353;2;17.0;15.0;2.0;6;5;1;2;2.0;35.041666666666664
40.0;35.035714285714285;31.0;30.0;38.888888888888886;25.33333333;43.0;26.5;0;44.0;32.0;46.0;3;3;32.0;1;3;40.0;4;3;40.0;2;3;35.0;2;3;45.0;1;2;39.35294117647059;4;17.0;17.0;0.0;6;6;0;2;2.0;36.766666666666666
47.0;27.714285714285715;32.0;40.0;36.888888888888886;26.66666667;32.0;30.0;0;43.0;0.0;44.0;3;3;32.0;1;3;45.0;1;3;47.0;2;3;35.0;0;3;40.0;1;2;41.714285714285715;2;14.0;17.0;3.0;5;6;1;2;2.0;35.06666666666667
45.0;28.071428570714286;26.5;34.0;32.333333333333336;34.0;32.0;35.0;2;30.0;37.0;45.0;2;3;37.0;1;3;37.0;2;3;45.0;3;3;34.0;1;3;46.0;1;2;40.35294117647059;3;17.0;17.0;0.0;6;6;0;2;1.0;28.866666666666667
33.0;30.714285714285715;34.0;32.0;37.27777777777778;26.0;38.0;25.5;0;30.5;36.0;36.0;4;3;31.0;0;3;38.0;2;3;33.0;3;3;35.0;1;3;33.0;1;2;35.142857142857146;3;14.0;17.0;3.0;5;6;1;2;2.0;33.77777777777778
39.0;37.375;30.0;35.0;36.40625;26.5;41.0;33.0;0;33.0;22.5;44.0;1;3;43.0;2;3;39.0;1;3;39.0;1;3;36.0;0;3;45.0;1;2;41.785714285714285;1;14.0;17.0;3.0;5;6;1;2;2.0;37.46666666666667
43.0;37.285714285714285;42.0;30.0;39.611111111111114;34.0;34.0;40.0;0;42.0;33.0;33.0;3;3;37.0;0;3;30.0;2;3;43.0;2;3;32.0;1;3;43.0;1;2;35.714285714285715;3;14.0;17.0;3.0;5;6;1;2;2.0;36.75
38.0;33.535714285714285;33.0;24.5;37.166666666666664;21.5;34.0;30.0;0;43.0;48.0;48.0;4;3;29.0;0;3;34.0;2;3;38.0;2;3;38.0;1;3;42.0;1;2;39.857142857142854;3;14.0;14.0;0.0;5;5;0;2;2.0;37.75
42.0;32.642857142857146;33.0;31.0;39.55555555555556;39.0;34.0;30.0;0;48.0;45.0;45.0;2;3;37.0;1;3;35.0;2;3;42.0;2;3;42.0;1;3;45.0;1;2;40.76470588235294;3;17.0;17.0;0.0;6;6;0;2;2.0;36.8
48.0;37.392857142857146;31.0;37.0;40.27777777777778;30.0;39.0;30.0;0;42.0;46.0;46.0;1;3;43.0;1;3;47.0;2;3;48.0;2;3;44.0;1;3;43.0;1;2;45.294117647058826;2;17.0;17.0;0.0;6;6;0;2;2.0;38.86666666666667
43.0;28.321428572142857;24.0;30.0;31.666666666666668;20.25;33.0;34.0;2;37.0;36.0;36.0;3;3;36.0;0;3;32.0;2;3;43.0;3;3;40.0;1;3;27.5;1;2;36.285714285714285;3;14.0;15.0;1.0;5;5;0;2;2.0;32.666666666666664
0.0;35.464285714285715;35.0;17.0;35.25;6.0;0.0;35.0;1;44.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;2;3;0.0;0;3;0.0;0;2;0.0;1;3.0;0.0;3.0;1;0;1;1;1.0;15.0
44.0;39.642857142857146;34.0;27.5;39.27777777777778;41.0;41.0;30.0;0;44.0;42.0;44.0;2;3;42.0;1;3;45.0;2;3;44.0;2;3;38.0;1;3;43.0;1;2;42.64705882352941;3;17.0;17.0;0.0;6;6;0;2;2.0;39.46666666666667
48.0;30.857142857142858;21.0;30.0;34.083333333333336;25.66666667;29.5;24.0;2;35.0;36.0;36.0;2;3;34.0;1;3;34.0;2;3;48.0;2;3;40.0;1;3;32.0;2;2;37.64705882352941;4;17.0;17.0;0.0;6;6;0;2;2.0;35.266666666666666
47.0;36.5;23.66666667;36.0;36.22222222277778;48.0;34.0;30.0;2;22.0;36.0;46.0;1;3;36.0;1;3;36.0;4;3;47.0;3;3;35.0;1;3;40.0;1;2;40.0;2;17.0;17.0;0.0;6;6;0;2;2.0;34.0
19.0;31.571428571428573;30.0;17.5;31.5;34.0;30.0;30.0;3;26.5;25.5;25.5;7;3;15.7;0;3;27.5;4;3;19.0;4;3;34.0;0;3;23.5;1;2;23.90909090909091;3;11.0;3.0;8.0;4;1;3;1;1.0;28.916666666666668
0.5;29.428571428571427;26.0;30.0;33.75;19.0;39.0;35.0;2;32.0;48.0;42.0;3;3;48.0;1;3;41.0;3;3;0.5;2;3;32.0;1;3;43.0;1;2;33.911764705882355;3;17.0;14.0;3.0;6;5;1;2;1.0;22.733333333333334
48.0;43.642857142857146;30.0;43.0;40.111111111111114;47.0;38.0;35.0;0;47.0;47.0;46.0;0;3;47.0;2;3;45.0;2;3;48.0;2;3;39.0;1;3;44.0;1;2;44.642857142857146;3;14.0;17.0;3.0;5;6;1;2;1.0;29.75
45.0;34.125;40.0;35.0;40.888888888888886;21.5;48.0;32.5;1;43.0;50.0;50.0;3;3;39.0;0;3;41.0;2;3;45.0;2;3;44.0;1;3;43.0;1;2;44.714285714285715;3;14.0;17.0;3.0;5;6;1;2;2.0;39.0
48.0;34.642857142857146;30.0;39.0;39.833333333333336;49.0;36.0;30.0;0;42.0;45.0;45.0;2;3;36.0;1;3;40.0;1;3;48.0;2;3;36.0;1;3;44.0;1;2;41.35294117647059;2;17.0;17.0;0.0;6;6;0;2;2.0;34.0
43.0;41.07142857142857;33.0;32.0;38.55555555555556;46.0;34.0;30.0;0;40.0;49.0;49.0;3;3;26.5;1;3;38.0;3;3;43.0;2;3;36.0;1;3;36.0;1;2;38.205882352941174;3;17.0;14.0;3.0;6;5;1;2;2.0;33.86666666666667
40.0;36.285714285714285;32.0;35.0;37.22222222222222;38.0;38.0;30.0;0;40.0;39.0;40.0;2;3;39.0;1;3;39.0;1;3;40.0;2;3;39.0;1;3;44.0;1;2;39.94117647058823;2;17.0;17.0;0.0;6;6;0;2;3.0;40.25
44.0;39.57142857142857;32.0;36.0;39.0;40.0;35.0;35.0;0;33.0;39.0;48.0;1;3;39.0;1;3;45.0;3;3;44.0;2;3;41.0;1;3;43.0;1;2;43.35294117647059;2;17.0;17.0;0.0;6;6;0;2;2.0;38.36666666666667
43.0;36.857142857142854;33.0;37.0;37.27777777777778;40.0;35.0;30.0;0;42.0;42.0;40.0;3;3;42.0;1;3;30.0;2;3;43.0;2;3;41.0;1;3;46.0;1;2;40.0;3;17.0;17.0;0.0;6;6;0;2;2.0;36.0
46.0;32.57142857142857;34.0;21.66666667;38.77777777777778;45.0;31.0;30.0;0;42.0;49.0;49.0;2;3;37.0;1;3;32.0;2;3;46.0;2;3;34.0;1;3;44.0;1;2;40.11764705882353;3;17.0;17.0;0.0;6;6;0;2;2.0;38.733333333333334
43.0;36.285714285714285;48.0;46.0;45.0;47.0;39.0;35.0;0;48.0;47.0;47.0;2;3;39.0;1;3;38.0;1;3;43.0;2;3;40.0;1;3;44.0;1;2;41.705882352941174;2;17.0;17.0;0.0;6;6;0;2;3.0;40.083333333333336
45.0;35.285714285714285;27.0;30.0;39.22222222222222;31.0;44.0;18.5;1;43.0;37.0;37.0;2;3;41.0;1;3;43.0;2;3;45.0;2;3;35.0;1;3;36.0;1;2;39.705882352941174;3;17.0;17.0;0.0;6;6;0;2;2.0;38.53333333333333
46.0;37.07142857142857;33.0;36.0;41.77777777777778;46.0;41.0;40.0;0;38.0;47.0;47.0;2;3;36.0;1;3;37.0;1;3;46.0;2;3;41.0;1;3;43.0;1;2;41.588235294117645;2;17.0;17.0;0.0;6;6;0;2;3.0;41.5
42.0;36.57142857142857;43.0;44.0;44.611111111111114;48.0;42.0;35.0;0;46.0;47.0;47.0;2;3;40.0;1;3;41.0;1;3;42.0;2;3;42.0;1;3;44.0;1;2;42.588235294117645;2;17.0;17.0;0.0;6;6;0;2;3.0;40.166666666666664
45.0;30.821428571428573;34.0;34.0;40.0;24.33333333;44.0;29.0;0;39.0;38.0;38.0;1;3;36.0;1;3;35.0;2;3;45.0;2;3;42.0;1;3;49.0;1;2;40.35294117647059;2;17.0;17.0;0.0;6;6;0;2;2.0;37.2
50.0;29.928571428571427;39.0;32.0;37.72222222222222;32.0;39.0;30.0;0;39.0;39.0;39.0;1;3;44.0;1;3;39.0;3;3;50.0;2;3;38.0;1;3;47.0;1;2;42.588235294117645;2;17.0;17.0;0.0;6;6;0;2;2.0;35.86666666666667
49.0;41.857142857142854;34.0;44.0;42.77777777777778;49.0;43.0;35.0;0;40.0;48.0;48.0;3;3;40.0;0;3;40.0;2;3;49.0;2;3;41.0;1;3;45.0;1;2;44.57142857142857;3;14.0;17.0;3.0;5;6;1;2;2.0;35.916666666666664
47.0;29.130952381428575;47.0;22.0;39.5;17.0;41.0;30.0;0;34.0;0.0;46.0;2;3;37.0;1;3;38.0;1;3;47.0;2;3;35.0;0;3;34.0;1;2;40.857142857142854;2;14.0;17.0;3.0;5;6;1;2;2.0;32.166666666666664
0.0;28.0;0.0;0.0;37.0;0.0;0.0;25.0;0;0.0;0.0;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;3;0.0;1;3;0.0;0;2;0.0;0;3.0;0.0;3.0;1;0;1;1;4.0;50.0
48.0;44.785714285714285;41.0;44.0;43.611111111111114;48.0;43.0;35.0;0;41.0;46.0;46.0;3;3;40.0;0;3;40.0;2;3;48.0;2;3;42.0;1;3;45.0;1;2;44.142857142857146;3;14.0;17.0;3.0;5;6;1;2;2.0;34.0
45.0;41.357142857142854;40.0;35.0;40.388888888888886;28.0;44.0;31.0;0;43.0;38.0;38.0;2;3;46.0;1;3;37.0;1;3;45.0;2;3;42.0;1;3;37.0;1;2;41.05882352941177;2;17.0;17.0;0.0;6;6;0;2;2.0;39.583333333333336
41.0;33.92857142857143;43.0;42.0;42.44444444444444;45.0;39.0;30.0;0;36.0;47.0;47.0;2;3;37.0;1;3;37.0;1;3;41.0;2;3;42.0;1;3;44.0;1;2;41.1764705882353;2;17.0;17.0;0.0;6;6;0;2;3.0;42.083333333333336
47.0;36.57142857142857;41.0;39.0;42.72222222222222;45.0;40.0;35.0;0;40.0;48.0;45.0;0;3;48.0;2;3;47.0;2;3;47.0;2;3;44.0;1;3;44.0;1;2;46.142857142857146;3;14.0;17.0;3.0;5;6;1;2;2.0;31.416666666666668
49.0;28.428571428571427;32.0;33.0;37.388888888888886;31.0;40.0;25.0;0;36.0;38.0;47.0;1;3;38.0;1;3;44.0;4;3;49.0;2;3;39.0;1;3;31.0;1;2;41.94117647058823;2;17.0;17.0;0.0;6;6;0;2;2.0;38.766666666666666
50.0;35.07142857214286;31.0;25.0;38.55555555555556;23.66666667;39.0;17.5;0;40.0;42.0;43.0;2;3;42.0;1;3;46.0;2;3;50.0;2;3;42.0;1;3;48.0;1;2;45.0;3;17.0;17.0;0.0;6;6;0;2;2.0;38.666666666666664
49.0;26.964285714285715;30.66666667;30.0;35.16666666722222;32.0;30.0;32.0;0;35.0;37.0;37.0;1;3;44.0;1;3;38.0;3;3;49.0;2;3;37.0;1;3;30.0;1;2;39.705882352941174;2;17.0;17.0;0.0;6;6;0;2;2.0;34.333333333333336
44.0;39.4375;35.0;30.0;37.25;20.66666667;41.0;30.5;0;34.0;37.0;45.0;0;3;37.0;4;3;28.5;3;3;44.0;1;3;40.0;0;3;47.0;0;2;36.5;2;9.0;14.0;5.0;3;5;2;2;2.0;36.75
50.0;38.4375;29.5;30.0;38.96875;41.0;34.0;28.0;1;45.0;47.0;45.0;1;3;47.0;2;3;44.0;1;3;50.0;1;3;40.0;0;3;40.0;1;2;45.57142857142857;1;14.0;17.0;3.0;5;6;1;2;4.0;46.93333333333333
45.0;41.1875;37.0;30.0;39.625;41.0;35.0;30.0;0;48.0;41.0;42.0;1;3;44.0;1;3;38.0;1;3;45.0;1;3;39.0;0;3;47.0;1;2;42.92857142857143;0;14.0;17.0;3.0;5;6;1;2;3.0;43.611111111111114
50.0;39.9375;32.0;32.0;38.125;31.0;33.0;36.0;0;44.0;36.0;36.0;2;3;33.0;1;3;34.0;1;3;50.0;1;3;35.0;0;3;48.0;1;2;39.642857142857146;1;14.0;17.0;3.0;5;6;1;2;3.0;41.583333333333336
50.0;41.75;44.0;45.0;42.8125;43.0;41.0;45.0;0;48.0;48.0;43.0;2;3;44.0;0;3;44.0;1;3;50.0;1;3;40.0;0;3;47.0;1;2;45.90909090909091;1;11.0;17.0;6.0;4;6;2;2;3.0;42.13333333333333
37.0;34.1875;39.0;31.0;37.0;24.0;35.0;32.0;0;34.0;35.0;45.0;0;3;35.0;2;3;45.0;2;3;37.0;1;3;33.0;0;3;43.0;0;2;39.0;2;9.0;17.0;8.0;3;6;3;2;3.0;40.8
20.0;38.9375;33.0;30.0;36.8125;42.0;34.0;37.0;1;48.0;37.0;40.0;1;3;36.0;1;3;29.5;2;3;20.0;1;3;35.0;0;3;48.0;0;2;31.375;1;12.0;11.0;1.0;4;4;0;2;2.0;39.111111111111114
35.0;33.093750000625;40.0;30.0;35.5;25.5;30.0;29.5;0;33.0;30.5;45.0;1;3;45.0;2;3;42.0;1;3;35.0;1;3;34.0;0;3;39.0;1;2;41.357142857142854;1;14.0;17.0;3.0;5;6;1;2;2.0;38.266666666666666
43.0;35.25;24.0;18.5;36.1875;27.5;40.0;18.5;1;36.0;38.0;44.0;2;3;38.0;2;3;37.0;0;3;43.0;1;3;35.0;0;3;47.0;2;2;42.63636363636363;3;11.0;17.0;6.0;4;6;2;2;3.0;40.25
50.0;30.875;30.0;43.0;36.71875;24.0;40.0;33.0;0;34.0;42.0;45.0;0;3;44.0;2;3;30.0;1;3;50.0;1;3;42.0;0;3;45.0;0;2;41.333333333333336;1;9.0;17.0;8.0;3;6;3;2;2.0;37.86666666666667
48.0;36.5;32.0;36.0;39.3125;32.0;34.0;36.0;0;43.0;30.0;33.0;2;3;40.0;1;3;43.0;1;3;48.0;1;3;36.0;0;3;47.0;1;2;41.857142857142854;1;14.0;17.0;3.0;5;6;1;2;3.0;41.4
50.0;38.375;39.0;33.5;39.1875;32.0;31.0;30.33333333;0;48.0;35.0;45.0;0;3;38.0;2;3;41.0;1;3;50.0;1;3;37.0;0;3;47.0;0;2;43.0;1;9.0;17.0;8.0;3;6;3;2;2.0;30.5
50.0;35.875000000625;27.0;35.0;34.40625;25.0;35.0;36.0;2;37.0;28.5;39.0;1;3;36.0;3;3;32.0;0;3;50.0;1;3;35.0;0;3;25.5;1;2;38.72727272727273;1;11.0;15.0;4.0;4;5;1;2;2.0;37.833333333333336
45.0;33.28125;41.0;22.0;41.5;30.0;43.0;38.0;0;38.0;39.0;48.0;0;3;42.0;3;3;39.0;0;3;45.0;1;3;39.0;0;3;45.0;0;2;43.5;1;6.0;17.0;11.0;2;6;4;2;2.0;30.583333333333332
45.0;36.5;42.0;26.5;38.6875;20.25;37.0;27.66666667;0;37.0;32.0;46.0;1;3;44.0;2;3;37.0;0;3;45.0;1;3;35.0;0;3;47.0;1;2;45.36363636363637;1;11.0;17.0;6.0;4;6;2;2;2.0;39.43333333333333
45.0;35.875;20.0;29.5;33.0;42.0;30.0;22.5;1;36.0;34.0;44.0;1;3;42.0;2;3;45.0;1;3;45.0;1;3;36.0;0;3;37.0;1;2;43.0;1;14.0;17.0;3.0;5;6;1;2;3.0;41.63333333333333
40.0;36.3125;42.0;33.0;39.9375;19.66666667;42.0;32.0;0;40.0;28.0;41.0;1;3;28.0;3;3;44.0;2;3;40.0;2;3;36.0;0;3;33.0;1;2;37.5;3;14.0;14.0;0.0;5;5;0;2;3.0;41.166666666666664
