CON_MAT_ICFES;IDIOMA_ICFES;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;QUIMICA_ICFES;PG_ICFES;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIFERENCIAL;NOTA_CATEDRA_DEM;NOTA_PROG_BASICA;NAA_UNO;CAR_UNO;NOTA_TEXTOS;NOTA_LOGICA;NOTA_SEMINARIO;VECES_LOGICA;NAC_UNO;NCC_UNO;NCA_UNO;VECES_CATEDRA_DEM;NOTA_EE_UNO;NAP_UNO;VECES_DIFERENCIAL;NOTA_CATEDRA_CON;VECES_EE_UNO;PROMEDIO_TRES;RENDIMIENTO_TRES
65.93;70.18;8;58.91;61.4;403.6;52.56;33.1764705882353;30.0;34.0;35.0;7;0;46.0;35.0;35.0;1;8;17.0;15.0;1;17.0;1;1;0.0;1;32.15;2.0
70.78;64.24;20;55.21;63.39;401.38;62.55;38.166666666666664;34.0;41.0;40.0;9;0;45.0;38.0;35.0;1;9;18.0;18.0;1;30.0;0;1;48.0;1;33.24999999944444;2.0
74.79;53.27;20;55.21;59.17;385.38;46.27;26.533333333333335;21.0;35.0;22.5;4;4;31.0;30.0;27.5;2;7;15.0;7.0;1;0.0;3;2;0.0;0;36.0;2.0
64.12;85.05;6;59.32;57.27;389.06;52.4;38.611111111111114;38.0;44.0;34.0;9;0;45.0;32.0;40.0;1;9;18.0;18.0;1;44.0;0;1;42.0;1;38.833333333333336;2.0
62.92;59.9;10;54.16;54.64;386.21;50.6;32.22222222222222;31.0;31.0;34.0;6;4;45.0;27.0;20.5;2;9;18.0;13.0;2;32.0;3;1;29.5;1;30.96875;2.0
64.12;68.86;20;59.32;53.65;409.16;58.33;34.77777777777778;31.0;43.0;32.0;9;0;43.0;30.0;40.0;1;9;18.0;18.0;1;30.0;0;1;44.0;1;31.333333333888888;2.0
69.96;56.82;20;59.89;55.8;394.66;54.28;30.1354166675;21.66666667;44.0;31.0;6;3;45.0;22.5;30.0;2;8;16.0;9.0;1;0.0;2;3;35.0;0;37.0;2.0
60.6;85.05;10;53.24;55.44;402.52;67.19;27.352941176470587;14.25;36.0;40.0;6;1;45.0;33.0;30.0;1;8;17.0;11.0;1;0.0;2;4;0.0;1;4.0;1.0
61.49;49.63;8;56.82;57.93;391.67;56.64;37.8235294117647;31.0;41.0;39.0;8;0;45.0;40.0;30.0;1;8;17.0;17.0;1;40.0;0;1;0.0;1;25.928571428571427;1.0
70.78;71.53;8;59.32;57.27;385.03;44.05;39.333333333333336;30.0;46.0;44.0;9;1;48.0;33.0;35.0;1;9;18.0;18.0;1;45.0;0;1;41.0;1;36.4;2.0
73.85;54.45;18;53.24;48.39;387.71;54.28;33.72222222222222;27.5;41.0;30.0;8;1;42.0;30.0;30.0;1;9;18.0;14.0;1;37.0;1;2;45.0;1;35.111111111111114;2.0
64.12;73.24;13;59.89;50.53;405.95;56.32;39.05555555555556;36.0;47.0;38.0;9;0;45.0;33.0;50.0;1;9;18.0;18.0;1;37.0;0;1;46.0;1;36.666666666666664;2.0
67.28;50.87;10;57.8;55.8;394.04;56.32;37.5;30.0;41.0;39.0;9;0;46.0;36.0;40.0;1;9;18.0;18.0;1;37.0;0;1;39.0;1;39.388888888888886;2.0
67.28;54.45;11;57.23;55.44;396.42;56.32;33.65625;33.0;38.0;31.0;6;2;43.0;38.0;27.5;1;8;16.0;14.0;1;0.0;2;1;15.0;0;14.3;1.0
66.56;57.29;22;57.23;55.44;390.42;52.31;31.61111111111111;25.0;34.0;32.0;8;2;43.0;31.0;30.0;1;9;18.0;14.0;1;33.0;1;3;31.0;1;31.13888888888889;2.0
67.28;63.4;9;53.24;53.65;388.39;52.4;35.47222222222222;33.5;39.0;32.5;8;2;43.0;40.0;35.0;1;9;18.0;16.0;1;22.0;1;2;38.0;1;34.361111111111114;2.0
58.38;77.55;3;57.23;59.17;407.22;54.35;36.72222222222222;31.0;48.0;34.0;9;1;44.0;31.0;50.0;2;9;18.0;18.0;1;38.0;0;1;41.0;1;36.861111111111114;2.0
64.12;53.27;4;57.23;57.27;392.84;52.4;33.35294117647059;29.5;35.0;35.0;6;2;32.0;27.0;50.0;2;8;17.0;10.0;1;36.0;2;2;0.0;1;34.92307692307692;2.0
67.13;59.64;4;49.05;56.4;396.4;56.64;40.111111111111114;32.0;48.0;41.0;9;0;45.0;40.0;45.0;1;9;18.0;18.0;1;41.0;0;1;44.0;1;37.72222222222222;2.0
60.6;55.62;7;63.88;59.17;392.46;52.31;36.111111111111114;30.0;39.0;43.0;8;0;42.0;33.0;46.0;1;9;18.0;16.0;1;25.0;1;1;40.0;1;34.562500000625;2.0
64.12;69.93;12;49.94;54.03;389.39;67.34;24.75925926;14.66666667;31.0;30.0;6;4;32.5;35.0;30.0;2;9;18.0;11.0;1;0.0;3;3;22.0;1;26.0;1.0
62.72;83.41;10;51.87;49.27;386.88;56.37;33.729166667499996;25.66666667;31.0;43.0;6;2;29.5;30.0;47.0;1;8;16.0;10.0;1;0.0;2;3;36.0;0;34.285714285714285;2.0
57.88;54.45;20;49.94;55.8;388.0;54.28;29.555555555555557;19.0;36.0;36.0;7;1;36.0;37.0;39.0;1;9;18.0;12.0;1;10.0;2;3;33.0;1;34.714285714285715;2.0
65.67;58.59;22;56.34;49.27;384.95;46.37;42.333333333333336;37.0;42.0;43.0;9;0;42.0;45.0;48.0;1;9;18.0;18.0;1;44.0;0;1;45.0;1;37.94444444444444;2.0
63.47;58.01;11;53.82;50.53;391.95;56.23;38.77777777777778;34.0;40.0;39.0;9;0;39.0;43.0;41.0;1;9;18.0;18.0;1;35.0;0;1;44.0;1;39.833333333333336;2.0
62.92;53.32;9;58.93;54.64;389.67;56.18;33.53703703777777;21.66666667;30.0;36.0;8;1;35.0;36.0;41.0;1;9;18.0;14.0;1;45.0;1;3;36.0;1;43.2;3.0
60.6;64.24;19;49.34;68.57;398.41;56.23;35.333333333333336;25.0;45.0;34.0;8;1;48.0;32.0;45.0;1;9;18.0;14.0;1;30.0;1;2;50.0;1;34.499999999375;2.0
63.47;70.37;10;61.52;61.2;399.3;50.31;28.10784313647059;23.33333333;30.5;37.0;5;3;39.0;23.0;33.0;2;8;17.0;8.0;2;11.0;3;3;0.0;1;27.5;1.0
56.46;59.64;10;46.76;52.57;386.53;43.99;35.333333333333336;36.0;36.0;32.0;9;0;39.0;31.0;36.0;1;9;18.0;18.0;1;37.0;0;1;35.0;1;33.138888888888886;2.0
64.12;88.85;18;59.32;61.2;400.59;58.33;37.611111111111114;34.0;32.0;40.0;9;0;42.0;33.0;42.0;1;9;18.0;18.0;1;37.0;0;1;43.0;1;36.388888888888886;2.0
60.6;77.13;11;51.3;59.17;387.38;54.28;39.19444444444444;31.0;41.0;39.0;9;1;39.0;33.5;48.0;2;9;18.0;18.0;1;50.0;0;1;50.0;1;22.818181818181817;1.0
55.69;94.05;10;51.3;63.39;390.28;56.32;33.583333333333336;27.0;40.0;37.0;7;2;34.0;25.5;45.0;2;9;18.0;11.0;1;35.0;2;2;45.0;1;36.44444444444444;2.0
63.47;64.24;10;59.32;50.15;387.73;54.28;30.21875;22.0;36.5;30.0;7;2;30.0;34.0;33.0;1;8;16.0;12.0;2;0.0;1;3;35.0;0;25.0;1.0
63.87;54.57;4;55.79;59.25;378.37;54.87;36.1875;31.0;40.0;39.0;8;0;39.0;38.0;36.0;1;8;16.0;16.0;1;0.0;0;1;31.0;0;28.3333333325;1.0
66.56;54.45;19;53.24;55.44;383.41;54.28;41.2;39.0;37.0;43.0;7;0;41.0;42.0;46.0;1;7;15.0;15.0;1;0.0;0;1;0.0;0;7.8;1.0
62.92;75.8;15;64.46;56.66;394.92;54.48;25.466666666666665;19.25;20.0;35.0;2;5;26.0;21.5;23.5;2;7;15.0;4.0;2;0.0;5;4;0.0;0;35.0;2.0
55.27;68.41;10;55.79;57.63;393.72;54.28;34.22222222222222;29.0;35.0;37.0;7;2;39.0;25.0;41.0;2;9;18.0;11.0;1;38.0;2;3;46.0;1;34.05555555555556;2.0
67.28;66.03;20;49.94;63.72;378.49;50.41;32.75;21.0;35.0;36.0;7;2;39.0;24.5;39.0;2;9;18.0;11.0;1;43.0;2;3;43.0;1;31.923076923076923;2.0
65.86;51.01;18;54.16;49.03;387.0;53.51;41.05555555555556;35.0;41.0;41.0;9;0;47.0;47.0;48.0;1;9;18.0;18.0;1;40.0;0;1;32.0;1;33.52777777777778;2.0
59.94;73.93;8;49.73;56.77;381.99;61.89;36.333333333333336;29.5;32.0;44.0;8;1;40.0;31.0;46.0;1;9;18.0;14.0;1;37.0;1;2;39.0;1;34.75;2.0
66.56;66.95;13;51.3;65.81;383.37;46.16;39.77777777777778;37.0;41.0;42.0;9;0;41.0;40.0;46.0;1;9;18.0;18.0;1;36.0;0;1;34.0;1;36.083333333333336;2.0
68.85;70.18;15;43.36;45.69;375.6;63.91;40.27777777777778;35.0;40.0;43.0;9;0;45.0;42.0;47.0;1;9;18.0;18.0;1;38.0;0;1;37.0;1;35.166666666666664;2.0
59.77;45.94;11;49.77;58.69;391.9;52.56;31.966666666666665;28.0;37.0;37.0;5;2;35.0;27.5;35.0;2;7;15.0;8.0;1;0.0;2;2;0.0;0;27.75;1.0
63.47;77.13;11;57.23;46.58;376.14;56.23;37.888888888888886;33.0;41.0;41.0;9;2;44.0;39.0;46.0;1;9;18.0;18.0;1;33.0;0;2;32.0;2;32.083333333333336;2.0
67.28;62.94;4;59.89;55.8;398.94;58.33;32.4;24.0;30.0;35.0;5;2;42.0;28.0;46.0;2;7;15.0;8.0;1;0.0;2;2;0.0;0;17.857142857142858;1.0
72.11;41.43;8;56.51;52.62;383.74;48.55;38.388888888888886;31.0;46.0;42.0;9;0;38.0;36.0;43.0;1;9;18.0;18.0;1;42.0;0;1;45.0;1;36.55555555555556;2.0
52.71;56.82;11;53.24;55.44;370.7;52.31;36.0;29.5;35.0;40.0;8;1;37.0;34.0;44.0;1;9;18.0;14.0;1;40.0;1;2;39.0;1;35.611111111111114;2.0
76.0;68.0;6;63.0;50.0;456.0;58.0;32.12037037111111;22.66666667;25.5;34.0;6;2;40.0;33.0;48.0;1;9;18.0;11.0;2;24.0;3;3;46.0;1;29.75;1.0
69.0;66.0;1;58.0;49.0;457.0;77.0;33.833333333333336;30.0;39.0;42.0;8;0;40.0;35.0;33.0;1;9;18.0;16.0;1;7.0;1;1;47.0;1;29.96296296444445;1.0
59.0;47.0;20;58.0;56.0;453.0;54.0;26.425925926666665;12.66666667;31.0;39.0;6;2;37.0;22.0;40.0;2;9;18.0;9.0;1;3.0;3;3;49.0;1;7.0;1.0
63.0;63.0;14;63.0;63.0;456.0;78.0;37.916666666666664;31.0;33.5;46.0;9;1;36.0;40.0;38.0;1;9;18.0;18.0;2;34.0;0;1;47.0;1;31.555555555555557;2.0
75.0;71.0;11;63.0;56.0;453.0;69.0;34.427083332500004;18.33333333;35.0;45.0;7;2;36.0;35.5;40.0;2;8;16.0;12.0;1;0.0;1;3;47.0;0;3.0;1.0
75.0;49.0;18;55.0;50.0;440.0;78.0;35.59259259333333;23.66666667;34.0;44.0;8;2;44.0;31.0;40.0;1;9;18.0;14.0;1;36.0;1;3;46.0;2;30.750000000555556;2.0
76.0;60.0;8;76.0;62.0;467.0;69.0;40.55555555555556;30.0;42.0;50.0;9;0;43.0;35.0;40.0;1;9;18.0;18.0;1;47.0;0;1;47.0;1;32.714285714285715;2.0
86.0;45.0;11;68.0;46.0;428.0;50.0;33.98148148222222;21.66666667;30.0;42.0;8;1;30.0;33.0;47.0;1;9;18.0;14.0;1;36.0;1;3;48.0;1;31.555555555555557;2.0
69.0;49.0;7;68.0;67.0;447.0;63.0;34.083333333333336;30.0;26.5;39.0;8;1;33.0;30.0;37.0;1;9;18.0;17.0;2;36.0;1;1;47.0;1;32.916666666666664;2.0
76.0;66.0;7;58.0;62.0;442.0;62.0;37.833333333333336;31.0;38.0;42.0;9;0;40.0;35.0;49.0;1;9;18.0;18.0;1;34.0;0;1;50.0;1;39.22222222222222;2.0
76.0;63.0;9;51.0;59.0;427.0;58.0;42.94444444444444;36.0;34.0;48.0;9;0;40.0;48.0;48.0;1;9;18.0;18.0;1;43.0;0;1;47.0;1;40.77777777777778;3.0
68.0;43.0;7;55.0;47.0;444.0;63.0;38.05555555555556;32.0;36.0;42.0;9;0;50.0;30.0;40.0;1;9;18.0;18.0;1;37.0;0;1;46.0;1;39.611111111111114;2.0
81.5;111.94;14;60.25;59.25;436.14;64.21;31.916666666666668;30.0;31.0;37.0;7;3;29.5;31.5;39.0;2;9;18.0;14.0;2;15.0;2;1;47.0;1;16.15625;1.0
75.0;49.0;10;63.0;59.0;441.0;58.0;38.22222222222222;30.0;33.0;42.0;9;0;40.0;30.0;48.0;1;9;18.0;18.0;1;50.0;0;1;49.0;1;21.062500000625;1.0
85.0;77.0;9;69.0;59.0;449.0;54.0;41.888888888888886;32.0;37.0;48.0;9;0;50.0;39.0;48.0;1;9;18.0;18.0;1;45.0;0;1;47.0;1;39.55555555555556;2.0
86.0;61.0;20;59.0;62.0;438.0;50.0;43.0;39.0;44.0;46.0;9;0;50.0;37.0;48.0;1;9;18.0;18.0;1;42.0;0;1;49.0;1;39.05555555555556;2.0
69.0;49.0;20;51.0;50.0;438.0;77.0;38.5;30.0;38.0;43.0;9;0;47.0;35.0;40.0;1;9;18.0;18.0;1;39.0;0;1;47.0;1;36.111111111111114;2.0
69.0;56.0;8;68.0;55.0;437.0;69.0;36.611111111111114;35.0;25.0;30.0;8;1;36.0;45.0;39.0;1;9;18.0;17.0;2;35.0;1;1;49.0;1;33.166666666666664;2.0
86.0;49.0;17;55.0;49.0;422.0;54.0;35.03125;32.0;29.5;34.0;7;1;36.0;34.0;40.0;1;8;16.0;15.0;2;0.0;1;1;48.0;0;16.404761904214286;1.0
80.88;66.91;2;58.96;56.55;433.0;61.41;37.416666666666664;31.0;31.5;40.0;9;1;40.0;37.0;47.0;1;9;18.0;18.0;2;40.0;0;1;37.0;1;34.375;2.0
85.0;36.0;6;33.0;44.0;401.0;63.0;26.520833333125;23.33333333;21.0;24.66666667;4;4;34.0;19.0;32.0;3;8;16.0;5.0;3;0.0;4;3;37.0;0;12.666666668000001;1.0
69.0;80.0;20;63.0;67.0;447.0;63.0;38.6875;30.5;34.0;50.0;8;1;43.0;35.0;30.0;1;8;16.0;16.0;1;0.0;0;2;47.0;0;27.68749999875;1.0
76.0;50.0;10;76.0;50.0;469.0;68.0;20.65625;6.5;16.5;21.0;4;4;30.0;10.0;47.0;2;8;16.0;5.0;2;0.0;4;2;48.0;0;11.0;1.0
64.0;60.0;5;89.0;62.0;458.0;62.0;33.9375;31.0;30.0;32.0;8;0;33.0;30.0;48.0;1;8;16.0;16.0;1;0.0;0;1;49.0;0;29.6;1.0
64.0;66.0;9;63.0;62.0;444.0;63.0;36.5625;32.0;34.0;32.0;8;0;43.0;34.0;48.0;1;8;16.0;16.0;1;0.0;0;1;47.0;0;18.071428571428573;1.0
69.0;34.0;11;58.0;58.0;459.0;69.0;33.5;32.0;30.0;24.0;7;1;34.0;33.0;48.0;1;8;16.0;13.0;1;0.0;1;1;48.0;0;27.0;1.0
56.0;74.0;2;76.0;58.0;431.0;63.0;36.44444444444444;36.0;26.0;35.0;8;1;33.0;34.0;48.0;1;9;18.0;17.0;2;37.0;1;1;49.0;1;30.33333333222222;2.0
56.0;63.0;18;55.0;58.0;422.0;58.0;39.111111111111114;26.5;38.0;50.0;8;1;47.0;34.0;48.0;1;9;18.0;14.0;1;37.0;1;2;48.0;1;35.888888888888886;2.0
69.0;58.0;16;51.0;59.0;412.0;58.0;35.27777777777778;30.0;35.0;32.0;9;0;36.0;31.0;47.0;1;9;18.0;18.0;1;39.0;0;1;50.0;1;33.333333333333336;2.0
64.0;61.0;11;68.0;55.0;445.0;69.0;40.111111111111114;32.0;44.0;39.0;9;0;40.0;41.0;50.0;1;9;18.0;18.0;1;41.0;0;1;48.0;1;38.611111111111114;2.0
75.0;50.0;10;51.0;56.0;417.0;63.0;30.979166666875;14.0;39.0;32.0;6;2;37.0;41.0;15.66666667;1;8;16.0;11.0;1;0.0;2;3;48.0;0;13.0;1.0
86.0;49.0;5;55.0;49.0;417.0;63.0;37.361111111111114;32.0;39.0;39.0;8;2;38.0;39.0;20.5;1;9;18.0;17.0;1;40.0;1;2;50.0;1;37.77777777777778;2.0
86.0;39.0;10;55.0;52.0;421.0;54.0;35.55555555555556;29.0;43.0;34.0;7;2;39.0;37.0;40.0;1;9;18.0;12.0;1;29.0;2;2;49.0;2;33.22222222222222;2.0
76.0;43.0;18;59.0;52.0;430.0;63.0;27.625;5.5;38.0;43.0;6;2;36.0;30.0;0.0;1;8;16.0;11.0;1;0.0;2;2;48.0;0;11.0;1.0
64.0;56.0;7;59.0;62.0;424.0;58.0;33.55555555555556;25.0;39.0;36.0;7;2;38.0;34.0;18.0;1;9;18.0;13.0;1;35.0;2;2;50.0;1;33.28125;2.0
68.0;60.0;18;51.0;56.0;430.0;53.0;26.583333333333332;14.0;37.0;27.0;5;3;37.0;37.0;18.5;1;9;18.0;8.0;1;3.0;4;3;48.0;1;33.0;2.0
64.0;58.0;17;58.0;67.0;428.0;63.0;33.40740740722222;30.0;36.0;40.0;8;2;38.0;30.0;12.33333333;1;9;18.0;17.0;1;30.0;1;1;49.0;2;27.63888888888889;1.0
86.0;39.0;18;51.0;47.0;416.0;53.0;32.611111111111114;21.0;42.0;32.0;8;2;41.0;30.0;30.0;1;9;18.0;14.0;1;36.0;1;2;49.0;2;34.27777777777778;2.0
76.0;36.0;11;63.0;50.0;421.0;69.0;35.22222222222222;24.0;43.0;30.0;8;1;39.0;39.0;40.0;1;9;18.0;14.0;1;41.0;1;2;47.0;1;36.94444444444444;2.0
85.0;39.0;3;51.0;59.0;416.0;50.0;34.26851851777778;21.33333333;43.0;30.0;7;2;38.0;43.0;18.5;1;9;18.0;13.0;1;41.0;2;3;50.0;1;37.5;2.0
70.78;66.95;20;53.82;68.87;426.53;62.55;36.0;24.5;45.0;41.0;7;1;41.0;34.0;40.0;1;8;16.0;12.0;1;0.0;1;2;47.0;0;39.0;2.0
63.0;43.0;8;58.0;53.0;424.0;63.0;37.55555555555556;29.5;43.0;31.0;8;1;40.0;39.0;50.0;1;9;18.0;14.0;1;42.0;1;2;47.0;1;34.80555555555556;2.0
69.0;52.0;10;59.0;50.0;424.0;69.0;23.166666666875;13.66666667;30.0;16.33333333;5;3;33.0;14.0;40.0;3;8;16.0;6.0;1;0.0;3;3;49.0;0;19.0;1.0
76.0;50.0;8;59.0;62.0;432.0;69.0;34.27777777777778;29.0;35.0;30.0;8;1;40.0;33.0;40.0;1;9;18.0;14.0;1;32.0;1;2;50.0;1;35.44444444444444;2.0
59.0;47.0;7;68.0;63.0;456.0;68.0;38.5;32.0;42.0;35.0;9;1;40.0;40.0;50.0;1;9;18.0;18.0;1;39.0;0;2;47.0;1;34.44444444444444;2.0
59.0;53.0;8;63.0;53.0;432.0;78.0;37.0;30.0;46.0;33.0;9;1;38.0;30.0;50.0;1;9;18.0;18.0;1;43.0;0;2;50.0;1;37.55555555555556;2.0
68.0;63.0;16;77.0;59.0;440.0;54.0;36.75;27.5;46.0;33.0;7;1;36.0;41.0;43.0;1;8;16.0;12.0;1;0.0;1;2;48.0;0;5.4;1.0
64.0;55.0;6;63.0;62.0;418.0;68.0;37.77777777777778;33.5;41.0;35.0;9;1;40.0;34.0;50.0;1;9;18.0;18.0;1;36.0;0;2;49.0;1;39.5;2.0
63.0;66.0;4;63.0;53.0;443.0;50.0;34.9375;24.5;45.0;32.0;7;1;37.0;36.0;45.0;1;8;16.0;12.0;1;0.0;1;2;50.0;0;25.625;1.0
56.0;55.0;1;45.0;55.0;424.0;63.0;36.74074074000001;24.33333333;43.0;36.0;8;1;40.0;42.0;50.0;1;9;18.0;14.0;1;32.0;1;3;48.0;1;33.0;2.0
68.0;66.0;8;77.0;50.0;436.0;58.0;37.0;27.5;44.0;37.0;8;1;41.0;37.0;48.0;1;9;18.0;14.0;1;33.0;1;2;49.0;1;34.888888888888886;2.0
63.0;53.0;7;63.0;53.0;440.0;53.0;29.555555555555557;24.0;31.0;29.0;6;2;36.0;31.0;30.0;1;9;18.0;9.0;1;21.0;3;2;45.0;1;27.88888888888889;1.0
67.28;54.92;10;63.88;61.2;414.57;60.38;34.388888888888886;20.0;43.0;35.0;8;1;39.0;38.0;45.0;1;9;18.0;14.0;1;31.0;1;2;49.0;1;32.361111111111114;2.0
55.0;43.0;8;55.0;47.0;406.0;57.0;36.333333333333336;23.5;47.0;30.0;8;1;40.0;41.0;50.0;1;9;18.0;14.0;1;38.0;1;2;50.0;1;46.4;4.0
69.0;45.0;5;58.0;37.0;402.0;57.0;28.583333333333332;20.0;35.0;31.0;6;3;37.0;33.0;18.5;1;9;18.0;11.0;1;12.0;3;3;50.0;1;27.0;1.0
59.0;58.0;11;59.0;56.0;420.0;63.0;38.388888888888886;30.0;42.0;36.0;9;0;40.0;40.0;42.0;1;9;18.0;18.0;1;43.0;0;1;50.0;1;33.27272727272727;2.0
69.0;49.0;8;48.0;59.0;419.0;58.0;40.27777777777778;32.5;42.0;35.0;9;1;40.0;45.0;50.0;1;9;18.0;18.0;1;44.0;0;2;47.0;1;38.44444444444444;2.0
76.0;50.0;3;63.0;55.0;406.0;50.0;38.94444444444444;31.5;45.0;37.0;9;1;38.0;41.0;50.0;1;9;18.0;18.0;1;40.0;0;2;47.0;1;38.333333333333336;2.0
64.0;49.0;11;59.0;74.0;425.0;58.0;35.388888888888886;32.0;37.0;41.0;9;0;33.0;30.0;32.0;1;9;18.0;18.0;1;35.0;0;1;48.0;1;30.75;2.0
69.0;61.0;8;55.0;52.0;412.0;69.0;41.77777777777778;42.0;36.0;44.0;9;0;47.0;40.0;41.0;1;9;18.0;18.0;1;36.0;0;1;47.0;1;36.111111111111114;2.0
75.0;49.0;19;68.0;56.0;422.0;54.0;41.333333333333336;43.0;41.0;45.0;9;0;40.0;40.0;43.0;1;9;18.0;18.0;1;32.0;0;1;47.0;1;36.833333333333336;2.0
60.0;68.0;7;63.0;58.0;434.0;58.0;38.5;34.0;38.0;44.0;9;0;40.0;35.0;42.0;1;9;18.0;18.0;1;36.0;0;1;47.0;1;16.1875000000625;1.0
68.0;56.0;12;63.0;68.0;420.0;58.0;39.72222222222222;37.0;36.0;43.0;9;0;33.0;43.0;31.0;1;9;18.0;18.0;1;43.0;0;1;47.0;1;34.72222222222222;2.0
59.0;41.0;10;58.0;44.0;415.0;68.0;32.77777777777778;30.0;37.0;43.0;8;0;36.0;32.0;42.0;1;9;18.0;16.0;1;3.0;1;1;47.0;1;3.666666667;1.0
68.0;56.0;8;51.0;59.0;416.0;58.0;35.638888888888886;30.0;25.5;45.0;8;1;32.0;33.0;33.0;1;9;18.0;17.0;2;38.0;1;1;48.0;1;36.80555555555556;2.0
56.0;58.0;7;63.0;58.0;433.0;69.0;30.333333333333332;19.0;29.5;34.0;6;3;34.0;23.5;30.0;2;9;18.0;10.0;2;42.0;3;3;47.0;1;50.0;4.0
59.0;47.0;20;59.0;59.0;405.0;54.0;37.611111111111114;33.0;38.0;44.0;9;1;36.0;34.0;34.0;2;9;18.0;18.0;1;37.0;0;1;48.0;1;36.388888888888886;2.0
68.0;53.0;9;63.0;50.0;422.0;63.0;37.71875;38.0;36.0;42.0;8;1;33.0;30.5;42.0;2;8;16.0;16.0;1;0.0;0;1;47.0;0;6.0;1.0
64.0;43.0;17;68.0;41.0;419.0;58.0;40.44444444444444;30.0;40.0;45.0;9;0;37.0;43.0;48.0;1;9;18.0;18.0;1;45.0;0;1;49.0;1;35.388888888888886;2.0
64.0;53.0;7;63.0;52.0;430.0;69.0;31.833333333125;33.0;12.33333333;39.0;6;2;13.5;30.0;43.0;1;8;16.0;13.0;3;0.0;2;1;48.0;0;10.0;1.0
56.0;61.0;11;55.0;59.0;435.0;69.0;38.611111111111114;32.0;38.0;45.0;9;0;33.0;36.0;43.0;1;9;18.0;18.0;1;43.0;0;1;49.0;1;35.638888888888886;2.0
69.0;47.0;5;45.0;52.0;405.0;53.0;30.27777777777778;20.0;36.0;40.0;7;3;36.0;16.0;40.0;2;9;18.0;11.0;1;31.0;2;3;47.0;2;32.05555555555556;2.0
70.78;62.13;20;55.79;68.87;408.53;56.32;33.90625;36.0;29.0;35.0;6;2;33.0;23.5;40.0;2;8;16.0;12.0;2;0.0;2;1;47.0;0;15.0;1.0
73.85;60.9;22;59.89;66.12;410.0;56.23;35.666666666666664;30.0;31.0;38.0;9;0;37.0;34.0;43.0;1;9;18.0;18.0;1;34.0;0;1;48.0;1;21.0;1.0
68.0;61.0;1;68.0;53.0;420.0;62.0;37.111111111111114;36.0;34.0;39.0;9;0;30.0;39.0;33.0;1;9;18.0;18.0;1;40.0;0;1;47.0;1;34.388888888888886;2.0
68.0;43.0;8;51.0;44.0;401.0;58.0;32.46296296222223;28.33333333;30.0;30.0;7;2;40.0;27.0;41.0;2;9;18.0;11.0;1;31.0;2;3;48.0;1;17.0;1.0
60.0;43.0;10;55.0;62.0;418.0;69.0;34.26851851833333;37.0;27.33333333;33.0;7;2;33.0;29.5;34.0;2;9;18.0;14.0;3;31.0;2;1;49.0;1;29.944444444444443;1.0
55.0;60.0;16;63.0;59.0;421.0;68.0;34.02777777777778;30.0;33.0;33.0;8;1;40.0;28.5;34.0;2;9;18.0;15.0;1;36.0;1;1;45.0;1;33.83333333388889;2.0
55.0;50.0;6;76.0;59.0;440.0;62.0;33.02777777777778;30.0;31.0;36.0;8;1;36.0;25.5;34.0;2;9;18.0;15.0;1;32.0;1;1;48.0;1;21.818181818181817;1.0
63.0;56.0;6;55.0;50.0;414.0;69.0;36.94444444444444;35.0;36.0;39.0;8;1;40.0;40.0;32.0;1;9;18.0;16.0;1;25.0;1;1;48.0;2;38.888888888888886;2.0
60.0;52.0;21;63.0;52.0;410.0;54.0;28.203703704444443;18.66666667;36.0;32.0;6;2;36.0;22.0;34.0;2;9;18.0;9.0;1;22.0;3;3;45.0;1;27.6;1.0
64.0;43.0;4;51.0;67.0;392.0;54.0;37.611111111111114;33.0;33.0;38.0;9;1;44.0;32.0;44.0;2;9;18.0;18.0;1;42.0;0;1;49.0;1;35.80555555555556;2.0
69.0;41.0;8;55.0;50.0;378.0;46.0;35.75;34.0;36.0;36.0;8;1;40.0;30.0;34.0;2;8;16.0;16.0;1;0.0;0;1;46.0;0;36.8;2.0
55.0;39.0;11;51.0;53.0;365.0;58.0;37.1875;34.0;39.0;40.0;8;0;40.0;30.0;43.0;1;8;16.0;16.0;1;0.0;0;1;48.0;0;24.875;1.0
86.0;47.0;8;55.0;49.0;411.0;50.0;32.26041666625;33.0;19.5;40.0;6;2;16.33333333;31.0;34.0;1;8;16.0;13.0;2;0.0;2;1;47.0;0;13.5;1.0
55.27;58.01;10;53.82;61.55;381.23;56.23;40.22222222222222;36.0;42.0;42.0;9;0;43.0;42.0;34.0;1;9;18.0;18.0;1;38.0;0;1;48.0;1;32.611111111111114;2.0
76.0;58.0;4;55.0;86.0;494.0;58.0;45.55555555555556;50.0;38.0;45.0;9;0;47.0;46.0;43.0;1;9;18.0;18.0;1;42.0;0;1;44.0;1;39.44444444444444;2.0
86.0;71.0;11;41.0;58.0;448.0;68.0;35.0625;33.0;33.0;41.0;8;0;30.0;34.0;32.0;1;8;16.0;16.0;1;0.0;0;1;36.0;0;9.6;1.0
86.0;58.0;10;59.0;62.0;437.0;58.0;34.22222222222222;25.0;33.0;32.0;8;1;37.0;40.0;43.0;1;9;18.0;14.0;1;34.0;1;2;39.0;1;28.45;1.0
