NUMERO;ID;GENERO;TIPO_COLEGIO;LOCALIDAD_COLEGIO;CALENDARIO;MUNICIPIO;DEPARTAMENTO;PG_ICFES;CON_MAT_ICFES;APT_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;APT_VERB_ICFES;LITERATURA_ICFES;BIOLOGIA_ICFES;SOCIALES_ICFES;FILOSOFIA_ICFES;IDIOMA_ICFES;LOCALIDAD;INSCRIPCION;ESTRATO;ANO_INGRESO;CORTE_INGRESO;ESTADO_FINAL;NOTA_DIFERENCIAL;VECES_DIFERENCIAL;CREDITOS_DIFERENCIAL;NOTA_DIBUJO;VECES_DIBUJO;CREDITOS_DIBUJO;NOTA_QUIMICA;VECES_QUIMICA;CREDITOS_QUIMICA;NOTA_CFJC;VECES_CFJC;CREDITOS_CFJC;NOTA_TEXTOS;VECES_TEXTOS;CREDITOS_TEXTOS;NOTA_SEMINARIO;VECES_SEMINARIO;CREDITOS_SEMINARIO;NOTA_EE_UNO;VECES_EE_UNO;CREDITOS_EE_UNO;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;NOTA_MULTIVARIADO;VECES_MULTIVARIADO;CREDITOS_MULTIVARIADO;NOTA_ESTADISTICA_UNO;VECES_ESTADISTICA_UNO;CREDITOS_ESTADISTICA_UNO;NOTA_TERMODINAMICA;VECES_TERMODINAMICA;CREDITOS_TERMODINAMICA;NOTA_TGS;VECES_TGS;CREDITOS_TGS;NOTA_ETICA;VECES_ETICA;CREDITOS_ETICA;NOTA_PORIENTADA;VECES_PORIENTADA;CREDITOS_PORIENTADA;NOTA_EE_TRES;VECES_EE_TRES;CREDITOS_EE_TRES;NOTA_ECONOMIA_UNO;VECES_ECONOMIA_UNO;CREDITOS_ECONOMIA_UNO;NOTA_ECUACIONES;VECES_ECUACIONES;CREDITOS_ECUACIONES;NOTA_ESTADISTICA_DOS;VECES_ESTADISTICA_DOS;CREDITOS_ESTADISTICA_DOS;NOTA_FISICA_DOS;VECES_FISICA_DOS;CREDITOS_FISICA_DOS;NOTA_MECANICA;VECES_MECANICA;CREDITOS_MECANICA;NOTA_PROCESOSQ;VECES_PROCESOSQ;CREDITOS_PROCESOSQ;NOTA_EE_CUATRO;VECES_EE_CUATRO;CREDITOS_EE_CUATRO;NOTA_METODOLOGIA;VECES_METODOLOGIA;CREDITOS_METODOLOGIA;NOTA_FISICA_TRES;VECES_FISICA_TRES;CREDITOS_FISICA_TRES;NOTA_CONTABILIDAD;VECES_CONTABILIDAD;CREDITOS_CONTABILIDAD;NOTA_PROCESOSM;VECES_PROCESOSM;CREDITOS_PROCESOSM;NOTA_ADMINISTRACION;VECES_ADMINISTRACION;CREDITOS_ADMINISTRACION;NOTA_LENGUA_UNO;VECES_LENGUA_UNO;CREDITOS_LENGUA_UNO;NOTA_EI_UNO;VECES_EI_UNO;CREDITOS_EI_UNO;NOTA_EI_DOS;VECES_EI_DOS;CREDITOS_EI_DOS;NOTA_ECONOMIA_DOS;VECES_ECONOMIA_DOS;CREDITOS_ECONOMIA_DOS;NOTA_PLINEAL;VECES_PLINEAL;CREDITOS_PLINEAL;NOTA_DERECHO;VECES_DERECHO;CREDITOS_DERECHO;NOTA_IECONOMICA;VECES_IECONOMICA;CREDITOS_IECONOMICA;NOTA_DISENO;VECES_DISENO;CREDITOS_DISENO;NOTA_METODOS;VECES_METODOS;CREDITOS_METODOS;NOTA_SEGURIDAD;VECES_SEGURIDAD;CREDITOS_SEGURIDAD;NOTA_EI_TRES;VECES_EI_TRES;CREDITOS_EI_TRES;NOTA_EMPRENDIMIENTO;VECES_EMPRENDIMIENTO;CREDITOS_EMPRENDIMIENTO;NOTA_GRAFOS;VECES_GRAFOS;CREDITOS_GRAFOS;NOTA_CALIDAD_UNO;VECES_CALIDAD_UNO;CREDITOS_CALIDAD_UNO;NOTA_MERCADOTECNIA;VECES_MERCADOTECNIA;CREDITOS_MERCADOTECNIA;NOTA_ERGONOMIA;VECES_ERGONOMIA;CREDITOS_ERGONOMIA;NOTA_HOMBRE;VECES_HOMBRE;CREDITOS_HOMBRE;NOTA_EI_CUATRO;VECES_EI_CUATRO;CREDITOS_EI_CUATRO;NOTA_EI_CINCO;VECES_EI_CINCO;CREDITOS_EI_CINCO;NOTA_LOG_UNO;VECES_LOG_UNO;CREDITOS_LOG_UNO;NOTA_GOPERACIONES;VECES_GOPERACIONES;CREDITOS_GOPERACIONES;NOTA_CALIDAD_DOS;VECES_CALIDAD_DOS;CREDITOS_CALIDAD_DOS;NOTA_GAMBIENTAL;VECES_GAMBIENTAL;CREDITOS_GAMBIENTAL;NOTA_LENGUA_DOS;VECES_LENGUA_DOS;CREDITOS_LENGUA_DOS;NOTA_CONTEXTO;VECES_CONTEXTO;CREDITOS_CONTEXTO;NOTA_EI_SEIS;VECES_EI_SEIS;CREDITOS_EI_SEIS;NOTA_EI_SIETE;VECES_EI_SIETE;CREDITOS_EI_SIETE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;NOTA_GRADO_DOS;VECES_GRADO_DOS;CREDITOS_GRADO_DOS;NOTA_LOG_TRES;VECES_LOG_TRES;CREDITOS_LOG_TRES;NOTA_SIMULACION;VECES_SIMULACION;CREDITOS_SIMULACION;NOTA_FORMULACION;VECES_FORMULACION;CREDITOS_FORMULACION;NOTA_GERENCIA;VECES_GERENCIA;CREDITOS_GERENCIA;NOTA_LENGUA_TRES;VECES_LENGUA_TRES;CREDITOS_LENGUA_TRES;NOTA_EI_OCHO;VECES_EI_OCHO;CREDITOS_EI_OCHO;NOTA_EI_NUEVE;VECES_EI_NUEVE;CREDITOS_EI_NUEVE;DISTANCIA;PROMEDIO_UNO;CAR_UNO;NAC_UNO;NAA_UNO;NAP_UNO;EPA_UNO;NCC_UNO;NCA_UNO;NCP_UNO;RENDIMIENTO_UNO;PROMEDIO_DOS;CAR_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NCC_DOS;NCA_DOS;NCP_DOS;RENDIMIENTO_DOS;PROMEDIO_TRES;CAR_TRES;NAC_TRES;NAA_TRES;NAP_TRES;EPA_TRES;NCC_TRES;NCA_TRES;NCP_TRES;RENDIMIENTO_TRES;PROMEDIO_CUATRO;CAR_CUATRO;NAC_CUATRO;NAA_CUATRO;NAP_CUATRO;EPA_CUATRO;NCC_CUATRO;NCA_CUATRO;NCP_CUATRO;RENDIMIENTO_CUATRO;PROMEDIO_CINCO;CAR_CINCO;NAC_CINCO;NAA_CINCO;NAP_CINCO;EPA_CINCO;NCC_CINCO;NCA_CINCO;NCP_CINCO;RENDIMIENTO_CINCO;PROMEDIO_SEIS;CAR_SEIS;NAC_SEIS;NAA_SEIS;NAP_SEIS;EPA_SEIS;NCC_SEIS;NCA_SEIS;NCP_SEIS;RENDIMIENTO_SEIS;PROMEDIO_SIETE;CAR_SIETE;NAC_SIETE;NAA_SIETE;NAP_SIETE;EPA_SIETE;NCC_SIETE;NCA_SIETE;NCP_SIETE;RENDIMIENTO_SIETE;PROMEDIO_OCHO;CAR_OCHO;NAC_OCHO;NAA_OCHO;NAP_OCHO;EPA_OCHO;NCC_OCHO;NCA_OCHO;NCP_OCHO;RENDIMIENTO_OCHO;PROMEDIO_NUEVE;CAR_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;RENDIMIENTO_NUEVE;PROMEDIO_DIEZ;CAR_DIEZ;NAC_DIEZ;NAA_DIEZ;NAP_DIEZ;EPA_DIEZ;NCC_DIEZ;NCA_DIEZ;NCP_DIEZ;RENDIMIENTO_DIEZ
1;3.1779537106413e+19;0;2;20;1;48;15;472.22;65.25;65.25;63.43;57.31;51.38;51.38;59.24;0.0;60.49;62.81;8;9;3;2008;1;1;35.0;1;4;0.0;0;2;45.0;1;3;40.0;1;1;0.0;0;2;40.0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0.0;0;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;39.44444444444444;0;4;4;0;2;9.0;9.0;0.0;2.0;15.0;0;1;0;1;1;3.0;0.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0
2;3.1779537107995e+19;0;2;0;1;18;5;478.78;62.84;62.84;58.68;65.03;53.3;53.3;59.24;0.0;60.49;53.56;8;9;2;2008;1;5;22.5;2;4;30.0;1;2;40.0;1;3;35.0;1;1;30.0;1;2;40.0;1;1;36.0;1;2;22.5;2;3;30.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;32.0;1;2;35.0;1;3;40.0;1;3;0.0;0;3;35.0;1;2;38.0;1;2;40.0;1;3;39.0;1;2;22.5;2;2;35.0;1;3;30.0;1;3;30.0;1;3;35.0;1;2;27.5;2;3;30;1;2;35.0;1;1;30.0;3;3;35.0;1;2;40.0;1;3;27.5;2;2;42.5;2;2;45.0;1;2;0.0;0;2;30.0;1;2;30.0;1;3;42.0;1;1;40.0;1;2;30.0;1;2;30.0;1;3;32.0;2;2;0;0;2;0.0;0;2;41.0;1;2;31.0;1;2;33.0;1;2;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;28.5;2;2;25.666666666667;3;3;29.0;2;2;39;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;31.0;1;2;32.0;2;2;32.0;1;3;30.0;1;2;40.0;1;2;41.0;1;2;0.0;0;2;0.0;0;2;46.0;1;3;37.0;1;3;0.0;0;2;42.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;3;31.8;1;7;6;1;2;15.0;11.0;4.0;2.0;31.65625;1;6;5;1;2;16.0;13.0;3.0;2.0;37.93333333333333;0;6;6;0;2;15.0;15.0;0.0;2.0;30.13888888888889;2;7;5;2;2;18.0;13.0;5.0;2.0;36.333333333333336;3;7;6;1;2;15.0;13.0;2.0;2.0;32.4;1;7;7;0;2;15.0;15.0;0.0;2.0;33.888888888888886;0;5;5;0;2;9.0;9.0;0.0;2.0;30.000000000000114;3;4;1;3;1;9.0;2.0;7.0;2.0;34.15384615384615;1;6;6;0;2;13.0;13.0;0.0;2.0;41.625;0;3;3;0;2;8.0;8.0;0.0;3.0
3;3.1779537109578e+19;0;2;20;1;119;18;465.59;78.22;78.22;66.74;63.27;64.21;64.21;49.87;0.0;46.04;88.67;19;9;2;2008;1;3;30.0;1;4;23.75;4;2;35.0;1;3;40.0;1;1;15.0;1;2;40.0;1;1;40.0;1;2;25.0;2;3;20.0;4;3;25.0;2;3;0.0;0;2;30.0;1;1;35.0;1;3;0.0;0;2;35.0;1;3;35.0;1;3;0.0;0;3;40.0;1;2;0.0;0;2;30.0;1;3;0.0;0;2;30.0;2;2;15.0;1;3;4.0;1;3;0.0;0;3;0.0;0;2;21.25;4;3;0;0;2;27.5;2;1;0.0;0;3;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;2;40.0;1;2;0.0;0;2;18.0;1;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;3.0;1;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;41.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;5;30.833333333333332;1;7;5;2;2;15.0;11.0;4.0;2.0;26.53846153846154;3;5;2;3;1;13.0;4.0;9.0;1.0;34.54545454545455;0;4;4;0;2;11.0;11.0;0.0;2.0;16.431818181818183;2;4;1;3;1;11.0;2.0;9.0;1.0;33.5;1;3;2;1;2;5.0;4.0;1.0;2.0;9.0;0;2;0;2;1;5.0;0.0;5.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;41.0;0;1;1;0;2;2.0;2.0;0.0;3.0
4;3.1779537111161e+19;0;2;10;1;18;5;491.36;72.55;72.55;56.51;55.7;55.25;55.25;65.0;0.0;48.41;53.32;10;9;3;2008;1;10;20.0;3;4;40.0;1;2;35.0;1;3;40.0;1;1;30.0;1;2;40.0;1;1;0.0;0;2;30.0;1;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;40.0;1;3;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0.0;0;1;20.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;3;31.153846153846153;1;6;5;1;2;13.0;9.0;4.0;2.0;33.333333333333336;0;3;3;0;2;9.0;9.0;0.0;2.0;40.0;0;1;1;0;2;3.0;3.0;0.0;2.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;20.0;0;1;0;1;1;3.0;0.0;3.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;40.0;0;1;1;0;2;2.0;2.0;0.0;2.0
5;3.1779537112743e+19;0;2;20;1;39;15;464.62;67.54;67.54;64.0;63.27;61.76;61.76;62.54;0.0;41.05;53.32;20;9;3;2008;1;5;30.0;1;4;35.0;1;2;40.0;1;3;40.0;1;1;35.0;1;2;35.0;1;1;45.0;1;2;35.0;1;3;32.5;2;3;35.0;1;3;35.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;35.0;1;3;45.0;1;3;0.0;0;3;40.0;1;2;40.0;1;2;35.0;1;3;25.0;2;2;30.0;1;2;40.0;1;3;35.0;1;3;40.0;1;3;35.0;1;2;40.0;1;3;45;1;2;30.0;1;1;35.0;1;3;35.0;1;2;30.0;1;3;35.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;35.0;1;2;25.0;3;3;47.0;1;1;40.0;1;2;45.0;1;2;30.0;1;3;40.0;1;2;0;0;2;0.0;0;2;46.0;1;2;35.0;1;2;35.0;1;2;35.0;1;2;30.0;1;1;0.0;0;2;0.0;0;2;40.0;1;2;36.0;1;3;33.0;1;2;44;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;32.0;1;2;40.0;1;2;38.0;1;3;31.0;2;2;31.0;1;2;40.0;1;2;0.0;0;2;0.0;0;2;45.0;1;3;44.0;1;3;37.0;1;2;42.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;6;36.333333333333336;0;7;7;0;2;15.0;15.0;0.0;2.0;34.78125;1;6;6;0;2;16.0;16.0;0.0;2.0;37.0;1;6;5;1;2;15.0;13.0;2.0;2.0;38.05555555555556;0;7;7;0;2;18.0;18.0;0.0;2.0;33.18181818181818;0;5;5;0;2;11.0;11.0;0.0;2.0;35.46666666666667;1;7;6;1;2;15.0;12.0;3.0;2.0;36.888888888888886;0;5;5;0;2;9.0;9.0;0.0;2.0;38.0;0;4;4;0;2;9.0;9.0;0.0;2.0;35.53846153846154;1;6;6;0;2;13.0;13.0;0.0;2.0;42.5;0;4;4;0;2;10.0;10.0;0.0;3.0
6;3.1779537114326e+19;1;2;15;1;18;5;465.73;75.27;75.27;58.93;48.97;70.06;70.06;55.99;0.0;48.41;65.86;16;9;3;2008;1;5;30.0;1;4;40.0;1;2;30.0;2;3;35.0;1;1;40.0;1;2;45.0;1;1;40.0;1;2;30.0;1;3;30.0;1;3;40.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;35.0;1;2;35.0;1;3;40.0;1;3;0.0;0;3;40.0;1;2;43.0;1;2;40.0;1;3;50.0;1;2;35.0;1;2;40.0;1;3;35.0;1;3;30.0;1;3;40.0;1;2;35.0;1;3;44;1;2;35.0;1;1;40.0;1;3;45.0;1;2;45.0;1;3;40.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;35.0;1;2;30.0;1;3;47.0;1;1;40.0;1;2;40.0;1;2;40.0;1;3;45.0;1;2;0;0;2;0.0;0;2;50.0;1;2;35.0;1;2;35.0;1;2;40.0;1;2;35.0;1;1;0.0;0;2;0.0;0;2;45.0;1;2;36.0;1;3;39.0;1;2;45;1;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;34.0;1;2;42.0;1;2;40.0;1;3;35.0;1;2;37.0;1;2;45.0;1;2;0.0;0;2;0.0;0;2;40.0;1;3;37.0;1;3;0.0;0;2;45.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;2;35.333333333333336;1;7;7;0;2;15.0;15.0;0.0;2.0;35.0;0;6;6;0;2;16.0;16.0;0.0;2.0;40.733333333333334;0;6;6;0;2;15.0;15.0;0.0;3.0;36.55555555555556;0;7;7;0;2;18.0;18.0;0.0;2.0;41.81818181818182;0;5;5;0;2;11.0;11.0;0.0;3.0;38.46666666666667;0;7;7;0;2;15.0;15.0;0.0;2.0;39.44444444444444;0;5;5;0;2;9.0;9.0;0.0;2.0;40.666666666666664;0;4;4;0;2;9.0;9.0;0.0;3.0;38.92307692307692;0;6;6;0;2;13.0;13.0;0.0;2.0;40.125;0;3;3;0;2;8.0;8.0;0.0;3.0
7;3.1779537115908e+19;0;0;6;0;0;0;555.13;89.86;89.86;81.3;68.28;66.94;66.94;58.09;0.0;57.9;45.98;5;9;2;2008;1;1;15.0;3;4;15.0;1;2;30.0;1;3;35.0;1;1;30.0;1;2;35.0;1;1;0.0;0;2;0.0;0;3;0.0;0;3;30.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;2;30.0;1;3;0.0;0;2;15.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;15.0;1;1;0.0;0;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;45.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;6;23.846153846153847;1;6;4;2;1;13.0;7.0;6.0;1.0;30.0;0;2;2;0;2;6.0;6.0;0.0;1.0;30.0;0;1;1;0;2;3.0;3.0;0.0;1.0;15.0;0;1;0;1;1;2.0;0.0;2.0;1.0;15.0;0;1;0;1;1;1.0;0.0;1.0;1.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;45.0;0;1;1;0;2;2.0;2.0;0.0;3.0
8;3.1779537117491e+19;0;2;9;1;18;5;491.66;89.86;89.86;54.12;57.44;61.76;61.76;65.0;0.0;35.44;53.32;9;9;3;2008;1;1;45.0;1;4;30.0;1;2;35.0;1;3;40.0;1;1;35.0;1;2;40.0;1;1;0.0;0;2;30.0;1;3;35.0;1;3;35.0;1;3;0.0;0;2;0.0;0;1;45.0;1;3;0.0;0;2;30.0;1;3;40.0;1;3;0.0;0;3;0.0;0;2;0.0;0;2;45.0;1;3;0.0;0;2;35.0;1;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;3;0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;3;41.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;4;38.07692307692308;0;6;6;0;2;13.0;13.0;0.0;2.0;36.25;0;4;4;0;2;12.0;12.0;0.0;2.0;38.333333333333336;0;3;3;0;2;9.0;9.0;0.0;2.0;35.0;0;1;1;0;2;2.0;2.0;0.0;2.0;35.0;0;1;1;0;2;3.0;3.0;0.0;2.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;0.0;0;0;0;0;1;0.0;0.0;0.0;0.0;41.0;0;1;1;0;2;2.0;2.0;0.0;3.0
9;3.1779537119073e+19;1;2;15;1;18;5;478.1;72.55;72.55;56.51;61.18;64.21;64.21;53.95;0.0;46.04;69.48;5;9;2;2008;1;5;30.0;2;4;40.0;1;2;40.0;1;3;40.0;1;1;40.0;1;2;40.0;1;1;50.0;1;2;35.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;35.0;1;3;45.0;1;3;0.0;0;3;45.0;1;2;43.0;1;2;35.0;1;3;45.0;1;2;35.0;1;2;35.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;40.0;1;3;40;1;2;40.0;1;1;35.0;1;3;40.0;1;2;30.0;1;3;30.0;1;2;42.5;2;2;0.0;0;2;0.0;0;2;40.0;1;2;35.0;1;3;35.0;1;1;30.0;2;2;35.0;1;2;40.0;1;3;37.0;1;2;0;0;2;0.0;0;2;45.0;1;2;45.0;1;2;33.0;1;2;35.0;1;2;45.0;1;1;0.0;0;2;0.0;0;2;40.0;1;2;33.0;1;3;38.0;1;2;40;1;2;40.0;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;1;34.5;2;2;42.0;1;2;44.0;1;3;27.5;2;2;45.0;1;2;45.0;1;2;0.0;0;2;0.0;0;2;32.0;1;3;36.0;1;3;43.0;1;2;39.0;1;2;0.0;0;2;0.0;0;2;0.0;0;2;6;38.666666666666664;1;7;7;0;2;15.0;15.0;0.0;2.0;34.3125;0;6;6;0;2;16.0;16.0;0.0;2.0;40.733333333333334;0;6;6;0;2;15.0;15.0;0.0;3.0;36.388888888888886;0;7;7;0;2;18.0;18.0;0.0;2.0;35.38461538461539;1;6;6;0;2;13.0;13.0;0.0;2.0;36.266666666666666;1;7;7;0;2;15.0;15.0;0.0;2.0;40.111111111111114;0;5;5;0;2;9.0;9.0;0.0;3.0;37.72727272727273;0;5;5;0;2;11.0;11.0;0.0;2.0;40.0;2;6;5;1;2;13.0;11.0;2.0;2.0;36.8;0;4;4;0;2;10.0;10.0;0.0;2.0
