NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
1859;37.64705882352941;36.2;37.0;45.2;0.0;40.66666666666666;3;0.0;0.0;37.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
1864;38.93333333333333;45.5;49.0;40.0;0.0;34.0;1;0.0;0.0;0.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
1870;28.71794871794872;32.125;32.0;28.5;23.0;28.2;5;21.5;34.0;0.0;35.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;35.0;1;2;0.0;0;2;0;0.0
1871;35.94117647058823;33.14285714285715;35.0;37.4;0.0;38.33333333333334;3;0.0;0.0;37.0;30.5;1;4;2;2;2;1;1;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;26.0;2;2;0.0;0;2;0.0;0;2;35.0;1;2;2;37.0
1873;37.14285714285715;34.73333333333333;34.0;41.5;40.0;0.0;0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1874;35.4;42.0;49.0;35.57142857142857;0.0;44.0;3;0.0;0.0;44.0;36.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;36.0;1;2;3;42.0
1876;37.8125;33.08333333333334;28.0;38.33333333333334;34.0;35.07142857142857;7;32.0;0.0;42.0;32.0;1;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;32.0;2;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1877;29.26190476190476;40.5;39.0;43.0;0.0;39.0;3;0.0;0.0;36.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;0;0.0
1879;38.05882352941177;34.61538461538461;43.0;42.33333333333334;44.0;33.28571428571428;7;30.0;0.0;40.0;36.25;0;8;8;0;4;4;0;2;0.0;0;1;35.0;1;2;35.0;1;2;0.0;0;3;0.0;0;2;40.0;1;2;0.0;0;2;35.0;1;2;0;0.0
1893;37.14705882352941;34.21428571428572;37.0;38.30769230769231;40.0;34.0;3;31.0;0.0;0.0;43.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;43.0;1;2;0;0.0
1900;37.88235294117647;32.1;31.0;40.55555555555556;44.0;32.375;8;31.0;0.0;34.0;42.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;42.0;1;2;2;34.0
1912;32.75;28.33333333333333;23.5;40.2;0.0;36.33333333333334;3;0.0;0.0;37.0;44.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;44.0;1;2;0;0.0
1916;33.46428571428572;30.85714285714286;27.0;40.0;0.0;42.33333333333334;3;0.0;0.0;41.0;18.5;1;2;0;2;1;0;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;18.5;2;2;2;34.0
1921;33.8125;47.0;48.0;39.0;0.0;37.0;1;0.0;0.0;0.0;47.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;47.0;1;2;0;0.0
1930;38.3235294117647;34.5;30.0;40.0;0.0;34.0;1;0.0;0.0;0.0;31.5;0;4;4;0;2;2;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;30.0;1;2;0.0;0;2;0.0;0;2;33.0;1;2;0;0.0
2450;41.0;0.0;0.0;41.0;0.0;34.0;2;0.0;0.0;34.0;45.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;45.0;1;2;0;0.0
260;38.30769230769231;34.25;35.0;36.0;32.0;32.55555555555556;9;29.0;34.0;0.0;28.76923076923077;4;13;4;9;6;2;4;1;0.0;0;1;24.5;2;2;26.0;2;2;23.66666666666667;3;3;29.0;2;2;36.0;1;2;36.0;1;2;0.0;0;2;1;25.5
325;33.16666666666666;36.35294117647059;35.0;36.0;40.0;30.22222222222222;9;31.0;30.0;0.0;33.84615384615385;2;13;9;4;6;4;2;2;0.0;0;1;40.0;1;2;23.0;2;2;31.0;1;3;24.5;2;2;43.0;1;2;43.0;1;2;0.0;0;2;2;33.5
606;39.20588235294117;39.05882352941177;39.0;39.93333333333333;41.0;37.0;14;30.0;39.0;45.0;38.125;1;16;14;2;8;7;1;2;35.0;1;1;37.0;1;2;44.0;1;2;34.0;1;3;27.5;2;2;43.0;1;2;41.0;1;2;44.0;1;2;2;39.61111111111111
700;36.88235294117647;36.5;28.0;37.0;0.0;50.0;2;0.0;0.0;50.0;0.0;0;0;0;0;0;0;0;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;0;2;0.0;0;2;4;47.0
1199;36.88235294117647;40.41176470588236;50.0;40.8;35.0;41.07142857142857;14;43.0;48.0;46.0;36.53125;1;16;13;3;8;7;1;2;50.0;1;1;37.0;1;2;30.0;1;2;25.5;2;3;34.0;1;2;45.0;1;2;41.0;1;2;42.0;1;2;3;40.72222222222222
5;33.18181818181818;35.46666666666667;40.0;36.88888888888889;46.0;38.0;9;40.0;33.0;0.0;35.53846153846154;1;13;13;0;6;6;0;2;0.0;0;1;32.0;1;2;40.0;1;2;38.0;1;3;31.0;2;2;31.0;1;2;40.0;1;2;0.0;0;2;3;42.5
1001;35.64705882352941;40.88235294117647;39.0;42.13333333333333;39.0;41.92857142857143;14;35.0;44.0;46.0;37.3125;2;16;16;0;8;8;0;2;50.0;1;1;38.0;1;2;36.0;2;2;33.0;2;3;30.0;1;2;40.0;1;2;42.0;1;2;38.0;1;2;3;40.94444444444444
30;39.92307692307692;36.06666666666667;40.0;32.66666666666666;27.0;32.66666666666666;9;30.0;31.0;0.0;37.07692307692308;2;13;9;4;6;4;2;2;0.0;0;1;41.0;1;2;27.0;2;2;46.0;1;3;25.0;3;2;43.0;1;2;36.0;1;2;0.0;0;2;2;39.2
39;39.07692307692308;37.4;35.0;41.55555555555556;41.0;38.44444444444444;9;45.0;43.0;0.0;38.84615384615385;0;13;13;0;6;6;0;2;0.0;0;1;38.0;1;2;34.0;1;2;41.0;1;3;30.0;1;2;42.0;1;2;47.0;1;2;0.0;0;2;3;44.8
54;31.15384615384615;32.93333333333333;22.5;37.22222222222222;34.0;30.11111111111111;9;35.0;30.0;0.0;33.15384615384615;2;13;9;4;6;4;2;2;0.0;0;1;35.0;1;2;25.0;2;2;36.0;1;3;24.5;4;2;39.0;1;2;38.0;1;2;0.0;0;2;2;32.75
55;36.46153846153846;33.26666666666667;40.0;39.22222222222222;35.0;34.77777777777778;9;37.0;32.0;0.0;39.0;1;13;11;2;6;5;1;2;0.0;0;1;42.0;1;2;42.0;1;2;45.0;1;3;23.0;3;2;39.0;1;2;40.0;1;2;0.0;0;2;2;38.3
57;37.07692307692308;36.6;35.0;43.44444444444444;45.0;37.77777777777778;9;35.0;43.0;0.0;39.23076923076923;0;13;13;0;6;6;0;2;0.0;0;1;30.0;1;2;40.0;1;2;42.0;1;3;35.0;1;2;42.0;1;2;45.0;1;2;0.0;0;2;2;34.875
87;35.66666666666666;35.86666666666667;30.0;37.0;39.0;36.27272727272727;11;33.0;32.0;40.0;36.53846153846154;1;13;11;2;6;5;1;2;0.0;0;1;33.0;1;2;38.0;1;2;38.0;1;3;27.5;2;2;40.0;1;2;42.0;1;2;0.0;0;2;3;40.2
120;33.63636363636363;37.0;35.0;34.55555555555556;35.0;33.33333333333334;9;35.0;34.0;0.0;34.57692307692308;1;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;41.0;1;2;32.5;2;3;30.0;1;2;31.0;1;2;43.0;1;2;0.0;0;2;2;38.5
127;33.63636363636363;33.76666666666667;35.0;37.11111111111111;44.0;36.88888888888889;9;33.0;32.0;0.0;35.56410256410256;2;13;9;4;6;4;2;2;0.0;0;1;40.0;1;2;29.5;2;2;42.0;1;3;26.66666666666667;3;2;30.0;1;2;42.0;1;2;0.0;0;2;2;38.875
130;29.1;31.85555555555556;27.5;32.55555555555556;36.0;29.29629629629629;9;22.33333333333333;37.0;0.0;25.15384615384615;2;13;6;7;6;3;3;1;0.0;0;1;31.0;1;2;19.5;2;2;17.0;1;3;14.5;2;2;35.0;1;2;38.0;1;2;0.0;0;2;2;38.0
133;35.0;35.46666666666667;35.0;35.44444444444444;33.0;40.0;11;34.0;32.0;40.0;36.15384615384615;0;13;13;0;6;6;0;2;0.0;0;1;40.0;1;2;39.0;1;2;30.0;1;3;30.0;1;2;37.0;1;2;44.0;1;2;0.0;0;2;2;39.375
134;30.6;34.64705882352941;26.0;34.88888888888889;37.0;31.38888888888889;9;27.5;38.0;0.0;34.73076923076923;2;13;11;2;6;5;1;2;0.0;0;1;37.0;1;2;28.5;2;2;33.5;2;3;32.0;1;2;40.0;1;2;38.0;1;2;0.0;0;2;2;34.75
135;30.73076923076923;32.03333333333333;22.5;39.33333333333334;40.0;36.27777777777778;9;30.0;50.0;0.0;33.53846153846154;2;13;11;2;6;5;1;2;0.0;0;1;31.5;2;2;33.0;1;2;33.0;1;3;24.0;2;2;42.0;1;2;38.0;1;2;0.0;0;2;2;33.6
139;31.13636363636364;31.88888888888889;30.0;38.0;0.0;0.0;0;0.0;0.0;0.0;40.0;0;2;2;0;1;1;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;40.0;1;2;0.0;0;2;1;30.0
143;39.0;34.8;40.0;39.0;41.0;34.44444444444444;9;30.5;38.0;0.0;35.76923076923077;2;13;11;2;6;5;1;2;0.0;0;1;32.0;1;2;20.0;2;2;49.0;1;3;35.0;1;2;31.0;2;2;41.0;1;2;0.0;0;2;2;34.5
167;33.96666666666667;34.53333333333333;35.0;37.44444444444444;45.0;34.61111111111111;9;31.0;33.0;0.0;36.23076923076923;2;13;9;4;6;4;2;2;0.0;0;1;32.0;1;2;28.5;2;2;49.0;1;3;25.5;2;2;38.0;1;2;38.0;1;2;0.0;0;2;2;39.9
174;40.46666666666667;34.86666666666667;32.5;40.11111111111111;34.5;38.36363636363637;11;42.0;39.0;45.0;37.15384615384615;0;13;13;0;6;6;0;2;0.0;0;1;35.0;1;2;31.0;1;2;37.0;1;3;30.0;1;2;49.0;1;2;41.0;1;2;0.0;0;2;2;39.8
179;35.76923076923077;35.0;30.0;42.33333333333334;49.0;32.77777777777778;9;26.5;34.0;0.0;35.61538461538461;1;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;35.0;1;2;33.0;1;3;28.0;2;2;43.0;1;2;40.0;1;2;0.0;0;2;2;38.75
190;35.0;36.2;30.0;37.11111111111111;36.0;39.44444444444444;9;30.0;37.0;0.0;35.92307692307692;0;13;13;0;6;6;0;2;0.0;0;1;30.0;1;2;43.0;1;2;31.0;1;3;35.0;1;2;39.0;1;2;40.0;1;2;0.0;0;2;3;43.3
192;33.63636363636363;32.93333333333333;30.0;35.77777777777778;40.0;34.22222222222222;9;34.0;35.0;0.0;35.84615384615385;1;13;11;2;6;5;1;2;0.0;0;1;37.0;1;2;41.0;1;2;34.0;1;3;24.0;2;2;40.0;1;2;40.0;1;2;0.0;0;2;2;37.5
193;34.0;34.8;40.0;34.11111111111111;30.0;32.22222222222222;9;38.0;30.0;0.0;33.46153846153846;1;13;11;2;6;5;1;2;0.0;0;1;34.0;1;2;29.5;2;2;34.0;1;3;30.0;1;2;31.0;1;2;42.0;1;2;0.0;0;2;2;34.75
194;29.0;31.26666666666667;19.0;35.33333333333334;40.0;31.11111111111111;9;27.0;43.0;0.0;33.53846153846154;2;13;9;4;6;4;2;2;0.0;0;1;29.0;2;2;30.0;1;2;34.0;1;3;27.0;2;2;39.0;1;2;42.0;1;2;0.0;0;2;2;35.5
207;30.65384615384615;31.8;30.0;38.0;43.0;34.22222222222222;9;30.0;35.0;0.0;35.69230769230769;0;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;42.0;1;2;30.0;1;3;32.0;1;2;42.0;1;2;40.0;1;2;0.0;0;2;2;35.4
211;36.07692307692308;31.3;30.0;34.77777777777778;33.0;33.33333333333334;9;34.0;30.0;0.0;35.15384615384615;2;13;11;2;6;5;1;2;0.0;0;1;33.0;2;2;30.0;1;2;46.0;1;3;21.5;2;2;33.0;1;2;42.0;1;2;0.0;0;2;2;36.9
212;33.03333333333333;33.86666666666667;35.0;40.11111111111111;44.0;37.33333333333334;9;32.0;36.0;0.0;34.76923076923077;1;13;13;0;6;6;0;2;0.0;0;1;30.0;1;2;32.5;2;2;31.0;1;3;31.0;1;2;44.0;1;2;42.0;1;2;0.0;0;2;2;39.0
213;34.38235294117647;34.36666666666667;22.5;38.77777777777778;43.0;40.88888888888889;9;38.0;38.0;0.0;36.84615384615385;1;13;13;0;6;6;0;2;0.0;0;1;33.0;1;2;34.0;2;2;41.0;1;3;32.0;1;2;41.0;1;2;38.0;1;2;0.0;0;2;2;39.1
223;40.38461538461539;36.03333333333333;35.0;42.27272727272727;49.0;41.44444444444444;9;42.0;38.0;0.0;39.0;1;13;13;0;6;6;0;2;0.0;0;1;36.0;1;2;31.5;2;2;48.0;1;3;32.0;1;2;42.0;1;2;40.0;1;2;0.0;0;2;2;39.125
266;39.23076923076923;35.73333333333333;35.0;38.44444444444444;31.0;29.66666666666667;9;32.5;31.0;0.0;30.84615384615385;2;13;9;4;6;4;2;2;0.0;0;1;20.5;2;2;21.5;2;2;35.0;1;3;32.0;1;2;36.0;1;2;38.0;1;2;0.0;0;2;2;31.625
274;38.13333333333333;36.0;30.0;38.0;40.0;33.88888888888889;9;30.0;30.0;0.0;36.23076923076923;1;13;13;0;6;6;0;2;0.0;0;1;33.0;1;2;35.5;2;2;36.0;1;3;30.0;1;2;43.0;1;2;40.0;1;2;0.0;0;2;2;37.5
275;36.30769230769231;33.13333333333333;28.5;37.22222222222222;39.0;36.88888888888889;9;18.5;43.0;0.0;36.46153846153846;1;13;11;2;6;5;1;2;0.0;0;1;37.0;1;2;30.0;1;2;44.0;1;3;21.0;4;2;40.0;1;2;43.0;1;2;0.0;0;2;2;36.9
279;41.53333333333333;37.6;45.0;41.0;39.0;41.44444444444444;9;41.0;37.0;0.0;39.84615384615385;0;13;13;0;6;6;0;2;0.0;0;1;39.0;1;2;30.0;1;2;48.0;1;3;33.0;1;2;44.0;1;2;41.0;1;2;0.0;0;2;2;39.25
280;39.26923076923077;40.4;40.0;41.22222222222222;46.0;42.0;11;36.0;37.0;45.0;40.07692307692308;0;13;13;0;6;6;0;2;0.0;0;1;38.0;1;2;32.0;1;2;47.0;1;3;30.0;1;2;45.0;1;2;45.0;1;2;0.0;0;2;4;47.0
284;32.5;35.33333333333334;32.0;40.33333333333334;36.0;36.22222222222222;9;30.5;45.0;0.0;38.23076923076923;0;13;13;0;6;6;0;2;0.0;0;1;35.0;1;2;44.0;1;2;37.0;1;3;30.0;1;2;44.0;1;2;40.0;1;2;0.0;0;2;2;40.0
285;30.77272727272727;29.13333333333333;34.0;35.55555555555556;41.0;32.05555555555556;9;24.75;33.0;0.0;29.23076923076923;3;13;7;6;6;3;3;1;0.0;0;1;34.0;1;2;29.0;2;2;34.0;1;3;24.5;2;2;30.0;1;2;21.5;2;2;0.0;0;2;2;33.8
286;38.69230769230769;37.8;30.0;42.88888888888889;45.0;39.18181818181818;11;34.0;35.0;42.0;42.15384615384615;2;13;13;0;6;6;0;2;0.0;0;1;48.0;1;2;36.5;2;2;43.0;1;3;33.0;2;2;43.0;1;2;49.0;1;2;0.0;0;2;3;43.1
293;38.0;39.73333333333333;45.0;39.11111111111111;40.0;34.13636363636363;11;32.0;36.0;43.0;39.30769230769231;1;13;13;0;6;6;0;2;0.0;0;1;39.0;1;2;30.0;2;2;45.0;1;3;32.0;1;2;45.0;1;2;42.0;1;2;0.0;0;2;3;42.6
295;39.06666666666667;36.4;40.0;38.66666666666666;39.0;40.33333333333334;9;36.0;38.0;0.0;37.46153846153846;1;13;13;0;6;6;0;2;0.0;0;1;32.0;1;2;35.5;2;2;44.0;1;3;30.0;1;2;42.0;1;2;38.0;1;2;0.0;0;2;2;35.625
296;27.54545454545455;31.02222222222223;21.66666666666667;38.44444444444444;49.0;33.03703703703704;9;24.66666666666667;32.0;0.0;32.84615384615385;2;13;9;4;6;4;2;2;0.0;0;1;32.0;1;2;27.5;2;2;33.0;1;3;43.0;1;2;40.0;1;2;21.5;2;2;0.0;0;2;1;29.0625
304;34.66666666666666;30.86666666666667;30.0;36.44444444444444;41.0;38.88888888888889;9;42.0;40.0;0.0;35.38461538461539;1;13;13;0;6;6;0;2;0.0;0;1;36.0;1;2;39.0;1;2;31.0;1;3;32.5;2;2;36.0;1;2;40.0;1;2;0.0;0;2;2;39.5
313;43.33333333333334;38.33333333333334;35.0;42.33333333333334;43.0;36.18181818181818;11;30.0;36.0;43.0;38.46153846153846;2;13;11;2;6;5;1;2;0.0;0;1;48.0;1;2;35.0;2;2;31.0;1;3;29.5;2;2;44.0;1;2;47.0;1;2;0.0;0;2;2;40.0
315;39.8;37.46666666666667;40.0;41.0;39.0;40.22222222222222;9;40.0;32.0;0.0;42.0;0;13;13;0;6;6;0;2;0.0;0;1;48.0;1;2;37.0;1;2;46.0;1;3;30.0;1;2;44.0;1;2;45.0;1;2;0.0;0;2;2;34.75
322;35.18181818181818;33.1;28.5;38.0;40.0;35.27777777777778;9;37.0;40.0;0.0;37.76923076923077;1;13;13;0;6;6;0;2;0.0;0;1;33.0;1;2;41.0;1;2;36.0;1;3;31.5;2;2;41.0;1;2;45.0;1;2;0.0;0;2;2;39.75
336;40.64705882352941;39.8235294117647;44.0;41.46666666666667;48.0;41.42857142857143;14;41.0;37.0;45.0;41.4375;0;16;16;0;8;8;0;2;45.0;1;1;46.0;1;2;37.0;1;2;38.0;1;3;35.0;1;2;41.0;1;2;45.0;1;2;48.0;1;2;3;44.5
338;33.88235294117647;36.02941176470588;42.0;37.86666666666667;49.0;35.03571428571428;14;30.0;33.0;31.0;35.08333333333334;1;16;14;2;8;7;1;2;36.0;1;1;37.0;1;2;30.0;1;2;44.0;1;3;25.66666666666667;3;2;36.0;1;2;38.0;1;2;30.0;1;2;2;38.94444444444444
339;35.0;36.8235294117647;43.0;40.13333333333333;48.0;36.64285714285715;14;31.0;33.0;33.0;36.75;1;16;14;2;8;7;1;2;42.0;1;1;39.0;1;2;30.0;1;2;47.0;1;3;24.5;2;2;40.0;1;2;35.0;1;2;34.0;1;2;2;38.5
340;35.70588235294117;36.29411764705883;32.0;37.6;36.0;39.92857142857143;14;37.0;41.0;37.0;34.02083333333334;1;16;14;2;8;7;1;2;42.0;1;1;36.0;1;2;26.66666666666667;3;2;31.0;1;3;35.0;1;2;37.0;1;2;30.0;1;2;40.0;1;2;2;38.72222222222222
345;39.70588235294117;38.5;43.0;42.6;49.0;40.0;14;43.0;36.0;43.0;41.0625;0;16;16;0;8;8;0;2;45.0;1;1;45.0;1;2;37.0;1;2;36.0;1;3;37.0;1;2;40.0;1;2;46.0;1;2;47.0;1;2;4;45.5
351;37.1764705882353;36.64705882352941;32.0;39.13333333333333;40.0;40.42857142857143;14;43.0;36.0;41.0;35.34375;1;16;13;3;8;7;1;2;39.0;1;1;45.0;1;2;30.0;1;2;25.5;2;3;31.0;1;2;41.0;1;2;36.0;1;2;42.0;1;2;3;41.77777777777778
352;39.23529411764706;38.1764705882353;37.0;39.8;45.0;37.35714285714285;14;32.0;38.0;41.0;32.5625;1;16;13;3;8;7;1;2;38.0;1;1;37.0;1;2;30.0;1;2;29.0;2;3;30.0;1;2;38.0;1;2;31.0;1;2;32.0;1;2;3;41.61111111111111
355;34.46666666666667;38.08333333333334;34.0;38.0;40.0;30.07142857142857;7;30.0;34.0;0.0;34.0;0;6;6;0;3;3;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;31.0;1;2;41.0;1;2;30.0;1;2;0.0;0;2;0;0.0
359;36.29411764705883;35.29411764705883;28.0;39.93333333333333;48.0;37.71428571428572;14;43.0;31.0;42.0;35.6875;0;16;16;0;8;8;0;2;42.0;1;1;35.0;1;2;31.0;1;2;35.0;1;3;30.0;1;2;39.0;1;2;36.0;1;2;41.0;1;2;3;40.05555555555556
361;32.44117647058823;36.20588235294117;33.0;40.13333333333333;49.0;38.28571428571428;14;44.0;40.0;42.0;35.72916666666666;1;16;14;2;8;7;1;2;34.0;1;1;30.0;1;2;17.33333333333333;3;2;43.0;1;3;30.0;1;2;38.0;1;2;45.0;1;2;44.0;1;2;2;32.77777777777778
362;34.61764705882353;37.88235294117647;38.0;40.06666666666667;49.0;37.14285714285715;14;35.0;30.0;42.0;35.03125;1;16;16;0;8;8;0;2;37.0;1;1;39.0;1;2;30.0;1;2;30.5;2;3;33.0;1;2;40.0;1;2;30.0;1;2;44.0;1;2;3;40.88888888888889
363;35.69607843137254;37.64705882352941;31.0;32.53333333333333;15.0;34.71428571428572;14;30.0;34.0;43.0;30.82291666666666;3;16;12;4;8;6;2;2;45.0;1;1;34.0;1;2;29.33333333333333;3;2;30.0;1;3;18.75;4;2;34.0;1;2;30.0;1;2;33.0;2;2;2;37.83333333333334
367;35.29411764705883;36.05882352941177;42.0;39.33333333333334;45.0;36.35714285714285;14;33.0;35.0;36.0;38.46875;1;16;14;2;8;7;1;2;45.0;1;1;46.0;1;2;35.0;1;2;34.0;1;3;19.25;4;2;45.0;1;2;41.0;1;2;48.0;1;2;1;28.27777777777778
369;33.05882352941177;30.3;0.0;35.11111111111111;0.0;29.25;8;0.0;24.0;40.0;38.0;0;6;6;0;3;3;0;2;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;45.0;1;2;37.0;1;2;32.0;1;2;2;39.0
373;34.70588235294117;35.33333333333334;26.0;39.63636363636363;37.0;31.6;10;30.0;43.0;39.0;32.90909090909091;1;11;7;4;6;4;2;2;47.0;1;1;0.0;0;2;10.5;2;2;0.0;0;3;48.0;1;2;45.0;1;2;39.0;1;2;15.0;1;2;2;37.0
375;37.44117647058823;37.41176470588236;36.0;37.46666666666667;47.0;39.10714285714285;14;42.0;42.0;34.0;35.375;0;16;16;0;8;8;0;2;37.0;1;1;33.0;1;2;34.0;1;2;41.0;1;3;30.0;1;2;34.0;1;2;31.0;1;2;41.0;1;2;2;39.5
393;36.94117647058823;38.0;43.0;41.26666666666667;48.0;39.78571428571428;14;38.0;33.0;49.0;38.3125;0;16;16;0;8;8;0;2;45.0;1;1;44.0;1;2;42.0;1;2;30.0;1;3;35.0;1;2;42.0;1;2;40.0;1;2;36.0;1;2;3;43.22222222222222
394;34.29411764705883;34.20588235294117;34.0;37.33333333333334;32.0;33.21428571428572;14;30.0;35.0;36.0;33.0625;1;16;14;2;8;7;1;2;45.0;1;1;32.0;1;2;30.0;1;2;34.0;1;3;30.0;1;2;35.0;1;2;27.0;2;2;37.0;1;2;2;35.55555555555556
398;35.94117647058823;34.85294117647059;29.0;36.2;38.0;35.89285714285715;14;35.0;32.0;42.0;33.9375;0;16;16;0;8;8;0;2;36.0;1;1;40.0;1;2;30.0;1;2;37.0;1;3;30.0;1;2;31.0;1;2;30.0;1;2;37.0;1;2;2;36.83333333333334
403;36.64705882352941;35.64705882352941;31.0;40.6;40.0;35.42857142857143;14;34.0;38.0;40.0;39.875;0;16;16;0;8;8;0;2;35.0;1;1;37.0;1;2;43.0;1;2;47.0;1;3;30.0;1;2;39.0;1;2;39.0;1;2;43.0;1;2;3;41.11111111111111
410;37.52941176470588;36.58823529411764;43.0;37.93333333333333;49.0;37.78571428571428;14;33.0;40.0;42.0;32.9375;2;16;14;2;8;7;1;2;35.0;1;1;30.0;1;2;31.0;2;2;31.0;1;3;28.5;2;2;42.0;1;2;30.0;1;2;38.0;1;2;2;33.36111111111111
414;32.85294117647059;37.64705882352941;40.0;34.26666666666667;33.0;34.21428571428572;14;33.0;35.0;45.0;36.625;1;16;14;2;8;7;1;2;45.0;1;1;35.0;1;2;40.0;1;2;35.0;1;3;28.0;2;2;38.0;1;2;40.0;1;2;37.0;1;2;2;35.33333333333334
415;33.80392156862746;37.64705882352941;39.0;37.08888888888889;47.0;41.07142857142857;14;29.0;48.0;42.0;39.5625;1;16;14;2;8;7;1;2;45.0;1;1;46.0;1;2;46.0;1;2;34.0;1;3;26.0;2;2;40.0;1;2;46.0;1;2;39.0;1;2;3;42.44444444444444
416;38.47058823529412;37.0;32.0;39.86666666666667;43.0;39.14285714285715;14;36.0;45.0;39.0;37.625;1;16;16;0;8;8;0;2;42.0;1;1;33.0;1;2;31.5;2;2;41.0;1;3;31.0;1;2;45.0;1;2;44.0;1;2;34.0;1;2;2;38.5625
418;36.47058823529412;34.11764705882353;30.0;40.0;37.0;40.85714285714285;14;37.0;43.0;45.0;34.40625;2;16;11;5;8;6;2;2;45.0;1;1;34.0;1;2;26.0;3;2;26.5;2;3;31.0;1;2;47.0;1;2;36.0;1;2;39.0;1;2;2;33.59375
421;37.58823529411764;36.02941176470588;37.0;39.73333333333333;44.0;41.0;14;42.0;46.0;45.0;39.125;0;16;16;0;8;8;0;2;38.0;1;1;38.0;1;2;34.0;1;2;40.0;1;3;30.0;1;2;43.0;1;2;44.0;1;2;45.0;1;2;2;39.11111111111111
422;37.05882352941177;38.79411764705883;36.0;38.33333333333334;48.0;37.10714285714285;14;33.0;38.0;45.0;36.9375;0;16;16;0;8;8;0;2;45.0;1;1;40.0;1;2;33.0;1;2;32.0;1;3;32.0;1;2;42.0;1;2;30.0;1;2;48.0;1;2;3;40.88888888888889
429;36.33333333333333;34.61764705882353;48.0;39.4;34.5;38.78571428571428;14;33.0;38.0;45.0;32.86666666666667;3;15;8;7;7;4;3;1;0.0;0;1;37.0;1;2;23.0;3;2;29.0;2;3;28.0;3;2;37.0;1;2;37.0;1;2;41.0;1;2;2;38.69230769230769
