NUMERO;PROMEDIO_CINCO;PROMEDIO_SEIS;NOTA_IECONOMICA;PROMEDIO_SIETE;NOTA_GRAFOS;PROMEDIO_OCHO;NCC_OCHO;NOTA_LOG_UNO;NOTA_CALIDAD_DOS;NOTA_LENGUA_DOS;PROMEDIO_NUEVE;CAR_NUEVE;NCC_NUEVE;NCA_NUEVE;NCP_NUEVE;NAC_NUEVE;NAA_NUEVE;NAP_NUEVE;EPA_NUEVE;NOTA_GRADO_UNO;VECES_GRADO_UNO;CREDITOS_GRADO_UNO;NOTA_LOG_DOS;VECES_LOG_DOS;CREDITOS_LOG_DOS;NOTA_DECISION;VECES_DECISION;CREDITOS_DECISION;NOTA_PRODUCCION;VECES_PRODUCCION;CREDITOS_PRODUCCION;NOTA_FINANZAS;VECES_FINANZAS;CREDITOS_FINANZAS;NOTA_GIT;VECES_GIT;CREDITOS_GIT;NOTA_GTH;VECES_GTH;CREDITOS_GTH;NOTA_HISTORIA;VECES_HISTORIA;CREDITOS_HISTORIA;RENDIMIENTO_DIEZ;PROMEDIO_DIEZ
831;34.76470588235294;36.85294117647059;32.0;40.92307692307692;33.0;35.2;10;37.0;42.0;34.0;29.46153846153846;1;13;7;6;6;3;3;1;0.0;0;1;25.0;1;2;15.5;2;2;30.0;1;3;26.0;1;2;40.0;1;2;40.0;1;2;0.0;0;2;4;48.0
1250;38.0;39.0;46.0;38.66666666666666;30.0;38.28571428571428;14;33.0;46.0;43.0;38.5625;0;16;16;0;8;8;0;2;45.0;1;1;48.0;1;2;30.0;1;2;30.0;1;3;34.0;1;2;47.0;1;2;39.0;1;2;43.0;1;2;2;33.55555555555556
1466;37.58823529411764;35.1764705882353;35.0;37.86666666666667;34.0;34.125;12;29.0;41.0;46.0;33.6;0;10;10;0;5;5;0;2;0.0;0;1;0.0;0;2;31.0;1;2;0.0;0;3;30.0;1;2;37.0;1;2;32.0;1;2;38.0;1;2;2;35.33333333333334
2;36.33333333333334;32.4;40.0;33.88888888888889;41.0;30.0;9;28.5;29.0;0.0;34.15384615384615;1;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;32.0;2;2;32.0;1;3;30.0;1;2;40.0;1;2;41.0;1;2;0.0;0;2;3;41.625
6;41.81818181818182;38.46666666666667;40.0;39.44444444444444;50.0;40.66666666666666;9;45.0;39.0;0.0;38.92307692307692;0;13;13;0;6;6;0;2;0.0;0;1;34.0;1;2;42.0;1;2;40.0;1;3;35.0;1;2;37.0;1;2;45.0;1;2;0.0;0;2;3;40.125
9;35.38461538461539;36.26666666666667;30.0;40.11111111111111;45.0;37.72727272727273;11;40.0;38.0;40.0;40.0;2;13;11;2;6;5;1;2;0.0;0;1;34.5;2;2;42.0;1;2;44.0;1;3;27.5;2;2;45.0;1;2;45.0;1;2;0.0;0;2;2;36.8
10;33.40909090909091;34.66666666666666;30.0;39.44444444444444;40.0;38.66666666666666;9;32.0;42.0;0.0;36.15384615384615;2;13;11;2;6;5;1;2;0.0;0;1;31.0;1;2;26.0;3;2;46.0;1;3;30.0;2;2;40.0;1;2;39.0;1;2;0.0;0;2;3;40.625
11;32.2;33.16666666666667;21.66666666666667;37.66666666666666;37.0;35.11111111111111;9;38.0;41.0;0.0;35.07692307692308;1;13;11;2;6;5;1;2;0.0;0;1;31.0;1;2;28.5;2;2;37.0;1;3;31.0;1;2;40.0;1;2;42.0;1;2;0.0;0;2;2;32.5
15;43.53846153846154;42.13333333333333;40.0;43.33333333333334;40.0;45.27272727272727;11;45.0;47.0;46.0;40.30769230769231;0;13;13;0;6;6;0;2;0.0;0;1;39.0;1;2;40.0;1;2;40.0;1;3;35.0;1;2;39.0;1;2;49.0;1;2;0.0;0;2;2;39.7
20;36.61538461538461;36.66666666666666;40.0;40.44444444444444;40.0;41.55555555555556;9;39.0;42.0;0.0;39.23076923076923;0;13;13;0;6;6;0;2;0.0;0;1;38.0;1;2;32.0;1;2;40.0;1;3;35.0;1;2;45.0;1;2;45.0;1;2;0.0;0;2;3;40.5
24;27.88461538461538;27.71428571428572;35.0;31.85714285714286;0.0;15.5;4;17.0;14.0;0.0;0.0;0;2;0;2;1;0;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.0;0;2;0.0;0;2;0.0;1;2;0.0;0;2;0;0.0
27;35.45454545454545;33.06666666666667;35.0;32.88888888888889;33.0;35.0;9;32.0;30.0;0.0;32.30769230769231;1;13;11;2;6;5;1;2;0.0;0;1;32.0;1;2;26.5;2;2;33.0;1;3;35.0;1;2;32.0;1;2;35.0;1;2;0.0;0;2;3;40.875
28;36.23076923076923;36.66666666666666;45.0;39.77777777777778;45.0;42.45454545454545;11;45.0;38.0;41.0;37.30769230769231;1;13;13;0;6;6;0;2;0.0;0;1;36.0;1;2;35.0;2;2;39.0;1;3;30.0;1;2;43.0;1;2;40.0;1;2;0.0;0;2;3;43.875
31;40.61538461538461;35.96666666666667;35.0;40.88888888888889;38.0;37.63636363636363;11;37.0;37.0;44.0;35.30769230769231;1;13;11;2;6;5;1;2;0.0;0;1;37.0;1;2;27.5;2;2;36.0;1;3;30.0;1;2;33.0;1;2;48.0;1;2;0.0;0;2;2;35.7
32;34.15384615384615;34.46666666666667;27.5;34.77777777777778;31.0;35.63636363636363;11;30.0;37.0;44.0;36.07692307692308;1;13;11;2;6;5;1;2;0.0;0;1;39.0;1;2;40.0;1;2;35.0;1;3;25.0;3;2;38.0;1;2;40.0;1;2;0.0;0;2;2;39.8
40;37.13333333333333;35.83333333333334;40.0;38.44444444444444;36.0;31.88888888888889;9;31.0;32.0;0.0;36.15384615384615;1;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;38.0;1;2;32.0;1;3;28.0;2;2;39.0;1;2;46.0;1;2;0.0;0;2;2;38.6
41;32.8;32.16666666666666;35.0;31.55555555555556;32.5;36.77777777777778;9;35.0;38.0;0.0;38.61538461538461;0;13;13;0;6;6;0;2;0.0;0;1;37.0;1;2;32.0;1;2;46.0;1;3;30.0;1;2;43.0;1;2;40.0;1;2;0.0;0;2;2;36.1
44;36.16666666666666;33.26666666666667;30.0;37.88888888888889;41.0;36.22222222222222;9;32.0;32.5;0.0;36.30769230769231;1;13;11;2;6;5;1;2;0.0;0;1;39.0;1;2;31.0;1;2;42.0;1;3;29.0;2;2;32.0;1;2;42.0;1;2;0.0;0;2;2;36.875
45;33.46153846153846;37.26666666666667;35.0;40.0;35.0;35.27272727272727;11;30.0;39.0;40.0;38.15384615384615;2;13;9;4;6;4;2;2;0.0;0;1;28.0;2;2;40.0;1;2;41.0;1;3;28.5;2;2;45.0;1;2;45.0;1;2;0.0;0;2;2;38.125
46;38.23076923076923;35.73333333333333;40.0;37.77777777777778;45.0;40.88888888888889;9;45.0;44.0;0.0;39.23076923076923;0;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;40.0;1;2;42.0;1;3;30.0;1;2;46.0;1;2;45.0;1;2;0.0;0;2;3;43.5
52;34.76666666666667;33.4;30.0;40.66666666666666;43.0;35.59090909090909;11;38.0;35.0;39.0;36.46153846153846;1;13;13;0;6;6;0;2;0.0;0;1;37.0;1;2;31.0;1;2;38.0;1;3;32.0;2;2;39.0;1;2;41.0;1;2;0.0;0;2;2;37.8
53;35.45454545454545;38.66666666666666;45.0;42.11111111111111;50.0;38.22222222222222;9;40.0;41.0;0.0;39.61538461538461;0;13;13;0;6;6;0;2;0.0;0;1;34.0;1;2;31.0;1;2;43.0;1;3;40.0;1;2;43.0;1;2;45.0;1;2;0.0;0;2;3;40.125
60;38.15384615384615;34.2;30.0;35.55555555555556;33.0;35.88888888888889;9;25.5;38.0;0.0;34.76923076923077;1;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;25.5;2;2;35.0;1;3;30.0;1;2;38.0;1;2;44.0;1;2;0.0;0;2;2;39.5
61;35.86666666666667;33.0;30.0;37.66666666666666;38.0;34.5;9;30.0;34.0;0.0;35.84615384615385;1;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;30.0;1;2;46.0;1;3;25.0;2;2;35.0;1;2;38.0;1;2;0.0;0;2;2;32.25
62;36.23076923076923;37.8;35.0;41.11111111111111;50.0;42.55555555555556;9;45.0;42.0;0.0;34.76923076923077;1;13;10;3;6;5;1;2;0.0;0;1;36.0;1;2;30.0;1;2;28.0;2;3;35.0;1;2;43.0;1;2;40.0;1;2;0.0;0;2;3;43.5
63;33.84615384615385;33.63333333333333;30.0;31.33333333333333;35.0;20.27777777777778;9;18.0;30.0;0.0;29.5;2;10;6;4;5;3;2;1;0.0;0;1;35.0;1;2;9.5;2;2;0.0;0;3;23.0;2;2;45.0;1;2;35.0;1;2;0.0;0;2;3;42.14285714285715
66;40.46153846153846;33.66666666666666;35.0;38.77777777777778;43.0;39.88888888888889;9;35.0;41.0;0.0;42.23076923076923;0;13;13;0;6;6;0;2;0.0;0;1;43.0;1;2;47.0;1;2;47.0;1;3;35.0;1;2;34.0;1;2;45.0;1;2;0.0;0;2;2;39.4
70;31.0;31.7;35.0;35.66666666666666;38.0;29.77777777777778;9;32.0;39.0;0.0;32.69230769230769;1;13;11;2;6;5;1;2;0.0;0;1;41.0;1;2;27.5;2;2;30.0;1;3;30.0;1;2;30.0;1;2;39.0;1;2;0.0;0;2;2;38.625
74;31.66666666666667;35.2;35.0;38.0;48.0;31.88888888888889;9;23.5;32.0;0.0;35.69230769230769;0;13;13;0;6;6;0;2;0.0;0;1;38.0;1;2;34.0;1;2;32.0;1;3;30.0;1;2;42.0;1;2;40.0;1;2;0.0;0;2;2;35.1875
78;39.87179487179488;31.56666666666667;30.0;40.11111111111111;39.0;38.54545454545455;11;31.0;46.0;40.0;36.92307692307692;1;13;11;2;6;5;1;2;0.0;0;1;35.0;1;2;36.0;1;2;46.0;1;3;25.0;2;2;35.0;1;2;40.0;1;2;0.0;0;2;2;37.0
79;34.15384615384615;31.5;30.0;39.55555555555556;44.0;36.33333333333334;9;32.0;36.0;0.0;39.69230769230769;1;13;13;0;6;6;0;2;0.0;0;1;39.0;1;2;37.0;1;2;46.0;1;3;30.0;2;2;42.0;1;2;41.0;1;2;0.0;0;2;2;39.3
81;35.46666666666667;32.9;35.0;35.22222222222222;39.0;35.11111111111111;9;26.0;45.0;0.0;33.80769230769231;1;13;10;3;6;5;1;2;0.0;0;1;37.0;1;2;30.0;1;2;24.5;2;3;30.0;1;2;46.0;1;2;40.0;1;2;0.0;0;2;2;38.375
82;40.75555555555556;35.96666666666667;35.0;40.0;40.0;40.90909090909091;11;40.0;33.0;47.0;37.25641025641026;2;13;9;4;6;4;2;2;0.0;0;1;30.0;1;2;26.0;2;2;47.0;1;3;24.66666666666667;3;2;46.0;1;2;45.0;1;2;0.0;0;2;2;36.4
89;38.66666666666666;32.93333333333333;30.0;37.66666666666666;40.0;34.66666666666666;9;33.0;35.0;0.0;35.0;1;13;11;2;6;5;1;2;0.0;0;1;32.0;1;2;27.0;2;2;39.0;1;3;30.0;1;2;35.0;1;2;45.0;1;2;0.0;0;2;2;39.4
90;35.1;35.8;40.0;42.88888888888889;42.0;33.77777777777778;9;26.5;33.0;0.0;32.26923076923077;2;13;10;3;6;5;1;2;0.0;0;1;31.0;2;2;33.0;1;2;22.5;2;3;30.0;1;2;40.0;1;2;42.0;1;2;0.0;0;2;2;38.2
91;38.84615384615385;34.86666666666667;40.0;40.55555555555556;40.0;44.72727272727273;11;45.0;48.0;44.0;39.07692307692308;0;13;13;0;6;6;0;2;0.0;0;1;41.0;1;2;36.0;1;2;40.0;1;3;35.0;1;2;37.0;1;2;45.0;1;2;0.0;0;2;3;42.875
95;34.88235294117647;31.6;30.0;33.77777777777778;32.0;29.55555555555556;9;24.0;30.0;0.0;34.30769230769231;0;13;13;0;6;6;0;2;0.0;0;1;32.0;1;2;34.0;1;2;30.0;1;3;30.0;1;2;45.0;1;2;37.0;1;2;0.0;0;2;2;36.5
98;36.15384615384615;35.26666666666667;35.0;38.22222222222222;41.0;39.81818181818182;11;34.0;37.0;43.0;38.30769230769231;1;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;31.0;1;2;46.0;1;3;24.0;2;2;43.0;1;2;46.0;1;2;0.0;0;2;2;38.8
100;30.45454545454545;31.76666666666667;35.0;36.88888888888889;40.0;27.44444444444444;9;22.0;31.0;0.0;33.92307692307692;2;13;9;4;6;4;2;2;0.0;0;1;35.0;1;2;21.5;2;2;42.0;1;3;26.0;3;2;35.0;1;2;40.0;1;2;0.0;0;2;2;38.2
102;33.65384615384615;34.0;30.0;37.33333333333334;49.0;31.33333333333333;9;28.0;30.0;0.0;32.53846153846154;1;13;11;2;6;5;1;2;0.0;0;1;33.0;1;2;30.0;1;2;35.0;1;3;26.0;2;2;31.0;1;2;39.0;1;2;0.0;0;2;2;36.5
107;30.90909090909091;31.0;22.5;35.77777777777778;41.0;35.11111111111111;9;33.0;35.0;0.0;36.38461538461539;2;13;9;4;6;4;2;2;0.0;0;1;40.0;1;2;26.5;2;2;42.0;1;3;24.0;3;2;44.0;1;2;39.0;1;2;0.0;0;2;2;37.75
108;31.13636363636364;31.16666666666667;30.0;34.22222222222222;28.5;34.66666666666666;9;25.5;35.0;0.0;36.53846153846154;1;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;28.5;2;2;42.0;1;3;30.0;1;2;37.0;1;2;43.0;1;2;0.0;0;2;2;39.5
110;35.93333333333333;33.7;40.0;33.55555555555556;32.0;34.44444444444444;9;35.0;34.0;0.0;33.56410256410256;3;13;11;2;6;5;1;2;0.0;0;1;30.0;1;2;33.0;2;2;39.0;1;3;21.66666666666667;3;2;33.0;2;2;42.0;1;2;0.0;0;2;2;39.8
112;32.88461538461539;39.6;30.0;38.44444444444444;36.0;36.55555555555556;9;32.0;41.0;0.0;36.07692307692308;1;13;11;2;6;5;1;2;0.0;0;1;19.5;2;2;50.0;1;2;38.0;1;3;30.0;1;2;43.0;1;2;35.0;1;2;0.0;0;2;2;37.15
113;37.15384615384615;34.6;30.0;41.77777777777778;40.0;40.66666666666666;9;40.0;45.0;0.0;40.53846153846154;0;13;13;0;6;6;0;2;0.0;0;1;32.0;1;2;45.0;1;2;43.0;1;3;35.0;1;2;42.0;1;2;45.0;1;2;0.0;0;2;2;34.5
126;34.76923076923077;38.13333333333333;30.0;37.77777777777778;37.0;35.44444444444444;9;33.0;31.5;0.0;32.62820512820512;3;13;8;5;6;4;2;2;0.0;0;1;30.0;1;2;28.33333333333333;3;2;27.5;2;3;30.5;2;2;43.0;1;2;39.0;1;2;0.0;0;2;2;38.0
129;28.83333333333333;31.44444444444445;29.0;29.57142857142857;0.0;5.0;2;5.0;0.0;0.0;21.75;1;4;2;2;2;1;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;0.5;2;2;0.0;0;2;43.0;1;2;0.0;0;2;2;39.0
131;38.46153846153846;37.53333333333333;45.0;39.11111111111111;39.0;37.22222222222222;9;29.5;35.0;0.0;32.61538461538461;4;13;6;7;6;3;3;1;0.0;0;1;25.0;2;2;32.5;2;2;29.0;2;3;25.0;2;2;47.0;1;2;39.0;1;2;0.0;0;2;2;37.3
132;34.15384615384615;35.33333333333334;35.0;35.33333333333334;31.0;37.09090909090909;11;31.0;33.0;43.0;38.38461538461539;1;13;11;2;6;5;1;2;0.0;0;1;32.0;1;2;43.0;1;2;47.0;1;3;29.0;2;2;35.0;1;2;40.0;1;2;0.0;0;2;3;41.5
140;31.13636363636364;34.7;35.0;38.0;32.0;34.83333333333334;9;24.0;35.0;0.0;36.15384615384615;0;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;43.0;1;2;32.0;1;3;30.0;1;2;45.0;1;2;38.0;1;2;0.0;0;2;2;33.4
141;31.59090909090909;31.36666666666667;30.0;32.83333333333334;42.0;30.94444444444444;9;32.0;33.0;0.0;28.92307692307692;3;13;6;7;6;3;3;1;0.0;0;1;39.0;1;2;18.5;2;2;29.0;2;3;25.0;4;2;30.0;1;2;32.0;1;2;0.0;0;2;1;29.55
142;35.07692307692308;32.9;35.0;36.33333333333334;41.0;27.66666666666667;9;36.0;24.0;0.0;27.33333333333334;3;13;8;5;6;4;2;1;0.0;0;1;30.0;2;2;31.0;1;2;16.0;2;3;22.66666666666667;3;2;30.0;1;2;40.0;1;2;0.0;0;2;1;22.375
145;29.23076923076923;33.33333333333334;27.5;30.2;0.0;0.0;0;0.0;0.0;0.0;25.0;0;4;2;2;2;1;1;1;0.0;0;1;0.0;0;2;0.0;0;2;0.0;0;3;9.0;1;2;0.0;0;2;41.0;1;2;0.0;0;2;2;38.0
154;34.07692307692308;31.62222222222222;23.66666666666667;38.33333333333334;39.0;30.77777777777778;9;31.5;33.0;0.0;34.07692307692308;1;13;11;2;6;5;1;2;0.0;0;1;35.0;1;2;36.0;1;2;34.0;1;3;24.5;2;2;37.0;1;2;38.0;1;2;0.0;0;2;2;33.9
155;34.3235294117647;31.86666666666667;30.0;39.55555555555556;41.0;35.33333333333334;9;30.5;32.0;0.0;34.76923076923077;1;13;11;2;6;5;1;2;0.0;0;1;37.0;1;2;33.0;1;2;35.0;1;3;27.5;2;2;37.0;1;2;39.0;1;2;0.0;0;2;2;37.625
158;34.5;32.66666666666666;27.0;38.55555555555556;45.0;30.95454545454545;11;28.0;17.5;45.0;35.51282051282051;1;13;11;2;6;5;1;2;0.0;0;1;38.0;1;2;35.0;1;2;39.0;1;3;21.33333333333333;3;2;38.0;1;2;40.0;1;2;0.0;0;2;2;34.4375
161;37.30769230769231;38.5;40.0;40.44444444444444;45.0;18.55555555555556;9;22.5;36.0;0.0;28.8;2;10;6;4;5;3;2;1;0.0;0;1;19.0;2;2;48.0;1;2;0.0;0;3;32.0;1;2;3.0;2;2;42.0;1;2;0.0;0;2;1;26.0
162;32.69230769230769;33.48333333333333;37.0;35.55555555555556;39.0;32.0;9;33.0;32.0;0.0;31.23076923076923;3;13;6;7;6;3;3;1;0.0;0;1;29.5;2;2;22.0;3;2;27.0;2;3;36.0;1;2;35.0;1;2;40.0;1;2;0.0;0;2;2;38.1
164;29.75384615384615;31.0;30.0;34.33333333333334;29.5;28.44444444444444;9;19.0;39.0;0.0;21.21794871794872;5;13;4;9;6;2;4;1;0.0;0;1;14.66666666666667;3;2;38.0;1;2;13.5;2;3;15.25;4;2;33.0;2;2;16.75;4;2;0.0;0;2;2;30.75
166;33.26923076923077;33.13333333333333;25.5;38.22222222222222;47.0;36.77777777777778;9;32.0;37.0;0.0;35.53846153846154;0;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;41.0;1;2;30.0;1;3;33.0;1;2;40.0;1;2;41.0;1;2;0.0;0;2;2;38.7
168;32.0;36.13333333333333;35.0;37.44444444444444;41.0;34.09090909090909;11;24.0;36.0;44.0;36.02564102564102;2;13;11;2;6;5;1;2;0.0;0;1;36.0;1;2;37.0;2;2;31.0;1;3;21.66666666666667;3;2;50.0;1;2;43.0;1;2;0.0;0;2;2;37.0
173;32.72727272727273;36.06666666666667;30.0;36.55555555555556;39.0;30.88888888888889;9;26.5;36.0;0.0;31.69230769230769;2;13;9;4;6;4;2;2;0.0;0;1;16.5;2;2;24.0;2;2;35.0;1;3;37.0;1;2;40.0;1;2;36.0;1;2;0.0;0;2;2;35.875
177;42.92307692307692;37.13333333333333;45.0;41.55555555555556;48.0;38.45454545454545;11;45.0;30.0;44.0;34.53846153846154;1;13;13;0;6;6;0;2;0.0;0;1;33.0;1;2;30.0;1;2;37.0;2;3;30.0;1;2;31.0;1;2;45.0;1;2;0.0;0;2;3;40.125
183;41.53846153846154;35.86666666666667;40.0;37.88888888888889;39.0;40.36363636363637;11;45.0;30.0;41.0;32.80769230769231;1;13;10;3;6;5;1;2;0.0;0;1;33.0;1;2;30.0;1;2;27.5;2;3;35.0;1;2;33.0;1;2;41.0;1;2;0.0;0;2;3;41.125
186;41.0;37.73333333333333;45.0;43.88888888888889;45.0;40.55555555555556;9;42.0;39.0;0.0;35.88461538461539;2;13;13;0;6;6;0;2;0.0;0;1;34.0;1;2;35.0;2;2;33.5;2;3;35.0;1;2;37.0;1;2;42.0;1;2;0.0;0;2;3;41.125
187;36.2;35.4;35.0;38.66666666666666;43.0;38.18181818181818;11;39.0;38.0;41.0;37.84615384615385;2;13;11;2;6;5;1;2;0.0;0;1;34.0;2;2;31.0;1;2;46.0;1;3;28.0;2;2;40.0;1;2;44.0;1;2;0.0;0;2;2;37.5
188;31.45454545454545;34.43333333333333;39.0;34.63636363636363;41.0;34.55555555555556;9;30.0;40.0;0.0;34.69230769230769;1;13;11;2;6;5;1;2;0.0;0;1;38.0;1;2;30.0;1;2;33.0;1;3;28.0;2;2;40.0;1;2;40.0;1;2;0.0;0;2;2;36.6
189;31.69230769230769;30.68333333333333;22.5;35.22222222222222;35.0;33.0;11;24.0;33.0;42.0;33.23076923076923;1;13;11;2;6;5;1;2;0.0;0;1;34.0;1;2;35.0;1;2;40.0;1;3;23.0;2;2;30.0;1;2;34.0;1;2;0.0;0;2;2;36.0
199;33.46153846153846;33.36666666666667;30.0;36.09090909090909;37.0;33.11111111111111;9;33.0;31.0;0.0;33.38461538461539;2;13;9;4;6;4;2;2;0.0;0;1;36.0;1;2;26.0;2;2;36.0;1;3;27.0;2;2;35.0;1;2;39.0;1;2;0.0;0;2;3;40.1
204;40.0;37.8;45.0;37.44444444444444;36.0;35.90909090909091;11;31.0;37.0;39.0;37.15384615384615;1;13;13;0;6;6;0;2;0.0;0;1;31.5;2;2;31.0;1;2;40.0;1;3;31.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;2;38.0
230;30.90909090909091;30.86666666666667;30.0;39.11111111111111;44.0;34.94444444444444;9;40.0;34.0;0.0;33.53846153846154;2;13;9;4;6;4;2;2;0.0;0;1;16.5;2;2;41.0;1;2;36.0;1;3;25.5;2;2;39.0;1;2;42.0;1;2;0.0;0;2;2;37.125
236;37.5;37.66666666666666;30.0;37.22222222222222;31.5;35.88888888888889;9;31.0;26.0;0.0;38.23076923076923;1;13;13;0;6;6;0;2;0.0;0;1;33.0;1;2;30.0;2;2;47.0;1;3;30.0;1;2;45.0;1;2;40.0;1;2;0.0;0;2;3;42.3
238;35.53846153846154;34.56666666666667;30.0;37.88888888888889;32.5;42.0;11;34.0;35.0;44.0;42.53846153846154;0;13;13;0;6;6;0;2;0.0;0;1;46.0;1;2;33.0;1;2;47.0;1;3;39.0;1;2;45.0;1;2;43.0;1;2;0.0;0;2;3;43.4
245;35.76923076923077;34.13333333333333;30.0;39.77777777777778;44.0;35.45454545454545;11;37.0;32.0;41.0;37.07692307692308;2;13;11;2;6;5;1;2;0.0;0;1;41.0;1;2;30.5;2;2;45.0;1;3;26.0;2;2;37.0;1;2;39.0;1;2;0.0;0;2;2;38.0
251;34.36363636363637;35.43333333333333;30.0;37.77777777777778;36.0;33.55555555555556;9;31.0;33.0;0.0;33.65384615384615;1;13;10;3;6;5;1;2;0.0;0;1;38.0;1;2;30.0;1;2;28.5;2;3;30.0;1;2;39.0;1;2;39.0;1;2;0.0;0;2;2;35.2
253;37.11764705882353;38.0;33.0;39.8;42.0;41.14285714285715;14;43.0;38.0;41.0;38.28125;1;16;16;0;8;8;0;2;45.0;1;1;37.0;1;2;33.0;1;2;30.5;2;3;32.0;1;2;43.0;1;2;49.0;1;2;44.0;1;2;3;40.88888888888889
254;31.54545454545455;35.8;30.0;38.22222222222222;38.0;35.88888888888889;9;33.5;42.0;0.0;39.53846153846154;0;13;13;0;6;6;0;2;0.0;0;1;35.0;1;2;44.0;1;2;36.0;1;3;39.0;1;2;43.0;1;2;42.0;1;2;0.0;0;2;3;40.75
258;39.0;38.4;43.0;42.0;43.0;30.77777777777778;9;23.0;31.0;0.0;40.30769230769231;0;13;13;0;6;6;0;2;0.0;0;1;41.0;1;2;31.0;1;2;38.0;1;3;40.0;1;2;45.0;1;2;48.0;1;2;0.0;0;2;2;38.5
259;40.46153846153846;38.6;40.0;36.63636363636363;33.0;40.22222222222222;9;36.0;35.0;0.0;39.69230769230769;0;13;13;0;6;6;0;2;0.0;0;1;41.0;1;2;35.0;1;2;42.0;1;3;40.0;1;2;37.0;1;2;42.0;1;2;0.0;0;2;2;38.1
261;36.5;31.93333333333333;27.5;38.33333333333334;41.0;30.56060606060606;11;30.0;19.33333333333333;40.0;33.38461538461539;0;13;13;0;6;6;0;2;0.0;0;1;31.0;1;2;30.0;1;2;30.0;1;3;30.0;1;2;42.0;1;2;39.0;1;2;0.0;0;2;2;33.75
262;36.95555555555555;40.06666666666667;45.0;42.66666666666666;45.0;41.44444444444444;9;40.0;35.0;0.0;43.46153846153846;0;13;13;0;6;6;0;2;0.0;0;1;35.0;1;2;39.0;1;2;47.0;1;3;40.0;1;2;48.0;1;2;50.0;1;2;0.0;0;2;3;42.7
263;33.63636363636363;38.26666666666667;47.0;39.33333333333334;50.0;34.33333333333334;9;30.0;40.0;0.0;34.15384615384615;1;13;11;2;6;5;1;2;0.0;0;1;40.0;1;2;30.0;1;2;34.0;1;3;24.0;2;2;37.0;1;2;40.0;1;2;0.0;0;2;3;41.6
267;32.86666666666667;37.03333333333333;39.0;36.88888888888889;41.0;34.0;9;28.5;35.0;0.0;36.0;1;13;13;0;6;6;0;2;0.0;0;1;36.0;1;2;37.0;2;2;36.0;1;3;30.0;1;2;42.0;1;2;35.0;1;2;0.0;0;2;2;37.75
269;35.53333333333333;35.93333333333333;35.0;38.66666666666666;39.0;33.88888888888889;9;30.0;35.0;0.0;34.92307692307692;0;13;13;0;6;6;0;2;0.0;0;1;35.0;1;2;35.0;1;2;30.0;1;3;32.0;1;2;41.0;1;2;39.0;1;2;0.0;0;2;2;33.5
270;40.61538461538461;38.0;35.0;38.36363636363637;29.0;39.77777777777778;9;37.0;38.0;0.0;39.07692307692308;0;13;13;0;6;6;0;2;0.0;0;1;35.0;1;2;32.0;1;2;46.0;1;3;30.0;1;2;44.0;1;2;44.0;1;2;0.0;0;2;2;37.8
271;43.18181818181818;39.53333333333333;40.0;38.81818181818182;35.0;42.88888888888889;9;36.0;40.0;0.0;39.38461538461539;0;13;13;0;6;6;0;2;0.0;0;1;42.0;1;2;31.0;1;2;46.0;1;3;31.0;1;2;41.0;1;2;42.0;1;2;0.0;0;2;2;38.9
272;36.53333333333333;35.73333333333333;35.0;34.44444444444444;28.0;36.0;9;39.0;29.0;0.0;32.64102564102564;2;13;9;4;6;4;2;2;0.0;0;1;37.0;1;2;27.5;2;2;30.0;1;3;25.66666666666667;3;2;37.0;1;2;40.0;1;2;0.0;0;2;2;34.6
273;34.41025641025641;36.73333333333333;40.0;38.44444444444444;40.0;29.72727272727273;11;32.0;28.5;39.0;35.46153846153846;1;13;11;2;6;5;1;2;0.0;0;1;37.0;1;2;29.0;2;2;37.0;1;3;30.0;1;2;42.0;1;2;37.0;1;2;0.0;0;2;2;38.1
278;39.61538461538461;37.2;40.0;39.66666666666666;37.0;39.11111111111111;9;40.0;36.0;0.0;40.76923076923077;0;13;13;0;6;6;0;2;0.0;0;1;37.0;1;2;35.0;1;2;48.0;1;3;30.0;1;2;45.0;1;2;46.0;1;2;0.0;0;2;2;38.1
282;38.87179487179487;40.53333333333333;43.0;39.66666666666666;30.0;41.81818181818182;11;40.0;37.0;46.0;43.15384615384615;0;13;13;0;6;6;0;2;0.0;0;1;45.0;1;2;43.0;1;2;39.0;1;3;40.0;1;2;48.0;1;2;46.0;1;2;0.0;0;2;4;47.2
294;40.53846153846154;39.4;40.0;42.66666666666666;45.0;39.22222222222222;9;38.0;34.0;0.0;42.84615384615385;2;13;13;0;6;6;0;2;0.0;0;1;49.0;1;2;37.5;2;2;47.0;1;3;30.5;2;2;43.0;1;2;48.0;1;2;0.0;0;2;4;45.2
