NOTA_ASD;NOTA_CEM;NOTA_IO_UNO;NOTA_INSE;NOTA_IYM;NOTA_EE_UNO;NOTA_GENH;VECES_CEM;NOTA_EL_DOS;VECES_IYM;VECES_INSE;PROMEDIO_CUATRO;NOTA_MPI;VECES_EE_UNO;VECES_ASD;NAA_CUATRO;NOTA_GEE;NOTA_ME;NCC_CUATRO;NOTA_PYE;NCA_CUATRO;NOTA_CIR_TRES;NOTA_ELD;VECES_GENH;NCP_CUATRO;VECES_EL_DOS;VECES_IO_UNO;VECES_ME;CAR_CUATRO;NAP_CUATRO;NAC_CUATRO;EPA_CUATRO;VECES_PYE;CREDITOS_ASD;CREDITOS_IYM;CREDITOS_IO_UNO;CREDITOS_INSE;CREDITOS_GENH;CREDITOS_EE_UNO;CREDITOS_CEM;RENDIMIENTO_CINCO;PROMEDIO_CINCO
9;25;0;0;0;0;0;2;0;0;0;23.0;11;0;2;1;0;21;7.0;38;2.0;0;0;0;5.0;0;0;1;1;2;3;1;2;2;3;2;2;2;3;3;1.0;18.6
40;32;35;40;45;0;33;2;32;1;1;37.0;38;0;1;7;34;38;17.0;32;17.0;47;39;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.642857142857146
0;35;43;37;0;0;26;1;41;0;1;36.05882352941177;35;0;0;7;31;38;17.0;37;17.0;31;36;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;35.22222222222222
36;31;31;30;34;0;31;1;33;1;1;34.35294117647059;32;0;2;7;38;33;17.0;37;17.0;41;30;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;32.214285714285715
31;34;35;34;0;0;0;1;28;0;1;35.6;35;0;1;5;0;35;15.0;33;12.0;37;45;0;3.0;1;1;1;0;1;6;2;1;2;3;2;2;2;3;3;2.0;33.55555555555556
31;30;31;35;44;0;38;1;35;1;1;37.11764705882353;35;0;1;7;30;30;17.0;39;17.0;42;48;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;35.142857142857146
33;32;35;31;0;0;33;3;33;0;1;33.23529411764706;38;0;1;7;35;33;17.0;32;17.0;32;31;1;0.0;1;1;2;4;0;7;2;3;2;3;2;2;2;3;3;2.0;32.72727272727273
35;34;33;40;40;0;33;2;33;1;1;35.411764705882355;35;0;1;7;35;33;17.0;32;17.0;43;38;1;0.0;2;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;36.0
38;32;44;37;48;0;35;2;36;1;1;38.23529411764706;35;0;1;7;39;38;17.0;30;17.0;41;46;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;39.142857142857146
0;30;0;0;0;0;0;1;0;0;0;20.5;35;0;0;1;0;0;4.0;6;2.0;0;0;0;2.0;0;0;0;0;1;2;1;1;2;3;2;2;2;3;3;1.0;30.0
30;34;35;30;34;0;35;1;30;1;1;32.294117647058826;30;0;1;7;41;31;17.0;32;17.0;32;32;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;33.142857142857146
39;34;37;35;42;0;37;1;34;1;1;37.1764705882353;40;0;1;7;31;38;17.0;36;17.0;50;34;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;37.42857142857143
36;32;46;42;40;0;37;1;37;1;1;36.88235294117647;40;0;1;7;31;43;17.0;33;17.0;34;37;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;38.42857142857143
41;32;39;34;43;0;31;1;31;1;1;37.35294117647059;35;0;1;7;30;42;17.0;30;17.0;50;42;1;0.0;1;1;2;2;0;7;2;1;2;3;2;2;2;3;3;2.0;36.785714285714285
31;35;43;33;31;0;30;3;36;1;1;37.588235294117645;36;0;1;7;30;41;17.0;39;17.0;30;46;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;33.714285714285715
36;35;44;38;41;0;32;3;37;2;1;36.470588235294116;30;0;1;7;30;42;17.0;35;17.0;44;35;1;0.0;1;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;37.714285714285715
34;31;38;36;34;0;32;3;39;1;1;36.705882352941174;35;0;1;7;30;31;17.0;34;17.0;36;48;1;0.0;3;1;1;3;0;7;2;2;2;3;2;2;2;3;3;2.0;33.92857142857143
36;32;39;38;44;0;32;2;32;1;1;34.11764705882353;35;0;1;7;31;38;17.0;30;17.0;44;30;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;37.0
32;31;40;35;49;0;34;1;41;1;1;37.0;36;0;1;7;37;31;17.0;35;17.0;46;35;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;37.285714285714285
31;27;43;35;39;0;30;3;31;1;1;34.11764705882353;44;0;1;7;34;34;17.0;34;17.0;31;33;2;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;34.0
0;22;24;0;0;0;0;3;22;0;0;28.727272727272727;38;0;0;2;0;34;11.0;0;5.0;0;24;0;6.0;1;1;2;2;2;4;1;0;2;3;2;2;2;3;3;1.0;22.8
35;30;39;42;40;0;31;4;39;1;1;40.35294117647059;42;0;1;7;31;37;17.0;36;17.0;48;48;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.0
35;26;39;45;35;0;31;3;39;1;1;37.94117647058823;40;0;1;7;37;35;17.0;36;17.0;49;33;1;0.0;3;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;34.5
45;34;38;39;37;0;41;1;39;1;1;41.529411764705884;40;0;1;7;40;47;17.0;37;17.0;41;44;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;38.5
35;30;43;40;42;0;31;3;31;1;1;32.588235294117645;40;0;1;7;30;32;17.0;33;17.0;33;31;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.714285714285715
31;0;0;40;0;0;0;0;0;0;1;37.0;37;0;1;1;0;0;2.0;0;2.0;0;0;0;0.0;0;0;0;0;0;1;2;0;2;3;2;2;2;3;3;2.0;35.5
35;20;33;41;0;0;0;2;30;0;1;33.666666666666664;41;0;1;5;20;34;15.0;31;13.0;0;43;0;2.0;1;1;1;1;1;6;2;2;2;3;2;2;2;3;3;2.0;30.88888888888889
42;35;43;34;30;0;37;3;33;1;1;35.588235294117645;40;0;1;7;31;37;17.0;30;17.0;47;33;2;0.0;2;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;36.214285714285715
35;34;42;34;30;0;37;1;36;1;1;35.8235294117647;38;0;1;7;38;33;17.0;33;17.0;41;34;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;34.857142857142854
35;38;45;43;33;0;33;1;38;1;1;39.705882352941174;42;0;1;7;35;37;17.0;37;17.0;45;44;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.5
40;30;39;42;34;0;31;2;38;1;1;38.705882352941174;42;0;1;7;30;32;17.0;38;17.0;48;44;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;35.42857142857143
37;40;35;45;31;0;32;1;32;1;2;37.470588235294116;44;0;1;7;30;40;17.0;37;17.0;50;33;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.5
35;31;32;34;42;0;30;2;32;1;1;35.1764705882353;38;0;1;7;33;36;17.0;30;17.0;45;34;1;0.0;2;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;34.357142857142854
43;36;44;40;44;0;41;1;33;1;1;38.76470588235294;39;0;1;7;35;46;17.0;37;17.0;34;44;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;41.142857142857146
34;24;35;0;40;0;0;2;35;1;0;35.61538461538461;39;0;1;5;0;33;13.0;41;13.0;0;33;0;0.0;1;1;2;2;0;5;2;1;2;3;2;2;2;3;3;2.0;33.0
40;30;41;37;30;0;34;1;31;1;1;38.05882352941177;38;0;1;7;36;41;17.0;40;17.0;37;43;1;0.0;1;1;1;2;0;7;2;2;2;3;2;2;2;3;3;2.0;34.57142857142857
35;34;37;39;45;0;30;2;31;1;1;36.94117647058823;38;0;1;7;34;38;17.0;34;17.0;49;37;1;0.0;1;1;2;2;0;7;2;1;2;3;2;2;2;3;3;2.0;37.07142857142857
9;24;32;37;1;0;5;4;30;2;1;29.764705882352942;36;0;3;6;34;33;17.0;0;15.0;30;39;2;2.0;1;1;1;1;1;7;1;2;2;3;2;2;2;3;3;1.0;17.214285714285715
35;19;30;0;22;0;0;1;36;1;0;33.8;39;0;1;3;0;32;10.0;28;8.0;0;0;0;2.0;1;1;1;1;1;4;2;2;2;3;2;2;2;3;3;1.0;25.3
37;33;42;37;40;0;38;2;37;1;1;37.23529411764706;43;0;1;7;31;41;17.0;32;17.0;47;31;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;37.642857142857146
35;0;31;41;41;0;30;0;31;2;1;33.88235294117647;42;0;1;6;33;33;17.0;26;15.0;37;36;2;2.0;1;1;1;0;1;7;2;1;2;3;2;2;2;3;3;2.0;36.09090909090909
37;35;47;39;30;0;32;1;37;1;1;37.23529411764706;40;0;1;7;37;40;17.0;34;17.0;30;40;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.07142857142857
41;35;46;40;40;0;34;2;31;1;1;37.64705882352941;40;0;1;7;36;41;17.0;34;17.0;45;38;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;39.07142857142857
38;31;43;34;42;0;30;2;35;1;1;35.94117647058823;38;0;1;7;33;31;17.0;34;17.0;43;39;2;0.0;3;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;36.357142857142854
0;8;13;0;0;0;0;1;34;0;0;33.07692307692308;41;0;0;5;0;32;13.0;30;13.0;0;30;0;0.0;1;1;1;1;0;5;2;3;2;3;2;2;2;3;3;1.0;10.0
33;20;39;42;44;0;0;3;31;1;1;34.64705882352941;40;0;1;7;30;34;17.0;33;17.0;40;36;0;0.0;2;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;35.0
37;35;33;38;34;0;34;2;38;1;1;36.05882352941177;39;0;1;7;30;41;17.0;33;17.0;32;36;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;35.07142857142857
37;28;32;36;0;0;38;2;39;0;1;34.705882352941174;40;0;1;7;30;33;17.0;31;17.0;41;30;1;0.0;2;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;33.63636363636363
36;36;45;32;38;0;39;2;38;1;1;37.94117647058823;37;0;1;7;36;43;17.0;35;17.0;36;38;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.57142857142857
37;34;42;40;43;0;30;2;33;2;1;34.94117647058823;40;0;1;7;36;38;17.0;32;17.0;30;35;1;0.0;1;1;2;1;0;7;2;1;2;3;2;2;2;3;3;2.0;37.785714285714285
41;30;30;30;32;0;34;2;38;1;1;33.411764705882355;32;0;1;7;30;31;17.0;30;17.0;33;37;1;0.0;2;2;1;3;0;7;2;2;2;3;2;2;2;3;3;2.0;32.57142857142857
36;30;30;34;31;0;31;2;35;1;1;34.470588235294116;41;0;1;7;30;39;17.0;30;17.0;30;34;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;31.785714285714285
44;30;41;41;31;0;30;2;34;1;1;35.588235294117645;42;0;1;7;31;38;17.0;37;17.0;32;35;1;0.0;2;1;1;2;0;7;2;2;2;3;2;2;2;3;3;2.0;35.357142857142854
37;33;39;35;39;0;37;2;40;1;1;38.705882352941174;36;0;1;7;35;43;17.0;33;17.0;39;41;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.57142857142857
39;36;43;35;37;0;33;2;35;1;1;38.76470588235294;38;0;1;7;30;41;17.0;37;17.0;46;43;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.07142857142857
9;0;26;0;0;0;0;0;0;0;0;31.125;0;0;2;2;0;35;8.0;33;5.0;0;26;0;3.0;0;1;1;1;1;3;2;1;2;3;2;2;2;3;3;1.0;17.5
35;35;32;39;39;0;33;3;30;1;1;34.294117647058826;35;0;1;7;32;35;17.0;34;17.0;48;30;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;35.714285714285715
35;30;41;33;30;0;30;2;34;1;1;36.529411764705884;42;0;1;7;30;33;17.0;34;17.0;44;40;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;32.714285714285715
0;7;16;0;0;0;0;1;34;0;0;33.46153846153846;33;0;0;5;0;31;13.0;36;13.0;0;34;0;0.0;1;1;1;1;0;5;2;3;2;3;2;2;2;3;3;1.0;10.6
31;30;35;35;37;0;32;1;35;1;1;34.23529411764706;39;0;1;7;32;38;17.0;33;17.0;31;31;1;0.0;1;1;1;3;0;7;2;2;2;3;2;2;2;3;3;2.0;33.357142857142854
0;29;37;0;0;0;0;2;38;0;0;35.333333333333336;0;0;0;3;0;33;9.0;0;9.0;0;35;0;0.0;3;2;1;1;0;3;2;0;2;3;2;2;2;3;3;2.0;32.2
0;38;0;32;0;0;0;1;37;0;1;31.0;37;0;0;6;36;30;17.0;33;15.0;0;38;0;2.0;2;0;1;2;1;7;2;1;2;3;2;2;2;3;3;2.0;35.6
33;13;38;5;33;0;38;3;38;1;1;35.0;41;0;2;7;30;35;17.0;30;17.0;36;34;1;0.0;1;2;1;2;0;7;2;2;2;3;2;2;2;3;3;1.0;26.142857142857142
35;35;41;38;34;0;30;2;40;1;1;38.0;39;0;1;7;30;35;17.0;41;17.0;42;39;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;35.357142857142854
40;32;40;41;37;0;34;2;45;1;1;39.470588235294116;43;0;1;7;31;30;17.0;37;17.0;49;42;2;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.92857142857143
35;30;34;33;41;0;38;1;37;1;1;32.411764705882355;39;0;1;7;30;30;17.0;30;17.0;31;30;1;0.0;1;1;1;2;0;7;2;2;2;3;2;2;2;3;3;2.0;35.214285714285715
48;36;41;42;49;0;33;1;39;1;1;41.705882352941174;40;0;1;7;38;47;17.0;39;17.0;41;45;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;41.642857142857146
0;15;34;0;40;0;0;1;38;1;0;34.0;40;0;0;5;0;30;13.0;34;13.0;0;30;0;0.0;1;1;1;1;0;5;2;3;2;3;2;2;2;3;3;1.0;29.125
37;34;36;35;39;0;30;2;31;1;1;35.11764705882353;36;0;1;7;30;34;17.0;36;17.0;45;36;1;0.0;2;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;35.357142857142854
37;4;30;0;23;0;0;1;37;1;0;32.92307692307692;46;0;1;4;0;31;13.0;33;10.0;0;22;0;3.0;1;2;1;1;1;5;2;1;2;3;2;2;2;3;3;1.0;21.5
42;30;43;41;46;0;32;1;40;1;1;38.529411764705884;37;0;1;7;36;44;17.0;30;17.0;46;35;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;38.857142857142854
35;32;30;39;33;0;31;1;31;2;1;36.88235294117647;42;0;1;7;31;41;17.0;41;17.0;36;37;1;0.0;1;2;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;33.214285714285715
41;39;41;35;46;0;30;2;40;1;1;38.588235294117645;40;0;1;7;35;39;17.0;37;17.0;45;35;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;39.214285714285715
41;36;39;39;46;0;36;1;41;1;1;38.705882352941174;39;0;1;7;33;40;17.0;35;17.0;36;43;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;39.714285714285715
34;19;0;42;34;0;30;2;36;1;1;35.470588235294116;41;0;1;7;36;32;17.0;30;17.0;37;37;1;0.0;2;0;2;3;0;7;2;1;2;3;2;2;2;3;3;2.0;30.916666666666668
36;30;37;33;46;0;30;1;37;1;1;35.11764705882353;40;0;1;7;34;33;17.0;31;17.0;36;35;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;35.714285714285715
30;33;43;39;47;0;34;2;34;1;1;36.11764705882353;40;0;1;7;30;39;17.0;44;17.0;37;31;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;38.0
42;37;37;38;46;0;32;2;39;1;1;37.705882352941174;40;0;1;7;36;30;17.0;32;17.0;46;42;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;39.07142857142857
42;36;40;42;30;0;33;1;36;1;1;37.23529411764706;38;0;1;7;34;42;17.0;30;17.0;39;39;1;0.0;2;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;36.57142857142857
44;39;46;40;36;0;33;2;38;1;1;36.11764705882353;41;0;1;7;38;30;17.0;34;17.0;38;36;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;39.357142857142854
49;43;37;43;41;0;40;1;41;1;1;41.94117647058823;43;0;1;7;37;44;17.0;38;17.0;45;44;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;42.142857142857146
39;38;44;40;45;0;34;3;33;1;1;33.1764705882353;36;0;1;7;30;34;17.0;32;17.0;31;35;2;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;40.214285714285715
41;36;31;42;46;0;35;2;35;1;1;36.35294117647059;40;0;1;7;31;37;17.0;31;17.0;45;36;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;38.857142857142854
41;31;39;33;39;0;31;1;30;1;1;35.23529411764706;38;0;1;7;32;39;17.0;39;17.0;42;30;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;35.57142857142857
33;30;39;42;37;0;38;1;36;1;1;40.1764705882353;43;0;1;7;35;48;17.0;34;17.0;39;43;1;0.0;2;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;36.07142857142857
0;27;30;0;0;0;0;3;0;0;0;23.8;38;0;0;3;0;30;10.0;30;7.0;0;4;0;3.0;0;1;2;2;1;4;1;2;2;3;2;2;2;3;3;1.0;28.2
37;17;32;35;30;0;34;1;39;1;2;34.411764705882355;33;0;2;7;31;30;17.0;38;17.0;30;38;1;0.0;2;1;1;3;0;7;2;2;2;3;2;2;2;3;3;1.0;29.785714285714285
41;34;43;32;43;0;34;1;37;1;1;35.88235294117647;41;0;1;7;30;30;17.0;36;17.0;45;35;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;37.92857142857143
33;32;43;36;34;0;31;3;33;1;2;35.76470588235294;39;0;1;7;35;43;17.0;38;17.0;33;30;1;0.0;1;1;1;2;0;7;2;2;2;3;2;2;2;3;3;2.0;34.57142857142857
32;33;38;40;45;0;37;3;39;1;1;36.88235294117647;42;0;1;7;34;37;17.0;31;17.0;34;39;1;0.0;2;1;2;3;0;7;2;1;2;3;2;2;2;3;3;2.0;37.714285714285715
35;35;41;41;34;0;38;1;39;1;1;39.0;38;0;1;7;37;44;17.0;42;17.0;30;40;1;0.0;1;1;2;1;0;7;2;1;2;3;2;2;2;3;3;2.0;36.92857142857143
32;38;44;38;38;0;36;2;30;1;1;35.05882352941177;37;0;1;7;31;39;17.0;34;17.0;40;35;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.714285714285715
0;0;5;0;0;0;0;0;34;0;0;31.307692307692307;41;0;0;4;0;39;13.0;32;10.0;0;14;0;3.0;3;1;1;3;1;5;2;2;2;3;2;2;2;3;3;1.0;5.0
0;1;0;0;0;0;0;1;37;0;0;24.0;36;0;0;2;0;3;8.0;0;5.0;0;0;0;3.0;1;0;1;0;1;3;1;0;2;3;2;2;2;3;3;1.0;1.0
0;0;37;0;0;0;0;0;22;0;0;29.23076923076923;32;0;0;3;0;31;13.0;23;8.0;0;37;0;5.0;2;1;1;1;2;5;1;1;2;3;2;2;2;3;3;2.0;37.0
42;35;40;44;38;0;30;2;35;1;1;34.8235294117647;36;0;1;7;30;33;17.0;35;17.0;39;36;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.92857142857143
21;0;37;40;0;0;0;1;38;0;1;31.88235294117647;41;0;2;6;30;38;17.0;30;15.0;8;32;0;2.0;1;1;1;1;1;7;2;1;2;3;2;2;2;3;3;1.0;21.77777777777778
38;32;45;35;36;0;34;1;38;1;1;37.88235294117647;43;0;1;7;33;35;17.0;38;17.0;37;41;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.285714285714285
9;5;0;40;0;0;0;1;41;0;1;34.6;39;0;1;3;26;0;10.0;0;8.0;0;31;0;2.0;2;0;0;1;1;4;2;0;2;3;2;2;2;3;3;1.0;16.142857142857142
36;33;39;41;35;0;35;1;38;1;1;35.588235294117645;42;0;1;7;31;32;17.0;36;17.0;30;39;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;36.142857142857146
35;32;49;43;47;0;36;1;48;1;1;42.1764705882353;45;0;1;7;37;37;17.0;37;17.0;49;42;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;40.214285714285715
33;18;36;30;45;0;31;2;31;2;1;33.35294117647059;34;0;1;7;35;37;17.0;30;17.0;30;35;1;0.0;2;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;32.07142857142857
38;32;32;43;46;0;34;1;43;1;1;39.0;41;0;1;7;32;41;17.0;31;17.0;49;35;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;37.714285714285715
43;34;40;40;34;0;42;1;46;1;1;39.705882352941174;41;0;1;7;36;37;17.0;34;17.0;42;40;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;38.142857142857146
37;42;44;41;33;0;35;1;43;1;1;38.1764705882353;40;0;1;7;42;30;17.0;36;17.0;31;44;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;38.5
32;17;36;33;30;0;24;2;36;2;1;34.470588235294116;32;0;1;7;32;34;17.0;34;17.0;30;40;2;0.0;1;1;1;4;0;7;2;2;2;3;2;2;2;3;3;1.0;27.928571428571427
36;37;45;36;39;0;33;1;37;1;1;38.705882352941174;40;0;1;7;36;36;17.0;35;17.0;47;41;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;37.714285714285715
47;40;40;41;42;0;38;1;43;1;1;38.470588235294116;40;0;1;7;34;34;17.0;35;17.0;32;47;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;41.285714285714285
47;43;48;40;45;0;35;1;43;1;1;42.05882352941177;41;0;1;7;38;37;17.0;43;17.0;48;45;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;43.142857142857146
41;33;39;41;42;0;32;1;31;1;1;37.8235294117647;44;0;1;7;33;37;17.0;40;17.0;44;39;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;37.92857142857143
39;32;42;42;46;0;35;2;41;1;1;36.05882352941177;42;0;1;7;35;33;17.0;31;17.0;41;31;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;39.285714285714285
43;36;47;40;38;0;33;1;44;1;1;41.529411764705884;43;0;1;7;30;48;17.0;40;17.0;42;40;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;39.142857142857146
44;37;43;36;44;0;38;1;44;1;1;41.23529411764706;44;0;1;7;30;40;17.0;35;17.0;45;47;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;40.357142857142854
46;39;42;37;49;0;38;1;40;1;1;39.05882352941177;40;0;1;7;32;40;17.0;30;17.0;47;42;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;42.142857142857146
41;25;32;36;43;0;38;1;39;1;1;38.94117647058823;36;0;1;7;38;39;17.0;33;17.0;38;46;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;35.57142857142857
39;39;42;40;39;0;35;1;39;1;1;38.470588235294116;40;0;1;7;31;41;17.0;40;17.0;30;44;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;39.0
44;30;34;39;32;0;31;2;48;1;1;37.529411764705884;43;0;1;7;35;32;17.0;40;17.0;30;34;1;0.0;1;1;1;2;0;7;2;2;2;3;2;2;2;3;3;2.0;34.42857142857143
34;36;33;32;45;0;37;1;37;1;1;35.1764705882353;42;0;1;7;30;32;17.0;36;17.0;32;37;1;0.0;2;1;1;2;0;7;2;1;2;3;2;2;2;3;3;2.0;36.785714285714285
48;39;48;46;45;0;40;1;40;1;1;42.588235294117645;45;0;1;7;37;44;17.0;38;17.0;50;44;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;3.0;44.0
39;30;43;41;31;0;38;1;34;2;1;37.64705882352941;43;0;1;7;39;40;17.0;32;17.0;35;40;1;0.0;1;1;2;2;0;7;2;2;2;3;2;2;2;3;3;2.0;36.07142857142857
38;30;32;38;45;0;33;2;39;1;1;37.05882352941177;43;0;2;7;30;35;17.0;38;17.0;30;42;1;0.0;2;1;1;3;0;7;2;2;2;3;2;2;2;3;3;2.0;36.214285714285715
38;40;34;33;47;0;37;2;40;1;1;35.76470588235294;41;0;1;7;35;30;17.0;40;17.0;32;34;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;38.92857142857143
31;2;31;38;32;0;37;1;37;1;1;36.35294117647059;41;0;1;7;32;36;17.0;38;17.0;30;39;1;0.0;2;1;1;3;0;7;2;2;2;3;2;2;2;3;3;1.0;26.857142857142858
19;43;31;26;30;0;0;3;30;1;1;34.588235294117645;43;0;1;6;43;33;17.0;33;15.0;25;37;0;2.0;1;1;1;0;1;7;2;1;2;3;2;2;2;3;3;2.0;30.916666666666668
35;36;0;38;35;0;34;1;36;1;1;37.07142857142857;41;0;1;6;34;0;14.0;32;14.0;31;45;1;0.0;1;0;0;2;0;6;2;2;2;3;2;2;2;3;3;2.0;35.583333333333336
33;30;35;34;34;0;35;1;42;2;1;37.411764705882355;39;0;1;7;30;32;17.0;33;17.0;42;42;1;0.0;1;1;1;0;0;7;2;1;2;3;2;2;2;3;3;2.0;33.285714285714285
30;30;30;30;43;0;30;3;36;1;1;35.588235294117645;38;0;2;7;33;31;17.0;34;17.0;40;38;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;32.785714285714285
43;37;48;32;42;0;33;1;42;1;1;37.0;38;0;1;7;36;32;17.0;30;17.0;44;37;1;0.0;1;1;1;1;0;7;2;1;2;3;2;2;2;3;3;2.0;39.214285714285715
26;0;34;0;42;0;0;0;37;2;0;32.0;32;0;1;6;30;30;17.0;32;15.0;25;35;0;2.0;1;1;1;3;1;7;2;2;2;3;2;2;2;3;3;2.0;35.142857142857146
13;37;39;30;11;0;21;2;34;1;1;37.23529411764706;35;0;1;6;38;41;17.0;37;15.0;25;46;1;2.0;1;1;1;0;1;7;2;1;2;3;2;2;2;3;3;1.0;25.0
30;48;40;33;39;0;41;2;39;2;1;39.1764705882353;40;0;1;7;31;38;17.0;40;17.0;36;47;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;39.214285714285715
30;32;36;36;30;0;39;1;32;1;1;36.529411764705884;34;0;1;7;37;41;17.0;32;17.0;44;36;1;0.0;1;1;1;1;0;7;2;2;2;3;2;2;2;3;3;2.0;33.42857142857143
