RENDIMIENTO_TRES;IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_TRES
2.0;55.0;410.0;52.0;2013;59.0;56.0;61.0;0;62.0;36.11764705882353;31;30;35;42;38;32;44;1;2;34.5
1.0;61.0;399.0;60.0;2013;52.0;55.0;50.0;0;67.0;35.1764705882353;23;27;22;35;37;15;32;1;1;22.0
1.0;41.0;384.0;65.0;2013;54.0;56.0;49.0;0;55.0;32.11764705882353;30;31;18;39;47;26;30;1;2;18.0
2.0;70.0;394.0;53.0;2013;57.0;52.0;57.0;1;59.0;34.0;35;36;32;41;45;45;50;1;1;33.5
2.0;65.0;401.0;57.0;2013;57.0;54.0;56.0;0;57.0;34.705882352941174;35;34;33;42;38;35;41;1;1;38.833333333333336
1.0;59.0;399.0;54.0;2013;53.0;55.0;52.0;0;56.0;35.76470588235294;30;30;28;39;40;25;45;2;2;28.0
2.0;56.0;406.0;52.0;2013;68.0;53.0;54.0;1;59.0;33.1764705882353;34;30;34;45;36;30;41;2;2;32.75
2.0;61.0;380.0;62.0;2013;55.0;49.0;40.0;0;45.0;34.0;35;32;30;39;39;37;47;1;1;32.0
3.0;65.0;496.0;59.0;2013;64.0;68.0;55.0;0;58.0;44.529411764705884;42;43;40;49;47;39;50;2;2;42.833333333333336
2.0;53.0;495.0;70.0;2013;58.0;68.0;69.0;0;68.0;35.94117647058823;35;32;32;41;40;33;42;1;1;38.0
1.0;63.0;458.0;63.0;2013;67.0;67.0;59.0;0;52.0;34.529411764705884;0;20;19;0;0;31;50;2;1;19.0
1.0;71.53;453.69;69.92;2013;58.33;63.39;64.57;0;66.5;33.64705882352941;30;34;27;21;22;32;0;2;3;14.666666666666666
2.0;61.0;418.0;64.0;2013;57.0;60.0;42.0;0;56.0;36.411764705882355;44;33;36;46;45;30;40;1;1;37.333333333333336
3.0;50.0;442.0;65.0;2013;69.0;68.0;69.0;0;51.0;42.94117647058823;37;41;40;46;45;45;48;1;1;40.166666666666664
1.0;70.0;396.0;70.0;2013;63.0;65.0;33.0;0;56.0;35.94117647058823;37;20;25;43;43;26;33;2;2;25.0
2.0;65.0;440.0;57.0;2013;57.0;64.0;48.0;0;72.0;35.88235294117647;39;30;30;44;37;43;40;1;1;34.833333333333336
2.0;63.0;441.0;70.0;2013;63.0;65.0;65.0;0;59.0;35.88235294117647;38;30;35;45;43;33;49;1;3;34.5
2.0;56.0;450.0;60.0;2013;60.0;70.0;49.0;0;86.0;38.11764705882353;43;32;39;45;45;39;45;1;1;37.666666666666664
2.0;60.0;414.0;67.0;2013;59.0;59.0;50.0;0;50.0;37.705882352941174;45;33;33;47;39;37;48;1;1;38.5
1.0;55.0;410.0;64.0;2013;59.0;56.0;45.0;1;56.0;32.411764705882355;31;25;24;44;49;28;41;2;2;24.0
1.0;43.0;411.0;51.0;2013;69.0;58.0;44.0;0;55.0;36.11764705882353;19;36;20;35;37;20;40;2;3;16.333333333333332
2.0;80.0;419.0;65.0;2013;55.0;59.0;46.0;0;66.0;36.76470588235294;36;33;30;41;38;36;43;2;1;36.166666666666664
1.0;56.0;420.0;63.0;2013;57.0;65.0;50.0;0;57.0;34.05882352941177;37;4;15;44;40;1;44;2;2;15.0
2.0;64.24;420.56;61.79;2013;58.33;54.03;52.03;0;62.09;37.11764705882353;37;36;35;35;37;34;50;2;2;34.166666666666664
2.0;77.0;416.0;62.0;2013;55.0;64.0;50.0;0;54.0;35.05882352941177;42;30;39;47;45;40;50;1;1;37.166666666666664
1.0;43.0;403.0;60.0;2013;50.0;67.0;41.0;0;55.0;35.705882352941174;37;2;1;44;42;7;47;1;1;1.0
2.0;54.0;422.0;52.0;2013;63.0;75.0;53.0;0;54.0;38.64705882352941;42;31;37;47;45;40;50;1;1;37.0
1.0;57.0;413.0;52.0;2013;53.0;58.0;50.0;0;60.0;36.8235294117647;45;30;36;42;49;36;48;1;1;9.0
2.0;61.0;409.0;57.0;2013;63.0;65.0;50.0;0;59.0;38.88235294117647;34;30;41;42;36;30;50;2;1;34.666666666666664
1.0;52.0;390.0;66.0;2013;63.0;50.0;50.0;1;52.0;36.705882352941174;35;30;27;38;42;7;47;1;1;27.0
2.0;60.0;412.0;55.0;2013;74.0;54.0;56.0;0;54.0;37.88235294117647;35;35;36;33;40;31;50;2;3;34.333333333333336
2.0;77.0;401.0;54.0;2013;58.0;58.0;45.0;0;56.0;39.0;44;32;38;47;48;38;50;1;1;39.0
2.0;83.0;417.0;46.0;2013;57.0;54.0;56.0;0;64.0;36.23529411764706;43;32;31;48;47;33;49;1;1;34.5
2.0;54.0;399.0;60.0;2013;57.0;65.0;56.0;0;47.0;40.64705882352941;45;32;44;46;48;39;50;1;2;37.833333333333336
1.0;57.0;406.0;53.0;2013;61.0;54.0;46.0;0;57.0;39.294117647058826;41;27;20;39;34;13;48;1;1;20.0
2.0;60.0;401.0;51.0;2013;57.0;61.0;43.0;0;59.0;39.35294117647059;42;30;44;42;42;36;48;1;1;35.0
2.0;47.0;404.0;60.0;2013;62.0;53.0;53.0;0;63.0;37.294117647058826;32;30;30;41;44;34;45;2;1;34.166666666666664
2.0;61.0;420.0;55.0;2013;57.0;75.0;56.0;0;65.0;39.0;47;41;34;46;48;32;49;2;2;34.0
1.0;73.24;402.85;44.37;2013;67.34;71.9;39.78;0;55.21;38.64705882352941;0;31;30;44;35;34;47;1;1;6.833333333333333
2.0;54.0;397.0;52.0;2013;67.0;60.0;41.0;0;56.0;35.588235294117645;42;26;34;39;40;30;41;3;1;34.5
2.0;52.0;404.0;55.0;2013;59.0;59.0;50.0;0;59.0;35.529411764705884;37;32;32;41;41;38;48;1;1;37.166666666666664
1.0;58.0;394.0;52.0;2013;58.0;56.0;49.0;0;51.0;35.05882352941177;23;16;25;40;30;0;39;1;1;25.0
1.0;70.0;382.0;63.0;2013;50.0;57.0;51.0;1;45.0;41.705882352941174;48;40;43;42;50;38;50;1;1;18.333333333333332
2.0;61.0;391.0;57.0;2013;60.0;56.0;50.0;0;51.0;34.05882352941177;42;30;31;37;44;34;48;1;2;36.666666666666664
1.0;43.0;367.0;70.0;2013;43.0;56.0;45.0;0;51.0;34.705882352941174;29;17;26;4;0;15;48;1;1;26.0
2.0;45.0;393.0;50.0;2013;52.0;53.0;55.0;0;52.0;32.64705882352941;40;41;33;40;33;33;40;2;1;36.333333333333336
2.0;48.0;378.0;57.0;2013;57.0;54.0;43.0;0;46.0;36.294117647058826;45;31;38;39;48;37;50;2;2;35.333333333333336
2.0;75.0;414.0;45.0;2013;55.0;74.0;50.0;1;60.0;39.470588235294116;43;30;42;42;42;37;48;1;1;36.166666666666664
1.0;45.0;377.0;57.0;2013;48.0;51.0;45.0;0;52.0;38.705882352941174;40;33;26;44;40;13;46;3;3;11.333333333333334
2.0;59.0;401.0;57.0;2013;61.0;53.0;58.0;0;58.0;35.8235294117647;47;30;34;43;37;33;49;2;2;34.0
2.0;46.0;389.0;53.0;2013;61.0;52.0;39.0;1;62.0;36.05882352941177;38;30;31;45;48;36;44;1;1;39.0
2.0;48.4;401.54;45.57;2013;61.07;59.89;51.28;0;48.79;41.529411764705884;33;32;39;0;45;31;45;3;3;34.833333333333336
2.0;54.0;392.0;59.0;2013;58.0;60.0;45.0;0;62.0;40.588235294117645;50;30;38;48;44;37;49;1;1;35.833333333333336
2.0;65.57;387.47;56.97;2013;48.38;57.63;49.69;0;49.94;38.05882352941177;45;30;33;47;44;34;50;1;1;33.666666666666664
1.0;58.0;398.0;60.0;2013;63.0;65.0;59.0;1;49.0;37.470588235294116;35;35;23;36;38;25;47;3;2;23.0
2.0;50.0;373.0;60.0;2013;48.0;55.0;40.0;0;61.0;37.11764705882353;32;31;35;41;44;32;46;2;2;35.333333333333336
2.0;49.0;383.0;55.0;2013;50.0;59.0;44.0;1;51.0;37.705882352941174;33;31;32;50;42;30;37;2;3;33.666666666666664
2.0;50.0;390.0;56.0;2013;63.0;50.0;49.0;1;63.0;38.88235294117647;48;27;32;49;43;31;47;1;1;34.5
2.0;83.0;400.0;59.0;2013;59.0;62.0;60.0;1;60.0;37.0;0;30;36;46;40;0;48;1;1;36.0
2.0;56.0;393.0;51.0;2013;48.0;52.0;54.0;0;59.0;37.11764705882353;43;30;33;47;44;35;50;1;1;37.166666666666664
1.0;62.13;366.43;59.37;2013;50.31;50.53;39.03;1;47.96;36.23529411764706;39;33;30;46;48;30;50;2;1;28.833333333333332
2.0;48.0;384.0;54.0;2013;53.0;53.0;45.0;0;63.0;36.1764705882353;43;33;32;37;35;34;49;1;3;33.0
2.0;57.0;402.0;57.0;2013;48.0;60.0;55.0;0;68.0;35.11764705882353;42;30;35;47;44;30;49;1;1;35.0
1.0;48.0;367.0;42.0;2013;54.0;56.0;34.0;0;41.0;34.294117647058826;36;34;32;31;39;19;31;2;2;19.333333333333332
2.0;89.0;374.0;45.0;2013;52.0;52.0;34.0;0;58.0;37.23529411764706;39;30;30;33;44;45;49;3;1;37.5
2.0;37.0;380.0;60.0;2013;54.0;47.0;53.0;1;57.0;37.470588235294116;40;36;36;41;49;32;48;2;1;32.333333333333336
2.0;68.0;375.0;60.0;2013;55.0;52.0;50.0;0;54.0;37.294117647058826;35;30;33;45;39;35;50;2;3;34.5
2.0;56.0;385.0;60.0;2013;55.0;51.0;53.0;1;54.0;36.76470588235294;34;30;30;44;49;34;50;2;1;33.5
2.0;69.93;378.48;52.14;2013;54.35;54.03;39.78;0;64.45;37.11764705882353;45;33;32;46;42;45;50;1;1;34.0
2.0;48.4;380.78;47.95;2013;50.37;62.42;46.59;0;51.06;41.1764705882353;43;33;40;46;42;42;49;1;1;39.5
2.0;35.0;384.0;57.0;2013;54.0;60.0;56.0;0;54.0;35.294117647058826;37;36;34;39;42;33;42;2;1;31.666666666666668
2.0;57.0;371.0;52.0;2013;56.0;50.0;45.0;0;52.0;35.8235294117647;36;31;30;44;48;32;48;1;1;38.833333333333336
2.0;50.0;386.0;63.0;2013;47.0;58.0;65.0;0;51.0;35.23529411764706;41;32;31;36;49;31;50;1;1;35.166666666666664
2.0;51.0;373.0;40.0;2013;63.0;52.0;50.0;1;57.0;37.411764705882355;44;37;37;43;49;28;46;2;1;33.0
2.0;48.42;354.36;57.16;2013;48.29;44.7;58.0;0;40.89;35.05882352941177;36;31;30;48;39;35;38;1;1;35.166666666666664
2.0;68.41;385.02;52.14;2013;54.28;52.28;51.03;0;53.82;35.0;34;34;40;43;38;34;50;2;2;33.5
2.0;52.0;403.0;47.0;2013;62.0;55.0;60.0;1;59.0;38.294117647058826;46;30;37;46;45;34;50;1;1;35.333333333333336
2.0;51.0;367.0;55.0;2013;44.0;57.0;54.0;0;49.0;42.294117647058826;43;35;37;44;45;39;50;2;1;39.0
2.0;47.0;373.0;51.0;2013;58.0;52.0;44.0;0;51.0;33.94117647058823;32;32;31;31;41;33;46;3;1;32.166666666666664
2.0;28.64;374.32;55.29;2013;60.16;49.45;41.7;0;56.46;35.294117647058826;30;45;30;47;38;33;50;2;1;37.0
2.0;50.0;369.0;54.0;2013;57.0;49.0;45.0;1;56.0;36.11764705882353;30;34;30;46;47;30;45;2;1;34.833333333333336
2.0;46.0;361.0;52.0;2013;60.0;52.0;41.0;0;51.0;35.35294117647059;38;30;38;38;42;30;46;3;3;34.0
2.0;48.0;370.0;51.0;2013;56.0;49.0;46.0;0;53.0;36.76470588235294;30;39;39;46;47;34;50;2;2;32.5
2.0;51.0;354.0;48.0;2013;54.0;54.0;34.0;0;53.0;37.11764705882353;9;30;30;42;42;33;50;1;1;32.166666666666664
3.0;53.0;406.0;55.0;2014;62.0;53.0;48.0;0;60.0;39.1764705882353;40;38;42;38;37;34;49;1;1;40.166666666666664
2.0;59.0;479.0;79.0;2014;67.0;62.0;54.0;0;62.0;38.94117647058823;42;36;32;42;39;33;50;1;1;34.166666666666664
2.0;59.0;466.0;79.0;2014;60.0;70.0;53.0;0;68.0;37.23529411764706;38;37;32;38;42;31;49;1;1;33.166666666666664
2.0;66.0;454.0;80.0;2014;62.0;59.0;55.0;0;59.0;38.94117647058823;42;30;38;38;43;35;47;1;2;36.0
2.0;74.0;453.0;87.0;2014;54.0;53.0;60.0;0;63.0;41.8235294117647;47;39;40;39;42;33;50;1;1;38.0
2.0;66.0;461.0;70.0;2014;67.0;76.0;61.0;1;57.0;40.1764705882353;36;35;31;44;34;30;45;1;1;33.833333333333336
2.0;47.0;472.0;70.0;2014;67.0;88.0;61.0;1;55.0;41.0;45;38;33;44;47;34;50;1;1;36.666666666666664
1.0;89.0;444.0;66.0;2014;65.0;69.0;50.0;0;57.0;40.588235294117645;37;39;37;35;47;36;50;1;1;10.0
1.0;58.0;441.0;70.0;2014;54.0;88.0;47.0;0;57.0;33.94117647058823;31;5;3;37;41;12;47;2;2;3.0
1.0;52.0;451.0;59.0;2014;65.0;70.0;54.0;0;62.0;39.23529411764706;6;12;11;35;32;4;45;3;3;11.0
2.0;52.0;453.0;69.0;2014;65.0;77.0;62.0;0;55.0;35.588235294117645;40;36;31;32;43;30;50;1;2;36.0
2.0;57.0;462.0;65.0;2014;64.0;66.0;70.0;0;68.0;35.529411764705884;35;30;31;42;42;31;50;2;1;33.166666666666664
1.0;42.0;431.0;62.0;2014;62.0;54.0;47.0;0;64.0;31.58823529411765;32;30;25;37;32;20;45;1;2;26.666666666666668
2.0;60.0;427.0;80.0;2014;60.0;56.0;48.0;0;64.0;36.411764705882355;41;30;36;31;44;30;50;2;2;38.166666666666664
2.0;42.0;429.0;59.0;2014;52.0;62.0;59.0;0;53.0;38.470588235294116;46;41;39;40;42;31;49;1;2;37.666666666666664
1.0;66.0;438.0;65.0;2014;68.0;55.0;56.0;0;60.0;34.8235294117647;30;30;25;30;30;28;50;1;2;28.333333333333332
2.0;80.0;433.0;62.0;2014;56.0;66.0;56.0;0;58.0;38.470588235294116;44;38;30;43;47;37;50;1;1;35.166666666666664
2.0;48.0;435.0;69.0;2014;71.0;55.0;63.0;1;55.0;40.0;45;35;30;47;47;32;50;1;1;32.166666666666664
2.0;68.0;409.0;74.0;2014;50.0;62.0;48.0;0;55.0;42.35294117647059;36;38;30;45;47;40;50;1;1;35.666666666666664
2.0;48.0;429.0;74.0;2014;58.0;65.0;59.0;0;62.0;41.94117647058823;47;37;30;45;47;34;50;1;1;36.5
1.0;56.0;425.0;66.0;2014;52.0;65.0;61.0;1;53.0;37.294117647058826;30;20;27;38;36;25;43;2;2;27.0
2.0;59.0;414.0;66.0;2014;54.0;69.0;50.0;0;47.0;33.88235294117647;38;30;31;44;35;30;50;1;2;34.5
2.0;45.0;422.0;70.0;2014;60.0;56.0;55.0;0;57.0;34.0;45;32;30;44;39;30;49;1;1;31.833333333333332
1.0;46.0;408.0;73.0;2014;56.0;59.0;48.0;0;58.0;36.588235294117645;39;30;29;40;40;10;49;1;2;15.666666666666666
2.0;77.0;422.0;62.0;2014;62.0;66.0;54.0;1;53.0;40.470588235294116;33;40;30;45;40;30;46;1;1;37.833333333333336
2.0;45.0;414.0;75.0;2014;63.0;52.0;48.0;0;51.0;38.705882352941174;31;40;30;37;38;32;50;1;1;35.0
2.0;58.0;417.0;59.0;2014;56.0;69.0;43.0;0;55.0;35.11764705882353;37;31;34;39;32;30;50;2;3;35.833333333333336
2.0;51.0;415.0;66.0;2014;52.0;62.0;56.0;0;53.0;37.11764705882353;8;32;31;31;41;31;50;1;1;31.0
2.0;50.0;424.0;69.0;2014;60.0;62.0;71.0;1;51.0;35.1764705882353;41;30;37;45;42;32;49;2;2;33.833333333333336
2.0;63.0;419.0;66.0;2014;60.0;54.0;55.0;0;64.0;32.94117647058823;30;33;33;35;46;35;48;1;1;34.5
2.0;55.0;390.0;72.0;2014;54.0;56.0;29.0;0;58.0;36.411764705882355;36;37;31;32;36;34;43;3;1;31.833333333333332
2.0;51.0;394.0;80.0;2014;52.0;59.0;47.0;1;53.0;37.76470588235294;35;30;33;38;44;30;45;2;2;34.5
1.0;71.0;419.0;59.0;2014;60.0;77.0;48.0;1;51.0;36.470588235294116;29;11;7;38;0;12;43;1;1;7.0
1.0;80.0;425.0;50.0;2014;56.0;88.0;52.0;0;51.0;35.411764705882355;39;14;11;42;40;26;46;2;2;11.0
2.0;80.0;430.0;60.0;2014;63.0;77.0;55.0;0;65.0;37.588235294117645;31;38;30;35;43;30;50;1;1;37.666666666666664
2.0;59.0;407.0;65.0;2014;53.0;57.0;53.0;0;54.0;38.11764705882353;42;34;42;45;43;30;47;2;1;38.333333333333336
1.0;66.0;400.0;70.0;2014;58.0;56.0;55.0;1;49.0;36.875;29;31;20;0;0;0;48;1;1;17.666666666666668
1.0;60.0;432.0;51.0;2014;68.0;58.0;59.0;0;63.0;35.705882352941174;43;30;37;43;42;30;48;2;2;27.666666666666668
1.0;77.0;418.0;59.0;2014;60.0;62.0;51.0;0;55.0;34.705882352941174;45;30;35;44;36;30;50;1;2;29.0
2.0;63.0;432.0;56.0;2014;52.0;88.0;59.0;0;57.0;39.588235294117645;41;30;32;46;47;32;50;1;1;37.166666666666664
2.0;59.0;415.0;59.0;2014;58.0;56.0;50.0;1;59.0;35.94117647058823;35;32;34;33;44;30;49;2;2;33.0
2.0;46.0;397.0;70.0;2014;50.0;62.0;43.0;0;49.0;35.588235294117645;50;41;30;37;46;34;48;1;1;32.0
2.0;45.0;409.0;62.0;2014;58.0;69.0;48.0;0;55.0;35.705882352941174;47;25;34;33;42;17;45;3;1;34.0
2.0;49.0;403.0;56.0;2014;59.0;57.0;33.0;1;65.0;37.11764705882353;40;42;30;38;48;30;46;2;2;34.333333333333336
2.0;50.0;388.0;70.0;2014;54.0;56.0;37.0;0;53.0;35.8235294117647;42;32;31;31;49;30;49;2;2;34.166666666666664
2.0;51.0;397.0;56.0;2014;58.0;52.0;39.0;0;57.0;33.588235294117645;33;31;33;41;37;33;49;2;2;34.333333333333336
2.0;52.08;402.8;62.03;2014;60.38;55.44;56.79;0;49.34;39.411764705882355;35;37;37;33;39;30;50;1;2;34.333333333333336
2.0;57.0;408.0;62.0;2014;64.0;57.0;51.0;1;55.0;34.76470588235294;30;30;30;41;42;19;49;1;2;33.0
2.0;52.0;393.0;66.0;2014;62.0;54.0;43.0;1;49.0;38.23529411764706;40;31;31;47;44;37;50;1;1;34.0
2.0;50.0;417.0;59.0;2014;58.0;62.0;62.0;0;53.0;37.1764705882353;45;43;30;30;42;38;48;2;1;38.333333333333336
1.0;42.0;416.0;62.0;2014;56.0;65.0;59.0;0;59.0;29.294117647058822;0;18;19;33;33;0;0;1;1;19.0
2.0;48.0;399.0;66.0;2014;47.0;56.0;51.0;0;62.0;38.76470588235294;36;32;35;39;45;34;50;1;1;37.333333333333336
2.0;43.0;421.0;52.0;2014;69.0;59.0;60.0;1;58.0;40.94117647058823;38;34;38;37;47;35;49;2;1;34.333333333333336
2.0;80.0;399.0;56.0;2014;52.0;53.0;56.0;0;51.0;38.11764705882353;38;32;33;44;38;32;50;3;2;36.333333333333336
1.0;59.0;396.0;63.0;2014;52.0;54.0;50.0;0;58.0;34.94117647058823;30;27;17;43;41;16;50;2;2;17.0
1.0;69.93;411.82;54.74;2014;64.72;51.9;58.0;0;57.23;39.64705882352941;35;36;30;35;42;36;45;2;2;29.166666666666668
2.0;46.0;414.0;50.0;2014;67.0;69.0;48.0;0;62.0;35.88235294117647;36;33;33;38;45;33;48;2;2;35.166666666666664
1.0;45.0;377.0;66.0;2014;48.0;59.0;34.0;0;57.0;34.94117647058823;42;20;14;15;34;16;45;3;3;14.0
2.0;53.0;403.0;50.0;2014;56.0;55.0;53.0;0;55.0;36.8235294117647;32;30;30;47;44;37;47;2;2;32.5
1.0;60.0;402.0;56.0;2014;58.0;61.0;52.0;1;51.0;34.588235294117645;30;32;24;19;0;0;48;2;2;24.0
2.0;56.0;408.0;56.0;2014;60.0;62.0;51.0;0;60.0;39.05882352941177;44;37;32;48;36;41;47;2;1;33.833333333333336
2.0;45.2;400.69;58.4;2014;65.43;55.14;52.09;0;56.75;39.35294117647059;35;31;40;36;45;33;44;1;2;35.0
2.0;46.0;403.0;56.0;2014;56.0;62.0;59.0;0;51.0;36.470588235294116;32;32;30;36;43;36;49;2;2;31.5
1.0;48.0;396.0;53.0;2014;54.0;54.0;50.0;0;59.0;30.705882352941178;7;2;9;2;13;0;17;2;1;9.0
2.0;66.95;396.04;52.29;2014;64.85;59.17;49.69;0;47.34;36.23529411764706;39;30;36;34;44;32;45;3;3;34.666666666666664
1.0;65.0;415.0;57.0;2014;55.0;57.0;53.0;0;64.0;36.529411764705884;31;25;26;34;34;2;40;3;3;26.0
2.0;50.0;413.0;53.0;2014;60.0;55.0;63.0;0;55.0;39.0;36;31;30;39;46;35;50;1;1;33.333333333333336
2.0;43.0;386.0;59.0;2014;58.0;54.0;46.0;0;55.0;37.411764705882355;34;38;32;43;37;40;47;2;1;33.333333333333336
2.0;71.0;392.0;59.0;2014;76.0;48.0;44.0;0;53.0;36.588235294117645;34;31;30;39;41;30;46;2;4;35.166666666666664
2.0;63.0;407.0;53.0;2014;56.0;55.0;62.0;0;55.0;35.94117647058823;41;33;39;42;41;30;45;1;1;35.666666666666664
2.0;51.0;409.0;50.0;2014;52.0;69.0;58.0;0;57.0;33.23529411764706;35;35;37;39;34;34;50;2;1;34.5
1.0;46.0;354.0;62.0;2014;48.0;50.0;36.0;0;49.0;35.11764705882353;32;30;27;46;44;30;49;1;3;26.0
2.0;46.0;359.0;44.0;2014;55.0;57.0;42.0;0;51.0;39.470588235294116;36;43;33;43;45;40;49;1;1;34.5
3.0;67.0;532.0;110.0;2014;61.0;71.0;70.0;0;56.0;44.94117647058823;32;40;43;35;49;43;50;1;1;41.833333333333336
1.0;80.0;496.0;75.0;2014;69.0;62.0;83.0;0;68.0;41.35294117647059;0;35;7;0;0;4;0;1;1;7.0
2.0;56.0;436.0;81.0;2014;61.0;59.0;52.0;0;56.0;36.64705882352941;30;30;36;36;42;30;46;1;3;32.833333333333336
2.0;71.0;462.0;65.0;2014;52.0;89.0;56.0;0;55.0;38.0;36;41;35;50;46;38;49;1;1;37.5
2.0;72.0;446.0;65.0;2014;61.0;68.0;48.0;0;58.0;32.588235294117645;32;33;32;40;38;40;37;1;1;36.166666666666664
1.0;54.0;429.0;74.0;2014;54.0;69.0;51.0;0;64.0;34.0;0;25;26;30;43;33;41;1;1;26.0
2.0;54.0;446.0;66.0;2014;56.0;65.0;53.0;0;76.0;34.88235294117647;40;38;32;35;36;32;49;1;1;33.833333333333336
2.0;57.0;431.0;66.0;2014;56.0;69.0;51.0;0;55.0;33.411764705882355;32;35;30;43;30;38;50;1;1;32.833333333333336
2.0;52.0;424.0;70.0;2014;58.0;65.0;50.0;0;59.0;35.35294117647059;38;40;32;42;30;34;40;1;1;34.666666666666664
2.0;51.0;421.0;70.0;2014;54.0;54.0;53.0;0;57.0;36.76470588235294;32;30;33;41;37;31;43;1;2;33.5
2.0;47.0;436.0;70.0;2014;62.0;56.0;61.0;0;67.0;38.411764705882355;48;39;34;34;44;37;50;1;1;34.666666666666664
2.0;41.0;404.0;65.0;2014;66.0;61.0;50.0;0;43.0;35.88235294117647;30;33;30;37;34;34;36;1;2;34.333333333333336
1.0;37.0;413.0;73.0;2014;58.0;62.0;48.0;0;60.0;34.94117647058823;33;6;19;31;19;0;10;1;1;19.0
2.0;53.0;410.0;52.0;2014;59.0;55.0;40.0;0;56.0;34.35294117647059;30;35;30;33;33;33;50;1;1;34.166666666666664
2.0;54.45;415.1;62.03;2014;58.25;61.2;48.75;0;55.21;38.0;31;32;38;45;41;41;50;1;1;34.0
2.0;48.0;405.0;74.0;2014;47.0;65.0;47.0;0;53.0;37.529411764705884;45;36;32;44;37;32;50;1;1;36.0
2.0;43.0;410.0;69.0;2014;60.0;55.0;56.0;0;51.0;37.588235294117645;33;41;33;39;33;30;40;2;2;31.5
1.0;57.0;393.0;68.0;2014;51.0;53.0;40.0;0;58.0;36.8235294117647;35;35;22;39;43;34;50;2;1;22.0
2.0;59.0;412.0;56.0;2014;62.0;59.0;43.0;0;57.0;33.529411764705884;45;43;31;41;42;33;45;2;1;34.0
2.0;59.0;410.0;62.0;2014;60.0;59.0;59.0;0;46.0;31.294117647058822;41;36;32;35;36;35;35;3;1;32.0
2.0;61.0;412.0;53.0;2014;67.0;50.0;62.0;0;57.0;33.64705882352941;46;30;31;37;47;31;40;1;2;35.166666666666664
2.0;52.0;418.0;62.0;2014;62.0;54.0;66.0;0;55.0;33.470588235294116;40;30;31;32;44;36;39;2;1;33.166666666666664
2.0;63.0;421.0;56.0;2014;65.0;59.0;59.0;1;59.0;37.411764705882355;45;32;30;33;47;30;50;2;2;39.5
2.0;34.0;406.0;59.0;2014;55.0;59.0;53.0;0;56.0;38.8235294117647;0;31;32;38;42;35;50;1;1;32.0
1.0;72.0;405.0;51.0;2014;55.0;57.0;51.0;0;51.0;33.588235294117645;20;11;8;34;36;13;41;3;3;8.0
2.0;52.0;405.0;65.0;2014;56.0;57.0;54.0;1;53.0;34.705882352941174;41;30;0;34;38;0;42;1;0;36.5
2.0;68.0;409.0;62.0;2014;50.0;76.0;50.0;0;55.0;33.94117647058823;33;30;40;38;39;37;36;2;3;36.5
2.0;54.0;388.0;72.0;2014;57.0;53.0;46.0;0;52.0;36.0;39;31;36;36;42;31;39;2;2;33.833333333333336
2.0;63.0;412.0;53.0;2014;56.0;62.0;48.0;0;64.0;43.0;37;30;32;41;44;33;50;1;1;39.5
2.0;60.0;403.0;62.0;2014;54.0;59.0;49.0;0;58.0;37.76470588235294;34;44;36;41;47;30;40;1;1;38.333333333333336
1.0;53.0;407.0;53.0;2014;65.0;59.0;53.0;0;53.0;36.64705882352941;43;38;30;31;42;36;44;1;1;28.333333333333332
2.0;50.0;395.0;62.0;2014;54.0;56.0;50.0;1;53.0;38.705882352941174;39;32;30;38;39;31;50;1;1;32.833333333333336
1.0;52.09;409.34;60.63;2014;56.74;59.56;48.87;0;55.63;34.1764705882353;30;3;1;30;40;0;10;1;1;1.0
2.0;54.0;388.0;62.0;2014;51.0;55.0;48.0;0;54.0;37.8235294117647;31;30;31;35;43;31;47;1;1;34.666666666666664
2.0;53.0;412.0;56.0;2014;63.0;50.0;60.0;0;63.0;33.705882352941174;41;30;37;33;39;36;38;1;1;34.833333333333336
1.0;53.0;399.0;59.0;2014;58.0;57.0;49.0;0;53.0;35.411764705882355;45;2;16;40;38;7;40;1;1;16.0
2.0;43.0;385.0;66.0;2014;58.0;56.0;40.0;0;47.0;38.8235294117647;37;36;35;35;45;38;42;2;2;36.5
2.0;63.0;395.0;63.0;2014;66.0;51.0;46.0;0;55.0;36.588235294117645;35;33;31;31;40;33;39;1;2;33.833333333333336
2.0;51.0;421.0;48.0;2014;57.0;66.0;54.0;0;64.0;43.1764705882353;47;38;38;35;40;38;49;1;1;35.5
1.0;53.0;398.0;62.0;2014;55.0;61.0;50.0;1;50.0;35.0;30;35;33;42;41;30;34;2;2;27.4
2.0;48.0;387.0;59.0;2014;56.0;65.0;44.0;0;51.0;41.1764705882353;43;30;38;40;40;34;50;1;1;34.333333333333336
2.0;52.0;387.0;62.0;2014;56.0;56.0;44.0;0;57.0;39.11764705882353;37;31;34;38;42;32;40;1;2;32.666666666666664
2.0;43.0;393.0;59.0;2014;58.0;59.0;46.0;1;53.0;36.1764705882353;37;38;30;41;36;30;34;2;2;34.0
