RENDIMIENTO_TRES;IDIOMA_ICFES;PG_ICFES;FISICA_ICFES;ANO_INGRESO;APT_VERB_ICFES;QUIMICA_ICFES;FILOSOFIA_ICFES;GENERO;BIOLOGIA_ICFES;PROMEDIO_UNO;NOTA_POO;NOTA_INT;NOTA_FIS_DOS;NOTA_EYB;NOTA_DEM;NOTA_CIR_UNO;NOTA_HCI;VECES_INT;VECES_FIS_DOS;PROMEDIO_TRES
2.0;50.86;450.54;47.95;2010;50.37;58.28;41.95;0;42.7;34.411764705882355;35;45;30;30;35;40;45;2;1;32.333333333333336
2.0;42.76;434.63;58.27;2010;48.37;56.08;46.77;0;48.79;38.529411764705884;40;40;30;35;45;30;35;1;1;35.833333333333336
2.0;49.63;402.89;50.58;2010;52.45;49.37;39.52;0;49.05;36.470588235294116;40;30;35;45;50;30;40;1;1;35.0
2.0;49.63;425.88;60.41;2010;48.26;56.4;41.95;0;49.05;41.470588235294116;45;30;40;45;35;30;50;1;1;38.166666666666664
2.0;69.92;413.72;50.58;2010;48.37;56.4;46.59;0;53.07;36.1764705882353;40;30;40;32;33;37;45;1;1;35.666666666666664
2.0;49.51;440.52;44.88;2010;57.88;55.37;52.48;0;57.49;36.1764705882353;35;35;35;40;45;32;45;1;1;32.5
2.0;47.79;431.92;58.08;2010;56.74;48.57;48.87;0;51.72;34.411764705882355;30;33;30;40;40;30;40;1;1;32.0
2.0;61.22;488.28;66.75;2010;62.61;55.74;56.17;1;59.74;37.35294117647059;30;35;40;45;0;27;45;1;1;30.25
3.0;53.32;480.22;63.26;2010;56.74;53.73;46.23;0;59.85;44.11764705882353;45;40;30;45;40;40;50;1;1;41.833333333333336
1.0;55.64;484.52;63.43;2010;57.14;62.83;58.26;1;65.51;34.411764705882355;30;25;15;30;45;15;45;1;1;15.0
2.0;44.92;440.73;50.54;2010;56.52;51.98;58.95;0;47.86;34.411764705882355;35;30;31;40;40;33;45;1;1;32.5
2.0;67.51;440.29;48.33;2010;54.6;54.3;49.02;0;48.79;36.1764705882353;40;30;35;35;0;35;45;2;1;34.5
1.0;47.14;426.26;60.98;2010;59.42;52.03;57.3;0;53.42;33.529411764705884;40;35;39;40;40;30;41;1;3;29.5
1.0;47.79;426.88;58.78;2010;54.57;57.67;48.58;0;45.64;34.705882352941174;31;30;37;21;33;22;39;1;3;24.333333333333332
2.0;40.28;434.74;58.08;2010;58.49;50.26;53.93;1;53.65;35.588235294117645;30;30;35;40;40;30;45;2;1;32.666666666666664
1.0;45.71;448.56;63.43;2010;53.3;54.05;53.94;0;59.24;37.94117647058823;0;47;32;39;41;30;45;3;3;8.166666666666666
2.0;46.35;422.58;55.56;2010;50.62;50.26;51.42;0;47.86;35.0;35;30;30;40;40;30;45;1;1;32.833333333333336
2.0;53.32;426.97;47.95;2010;41.48;51.1;58.36;0;51.06;35.294117647058826;35;35;30;35;35;33;50;1;1;33.666666666666664
2.0;67.51;442.26;48.33;2010;54.54;54.3;53.59;0;56.82;39.411764705882355;35;30;35;45;40;30;45;1;1;33.166666666666664
2.0;40.89;431.3;54.91;2010;54.66;49.3;51.25;0;51.96;39.8235294117647;33;40;39;45;0;42;45;1;1;40.0
2.0;44.74;429.18;54.91;2010;48.95;56.05;46.69;1;53.85;39.11764705882353;35;35;40;40;45;30;50;1;1;32.5
2.0;38.31;423.88;53.45;2010;45.12;48.83;44.72;0;53.84;33.64705882352941;36;31;43;39;44;39;40;1;3;39.5
2.0;43.48;410.67;66.75;2010;50.62;53.91;45.93;0;43.61;36.1764705882353;40;30;43;40;44;30;45;1;2;33.666666666666664
3.0;37.1;424.73;51.21;2010;64.83;53.91;51.15;0;51.5;37.94117647058823;35;40;35;35;35;40;45;1;1;40.5
2.0;65.1;427.86;50.94;2010;54.54;54.3;53.59;0;48.79;40.88235294117647;35;35;40;40;35;31;40;1;1;33.333333333333336
2.0;49.63;471.8;58.27;2010;58.8;57.93;51.28;0;52.77;37.05882352941177;40;30;35;40;39;35;45;1;1;37.833333333333336
2.0;65.1;435.64;53.11;2010;52.45;49.37;41.95;0;53.07;36.294117647058826;36;30;41;40;47;33;45;1;1;32.833333333333336
2.0;45.98;441.03;50.98;2010;51.08;50.5;49.38;0;60.01;36.470588235294116;30;40;35;35;35;30;40;1;1;37.5
2.0;47.79;470.52;63.26;2010;60.74;57.48;48.87;0;51.72;36.76470588235294;40;30;30;35;35;30;40;1;1;31.0
2.0;49.22;434.04;51.21;2010;52.61;59.76;48.58;1;57.54;37.35294117647059;35;30;30;40;40;30;45;1;1;34.833333333333336
2.0;67.51;443.16;50.58;2010;58.8;54.59;46.59;0;59.3;38.8235294117647;30;32;31;40;0;32;46;1;1;32.5
2.0;50.86;440.83;50.58;2010;56.64;52.83;48.86;0;57.16;37.64705882352941;40;30;30;40;42;35;45;1;1;32.5
2.0;46.35;440.34;50.54;2010;62.84;50.26;56.42;1;49.79;39.11764705882353;35;30;35;40;40;35;45;1;1;36.333333333333336
2.0;57.84;450.72;49.04;2010;61.16;47.6;62.81;0;65.51;38.23529411764706;30;33;40;40;35;35;50;1;1;35.333333333333336
2.0;43.48;446.34;54.91;2010;58.52;59.94;41.86;0;50.09;34.11764705882353;35;34;39;35;35;42;43;1;2;33.833333333333336
2.0;45.94;410.88;50.58;2010;46.1;52.83;48.86;0;42.7;35.588235294117645;39;30;43;40;35;31;45;1;2;37.166666666666664
2.0;65.1;444.13;55.86;2010;48.26;54.3;44.51;1;52.77;38.8235294117647;38;30;30;40;35;30;45;1;1;35.833333333333336
1.0;43.74;420.81;51.55;2010;53.3;54.05;51.78;0;53.71;38.88235294117647;0;26;30;40;30;30;45;4;1;23.0
2.0;54.64;436.69;53.74;2010;56.52;45.33;64.0;0;51.5;34.411764705882355;42;32;35;45;33;30;40;2;1;33.0
2.0;61.22;420.44;51.73;2010;55.25;45.4;48.41;0;55.99;44.11764705882353;40;40;40;45;35;40;45;1;1;37.833333333333336
2.0;44.71;425.45;47.95;2010;61.03;54.59;46.59;0;47.0;37.05882352941177;40;35;35;35;35;31;35;2;1;32.333333333333336
2.0;42.76;438.92;58.27;2010;54.6;56.08;53.59;0;50.78;36.76470588235294;42;35;43;30;33;30;35;3;1;35.0
2.0;49.22;371.25;53.74;2010;48.81;39.76;36.89;0;47.62;40.294117647058826;45;40;35;45;35;40;45;1;1;33.666666666666664
2.0;77.14;422.38;50.94;2010;54.54;54.3;34.5;0;46.76;36.8235294117647;32;30;40;40;30;40;45;1;1;34.333333333333336
2.0;47.14;422.87;58.7;2010;62.72;53.94;44.09;0;56.94;40.0;40;40;40;45;40;40;45;1;1;38.166666666666664
2.0;58.59;436.6;51.21;2010;65.07;48.74;53.66;0;51.5;35.0;45;30;30;40;44;35;45;1;1;36.666666666666664
2.0;58.06;431.36;50.58;2010;50.37;43.97;53.46;0;49.05;33.294117647058826;30;40;33;40;35;32;50;3;1;32.0
2.0;49.63;411.79;55.56;2010;46.1;49.37;53.46;0;49.05;31.88235294117647;0;0;33;18;0;0;4;0;1;33.0
2.0;54.9;429.75;47.95;2010;52.54;52.83;48.86;0;47.0;37.588235294117645;38;30;35;33;33;30;38;1;1;31.5
2.0;50.86;428.81;50.94;2010;52.54;50.85;51.28;0;61.16;36.76470588235294;34;30;30;45;35;25;35;1;1;30.666666666666668
2.0;59.64;399.19;55.56;2010;54.54;51.1;51.14;0;42.7;34.411764705882355;35;30;33;40;35;30;40;1;2;33.0
2.0;47.79;380.32;52.72;2010;55.65;50.23;42.11;0;46.74;35.88235294117647;35;35;40;35;39;35;40;1;1;35.5
2.0;47.21;406.06;56.51;2010;61.76;50.66;48.41;0;40.94;33.94117647058823;38;36;35;37;41;43;30;2;1;33.5
2.0;45.98;432.16;46.84;2010;53.22;55.7;48.41;0;51.92;37.05882352941177;30;33;30;30;42;30;40;2;1;34.333333333333336
1.0;47.21;424.67;53.45;2010;49.15;57.36;51.25;0;53.84;34.05882352941177;41;32;31;32;0;32;36;1;1;25.0
2.0;42.76;420.84;50.54;2010;56.52;61.86;40.49;0;53.65;37.470588235294116;40;30;32;35;35;37;45;1;2;32.5
2.0;55.64;400.12;51.55;2010;51.38;54.05;44.92;0;51.89;37.23529411764706;40;36;33;35;41;35;44;3;1;38.0
2.0;41.61;419.06;45.94;2010;62.61;48.74;45.93;0;51.5;38.294117647058826;35;35;35;35;35;35;40;2;1;34.333333333333336
2.0;52.08;448.47;69.98;2011;59.4;69.14;63.68;0;63.2;35.11764705882353;46;35;45;37;38;31;41;2;1;36.833333333333336
2.0;66.95;450.27;73.09;2011;65.03;69.14;54.95;0;68.87;34.411764705882355;41;30;30;44;42;32;43;1;1;38.833333333333336
2.0;50.87;429.72;69.72;2011;59.4;49.44;51.89;0;63.99;35.705882352941174;37;31;45;41;42;35;41;2;1;34.0
2.0;48.42;439.63;66.93;2011;62.11;59.0;59.66;0;57.8;34.705882352941174;39;33;40;30;0;33;41;1;1;32.333333333333336
3.0;59.21;451.49;57.57;2011;67.92;63.93;60.81;1;65.98;40.0;50;46;36;43;40;42;44;1;1;41.833333333333336
1.0;77.13;539.63;69.72;2011;65.03;75.48;75.71;0;79.57;34.11764705882353;38;30;31;38;3;29;50;1;1;18.333333333333332
2.0;77.13;470.71;50.75;2011;59.4;75.02;63.68;0;68.87;32.529411764705884;43;31;45;45;45;31;43;2;1;32.5
2.0;56.09;439.21;73.09;2011;64.91;56.56;59.66;0;52.34;37.35294117647059;45;34;47;44;39;36;41;1;1;38.166666666666664
2.0;69.93;453.44;69.72;2011;62.11;75.48;50.93;0;61.28;32.05882352941177;38;0;34;36;39;27;42;0;1;34.0
2.0;94.41;482.15;63.65;2011;67.92;66.99;69.52;0;83.7;34.76470588235294;40;39;34;41;38;39;47;1;1;32.666666666666664
2.0;56.82;453.41;66.68;2011;62.11;61.96;68.09;0;69.65;32.64705882352941;31;26;31;7;42;18;38;3;2;31.0
2.0;61.66;461.49;63.86;2011;73.98;75.02;54.95;0;57.8;31.705882352941178;0;30;36;42;38;30;40;2;1;36.0
2.0;53.27;469.07;57.57;2011;73.98;71.97;63.68;0;60.48;35.588235294117645;40;39;45;41;38;37;41;2;1;38.333333333333336
2.0;71.53;504.37;72.78;2011;59.27;103.04;53.93;0;63.99;37.470588235294116;42;32;41;42;43;32;50;3;1;39.333333333333336
1.0;49.66;451.14;66.93;2011;73.98;61.43;54.95;0;63.2;36.23529411764706;37;31;30;39;37;24;44;2;1;18.0
1.0;48.42;481.47;72.78;2011;59.27;66.99;59.66;0;72.69;38.705882352941174;0;32;17;35;41;9;45;1;2;18.5
2.0;75.1;489.4;69.72;2011;77.28;72.45;75.71;1;63.99;36.470588235294116;44;43;43;44;42;30;44;1;1;39.5
3.0;85.05;461.74;57.4;2011;64.91;75.48;53.93;0;66.77;39.11764705882353;45;50;47;48;43;39;46;1;1;44.666666666666664
2.0;55.62;443.5;69.72;2011;59.4;66.99;48.66;0;72.69;36.470588235294116;43;33;35;43;32;36;34;2;1;36.0
2.0;62.94;466.97;60.76;2011;73.98;69.14;69.52;0;63.2;39.94117647058823;33;31;45;40;38;40;39;1;1;38.0
2.0;52.08;463.18;66.68;2011;59.27;72.45;68.09;0;63.99;37.94117647058823;34;35;30;30;39;34;39;2;1;34.333333333333336
3.0;47.15;444.44;66.93;2011;67.92;71.97;57.9;1;63.2;37.05882352941177;45;30;34;47;49;36;37;1;1;40.166666666666664
2.0;75.1;460.7;69.98;2011;59.4;78.39;41.38;0;63.2;40.0;47;45;39;40;37;41;40;1;1;38.666666666666664
2.0;59.21;456.13;69.98;2011;47.41;75.02;63.68;0;68.87;35.88235294117647;45;36;44;43;42;32;50;1;1;37.166666666666664
3.0;64.24;495.3;69.72;2011;73.98;75.48;66.58;0;69.65;40.294117647058826;45;43;37;41;43;30;46;1;1;41.666666666666664
2.0;49.66;479.98;69.72;2011;62.11;72.45;68.09;0;72.69;33.8235294117647;36;30;32;38;43;35;39;1;1;36.5
2.0;62.94;500.4;60.76;2011;70.74;71.97;74.04;0;75.16;34.11764705882353;42;33;33;42;43;30;40;1;1;37.666666666666664
2.0;58.01;455.57;63.65;2011;70.74;69.64;50.93;0;69.65;38.05882352941177;47;38;34;42;40;31;37;1;1;38.5
2.0;77.13;475.3;63.86;2011;65.03;75.02;66.58;1;75.16;40.88235294117647;39;36;34;46;31;36;50;1;1;36.333333333333336
1.0;68.41;466.68;73.09;2011;53.5;63.93;68.09;0;75.16;38.23529411764706;32;29;30;40;32;20;41;3;1;30.0
2.0;65.57;467.89;69.98;2011;70.74;66.48;71.0;0;65.98;34.705882352941174;40;30;43;34;35;34;38;1;2;31.166666666666668
2.0;62.94;470.7;69.98;2011;73.98;71.97;60.81;0;65.98;34.705882352941174;38;31;34;39;41;31;50;2;1;33.833333333333336
1.0;73.24;476.06;50.75;2011;64.91;63.93;68.09;0;75.16;36.76470588235294;34;30;30;35;31;33;37;3;1;24.2
1.0;68.41;474.81;66.93;2011;67.8;75.02;50.93;0;60.48;36.76470588235294;32;30;34;38;39;26;44;3;1;29.0
2.0;68.41;460.67;69.72;2011;70.87;64.44;66.58;0;63.99;35.0;39;30;35;36;36;37;37;2;1;31.0
1.0;58.01;480.17;66.68;2011;67.92;72.45;63.68;0;75.95;37.64705882352941;41;14;31;42;34;34;50;3;1;18.25
2.0;70.37;474.81;63.86;2011;53.5;82.24;62.46;1;60.48;37.05882352941177;39;38;32;42;36;27;39;2;1;32.0
1.0;52.08;440.53;66.93;2011;56.55;71.97;54.95;0;60.48;34.705882352941174;25;16;30;29;35;15;50;1;2;30.0
2.0;50.87;455.45;69.72;2011;56.41;69.64;59.66;0;66.77;37.23529411764706;41;33;36;40;43;33;42;2;1;38.833333333333336
2.0;57.29;464.43;63.86;2011;62.11;75.02;59.66;0;65.98;33.705882352941174;39;0;40;38;41;0;36;0;2;40.0
1.0;62.94;455.72;63.86;2011;62.11;66.48;56.82;0;63.2;35.294117647058826;28;24;32;39;38;19;34;4;1;19.0
2.0;66.95;442.26;66.68;2011;67.8;59.52;56.82;1;58.6;39.411764705882355;42;38;35;47;41;35;41;1;1;34.0
2.0;66.03;471.01;66.68;2011;67.92;82.67;60.81;1;72.69;37.529411764705884;31;31;40;44;44;33;34;2;1;33.333333333333336
2.0;66.95;470.49;72.78;2011;73.98;64.44;54.95;0;66.77;37.94117647058823;46;23;33;24;0;34;40;1;1;33.0
2.0;70.37;459.48;57.4;2011;73.83;54.61;56.82;1;61.28;39.705882352941174;47;30;45;43;40;40;47;1;2;37.333333333333336
2.0;47.15;480.37;63.86;2011;65.03;82.24;60.81;1;71.9;39.705882352941174;46;31;33;44;40;36;42;1;1;37.5
1.0;49.66;476.31;57.57;2011;65.03;86.89;69.52;0;68.87;36.0;44;31;41;0;0;31;30;2;3;27.4
2.0;73.24;480.39;76.27;2011;73.83;71.97;62.46;0;52.34;35.294117647058826;31;30;39;35;42;37;36;2;2;31.166666666666668
2.0;59.21;479.53;75.93;2011;73.98;87.29;63.68;0;55.92;38.294117647058826;34;33;42;42;43;33;41;3;2;35.166666666666664
2.0;59.21;439.66;63.65;2011;62.11;57.08;59.66;1;58.6;35.294117647058826;39;34;43;46;42;38;35;2;3;31.833333333333332
2.0;65.57;475.83;57.4;2011;67.92;78.83;63.68;0;69.65;40.294117647058826;30;30;36;44;38;33;36;1;1;37.666666666666664
2.0;85.05;499.64;82.7;2011;64.91;66.99;56.82;0;75.95;35.11764705882353;26;31;31;37;0;0;40;3;2;31.0
2.0;71.53;441.71;69.98;2011;56.55;63.93;57.9;0;65.98;34.705882352941174;34;32;42;37;36;39;41;1;1;35.166666666666664
1.0;73.24;447.75;66.93;2011;56.41;61.43;62.46;0;68.87;34.35294117647059;34;37;44;43;0;4;41;2;2;30.0
2.0;64.7;470.31;46.97;2011;67.92;69.14;54.95;0;94.44;37.05882352941177;37;27;36;40;36;18;39;3;2;36.0
2.0;62.94;433.44;60.76;2011;65.03;61.43;51.89;1;57.8;37.0;43;41;45;48;39;39;44;2;1;38.5
1.0;56.82;436.3;63.65;2011;59.4;57.08;69.52;0;55.92;35.76470588235294;0;39;37;33;35;26;44;3;2;18.5
2.0;54.45;451.88;60.57;2011;59.4;75.48;57.9;0;69.65;39.35294117647059;43;33;31;33;35;34;46;2;1;34.333333333333336
2.0;77.55;474.75;46.87;2011;67.92;78.83;69.52;1;72.69;38.0;38;30;44;45;43;36;41;2;1;36.0
2.0;57.29;460.24;60.76;2011;67.8;63.93;71.0;1;68.87;35.76470588235294;44;30;47;47;47;35;39;1;1;39.833333333333336
2.0;73.24;460.36;66.93;2011;67.92;63.93;60.81;0;63.2;37.35294117647059;40;38;35;42;43;33;45;1;1;34.833333333333336
1.0;73.68;444.28;66.93;2011;65.03;54.1;66.58;0;65.98;35.35294117647059;38;35;31;36;30;32;34;2;1;17.5
2.0;85.05;458.71;60.57;2011;64.91;61.96;68.09;1;72.69;38.35294117647059;44;33;47;46;43;34;50;1;1;38.5
2.0;59.9;477.57;74.06;2011;58.25;63.62;46.79;0;71.7;36.0;46;35;44;43;39;36;49;1;2;39.166666666666664
2.0;57.27;443.88;58.63;2011;70.96;61.02;54.37;0;61.6;34.8235294117647;41;30;43;37;0;33;36;2;2;35.4
2.0;55.84;401.84;76.74;2011;51.21;50.66;43.59;0;53.95;33.1764705882353;0;11;35;0;0;25;50;1;1;35.0
2.0;62.69;411.79;55.86;2011;54.54;67.0;37.24;0;66.19;35.529411764705884;42;40;45;41;43;30;42;2;2;39.0
1.0;61.22;412.11;55.73;2011;64.17;58.82;54.22;0;56.48;36.8235294117647;3;8;10;15;11;3;7;1;1;10.0
2.0;47.58;421.38;59.57;2011;62.45;71.9;51.03;0;63.88;35.588235294117645;48;30;44;40;38;36;38;1;2;36.5
2.0;52.09;397.65;60.87;2011;56.37;49.03;49.2;0;58.93;38.529411764705884;34;41;33;44;43;30;50;1;1;37.5
2.0;54.64;400.71;63.99;2011;55.57;61.02;54.37;0;54.18;35.23529411764706;37;30;38;40;43;32;45;1;1;36.0
2.0;47.17;394.11;60.45;2011;54.48;61.4;34.45;0;58.91;34.1764705882353;41;36;32;33;43;30;40;2;1;33.833333333333336
1.0;41.43;419.12;51.27;2011;58.25;56.55;57.15;0;61.6;33.470588235294116;0;14;21;27;39;16;16;1;1;21.0
3.0;60.9;414.87;52.29;2011;54.35;55.44;56.79;0;61.52;35.23529411764706;46;31;43;45;50;32;37;1;1;41.833333333333336
2.0;69.93;409.46;59.57;2011;58.33;57.27;54.39;0;59.32;34.470588235294116;40;30;30;35;50;32;38;2;2;33.166666666666664
2.0;65.57;393.54;49.76;2011;56.32;51.9;47.31;0;53.24;33.8235294117647;33;32;42;35;43;33;40;1;2;32.5
2.0;68.41;417.66;54.74;2011;52.4;59.17;61.84;1;63.88;36.529411764705884;37;34;31;48;43;30;45;2;1;34.166666666666664
1.0;50.1;390.8;56.97;2011;50.31;50.53;39.03;0;57.8;34.294117647058826;21;0;8;43;37;0;47;0;1;8.0
2.0;73.93;399.27;55.73;2011;62.12;50.86;46.81;1;61.57;37.1764705882353;42;37;30;47;42;30;41;1;1;33.833333333333336
1.0;51.01;389.9;58.25;2011;51.58;52.72;42.11;1;58.93;37.411764705882355;42;33;30;42;37;27;44;1;1;29.0
2.0;56.82;391.08;59.37;2011;58.33;55.8;52.03;0;47.96;33.294117647058826;36;32;30;36;39;31;41;2;1;33.333333333333336
2.0;62.13;420.02;59.37;2011;62.45;63.72;53.3;0;67.08;40.11764705882353;48;39;45;45;40;40;36;1;2;39.5
1.0;45.94;395.98;50.94;2011;58.84;56.08;49.02;0;50.78;33.35294117647059;18;0;3;35;37;0;43;0;1;3.0
2.0;58.01;393.03;59.57;2011;50.31;53.65;48.75;0;61.52;38.88235294117647;48;31;31;41;42;35;41;1;1;35.0
3.0;69.93;390.78;64.28;2011;62.45;48.76;51.03;1;55.79;36.411764705882355;43;41;47;47;43;30;41;1;2;41.166666666666664
2.0;60.44;377.04;59.57;2011;52.4;51.9;36.96;0;59.32;36.0;47;42;35;41;39;30;50;2;1;39.166666666666664
3.0;48.86;389.12;64.28;2011;48.29;59.53;53.3;0;55.79;37.11764705882353;38;44;45;42;37;43;31;2;2;40.166666666666664
1.0;53.32;378.31;56.13;2011;48.55;50.78;44.38;0;54.18;36.88235294117647;30;31;45;32;38;31;36;2;2;29.5
1.0;47.17;385.79;53.27;2011;56.37;45.4;46.81;0;54.16;34.470588235294116;11;23;30;32;40;0;41;3;2;30.0
1.0;54.45;407.91;52.29;2011;62.55;57.27;52.03;0;63.88;29.529411764705884;30;0;11;24;26;0;31;0;2;11.0
1.0;58.01;396.72;56.97;2011;54.28;63.72;53.3;1;57.8;37.94117647058823;36;32;43;44;45;23;44;1;1;28.75
1.0;41.43;396.46;53.05;2011;56.18;63.77;51.08;1;49.73;30.705882352941178;31;0;20;44;43;0;36;0;2;20.0
2.0;55.62;387.97;61.79;2011;54.28;57.63;53.3;0;49.94;39.94117647058823;30;30;45;39;42;40;47;1;1;34.833333333333336
2.0;57.29;382.27;61.79;2011;58.25;54.03;44.08;0;62.09;37.0;43;31;45;47;47;36;38;2;1;36.166666666666664
1.0;56.82;381.52;49.63;2011;50.41;54.03;47.31;0;51.88;35.1764705882353;41;31;36;40;37;30;42;1;2;24.5
2.0;44.92;388.6;58.08;2011;44.17;57.48;58.95;0;47.86;44.35294117647059;39;37;30;48;43;31;42;1;1;37.0
2.0;48.43;388.31;61.41;2011;49.19;57.44;48.41;0;60.25;33.94117647058823;35;33;37;36;12;0;35;2;2;37.0
1.0;52.08;386.73;49.63;2011;60.29;57.63;48.75;0;53.82;34.470588235294116;0;0;12;23;23;0;37;0;2;12.0
2.0;59.21;391.38;57.16;2011;56.23;57.27;46.43;0;59.32;41.64705882352941;30;36;31;42;47;37;44;2;1;34.666666666666664
1.0;48.4;371.28;60.87;2011;43.96;45.4;49.2;0;51.93;36.1764705882353;30;38;33;47;41;30;39;3;1;29.0
2.0;56.82;375.01;59.57;2011;52.31;46.58;55.62;0;51.3;35.529411764705884;30;35;31;42;44;41;43;2;1;32.833333333333336
2.0;60.44;394.73;49.76;2011;54.35;59.17;64.57;0;47.34;37.94117647058823;40;32;31;39;32;36;43;1;1;33.5
2.0;42.76;386.99;57.99;2011;58.8;56.4;39.52;0;57.16;36.94117647058823;43;35;34;37;40;40;50;1;1;38.0
2.0;58.01;385.81;52.29;2011;58.25;51.9;46.43;0;61.52;36.8235294117647;33;30;35;38;38;32;45;1;1;34.333333333333336
1.0;58.01;383.21;52.29;2011;52.31;55.44;48.75;1;53.24;35.1764705882353;45;31;34;45;42;19;40;1;2;23.75
1.0;67.41;387.96;54.74;2011;58.33;57.27;47.31;0;57.23;35.8235294117647;43;32;31;39;37;24;33;3;1;25.333333333333332
2.0;60.9;383.75;56.97;2011;52.4;48.76;52.03;0;55.79;37.64705882352941;45;33;30;42;47;33;41;3;1;34.5
2.0;73.24;386.04;52.14;2011;60.29;55.8;46.43;1;55.79;37.8235294117647;34;35;43;43;48;33;46;2;1;35.333333333333336
2.0;59.21;386.16;52.29;2011;58.25;53.65;51.03;0;51.3;40.05882352941177;45;32;35;40;47;33;42;2;1;37.333333333333336
1.0;44.71;380.81;58.25;2011;54.48;49.03;49.2;1;56.48;39.35294117647059;42;17;44;42;49;30;41;2;1;27.666666666666668
2.0;60.44;372.71;59.57;2011;50.41;44.7;44.91;0;59.32;37.05882352941177;31;31;38;40;37;37;42;2;1;37.666666666666664
2.0;48.4;366.16;53.68;2011;54.32;48.96;37.12;0;56.51;40.11764705882353;41;32;38;48;35;33;43;1;1;38.333333333333336
2.0;53.27;372.11;54.57;2011;54.35;57.63;44.91;0;53.82;35.23529411764706;41;31;40;43;38;34;37;2;1;35.833333333333336
2.0;59.21;366.32;47.05;2011;43.93;59.53;36.24;0;51.88;34.23529411764706;30;32;33;38;38;33;45;1;2;32.833333333333336
2.0;33.81;390.15;52.83;2011;56.37;59.1;46.38;0;43.22;40.76470588235294;50;47;35;40;43;38;50;2;1;37.166666666666664
2.0;79.55;452.63;60.87;2012;52.42;63.77;54.22;0;67.75;35.11764705882353;40;38;37;38;41;39;35;1;1;34.5
2.0;58.0;453.0;63.0;2012;69.0;59.0;60.0;0;59.0;35.411764705882355;35;31;35;35;40;48;46;1;1;35.166666666666664
2.0;43.0;443.0;60.0;2012;69.0;53.0;60.0;0;59.0;36.0;40;36;32;47;0;41;47;1;1;34.666666666666664
2.0;41.0;435.0;65.0;2012;69.0;59.0;49.0;0;55.0;36.23529411764706;32;32;33;37;38;26;35;1;2;32.5
2.0;43.0;429.0;75.0;2012;63.0;44.0;49.0;0;63.0;32.470588235294116;44;36;30;43;38;36;32;1;2;35.0
2.0;68.0;454.0;59.0;2012;78.0;67.0;60.0;0;63.0;35.1764705882353;36;35;30;43;47;32;43;1;1;34.0
2.0;53.0;442.0;63.0;2012;58.0;58.0;53.0;0;58.0;37.76470588235294;34;42;43;41;47;34;40;2;1;38.166666666666664
2.0;43.0;436.0;56.0;2012;78.0;50.0;60.0;0;51.0;34.1764705882353;38;24;31;38;43;15;34;1;1;31.0
2.0;52.0;433.0;63.0;2012;54.0;55.0;53.0;0;63.0;36.0;32;36;30;41;45;37;47;2;2;32.5
2.0;58.0;437.0;59.0;2012;69.0;55.0;48.0;0;68.0;31.470588235294116;30;27;34;30;36;22;40;1;2;33.5
2.0;43.48;415.02;63.1;2012;50.37;67.0;49.02;0;48.79;35.411764705882355;38;35;37;43;46;41;48;2;1;34.5
2.0;60.0;441.0;52.0;2012;54.0;63.0;69.0;0;63.0;38.0;48;36;38;44;45;35;41;1;1;37.0
2.0;49.0;414.0;65.0;2012;54.0;63.0;45.0;0;55.0;34.11764705882353;31;17;37;37;45;33;36;2;2;37.0
2.0;55.0;438.0;49.0;2012;62.0;50.0;69.0;0;59.0;34.76470588235294;45;36;35;45;41;34;42;1;1;37.5
2.0;50.0;425.0;63.0;2012;58.0;62.0;53.0;0;55.0;36.35294117647059;49;33;33;44;45;36;47;1;1;36.166666666666664
2.0;55.0;422.0;59.0;2012;69.0;59.0;49.0;0;51.0;37.64705882352941;45;38;31;31;41;36;47;2;1;36.833333333333336
2.0;58.0;414.0;70.0;2012;62.0;50.0;53.0;1;55.0;33.76470588235294;45;34;31;40;44;31;50;2;3;34.166666666666664
1.0;45.0;414.0;75.0;2012;63.0;52.0;48.0;0;51.0;32.588235294117645;42;0;19;36;41;0;50;0;1;19.0
2.0;49.0;410.0;69.0;2012;58.0;55.0;53.0;0;58.0;39.588235294117645;42;38;49;46;44;39;38;1;1;39.5
2.0;52.0;404.0;70.0;2012;58.0;53.0;49.0;1;51.0;34.88235294117647;30;35;32;43;44;37;35;2;1;35.5
2.0;66.91;399.53;61.23;2012;55.41;56.55;46.79;0;47.62;33.8235294117647;43;32;30;45;37;38;40;2;1;39.0
2.0;53.0;410.0;63.0;2012;62.0;55.0;49.0;1;48.0;37.294117647058826;44;37;36;38;38;46;32;1;3;33.833333333333336
2.0;47.0;421.0;56.0;2012;69.0;53.0;53.0;0;63.0;37.1764705882353;37;31;30;33;42;33;41;1;2;34.666666666666664
2.0;45.0;424.0;65.0;2012;63.0;56.0;54.0;1;63.0;32.411764705882355;30;30;32;35;32;30;40;1;3;34.166666666666664
2.0;66.0;416.0;69.0;2012;54.0;58.0;48.0;0;68.0;35.35294117647059;35;34;30;30;36;33;44;2;2;34.333333333333336
2.0;61.0;421.0;59.0;2012;54.0;55.0;53.0;0;59.0;40.705882352941174;44;36;35;40;46;37;41;1;1;38.5
1.0;45.0;419.0;70.0;2012;53.0;53.0;60.0;0;63.0;32.76470588235294;0;32;23;32;30;0;42;1;1;23.0
