CON_MAT_ICFES;QUIMICA_ICFES;PG_ICFES;FISICA_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;LOCALIDAD;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIF;EPA_UNO;NOTA_PROGB;NOTA_FIS_UNO;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;PROMEDIO_DOS;NAA_DOS;NOTA_INT;VECES_INT;NCA_DOS;NOTA_FIS_DOS;CAR_DOS;PROMEDIO_TRES;NCA_TRES;NOTA_FIS_TRES;NOTA_EL_UNO;VECES_FIS_TRES;NOTA_DEM;PROMEDIO_CINCO;RENDIMIENTO_CINCO
74.79;68.87;431.59;75.89;64.24;51.88;0;11;58.33;36.57142857142857;35.0;2;33.0;38.0;0.0;37.0;45.0;0;30.794117647058822;5;24.5;2;14.0;32.0;1;27.86111111111111;13.0;30.0;22.5;1;44.0;28.233333334;1.0
80.88;63.62;443.78;66.97;72.06;56.51;1;6;60.16;39.142857142857146;31.0;2;48.0;36.0;0.0;43.0;46.0;0;35.76470588235294;6;33.0;1;17.0;39.0;0;36.72222222222222;18.0;37.0;36.0;1;44.0;36.36666666666667;2.0
85.89;59.53;432.66;59.37;81.98;62.09;0;18;58.33;33.57142857142857;31.0;2;36.0;34.0;0.0;32.0;37.0;0;28.058823529411764;4;29.5;2;11.0;30.5;4;32.22222222222222;15.0;30.0;26.5;1;41.0;24.142857142857142;1.0
84.71;68.87;448.45;52.14;73.24;57.8;0;11;58.25;42.714285714285715;48.0;2;41.0;41.0;0.0;38.0;41.0;0;36.705882352941174;6;37.0;1;17.0;38.0;0;34.611111111111114;15.0;30.0;29.0;1;41.0;30.766666666666666;2.0
73.85;66.12;439.72;61.79;71.53;70.07;0;20;67.19;44.57142857142857;45.0;2;49.0;45.0;0.0;39.0;41.0;0;38.529411764705884;6;34.0;1;17.0;40.0;0;35.83333333388889;15.0;35.0;25.66666667;1;45.0;34.36666666666667;2.0
76.65;56.98;431.74;60.45;54.64;58.91;1;11;61.89;31.714285714285715;28.0;2;35.0;29.0;7.0;32.0;44.0;2;31.176470588235293;4;30.0;1;11.0;28.0;2;27.72222222222222;6.0;30.0;18.0;1;49.0;50.0;4.0
65.93;59.1;398.66;78.02;43.48;45.4;1;10;50.47;41.57142857142857;35.0;2;50.0;41.0;0.0;39.0;49.0;0;36.8235294117647;6;38.0;1;17.0;36.0;0;36.0;18.0;39.0;33.0;1;48.0;38.46666666666667;2.0
81.47;54.99;414.98;60.45;57.27;56.46;0;10;54.48;36.785714285714285;35.0;2;41.0;38.0;0.0;33.0;36.0;0;31.58823529411765;4;28.0;2;11.0;35.0;2;29.805555555555557;15.0;31.0;30.5;1;37.0;30.1875;2.0
72.11;56.55;418.3;66.97;79.55;64.5;0;7;43.96;36.07142857142857;35.0;2;42.0;30.0;0.0;40.0;33.0;0;25.547619047857147;1;24.5;2;3.0;31.0;4;23.166666666666668;9.0;31.0;28.5;2;0.0;19.2;1.0
87.14;63.62;416.31;46.41;42.76;54.18;0;10;56.37;34.214285714285715;30.0;2;36.0;38.0;0.0;34.0;36.0;0;24.323529411764707;3;8.5;2;8.0;22.5;3;22.333333333333332;1.0;0.0;0.0;0;35.0;33.0;2.0
78.55;57.27;402.4;54.74;68.41;57.23;0;9;56.23;33.642857142857146;30.0;2;38.0;31.0;0.0;33.0;44.0;0;31.58823529411765;6;30.0;1;17.0;32.0;1;32.19444444444444;12.0;31.0;28.5;1;43.0;24.233333333333334;1.0
78.55;61.2;419.93;47.15;88.85;61.52;0;20;62.45;34.42857142857143;34.0;2;31.0;30.0;0.0;40.0;45.0;0;30.558823529411764;6;30.0;1;17.0;32.0;3;32.25;15.0;30.0;28.5;1;41.0;31.8;2.0
73.85;57.63;415.11;52.14;65.57;53.82;0;8;60.29;34.142857142857146;30.0;2;37.0;33.0;0.0;36.0;46.0;0;32.294117647058826;6;31.0;1;17.0;30.0;0;36.27777777777778;18.0;31.0;30.0;1;33.0;36.39999999933333;2.0
66.56;53.65;416.19;59.57;60.44;59.32;0;4;54.28;35.714285714285715;29.0;2;46.0;36.0;4.0;32.0;34.0;1;36.61764705882353;6;39.0;1;17.0;40.0;1;33.94444444444444;18.0;35.0;33.0;2;42.0;31.966666666666665;2.0
66.56;63.72;405.15;59.37;61.66;59.89;0;6;54.28;38.42857142857143;33.0;2;48.0;39.0;0.0;38.0;35.0;0;34.64705882352941;6;33.0;1;17.0;39.0;0;34.388888888888886;15.0;29.0;32.0;2;39.0;35.13333333333333;2.0
69.12;56.98;395.07;60.45;58.59;54.13;0;4;56.37;35.07142857142857;30.0;2;34.0;44.0;0.0;33.0;38.0;0;35.64705882352941;6;33.0;1;17.0;39.0;0;35.55555555555556;18.0;36.0;33.0;1;45.0;39.86666666666667;2.0
63.47;57.27;411.25;59.57;77.13;55.21;0;20;56.23;35.0;28.0;2;45.0;31.0;4.0;37.0;39.0;1;35.76470588235294;6;37.0;1;17.0;31.0;1;33.888888888888886;18.0;30.0;38.0;1;39.0;32.88888888933333;2.0
70.78;57.27;402.71;59.57;70.37;57.23;0;10;50.41;36.5;34.0;2;40.0;37.0;0.0;36.0;35.0;0;33.411764705882355;5;27.0;2;14.0;30.0;1;34.80555555555556;18.0;34.0;31.0;1;44.0;35.6;2.0
66.56;55.44;405.68;59.57;71.53;59.32;0;6;54.28;38.07142857142857;34.0;2;46.0;32.0;0.0;36.0;48.0;0;28.058823529411764;1;29.5;2;2.0;29.5;5;27.194444444444443;10.0;31.5;27.5;2;44.0;17.454545454545453;1.0
66.56;61.2;415.39;54.74;68.41;59.32;0;12;58.25;35.464285714285715;31.0;2;37.0;34.0;0.0;43.0;31.5;0;35.6764705882353;5;36.0;1;14.0;31.0;2;33.22222222222222;15.0;36.0;30.0;1;47.0;30.422222222666665;2.0
60.6;61.55;415.36;59.37;73.24;49.94;1;20;58.25;40.142857142857146;31.0;2;49.0;37.0;0.0;40.0;50.0;0;36.411764705882355;6;41.0;1;17.0;37.0;0;39.0;18.0;35.0;42.0;1;43.0;40.266666666666666;3.0
79.59;53.65;398.66;52.29;43.11;55.21;0;17;54.35;34.214285714285715;29.0;2;34.0;37.0;4.0;35.0;41.0;1;31.029411764705884;4;28.0;2;11.0;30.0;2;31.055555555555557;15.0;35.0;30.0;1;37.0;34.06666666666667;2.0
73.85;61.55;402.28;52.14;68.41;55.79;0;7;58.25;37.357142857142854;41.0;2;34.0;34.0;0.0;41.0;37.0;0;33.588235294117645;6;34.0;1;17.0;36.0;0;33.111111111111114;15.0;30.0;30.0;1;37.0;34.266666666666666;2.0
76.65;53.09;394.9;55.29;52.09;54.13;0;19;50.47;33.92857142857143;31.0;2;37.0;34.0;0.0;34.0;40.0;0;31.764705882352942;4;35.0;1;12.0;31.0;3;34.75;15.0;45.0;33.0;1;41.0;31.266666666666666;2.0
69.96;61.2;412.32;49.76;58.47;53.24;0;19;62.45;37.214285714285715;30.0;2;40.0;39.0;0.0;41.0;42.0;0;40.470588235294116;6;34.0;1;17.0;40.0;0;35.55555555555556;18.0;36.0;33.0;1;44.0;41.333333333333336;3.0
57.27;58.89;396.12;66.35;53.32;47.62;0;4;56.18;34.214285714285715;30.0;2;34.0;31.0;0.0;42.0;39.0;0;33.47058823588235;6;31.66666667;3;17.0;32.0;2;33.27777777777778;18.0;33.0;31.0;1;43.0;36.666666666666664;2.0
60.6;59.17;403.79;59.57;65.57;55.21;0;11;62.45;34.142857142857146;31.0;2;33.0;30.0;0.0;41.0;43.0;0;31.117647058235292;4;18.33333333;3;11.0;32.0;3;35.77777777777778;18.0;30.0;35.0;1;38.0;35.4;2.0
74.56;67.2;405.27;51.08;66.91;56.75;0;7;53.24;40.5;37.0;2;41.0;41.0;0.0;41.0;50.0;0;37.588235294117645;6;34.0;1;17.0;38.0;0;40.55555555555556;18.0;38.0;39.0;1;41.0;38.6;2.0
57.47;58.82;409.64;60.87;54.64;54.16;1;5;58.25;36.642857142857146;30.0;2;40.0;36.0;0.0;41.0;44.0;0;34.970588235294116;5;29.5;2;14.0;32.0;1;35.05555555555556;18.0;31.0;34.0;1;45.0;38.666666666666664;2.0
60.6;61.2;415.58;54.74;64.24;61.52;0;11;60.29;37.142857142857146;35.0;2;45.0;34.0;0.0;36.0;34.0;0;33.0;5;29.5;2;14.0;33.0;2;35.333333333333336;18.0;37.0;30.0;1;43.0;31.733333333333334;2.0
68.85;54.79;392.37;60.6;52.09;56.34;0;20;52.56;38.57142857142857;30.0;2;49.0;37.0;0.0;39.0;41.0;0;34.64705882352941;6;32.0;1;17.0;31.0;0;31.888888889444445;15.0;25.66666667;32.0;3;40.0;35.93333333333333;2.0
59.94;51.07;395.23;60.6;42.76;51.87;0;8;65.66;0.0;0.0;1;0.0;0.0;0.0;0.0;0.0;0;0.0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0;0.0;30.0;1.0
66.56;53.65;394.72;57.16;88.85;57.23;0;1;54.28;33.75;34.0;2;27.5;33.0;3.0;39.0;38.0;1;34.411764705882355;5;34.0;1;14.0;31.0;1;32.19444444444444;12.0;33.0;31.0;1;45.0;33.766666666666666;2.0
57.53;56.98;396.31;60.45;47.17;56.46;0;11;66.33;29.833333334285715;25.66666667;1;33.0;30.0;5.0;35.0;25.0;2;29.147058822941176;3;26.5;2;8.0;34.0;3;29.22222222222222;16.0;30.0;31.0;1;40.0;3.4615384615384617;1.0
66.56;61.2;402.92;54.74;52.54;59.32;0;6;56.23;38.07142857142857;30.0;2;45.0;38.0;0.0;41.0;43.0;0;43.8235294117647;6;41.0;1;17.0;40.0;0;39.77777777777778;18.0;39.0;43.0;1;40.0;44.333333333333336;3.0
67.28;59.53;399.95;54.57;58.01;59.89;0;15;54.35;36.857142857142854;31.0;2;36.0;39.0;0.0;40.0;47.0;0;36.470588235294116;6;33.0;1;17.0;37.0;1;34.83333333388889;15.0;37.0;33.0;1;40.0;36.2;2.0
63.47;59.17;402.5;54.74;65.57;59.32;1;20;64.72;34.07142857142857;30.0;2;32.0;31.0;0.0;41.0;45.0;0;34.85294117647059;5;31.0;1;14.0;32.0;1;32.08333333388889;12.0;31.0;30.0;1;45.0;26.46153846153846;1.0
63.47;55.8;399.18;54.57;79.81;51.88;1;8;62.45;40.642857142857146;30.0;2;45.0;44.0;0.0;43.0;46.0;0;36.705882352941174;6;34.0;2;17.0;39.0;1;37.55555555555556;18.0;32.0;37.0;1;45.0;39.333333333333336;2.0
67.28;57.63;394.39;59.37;56.82;51.88;0;13;44.05;34.642857142857146;32.0;2;37.0;34.0;0.0;38.0;35.0;0;32.294117647058826;4;28.0;2;11.0;36.0;2;30.02777777888889;6.0;27.66666667;31.0;3;35.0;21.272727272727273;1.0
62.98;59.1;396.03;57.81;50.86;54.13;0;6;54.48;38.0;28.5;2;43.0;38.0;4.0;40.0;45.0;1;32.970588235294116;4;28.0;2;11.0;34.0;2;33.333333333333336;12.0;34.0;27.0;1;35.0;19.2;1.0
65.86;56.66;384.16;63.65;49.63;54.16;0;11;44.02;33.5;30.0;2;37.0;32.0;0.0;39.0;34.0;0;35.35294117647059;6;33.0;1;17.0;35.0;0;32.44444444444444;12.0;35.0;30.0;1;39.0;38.6;2.0
64.16;57.93;404.6;55.86;79.55;61.16;0;5;50.37;35.785714285714285;35.0;2;41.0;30.0;0.0;37.0;39.0;0;33.235294118235295;5;39.0;1;14.0;32.0;1;29.055555555555557;16.0;33.0;30.0;1;43.0;27.833333333333332;1.0
64.12;57.63;405.14;54.57;58.01;73.69;0;21;54.35;33.5;32.0;2;33.0;33.0;0.0;35.0;43.0;0;33.588235294117645;6;32.0;1;17.0;38.0;1;32.666666666666664;15.0;31.0;30.0;1;35.0;34.6;2.0
72.63;59.1;402.11;63.23;61.22;54.13;0;20;48.44;38.57142857142857;45.0;2;40.0;35.0;0.0;31.0;30.0;0;36.94117647058823;6;40.0;1;17.0;31.0;0;34.416666666666664;18.0;31.5;35.0;2;30.0;32.244444443333336;2.0
58.38;57.27;373.71;54.74;53.27;55.21;1;20;50.41;39.57142857142857;33.0;2;46.0;36.0;0.0;42.0;49.0;0;33.294117647058826;4;32.0;1;11.0;33.0;2;35.388888888888886;18.0;36.0;34.0;1;48.0;35.6;2.0
102.0;74.0;472.0;59.0;52.0;55.0;0;20;63.0;35.92857142857143;33.0;2;42.0;36.0;0.0;30.0;37.0;0;28.41176470588235;3;22.5;2;8.0;25.0;3;33.611111111111114;18.0;32.0;31.0;1;45.0;33.98888888933333;2.0
99.99;67.0;471.99;60.0;58.0;59.0;0;20;63.0;40.92857142857143;42.0;2;36.0;42.0;0.0;43.0;42.0;0;36.11764705882353;6;30.0;1;17.0;38.0;0;36.611111111111114;18.0;32.0;40.0;1;42.0;40.266666666666666;3.0
102.0;67.0;448.0;63.0;71.0;55.0;0;20;63.0;35.035714285714285;30.0;2;39.0;30.5;0.0;44.0;41.0;0;34.94117647058823;6;33.0;2;17.0;34.0;3;34.611111111111114;18.0;33.0;34.0;1;36.0;35.3;2.0
85.0;63.0;455.0;77.0;53.0;69.0;0;11;54.0;36.357142857142854;24.5;2;45.0;36.0;4.0;44.0;43.0;1;30.352941176470587;4;35.0;1;12.0;36.0;2;39.166666666666664;18.0;37.0;42.0;1;38.0;35.86666666666667;2.0
86.0;62.0;473.0;63.0;53.0;63.0;0;8;69.0;42.42857142857143;40.0;2;40.0;46.0;0.0;43.0;46.0;0;32.6764705882353;5;30.5;2;14.0;28.0;2;33.5;15.0;32.0;40.0;1;35.0;21.272727272727273;1.0
102.0;67.0;445.0;59.0;80.0;55.0;0;1;63.0;38.357142857142854;32.0;2;46.0;32.0;0.0;42.0;47.0;0;36.470588235294116;6;30.0;1;17.0;40.0;0;33.5;18.0;30.0;34.0;1;45.0;39.46666666666667;2.0
69.0;52.0;462.0;75.0;39.0;76.0;0;20;69.0;41.5;36.0;2;44.0;43.0;0.0;45.0;44.0;0;30.294117648235297;4;27.66666667;3;11.0;31.0;2;33.30555555555556;12.0;31.0;25.0;1;50.0;34.733333333333334;2.0
56.0;58.0;464.0;86.0;63.0;76.0;0;20;58.0;36.785714285714285;30.0;2;44.0;35.0;0.0;42.0;44.0;0;33.205882352941174;6;31.0;1;17.0;35.0;1;31.833333333333332;12.0;28.0;33.0;2;37.0;30.922222222666665;2.0
102.0;52.0;439.0;59.0;66.0;63.0;0;11;58.0;43.0;40.0;2;42.0;45.0;0.0;45.0;45.0;0;36.55882352941177;6;32.0;1;17.0;41.0;1;39.0;18.0;42.0;41.0;1;47.0;40.266666666666666;3.0
68.0;47.0;467.0;60.0;80.0;55.0;0;8;91.0;37.214285714285715;34.0;2;37.0;31.0;0.0;46.0;46.0;0;41.529411764705884;6;38.0;1;17.0;50.0;0;36.611111111111114;18.0;31.0;36.0;1;48.0;38.266666666666666;2.0
75.0;59.0;444.0;70.0;55.0;51.0;0;6;63.0;46.0;47.0;2;45.0;47.0;0.0;48.0;46.0;0;37.23529411764706;6;34.0;1;17.0;40.0;0;36.55555555555556;18.0;33.0;33.0;2;41.0;41.13333333333333;3.0
85.0;59.0;461.0;52.0;63.0;59.0;0;4;69.0;38.57142857142857;29.5;2;42.0;39.0;4.0;46.0;46.0;1;34.529411764705884;6;33.0;1;17.0;35.0;1;38.888888888888886;18.0;40.0;34.0;1;40.0;40.6;3.0
85.0;68.0;445.0;56.0;45.0;51.0;0;11;68.0;39.42857142857143;37.0;2;47.0;34.0;0.0;37.0;43.0;0;33.23529411764706;4;27.5;2;11.0;37.0;2;34.5;12.0;38.0;28.0;1;41.0;19.884615384615383;1.0
75.0;68.0;464.0;65.0;66.0;89.0;0;10;57.0;39.714285714285715;34.0;2;41.0;40.0;0.0;47.0;44.0;0;33.64705882352941;5;29.0;2;14.0;35.0;2;25.805555555555557;10.0;27.5;17.0;2;37.0;17.857142857142858;1.0
75.0;67.0;440.0;65.0;49.0;55.0;0;12;69.0;39.0;33.0;2;46.0;38.0;0.0;44.0;43.0;0;34.411764705882355;6;31.0;1;17.0;42.0;1;35.138888888888886;15.0;41.0;32.0;1;42.0;36.8;2.0
59.0;59.0;470.0;65.0;61.0;63.0;1;20;78.0;37.357142857142854;32.0;2;41.0;35.0;0.0;39.0;45.0;0;32.38235294117647;5;30.0;2;14.0;36.0;3;30.555555555555557;16.0;31.0;39.0;1;40.0;4.8;1.0
63.0;59.0;466.0;65.0;63.0;69.0;0;20;78.0;37.92857142857143;36.0;2;33.0;38.0;0.0;44.0;44.0;0;34.0;6;32.0;1;17.0;30.0;1;36.94444444444444;18.0;43.0;40.0;1;41.0;37.06666666666667;2.0
76.0;58.0;439.0;63.0;66.0;63.0;0;20;69.0;42.785714285714285;42.0;2;46.0;42.0;0.0;40.0;44.0;0;35.11764705882353;5;30.0;1;14.0;34.0;2;32.666666666666664;12.0;37.0;30.5;1;40.0;25.455555555999997;1.0
85.0;63.0;462.0;56.0;53.0;59.0;1;8;58.0;38.785714285714285;30.5;2;38.0;45.0;0.0;44.0;43.0;0;38.294117647058826;6;41.0;1;17.0;39.0;0;39.44444444444444;18.0;35.0;40.0;1;43.0;36.666666666666664;2.0
76.0;67.0;458.0;59.0;47.0;68.0;1;6;63.0;37.07142857142857;31.0;2;46.0;31.0;0.0;38.0;44.0;0;31.20588235352941;4;23.66666667;3;11.0;24.0;3;34.583333333333336;15.0;38.0;31.5;1;38.0;35.53333333333333;2.0
75.0;53.0;444.0;60.0;58.0;55.0;0;13;78.0;31.607142857142858;30.0;2;24.5;30.0;3.0;37.0;41.0;1;25.0;1;24.0;2;3.0;35.0;3;30.8;5.0;0.0;0.0;0;0.0;3.0;1.0
76.0;52.0;445.0;63.0;56.0;76.0;0;20;63.0;39.5;35.0;2;46.0;37.0;0.0;42.0;37.0;0;37.529411764705884;6;33.0;1;17.0;38.0;0;38.05555555555556;18.0;34.0;39.0;1;40.0;36.333333333333336;2.0
85.0;56.0;433.0;56.0;58.0;58.0;1;10;69.0;33.535714285714285;31.0;2;37.0;29.5;3.0;34.0;38.0;1;28.235294117647058;3;27.5;2;8.0;31.0;3;33.0;18.0;32.5;30.0;2;36.0;35.266666666666666;2.0
75.0;56.0;443.0;60.0;58.0;59.0;0;20;68.0;35.92857142857143;30.0;2;36.0;33.0;0.0;44.0;44.0;0;35.38235294117647;6;33.5;2;17.0;35.0;1;40.05555555555556;18.0;42.0;37.0;1;44.0;40.13333333333333;3.0
86.0;74.0;431.0;59.0;56.0;59.0;0;10;54.0;36.785714285714285;35.0;2;42.0;33.0;0.0;37.0;34.0;0;30.61764705882353;3;28.0;2;9.0;36.0;4;35.0;18.0;38.0;37.0;1;34.0;23.454545454545453;1.0
69.0;62.0;458.0;63.0;50.0;76.0;0;9;69.0;39.142857142857146;33.0;2;39.0;41.0;0.0;45.0;42.0;0;34.11764705882353;6;35.0;1;17.0;36.0;1;35.30555555555556;15.0;33.5;28.0;2;38.0;34.46666666666667;2.0
75.0;47.0;436.0;65.0;58.0;68.0;0;20;63.0;34.0;24.0;2;39.0;33.0;4.0;39.0;45.0;1;35.529411764705884;6;35.0;1;17.0;32.0;0;32.80555555555556;18.0;30.5;31.0;2;42.0;31.233333333333334;2.0
76.0;55.0;434.0;69.0;66.0;58.0;0;3;53.0;38.5;31.0;2;37.0;41.0;0.0;47.0;44.0;0;33.76470588235294;6;34.0;1;17.0;30.0;0;35.0;18.0;30.0;34.0;1;40.0;36.46666666666667;2.0
68.0;56.0;444.0;65.0;74.0;69.0;0;1;69.0;33.392857142857146;30.0;2;33.0;29.5;3.0;38.0;44.0;1;31.5;3;24.5;2;8.0;37.0;3;32.25;12.0;38.0;26.0;1;37.0;34.266666666666666;2.0
63.0;47.0;431.0;70.0;56.0;59.0;0;20;78.0;34.107142857142854;26.5;2;38.0;30.5;4.0;39.0;46.0;1;31.764705882352942;5;33.0;1;14.0;34.0;1;39.27777777777778;18.0;42.0;38.0;1;45.0;33.46666666666667;2.0
75.0;75.0;461.0;52.0;66.0;69.0;0;8;58.0;40.642857142857146;39.0;2;44.0;43.0;0.0;35.0;39.0;0;31.852941176470587;4;30.0;2;11.0;32.0;3;38.166666666666664;18.0;34.0;37.0;1;44.0;39.53333333333333;2.0
76.0;62.0;426.0;63.0;49.0;58.0;0;10;58.0;35.714285714285715;35.0;2;37.0;35.0;0.0;34.0;36.0;0;33.55882352941177;5;29.0;2;14.0;35.0;2;32.94444444444444;18.0;34.0;31.0;1;38.0;32.677777776666666;2.0
86.0;52.0;424.0;59.0;56.0;59.0;0;20;54.0;36.07142857142857;30.0;2;38.0;34.0;0.0;47.0;44.0;0;33.294117647058826;5;28.0;2;14.0;36.0;3;34.111111111666666;15.0;22.66666667;37.0;3;40.0;26.9;1.0
60.0;86.0;454.0;59.0;53.0;55.0;0;7;78.0;41.07142857142857;41.0;2;39.0;39.0;0.0;44.0;45.0;0;31.735294117647058;6;30.0;1;17.0;32.0;1;35.611111111111114;15.0;37.0;33.5;2;37.0;35.43333333333333;2.0
75.0;56.0;451.0;60.0;56.0;68.0;0;19;54.0;32.42857142857143;24.5;2;30.0;30.0;4.0;45.0;43.0;1;32.85294117647059;4;29.5;2;11.0;30.0;2;36.0;18.0;34.0;36.0;1;41.0;36.03333333333333;2.0
63.0;47.0;412.0;77.0;45.0;48.0;0;4;63.0;36.357142857142854;30.0;2;43.0;35.0;0.0;37.0;39.0;0;33.76470588235294;5;29.5;2;14.0;37.0;3;29.972222222777777;12.0;30.0;24.66666667;1;41.0;36.46666666666667;2.0
59.0;75.0;440.0;70.0;55.0;63.0;0;11;58.0;40.07142857142857;35.0;2;48.0;40.0;0.0;36.0;43.0;0;34.411764705882355;6;39.0;1;17.0;37.0;0;33.72222222222222;15.0;34.0;29.0;1;39.0;33.666666666666664;2.0
69.0;52.0;439.0;63.0;43.0;63.0;0;8;62.0;35.0;30.0;2;41.0;32.0;0.0;35.0;37.0;0;38.6764705882353;6;36.0;1;17.0;42.0;1;37.611111111111114;18.0;43.0;37.0;1;43.0;37.2;2.0
76.0;58.0;464.0;51.0;50.0;63.0;0;18;63.0;43.42857142857143;42.0;2;46.0;41.0;0.0;45.0;45.0;0;33.55882352941177;6;33.0;2;17.0;35.0;2;39.55555555555556;18.0;36.0;40.0;1;50.0;37.733333333333334;2.0
86.0;52.0;427.0;55.0;43.0;58.0;0;8;54.0;38.0;34.0;2;43.0;35.0;0.0;39.0;42.0;0;38.6764705882353;6;33.5;2;17.0;39.0;1;38.94444444444444;18.0;37.0;37.0;1;42.0;38.86666666666667;2.0
76.0;59.0;439.0;59.0;61.0;76.0;1;7;58.0;39.42857142857143;33.0;2;42.0;39.0;0.0;47.0;43.0;0;35.970588235294116;6;30.0;2;17.0;39.0;2;36.05555555555556;18.0;32.0;41.0;1;45.0;36.13333333333333;2.0
76.0;55.0;422.0;63.0;52.0;55.0;0;9;58.0;42.785714285714285;37.0;2;45.0;48.0;0.0;44.0;40.0;0;36.76470588235294;6;33.0;1;17.0;39.0;0;38.333333333333336;18.0;44.0;35.0;1;44.0;37.5;2.0
68.0;68.0;436.0;60.0;53.0;58.0;0;8;69.0;34.0;31.0;2;31.0;30.0;0.0;43.0;41.0;0;31.20588235352941;4;27.66666667;3;11.0;36.0;2;34.05555555555556;15.0;30.0;35.0;1;39.0;35.666666666666664;2.0
86.0;50.0;424.0;55.0;49.0;63.0;0;8;54.0;33.0;30.0;2;32.0;28.0;3.0;44.0;42.0;1;33.23529411705882;4;32.0;2;11.0;34.0;3;34.611111111111114;18.0;34.0;34.0;1;44.0;33.311111110666666;2.0
69.0;55.0;458.0;47.0;47.0;55.0;1;5;91.0;36.92857142857143;35.0;2;43.0;33.0;0.0;35.0;40.0;0;29.852941176470587;3;27.5;2;8.0;33.0;3;34.5;18.0;32.0;30.0;1;42.0;31.977777778666667;2.0
63.0;67.0;436.0;65.0;45.0;63.0;0;4;58.0;36.785714285714285;34.0;2;37.0;33.0;0.0;41.0;46.0;0;31.882352941764708;4;31.0;3;11.0;34.0;3;32.083333333333336;9.0;31.0;28.0;1;44.0;31.144444444;2.0
81.17;56.77;413.37;57.99;59.9;54.06;0;10;63.25;43.142857142857146;43.0;2;43.0;43.0;0.0;42.0;45.0;0;39.23529411764706;6;36.0;1;17.0;40.0;0;38.888888888888886;18.0;45.0;38.0;1;35.0;38.56666666666667;2.0
75.0;59.0;425.0;60.0;50.0;55.0;0;4;54.0;40.5;35.0;2;37.0;44.0;0.0;47.0;45.0;0;34.35294117647059;5;28.5;2;14.0;36.0;2;36.69444444444444;15.0;35.0;31.0;1;50.0;41.2;3.0
63.0;56.0;437.0;65.0;56.0;77.0;0;20;68.0;39.214285714285715;36.0;2;42.0;37.0;0.0;47.0;41.0;0;35.73529411764706;4;29.0;2;11.0;36.0;2;39.27777777777778;18.0;38.0;37.0;1;43.0;32.733333333333334;2.0
64.0;46.0;434.0;69.0;27.0;68.0;0;7;58.0;32.857142857142854;22.0;2;40.0;28.0;7.0;43.0;45.0;2;30.294117647058822;4;31.0;1;11.0;32.0;2;26.5;10.0;32.0;23.0;2;36.0;21.6;1.0
76.0;55.0;421.0;55.0;60.0;58.0;0;18;50.0;34.642857142857146;30.0;2;37.0;30.0;0.0;44.0;43.0;0;35.64705882352941;6;36.0;1;17.0;33.0;0;33.47222222222222;12.0;30.0;31.0;1;47.0;33.96666666666667;2.0
55.0;50.0;378.0;52.0;68.0;55.0;1;5;54.0;38.714285714285715;30.0;2;47.0;36.0;0.0;45.0;47.0;0;36.88235294117647;6;31.0;1;17.0;35.0;0;34.138888888888886;18.0;42.0;30.0;1;44.0;37.666666666666664;2.0
60.6;50.15;375.21;47.15;56.82;53.24;1;20;50.31;33.0;30.0;2;33.0;30.0;0.0;36.0;39.0;0;30.735294118235295;4;30.0;1;11.0;33.0;2;33.44444444444444;18.0;32.0;32.0;1;33.0;33.4;2.0
84.0;60.0;462.0;68.0;68.0;57.0;0;13;63.0;40.285714285714285;41.0;2;45.0;39.0;0.0;36.0;40.0;0;25.647058823529413;1;19.33333333;3;3.0;20.0;5;34.888888888888886;18.0;35.0;35.0;1;43.0;34.833333333333336;2.0
75.0;59.0;469.0;70.0;61.0;58.0;0;8;69.0;35.07142857142857;30.0;2;37.0;36.0;0.0;37.0;44.0;0;31.91176470588235;4;27.0;2;11.0;33.0;2;26.583333332777777;7.0;29.5;28.0;2;44.0;22.285714285714285;1.0
89.0;62.0;443.0;68.0;96.0;53.0;0;10;61.0;38.142857142857146;33.0;2;39.0;39.0;0.0;44.0;43.0;0;35.411764705882355;6;34.0;1;17.0;37.0;0;39.44444444444444;18.0;36.0;36.0;1;44.0;37.733333333333334;2.0
74.0;54.0;427.0;75.0;72.0;62.0;0;19;63.0;35.357142857142854;30.0;2;35.0;36.0;0.0;39.0;45.0;0;36.411764705882355;6;33.0;1;17.0;36.0;0;34.166666666666664;18.0;36.0;31.0;1;40.0;31.4;2.0
100.0;59.0;419.0;59.0;48.0;46.0;0;13;52.0;35.142857142857146;33.0;2;36.0;31.0;0.0;41.0;44.0;0;32.88235294176471;5;35.0;1;14.0;35.0;1;29.694444444444443;9.0;27.5;33.0;2;38.0;28.633333333333333;1.0
65.0;60.0;442.0;72.0;60.0;55.0;0;20;65.0;32.5;25.5;2;30.0;31.0;4.0;42.0;45.0;1;33.588235294117645;4;30.0;1;11.0;38.0;2;34.638888888888886;15.0;31.0;26.5;1;44.0;30.666666666666668;2.0
79.0;54.0;406.0;75.0;65.0;51.0;0;10;54.0;35.214285714285715;30.0;2;35.0;35.0;0.0;43.0;41.0;0;34.470588235294116;6;32.0;1;17.0;32.0;0;35.388888888888886;18.0;36.0;35.0;1;41.0;33.55555555466667;2.0
