CON_MAT_ICFES;QUIMICA_ICFES;PG_ICFES;FISICA_ICFES;IDIOMA_ICFES;BIOLOGIA_ICFES;GENERO;LOCALIDAD;LITERATURA_ICFES;PROMEDIO_UNO;NOTA_DIF;EPA_UNO;NOTA_PROGB;NOTA_FIS_UNO;NCP_UNO;NOTA_TEXTOS;NOTA_CFJC;NAP_UNO;PROMEDIO_DOS;NAA_DOS;NOTA_INT;VECES_INT;NCA_DOS;NOTA_FIS_DOS;CAR_DOS;PROMEDIO_TRES;NCA_TRES;NOTA_FIS_TRES;NOTA_EL_UNO;VECES_FIS_TRES;NOTA_DEM;PROMEDIO_CINCO;RENDIMIENTO_CINCO
67.19;49.97;418.61;53.57;46.92;46.13;0;20;47.0;33.57142857142857;25.0;2;40.0;35.0;5.0;40.0;40.0;2;35.0;6;35.0;1;17.0;35.0;0;37.0;18.0;30.0;45.0;1;40.0;38.733333333333334;2.0
58.5;57.04;467.75;58.4;52.09;59.08;0;16;60.02;36.07142857142857;30.0;2;40.0;35.0;0.0;45.0;35.0;0;34.705882352941174;6;30.0;1;17.0;40.0;0;30.13888888888889;12.0;30.0;35.0;1;40.0;32.03333333333333;2.0
61.26;52.59;445.78;50.09;45.98;53.85;0;6;65.04;37.5;35.0;2;40.0;35.0;0.0;45.0;35.0;0;37.35294117647059;6;30.0;2;17.0;40.0;1;33.77777777777778;15.0;35.0;35.0;1;40.0;33.166666666666664;2.0
69.18;54.29;442.28;47.54;39.11;64.97;0;19;54.66;35.47619047714286;26.66666667;2;40.0;35.0;4.0;45.0;35.0;1;32.94117647058823;4;30.0;1;11.0;27.5;2;31.333333332777777;12.0;30.0;30.0;1;40.0;36.0;2.0
50.97;55.66;468.92;63.43;62.81;63.27;0;9;55.21;37.142857142857146;35.0;2;40.0;35.0;0.0;40.0;35.0;0;34.411764705882355;5;27.5;2;14.0;35.0;3;32.52777777777778;15.0;30.0;30.0;1;40.0;36.4;2.0
72.34;62.19;476.44;54.91;48.43;60.0;0;20;60.56;37.5;30.0;2;40.0;40.0;0.0;45.0;35.0;0;34.529411764705884;5;30.0;1;14.0;35.0;1;28.083333333333332;9.0;22.5;32.0;2;30.0;32.93333333333333;2.0
61.0;51.64;458.51;56.0;45.2;50.31;1;11;62.59;34.285714285714285;26.25;2;40.0;30.0;4.0;45.0;35.0;1;33.529411764705884;6;30.0;1;17.0;35.0;1;33.27777777777778;12.0;29.0;35.0;2;40.0;30.033333334;2.0
55.9;59.09;454.25;56.0;66.91;61.56;0;1;62.59;34.285714285714285;23.75;2;40.0;35.0;4.0;45.0;35.0;1;31.470588235294116;5;30.0;1;14.0;30.0;2;30.305555556111113;9.0;30.0;24.5;1;42.0;26.300000000666667;1.0
58.15;50.87;438.4;63.43;60.2;51.89;0;10;57.14;40.0;35.0;2;45.0;40.0;0.0;45.0;35.0;0;37.94117647058823;6;30.0;1;17.0;40.0;0;35.666666666666664;18.0;35.0;45.0;1;40.0;37.86666666666667;2.0
72.5;59.25;479.47;60.61;53.32;68.01;0;11;54.87;38.57142857142857;35.0;2;40.0;35.0;0.0;45.0;40.0;0;37.35294117647059;6;30.0;1;17.0;35.0;0;33.83333333388889;15.0;35.0;35.0;1;45.0;36.53333333333333;2.0
66.83;50.23;453.07;55.16;51.23;48.87;0;9;65.59;37.142857142857146;35.0;2;40.0;35.0;0.0;40.0;35.0;0;35.588235294117645;6;35.0;1;17.0;35.0;0;34.0;18.0;35.0;35.0;1;35.0;36.3;2.0
58.15;45.87;466.67;56.34;74.16;63.27;0;20;61.16;40.0;35.0;2;45.0;40.0;0.0;45.0;35.0;0;37.05882352941177;6;30.0;1;17.0;30.0;0;33.22222222277778;15.0;30.0;40.0;1;40.0;36.46666666666667;2.0
60.49;50.66;447.32;54.12;62.69;53.95;0;10;61.76;37.5;30.0;2;45.0;35.0;0.0;45.0;35.0;0;37.64705882352941;6;30.0;2;17.0;40.0;1;33.833333333333336;18.0;30.0;40.0;1;45.0;42.333333333333336;3.0
66.96;51.64;447.59;56.0;42.2;56.75;1;10;60.02;34.642857142857146;30.0;2;40.0;30.0;0.0;40.0;35.0;0;30.000000000588237;5;26.66666667;3;14.0;30.0;2;34.666666666666664;18.0;30.0;35.0;2;40.0;39.400000000666665;2.0
78.81;51.89;451.84;50.22;46.06;44.56;1;11;55.65;37.5;35.0;2;40.0;35.0;0.0;45.0;35.0;0;35.588235294117645;6;35.0;1;17.0;35.0;1;30.63888888888889;14.0;30.0;35.0;1;15.0;33.733333333333334;2.0
58.15;62.83;475.99;56.34;51.56;55.53;0;8;59.11;45.0;45.0;2;50.0;45.0;0.0;45.0;35.0;0;43.23529411764706;6;40.0;1;17.0;40.0;0;44.27777777777778;18.0;40.0;45.0;1;45.0;43.8;3.0
74.12;61.54;444.24;44.88;46.92;55.27;0;11;57.88;33.92857142857143;30.0;2;30.0;35.0;0.0;45.0;35.0;0;31.470588235294116;4;32.5;2;12.0;27.5;3;30.666666666666668;15.0;32.0;22.5;1;35.0;30.4;2.0
52.82;56.01;467.38;54.31;54.31;57.44;0;20;67.5;40.0;30.0;2;45.0;45.0;0.0;45.0;40.0;0;32.35294117647059;6;30.0;1;17.0;30.0;0;36.888888888888886;18.0;32.0;37.0;1;45.0;31.68888888933333;2.0
74.12;51.89;446.8;44.88;58.59;59.82;0;7;60.24;33.92857142857143;30.0;2;35.0;30.0;0.0;45.0;35.0;0;33.52941176411765;5;30.0;1;14.0;35.0;1;33.69444444444444;15.0;30.0;46.0;1;30.0;27.233333333333334;1.0
66.83;50.23;440.19;55.16;50.37;48.87;0;20;57.88;38.214285714285715;35.0;2;50.0;30.0;0.0;40.0;35.0;0;34.411764705882355;6;30.0;1;17.0;35.0;0;32.50000000055556;15.0;30.0;40.0;1;45.0;31.622222222666664;2.0
70.62;51.64;446.08;53.57;50.37;56.75;0;10;60.02;36.42857142857143;35.0;2;35.0;35.0;0.0;45.0;35.0;0;35.294117647058826;6;30.0;2;17.0;35.0;1;24.88888888888889;13.0;30.0;12.0;1;40.0;2.0;1.0
72.34;50.94;458.75;54.91;55.84;51.96;0;10;52.77;31.25;25.0;2;40.0;27.5;7.0;30.0;35.0;2;36.1764705882353;6;35.0;1;17.0;30.0;0;31.138888888333334;12.0;31.0;30.0;1;40.0;34.13333333333333;2.0
70.42;57.31;470.23;56.34;41.7;61.19;0;10;57.14;42.142857142857146;45.0;2;45.0;35.0;0.0;45.0;40.0;0;42.94117647058823;6;40.0;1;17.0;35.0;0;45.94444444444444;18.0;40.0;50.0;1;45.0;44.93333333333333;3.0
63.73;59.94;443.1;57.26;43.48;53.85;0;11;48.95;37.142857142857146;35.0;2;40.0;35.0;0.0;40.0;35.0;0;38.529411764705884;6;30.0;1;17.0;35.0;0;36.94444444444444;18.0;40.0;35.0;1;40.0;33.266666666666666;2.0
74.32;48.33;425.04;53.57;47.79;50.31;0;20;44.9;32.142857142857146;30.0;2;35.0;30.0;0.0;35.0;35.0;0;33.8235294117647;5;25.0;3;14.0;30.0;1;21.805555555555557;7.0;30.0;25.0;1;40.0;5.25;1.0
66.96;57.04;450.26;58.4;54.64;61.56;0;10;65.43;41.07142857142857;45.0;2;45.0;35.0;0.0;40.0;35.0;0;35.294117647058826;5;40.0;1;14.0;40.0;1;31.22222222222222;15.0;35.0;22.5;1;40.0;27.533333333333335;1.0
74.12;43.56;444.98;52.72;46.92;57.49;1;19;53.5;30.357142857142858;25.0;2;30.0;30.0;4.0;35.0;35.0;1;34.26470588235294;6;30.0;1;17.0;35.0;2;33.55555555555556;15.0;37.0;30.0;1;40.0;32.93333333333333;2.0
63.73;52.59;436.03;52.53;83.41;53.85;0;5;58.52;35.357142857142854;35.0;2;35.0;35.0;0.0;40.0;35.0;0;35.0;6;30.0;1;17.0;35.0;0;35.44444444444444;18.0;35.0;40.0;1;40.0;34.8;2.0
74.56;61.37;460.74;58.4;46.92;54.55;0;4;49.07;36.42857142857143;30.0;2;45.0;30.0;0.0;45.0;35.0;0;30.294117647058822;4;22.5;2;11.0;35.0;2;31.22222222222222;12.0;30.0;30.0;1;40.0;36.9;2.0
66.5;50.5;426.22;55.85;42.2;55.79;0;4;49.15;36.07142857142857;30.0;2;45.0;30.0;0.0;45.0;35.0;0;26.41176470588235;2;21.66666667;3;6.0;30.0;4;24.750000000555556;6.0;11.0;30.0;1;40.0;21.85897435846154;1.0
74.44;58.05;443.43;49.23;54.31;49.7;0;19;55.39;43.92857142857143;50.0;2;45.0;35.0;0.0;45.0;40.0;0;40.88235294117647;6;40.0;1;17.0;35.0;0;43.72222222222222;18.0;40.0;45.0;1;50.0;43.53333333333333;3.0
60.48;49.26;467.9;49.04;69.4;57.36;0;4;63.33;28.690476190714286;21.66666667;1;30.0;28.33333333;7.0;35.0;35.0;2;37.94117647058823;6;30.0;1;17.0;40.0;0;33.24999999944444;12.0;37.0;26.5;1;40.0;35.48888888933333;2.0
70.23;43.56;443.98;47.62;47.79;50.99;1;20;60.24;31.428571428571427;25.0;2;40.0;30.0;4.0;30.0;35.0;1;34.26470588235294;5;27.5;2;14.0;40.0;1;24.916666666666668;7.0;30.0;26.33333333;1;40.0;33.0;2.0
58.15;55.66;449.36;56.34;57.84;53.71;0;5;57.14;36.785714285;35.0;2;45.0;28.33333333;3.0;40.0;35.0;1;32.05882352941177;4;30.0;1;11.0;35.0;2;30.38888888888889;15.0;36.0;37.0;1;40.0;13.0;1.0
55.71;52.34;467.93;61.41;69.48;62.54;0;19;59.48;25.297619048571427;21.66666667;1;30.0;22.5;9.0;25.0;30.0;3;38.38235294117647;5;27.5;2;14.0;35.0;1;35.02777777777778;15.0;28.5;39.0;2;50.0;39.6;2.0
70.62;39.62;454.59;45.75;45.2;56.75;0;19;65.43;38.57142857142857;35.0;2;40.0;35.0;0.0;45.0;45.0;0;37.94117647058823;6;40.0;1;17.0;35.0;0;41.22222222222222;18.0;40.0;45.0;1;45.0;38.93333333333333;2.0
70.62;46.68;456.24;51.08;50.37;59.08;0;7;72.56;33.57142857142857;30.0;2;35.0;30.0;0.0;40.0;35.0;0;32.94117647058823;6;30.0;1;17.0;30.0;0;36.22222222222222;18.0;35.0;45.0;1;45.0;37.8;2.0
58.13;48.97;416.01;56.51;64.23;49.87;0;7;66.94;31.547619048571427;26.66666667;2;30.0;30.0;4.0;45.0;35.0;1;33.088235294117645;6;30.0;1;17.0;35.0;1;29.055555555555557;12.0;31.0;30.0;1;38.0;32.666666666666664;2.0
66.94;52.01;458.64;59.23;41.6;46.57;0;7;62.45;37.142857142857146;35.0;2;40.0;30.0;0.0;45.0;40.0;0;38.8235294117647;6;30.0;1;17.0;35.0;0;34.583333333333336;15.0;35.0;35.0;1;45.0;34.86666666666667;2.0
56.71;48.83;432.13;63.02;48.43;55.79;0;7;52.97;28.928571429285714;23.75;1;35.0;21.66666667;7.0;35.0;30.0;2;29.676470588235293;3;23.0;3;8.0;26.0;4;25.27777777777778;7.0;40.0;15.0;1;40.0;34.3;2.0
53.09;48.59;421.5;55.16;46.92;44.56;0;7;62.78;30.952380952142857;23.33333333;2;40.0;21.66666667;7.0;40.0;35.0;2;32.5;5;27.5;2;14.0;30.0;1;31.583333333333332;15.0;30.0;27.5;1;40.0;35.8;2.0
66.83;53.59;430.87;60.0;51.23;53.11;1;11;57.88;34.285714285714285;27.5;2;40.0;35.0;4.0;35.0;35.0;1;31.61764705882353;5;27.5;2;14.0;30.0;1;31.444444444444443;12.0;30.0;30.0;1;40.0;30.566666666;2.0
58.15;54.05;461.75;63.43;55.64;57.36;1;16;51.38;33.92857142857143;25.0;2;40.0;30.0;4.0;45.0;35.0;1;31.176470588235293;4;30.0;1;11.0;30.0;2;32.00000000055556;9.0;29.66666667;35.0;3;40.0;31.233333332666668;2.0
70.38;57.04;433.97;48.49;51.23;54.55;0;19;51.14;31.428571428571427;25.0;2;35.0;35.0;4.0;30.0;30.0;1;32.720588235294116;5;30.0;1;14.0;30.0;2;24.666666666666668;7.0;16.0;24.0;3;30.0;7.0;1.0
61.26;56.05;441.18;54.91;55.84;51.96;0;4;58.52;34.285714285714285;27.5;2;45.0;30.0;4.0;35.0;35.0;1;34.705882352941174;6;40.0;1;17.0;30.0;0;35.27777777777778;18.0;30.0;35.0;1;40.0;35.666666666666664;2.0
56.71;61.3;467.83;60.61;59.81;55.79;0;10;70.92;31.785714285714285;25.0;2;40.0;30.0;4.0;30.0;35.0;1;33.529411764705884;6;40.0;1;17.0;30.0;1;32.94444444444444;18.0;30.0;40.0;1;45.0;28.416666666666668;1.0
61.0;55.14;452.57;58.4;45.2;56.75;0;0;65.43;33.214285714285715;27.5;2;35.0;30.0;4.0;40.0;40.0;1;29.117647058235292;4;25.0;2;11.0;30.0;3;28.305555555555557;6.0;27.5;26.0;2;40.0;10.5;1.0
61.26;56.05;479.74;54.91;48.43;60.0;1;0;62.71;35.714285714285715;30.0;2;45.0;30.0;0.0;35.0;40.0;0;32.5;5;30.0;2;14.0;27.5;3;34.916666666666664;15.0;30.0;29.5;1;45.0;39.86666666666667;2.0
63.76;61.54;465.21;57.57;48.65;68.14;0;0;51.41;36.785714285714285;35.0;2;45.0;30.0;0.0;35.0;35.0;0;32.94117647058823;6;30.0;1;17.0;30.0;0;32.77777777777778;18.0;30.0;40.0;1;40.0;28.033333333333335;1.0
78.81;55.37;449.26;52.72;53.32;57.49;0;13;45.18;35.714285714285715;30.0;2;40.0;35.0;0.0;40.0;35.0;0;32.794117647058826;6;30.0;2;17.0;35.0;2;37.388888888888886;18.0;35.0;40.0;1;45.0;36.13333333333333;2.0
69.18;54.29;437.25;54.91;43.48;51.96;0;3;48.95;35.0;35.0;2;35.0;30.0;0.0;40.0;30.0;0;28.529411764117647;3;27.5;2;8.0;27.5;3;28.638888888333334;12.0;17.0;30.0;2;44.0;29.923076923076923;1.0
61.4;47.13;443.51;55.85;43.48;46.32;0;20;54.87;29.761904762142855;20.0;1;40.0;35.0;5.0;30.0;30.0;2;26.0;1;30.0;1;3.0;25.0;5;26.47222222111111;6.0;32.0;20.33333333;1;40.0;17.9;1.0
58.15;50.87;440.68;58.68;51.56;57.36;0;20;57.14;33.142857142857146;26.0;2;45.0;30.0;4.0;30.0;35.0;1;32.94117647058823;5;30.0;1;14.0;35.0;1;32.97222222222222;14.0;30.0;40.0;1;15.0;33.666666666666664;2.0
52.15;55.57;425.35;63.02;31.96;57.84;0;15;54.87;42.142857142857146;45.0;2;45.0;35.0;0.0;45.0;40.0;0;35.88235294117647;6;30.0;1;17.0;35.0;0;38.666666666666664;18.0;35.0;45.0;1;45.0;40.333333333333336;3.0
58.89;57.92;439.37;50.09;58.45;57.84;1;13;56.57;36.785714285714285;30.0;2;40.0;40.0;0.0;40.0;35.0;0;37.35294117647059;6;30.0;1;17.0;35.0;0;36.388888888888886;18.0;30.0;45.0;1;40.0;38.6;2.0
65.25;49.26;438.01;51.55;60.2;61.19;0;20;53.3;36.785714285714285;30.0;2;45.0;30.0;0.0;45.0;40.0;0;33.970588235294116;6;30.0;1;17.0;30.0;1;33.72222222222222;18.0;30.0;35.0;1;45.0;33.166666666666664;2.0
65.16;59.25;410.64;56.51;54.57;55.99;0;10;42.76;37.857142857142854;35.0;2;40.0;40.0;0.0;45.0;30.0;0;35.88235294117647;6;30.0;1;17.0;35.0;1;35.888888888888886;18.0;30.0;35.0;1;40.0;24.066666666666666;1.0
66.35;44.28;433.01;50.09;38.31;53.85;1;20;58.52;34.82142857142857;30.0;2;35.0;35.0;0.0;45.0;35.0;0;33.0;4;25.0;3;11.0;30.0;2;30.138888888333334;9.0;28.5;33.5;2;45.0;20.755555555999997;1.0
62.52;55.96;424.25;54.01;64.54;56.94;0;20;49.09;32.857142857142854;30.0;2;35.0;30.0;0.0;40.0;35.0;0;29.70588235352941;3;27.5;2;8.0;30.0;3;31.333333333333332;13.0;35.0;31.0;1;45.0;27.033333334;1.0
60.8;48.75;420.67;54.25;48.49;46.76;1;13;54.69;37.5;30.0;2;45.0;35.0;0.0;45.0;40.0;0;37.94117647058823;6;30.0;1;17.0;40.0;0;37.111111111111114;18.0;40.0;40.0;1;40.0;36.266666666666666;2.0
78.81;53.59;453.65;55.16;54.64;46.74;1;14;60.24;39.642857142857146;40.0;2;45.0;30.0;0.0;45.0;45.0;0;39.11764705882353;6;35.0;1;17.0;40.0;0;34.833333333333336;18.0;35.0;30.0;1;40.0;36.86666666666667;2.0
48.4;45.87;419.64;46.37;39.58;55.53;0;10;57.14;36.07142857142857;30.0;2;40.0;30.0;0.0;45.0;45.0;0;36.94117647058823;6;35.0;1;17.0;35.0;0;35.333333333333336;18.0;35.0;30.0;1;45.0;36.733333333333334;2.0
70.26;64.8;493.37;55.56;77.14;61.56;1;11;61.03;36.07142857142857;27.5;2;45.0;30.0;4.0;45.0;45.0;1;32.5;5;30.0;1;14.0;35.0;1;36.27777777777778;15.0;39.0;38.0;1;45.0;33.53333333333333;2.0
74.56;51.64;436.66;56.0;55.95;52.41;0;20;60.02;33.214285714285715;30.0;2;35.0;25.0;3.0;45.0;45.0;1;30.970588235294116;4;30.0;1;11.0;28.0;2;27.611111110555555;13.0;30.0;38.0;1;40.0;5.25;1.0
73.76;64.8;474.76;50.58;94.47;59.3;0;11;54.54;40.357142857142854;40.0;2;40.0;35.0;0.0;50.0;45.0;0;36.61764705882353;6;35.0;1;17.0;40.0;1;36.638888888888886;18.0;36.5;44.0;2;45.0;36.666666666666664;2.0
70.26;58.28;465.38;62.86;69.92;57.16;1;10;56.7;36.07142857142857;30.0;2;40.0;30.0;0.0;45.0;45.0;0;33.23529411764706;6;30.0;1;17.0;30.0;1;32.77777777777778;18.0;32.0;34.0;1;40.0;29.222222222666666;1.0
70.11;57.93;458.67;65.6;54.9;50.78;1;11;52.45;35.535714285714285;27.5;2;45.0;27.5;7.0;45.0;45.0;2;32.94117647058823;5;30.0;1;14.0;35.0;1;35.138888888888886;18.0;35.0;32.5;1;45.0;34.53333333333333;2.0
73.76;75.13;456.59;65.37;69.92;57.16;0;10;50.37;40.357142857142854;40.0;2;50.0;30.0;0.0;45.0;40.0;0;38.529411764705884;6;40.0;1;17.0;40.0;0;34.55555555555556;18.0;40.0;35.0;1;40.0;33.6;2.0
67.01;70.24;489.12;58.27;79.55;56.82;0;11;58.8;39.285714285714285;45.0;2;35.0;35.0;0.0;40.0;45.0;0;40.88235294117647;6;50.0;1;17.0;40.0;0;38.333333333333336;18.0;38.0;31.0;1;44.0;35.06666666666667;2.0
64.24;62.42;460.85;65.37;58.06;61.56;0;20;54.54;32.32142857142857;25.0;2;35.0;32.5;4.0;40.0;40.0;1;31.029411764705884;5;30.0;1;14.0;30.0;2;27.166666666111112;9.0;30.0;19.33333333;1;41.0;45.0;3.0
67.13;64.8;473.69;60.41;79.55;51.06;0;11;52.45;39.285714285714285;35.0;2;45.0;30.0;0.0;50.0;45.0;0;37.35294117647059;6;30.0;1;17.0;35.0;0;38.333333333333336;18.0;35.0;40.0;1;50.0;40.733333333333334;3.0
73.57;67.0;482.04;55.86;94.47;50.78;1;11;54.54;37.5;30.0;2;45.0;30.0;0.0;50.0;45.0;0;35.88235294117647;6;35.0;1;17.0;40.0;0;36.666666666666664;18.0;37.0;40.0;1;45.0;35.666666666666664;2.0
70.26;70.81;473.81;53.11;77.14;49.05;0;11;63.4;40.0;40.0;2;40.0;35.0;0.0;45.0;45.0;0;40.88235294117647;6;40.0;1;17.0;40.0;0;40.5;18.0;40.0;40.0;1;50.0;40.2;3.0
53.81;50.5;434.09;66.0;41.03;50.92;0;11;61.76;35.0;30.0;2;40.0;30.0;0.0;40.0;40.0;0;33.61764705882353;6;30.0;1;17.0;30.0;2;34.77777777777778;18.0;30.0;30.0;1;45.0;31.966666666666665;2.0
82.69;62.42;498.57;53.11;61.22;73.34;0;20;56.64;38.92857142857143;35.0;2;45.0;30.0;0.0;50.0;40.0;0;37.35294117647059;6;45.0;1;17.0;35.0;0;36.72222222222222;18.0;40.0;35.0;1;45.0;37.6;2.0
54.03;52.57;443.47;53.43;45.94;61.16;0;10;56.64;33.92857142857143;30.0;2;40.0;25.0;3.0;40.0;40.0;1;30.44117647;4;22.5;2;11.0;35.0;2;27.277777778333334;10.0;30.0;35.0;1;45.0;20.5;1.0
47.41;50.94;424.04;50.09;40.89;53.85;0;10;56.57;36.785714285714285;30.0;2;45.0;30.0;0.0;45.0;45.0;0;33.23529411764706;6;35.0;1;17.0;30.0;0;32.638888888888886;15.0;30.0;35.0;1;45.0;33.866666667333334;2.0
61.53;56.4;475.92;62.86;79.55;57.16;0;7;54.54;39.642857142857146;35.0;2;45.0;30.0;0.0;50.0;45.0;0;38.23529411764706;6;40.0;1;17.0;30.0;0;38.72222222222222;18.0;40.0;35.0;1;45.0;36.8;2.0
70.26;60.27;484.29;70.76;54.9;61.56;0;8;52.45;38.57142857142857;35.0;2;45.0;30.0;0.0;45.0;45.0;0;36.88235294117647;6;30.0;1;17.0;35.0;0;37.77777777777778;18.0;40.0;45.0;1;40.0;36.48888888933333;2.0
64.16;57.93;475.42;55.86;88.94;56.82;0;20;68.74;37.857142857142854;40.0;2;40.0;30.0;0.0;45.0;35.0;0;32.23529411764706;4;30.0;1;11.0;28.5;2;31.75;11.0;30.0;42.0;1;23.0;34.0;2.0
64.16;59.89;436.84;42.59;61.22;56.82;0;10;48.37;34.642857142857146;27.5;2;45.0;25.0;7.0;45.0;40.0;2;31.029411764705884;5;30.0;1;14.0;35.0;1;29.61111111111111;15.0;32.0;30.0;1;45.0;28.59090909090909;1.0
70.26;64.8;462.82;57.99;65.1;57.16;0;8;48.26;40.714285714285715;35.0;2;50.0;35.0;0.0;45.0;45.0;0;35.294117647058826;6;30.0;1;17.0;35.0;0;38.44444444444444;18.0;45.0;35.0;1;45.0;36.0;2.0
88.88;64.33;512.2;60.67;67.51;58.93;0;20;54.54;37.142857142857146;30.0;2;45.0;35.0;0.0;45.0;35.0;0;32.5;5;30.0;1;14.0;30.0;1;32.333333333333336;12.0;30.0;39.0;1;40.0;30.4;2.0
73.57;59.89;499.96;50.94;79.55;56.82;1;20;75.79;41.07142857142857;40.0;2;45.0;35.0;0.0;45.0;45.0;0;38.529411764705884;6;35.0;1;17.0;40.0;0;37.5;18.0;40.0;40.0;1;45.0;42.06666666666667;3.0
70.26;56.4;474.61;57.99;37.51;61.56;0;7;56.7;36.07142857142857;35.0;2;45.0;25.0;3.0;40.0;40.0;1;33.794117647058826;6;30.0;1;17.0;35.0;1;33.55555555555556;15.0;28.0;30.0;2;40.0;36.666666666666664;2.0
82.69;56.4;473.64;53.11;72.32;51.06;0;10;54.6;36.607142857142854;30.0;2;45.0;27.5;3.0;45.0;45.0;1;31.61764705882353;4;27.5;2;11.0;35.0;2;29.25;10.0;29.0;35.0;2;45.0;3.375;1.0
64.09;61.37;472.11;63.27;62.69;56.75;0;20;55.4;35.714285714285715;30.0;2;45.0;25.0;3.0;50.0;35.0;1;33.38235294117647;5;27.5;2;14.0;35.0;2;35.94444444444444;18.0;30.0;43.0;1;40.0;30.733333333333334;2.0
61.0;59.09;488.99;53.57;52.09;67.41;0;8;62.59;38.214285714285715;40.0;2;45.0;30.0;0.0;40.0;35.0;0;33.470588235294116;5;35.0;1;14.0;35.0;1;37.05555555555556;18.0;37.0;40.0;1;42.0;34.06666666666667;2.0
82.45;57.93;477.39;50.94;59.64;58.93;0;7;65.94;35.714285714285715;35.0;2;35.0;30.0;0.0;45.0;40.0;0;33.8235294117647;6;30.0;1;17.0;35.0;1;33.583333333333336;18.0;35.0;33.5;1;40.0;36.266666666666666;2.0
70.26;54.59;462.1;55.56;45.94;59.3;0;8;61.03;37.32142857142857;30.0;2;45.0;32.5;0.0;45.0;40.0;0;33.8235294117647;6;35.0;1;17.0;30.0;0;32.02777777777778;15.0;28.5;30.0;2;40.0;33.2;2.0
70.11;64.33;481.88;58.27;54.9;63.55;0;8;56.64;38.92857142857143;40.0;2;45.0;30.0;0.0;45.0;35.0;0;33.8235294117647;6;30.0;1;17.0;35.0;1;35.5;18.0;30.0;45.0;1;40.0;35.06666666666667;2.0
70.11;62.0;454.68;58.27;54.9;56.82;0;20;52.45;37.857142857142854;30.0;2;45.0;35.0;0.0;45.0;45.0;0;34.11764705882353;6;30.0;1;17.0;30.0;0;33.111111111666666;15.0;29.66666667;33.0;3;40.0;31.566666666666666;2.0
67.01;59.89;464.09;58.27;74.73;58.93;0;8;50.47;38.92857142857143;35.0;2;45.0;35.0;0.0;45.0;40.0;0;35.88235294117647;6;30.0;1;17.0;35.0;0;34.166666666666664;18.0;35.0;35.0;1;40.0;33.63333333333333;2.0
67.01;59.89;474.19;53.43;50.86;54.77;0;8;58.8;34.642857142857146;30.0;2;35.0;30.0;0.0;40.0;45.0;0;38.529411764705884;6;35.0;1;17.0;40.0;0;36.0;18.0;35.0;35.0;1;45.0;31.533333333333335;2.0
77.8;60.27;499.93;55.56;83.41;61.56;0;19;52.45;38.57142857142857;35.0;2;40.0;40.0;0.0;40.0;40.0;0;40.88235294117647;6;40.0;1;17.0;40.0;0;41.44444444444444;18.0;40.0;45.0;1;45.0;37.333333333333336;2.0
77.58;67.0;507.62;55.86;69.92;58.93;0;8;63.4;33.07142857142857;30.0;2;30.0;35.0;0.0;39.0;35.0;0;33.94117647058823;6;35.0;1;17.0;35.0;1;38.27777777777778;18.0;45.0;42.0;1;43.0;33.36666666666667;2.0
70.26;56.4;466.51;57.99;69.92;49.05;1;8;54.54;33.57142857142857;30.0;2;30.0;30.0;0.0;40.0;45.0;0;32.97058823588235;4;27.66666667;3;11.0;35.0;2;31.708333333333332;15.0;16.25;34.0;4;45.0;36.333333333333336;2.0
70.11;54.3;465.4;53.43;52.09;52.77;0;20;58.8;33.214285714285715;30.0;2;30.0;30.0;0.0;40.0;45.0;0;32.05882352941177;6;30.0;1;17.0;35.0;0;31.694444444444443;15.0;30.0;28.5;1;35.0;32.4;2.0
70.26;56.4;472.77;65.37;65.1;59.3;0;6;52.45;39.285714285714285;35.0;2;35.0;45.0;0.0;40.0;45.0;0;41.470588235294116;6;40.0;1;17.0;45.0;0;38.888888888888886;18.0;35.0;35.0;1;45.0;36.266666666666666;2.0
62.84;62.83;509.68;56.34;81.77;68.0;0;18;71.24;36.785714285714285;35.0;2;35.0;35.0;0.0;40.0;40.0;0;32.35294117647059;6;30.0;1;17.0;35.0;0;28.333333333333332;6.0;35.0;19.25;1;40.0;14.800000001;1.0
74.12;51.89;467.77;60.0;53.32;57.49;1;6;57.88;33.57142857142857;30.0;2;30.0;30.0;0.0;40.0;45.0;0;35.588235294117645;6;30.0;1;17.0;35.0;0;35.72222222222222;18.0;40.0;30.0;1;45.0;35.0;2.0
70.26;56.4;487.71;57.99;83.41;57.16;0;19;63.42;36.07142857142857;35.0;2;35.0;30.0;0.0;40.0;45.0;0;36.1764705882353;6;35.0;1;17.0;35.0;0;35.333333333333336;18.0;31.0;35.0;1;45.0;28.533333333333335;1.0
70.26;60.27;468.45;57.99;67.51;53.07;0;18;56.64;33.035714285714285;30.0;2;32.5;30.0;0.0;35.0;45.0;0;33.38235294117647;5;30.0;1;14.0;30.0;1;35.888888888888886;16.0;30.0;41.0;1;40.0;31.7;2.0
64.16;62.0;471.06;55.86;58.06;58.93;0;16;56.64;34.285714285714285;30.0;2;35.0;30.0;0.0;40.0;40.0;0;35.0;6;40.0;1;17.0;35.0;0;33.0;15.0;30.0;30.0;1;40.0;33.53333333333333;2.0
64.24;58.28;485.75;60.41;77.14;59.3;0;18;63.4;34.642857142857146;30.0;2;35.0;30.0;0.0;40.0;45.0;0;36.588235294117645;6;35.0;1;17.0;35.0;0;35.138888888888886;18.0;35.0;35.0;1;40.0;31.966666666666665;2.0
