NOTA_STG;PROMEDIO_SEIS;NOTA_C_UNO;NOTA_FDS;PROMEDIO_OCHO;NOTA_ELECPOT;NOTA_INSIND;NOTA_SISDIN;NAP_OCHO;NOTA_INGECO;NOTA_TFM;NOTA_VARCOM;NOTA_TELEC_UNO;NAC_OCHO;NOTA_TELEMA_UNO;VECES_STG;CON_MAT_ICFES;NCA_OCHO;NCC_OCHO;PROMEDIO_SIETE;PROMEDIO_TRES;CAR_OCHO;NOTA_COMDIG;NOTAS_BDATOS;NCP_OCHO;NAA_OCHO;NOTA_BIOING_UNO;NCC_SIETE;EPA_OCHO;VECES_INSIND;VECES_BDATOS;VECES_TELEC_UNO;VECES_INGECO;VECES_C_UNO;VECES_BIOING_UNO;VECES_TELEMA_UNO;CREDITOS_STG;CREDITOS_BIOING_UNO;CREDITOS_C_UNO;CREDITOS_INGECO;CREDITOS_TELEC_UNO;CREDITOS_BDATOS;CREDITOS_TELEMA_UNO;CREDITOS_INSIND;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
43.0;41.07142857142857;33.0;32.0;38.55555555555556;46.0;34.0;30.0;0;40.0;49.0;30.0;32.0;8;41.0;1;72.55;18.0;18.0;39.916666666666664;34.23529411764706;0;47.0;48.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;38.205882352941174
40.0;36.285714285714285;32.0;35.0;37.22222222222222;38.0;38.0;30.0;0;40.0;39.0;32.5;30.0;8;36.0;1;59.02;18.0;18.0;37.5;34.85294117647059;0;44.0;46.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.94117647058823
44.0;39.57142857142857;32.0;36.0;39.0;40.0;35.0;35.0;0;33.0;39.0;35.0;45.0;8;42.0;1;75.98;18.0;18.0;39.75;36.1764705882353;1;45.0;40.0;0.0;8;46.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;43.35294117647059
43.0;36.857142857142854;33.0;37.0;37.27777777777778;40.0;35.0;30.0;0;42.0;42.0;40.0;32.0;8;39.0;1;58.89;18.0;18.0;39.333333333333336;35.294117647058826;1;44.0;39.0;0.0;8;44.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;40.0
46.0;32.57142857142857;34.0;21.66666667;38.77777777777778;45.0;31.0;30.0;0;42.0;49.0;35.0;37.0;8;38.0;1;63.73;18.0;18.0;36.77777777833333;34.411764705882355;0;47.0;45.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.11764705882353
43.0;36.285714285714285;48.0;46.0;45.0;47.0;39.0;35.0;0;48.0;47.0;45.0;44.0;8;48.0;1;80.4;18.0;18.0;45.083333333333336;42.35294117647059;0;48.0;47.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.705882352941174
45.0;35.285714285714285;27.0;30.0;39.22222222222222;31.0;44.0;18.5;1;43.0;37.0;29.0;30.0;8;46.0;1;72.34;15.0;18.0;28.666666666666668;31.852941176470587;1;35.0;45.0;3.0;7;45.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.705882352941174
46.0;37.07142857142857;33.0;36.0;41.77777777777778;46.0;41.0;40.0;0;38.0;47.0;45.0;42.0;8;50.0;1;58.18;18.0;18.0;42.583333333333336;38.8235294117647;0;47.0;46.0;0.0;8;45.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.588235294117645
42.0;36.57142857142857;43.0;44.0;44.611111111111114;48.0;42.0;35.0;0;46.0;47.0;50.0;48.0;8;45.0;1;76.15;18.0;18.0;44.25;41.470588235294116;0;47.0;47.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.588235294117645
45.0;30.821428571428573;34.0;34.0;40.0;24.33333333;44.0;29.0;0;39.0;38.0;31.0;35.0;8;34.0;1;74.44;18.0;18.0;33.8333333325;32.14705882352941;0;45.0;46.0;0.0;8;49.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.35294117647059
50.0;29.928571428571427;39.0;32.0;37.72222222222222;32.0;39.0;30.0;0;39.0;39.0;20.66666667;31.0;8;37.0;1;66.5;18.0;18.0;31.916666666666668;30.941176470588236;0;33.0;31.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.588235294117645
49.0;41.857142857142854;34.0;44.0;42.77777777777778;49.0;43.0;35.0;0;40.0;48.0;45.0;48.0;8;45.0;1;69.34;18.0;18.0;42.75;40.588235294117645;0;46.0;44.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.57142857142857
47.0;29.130952381428575;47.0;22.0;39.5;17.0;41.0;30.0;0;34.0;0.0;30.0;38.0;8;30.0;1;75.98;18.0;18.0;27.0;30.823529411764707;1;34.0;30.0;0.0;8;49.0;12.0;2;1;2;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.857142857142854
48.0;44.785714285714285;41.0;44.0;43.611111111111114;48.0;43.0;35.0;0;41.0;46.0;40.0;47.0;8;42.0;1;81.5;18.0;18.0;42.666666666666664;41.470588235294116;0;40.0;46.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.142857142857146
45.0;41.357142857142854;40.0;35.0;40.388888888888886;28.0;44.0;31.0;0;43.0;38.0;35.0;34.0;8;42.0;1;61.4;18.0;18.0;35.333333333333336;36.76470588235294;1;45.0;31.0;0.0;8;48.0;12.0;2;1;2;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.05882352941177
40.0;23.428571428571427;0.0;18.0;38.0;17.33333333;0.0;27.25;0;37.0;0.0;25.0;0.0;2;0.0;1;66.35;3.0;3.0;23.541666665833333;28.823529411764707;0;32.0;0.0;0.0;2;0.0;12.0;2;0;0;0;1;0;0;0;1;2;3;2;3;2;2;3;2.0;39.5
41.0;33.92857142857143;43.0;42.0;42.44444444444444;45.0;39.0;30.0;0;36.0;47.0;45.0;43.0;8;45.0;1;54.43;18.0;18.0;41.666666666666664;38.38235294117647;0;47.0;47.0;0.0;8;46.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.1764705882353
47.0;36.57142857142857;41.0;39.0;42.72222222222222;45.0;40.0;35.0;0;40.0;48.0;40.0;43.0;8;45.0;1;67.05;18.0;18.0;41.166666666666664;37.35294117647059;0;47.0;45.0;0.0;8;45.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;46.142857142857146
49.0;28.428571428571427;32.0;33.0;37.388888888888886;31.0;40.0;25.0;0;36.0;38.0;30.0;34.0;8;37.0;1;63.87;18.0;18.0;31.916666666666668;31.08823529411765;0;38.0;37.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.94117647058823
50.0;35.07142857214286;31.0;25.0;38.55555555555556;23.66666667;39.0;17.5;0;40.0;42.0;30.0;40.0;8;38.0;1;61.4;18.0;18.0;27.833333334166667;31.470588235294116;0;42.0;32.0;0.0;8;47.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;45.0
49.0;26.964285714285715;30.66666667;30.0;35.16666666722222;32.0;30.0;32.0;0;35.0;37.0;24.0;30.0;8;36.0;1;69.18;18.0;18.0;32.833333333333336;27.117647058235292;1;38.0;37.0;0.0;8;48.0;12.0;2;1;1;1;1;3;1;1;1;2;3;2;3;2;2;3;2.0;39.705882352941174
44.0;39.4375;35.0;30.0;37.25;20.66666667;41.0;30.5;0;34.0;37.0;30.0;30.0;7;39.0;1;56.71;16.0;16.0;33.933333334000004;35.5;1;36.0;0.0;0.0;7;44.0;15.0;2;1;0;2;1;1;1;1;1;2;3;2;3;2;2;3;2.0;36.5
50.0;38.4375;29.5;30.0;38.96875;41.0;34.0;28.0;1;45.0;47.0;35.0;41.0;7;42.0;1;66.83;13.0;16.0;39.0;35.77777777777778;1;44.0;0.0;3.0;6;43.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;4.0;45.57142857142857
45.0;41.1875;37.0;30.0;39.625;41.0;35.0;30.0;0;48.0;41.0;30.0;35.0;7;38.0;1;63.76;16.0;16.0;36.733333333333334;33.666666666666664;0;38.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.92857142857143
50.0;39.9375;32.0;32.0;38.125;31.0;33.0;36.0;0;44.0;36.0;30.0;37.0;7;39.0;1;63.76;16.0;16.0;37.333333333333336;32.638888888888886;1;35.0;0.0;0.0;7;44.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.642857142857146
50.0;41.75;44.0;45.0;42.8125;43.0;41.0;45.0;0;48.0;48.0;45.0;40.0;7;34.0;1;63.87;16.0;16.0;42.86666666666667;39.94444444444444;0;40.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;45.90909090909091
37.0;34.1875;39.0;31.0;37.0;24.0;35.0;32.0;0;34.0;35.0;36.0;35.0;7;37.0;1;69.34;16.0;16.0;31.733333333333334;30.25;0;33.0;0.0;0.0;7;43.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.0
20.0;38.9375;33.0;30.0;36.8125;42.0;34.0;37.0;1;48.0;37.0;35.0;32.0;7;40.0;2;69.18;15.0;16.0;35.333333333333336;35.638888888888886;1;36.0;0.0;1.0;6;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;31.375
35.0;33.093750000625;40.0;30.0;35.5;25.5;30.0;29.5;0;33.0;30.5;28.0;31.0;7;33.0;1;79.06;16.0;16.0;31.9;29.75;0;33.0;0.0;0.0;7;49.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.357142857142854
43.0;35.25;24.0;18.5;36.1875;27.5;40.0;18.5;1;36.0;38.0;32.5;34.0;7;41.0;1;60.82;13.0;16.0;28.033333333333335;27.972222222777777;1;34.0;0.0;3.0;6;44.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;42.63636363636363
50.0;30.875;30.0;43.0;36.71875;24.0;40.0;33.0;0;34.0;42.0;37.0;30.5;7;35.0;1;52.06;16.0;16.0;36.06666666666667;32.44444444444444;2;40.0;0.0;0.0;7;49.0;15.0;2;1;0;2;1;2;1;1;1;2;3;2;3;2;2;3;3.0;41.333333333333336
48.0;36.5;32.0;36.0;39.3125;32.0;34.0;36.0;0;43.0;30.0;33.0;39.0;7;45.0;1;53.2;16.0;16.0;35.61538461538461;33.0;0;35.0;0.0;0.0;7;45.0;13.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.857142857142854
50.0;38.375;39.0;33.5;39.1875;32.0;31.0;30.33333333;0;48.0;35.0;34.0;35.0;7;39.0;1;67.19;16.0;16.0;33.844444444;37.0;0;30.0;0.0;0.0;7;44.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.0
50.0;35.875000000625;27.0;35.0;34.40625;25.0;35.0;36.0;2;37.0;28.5;28.5;27.5;7;33.0;1;58.5;10.0;16.0;33.03333333333333;30.13888888888889;2;37.0;0.0;6.0;5;46.0;15.0;2;1;0;2;1;2;1;1;1;2;3;2;3;2;2;3;2.0;38.72727272727273
45.0;33.28125;41.0;22.0;41.5;30.0;43.0;38.0;0;38.0;39.0;34.0;35.0;7;45.0;1;61.26;16.0;16.0;33.4;33.77777777777778;0;37.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.5
45.0;36.5;42.0;26.5;38.6875;20.25;37.0;27.66666667;0;37.0;32.0;40.0;31.0;7;38.0;1;69.18;16.0;16.0;31.405555556000003;31.333333332777777;0;44.0;0.0;0.0;7;47.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;45.36363636363637
45.0;35.875;20.0;29.5;33.0;42.0;30.0;22.5;1;36.0;34.0;33.0;35.0;7;31.0;1;50.97;13.0;16.0;36.6;32.52777777777778;1;42.0;0.0;3.0;6;47.0;15.0;2;1;0;1;1;3;1;1;1;2;3;2;3;2;2;3;3.0;43.0
40.0;36.3125;42.0;33.0;39.9375;19.66666667;42.0;32.0;0;40.0;28.0;35.0;33.0;7;41.0;1;72.34;16.0;16.0;29.066666667333333;28.083333333333332;0;31.0;0.0;0.0;7;43.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;37.5
0.0;32.625;0.0;24.33333333;36.285714285714285;14.0;0.0;37.0;0;35.0;30.0;32.0;34.0;3;0.0;0;61.0;7.0;7.0;31.244444444000003;33.27777777777778;0;37.0;0.0;0.0;3;41.0;15.0;2;0;0;1;1;0;1;0;1;2;3;2;3;2;2;3;1.0;19.5
34.0;33.3125;42.0;23.33333333;32.224999999375;20.0;18.2;32.0;2;34.0;20.5;33.0;26.33333333;7;32.0;1;55.9;10.0;16.0;31.711111110666668;30.305555556111113;2;34.0;0.0;6.0;5;45.0;15.0;2;5;0;3;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.5
45.0;40.125;34.0;30.0;39.625;32.0;35.0;34.0;0;45.0;36.0;35.0;38.0;7;41.0;1;58.15;16.0;16.0;38.0;35.666666666666664;1;38.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;43.5
33.5;35.437500000625;34.0;39.0;38.96875;19.66666667;41.0;25.5;0;39.0;36.0;36.0;39.0;7;36.0;2;72.5;16.0;16.0;33.533333334;33.83333333388889;1;39.0;0.0;0.0;7;49.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.607142857142854
50.0;43.1875;27.5;35.5;38.03125;33.0;36.0;30.5;1;43.0;30.0;31.5;34.0;7;42.0;1;66.83;13.0;16.0;35.53333333333333;34.0;1;35.0;0.0;3.0;6;48.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;40.333333333333336
45.0;40.3125;33.0;30.0;37.625;19.0;33.0;31.5;0;49.0;44.0;30.0;35.0;7;35.0;1;58.15;16.0;16.0;32.4;33.22222222277778;0;38.0;0.0;0.0;7;43.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.32142857142857
50.0;39.0;36.0;30.0;40.0625;33.0;35.0;31.0;0;34.0;48.0;41.0;42.0;7;44.0;1;60.49;16.0;16.0;37.0;33.833333333333336;0;41.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;46.5
24.5;39.125;17.66666667;36.0;33.343750000625;25.0;34.0;32.0;2;36.0;48.0;37.0;38.0;7;35.0;2;66.96;12.0;16.0;32.333333333333336;34.666666666666664;2;39.0;0.0;4.0;5;49.0;15.0;2;1;0;1;1;3;1;1;1;2;3;2;3;2;2;3;2.0;37.13636363636363
25.0;40.09375;30.0;30.0;33.5;32.0;29.0;26.5;2;31.0;38.0;30.0;34.0;7;37.0;2;78.81;12.0;16.0;33.6;30.63888888888889;2;35.0;0.0;4.0;5;48.0;15.0;2;2;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;38.45454545454545
50.0;40.8125;39.0;30.0;41.625;43.0;34.0;39.0;0;49.0;36.0;40.0;41.0;7;40.0;1;58.15;16.0;16.0;42.06666666666667;44.27777777777778;0;49.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.27272727272727
32.5;36.09375;39.0;32.0;38.21875;25.0;43.0;20.5;0;36.0;29.0;33.0;33.0;7;32.0;2;74.12;16.0;16.0;30.333333333333332;30.666666666666668;1;35.0;0.0;0.0;7;49.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;38.17857142857143
48.0;30.4375;42.0;31.0;36.375;26.0;38.0;30.0;1;31.0;37.0;30.5;28.0;7;30.0;1;52.82;13.0;16.0;32.333333333333336;36.888888888888886;1;33.0;0.0;3.0;6;44.0;15.0;2;1;0;2;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.142857142857146
46.0;28.5625;41.0;24.33333333;34.75;26.66666667;31.0;33.0;1;19.5;20.5;36.0;33.0;7;33.0;1;74.12;14.0;16.0;30.24444444466667;33.69444444444444;1;35.0;0.0;2.0;6;45.0;15.0;2;1;0;1;2;1;1;1;1;2;3;2;3;2;2;3;2.0;38.32142857142857
16.0;29.260416666250002;19.33333333;30.0;28.718749999375;13.0;28.0;26.0;4;33.0;33.0;30.0;24.5;7;34.0;3;66.83;6.0;16.0;30.2;32.50000000055556;4;39.0;0.0;10.0;3;47.0;15.0;1;3;0;2;1;3;1;1;1;2;3;2;3;2;2;3;2.0;32.18181818181818
37.5;33.625;33.0;42.0;36.59375;18.5;38.0;35.0;0;32.0;44.0;26.33333333;39.0;7;32.0;2;72.34;16.0;16.0;30.9;31.138888888333334;2;35.0;0.0;0.0;7;45.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;4.0;45.13636363636363
40.0;44.75;42.0;34.0;42.25;46.0;40.0;37.0;0;46.0;48.0;35.0;38.0;7;44.0;1;70.42;16.0;16.0;40.93333333333333;45.94444444444444;0;39.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.09090909090909
50.0;38.375;35.0;37.0;40.8125;30.0;40.0;32.0;0;41.0;31.0;28.0;40.0;7;41.0;1;63.73;16.0;16.0;35.6;36.94444444444444;0;40.0;0.0;0.0;7;47.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;45.0
47.0;33.5625;34.0;37.0;36.1875;30.0;42.0;32.0;1;35.0;30.0;32.0;24.0;7;35.0;1;66.96;13.0;16.0;34.6;31.22222222222222;1;36.0;0.0;3.0;6;46.0;15.0;2;1;0;2;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.36363636363637
43.0;34.9375;38.0;30.0;38.8125;25.66666667;39.0;21.0;0;43.0;35.0;31.0;31.0;7;37.0;1;74.12;16.0;16.0;31.133333334;33.55555555555556;1;40.0;0.0;0.0;7;47.0;15.0;2;1;0;2;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.714285714285715
43.0;33.9375;22.5;36.0;34.0625;20.5;43.0;26.5;2;32.0;40.0;28.33333333;26.5;7;32.0;1;63.73;10.0;16.0;29.033333333333335;35.44444444444444;3;27.0;0.0;6.0;5;49.0;15.0;2;1;0;2;2;2;1;1;1;2;3;2;3;2;2;3;3.0;41.63636363636363
46.0;37.8125;36.0;39.0;38.9375;17.5;40.0;37.0;0;35.0;40.0;33.0;35.0;7;38.0;1;74.56;16.0;16.0;34.36666666666667;31.22222222222222;0;37.0;0.0;0.0;7;49.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.214285714285715
40.0;43.0625;43.0;32.0;42.5625;45.0;38.0;39.0;0;50.0;47.0;35.0;38.0;7;44.0;1;74.44;16.0;16.0;39.86666666666667;43.72222222222222;0;37.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.09090909090909
50.0;39.34375;30.0;42.0;40.75;36.0;40.0;31.0;0;46.0;33.0;27.0;42.0;7;40.0;1;60.48;16.0;16.0;37.53333333333333;33.24999999944444;0;43.0;0.0;0.0;7;47.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;48.45454545454545
45.0;39.25;39.0;20.0;40.5;27.66666667;43.0;31.5;0;31.5;34.0;27.5;38.0;7;45.0;1;55.71;16.0;16.0;32.866666667333334;35.02777777777778;1;39.0;0.0;0.0;7;45.0;15.0;2;1;0;1;2;1;1;1;1;2;3;2;3;2;2;3;4.0;45.333333333333336
45.0;42.0;38.0;30.0;42.875;39.0;38.0;34.0;0;49.0;42.0;36.0;45.0;7;43.0;1;70.62;16.0;16.0;38.53333333333333;41.22222222222222;0;43.0;0.0;0.0;7;47.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.90909090909091
50.0;38.1875;25.5;31.0;38.21875;41.0;36.0;27.5;1;43.0;47.0;30.0;41.0;7;41.0;1;70.62;13.0;16.0;37.93333333333333;36.22222222222222;1;43.0;0.0;3.0;6;43.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;4.0;45.285714285714285
47.0;35.46875;42.0;30.0;39.3125;27.0;41.0;27.5;0;34.0;32.0;30.0;33.0;7;38.0;1;58.13;16.0;16.0;31.733333333333334;29.055555555555557;0;40.0;0.0;0.0;7;45.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.81818181818182
40.0;38.4375;25.5;30.0;36.15625;32.0;31.0;28.0;1;46.0;36.0;35.0;33.0;7;41.0;1;66.94;13.0;16.0;32.06666666666667;34.583333333333336;1;32.0;0.0;3.0;6;48.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.642857142857146
38.0;28.187499999375;43.0;30.0;36.8125;26.25;28.0;30.0;1;35.0;41.0;29.5;36.0;7;35.0;1;53.09;13.0;16.0;31.783333333333335;31.583333333333332;1;36.0;0.0;3.0;6;45.0;15.0;2;2;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;38.54545454545455
22.5;36.53125;30.0;32.0;33.9375;18.0;32.5;37.0;1;35.0;30.0;34.0;33.0;7;33.0;2;66.83;15.0;16.0;33.0;31.444444444444443;2;40.0;0.0;1.0;6;49.0;15.0;2;2;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;35.785714285714285
47.0;35.875;45.0;30.0;39.625;30.0;38.0;34.0;0;31.0;33.5;30.0;40.0;7;34.0;1;58.15;16.0;16.0;34.0;32.00000000055556;0;35.0;0.0;0.0;7;44.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.90909090909091
50.0;38.3125;35.0;43.0;37.6875;45.0;30.0;30.0;0;44.0;33.0;35.0;34.0;7;36.0;1;61.26;16.0;16.0;40.0;35.27777777777778;0;41.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.0
50.0;41.625;30.0;30.0;37.6875;37.0;30.0;28.0;0;43.0;32.0;35.0;39.0;7;37.0;1;61.26;16.0;16.0;36.266666666666666;34.916666666666664;1;39.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;42.25
45.0;31.75;33.0;37.0;37.875;18.5;38.0;33.0;0;37.0;25.5;33.0;36.0;7;34.0;1;63.76;16.0;16.0;34.36666666666667;32.77777777777778;0;44.0;0.0;0.0;7;49.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.07142857142857
50.0;37.34375;34.0;30.0;39.1875;35.0;36.0;30.0;0;38.0;31.0;37.0;37.0;7;42.0;1;78.81;16.0;16.0;37.13333333333333;37.388888888888886;0;42.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.63636363636363
15.0;37.0625;31.0;31.0;32.25;30.0;29.0;29.0;2;32.0;36.0;30.0;31.0;7;34.0;2;58.15;12.0;16.0;32.53333333333333;32.97222222222222;2;34.0;0.0;4.0;5;48.0;15.0;2;2;0;1;1;1;1;1;1;2;3;2;3;2;2;3;1.0;26.333333333333332
45.0;41.0625;32.0;31.0;38.5625;35.0;37.0;32.5;0;49.0;39.0;30.0;31.0;7;39.0;1;52.15;16.0;16.0;35.06666666666667;38.666666666666664;0;33.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.857142857142854
31.0;42.1875;34.0;32.0;37.0625;39.0;31.0;35.0;0;47.0;42.0;30.0;33.0;7;39.0;2;58.89;16.0;16.0;38.6;36.388888888888886;1;38.0;0.0;0.0;7;48.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.36363636363637
46.0;31.9375;37.0;31.0;37.0;15.5;40.0;33.0;0;31.0;31.0;28.5;31.0;7;37.0;1;65.25;16.0;16.0;30.866666666666667;33.72222222222222;0;36.0;0.0;0.0;7;43.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.214285714285715
0.0;26.625000000625;40.0;31.0;39.5;4.0;0.0;22.5;0;40.0;30.0;43.0;34.0;5;43.0;0;65.16;12.0;12.0;25.307692307692307;35.888888888888886;0;34.0;0.0;0.0;5;43.0;13.0;2;0;0;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;32.45454545454545
0.0;27.656249999375;17.5;15.5;22.8;2.0;0.0;38.0;2;32.0;31.0;32.0;10.5;4;0.0;0;62.52;4.0;10.0;19.333333333333332;31.333333333333332;2;5.0;0.0;6.0;2;40.0;15.0;1;0;0;2;1;2;1;0;1;2;3;2;3;2;2;3;1.0;27.818181818181817
45.0;40.3125;25.0;30.0;34.6875;31.0;31.0;27.0;1;39.0;38.0;30.0;30.0;7;39.0;1;60.8;13.0;16.0;33.53333333333333;37.111111111111114;1;37.0;0.0;3.0;6;48.0;15.0;2;1;0;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.0
48.0;40.75;42.0;46.0;43.5;37.0;42.0;41.0;0;46.0;39.0;38.0;46.0;7;39.0;1;78.81;16.0;16.0;42.666666666666664;34.833333333333336;0;44.0;0.0;0.0;7;44.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;46.92857142857143
50.0;41.3125;33.0;44.0;41.875;44.0;49.0;44.0;0;44.0;36.0;36.0;40.0;7;39.0;1;48.4;16.0;16.0;44.0;35.333333333333336;0;46.0;0.0;0.0;7;44.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.333333333333336
43.0;32.5625;31.0;31.0;37.0;28.0;34.0;33.0;0;35.0;36.0;38.0;34.0;7;41.0;1;70.26;16.0;16.0;35.666666666666664;36.27777777777778;0;38.0;0.0;0.0;7;50.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.45454545454545
44.0;36.125;39.0;35.0;41.0625;33.0;43.0;37.0;0;39.0;33.0;42.0;37.0;7;40.0;1;73.76;16.0;16.0;37.53333333333333;36.638888888888886;0;39.0;0.0;0.0;7;49.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;45.54545454545455
36.0;33.687499999375;44.0;32.5;38.53125;27.5;38.0;35.0;0;34.0;30.0;24.0;35.5;7;36.0;1;70.26;16.0;16.0;35.5;32.77777777777778;1;43.0;0.0;0.0;7;44.0;15.0;2;1;0;2;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.0
45.0;37.6875;37.0;38.0;39.375;29.0;39.0;37.0;0;34.0;30.0;33.0;35.0;7;45.0;1;70.11;16.0;16.0;37.6;35.138888888888886;0;40.0;0.0;0.0;7;47.0;15.0;2;1;0;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.36363636363637
