NOTA_STG;PROMEDIO_SEIS;NOTA_C_UNO;NOTA_FDS;PROMEDIO_OCHO;NOTA_ELECPOT;NOTA_INSIND;NOTA_SISDIN;NAP_OCHO;NOTA_INGECO;NOTA_TFM;NOTA_VARCOM;NOTA_TELEC_UNO;NAC_OCHO;NOTA_TELEMA_UNO;VECES_STG;CON_MAT_ICFES;NCA_OCHO;NCC_OCHO;PROMEDIO_SIETE;PROMEDIO_TRES;CAR_OCHO;NOTA_COMDIG;NOTAS_BDATOS;NCP_OCHO;NAA_OCHO;NOTA_BIOING_UNO;NCC_SIETE;EPA_OCHO;VECES_INSIND;VECES_BDATOS;VECES_TELEC_UNO;VECES_INGECO;VECES_C_UNO;VECES_BIOING_UNO;VECES_TELEMA_UNO;CREDITOS_STG;CREDITOS_BIOING_UNO;CREDITOS_C_UNO;CREDITOS_INGECO;CREDITOS_TELEC_UNO;CREDITOS_BDATOS;CREDITOS_TELEMA_UNO;CREDITOS_INSIND;RENDIMIENTO_NUEVE;PROMEDIO_NUEVE
45.0;38.285714285714285;30.0;29.33333333;31.916666666666668;24.75;33.5;30.0;2;25.0;41.0;30.0;30.0;8;28.5;1;70.42;14.0;18.0;30.493055555;28.970588235294116;3;37.0;33.0;4.0;6;38.0;12.0;2;2;1;1;2;1;1;2;1;2;3;2;3;2;2;3;3.0;41.8235294117647
40.0;34.107142857142854;22.0;33.0;36.166666666666664;18.33333333;41.0;22.5;1;41.0;43.0;22.5;32.0;8;40.0;1;75.27;15.0;18.0;29.499999999166665;28.08823529411765;1;39.0;34.0;3.0;7;48.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;40.35294117647059
45.0;33.857142857142854;24.0;30.0;36.77777777777778;30.0;42.0;30.0;1;33.5;41.0;30.0;36.0;8;35.0;1;58.15;15.0;18.0;33.666666666666664;31.176470588235293;2;38.0;39.0;3.0;7;48.0;12.0;2;1;1;1;2;2;1;1;1;2;3;2;3;2;2;3;3.0;42.42857142857143
45.0;30.35714285642857;20.5;26.75;32.916666666666664;28.0;36.0;31.0;1;35.0;43.0;22.5;30.0;8;40.0;1;95.12;15.0;18.0;29.625;29.117647058235292;1;31.0;38.0;3.0;7;31.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;40.88235294117647
50.0;39.07142857142857;33.0;35.0;36.111111111111114;30.0;33.0;30.0;0;42.0;46.0;25.0;30.0;8;39.0;1;69.99;18.0;18.0;32.333333333333336;30.735294117647058;0;36.0;34.0;0.0;8;41.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.857142857142854
45.0;27.773809524285717;20.5;24.5;33.833333333333336;17.0;36.0;27.5;2;33.0;44.0;26.66666667;21.5;8;38.0;1;85.34;12.0;18.0;25.916666666666668;35.0;2;36.0;45.0;6.0;6;49.0;12.0;2;1;1;2;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.470588235294116
46.0;39.5;30.0;34.0;38.388888888888886;40.0;32.0;30.0;0;48.0;47.0;30.0;35.0;8;40.0;1;60.48;18.0;18.0;35.25;33.38235294117647;0;35.0;46.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.785714285714285
33.0;40.142857142857146;20.66666667;31.0;30.055555556111113;25.5;30.0;25.0;3;35.0;46.0;30.0;29.0;8;31.0;1;60.49;10.0;18.0;30.291666666666668;32.94117647058823;3;37.0;42.0;8.0;5;26.5;12.0;1;1;1;2;1;3;2;1;1;2;3;2;3;2;2;3;2.0;37.3235294117647
45.0;32.57142857142857;30.0;28.5;37.166666666666664;25.5;45.0;30.0;0;33.0;36.0;20.0;31.0;8;31.0;1;70.42;18.0;18.0;30.875;31.029411764117647;0;35.0;41.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.94117647058823
49.0;37.785714285714285;35.0;45.0;39.5;41.0;33.0;30.0;0;44.0;47.0;30.0;36.0;8;42.0;1;67.54;18.0;18.0;38.333333333333336;35.0;0;39.0;47.0;0.0;8;42.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;46.07142857142857
45.0;36.0;35.0;21.0;38.388888888888886;31.0;32.0;27.5;0;38.0;48.0;25.0;37.0;8;36.0;1;67.05;18.0;18.0;32.416666666666664;34.705882352941174;0;43.0;48.0;0.0;8;45.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;45.714285714285715
15.0;35.166666667142856;32.0;25.0;31.055555555555557;24.66666667;28.0;15.66666667;2;30.0;36.0;35.0;34.0;8;32.0;2;70.42;14.0;18.0;25.916666667499996;30.5;3;35.0;39.0;4.0;6;30.0;12.0;2;2;1;1;2;1;1;1;1;2;3;2;3;2;2;3;2.0;34.0
43.0;35.57142857142857;34.5;35.0;36.638888888888886;33.0;36.0;27.0;0;30.0;37.0;19.5;35.0;8;36.0;1;69.93;18.0;18.0;32.333333333333336;32.294117647647056;1;35.0;39.0;0.0;8;45.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;37.470588235294116
45.0;32.107142857142854;27.0;30.0;38.72222222222222;31.0;38.0;35.0;1;42.0;45.0;30.0;45.0;8;39.0;1;74.44;15.0;18.0;32.916666666666664;33.8235294117647;1;34.0;40.0;3.0;7;40.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;41.23529411764706
44.0;42.92857142857143;40.0;31.0;40.333333333333336;36.0;42.0;40.0;0;40.0;48.0;30.0;38.0;8;36.0;1;75.27;18.0;18.0;37.916666666666664;34.705882352941174;0;37.0;41.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.714285714285715
42.0;37.714285714285715;26.0;30.0;33.611111111111114;31.0;33.0;30.0;2;28.0;44.0;35.0;38.0;8;31.0;1;79.12;13.0;18.0;33.666666666666664;33.38235294117647;2;37.0;43.0;5.0;6;34.0;12.0;2;1;1;1;2;2;1;1;1;2;3;2;3;2;2;3;3.0;41.0
42.0;41.142857142857146;26.5;27.0;37.55555555555556;30.0;32.5;30.0;1;36.0;43.0;32.5;41.0;8;35.0;1;74.44;15.0;18.0;30.25;32.94117647058823;2;31.0;47.0;3.0;7;49.0;12.0;2;2;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;42.857142857142854
43.0;34.142857142857146;23.0;30.0;33.05555555555556;37.0;30.0;34.0;2;36.0;49.0;22.33333333;34.0;8;36.0;1;60.49;13.0;18.0;34.916666666666664;28.29411764764706;2;38.0;25.5;5.0;6;48.0;12.0;2;1;2;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;42.470588235294116
47.0;40.357142857142854;34.0;40.0;39.833333333333336;35.0;40.0;30.0;0;41.0;47.0;40.0;40.0;8;40.0;1;57.98;18.0;18.0;36.666666666666664;38.529411764705884;0;39.0;40.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.5
47.0;38.82142857142857;30.0;30.0;37.05555555555556;40.0;34.0;30.0;0;36.0;49.0;30.0;38.0;8;40.0;1;62.82;18.0;18.0;36.0;32.11764705882353;0;42.0;33.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.57142857142857
45.0;36.42857142857143;40.0;30.0;39.111111111111114;34.0;39.0;35.0;1;42.0;48.0;30.0;39.0;8;40.0;1;72.55;16.0;18.0;33.75;34.705882352941174;1;37.0;28.5;2.0;7;42.0;12.0;2;1;2;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.0
44.0;34.892857142857146;30.0;27.5;37.611111111111114;15.66666667;36.0;30.0;0;44.0;41.0;25.0;31.0;8;38.0;1;67.54;18.0;18.0;29.083333334166667;34.117647059411766;0;39.0;41.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.5
49.0;37.142857142857146;31.0;38.0;40.888888888888886;36.0;38.0;30.0;0;46.0;48.0;35.0;40.0;8;43.0;1;65.16;18.0;18.0;36.5;33.205882352941174;0;42.0;45.0;0.0;8;46.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.64705882352941
41.0;37.214285714285715;45.0;43.0;43.666666666666664;48.0;40.0;35.0;0;43.0;46.0;35.0;48.0;8;46.0;1;79.16;18.0;18.0;42.083333333333336;35.294117647058826;0;37.0;38.0;0.0;8;46.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.1764705882353
35.0;34.107142857142854;33.0;28.5;35.97222222222222;31.0;43.0;30.0;1;37.0;34.0;30.0;29.5;8;33.0;1;69.99;15.0;18.0;32.75;35.588235294117645;1;40.0;33.0;3.0;7;45.0;12.0;2;1;1;2;1;1;1;1;1;2;3;2;3;2;2;3;2.0;37.214285714285715
44.0;26.892857142857142;33.0;39.0;35.5;22.25;36.0;30.0;1;44.0;42.0;35.0;33.0;8;36.0;1;72.55;16.0;18.0;30.5625;34.411764705882355;1;32.0;23.5;2.0;7;41.0;12.0;2;1;2;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.8235294117647
46.0;38.214285714285715;35.0;45.0;44.333333333333336;47.0;45.0;35.0;0;44.0;50.0;35.0;48.0;8;47.0;1;67.54;18.0;18.0;42.416666666666664;36.1764705882353;0;42.0;49.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.35294117647059
45.0;34.964285714285715;21.0;32.0;32.22222222222222;16.66666667;35.0;35.0;2;30.0;48.0;25.0;34.0;8;36.0;1;53.2;13.0;18.0;29.750000000833335;35.88235294117647;3;31.0;17.5;5.0;6;49.0;12.0;2;1;2;1;2;2;1;1;1;2;3;2;3;2;2;3;3.0;44.0
43.0;40.57142857142857;40.0;32.0;40.833333333333336;31.0;37.0;25.0;0;45.0;50.0;45.0;39.0;8;40.0;1;79.12;18.0;18.0;34.916666666666664;39.8235294117647;0;44.0;41.0;0.0;8;46.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.785714285714285
45.0;37.035714285714285;21.0;30.0;33.111111111111114;39.0;30.0;30.0;1;33.0;43.0;30.0;32.0;8;32.0;1;75.27;15.0;18.0;33.583333333333336;32.205882352941174;1;34.0;42.0;3.0;7;44.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;42.94117647058823
47.0;39.57142857142857;29.5;40.0;38.97222222222222;37.0;41.0;30.0;1;40.0;49.0;35.0;37.0;8;45.0;1;79.12;15.0;18.0;37.0;33.23529411764706;1;37.0;38.0;3.0;7;43.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;4.0;45.35294117647059
30.0;35.857142857142854;19.0;30.0;30.194444444444443;30.0;32.5;25.5;3;31.0;30.0;30.0;27.0;8;35.0;2;58.18;10.0;18.0;31.916666666666668;28.529411764705884;5;40.0;29.0;8.0;5;44.0;12.0;1;2;2;2;1;3;1;1;1;2;3;2;3;2;2;3;2.0;36.857142857142854
42.0;36.07142857142857;31.0;35.0;36.888888888888886;25.0;32.0;35.0;0;31.0;40.0;30.0;41.0;8;35.0;1;65.16;18.0;18.0;34.333333333333336;32.55882352941177;0;41.0;44.0;0.0;8;45.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.73529411764706
43.0;28.285714285714285;16.5;19.0;32.69444444444444;28.66666667;36.0;30.0;2;36.0;36.0;35.0;28.0;8;41.0;1;74.38;12.0;18.0;29.6666666675;30.852941175882354;2;40.0;32.0;6.0;6;43.0;12.0;2;1;1;3;1;2;1;1;1;2;3;2;3;2;2;3;2.0;38.07142857142857
46.0;34.642857142857146;36.0;37.0;42.333333333333336;37.0;34.0;35.0;0;44.0;48.0;30.0;46.0;8;43.0;1;75.27;18.0;18.0;38.916666666666664;39.705882352941174;0;44.0;49.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.64705882352941
45.0;39.857142857142854;24.33333333;30.0;37.055555555;35.0;32.0;22.5;1;35.0;43.0;30.0;39.0;8;39.0;1;74.38;15.0;18.0;33.75;31.176470588235293;1;41.0;45.0;3.0;7;49.0;12.0;2;1;1;1;1;3;1;1;1;2;3;2;3;2;2;3;2.0;39.88235294117647
45.0;35.357142857142854;27.5;35.0;41.02777777777778;34.5;47.0;30.0;1;45.0;48.0;30.0;38.0;8;41.0;1;65.25;15.0;18.0;37.125;37.35294117647059;1;44.0;46.0;3.0;7;46.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;4.0;45.07142857142857
47.0;33.61904761857143;21.5;39.0;35.47222222222222;26.33333333;30.0;33.0;1;39.0;39.0;31.0;37.0;8;35.0;1;67.54;15.0;18.0;33.49999999916667;29.38235294117647;1;37.0;40.0;3.0;7;49.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;3.0;41.64705882352941
50.0;27.321428571428573;26.33333333;31.0;36.94444444388889;27.5;41.0;30.0;1;34.0;38.0;30.0;33.0;8;42.0;1;79.12;15.0;18.0;30.458333333333332;31.529411764705884;1;33.0;32.0;3.0;7;49.0;12.0;2;1;1;1;1;3;1;1;1;2;3;2;3;2;2;3;2.0;38.05882352941177
0.0;32.63636363636363;0.0;36.0;37.0;7.0;0.0;33.0;0;34.0;0.0;23.0;0.0;2;0.0;0;69.99;4.0;4.0;25.666666666666668;30.029411764705884;0;0.0;40.0;0.0;2;0.0;9.0;2;0;1;0;1;0;0;0;1;2;3;2;3;2;2;3;1.0;19.5
42.0;30.285714285714285;38.0;35.0;37.333333333333336;38.0;34.0;30.0;0;30.0;43.0;40.0;36.0;8;39.0;1;65.16;18.0;18.0;36.25;31.91176470588235;0;37.0;44.0;0.0;8;40.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.88235294117647
45.0;27.642857142857142;32.0;36.0;38.666666666666664;32.0;40.0;30.0;0;34.0;41.0;35.0;39.0;8;40.0;1;60.97;18.0;18.0;35.25;26.61764705882353;1;39.0;42.0;0.0;8;43.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.857142857142854
49.0;32.285714285714285;37.0;31.0;39.55555555555556;37.0;36.0;30.0;0;38.0;44.0;30.0;42.0;8;32.0;1;55.29;18.0;18.0;35.416666666666664;36.470588235294116;0;36.0;43.0;0.0;8;46.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.11764705882353
25.5;41.285714285714285;23.0;35.0;32.583333333333336;32.0;30.0;30.0;3;31.0;42.0;40.0;45.0;8;34.0;2;74.44;12.0;18.0;32.583333333333336;32.35294117647059;4;35.0;27.5;6.0;5;41.0;12.0;1;2;2;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;36.61764705882353
44.0;34.92857142857143;32.0;28.5;35.611111111111114;35.5;31.0;30.0;0;34.0;42.0;30.0;30.0;8;38.0;1;63.9;18.0;18.0;32.375;29.264705882352942;0;35.0;43.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.205882352941174
12.0;27.071428572142857;40.0;32.0;36.833333333333336;35.0;35.0;30.0;1;35.0;42.0;35.0;40.0;8;37.0;4;67.54;17.0;18.0;35.75;33.8235294117647;1;40.0;34.0;1.0;7;47.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;33.94117647058823
34.5;36.67857142857143;35.0;30.0;36.333333333333336;16.5;41.0;23.0;1;38.0;43.0;25.5;26.5;8;37.0;2;57.98;15.0;18.0;27.291666666666668;28.235294117058825;2;36.0;33.0;3.0;7;48.0;12.0;2;1;1;2;1;1;1;1;1;2;3;2;3;2;2;3;2.0;35.470588235294116
42.0;36.142857142857146;22.66666667;30.0;35.55555555611111;39.0;32.0;30.0;1;38.0;48.0;30.0;32.0;8;42.0;1;65.25;15.0;18.0;34.083333333333336;28.676470588235293;1;35.0;41.0;3.0;7;48.0;12.0;2;1;1;1;1;3;1;1;1;2;3;2;3;2;2;3;2.0;38.705882352941174
45.0;32.57142857142857;33.0;33.0;41.333333333333336;39.0;32.0;35.0;0;46.0;50.0;32.5;46.0;8;40.0;1;58.15;18.0;18.0;36.166666666666664;32.5;0;33.0;48.0;0.0;8;49.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.294117647058826
40.0;37.857142857142854;26.0;28.33333333;36.0;29.0;38.0;30.0;1;30.0;41.0;40.0;40.0;8;31.0;1;63.73;15.0;18.0;31.22222222166667;32.05882352941177;1;37.0;38.0;3.0;7;49.0;12.0;2;1;1;1;1;3;1;1;1;2;3;2;3;2;2;3;3.0;40.285714285714285
40.0;27.214285713571428;31.0;31.5;34.333333333333336;42.0;29.0;27.0;1;38.0;33.0;30.0;34.0;8;30.0;1;56.59;15.0;18.0;36.083333333333336;33.26470588294118;2;40.0;32.0;3.0;7;48.0;12.0;2;2;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;37.88235294117647
50.0;39.857142857142854;32.0;35.0;39.166666666666664;23.0;43.0;30.0;0;38.0;48.0;35.0;36.0;8;41.0;1;80.4;18.0;18.0;32.916666666666664;33.38235294117647;0;40.0;39.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;46.23529411764706
48.0;42.5;37.0;31.0;43.0;34.0;42.0;30.0;0;44.0;50.0;40.0;47.0;8;43.0;1;59.02;18.0;18.0;36.666666666666664;35.588235294117645;0;42.0;44.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.88235294117647
49.0;33.0;40.0;42.0;42.166666666666664;40.0;42.0;40.0;0;44.0;46.0;40.0;44.0;8;38.0;1;67.05;18.0;18.0;41.75;37.94117647058823;0;41.0;41.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.8235294117647
49.0;37.57142857142857;39.0;45.0;41.388888888888886;48.0;36.0;35.0;0;42.0;44.0;45.0;43.0;8;42.0;1;76.15;18.0;18.0;43.166666666666664;39.11764705882353;0;46.0;42.0;0.0;8;45.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.05882352941177
44.0;43.285714285714285;31.0;30.0;40.72222222222222;37.0;36.0;31.0;0;43.0;49.0;30.0;48.0;8;42.0;1;59.02;18.0;18.0;37.083333333333336;33.8235294117647;1;44.0;41.0;0.0;8;46.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;39.88235294117647
49.0;38.0;41.0;44.0;42.77777777777778;50.0;41.0;30.0;0;44.0;44.0;45.0;45.0;8;42.0;1;70.42;18.0;18.0;43.333333333333336;37.35294117647059;0;46.0;41.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.411764705882355
50.0;27.25;34.0;29.0;38.333333333333336;29.0;39.0;30.0;0;48.0;35.0;30.0;33.0;8;33.0;1;66.35;18.0;18.0;32.083333333333336;34.1764705882353;1;40.0;35.0;0.0;8;45.0;12.0;2;1;2;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;38.44117647058823
45.0;39.142857142857146;38.0;39.0;41.833333333333336;39.0;44.0;34.0;0;42.0;48.0;35.0;40.0;8;42.0;1;76.15;18.0;18.0;40.333333333333336;38.23529411764706;0;45.0;48.0;0.0;8;39.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.214285714285715
45.0;26.285714286428572;19.0;33.0;36.333333333333336;28.0;42.0;30.0;1;37.0;20.0;31.0;36.0;8;32.0;1;69.18;15.0;18.0;31.75;29.411764705294118;1;37.0;41.0;3.0;7;49.0;12.0;2;1;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;35.07142857142857
41.0;30.5;42.0;16.5;37.30555555555556;15.5;33.0;28.0;0;33.0;37.0;21.0;30.5;8;34.0;1;63.73;18.0;18.0;24.041666666666668;32.35294117647059;1;31.0;41.0;0.0;8;49.0;12.0;2;1;1;2;1;1;1;1;1;2;3;2;3;2;2;3;2.0;37.64705882352941
49.0;41.42857142857143;31.0;31.0;37.333333333333336;38.0;30.0;32.0;0;41.0;40.0;30.0;36.0;8;41.0;1;72.34;18.0;18.0;35.75;33.088235294117645;0;41.0;44.0;0.0;8;40.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.411764705882355
46.0;34.214285714285715;33.0;29.5;39.166666666666664;34.0;33.0;30.0;0;42.0;47.0;35.0;41.0;8;47.0;1;61.4;18.0;18.0;37.333333333333336;35.588235294117645;0;43.0;36.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;43.411764705882355
41.0;35.5;19.33333333;36.0;34.22222222166667;33.0;36.0;30.0;2;22.0;48.0;30.0;35.0;8;42.0;1;60.82;13.0;18.0;32.666666666666664;32.35294117647059;2;31.0;40.0;5.0;6;48.0;12.0;2;1;1;1;2;3;1;1;1;2;3;2;3;2;2;3;3.0;40.88235294117647
45.0;25.857142857142858;31.0;34.0;40.666666666666664;27.0;43.0;32.5;0;34.0;35.0;32.5;41.0;8;42.0;1;53.42;18.0;18.0;31.166666666666668;34.3235294117647;0;32.0;47.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;38.1764705882353
40.0;35.035714285714285;31.0;30.0;38.888888888888886;25.33333333;43.0;26.5;0;44.0;32.0;30.0;36.0;8;33.0;1;66.5;18.0;18.0;33.0833333325;34.11764705882353;0;44.0;41.0;0.0;8;47.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.35294117647059
47.0;27.714285714285715;32.0;40.0;36.888888888888886;26.66666667;32.0;30.0;0;43.0;0.0;22.0;42.0;8;30.0;1;66.5;18.0;18.0;31.4166666675;33.647058822941176;2;31.0;31.5;0.0;8;45.0;12.0;2;1;2;1;1;1;1;2;1;2;3;2;3;2;2;3;3.0;41.714285714285715
45.0;28.071428570714286;26.5;34.0;32.333333333333336;34.0;32.0;35.0;2;30.0;37.0;30.0;26.5;8;30.0;1;75.98;12.0;18.0;34.25;33.23529411764706;3;37.0;33.0;6.0;6;48.0;12.0;2;1;1;2;2;2;1;1;1;2;3;2;3;2;2;3;3.0;40.35294117647059
33.0;30.714285714285715;34.0;32.0;37.27777777777778;26.0;38.0;25.5;0;30.5;36.0;30.0;37.0;8;38.0;1;61.4;18.0;18.0;30.5;32.44117647058823;1;37.0;44.0;0.0;8;43.0;12.0;2;1;1;1;2;1;1;1;1;2;3;2;3;2;2;3;2.0;35.142857142857146
39.0;37.375;30.0;35.0;36.40625;26.5;41.0;33.0;0;33.0;22.5;41.0;31.5;7;36.0;1;72.5;16.0;16.0;34.1;34.111111111111114;2;40.0;0.0;0.0;7;49.0;15.0;2;1;0;2;2;1;1;1;1;2;3;2;3;2;2;3;3.0;41.785714285714285
43.0;37.285714285714285;42.0;30.0;39.611111111111114;34.0;34.0;40.0;0;42.0;33.0;30.0;40.0;8;35.0;1;69.34;18.0;18.0;35.583333333333336;38.529411764705884;0;37.0;36.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;35.714285714285715
38.0;33.535714285714285;33.0;24.5;37.166666666666664;21.5;34.0;30.0;0;43.0;48.0;30.0;32.0;8;41.0;1;58.15;18.0;18.0;31.291666666666668;37.05882352941177;0;38.0;35.0;0.0;8;48.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;2.0;39.857142857142854
42.0;32.642857142857146;33.0;31.0;39.55555555555556;39.0;34.0;30.0;0;48.0;45.0;40.0;39.0;8;41.0;1;69.18;18.0;18.0;34.333333333333336;34.411764705882355;0;33.0;44.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;40.76470588235294
48.0;37.392857142857146;31.0;37.0;40.27777777777778;30.0;39.0;30.0;0;42.0;46.0;35.0;43.0;8;45.0;1;63.73;18.0;18.0;35.166666666666664;31.91176470588235;0;44.0;36.0;0.0;8;46.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;4.0;45.294117647058826
43.0;28.321428572142857;24.0;30.0;31.666666666666668;20.25;33.0;34.0;2;37.0;36.0;19.5;30.0;8;33.0;1;62.52;13.0;18.0;29.0625;29.441176470588236;2;32.0;14.0;5.0;6;49.0;12.0;2;1;3;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;36.285714285714285
40.0;23.642857143642857;24.33333333;30.0;29.499999999;4.5;0.0;21.0;2;0.0;0.0;26.0;0.0;5;0.0;1;75.27;5.0;10.0;15.791666666666666;31.352941176470587;1;2.0;42.0;5.0;3;49.0;12.0;1;0;1;0;1;3;1;0;1;2;3;2;3;2;2;3;1.0;25.5
44.0;39.642857142857146;34.0;27.5;39.27777777777778;41.0;41.0;30.0;0;44.0;42.0;30.0;32.0;8;39.0;1;79.16;18.0;18.0;38.25;32.35294117647059;0;45.0;45.0;0.0;8;43.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;42.64705882352941
48.0;30.857142857142858;21.0;30.0;34.083333333333336;25.66666667;29.5;24.0;2;35.0;36.0;24.33333333;32.0;8;30.0;1;60.48;12.0;18.0;28.638888889166665;31.29411764764706;2;34.0;45.0;6.0;6;49.0;12.0;2;2;1;1;1;2;1;1;1;2;3;2;3;2;2;3;2.0;37.64705882352941
47.0;36.5;23.66666667;36.0;36.22222222277778;48.0;34.0;30.0;2;22.0;36.0;30.0;42.0;8;40.0;1;61.26;13.0;18.0;39.75;37.94117647058823;2;41.0;43.0;5.0;6;48.0;12.0;2;1;1;1;2;3;1;1;1;2;3;2;3;2;2;3;2.0;40.0
19.0;31.571428571428573;30.0;17.5;31.5;34.0;30.0;30.0;3;26.5;25.5;18.25;26.0;8;39.0;2;65.16;12.0;18.0;28.541666666666668;29.70588235352941;4;31.5;32.5;6.0;5;47.0;12.0;1;1;2;2;2;1;1;1;1;2;3;2;3;2;2;3;1.0;23.90909090909091
0.5;29.428571428571427;26.0;30.0;33.75;19.0;39.0;35.0;2;32.0;48.0;35.0;32.0;8;37.0;2;69.34;14.0;18.0;31.75;31.470588234705883;3;42.0;41.0;4.0;6;48.0;12.0;2;1;1;2;1;2;1;1;1;2;3;2;3;2;2;3;2.0;33.911764705882355
48.0;43.642857142857146;30.0;43.0;40.111111111111114;47.0;38.0;35.0;0;47.0;47.0;40.0;38.0;8;41.0;1;53.42;18.0;18.0;43.0;36.1764705882353;0;45.0;45.0;0.0;8;45.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.642857142857146
45.0;34.125;40.0;35.0;40.888888888888886;21.5;48.0;32.5;1;43.0;50.0;22.5;38.0;8;41.0;1;72.5;16.0;18.0;34.375;30.294117647058822;1;49.0;24.5;2.0;7;48.0;12.0;2;1;2;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;44.714285714285715
48.0;34.642857142857146;30.0;39.0;39.833333333333336;49.0;36.0;30.0;0;42.0;45.0;30.0;41.0;8;40.0;1;58.15;18.0;18.0;39.5;33.23529411764706;0;39.0;48.0;0.0;8;44.0;12.0;2;1;1;1;1;1;1;1;1;2;3;2;3;2;2;3;3.0;41.35294117647059
