NOTA_HISTORIA_COL;NOTA_ESTADISTICA;NOTA_CIBERNETICA_UNO;NOTA_INV_OP_DOS;NOTA_REDES_COM_UNO;NOTA_GI_UNO;VECES_HISTORIA_COL;VECES_CIBERNETICA_UNO;NOTA_CIENCIAS_COMP_DOS;VECES_REDES_COM_UNO;VECES_GI_UNO;VECES_ESTADISTICA;NOTA_MOD_PROG_DOS;VECES_CIENCIAS_COMP_DOS;VECES_INV_OP_DOS;CAR_CINCO;NOTA_METODOS_NUM;VECES_FISICA_TRES;NOTA_MOD_PROG_UNO;NOTA_PROB;NAC_CINCO;NOTA_ARQ_COMP;NOTA_CIENCIAS_COMP_UNO;NOTA_FISICA_TRES;NCA_CINCO;NCC_CINCO;NOTA_INV_OP_UNO;VECES_MOD_PROG_DOS;VECES_INV_OP_UNO;NCP_CINCO;NAA_CINCO;EPA_CINCO;NAP_CINCO;VECES_PROB;CREDITOS_ESTADISTICA;CREDITOS_HISTORIA_COL;CREDITOS_GI_UNO;CREDITOS_CIENCIAS_COMP_DOS;CREDITOS_INV_OP_DOS;CREDITOS_CIBERNETICA_UNO;CREDITOS_REDES_COM_UNO;PROMEDIO_UNO;PROMEDIO_DOS;PROMEDIO_TRES;RENDIMIENTO_SEIS;PROMEDIO_SEIS
43.0;40.0;39.0;43.0;35.0;37;1;1;35.0;1;1;1;45.0;1;1;2;41.0;2;29.5;35.0;7;40.0;34.0;28.0;16.0;19.0;32.5;1;2;3.0;6;2;1;1;3;2;3;3;3;2;2;30.620370371111107;35.6578947368421;36.166666666666664;2.0;38.833333333333336
34.5;34.0;32.0;36.0;38.0;50;2;1;32.0;1;1;1;46.0;1;1;1;31.0;1;30.0;39.0;7;42.0;35.0;38.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.166666666666664;33.3421052631579;35.55555555555556;2.0;36.94444444444444
42.0;42.0;47.0;45.0;44.0;50;1;1;39.0;1;1;1;48.0;1;1;1;31.0;1;26.0;23.5;7;43.0;41.0;38.0;16.0;19.0;41.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;34.388888888888886;32.23684210526316;33.833333333333336;3.0;44.111111111111114
42.0;33.0;32.0;46.0;30.0;43;1;1;44.0;2;1;1;42.0;1;1;1;38.0;1;49.0;29.0;7;41.0;35.0;30.0;16.0;19.0;30.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;40.833333333333336;35.421052631578945;35.94444444444444;2.0;39.22222222222222
31.0;36.0;48.0;43.0;45.0;50;1;1;39.0;1;1;1;35.0;1;1;2;42.0;1;32.0;28.0;7;39.0;32.0;30.0;16.0;19.0;30.0;1;2;3.0;6;2;1;2;3;2;3;3;3;2;2;35.0;37.44736842105263;37.77777777777778;3.0;41.77777777777778
34.0;17.5;9.0;37.0;41.0;0;1;1;43.0;1;0;2;0.0;1;1;0;41.0;0;31.0;30.0;5;38.0;32.0;0.0;13.0;13.0;37.0;0;1;0.0;5;2;0;1;3;2;3;3;3;2;2;37.48148148166667;34.25;32.27777777833333;2.0;30.7
45.0;30.0;34.0;34.0;41.0;40;1;1;39.0;1;1;1;49.0;1;1;0;34.0;1;30.0;32.0;7;41.0;33.0;30.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;33.02777777777778;36.39473684210526;33.611111110555555;2.0;37.166666666666664
43.0;40.0;46.0;48.0;28.0;45;1;1;40.0;2;1;1;50.0;1;1;0;44.0;1;39.0;30.0;7;48.0;34.0;32.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.05555555555556;37.21052631578947;38.52777777777778;3.0;41.833333333333336
41.0;39.0;39.0;46.0;46.0;47;1;1;44.0;1;1;1;43.0;1;1;0;37.0;1;50.0;38.0;7;49.0;33.0;43.0;19.0;19.0;40.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;41.388888888888886;40.36842105263158;45.27777777777778;3.0;43.333333333333336
38.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;29.177777778666666;29.142857142142855;21.5625;2.0;38.0
37.0;42.0;48.0;47.0;43.0;50;1;1;44.0;1;1;1;47.0;1;1;0;37.0;1;34.0;32.0;7;47.0;41.0;31.0;19.0;19.0;36.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.833333333333336;36.473684210526315;39.166666666666664;3.0;44.72222222222222
43.0;36.0;40.0;46.0;31.0;37;1;1;38.0;1;1;1;46.0;1;1;1;42.0;1;49.0;33.0;7;46.0;32.0;30.0;16.0;19.0;28.5;1;2;3.0;6;2;1;1;3;2;3;3;3;2;2;35.861111111111114;33.68421052631579;35.77777777777778;2.0;38.833333333333336
45.0;39.0;30.0;42.0;38.0;45;1;1;41.0;1;1;1;37.0;1;1;3;31.0;1;36.0;21.0;7;38.0;24.5;32.0;13.0;19.0;30.5;1;2;6.0;5;2;2;2;3;2;3;3;3;2;2;32.72222222222222;34.587719297894736;31.187500000625;3.0;40.388888888888886
39.0;35.0;32.0;37.0;37.0;45;1;1;37.0;1;1;1;39.0;1;1;0;33.0;1;49.0;37.0;7;46.0;31.0;30.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.55555555555556;33.05263157894737;34.75;2.0;37.666666666666664
30.0;30.0;31.0;35.0;40.0;50;1;1;43.0;1;1;1;33.0;1;1;1;35.0;1;21.5;33.0;7;35.0;30.33333333;39.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;30.944444443888887;34.421052631578945;31.52777777777778;2.0;37.55555555555556
40.0;35.0;33.0;39.0;37.0;45;1;1;35.0;1;1;1;39.0;1;1;0;34.0;1;49.0;32.0;7;45.0;35.0;31.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.22222222222222;35.63157894736842;35.166666666666664;2.0;37.888888888888886
40.0;42.0;46.0;49.0;43.0;50;1;1;48.0;1;1;1;38.0;1;1;0;41.0;1;43.0;36.0;7;43.0;39.0;35.0;19.0;19.0;42.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.666666666666664;40.36842105263158;34.47222222222222;4.0;45.833333333333336
41.0;37.0;32.0;36.0;30.0;50;1;1;21.5;1;1;1;46.0;2;1;2;39.0;1;30.0;30.0;7;30.0;23.5;38.0;16.0;19.0;41.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;42.44444444444444;35.05263157894737;32.666666666666664;2.0;35.52777777777778
41.0;35.0;33.0;42.0;43.0;45;1;1;41.0;1;1;1;33.0;1;1;0;39.0;1;38.0;41.0;7;41.0;39.0;33.0;19.0;19.0;41.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.833333333333336;38.73684210526316;36.833333333333336;3.0;40.166666666666664
41.0;44.0;38.0;48.0;40.0;50;1;1;47.0;1;1;1;47.0;1;1;0;41.0;1;40.0;49.0;7;44.0;42.0;35.0;19.0;19.0;42.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;42.27777777777778;43.0;41.611111111111114;3.0;44.72222222222222
15.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;1;34.0;0;0.0;23.5;2;31.0;0.0;0.0;2.0;5.0;0.0;0;0;3.0;1;1;1;2;3;2;3;3;3;2;2;29.240740740000003;25.545454545454547;31.5;1.0;15.0
0.0;18.5;36.0;39.0;35.0;45;0;1;36.5;1;1;2;41.0;2;1;1;41.0;1;32.0;26.5;6;41.0;32.0;33.0;14.0;17.0;31.0;1;1;3.0;5;2;1;2;3;2;3;3;3;2;2;38.90625;38.78947368421053;29.384615384615383;2.0;34.9375
27.0;34.0;36.0;42.0;41.0;50;2;1;37.0;1;1;1;29.0;1;1;4;33.0;2;32.0;20.33333333;7;40.0;29.0;22.5;7.0;19.0;34.0;2;1;12.0;3;1;4;3;3;2;3;3;3;2;2;36.44444444444444;36.78947368421053;32.47222222222222;2.0;38.72222222222222
41.0;40.0;34.0;48.0;42.0;50;1;1;36.0;1;1;1;30.0;1;1;0;41.0;1;39.0;42.0;7;41.0;37.0;34.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.611111111111114;37.78947368421053;38.166666666666664;3.0;42.0
43.0;40.0;47.0;46.0;42.0;50;1;1;43.0;1;1;1;37.0;1;1;0;36.0;1;36.0;30.0;7;45.0;37.0;30.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.111111111111114;39.73684210526316;37.333333333333336;3.0;44.5
31.0;34.0;47.0;45.0;41.0;50;1;1;42.0;1;1;1;40.0;1;1;0;41.0;1;41.0;30.0;7;43.0;36.0;32.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.5;39.60526315789474;34.888888888888886;3.0;41.72222222222222
36.0;37.0;0.0;42.0;18.0;0;1;0;0.0;3;0;1;43.0;0;1;3;37.0;2;37.0;30.0;7;36.0;17.0;30.0;13.0;19.0;25.5;1;2;6.0;5;2;2;1;3;2;3;3;3;2;2;32.388888888888886;31.28125;33.083333333333336;2.0;34.5
44.0;32.0;37.0;33.0;39.0;47;1;1;37.0;1;1;1;44.0;1;1;0;33.0;1;38.0;40.0;7;34.0;43.0;37.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;30.805555555555557;36.8421052631579;36.47222222222222;2.0;38.166666666666664
30.0;40.0;33.0;38.0;35.0;45;1;1;34.0;1;1;1;39.0;1;1;3;48.0;2;29.0;30.0;7;32.0;36.0;30.0;19.0;19.0;39.0;1;1;0.0;7;2;0;2;3;2;3;3;3;2;2;35.388888888888886;36.526315789473685;33.69444444444444;2.0;37.05555555555556
49.0;37.0;38.0;44.0;37.0;50;1;1;40.0;1;1;1;34.0;1;1;0;33.0;1;32.0;41.0;7;44.0;35.0;30.0;19.0;19.0;41.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;39.22222222222222;36.78947368421053;33.05555555555556;3.0;42.27777777777778
44.0;39.0;40.0;50.0;46.0;45;1;1;39.0;1;1;1;39.0;1;1;1;48.0;1;36.0;35.0;7;43.0;37.0;36.0;19.0;19.0;39.0;1;1;0.0;7;2;0;2;3;2;3;3;3;2;2;38.111111111111114;40.31578947368421;37.388888888888886;3.0;43.27777777777778
0.0;0.0;0.0;0.0;39.0;0;0;0;0.0;1;0;0;35.0;0;0;1;39.0;0;30.0;0.0;4;42.0;6.0;0.0;5.0;11.0;23.5;1;2;6.0;2;1;2;0;3;2;3;3;3;2;2;35.088235294117645;35.85294117647059;34.611111111111114;2.0;39.0
30.5;30.0;49.0;38.0;29.0;50;2;1;34.0;2;1;1;38.0;1;1;0;41.0;1;30.0;41.0;7;39.0;39.0;30.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.166666666666664;36.05263157894737;37.22222222222222;2.0;37.388888888888886
42.0;37.0;30.0;50.0;42.0;45;1;1;39.0;1;1;1;42.0;1;1;1;34.0;1;32.0;27.0;7;43.0;30.0;30.0;16.0;19.0;34.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;34.833333333333336;37.44736842105263;36.166666666666664;3.0;41.166666666666664
5.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;34.76470588235294;26.733333333333334;14.0;1.0;5.0
40.0;46.0;35.0;50.0;42.0;44;1;1;46.0;1;1;1;50.0;1;1;0;39.0;1;49.0;45.0;7;43.0;44.0;40.0;19.0;19.0;42.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.27777777777778;40.68421052631579;40.22222222222222;3.0;44.0
36.0;40.0;0.0;40.0;35.0;0;1;0;31.0;1;0;1;32.0;1;1;1;41.0;0;43.0;35.0;6;36.0;36.0;0.0;13.0;16.0;27.0;1;2;3.0;5;2;1;1;3;2;3;3;3;2;2;36.22222222222222;29.57894736842105;34.916666666666664;2.0;36.53846153846154
45.0;45.0;46.0;42.0;35.0;45;1;1;44.0;1;1;1;36.0;1;1;0;38.0;1;45.0;34.0;7;34.0;37.0;36.0;19.0;19.0;34.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.611111111111114;34.94736842105263;35.0;3.0;43.333333333333336
35.0;35.0;35.0;40.0;41.0;50;1;2;41.0;1;1;1;34.0;1;1;0;41.0;1;35.0;30.0;7;37.0;35.0;35.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.55555555555556;35.1578947368421;34.0;2.0;40.0
31.0;30.0;43.0;38.0;45.0;41;1;1;40.0;1;1;2;35.0;1;1;0;30.0;1;45.0;38.0;7;44.0;36.0;35.0;19.0;19.0;33.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;36.27777777777778;35.1578947368421;32.94444444444444;2.0;38.05555555555556
32.0;0.0;0.0;0.0;26.0;0;1;0;0.0;1;0;0;0.0;0;0;1;42.0;1;31.0;12.0;3;30.0;0.0;31.0;5.0;8.0;0.0;0;0;3.0;2;1;1;1;3;2;3;3;3;2;2;32.916666666666664;30.966666666;29.875;1.0;29.0
38.0;30.0;30.0;41.0;42.0;50;1;1;31.0;1;1;1;40.0;1;1;1;42.0;1;49.0;32.5;7;40.0;36.0;32.0;19.0;19.0;32.0;1;1;0.0;7;2;0;2;3;2;3;3;3;2;2;38.44444444444444;37.60526315789474;35.55555555555556;2.0;37.55555555555556
37.0;41.0;38.0;41.0;40.0;50;1;1;42.0;1;1;1;42.0;1;1;1;42.0;2;30.0;32.0;7;38.0;35.0;30.0;19.0;19.0;31.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.05555555555556;36.921052631578945;34.666666666666664;3.0;41.77777777777778
38.0;37.0;38.0;42.0;41.0;32;1;1;33.0;1;1;1;49.0;1;1;0;42.0;1;34.0;37.0;7;37.0;35.0;35.0;19.0;19.0;33.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;31.444444444444443;36.8421052631579;36.361111111111114;2.0;37.0
43.0;38.0;48.0;36.0;37.0;45;1;1;23.5;1;1;1;43.0;2;1;1;33.0;1;32.0;45.0;7;40.0;37.0;39.0;19.0;19.0;30.5;1;2;0.0;7;2;0;1;3;2;3;3;3;2;2;35.27777777777778;33.078947367894735;32.80555555555556;2.0;37.97222222222222
42.0;41.0;49.0;50.0;40.0;50;1;1;44.0;1;1;1;47.0;1;1;0;36.0;1;40.0;34.0;7;44.0;39.0;44.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;42.27777777777778;36.23684210526316;38.333333333333336;4.0;45.388888888888886
39.0;43.0;44.0;48.0;45.0;50;1;1;49.0;1;1;1;32.0;1;1;0;41.0;1;32.0;35.0;7;44.0;40.0;36.0;19.0;19.0;38.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;40.77777777777778;39.94736842105263;36.388888888888886;4.0;45.888888888888886
30.0;16.0;35.0;0.0;0.0;0;1;1;13.0;0;0;1;38.0;1;0;2;42.0;2;35.0;0.0;6;41.0;23.0;16.5;7.0;16.0;17.0;1;1;9.0;3;1;3;0;3;2;3;3;3;2;2;34.611111111111114;34.44117647058823;34.77777777888889;1.0;21.7
35.0;35.0;48.0;43.0;44.0;50;1;1;33.5;1;1;1;32.0;2;1;1;41.0;2;34.0;44.0;7;38.0;37.0;28.0;16.0;19.0;33.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;37.22222222222222;34.973684210526315;30.97222222222222;3.0;41.02777777777778
27.5;32.0;32.0;35.0;33.0;50;2;1;35.0;2;1;1;36.0;1;1;2;42.0;2;33.0;30.0;7;37.0;32.0;17.0;13.0;19.0;29.0;1;2;6.0;5;2;2;1;3;2;3;3;3;2;2;35.72222222222222;34.131578946842104;31.805555555555557;2.0;35.611111111111114
33.0;32.0;36.0;41.0;35.0;50;1;1;36.0;1;1;1;48.0;1;1;0;41.0;1;35.0;45.0;7;44.0;32.0;38.0;19.0;19.0;36.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.77777777777778;34.86842105263158;33.55555555555556;2.0;38.05555555555556
36.0;41.0;33.0;36.0;40.0;45;1;1;34.0;1;1;1;33.0;1;1;1;36.0;2;33.0;41.0;7;30.0;31.0;26.5;16.0;19.0;30.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;37.388888888888886;34.0;35.416666666666664;2.0;38.111111111111114
42.0;39.0;30.0;44.0;33.0;50;1;1;30.0;1;1;1;47.0;1;1;0;42.0;1;34.0;36.0;7;42.0;40.0;32.0;19.0;19.0;32.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;31.944444444444443;37.0;32.638888888888886;2.0;38.833333333333336
38.0;43.0;50.0;50.0;42.0;50;1;1;44.0;1;1;1;44.0;1;1;0;37.0;1;35.0;30.0;7;44.0;37.0;34.0;19.0;19.0;40.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;44.111111111111114;40.73684210526316;36.94444444444444;4.0;45.611111111111114
29.5;0.0;0.0;0.0;0.0;0;2;0;0.0;0;0;0;0.0;0;0;0;0.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;28.64814814944445;30.41176470647059;26.625;1.0;29.5
30.0;43.0;48.0;46.0;43.0;50;1;1;43.0;1;1;1;36.0;1;1;0;40.0;1;43.0;33.0;7;43.0;30.0;32.0;19.0;19.0;36.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.77777777777778;35.078947368421055;35.52777777777778;3.0;43.77777777777778
38.0;0.0;0.0;0.0;0.0;0;1;0;0.0;0;0;0;0.0;0;0;0;30.0;0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;1;0;0;3;2;3;3;3;2;2;34.666666666666664;29.249999999375;25.625000000125;2.0;38.0
47.0;36.0;42.0;41.0;42.0;45;1;1;44.0;1;1;1;43.0;1;1;1;44.0;1;38.0;46.0;7;37.0;41.0;30.0;16.0;19.0;27.0;1;2;3.0;6;2;1;1;3;2;3;3;3;2;2;36.94444444444444;34.078947368421055;37.5;3.0;42.22222222222222
18.5;0.0;0.0;0.0;0.0;0;2;0;0.0;0;0;0;0.0;0;0;0;24.0;0;11.0;0.0;1;0.0;0.0;0.0;2.0;2.0;0.0;0;0;0.0;1;2;0;0;3;2;3;3;3;2;2;27.75;23.124999999375;19.083333333333332;1.0;18.5
35.0;36.0;40.0;40.0;35.0;47;1;1;31.0;1;1;1;35.5;1;1;1;41.0;1;30.0;38.0;7;38.0;35.0;35.0;19.0;19.0;31.0;2;1;0.0;7;2;0;1;3;2;3;3;3;2;2;33.361111111111114;35.1578947368421;35.833333333333336;2.0;37.888888888888886
48.0;33.0;47.0;47.0;35.0;47;1;1;33.0;1;1;1;48.0;1;1;1;42.0;1;38.0;44.0;7;47.0;33.0;31.0;19.0;19.0;37.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.44444444444444;37.736842104736844;35.72222222222222;3.0;41.111111111111114
34.0;31.0;0.0;0.0;0.0;0;1;0;0.0;0;0;1;0.0;0;0;0;33.0;0;0.0;34.0;1;0.0;0.0;0.0;3.0;3.0;0.0;0;0;0.0;1;2;0;1;3;2;3;3;3;2;2;28.26851851777778;26.3124999993125;19.136363636363637;2.0;32.2
45.0;34.0;32.33333333;39.0;40.0;47;1;3;31.0;1;1;1;48.0;1;1;2;44.0;1;35.0;28.0;7;45.0;38.0;33.0;13.0;19.0;26.5;1;2;6.0;5;2;2;2;3;2;3;3;3;2;2;31.583333333333332;36.18421052631579;34.638888889444445;2.0;38.20370370333333
38.0;33.0;44.0;40.0;37.0;45;1;1;33.0;1;1;1;45.0;1;1;2;43.0;1;34.0;30.0;7;45.0;30.0;30.0;19.0;19.0;31.0;1;1;0.0;7;2;0;2;3;2;3;3;3;2;2;34.333333333333336;33.68421052631579;34.833333333333336;2.0;38.388888888888886
39.0;29.5;45.0;43.0;50.0;50;1;1;34.0;1;1;2;44.0;1;1;1;45.0;3;33.0;31.0;7;36.0;32.0;23.0;16.0;19.0;30.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;35.24074074000001;33.63157894736842;30.333333333333332;3.0;40.97222222222222
36.0;0.0;0.0;0.0;40.0;0;1;0;40.0;1;0;0;44.0;1;0;0;42.0;0;31.0;35.0;4;36.0;30.0;0.0;11.0;11.0;0.0;1;0;0.0;4;2;0;1;3;2;3;3;3;2;2;41.22222222222222;37.857142857142854;34.0;2.0;38.857142857142854
46.0;43.0;45.0;41.0;39.0;50;1;1;40.0;1;1;1;40.0;1;1;0;36.0;1;29.0;41.0;7;36.0;36.0;31.0;19.0;19.0;41.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;32.50000000055556;34.473684210526315;35.19444444444444;3.0;43.44444444444444
30.0;23.0;49.0;41.0;46.0;50;1;1;27.0;1;1;2;40.0;2;1;1;44.0;1;35.0;28.5;7;41.0;38.0;37.0;16.0;19.0;34.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;39.05555555555556;38.36842105263158;34.83333333388889;2.0;37.388888888888886
21.5;0.0;41.0;31.0;42.0;0;2;1;30.0;1;0;0;48.0;1;1;3;35.0;2;33.0;28.0;6;38.0;27.5;29.5;5.0;17.0;0.0;1;1;12.0;2;1;4;2;3;2;3;3;3;2;2;28.97222222222222;32.23684210526316;31.944444444444443;2.0;32.666666666666664
39.0;32.0;30.0;39.0;38.0;45;1;1;38.0;1;1;1;40.0;1;1;1;33.0;1;34.0;31.0;7;31.0;34.0;37.0;19.0;19.0;33.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.166666666666664;33.23684210526316;33.22222222222222;2.0;37.55555555555556
0.0;38.0;33.5;42.0;36.0;0;0;2;27.5;1;0;1;40.0;2;1;1;30.0;0;35.0;37.0;5;40.0;32.0;0.0;11.0;14.0;29.0;1;2;3.0;4;2;1;1;3;2;3;3;3;2;2;38.111111111111114;36.63157894736842;33.5;2.0;35.5
39.0;40.0;45.0;40.0;40.0;0;1;1;44.0;1;0;1;49.0;1;1;0;43.0;1;37.0;42.0;7;39.0;35.0;0.0;16.0;19.0;30.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;37.27777777777778;34.473684211052635;32.25;3.0;41.333333333333336
30.0;30.5;42.0;44.0;34.0;0;1;1;45.0;1;0;2;42.0;1;1;1;42.0;2;31.0;38.0;7;45.0;41.0;29.5;16.0;19.0;37.0;1;1;3.0;6;2;1;1;3;2;3;3;3;2;2;34.22222222222222;34.05263157894737;32.44444444444444;2.0;38.03333333333333
35.0;39.0;35.0;43.0;36.0;0;1;1;41.0;1;0;1;41.0;1;1;0;33.0;0;28.0;43.0;5;39.0;38.0;0.0;14.0;14.0;40.0;1;1;0.0;5;2;0;1;3;2;3;3;3;2;2;41.72222222222222;38.94736842105263;35.44444444444444;2.0;38.733333333333334
43.0;36.0;38.0;32.0;31.0;0;1;1;32.0;1;0;1;36.0;1;1;2;22.5;0;32.0;37.0;6;36.0;19.0;0.0;10.0;16.0;28.0;1;2;6.0;4;2;2;1;3;2;3;3;3;2;2;32.5;32.30555555555556;35.888888888888886;2.0;34.93333333333333
41.0;36.0;47.0;43.0;41.0;45;1;1;40.0;1;1;1;41.0;1;1;0;45.0;1;39.0;36.0;7;39.0;40.0;40.0;19.0;19.0;39.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.611111111111114;36.81578947368421;34.05555555611111;3.0;41.666666666666664
41.0;32.0;33.0;37.0;36.0;50;1;1;37.0;1;1;1;36.0;1;1;0;33.0;1;42.0;34.0;7;42.0;34.0;30.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;42.166666666666664;36.8421052631579;36.416666666666664;2.0;38.22222222222222
50.0;37.0;49.0;37.0;44.0;50;1;1;32.0;1;1;1;40.0;1;1;0;37.0;1;33.0;38.0;7;39.0;37.0;36.0;19.0;19.0;42.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.111111111111114;35.368421053157896;37.388888888888886;3.0;41.888888888888886
32.0;38.0;45.0;37.0;40.0;50;1;1;41.0;1;1;1;46.0;1;1;0;32.0;1;41.0;38.0;7;39.0;35.0;35.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;34.111111111111114;35.36842105210526;33.111111111111114;3.0;40.666666666666664
45.0;32.0;45.0;32.0;33.0;50;1;1;40.0;1;1;1;45.0;1;1;1;45.0;1;38.0;42.0;7;35.0;32.5;39.0;19.0;19.0;42.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;37.833333333333336;34.21052631526316;24.416666666111112;2.0;39.333333333333336
49.0;36.0;50.0;43.0;36.0;48;1;1;44.0;1;1;1;45.0;1;1;0;42.0;1;36.0;34.0;7;39.0;35.0;34.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.833333333333336;38.31578947368421;35.138888888888886;3.0;43.5
38.0;35.0;0.0;40.0;31.0;0;1;0;21.0;1;0;1;39.0;2;1;2;42.0;2;36.0;33.0;6;31.0;36.0;0.0;11.0;17.0;6.333333333;1;3;6.0;4;1;2;1;3;2;3;3;3;2;2;31.11111111111111;34.294117647058826;31.5;2.0;32.76923076923077
42.0;37.0;42.0;35.0;35.5;0;1;1;18.5;2;0;1;41.0;2;1;0;42.0;1;30.0;36.0;6;35.0;36.0;30.0;17.0;17.0;37.0;1;1;0.0;6;2;0;1;3;2;3;3;3;2;2;31.212962962777777;32.8235294117647;34.52777777777778;2.0;34.03333333333333
40.0;36.0;30.0;40.0;43.0;50;1;1;30.0;1;1;1;41.0;1;1;1;35.0;2;35.0;36.0;7;37.0;33.0;30.0;19.0;19.0;30.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;35.833333333333336;38.421052631578945;35.5;2.0;38.55555555555556
30.0;32.0;45.0;44.0;34.0;50;1;1;30.0;1;1;1;50.0;1;1;0;45.0;1;18.0;41.0;7;30.0;33.0;40.0;19.0;19.0;35.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;33.55555555555556;31.894736842105264;32.30555555555556;2.0;38.111111111111114
36.0;32.0;0.0;0.0;0.0;0;1;0;0.0;0;0;1;0.0;0;0;0;37.0;0;0.0;33.0;3;37.0;0.0;0.0;7.0;7.0;0.0;0;0;0.0;3;2;0;1;3;2;3;3;3;2;2;33.1764705882353;31.166666666666668;32.15;2.0;33.6
38.0;39.0;32.0;36.0;37.0;47;1;1;41.0;1;1;1;31.0;1;1;1;42.0;1;34.0;27.5;7;40.0;31.0;31.0;16.0;19.0;33.0;1;1;3.0;6;2;1;2;3;2;3;3;3;2;2;38.166666666666664;36.60526315789474;33.24999999944444;2.0;39.05555555555556
31.0;42.0;42.0;44.0;47.0;50;1;1;41.0;1;1;1;47.0;1;1;0;34.0;1;43.0;40.0;7;41.0;30.0;38.0;19.0;19.0;37.0;1;1;0.0;7;2;0;1;3;2;3;3;3;2;2;38.611111111111114;34.526315789473685;38.833333333333336;3.0;42.833333333333336
3.0;28.0;3.0;0.0;42.0;0;1;1;5.0;1;0;2;34.0;1;0;1;42.0;2;42.0;34.0;5;36.0;35.0;7.5;11.0;14.0;0.0;1;0;3.0;4;1;1;1;3;2;3;3;3;2;2;32.22222222222222;32.86842105263158;30.96875;1.0;16.25
