NOTA_FGEP;NOTA_HIST;NOTA_CCON;NOTA_L_DOS;NOTA_AIELEC;NOTA_SUBEL;VECES_SUBEL;VECES_FGEP;VECES_L_DOS;VECES_HIST;NOTA_L_UNO;PROMEDIO_SIETE;VECES_CCON;NOTA_EI_DOS;NOTA_ELECPOT;NAC_CINCO;NCC_SIETE;NAA_SIETE;EPA_SIETE;NOTA_AUTO;NOTA_MAQEL;VECES_AIELEC;VECES_ECO;NOTA_ECO;NOTA_ASP;NAP_SIETE;NAC_SIETE;NCA_SIETE;VECES_ASP;CAR_SIETE;NCP_SIETE;VECES_EI_DOS;CREDITOS_EI_DOS;CREDITOS_AIELEC;CREDITOS_SUBEL;CREDITOS_L_DOS;CREDITOS_HIST;CREDITOS_FGEP;CREDITOS_CCON;RENDIMIENTO_OCHO;PROMEDIO_OCHO
31;44;47;31;39;35;2;1;1;1;35;37.166666666666664;1;43;30;7;18.0;7;2;33;49;1;1;49;30;0;7;18.0;2;2;0.0;1;3;2;3;2;2;2;1;2.0;38.06666666666667
0;30;0;41;0;0;0;0;1;1;39;39.0;0;0;0;6;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;35.5
37;44;47;49;35;35;2;1;1;1;50;37.166666666666664;1;39;30;7;18.0;7;2;33;34;1;1;34;42;0;7;18.0;2;2;0.0;1;3;2;3;2;2;2;1;2.0;39.93333333333333
37;39;30;40;30;30;3;2;1;1;42;36.5;1;30;42;7;18.0;7;2;34;38;1;2;38;30;0;7;18.0;1;2;0.0;1;3;2;3;2;2;2;1;2.0;33.46666666666667
0;0;24;0;0;0;0;0;0;0;0;0.0;3;0;0;3;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;24.0
30;30;35;48;31;38;3;1;1;1;50;37.6;1;0;39;7;15.0;6;2;30;31;2;1;31;44;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;35.583333333333336
47;40;43;39;34;30;1;1;1;1;42;33.666666666666664;1;0;33;7;15.0;6;2;30;32;1;1;32;34;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.75
37;47;37;34;36;36;2;1;1;1;40;37.46666666666667;1;0;35;7;15.0;6;2;33;37;1;2;37;42;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;37.75
35;40;47;37;34;32;3;1;1;1;48;34.46666666666667;1;0;30;7;15.0;6;2;35;30;3;1;30;37;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;36.25
46;41;47;45;34;35;2;1;1;1;50;36.4;1;0;37;7;15.0;6;2;39;31;1;1;31;34;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;3.0;40.333333333333336
44;33;35;42;30;41;2;1;1;1;41;34.93333333333333;1;0;34;7;15.0;6;2;35;33;2;1;33;35;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;38.0
47;47;43;43;33;36;1;1;1;1;40;37.2;1;0;34;7;15.0;6;2;30;44;1;1;44;32;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;3.0;40.916666666666664
0;0;22;0;0;0;0;0;0;0;40;40.0;1;0;0;6;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;1;0.0;0;3;2;3;2;2;2;1;1.0;22.0
0;7;0;0;0;0;0;0;0;1;33;16.5;0;0;0;7;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;1.0;7.0
32;42;41;46;28;0;0;1;1;1;44;31.866666666666667;2;0;22;7;15.0;4;2;41;37;1;1;37;19;2;6;9.0;1;1;6.0;0;3;2;3;2;2;2;1;2.0;37.44444444444444
0;20;0;0;0;0;0;0;0;1;12;12.0;0;0;0;0;2.0;0;1;0;0;0;0;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;1.0;20.0
37;44;48;46;38;30;2;1;1;1;48;34.13333333333333;1;0;32;7;15.0;6;2;30;34;1;2;34;30;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;39.0
42;33;37;36;34;32;1;2;1;1;33;34.333333333333336;1;0;30;7;15.0;6;2;32;41;3;1;41;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;35.25
30;46;37;42;37;36;1;1;1;1;46;40.733333333333334;1;0;30;6;15.0;6;2;37;44;1;1;44;45;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;37.916666666666664
38;38;44;42;31;30;1;1;1;1;38;33.733333333333334;1;0;30;6;15.0;6;2;40;34;1;1;34;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;36.0
44;41;47;40;30;32;1;1;1;1;45;35.2;1;0;33;6;15.0;6;2;38;31;1;1;31;36;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;37.75
0;0;41;0;0;0;0;0;0;0;0;0.0;1;0;0;5;2.0;0;1;0;0;0;1;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;41.0
44;47;50;38;37;32;2;1;1;1;42;36.333333333333336;1;0;43;6;15.0;6;2;37;33;1;1;33;31;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.833333333333336
0;0;35;0;0;0;0;0;0;0;0;0.0;1;0;0;5;2.0;0;1;0;0;0;2;0;0;1;1;0.0;0;1;2.0;0;3;2;3;2;2;2;1;2.0;35.0
45;31;46;42;35;31;1;1;1;1;50;35.2;1;0;36;6;15.0;6;2;30;34;1;1;34;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.083333333333336
0;0;30;0;0;0;0;0;0;0;50;50.0;1;0;0;0;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;1;0.0;0;3;2;3;2;2;2;1;1.0;30.0
44;41;38;39;30;33;1;1;1;1;42;32.53333333333333;1;0;30;6;15.0;6;2;30;31;1;1;31;33;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.083333333333336
42;44;43;43;32;30;2;2;1;1;40;33.266666666666666;1;0;36;6;15.0;6;2;34;30;1;2;30;31;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;37.916666666666664
47;31;0;35;0;0;0;1;1;1;31;22.916666666666668;0;0;0;6;12.0;2;1;35;16;0;1;16;21;3;5;4.0;1;1;8.0;0;3;2;3;2;2;2;1;2.0;37.666666666666664
33;42;46;44;38;34;1;1;1;1;40;35.13333333333333;1;0;37;6;15.0;6;2;36;30;1;1;30;38;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;38.5
48;38;43;42;36;30;1;1;2;2;35;33.2;1;0;31;6;15.0;6;2;31;36;1;1;36;31;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;38.416666666666664
32;32;46;39;30;30;2;1;1;1;47;36.2;1;0;30;6;15.0;6;2;47;35;1;1;35;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;33.5
48;30;47;45;38;36;2;1;1;1;47;33.86666666666667;1;0;36;6;15.0;6;2;30;30;1;1;30;32;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;39.75
47;43;44;47;35;34;1;1;1;1;44;33.86666666666667;1;0;30;6;15.0;6;2;30;30;1;1;30;40;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;3.0;40.833333333333336
35;45;44;43;35;0;0;2;1;1;46;33.2;1;0;30;6;15.0;6;2;30;32;1;1;32;32;0;6;15.0;3;2;0.0;0;3;2;3;2;2;2;1;2.0;40.0
44;41;48;49;36;31;1;1;1;1;37;31.666666666666668;1;0;30;6;15.0;6;2;34;30;1;1;30;31;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.083333333333336
40;41;42;43;0;0;0;1;1;1;50;31.0;1;0;27;6;15.0;4;2;34;33;0;4;33;17;2;6;9.0;3;5;6.0;0;3;2;3;2;2;2;1;3.0;41.42857142857143
47;34;42;32;30;34;3;1;1;1;35;34.266666666666666;1;0;34;6;15.0;6;2;36;36;1;1;36;30;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;35.833333333333336
37;30;40;40;32;34;2;1;1;1;43;33.53333333333333;1;0;30;6;15.0;6;2;33;30;1;1;30;37;0;6;15.0;3;2;0.0;0;3;2;3;2;2;2;1;2.0;35.0
0;36;0;0;0;0;0;0;0;1;0;0.0;0;0;0;6;2.0;0;1;0;0;0;2;0;0;1;1;0.0;0;1;2.0;0;3;2;3;2;2;2;1;2.0;36.0
44;43;41;35;30;0;0;1;1;1;46;34.0;1;0;30;6;15.0;5;2;34;40;2;1;40;20;1;6;12.0;2;3;3.0;0;3;2;3;2;2;2;1;2.0;38.333333333333336
36;0;0;0;0;0;0;1;0;0;36;18.666666666666668;0;0;0;6;6.0;1;1;20;0;0;1;0;0;2;3;2.0;0;0;4.0;0;3;2;3;2;2;2;1;2.0;36.0
33;45;43;47;36;39;2;1;1;1;45;37.6;1;0;45;6;15.0;6;2;32;37;1;1;37;30;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.166666666666664
33;44;40;32;34;30;1;1;1;1;38;34.6;1;0;37;6;15.0;6;2;33;31;1;1;31;37;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;34.666666666666664
0;19;0;0;0;0;0;0;0;1;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;19.0
45;48;45;38;35;32;1;1;1;1;49;41.53333333333333;1;0;39;6;15.0;6;2;33;48;1;1;48;34;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;39.416666666666664
