NOTA_FGEP;NOTA_HIST;NOTA_CCON;NOTA_L_DOS;NOTA_AIELEC;NOTA_SUBEL;VECES_SUBEL;VECES_FGEP;VECES_L_DOS;VECES_HIST;NOTA_L_UNO;PROMEDIO_SIETE;VECES_CCON;NOTA_EI_DOS;NOTA_ELECPOT;NAC_CINCO;NCC_SIETE;NAA_SIETE;EPA_SIETE;NOTA_AUTO;NOTA_MAQEL;VECES_AIELEC;VECES_ECO;NOTA_ECO;NOTA_ASP;NAP_SIETE;NAC_SIETE;NCA_SIETE;VECES_ASP;CAR_SIETE;NCP_SIETE;VECES_EI_DOS;CREDITOS_EI_DOS;CREDITOS_AIELEC;CREDITOS_SUBEL;CREDITOS_L_DOS;CREDITOS_HIST;CREDITOS_FGEP;CREDITOS_CCON;RENDIMIENTO_OCHO;PROMEDIO_OCHO
47;33;43;0;32;37;1;1;0;1;43;38.6;1;0;37;6;15.0;6;2;30;41;1;1;41;39;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;37.8
0;30;39;0;31;0;0;0;0;1;44;26.333333333333332;1;0;0;6;12.0;3;1;12;33;1;1;33;13;2;5;7.0;3;2;5.0;0;3;2;3;2;2;2;1;2.0;32.2
43;43;44;41;32;36;2;1;1;1;41;35.53333333333333;1;0;36;6;15.0;6;2;30;35;1;1;35;36;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;39.166666666666664
44;36;44;34;37;36;2;1;1;1;42;35.733333333333334;1;0;35;6;15.0;6;2;41;32;1;1;32;35;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.833333333333336
38;44;40;36;32;36;2;1;1;1;38;33.8;1;0;38;6;15.0;6;2;37;30;1;2;30;31;0;6;15.0;1;3;0.0;0;3;2;3;2;2;2;1;2.0;37.333333333333336
47;45;44;40;33;30;1;1;1;1;48;36.733333333333334;1;0;50;6;15.0;6;2;30;31;1;1;31;30;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;38.666666666666664
0;0;45;0;0;0;0;0;0;0;0;0.0;1;0;0;4;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;3.0;45.0
46;34;44;40;37;34;2;1;1;1;37;34.86666666666667;1;0;37;6;15.0;6;2;39;34;2;1;34;30;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;38.333333333333336
48;43;46;44;31;32;1;1;1;1;35;33.46666666666667;1;0;36;6;15.0;6;2;33;30;1;1;30;36;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;39.5
35;46;42;35;38;32;1;1;1;1;39;36.06666666666667;1;0;37;6;15.0;6;2;31;37;1;1;37;35;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.166666666666664
35;46;43;32;32;33;2;1;1;1;32;31.0;1;0;31;6;15.0;6;2;34;30;1;1;30;30;0;6;15.0;2;1;0.0;0;3;2;3;2;2;2;1;2.0;36.0
40;44;45;46;34;42;2;1;1;1;43;35.53333333333333;1;0;32;6;15.0;6;2;36;36;1;1;36;33;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;41.583333333333336
39;46;42;43;33;30;2;1;1;1;43;35.53333333333333;1;0;38;6;15.0;6;2;31;32;1;1;32;37;0;6;15.0;3;1;0.0;0;3;2;3;2;2;2;1;2.0;37.833333333333336
43;33;35;45;33;33;1;1;1;1;44;37.6;1;0;30;6;15.0;6;2;36;40;1;1;40;38;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;36.833333333333336
0;0;45;0;0;0;0;0;0;0;0;0.0;1;0;0;5;2.0;0;1;0;0;0;3;0;0;1;1;0.0;0;1;2.0;0;3;2;3;2;2;2;1;3.0;45.0
41;44;44;30;31;34;1;1;1;1;40;33.8;1;0;30;6;15.0;6;2;31;37;2;1;37;30;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;36.5
45;39;47;41;33;43;2;1;2;1;37;37.4;1;0;30;6;15.0;6;2;31;37;1;2;37;50;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;3.0;41.0
30;41;39;33;32;36;2;1;1;2;34;32.666666666666664;2;0;36;6;15.0;6;2;32;32;1;1;32;30;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;34.916666666666664
48;44;43;37;34;42;3;1;1;1;38;35.53333333333333;1;0;34;6;15.0;6;2;35;39;2;1;39;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;41.25
46;41;42;50;31;39;3;1;1;1;50;38.8;1;0;35;6;15.0;6;2;30;43;2;1;43;34;0;6;15.0;3;2;0.0;0;3;2;3;2;2;2;1;3.0;41.25
45;43;44;43;31;34;1;1;1;1;40;35.266666666666666;1;0;34;6;15.0;6;2;36;37;2;1;37;30;0;6;15.0;1;3;0.0;0;3;2;3;2;2;2;1;2.0;39.166666666666664
47;43;44;40;37;33;2;1;1;1;31;32.86666666666667;1;0;40;6;15.0;6;2;33;31;1;1;31;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;39.75
0;44;0;0;0;0;0;0;0;3;41;41.0;0;0;0;0;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;3.0;44.0
43;42;47;44;34;30;2;1;1;1;45;37.4;1;0;32;6;15.0;6;2;37;38;2;1;38;37;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;38.583333333333336
32;48;44;40;32;35;1;1;1;1;43;36.6;1;0;38;6;15.0;6;2;31;34;1;1;34;39;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;37.75
30;39;43;31;41;31;1;1;1;1;41;35.733333333333334;1;0;34;6;15.0;6;2;36;38;1;1;38;30;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;34.833333333333336
0;0;42;0;0;0;0;0;0;0;0;0.0;1;0;0;2;2.0;0;1;0;0;0;1;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;42.0
0;44;35;35;0;0;0;0;1;1;40;40.0;1;0;0;2;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;38.6
0;0;48;0;0;0;0;0;0;0;0;0.0;1;0;0;6;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;4.0;48.0
48;37;43;40;33;30;1;1;1;1;43;42.46666666666667;1;0;40;6;15.0;6;2;34;45;1;1;45;46;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.416666666666664
34;49;47;39;39;42;3;1;1;1;44;35.6;1;0;36;6;15.0;6;2;32;35;1;1;35;33;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;41.25
45;39;40;34;35;35;2;1;1;1;35;39.733333333333334;1;0;40;6;15.0;6;2;30;44;1;1;44;42;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.583333333333336
44;45;45;42;37;36;1;1;1;1;48;45.8;1;0;47;6;15.0;6;2;35;46;1;1;46;50;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.75
39;48;46;41;37;38;2;1;1;1;43;37.266666666666666;1;0;38;6;15.0;6;2;32;38;1;1;38;35;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.833333333333336
0;27;0;0;0;0;0;0;0;2;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;27.0
43;38;46;0;0;0;0;1;0;1;33;16.5;1;0;0;4;4.0;1;1;0;0;0;2;0;0;1;2;2.0;0;2;2.0;0;3;2;3;2;2;2;1;3.0;41.6
37;46;41;41;36;36;1;1;1;1;48;40.333333333333336;1;0;30;6;15.0;6;2;40;42;1;1;42;43;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.083333333333336
46;30;46;36;31;31;3;1;1;1;41;32.266666666666666;1;0;31;6;15.0;6;2;30;30;1;2;30;33;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;35.416666666666664
0;4;0;0;0;0;0;0;0;1;37;37.0;1;0;0;0;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;2.6666666666666665
48;48;46;40;37;34;1;1;1;1;49;38.13333333333333;1;0;39;6;15.0;6;2;30;39;1;2;39;34;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;41.166666666666664
47;45;47;43;45;34;1;1;1;1;46;38.46666666666667;1;0;45;6;15.0;6;2;34;36;1;1;36;34;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;42.416666666666664
32;42;46;41;0;0;0;1;1;1;38;21.666666666666668;1;0;0;5;6.0;1;1;27;0;0;1;0;0;2;3;2.0;0;0;4.0;0;3;2;3;2;2;2;1;2.0;39.42857142857143
41;42;49;41;39;31;2;1;2;1;45;37.733333333333334;1;0;34;6;15.0;6;2;41;38;1;3;38;34;0;6;15.0;1;3;0.0;0;3;2;3;2;2;2;1;2.0;39.0
33;32;39;30;35;37;2;1;1;1;44;34.666666666666664;1;0;39;6;15.0;6;2;30;33;1;2;33;30;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;34.166666666666664
44;48;47;0;40;31;1;1;0;1;39;32.53333333333333;1;0;30;6;15.0;6;2;31;30;1;1;30;36;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;3.0;40.4
36;44;46;0;33;35;2;1;0;1;43;36.4;1;0;37;6;15.0;6;2;33;35;1;1;35;36;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.7
39;39;43;31;31;30;2;1;1;1;35;33.93333333333333;1;0;32;6;15.0;6;2;31;37;1;1;37;32;0;6;15.0;3;1;0.0;0;3;2;3;2;2;2;1;2.0;34.416666666666664
41;43;45;42;40;30;1;1;1;1;50;34.266666666666666;1;0;31;6;15.0;6;2;34;32;1;1;32;31;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;38.916666666666664
34;39;40;42;30;38;2;1;1;1;36;36.333333333333336;1;0;35;6;15.0;6;2;39;37;1;1;37;35;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.0
46;46;47;35;44;36;2;1;1;1;35;32.8;1;0;30;6;15.0;6;2;30;31;1;1;31;39;0;6;15.0;2;1;0.0;0;3;2;3;2;2;2;1;3.0;41.416666666666664
48;44;47;37;42;34;1;1;1;1;50;35.13333333333333;1;0;30;6;15.0;6;2;40;31;1;1;31;34;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;40.916666666666664
34;47;43;45;34;30;2;1;1;1;47;35.4;1;0;34;6;15.0;6;2;30;31;1;1;31;40;0;6;15.0;3;2;0.0;0;3;2;3;2;2;2;1;2.0;37.75
0;38;0;0;0;0;0;0;0;1;31;15.5;0;0;0;2;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;2.0;38.0
37;36;42;36;0;0;0;1;1;1;38;19.666666666666668;1;0;0;6;6.0;1;1;21;0;0;1;0;0;2;3;2.0;0;0;4.0;0;3;2;3;2;2;2;1;2.0;37.142857142857146
0;30;0;0;0;0;0;0;0;1;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;30.0
0;44;44;37;0;0;0;0;1;1;39;19.5;1;0;0;0;4.0;1;1;0;0;0;2;0;0;1;2;2.0;0;1;2.0;0;3;2;3;2;2;2;1;3.0;41.2
0;0;0;32;0;0;0;0;1;0;34;17.0;0;0;0;0;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;2.0;32.0
0;0;0;47;0;0;0;0;1;0;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;4.0;47.0
0;30;0;0;0;0;0;0;0;1;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;30.0
36;45;39;46;36;43;1;1;1;1;40;36.4;1;0;41;6;15.0;6;2;32;36;1;1;36;33;0;6;15.0;2;1;0.0;0;3;2;3;2;2;2;1;3.0;41.166666666666664
43;36;44;40;41;31;2;1;1;1;41;40.666666666666664;1;0;42;6;15.0;6;2;41;40;1;1;40;40;0;6;15.0;1;3;0.0;0;3;2;3;2;2;2;1;2.0;38.083333333333336
41;42;47;39;30;37;2;1;1;1;44;36.733333333333334;1;0;39;6;15.0;6;2;32;33;1;1;33;39;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;38.5
35;48;38;30;35;30;1;1;1;1;31;38.6;1;0;38;6;15.0;6;2;36;47;1;1;47;32;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;35.333333333333336
0;37;0;0;0;0;0;0;0;1;32;32.0;0;0;0;1;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;37.0
0;41;0;0;0;0;0;0;0;1;31;15.5;0;0;0;1;4.0;1;1;0;0;0;2;0;0;1;2;2.0;0;1;2.0;0;3;2;3;2;2;2;1;3.0;41.0
0;48;0;0;0;0;0;0;0;1;0;0.0;0;0;0;1;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;4.0;48.0
34;48;40;30;33;32;1;1;1;1;45;36.733333333333334;1;0;30;6;15.0;6;2;34;39;1;1;39;36;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;35.5
0;0;0;41;0;0;0;0;1;0;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;3.0;41.0
0;38;0;0;0;0;0;0;0;1;0;0.0;0;0;0;4;2.0;0;1;0;0;0;3;0;0;1;1;0.0;0;1;2.0;0;3;2;3;2;2;2;1;2.0;38.0
48;44;47;41;37;30;1;1;1;1;45;39.93333333333333;1;0;36;6;15.0;6;2;33;49;1;1;49;30;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.75
0;30;0;0;0;0;0;0;0;2;30;30.0;0;0;0;3;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;1.0;30.0
45;49;45;45;34;30;1;1;1;1;50;40.13333333333333;1;0;36;6;15.0;6;2;34;43;1;1;43;37;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.083333333333336
44;49;43;38;41;33;1;1;1;1;40;37.666666666666664;1;0;31;6;15.0;6;2;39;43;1;1;43;33;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;40.5
36;45;0;0;0;0;0;1;0;1;47;21.333333333333332;0;0;0;6;6.0;1;1;17;0;0;1;0;0;2;3;2.0;0;0;4.0;0;3;2;3;2;2;2;1;3.0;40.5
46;48;45;44;34;32;1;1;1;1;50;37.4;1;0;34;6;15.0;6;2;37;36;1;1;36;35;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;40.416666666666664
42;37;47;47;35;37;2;1;1;1;48;41.6;1;0;45;6;15.0;6;2;33;45;1;1;45;34;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;40.0
0;44;0;0;0;0;0;0;0;2;0;0.0;0;0;0;0;2.0;0;1;0;0;0;1;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;44.0
42;45;32;41;33;39;1;1;1;1;44;39.93333333333333;1;0;41;6;15.0;6;2;40;43;1;2;43;31;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;39.25
0;43;45;0;0;0;0;0;0;1;0;0.0;1;0;0;6;2.0;0;1;0;0;0;1;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;43.666666666666664
32;47;43;39;31;30;2;1;1;1;49;37.0;1;0;36;6;15.0;6;2;39;35;1;1;35;32;0;6;15.0;2;2;0.0;0;3;2;3;2;2;2;1;2.0;35.916666666666664
0;39;0;0;0;0;0;0;0;2;27;27.0;0;0;0;0;2.0;0;1;0;0;0;0;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;2.0;39.0
42;32;44;36;39;38;2;1;1;1;41;38.333333333333336;1;0;37;6;15.0;6;2;32;42;1;1;42;36;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;38.0
45;45;48;41;39;32;1;1;1;1;44;44.2;1;0;48;6;15.0;6;2;40;48;1;1;48;37;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.333333333333336
0;0;45;0;0;0;0;0;0;0;0;0.0;1;0;0;0;2.0;0;1;0;0;0;2;0;0;1;1;0.0;0;1;2.0;0;3;2;3;2;2;2;1;3.0;45.0
37;48;44;41;33;32;1;1;1;1;50;39.86666666666667;1;0;31;6;15.0;6;2;30;45;1;1;45;40;0;6;15.0;2;1;0.0;0;3;2;3;2;2;2;1;2.0;38.166666666666664
37;46;44;41;30;34;1;1;1;1;47;41.733333333333334;1;0;31;6;15.0;6;2;37;49;1;1;49;40;0;6;15.0;2;1;0.0;0;3;2;3;2;2;2;1;2.0;37.833333333333336
41;43;50;42;38;30;1;1;1;1;42;42.46666666666667;1;0;48;6;15.0;6;2;38;48;1;1;48;31;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.0
49;45;42;38;37;34;1;1;1;1;50;45.2;1;0;48;6;15.0;6;2;43;45;1;1;45;41;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.166666666666664
34;48;48;42;35;34;1;1;1;1;49;39.733333333333334;1;0;40;6;15.0;6;2;32;40;1;1;40;38;0;6;15.0;3;2;0.0;0;3;2;3;2;2;2;1;2.0;39.0
0;42;0;0;0;0;0;0;0;1;0;2.5;0;0;0;6;4.0;0;1;5;0;0;1;0;0;2;2;0.0;0;0;4.0;0;3;2;3;2;2;2;1;3.0;42.0
37;38;45;41;39;33;1;1;2;1;41;37.8;1;0;40;6;15.0;6;2;30;43;1;1;43;30;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;37.833333333333336
33;45;45;38;31;31;1;1;1;2;39;38.06666666666667;1;0;42;6;15.0;6;2;30;41;1;1;41;34;0;6;15.0;2;3;0.0;0;3;2;3;2;2;2;1;2.0;36.0
33;44;45;33;40;35;1;1;1;1;42;39.2;1;0;30;6;15.0;6;2;39;48;1;2;48;32;0;6;15.0;1;3;0.0;0;3;2;3;2;2;2;1;2.0;37.5
45;46;46;42;37;35;1;1;1;1;43;43.46666666666667;1;0;48;6;15.0;6;2;32;47;1;1;47;41;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;40.916666666666664
34;39;48;40;39;33;2;1;1;1;41;38.2;1;0;30;6;15.0;6;2;39;40;1;1;40;41;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;37.583333333333336
0;41;0;0;0;0;0;0;0;1;34;17.0;0;0;0;0;4.0;1;1;0;0;0;2;0;0;1;2;2.0;0;1;2.0;0;3;2;3;2;2;2;1;3.0;41.0
39;46;45;43;35;35;2;1;1;1;50;39.8;1;0;42;6;15.0;6;2;35;38;1;1;38;37;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.666666666666664
0;0;0;37;0;0;0;0;1;0;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;37.0
36;38;45;45;33;31;2;1;1;1;39;40.86666666666667;1;0;37;6;15.0;6;2;30;50;1;2;50;38;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;36.833333333333336
10;42;16;36;0;0;0;1;1;1;43;21.5;1;0;0;6;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;1.0;27.428571428571427
47;36;48;36;0;0;0;1;1;1;37;18.5;1;0;0;5;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;40.857142857142854
0;0;45;0;0;0;0;0;0;0;0;0.0;1;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;3.0;45.0
0;0;40;0;0;0;0;0;0;0;44;22.0;1;0;0;5;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;2.0;40.0
0;38;42;0;0;0;0;0;0;1;0;0.0;1;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;39.333333333333336
41;45;42;37;31;34;2;1;1;1;44;38.2;1;0;30;6;15.0;6;2;30;43;1;1;43;40;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.666666666666664
0;33;0;0;0;0;0;0;0;1;0;0.0;0;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;33.0
0;22;37;0;0;0;0;0;0;1;37;18.5;1;0;0;0;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;1.0;27.0
45;47;45;39;33;31;2;1;1;1;39;40.2;1;0;47;6;15.0;6;2;30;45;1;1;45;33;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;38.833333333333336
36;47;36;49;33;39;1;1;1;1;41;37.333333333333336;1;0;41;6;15.0;6;2;35;39;1;1;39;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;40.25
0;39;47;0;0;0;0;0;0;1;0;0.0;1;0;0;3;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;3.0;41.666666666666664
0;46;44;38;0;0;0;0;1;1;38;19.0;1;0;0;6;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;42.4
48;45;32;40;38;34;2;1;2;1;40;37.86666666666667;2;0;41;6;15.0;6;2;30;37;1;1;37;40;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;39.666666666666664
41;45;49;35;37;30;2;2;1;1;40;39.0;1;0;31;6;15.0;6;2;42;44;1;1;44;36;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;37.916666666666664
48;41;49;30;40;35;2;1;1;1;44;40.93333333333333;1;0;33;6;15.0;6;2;34;49;1;1;49;38;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.333333333333336
0;36;33;0;0;0;0;0;0;1;38;38.0;1;0;0;0;2.0;1;2;0;0;0;0;0;0;0;1;2.0;0;0;0.0;0;3;2;3;2;2;2;1;2.0;35.0
0;44;46;0;0;0;0;0;0;1;0;0.0;1;0;0;5;2.0;0;1;0;0;0;1;0;0;1;1;0.0;0;0;2.0;0;3;2;3;2;2;2;1;3.0;44.666666666666664
36;39;33;45;35;22;1;1;1;1;40;32.86666666666667;1;0;31;6;15.0;6;2;30;34;1;1;34;30;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;2.0;34.083333333333336
41;45;47;39;41;32;1;1;1;1;37;38.0;1;0;36;6;15.0;6;2;37;43;1;1;43;33;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.583333333333336
0;46;31;31;0;0;0;0;1;1;48;24.0;1;0;0;6;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;2.0;37.0
0;0;30;0;0;0;0;0;0;0;45;22.5;1;0;0;0;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;1.0;30.0
40;44;40;39;41;33;1;1;1;1;45;43.0;1;0;48;6;15.0;6;2;43;47;1;1;47;30;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;38.916666666666664
40;45;46;49;41;36;3;1;1;1;44;40.0;1;0;33;6;15.0;6;2;36;46;1;1;46;37;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;3.0;42.0
42;46;49;47;38;30;2;1;1;1;48;39.93333333333333;1;0;36;6;15.0;6;2;34;45;1;2;45;34;0;6;15.0;1;1;0.0;0;3;2;3;2;2;2;1;3.0;40.416666666666664
41;47;39;42;36;31;2;1;1;1;45;33.666666666666664;1;0;30;6;15.0;6;2;30;35;1;1;35;30;0;6;15.0;2;1;0.0;0;3;2;3;2;2;2;1;2.0;38.666666666666664
33;47;49;41;41;35;2;1;1;1;42;40.53333333333333;1;0;33;6;15.0;6;2;36;46;1;1;46;41;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;39.833333333333336
35;45;40;38;38;30;1;1;1;1;36;34.46666666666667;1;0;30;6;15.0;6;2;37;34;1;2;34;37;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;36.833333333333336
0;0;45;0;0;0;0;0;0;0;0;0.0;1;0;0;0;0.0;0;1;0;0;0;0;0;0;0;0;0.0;0;0;0.0;0;3;2;3;2;2;2;1;3.0;45.0
34;44;37;39;34;0;0;1;1;1;39;34.53333333333333;1;0;42;6;15.0;6;2;30;31;1;1;31;33;0;6;15.0;4;3;0.0;0;3;2;3;2;2;2;1;2.0;37.666666666666664
0;30;31;44;0;0;0;0;1;1;36;18.0;1;0;0;1;4.0;1;1;0;0;0;1;0;0;1;2;2.0;0;0;2.0;0;3;2;3;2;2;2;1;2.0;35.8
40;42;41;45;38;30;1;1;1;1;40;37.53333333333333;1;0;43;6;15.0;6;2;37;38;1;1;38;30;0;6;15.0;1;0;0.0;0;3;2;3;2;2;2;1;2.0;38.416666666666664
32;45;47;39;35;30;2;1;1;1;45;34.13333333333333;1;0;35;6;15.0;6;2;31;30;1;1;30;35;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;36.583333333333336
48;46;38;31;34;35;1;1;1;2;32;32.06666666666667;1;0;33;6;15.0;6;2;39;30;1;1;30;30;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;38.416666666666664
35;46;45;41;30;20;1;1;1;1;41;32.733333333333334;1;0;31;6;15.0;6;2;35;30;1;1;30;32;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;34.083333333333336
0;45;44;45;0;0;0;0;1;1;42;18.666666666666668;1;0;0;6;6.0;1;1;14;0;0;1;0;0;2;3;2.0;0;0;4.0;0;3;2;3;2;2;2;1;3.0;44.8
34;31;48;0;37;30;2;1;0;2;39;36.53333333333333;1;0;32;6;15.0;6;2;38;35;1;2;35;41;0;6;15.0;3;3;0.0;0;3;2;3;2;2;2;1;2.0;34.2
34;41;41;32;31;22;2;1;1;1;35;33.46666666666667;1;0;35;6;15.0;6;2;35;31;1;1;31;34;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;31.916666666666668
32;41;40;34;34;30;2;1;1;1;30;32.266666666666666;1;0;32;6;15.0;6;2;30;32;1;1;32;36;0;6;15.0;1;2;0.0;0;3;2;3;2;2;2;1;2.0;34.333333333333336
0;43;33;0;0;0;0;0;0;1;0;0.0;1;0;0;6;4.0;0;1;0;0;0;1;0;0;2;2;0.0;0;0;4.0;0;3;2;3;2;2;2;1;2.0;39.666666666666664
