NUMERO;LOCALIDAD_COLEGIO;PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;BIOLOGIA_ICFES;IDIOMA_ICFES;LOCALIDAD;PROMEDIO_UNO;CAR_UNO;NCC_UNO;NCP_UNO;NAA_UNO;NAP_UNO;ESTADO_FINAL;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;PROMEDIO_DOS;CAR_DOS;NCC_DOS;NCA_DOS;NCP_DOS;NAC_DOS;NAA_DOS;NAP_DOS;EPA_DOS;NOTA_ALGEBRA;VECES_ALGEBRA;CREDITOS_ALGEBRA;NOTA_INTEGRAL;VECES_INTEGRAL;CREDITOS_INTEGRAL;NOTA_FISICA_UNO;VECES_FISICA_UNO;CREDITOS_FISICA_UNO;NOTA_MATERIALES;VECES_MATERIALES;CREDITOS_MATERIALES;NOTA_DEMOCRACIA;VECES_DEMOCRACIA;CREDITOS_DEMOCRACIA;NOTA_PBASICA;VECES_PBASICA;CREDITOS_PBASICA;NOTA_EE_DOS;VECES_EE_DOS;CREDITOS_EE_DOS;RENDIMIENTO_TRES;PROMEDIO_TRES
129;10;450.52;62.84;63.43;61.19;43.74;10;24.1;4;15;11;3;4;10;20.0;37.0;22.5;40.0;22.5;35.0;10.0;26.83333333333333;4;12;6;6;4;2;2;1;20.0;3;3;27.0;2;3;30.33333333333333;3;3;0.0;0;2;0.0;0;1;30.0;3;3;0.0;0;2;1;28.19230769230769
131;16;443.74;65.16;51.73;58.09;61.22;18;35.46666666666667;1;15;4;6;1;5;22.5;40.0;35.0;45.0;45.0;40.0;41.0;33.125;1;16;14;2;6;5;1;2;30.0;1;3;30.0;1;3;30.0;1;3;29.0;2;2;0.0;0;1;40.0;1;3;41.0;1;2;3;41.13333333333333
132;9;442.69;69.99;51.73;60.25;55.84;9;35.0;1;15;4;6;1;5;25.0;40.0;35.0;40.0;40.0;40.0;40.0;34.08823529411764;1;17;14;3;7;6;1;2;30.0;1;3;22.5;2;3;30.0;1;3;30.0;1;2;40.0;1;1;50.0;1;3;41.0;1;2;2;38.13333333333333
137;14;475.58;53.2;61.41;67.71;69.48;14;22.40740740740741;2;9;7;2;2;10;16.66666666666667;0.0;18.33333333333333;40.0;0.0;40.0;0.0;23.0;2;10;4;6;4;2;2;1;15.0;2;3;0.0;0;3;15.0;2;3;0.0;0;2;50.0;1;1;30.0;1;3;0.0;0;2;1;15.0
138;16;406.34;53.2;46.84;53.95;42.2;16;28.18181818181818;1;11;4;4;1;1;20.0;0.0;30.0;40.0;30.0;40.0;0.0;25.41666666666667;3;12;6;6;4;2;2;1;30.0;1;3;14.66666666666667;6;3;25.0;2;3;0.0;0;2;0.0;0;1;32.0;4;3;0.0;0;2;2;36.0
140;1;452.92;60.49;58.93;65.0;61.22;1;33.66666666666666;1;15;4;6;1;5;25.0;35.0;30.0;35.0;45.0;40.0;40.0;34.25;2;16;13;3;6;5;1;2;25.0;2;3;40.0;1;3;35.0;1;3;34.5;2;2;0.0;0;1;35.0;1;3;37.0;1;2;2;34.9
141;8;433.38;60.49;58.93;60.25;67.6;8;32.06666666666667;1;15;0;7;0;5;30.0;30.0;30.0;35.0;30.0;40.0;38.0;37.35294117647059;1;17;17;0;7;7;0;2;40.0;1;3;40.0;1;3;30.0;2;3;30.0;1;2;40.0;1;1;35.0;1;3;50.0;1;2;2;33.66666666666666
142;6;460.26;72.55;46.84;60.25;65.86;6;36.8;1;15;0;7;0;10;30.0;40.0;40.0;40.0;35.0;40.0;41.0;38.625;0;16;16;0;6;6;0;2;35.0;1;3;40.0;1;3;40.0;1;3;33.0;1;2;0.0;0;1;45.0;1;3;36.0;1;2;3;40.33333333333334
145;19;434.27;72.55;61.41;60.25;53.32;19;31.77777777777778;2;15;7;5;2;10;21.66666666666667;40.0;25.0;30.0;45.0;35.0;40.0;31.96428571428572;2;14;11;3;5;4;1;2;30.0;1;3;22.5;2;3;30.0;2;3;0.0;0;2;0.0;0;1;40.0;1;3;40.0;1;2;2;35.0
146;8;434.02;62.82;58.93;47.79;55.84;8;20.45454545454545;1;11;9;2;3;1;15.0;0.0;15.0;30.0;0.0;40.0;25.0;35.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
148;7;453.76;62.82;56.51;58.09;83.41;7;16.81818181818182;0;11;11;0;5;10;15.0;0.0;15.0;15.0;0.0;15.0;25.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
151;9;453.18;63.9;54.31;61.53;40.5;9;17.73076923076923;3;13;10;2;4;10;11.5;0.0;8.166666666666666;20.0;15.0;40.0;35.0;18.69047619047619;3;9;0;9;3;0;3;1;12.42857142857143;7;3;0.0;0;3;16.14285714285714;7;3;0.0;0;2;0.0;0;1;27.5;4;3;0.0;0;2;1;8.84375
154;14;457.2;67.54;56.51;60.25;58.45;8;30.6;2;15;7;5;2;5;25.0;40.0;25.0;30.0;30.0;40.0;37.0;29.625;3;16;8;8;6;3;3;1;25.0;2;3;25.0;3;3;30.0;1;3;29.5;2;2;0.0;0;1;35.0;1;3;35.0;1;2;2;33.86666666666667
155;1;435.53;65.16;56.51;49.87;43.48;1;31.94444444444445;2;15;7;5;2;5;21.66666666666667;35.0;27.5;40.0;35.0;40.0;45.0;31.84375;1;16;13;3;6;5;1;2;35.0;1;3;30.0;1;3;22.5;2;3;31.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;2;35.2
158;8;462.64;65.25;53.97;59.24;65.79;7;32.0;1;15;4;6;1;5;22.5;40.0;30.0;30.0;30.0;40.0;45.0;36.6875;0;16;16;0;6;6;0;2;35.0;1;3;30.0;1;3;30.0;1;3;37.0;1;2;0.0;0;1;50.0;1;3;39.0;1;2;2;36.4
159;4;446.0;67.54;56.51;55.99;57.13;8;18.63636363636364;5;11;9;2;3;10;15.0;0.0;15.0;32.5;0.0;32.5;17.5;21.66666666666667;0;9;3;6;3;1;2;1;15.0;1;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
161;15;476.14;79.16;56.8;59.44;61.22;8;33.66666666666666;1;15;4;6;1;1;25.0;40.0;30.0;35.0;40.0;40.0;40.0;34.21875;2;16;13;3;6;5;1;2;35.0;1;3;35.0;1;3;27.5;2;3;30.0;2;2;0.0;0;1;45.0;1;3;30.0;1;2;2;35.30769230769231
162;1;479.64;55.8;51.55;57.36;60.2;11;31.0;2;15;4;6;1;5;27.5;32.5;30.0;30.0;30.0;30.0;40.0;31.375;2;16;10;6;6;4;2;2;30.0;1;3;25.0;2;3;30.0;1;3;39.0;1;2;0.0;0;1;25.0;2;3;47.0;1;2;2;36.53333333333333
164;10;503.06;58.15;61.03;63.27;60.2;10;39.33333333333334;0;15;0;7;0;11;40.0;35.0;40.0;35.0;35.0;35.0;50.0;37.4375;1;16;14;2;6;5;1;2;45.0;1;3;35.0;1;3;35.0;1;3;19.5;2;2;0.0;0;1;45.0;1;3;40.0;1;2;2;39.22222222222221
166;19;462.19;53.2;61.41;65.0;64.23;19;30.66666666666667;2;15;4;6;1;5;20.0;40.0;30.0;30.0;35.0;40.0;35.0;33.125;1;16;13;3;6;5;1;2;30.0;1;3;40.0;1;3;25.0;2;3;35.0;1;2;0.0;0;1;35.0;1;3;35.0;1;2;2;33.0
168;9;470.77;55.71;56.51;70.81;52.09;9;32.66666666666666;1;15;4;6;1;5;25.0;35.0;30.0;40.0;35.0;40.0;40.0;32.84375;1;16;13;3;6;5;1;2;35.0;1;3;30.0;1;3;22.5;2;3;30.0;1;2;0.0;0;1;45.0;1;3;34.0;1;2;2;32.63333333333333
169;10;446.64;58.13;61.41;58.09;65.86;11;25.90909090909091;0;11;7;3;2;1;20.0;0.0;15.0;30.0;0.0;40.0;45.0;30.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;0;0.0
173;1;447.08;65.16;58.93;60.25;47.21;1;30.5;2;15;5;5;2;5;30.0;35.0;22.5;30.0;22.5;45.0;40.0;29.39583333333333;3;16;8;8;6;3;3;1;22.5;2;3;22.5;2;3;30.0;1;3;24.66666666666667;3;2;0.0;0;1;40.0;1;3;38.0;1;2;2;35.33333333333334
175;10;473.29;78.22;66.74;53.95;62.69;19;22.5974025974026;2;11;7;3;2;1;17.5;0.0;17.85714285714286;30.0;30.0;35.0;0.0;16.91666666666667;2;6;0;6;2;0;2;1;0.0;0;3;0.0;0;3;10.5;2;3;0.0;0;2;0.0;0;1;23.33333333333333;3;3;0.0;0;2;1;13.75
176;11;474.21;72.55;49.32;62.54;65.86;8;21.11111111111111;0;9;8;1;3;1;15.0;0.0;25.0;25.0;0.0;30.0;0.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
177;4;456.64;65.16;54.12;70.81;61.22;4;36.66666666666666;0;15;0;7;0;5;30.0;35.0;40.0;40.0;40.0;40.0;40.0;39.6875;0;16;16;0;6;6;0;2;30.0;1;3;35.0;1;3;45.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;3;41.93333333333333
178;8;454.87;51.11;56.39;55.18;59.92;8;27.69230769230769;2;13;7;4;2;10;20.0;35.0;25.0;35.0;30.0;40.0;0.0;21.5;1;12;3;9;4;1;3;1;16.0;5;3;15.0;1;3;15.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1;25.0
181;8;458.74;72.55;61.41;55.99;64.23;7;33.66666666666666;1;15;4;6;1;10;25.0;40.0;35.0;40.0;35.0;40.0;35.0;31.25;2;14;11;3;5;4;1;2;35.0;2;3;22.5;2;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;35.0;1;2;1;30.0
183;16;473.95;67.77;63.43;59.24;47.66;8;39.33333333333334;0;15;0;7;0;5;40.0;35.0;40.0;40.0;40.0;40.0;40.0;42.8125;0;16;16;0;6;6;0;2;40.0;1;3;40.0;1;3;50.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;40.0;1;2;2;39.53333333333333
186;8;493.7;60.49;66.74;60.25;79.55;8;36.66666666666666;0;15;0;7;0;5;30.0;30.0;35.0;45.0;45.0;40.0;45.0;36.6875;0;16;16;0;6;6;0;2;35.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;41.0;1;2;3;40.33333333333334
187;17;438.83;75.27;54.12;65.0;57.13;8;37.2;1;15;0;7;0;5;32.5;30.0;40.0;40.0;40.0;40.0;44.0;36.5625;0;16;16;0;6;6;0;2;35.0;1;3;35.0;1;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;35.66666666666666
188;8;470.32;69.99;66.74;60.25;58.45;8;32.55555555555556;1;15;4;6;1;5;23.33333333333333;35.0;35.0;40.0;35.0;40.0;35.0;31.28125;2;16;10;6;6;4;2;2;22.5;4;3;29.66666666666667;3;3;35.0;1;3;31.0;1;2;0.0;0;1;35.0;1;3;36.0;1;2;2;36.0
189;2;422.15;58.13;64.0;51.92;62.69;10;32.53333333333333;1;15;4;6;1;5;22.5;35.0;35.0;40.0;30.0;45.0;39.0;28.4375;3;16;7;9;6;3;3;1;22.5;2;3;22.5;2;3;25.0;2;3;33.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;35.2
191;7;455.29;55.73;56.39;60.55;48.92;8;17.77777777777778;0;9;8;1;3;10;15.0;0.0;15.0;25.0;0.0;30.0;0.0;15.0;0;4;0;4;2;0;2;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;15.0;1;1;15.0;1;3;0.0;0;2;0;0.0
195;14;457.83;78.22;58.93;55.99;67.6;10;42.77777777777778;0;9;0;4;0;1;50.0;0.0;35.0;40.0;0.0;40.0;0.0;35.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
199;10;414.34;65.16;61.41;49.87;47.21;11;34.55555555555555;1;15;4;6;1;5;23.33333333333333;40.0;35.0;40.0;30.0;40.0;50.0;32.75;0;16;16;0;6;6;0;2;30.0;1;3;35.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;35.0;1;3;37.0;1;2;2;35.33333333333334
202;10;426.55;62.82;61.41;51.92;55.84;12;30.51282051282051;1;13;4;5;1;10;21.66666666666667;30.0;35.0;45.0;30.0;40.0;0.0;29.42307692307692;2;13;7;6;5;3;2;1;30.0;1;3;22.5;2;3;25.0;3;3;0.0;0;2;45.0;1;1;35.0;1;3;0.0;0;2;1;22.89285714285714
203;9;457.67;65.16;61.41;60.25;48.43;9;15.0;0;11;11;0;5;10;15.0;0.0;15.0;15.0;0.0;15.0;15.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
204;16;480.05;60.24;58.7;58.72;54.19;10;34.33333333333334;1;15;4;6;1;5;27.5;35.0;35.0;35.0;35.0;35.0;45.0;38.88235294117647;1;17;17;0;7;7;0;2;30.0;1;3;45.0;1;3;35.0;1;3;40.0;1;2;45.0;1;1;40.0;2;3;43.0;1;2;3;41.33333333333334
209;17;453.09;60.48;51.55;57.36;45.71;16;22.77777777777778;3;15;11;3;4;10;16.66666666666667;15.0;23.33333333333333;30.0;17.5;40.0;35.0;20.0;1;9;3;6;3;1;2;1;15.0;2;3;0.0;0;3;15.0;1;3;0.0;0;2;0.0;0;1;30.0;1;3;0.0;0;2;1;30.0
214;11;466.72;60.49;56.51;60.25;49.65;11;15.0;0;10;10;0;4;10;15.0;0.0;15.0;0.0;0.0;15.0;15.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
216;2;460.84;63.78;46.7;56.37;47.79;8;23.88888888888889;0;9;7;2;2;1;15.0;0.0;25.0;35.0;0.0;45.0;0.0;32.5;0;4;4;0;2;2;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;40.0;1;1;30.0;1;3;0.0;0;2;0;0.0
218;10;449.24;47.67;64.0;65.0;53.32;10;28.97435897435897;3;13;4;5;1;1;21.66666666666667;30.0;30.0;40.0;30.0;40.0;0.0;28.33333333333333;3;12;3;9;4;1;3;1;35.0;1;3;23.33333333333333;3;3;27.5;2;3;0.0;0;2;0.0;0;1;27.5;2;3;0.0;0;2;1;28.27272727272727
227;18;443.8;57.98;58.7;55.18;43.4;19;15.0;2;11;11;0;5;1;15.0;0.0;15.0;15.0;0.0;15.0;15.0;15.0;1;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;2;3;0.0;0;2;1;15.0
228;9;479.29;66.5;60.61;51.94;73.83;6;37.30769230769231;0;13;0;6;0;1;35.0;40.0;35.0;40.0;0.0;40.0;40.0;33.75;0;12;12;0;4;4;0;2;30.0;1;3;30.0;1;3;40.0;1;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;2;36.66666666666666
230;8;457.15;69.34;53.45;55.79;58.45;8;32.8;1;15;4;6;1;5;25.0;30.0;40.0;40.0;30.0;40.0;36.0;33.78125;1;16;16;0;6;6;0;2;35.0;1;3;30.0;1;3;30.0;1;3;39.0;1;2;0.0;0;1;32.5;2;3;40.0;1;2;2;35.36666666666667
236;17;491.4;65.16;56.51;58.09;59.81;19;34.0;0;15;0;7;0;5;30.0;40.0;30.0;40.0;35.0;40.0;35.0;32.5625;1;16;13;3;6;5;1;2;35.0;1;3;25.0;2;3;35.0;1;3;39.0;1;2;0.0;0;1;30.0;1;3;34.0;1;2;2;37.26666666666667
238;15;453.5;66.35;54.91;50.09;69.48;15;37.93333333333333;1;15;4;6;1;5;27.5;40.0;45.0;40.0;35.0;40.0;47.0;35.15625;1;16;16;0;6;6;0;2;30.0;1;3;30.0;1;3;32.5;2;3;35.0;1;2;0.0;0;1;45.0;1;3;40.0;1;2;2;36.8
239;7;458.49;66.5;58.23;55.79;47.21;7;15.0;0;11;11;0;5;10;15.0;0.0;15.0;15.0;0.0;15.0;15.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
241;9;449.0;58.89;61.99;51.96;42.2;9;28.46153846153846;1;13;6;4;2;1;22.5;0.0;30.0;40.0;25.0;40.0;30.0;25.0;2;6;3;3;2;1;1;1;15.0;3;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;35.0;2;3;0.0;0;2;2;31.25
245;11;452.78;69.34;55.85;53.84;57.13;11;38.33333333333334;1;15;4;6;1;5;25.0;40.0;45.0;40.0;50.0;40.0;40.0;35.78125;1;16;16;0;6;6;0;2;30.0;1;3;32.5;2;3;35.0;1;3;30.0;1;2;0.0;0;1;40.0;1;3;50.0;1;2;2;38.66666666666666
246;1;461.2;69.18;50.09;67.99;69.48;1;36.53846153846154;1;13;4;5;1;1;25.0;0.0;45.0;40.0;40.0;40.0;40.0;33.125;3;12;6;6;4;2;2;2;40.0;1;3;25.0;2;3;27.5;2;3;0.0;0;2;0.0;0;1;40.0;2;3;0.0;0;2;1;22.5
247;7;471.24;55.8;58.68;61.19;49.6;7;15.0;0;11;11;0;5;1;15.0;0.0;15.0;15.0;0.0;15.0;15.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
251;10;457.61;62.82;58.93;58.09;59.81;10;39.4;0;15;0;7;0;15;40.0;40.0;35.0;40.0;40.0;40.0;43.0;37.9375;1;16;16;0;6;6;0;2;35.0;1;3;40.0;1;3;35.0;1;3;31.0;2;2;0.0;0;1;45.0;1;3;40.0;1;2;2;34.6
252;16;522.24;67.77;68.47;65.51;69.4;16;33.16666666666666;2;15;7;5;2;10;25.0;40.0;27.5;40.0;35.0;45.0;40.0;30.125;3;16;11;5;6;4;2;2;30.0;2;3;25.33333333333333;3;3;35.0;1;3;9.5;2;2;0.0;0;1;40.0;1;3;36.0;1;2;2;31.27272727272727
253;4;460.51;63.73;61.99;51.96;67.6;4;34.56666666666667;2;15;4;6;1;5;25.0;40.0;32.5;40.0;40.0;35.0;43.0;31.44117647058824;3;17;11;6;7;5;2;2;22.5;2;3;25.0;2;3;30.0;1;3;31.5;2;2;45.0;1;1;40.0;1;3;37.0;1;2;2;34.16666666666666
254;10;368.97;49.84;45.69;50.07;53.32;10;33.33333333333334;1;15;0;7;0;5;30.0;30.0;30.0;40.0;30.0;40.0;45.0;33.5625;3;16;13;3;6;5;1;2;30.0;2;3;30.0;2;3;28.33333333333333;3;3;31.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;36.73333333333333
255;7;388.62;36.42;52.53;42.4;39.11;7;33.43333333333333;2;15;6;5;2;1;20.625;27.0;35.0;40.0;40.0;40.0;50.0;30.05;3;16;10;6;6;4;2;2;23.6;5;3;33.0;1;3;21.0;5;3;30.0;1;2;0.0;0;1;40.0;2;3;34.0;1;2;2;32.375
256;11;495.51;69.34;58.23;64.99;97.34;20;15.0;0;11;11;0;5;10;15.0;0.0;15.0;15.0;0.0;15.0;15.0;15.0;0;3;0;3;1;0;1;1;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;15.0;1;3;0.0;0;2;0;0.0
258;12;424.1;63.87;48.41;51.94;73.83;10;34.66666666666666;1;15;4;6;1;5;27.5;35.0;30.0;40.0;40.0;40.0;45.0;33.71875;3;16;10;6;6;4;2;2;30.0;2;3;22.5;2;3;25.0;2;3;41.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;2;38.6
259;14;444.45;80.57;42.75;53.84;57.13;8;38.0;0;15;0;7;0;5;35.0;40.0;40.0;40.0;30.0;40.0;45.0;39.3125;0;16;16;0;6;6;0;2;30.0;1;3;40.0;1;3;40.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;42.0;1;2;3;42.6
261;12;463.4;63.87;63.02;51.94;65.86;8;35.0;1;15;4;6;1;5;25.0;35.0;30.0;40.0;45.0;45.0;45.0;33.21875;2;16;11;5;6;4;2;2;30.0;1;3;27.5;2;3;30.0;1;3;29.5;2;2;0.0;0;1;40.0;1;3;45.0;1;2;2;36.73333333333333
262;8;461.29;76.15;58.23;57.84;57.13;8;38.33333333333334;1;15;0;7;0;5;32.5;30.0;40.0;40.0;50.0;45.0;40.0;34.65625;1;16;13;3;6;5;1;2;30.0;1;3;30.0;1;3;27.5;2;3;36.0;1;2;0.0;0;1;40.0;1;3;50.0;1;2;3;40.2
263;12;461.81;66.5;50.98;57.84;44.74;10;33.3;2;15;4;6;1;5;22.5;35.0;32.5;40.0;35.0;40.0;46.0;38.3125;1;16;13;3;6;5;1;2;35.0;1;3;25.0;2;3;40.0;1;3;39.0;1;2;0.0;0;1;45.0;1;3;50.0;1;2;2;35.66666666666666
267;1;478.8;66.35;54.91;57.84;52.09;11;33.86666666666667;1;15;4;6;1;5;25.0;39.0;30.0;40.0;35.0;40.0;45.0;32.875;3;16;10;6;6;4;2;2;30.0;1;3;28.0;2;3;26.66666666666667;3;3;35.0;1;2;0.0;0;1;40.0;2;3;41.0;1;2;2;31.4
269;10;477.64;59.02;53.45;64.99;49.65;10;35.53333333333333;0;15;0;7;0;5;30.0;35.0;35.0;40.0;40.0;40.0;39.0;35.3125;0;16;16;0;6;6;0;2;30.0;1;3;30.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;35.13333333333333
270;2;473.53;66.5;50.98;62.36;79.55;10;36.33333333333334;0;15;0;7;0;5;30.0;35.0;30.0;40.0;45.0;45.0;45.0;36.25;0;16;16;0;6;6;0;2;30.0;1;3;35.0;1;3;30.0;1;3;30.0;1;2;0.0;0;1;45.0;1;3;50.0;1;2;2;38.93333333333333
271;17;464.33;75.98;52.53;55.8;65.86;15;40.33333333333334;0;15;0;7;0;5;45.0;40.0;40.0;40.0;35.0;35.0;40.0;40.0;0;16;16;0;6;6;0;2;40.0;1;3;35.0;1;3;40.0;1;3;35.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;3;40.46666666666667
272;10;460.87;69.18;54.91;57.84;35.21;10;32.5;2;15;7;5;2;5;27.5;30.0;27.5;40.0;35.0;45.0;40.0;34.875;1;16;16;0;6;6;0;2;40.0;1;3;30.0;2;3;30.0;1;3;32.0;1;2;0.0;0;1;40.0;1;3;37.0;1;2;2;36.13333333333333
273;12;455.73;75.27;54.12;58.09;69.48;8;38.8;0;15;0;7;0;15;35.0;40.0;35.0;40.0;45.0;45.0;41.0;33.5625;1;16;13;3;6;5;1;2;35.0;1;3;25.0;2;3;30.0;1;3;41.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;3;40.06666666666667
276;8;458.24;55.8;65.89;53.71;55.64;8;30.88888888888889;1;15;4;6;1;1;23.33333333333333;35.0;30.0;30.0;35.0;40.0;35.0;27.67857142857143;2;14;5;9;5;2;3;1;25.0;2;3;15.0;1;3;27.5;2;3;0.0;0;2;0.0;0;1;35.0;1;3;40.0;1;2;1;22.5
277;14;443.1;78.22;51.73;58.09;44.74;14;26.81818181818182;4;11;6;2;3;1;25.0;0.0;30.0;15.0;0.0;20.0;35.0;32.5;1;12;9;3;4;3;1;2;35.0;1;3;15.0;2;3;40.0;1;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;1;25.0
278;10;463.45;69.18;59.61;51.96;69.48;8;35.33333333333334;1;15;4;6;1;5;25.0;40.0;35.0;40.0;40.0;45.0;40.0;35.4375;0;16;16;0;6;6;0;2;30.0;1;3;35.0;1;3;30.0;1;3;40.0;1;2;0.0;0;1;40.0;1;3;41.0;1;2;2;38.26666666666667
282;17;486.84;61.26;59.61;60.0;69.48;17;41.66666666666666;0;15;0;7;0;5;40.0;40.0;40.0;40.0;45.0;45.0;45.0;36.25;0;16;16;0;6;6;0;2;30.0;1;3;35.0;1;3;35.0;1;3;35.0;1;2;0.0;0;1;40.0;1;3;45.0;1;2;2;39.26666666666667
283;10;446.22;72.55;64.0;55.99;65.86;7;31.81818181818182;0;11;3;4;1;1;30.0;0.0;25.0;40.0;0.0;45.0;35.0;20.0;2;12;3;9;4;1;3;1;15.0;1;3;15.0;2;3;15.0;2;3;0.0;0;2;0.0;0;1;35.0;1;3;0.0;0;2;0;0.0
289;19;455.6;76.15;55.85;53.84;49.65;7;30.0;1;13;6;4;2;1;25.0;0.0;30.0;40.0;25.0;40.0;35.0;26.66666666666667;3;12;6;6;4;2;2;1;19.66666666666667;3;3;22.0;3;3;30.0;1;3;0.0;0;2;0.0;0;1;35.0;2;3;0.0;0;2;1;22.58333333333333
290;11;480.62;66.35;61.99;67.99;71.53;11;29.61538461538462;2;13;4;5;1;4;22.5;32.5;30.0;30.0;0.0;40.0;35.0;30.38461538461538;2;13;7;6;5;3;2;2;26.66666666666667;3;3;28.33333333333333;3;3;30.0;1;3;0.0;0;2;35.0;1;1;35.0;1;3;0.0;0;2;2;31.36363636363636
294;7;457.74;69.18;54.91;57.84;69.48;7;42.0;0;15;0;7;0;5;45.0;40.0;35.0;40.0;45.0;45.0;45.0;37.34375;1;16;13;3;6;5;1;2;40.0;1;3;27.5;2;3;30.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;2;38.93333333333333
298;10;469.16;63.73;57.26;67.99;54.57;10;37.66666666666666;0;15;0;7;0;5;30.0;40.0;35.0;40.0;45.0;40.0;45.0;37.8125;0;16;16;0;6;6;0;2;35.0;1;3;30.0;1;3;35.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;45.0;1;2;2;37.6
299;11;488.94;66.5;60.61;62.36;52.09;12;37.27272727272727;0;11;0;5;0;1;40.0;0.0;35.0;35.0;0.0;40.0;35.0;40.0;0;3;3;0;1;1;0;2;0.0;0;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;0;0.0
300;13;477.84;63.73;50.09;64.97;71.53;10;33.18181818181818;1;11;4;4;1;1;27.5;0.0;35.0;40.0;0.0;40.0;35.0;27.5;0;6;3;3;2;1;1;1;15.0;1;3;0.0;0;3;0.0;0;3;0.0;0;2;0.0;0;1;40.0;1;3;0.0;0;2;0;0.0
301;13;464.55;72.5;55.85;50.07;80.55;16;40.66666666666666;0;15;0;7;0;5;35.0;40.0;45.0;40.0;40.0;45.0;45.0;40.125;0;16;16;0;6;6;0;2;30.0;1;3;45.0;1;3;40.0;1;3;40.0;1;2;0.0;0;1;45.0;1;3;41.0;1;2;2;38.93333333333333
305;17;474.39;67.77;63.43;63.27;69.4;15;37.66666666666666;0;15;0;7;0;5;35.0;35.0;35.0;30.0;45.0;40.0;45.0;32.84375;1;16;13;3;6;5;1;2;30.0;1;3;30.0;1;3;27.5;2;3;39.0;1;2;0.0;0;1;35.0;1;3;40.0;1;2;2;37.6
306;6;463.7;69.34;55.85;48.2;69.48;8;42.66666666666666;0;15;0;7;0;5;40.0;45.0;40.0;40.0;50.0;40.0;45.0;36.5625;1;16;16;0;6;6;0;2;35.0;1;3;35.0;1;3;30.0;1;3;35.0;2;2;0.0;0;1;45.0;1;3;40.0;1;2;3;41.86666666666667
