PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;IDIOMA_ICFES;RENDIMIENTO_UNO;PROMEDIO_UNO;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;LOCALIDAD;CAR_UNO;NCC_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS;PROMEDIO_TRES;RENDIMIENTO_TRES
444.86;64.16;55.86;59.89;50.86;2.0;32.8;5;48.79;5;1;15.0;6;27.5;35.0;40.0;40.0;30.0;30.0;31.0;2.0;35.3235294117647;29.888888888888943;1.0
438.6;71.05;50.54;53.73;52.09;2.0;35.86666666666667;8;49.79;8;2;15.0;6;25.0;45.0;35.0;35.0;44.0;30.0;45.0;2.0;35.3235294117647;36.722222222222165;2.0
452.01;67.01;53.43;52.57;44.71;2.0;32.95454545454545;12;50.78;12;2;11.0;3;25.0;40.0;40.0;35.0;0.0;27.5;0.0;1.0;16.73076923076923;40.0;2.0
457.94;67.13;50.58;58.28;77.14;1.0;23.64102564102561;10;55.09;11;3;13.0;3;16.0;40.0;35.0;30.0;7.5;13.333333333333;0.0;1.0;10.0;40.0;2.0
470.7;79.06;51.08;53.36;46.92;2.0;34.31818181818182;20;52.41;20;2;11.0;3;22.5;50.0;40.0;45.0;0.0;22.5;0.0;1.0;22.0;35.0;2.0
478.57;67.77;63.43;57.31;60.2;1.0;27.272727272727277;13;53.71;20;2;11.0;3;30.0;15.0;35.0;30.0;0.0;15.0;0.0;1.0;15.0;35.0;2.0
472.23;62.56;56.25;62.07;62.69;2.0;37.27272727272727;10;49.56;8;0;11.0;5;30.0;50.0;40.0;40.0;0.0;30.0;0.0;0.0;0.0;45.0;3.0
479.56;64.24;47.95;56.4;83.41;2.0;31.666666666666632;15;53.07;5;2;11.0;3;22.5;45.0;40.0;35.0;0.0;13.333333333333;0.0;1.0;16.227272727272727;40.0;2.0
469.3;61.49;55.86;56.08;58.06;1.0;16.00000000000009;16;56.82;8;5;11.0;0;15.0;19.0;12.666666666667;17.5;0.0;22.5;0.0;0.0;0.0;40.0;2.0
490.56;70.26;62.86;54.59;59.64;2.0;31.9;16;63.98;14;1;15.0;5;30.0;35.0;40.0;30.0;31.0;22.5;27.0;1.0;28.058823529411704;29.125;1.0
460.68;58.15;51.55;54.05;60.2;2.0;39.43333333333333;6;55.53;7;1;15.0;6;40.0;50.0;35.0;40.0;42.0;22.5;40.0;2.0;33.94117647058823;35.22222222222222;2.0
457.34;69.18;50.09;59.94;42.2;2.0;32.46666666666667;20;71.66;8;2;15.0;6;20.0;40.0;35.0;30.0;39.0;30.0;42.0;2.0;30.176470588235293;30.638888888888943;2.0
403.46;52.17;50.54;39.61;38.78;1.0;15.0;20;49.79;20;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;15.0;1.0
449.32;55.73;65.58;55.96;48.92;2.0;35.8;1;56.94;11;0;15.0;7;30.0;35.0;35.0;40.0;40.0;30.0;46.0;3.0;41.76470588235294;39.888888888888886;2.0
471.21;67.77;58.68;55.66;53.56;1.0;15.0;10;50.05;10;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;15.0;1.0
413.1;73.57;50.94;49.12;54.9;2.0;38.0;10;50.78;10;0;15.0;7;30.0;45.0;35.0;35.0;45.0;30.0;50.0;2.0;36.94117647058823;39.0;2.0
510.36;62.84;61.03;62.83;60.2;2.0;37.13333333333333;20;57.36;20;0;15.0;7;40.0;40.0;40.0;35.0;33.0;30.0;33.0;2.0;36.70588235294117;35.638888888888886;2.0
391.91;50.54;46.84;50.66;43.48;2.0;34.43333333333333;13;47.79;3;1;15.0;6;35.0;35.0;30.0;35.0;40.0;27.5;37.0;2.0;34.60784313725494;34.44444444444444;2.0
464.87;62.52;51.53;58.12;56.01;1.0;15.0;10;55.18;16;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0
439.88;70.11;48.33;54.3;67.51;2.0;35.6;10;56.82;8;0;15.0;7;35.0;35.0;35.0;30.0;35.0;35.0;42.0;2.0;35.23529411764706;38.0;2.0
482.12;70.26;42.13;56.4;54.9;2.0;32.666666666666664;9;59.3;9;1;15.0;6;24.0;35.0;30.0;45.0;37.0;35.0;40.0;1.0;27.100000000000133;34.625;2.0
446.43;58.94;55.56;58.28;58.06;2.0;32.4;20;55.09;20;1;15.0;7;30.0;30.0;30.0;40.0;32.0;30.0;41.0;2.0;33.480392156862706;33.72222222222228;2.0
460.0;58.94;53.43;62.0;62.69;2.0;31.363636363636363;8;46.76;8;1;11.0;4;27.5;30.0;35.0;40.0;0.0;30.0;0.0;1.0;27.916666666666668;45.0;3.0
453.45;58.94;50.94;59.89;83.41;2.0;31.53333333333333;14;50.78;20;1;15.0;5;22.5;30.0;40.0;40.0;45.0;35.0;19.0;1.0;25.5666666666666;38.0;2.0
425.23;71.12;51.21;55.74;47.79;1.0;28.384615384615383;10;43.61;8;2;13.0;3;25.0;30.0;40.0;45.0;0.0;24.0;10.0;1.0;25.296875;40.0;2.0
444.57;60.49;51.73;50.66;71.53;1.0;28.97435897435908;14;51.92;19;1;13.0;5;11.666666666667;45.0;35.0;35.0;35.0;30.0;0.0;1.0;8.416666666666666;35.0;2.0
452.81;61.53;55.56;56.4;42.76;2.0;34.8;20;55.09;20;1;15.0;6;25.0;35.0;35.0;35.0;50.0;30.0;41.0;2.0;35.73529411764706;36.11111111111112;2.0
439.01;55.73;63.26;53.94;59.92;2.0;34.333333333333336;20;56.94;20;1;15.0;6;27.5;35.0;35.0;40.0;37.0;30.0;43.0;2.0;31.97058823529412;35.30555555555556;2.0
449.98;60.49;54.12;52.34;83.41;2.0;30.666666666666767;10;51.92;8;1;13.0;5;14.666666666667;45.0;35.0;40.0;35.0;35.0;0.0;1.0;9.291666666666666;40.0;2.0
453.69;56.46;55.86;57.93;52.09;2.0;36.8;10;52.77;11;1;15.0;6;25.0;40.0;40.0;45.0;40.0;35.0;46.0;2.0;35.73529411764706;38.833333333333336;2.0
442.05;70.38;51.08;59.09;48.65;1.0;30.0;6;52.41;1;2;13.0;4;27.5;30.0;30.0;35.0;35.0;25.0;0.0;1.0;20.63095238095243;32.5;2.0
435.4;62.48;55.56;55.55;50.66;1.0;16.923076923076923;10;49.79;10;2;13.0;3;10.0;30.0;10.0;40.0;0.0;30.0;10.0;0.0;0.0;35.0;2.0
449.48;74.12;50.22;61.54;51.23;2.0;35.13333333333333;11;50.99;12;0;15.0;7;38.0;37.0;30.0;45.0;35.0;30.0;33.0;2.0;36.88235294117647;31.33333333333333;2.0
506.66;78.22;61.41;59.25;88.67;2.0;37.6;20;65.0;1;0;15.0;7;30.0;39.0;40.0;43.0;44.0;49.0;33.0;2.0;39.875;38.66666666666666;2.0
474.21;65.63;73.09;75.02;79.4;2.0;35.666666666666664;20;57.8;20;1;15.0;6;22.5;40.0;35.0;45.0;43.0;35.0;47.0;2.0;35.8235294117647;33.0;2.0
523.19;99.48;69.72;78.83;60.44;2.0;37.46666666666667;2;61.28;1;1;15.0;7;40.0;30.0;30.0;40.0;42.0;30.0;49.0;2.0;35.588235294117645;34.55555555555556;2.0
483.26;63.5;76.27;82.24;77.13;1.0;28.923076923076923;20;63.2;20;3;13.0;4;20.0;30.0;26.0;35.0;0.0;35.0;44.0;2.0;36.03333333333333;33.25;2.0
528.52;88.79;69.98;78.39;75.1;1.0;24.717948717948804;19;82.9;19;3;13.0;3;26.0;35.0;24.666666666667;40.0;1.6666666666667;30.0;0.0;1.0;21.285714285714285;25.8;1.0
478.41;78.36;69.98;66.48;69.93;2.0;36.8;8;65.98;8;0;15.0;7;40.0;35.0;30.0;40.0;38.0;30.0;43.0;2.0;36.11764705882353;37.1875;2.0
385.43;62.48;55.56;51.98;61.22;1.0;23.897435897436;14;53.65;5;4;13.0;2;15.666666666667;30.0;29.5;40.0;18.5;22.5;0.0;1.0;22.125;39.0;2.0
505.2;74.62;75.93;72.45;75.1;2.0;33.2;11;79.57;11;1;15.0;6;28.5;30.0;30.0;40.0;40.0;30.0;42.0;3.0;40.1764705882353;38.77777777777778;2.0
491.89;74.62;66.93;66.48;73.24;1.0;28.942307692307693;9;75.16;9;2;13.0;4;22.5;35.0;18.75;40.0;45.0;30.0;0.0;2.0;32.84615384615385;15.272727272727272;1.0
482.97;75.41;66.68;75.48;66.95;2.0;33.8;11;72.69;11;2;15.0;6;25.0;35.0;30.0;40.0;42.0;35.0;44.0;3.0;40.52941176470589;35.111111111111114;2.0
498.52;63.02;66.68;93.36;77.55;2.0;33.63333333333333;10;63.99;8;1;15.0;6;30.0;30.0;25.5;40.0;48.0;30.0;41.0;2.0;35.5;36.16666666666666;2.0
401.25;65.63;50.64;57.08;45.84;1.0;16.000000000000007;20;53.19;20;3;13.0;2;12.0;30.0;9.6666666666667;30.0;14.0;13.0;0.0;1.0;2.0;40.0;2.0
447.41;78.36;60.76;75.02;61.66;2.0;31.016666666666666;10;52.34;7;3;15.0;4;22.5;35.0;24.75;35.0;40.0;28.0;44.0;2.0;33.35294117647059;33.27777777777778;2.0
478.53;78.36;69.98;59.0;58.01;2.0;35.2;10;68.87;10;0;15.0;7;35.0;30.0;30.0;35.0;39.0;35.0;45.0;2.0;37.0;39.27777777777778;2.0
466.12;71.35;79.22;61.96;60.9;2.0;33.166666666666664;8;72.69;8;2;15.0;5;29.0;40.0;23.5;35.0;40.0;30.0;43.0;2.0;37.1764705882353;37.19444444444444;2.0
516.27;75.41;66.68;93.36;60.44;2.0;36.73333333333333;4;75.95;4;0;15.0;7;40.0;35.0;30.0;40.0;36.0;35.0;42.0;2.0;35.0;38.11111111111112;2.0
521.26;83.87;69.72;82.67;79.4;2.0;36.333333333333336;20;75.95;20;0;15.0;7;35.0;35.0;30.0;40.0;41.0;35.0;44.0;2.0;37.5;38.11111111111112;2.0
504.98;79.26;66.68;69.64;66.95;2.0;35.06666666666667;20;79.57;20;1;15.0;6;35.0;35.0;30.0;35.0;47.0;25.0;36.0;2.0;38.52941176470589;39.94444444444444;2.0
442.46;63.02;66.93;54.1;50.87;1.0;23.977272727272727;19;71.9;19;3;11.0;3;16.0;30.0;23.25;35.0;0.0;35.0;0.0;2.0;31.95;26.142857142857142;1.0
484.89;83.87;57.4;75.48;75.1;2.0;36.46666666666667;9;66.77;8;0;15.0;7;35.0;35.0;30.0;45.0;37.0;40.0;44.0;2.0;34.94117647058823;34.91666666666672;2.0
487.76;75.41;69.72;87.29;55.62;2.0;36.06666666666667;4;79.57;18;1;15.0;7;30.0;35.0;35.0;45.0;39.0;35.0;44.0;2.0;39.52941176470589;36.16666666666666;2.0
492.05;78.36;69.72;69.64;68.86;1.0;15.0;8;72.69;8;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;15.0;1.0
468.27;72.05;82.7;59.52;67.41;2.0;34.1111111111112;19;72.69;19;1;15.0;6;28.666666666667;35.0;30.0;40.0;41.0;35.0;40.0;2.0;35.37254901960788;33.30555555555556;2.0
525.11;79.26;69.72;93.36;68.41;2.0;33.46666666666667;11;72.69;11;1;15.0;6;27.0;30.0;30.0;45.0;40.0;35.0;42.0;2.0;31.147058823529356;33.111111111111114;2.0
498.55;66.17;86.86;75.02;79.81;2.0;34.53333333333333;13;71.9;13;0;15.0;7;35.0;35.0;30.0;35.0;35.0;35.0;39.0;2.0;35.55882352941177;35.77777777777778;2.0
480.62;66.17;73.09;69.14;55.62;1.0;26.8;10;65.98;10;1;15.0;4;16.5;35.0;30.0;40.0;25.0;30.0;28.0;1.0;23.0;40.0;2.0
496.64;71.35;63.65;72.45;77.13;2.0;38.93333333333333;9;69.65;9;0;15.0;7;35.0;40.0;35.0;45.0;40.0;40.0;47.0;3.0;42.52941176470589;41.888888888888886;3.0
358.86;58.94;53.43;54.3;48.4;2.0;35.333333333333336;8;52.77;8;1;15.0;7;33.5;35.0;30.0;35.0;41.0;35.0;42.0;2.0;32.196078431372584;35.22222222222222;2.0
452.72;83.87;72.78;57.08;65.57;1.0;15.0;20;61.28;20;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;1.0;15.0;15.0;1.0
472.83;74.62;69.72;64.44;81.98;1.0;15.0;20;72.69;20;0;11.0;0;15.0;15.0;15.0;15.0;0.0;15.0;0.0;0.0;0.0;25.0;1.0
501.71;72.05;86.47;75.48;62.94;1.0;28.4888888888888;20;66.77;20;2;15.0;5;20.333333333333;30.0;25.0;35.0;31.0;30.0;42.0;2.0;31.29411764705876;31.55555555555556;2.0
489.69;72.05;63.86;69.14;75.1;2.0;34.1;11;68.87;11;2;15.0;5;25.0;35.0;27.5;45.0;41.0;40.0;46.0;2.0;36.1764705882353;37.44444444444444;2.0
488.88;72.05;69.98;78.39;77.55;2.0;36.9;19;60.48;19;1;15.0;6;30.0;40.0;27.5;45.0;50.0;40.0;43.0;2.0;35.733333333333334;42.0;3.0
455.15;71.35;76.27;69.14;94.05;2.0;34.06666666666667;1;52.34;11;0;15.0;7;30.0;35.0;30.0;35.0;40.0;40.0;38.0;2.0;34.8235294117647;33.25;2.0
502.9;74.62;60.57;78.83;81.98;3.0;40.266666666666666;20;69.65;10;0;15.0;7;40.0;40.0;35.0;45.0;45.0;40.0;42.0;3.0;44.11764705882353;40.61111111111112;3.0
478.08;68.39;82.7;59.52;68.86;2.0;35.93333333333333;15;55.92;4;0;15.0;7;30.0;35.0;30.0;40.0;42.0;35.0;50.0;2.0;32.294117647058826;35.111111111111114;2.0
491.06;71.35;73.09;82.24;73.24;2.0;33.30769230769231;18;68.87;16;1;13.0;5;40.0;35.0;22.0;40.0;0.0;35.0;31.0;1.0;29.966666666666665;31.785714285714285;2.0
484.55;63.5;72.78;82.67;62.13;1.0;6.212121212121209;8;61.28;7;4;11.0;0;5.0;5.0;5.0;15.0;0.0;8.3333333333333;0.0;0.0;0.0;7.5;1.0
491.13;78.36;63.86;82.24;79.4;2.0;37.4;8;71.9;8;0;15.0;7;30.0;40.0;30.0;45.0;47.0;40.0;46.0;2.0;37.70588235294117;37.86111111111112;2.0
506.25;78.36;75.93;93.36;85.05;2.0;38.93333333333333;2;66.77;15;0;15.0;7;40.0;35.0;35.0;40.0;48.0;35.0;39.0;2.0;38.41176470588236;39.5;2.0
466.43;89.92;63.86;66.48;59.67;2.0;31.24444444444453;20;60.48;20;1;15.0;6;22.666666666667;40.0;30.0;40.0;31.0;30.0;38.0;2.0;31.6;38.42857142857143;2.0
477.79;78.36;69.72;78.83;66.03;2.0;37.13333333333333;10;72.69;10;0;15.0;7;35.0;35.0;40.0;40.0;40.0;35.0;36.0;2.0;37.46666666666667;37.09090909090909;2.0
480.47;69.01;69.98;71.97;71.53;2.0;38.53333333333333;20;68.87;20;0;15.0;7;35.0;45.0;30.0;40.0;43.0;40.0;46.0;2.0;37.588235294117645;37.77777777777778;2.0
508.49;74.62;66.93;69.14;68.86;2.0;30.955555555555467;14;68.87;4;1;15.0;6;19.333333333333;40.0;30.0;40.0;36.0;35.0;35.0;2.0;34.11764705882347;31.11111111111111;2.0
495.27;78.36;73.09;63.93;75.52;2.0;36.2;20;82.9;10;0;15.0;7;30.0;45.0;30.0;40.0;40.0;35.0;44.0;2.0;36.0;36.11111111111112;2.0
473.34;83.87;69.72;66.99;59.21;2.0;36.13333333333333;8;61.28;8;0;15.0;7;30.0;40.0;35.0;40.0;39.0;35.0;42.0;2.0;36.88235294117647;36.61111111111112;2.0
490.83;74.62;66.93;66.48;58.47;2.0;37.13333333333333;19;68.87;19;0;15.0;7;30.0;45.0;30.0;45.0;43.0;40.0;43.0;2.0;34.35294117647059;36.083333333333336;2.0
468.82;89.92;69.72;66.99;48.42;2.0;34.733333333333334;9;69.65;9;0;15.0;7;30.0;40.0;30.0;40.0;36.0;35.0;42.0;2.0;32.91176470588229;33.888888888888886;2.0
504.65;88.79;66.68;78.83;61.66;2.0;35.13333333333333;7;69.65;8;0;15.0;7;30.0;35.0;30.0;40.0;45.0;35.0;41.0;2.0;34.088235294117645;35.138888888888886;2.0
428.63;63.5;66.68;54.61;50.87;2.0;34.666666666666664;10;63.99;10;0;15.0;7;30.0;40.0;30.0;40.0;35.0;40.0;40.0;2.0;32.7333333333334;33.375;2.0
474.92;74.62;69.72;72.45;70.37;1.0;17.272727272727273;10;66.77;12;0;11.0;1;15.0;15.0;15.0;35.0;0.0;20.0;0.0;0.0;0.0;20.0;1.0
496.77;79.26;69.98;86.89;52.08;2.0;38.4;10;63.2;10;0;15.0;7;45.0;40.0;35.0;40.0;35.0;35.0;33.0;2.0;37.294117647058826;35.3125;2.0
486.1;78.36;66.93;66.48;47.58;1.0;22.0;16;71.9;16;2;13.0;3;22.5;35.0;14.0;40.0;0.0;30.0;7.0;1.0;11.615384615384691;30.0;1.0
490.1;88.79;66.93;63.93;85.44;2.0;32.63636363636363;20;71.9;20;1;11.0;4;28.5;40.0;30.0;40.0;0.0;35.0;0.0;2.0;33.44444444444444;35.0;2.0
491.47;79.26;73.09;75.02;88.85;2.0;38.66666666666666;2;68.87;20;0;15.0;7;35.0;40.0;30.0;40.0;50.0;40.0;45.0;2.0;37.23529411764706;37.47222222222222;2.0
491.54;78.36;69.72;87.29;73.24;2.0;37.6;2;55.92;11;0;15.0;7;35.0;40.0;30.0;40.0;37.0;40.0;50.0;3.0;42.0;38.94444444444444;2.0
518.55;75.41;69.98;86.89;79.4;2.0;36.266666666666666;7;82.9;8;0;15.0;7;35.0;40.0;30.0;40.0;41.0;30.0;41.0;2.0;35.88235294117647;36.888888888888886;2.0
500.63;68.39;73.09;82.24;58.01;2.0;36.93333333333333;17;71.9;18;0;15.0;7;35.0;40.0;35.0;40.0;34.0;35.0;43.0;2.0;35.1764705882353;37.77777777777778;2.0
516.22;79.26;69.98;82.24;89.24;2.0;34.46666666666667;17;75.16;10;0;15.0;7;30.0;40.0;30.0;40.0;37.0;35.0;39.0;2.0;36.23529411764706;39.16666666666666;2.0
494.01;74.62;73.09;75.02;81.98;2.0;37.266666666666666;10;63.2;8;0;15.0;7;30.0;40.0;35.0;40.0;41.0;40.0;46.0;2.0;38.64705882352941;40.11111111111112;3.0
427.42;63.5;57.57;59.0;66.95;2.0;32.6;8;57.8;8;2;15.0;5;22.5;35.0;27.0;45.0;45.0;35.0;39.0;2.0;33.558823529411825;36.61111111111112;2.0
485.43;68.39;79.22;75.48;88.85;2.0;32.8;5;63.99;5;1;15.0;6;28.0;35.0;30.0;40.0;34.0;30.0;41.0;2.0;33.1;31.0;2.0
470.94;78.36;69.98;71.97;58.01;2.0;34.2;20;57.8;20;1;15.0;6;30.0;40.0;28.0;40.0;35.0;35.0;42.0;2.0;34.1764705882353;29.97222222222222;1.0
474.97;69.01;76.27;69.14;50.87;2.0;33.03333333333333;4;78.77;6;2;15.0;5;25.0;40.0;27.5;40.0;39.0;35.0;40.0;2.0;38.41176470588236;37.05555555555556;2.0
471.71;75.41;76.27;63.93;50.1;1.0;16.818181818181817;7;55.09;7;0;11.0;1;15.0;15.0;15.0;30.0;0.0;20.0;0.0;0.0;0.0;15.0;1.0
541.9;78.36;79.58;92.99;85.05;2.0;36.56410256410261;16;87.87;4;1;13.0;5;40.0;50.0;35.0;40.0;17.666666666667;35.0;0.0;2.0;33.833333333333336;33.75;2.0
523.87;88.79;76.27;69.14;88.85;2.0;39.93333333333333;11;75.16;11;0;15.0;7;35.0;45.0;40.0;40.0;43.0;35.0;44.0;2.0;38.88235294117647;38.94444444444444;2.0
477.27;74.62;66.68;82.67;59.21;2.0;36.53333333333333;20;66.77;20;0;15.0;7;35.0;40.0;30.0;35.0;39.0;35.0;45.0;2.0;39.70588235294117;41.0;3.0
369.61;54.03;60.67;45.59;47.17;1.0;27.939393939393906;20;58.93;10;2;11.0;3;30.0;40.0;18.0;40.0;0.0;13.333333333333;0.0;1.0;21.5;27.0;1.0
489.97;60.51;72.78;66.99;79.81;2.0;35.40000000000007;11;63.99;11;1;15.0;6;30.0;40.0;26.666666666667;45.0;38.0;40.0;45.0;2.0;33.1764705882353;35.94444444444444;2.0
522.16;78.36;76.27;78.39;77.55;2.0;37.16666666666666;20;82.9;20;1;15.0;6;30.0;40.0;27.5;45.0;45.0;40.0;50.0;2.0;36.588235294117645;34.52777777777778;2.0
480.92;78.36;69.98;71.97;62.94;1.0;29.6666666666666;20;63.2;20;2;15.0;5;22.5;40.0;18.333333333333;40.0;41.0;30.0;34.0;1.0;24.1999999999998;27.5;1.0
480.47;78.36;63.86;63.93;63.4;2.0;30.454545454545453;14;63.2;14;0;11.0;3;25.0;45.0;25.0;40.0;0.0;30.0;0.0;0.0;0.0;40.0;2.0
495.03;88.79;69.98;66.48;66.03;2.0;32.766666666666666;20;78.77;20;1;15.0;6;30.0;40.0;27.5;40.0;37.0;35.0;30.0;1.0;29.0;16.0;1.0
517.33;82.87;86.86;82.24;62.94;2.0;34.8;6;78.77;7;0;15.0;7;30.0;40.0;30.0;40.0;31.0;30.0;50.0;2.0;36.588235294117645;37.55555555555556;2.0
480.49;65.63;76.27;66.48;85.44;2.0;34.86666666666667;4;78.77;4;2;15.0;5;25.0;40.0;29.0;45.0;41.0;35.0;47.0;2.0;36.52941176470589;38.16666666666666;2.0
478.17;68.39;73.09;78.39;61.66;2.0;35.8;8;65.98;8;1;15.0;6;30.0;45.0;29.0;45.0;42.0;35.0;38.0;2.0;36.47058823529412;37.86111111111112;2.0
492.04;98.19;63.86;63.93;62.94;1.0;27.727272727272727;10;63.2;10;0;11.0;3;25.0;40.0;20.0;30.0;0.0;35.0;0.0;0.0;0.0;45.0;3.0
464.05;69.01;79.58;75.02;77.13;2.0;32.27272727272727;11;60.48;10;0;11.0;4;30.0;40.0;25.0;40.0;0.0;40.0;0.0;0.0;0.0;40.0;2.0
466.69;69.01;75.93;66.99;51.33;1.0;29.95;4;58.6;4;2;15.0;5;22.5;35.0;23.75;30.0;38.0;30.0;41.0;2.0;33.38235294117653;38.0;2.0
480.74;69.01;69.72;82.67;55.62;1.0;27.22435897435908;17;55.92;17;4;13.0;3;24.666666666667;31.5;22.5;35.0;33.0;23.75;0.0;2.0;33.6;27.40625;1.0
472.12;78.36;69.72;64.44;68.41;2.0;33.53333333333333;9;66.77;9;1;15.0;6;30.0;35.0;25.0;40.0;39.0;30.0;45.0;2.0;31.176470588235293;31.61111111111105;2.0
507.48;79.26;60.57;75.48;66.95;2.0;30.766666666666666;10;69.65;10;2;15.0;5;26.5;30.0;25.5;30.0;38.0;35.0;39.0;2.0;30.00000000000006;35.888888888888886;2.0
474.25;98.19;66.68;66.99;65.57;1.0;24.545454545454547;8;58.6;20;0;11.0;2;20.0;35.0;20.0;35.0;0.0;25.0;0.0;0.0;0.0;30.0;1.0
492.04;75.41;66.68;72.45;75.52;2.0;37.6;4;66.77;4;0;15.0;7;35.0;35.0;35.0;30.0;42.0;35.0;50.0;2.0;39.1764705882353;38.55555555555556;2.0
518.21;65.63;75.93;61.96;61.66;1.0;15.454545454545457;9;66.77;9;0;11.0;0;15.0;15.0;15.0;20.0;0.0;15.0;0.0;0.0;0.0;15.0;1.0
474.76;72.05;69.72;82.67;85.44;2.0;37.73333333333333;20;63.99;20;0;15.0;7;35.0;35.0;35.0;30.0;48.0;35.0;45.0;2.0;37.76470588235294;43.0;3.0
544.45;89.92;69.72;82.67;71.98;2.0;34.46666666666667;17;69.65;18;1;15.0;6;35.0;35.0;30.0;35.0;28.0;30.0;48.0;2.0;37.11764705882353;35.97222222222222;2.0
475.97;69.01;73.09;71.97;53.27;2.0;32.53333333333333;16;60.48;6;1;15.0;6;22.5;30.0;30.0;40.0;41.0;40.0;43.0;2.0;33.35294117647053;40.94444444444444;3.0
514.97;79.26;63.65;87.29;56.82;2.0;36.13333333333333;10;72.69;10;0;15.0;7;30.0;30.0;35.0;40.0;41.0;35.0;50.0;2.0;37.8235294117647;38.61111111111112;2.0
490.0;66.17;72.78;78.83;65.57;2.0;35.0;16;69.65;16;1;15.0;6;27.5;35.0;30.0;40.0;42.0;35.0;48.0;2.0;32.38235294117647;35.638888888888886;2.0
529.89;79.26;72.78;93.36;79.4;1.0;17.272727272727273;20;75.95;10;0;11.0;0;20.0;15.0;15.0;15.0;0.0;20.0;0.0;0.0;0.0;30.0;1.0
475.56;83.87;72.78;66.99;64.24;2.0;37.66666666666666;14;69.65;8;0;15.0;7;35.0;35.0;30.0;40.0;50.0;35.0;45.0;2.0;34.23529411764706;34.83333333333339;2.0
492.57;75.41;63.65;61.96;65.57;2.0;36.13333333333333;10;75.95;10;1;15.0;6;29.0;40.0;35.0;40.0;40.0;35.0;43.0;2.0;36.94117647058823;39.0;2.0
487.76;75.41;69.98;82.24;75.1;1.0;28.63636363636364;20;71.9;20;0;11.0;3;30.0;35.0;25.0;20.0;0.0;30.0;0.0;0.0;0.0;40.0;2.0
486.02;82.87;66.68;75.48;69.93;2.0;36.266666666666666;17;63.99;18;0;15.0;7;30.0;35.0;35.0;40.0;41.0;35.0;46.0;2.0;37.3235294117647;36.0;2.0
507.0;79.26;72.78;72.45;47.15;1.0;27.87179487179477;20;79.57;20;3;13.0;3;24.333333333333;35.0;30.0;20.666666666667;30.0;24.333333333333;0.0;2.0;31.05;33.2;2.0
504.92;78.36;66.93;86.89;59.21;1.0;13.21212121212108;18;87.87;5;5;11.0;0;15.333333333333;8.3333333333333;15.0;7.3333333333333;0.0;15.0;0.0;0.0;0.0;18.0;1.0
491.53;78.36;60.76;75.02;82.38;1.0;27.363636363636363;1;71.9;1;1;11.0;4;16.5;35.0;30.0;40.0;0.0;35.0;0.0;1.0;10.1875;40.0;2.0
462.88;75.41;75.93;69.64;71.98;2.0;34.666666666666664;14;61.28;16;0;15.0;7;30.0;40.0;30.0;40.0;38.0;30.0;42.0;2.0;34.55882352941177;39.44444444444444;2.0
492.18;72.05;76.27;69.14;68.86;1.0;15.909090909090908;10;65.98;10;0;11.0;0;15.0;15.0;15.0;15.0;0.0;25.0;0.0;0.0;0.0;25.0;1.0
523.09;82.87;72.78;103.04;77.55;2.0;35.4;14;61.28;16;0;15.0;7;30.0;40.0;30.0;40.0;37.0;35.0;46.0;2.0;33.82352941176477;36.833333333333336;2.0
489.9;63.5;73.09;71.97;85.05;1.0;26.045454545454547;11;68.87;1;2;11.0;3;23.5;30.0;30.0;30.0;0.0;12.5;0.0;1.0;15.0;40.0;2.0
475.36;82.87;66.68;72.45;65.57;2.0;30.066666666666663;7;66.77;7;1;15.0;6;23.0;30.0;30.0;35.0;35.0;30.0;37.0;2.0;34.294117647058826;32.80555555555556;2.0
394.23;53.16;63.65;57.08;48.86;1.0;6.9692307692307685;20;55.92;4;4;13.0;1;3.0;30.0;3.2;5.0;0.0;4.0;0.0;0.0;0.0;35.0;2.0
478.38;69.01;69.98;78.39;85.44;2.0;35.733333333333334;14;63.2;16;0;15.0;7;30.0;35.0;30.0;45.0;43.0;35.0;45.0;2.0;38.76470588235294;37.5;2.0
492.33;74.62;60.57;69.64;73.68;2.0;38.2;20;66.77;20;0;15.0;7;40.0;35.0;35.0;40.0;39.0;30.0;45.0;2.0;36.64705882352941;39.888888888888886;2.0
489.54;71.35;69.72;75.48;81.98;3.0;42.266666666666666;9;88.69;9;0;15.0;7;45.0;35.0;40.0;45.0;47.0;35.0;45.0;2.0;39.64705882352941;40.94444444444444;3.0
475.29;71.35;66.68;75.48;71.98;2.0;36.8;17;69.65;16;0;15.0;7;35.0;35.0;35.0;40.0;45.0;35.0;36.0;2.0;35.6;37.5;2.0
