PG_ICFES;CON_MAT_ICFES;FISICA_ICFES;QUIMICA_ICFES;IDIOMA_ICFES;RENDIMIENTO_UNO;PROMEDIO_UNO;LOCALIDAD_COLEGIO;BIOLOGIA_ICFES;LOCALIDAD;CAR_UNO;NCC_UNO;NAA_UNO;NOTA_DIFERENCIAL;NOTA_DIBUJO;NOTA_QUIMICA;NOTA_CFJC;NOTA_TEXTOS;NOTA_SEMINARIO;NOTA_EE_UNO;RENDIMIENTO_DOS;PROMEDIO_DOS;PROMEDIO_TRES;RENDIMIENTO_TRES
414.58;64.16;50.94;67.0;61.22;2.0;34.61538461538461;18;58.93;18;1;13.0;5;29.5;45.0;33.0;35.0;33.0;42.0;0.0;1.0;26.066666666666663;38.285714285714285;2.0
406.0;58.0;63.0;62.0;57.0;2.0;31.766666666666666;7;54.0;7;2;15.0;5;24.5;32.0;28.5;42.0;33.0;43.0;39.0;2.0;34.14705882352941;41.5;3.0
395.0;69.0;60.0;60.0;45.0;2.0;35.1;20;57.0;7;1;15.0;6;30.0;30.0;28.5;42.0;39.0;43.0;49.0;2.0;35.529411764705884;37.77777777777778;2.0
412.0;64.0;55.0;57.0;83.0;2.0;35.266666666666666;16;66.0;16;2;15.0;7;30.5;32.0;31.0;39.0;35.0;47.0;47.0;2.0;38.94117647058823;37.36111111111112;2.0
410.0;69.0;55.0;56.0;65.0;2.0;31.7;7;57.0;19;2;15.0;5;27.0;30.0;27.5;41.0;34.0;44.0;36.0;2.0;36.35294117647059;36.25;2.0
403.0;73.0;52.0;54.0;56.0;2.0;33.3;10;57.0;10;2;15.0;6;31.5;30.0;26.5;43.0;36.0;43.0;38.0;2.0;36.23529411764706;32.30555555555556;2.0
426.0;74.0;56.0;65.0;54.0;2.0;39.2;8;57.0;8;4;15.0;7;37.0;33.0;35.0;49.0;46.0;36.0;46.0;2.0;35.64705882352941;41.94444444444444;3.0
493.0;78.0;87.0;88.0;63.0;1.0;16.307692307692307;20;64.0;20;0;13.0;1;17.0;14.0;11.0;41.0;16.0;10.0;0.0;0.0;0.0;0.0;0.0
484.0;78.0;87.0;65.0;54.0;1.0;15.384615384615383;20;62.0;20;0;13.0;0;19.0;14.0;8.0;17.0;20.0;15.0;0.0;0.0;0.0;0.0;0.0
483.0;71.0;86.0;70.0;71.0;1.0;11.461538461538462;9;60.0;10;1;13.0;3;0.0;37.0;0.0;32.0;6.0;31.0;0.0;1.0;5.0;17.0;1.0
489.0;83.0;70.0;69.0;77.0;2.0;38.69230769230769;10;64.0;10;0;13.0;5;49.0;33.0;36.0;36.0;26.0;45.0;0.0;0.0;0.0;0.0;0.0
470.41;97.02;66.97;63.62;55.95;1.0;4.0;20;64.5;20;0;13.0;0;0.0;6.0;6.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0
443.0;65.0;99.0;56.0;43.0;2.0;36.0;10;57.0;11;0;13.0;6;39.0;39.0;30.0;39.0;34.0;37.0;0.0;1.0;16.846153846153847;27.0;1.0
466.0;83.0;73.0;62.0;94.0;1.0;6.884615384615385;8;68.0;19;6;13.0;0;0.5;5.5;1.0;28.5;22.5;0.0;0.0;1.0;0.5;0.0;0.0
479.0;68.0;80.0;88.0;51.0;2.0;39.53333333333333;5;64.0;5;0;15.0;7;39.0;43.0;35.0;41.0;37.0;43.0;44.0;2.0;36.3235294117647;42.94444444444444;3.0
510.0;78.0;63.0;83.0;77.0;1.0;0.7692307692307693;7;62.0;4;0;13.0;0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
446.0;71.0;87.0;65.0;80.0;1.0;24.26923076923077;10;61.0;11;2;13.0;3;16.0;40.0;15.0;35.0;38.0;15.5;0.0;1.0;12.25;0.0;0.0
466.0;90.0;65.0;76.0;61.0;3.0;41.333333333333336;11;64.0;11;0;15.0;7;45.0;44.0;32.0;39.0;43.0;47.0;42.0;0.0;0.0;0.0;0.0
453.0;78.0;80.0;62.0;43.0;2.0;37.8;7;57.0;7;1;15.0;7;33.5;36.0;41.0;42.0;44.0;38.0;35.0;2.0;36.64705882352941;39.66666666666666;2.0
451.0;82.0;74.0;62.0;74.0;2.0;36.46666666666667;11;57.0;11;0;15.0;7;33.0;35.0;32.0;34.0;43.0;47.0;41.0;1.0;13.2;30.0;1.0
463.0;89.0;62.0;76.0;63.0;3.0;40.4;20;55.0;20;0;15.0;7;40.0;43.0;34.0;40.0;41.0;46.0;45.0;2.0;39.52941176470589;39.888888888888886;2.0
437.0;68.0;87.0;61.0;45.0;2.0;34.38461538461539;16;59.0;16;1;13.0;5;28.0;35.0;33.0;41.0;41.0;43.0;0.0;1.0;28.62222222222233;32.46875;2.0
458.0;60.0;87.0;56.0;89.0;2.0;37.766666666666666;20;59.0;20;1;15.0;7;35.0;39.0;33.5;43.0;44.0;47.0;35.0;2.0;30.852941176470587;39.94444444444444;2.0
447.0;78.0;75.0;60.0;65.0;2.0;33.93333333333333;20;63.0;20;0;15.0;7;30.0;40.0;30.0;38.0;38.0;45.0;30.0;2.0;32.05882352941177;39.25;2.0
476.0;83.0;59.0;77.0;74.0;2.0;39.93333333333333;20;55.0;20;0;15.0;7;35.0;43.0;35.0;45.0;44.0;49.0;43.0;2.0;37.70588235294117;41.44444444444444;3.0
455.0;78.0;70.0;65.0;68.0;2.0;33.13333333333333;11;49.0;11;1;15.0;6;27.5;35.0;31.0;38.0;35.0;38.0;39.0;1.0;29.0;24.0;1.0
464.0;80.0;65.0;73.0;75.0;3.0;41.2;10;62.0;10;0;15.0;7;44.0;39.0;30.0;43.0;44.0;45.0;49.0;2.0;37.47058823529412;41.0;3.0
456.0;79.0;70.0;69.0;47.0;2.0;38.38461538461539;20;71.0;20;0;13.0;6;40.0;31.0;38.0;38.0;41.0;43.0;0.0;2.0;32.36666666666667;39.642857142857146;2.0
452.0;90.0;62.0;61.0;74.0;2.0;37.93333333333333;16;61.0;16;0;15.0;7;37.0;41.0;30.0;40.0;40.0;41.0;44.0;2.0;33.61764705882353;40.27777777777778;3.0
447.0;78.0;74.0;65.0;68.0;2.0;38.8;8;67.0;13;0;10.0;5;42.0;37.0;0.0;37.0;38.0;33.0;0.0;1.0;25.46153846153846;0.0;0.0
458.0;65.0;74.0;76.0;80.0;2.0;34.333333333333336;16;57.0;7;0;15.0;7;30.0;30.0;30.0;39.0;42.0;40.0;41.0;2.0;31.38235294117653;34.6875;2.0
455.0;61.0;74.0;71.0;54.0;3.0;40.56666666666667;11;54.0;11;1;15.0;7;41.0;35.0;32.5;44.0;44.0;45.0;50.0;2.0;36.73529411764706;41.22222222222222;3.0
444.0;86.0;65.0;68.0;70.0;3.0;40.6;9;63.0;9;1;15.0;7;43.0;39.0;34.0;42.0;41.0;43.0;45.0;2.0;37.73529411764706;37.11111111111112;2.0
445.0;78.0;70.0;69.0;71.0;2.0;33.76923076923077;10;59.0;10;3;13.0;6;31.0;32.0;30.0;39.0;39.0;44.0;0.0;2.0;32.333333333333265;35.6875;2.0
437.0;74.0;74.0;62.0;77.0;2.0;39.86666666666667;10;49.0;8;0;15.0;7;43.0;35.0;32.0;43.0;39.0;47.0;46.0;2.0;33.7;40.7;3.0
443.0;88.0;56.0;69.0;39.0;1.0;28.133333333333333;8;49.0;8;3;15.0;4;33.0;26.5;25.0;35.0;14.0;33.0;33.0;1.0;24.0;0.0;0.0
441.0;65.0;80.0;59.0;83.0;2.0;34.07692307692308;10;59.0;10;1;13.0;5;39.0;24.0;30.0;37.0;37.0;38.0;0.0;1.0;22.49999999999993;30.615384615384617;2.0
459.0;74.0;65.0;66.0;63.0;2.0;39.2;11;60.0;11;0;15.0;7;35.0;42.0;31.0;44.0;47.0;49.0;42.0;2.0;37.26470588235294;41.77777777777778;3.0
448.0;71.0;69.0;89.0;83.0;2.0;39.833333333333336;1;62.0;10;1;15.0;7;42.0;36.0;33.5;43.0;40.0;48.0;43.0;2.0;38.23529411764706;42.55555555555556;3.0
453.0;74.0;66.0;65.0;58.0;2.0;38.46666666666667;10;64.0;10;0;15.0;7;38.0;37.0;35.0;43.0;37.0;47.0;41.0;2.0;36.0;41.55555555555556;3.0
428.0;68.0;80.0;65.0;43.0;2.0;33.6;5;45.0;19;1;15.0;5;26.5;34.0;26.0;38.0;38.0;44.0;47.0;2.0;30.3;0.0;0.0
461.0;68.0;69.0;70.0;68.0;2.0;36.93333333333333;8;65.0;8;1;15.0;6;28.0;31.0;41.0;39.0;41.0;42.0;47.0;2.0;33.6764705882353;38.66666666666666;2.0
426.0;71.0;80.0;56.0;74.0;2.0;30.23076923076923;15;61.0;19;3;13.0;3;24.5;25.5;38.0;30.0;28.5;43.0;0.0;1.0;27.5;0.0;0.0
453.0;74.0;66.0;59.0;63.0;1.0;23.0;17;59.0;11;0;10.0;0;21.0;21.0;0.0;23.0;28.0;25.0;0.0;0.0;0.0;0.0;0.0
438.0;65.0;74.0;59.0;57.0;2.0;37.6;20;51.0;20;1;15.0;7;35.0;32.0;41.0;42.0;39.0;33.0;42.0;2.0;38.294117647058826;37.52777777777778;2.0
448.0;74.0;66.0;65.0;57.0;1.0;27.466666666666665;4;64.0;4;2;15.0;5;16.0;8.0;32.0;34.0;38.0;42.0;42.0;1.0;13.727272727272728;0.0;0.0
447.0;68.0;70.0;69.0;59.0;1.0;17.818181818181817;20;57.0;20;0;11.0;0;14.0;18.0;0.0;20.0;15.0;0.0;27.0;0.0;0.0;0.0;0.0
458.0;71.0;65.0;59.0;60.0;1.0;23.82222222222213;11;68.0;10;2;15.0;5;13.333333333333;32.0;6.0;36.0;39.0;42.0;33.0;1.0;16.1;3.0;1.0
454.0;79.0;62.0;65.0;83.0;2.0;38.6;20;64.0;10;0;15.0;7;41.0;39.0;31.0;38.0;36.0;46.0;44.0;2.0;33.61764705882353;35.34375;2.0
451.0;60.0;74.0;77.0;54.0;2.0;32.93333333333333;8;55.0;8;2;15.0;5;24.0;34.0;27.0;38.0;37.0;43.0;47.0;2.0;35.0;32.25;2.0
419.0;89.0;70.0;48.0;77.0;2.0;38.06666666666667;14;55.0;16;0;15.0;7;32.0;37.0;40.0;47.0;38.0;30.0;48.0;2.0;33.11764705882353;38.833333333333336;2.0
440.0;70.0;75.0;71.0;56.0;2.0;36.86666666666667;8;58.0;8;1;15.0;6;27.5;34.0;43.0;42.0;37.0;44.0;43.0;2.0;31.63725490196082;33.833333333333336;2.0
456.0;78.0;62.0;62.0;59.0;2.0;34.2;1;67.0;1;0;15.0;7;30.0;35.0;30.0;40.0;36.0;37.0;42.0;2.0;33.85294117647059;37.833333333333336;2.0
457.0;75.0;62.0;77.0;57.0;2.0;38.53333333333333;1;62.0;1;0;15.0;7;31.0;35.0;42.0;45.0;38.0;45.0;46.0;2.0;34.05882352941177;40.333333333333336;3.0
435.0;62.0;80.0;69.0;59.0;2.0;34.4;4;55.0;4;1;15.0;7;30.5;30.0;30.0;44.0;37.0;40.0;43.0;2.0;36.11764705882353;41.27777777777778;3.0
448.0;83.0;59.0;62.0;50.0;2.0;35.333333333333336;19;55.0;19;1;15.0;7;30.5;35.0;33.0;41.0;40.0;30.0;44.0;2.0;32.470588235293995;38.61111111111112;2.0
435.0;75.0;70.0;56.0;56.0;2.0;35.4;18;58.0;8;0;15.0;7;30.0;35.0;32.0;40.0;37.0;41.0;45.0;2.0;34.17647058823523;36.65625;2.0
440.0;79.0;66.0;59.0;54.0;2.0;36.266666666666666;20;67.0;7;1;15.0;7;34.0;34.0;40.0;42.0;37.0;38.0;33.0;2.0;35.205882352941174;35.0;2.0
431.0;74.0;69.0;77.0;48.0;2.0;36.06666666666667;20;55.0;20;1;15.0;7;31.0;33.0;37.0;43.0;38.0;41.0;40.0;2.0;32.822222222222265;35.46875;2.0
437.0;78.0;66.0;69.0;68.0;2.0;36.6;10;55.0;10;0;15.0;7;30.0;38.0;41.0;41.0;37.0;41.0;37.0;2.0;35.44117647058823;37.44444444444444;2.0
459.0;65.0;70.0;77.0;74.0;2.0;38.266666666666666;19;62.0;19;1;15.0;7;34.0;44.0;38.0;44.0;38.0;30.0;43.0;3.0;43.05882352941177;43.77777777777778;3.0
434.0;71.0;74.0;53.0;71.0;1.0;29.23076923076923;17;58.0;20;2;13.0;4;17.5;29.0;34.0;42.0;39.0;30.0;0.0;1.0;18.9;0.0;0.0
445.0;68.0;70.0;76.0;83.0;1.0;9.066666666666666;20;57.0;18;6;15.0;0;11.5;10.0;11.0;11.5;10.0;5.5;0.0;0.0;0.0;0.0;0.0
437.0;78.0;66.0;59.0;51.0;2.0;37.86666666666667;16;61.0;8;0;15.0;7;34.0;35.0;42.0;46.0;39.0;30.0;41.0;2.0;33.73529411764706;41.388888888888886;3.0
420.0;71.0;80.0;56.0;53.0;1.0;16.466666666666665;2;53.0;13;0;15.0;1;16.0;15.0;13.0;42.0;19.0;10.0;12.0;0.0;0.0;0.0;0.0
453.0;60.0;74.0;69.0;66.0;2.0;36.8;20;64.0;20;1;15.0;6;28.5;37.0;43.0;43.0;37.0;30.0;44.0;2.0;37.70588235294117;40.333333333333336;3.0
450.0;65.0;66.0;69.0;89.0;2.0;35.93333333333333;7;62.0;8;0;15.0;7;31.0;33.0;35.0;41.0;39.0;41.0;42.0;2.0;34.1764705882353;41.44444444444444;3.0
425.0;83.0;62.0;65.0;60.0;2.0;35.2;15;57.0;15;0;15.0;7;30.0;36.0;30.0;37.0;39.0;41.0;45.0;2.0;35.73529411764706;34.46875;2.0
431.0;54.0;80.0;65.0;89.0;1.0;23.8;11;55.0;11;0;10.0;0;19.0;0.0;29.0;23.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0
439.0;68.0;70.0;62.0;77.0;2.0;33.2;14;62.0;14;0;15.0;7;32.0;33.0;32.0;30.0;36.0;40.0;33.0;1.0;24.53333333333333;33.5;2.0
441.0;81.0;61.0;58.0;75.0;2.0;33.333333333333336;20;63.0;11;0;15.0;7;31.0;32.0;39.0;35.0;34.0;32.0;30.0;2.0;31.294117647058822;34.72222222222222;2.0
463.0;65.0;59.0;69.0;100.0;1.0;13.307692307692308;4;57.0;10;0;13.0;0;14.0;14.0;13.0;13.0;16.0;5.0;0.0;0.0;0.0;0.0;0.0
434.0;71.0;66.0;62.0;56.0;1.0;8.76923076923077;9;59.0;9;0;13.0;0;4.0;13.0;12.0;8.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
450.0;86.0;53.0;68.0;35.0;2.0;33.61538461538461;16;58.0;16;1;13.0;6;30.5;32.0;38.0;37.0;35.0;30.0;0.0;2.0;30.7;33.9375;2.0
442.0;78.0;62.0;69.0;57.0;2.0;39.0;20;62.0;20;0;15.0;7;37.0;37.0;42.0;42.0;36.0;41.0;41.0;3.0;41.94117647058823;37.77777777777778;2.0
440.0;74.0;62.0;77.0;66.0;2.0;36.13333333333333;13;53.0;8;1;15.0;7;32.5;36.0;40.0;38.0;34.0;38.0;38.0;2.0;35.294117647058826;37.3125;2.0
409.3;82.69;67.99;51.1;31.94;1.0;25.33333333333333;10;51.06;11;2;13.0;4;30.0;0.0;37.0;1.3333333333333;30.0;37.0;0.0;1.0;26.555555555555568;0.5;1.0
423.0;86.0;62.0;53.0;52.0;2.0;36.766666666666666;1;65.0;1;2;15.0;6;41.0;27.5;30.5;45.0;31.0;42.0;46.0;1.0;28.529411764705884;38.333333333333336;2.0
419.0;71.0;70.0;62.0;71.0;2.0;36.6;9;49.0;9;0;15.0;7;38.0;36.0;32.0;39.0;38.0;30.0;42.0;2.0;36.41176470588236;37.69444444444444;2.0
423.0;68.0;74.0;65.0;46.0;2.0;32.38461538461539;20;53.0;20;1;13.0;5;26.5;36.0;34.0;32.0;34.0;41.0;0.0;1.0;27.916666666666668;0.0;0.0
437.0;74.0;62.0;65.0;60.0;2.0;36.06666666666667;16;64.0;16;0;15.0;7;34.0;34.0;32.0;39.0;38.0;30.0;48.0;2.0;36.3235294117647;38.44444444444444;2.0
443.0;70.0;64.0;58.0;83.0;2.0;37.0;1;58.0;1;1;15.0;7;30.5;36.0;40.0;41.0;38.0;44.0;40.0;2.0;35.5;37.34375;2.0
438.0;71.0;66.0;61.0;54.0;1.0;23.466666666666733;8;57.0;8;2;15.0;4;10.666666666667;32.0;35.0;32.0;37.0;10.333333333333;12.0;1.0;10.458333333333334;0.0;0.0
425.0;65.0;80.0;56.0;54.0;2.0;37.333333333333336;20;59.0;20;1;15.0;7;32.0;38.0;40.0;36.0;35.0;42.0;44.0;2.0;35.23529411764706;37.22222222222222;2.0
439.0;71.0;66.0;59.0;68.0;2.0;37.73333333333333;4;59.0;4;0;15.0;7;32.0;38.0;42.0;42.0;38.0;32.0;43.0;2.0;37.70588235294117;42.833333333333336;3.0
408.0;68.0;80.0;59.0;57.0;1.0;20.923076923076923;20;55.0;20;3;13.0;2;13.5;18.0;38.0;42.0;13.0;0.0;0.0;1.0;7.5;0.0;0.0
440.0;71.0;62.0;69.0;56.0;2.0;36.66666666666666;4;55.0;15;0;15.0;7;32.0;36.0;37.0;37.0;38.0;30.0;48.0;2.0;36.47058823529412;36.833333333333336;2.0
444.0;65.0;66.0;62.0;59.0;2.0;39.06666666666667;4;53.0;4;0;15.0;6;28.0;40.0;48.0;42.0;40.0;34.0;47.0;0.0;0.0;0.0;0.0
405.0;69.0;75.0;55.0;60.0;1.0;7.230769230769231;20;38.0;20;0;13.0;0;8.0;0.0;0.0;0.0;28.0;6.0;0.0;0.0;0.0;0.0;0.0
425.0;68.0;74.0;59.0;54.0;2.0;37.6;16;61.0;7;1;15.0;7;31.5;36.0;37.0;40.0;41.0;43.0;45.0;2.0;37.294117647058826;39.72222222222222;2.0
449.0;65.0;66.0;65.0;57.0;2.0;38.53333333333333;7;71.0;7;2;15.0;7;33.0;40.0;31.0;41.0;50.0;44.0;44.0;2.0;39.70588235294117;40.94444444444444;3.0
451.0;83.0;50.0;69.0;63.0;2.0;39.63333333333333;14;64.0;10;1;15.0;7;34.0;38.0;37.5;41.0;47.0;45.0;45.0;2.0;39.8235294117647;41.44444444444444;3.0
459.0;68.0;62.0;69.0;66.0;2.0;34.43333333333333;8;71.0;8;2;15.0;7;30.0;34.0;32.5;45.0;30.0;44.0;41.0;2.0;34.56666666666667;39.5;2.0
429.0;71.0;66.0;61.0;56.0;2.0;36.23333333333333;10;55.0;9;1;15.0;7;36.0;42.0;30.5;37.0;30.0;41.0;43.0;2.0;35.13333333333333;35.35416666666663;2.0
417.0;68.0;74.0;65.0;59.0;2.0;35.2;7;51.0;7;2;15.0;6;32.5;37.0;29.0;45.0;33.0;38.0;44.0;2.0;34.38235294117647;40.11111111111112;3.0
454.0;76.0;47.0;52.0;68.0;1.0;3.3846153846153846;19;55.0;6;0;13.0;0;5.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
416.0;83.0;62.0;65.0;58.0;1.0;28.71794871794877;8;55.0;8;3;13.0;3;29.5;30.0;23.0;36.0;24.666666666667;41.0;0.0;1.0;24.6666666666666;13.142857142857142;1.0
438.0;62.0;69.0;57.0;83.0;3.0;40.86666666666667;20;62.0;20;0;15.0;7;36.0;41.0;32.0;47.0;50.0;46.0;49.0;2.0;39.088235294117645;38.77777777777778;2.0
414.0;62.0;80.0;54.0;47.0;2.0;34.69230769230769;11;57.0;11;1;13.0;6;30.5;33.0;40.0;40.0;30.0;43.0;0.0;2.0;30.066666666666663;33.30769230769231;2.0
436.0;75.0;62.0;54.0;74.0;2.0;33.23076923076923;11;59.0;11;1;13.0;6;30.0;31.0;34.0;46.0;30.0;42.0;0.0;2.0;30.4444444444444;34.85416666666663;2.0
433.0;61.0;75.0;63.0;63.0;2.0;31.76923076923077;8;60.0;18;2;13.0;4;28.0;31.0;28.0;40.0;37.0;41.0;0.0;2.0;32.06666666666667;38.5;2.0
439.0;68.0;65.0;62.0;54.0;2.0;37.9333333333334;20;65.0;20;2;15.0;6;33.5;35.0;29.666666666667;40.0;47.0;44.0;49.0;2.0;35.588235294117645;39.22222222222222;2.0
435.0;85.0;60.0;50.0;60.0;1.0;29.4;20;77.0;20;2;10.0;3;23.0;26.5;0.0;36.0;37.0;39.0;0.0;1.0;23.142857142857142;38.0;2.0
426.0;75.0;62.0;69.0;58.0;1.0;14.307692307692308;10;55.0;20;0;13.0;2;5.0;11.0;8.0;40.0;20.0;40.0;0.0;0.0;0.0;0.0;0.0
460.0;68.0;59.0;76.0;59.0;2.0;37.9;11;67.0;11;1;15.0;6;31.0;40.0;26.5;41.0;50.0;44.0;50.0;2.0;35.294117647058826;41.333333333333336;3.0
447.0;75.0;56.0;70.0;74.0;2.0;36.6;11;60.0;11;1;15.0;6;42.0;32.0;22.0;43.0;42.0;42.0;41.0;2.0;36.94117647058823;41.0;3.0
451.0;75.0;53.0;77.0;77.0;1.0;24.923076923076923;17;57.0;10;1;13.0;4;20.0;30.0;11.0;47.0;30.0;44.0;0.0;1.0;19.142857142857142;0.0;0.0
410.0;65.0;73.0;59.0;47.0;2.0;33.63333333333333;20;53.0;20;2;15.0;5;27.0;34.0;24.5;38.0;43.0;43.0;44.0;2.0;34.411764705882355;35.0625;2.0
424.0;78.0;59.0;66.0;59.0;2.0;34.40000000000007;16;53.0;16;2;15.0;6;28.5;32.0;31.666666666667;39.0;40.0;44.0;40.0;2.0;33.6764705882353;35.34375;2.0
422.0;71.0;66.0;54.0;89.0;2.0;38.93333333333333;15;55.0;15;1;15.0;7;34.0;40.0;30.0;47.0;44.0;47.0;48.0;2.0;39.41176470588236;41.66666666666666;3.0
429.0;59.0;74.0;57.0;47.0;2.0;34.8;20;55.0;20;2;15.0;7;30.5;38.0;30.0;39.0;37.0;41.0;40.0;2.0;33.764705882353;40.61111111111112;3.0
430.0;71.0;62.0;65.0;48.0;2.0;36.8;20;57.0;20;1;15.0;7;30.0;31.0;45.0;33.0;37.0;44.0;42.0;2.0;35.52941176470582;32.874999999999936;2.0
448.0;74.0;56.0;65.0;80.0;2.0;37.266666666666666;8;57.0;8;2;15.0;7;33.0;36.0;32.0;41.0;40.0;42.0;48.0;2.0;35.029411764705884;38.05555555555556;2.0
439.0;65.0;65.0;53.0;58.0;1.0;10.0;20;60.0;20;0;13.0;0;7.0;10.0;10.0;16.0;14.0;8.0;0.0;0.0;0.0;0.0;0.0
439.0;65.0;66.0;61.0;100.0;1.0;28.692307692307693;17;64.0;16;3;13.0;4;30.0;31.0;32.0;8.0;21.5;44.0;0.0;1.0;7.7;18.0;1.0
425.0;78.0;59.0;52.0;56.0;2.0;36.66666666666666;20;57.0;20;2;15.0;6;27.5;38.0;31.0;43.0;50.0;44.0;42.0;2.0;37.294117647058826;39.61111111111112;2.0
463.0;74.0;50.0;88.0;63.0;2.0;35.266666666666666;17;71.0;16;0;15.0;7;30.0;38.0;34.0;38.0;30.0;43.0;45.0;2.0;36.3235294117647;40.333333333333336;3.0
415.0;68.0;70.0;56.0;51.0;1.0;28.615384615384617;1;53.0;10;0;13.0;5;30.0;32.0;7.0;42.0;39.0;47.0;0.0;1.0;7.0;0.0;0.0
437.0;74.0;62.0;64.0;59.0;2.0;33.166666666666664;12;71.0;12;3;15.0;5;32.0;27.5;27.5;39.0;34.0;41.0;42.0;2.0;39.4;39.0;2.0
446.0;71.0;55.0;70.0;74.0;1.0;8.0;10;55.0;11;0;12.0;0;6.0;5.0;11.0;0.0;7.0;15.0;0.0;0.0;0.0;0.0;0.0
392.0;67.0;55.0;53.0;94.0;2.0;34.84615384615377;11;56.0;10;2;13.0;5;30.0;33.0;27.333333333333;41.0;50.0;44.0;0.0;2.0;33.96666666666667;37.0625;2.0
383.0;61.0;55.0;57.0;55.0;2.0;32.30769230769231;20;55.0;20;2;13.0;4;29.0;30.0;41.0;46.0;18.5;38.0;0.0;2.0;32.333333333333336;33.96875;2.0
362.0;46.0;62.0;55.0;83.0;1.0;26.97435897435908;8;58.0;8;3;13.0;3;20.666666666667;28.0;25.0;36.0;30.0;41.0;0.0;1.0;24.0;28.2;1.0
380.0;58.0;40.0;54.0;66.0;2.0;31.0;9;59.0;9;3;15.0;4;27.0;28.5;29.0;39.0;30.0;42.0;36.0;1.0;28.2;34.0;2.0
409.0;57.0;62.0;48.0;43.0;1.0;10.76923076923077;20;64.0;20;0;13.0;0;9.0;10.0;12.0;11.0;14.0;9.0;0.0;0.0;0.0;0.0;0.0
436.0;68.0;74.0;59.0;52.0;1.0;24.46153846153838;1;51.0;1;2;13.0;4;11.0;36.0;16.333333333333;37.0;37.0;42.0;0.0;1.0;10.5;38.0;2.0
418.0;65.0;62.0;61.0;68.0;2.0;36.333333333333336;10;45.0;10;0;15.0;7;31.0;41.0;30.0;40.0;40.0;43.0;43.0;2.0;35.38235294117647;40.0;2.0
396.0;57.0;59.0;62.0;58.0;2.0;32.820512820512924;9;55.0;9;1;13.0;5;22.666666666667;31.0;32.0;42.0;47.0;42.0;0.0;1.0;26.25;0.0;0.0
387.0;67.0;50.0;55.0;52.0;2.0;35.2;19;52.0;19;1;15.0;7;30.0;34.0;35.0;38.0;37.0;41.0;41.0;2.0;38.52941176470589;39.66666666666666;2.0
363.0;55.0;53.0;59.0;50.0;2.0;34.666666666666664;20;48.0;20;2;15.0;6;29.0;30.0;32.0;41.0;50.0;45.0;31.0;1.0;27.08823529411771;33.84375;2.0
474.0;81.0;77.0;78.0;45.0;2.0;37.46153846153846;5;63.0;5;1;13.0;5;40.0;23.0;40.0;38.0;40.0;43.0;0.0;1.0;16.533333333333335;0.0;0.0
453.0;77.0;83.0;71.0;61.0;3.0;42.30769230769231;11;58.0;10;0;13.0;6;44.0;32.0;44.0;43.0;43.0;49.0;0.0;2.0;34.666666666666664;38.0;2.0
456.0;78.0;74.0;88.0;51.0;3.0;44.06666666666667;20;62.0;20;0;15.0;7;43.0;42.0;46.0;45.0;43.0;48.0;44.0;2.0;37.70588235294117;39.52777777777778;2.0
479.0;83.0;69.0;77.0;59.0;3.0;41.66666666666666;21;68.0;20;0;15.0;7;44.0;39.0;44.0;41.0;42.0;46.0;34.0;2.0;34.8235294117647;35.125;2.0
458.0;74.0;79.0;70.0;54.0;1.0;9.461538461538462;10;60.0;10;0;13.0;1;5.0;3.0;9.0;12.0;14.0;30.0;0.0;0.0;0.0;0.0;0.0
441.0;68.0;83.0;71.0;49.0;1.0;25.76923076923077;20;58.0;20;0;13.0;3;20.0;12.0;25.0;34.0;41.0;40.0;0.0;0.0;0.0;0.0;0.0
452.0;82.0;66.0;65.0;53.0;3.0;40.8;20;62.0;20;0;15.0;7;35.0;37.0;45.0;40.0;43.0;47.0;45.0;2.0;35.76470588235294;42.388888888888886;3.0
468.0;64.0;73.0;62.0;70.0;1.0;8.076923076923077;19;63.0;19;0;13.0;0;10.0;3.0;6.0;9.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0
448.0;65.0;77.0;64.0;54.0;2.0;36.53333333333333;16;52.0;8;1;15.0;6;26.5;35.0;42.0;38.0;44.0;50.0;35.0;2.0;36.0;39.125;2.0
452.0;84.0;62.0;73.0;68.0;2.0;34.07692307692308;20;64.0;20;1;13.0;5;43.0;9.5;35.0;34.0;33.0;47.0;0.0;1.0;8.466666666666667;0.0;0.0
436.0;74.0;74.0;57.0;58.0;1.0;22.923076923076923;10;51.0;7;3;13.0;3;7.0;18.5;25.0;34.0;39.0;46.0;0.0;1.0;18.72222222222222;19.5;1.0
429.0;81.0;68.0;67.0;53.0;2.0;33.38461538461539;10;50.0;11;1;13.0;5;38.0;29.0;30.0;32.0;35.0;32.0;0.0;2.0;31.133333333333333;31.59375;2.0
436.0;68.0;74.0;59.0;43.0;2.0;31.53846153846154;10;51.0;10;2;13.0;5;30.0;26.0;30.0;38.0;33.0;44.0;0.0;2.0;30.133333333333333;33.46875;2.0
